,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
flower,1.179358,1.1717362,1.0304551,1.0667917,0.9133384,0.75901186,1.0458493,0.69974995,1.1610161,1.2391343,1.2466376,1.0199248,1.1911232,1.1487272,0.86559963,1.2210468,1.1127115,0.5184574,0.9019641,0.9797666,0.91226214,0.95022154,0.6462571,0.814989,0.903962,1.1744349,1.1609486,0.6151463,0.9045635,1.0043169,0.6830751,0.9899629,0.8942659,0.9873024,1.0616277,0.9905335,1.1426538,0.61434317,0.9165259,0.84833884,1.0190017,1.0045778,1.0512663,1.2186966,1.2232236,1.177298,1.0875311,1.1755589,1.169353,1.1347445,0.0,1.1487648,0.93428826,1.0046748,0.9347615,1.1497352,0.97086585,1.2030572,0.81211114,1.162454,1.142222,1.1882907,0.9726783,1.1424117,1.0197263,1.1909728,0.43809646,1.264187,0.9869514,0.840837,0.78738415,1.1670749,0.986018,0.89642966,1.0835122,1.0312,0.9374169,0.6898633,1.0594096,0.86414087,1.0560826,1.1926638,0.9878896,0.72448975,1.0583316,1.167275,1.2493572,1.1600354,0.9836809,1.0600536,0.9533823,1.2554977,0.9836228,1.1682318,0.4355979,0.9756771,0.8929271,0.84582675,0.95299286,0.7895837,0.963561,0.82160616,1.2786577,0.7831601,1.095885,0.94777906,1.0087249,0.9060898,1.2337576,1.1687075,1.3508675,0.988124,1.1165267,1.0147066,1.0973268,0.9845219,1.2160681,0.8050085,0.8551085,0.9477594,0.93743354,1.1283658,0.9630805,1.247009,1.0566021,0.9106813,1.119994,1.0430608,0.91227406,0.7696768,0.7728213,1.0876209,0.7311491,0.95113814,0.9092049
foot,1.1747713,0.44688284,0.80225694,1.020993,0.9570888,1.069023,1.0968331,0.95087,1.3651962,1.0774413,1.2792964,0.6406921,1.2968698,1.2594508,0.80979574,1.319472,1.2867634,0.90915436,1.2135706,1.3465403,0.89381015,1.2269667,0.9442951,0.7625904,1.3301952,0.360039,1.1239104,1.1111231,0.92804027,1.2237082,1.2745352,1.2456576,1.0163157,1.0236453,1.0864971,0.5075618,1.3472211,0.9086452,1.2092032,1.2017027,1.0641503,0.87819546,1.1140367,0.35250044,0.5298199,1.0391341,0.73255205,0.9960662,0.3588915,0.92408466,1.1487648,0.0,0.97159696,1.0244571,1.187689,0.5302731,0.8272539,1.1766648,1.0378966,1.0690428,1.077923,0.87216514,0.6311657,0.9709554,0.8929918,1.2070739,1.1785895,0.9651173,0.71064484,0.95882905,0.8706655,0.9116721,1.2615701,1.2285335,1.0114129,1.3298328,1.1425557,1.077217,0.49147797,0.88038373,0.30096072,0.4158244,0.972377,1.0339748,1.0532534,1.1888455,0.95316976,1.263139,0.5713291,0.5597644,1.1071155,0.686304,0.5550606,1.244121,1.0233488,1.1438053,1.2126058,0.61629784,1.1941972,0.94657725,0.88232815,1.147776,1.2105634,0.7374411,1.2256229,1.320277,1.0268437,1.118899,1.1277853,1.26507,0.8002008,1.2758969,1.1534327,1.2202737,1.3358805,0.46080303,1.1715446,0.82353723,0.90704787,1.2799249,1.1395679,1.0414248,1.315272,1.1692241,1.3853126,1.0130322,0.23067403,0.52108794,1.1131359,0.6352888,1.1805058,1.2351215,1.0496541,0.468049,1.0028032
fork,1.4307344,1.0100058,1.0149531,1.1308725,0.9366168,0.8589196,1.1111367,0.7211008,1.0567394,1.2765948,1.3701718,0.71749777,1.3453835,1.3538189,0.8421284,1.37632,1.1515839,0.795617,0.4944722,1.2094833,0.97206324,1.0860609,0.74870485,0.9370603,1.1797631,0.82240814,1.3198969,0.83635205,0.8016603,1.1930673,0.97127676,0.5391248,1.0632279,1.247688,1.1635967,0.48828405,1.3424841,0.7567509,1.2397356,1.1684923,1.1551974,0.917901,1.3783728,0.8631206,0.8307766,1.0536597,0.88193715,1.2335439,0.8628632,1.1256312,0.93428826,0.97159696,0.0,1.0621462,1.0863056,0.86192405,1.2075248,1.1870128,0.87368596,1.2757603,1.1540112,1.1480175,0.8774872,1.1066453,1.0260907,1.3869542,0.9822605,1.4582385,0.31891167,0.8669983,0.6945611,1.2957875,1.0288088,0.95804125,1.3029938,1.1127583,1.0196788,1.0143223,0.77307415,0.86620843,0.77634096,0.938156,1.0096802,0.8695752,1.1498363,1.416734,1.384728,1.2111682,0.43046224,0.39737248,1.1501453,1.0940456,0.8482009,1.2011843,0.845208,0.37495244,1.2224917,0.9287387,1.1155057,0.8153629,0.8412792,1.1062883,1.2915331,0.8616809,1.1290017,0.8232297,1.2406362,0.34579086,1.3962649,1.291548,1.387902,0.44387275,1.1828475,0.8743713,1.1581482,0.7286027,1.2366664,0.7725049,1.0141087,0.86394876,0.2753545,0.9827119,1.0978717,1.4129459,1.0853865,0.713668,0.847884,0.8014348,0.42981416,0.8117348,1.0204937,0.9433188,0.69487154,0.6856787,1.1453726
frog,1.0892589,1.0030541,0.82237494,1.2680908,0.66065204,0.7523098,0.5897697,0.996724,1.2274234,1.0913814,1.1840383,0.87458587,1.2838502,1.1752948,0.66261154,1.007854,0.88821316,1.0137398,1.1103934,1.0602664,0.9842777,1.0039467,1.0258398,1.0994306,1.113038,1.0145123,1.0018133,1.133034,0.8007739,1.2351887,1.0544112,1.1390159,0.92424667,1.1626511,0.9709005,0.92788166,1.308553,1.0241264,0.9870175,0.8284637,1.2111087,0.99264324,1.238542,1.0144556,0.8899431,1.0009882,1.0181191,0.80202925,1.0403075,0.3496729,1.0046748,1.0244571,1.0621462,0.0,1.0505275,0.93712604,0.97749686,1.0325214,0.6516046,1.2167203,0.86126405,1.1903251,0.7135712,1.1781818,1.029769,1.1055988,1.1135527,1.271435,1.0672125,1.0221617,0.9234196,1.0593383,1.1911542,1.0274799,0.8713553,1.1045207,1.0204536,0.88735354,0.8623432,1.1375293,0.9464631,0.98798686,0.834137,1.0353146,0.58770764,1.2582197,1.263622,1.0889236,1.009398,1.0019253,0.8069736,0.8708636,0.9050324,1.0330297,0.8174487,0.9487788,0.8803757,0.6843465,0.8396846,0.9100696,0.8735496,1.2624083,0.93225974,0.6844625,1.1614217,1.1127001,0.9586321,0.8575358,1.2592285,0.88002336,1.1533669,1.170304,1.1888064,1.1104453,1.086001,0.81917304,1.164018,0.79245776,0.93197155,1.1487755,1.0862014,1.097542,1.16748,1.2112144,1.2305837,0.6938012,0.97016287,0.8827816,1.1137575,0.99646693,0.4284985,1.1592814,1.1202103,0.9379583,1.1504918
glass,0.7774481,1.150636,1.1391077,0.8159784,1.2898602,1.2175411,0.7665698,1.1866584,0.79216623,1.0504955,0.8640097,1.4194891,0.8741735,0.79405665,1.032181,1.0636306,0.8170704,1.0988312,0.9800787,0.8569878,0.8817779,1.0291365,1.2084476,1.1576711,0.5734943,1.2378718,0.82414925,1.0539579,1.2955469,0.8707123,0.9656121,1.0494603,1.0072423,0.99360573,0.88161,1.3772668,0.7829997,1.1556383,0.8537794,0.9662389,0.9597803,1.0448672,0.9807536,1.1389776,1.1504779,1.1000108,1.1200569,0.9518875,1.0932527,1.0108635,0.9347615,1.187689,1.0863056,1.0505275,0.0,1.0457385,1.0812478,0.985472,0.95476335,0.7634605,0.66013354,0.70302343,1.4221098,0.8306863,1.1179714,0.8828793,0.76325285,0.8796803,1.1709542,1.1628312,1.237472,0.86342824,0.7686803,1.0768089,0.996446,0.7904417,0.79723907,0.89170873,1.3706709,1.0019195,1.3120546,1.1184682,0.9999774,1.0684292,1.1741264,0.9013243,0.90434635,0.6854736,1.3005059,1.2817316,0.9127906,0.9970442,1.293842,0.7474656,1.0700252,1.0235833,0.95596594,1.0901908,1.1921293,1.2177206,1.0664982,0.8618583,0.97425914,1.1699642,0.8451138,0.88637805,0.9115478,1.1368967,0.78973716,1.0295336,0.8565059,1.0155023,0.97219425,0.8909807,0.97961515,1.4264772,0.9782261,1.0803924,1.3378203,0.84246516,0.9129329,0.8006034,0.87558734,0.78355527,0.78879,1.2724435,1.2514836,1.2580922,1.0968418,1.2656193,1.1852556,0.8363285,1.0637267,1.3390626,0.9923377
glasses,1.3066487,0.6189545,0.77939767,1.1251111,0.92086214,1.0308264,1.066599,1.111627,1.2683117,1.142111,1.2906847,0.7632469,1.3586974,1.2668463,0.85475576,1.3053012,1.1797318,1.0114619,1.107714,1.293603,1.0508258,1.2023222,1.0578151,0.9659238,1.2150459,0.4359945,1.1393634,1.1870381,0.85696423,1.2244053,1.2606393,1.0880976,1.1165438,1.2083745,1.1244668,0.61790746,1.3601906,1.0193828,1.1461896,1.1610551,1.1044427,0.90233445,1.1702797,0.43005383,0.7393349,1.0126635,0.45127547,0.72260404,0.5232439,0.9163885,1.1497352,0.5302731,0.86192405,0.93712604,1.0457385,0.0,1.0631548,1.1776719,1.03971,0.85593134,0.94410515,0.8885666,0.6795968,0.7889535,1.0509523,1.1466279,1.2069736,1.1050867,0.82944304,1.0776991,0.9366396,0.99594253,1.158725,1.1295621,1.12631,1.0697529,1.0914317,1.1538508,0.54358923,1.0823481,0.45807362,0.28501195,1.140362,1.0383089,0.9854979,1.2400503,1.0487051,1.1837206,0.6720803,0.6739623,1.0510556,0.8359413,0.8210362,1.1882983,1.0299227,0.9753341,1.1918046,0.8074353,1.1885114,0.97294474,0.77583885,1.2006068,1.1794235,0.8520911,1.2051277,1.2027262,0.944353,0.9600269,1.1417898,1.2554197,0.87677693,1.1082001,1.1828496,1.1850077,1.3026791,0.57641715,1.2272536,0.86603343,1.0465959,1.1895342,0.9930621,1.0439004,1.2296765,1.1172167,1.2673845,0.9716065,0.41828734,0.7401173,0.9899834,0.8919332,1.1388574,1.1965835,1.0091507,0.5352402,0.98671097
glove,0.80742204,0.9976643,1.0643804,0.62109923,1.1107148,1.0146012,0.8818695,1.0677739,1.2585914,1.1245273,1.0101751,1.0433693,1.0425426,0.78960955,1.0788445,0.84834296,1.0042413,1.0940924,1.2381464,1.0989816,0.91102546,0.9676246,1.0027293,1.0726234,1.1605316,0.90984726,1.1122531,1.0471098,1.2925886,1.2713361,0.96704715,1.1007581,0.9711247,0.8643031,0.93585604,1.1237277,1.0280983,1.0732255,1.0655144,0.825791,1.2798936,1.071462,0.847596,0.83381456,0.7867751,1.0506868,1.0333443,1.1563628,0.7364707,0.8243488,0.97086585,0.8272539,1.2075248,0.97749686,1.0812478,1.0631548,0.0,1.3127539,0.7328986,1.079456,0.9278959,0.6408494,0.6950873,1.1040795,1.0940794,0.9094156,0.9683909,0.7175832,1.0953045,1.1112682,1.2674532,1.0075605,1.0818151,1.1050634,0.13897216,1.1028143,0.7914835,0.95947284,1.1402695,0.88531387,0.9073868,0.9458504,0.93106246,1.0155771,1.119072,0.71460956,0.7640101,0.9329865,1.1705943,1.1587297,0.9563892,0.7677114,1.0058768,1.0521537,1.1409233,1.263191,1.0562677,0.93081474,0.8966772,1.2066833,0.97833925,1.1761903,0.9721487,1.0718166,0.945941,1.095771,0.67701066,1.0335274,0.7899169,0.61469084,0.9351726,1.1273042,1.3063183,1.2588999,1.0795075,0.9638388,1.1368568,1.2043536,0.3589344,1.0599959,1.1154108,1.2251208,0.92610085,0.78768456,1.1471016,1.1394566,0.81341195,0.83244544,1.0908082,1.0081936,0.88212126,0.96699876,1.1320059,1.0226402,1.1319233
grass,0.71305794,1.0990528,1.1518595,1.1349686,1.1304758,1.2218744,1.135687,1.1329854,0.6717878,0.2928987,0.6858587,1.0754861,0.5537157,0.9046347,1.0800085,0.8064926,1.0386628,1.313582,1.1011564,0.9907174,1.1519662,0.9575432,1.3514483,1.1335889,0.7311944,1.1752927,0.49298716,1.131292,1.0398235,0.76340365,1.2245302,0.9636111,0.9322973,0.9264533,1.058696,1.2342782,0.6418673,1.3253698,0.88169116,1.1050835,0.84082806,1.0741456,0.8537969,1.1993703,1.1893104,0.70756954,1.0495046,0.86540174,1.3147582,0.8365054,1.2030572,1.1766648,1.1870128,1.0325214,0.985472,1.1776719,1.3127539,0.0,1.3426389,0.89153194,1.1018468,1.1325556,1.2522233,0.8390114,0.73076344,0.8054852,1.2642636,0.8431001,1.270088,1.1217508,1.1168853,0.8852962,0.9700806,1.0902828,1.1769713,0.7970129,1.2178347,1.2789233,1.1458968,1.2397414,1.233557,1.1226279,1.0793957,1.1278825,0.6768459,0.85276,0.89207643,1.009115,1.228529,1.213361,1.0511426,1.1369352,0.94012934,0.9254159,1.1786809,1.1594582,0.8652797,1.242368,1.1324909,1.0260694,1.2070235,0.93191004,0.524358,1.0580375,0.98938847,0.9691162,1.1024185,1.2267022,0.833847,1.0236676,0.84440434,1.0519875,0.5465132,0.82109725,0.90912634,1.2217326,0.3909024,1.2420008,1.2838105,0.9773297,1.1710725,0.8501456,0.95708936,0.8855848,0.81302226,1.1445007,1.3045391,1.1985207,1.2001619,1.2025225,1.2685295,0.94210255,1.1541731,1.2678689,0.89000267
gum,1.141552,1.0043993,0.76149714,1.1062129,0.7053887,0.5791156,0.6020988,0.87752426,1.2703569,1.3279126,1.3228126,0.9693174,1.313848,1.0836427,0.74449193,1.1396457,0.8788174,0.73927253,1.0037228,1.0342869,0.77860963,0.96843165,0.7563097,1.1345172,1.1891001,0.94647783,1.2895875,1.1171155,0.97199154,1.3073382,0.8290062,0.9882817,0.89674616,1.2510902,0.885629,0.83364266,1.3596745,0.84829295,1.099933,0.89954364,1.3694222,1.0266789,1.2990829,0.975222,0.8790208,1.1147609,0.9580712,1.2084477,0.81951666,0.82559913,0.81211114,1.0378966,0.87368596,0.6516046,0.95476335,1.03971,0.7328986,1.3426389,0.0,1.2935956,0.90950936,0.93732464,0.7485188,1.2419895,1.1456376,1.2120447,0.8846716,1.3415394,0.89889383,1.0262965,0.96954453,1.2893924,1.0835764,0.894035,0.8335309,1.1474366,0.68491745,0.7486656,0.87035435,0.9928823,1.0316839,1.0628395,0.8648101,1.0119628,1.1258259,1.2389362,1.3874732,0.9589461,0.91804755,0.94897103,0.9414132,0.8953284,0.94783056,0.9328674,0.7933134,0.79394186,1.0866089,0.82879424,0.8732485,0.9364773,0.73637164,1.2886599,1.1908144,0.812274,0.9536317,1.0630667,0.9794349,0.6073178,1.3205156,0.85657406,1.323878,0.969601,1.444072,1.0654942,1.0127667,0.82199746,1.3317306,0.7144369,0.7374983,1.0723637,0.93700516,1.2479395,1.0191153,1.3151135,1.2041949,0.6847742,0.90182793,0.6739259,0.67606986,1.0478313,0.42818224,1.0151558,1.0527664,0.8278084,1.2638297
hair,0.6422623,1.0297037,1.198696,0.83939385,1.3075349,1.3043363,1.0900989,1.3557304,0.86969626,0.8255804,0.74193215,1.3566389,0.75438863,0.51998067,1.2435774,0.86783797,0.89811176,1.3419344,1.1804677,0.9290668,1.111882,0.9831997,1.3835007,1.2093292,0.8607467,1.1624646,0.6724665,1.1788696,1.2780907,0.9203956,1.1549329,0.9493491,1.1873579,1.0021113,0.92606026,1.3801229,0.73692167,1.3904282,0.7738911,0.8692417,0.9354625,1.1952175,0.5532837,1.0733497,1.2448729,1.0145513,1.0033326,0.6524104,1.103667,1.1144507,1.162454,1.0690428,1.2757603,1.2167203,0.7634605,0.85593134,1.079456,0.89153194,1.2935956,0.0,0.8346017,0.6839381,1.2978956,0.57135594,1.0407239,0.61159796,1.1044043,0.64920855,1.320337,1.2781783,1.417835,0.7407174,0.8610168,1.0315748,0.9329002,0.8316046,1.0274043,1.025284,1.3016725,1.2313747,1.1876473,0.88749707,1.1623249,1.2214853,1.0835376,0.4813627,0.63833344,0.77606964,1.3335668,1.3168933,0.99125063,1.0530212,1.3022518,0.79430693,1.1737787,1.26549,0.93026173,1.1834186,1.1547318,1.2730851,1.1603839,0.94772047,0.9330895,1.2223556,0.89896774,1.0115777,0.6451209,1.2629853,0.37803644,0.9757799,0.53275,1.0104747,0.87563753,1.093608,0.8422163,1.4053895,0.88280797,1.3111427,1.3437355,0.9556023,1.1616104,0.7816267,0.8480871,0.3614266,0.7941913,1.4596446,1.1362972,1.2987479,1.1201104,1.3004409,1.3110795,0.83193815,1.1826619,1.3453343,0.9000055
hamburger,0.8249235,0.97488225,1.0087024,0.87473965,1.0806549,1.1163123,0.5630505,1.2660598,1.0187614,1.0263947,0.9845402,1.3919685,0.9685626,0.8316951,1.0536714,1.0194731,0.92341137,1.2997186,0.85271645,1.0423965,0.470536,1.039541,1.3418334,1.3609152,1.0243744,1.1265838,0.9516703,1.3089552,1.2632413,1.0980694,1.097497,1.1207715,0.782567,1.17921,0.38161647,1.3329049,1.0113604,1.3031778,0.92445886,0.82434624,1.2016995,1.2112497,1.0281227,1.0729014,1.0703934,1.0715806,1.1388466,0.74819344,0.9958418,0.8710929,1.142222,1.077923,1.1540112,0.86126405,0.66013354,0.94410515,0.9278959,1.1018468,0.90950936,0.8346017,0.0,0.7170959,1.1736526,1.0007142,1.1887637,0.8808599,1.053203,0.9560321,1.2333121,1.3604492,1.4039332,0.9978807,0.5501814,1.0811809,0.79027593,0.9235053,0.86693305,0.86643726,1.1790309,0.9875157,1.2454352,1.0820363,0.9611739,1.3000679,0.9270371,0.8721048,0.9573059,0.7013203,1.325299,1.287983,0.87482154,0.88340056,1.3204036,0.42896134,1.2849687,0.8561739,1.0450311,0.97358274,1.1954012,1.3389887,1.062671,1.2280421,0.8524021,1.2126327,0.39851838,0.6797298,0.83300036,1.1606383,0.90403175,0.9560405,0.8577091,1.0313486,1.1748431,1.1784165,1.0041636,1.2539606,0.9945199,1.1161213,1.2289319,0.6142841,0.88365084,1.0307726,0.9812761,0.834255,0.74686396,1.1859926,1.1058638,1.1776054,1.1546882,1.3370591,1.0318218,0.9539974,1.3833401,1.2895727,1.1985658
hand,0.76358455,1.0597243,1.0168207,0.39128363,1.3157643,1.2979095,0.781824,1.3734479,0.95814705,1.0103625,0.88351536,1.3709269,0.89300615,0.62699157,1.2592752,0.9751285,0.86690354,1.3577787,1.1756,1.0295033,0.8447845,1.1134573,1.3418932,1.2473872,1.0441166,0.8969864,0.9911008,1.2122784,1.4222074,1.0590218,1.048405,1.0936698,1.1235285,1.0492198,0.79278606,1.2709208,0.96234447,1.3511776,1.0027044,0.8664806,1.0287385,1.1084379,0.83792216,0.7506939,0.931674,0.9960528,0.9452125,0.88731766,0.53411865,1.0489459,1.1882907,0.87216514,1.1480175,1.1903251,0.70302343,0.8885666,0.6408494,1.1325556,0.93732464,0.6839381,0.7170959,0.0,1.3150531,0.87568057,1.0471729,0.7633334,1.0765774,0.7305367,1.0966188,1.2449546,1.4427611,0.9365735,0.8160312,1.107688,0.6128771,0.96696377,0.74565125,1.0246849,1.2308388,1.0948346,1.0944369,0.77210855,1.0025638,1.2047219,1.1826704,0.64629644,0.73720455,0.70876193,1.2198138,1.1890658,1.0323546,0.77898276,1.3329524,0.71063703,1.3963597,1.2511513,1.1204317,1.0448247,1.2004492,1.3639331,0.996312,1.1002444,1.0031489,1.3069246,0.6920753,0.9941707,0.83402836,1.1352692,0.61323005,0.8868902,0.69220656,1.0443696,1.1154029,1.1230702,0.97562593,1.308187,1.0420653,1.3640697,1.1534792,0.9229058,0.99767387,0.9350177,0.955503,0.6088034,0.85328686,1.3813937,0.79464555,1.007759,1.0256963,1.3480952,1.216541,0.88102835,1.2046307,1.1967746,1.0431259
hat,1.4422642,0.6335361,0.5914077,1.3021717,0.46590972,0.5399098,1.0456201,0.71922165,1.4607483,1.1840305,1.4393249,0.37480628,1.4771563,1.4123324,0.70398283,1.2023318,1.2258785,0.6440683,1.0146104,1.2664979,0.9818824,1.1644583,0.6688551,0.75765425,1.2875066,0.5696625,1.3054576,1.0107961,0.5856868,1.3602043,1.0316987,1.1190937,1.0091043,1.2015972,1.210823,0.399109,1.4969044,0.60833013,1.2717947,1.1586561,1.2936628,0.9347375,1.3017687,0.6748295,0.64293617,0.95297503,0.78735363,1.0774583,0.71821415,0.7912371,0.9726783,0.6311657,0.8774872,0.7135712,1.4221098,0.6795968,0.6950873,1.2522233,0.7485188,1.2978956,1.1736526,1.3150531,0.0,1.1140996,1.0247196,1.2640631,1.0929723,1.2791672,0.7983249,0.877585,0.622182,1.1677063,1.3591816,1.1076024,0.8440087,1.3257221,1.0704877,0.97256637,0.35948932,0.9840299,0.49992836,0.7173592,0.9215233,0.8391512,0.9820528,1.3905593,1.269697,1.3556602,0.5233562,0.59016275,1.1038295,0.94218487,0.50738233,1.3446689,0.7578322,0.8686782,1.1941609,0.664847,0.82833123,0.60700774,0.7269695,1.2631385,1.2258763,0.63249344,1.3348644,1.2672462,1.0980994,0.87923646,1.3573492,1.0195991,1.2150656,1.1739541,1.2639263,1.1720057,1.3717017,0.24692559,1.3108505,0.58142424,0.4406191,1.2838771,1.0907153,1.2968436,1.3037477,1.3556192,1.4528978,0.49987233,0.5053268,0.50038576,0.98505133,0.6434526,0.6640733,1.2784748,0.9213301,0.33275688,1.1176075
horse,0.80817366,0.9115986,1.0508996,0.92781425,1.0948431,1.1510054,1.0677177,1.25987,0.91568696,0.7647134,0.74115944,1.116369,0.93871313,0.7836735,1.1239737,0.8616283,0.96538013,1.1820902,1.1481618,1.0630425,1.11214,1.1073331,1.3145295,1.2322434,0.8037323,0.9233547,0.81434715,1.1870283,1.0732056,0.9138234,1.1927779,0.93087757,1.128643,1.0196759,1.0694216,1.1071366,0.8652598,1.3049397,0.95416915,1.0490367,1.0974827,1.2193545,0.8645804,0.95776075,1.0880415,0.8726785,0.8906971,0.7783617,0.99145776,1.1316428,1.1424117,0.9709554,1.1066453,1.1781818,0.8306863,0.7889535,1.1040795,0.8390114,1.2419895,0.57135594,1.0007142,0.87568057,1.1140996,0.0,1.0877951,0.58155406,1.21604,0.80776817,1.2103629,1.2015824,1.1826464,0.98855644,0.951572,1.0250614,1.0746737,0.8499855,1.1464794,1.1460879,1.0125742,1.1899414,0.9965554,0.8769398,1.2328024,1.1670053,1.0230609,0.8070518,0.8327708,0.96499276,1.1180763,1.137288,1.0097598,1.0399376,1.0821469,0.9696011,1.0267949,1.1743883,1.0874945,1.1244975,1.0415992,1.0793508,1.0590507,1.0697795,0.8828298,1.0905186,0.968459,1.083354,0.9106509,1.1086084,0.67851365,0.95679724,0.7589305,0.9900315,0.8290087,1.0882252,1.0622389,1.0965115,0.7718216,1.1514254,1.2083688,1.0436062,1.1944739,0.93315744,1.0248502,0.665963,0.89085144,1.1936636,0.9743922,1.1499848,1.0204842,1.1762933,1.2898664,1.0219189,1.0560346,1.0446965,1.0133023
hose,0.9393967,1.0708003,1.0736438,1.0863858,1.0225624,1.078634,1.1807077,0.8928123,1.0001949,0.7850518,1.0658684,0.82127523,0.8886914,1.1319094,0.9598662,1.0798231,1.1415193,1.0399269,1.122074,1.1546645,1.0923462,0.90340245,1.0380441,0.7931354,1.0007865,0.9836792,0.90500665,0.94134456,0.93312585,0.9997025,1.1350491,1.0174048,1.0180361,0.9781996,1.1184497,0.9019526,0.92626655,1.037586,1.0709815,1.2539046,0.8226458,0.91809964,1.0191854,0.9726508,0.992757,0.8835234,1.0251768,1.0064617,1.0499918,0.9290728,1.0197263,0.8929918,1.0260907,1.029769,1.1179714,1.0509523,1.0940794,0.73076344,1.1456376,1.0407239,1.1887637,1.0471729,1.0247196,1.0877951,0.0,1.0881677,1.0589207,0.9672205,0.9080196,0.8007942,0.8742176,0.9331845,1.0952561,1.0799416,1.121743,1.0970618,1.1341025,1.1286305,1.0010246,1.0250258,0.8467777,0.966432,0.9335041,0.9817547,0.862284,1.089802,0.9758765,1.1237843,0.874277,0.8793748,1.1341069,0.96586967,0.7694744,1.1141402,0.93618035,1.0896413,0.98573554,1.0418175,1.0746214,0.92353606,1.0887129,0.9620732,0.98956215,0.8573281,1.1613925,1.1344237,1.0188621,1.0448023,1.0253369,1.1457232,1.0700514,1.0860515,0.7969284,0.9482677,1.052113,0.96534264,0.84074485,1.0075951,1.054354,1.0686723,1.0972675,0.9329476,1.0885565,1.0913353,1.1714424,1.0626545,1.026012,0.8877661,1.0466149,0.81996673,1.1630826,1.0689001,0.8706894,0.9794444,0.8990892
jacket,0.5860686,1.1214707,1.1587969,0.81196195,1.1768856,1.2406064,1.0109466,1.3551548,0.75971663,0.7323325,0.56673276,1.3846452,0.62334025,0.47480643,1.2937315,0.45513034,0.7658803,1.3817841,1.2097491,0.802153,1.1156325,1.0700876,1.3903928,1.4075563,0.73034084,1.2433513,0.7284298,1.1509682,1.2851957,0.7468376,1.0831192,1.0679436,1.154197,0.9714035,0.94430816,1.4254413,0.6191223,1.4009901,0.9101578,0.935943,1.0350043,1.271653,0.61073375,1.1977559,1.1820345,0.9028473,1.1222885,0.7674974,1.1699144,1.0571228,1.1909728,1.2070739,1.3869542,1.1055988,0.8828793,1.1466279,0.9094156,0.8054852,1.2120447,0.61159796,0.8808599,0.7633334,1.2640631,0.58155406,1.0881677,0.0,1.1515646,0.4735495,1.388448,1.2502152,1.4431461,0.7660981,0.85304606,1.0176549,0.77227044,0.7794455,1.036875,1.242939,1.2853568,1.2008545,1.3226268,1.1500324,1.214793,1.2112311,0.9245947,0.46348703,0.56451875,0.7054084,1.4216882,1.4067681,0.9533831,1.0580665,1.3324306,0.77180374,1.3331628,1.300573,0.94988793,1.2507763,0.74961925,1.3206203,1.2224225,1.0113394,0.74024844,1.3952472,0.7934753,1.0513097,0.85683054,1.2681998,0.2857132,0.6004274,0.6399143,1.1004919,0.81657565,1.0683905,0.77587783,1.4326899,0.7106687,1.343599,1.1720729,0.98268926,1.2323663,0.89598995,0.8354998,0.3436432,0.59764504,1.3752022,1.2932727,1.2837571,1.199266,1.3874996,1.1895552,0.8181908,1.2612631,1.3770142,1.1005533
