,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jar,1.27495,1.1029769,0.9003762,1.2245529,1.225317,0.9844046,0.81797343,0.91090965,0.7136333,1.2055366,1.1699879,0.8031721,1.1216837,1.3175467,1.1219921,1.1073668,1.1941978,0.9525622,0.6174505,0.638669,1.1084146,0.9261509,0.89793944,0.6171553,0.58973235,0.90416837,0.8977513,1.0666465,0.9176921,0.9875462,1.0105798,1.1471163,0.9939504,1.1153201,0.9065201,1.0898843,0.96764207,0.82510227,0.9394539,0.60756963,1.1438453,1.0665574,1.0164412,0.8301724,1.3277814,1.031785,0.8587153,1.1480412,1.0443722,1.2518191,1.1049689,0.9321278,1.1323773,0.8002416,1.038921,0.8675181,1.11298,0.9781504,0.9488939,1.0297927,1.0876817,1.1501222,1.2625042,0.9594714,1.2912278,0.84620607,1.1285421,1.1378354,0.96157867,0.0,1.2381771,0.920907,0.96875274,0.7758943,1.2153261,0.93962544,0.70361555,1.2482541,1.0298877,0.94326997,0.93492043,0.5881514,1.0491009,0.98880655,0.98951817,0.80531895,1.0555658,1.2762458,1.1646996,1.2160801,0.90165865,0.96173936,0.9113623,0.86911124,0.7976482,1.2448667,0.75581336,0.8516846,1.0881975,1.0826784,1.1376288,0.8863885,0.80386037,0.9259261,0.9255866,0.7699368,1.1668807,1.1869493,1.2931187,1.2015696,1.2756708,0.82779706,0.94159406,1.2749906,0.88625073,0.52967274,1.0236541,0.97365385,0.72124094,0.68353367,0.8945739,0.87533677,1.3577569,1.0371476,1.3137153,0.86730903,1.0252992,1.0489596,0.92114174,0.57961774,1.0876004,0.6688558,1.0192423,0.6966715,0.76664865,0.8644072,1.0590566
jeans,0.92474115,0.6924791,1.3974566,0.8314779,0.47225893,1.3328694,1.3573837,1.3317835,1.2111691,0.66520417,0.62695014,1.2254308,0.61542666,0.49466383,0.9921672,0.733249,0.9345444,1.1706929,1.4328946,1.4492816,0.8825516,1.3154649,0.81137586,1.315518,1.295927,1.1923686,1.3357736,0.9837356,0.7837024,1.1509472,0.7739501,0.79639965,1.2058877,1.0142474,1.3598884,0.5619154,1.0763116,1.3942504,0.7360212,1.4671152,0.8510833,0.9042558,0.84109926,1.1406009,0.4901755,0.7587997,1.2907445,0.84939504,1.1159161,0.76512665,1.0072517,1.0434633,1.0148492,1.2246261,1.0116448,1.089748,1.0860876,0.9191728,1.2352449,0.9111086,1.0786093,1.0696454,0.70889693,1.2502587,0.6494492,1.0875611,0.9769267,1.0141152,0.89943177,1.2381771,0.0,1.2048935,0.87675494,1.4250412,0.5099564,1.2605801,1.1345699,0.6042129,0.89140165,1.0232568,1.3327173,1.2085772,1.1099308,1.1489251,1.3124018,0.85171974,1.1917727,0.4035443,0.23171669,0.869425,1.3442874,1.2946837,1.1969653,1.3263483,1.1145948,0.8309457,1.2372979,1.4141306,1.0069612,0.9532379,1.1639541,0.73640805,1.2759755,1.324733,0.7887108,1.1104107,0.9551427,0.9760444,0.30361164,0.66511613,0.50874937,1.1641383,1.2315197,0.88709074,1.3104954,1.2841643,0.9660615,0.9042491,1.355866,1.2650166,1.4023552,0.92496103,0.7183517,0.71494496,0.59130883,1.4486713,1.0714742,1.1978842,1.120659,1.2470117,1.1085974,1.3881761,1.078639,1.2110722,0.91298753,1.2796942,0.78117335
knife,1.2988333,1.2618523,0.7416718,1.2744582,1.1109078,1.008403,0.8139961,0.6024505,1.0325298,0.8662191,1.1668026,0.4710076,0.93118834,1.3275375,1.2691759,1.2181582,1.05328,0.9443443,0.48620713,0.59699285,1.1650436,0.7140861,0.91325617,0.99520266,0.46621192,0.9226179,0.79752946,0.95702493,1.0782202,0.83970606,1.0543646,1.1740133,0.96323395,0.8725366,1.1255821,1.1466668,1.1148813,0.44999325,1.1459268,0.5372485,1.2882414,1.476253,0.96333015,0.78173614,1.1812961,1.0134345,1.0222383,1.1309777,1.0329392,1.1648624,0.93486947,0.782772,1.1675256,1.0485015,0.960075,0.83523023,1.2336794,1.2025505,0.580724,1.1457763,0.66817284,1.072043,1.2031608,1.2179525,1.2168472,1.101516,1.2726014,0.9830839,1.206944,0.920907,1.2048935,0.0,1.120048,0.56835634,1.2012179,0.93709904,1.2077627,1.3645952,1.1720757,1.2381259,0.5949994,0.58061963,0.8852699,0.8202302,0.957715,0.95914304,1.1861253,1.269386,1.212496,1.1701151,0.43967462,0.32803267,1.135502,0.70272523,0.82448673,1.041534,1.0146449,0.41911364,1.2866675,1.3403088,1.2362292,1.3083888,0.94566613,0.776433,0.9878458,0.9026128,1.0172371,0.97639793,1.2916982,1.0938258,1.0491037,0.89821887,0.39949512,0.95989966,0.49536407,0.86693203,0.91914475,1.1404855,0.6572642,0.6569826,0.88655394,1.3454182,1.1507871,1.1030003,1.100301,0.8811631,0.8667977,0.54552925,0.5078809,0.5348205,1.2533487,0.7155628,1.0551165,0.93996245,0.8473834,0.5105065,1.1094863
ladder,0.8781653,1.0781194,1.4460979,0.79319215,0.73446536,1.3241376,1.3502792,1.2970688,0.7862379,0.7017637,0.5282018,1.2347431,0.6110895,0.87088525,0.93022966,0.7381594,1.038037,0.95426524,1.2643732,1.2743187,0.62244964,1.4673777,0.8039142,1.018807,1.0632187,1.1309326,1.3618281,0.9577632,0.49903268,1.0595963,0.20722008,0.9604962,1.1785929,1.0349514,1.3129992,0.5674683,1.1701466,1.3255777,0.3113156,1.2142231,0.87134653,0.8706018,0.40218055,0.8984998,0.8838659,1.2232412,1.3357866,0.9995273,1.0618871,0.9191897,1.324753,1.0800576,1.0845878,0.8794982,1.2599632,1.1689892,1.0020233,0.86613125,1.3045851,1.2555335,0.9820386,1.2682853,0.9056339,1.1298218,1.0371368,1.1515418,0.9603678,1.0687056,0.8939508,0.96875274,0.87675494,1.120048,0.0,1.288451,0.7845998,1.3954692,0.9671119,0.9883442,0.88290626,1.1161962,1.3773277,1.1664178,1.2904861,1.3705056,1.3930928,0.6202026,1.1110318,0.7764256,0.83402765,0.8226034,1.3082424,1.2035236,1.1616488,1.3005266,1.0852436,0.95370436,0.7890511,1.3051362,1.0129704,1.2105314,1.1092842,0.7904207,1.0828307,1.2993383,0.50280446,0.95594406,0.9530434,0.8563156,0.80321336,0.8808332,1.0261434,0.98615265,1.1140144,0.8030406,1.3495636,1.1434505,1.2037035,1.0517495,1.266356,1.1167849,1.351952,0.8013694,0.86859035,0.6604571,0.61283684,1.3359236,1.3884674,1.363816,1.0602472,1.1632413,0.85150796,1.1311004,0.7378423,1.0127667,0.5680851,1.3718561,0.5788045
lamp,1.3997358,1.1675522,0.4898796,1.3439064,1.4075695,0.6924471,0.6204729,0.56496686,1.070467,1.2041652,1.3704491,0.61438316,1.3061556,1.5424547,1.2679744,1.3227477,1.1838113,1.0842602,0.46073878,0.45105612,1.4144354,0.582191,1.2227937,0.90416044,0.5314634,0.82706034,0.65922153,1.0665495,1.2136352,0.64274704,1.2958715,1.2946674,0.8219977,0.9418243,0.72188234,1.3651531,1.0407919,0.55122805,1.3996977,0.45819336,1.3000628,1.3307297,1.1018391,0.83353806,1.3942583,0.9833972,0.7066926,1.1926616,0.71122456,1.1848353,0.8281856,0.9506093,1.1678314,0.9032044,0.877667,0.86331815,1.2090276,1.1953613,0.4748311,1.0745043,0.82223105,1.0578996,1.2039772,0.92284894,1.3168013,0.77819383,1.2078761,0.6575269,1.2757871,0.7758943,1.4250412,0.56835634,1.288451,0.0,1.3803325,0.6991044,1.0846868,1.4695156,1.2264524,1.1187193,0.40166247,0.63374996,0.70286584,0.5312264,0.7304138,1.0812436,0.94500846,1.4628332,1.445282,1.2813857,0.603012,0.64243335,1.0224648,0.62685007,0.7672553,1.2846332,0.92313427,0.5026938,1.1920003,1.0542418,1.1261637,1.3593957,0.62735265,0.59017634,1.1933079,0.8408828,1.1613401,1.1146495,1.4501382,1.2668092,1.2646487,0.96795523,0.6118125,1.2298659,0.5233308,0.67967135,1.0368261,1.1263621,0.57273996,0.551315,0.7454779,1.2373744,1.2854187,1.2641748,1.4111862,0.5608629,0.7137657,0.57097054,0.8396498,0.5888815,1.2032523,0.6785846,1.1532733,0.798336,1.1083536,0.41211116,1.188111
leg,0.8406141,0.90558887,1.3465191,0.82918155,0.6250692,1.2888597,1.3561997,1.2003977,1.1893494,0.7022984,0.62321866,1.2544081,0.60724735,0.7059606,0.9063477,0.77111715,1.0940971,1.2109904,1.3817766,1.3404169,0.9303346,1.264888,0.6533277,1.3014514,1.3113887,1.191287,1.2174042,1.0281082,0.8043941,1.1725456,0.6611459,0.82215804,1.0989355,1.0666902,1.1956558,0.58033234,1.0263959,1.4131793,0.67307436,1.3781645,0.7784542,0.95924085,0.6840132,1.116563,0.6995697,0.9667861,1.290893,0.90890074,1.0650063,0.6677782,1.1423709,1.1733463,0.9098244,1.1842171,1.1196703,1.1931595,1.033743,0.84387237,1.2716918,0.99200934,1.0817869,1.1502717,0.73259234,1.158637,0.7666704,1.2485707,0.94711053,0.9998107,0.9326988,1.2153261,0.5099564,1.2012179,0.7845998,1.3803325,0.0,1.179267,1.0312126,0.66838264,0.83124924,0.8746779,1.2985982,1.2531313,1.2320185,1.1303871,1.2319384,0.68090594,1.1782861,0.64494765,0.42902702,0.9033607,1.4104158,1.3508978,1.0793958,1.2614021,1.1634204,0.9412525,1.1990484,1.3704244,0.97099584,0.8846426,1.053514,0.77336186,1.2260145,1.2628846,0.546561,1.1902738,1.0420728,1.0116162,0.5744723,0.77343565,0.7746967,1.1283157,1.1904812,1.0079665,1.3566473,1.3343583,1.1582738,0.9104271,1.3713886,1.2439498,1.3171233,0.86720246,0.8373537,0.7798394,0.65283877,1.4170212,1.1738781,1.2354531,1.16116,1.2884253,1.1483529,1.379415,1.004499,1.1247838,0.8292476,1.3727815,0.72903967
melon,1.117085,0.9497445,0.20740277,1.125603,1.3191212,0.3760004,0.5709634,0.46176165,1.2158263,1.3348774,1.378532,0.7371477,1.4325128,1.31359,1.0382693,1.3378124,1.0500928,1.2217466,0.6995954,0.61805713,1.4176111,0.5195875,1.1953139,0.94279325,0.8296357,1.0437224,0.47850835,1.1240481,1.3535619,0.96828336,1.3940861,1.2414759,0.6908471,1.058075,0.61542124,1.3465569,0.9691846,0.7071535,1.4721977,0.7475147,1.174317,1.1892661,1.3220679,1.0783077,1.1359884,0.85775334,0.39862072,1.1696436,1.039202,1.0279431,0.7978968,0.99928975,0.98228836,0.98223037,0.95133865,1.004322,0.9347695,1.0375527,0.7327391,0.9278505,1.0255815,0.8654817,1.0824783,0.8123447,1.1275816,0.87927425,1.1983124,0.88782775,1.334686,0.93962544,1.2605801,0.93709904,1.3954692,0.6991044,1.179267,0.0,1.1482157,1.0087267,1.184078,0.8448634,0.604658,0.934087,0.9166501,0.6158474,0.18618608,1.1940845,0.9630776,1.3141412,1.2396166,1.3252194,0.80631655,0.87063396,0.90002584,0.643705,1.0096517,1.2252538,1.0604525,0.722053,1.1467465,0.6891516,0.52207285,1.3218689,0.92996174,0.49239904,1.2327683,0.91805375,1.1625462,1.2535999,1.2400384,1.306321,1.0521485,0.99155647,0.8602643,1.2579176,0.67135847,0.79071474,0.9572409,1.0968789,0.7469851,0.9066807,0.62499833,1.2427012,1.1317425,1.289681,1.3809403,0.6469025,0.67261696,0.7687537,1.00339,0.93086934,1.1403728,0.8929313,1.1781327,1.0019118,1.299394,0.7078875,1.2746757
milk,1.0036426,1.0054157,1.1796072,0.92075825,0.9947922,1.1670511,1.1010619,1.1390665,0.8124317,0.99016774,0.96128476,1.1819893,0.96402067,0.8956277,0.9303053,0.89898527,1.0088515,0.7802178,1.061301,0.9247763,0.8307453,1.029183,1.0068556,0.8722847,1.0996553,0.98720986,1.0499955,1.022085,0.9258101,1.0679243,0.9785223,0.95206225,1.0952463,1.1596577,0.7966161,0.96666425,0.7167252,1.1823995,0.82039696,1.037995,0.9324023,0.84169495,0.9955636,0.9703524,1.1755482,1.1356373,1.0528817,0.9846264,1.0738322,1.1043558,1.2291818,1.0714338,1.0552123,0.88147557,1.1646008,0.96048117,1.0362346,0.8188758,1.2249908,1.0031725,1.1556679,1.0161264,1.1322978,0.8875675,1.0473976,1.076935,0.9057014,1.1912714,0.8484614,0.70361555,1.1345699,1.2077627,0.9671119,1.0846868,1.0312126,1.1482157,0.0,1.0401379,0.9572592,0.76802564,1.1894808,1.0131254,1.1946981,1.1807791,1.1401715,0.89630926,1.0368342,1.0278566,1.129853,0.86806315,1.1382451,1.1492589,0.8868518,1.1000957,0.9247226,1.0422077,0.876788,1.0483019,0.84454495,0.98035526,1.0168802,0.8231492,0.9325431,1.16673,0.9108594,1.0771221,1.0201145,1.0330392,1.1025681,1.07551,1.2183361,0.8161429,1.1621042,1.0997101,1.21389,0.8607937,1.1057638,0.8940482,1.0105789,1.0258615,0.94996655,0.7630812,1.0854555,1.0033143,1.0042936,1.0330789,1.2476156,1.2038908,1.1114607,1.025361,0.99639887,0.881728,0.9805059,0.95079607,0.9249264,1.2123983,0.9521687
mitten,0.5893796,0.61106,1.2352955,0.77395785,0.5742667,1.0380323,1.1941987,1.2216065,1.1646204,0.93217283,0.8513807,1.4505165,0.8781763,0.53148365,0.8408445,0.8192133,0.84475386,1.2184404,1.4837917,1.4592869,0.9239945,1.1442528,0.8682328,1.1701881,1.4864523,1.2917254,1.0438792,1.0483516,1.109783,1.2362107,0.9738981,0.8305993,1.1629413,1.0259008,1.0837487,0.8568107,0.9209438,1.3699989,0.9638486,1.4668171,0.8387643,0.7904687,1.0805163,1.2899771,0.6277835,0.8623136,1.0302927,0.8853821,1.0383278,0.81393486,0.91877633,1.1954122,0.8166549,1.1422896,1.0804719,1.1066291,0.7748651,0.74855745,1.32316,0.4696418,1.1651285,0.8489878,0.77716565,1.0336636,0.5202091,1.1005332,0.9775821,0.939282,0.9083546,1.2482541,0.6042129,1.3645952,0.9883442,1.4695156,0.66838264,1.0087267,1.0401379,0.0,1.0241961,0.6469562,1.3336167,1.3186426,1.094456,1.1310688,1.0043966,1.1054964,0.9914317,0.69961655,0.60504836,0.94873583,1.3513181,1.3469802,0.9000819,1.2975545,1.153843,0.74634886,1.1965708,1.4928744,0.98572075,0.74436396,0.76153386,0.82284105,1.3104155,1.2834587,1.0702773,1.0757389,0.93986636,0.8992791,0.6489734,0.73188126,0.72235453,1.0349026,1.461468,0.9398844,1.4306935,1.2874591,0.8626607,0.8367313,1.3427212,1.185059,1.1580514,0.9816897,0.6530825,0.9160044,0.7981725,1.3425333,1.0673238,1.299768,1.0686382,1.3772179,0.92936087,1.3983256,1.1254455,1.2720437,1.1089076,1.4050839,0.9647625
motorcycle,0.89701027,1.087173,1.2147696,0.80516124,0.96077746,1.1365434,1.1629837,1.2037395,0.9260985,0.961453,0.85175824,1.1768589,0.8852239,0.90232944,0.92333806,0.9087961,1.0313079,0.8811052,1.1976753,1.1721771,0.7694667,1.2821906,0.86560833,1.0201044,1.1679976,0.75492233,1.24347,1.0212529,0.72868216,1.069891,0.9103289,0.94385374,1.1640768,1.1802952,1.130611,0.8730663,1.0663536,1.2533522,0.81617266,1.1613669,0.8281764,0.7449318,0.94807947,1.1772833,0.9852267,1.132619,1.1529198,0.8500461,1.049232,0.9837955,1.2229353,1.0847716,1.0605747,1.0180541,1.0800104,1.1379678,0.96754175,0.987259,1.2452471,1.1320114,1.0891066,1.1098478,0.9948612,1.0224051,1.0275663,1.0552379,0.81025326,1.1221403,1.0206922,1.0298877,0.89140165,1.1720757,0.88290626,1.2264524,0.83124924,1.184078,0.9572592,1.0241961,0.0,1.0904489,1.210287,1.2065248,1.2330617,1.2333175,1.1791942,0.99406755,1.0436815,0.8329741,0.9441888,0.79156435,1.2629703,1.1983854,1.0643396,1.1751577,1.1571491,0.96237934,0.9693353,1.2018962,0.8742172,1.0221205,1.0913616,0.8920343,0.9411495,1.2253257,0.9248866,1.11058,0.98829997,0.9577236,0.841671,0.9434817,1.0887631,1.0008929,1.1679792,0.9122392,1.2409118,1.0679373,1.0596904,1.074527,1.1672149,1.0817562,1.1543901,0.67137027,0.90669036,0.8958493,0.77523184,1.1886002,1.2183242,1.2263875,1.0922222,1.2123771,0.695227,1.1235038,0.8281682,0.80624604,0.79479134,1.2398849,0.8612933
muffin,0.81061804,0.8935849,1.0286057,0.8640023,0.9573971,0.944726,1.0123043,1.1025634,1.042838,0.93361455,1.0088831,1.2189114,1.034524,0.8386416,0.9350266,0.92545706,0.9656763,1.1771486,1.1956619,1.0860684,1.0022457,0.8191663,0.91583884,1.0168655,1.2675817,1.2110713,0.61457515,1.0244268,1.1376519,1.0900832,1.0889882,1.0098935,0.99022806,1.0556108,0.5610893,1.0051084,0.5691267,1.1913323,0.9982983,1.2099442,0.9890507,0.9847355,1.0718571,1.0448245,1.0602021,0.96914667,0.8185631,1.0392371,0.98750097,1.0150982,0.9807529,1.1312958,0.9667915,1.1359133,1.1201383,1.109135,1.0180384,0.8417963,1.2411028,0.79104924,1.1094935,0.8715031,1.0456365,0.8939127,0.904739,1.1450882,1.0234725,0.92890936,1.0392716,0.94326997,1.0232568,1.2381259,1.1161962,1.1187193,0.8746779,0.8448634,0.76802564,0.6469562,1.0904489,0.0,1.1814477,1.0326442,1.0659643,0.98921555,0.85760754,1.0450951,1.0093817,1.0139239,0.94806004,1.0821744,1.2446817,1.2378271,0.8308952,1.0651124,1.0035882,0.95019233,1.201015,1.0974845,0.94927114,0.51447356,0.7306632,0.8532154,1.1775544,1.0538453,1.0219345,1.2197522,0.95883274,1.0893403,1.0076617,0.9372927,1.0236063,1.0086867,1.2211739,1.1574303,1.1883905,1.0415578,0.89999056,0.7519157,1.1499813,1.0335222,0.9221245,0.9757742,1.0503539,1.0898771,1.001487,1.0787278,1.045668,1.1587232,1.0839943,1.0680708,1.0421492,1.1330574,1.1655095,1.1161613,1.1039059,1.2544029,1.0661898
nail,1.425374,1.0437851,0.23817956,1.3580278,1.3870287,0.502981,0.3673703,0.46448153,1.2013955,1.3725622,1.3706648,0.51714736,1.4444225,1.4488397,1.2461531,1.343006,1.1719623,1.1308111,0.30883235,0.48323,1.4460582,0.34183693,1.299531,0.86310387,0.4833622,0.8200753,0.54550844,1.1450953,1.2537186,0.92149514,1.3825166,1.1940056,0.90326256,0.99024856,0.85661155,1.3730474,1.1388701,0.38837945,1.4412615,0.38175595,1.316201,1.3008494,1.2636395,1.0512282,1.2918979,1.0238483,0.71670115,1.2498469,1.0334849,1.0592437,0.6168416,0.91829216,1.1923282,0.9770001,0.7879962,0.7629118,1.2662758,1.2620612,0.26254123,1.068949,0.96491873,0.90329194,1.1173531,1.0354842,1.2218374,0.6256962,1.2196903,0.9120447,1.1836127,0.93492043,1.3327173,0.5949994,1.3773277,0.40166247,1.2985982,0.604658,1.1894808,1.3336167,1.210287,1.1814477,0.0,0.8558756,0.6766957,0.36521035,0.5562672,1.2638521,0.95651627,1.379843,1.3263941,1.3414482,0.6011006,0.6054691,1.0950538,0.6331358,0.868897,1.2569027,1.0161555,0.50398767,1.1840757,1.0127853,1.0742803,1.3335228,0.7783872,0.47866654,1.2741823,0.7086004,1.1379185,1.1111801,1.3520135,1.3796173,1.1391296,1.0996449,0.62071437,1.2125338,0.33835292,0.6734611,0.88465494,1.1030867,0.67877257,0.7890916,0.54807675,1.2922109,1.2235702,1.3021144,1.419492,0.5856743,0.4087065,0.27703017,0.834157,0.8153483,1.1535816,0.85715854,1.1569799,0.8532416,1.3149182,0.24002224,1.249787
napkin,1.4282976,1.0501401,0.87497675,1.453527,1.2799593,1.1029677,0.81255716,0.83091533,0.85449064,1.0875796,1.2030063,0.4660083,0.9340919,1.3737167,1.3217055,1.0871961,0.98819584,1.1086001,0.57774615,0.60105526,1.3109823,0.7824059,1.0200449,0.77039117,0.3426836,0.94469863,0.83447117,0.9559244,0.9634487,0.9966888,1.1023622,1.157697,0.85483515,0.80023587,0.928496,1.020991,1.0161939,0.5789348,1.1323478,0.5598261,1.3702786,1.3078969,0.9717636,0.5740015,1.3222992,0.67367685,0.9524546,1.2291558,1.0836921,1.3597755,0.8512871,0.61273175,1.2103834,1.0079397,0.73815316,0.70425546,1.3397125,1.3157802,0.692932,0.9448482,0.8164233,1.1900859,1.3206017,1.094417,1.2644926,0.8874041,1.3208789,1.0078827,0.9125792,0.5881514,1.2085772,0.58061963,1.1664178,0.63374996,1.2531313,0.934087,1.0131254,1.3186426,1.2065248,1.0326442,0.8558756,0.0,0.80429584,0.88179755,1.0142525,0.627614,1.1320852,1.3656106,1.000059,1.4378555,0.546628,0.67624396,0.9146156,0.7508796,0.5111623,1.2447116,0.99315494,0.6570463,1.2481332,1.1709356,1.2027792,0.9863,0.86520016,0.82869464,0.91014254,0.7662563,1.1876783,1.135422,1.3328143,1.219605,0.89225745,0.901187,0.530087,1.1733274,0.5151196,0.7350334,0.83339477,0.79855126,0.5832957,0.6653756,0.8295307,1.110887,1.4249368,1.1265655,1.5223794,0.85245746,0.7865745,0.8308866,0.8482768,0.014348984,1.3639579,0.68427986,1.0867851,0.8000664,0.88133955,0.61807466,1.1612995
necklace,1.3390048,0.68286866,0.799744,1.2568287,1.1414531,0.8323314,0.7515633,0.9030001,1.2049026,1.2339786,1.3710178,0.8695954,1.2882539,1.189969,1.2181878,1.2799617,1.0414076,1.1953754,0.90680695,0.9880058,1.3692117,0.695902,1.0442837,1.025026,0.87084424,1.0443714,0.8086527,1.1900406,1.3321565,0.93059206,1.3092115,1.0776746,0.9717445,0.80377483,0.91745734,1.3513353,0.95034885,0.56299424,1.4034237,0.9718839,1.3394802,1.3202035,1.1750164,0.91207457,1.0174651,0.773172,0.77796006,1.1734724,0.914284,1.0474516,0.28583848,0.81006205,1.0772579,1.1203153,0.43493462,0.6261039,1.2017304,1.166245,0.45945466,0.91662884,0.9983712,0.67990863,0.9591774,1.0164597,0.70442855,0.7886944,1.1864461,0.7124274,0.9482644,1.0491009,1.1099308,0.8852699,1.2904861,0.70286584,1.2320185,0.9166501,1.1946981,1.094456,1.2330617,1.0659643,0.6766957,0.80429584,0.0,0.5991031,0.80406845,1.2565854,0.9742657,1.2716322,1.0533831,1.3355439,0.601436,0.6654853,1.0275682,0.9044306,1.0115304,0.92239326,1.1339784,0.96577895,1.1144745,0.8209751,1.0555594,1.1509523,1.0220362,0.78247833,1.3249403,0.9064901,1.1069582,0.8576629,1.2233115,0.974019,0.851868,1.0824223,1.0106994,1.1864798,0.6065468,0.9813114,0.6639711,0.91487,0.65002346,0.93374336,0.80195874,1.3244065,1.2337818,1.2364098,1.3899592,0.88086283,0.3376426,0.5631457,0.8609102,0.81862485,1.244361,1.0182151,1.1363564,1.0476743,1.1523974,0.45929337,1.292049
nose,1.254722,0.95203483,0.49854082,1.28858,1.289741,0.71812457,0.67966527,0.6274868,1.3408335,1.3009611,1.3043923,0.7668602,1.3419846,1.3760004,1.1883959,1.2776828,1.1916298,1.2211502,0.7061845,0.72181576,1.4959713,0.42950183,1.1676097,1.1061728,0.7390756,0.9931993,0.5566685,0.98860973,1.2984391,1.0213438,1.3306729,1.2281415,0.9286933,0.91575366,0.8425069,1.3029382,1.041808,0.59604603,1.3912287,0.78753334,1.0943284,1.3309264,1.231223,1.1095119,1.1782032,0.7238258,0.72685117,1.1681231,0.9065941,0.9564924,0.50041926,0.9596293,0.97745866,1.0910071,0.70351994,0.74072015,1.180705,1.1943398,0.41607773,0.8964718,1.0060853,0.79182434,0.9649051,1.0573269,1.0248371,0.69901794,1.0946697,0.76547354,1.2183914,0.98880655,1.1489251,0.8202302,1.3705056,0.5312264,1.1303871,0.6158474,1.1807791,1.1310688,1.2333175,0.98921555,0.36521035,0.88179755,0.5991031,0.0,0.66204965,1.2329361,0.9391016,1.3440393,1.1660078,1.3216454,0.7132155,0.792279,0.92001086,0.6843683,0.8814308,1.0625064,1.1482052,0.77735513,1.0479177,0.9191634,1.0732706,1.2799557,0.97245634,0.59195924,1.2598675,0.77157897,1.1865561,1.1318982,1.2662082,1.2335271,1.0322151,1.145762,0.9349302,1.299875,0.6018559,0.8844775,0.93707174,0.98207366,0.7806559,0.8274785,0.75922275,1.2855895,1.1604576,1.2324768,1.3862022,0.79299533,0.40315664,0.42493868,1.021158,0.8832495,1.29524,1.0262878,1.2155093,0.9042181,1.250034,0.4678986,1.2525449
orange,1.1151708,0.86398387,0.2026763,1.1173502,1.3079605,0.28155804,0.5025719,0.5193115,1.1727026,1.3243734,1.4242072,0.86975884,1.4478954,1.2934322,1.0104358,1.377781,0.9848564,1.1371425,0.7345271,0.68266654,1.335644,0.50717396,1.2094551,0.8574168,0.89079005,1.0366951,0.41512048,1.2641197,1.405946,1.0426521,1.4287801,1.2167103,0.7372678,1.0714452,0.59387493,1.4176745,0.98524463,0.65611964,1.48947,0.79053044,1.244195,1.1916583,1.3457606,1.0425037,1.1364574,0.93998945,0.27645457,1.1475419,1.0628242,1.065047,0.7227309,1.0604494,1.0008935,0.9589355,0.9010639,0.9655971,0.88819855,1.0093435,0.76708364,0.9266255,1.0928454,0.74645704,1.1251718,0.7573632,1.0560294,0.9111428,1.1649863,0.95547765,1.2217784,0.98951817,1.3124018,0.957715,1.3930928,0.7304138,1.2319384,0.18618608,1.1401715,1.0043966,1.1791942,0.85760754,0.5562672,1.0142525,0.80406845,0.66204965,0.0,1.2874924,0.86189026,1.3367418,1.2770686,1.2889991,0.78346694,0.82450193,0.9104497,0.67719275,1.0757939,1.2497138,1.0181968,0.70908624,1.1049097,0.6484559,0.4834072,1.3631313,0.936678,0.5713781,1.3135123,0.93020034,1.1382298,1.1917993,1.2986349,1.3248875,1.0780277,0.9315287,0.9570184,1.2124062,0.73558706,0.8434835,0.96312904,1.0873344,0.71320796,0.9671619,0.55273247,1.2759383,1.1453675,1.3321022,1.3620342,0.6235919,0.6279576,0.72643626,1.0004017,1.0063957,1.0561168,0.86334085,1.1126502,1.0276577,1.3274405,0.70993495,1.282747
