,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
finger,1.3347274,0.49480426,0.72888947,1.2219205,1.0230156,0.814973,0.7481413,0.90961546,1.2993765,1.234993,1.3470204,0.8601599,1.2713748,1.0768054,1.2040863,1.2715118,1.043485,1.2421378,0.9525372,1.0290267,1.3568171,0.5819934,1.0820594,1.0873494,0.89374375,1.1474849,0.7370171,1.1990757,1.3802893,1.1943448,1.384278,1.1320595,0.97094065,0.76616937,0.9471065,1.2853897,0.9286993,0.5862603,1.4157262,1.0381739,1.3891852,1.2933745,1.2229071,0.9549112,0.98398143,0.7041527,0.74839413,1.1760536,0.97350776,0.90031695,0.0,0.7749946,1.0989976,1.2222637,0.27064455,0.5665028,1.2132328,1.1682141,0.42061973,0.8307127,1.0038931,0.613441,0.8619074,1.1217017,0.4726721,0.7772481,1.2652054,0.69969493,1.0467924,1.1049689,1.0072517,0.93486947,1.324753,0.8281856,1.1423709,0.7978968,1.2291818,0.91877633,1.2229353,0.9807529,0.6168416,0.8512871,0.28583848,0.50041926,0.7227309,1.2674884,1.0071096,1.2263275,0.95510846,1.3780556,0.58781683,0.682076,1.025783,0.9189266,0.96341383,0.87757975,1.2607183,0.9960889,1.1810901,0.6648277,0.9829468,1.2469763,1.1623646,0.7222747,1.3128803,0.8859596,1.1852982,0.9930853,1.1365999,1.1173294,0.7150215,1.1363801,1.0326539,1.2547524,0.5607151,1.0543299,0.5315498,0.9653604,0.76755905,0.9780349,0.71845174,1.430992,1.0852933,1.2762581,1.37514,0.9917907,0.10815132,0.54820657,0.9176633,0.88641554,1.2770066,1.1633716,1.2030281,1.0772696,1.2505629,0.5141151,1.2658035
firetruck,1.2628708,1.0317932,0.9344541,1.1708945,1.158988,1.030189,0.85784984,0.9339682,0.97251666,1.0823336,1.1363059,0.48673522,0.93393993,1.2300178,1.1915424,1.1468046,0.9169497,1.0047995,0.858404,0.7933496,1.0684241,0.902193,1.0097358,0.8160082,0.6022656,0.9061197,0.98929465,1.0183358,0.86650926,1.0688207,1.1035316,1.1336728,0.78578067,0.9175791,1.176345,0.9776512,1.0736479,0.643304,1.112208,0.89419186,1.258791,1.2206151,1.102836,0.6332156,1.1331,0.7013841,1.0864296,1.0976856,1.2090371,1.2401648,0.7749946,0.0,1.0832822,1.1816574,0.7714956,0.6023034,1.1245301,1.2205012,0.7583966,1.0337185,0.92531794,0.95241815,1.1692362,1.0686213,1.1127862,0.9098108,1.2189069,0.9812583,0.8890228,0.9321278,1.0434633,0.782772,1.0800576,0.9506093,1.1733463,0.99928975,1.0714338,1.1954122,1.0847716,1.1312958,0.91829216,0.61273175,0.81006205,0.9596293,1.0604494,0.92753154,0.9995656,1.2509485,0.95763624,1.3012289,0.60571414,0.7555501,1.0973401,0.8963654,0.89042133,1.1177235,1.1505368,0.71053576,1.1933144,1.1326144,1.0262883,0.9585774,0.95661473,0.77411985,1.0361929,0.86508197,1.1826874,1.0498104,1.2222457,1.0000695,0.80051386,1.0524616,0.65396917,1.060316,0.5727539,0.9573993,0.50272727,0.9800935,0.62588,0.9801199,0.84100735,1.1526608,1.2247114,1.0816162,1.2276762,0.90096563,0.81679857,0.8733945,0.9317554,0.62135834,1.0909029,0.81291527,1.116752,0.91030943,0.95431703,0.78536993,1.1796494
fish,0.6151969,1.146075,1.1177126,0.9113575,1.0108366,1.0009614,1.091382,0.97392225,1.1437333,0.9903105,1.0783831,1.1223543,1.0575572,1.0055366,0.7519445,1.0771341,0.984181,0.97424483,1.2508881,1.1241709,1.0213128,1.0933522,0.9869881,1.12425,1.2600403,1.1137608,1.0138476,0.8735587,1.1869361,1.0370624,1.0644158,0.99030674,0.9356334,1.029247,1.0323528,1.122334,0.9734543,1.1233665,1.1342932,1.2423534,0.69461,1.0187385,1.0859226,1.0748795,0.9940539,0.8505794,1.0364802,0.71490777,0.85700166,1.0103523,1.0989976,1.0832822,0.0,1.0591706,1.0902122,1.1144856,0.505463,0.78485256,1.209249,0.8347261,1.0833883,0.8756695,1.0120077,0.9387247,0.97472376,1.1910422,0.68639314,1.0065348,1.0333503,1.1323773,1.0148492,1.1675256,1.0845878,1.1678314,0.9098244,0.98228836,1.0552123,0.8166549,1.0605747,0.9667915,1.1923282,1.2103834,1.0772579,0.97745866,1.0008935,1.1210736,0.89718676,1.044177,1.0525844,0.78944397,1.0609547,1.1187125,0.4624883,1.005383,1.1549115,1.0027444,1.0939667,1.0514181,0.6923917,0.9744344,0.89799786,1.0761161,1.1851115,1.0697057,1.0759804,1.070124,1.0681767,0.93796045,1.0402247,0.88012516,1.0605918,1.0159051,1.1575565,1.0554618,1.1892815,1.2014811,1.0404946,1.080078,1.0831946,1.0530332,0.9122575,1.0101832,0.96066207,1.0491395,0.93333286,0.991528,1.1688151,1.1039213,1.080589,1.2236868,0.9754503,1.042348,1.0583725,1.1651125,1.0780449,1.2633996,1.0965003
flower,0.96182454,1.2035874,0.9062983,1.074003,1.1767975,0.8996234,0.88022274,0.93545234,0.85280514,1.2238374,1.1168495,1.0711606,1.2359171,1.2291465,1.001134,1.0774447,1.0943164,0.91721755,0.80665666,0.776487,1.106318,1.0639528,1.107675,0.83977294,0.9159667,0.7524766,1.0335517,1.0303547,0.9962946,0.9503315,1.0277076,1.0699829,1.0893657,1.1083872,0.8899721,1.134697,1.0548936,1.0030951,1.0330588,0.78256273,0.9637658,0.8672933,1.0286821,1.0931839,1.1941128,1.2694042,0.8940234,1.1065278,0.9862558,1.1004516,1.2222637,1.1816574,1.0591706,0.0,1.1165197,1.0436211,0.851385,0.83117247,1.0745548,0.9409784,1.1260579,1.1447302,1.0736704,0.93191695,1.1894608,0.83615196,0.98722464,1.1656293,1.0108224,0.8002416,1.2246261,1.0485015,0.8794982,0.9032044,1.1842171,0.98223037,0.88147557,1.1422896,1.0180541,1.1359133,0.9770001,1.0079397,1.1203153,1.0910071,0.9589355,1.0598403,0.95433486,1.0877687,1.2806036,1.0113735,0.9399743,1.0092852,0.85925055,0.9644606,0.9975041,1.0794713,0.08152902,0.95208776,1.0205492,1.1540718,1.0536335,1.0388994,0.72612333,1.0228148,1.1002874,0.7532114,1.0263356,1.0448595,1.1609356,1.2336183,1.3391281,0.88502014,0.99413246,0.9828951,1.0777543,0.71052814,1.2581952,1.1688704,0.9030776,0.94572836,0.90469015,0.7580298,1.1342534,0.94016224,1.123222,0.9309889,1.1392554,1.1127119,1.013288,0.9903029,0.9228817,0.73100555,0.82714546,0.7687948,0.9007583,0.9841125,0.943373
foot,1.2811629,0.60962963,0.87908244,1.2168052,0.9799035,1.0036623,0.86146265,0.95996886,1.1401926,1.2247274,1.3168361,0.8000696,1.1963822,1.1224825,1.1443667,1.2397271,1.0972309,1.0993026,0.9510665,0.968413,1.2566442,0.7144252,1.0538846,1.0308527,0.85854685,1.0843629,0.9022861,1.1002338,1.3082583,1.1003175,1.3521624,1.1432287,0.9574053,0.8196727,0.9691981,1.2451602,0.9620898,0.662269,1.3426505,0.98799473,1.3254828,1.1827109,1.2497885,0.8721422,1.0606619,0.83737403,0.8936568,1.1591073,0.9368945,0.9544807,0.27064455,0.7714956,1.0902122,1.1165197,0.0,0.59174263,1.1948628,1.1988499,0.50435174,0.9310887,1.0691833,0.77714086,0.9210297,1.0923774,0.55308867,0.82161474,1.2056664,0.7736537,1.0271289,1.038921,1.0116448,0.960075,1.2599632,0.877667,1.1196703,0.95133865,1.1646008,1.0804719,1.0800104,1.1201383,0.7879962,0.73815316,0.43493462,0.70351994,0.9010639,1.1680158,0.98848957,1.2336944,0.95132643,1.279963,0.6013845,0.7333251,1.0104824,0.96071404,0.960595,0.85376453,1.1254966,0.96153677,1.1532339,0.85399103,1.098293,1.148941,1.0642643,0.78981113,1.2688878,0.84996873,1.2038171,0.9710524,1.1837447,1.0683633,0.77216506,1.0452597,0.9635966,1.2312373,0.5489569,0.9959848,0.6436544,0.997377,0.7587913,1.0069977,0.7264129,1.2853003,1.1598551,1.2172009,1.3699455,0.973318,0.23993766,0.6852062,0.9454806,0.77477366,1.2386613,1.0327946,1.1429842,0.9710056,1.1397092,0.55134416,1.2378663
fork,1.2801268,0.9086063,0.8562481,1.2030668,1.1619084,0.9925135,0.8247343,0.8788144,1.0239367,1.3240635,1.3275635,0.75520706,1.2307965,1.1442122,1.1829334,1.2592834,1.1483657,1.0298297,0.85020006,0.8840425,1.2095616,0.70067084,0.8882575,0.8474959,0.7233279,0.9866841,0.8298415,1.1772764,1.1408523,1.0990919,1.2538589,1.0793532,0.9998147,0.8167678,1.0732011,1.2411071,0.9689947,0.5036929,1.2200198,0.90407175,1.3454533,1.1376239,1.2073349,0.8771107,1.2320172,0.7776904,0.998763,1.1604527,1.1997383,1.1520264,0.5665028,0.6023034,1.1144856,1.0436211,0.59174263,0.0,1.1258924,1.2265699,0.6446762,0.8736854,1.1013973,0.79675853,1.084714,0.93672603,0.88559955,0.70875007,1.1905783,1.0031875,0.8662908,0.8675181,1.089748,0.83523023,1.1689892,0.86331815,1.1931595,1.004322,0.96048117,1.1066291,1.1379678,1.109135,0.7629118,0.70425546,0.6261039,0.74072015,0.9655971,1.1056024,0.9007902,1.1689181,1.0521911,1.3366611,0.52042615,0.6017874,1.0188441,0.950432,0.94367164,0.9871315,1.0260377,0.8532572,1.1219827,1.0511509,1.0781404,1.0108683,0.9779352,0.8731663,1.1852441,0.6600325,1.2087864,0.8927525,1.1774006,1.1169759,0.98580474,0.85786134,0.994412,1.2455722,0.668352,0.91426843,0.6570624,0.9357225,0.4663602,1.0219411,0.7518728,1.1456349,1.0782782,1.2253796,1.4033818,0.8194915,0.5824347,0.7598703,0.8084597,0.73204106,1.1221055,0.93676883,1.1586517,0.91385466,1.0297593,0.6336751,1.3183441
frog,0.33896995,1.2547777,1.0291253,0.59688467,1.0366158,0.8594189,1.1446567,0.91612154,1.0311056,1.1756462,1.1087784,1.1980326,1.2122204,0.8858623,0.5918252,1.0550561,1.0635532,0.7529394,1.241634,1.2210342,0.8143491,1.1894696,1.072308,1.054377,1.3618264,1.081644,1.0754565,0.9368526,1.2448761,1.017137,1.1389568,1.0290774,0.91042745,1.053558,1.0220785,1.2026833,0.9449993,1.1256747,1.1596382,1.258256,0.71394825,0.72488713,1.1607049,1.210724,0.9720353,1.0130672,1.004648,0.72819823,0.9985115,0.99819016,1.2132328,1.1245301,0.505463,0.851385,1.1948628,1.1258924,0.0,0.7850677,1.3163912,0.81306505,1.1719427,0.68199664,1.0427296,0.7606528,0.9640541,1.1403307,0.7634117,1.1463021,1.0046837,1.11298,1.0860876,1.2336794,1.0020233,1.2090276,1.033743,0.9347695,1.0362346,0.7748651,0.96754175,1.0180384,1.2662758,1.3397125,1.2017304,1.180705,0.88819855,1.277078,0.6066654,1.0009723,1.1995645,0.66610813,1.071233,1.1271031,0.8247654,1.0591775,1.2346189,0.89179,0.91028357,1.0917414,0.77164936,1.03167,0.62708676,1.0458364,1.1121836,1.0564351,1.233951,0.9505971,0.9460464,0.92875075,1.0452263,0.91486204,1.208003,1.0399708,1.2615848,0.95341,1.2791302,1.1581964,1.0647289,1.1791114,1.055568,1.2270844,0.98714113,0.93611676,0.7336142,1.0513203,0.8536246,0.9026282,1.3012726,1.2481738,1.121539,1.3415308,0.62143564,1.0221518,0.99285233,1.1269169,1.1726356,1.3700812,1.1585279
glass,0.7966876,0.97967434,1.1808169,0.7945168,0.7963545,1.0605501,1.0988584,1.11166,0.94091237,0.8130685,0.9170895,1.29587,0.87985706,0.8357428,0.81629205,0.92865133,1.051321,1.0337378,1.2209125,0.9915327,0.91029704,1.1903268,0.91152906,0.9760411,1.322406,1.1094328,1.1023977,1.0189582,1.0499144,1.0746899,0.90447277,1.0201997,1.1970514,1.1703892,1.0399333,0.95514864,0.9129419,1.3557348,0.8741678,1.2122446,0.83118975,0.9060117,0.8882465,1.065875,0.8946867,1.1478354,1.0535105,0.95637345,0.9665944,0.93331176,1.1682141,1.2205012,0.78485256,0.83117247,1.1988499,1.2265699,0.7850677,0.0,1.2640603,0.8966422,1.0810803,0.90340894,0.9481216,0.9649582,0.8061334,1.1989539,0.97830915,1.0405538,1.0868492,0.9781504,0.9191728,1.2025505,0.86613125,1.1953613,0.84387237,1.0375527,0.8188758,0.74855745,0.987259,0.8417963,1.2620612,1.3157802,1.166245,1.1943398,1.0093435,0.9809008,1.1561786,0.89169455,0.93806154,0.86514384,1.2303301,1.1866088,0.90606713,1.1600791,1.1765559,0.90301514,0.8428556,1.1152215,1.0163983,0.90252537,0.893223,0.9667753,1.077359,1.1918623,0.92120284,1.2094809,0.9937577,1.0160164,0.8888593,0.88228625,1.0841364,0.9930495,1.2116069,1.0636978,1.3566246,1.0960734,1.1208993,1.0266954,1.1612743,1.0741467,1.078547,0.82898355,0.9129741,0.8953328,0.7214616,1.2283199,1.2579002,1.2093769,1.1198359,1.3165021,0.9857713,0.91307515,0.92820036,1.0970719,0.9088519,1.3144666,0.7942755
glasses,1.4376638,0.90896237,0.49476606,1.397775,1.2827294,0.83781105,0.588182,0.5978403,1.263035,1.3041829,1.3717892,0.43621874,1.3345175,1.3824553,1.3055182,1.3356318,1.2381052,1.2202606,0.47849554,0.65258205,1.4803205,0.47315073,1.1916193,1.0329556,0.5093531,0.9759616,0.7110498,1.0323274,1.3064905,1.0137577,1.3267477,1.2220564,0.89467657,0.80639493,1.0141567,1.2990026,1.136363,0.43995625,1.4068435,0.56466496,1.354368,1.3399906,1.1504143,0.9589559,1.1917423,0.82256114,0.925616,1.2671688,0.93239164,0.90145403,0.42061973,0.7583966,1.209249,1.0745548,0.50435174,0.6446762,1.3163912,1.2640603,0.0,1.113416,0.88771963,0.92823935,0.85295475,1.160614,1.0500293,0.6262883,1.2619534,0.6777364,1.1761798,0.9488939,1.2352449,0.580724,1.3045851,0.4748311,1.2716918,0.7327391,1.2249908,1.32316,1.2452471,1.2411028,0.26254123,0.692932,0.45945466,0.41607773,0.76708364,1.1566739,1.0145425,1.3909855,1.1369174,1.407612,0.49233216,0.53364915,1.1354698,0.7225118,0.86430067,1.10235,1.0789121,0.66798794,1.1953331,1.0619417,1.1882546,1.2767241,0.95787793,0.51894605,1.1999406,0.7306062,1.1987517,1.0859687,1.3041816,1.2980826,0.8905955,1.1808317,0.6056824,1.2662288,0.2051388,0.836328,0.758646,1.0140481,0.677638,0.82876176,0.6929233,1.3689563,1.214244,1.2456534,1.4543476,0.74766886,0.29424214,0.34931546,0.8906637,0.682308,1.3476168,0.98010457,1.1621318,0.95372385,1.2092998,0.201119,1.1845481
glove,0.8928744,0.8215952,0.989269,1.0945728,0.8540278,0.81979215,0.8184774,1.040797,1.0191363,1.1224543,1.1226672,1.1883522,1.0252573,0.9606262,1.0631382,0.9837008,0.7918519,1.1941545,1.0806404,0.98278224,1.1828921,0.91688883,0.9957141,0.83946615,1.0918244,0.9866596,0.95916206,1.112698,1.121106,1.1562008,1.2942665,0.96765393,1.1366658,0.91717684,0.96989363,1.0451428,0.9793115,1.0078714,1.1863866,1.0568932,1.0442367,0.93560433,1.2519779,1.1358852,0.9694791,0.6984855,0.86930877,1.0188491,1.0552874,1.1410037,0.8307127,1.0337185,0.8347261,0.9409784,0.9310887,0.8736854,0.81306505,0.8966422,1.113416,0.0,1.0924851,0.79254866,1.073071,1.0120286,0.6881498,0.7738538,1.1451967,1.1155958,0.8949131,1.0297927,0.9111086,1.1457763,1.2555335,1.0745043,0.99200934,0.9278505,1.0031725,0.4696418,1.1320114,0.79104924,1.068949,0.9448482,0.91662884,0.8964718,0.9266255,1.1288146,1.0296339,1.0520374,0.9742251,1.2114607,0.9237859,1.0990366,0.7644509,1.005241,0.8436027,1.0367354,0.9697031,1.146204,1.1257765,0.90562695,0.8991695,0.84345245,0.91388655,1.1268086,1.2280731,0.7701802,1.0533265,1.0122298,1.0307773,0.959906,0.96134067,0.9337121,1.2061254,1.0465764,1.1461171,0.8883313,0.7799946,0.9424375,0.84175783,0.90327036,0.9498744,0.9055979,0.97269785,1.1213696,1.1897355,0.98373467,0.8943671,1.1335632,0.93354595,0.99269456,0.95044166,0.97066647,1.1553425,1.0004909,1.101785,1.0204687,1.1947871
grass,1.1152831,1.1842954,1.0084517,1.1856556,1.056953,1.1261544,1.0078269,1.0215422,0.91735584,0.72034645,1.0137234,0.8560916,0.8075479,1.1260717,1.1106448,1.0799516,0.9498388,1.1584803,0.84701806,0.9260414,1.1180855,1.0800012,1.0177138,1.0784558,0.84286755,1.0259168,1.0429622,0.6076861,0.9763214,0.9486014,0.8507602,1.0326446,0.940797,0.7052376,1.0774801,0.96930903,1.1525499,0.89514923,1.0342562,0.866066,1.0894907,1.3147923,0.7911509,0.9360062,1.0216342,0.9386037,1.0977149,1.0119607,0.9612327,1.0467933,1.0038931,0.92531794,1.0833883,1.1260579,1.0691833,1.1013973,1.1719427,1.0810803,0.88771963,1.0924851,0.0,1.1062672,1.0138187,1.098117,1.1517227,1.1222988,1.1274787,0.8591869,1.2003833,1.0876817,1.0786093,0.66817284,0.9820386,0.82223105,1.0817869,1.0255815,1.1556679,1.1651285,1.0891066,1.1094935,0.96491873,0.8164233,0.9983712,1.0060853,1.0928454,0.7813655,1.1131226,1.0627487,1.025538,1.1107303,0.88412803,0.8349368,1.0897056,0.9556387,0.94651407,0.9740737,1.100028,0.85388815,1.1448263,1.1766205,1.2056952,1.2558632,1.1007755,0.883812,0.73305374,1.1205888,0.9401832,1.0568027,1.0240144,1.0030173,0.94235265,1.0655658,0.6530019,0.7915861,0.85219187,1.0913674,1.03494,0.9306692,1.0344852,0.7689718,1.0573283,1.1783075,1.015873,0.9587956,0.9537567,1.0815095,1.0751448,0.8727166,0.9915042,0.7641969,1.2680566,1.0027872,0.83235586,1.1184278,0.9007205,0.9166701,0.7842017
gum,0.9578147,0.92975056,0.8283322,0.72434765,1.0112606,0.7024318,0.8888659,0.9227777,1.0973564,1.1783321,1.3256145,1.1342101,1.2185977,0.875677,0.9201699,1.2064768,0.99073887,0.70073473,1.1004823,1.1059945,0.8556298,0.7753222,1.0820946,0.989529,1.2406116,1.1744831,0.84761566,1.2047943,1.4028697,0.93061763,1.364042,1.1958034,0.93535733,0.80348647,0.83610135,1.3444302,0.7357568,0.75204974,1.2714634,1.2129978,1.1821628,1.1594598,1.3194427,1.087674,1.0778275,0.95142144,0.7192732,1.0276909,0.9965855,1.0333202,0.613441,0.95241815,0.8756695,1.1447302,0.77714086,0.79675853,0.68199664,0.90340894,0.92823935,0.79254866,1.1062672,0.0,1.0589237,0.8026148,0.6181669,1.0701162,1.0842268,0.94747925,1.1149665,1.1501222,1.0696454,1.072043,1.2682853,1.0578996,1.1502717,0.8654817,1.0161264,0.8489878,1.1098478,0.8715031,0.90329194,1.1900859,0.67990863,0.79182434,0.74645704,1.3627453,0.84675545,1.1632047,1.1472379,0.9075081,0.73013586,0.8830015,0.97000945,0.9992134,1.1773313,0.76366603,1.1838021,0.93739086,1.027456,0.82363874,0.70464706,1.0968659,1.1621217,0.8455944,1.3667214,0.96351224,0.9780424,0.8837915,1.189966,0.8638201,1.007592,1.0879737,1.2526524,1.0948076,0.9724536,1.0840291,0.69781685,0.9715488,0.8609971,1.0998263,0.8602625,1.2332339,1.0038842,1.303415,0.99289715,0.874768,0.7375593,0.7447537,0.9740523,1.2103117,0.83279264,0.9941739,1.1835272,1.0876067,1.2962416,0.91883904,1.3046281
hair,0.8981593,0.8211956,1.2267213,0.95092297,0.7276465,1.181437,1.1983358,1.2214332,1.3148025,0.86339915,0.8508885,1.2230177,0.95884424,0.71578133,0.95211303,0.9378315,1.1587496,1.2138414,1.2725714,1.3912389,1.0758463,1.2022986,0.9076236,1.3763376,1.2974523,1.1449772,1.1775192,0.87668407,1.0596744,1.2064091,0.83542836,0.8402028,1.0794809,0.93444294,1.1699134,0.83500004,1.0793767,1.3304193,0.93334305,1.3160865,0.8389135,0.89832646,0.8568497,1.2710756,0.564822,0.8773898,1.1678588,0.9138031,0.9606534,0.20877314,0.8619074,1.1692362,1.0120077,1.0736704,0.9210297,1.084714,1.0427296,0.9481216,0.85295475,1.073071,1.0138187,1.0589237,0.0,1.1401365,0.6951395,0.79286903,0.92702454,0.7543389,1.0287014,1.2625042,0.70889693,1.2031608,0.9056339,1.2039772,0.73259234,1.0824783,1.1322978,0.77716565,0.9948612,1.0456365,1.1173531,1.3206017,0.9591774,0.9649051,1.1251718,1.0181394,1.0596842,0.70015955,0.67429966,0.919311,1.273644,1.2305119,1.1830822,1.1744373,1.1970223,0.8596312,1.1045696,1.3608408,0.9341371,0.86684334,1.0387331,0.9702949,1.288446,1.1639504,0.8642363,1.1566792,1.0106381,1.0783724,0.56457764,0.9310872,0.72707385,1.2147352,1.1999989,0.96672666,1.1638547,1.2679701,1.0980369,0.98542196,1.3811252,1.2375017,1.2749192,1.0691452,0.6931868,0.91117615,0.8370019,1.2732778,0.87790346,1.0527672,1.2079766,1.3267541,1.2167907,1.386322,1.0353814,1.1359252,1.053252,1.1727256,0.7599656
hamburger,0.8885828,1.146786,0.8571114,0.8209288,1.2248542,0.7732754,0.98483187,0.9421404,0.9662898,1.201324,1.2349763,1.138848,1.2364676,1.070246,0.86510575,1.1813388,1.0869616,0.83550155,1.0710859,0.99570906,0.988828,0.8972257,1.1471243,0.96335524,1.1120701,1.0233464,0.84631425,1.0638542,1.221764,0.79050934,1.1846249,1.115936,0.81319106,1.103863,0.627953,1.2808425,0.74823415,1.0222713,1.2268156,1.0582173,1.0190275,0.95813924,1.1500046,1.0182928,1.1576219,1.13938,0.79681325,0.95469683,1.0293643,1.0965825,1.1217017,1.0686213,0.9387247,0.93191695,1.0923774,0.93672603,0.7606528,0.9649582,1.160614,1.0120286,1.098117,0.8026148,1.1401365,0.0,1.095437,0.96252286,0.95314914,0.9880651,1.0271063,0.9594714,1.2502587,1.2179525,1.1298218,0.92284894,1.158637,0.8123447,0.8875675,1.0336636,1.0224051,0.8939127,1.0354842,1.094417,1.0164597,1.0573269,0.7573632,1.1686107,0.73492384,1.1247663,1.261781,0.89384687,1.0253153,1.0870004,0.92838794,0.92731744,1.1845895,1.0143411,0.9857522,0.910366,0.9417971,0.9179177,0.72289914,1.0956371,0.9192076,0.9159726,1.1910417,1.033787,1.0256784,0.96798563,1.1770071,0.9960321,1.2271885,0.9501506,1.1534202,1.1223418,1.0765208,0.9531789,1.0900884,0.94396263,0.9077007,1.1141404,0.8185277,0.97545487,1.0779408,1.1688612,1.0533789,0.67758894,1.1204054,1.1008527,1.135649,1.0947492,0.869554,0.876393,1.0155108,0.955354,1.18468,1.1204557,1.1460104
hand,0.9203039,0.4981441,1.2842435,0.77303815,0.42965752,1.1189084,1.2081872,1.3144019,1.2193016,0.92507005,0.9789505,1.3689305,0.9182215,0.58064353,0.9734484,0.9566869,0.9846058,1.1090722,1.4345232,1.4355798,0.9318687,1.0882121,0.8663774,1.2682099,1.4175509,1.2921507,1.1497384,1.1469195,1.2055452,1.1712639,1.0653493,0.9208889,1.1850297,0.9140338,1.0876908,0.9842232,0.83445567,1.2119203,1.0210494,1.4657513,1.0355136,0.9769714,1.0305529,1.1460555,0.6556599,0.8774298,1.0144653,0.92517674,0.97701156,0.70219934,0.4726721,1.1127862,0.97472376,1.1894608,0.55308867,0.88559955,0.9640541,0.8061334,1.0500293,0.6881498,1.1517227,0.6181669,0.6951395,1.095437,0.0,1.1333251,1.0464821,0.8437951,0.9756631,1.2912278,0.6494492,1.2168472,1.0371368,1.3168013,0.7666704,1.1275816,1.0473976,0.5202091,1.0275663,0.904739,1.2218374,1.2644926,0.70442855,1.0248371,1.0560294,1.119747,1.0918857,0.7823725,0.72162616,0.9197929,1.0335995,1.0268501,1.0435493,1.2755476,1.1639848,0.58116335,1.2118293,1.3891623,1.0309861,0.67825323,0.9024201,0.9753983,1.2531602,1.1979133,1.0997025,1.1869868,1.0390635,0.8941039,0.73286885,0.7758874,0.7482891,1.0449481,1.3843064,1.1043216,1.2415583,1.3262744,0.7828213,0.98810804,1.206867,1.2020806,1.1494598,1.1447872,0.7739271,1.0190301,0.8238633,1.3829569,0.6484965,1.0515283,1.0048412,1.3173671,1.0985074,1.3192086,1.0909804,1.2055545,1.0960054,1.103864,1.0079422
hat,1.2821891,0.8909565,0.7063148,1.2666023,1.2867236,0.7533046,0.632352,0.9052188,0.9966417,1.3667775,1.2336237,0.8074356,1.3370652,1.2140942,1.13868,1.1496885,1.1439983,1.1524945,0.6999415,0.79012156,1.3129822,0.7709781,1.1991618,0.7944116,0.67925197,0.7606279,0.95509106,1.0821522,0.99043894,1.0539908,1.2839091,1.0242078,0.9864051,0.9779826,1.0189363,1.1467749,1.13828,0.7858999,1.248588,0.70973855,1.1568183,0.8147477,1.212154,1.039682,1.164279,0.9001908,0.8909662,1.1826863,1.1688291,0.9516992,0.7772481,0.9098108,1.1910422,0.83615196,0.82161474,0.70875007,1.1403307,1.1989539,0.6262883,0.7738538,1.1222988,1.0701162,0.79286903,0.96252286,1.1333251,0.0,1.1287435,1.0336608,0.93246305,0.84620607,1.0875611,1.101516,1.1515418,0.77819383,1.2485707,0.87927425,1.076935,1.1005332,1.0552379,1.1450882,0.6256962,0.8874041,0.7886944,0.69901794,0.9111428,1.1902486,0.9795649,1.1299556,1.1035293,1.3080897,0.854826,0.9908249,1.0733598,0.85653615,0.8942021,1.2021091,0.8212691,1.0117977,1.1058933,1.0127656,1.1043209,0.9230528,0.6861395,0.774585,1.2471862,0.5583789,1.135375,1.0133061,1.0544059,1.2137252,1.0527374,1.0204109,0.97192883,1.1352785,0.6989299,0.64427215,0.91709256,1.0122001,0.7348077,0.9715401,0.82248133,0.8310447,1.1052266,1.190441,1.3930908,0.7321064,0.6491176,0.890388,1.0709497,0.88447106,0.94214755,0.977273,1.1529157,0.7912822,1.1270074,0.5793902,1.1603357
