,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
jeans,0.8565881,1.398805,0.7652334,1.3973987,1.1931812,1.129622,1.0115558,0.76957273,0.8476151,0.76965415,0.9386581,0.6234077,0.66868865,0.9212523,0.77557206,0.9489223,1.2735494,1.3355845,1.4228915,0.9211043,1.2568221,0.6945444,1.1496232,0.9683726,0.95659024,1.1377462,0.9981182,0.73227686,0.8515117,1.3640335,0.79392743,1.2282408,0.73323596,1.2535217,1.0975235,0.74191123,0.9767468,1.3718659,0.76843035,1.2952571,1.3986719,0.8948733,1.1394101,0.8227912,1.1003733,0.5141365,1.3186158,0.5583325,0.88609153,1.0482929,1.1686482,1.2232671,0.9670144,1.2986865,1.1421515,0.9851245,1.0468413,0.89291525,0.8545184,1.3273449,0.79835474,1.075426,0.96250355,1.1495693,0.9909454,0.55795753,1.3487027,0.0,1.2758789,0.82773244,1.3947061,0.91869634,1.1387644,1.1909292,0.7847268,1.105114,1.0853704,1.3545964,1.024992,1.1364633,1.3621047,0.7063246,0.9301024,0.101386786,0.05354637,0.98647237,1.3564849,1.3152647,0.938178,1.2197899,1.0892197,1.2564025,1.3462026,1.4321601,1.1135879,1.2141031,1.0409914,1.2333647,1.277083,0.64729345,1.080535,0.5086852,0.9957529,0.58313394,0.8224587,0.38267183,1.1483505,0.72000206,1.0134621,0.8994933,1.3137714,1.0585229,1.3041564,0.7275398,0.9396921,1.2505786,1.1875504,0.87328154,1.1878983,0.92084795,0.608988,0.85541445,1.3215055,1.1616365,1.2025605,0.7578299,0.84959865,1.3255382,1.1001731,0.96337664,1.0779856,0.95769393,1.3235047,0.8483671
knife,1.4155397,0.7636038,1.205206,0.88794285,1.0524875,1.0670004,1.0643822,1.1684825,1.2948887,1.3820462,0.7078471,1.196382,1.5086279,0.8411426,1.416245,1.1375916,1.024098,0.5794551,0.65484035,1.2920991,0.74150866,0.75313777,0.9055188,1.1744667,0.6273046,1.0483376,1.0467687,1.2404144,0.9088213,0.52530515,1.302087,0.7167548,1.2096711,1.0016897,1.2537109,1.2657304,1.2252935,0.42950022,1.3939077,0.5107451,0.8176707,1.2114086,1.030108,0.9070477,0.56578964,1.340708,0.86740637,1.2806238,1.3575127,0.9044051,0.69706833,1.0008699,0.84447056,0.19415808,1.2353678,1.1679454,0.95979005,1.1165175,1.1353492,1.0119002,1.2608073,1.2296982,1.1061614,0.7790806,0.8653071,1.1430306,0.63806,1.2758789,0.0,1.1307777,0.44513708,1.2525704,0.891261,1.0293183,1.466694,1.0407054,1.0658356,0.71973085,0.41980082,0.6544588,0.7519335,0.87079453,1.0683341,1.4002646,1.2680595,1.26453,0.3371228,0.34469175,0.78086275,1.0894184,0.81100285,0.80347854,0.7563665,0.75246626,1.1685665,0.92364067,0.93568474,0.83443016,0.92775595,1.0377891,1.091797,1.3353318,0.94317377,1.3692548,1.1955181,1.3274496,0.5300589,1.2144209,0.6206604,1.3674388,0.48950493,1.1688633,0.6187164,1.3606488,1.2268881,0.28830135,0.8223377,0.6824136,0.94485676,0.99773735,1.3410593,1.4302285,0.6943555,0.8092098,0.7366373,1.1444547,0.5718517,1.1473974,1.3041306,1.0096309,1.0650462,0.8352768,0.5152639,1.2273571
ladder,0.81102216,1.4497621,0.8271128,1.4195037,1.1625426,1.1423712,0.7982843,0.6327597,0.98634255,0.5865446,1.1479466,0.5742905,0.9350983,0.9276087,0.74578345,0.86820006,0.96990836,1.3225305,1.308162,0.7081137,1.3957582,0.8542451,0.8930517,0.92451525,0.85224205,0.99628216,1.0809095,0.8505939,0.43479288,1.27754,0.24935251,1.1527044,0.83866763,1.2666569,0.99233496,0.58784723,1.0700264,1.3279989,0.3985442,1.2959088,1.2414839,0.90249294,1.037091,0.41225433,0.95734936,0.83144957,1.3848604,1.0227996,1.0118289,1.2213542,1.3379936,1.0275811,1.1904382,1.1499034,0.9923096,0.9658467,1.1646335,1.10603,0.9328977,1.3185991,1.0091498,1.0729448,1.0540221,1.251073,0.82283187,0.77919734,1.2794569,0.82773244,1.1307777,0.0,1.2948256,1.0811291,1.349647,1.0851376,0.9201279,0.91804844,1.2144467,1.3975188,1.1608486,1.3168623,1.4124931,0.6465775,1.0603828,0.8437518,0.86244196,0.89576983,1.2613245,1.2449641,1.0468541,1.0524447,1.0796164,1.0610286,1.0058956,1.2581056,1.1787767,1.4116235,0.9458688,1.0593466,1.2457843,0.44211066,0.9225535,0.80438066,0.8103759,0.8661907,0.92945755,0.91240305,1.1182768,0.5196119,1.0997584,0.7514874,1.372684,1.0225884,1.31583,0.9615076,1.0592698,1.157194,1.1686436,0.9441718,1.2804608,0.7885113,0.82568586,0.5396975,1.352004,1.3201253,1.2410239,0.8254743,1.1009183,0.94465953,0.84207875,0.747082,0.8839177,0.6972583,1.3655562,0.6021073
lamp,1.4713528,0.44292808,1.3380569,0.5784961,0.8506911,1.064842,1.1518706,1.253249,1.2017534,1.4100235,0.6944246,1.4166023,1.509799,1.140634,1.4293227,1.387278,1.1238228,0.31220222,0.51149976,1.4006355,0.6637791,1.0550735,0.98268247,1.1517289,0.7984891,1.0873839,0.97994035,1.2918488,1.1863465,0.1766761,1.3555741,0.5750361,1.2904545,0.77595097,1.1979144,1.3439877,1.3432033,0.36735833,1.503349,0.33529234,0.67953604,1.3176638,1.0433108,0.97114396,0.810846,1.42328,0.6238785,1.2382886,1.1638638,0.9068945,0.63074714,0.9618738,0.85329276,0.4203874,1.2138587,1.1190861,0.69514173,1.2932286,1.0745941,0.95068616,1.092455,1.2584631,1.2254407,0.5867437,1.1767259,1.3332163,0.53270805,1.3947061,0.44513708,1.2948256,0.0,1.2826234,0.7400936,0.9899935,1.5507214,1.1262903,0.94596684,0.3595069,0.4886372,0.5860871,0.4538353,1.103088,0.9948856,1.4665295,1.3407972,1.3046849,0.29709268,0.43765438,0.9069293,1.0469077,0.8274555,0.9133952,0.8061805,0.6640879,1.0744989,0.6347407,1.0436101,0.9979524,0.75200444,1.1953912,1.1259617,1.4827623,1.261078,1.3229994,1.4627047,1.3368785,0.6884147,1.1974753,0.6454311,1.3414161,0.3414883,1.0717745,0.42206764,1.4726324,1.1684625,0.4560004,0.5246463,0.9835633,0.7492969,1.1759415,1.4389551,1.5016375,0.39915502,0.7064032,0.600107,1.4462583,0.6690721,1.1880965,1.3091525,1.0380933,1.1574202,1.1790696,0.33359873,1.2144476
meat,0.8751969,1.2039119,0.8021596,1.0710857,1.0177412,1.0623155,0.9255967,1.0302656,1.0644953,0.9510151,1.1456308,0.9781272,0.7623551,0.88252,0.8278127,0.99485314,1.0401601,1.2613533,1.032557,0.9727346,0.9464839,1.0781653,0.9690648,0.82825935,1.1488814,1.0591509,0.99487484,1.0081271,1.1784815,1.3017762,1.0898521,1.3064795,0.98710525,0.7744748,0.956854,0.98811823,0.6344533,1.2894942,1.0025991,1.2731711,0.99332887,1.0161939,0.92789495,1.1243593,1.0865273,0.79228973,1.1154218,0.94298023,0.90376145,0.9153447,1.0875103,0.7475972,1.005405,1.2300841,1.0115726,0.8921198,1.0792015,0.65903187,1.0733744,0.9206098,0.9674022,0.7521475,0.7006918,1.1398103,0.95008826,0.9100911,1.0625645,0.91869634,1.2525704,1.0811291,1.2826234,0.0,1.1647438,1.0811857,0.5897756,0.982852,0.6210565,1.197102,1.1833782,1.0858572,1.2543756,1.0465878,0.9319375,0.8669377,0.9819296,0.92953813,1.3129529,1.2762679,1.2326744,0.97720546,0.9244001,0.80182624,1.1275125,0.89086723,0.8245646,1.1308452,0.9227905,0.9621285,1.090314,1.0482234,0.9990529,0.701406,1.0741874,0.8958151,0.76789486,0.9140093,1.2638028,1.0700828,1.2772677,1.0605363,1.2909253,0.96966916,1.3066497,0.7939987,0.5286511,1.1947482,1.2062912,1.0845006,1.0751537,0.98072976,0.8840088,1.0491843,1.1879841,1.0314243,1.2954749,0.84731334,1.0616046,1.0002149,0.8559531,1.0646486,1.0050534,1.1000335,1.2203918,1.0857533
melon,1.2752893,0.31575787,1.3281413,0.6021375,0.8133811,0.6057782,1.308015,1.4192352,1.0837495,1.4347814,0.7537713,1.3940583,1.2562207,1.2225192,1.3925284,1.3626287,1.1285129,0.62867343,0.6018685,1.36764,0.54351544,0.92125875,1.0010463,1.1506654,0.9159541,1.1725724,0.7697058,1.1720176,1.3503258,0.69792473,1.3802471,0.7318269,1.1405389,0.7859851,1.1798588,1.3406055,1.0425826,0.53569084,1.5155754,0.62170124,0.757987,1.2197473,0.93963397,1.3339412,1.0289809,1.235209,0.59698534,1.0989695,1.0824617,0.79131544,0.51446724,0.9877729,0.77243614,0.85269976,0.98637253,1.2521168,0.8040345,1.0893395,1.2172496,0.8165731,1.0110801,0.953307,1.1291546,0.6293155,1.3633428,1.2692063,0.74184805,1.1387644,0.891261,1.349647,0.7400936,1.1647438,0.0,1.0109184,1.2947711,1.3018522,0.82190657,0.55939674,0.75576544,0.6306877,0.2361049,1.1010149,1.1778078,1.2080606,1.0449051,1.3397964,0.7572756,0.57444155,0.70880294,0.9147944,1.0480905,0.9776741,0.7978519,0.7093557,0.77994055,0.17774606,1.24267,1.1670539,0.53272057,1.2769055,1.1989475,1.4835929,1.3841834,1.24638,1.2268372,1.0472639,0.59354776,1.3311918,0.6779791,1.3207958,0.47162658,1.2462995,0.44024694,1.174919,1.0848228,0.72182417,0.89473027,0.89076513,0.35118443,1.3193377,1.280032,1.4362943,0.6084205,0.6488402,0.6476284,1.2318333,0.90294105,1.2472739,0.9811823,1.2248534,1.2755084,1.4605979,0.6911645,1.3608398
milk,1.0680298,0.91898084,1.163478,0.8243177,0.9314629,0.967107,0.88356876,1.1916621,1.1557753,1.0858864,1.1100483,1.1603957,1.0762172,1.1438272,1.1073632,0.94345236,0.84105706,0.8793545,0.89422804,0.855302,1.0917165,1.1720886,0.8326313,1.0910404,0.88552904,0.7943542,1.1003929,1.1931834,0.9821431,0.909567,0.9934811,0.9987879,1.1078453,0.9012519,0.9997693,1.0717323,1.0176091,0.98273057,0.98531514,0.88686776,0.8928179,1.0392072,0.9493915,1.0405959,1.0212667,1.2156409,0.93476975,1.2463266,1.0006951,1.1237777,1.1224681,0.9277811,1.1885439,0.987551,0.9867982,0.9205327,1.0620933,1.0464809,1.1954453,0.93282425,1.0470892,1.0252593,1.1221155,0.9547487,1.0361296,1.1953645,0.8414992,1.1909292,1.0293183,1.0851376,0.9899935,1.0811857,1.0109184,0.0,1.0440023,0.7948262,0.94893324,0.9398429,1.0370333,1.1626427,0.927513,1.0597101,1.0848744,1.1587021,1.1962028,1.0080352,0.9954129,1.107389,1.1136888,0.74877954,1.0075724,1.0044149,0.7875794,0.9854147,1.0140368,0.96910113,0.8178929,0.7697774,0.972327,1.0652975,1.0049282,1.0618312,1.0444458,1.120353,0.9911813,1.2180444,0.90634996,1.119222,1.0507201,1.0779709,1.055059,1.0937996,0.91704345,1.0615422,1.1339335,1.0616144,1.0291408,1.1380923,1.0806953,0.83227056,1.1273273,1.0412277,0.83035016,1.0577207,1.0330366,1.1652426,1.0829444,0.7147056,0.9867525,0.9777267,0.82039094,0.91972893,0.97971064,0.9929829
mitten,0.59950405,1.4368262,0.6044504,1.1483291,1.09239,0.906525,0.8897306,0.90982735,0.8933911,0.6401843,1.2750589,0.75902724,0.3861032,0.867113,0.5037976,0.8013492,0.9989319,1.5756223,1.4553207,0.739207,1.2071068,1.0921518,1.076906,0.5991693,1.3365107,1.0285082,1.0667065,0.7569638,1.0811639,1.5520092,0.8663555,1.4612689,0.79873276,1.0920813,0.77475846,0.7415688,0.59063476,1.552818,0.68855834,1.5757005,1.2480415,0.653401,0.8252121,1.1537958,1.2795951,0.62709713,1.1701548,0.8189607,0.7970898,0.97334087,1.2333949,0.9116199,1.0409918,1.4941523,0.6879799,0.9376339,1.1438626,0.28373778,1.042476,0.906333,0.92595464,0.68913037,0.6142665,1.2712631,0.88750577,0.71638525,1.4707116,0.7847268,1.466694,0.9201279,1.5507214,0.5897756,1.2947711,1.0440023,0.0,0.9915374,0.94224894,1.4078251,1.3879024,1.2946486,1.5127392,1.1073246,0.9739059,0.62566984,0.8459026,0.6899626,1.552783,1.5316081,1.154213,0.89024097,0.956398,1.1374252,1.1971824,1.3293194,0.8123585,1.2907205,0.9836701,1.0208507,1.1792684,1.0867364,0.79850954,0.47243255,0.8055928,0.73184985,0.53988963,0.71893823,1.4516268,0.95464754,1.4656453,0.7909769,1.5119946,0.92979383,1.5646696,0.4758817,0.8142314,1.5132244,1.244402,1.1577303,1.1982602,1.0317111,0.6213732,0.68302596,1.4638557,1.152721,1.386442,0.63447946,1.2312849,0.81763023,0.7884023,1.1788743,0.98566705,0.9773989,1.4535382,0.95870155
motorcycle,0.89528245,1.2025074,1.0581948,1.0738511,1.0654974,1.2168568,0.8789592,1.059088,1.1235043,0.9511548,1.2631013,1.0267137,1.051393,0.9562236,0.9986792,0.7958262,0.889604,1.1019883,1.0682193,0.92343533,1.2624412,1.0717617,0.88302237,1.0763006,0.9798145,0.618866,1.1828603,1.126124,0.7198325,1.1197014,0.9300368,1.1375728,1.1501923,1.0435233,1.0085595,0.94161814,1.1010649,1.2001822,0.8484426,1.1152115,0.9982337,0.97077787,0.90918535,0.9350204,1.0423999,1.0459988,1.106472,1.1685898,1.0429112,1.1752665,1.2831063,0.9622837,1.2585912,0.99401766,0.97634554,0.8607502,1.1600811,1.0677013,1.0100935,1.1145635,1.1083004,0.9938087,1.0543859,1.1391314,0.7695628,1.1063949,0.96552444,1.105114,1.0407054,0.91804844,1.1262903,0.982852,1.3018522,0.7948262,0.9915374,0.0,1.1068356,1.1599889,1.2139944,1.2649145,1.2284242,0.995604,0.9721475,1.0954533,1.1642811,0.94115937,1.1458342,1.2421024,1.2335478,1.0076334,1.0636101,0.94812477,0.89825195,1.0592239,1.0631789,1.2820823,0.809683,0.69903547,1.1190737,0.89679277,0.8754114,0.9555881,0.81062627,1.0022274,0.9619709,1.1717293,1.1070018,1.0077918,1.1800593,0.97908384,1.2653636,1.0221244,1.1780556,0.9980536,1.0843155,1.0595937,1.0310199,1.113552,1.192493,0.18440765,0.97970015,0.92602766,1.1094562,1.2039646,1.1824918,1.0449198,1.2013909,0.685219,0.99635655,0.71843785,0.033661127,0.66810715,1.158242,0.6866987
muffin,0.98517287,0.9320566,1.1599343,0.74572575,0.9568874,0.9077535,1.1393601,1.3237002,1.0111606,1.2738688,1.0706263,1.2718028,0.99943924,0.8672792,1.1721678,1.2500558,1.0082129,1.0486078,0.939356,1.1287009,0.4929788,1.0896769,1.0505414,0.817331,1.128017,1.1987493,0.9087242,0.9907914,1.3061388,0.9902178,1.2879221,1.0385921,1.1045601,0.32408893,1.0564507,1.2328169,0.6722107,1.0238385,1.306375,1.0330062,0.93349504,0.9585331,0.7576189,1.1866299,1.0016578,1.1494641,0.7692667,1.0825479,0.84548545,0.87559295,0.74386096,0.8229513,0.8713939,1.0388238,0.78524834,1.1496756,0.84330153,0.8493142,1.1615173,0.81205094,0.9471552,0.691942,0.89642,0.8619752,1.1048155,1.0864122,1.012811,1.0853704,1.0658356,1.2144467,0.94596684,0.6210565,0.82190657,0.94893324,0.94224894,1.1068356,0.0,0.98219687,1.0082809,0.9189104,0.91806525,1.1380813,1.0302982,1.1124326,1.1202214,1.1299669,1.0441753,0.9674932,1.0039531,0.85621417,0.9246409,0.7983005,0.9031442,0.8249812,0.6716875,0.7481142,0.88870883,1.0193563,0.8445853,1.2827389,0.8322214,1.089386,1.2764565,1.1726129,1.0243003,1.1051314,1.0164326,1.3016558,1.0841019,1.2829155,0.9485239,1.1353171,1.071543,1.1183107,0.7429516,1.0016328,1.0153953,0.9688865,0.9626558,1.070142,1.2095194,1.2727528,0.9995148,0.8685817,1.1339746,1.1124241,0.99363524,0.99434775,0.9029084,1.1719879,1.0918165,1.255311,1.012629,1.2413577
nail,1.4427525,0.22036803,1.2995175,0.4827572,0.7335319,0.9436953,1.27194,1.4418002,1.1809528,1.4288092,0.7536157,1.487413,1.4573522,1.3098744,1.4232069,1.3316578,1.1536133,0.2934807,0.52640724,1.4389563,0.7109405,1.1883749,0.97561973,1.1096104,0.8911341,1.0647901,0.81827664,1.3582271,1.3177845,0.29863143,1.4332049,0.521875,1.286654,0.8595705,1.1484687,1.4017844,1.2988474,0.23453331,1.5533729,0.32592094,0.75672174,1.3341894,0.96844757,1.234947,1.0386219,1.343344,0.5101634,1.135006,1.1246703,0.74242675,0.5824429,0.986354,0.7377461,0.6236274,1.1736234,1.2045141,0.67690474,1.1468954,1.1595333,0.7490943,1.0466449,1.2342553,1.0892621,0.49631184,1.3050817,1.3604369,0.63484263,1.3545964,0.71973085,1.3975188,0.3595069,1.197102,0.55939674,0.9398429,1.4078251,1.1599889,0.98219687,0.0,0.6862247,0.46572113,0.3009163,1.2436851,1.0536329,1.3883969,1.2735095,1.3526472,0.40853214,0.51837313,0.9553629,1.0479022,1.0168779,1.0082895,0.9256876,0.74753547,1.013514,0.5018449,1.1546499,1.0451826,0.68062013,1.3634843,1.2335141,1.3878263,1.2927392,1.3088874,1.3479062,1.2497269,0.7173835,1.2898924,0.7369129,1.299165,0.27177215,1.1242007,0.35082185,1.3229051,1.2065535,0.67248774,0.6679826,1.0506988,0.47422892,1.2202725,1.3919426,1.4827108,0.28013957,0.4748984,0.43621165,1.3849688,0.8705497,1.1030693,1.2802517,1.1844177,1.1839662,1.2807088,0.2919644,1.306693
napkin,1.4886639,0.6623044,1.3042712,0.8449832,0.86677563,1.113733,0.87352014,1.2335949,1.2510478,1.3026555,0.43131983,1.2014239,1.3881276,1.1936902,1.2689027,1.4413402,1.1305776,0.44005555,0.6021207,1.3558567,0.74563575,0.85477483,0.71217334,1.229889,0.36731923,1.2249737,0.9768347,1.2604194,0.9760247,0.46334124,1.3987023,0.55654144,1.1931033,1.0046973,1.263792,1.1464367,1.3249071,0.44571847,1.4285202,0.3137771,0.8559624,1.3626391,0.9956738,0.8920729,0.70510256,1.3112861,0.8178239,1.0877582,1.361997,0.91435724,0.63570225,0.9515087,0.7674934,0.45153213,1.3841003,1.2502962,0.9202798,1.078883,1.0846417,1.0211375,1.2272284,1.3831005,1.1830366,0.6603339,1.1790457,1.0296475,0.6014688,1.024992,0.41980082,1.1608486,0.4886372,1.1833782,0.75576544,1.0370333,1.3879024,1.2139944,1.0082809,0.6862247,0.0,0.5275916,0.62977695,0.8882713,1.2069299,1.1425711,0.96105975,1.2996817,0.44983685,0.38385004,0.6608024,1.0746068,0.57694507,0.98931766,0.8199123,0.8568436,1.0689332,0.8079929,0.854645,1.0154196,0.92201793,1.013484,1.3297846,1.1712066,1.4538672,1.3352852,1.3528904,1.0907233,0.38634706,1.2025806,0.41811448,1.4483567,0.38602495,1.1959783,0.51858497,1.257135,1.2644233,0.40953195,0.8105528,0.6019181,0.88922155,1.1134437,1.3552102,1.6148374,0.6128909,0.7711803,0.61522603,1.3100625,0.07883215,1.275384,1.3752396,1.0288924,1.220445,1.2470776,0.5398574,1.2613188
necklace,1.4655044,0.56359446,1.0973947,0.72097737,0.9088354,0.9347646,1.1850322,1.4181473,1.1821929,1.4671754,0.7280328,1.4158909,1.3510412,1.1398791,1.3971455,1.3843513,1.1891434,0.66401356,0.83872354,1.495168,0.5876573,1.0536839,0.88235986,1.0032674,0.80056095,1.2134329,0.8798017,1.2740284,1.2972926,0.5944332,1.5078261,0.7524002,1.2343969,0.9873255,1.1402242,1.3662976,1.1677034,0.42337012,1.6105143,0.6262577,1.0301002,1.3621725,0.7951019,1.2024325,0.9591157,1.0659795,0.58183885,1.0250514,1.1367915,0.34888625,0.5644728,1.0184505,0.28631318,0.68904,1.188551,1.3518295,0.4578843,0.8611241,1.1241258,0.75413567,0.871667,1.1242847,0.7392696,0.36290705,1.3215442,1.1400018,0.8942694,1.1364633,0.6544588,1.3168623,0.5860871,1.0858572,0.6306877,1.1626427,1.2946486,1.2649145,0.9189104,0.46572113,0.5275916,0.0,0.487503,1.1885805,1.11976,1.2421114,1.0578994,1.3634315,0.653311,0.48125815,0.85413146,1.038947,0.8779999,0.9933056,0.9405157,0.9324561,0.9246522,0.5399891,1.1110696,1.168005,0.7583919,1.3379116,1.266448,1.2408292,1.3455267,1.170883,1.2349846,0.9038991,0.6893704,1.3312335,0.84710187,1.3719246,0.32058573,1.144148,0.71600705,1.2544408,1.1531837,0.6712174,0.65600157,0.6706092,0.6002276,1.2358348,1.2677203,1.5828081,0.69057095,0.2532184,0.6774024,1.2517123,0.6756654,1.275462,1.317075,1.2033203,1.228933,1.3119719,0.27006996,1.3884164
orange,1.487079,0.16678631,1.4125433,0.4485975,0.6504209,0.7377898,1.2407873,1.4910908,1.1564257,1.5209076,0.721777,1.5346408,1.4841828,1.3255672,1.5009497,1.3849947,1.1088097,0.3766557,0.41661608,1.4635757,0.5046811,1.1638848,0.9021081,1.1977634,0.8519206,1.1228647,0.8154649,1.3223338,1.352797,0.42955744,1.4914255,0.4960872,1.3403753,0.740775,1.1031116,1.4608073,1.1842176,0.3105731,1.6243986,0.3686036,0.6814501,1.3380945,0.9164943,1.3285354,0.98790884,1.4155174,0.4745412,1.1590881,1.1836785,0.7950157,0.48829067,1.0310143,0.7474606,0.6569538,1.1201578,1.2317065,0.7335005,1.2373986,1.1421938,0.7713692,1.1082058,1.1286721,1.1824219,0.53915906,1.3754557,1.3772395,0.6008936,1.3621047,0.7519335,1.4124931,0.4538353,1.2543756,0.2361049,0.927513,1.5127392,1.2284242,0.91806525,0.3009163,0.62977695,0.487503,0.0,1.2500156,1.1467633,1.4309907,1.2532146,1.4184875,0.51686376,0.44517094,0.7764286,0.8427191,1.0214612,0.9108656,0.8308326,0.59873056,0.8485762,0.13409781,1.1759856,1.0844743,0.5616856,1.3836272,1.2460555,1.5412123,1.4110808,1.3778929,1.4012952,1.2056578,0.5342134,1.4000871,0.6416166,1.3536447,0.2581718,1.1653329,0.29663074,1.3520491,1.174572,0.58569056,0.75571257,0.9704611,0.3970843,1.291364,1.417877,1.5292588,0.3752569,0.56806004,0.48975432,1.4640274,0.82855874,1.1124165,1.1489207,1.176425,1.2250412,1.4060099,0.4052434,1.3890276
oven,1.047956,1.3103849,0.948133,1.3452289,1.2428885,1.1713219,0.9057274,0.64532423,1.05494,0.8602881,0.88714784,0.52332926,1.014421,0.92094564,1.0159137,0.9903868,1.1066176,1.1671898,0.978008,0.7882967,1.2512428,0.6845002,0.9755072,1.169755,0.55135846,1.0372963,1.0636938,0.934743,0.53046185,1.1553162,0.63817143,1.1280905,0.76027614,1.2097929,1.0743952,0.7184429,1.091059,1.2040309,0.6652671,1.0635675,0.98853266,1.0309123,1.2751241,0.57709146,0.65834093,0.84899217,1.3246086,0.9769091,1.0578338,1.1615256,1.1687398,1.1841693,1.1764416,0.9299356,1.2513617,1.0442231,1.1459776,1.1469508,1.0429292,1.2957017,1.0790225,1.1140205,1.1198211,1.183323,1.0656272,0.96782196,1.0248932,0.7063246,0.87079453,0.6465775,1.103088,1.0465878,1.1010149,1.0597101,1.1073246,0.995604,1.1380813,1.2436851,0.8882713,1.1885805,1.2500156,0.0,0.9994264,0.76744187,0.7137507,0.98423177,1.092453,1.0952302,0.83539605,1.2183461,1.0624424,1.0437225,1.0894283,1.0466743,1.2053227,1.2448882,0.9830892,0.8596113,1.2417612,0.25605774,1.1260569,0.9801579,0.9162762,0.986741,0.92286325,0.8746989,0.8857924,0.6400124,0.747348,0.9593647,1.1343302,1.1148231,1.0979136,1.0374705,0.95992583,0.917963,1.0776124,0.88941574,1.1713705,0.9490272,0.91738737,0.8531392,1.1425611,1.2146863,1.103411,0.9022317,0.8929362,1.2180189,0.9828831,0.9696085,1.0110443,0.7729047,1.1587534,0.77136415
owl,0.93039465,1.1511204,0.9931526,1.1807423,1.1833904,1.1308767,0.9597958,0.8209669,0.7106716,0.8738581,1.040048,0.97624534,0.9673913,0.84009886,0.8888593,0.79663455,1.1211414,1.0996332,1.0990511,0.94802403,1.1268561,1.1050576,1.1558278,0.9981832,1.2379144,0.90576917,1.1853021,0.73897356,1.0639398,1.1077615,0.9169133,1.140225,0.9726087,1.0742493,0.9954972,1.0109584,0.9048512,1.1513594,0.87330306,1.1655586,0.9786586,0.8281567,1.2041245,1.025676,1.1389284,0.8890299,1.1400456,0.5593719,0.98165375,1.1662499,1.0894308,1.0407728,1.1185834,0.9710822,1.0335592,0.70885694,1.0931585,1.0499641,0.83359754,1.171003,1.0623173,0.9230549,1.1179008,1.2143384,0.9273828,0.8219442,1.0711873,0.9301024,1.0683341,1.0603828,0.9948856,0.9319375,1.1778078,1.0848744,0.9739059,0.9721475,1.0302982,1.0536329,1.2069299,1.11976,1.1467633,0.9994264,0.0,0.91441405,0.964701,0.94732916,1.0280656,1.2162623,1.0910456,1.1156733,1.101702,1.0225964,1.1444135,1.0538386,1.1880165,1.1702037,1.073786,0.9266827,1.1277554,0.9528077,0.83150065,0.8813453,0.81924,0.898737,0.8365026,0.9798584,1.2429448,0.86931735,1.1071991,0.8114618,1.1876036,0.6920688,1.1200196,1.0865538,0.940536,0.97487116,1.0683597,1.1893207,1.1190857,1.0407709,0.89833874,0.85921335,1.1290187,1.1662917,1.0831351,1.0547943,1.1551272,1.0988364,1.1290791,0.8740712,1.0435911,0.9223948,1.0610933,0.9793059
pajamas,0.8069843,1.4461377,0.6920432,1.3441343,1.2178501,1.1441343,0.98225933,0.7281614,0.8630755,0.5995803,1.0155858,0.6336,0.5022118,0.9599381,0.5826832,0.8906646,1.24536,1.4223038,1.4864073,0.83919084,1.2951429,0.7758255,1.19108,0.93474984,1.0695306,1.086166,1.0042652,0.7156314,0.88163865,1.4351292,0.7177181,1.29636,0.71951747,1.2133025,1.0697026,0.6422173,0.927289,1.499022,0.6617509,1.4016088,1.3852913,0.84317195,1.1456692,0.8391111,1.139468,0.4551158,1.3030324,0.5851878,0.8347644,1.0420018,1.2967784,1.1644533,1.0236677,1.4098437,1.1330098,0.927685,1.0785402,0.8282682,0.8949696,1.3128911,0.7597382,0.99892247,0.90878713,1.1932911,0.9778161,0.54304564,1.403207,0.101386786,1.4002646,0.8437518,1.4665295,0.8669377,1.2080606,1.1587021,0.62566984,1.0954533,1.1124326,1.3883969,1.1425711,1.2421114,1.4309907,0.76744187,0.91441405,0.0,0.14164603,0.8695499,1.4646349,1.45031,1.0474774,1.1810195,1.0354352,1.2300432,1.3747988,1.42676,1.057439,1.2692542,1.0274122,1.198241,1.3208854,0.67567855,1.0842866,0.40619195,0.9870312,0.4802599,0.7587926,0.3417952,1.2763643,0.66516906,1.1615855,0.82852685,1.4379717,1.016107,1.3988054,0.66753304,0.90655684,1.4047008,1.2530241,0.9996883,1.2366908,0.94311446,0.53086245,0.7362878,1.3868071,1.1716223,1.256301,0.7620487,0.9388231,1.2556939,1.0465364,1.0050384,1.0713766,0.96564186,1.393381,0.7724268
