,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
belt,1.3935494,0.75791216,1.2857127,0.9765044,0.907038,1.128702,0.87402344,1.0821908,0.9916031,1.1407977,0.0,1.1086061,1.2448325,1.1686168,1.0966246,1.2724211,1.1522386,0.63753414,0.66532254,1.316382,0.82241845,0.842587,0.941629,1.1118188,0.65525293,1.1571906,0.9287048,1.0260134,1.0170007,0.64149725,1.2884524,0.7401579,1.107597,1.125671,1.1563134,1.0688658,1.219282,0.55997825,1.2900739,0.5765343,0.7985417,1.1890976,1.1136222,0.99571913,0.83065426,1.1359465,0.95120126,0.8982761,1.2284727,0.9821916,0.59778666,0.99598265,0.9042591,0.6732987,1.2669754,1.0966259,0.9674678,1.1183814,0.92335695,1.0236939,1.1046383,1.3318384,1.1948527,0.8018399,1.1084,0.99919736,0.78724253,0.9386581,0.7078471,1.1479466,0.6944246,1.1456308,0.7537713,1.1100483,1.2750589,1.2631013,1.0706263,0.7536157,0.43131983,0.7280328,0.721777,0.88714784,1.040048,1.0155858,0.84005654,1.23973,0.5218199,0.5155402,0.69955385,1.0648339,0.6641805,1.1448694,0.9840605,0.9149194,1.1643738,0.8283433,1.0932959,1.0336591,0.9671996,1.0223069,1.2990563,1.0798659,1.2992609,1.1450717,1.2482514,0.92664266,0.6279759,1.1487979,0.3434838,1.2766621,0.5649646,1.0630255,0.59919846,1.2677381,1.2845197,0.6421337,0.999678,0.7500651,0.86393905,1.2366959,1.2357581,1.4050193,0.7020685,0.91169584,0.68030125,1.1365111,0.41683066,1.3288175,1.3159542,0.94833696,1.2622962,1.2856834,0.71583164,1.1743314
bench,0.7752148,1.5518179,0.69773114,1.5221694,1.1795396,1.1847547,0.81844187,0.27462947,0.7624997,0.4556318,1.1086061,0.0,0.6948843,0.851007,0.5955055,0.5330398,1.0397418,1.4750435,1.2677913,0.6000523,1.3765929,0.75336504,1.0066189,1.0215447,0.9415016,0.837868,1.1274954,0.734128,0.48774523,1.4195008,0.54507685,1.2526684,0.677556,1.3584967,0.972649,0.40307105,0.982538,1.4802809,0.35473514,1.428956,1.1753993,0.82488847,1.3330767,0.68415785,0.8205807,0.7053022,1.4905231,0.77644527,0.9270217,1.2826374,1.4441942,1.2711711,1.2160149,1.2708461,1.167285,0.9516883,1.3010329,1.0394652,0.77592814,1.3498311,1.0420313,1.1008465,1.04174,1.4454055,0.82634705,0.721594,1.3314092,0.6234077,1.196382,0.5742905,1.4166023,0.9781272,1.3940583,1.1603957,0.75902724,1.0267137,1.2718028,1.487413,1.2014239,1.4158909,1.5346408,0.52332926,0.97624534,0.6336,0.6610928,0.77638096,1.2988694,1.3673067,0.9020209,1.1943991,1.0154111,1.2048813,1.3465905,1.2379348,1.1758406,1.4864293,0.97985566,0.9407562,1.4026871,0.5272039,1.0189372,0.7010957,0.6261948,0.7688355,0.6610458,0.76051694,1.2577343,0.54377145,0.97541726,0.625267,1.4234796,0.8294412,1.3751638,0.80013525,0.93122566,1.2485287,1.1767229,0.98860484,1.3711455,1.0217717,0.6878414,0.47832322,1.3805137,1.4051534,1.274364,0.65269136,1.0905006,1.043493,0.8898086,0.99035853,1.0074234,0.65938777,1.4575725,0.77931994
bib,0.64353746,1.4344234,0.58556294,1.2643789,1.2611437,1.0209326,0.90959644,0.7932821,0.9093553,0.45840442,1.2448325,0.6948843,0.0,0.9666145,0.3540371,0.7966913,0.8786979,1.547235,1.4731725,0.627235,1.1986479,1.0136257,1.2017832,0.83689976,1.3384129,1.0663325,0.9805604,0.6830229,1.0167688,1.487589,0.7202797,1.3401893,0.72613907,1.1260864,0.8808476,0.59156644,0.6867547,1.5860615,0.50745016,1.5812396,1.2916136,0.643716,0.91351736,1.0852547,1.2110312,0.51901865,1.2217761,0.83283204,0.7569294,1.0334879,1.3753734,0.9898788,1.1058431,1.5876681,0.8729228,0.8586751,1.1346391,0.6727469,1.0251732,1.0304456,0.8056842,0.71339214,0.71248186,1.2496345,0.98626685,0.7260601,1.4330089,0.66868865,1.5086279,0.9350983,1.509799,0.7623551,1.2562207,1.0762172,0.3861032,1.051393,0.99943924,1.4573522,1.3881276,1.3510412,1.4841828,1.014421,0.9673913,0.5022118,0.7170763,0.5437818,1.5203507,1.5291457,1.2024202,1.0659924,0.8666246,1.1211779,1.2819854,1.2801151,0.8230287,1.2716124,0.9446172,1.0976747,1.258493,1.0025392,0.88176036,0.47224587,0.9058447,0.5702779,0.65614665,0.6116256,1.4579685,0.858489,1.4420104,0.7490561,1.5371312,0.909014,1.4903302,0.66819453,0.75462335,1.5900352,1.2362741,1.1555052,1.2903814,1.0200026,0.5411336,0.56316674,1.4810567,1.1871936,1.3880455,0.71007794,1.2150013,0.98944443,0.7416216,1.1290207,1.0286276,1.012385,1.4539458,0.85314584
bird,0.8437484,1.3379107,0.8373687,1.241321,1.1802412,0.98483044,1.0680149,0.83830106,0.9222301,1.0114282,1.1686168,0.851007,0.9666145,0.0,0.994229,0.84785956,1.0711052,1.328175,1.1894954,0.96479213,0.9846427,0.7414238,1.1518154,0.8297526,1.2015556,1.1013695,1.0157976,0.8156405,1.0143476,1.2490009,0.9588354,1.2609875,0.8755441,0.97902447,0.95347667,1.0381294,0.7292901,1.225254,0.94470936,1.3370605,1.0315032,0.7799033,1.1394497,0.9535694,1.0205944,0.8602866,1.2513826,0.95075727,0.9457416,1.0209937,0.9758986,1.00595,0.96684134,0.94108427,0.86964625,0.8954693,1.0990415,0.8808359,0.9436034,1.0558705,0.9628187,0.88410807,0.9051824,1.2336259,0.6558661,0.8747615,1.1890819,0.9212523,0.8411426,0.9276087,1.140634,0.88252,1.2225192,1.1438272,0.867113,0.9562236,0.8672792,1.3098744,1.1936902,1.1398791,1.3255672,0.92094564,0.84009886,0.9599381,1.0168241,0.9269242,1.1516852,1.0636185,0.8638709,1.0271766,1.1440965,0.96953493,1.0584232,1.0058664,1.0135283,1.227455,0.9627257,1.0751889,1.1473637,0.9847424,0.70499307,0.9465248,0.5921496,0.98055327,0.644151,1.0380806,1.2430273,0.99977803,1.1854285,0.95971495,1.241277,0.9938949,1.2973232,0.99133646,0.79770637,0.9424762,1.1915978,0.8855808,1.2134285,0.9427656,0.9228101,0.8892891,1.3059977,1.1291902,1.2816981,0.66104364,1.1374091,1.0939054,0.98684144,0.967536,0.94158715,0.788267,1.1951313,1.0512953
blanket,0.7222948,1.4689293,0.79019964,1.3444612,1.2464826,1.2039341,0.69429314,0.6596263,0.8939204,0.09360087,1.0966246,0.5955055,0.3540371,0.994229,0.0,0.7225436,0.90603685,1.4311813,1.3940722,0.6645714,1.2446938,1.0589141,1.095216,0.89807045,1.2371516,0.93990916,1.1542745,0.6981441,0.7665883,1.4137125,0.6271795,1.293546,0.9190239,1.244071,0.94432867,0.2781042,0.8601564,1.506895,0.36107612,1.4592781,1.2118933,0.6485054,1.0397426,0.88934976,1.152842,0.75093997,1.3321854,0.7593891,0.8959435,1.2346797,1.4572029,0.85572547,1.1959366,1.4411469,1.0160471,0.78920025,1.2225174,0.8363396,0.9197378,1.1990404,1.0001451,0.84759915,0.9935656,1.3405697,0.78186923,0.5925723,1.3363235,0.77557206,1.416245,0.74578345,1.4293227,0.8278127,1.3925284,1.1073632,0.5037976,0.9986792,1.1721678,1.4232069,1.2689027,1.3971455,1.5009497,1.0159137,0.8888593,0.5826832,0.80313635,0.61052954,1.39093,1.4647684,1.1988432,1.1150557,0.5472174,1.0666857,1.2256979,1.2656771,1.07097,1.4020904,0.8784224,0.978023,1.3675199,0.898915,0.9092704,0.49545616,0.86345947,0.70679325,0.70058036,0.74726677,1.3593955,0.6841354,1.3365729,0.75440454,1.483973,0.73824525,1.4161743,0.7894156,0.9252764,1.4644537,1.3068331,1.1717572,1.3328091,0.9464961,0.65528333,0.5509629,1.392333,1.3293159,1.3168464,0.8385877,1.020113,0.91687596,0.8647938,0.96345264,1.0005779,0.8460091,1.4288392,0.7968421
boat,0.71550554,1.3783598,0.79276186,1.3305206,1.1506507,1.0820509,0.9858773,0.59546757,0.83057564,0.6475394,1.2724211,0.5330398,0.7966913,0.84785956,0.7225436,0.0,0.9134925,1.3862575,1.2399526,0.688004,1.2847779,1.0288152,1.1180831,0.94363457,1.2567015,0.45227396,1.2066668,0.68773776,0.79270774,1.3601961,0.7573282,1.2442659,0.91518587,1.2984546,0.8922162,0.7635904,0.9037838,1.3701946,0.58197606,1.4159025,1.0691074,0.63357264,1.1783231,1.0109843,0.94605714,0.8355047,1.3313379,0.92991495,0.87408805,1.262383,1.3961267,1.1236513,1.2872164,1.2247612,0.97053427,0.77015024,1.207269,1.0242716,0.86313754,1.2331849,1.0096146,0.9491842,1.0436672,1.326736,0.6313478,0.86762124,1.263874,0.9489223,1.1375916,0.86820006,1.387278,0.99485314,1.3626287,0.94345236,0.8013492,0.7958262,1.2500558,1.3316578,1.4413402,1.3843513,1.3849947,0.9903868,0.79663455,0.8906646,1.0084535,0.7917305,1.2309378,1.3649586,1.1141526,1.072073,1.1705636,1.0796381,1.2215899,1.1408631,1.1873384,1.3572259,1.0559721,0.71902394,1.2729013,0.8974651,0.7683907,0.8105397,0.4465425,0.8150062,0.61876357,0.9849623,1.3524446,0.75649625,1.2066647,0.64889026,1.4232788,0.79969984,1.3243935,0.8902996,0.9913189,1.2637895,1.2488878,1.214886,1.3033378,0.87072945,0.7582598,0.5850687,1.2368453,1.3611863,1.2501746,0.7639972,1.3578383,0.78395003,0.94151515,0.907535,0.8138722,0.57060134,1.3587699,0.81240296
book,0.86500204,1.0819178,1.0902863,0.99474704,0.9735293,1.0008842,0.7974222,1.0992237,1.0633279,0.9788588,1.1522386,1.0397418,0.8786979,1.0711052,0.90603685,0.9134925,0.0,1.0596862,0.9104819,0.4230858,1.1186565,1.1823435,0.86654305,0.92187375,1.0395164,0.9065831,1.0542926,1.2076569,1.0049964,1.0246092,0.93683136,1.071423,0.95834976,0.99784404,0.7421279,1.0168731,0.9304844,0.9822423,0.83392406,1.0760556,0.9697106,1.0479845,0.78557384,1.1192143,0.9367952,1.1592336,0.97272074,1.2614013,1.0459437,1.1484994,1.0570834,0.88814074,1.2125707,1.0499864,0.66721666,1.0163895,1.1454293,1.0331138,1.1496851,0.5554919,1.181819,0.873723,1.0005162,1.148141,0.9973837,1.1462724,1.0168464,1.2735494,1.024098,0.96990836,1.1238228,1.0401601,1.1285129,0.84105706,0.9989319,0.889604,1.0082129,1.1536133,1.1305776,1.1891434,1.1088097,1.1066176,1.1211414,1.24536,1.2919697,0.3292644,1.01781,1.0053912,1.1580335,0.91985416,0.89026195,0.76339227,0.91317135,0.75460184,1.0244937,1.1669073,0.81545645,0.7748382,0.9953536,1.1414406,0.89330953,1.0652866,0.92508435,1.1656713,0.961766,1.2479885,0.97080016,1.1865926,1.0814223,0.92711455,1.136785,1.0521634,1.067988,1.0705112,1.0493509,1.0934469,1.1383779,1.0098693,1.0464934,0.935771,1.0655413,0.6901603,0.9626025,1.1829022,1.1354709,0.8937217,1.1240456,0.51360327,0.5219372,1.0232744,0.88984805,1.024926,1.1362112,1.0702329
bottle,1.3947581,0.26287687,1.3993939,0.663886,0.76645887,0.9581401,1.1064109,1.3564882,1.204969,1.4007652,0.63753414,1.4750435,1.547235,1.328175,1.4311813,1.3862575,1.0596862,0.0,0.40886933,1.3683007,0.75579447,1.1537231,0.9132579,1.3131832,0.69773126,1.0376858,0.87933403,1.3133242,1.1646607,0.21611977,1.3633538,0.41252124,1.2623656,0.9350309,1.2279668,1.3385696,1.3921922,0.25202894,1.4914845,0.07765055,0.66275793,1.3492177,1.0264883,1.0705489,0.98244417,1.4355011,0.70592046,1.2224032,1.3076162,1.0433398,0.63693047,0.86804044,0.98258054,0.48841095,1.2277515,1.1268173,0.9119533,1.3260576,1.0926158,0.962309,1.1779087,1.331295,1.3200841,0.625403,1.2550662,1.3163146,0.32368398,1.3355845,0.5794551,1.3225305,0.31220222,1.2613533,0.62867343,0.8793545,1.5756223,1.1019883,1.0486078,0.2934807,0.44005555,0.66401356,0.3766557,1.1671898,1.0996332,1.4223038,1.2768903,1.3099737,0.2730986,0.45670557,0.9666654,1.0299895,0.88258964,0.9476614,0.6751,0.7381568,1.1464521,0.6473696,1.0379223,1.0027345,0.7937174,1.1613141,1.1905723,1.4292623,1.3421729,1.3501457,1.507403,1.3667337,0.5393516,1.2043421,0.5093901,1.3131717,0.3308438,1.124309,0.1531989,1.3157632,1.2522061,0.50172806,0.72913265,1.0187559,0.6940305,1.0889592,1.372645,1.5018889,0.3027742,0.7936026,0.38189292,1.4393873,0.59902436,1.1112446,1.3171067,0.94469005,1.1368109,1.2235881,0.39793217,1.1600006
bowl,1.3659582,0.43360633,1.4274292,0.63794994,0.5519163,0.95646375,0.9251952,1.2353991,1.2205496,1.3887514,0.66532254,1.2677913,1.4731725,1.1894954,1.3940722,1.2399526,0.9104819,0.40886933,0.0,1.2175114,0.7802397,1.1741966,0.61849016,1.299659,0.6613363,1.0326279,1.0213706,1.4094554,1.1190531,0.5105463,1.3940692,0.643582,1.3474671,0.80312073,1.1132959,1.3142289,1.2892561,0.44671524,1.3953135,0.34637892,0.4245491,1.3131924,1.0027025,1.1997418,0.772789,1.4743978,0.74937963,1.2915418,1.2936983,1.1101023,0.6582026,0.88747615,1.1221585,0.5359537,1.1554168,1.0967541,1.0089626,1.2820606,1.1927971,0.8037789,1.3612411,1.1649276,1.2742891,0.85165036,1.1658535,1.4080927,0.44160545,1.4228915,0.65484035,1.308162,0.51149976,1.032557,0.6018685,0.89422804,1.4553207,1.0682193,0.939356,0.52640724,0.6021207,0.83872354,0.41661608,0.978008,1.0990511,1.4864073,1.3533634,1.2433587,0.4716596,0.53472626,0.79577076,0.91961807,0.90419286,0.7858574,0.742282,0.26617086,1.0046339,0.67993474,0.97122055,0.86989546,0.765887,1.1714357,1.2232434,1.4507394,1.272569,1.4380637,1.3139677,1.38726,0.457241,1.3444521,0.4435414,1.2258714,0.4464053,1.1323375,0.38974118,1.271767,1.0893492,0.46410066,0.9059218,0.97572017,0.6894638,1.1695259,1.4089811,1.3779721,0.3811618,0.94314194,0.5604565,1.3157865,0.74310255,0.91255414,0.92613006,1.1060841,1.1196669,1.2690169,0.6141236,1.2913285
box,0.71365774,1.4629508,0.8390913,1.3190167,1.1851127,1.1539699,0.71070814,0.66714656,0.91908056,0.61978626,1.316382,0.6000523,0.627235,0.96479213,0.6645714,0.688004,0.4230858,1.3683007,1.2175114,0.0,1.4082189,1.0701009,0.92259127,0.92554265,1.0284007,0.872465,1.1223292,0.8827102,0.77712387,1.342433,0.4895938,1.2332383,0.6759689,1.1750741,0.8368124,0.67622995,0.919755,1.4257841,0.3304994,1.364278,1.2004409,0.8829512,1.0822333,0.88631094,1.0132357,0.85305697,1.309123,1.0342079,0.90233815,1.3189809,1.3920317,1.0308448,1.3492298,1.3059063,0.8741326,0.8452274,1.2648455,1.0318832,1.0421724,0.9750354,1.0408447,0.85460216,1.0427195,1.3897069,0.89888674,0.9887273,1.2757664,0.9211043,1.2920991,0.7081137,1.4006355,0.9727346,1.36764,0.855302,0.739207,0.92343533,1.1287009,1.4389563,1.3558567,1.495168,1.4635757,0.7882967,0.94802403,0.83919084,0.963222,0.29839456,1.3622329,1.4095654,1.1517835,1.1001256,1.1142619,1.0067891,1.150829,1.1012902,1.0540266,1.4229329,0.7435833,0.84382796,1.3148258,0.75840664,0.8802396,0.7488514,0.7409786,0.8454251,0.6917671,0.9899781,1.199685,0.77852094,1.2023704,0.6789986,1.487258,0.966917,1.3765461,0.8431331,0.89703834,1.3466848,1.1869991,1.1133515,1.2940388,0.89365333,0.7213213,0.39036745,1.2697083,1.4220767,1.2863555,0.7317759,1.2940401,0.70356596,0.613377,0.9946862,0.91321933,0.7513023,1.4464378,0.81911004
bread,1.3386848,0.5885468,1.1533545,0.6713754,1.0127985,0.791752,1.2396394,1.351074,1.0544257,1.3419926,0.82241845,1.3765929,1.1986479,0.9846427,1.2446938,1.2847779,1.1186565,0.75579447,0.7802397,1.4082189,0.0,1.021981,1.1484121,1.0463037,1.0879474,1.245583,0.7801373,0.96140826,1.4021494,0.741663,1.5209329,0.8020879,1.1760353,0.51487994,1.1619289,1.2820967,0.7647095,0.6267275,1.5355167,0.78915197,0.87184024,1.0457902,0.8588154,1.2437758,0.917427,1.288395,0.62654704,1.0805684,1.0736037,0.711119,0.5711818,0.9149237,0.60680896,0.83347225,1.083055,1.2195481,0.7922203,1.0017079,0.98161376,0.8438614,1.0404807,0.7898864,0.938636,0.75806475,1.1713194,1.171727,0.8575549,1.2568221,0.74150866,1.3957582,0.6637791,0.9464839,0.54351544,1.0917165,1.2071068,1.2624412,0.4929788,0.7109405,0.74563575,0.5876573,0.5046811,1.2512428,1.1268561,1.2951429,1.2270662,1.3178031,0.7029423,0.56288046,0.86242867,0.8553232,0.73256356,0.7427365,0.923812,0.7458148,0.6408214,0.4163372,1.1409383,1.1091874,0.8043561,1.3407925,1.0316298,1.3483121,1.3927469,1.307234,1.2534376,1.1557816,0.7967118,1.3429699,0.87822425,1.4961149,0.52385527,1.0362283,0.66083086,1.2674594,0.9121679,0.769959,0.8733784,0.85360557,0.7804251,1.2927294,1.3287399,1.5070807,0.8239684,0.6263782,0.78803885,1.2530477,0.789377,1.2546395,1.1711559,1.1635062,1.2318037,1.3749057,0.63794565,1.3300902
broom,1.0316023,1.2006404,0.9734066,1.2004135,1.1128702,1.08592,1.1526982,0.8236122,1.0371128,1.0321205,0.842587,0.75336504,1.0136257,0.7414238,1.0589141,1.0288152,1.1823435,1.1537231,1.1741966,1.0701009,1.021981,0.0,1.1664891,1.1483581,0.83361614,1.1182971,0.837811,0.8766165,0.8102352,1.1084291,0.90076166,1.0361168,0.71902215,1.1271011,1.1513951,0.85909873,0.9475207,1.0306966,0.97611,1.0891668,1.1642764,0.97572374,1.2465247,0.719827,0.80032647,0.8872388,1.1816318,1.0816003,1.0243136,0.94265234,0.89268476,1.1762365,0.92896914,0.90993536,1.1915126,1.0502683,1.1008285,1.0759996,0.9622698,1.1678119,0.97435254,1.0936304,1.0334401,1.1334239,0.8421218,0.9984664,1.0735447,0.6945444,0.75313777,0.8542451,1.0550735,1.0781653,0.92125875,1.1720886,1.0921518,1.0717617,1.0896769,1.1883749,0.85477483,1.0536839,1.1638848,0.6845002,1.1050576,0.7758255,0.69582117,1.1040486,1.0112367,0.805463,0.69628394,1.2184627,1.0137055,1.1830009,1.1543962,1.1774554,1.040845,1.0682845,1.1845015,1.1849802,1.0727348,0.7148676,1.1106515,0.9862559,0.9516807,0.9868158,0.95275813,0.8561895,0.88736534,0.86803925,0.75647974,1.0536604,1.0615968,1.1593225,1.0529543,0.9779735,0.89727205,0.8482661,1.0361488,0.6530168,0.9711749,0.96009725,1.0342699,1.0376208,1.2029098,1.0122586,1.0558834,0.6835741,0.83695817,1.3488181,1.1510037,0.99587727,1.0146654,0.8861346,1.1860558,0.9117088
bucket,1.1943768,0.973775,1.1918391,0.8401078,0.701181,1.0677658,0.41836488,1.2087921,1.2241595,1.128964,0.941629,1.0066189,1.2017832,1.1518154,1.095216,1.1180831,0.86654305,0.9132579,0.61849016,0.92259127,1.1484121,1.1664891,0.0,1.0748636,0.35678494,0.971157,1.1360636,1.3360845,0.7597344,0.9591986,1.088185,0.96095806,1.193803,1.0198656,1.0458775,1.0066243,1.2532923,0.8751819,0.9528083,0.76041687,0.9290405,1.2320096,0.7461671,1.0811212,0.84578514,1.2073588,0.84189755,1.2183788,1.2419271,0.9930509,1.0132501,0.87482965,0.9463971,0.8730084,1.0926281,1.0058758,0.9999986,0.95027184,1.183848,0.82155406,1.2484947,1.1306343,1.042925,0.87735194,1.0359885,1.0525186,0.7704911,1.1496232,0.9055188,0.8930517,0.98268247,0.9690648,1.0010463,0.8326313,1.076906,0.88302237,1.0505414,0.97561973,0.71217334,0.88235986,0.9021081,0.9755072,1.1558278,1.19108,1.0979377,1.115159,1.02158,0.94516116,0.93021184,0.938676,0.8527788,1.0388832,0.7283019,0.8471623,0.9010458,1.0293304,0.61943215,0.8356246,0.9249155,1.0707362,1.286072,0.9873148,1.1886406,1.2158688,0.9807668,1.0888853,0.6305747,1.3050109,0.8904862,1.0324187,0.8505287,1.1827877,1.0119396,0.94914275,1.2465911,0.85573745,0.92100537,0.7727332,0.9406829,0.84866077,1.2069107,1.1190562,0.7772292,0.95967156,1.0254976,1.1287237,0.7542623,0.6315432,0.869843,1.0910814,0.911056,1.0536749,0.84636074,1.2076538
butterfly,0.8894354,1.1880901,0.8739912,0.90764874,1.0071508,1.030912,0.9322257,1.143722,0.9951004,1.0160476,1.1118188,1.0215447,0.83689976,0.8297526,0.89807045,0.94363457,0.92187375,1.3131832,1.299659,0.92554265,1.0463037,1.1483581,1.0748636,0.0,1.2430161,1.0247698,1.0098015,0.92101973,1.1603042,1.1969485,1.0764534,1.224267,0.900638,0.95218194,0.73324263,1.0920417,0.7666484,1.1693132,1.0126622,1.3221526,1.1753706,0.8311775,0.80752337,1.1709563,1.0212,0.8013754,0.93197834,0.9261656,0.83838415,0.9264058,0.9083703,0.88854825,0.92901534,1.110278,0.6658309,1.0040928,0.96931666,0.5762851,1.0428088,0.8179756,0.92695993,0.9548585,0.8093697,1.0110644,0.7895323,0.8644072,1.2768676,0.9683726,1.1744667,0.92451525,1.1517289,0.82825935,1.1506654,1.0910404,0.5991693,1.0763006,0.817331,1.1096104,1.229889,1.0032674,1.1977634,1.169755,0.9981832,0.93474984,1.0147046,0.85613966,1.2278495,1.1768824,1.0389102,0.97192657,1.0183918,1.0227325,1.081318,1.1373059,0.9670339,1.0649049,1.0230086,1.0035425,1.0310984,1.2447501,0.7769721,0.88610333,0.8409025,0.9435478,0.77968156,0.86247826,1.2925404,1.140871,1.2706604,1.0244051,1.139926,1.0589942,1.331969,0.95579803,1.0040528,1.1285697,1.0321298,1.0231432,0.976684,1.0717151,0.92616403,0.93192816,1.122056,1.0068153,1.2174603,0.83410335,1.177122,0.86388814,0.8106525,1.081828,1.0620617,1.038153,1.0995443,1.1781126
can,1.3863133,0.95337397,1.239497,0.98748076,0.90584695,1.2088544,0.6615032,1.1108979,1.3184283,1.1680119,0.65525293,0.9415016,1.3384129,1.2015556,1.2371516,1.2567015,1.0395164,0.69773126,0.6613363,1.0284007,1.0879474,0.83361614,0.35678494,1.2430161,0.0,1.072886,1.0232066,1.2267172,0.58580995,0.76831317,1.0520474,0.7768564,1.0414139,1.1235269,1.2128227,0.9415632,1.3622669,0.74369514,1.0519193,0.51740086,0.9793085,1.2732811,0.9230321,0.76130235,0.65266216,1.1695671,0.94837844,1.2105088,1.316632,1.0240577,0.933827,1.0398574,0.9375425,0.6578417,1.3704143,1.1557815,1.0048754,1.1039298,1.1706864,1.1016189,1.1964864,1.3636909,1.1964241,0.74994856,1.1662474,1.0640192,0.665511,0.95659024,0.6273046,0.85224205,0.7984891,1.1488814,0.9159541,0.88552904,1.3365107,0.9798145,1.128017,0.8911341,0.36731923,0.80056095,0.8519206,0.55135846,1.2379144,1.0695306,0.87838256,1.2515893,0.79904795,0.72608864,0.7309811,1.1337252,0.7830041,1.0864489,0.80265653,0.98459744,1.1188209,0.99949384,0.7460872,0.857834,1.0273489,0.6898388,1.3632412,1.0875827,1.2996622,1.2390928,1.1372806,0.98319095,0.43182647,1.05643,0.55931735,1.2830105,0.6655158,1.332078,0.79217273,1.1467547,1.2632337,0.6369472,0.9127706,0.6543395,0.967364,0.84076357,1.2297066,1.3066713,0.7080179,0.93239427,0.8064192,1.2245388,0.44215,1.0674895,1.190026,0.9927683,1.0036826,0.9728578,0.7207091,1.054661
car,0.9405694,1.0792118,1.0647157,1.0665638,1.1241916,1.1125733,1.009505,0.90948313,0.98262143,0.8416599,1.1571906,0.837868,1.0663325,1.1013695,0.93990916,0.45227396,0.9065831,1.0376858,1.0326279,0.872465,1.245583,1.1182971,0.971157,1.0247698,1.072886,0.0,1.1410215,1.009076,0.75633365,1.0548186,0.94081885,1.1296651,1.0573934,1.1597354,1.0441538,0.8768048,1.1427802,1.0969915,0.8059452,1.0889372,0.92065614,0.8897336,1.040546,1.0700308,0.98970294,1.0390474,1.083049,1.0992457,0.945723,1.1890011,1.2691221,0.97747636,1.247372,1.0097017,0.9650305,0.79792356,1.1247845,1.1083944,1.017705,1.1573188,1.0426662,1.0097208,1.1386564,1.0770116,0.80918795,1.0099107,0.9959451,1.1377462,1.0483376,0.99628216,1.0873839,1.0591509,1.1725724,0.7943542,1.0285082,0.618866,1.1987493,1.0647901,1.2249737,1.2134329,1.1228647,1.0372963,0.90576917,1.086166,1.1505125,0.95135146,1.0185859,1.1771675,1.1888118,1.0600266,1.075803,0.9900597,0.9461224,1.0161108,1.1428078,1.1851445,0.96564347,0.44331503,1.0860993,1.0282187,0.8813169,1.0478374,0.7095181,1.0082717,0.81419516,1.1401073,1.1541321,0.8913292,1.0739304,0.8775087,1.1656773,0.933602,1.0518984,1.0891647,1.1687354,1.0931281,1.0859898,1.2420346,1.1159455,0.7581935,1.0070533,0.86099434,0.9042877,1.1857507,1.0887063,1.0201582,1.2222373,0.6126728,1.0262719,0.90853715,0.6774454,0.73656976,1.0959306,0.89461714
carrot,1.0519034,0.870312,0.9789302,1.0229193,0.9902488,0.78407496,1.1642858,1.1867394,1.0046624,1.2006661,0.9287048,1.1274954,0.9805604,1.0157976,1.1542745,1.2066668,1.0542926,0.87933403,1.0213706,1.1223292,0.7801373,0.837811,1.1360636,1.0098015,1.0232066,1.1410215,0.0,0.99086267,1.221643,0.94974434,1.095396,0.8749826,0.709012,0.9783085,0.9728997,1.1349638,0.8892792,0.80775464,1.1714356,0.93701464,1.09199,1.1597608,0.9224777,1.0739434,1.1448455,0.98014206,1.0037678,1.0601401,0.9840494,0.84918594,0.68709147,0.9687518,0.9104042,1.0890087,0.9514238,1.0618999,0.8214674,1.0674256,0.96226287,0.78744924,0.8271301,0.9774948,0.8979071,0.90371233,1.2533695,1.0814934,1.0565283,0.9981182,1.0467687,1.0809095,0.97994035,0.99487484,0.7697058,1.1003929,1.0667065,1.1828603,0.9087242,0.81827664,0.9768347,0.8798017,0.8154649,1.0636938,1.1853021,1.0042652,0.99862945,1.0637699,0.95099247,0.81555164,0.99488413,0.9924739,1.0611812,1.0384908,1.0978498,1.0193193,0.9084142,0.78807867,1.148593,1.211846,0.9883117,1.0627787,1.118693,1.0324028,1.1805724,1.0625747,1.0265913,0.9948433,0.9145668,1.0572622,0.9705521,1.1532135,0.88176686,1.1562277,0.87905633,0.99934566,0.9072291,1.0728879,0.9806291,0.9485793,0.82393026,1.1534548,1.1020508,1.1391401,0.92295057,0.8102878,0.85404515,0.74918973,0.9806512,1.1913066,1.0726677,1.1323667,1.1377819,1.1939764,0.93070984,1.0230559
