,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
refrigerator,1.1676178,1.2011378,1.3890033,0.7829117,1.3727933,1.278324,1.2946436,0.82056814,0.47295797,1.00333,0.6822086,1.2475146,0.5039065,1.0347295,1.1569439,0.8681941,0.6891811,1.032768,0.9297538,1.0459071,0.69715095,1.160548,0.6575634,1.2384977,0.7989427,0.6969481,1.2998931,0.8566844,0.65066105,1.1136917,0.411785,0.6791637,0.94920695,1.2136004,1.0191369,0.42659956,1.215004,1.2920521,0.4249556,0.82955897,1.0286733,1.2774941,0.34486675,0.6551652,0.8968956,1.1883223,1.3430355,0.9765541,1.3424394,1.0074701,1.310971,0.86579525,1.3372093,1.1866392,1.2408714,1.0946308,1.3473866,1.0121522,0.84474576,1.2728405,1.2109597,0.84084517,1.3818941,0.8528031,1.1881967,1.0871637,1.3360139,1.0393294,0.86593926,0.74349004,0.8014623,0.7534008,1.0447153,0.61282754,0.9956958,1.0627452,0.98583615,1.2578619,0.85259414,1.123314,1.0811373,1.2630155,1.2307062,1.3828685,1.0407631,1.300838,1.3226442,1.3266547,0.13625777,1.1233338,0.9327358,0.76014876,0.91439384,1.2510701,1.2400075,0.91163385,0.9165562,1.099792,1.0350345,1.0681345,1.0355604,1.2588423,0.91642064,0.9094854,1.1971649,0.0,0.9983265,1.2276615,1.0437992,0.9640584,1.1591799,0.8001694,0.968322,0.9508271,0.98257256,0.55803573,0.5880454,0.8496393,1.3646501,1.1198924,1.1929376,0.99387705,1.0361124,1.0254451,0.91967887,1.2342398,0.9199027,0.88185984,0.73093796,1.2355841,1.3585358,1.3358657,1.1437763,1.0516965,1.3564309,0.77345634,0.8187784,0.8491814,1.3353114,0.40767127
rock,0.8529809,1.0964006,1.2287273,0.84872067,1.1226975,1.2707655,0.97646546,1.0666946,0.7882918,0.7440095,0.8166692,1.0219908,0.6802298,0.98413473,1.0087209,0.6506531,0.87967813,1.1117072,1.3769596,1.1213,1.0821716,1.002028,1.1779909,1.1233876,1.27714,1.0005658,1.0929676,0.74094486,1.1498342,1.2763485,0.9752109,0.877501,1.0355363,0.9506027,0.9491699,0.82193613,0.9796642,1.2240362,0.9143503,1.2997321,0.94472563,1.0932512,1.0687591,0.9315163,0.91945004,1.0105132,1.1540744,0.7989059,1.0748117,0.98537445,1.0722365,0.86086744,0.85966885,1.2358756,0.8965379,1.2170792,1.0223728,0.8463187,0.9757329,1.1516776,0.79074025,0.60398924,1.1421506,1.0021232,1.0752351,0.9494889,1.1286061,1.031736,0.9117335,0.7248132,1.201003,0.71111494,1.1762407,1.075175,1.2742777,0.983732,0.8960138,1.1105435,1.2746398,0.75721884,1.0985004,1.0222951,0.90860325,1.2056353,1.1480218,1.181864,1.1261387,1.1729386,0.97631145,0.71710885,0.9263414,0.74512494,0.9734108,1.2069073,1.2010562,0.91946083,0.93838906,0.93534404,1.2862368,1.0287607,1.0602964,1.0213308,0.9823861,1.2204267,1.2446575,0.9983265,0.0,1.133038,0.97092676,0.86582565,1.121777,0.8904015,0.8321067,0.96677274,1.002089,0.94679374,0.9296813,0.8757035,1.1665138,1.3418434,0.89984506,0.8685124,1.1777561,1.0765392,0.9302545,1.1143072,1.0267373,0.84296775,0.9103997,1.2470342,1.115209,1.1096816,1.3066332,1.107692,1.1482738,1.058912,0.98030704,1.2063377,1.2047693,0.9709164
rooster,0.59103733,1.1684818,0.86386704,1.3122516,0.7983966,0.8862654,0.77247053,0.9973934,1.2635701,1.083483,1.237176,1.0345873,1.3450398,1.0850137,0.7758685,1.1731217,1.0736195,0.78656816,1.019594,1.1118176,1.0005825,0.9633766,1.1112217,0.4505604,1.0702884,0.97965014,0.9774286,1.0537807,1.0871512,0.98049957,1.1915627,1.1720941,1.0495595,0.9176529,0.96510684,1.2532377,0.8835873,1.025518,1.1823235,1.1082665,0.74499726,0.44018662,1.2052566,1.1472123,1.1785836,0.8950155,0.974432,1.1673493,0.9543366,1.0585555,1.1293848,0.97411627,0.79001486,0.56807816,1.0559886,0.87081635,0.32745606,0.99958575,1.1374956,0.97300345,0.8897544,1.1998796,0.76511705,0.9920591,0.9329462,1.1244358,0.94209033,0.59606075,1.1226118,1.1293733,1.0799495,1.3040121,1.089177,1.0361128,0.93653417,1.0364014,0.91095537,0.7205408,1.0019567,0.97991204,0.7238115,0.99105227,0.8214537,1.0453619,1.0357966,1.0303022,0.9931527,0.9719008,1.3387244,0.95985276,1.1692709,1.1854709,0.9757988,1.0314265,1.1718712,0.9965548,1.1151456,1.008292,0.72740257,1.0182216,0.75716984,0.8040197,0.9849487,0.9410784,0.98558646,1.2276615,1.133038,0.0,1.0295106,1.0804305,0.7234262,1.2448623,1.055973,1.1905926,0.9809724,1.1272115,1.1683322,1.1346978,1.010995,0.93412626,1.1228772,1.0947144,0.8719892,1.0433849,1.1601481,0.8901497,0.7841841,1.239621,1.1863692,0.8374634,1.064887,1.0786448,1.0593829,1.0256393,0.58048195,1.0241209,0.9550207,1.0836738,1.1141994,1.1542432
sandwich,0.9861381,1.2096338,1.1818148,0.9767316,1.0671197,1.0715874,0.9105782,1.0388538,0.9381087,1.1298116,1.0028155,1.3068075,0.92968935,0.97384846,0.88342285,0.92185473,0.95432466,0.95769143,0.997766,1.0291551,0.90954226,0.1828891,1.0396708,1.1706419,1.1940176,1.2047954,1.120745,1.1781116,1.0035803,1.2411174,1.0390127,0.80174863,0.9993115,0.7145897,1.2014349,0.94336003,0.79517424,1.3041949,1.0443053,1.0193118,0.85142595,0.9318578,1.1326643,1.0863812,0.98865616,1.0594682,1.0326405,0.9228349,1.2512386,1.0266726,1.1826646,1.0673268,1.115321,1.0812,1.1687971,0.93610764,1.06422,0.9747391,0.85698825,1.2555314,0.9288607,1.1676135,0.96034634,1.0414509,0.42285603,0.9480626,1.2672908,1.0049232,0.94298434,1.1123075,0.84212494,1.1906136,1.1112067,1.2835703,1.1412159,1.2335827,0.35899746,0.8206953,1.0208567,0.94149905,1.0502768,1.1694876,0.68230134,1.2594188,0.8862517,1.332255,1.1628981,0.8972066,1.0996859,1.095555,0.9590853,1.1551814,0.980934,1.2589737,1.1897699,0.8397125,1.0131011,0.2797655,1.0816834,0.67612,0.9654078,0.7906588,0.97025335,0.91729957,1.2218406,1.0437992,0.97092676,1.0295106,0.0,0.9538429,1.0367895,1.1649337,0.9902778,1.2350125,1.0758704,1.0568722,0.98583794,1.0205936,1.2772026,1.0540127,1.0629144,0.62681955,0.8363098,1.0716782,1.0722651,1.1885462,0.86577725,1.1373165,0.7762177,0.9996827,1.2292352,1.2040647,1.2284912,0.94418675,1.0651513,0.8365503,1.0063221,1.1046621,1.2744079,1.0450398
scarf,0.76633024,1.2256589,1.3363991,0.55701315,1.2776071,1.2706267,0.97433156,0.98544365,0.9493043,0.9271621,0.6613287,1.2856961,0.85214365,0.31524247,1.0755243,0.61992383,0.97636557,0.97617704,1.32337,1.3629105,0.9574173,1.0861965,1.160857,1.2736567,1.3544409,1.2846775,1.0842832,0.8879882,1.1168116,1.4654055,0.94211364,0.78379214,1.0103724,1.2905254,1.0497144,0.7792402,1.0075829,1.4430249,0.77572834,1.2956873,0.7513273,0.8084859,1.1046686,1.1466781,0.36655778,0.87159467,1.1482698,0.9900878,1.2465267,0.79188323,0.979664,0.9823726,1.1721681,1.1955311,0.8730086,1.2665417,1.1530476,0.82319,0.8825214,1.1915565,0.7002436,1.0412604,1.2046211,0.6284495,1.0103399,0.65737164,1.2806647,0.7971996,0.95459306,0.614188,1.051412,0.5255843,1.3294057,1.1117889,1.4715732,0.93786186,0.79636806,1.1739044,1.1128521,0.5577028,1.1724303,1.0230815,1.1722444,1.3212949,1.1488671,1.1634198,1.4365084,1.3520626,0.98733497,0.94179565,0.40688288,0.46708608,0.80233383,1.4477885,1.3416598,0.8324333,0.96489483,0.85281223,1.2040774,1.2484074,0.7999163,0.9037313,0.86636436,1.3404002,1.4015181,0.9640584,0.86582565,1.0804305,0.9538429,0.0,1.137233,0.40808773,0.755054,0.65477973,1.0669488,0.8301833,1.1925112,0.81050766,1.4020332,1.3626665,0.78488076,0.9494824,1.2837408,1.1902497,0.77385676,1.2491252,0.80331284,0.52073115,0.9117415,1.4659337,1.0883973,1.0865523,1.3115168,1.1086416,1.2298999,1.2015858,1.0463476,1.2631063,1.2972319,1.001466
scissors,0.79515773,1.1803561,1.1012824,0.971736,1.0607274,1.0404917,0.96358037,1.0549572,1.0010912,1.0724729,1.1015337,1.1518764,1.1719744,1.0198498,0.92974603,1.1205436,0.84993047,0.70681655,1.1066273,1.0139118,0.97250426,0.95151347,1.1177588,0.79835314,1.1509204,1.0287955,0.904252,1.169194,0.94401,1.1032599,1.095097,0.9732863,0.84973717,1.0437229,1.0420135,1.2967234,0.89475477,1.0101199,1.0623596,1.0587249,1.0488805,0.89508533,1.1221185,1.0153133,1.10801,1.0563209,1.068475,0.9258981,0.9268328,1.1249658,1.0469133,1.0989504,0.8641422,0.9873203,0.95652384,0.798176,0.7430495,1.110642,0.576446,1.0068332,1.0670818,1.111047,0.8434355,1.1021264,1.0637897,0.85641503,1.1641127,0.85415345,0.46597576,1.1123081,1.0793979,1.1615868,0.77248836,0.9686302,0.9391579,1.0023785,1.0186269,0.84624636,1.0650687,1.0524237,1.0028881,1.0462707,1.0301834,1.1431315,1.0553167,0.96110624,1.1494787,1.0368282,1.1366773,1.016945,1.0529385,1.0298375,0.8013133,0.9710883,0.91474557,1.0888175,1.3070972,0.92930114,0.87103397,0.8875761,0.9928983,1.0632052,0.98882765,1.0234585,1.1769432,1.1591799,1.121777,0.7234262,1.0367895,1.137233,0.0,1.1163952,0.9066978,1.1532929,0.9111703,1.0384284,0.9735586,0.8969526,1.1246303,1.1218587,0.98653054,0.8802029,0.650251,0.47024786,1.0158238,1.1100622,0.9000052,1.1049082,0.9681763,0.78269947,1.1469549,1.0692017,0.96635073,1.1106144,0.87082213,0.8880265,1.0611675,0.9519997,1.0094907,1.0687271
shirt,0.8704765,1.17523,1.3534315,0.394498,1.319823,1.24331,1.178628,1.0554252,0.78604925,0.78309286,0.504593,1.19792,0.72513604,0.37328053,1.1590904,0.6259916,0.8932165,1.0918299,1.392208,1.3181858,1.0281765,1.2750685,1.1222506,1.3239344,1.3725189,1.1243578,1.0906935,0.71011937,1.0537146,1.4108837,0.7218373,0.85296273,1.0862654,1.3473046,0.9832387,0.6795935,1.1409692,1.4245719,0.7208439,1.2981803,0.89723045,1.0376931,0.92024267,1.1586447,0.38601232,0.92068124,1.2152432,0.836168,1.1769435,0.6379111,0.9501863,0.9028249,1.2183237,1.3400822,0.97633165,1.4118853,1.2596492,0.9510313,0.8378625,1.0878878,0.8680752,0.85162127,1.4143853,0.52966875,1.1817057,0.674977,1.1908264,0.8325983,0.88826585,0.4723521,1.0961785,0.32855165,1.3403842,1.0925145,1.4257454,0.8233446,0.95011693,1.3135474,1.1144782,0.63867676,1.2285264,0.9661776,1.2907711,1.2698715,1.2595825,1.091583,1.3630602,1.4579847,0.7607111,0.9214464,0.4455701,0.31760865,0.8268046,1.4372662,1.2608918,0.9331187,1.0280852,1.0189269,1.2863252,1.2564815,0.8908156,1.1387982,0.8705093,1.3931892,1.371322,0.8001694,0.8904015,1.2448623,1.1649337,0.40808773,1.1163952,0.0,0.77791977,0.4436282,1.0758504,0.7373196,1.1131954,0.7739849,1.3712397,1.4210978,0.9142775,0.9452901,1.4179769,1.0808429,0.6377643,1.2655625,1.00189,0.3354159,0.8186055,1.5225767,1.083246,1.1073077,1.3512151,1.2407392,1.4089094,1.2686284,0.9739643,1.278568,1.2329428,0.7800671
shoe,0.7920177,1.2480214,1.3699979,0.8341642,1.1880755,1.250988,1.1337699,0.70173806,0.7574935,0.9580158,0.625477,1.2440461,0.67971313,0.71239316,1.0506752,0.5013503,0.7434881,0.75005424,1.3059728,1.1282792,0.6465205,1.1095164,0.93707746,1.2163275,1.2137393,1.1026664,1.2490997,0.9454609,1.0160888,1.4202342,0.81961334,0.7912755,0.95339614,1.1355612,0.99533135,0.7369777,1.1212637,1.342333,0.6405566,1.2167424,0.8897677,0.8537325,1.1934834,0.9896407,0.83497465,1.1469021,1.1805885,0.8763889,1.2042656,0.98360354,1.2298982,0.9319775,1.0917257,1.1909826,1.1291336,1.1101084,0.9935352,0.9742705,0.8486644,1.2661469,0.59185773,0.9904434,1.0631456,1.0030863,1.0807914,0.9525015,1.2505527,0.91415656,0.7926798,0.57195604,1.0755844,0.5789647,1.2565973,0.9916417,1.3437917,1.0200558,0.85488,1.1050026,1.0558312,0.6204724,1.117886,1.1419044,1.0311601,1.3966417,1.0023942,1.3161355,1.4114215,1.3988801,0.89373136,0.98146665,0.75821674,0.696301,0.6977869,1.3515974,1.296335,0.8446067,0.8845341,0.98030937,1.2522922,1.130686,0.89873576,1.1347734,0.5077871,1.1608008,1.3724754,0.968322,0.8321067,1.055973,0.9902778,0.755054,0.9066978,0.77791977,0.0,0.86924475,0.9894665,0.9253754,0.96241325,0.57694787,1.3634346,1.2588835,0.9400305,0.96356034,1.083154,1.0370759,0.90301275,1.2229905,0.66354156,0.743964,0.8835396,1.2164924,1.3446987,1.225748,1.2840046,1.0160955,1.0030252,0.849511,1.09001,1.2604189,1.3462254,1.0792526
shorts,1.0796037,0.89329946,1.0577072,0.7581864,1.1926724,1.0909818,1.006956,1.0181385,1.0590658,0.99752134,0.9220127,0.88034284,0.87635744,0.70399636,1.2908852,0.85494775,1.1792884,1.1533654,1.2291679,1.1650869,1.095651,1.2149265,1.0176114,1.141971,0.92415315,1.1122484,0.8134836,0.90012676,1.0195247,1.1521132,1.0558403,0.96303624,1.1356071,1.1188471,0.81105494,0.86478364,1.0714238,1.0833443,1.0753379,1.1411021,1.0899056,1.0712405,0.91367126,0.9677909,0.7681298,0.7794761,1.0907255,1.0616916,1.0173033,0.9391244,0.7231105,1.0502187,0.932402,1.2249904,0.7126625,1.2310143,1.1870401,1.0520713,1.0776066,0.86326504,0.8273808,1.0656945,1.161227,0.8914957,1.0944719,0.73483515,0.90697354,0.9818268,0.96612775,0.7582465,0.9812199,0.4078855,1.0351999,0.8794589,1.2313529,0.5035926,1.1442178,1.163009,1.1432887,0.7163844,1.1983974,0.76741135,1.1438287,1.0197983,0.9764975,0.7617482,1.0839572,1.1831741,0.8884268,1.1486052,0.82407004,0.42114758,1.0294632,1.0997216,0.9863244,1.1581087,0.771719,1.182771,1.2154545,1.2239586,0.9389168,0.97554046,0.9754227,1.218789,1.109284,0.9508271,0.96677274,1.1905926,1.2350125,0.65477973,1.1532929,0.4436282,0.86924475,0.0,1.187839,0.9524363,1.0765752,1.1139476,1.0424336,1.2436613,0.7862692,1.0831207,1.1982384,1.096565,0.7669878,0.8869661,1.0770563,0.6721239,1.20374,1.292683,0.80019104,0.87776923,1.1797199,0.9634299,1.2983843,1.0677704,1.1912537,1.1664169,0.9466845,0.9746664
shovel,0.97548515,1.023721,1.137451,0.9397796,1.081718,1.0000733,1.1147647,0.9163972,0.8131779,0.9227713,0.913216,1.0572766,1.0135987,1.0344098,0.9391561,0.9744187,0.9217284,0.9581259,1.0729024,1.0099374,0.9377523,1.1269994,1.0710806,1.0171413,1.1905799,1.0612316,1.1353608,0.96703094,1.0126644,1.0209258,0.7684283,1.0345007,0.37074763,1.0504757,1.1152356,1.0458643,1.0899134,1.0263925,0.866876,1.0898553,0.9852613,1.07092,1.0323815,1.0480003,0.97310716,1.1623492,1.1341041,0.90328354,1.1088533,1.0145354,1.1352534,1.0290903,1.1144359,1.0324417,1.0526978,0.97917527,1.0969192,0.89619493,1.0120881,1.1092824,1.0926033,0.8957442,1.1049306,0.93492454,1.122447,1.1376519,1.1001791,0.99827504,0.92145157,1.0177462,1.1452215,1.0558355,1.0320837,0.95935017,1.044041,1.1850691,1.0623066,1.1413093,0.89026266,1.0502517,1.0424663,1.0628414,0.9976317,1.0991397,1.0663097,1.0809103,1.1252543,1.116381,0.99195635,0.9420677,0.9709191,1.0280541,0.9645556,1.043413,1.0176289,0.9864967,1.2089758,1.0444148,1.04012,0.9761131,0.9590479,1.1593274,1.0276439,1.1360533,1.1050718,0.98257256,1.002089,0.9809724,1.0758704,1.0669488,0.9111703,1.0758504,0.9894665,1.187839,0.0,0.8073053,0.8310566,0.86928713,1.0870477,1.0475227,0.9334739,0.96474206,1.0392966,0.89301133,1.0844743,1.0792726,0.9363854,1.0474998,0.8188485,1.0407045,1.1191376,1.0846052,0.9155694,1.079427,1.0117235,0.98845404,0.9278894,0.89551103,1.0979128,0.93003345
shower,0.9360294,1.2216305,1.4212086,0.5773058,1.3006213,1.2599071,1.2769747,0.9561263,0.39045066,0.8731662,0.5424709,1.2803699,0.61064863,0.7372218,1.0455964,0.70849645,0.7182504,0.9559483,1.2410603,1.180597,0.8520558,1.1759009,0.97613287,1.1627815,1.2517257,1.0499309,1.3184631,0.8724033,1.0645157,1.2229806,0.38490778,0.7229701,0.79767656,1.2221,1.0998642,0.6753926,1.146232,1.3518367,0.5922422,1.1475035,0.9091856,1.1018882,0.49215996,0.80184317,0.7056644,1.1103063,1.2674049,0.97000134,1.2158182,0.8846862,1.1973526,1.0001283,1.3072665,1.2915173,1.1238493,1.2579347,1.1626617,0.8621121,0.8345113,1.2198303,1.0675528,0.8117798,1.3441467,0.76147777,1.1371062,0.9506149,1.3390532,0.872303,0.88412553,0.72919965,1.1812619,0.825312,1.3033617,0.8572315,1.2086947,1.1859826,0.92502624,1.3607152,0.91484433,0.8946579,1.1876395,1.102885,1.1491084,1.3283999,1.1323487,1.2673311,1.3479145,1.4084761,0.5597394,0.9452317,0.7012807,0.7491851,0.80190945,1.3422534,1.2408059,0.9087501,1.1209748,0.9794137,1.1631622,1.1104743,0.9374713,1.2634187,0.941226,1.2736868,1.3163147,0.55803573,0.94679374,1.1272115,1.0568722,0.8301833,1.0384284,0.7373196,0.9253754,0.9524363,0.8073053,0.0,0.67623997,0.74051785,1.4084868,1.222893,1.0263373,0.86830556,1.2840214,0.9448862,0.793558,1.2748734,0.9122553,0.86490417,0.74292016,1.3424045,1.2835304,1.2477684,1.2157867,1.1473126,1.2702639,1.137752,0.92131823,1.0824256,1.322327,0.63383746
sink,1.2598093,0.9936231,1.25307,0.95150554,1.2065344,1.1431886,1.2484782,0.9975731,0.27352834,1.1205144,0.9921115,1.0234873,0.5646733,1.2022896,1.112747,0.9981319,0.82621336,1.0261563,0.85830307,0.74745286,0.8728206,1.0363238,0.65120125,1.1146944,0.7746508,0.7567136,1.2011479,1.0340551,0.8403252,0.9320204,0.8048434,0.7891875,0.7312154,0.9970664,1.1078767,0.7524638,1.1626598,1.0503242,0.790373,0.7255923,1.2157158,1.3010956,0.63041866,0.5758332,1.1746423,1.1794715,1.1205409,1.0332589,1.2449641,1.1299214,1.1983019,1.0560625,1.1020291,1.2004081,1.0962709,0.8259958,1.195468,1.1784704,0.9142387,1.1340536,1.2392175,0.8823523,1.1700716,1.136343,1.1746199,1.1022925,1.1850832,1.2297728,0.7991807,1.1020844,0.83755314,1.0378629,0.79195595,0.81671154,0.6859226,0.9573618,1.0651301,1.14655,0.6689084,1.217873,1.0621941,1.1888646,1.0960697,1.2059971,0.7089839,1.0746614,1.1520296,1.0769227,0.6510772,1.1363643,1.1648095,1.1279665,0.99883866,0.9382016,0.9498162,1.0457401,0.7986346,1.1168407,1.0501157,0.76237154,1.194288,1.2258064,1.1384596,0.7803759,1.0878795,0.5880454,0.9296813,1.1683322,0.98583794,1.1925112,0.9735586,1.1131954,0.96241325,1.0765752,0.8310566,0.67623997,0.0,0.945942,1.120231,0.8737414,1.1601828,0.85203266,0.71107554,0.9017103,1.0146756,1.0875118,1.0949376,1.2224928,0.8841101,0.98657227,1.2337171,1.1739923,1.0209062,0.7695302,1.2450448,0.6215387,1.0161895,0.82383597,1.1250391,0.74613637
slide,0.68905497,1.3076186,1.4205239,0.7217276,1.1459354,1.1547441,1.1854837,0.81007934,0.5553302,0.78971493,0.48528528,1.4299803,0.6573452,0.586467,1.0207902,0.5904472,0.4630019,0.6725858,1.3073645,1.0241711,0.61739385,1.1598599,0.8860253,1.2955939,1.3160253,1.1108909,1.3323263,0.9169914,1.0319036,1.426279,0.6134292,0.8308533,0.89826286,1.2101592,1.0317957,0.7929734,1.2084827,1.3987365,0.38797933,1.1989114,0.8579818,0.8989368,1.1125599,1.0876884,0.60300255,1.2627985,1.1832085,0.8231268,1.3688822,0.99032444,1.3247762,0.7787589,1.2378917,1.2341807,1.2226001,1.2939632,1.0480295,0.82614464,0.81000054,1.4240841,0.8327146,0.7658245,1.1329585,0.8197703,1.1413201,0.9794118,1.4457029,0.8462227,0.78248197,0.59175414,1.1130481,0.7643267,1.415425,0.9936981,1.3900211,1.2691665,0.88456404,1.223521,1.0157216,0.7059793,1.1998528,1.2147615,1.1253395,1.4656911,1.282634,1.4514078,1.4210563,1.3576725,0.8042047,0.7914393,0.5010732,0.6946199,0.61923766,1.4728552,1.3846953,0.78176403,1.3118346,0.911216,1.2688131,1.1114402,0.83986264,1.2919323,0.6297612,1.1961095,1.3947785,0.8496393,0.8757035,1.1346978,1.0205936,0.81050766,0.8969526,0.7739849,0.57694787,1.1139476,0.86928713,0.74051785,0.945942,0.0,1.5001807,1.3304205,0.9876531,0.84170365,1.3136241,1.0161154,0.8800055,1.3222666,0.6507775,0.7279119,0.5223409,1.2617488,1.4449888,1.4287541,1.2159824,1.3237469,0.83664304,0.9410308,0.93408453,1.211133,1.4500868,0.9023481
slipper,1.3676375,0.3377359,0.25025684,1.4260279,0.6892055,0.7212021,0.815618,1.2103078,1.5302415,1.1849617,1.5259187,0.2614529,1.4796232,1.4802725,1.0055554,1.4676467,1.4792691,1.2869859,0.5829731,0.66733956,1.4367207,1.0821483,1.0609369,0.6947519,0.51256865,0.8123236,0.5610225,1.2249718,1.091821,0.30649012,1.4415877,1.4948802,1.2322415,0.887646,0.8801055,1.4328623,0.9731223,0.11443579,1.5795931,0.69643486,1.3736862,1.2157738,1.1119294,1.0113175,1.4731369,0.84968495,0.6478543,1.1631386,0.49754268,1.1341622,0.53031945,1.1742054,0.6670852,0.61779636,0.74218833,0.66150165,0.9805455,1.2060674,1.4249372,0.43521035,1.20001,1.2007551,0.6982397,1.3398397,1.0060287,1.1843548,0.2198199,1.3114471,1.3993682,1.4666464,1.0503066,1.325998,0.4589039,1.0274167,0.5359707,0.77832127,1.4814503,0.81982696,1.0910366,1.4288576,0.76335657,0.6950774,1.1226516,0.09885192,0.75114393,0.3515244,0.3065459,0.46182162,1.299136,1.1708202,1.5075188,1.4464157,1.4091588,0.15932119,0.33446455,1.3624063,0.7713237,1.3403169,0.7199967,0.95466566,1.2909402,0.84438026,1.3501563,0.75031686,0.20228064,1.3646501,1.1665138,1.010995,1.2772026,1.4020332,1.1246303,1.3712397,1.3634346,1.0424336,1.0870477,1.4084868,1.120231,1.5001807,0.0,0.47223425,1.0392759,1.3531717,0.7619822,1.0657595,1.1811365,0.55179024,1.4197142,1.2513468,1.4950082,0.5862184,0.31231326,0.33664572,0.30463302,0.713456,0.8678089,1.126219,1.150284,0.82748437,0.13503253,1.3513803
soap,1.342464,0.78379613,0.5241091,1.4295833,0.6347811,0.657922,0.8063183,1.1035404,1.2094258,1.2715269,1.481095,0.7268948,1.357219,1.4321088,0.8399507,1.4630666,1.2839291,1.0616378,0.24193203,0.67342186,1.0671312,0.9074493,0.6781399,0.80434287,0.41562665,0.8569476,0.936747,1.3414736,0.8989248,0.39936084,1.3055243,1.262496,1.1110235,0.8166714,0.8644204,1.2965047,0.96544063,0.41364574,1.3944061,0.388416,1.3150752,1.1022276,1.0045916,0.9800945,1.3943546,1.1666403,0.6062777,1.2206202,0.84807414,1.2921106,0.98930544,1.2059687,0.95017815,0.6760032,1.0407821,0.59684217,0.94280535,1.2866228,1.3325701,0.89611465,1.2930014,1.2853038,0.7348082,1.3673689,0.87137336,1.3559941,0.6341864,1.2327576,1.3482511,1.4252646,0.6561784,1.427316,0.63041836,0.9546401,0.42624807,1.050657,1.2838104,0.68210423,0.5031734,1.5153604,0.69724625,1.1035702,1.0265603,0.5821291,0.607996,0.7584105,0.570974,0.513789,1.1393174,1.2959766,1.4340061,1.553849,1.2276819,0.4294356,0.65650487,1.2535903,0.7875706,1.2341393,0.55667084,0.86627257,1.2085918,0.8577733,1.1437362,0.54984564,0.4595356,1.1198924,1.3418434,0.93412626,1.0540127,1.3626665,1.1218587,1.4210978,1.2588835,1.2436613,1.0475227,1.222893,0.8737414,1.3304205,0.47223425,0.0,1.2303927,1.1944007,0.64838076,1.0628287,1.2031657,0.7487887,1.2251707,1.3987286,1.2879858,0.4015954,0.81392825,0.82444346,0.4392987,0.5745927,0.74384797,0.92365396,1.0826242,0.67363864,0.59347516,1.2379318
sock,1.025167,0.7638087,1.0629437,0.726941,1.0616927,0.9553935,0.95914024,0.9988179,1.1171296,0.9882745,0.95668334,1.0852501,1.001172,0.7981781,1.1049607,0.84279907,1.1600653,1.0597081,1.1808255,1.1712635,1.0880134,1.0922455,1.0740364,1.0390722,1.1631312,1.306216,0.7889887,1.0836545,1.050046,1.2510982,1.1332357,0.9791489,0.7859852,1.1035807,0.9888158,1.0057734,0.99801284,1.1038309,1.0415435,1.0785785,0.9986371,0.8239476,1.1536317,1.0969738,0.85238886,0.82959634,1.0098894,1.0365527,1.0206467,0.9869604,0.6738938,1.0928707,0.94902515,1.217268,0.33448887,1.0627788,1.1157025,0.80281305,1.0446754,1.0054691,0.6942641,1.0379152,0.996591,1.0322216,1.1682136,0.65123093,1.1280599,1.0449743,0.9861452,0.99855703,1.0289397,0.89478946,1.0520072,0.9906999,1.2258073,0.8638643,1.0815467,1.126446,1.1180675,0.67284095,1.1299615,0.85559785,1.0413923,1.0377129,0.9988357,0.91072226,1.0887028,1.0704478,1.1550497,0.9358486,0.8466902,0.790382,1.042796,1.155215,0.95962644,1.0541934,0.95192754,1.0609398,1.2691528,1.2629926,0.9923066,0.84652466,1.0606041,1.2010219,1.2248807,1.1929376,0.89984506,1.1228772,1.0629144,0.78488076,0.98653054,0.9142775,0.9400305,0.7862692,0.9334739,1.0263373,1.1601828,0.9876531,1.0392759,1.2303927,0.0,1.1345499,1.0558575,1.0017784,0.8693553,0.9488059,1.0511377,0.85603124,1.0550207,1.1626072,0.71914256,0.87825793,1.1153474,0.9733604,1.0335581,1.1343429,1.190772,1.0461034,0.98626506,1.1058371
