,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
finger,1.2042952,0.5172989,0.59524655,0.90992624,0.95758504,0.88637304,0.84647155,1.2726777,1.3661649,1.179006,1.2816038,0.5225197,1.2803993,1.0572133,1.2078829,1.318567,1.4357454,1.2142296,1.0986841,1.1459554,1.3324683,1.0755388,1.2355582,0.93857217,0.91255754,1.162044,0.3548336,1.1356981,1.2149875,0.937253,1.3278093,1.221451,1.1338291,1.1434526,0.7833587,1.2666166,1.015066,0.6814249,1.4033272,1.0929586,1.2589166,1.0786546,1.0882792,0.9758103,1.1663356,0.38402408,0.7065282,1.1892117,0.57121503,0.7394128,0.0,1.1433871,0.794026,1.0913664,0.41062063,1.0733451,1.1098115,1.1485946,1.1284041,0.4133436,0.88529956,1.2082385,0.8050862,0.9887558,1.0729303,0.39704025,0.5190496,1.209147,1.1679306,1.2151117,1.1626384,1.0505857,0.73045206,1.0174531,1.0344297,0.52919143,1.2742279,1.0030142,1.1903546,0.95711815,1.1123936,0.35616148,1.2250929,0.4409486,1.0735524,0.3909669,0.763058,0.9079535,1.2457503,1.1042527,1.2115744,1.0490829,1.1582327,0.7111682,0.497975,1.2719071,0.90431225,1.1183071,1.1504788,1.2510467,1.2157538,0.81102157,1.3752501,1.128298,0.88409007,1.310971,1.0722365,1.1293848,1.1826646,0.979664,1.0469133,0.9501863,1.2298982,0.7231105,1.1352534,1.1973526,1.1983019,1.3247762,0.53031945,0.98930544,0.6738938,1.2864857,1.0261102,1.0595883,0.7634312,0.64159995,1.3466964,0.7876049,1.3731551,1.0384834,0.094667435,0.29042542,0.8367239,1.0323727,1.176883,1.3061074,1.2824409,1.0725728,0.43816888,1.2468239
firetruck,0.70865035,1.159437,1.1394246,0.9596609,1.0369406,1.1122664,0.9678008,0.84721255,0.9047159,0.8851562,0.88062185,1.1156728,0.8571533,0.9194611,1.0081705,0.87646323,0.71238184,0.9471281,1.2609575,1.0608304,0.81595004,1.1468691,1.0365274,1.1772754,1.1755046,0.65476155,1.1090851,0.84404755,1.1249986,1.1581632,0.8835903,0.80494833,1.0288864,1.1100522,0.9587216,0.9237737,0.9452554,1.1379808,0.7944491,1.1933814,0.9685713,1.0267469,1.0396507,1.0052507,0.90531415,0.9895209,1.1421226,1.0129963,1.1086088,0.868188,1.1433871,0.0,0.88060725,0.98627824,1.0750022,1.2423611,1.0056037,0.97618383,0.86816823,1.1093104,0.9815582,0.8383975,0.9677476,0.80737513,1.0590839,1.0022243,1.1257787,0.7907351,0.9934145,0.73579717,1.1470573,0.87047106,1.2176385,0.9902931,1.2658503,1.1385971,0.88369745,1.0367801,1.1238021,0.73929846,1.1329244,1.0382408,1.0320367,1.1606469,1.2483886,1.2346417,1.1957479,1.2086028,0.8607838,0.90989864,0.8699509,0.76958203,0.7711963,1.2127534,1.1896282,0.95403177,1.1147227,1.0426643,1.1674907,1.0802104,0.8871212,1.1912173,0.9265525,1.1867895,1.1477022,0.86579525,0.86086744,0.97411627,1.0673268,0.9823726,1.0989504,0.9028249,0.9319775,1.0502187,1.0290903,1.0001283,1.0560625,0.7787589,1.1742054,1.2059687,1.0928707,0.9712373,1.2704575,1.1396916,0.9786199,1.0868801,0.88578564,0.8321101,0.86001444,1.1806902,1.1796118,1.1694505,1.0901634,1.2291629,0.99146336,0.98281056,0.88412017,1.2615545,1.2509679,0.9552739
fish,0.7608931,0.7910716,0.6507431,1.2205647,0.7223493,0.8953519,0.6238666,1.2074002,1.2868376,1.0722042,1.3852838,0.60808796,1.2073,1.2451516,0.99508685,1.1447974,1.1967359,1.1463056,1.0922372,0.9520073,1.3137431,1.0496595,1.1774125,0.66808915,0.83682597,0.830213,0.513174,0.9495187,1.2854433,0.8414628,1.378991,1.1345221,1.1517943,0.8512087,0.72561145,1.3281584,0.7414588,0.5855561,1.4376924,1.0619038,1.2040989,1.0499831,1.1437926,0.94985735,1.3390492,0.8400912,0.76429653,1.144444,0.7495605,1.1288278,0.794026,0.88060725,0.0,0.7549315,0.67388415,0.92533344,0.6183322,1.1072965,1.1217011,0.849628,0.8177617,1.0353683,0.55631816,1.2504197,1.0393962,0.9780766,0.7298234,1.0994754,1.0241365,1.1474665,1.1639516,1.0897537,0.72895634,1.0173104,0.90351653,0.82180846,1.1446778,0.7150017,1.2661313,0.88347816,1.1102678,0.8057199,0.96162856,0.692914,0.8577353,0.7234103,0.8052299,0.8086569,1.3029402,1.0132855,1.3257016,1.1380167,1.101247,0.65328556,0.6948825,1.2206901,0.82817996,1.1041747,0.89596105,0.9816583,1.2401042,0.89338154,1.2612803,1.0553639,0.81710035,1.3372093,0.85966885,0.79001486,1.115321,1.1721681,0.8641422,1.2183237,1.0917257,0.932402,1.1144359,1.3072665,1.1020291,1.2378917,0.6670852,0.95017815,0.94902515,1.1411823,0.89574546,1.0122435,1.0620246,0.6027864,1.2328182,1.2410172,1.3313924,0.86167514,0.77596605,0.71133983,0.8148941,0.8367434,0.8684407,1.0194159,1.0936915,1.0727744,0.82375556,1.2382551
flower,0.88321984,0.92632616,0.5429503,1.411154,0.70657635,0.77375656,0.70673513,1.0152966,1.4240417,1.1674896,1.2915637,0.8362753,1.4527454,1.2231764,0.8611311,1.2379017,1.111771,0.9696787,0.64323235,0.7822428,1.1381458,1.0287662,1.0052909,0.6735165,0.7974663,0.7914349,0.91135633,1.2330152,1.0071113,0.60243756,1.1729493,1.2938325,1.1485071,0.930172,0.99650854,1.2409041,1.0320524,0.60259044,1.3155744,0.8427404,1.0500177,0.78637147,1.1966896,1.212611,1.2698805,1.0591016,0.81250036,1.1474308,0.8969403,1.2061775,1.0913664,0.98627824,0.7549315,0.0,1.0984083,0.6619419,0.62461597,1.1079016,1.2556723,0.955508,0.9703702,1.1970072,0.5893549,1.1667669,0.934325,1.2802073,0.741022,0.9770437,1.3369082,1.1688488,0.91994214,1.3350465,0.8432774,1.0206376,0.7228362,1.1952801,1.0533055,0.67640823,1.0316769,1.1380603,0.61764747,1.0912395,0.97357494,0.6971036,0.86656046,0.9513958,0.7747683,0.7478012,1.2666724,1.12742,1.2581232,1.3255179,1.1352255,0.6714046,0.90169877,1.0994351,0.9237654,1.1457126,0.39202452,0.9305208,1.0403008,0.78955257,1.0000087,0.73728824,0.52700746,1.1866392,1.2358756,0.56807816,1.0812,1.1955311,0.9873203,1.3400822,1.1909826,1.2249904,1.0324417,1.2915173,1.2004081,1.2341807,0.61779636,0.6760032,1.217268,1.167848,0.83340585,1.1224514,1.3768368,0.749746,0.9331524,1.3116238,1.2262645,0.71153796,0.9290143,0.91874564,0.5325785,0.8241594,0.57870626,1.0046812,0.8868517,0.9299488,0.79587173,1.1881495
foot,1.0181963,0.65427566,0.8596474,0.83540714,1.0917892,0.99803174,0.87920916,1.138274,1.2648774,1.0690851,1.2829442,0.8071268,1.1273793,0.9601453,1.1585552,1.1191711,1.3088291,1.1394458,1.1088018,1.1894954,1.2707856,1.103517,1.1419308,0.9513832,0.8873357,1.0614092,0.51167995,1.044492,1.0801035,1.0600417,1.3749917,1.1393979,0.95212126,1.105833,0.86283964,1.1957688,0.822827,0.8154936,1.3190553,1.0116513,1.1608438,1.041948,1.067202,0.9477709,1.0392549,0.66530514,0.9342215,1.1935092,0.9061747,1.0280955,0.41062063,1.0750022,0.67388415,1.0984083,0.0,0.93689305,1.093505,1.0386708,1.1500113,0.8124336,0.8180404,1.1241504,0.8528645,1.0716865,1.0953232,0.5340413,0.84245527,1.0843749,1.0865372,1.1599247,1.0583233,0.9351822,0.71707755,0.8913758,1.0770216,0.5920103,1.2172984,1.0354508,1.1405886,0.81749123,1.045979,0.7174556,1.1328013,0.79267347,0.8819845,0.5930683,0.96596783,1.0108391,1.1718119,1.1045529,1.0677085,0.90564066,1.0719318,0.8373834,0.7072691,1.2618983,0.8304443,1.1389809,1.1012225,1.1933461,1.1357887,0.93144524,1.2522919,1.0735102,1.0303346,1.2408714,0.8965379,1.0559886,1.1687971,0.8730086,0.95652384,0.97633165,1.1291336,0.7126625,1.0526978,1.1238493,1.0962709,1.2226001,0.74218833,1.0407821,0.33448887,1.2115123,0.8724688,0.97958237,0.8634225,0.7377237,1.168752,0.93863815,1.2916534,1.0903047,0.4283778,0.629993,0.9465219,0.84596574,1.165946,1.1140925,1.2220116,1.0304072,0.7351052,1.1985161
fork,1.3562713,0.9275003,0.7428825,1.321666,0.9054072,0.82734317,0.9718363,0.98580945,1.2117231,1.1613863,1.3756881,0.85678923,1.3090457,1.3087897,0.9329206,1.2584442,1.1794912,1.1572363,0.47350693,0.7751113,1.2466581,0.74169075,0.8672477,0.8049735,0.58409536,0.7536129,1.0039994,1.275555,0.61984825,0.634099,1.2881513,1.3380592,0.92873305,0.8079708,1.2305028,1.2652147,0.9204195,0.6383187,1.2617327,0.5886806,1.24268,1.1220675,1.0628849,1.0452713,1.3399782,1.228318,0.8959565,1.0075909,1.0014544,1.35352,1.0733451,1.2423611,0.92533344,0.6619419,0.93689305,0.0,1.0138834,1.141365,1.0910679,0.9643726,1.1964163,1.2087352,0.81321186,1.352001,1.0063527,1.2414452,0.9061943,1.2939353,1.104863,1.4533964,0.6987491,1.3790941,0.40293145,0.9530671,0.5063479,1.0151727,1.1829543,0.6803708,0.8036425,1.396075,0.5818369,1.2089094,0.91243726,0.82115036,0.38301665,0.7860147,0.8125187,0.6990541,1.1479931,1.1464386,1.3286219,1.4245639,1.3819745,0.49318033,0.7542091,1.215815,0.78070384,1.1033236,0.54710203,0.60394615,1.1922027,1.0337334,1.1538318,0.48144448,0.61721045,1.0946308,1.2170792,0.87081635,0.93610764,1.2665417,0.798176,1.4118853,1.1101084,1.2310143,0.97917527,1.2579347,0.8259958,1.2939632,0.66150165,0.59684217,1.0627788,0.959271,0.21030283,0.8772093,1.279814,0.92768747,1.132785,1.4264762,1.2355889,0.5266218,0.97848946,0.9386641,0.6958787,0.47840846,0.9220986,0.7434054,1.0014279,0.6512935,0.70386493,1.1442546
frog,0.4372185,1.1067264,0.85565996,1.308934,0.6116539,0.92072904,0.65296584,1.0197514,1.2314245,1.0286278,1.2119442,0.9821229,1.310569,1.1052412,0.7979641,1.1032546,1.0182155,0.6940143,1.0885516,1.0995507,0.9744489,0.98849773,1.1611228,0.46865976,1.0365304,1.057216,0.9647608,1.0463238,1.2266128,0.9461614,1.2411375,1.1739389,1.1391524,0.812196,0.75832826,1.2680169,0.870816,0.9240663,1.2094663,1.1742289,0.85834634,0.4285075,1.2437255,1.0961564,1.2043904,0.914946,0.88407516,1.1055403,0.8285441,1.0823605,1.1098115,1.0056037,0.6183322,0.62461597,1.093505,1.0138834,0.0,1.0377356,1.2222879,0.9675695,0.83300436,1.095944,0.625521,1.129009,0.9413185,1.1251386,0.9025929,0.7777611,1.1125579,1.0720589,1.1204395,1.274688,1.1192534,1.0695777,0.945486,1.0898013,1.0081682,0.66404605,1.0695505,0.9740416,0.890764,0.9460825,0.7487195,1.0119693,1.0916003,1.0404367,0.91760796,0.91594607,1.392617,0.8470447,1.1906203,1.2562494,0.93766755,0.93968695,1.0805713,1.025364,1.1307113,0.992484,0.74013114,0.99499166,0.9667138,0.8373071,0.957834,1.0008255,0.9781876,1.3473866,1.0223728,0.32745606,1.06422,1.1530476,0.7430495,1.2596492,0.9935352,1.1870401,1.0969192,1.1626617,1.195468,1.0480295,0.9805455,0.94280535,1.1157025,1.0668553,0.9942373,1.1012701,1.1000373,0.88739204,0.8562901,1.2354609,1.1868346,0.76885295,1.0644829,1.0379288,1.0408293,1.0787466,0.37965328,1.045084,1.0193561,1.1479356,1.0752102,1.2064255
giraffe,0.9075583,1.0452477,1.2209594,0.88735765,1.1132429,1.1130682,1.0911057,0.8041796,0.9789051,0.61322945,0.77033776,1.2393755,0.95882195,0.7692485,0.8168771,0.79412633,0.91240776,1.0261239,1.2339967,1.1943657,1.0082173,1.0914645,1.1580417,1.045276,1.2564776,1.1621166,1.143934,0.68554854,1.1089572,1.2236485,0.8337513,0.95168775,0.9801097,1.1480078,1.1128539,0.8866007,0.92778707,1.2541441,0.8387865,1.2809029,0.5974578,0.86978614,1.0181854,1.2039047,0.59772825,1.1266456,1.1893593,1.0187123,1.112315,1.0131055,1.1485946,0.97618383,1.1072965,1.1079016,1.0386708,1.141365,1.0377356,0.0,1.0471749,1.1371834,0.97475535,0.758778,1.2158138,0.92919606,1.0493959,1.0414221,1.2166687,0.7906827,1.060244,0.8854536,1.1342374,0.927822,1.2818551,1.0508013,1.2237669,1.1331071,0.9129814,1.1343782,1.1799703,0.8528889,1.0455376,1.0564047,1.0194876,1.2213793,1.1546935,1.2030032,1.1481836,1.1194278,1.0159123,0.6716915,0.6415778,0.8408324,1.013246,1.2547526,1.2674043,0.81154054,1.157159,0.88824284,1.1131196,1.163716,0.7563581,1.0600013,0.9274989,1.1713108,1.1760674,1.0121522,0.8463187,0.99958575,0.9747391,0.82319,1.110642,0.9510313,0.9742705,1.0520713,0.89619493,0.8621121,1.1784704,0.82614464,1.2060674,1.2866228,0.80281305,1.0447345,1.1716685,1.1150861,1.0466751,1.1985452,0.86161864,0.9741772,0.90685654,1.2137649,1.1338044,1.1153125,1.2140821,1.1559128,1.0214484,1.1464434,0.9443294,1.14449,1.1589278,0.95572007
glass,0.9624983,1.3620158,1.3071063,0.7270107,1.1701419,1.1645494,1.1741998,1.0398804,0.74997604,0.9819783,0.8500585,1.3055296,0.91794086,0.8496498,1.0566903,0.9307141,0.7237709,1.0185441,1.0934272,0.94144976,0.9759431,0.93338317,0.90460634,1.269109,1.2928823,1.023637,1.1674305,0.92398447,0.9794924,1.3051791,0.88033473,0.5930834,0.8513222,1.1594191,1.1922791,1.0048815,1.0218027,1.4388458,0.8243803,0.9597268,0.92724264,1.1531588,0.9937645,1.027673,0.9084814,1.0374727,1.1193684,0.83812976,1.0420805,0.84084654,1.1284041,0.86816823,1.1217011,1.2556723,1.1500113,1.0910679,1.2222879,1.0471749,0.0,1.066174,1.0039717,0.92565745,1.1082616,0.79590225,1.063099,0.73679173,1.346124,0.93864787,0.30062377,0.87231326,0.89111215,0.9227705,1.10045,1.1306458,1.1845005,1.1397346,0.74827963,1.0480709,1.0451915,0.8249715,1.1805512,1.0985816,1.066061,1.3031394,1.2845825,1.2773321,1.2991134,1.2078406,0.8323773,1.0102643,0.87482643,0.7576903,0.82560694,1.3759273,1.2266649,0.8385332,1.2904795,0.74359435,1.1893287,0.84386647,0.9759849,1.1927507,0.9939917,1.1579785,1.3403422,0.84474576,0.9757329,1.1374956,0.85698825,0.8825214,0.576446,0.8378625,0.8486644,1.0776066,1.0120881,0.8345113,0.9142387,0.81000054,1.4249372,1.3325701,1.0446754,0.62465745,0.9310043,0.49550813,0.9561441,1.2758417,0.8910746,0.83841234,0.67101026,1.039255,1.2885703,1.1827382,1.2821413,1.3449287,1.301358,0.93032444,0.95377004,1.0686513,1.2492319,0.8442641
glasses,1.2375891,0.6009935,0.62651443,1.1753511,0.8810185,0.9138912,0.8918202,1.1879313,1.3555579,1.1320271,1.348607,0.48377174,1.3515656,1.2260668,1.1681192,1.3827821,1.3643645,1.240557,0.97526336,1.0154413,1.3048162,1.1085049,1.1908778,0.84364796,0.8490633,1.0184553,0.5883266,1.111665,1.1536268,0.7413273,1.3097818,1.2044594,1.1459293,1.0647445,0.87358,1.3011471,0.9761303,0.6037668,1.3930047,1.0079162,1.2169187,1.0641098,1.0428807,1.0349872,1.2749836,0.49881452,0.81320846,1.1880748,0.366395,0.6394821,0.4133436,1.1093104,0.849628,0.955508,0.8124336,0.9643726,0.9675695,1.1371834,1.066174,0.0,1.1287105,1.1831694,0.8774671,0.936252,1.0781403,0.85125506,0.33840555,1.1886373,1.083495,1.2755435,1.1665605,1.15591,0.74783623,1.0734712,0.88852614,0.5837134,1.3214827,0.96655744,1.1248779,1.2069118,1.0108732,0.38684046,1.1464984,0.3810326,1.0529594,0.3571915,0.6558143,0.77226406,1.2442966,1.089251,1.3193804,1.1628942,1.2510265,0.568303,0.5621392,1.2531682,0.98330915,1.2021712,0.9901077,1.0877144,1.1450827,0.9009414,1.289215,1.041394,0.67863,1.2728405,1.1516776,0.97300345,1.2555314,1.1915565,1.0068332,1.0878878,1.2661469,0.86326504,1.1092824,1.2198303,1.1340536,1.4240841,0.43521035,0.89611465,1.0054691,1.2120571,0.9760834,1.0560008,0.8668959,0.83921003,1.2824081,1.0217947,1.3708514,0.8607644,0.34339726,0.36078155,0.7382364,1.0353088,1.0634927,1.2324526,1.1449169,1.0249212,0.34979653,1.1419345
glove,0.70843494,1.1118486,1.0981485,0.84138715,0.9018942,1.0041195,0.8102158,1.0511163,1.0938077,1.000564,0.8219677,1.1723948,0.923891,0.74139917,0.9168933,0.6162554,0.9931125,0.9724621,1.3220212,1.2262849,1.0205647,1.0359141,1.1032996,1.0492768,1.311229,1.2561593,0.8964786,1.0203724,1.2109066,1.4139329,1.0247502,0.9683569,1.0952369,1.0815542,0.95288986,0.88378894,1.0735414,1.2460396,1.0046624,1.2816163,0.7921356,0.62804955,1.3566742,1.1804793,0.8841327,0.78067046,0.93399334,0.9891437,1.1064639,0.9027109,0.88529956,0.9815582,0.8177617,0.9703702,0.8180404,1.1964163,0.83300436,0.97475535,1.0039717,1.1287105,0.0,1.0776106,0.915516,0.9186352,1.0400145,0.71655333,1.0160295,0.9152077,0.9527246,0.7143605,1.1406227,0.73852324,1.2829398,1.2346246,1.3612897,1.054534,0.802336,1.008675,1.2069304,0.24993074,1.0873554,0.9570632,0.9758872,1.1511892,0.99535763,1.237392,1.2473476,1.2680082,1.2072815,0.95811754,0.8146336,0.77996147,0.9178904,1.3433778,1.2318116,0.84720755,0.7974169,0.9591021,1.2403597,1.2223113,0.8666301,0.8024409,0.82127607,1.229397,1.2213639,1.2109597,0.79074025,0.8897544,0.9288607,0.7002436,1.0670818,0.8680752,0.59185773,0.8273808,1.0926033,1.0675528,1.2392175,0.8327146,1.20001,1.2930014,0.6942641,1.0548291,1.2549819,1.172103,0.9495236,1.0363823,0.839141,0.7280476,1.0142344,1.2609916,0.9610971,1.02218,1.2145746,0.9341989,0.8491768,1.1466379,1.1453266,1.2826968,1.263293,1.1808025
grass,0.8913506,1.1166991,1.2187736,0.8915146,1.1288483,1.1799159,1.1753823,1.017364,0.69115937,0.27122903,0.7162163,1.0983853,0.6641512,0.9942155,0.9017791,0.7125281,0.7215801,1.0847454,1.2266545,1.0515101,1.0809379,1.2601128,1.1049082,1.1532481,1.252456,0.85739255,1.1641797,0.40221095,1.1196419,1.114162,0.7353488,0.98493445,0.9320833,1.0633488,1.025648,0.82837117,0.9973531,1.166584,0.7680384,1.2236433,0.8914737,1.2531058,0.9122109,1.0432208,0.9404139,1.2097245,1.1887748,0.56575584,1.1083852,0.9941894,1.2082385,0.8383975,1.0353683,1.1970072,1.1241504,1.2087352,1.095944,0.758778,0.92565745,1.1831694,1.0776106,0.0,1.2460846,1.0048088,1.2563119,1.128717,1.1800861,0.9240864,0.96006256,0.7643599,1.1325542,0.7045641,1.2224356,1.090213,1.1155403,1.096658,1.1589682,1.1886394,1.0754068,0.95132923,1.07297,1.1171088,1.0060217,1.1825198,1.1408521,1.2016464,1.070536,1.184222,0.80520564,0.29186308,0.9076309,0.8574719,0.95531017,1.1677831,1.158989,0.9301896,1.08762,1.092819,1.2000947,1.1181211,0.9706043,1.306701,1.0225854,1.1494731,1.1523051,0.84084517,0.60398924,1.1998796,1.1676135,1.0412604,1.111047,0.85162127,0.9904434,1.0656945,0.8957442,0.8117798,0.8823523,0.7658245,1.2007551,1.2853038,1.0379152,0.9748532,1.3115019,1.0495937,1.0255361,1.1475576,1.1884086,0.94380206,0.81857646,1.2334235,1.2508297,1.1433616,1.2184901,1.1481578,1.203357,1.1674582,0.60508484,1.0809397,1.1916437,0.78814125
gum,0.8041295,0.9160559,0.6055127,1.4115111,0.5844607,0.6946891,0.6755431,1.0430346,1.3720535,1.3013847,1.4083416,0.8183955,1.3655663,1.1841431,1.0094304,1.2670149,1.0454514,0.6715887,0.8141825,0.85804945,0.90145636,0.8901457,1.0594267,0.77798986,0.8622937,0.96704745,0.64312047,1.3282588,1.2304832,0.8357822,1.4374337,1.0722187,1.029844,0.80205727,0.8248395,1.4035207,0.87131643,0.6391116,1.3679326,0.92096794,1.2369576,0.90734243,1.2836484,1.0040426,1.3192203,0.89875877,0.5487642,1.2873989,0.84372747,1.1616714,0.8050862,0.9677476,0.55631816,0.5893549,0.8528645,0.81321186,0.625521,1.2158138,1.1082616,0.8774671,0.915516,1.2460846,0.0,1.2401279,0.89217573,0.9511472,0.7831832,1.1351906,1.1061316,1.232226,1.0004092,1.3454674,0.7778782,1.0087986,0.873293,1.042705,1.0731386,0.7429535,1.0171566,1.0194556,1.0023701,0.84253514,0.89391196,0.6775388,0.9094927,0.87485373,0.8505683,0.69275004,1.4140902,1.1569365,1.2635496,1.3309385,0.79551244,0.7367924,0.7637728,1.2252483,1.0027317,1.0213114,0.81214345,0.90480125,1.222553,0.87827414,1.102957,0.79339635,0.79186714,1.3818941,1.1421506,0.76511705,0.96034634,1.2046211,0.8434355,1.4143853,1.0631456,1.161227,1.1049306,1.3441467,1.1700716,1.1329585,0.6982397,0.7348082,0.996591,1.0809115,0.857635,1.0107392,1.2309198,0.64844847,1.0027667,1.3052185,1.2393969,0.5729886,0.7864331,0.6810901,0.68597674,0.90656126,0.52813315,0.86822593,1.1545801,1.0518177,0.7386305,1.3517723
hair,0.7939193,1.1771933,1.293375,0.65860313,1.2281055,1.1993103,1.1971061,1.0718284,0.89206994,0.95916563,0.6584134,1.2398672,0.93698454,0.49944353,1.120998,0.90690506,0.86159265,0.96602327,1.3140215,1.2814521,0.94621825,1.1132836,1.1546706,1.2377502,1.40639,1.0595204,1.097778,0.81640923,1.0912905,1.3056878,0.79636717,0.8519182,0.88506037,1.2269719,1.1640322,0.7959337,1.0787126,1.4051161,0.70204496,1.2748865,0.75868636,0.8507823,0.94282055,1.1888552,0.47956848,0.83849865,1.2348061,1.0548471,1.1629707,0.38671124,0.9887558,0.80737513,1.2504197,1.1667669,1.0716865,1.352001,1.129009,0.92919606,0.79590225,0.936252,0.9186352,1.0048088,1.2401279,0.0,1.0599085,0.7025522,1.0816321,0.78505915,0.93363106,0.6856973,1.1515534,0.8002571,1.2672074,1.1462682,1.3941534,0.97563064,0.84696317,1.2590251,1.0495104,0.6997162,1.192128,0.90308636,1.1082467,1.2099911,1.3898062,1.1582171,1.3062938,1.372992,0.9089126,0.97940797,0.48814934,0.64068043,0.77975893,1.4046347,1.2627703,0.8609512,1.2317462,0.88842404,1.1842551,1.1377726,0.77824354,1.1324992,0.93235433,1.2849262,1.2794443,0.8528031,1.0021232,0.9920591,1.0414509,0.6284495,1.1021264,0.52966875,1.0030863,0.8914957,0.93492454,0.76147777,1.136343,0.8197703,1.3398397,1.3673689,1.0322216,0.8878565,1.3526573,1.1235515,0.8184328,1.2435607,0.84940857,0.617317,0.80661094,1.397832,1.0656435,1.1316947,1.2293582,1.3866513,1.2186838,1.1988173,0.9394069,1.1815072,1.2783359,0.7748657
hamburger,0.9997034,1.0830119,0.9416096,1.1135228,0.91336924,0.9877179,0.7615317,1.0096527,1.173235,1.1199932,1.1868478,1.0993048,1.2213732,0.9626702,1.0145234,1.1487695,1.1130413,0.95980996,1.0069472,0.9306105,1.0108477,0.3562231,1.0779266,1.0635355,1.0775819,1.1793679,1.0069184,1.0829515,1.1429105,1.0052304,1.2177548,1.0142008,1.0817839,0.70031613,0.9998814,1.2135346,0.66530305,1.0251987,1.192827,1.0103412,0.9002203,0.85488766,1.183983,1.1481749,1.0263078,1.0433612,0.96966493,1.162159,1.0503519,1.106103,1.0729303,1.0590839,1.0393962,0.934325,1.0953232,1.0063527,0.9413185,1.0493959,1.063099,1.0781403,1.0400145,1.2563119,0.89217573,1.0599085,0.0,0.9844139,0.97814214,0.94562936,1.1315973,1.1735313,1.0458698,1.2090834,1.112654,1.2007135,1.0754427,1.0942214,0.5077859,0.80594605,1.0760907,0.9985939,0.99168444,1.0534469,0.6172726,0.98808515,1.0209192,1.0973979,0.9349461,0.70523834,1.1942776,1.1026016,1.0185789,1.1642497,0.9841067,1.0181279,1.038192,0.89392066,1.1315409,0.3400525,0.97190624,0.674703,0.957042,0.74124765,1.0418414,1.0524205,0.9710852,1.1881967,1.0752351,0.9329462,0.42285603,1.0103399,1.0637897,1.1817057,1.0807914,1.0944719,1.122447,1.1371062,1.1746199,1.1413201,1.0060287,0.87137336,1.1682136,0.67027515,0.94585705,1.1033379,1.0536759,0.9565835,0.91843694,1.1372926,0.92906564,0.89793414,1.063328,1.0924988,1.0207745,1.0320697,0.8997513,0.9919798,1.007595,1.1486496,1.0504595,1.1722028
hand,0.879989,0.9264738,1.1611447,0.48634303,1.2060299,1.1911745,0.96567047,1.0907453,1.0224354,1.0816793,0.9381117,1.1049454,0.9916932,0.62315667,1.2447788,0.98244977,1.0472895,0.959095,1.3697252,1.3186197,1.0262336,1.0105168,1.2226473,1.2326815,1.2995846,1.2609046,0.6653505,0.9625046,1.1692927,1.3827789,1.1016461,0.83191437,0.9925383,1.2943892,1.0184395,1.0198295,0.94040346,1.2913092,1.0045704,1.2568849,0.9704372,0.86802024,1.0376918,1.0683887,0.8156334,0.5328074,1.0785656,1.1468898,1.0237118,0.7085022,0.39704025,1.0022243,0.9780766,1.2802073,0.5340413,1.2414452,1.1251386,1.0414221,0.73679173,0.85125506,0.71655333,1.128717,0.9511472,0.7025522,0.9844139,0.0,1.0979193,0.9964469,0.8465431,0.8866855,1.1333256,0.7971075,1.0549091,1.0916111,1.3879436,0.69962674,0.871751,1.1353717,1.1526467,0.5284077,1.249298,0.6956527,1.1428542,1.0841122,1.2398674,0.9052671,1.290185,1.266181,1.0840871,1.0059719,0.81061745,0.6666702,0.7826561,1.2544206,0.90972435,1.0009108,1.0778781,0.8321717,1.3071651,1.2490178,1.0210342,0.9465063,1.0885061,1.2736572,1.3341641,1.0871637,0.9494889,1.1244358,0.9480626,0.65737164,0.85641503,0.674977,0.9525015,0.73483515,1.1376519,0.9506149,1.1022925,0.9794118,1.1843548,1.3559941,0.65123093,0.99711007,1.1420339,0.9978813,0.69497836,1.0486145,1.031892,0.59965885,1.0122352,1.3002802,0.6191312,0.8139646,1.1975718,1.2561204,1.2436817,1.1602067,1.1613095,1.2430897,0.9952069,0.9919321
