,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
slipper,1.3364718,0.6774267,0.45839053,1.2871605,0.8529291,0.7075039,0.5595394,1.2169055,1.5169657,1.1666446,1.4194741,0.3251322,1.2703931,0.744418,0.93531287,1.4251835,0.79437447,1.0334412,0.47293782,0.83004045,1.4621091,0.6511344,0.5908617,0.98385847,0.6479689,0.5893097,0.64623815,0.7986139,1.1771836,0.9550113,1.2912922,1.219722,1.3722353,1.1351806,1.2691733,1.1828598,1.1320968,0.9747103,1.3903718,0.9968955,0.280416,1.5352272,0.64843136,1.0772549,1.3342705,1.2187672,1.2616599,0.99665076,0.5554703,0.58214176,0.69215125,1.0735204,0.6722344,1.2083474,0.5318409,1.3045192,0.6063836,1.04378,0.62317455,0.6068124,1.0777295,1.5190599,0.57919836,0.74295163,1.2584059,0.7793218,1.2462854,1.25084,1.0806265,0.43686485,1.0096465,1.236696,1.3412781,1.1462426,1.0723299,0.6319573,1.0646398,0.54059076,1.1146516,0.9797765,0.7942724,1.1354649,1.2277169,1.2795055,0.7598332,1.275313,0.30904114,0.7601879,0.24461347,0.511829,0.5785289,1.2754047,1.2568362,1.377435,1.1627793,1.4916215,0.4958763,0.45245838,0.95263886,0.8556857,1.2345603,0.623829,0.7917732,0.99398994,1.2066748,1.0868204,1.1922362,0.668983,1.0814441,0.9885651,0.86691904,1.3107698,1.182284,0.7736443,1.0396597,1.1467371,1.4013582,1.2154328,0.6379608,1.1999191,0.76824045,1.3426669,1.3872278,1.4880247,0.0,1.3446424,0.40618938,0.8798901,1.0482719,0.65633667,1.1033459,0.80627966,1.291439,1.3632808,1.6180294,0.8298305,0.2502612,0.28145063,0.5541234,0.7606329,1.235476,1.1180596,1.2622433,1.189778,1.0165238,1.0062256,0.37949222,1.4676597
snow,0.8784909,1.1373863,1.2632024,0.7943438,1.157778,1.2711115,1.3583338,0.96665895,0.6647429,0.45026374,0.53169477,1.2774191,0.73232985,1.0519072,1.1329646,0.43866098,1.1461235,1.0984075,1.3051162,1.2447566,1.0209237,1.3632512,1.1078756,1.2712092,1.2613916,1.2720872,1.217137,1.251257,1.0320475,1.0977254,1.0939153,0.96674645,0.8439788,0.7860775,0.9960521,1.0045996,1.1737617,1.1073831,0.65807956,1.1399299,1.3174889,0.7908305,1.2826009,1.0709549,0.93744,1.1696134,0.83650774,1.0377136,1.185379,1.1493528,1.1522126,0.42709887,1.0798013,0.972434,1.175771,0.8986254,1.1111014,1.1430023,1.1512384,1.2003562,1.1501708,0.7234851,1.2172679,1.1512071,0.46378934,1.3214357,0.8535491,1.1291612,1.029078,1.3007503,0.87907,0.9666776,0.6921304,1.1980292,0.7834428,1.1302688,1.1021372,1.213243,1.0817567,0.9760634,1.2552836,1.0345974,0.8797846,1.0627426,1.1170413,1.1152722,1.2264988,1.0779271,1.2554942,1.185214,1.2484324,0.92628217,0.54301536,0.78676355,0.82684875,0.690881,1.1603535,1.1688813,1.0968366,1.1577297,0.5334057,1.0374033,1.2235255,1.1558458,1.0460716,0.99875677,1.1168947,1.2929566,1.1431153,1.1589925,1.0775199,1.000066,0.30554205,1.2812355,1.2181275,0.69101787,0.78193486,0.7757082,1.0767552,0.82093984,1.3388059,0.75920224,0.82997215,0.61133325,1.3446424,0.0,1.3156841,0.96219987,1.0123618,1.2573555,0.9829618,1.1388545,1.0910321,0.8394642,0.6694615,1.1812462,1.2469912,1.247494,1.1468836,1.070643,1.119027,1.0950315,0.863351,1.0547686,1.1820022,1.1033535,1.2796819,0.7016934
soap,1.4550513,0.9030057,0.14456469,1.4761131,0.7522038,0.6024789,0.1599499,1.1978486,1.4415346,1.1094766,1.4956748,0.546683,1.4197781,0.86715925,0.94925714,1.5005367,0.7507408,0.94117963,0.3051793,0.6401955,1.3411863,0.5213141,0.5152666,0.8252319,0.5647627,0.7510452,0.5508281,0.698734,1.1224185,1.0858116,1.0846529,1.1163509,1.396498,1.289669,1.1736335,1.1884947,0.813686,0.90367997,1.4315172,0.8015824,0.25960696,1.487548,0.45384574,0.9445194,1.3150917,1.2815583,1.2857051,1.1375326,0.47912437,0.6769074,0.6575243,1.1048506,0.9570024,1.2484155,0.895342,1.2652003,0.63871884,0.89296854,1.1240013,0.71066266,0.99199694,1.4147416,0.8628156,1.2077775,1.2144856,0.68469846,1.3645853,1.1241726,1.3474963,0.62036824,1.0752014,1.1720235,1.4069998,0.83515424,1.3273327,0.7284777,1.1529222,0.43614376,1.2604344,1.2387359,0.28454816,1.0835637,1.4703324,1.1881481,1.0633554,1.1864562,0.40185368,0.7698097,0.55393016,0.70881647,0.2747736,1.3057549,1.200066,1.4367732,1.3888575,1.3852468,0.45069098,0.4310032,0.8750802,0.7468471,1.1798456,0.75696564,0.7973526,0.83474934,0.9046402,0.99361545,0.92753625,0.35154843,1.2090925,0.9606736,1.0493462,1.3042325,1.1588249,0.68687963,1.006878,1.3359678,1.3758855,1.3966686,1.1668204,1.3225543,0.66529965,1.3645337,1.2571871,1.4408525,0.40618938,1.3156841,0.0,1.1892422,1.1174285,0.6742326,1.206179,0.81780005,1.2805092,1.4446468,1.5241036,0.6625466,0.63456285,0.5355453,0.51906484,0.7512616,1.0892109,0.9586633,1.1713818,1.1449151,0.9304295,1.0624318,0.7217822,1.3868415
sock,0.91214395,0.8706243,1.298553,0.7992823,1.0167439,1.1487069,1.2175245,0.79015553,1.1722126,0.9586292,0.92627275,0.9969543,1.0012476,1.0316527,0.85525924,0.7759657,1.0879079,0.9791471,1.1469926,1.0979426,1.0271081,1.1632355,1.1662087,0.90905446,1.1510783,0.8854656,1.1644764,1.1417733,1.033624,0.9590474,1.050843,1.1474762,1.0028152,0.93672585,1.0366557,0.8700483,1.0885193,0.9400094,1.0243024,0.9893486,1.1258817,1.055753,1.0766377,1.0285088,1.0158845,0.849682,1.1828401,1.1018192,1.1855693,0.9082208,1.0888138,0.99176264,1.1126664,1.1299436,0.9438567,1.0159196,1.1875961,0.9755712,0.4176787,1.1248114,1.0807278,1.1071762,1.1449702,0.38713324,1.0935924,1.0464891,1.1073625,0.98177916,0.87368643,1.000973,1.1168665,0.8855728,0.93502337,0.8724934,0.793125,1.0490321,1.0115266,1.2059411,1.0184742,0.9077389,1.135084,0.7831042,0.55219567,1.0237333,1.0960038,0.94938165,1.2376777,0.86057484,1.0932003,1.0183865,1.2154983,1.0398911,1.0056022,0.9170003,0.84043753,0.9752202,1.0986269,1.1641884,1.0782427,1.1366366,0.86375237,0.8634871,1.0686679,0.976031,1.2300055,0.9931508,0.9871898,1.1474767,0.76711553,0.774325,0.9723782,1.0963469,1.0129973,1.0273287,1.006533,0.7620734,0.99936247,0.96003276,0.28478885,0.87420356,0.94089675,1.1339631,1.2281027,0.891966,0.8798901,0.96219987,1.1892422,0.0,1.062311,1.08282,0.8951497,0.8601998,0.96221757,0.9820411,1.0793647,0.98143554,1.023412,1.1501431,1.0729418,0.89039963,0.94620293,1.0567739,1.1145015,0.98578787,1.0445724,0.9273635,0.7547987,1.1997122
soup,0.889678,0.8551133,1.1096768,0.94521564,0.9390724,0.89664924,1.1321964,1.0517609,0.9122398,0.9674747,0.982645,0.8830942,0.82877386,0.9843029,0.83706176,0.97747594,1.1018174,1.1819437,1.1769948,0.8528717,1.0700475,1.0762492,1.0000132,0.9580084,1.0660572,0.92352694,1.1109453,0.9324499,1.0792004,0.9440062,1.0641712,0.9081577,1.0147226,0.88533294,0.78058505,0.9897409,1.0103317,1.1031367,0.9214822,1.1432841,1.0908597,1.0263,1.0326488,1.16268,0.9886467,1.1681322,0.9571137,0.7970333,1.1419415,0.9698998,0.80201274,1.0123982,0.93218035,1.0372894,0.9512025,1.1036412,0.7476796,1.1572834,0.9358688,0.9961568,0.97523415,0.91623443,1.0780431,0.84761846,0.86488926,0.9768468,0.94328654,0.93360424,0.93799657,1.0135722,1.0017079,1.1412536,1.0697672,1.1715038,0.81349486,0.960804,1.0178425,0.95672685,0.8514882,0.7749164,1.074799,1.0233461,0.9654347,1.1315689,1.0348884,0.9415061,1.0770713,0.9103868,1.0132413,0.8400712,1.1206992,0.9590612,1.1511159,1.0458506,0.86053115,1.1006263,1.080221,1.0990582,0.9261969,0.8683728,1.1268586,0.8891121,1.0828828,1.145285,1.013923,1.1845862,1.0581709,1.1632465,1.1259742,1.1448915,0.72153664,1.0458379,0.9858969,1.1337548,1.0697799,0.96308947,0.968853,0.8664008,1.0096238,0.8132228,1.0942637,0.97506845,0.86513555,1.0330179,1.0482719,1.0123618,1.1174285,1.062311,0.0,0.9230026,0.74679244,0.9281098,1.0908927,0.98529494,0.9973708,0.93995446,0.98592883,0.9974221,1.1474164,0.9187846,1.2032723,1.1056249,1.0297737,1.1850644,1.1443017,1.0916607,1.0856324,0.98181814
spoon,1.3342158,1.0253903,0.7671081,1.2944195,0.85488486,0.76060593,0.6879659,0.9913863,1.2001648,1.2901294,1.4895266,0.59264946,1.3076966,0.8678556,0.83391714,1.4957479,0.6077943,0.98007226,0.70606405,0.5021106,1.2184368,0.7457864,0.6734369,0.7181499,0.69962513,0.8199469,0.72337705,0.80764997,1.1196511,1.0249819,1.0202149,0.9064811,1.3704708,1.3180411,0.9930156,0.93901044,0.88296896,0.8985214,1.4734468,0.9182999,0.56512606,1.3654511,0.6300343,0.949446,1.2679713,1.1821818,1.1637733,0.90478647,0.6960199,0.45563626,0.7286094,1.1084166,1.0152519,1.3229467,0.93295217,1.3289928,0.7586037,0.8522026,1.0595301,0.2687596,0.947776,1.0383749,0.8731924,1.0818695,1.2930276,0.8117964,1.3389707,1.1559798,1.1483818,0.85441595,1.1472496,0.6451912,1.4283285,0.9007354,1.3432654,0.29756427,0.9126687,0.5094608,1.1846454,1.0840695,0.77210724,0.98972666,1.3245165,1.056369,1.0103303,1.0890082,0.81839263,0.86142635,0.66398525,0.7217549,0.8145773,1.1002454,1.263073,1.3835727,1.3549896,1.3465785,0.4295979,0.5278793,1.0176597,0.9376703,1.3090487,0.86432505,0.8530246,0.8159329,0.82851946,1.0074208,0.9633831,0.75975096,1.0710378,0.8229793,1.0130323,1.1491554,1.1807759,0.7364217,0.9895105,1.2655272,0.87585706,1.3823298,1.058546,1.3764954,0.51426905,1.2890306,0.99940777,1.3884001,0.65633667,1.2573555,0.6742326,1.08282,0.9230026,0.0,0.72848505,0.924132,1.1383094,1.3704796,1.3741341,0.5452504,0.8505804,0.7740867,0.62456536,0.88638043,1.0530069,0.68605775,1.147665,1.0858065,0.9859753,0.74416465,0.6376672,1.3927
sprinkler,0.88407254,1.1086838,1.2161776,0.9154206,0.8382686,0.9174173,1.171233,1.0258939,0.9195696,1.1136308,1.1000861,0.93780464,1.0040488,1.0627141,0.75454307,1.0562029,0.8897194,1.1435173,1.1240939,0.845398,1.0734184,1.1756406,1.0885911,0.93669575,1.167291,1.055443,1.1437283,0.9875602,1.0860581,1.1200287,1.0085182,0.51602864,1.117371,1.0764903,0.8022972,0.8553543,0.9940119,1.1020479,1.1089319,1.1468377,1.0685022,1.0649316,1.0001727,1.0623982,1.0166248,1.1592686,1.016394,0.8946507,1.0890023,0.8824901,0.92536664,1.0473417,0.9755883,1.0520564,0.9424086,1.0247599,0.9241751,1.0074407,0.958585,0.8500718,0.89572024,0.58678037,1.0188848,0.86638016,0.9484266,0.8459001,1.0180058,1.0557964,0.8230916,1.1937869,1.0916241,0.7588534,1.1654096,0.97293377,1.0340021,0.8118831,0.967874,0.9356266,0.963549,0.9406012,1.0919977,0.9398981,0.90972334,0.989769,0.9131989,0.9717082,1.1779535,1.0594615,1.0618902,0.8297379,1.2125193,0.96257997,1.1261669,1.0513816,1.06158,1.0375223,0.91641617,0.99429053,1.1109626,0.9344551,1.1217747,1.0814716,1.0779222,1.0290712,0.96742606,1.0592712,1.0414782,1.2166668,1.0320551,0.916221,1.0503765,1.0258205,1.0307915,1.067472,0.9269289,1.1527376,0.69833076,1.0092481,0.927858,0.91709274,1.0031991,1.0581362,0.82457685,0.90307873,1.1033459,0.9829618,1.206179,0.8951497,0.74679244,0.72848505,0.0,1.0700419,0.96539617,1.0408754,0.9643925,0.76714075,1.0695654,1.1071948,0.96631473,1.0409868,1.0024475,0.8491038,1.0782641,1.0062016,1.0946642,0.9305375,0.9434622,1.0555823
strawberry,1.0170336,0.8822513,0.87291235,1.1048331,0.819347,0.72696525,0.8688421,1.0007058,1.1794859,1.102712,1.1052412,0.8240336,1.1300626,0.82728237,0.9128769,1.0986311,1.1163452,0.94415784,0.98214513,0.9421249,1.0670178,0.9583865,0.7559206,0.95369816,0.83595985,0.9052188,1.038411,0.8388429,1.0661179,0.9833626,1.0816004,1.1343727,1.0343614,1.0768913,1.0347799,1.0634238,1.0396663,1.0158672,1.113588,1.0229127,0.80167747,1.2046626,0.98193216,1.0744083,1.0918024,0.91405624,1.1305348,1.0245653,0.9691795,1.0092717,0.88957286,1.0943795,1.006003,1.1145941,0.85165024,1.0999892,0.8895847,0.89156216,0.90534073,0.9076107,0.78966033,1.1912414,1.057614,0.8460342,1.0503689,0.87267464,1.1741451,0.9175119,1.0594902,0.867511,1.0986384,1.0794877,1.1306226,1.0451883,0.99889064,0.9915453,1.0845233,0.9801743,1.1672747,0.9712466,0.8231112,0.95124394,0.93082833,1.062851,1.0625769,0.98098636,0.92764646,0.9386509,0.8850258,0.8821335,0.90750736,1.2073338,1.1312511,1.0798433,1.0119984,1.0865902,0.96922773,0.91367936,0.9732421,0.8321408,1.0218769,0.8257295,0.9997316,0.8757907,1.0820593,1.075396,0.9265542,0.9762407,0.9601109,1.0257488,0.7690134,1.181898,1.0963097,0.9222698,0.94607085,1.0309113,1.1502812,1.074629,0.8714903,1.0304693,0.8003396,1.1558465,1.1474565,1.1344314,0.80627966,1.1388545,0.81780005,0.8601998,0.9281098,0.924132,1.0700419,0.0,1.0338156,1.0932001,1.1871138,0.9956979,0.858101,0.8860137,0.92409074,0.9551488,0.9772648,1.0997972,1.0469124,1.0657947,1.0686948,1.0587696,0.95586145,1.1442516
stroller,0.9097759,1.2002306,1.2725902,1.0208343,1.0445105,1.1293626,1.2251611,0.8112622,1.0562339,1.1496482,0.85686123,1.2345266,0.880166,1.1541665,0.87425876,0.92689985,0.96749055,0.97253805,1.1926801,1.074441,0.9223345,1.2949955,1.2641845,0.93974763,1.1205151,1.0109706,0.87681293,1.2697272,1.0231967,0.70496833,1.0693178,0.93930817,0.77377737,0.98700684,0.9407077,1.0095848,1.2047338,1.2296981,0.82794493,1.2613854,1.3500578,0.6500957,1.1654235,0.985451,0.8752739,0.63404894,0.9640956,1.0339733,1.1521041,1.1038556,1.3289268,1.161058,1.1638734,0.8913897,1.2834282,0.6312736,1.3260605,0.8449579,1.0774572,1.205754,1.001865,0.8574955,1.1609648,0.9115799,0.9798562,1.2619517,0.95532715,0.9465136,1.0796174,0.9760523,0.9933289,0.79471743,0.77059835,1.0112801,0.9584226,1.1671598,0.7825676,1.2430463,0.8983226,0.9246851,1.201718,0.9260793,0.85497713,0.12301803,1.1555867,1.0432767,1.2975961,1.1451372,1.3342214,1.2704716,1.3043958,0.8837083,1.1272157,0.82609004,0.9169697,0.989702,1.2497648,1.2957666,1.0420876,1.2642262,1.0783179,1.1908978,1.202766,0.8656743,1.1133503,0.96925175,1.0355817,1.1298227,0.7039454,0.78146553,1.0676992,0.78177404,1.093812,0.94447035,1.0076278,1.0534618,0.7665048,1.012267,0.9354106,0.87916255,1.1025549,0.91667926,1.0423524,0.76178086,1.291439,1.0910321,1.2805092,0.96221757,1.0908927,1.1383094,0.96539617,1.0338156,0.0,0.88442135,0.87236786,1.075111,1.3386434,1.3660631,1.1929387,1.1293256,0.6959866,0.98917824,0.76634645,0.3343886,0.7045704,0.70417666,1.228637,0.6968434
sweater,0.6338111,1.0598611,1.4030061,0.39609098,1.2089599,1.2576702,1.4056734,1.0442302,0.68980396,0.96541756,0.60107183,1.3310628,0.6575832,0.95497227,1.1729084,0.61865693,1.3207645,1.1601484,1.4108001,1.3661685,0.77886814,1.3749639,1.2684658,1.2225666,1.3002582,1.20538,1.3716319,1.3103518,1.0023856,0.92119277,1.031799,1.0070208,0.5623642,0.42678487,0.9761819,1.0274779,1.2586405,1.2210803,0.55630034,1.2905653,1.4809678,0.6752485,1.392146,1.1554549,0.77721465,0.8710522,0.82596564,1.0504419,1.3411148,1.3316085,1.3090224,1.0532869,1.0702237,0.5348462,1.1032424,0.78503096,1.2610807,1.235379,0.95441383,1.2617698,1.0458539,0.7157637,1.0651493,0.80677044,0.7965628,1.3103039,0.34457684,0.9318401,0.7124403,1.1896324,0.80315363,1.1305339,0.43485826,1.1671723,0.42465758,1.3309836,1.045993,1.4718775,0.63615453,0.77468777,1.4183927,1.0406492,0.66566026,0.99746495,0.9400668,0.9586455,1.3278487,1.2435008,1.2514427,1.3548061,1.4057415,0.8586908,0.97684616,0.49781847,0.3355009,0.7427181,1.4769108,1.3424977,1.1065563,1.1418995,0.9392076,1.3056667,1.2455732,1.2452191,1.1050684,1.09062,1.1678703,1.4186163,0.9069574,1.1609399,0.9481415,0.8180064,1.0255915,1.3162668,1.0690558,0.61058706,0.7702167,0.24487865,0.9115962,0.47661018,1.313983,0.6492642,0.79472655,0.6689181,1.3632808,0.8394642,1.4446468,0.9820411,0.98529494,1.3704796,1.0408754,1.0932001,0.88442135,0.0,0.5409456,1.3444755,1.2393968,1.2915089,1.2940456,1.2467697,1.0622294,1.1763805,0.94667995,1.0797371,1.1782573,1.058768,1.2136325,0.59076065
table,0.60517013,1.2756222,1.4820666,0.5982764,1.2001626,1.2842451,1.4705969,0.8201042,0.26253194,0.93184793,0.46673286,1.5404671,0.46223557,1.0459045,1.2196797,0.51181704,1.3609213,0.90368146,1.4698559,1.2097961,0.38688433,1.3918589,1.3955126,1.0671635,1.4082363,1.3677591,1.4958975,1.2329395,1.0257435,0.89310384,0.7652276,0.8154672,0.45057416,0.75501907,0.6205946,0.92883784,1.0400819,1.0595275,0.42656863,1.0813795,1.5921516,0.36984378,1.3706508,1.1618426,0.7649118,0.8485112,0.7724187,0.9871589,1.4498547,1.4324434,1.3120022,1.033168,1.1650933,0.7483925,1.2690728,0.6938738,1.3695208,1.2162505,1.1403229,1.3045629,0.8636632,0.5149466,1.3080384,1.0494778,0.73412204,1.1292672,0.72063935,0.84613335,0.7643622,1.4429584,1.0065196,0.8829223,0.5846791,1.0285879,0.7156717,1.3498459,0.9363139,1.5594013,0.8535187,1.0020291,1.3669662,0.91740054,0.61882067,0.9861607,1.0768802,0.85292,1.4790068,1.2889538,1.5600882,1.4361676,1.4315748,0.66335803,0.85035014,0.5613142,0.64143777,0.37614155,1.581087,1.45573,1.1071255,1.1167212,0.8646835,1.4411521,1.2058386,1.2632952,0.5916449,1.1389365,1.0393372,1.4652038,0.940323,1.1883959,1.0876172,0.71051586,0.9119115,1.4213433,1.0356578,0.85178727,0.56269014,0.67857766,1.0796828,0.6470944,1.2941928,0.57073903,0.34081972,0.3809241,1.6180294,0.6694615,1.5241036,1.0793647,0.9973708,1.3741341,0.9643925,1.1871138,0.87236786,0.5409456,0.0,1.2540452,1.4760262,1.4728274,1.3468345,1.312942,0.7249047,0.8724528,0.9482172,0.9910157,1.1980565,1.0533347,1.473027,0.55145293
tape,1.4841816,0.98471344,0.6843139,1.4025993,0.56487626,0.65715444,0.72201407,0.8237543,1.226823,1.1306493,1.3332365,0.7365208,1.3598019,1.1229542,1.0890791,1.3490562,0.5885802,0.8757903,0.57518804,0.21528131,1.1541802,0.81518316,0.9344738,0.45357078,0.8841447,0.8150431,0.5746333,0.9520112,0.9859976,1.0728573,1.1607839,0.7279505,1.3231313,1.3738407,0.79969,1.0644077,0.8830377,0.9760319,1.3629781,0.940515,0.71793944,1.2444259,0.44478524,0.66923636,1.0985291,1.082939,1.2288426,1.0082612,0.81222093,0.6920998,0.7145596,1.1101604,1.0465785,1.2632518,1.2114863,1.1357355,1.0534127,0.8314539,1.2711062,0.80888903,1.0486044,0.9655101,0.96852314,1.2363969,1.2417026,0.79998434,1.3887062,1.1260214,1.3604287,0.77532196,1.168327,0.765605,1.3408625,0.5861799,1.3943902,0.8525964,1.1216804,0.5357082,1.3942957,1.3370588,0.5559328,0.9714714,1.396988,0.96702695,1.155251,1.1385334,0.8173251,1.0184397,0.9653817,0.71323436,0.6706299,1.0850805,1.135412,1.3262305,1.4240184,1.2995574,0.62602156,0.76424336,0.9768259,0.986202,1.0608124,0.9411839,1.0370412,0.72564924,0.6775192,0.8355068,0.8638039,0.6181887,1.0467497,0.6114861,1.1559341,1.1444815,1.1037903,0.7520131,1.0535122,1.3504841,1.0796504,1.4478707,1.1643617,1.3648999,0.76412463,1.3065549,1.0121071,1.2048341,0.8298305,1.1812462,0.6625466,0.98143554,0.93995446,0.5452504,0.76714075,0.9956979,1.075111,1.3444755,1.2540452,0.0,1.0753158,1.0514381,0.8723294,1.0288042,0.7970015,0.4702224,1.1719867,0.9723795,0.7791717,1.0080508,0.7407987,1.2753698
toe,1.2334096,0.5663309,0.5556046,1.0954123,0.8824171,0.73247856,0.71526945,1.4009964,1.2992544,1.102318,1.3752378,0.5958757,1.2901812,0.77711594,0.91467845,1.3742625,1.0021139,1.2093551,0.70336074,1.0624182,1.4667778,0.63466775,0.75055516,1.1869159,0.8372451,0.87930405,0.88315594,0.7048758,1.1475084,1.1458454,1.1919278,1.2162491,1.323122,1.0841835,1.3307834,1.1736253,1.0067827,1.0059403,1.2989645,0.98002094,0.45100975,1.551849,0.85889935,1.1795301,1.2876033,1.1995757,1.1885402,1.0904975,0.66528904,0.875388,0.5340337,0.98876584,0.556286,0.9979466,0.17107439,1.2939839,0.6613229,1.1511632,0.5834876,0.7205789,1.0933553,1.4146724,0.4188379,0.78797793,1.176676,0.64176625,0.9987453,1.0950437,0.6849938,0.5996023,1.0180869,1.3112016,1.2657964,1.2334858,1.0063878,0.85728586,1.2105755,0.6778338,1.090937,0.934219,0.90839857,1.1342711,1.1619154,1.3076614,0.5449696,1.0933753,0.25780076,0.91010976,0.23667943,0.5317464,0.6569807,1.3299321,1.1656592,1.2327033,1.1166251,1.3470219,0.753652,0.67680174,1.0189439,0.6581788,1.1448853,0.7569082,0.6599529,1.1389675,1.2169653,1.1267076,1.1420931,0.7390189,1.2859428,1.1976222,0.84129465,1.326353,1.1110554,0.9463441,0.9865502,1.1174914,1.4418354,0.99162626,0.8266013,1.0057365,0.91026634,1.2856275,1.3067641,1.4331224,0.2502612,1.2469912,0.63456285,1.023412,0.98592883,0.8505804,1.0695654,0.858101,1.3386434,1.2393968,1.4760262,1.0753158,0.0,0.19881117,0.7057524,0.9002637,1.3284239,1.3476754,1.2392142,1.2120469,1.147787,1.1771237,0.45390368,1.3544831
tooth,1.2420677,0.7507652,0.47396016,1.2284157,0.9412084,0.7356732,0.59757566,1.4026617,1.2817409,1.0545422,1.3862581,0.5580989,1.326855,0.6831301,0.8910595,1.3570454,0.94688356,1.1292937,0.6468486,0.9991104,1.431328,0.539261,0.64834785,1.1667436,0.7089302,0.92261136,0.7980126,0.58785176,1.1560515,1.1862242,1.0785562,1.1771165,1.3663244,1.0862485,1.3450235,1.1781654,0.93756735,0.94893473,1.3504777,0.90291613,0.30206656,1.5097419,0.8311795,1.1721947,1.3014088,1.2594075,1.2219797,1.0860479,0.58363175,0.8426963,0.61984265,0.9516376,0.5645811,1.1606171,0.40285587,1.2796612,0.49143535,1.1212093,0.80762994,0.63017476,0.99035215,1.4162519,0.5650626,0.9149221,1.1753054,0.5801183,1.1014416,1.1022447,0.9294401,0.70939374,0.9773841,1.2796803,1.3003018,1.2647305,1.0793555,0.7837199,1.1892028,0.6123195,1.0969281,0.9466235,0.8908815,1.2387806,1.2436053,1.307292,0.5226523,1.072457,0.2659943,0.8901068,0.30655313,0.6012728,0.6057185,1.3391368,1.1396189,1.2954159,1.1790477,1.3313439,0.64797133,0.50794697,0.974662,0.6220722,1.1142435,0.77253187,0.52698356,1.1633631,1.0954821,1.087526,1.1924087,0.7444114,1.3076293,1.2748907,0.92407197,1.3398516,1.1204447,0.9279423,0.94405246,1.1010556,1.3327577,1.1054231,0.94171,1.1113435,0.92348516,1.2737862,1.2716471,1.4206673,0.28145063,1.247494,0.5355453,1.1501431,0.9974221,0.7740867,1.1071948,0.8860137,1.3660631,1.2915089,1.4728274,1.0514381,0.19881117,0.0,0.58408284,0.8825629,1.302111,1.278554,1.2179623,1.2244648,1.1064615,1.190886,0.57919604,1.3696184
toothbrush,1.311149,1.0676432,0.49716693,1.1964262,0.90459794,0.67823684,0.682669,1.1663603,1.2455117,1.1055892,1.3326445,0.60580665,1.2666057,0.9038954,0.7934364,1.343396,0.8037936,0.9646953,0.3341412,0.8003757,1.3095546,0.91627693,0.41122842,0.8855685,0.721185,0.72232324,0.66126204,0.7711321,1.1653175,0.9944636,1.1801102,1.0277733,1.2071165,1.1937433,1.1635456,0.94897693,1.1399289,1.0209416,1.2923331,0.9811835,0.2956332,1.3255956,0.49354964,0.99726623,1.2587062,1.2816758,1.013097,1.1251874,0.51471066,0.7939192,0.7710687,1.0516506,1.0701615,1.2005771,0.8585317,1.1835588,0.6612818,0.9075961,1.1053164,0.5613922,1.1014237,1.2703291,0.96813405,1.1587723,1.147637,0.80483294,1.2164575,1.3462638,1.196183,0.7339011,1.0393595,0.9743996,1.2742589,1.0095495,1.1971459,0.5075939,1.027776,0.4577145,1.1728942,1.1541089,0.7404897,1.0395929,1.2899917,1.1477498,1.0014737,1.3750025,0.5006646,0.9547679,0.5686317,0.88068706,0.6555978,1.2879934,1.170296,1.2591702,1.2692845,1.2538419,0.31062734,0.24478722,1.028739,1.0314921,1.1695573,0.86178946,1.0004541,0.7975823,0.9699712,0.9453091,1.0925995,0.652794,1.2147386,1.0454845,1.043945,1.1917577,1.1355559,0.8479108,1.1619445,1.2466446,1.0193437,1.2548308,1.0806357,1.2503474,0.63872045,1.1412092,1.1201699,1.1646112,0.5541234,1.1468836,0.51906484,1.0729418,1.1474164,0.62456536,0.96631473,0.92409074,1.1929387,1.2940456,1.3468345,0.8723294,0.7057524,0.58408284,0.0,0.8863829,1.0714808,1.0416821,1.0537852,1.0872973,1.007493,0.6978116,0.79061484,1.2428932
