,alligator,ankle,apple,arm,ball,balloon,banana,basket,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,mitten,nail,napkin,necklace,nose,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,scarf,scissors,shirt,shoe,shorts,sink,slide,slipper,sock,spoon,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
nail,1.4016416,0.6172363,0.746706,1.359201,0.51832235,0.7971195,0.8456078,0.99825686,1.3539636,0.43870723,1.2019914,1.3964782,1.1010689,1.3988013,1.2476645,0.47347903,0.39886963,1.2448983,1.2117997,1.1868756,0.8743361,0.9798449,0.78069025,0.87422985,1.0738837,1.1070298,1.0231602,0.5138495,1.3394991,1.2750533,1.246192,1.3159492,0.6499715,0.3100195,1.461081,0.5006839,1.1169904,1.2753297,1.247203,0.95417154,1.1890142,0.87454706,0.7210886,0.7376287,0.7667593,0.73039216,0.8963218,0.9368647,1.0937974,0.38632262,1.1475524,0.9974058,1.0881802,1.1719837,0.35685134,1.370608,1.200839,1.3704392,1.2726334,1.0639702,1.1171544,0.5620674,1.0952451,0.0,1.3420666,0.68848443,0.6584782,1.1342229,1.0154852,1.3946159,1.3257897,1.3643756,0.45599514,0.51300657,1.1293298,0.41012305,0.9159852,0.8793736,0.791029,1.3276113,0.74901813,1.2690172,1.2705084,0.6804974,1.3835741,1.2400055,1.1553555,1.1644843,1.3099406,0.4286734,1.0496674,0.5937644,1.2702787,1.354197,1.5277662,0.71294796,0.5334153,1.1232572,1.1496538,0.8430244,1.3372033,1.2904811,1.3190917,0.2608832,1.2916305
napkin,0.67709756,1.1904161,1.1924976,0.74443626,1.2617095,1.105295,1.2392265,1.157774,0.6646202,1.2694755,0.7403374,0.6869946,0.89028895,0.40255725,0.96263593,1.2938075,1.2364146,0.98000026,0.6363026,0.924764,1.0940022,1.255918,1.0343342,1.2118,0.9592964,1.0395093,0.9428217,1.3277142,0.8773596,0.81588036,0.9182008,0.83435684,1.0969473,1.368088,0.8371228,1.3054965,0.92021626,0.7194469,0.9753331,1.0348313,0.9822636,0.9849948,1.0479827,1.1442834,1.2477181,1.0835066,1.0557215,1.1590084,1.1152728,1.2711883,0.69129056,0.9220444,1.0740515,0.8638476,1.2199725,0.8276955,0.99969643,0.9868461,0.895234,0.9553268,1.0905198,1.2865067,0.67938334,1.3420666,0.0,1.0979506,1.2571409,0.8894241,1.1944262,0.773705,0.76751286,0.8865565,1.2417603,1.3177979,0.46508884,1.2774091,1.2736267,0.8051762,1.1997238,0.82206523,1.1606096,0.8559581,0.95278406,1.3022022,0.9007677,0.63228834,0.7759541,0.8370609,0.8729502,1.2093414,0.76098084,1.0697895,0.9118327,0.877137,0.7670745,1.248465,1.2318201,0.95901483,0.29891604,1.2635624,0.8798527,0.950876,0.7841367,1.3902724,0.9898118
necklace,1.2407637,0.6670761,0.9680137,0.9424378,0.8916509,1.0152674,0.89559245,1.073651,1.265296,0.68559223,1.1916037,1.1958462,1.146092,1.2168142,1.1955624,0.9020393,0.9136913,1.2037652,1.0448946,0.90449,1.0210061,1.0061986,0.772117,1.1886244,1.1546098,1.009986,0.8449589,0.6975883,1.0438929,0.99270904,1.1790868,1.1732317,0.7473009,0.80322397,1.280797,1.0265592,1.1926075,1.1140946,1.0739646,1.0134481,1.0656998,0.71129215,0.55885476,0.9722007,0.9684922,0.81570995,1.0403478,1.0321263,1.2285671,0.62564754,0.9716499,0.86316365,1.0924916,0.8646704,0.6224332,1.1848316,1.0862817,1.199747,1.0900179,1.0608115,0.877542,0.918407,0.96984106,0.68848443,1.0979506,0.0,0.8476302,0.8274857,1.0546027,1.0209084,1.0422127,1.2574502,0.6357681,0.9826878,0.9150434,0.8980598,0.8918383,1.1196661,0.92447954,0.9415168,1.0904197,1.0573856,1.3202345,0.9101595,1.1031396,1.1614845,0.9523226,1.1466562,1.2299135,0.75282514,0.92292553,0.8663611,1.098867,1.0299985,1.2973973,0.91351503,0.72651327,0.9636797,0.92868155,1.120824,1.2915604,1.2502435,1.0139753,0.6942626,1.2338709
nose,1.1961329,0.82888484,0.7791931,1.346614,0.6699671,0.6977651,0.7857526,0.83765674,1.2814827,0.6600956,1.2545588,1.3036102,1.1436523,1.2504923,1.1329914,0.69767284,0.7047633,1.1913749,1.1419103,1.1375864,0.9337444,0.7504073,0.9353428,0.93295175,1.16154,1.014703,0.92259264,0.7891494,1.1395572,1.2180883,1.0841622,1.2940884,0.7049937,0.72589755,1.3447437,0.76860225,0.9474037,1.1581731,1.124556,0.9125066,1.0257941,1.0259544,0.98298645,0.8705473,0.7244677,0.945245,0.8518516,0.7130654,1.1016102,0.8300188,0.91025627,0.93069017,1.1266516,1.2774801,0.641148,1.2694304,1.1758027,1.2403136,1.1997569,1.140776,1.0290811,0.75437737,1.123709,0.6584782,1.2571409,0.8476302,0.0,1.0431308,0.8611256,1.3490369,1.3626425,1.337317,0.9121622,0.8825253,1.0402688,0.6789434,0.5342066,1.0103538,0.86621636,1.1099403,0.8512682,1.1488999,1.1461349,0.7527817,1.332357,1.1360221,1.2728548,1.2046636,1.2205566,0.5253419,1.0499495,0.8782927,1.0585884,1.276878,1.3341167,0.6626724,0.77480423,1.2033858,1.0763838,0.7480029,1.316614,1.1743659,1.2389214,0.52837765,1.1532344
oven,1.0730027,1.0418487,1.2433296,1.0270989,1.26682,1.200395,1.0550176,0.99433327,1.1193959,0.8277112,0.94048935,1.173129,0.9209138,1.0833874,1.1021696,1.1461937,1.1906893,0.93467396,0.9568277,0.68665606,0.9852941,1.1160724,0.6898536,1.0051981,1.0651411,0.92028743,0.70373684,0.9256509,0.8581494,0.8626261,0.96052563,1.0328754,1.1300914,1.0878669,0.81630605,1.1799424,1.1655316,1.1379195,0.76979846,0.7078787,1.1229395,0.88871443,1.0574378,1.0931906,1.1254063,1.0758214,1.1262337,0.98324025,1.1758195,1.0514802,0.79865044,1.2023323,1.1722803,1.2043848,1.0313963,0.87702954,1.0921655,0.89568394,0.8770851,0.8145676,0.6897621,1.0305722,0.97510546,1.1342229,0.8894241,0.8274857,1.0431308,0.0,1.1537453,0.9175807,0.8815116,1.2349284,1.1232052,1.147755,0.742317,1.1162422,0.951505,1.0538442,1.0436326,0.88248247,1.0111979,0.8417463,0.9587788,1.1279523,0.89873475,0.7605913,1.0401765,0.84286463,0.9834747,1.0155106,0.895433,1.0229877,0.9724152,0.9018827,1.0111107,1.1904324,1.1740953,1.1430324,0.80708444,1.1746773,0.9801638,0.86728126,0.7146545,1.0453475,0.9982761
owl,1.0869013,0.96112454,0.7526189,1.1504481,0.8096287,0.74474967,0.964893,0.9199244,1.0680175,0.9792072,1.2473161,0.9551781,1.1102872,1.1402123,0.8330654,0.89993155,0.97705317,0.94429773,1.0638478,1.1277882,1.0393797,0.38962406,1.0983622,0.9370136,1.163797,1.0099508,1.0831499,1.0278053,1.1050762,1.2209939,1.0130904,1.0871958,0.99290264,1.0213562,1.0510631,1.015351,0.8223108,0.9783885,1.2065151,1.0129693,1.0646933,1.1116313,1.0938222,0.98422545,0.9499033,1.094172,0.9809974,0.75087464,0.82587945,0.96349674,1.2108104,0.9790874,1.0169162,1.1151892,0.897803,1.1691477,1.122828,1.0218133,1.183346,1.1972867,1.1013973,0.93276054,1.1644464,1.0154852,1.1944262,1.0546027,0.8611256,1.1537453,0.0,1.1661258,1.1780715,0.9051342,1.0277952,0.9713218,1.1216207,1.0491451,0.89484644,1.0413605,1.059942,0.8494195,0.9937864,1.0667071,1.0951191,0.8430928,0.9743049,1.0325584,1.2045332,1.1079423,1.0258392,0.93791586,1.1277328,1.034162,1.0547717,1.1643627,1.096282,0.8409882,0.9528418,0.9353651,1.1065092,0.6810407,0.9284809,1.090703,1.1822088,0.9959947,1.088008
pajamas,0.5885702,1.1862473,1.2456676,0.5429207,1.3610506,1.3514446,1.4003258,1.3397348,0.38471532,1.4279631,0.8105148,0.50829077,0.56978434,0.4363777,1.059994,1.4988436,1.5268883,1.1704547,0.6410044,1.0340121,1.4081227,1.2865114,1.3165188,1.4381828,0.98332214,0.937086,1.2698355,1.2713857,0.9285608,0.43560302,0.9411789,0.37595522,1.4145678,1.6291436,0.9492505,1.4282764,0.9746279,0.75058496,0.87740254,1.390857,0.51081806,1.0365845,1.0651994,1.4540675,1.3643708,1.0902265,1.3523515,1.3994229,0.95421827,1.1912144,0.92705613,1.2054679,0.6571088,0.75524366,1.3514636,0.8809426,0.46184146,0.9295941,0.43305302,1.035416,1.1809759,1.4877915,0.8084921,1.3946159,0.773705,1.0209084,1.3490369,0.9175807,1.1661258,0.0,0.31681377,0.67065704,1.3848021,1.444159,0.98902786,1.4348966,1.3210981,1.2093431,1.3634439,1.0606198,1.2913508,0.88133067,0.6346185,1.4597399,0.27040386,0.82065964,0.31448972,1.054227,0.72000384,1.5019183,0.9737742,1.4518342,0.91444725,0.22901523,0.5642813,1.4008458,1.2438111,1.0626187,0.95550114,1.4557575,0.82137495,1.0053974,0.92322606,1.4617889,0.7498857
pants,0.6296104,1.1401073,1.2324831,0.534105,1.3678529,1.3933699,1.3324902,1.3700782,0.5650625,1.2972796,0.7196476,0.64772075,0.66432595,0.60270625,1.1017256,1.3838015,1.4750131,1.1445292,0.59960103,0.9482945,1.3712367,1.2764835,1.1637716,1.3467305,0.9603933,0.8273367,1.1598408,1.2002633,0.934207,0.38733983,0.9826257,0.5679362,1.3404065,1.4859962,0.9097029,1.3798258,0.9122659,0.8613762,0.8428459,1.2482007,0.80041945,0.9694522,1.0129392,1.3078208,1.3070718,1.1472602,1.4180235,1.2940027,1.0233318,1.1586901,0.91824776,1.2392488,0.805369,0.81553745,1.3104761,0.8552629,0.7772343,0.9180199,0.45580447,0.8811095,1.074459,1.3929896,0.85018206,1.3257897,0.76751286,1.0422127,1.3626425,0.8815116,1.1780715,0.31681377,0.0,0.7628765,1.28825,1.3236951,0.9415855,1.3784015,1.3316469,1.0861793,1.2708384,1.0600508,1.1750355,0.926058,0.7905962,1.368676,0.43776673,0.82582986,0.34227753,0.93771815,0.71813285,1.4282365,0.978083,1.2513305,0.8659958,0.40831947,0.6732267,1.4787985,1.252685,1.0431763,0.9393768,1.4643917,0.88703537,0.87560815,0.89489233,1.3416656,0.81047726
paper,0.688048,1.3158028,1.0419676,0.6404921,1.1840901,1.1819419,1.2130281,1.1019957,0.5772169,1.4283681,0.94764954,0.3496729,0.8365823,0.6381677,0.5024743,1.3037995,1.337492,0.7326769,0.9555745,1.2516211,1.1602994,1.0004121,1.4338744,1.203937,0.81005836,0.9814894,1.3187048,1.2416346,0.9850379,0.9178994,0.79028344,0.6883805,1.2707338,1.3626702,0.74430746,1.2345328,0.92540896,0.89509416,1.0056766,1.2753232,0.8709321,1.1443467,1.1304425,1.2328266,1.2311416,1.1935321,1.11305,1.0533104,0.77692455,1.2022699,1.1628447,0.9400443,0.82936525,0.67619944,1.3853699,0.9646369,0.8284738,0.93194866,0.88105446,0.9963741,1.2124498,1.3829885,0.9938204,1.3643756,0.8865565,1.2574502,1.337317,1.2349284,0.9051342,0.67065704,0.7628765,0.0,1.2544966,1.2082785,1.1123201,1.2788119,1.3090378,1.067237,1.2248467,0.86653024,1.2745006,1.0171977,0.7686126,1.2550256,0.65944034,0.9799626,0.7882018,1.0789491,0.57130265,1.4561838,1.1581342,1.2788868,0.97723085,0.7436919,0.38227183,1.2091516,1.2425913,0.6755897,1.1882093,1.0136989,0.5199203,1.0479112,1.144675,1.3521025,0.81629556
pen,1.3227146,0.7581326,0.99697113,1.14878,0.7469521,0.8914013,0.8270198,1.0559288,1.3257115,0.5563919,1.0595589,1.2859333,1.2165934,1.3378034,1.2311969,0.64001244,0.50989544,1.2136735,1.2139194,1.0814414,0.93316233,0.8994214,0.86675024,0.92991465,0.96943545,1.0426078,1.0614401,0.55967045,1.2475996,1.2964451,1.0939207,1.2985952,0.599054,0.32028478,1.3795681,0.6268232,1.2287993,1.2314916,1.2332778,1.0003669,1.2377793,0.90652305,0.6594944,0.7071992,0.88271433,0.80121404,0.8277286,0.9446659,1.1506598,0.6232058,1.1713538,0.80944544,1.1952312,0.90112525,0.6323109,1.1409647,1.2049171,1.3034056,1.2360156,0.8835488,0.9462283,0.64173496,1.1956086,0.45599514,1.2417603,0.6357681,0.9121622,1.1232052,1.0277952,1.3848021,1.28825,1.2544966,0.0,0.3585093,1.0954096,0.59425294,0.95006526,0.92526567,0.86266375,1.1991389,0.8842735,1.2624167,1.3337995,0.55232906,1.3104565,1.2909857,1.1466917,0.94922894,1.2099669,0.6211358,1.0233219,0.5664959,1.257564,1.3561294,1.5117157,0.64901304,0.694365,0.778486,1.1852164,0.98872405,1.2968683,1.2540065,1.1862397,0.44252855,1.2612399
pencil,1.3138486,0.8984519,1.0208287,1.3383976,0.83269507,0.8999265,0.744824,0.9871173,1.2495153,0.5656788,0.95126224,1.3048,1.1384788,1.302206,1.0677835,0.49350864,0.54485387,1.1440526,1.145513,1.1130651,0.865667,0.7973457,0.91826636,0.83493924,1.0034117,1.041953,1.0229234,0.7742636,1.2027502,1.3138411,1.1245476,1.2325233,0.6505214,0.23560548,1.3598347,0.46707344,1.1629323,1.3543108,1.1614053,0.8541039,1.208253,1.0450152,0.86909294,0.49097526,0.82820266,1.0098104,0.795631,0.7914328,1.0350242,0.78671545,1.2938204,0.95624363,1.1627675,1.26572,0.7764607,1.1293826,1.178236,1.2699473,1.23563,0.92774975,0.9673239,0.45008337,1.4049928,0.51300657,1.3177979,0.9826878,0.8825253,1.147755,0.9713218,1.444159,1.3236951,1.2082785,0.3585093,0.0,1.1096106,0.4437526,0.8829523,0.7010768,0.7400323,1.2424356,0.74469995,1.2226622,1.1980147,0.54205376,1.3237493,1.2904207,1.2708168,0.7817364,1.2069774,0.7208602,1.2063968,0.56753355,1.2676958,1.3475486,1.4136797,0.7896062,0.90391123,1.0083605,1.329044,0.90371394,1.1534882,1.2341646,1.2401035,0.48393357,1.1619862
pillow,0.8818421,1.0190986,1.045265,0.89447826,1.037769,1.1031072,1.0514476,1.0721318,0.83336854,0.94960165,0.9120869,0.9265001,0.85879743,0.6886678,0.9037599,1.1532388,1.0630817,1.0212599,0.8513981,0.9071239,1.0422592,1.1621281,0.98608613,1.1768805,1.0229517,1.1654917,0.88207996,1.1604255,1.0454324,1.0527908,0.9341136,0.86828494,0.9090146,1.0336605,1.0748652,1.2149198,1.0965077,0.74006677,1.1531463,0.93713945,1.1382135,0.9568903,1.0057063,0.9253804,0.9894007,1.0354445,0.97780204,0.91332334,1.1406009,1.1117425,0.78438866,0.86071485,1.1318865,0.9890536,0.958333,0.9809817,1.0837134,1.1972119,0.9182154,1.0064192,1.0265721,1.1383985,0.8698845,1.1293298,0.46508884,0.9150434,1.0402688,0.742317,1.1216207,0.98902786,0.9415855,1.1123201,1.0954096,1.1096106,0.0,1.1321925,1.0178739,0.88445854,0.99080306,0.85501444,1.0870236,0.9153345,1.0856524,1.0964087,1.1009223,0.7429782,0.95690596,1.0371826,1.046787,0.9504585,0.6937615,0.8944911,1.060478,1.0433758,1.0022697,1.0484346,1.0762206,0.9694883,0.52526414,1.0840552,1.0637215,1.1383306,0.8980205,1.0901048,1.1879472
pizza,1.3716209,0.93849444,0.92225176,1.3312197,0.7447172,0.79233813,0.78671545,0.852162,1.3000686,0.46358275,1.1806865,1.3974916,1.2125531,1.3047568,1.1285558,0.35889304,0.39771974,1.1263806,1.2335869,1.1318202,0.8058623,0.9387182,0.83926016,0.7251192,1.0370399,1.0149332,0.8649491,0.7209608,1.1976593,1.2764997,1.1597813,1.3132325,0.5151433,0.26373076,1.3262029,0.19038963,1.0901343,1.3143106,1.1489892,0.88001573,1.1899301,1.0505583,1.025503,0.6923416,0.71512043,0.8543886,0.72457397,0.9246103,1.1795311,0.7179324,1.2336478,0.9714496,1.2010317,1.3783114,0.7104286,1.176438,1.2026455,1.1344372,1.2906618,1.0553465,1.0152564,0.52426624,1.3059679,0.41012305,1.2774091,0.8980598,0.6789434,1.1162422,1.0491451,1.4348966,1.3784015,1.2788119,0.59425294,0.4437526,1.1321925,0.0,0.71345115,0.8285662,0.8248161,1.151116,0.7861191,1.175499,1.2002927,0.76313186,1.3480716,1.2591157,1.2645113,1.0585934,1.2880821,0.660105,1.1666536,0.67938375,1.1955346,1.3489524,1.3994989,0.6858147,0.8534009,1.2384136,1.1853846,0.82763886,1.2406766,1.1576464,1.211424,0.2657104,1.25191
plant,1.2220817,0.94142747,0.9842876,1.3328756,0.92715985,0.80653334,0.79984033,0.71136165,1.3124807,0.7288023,1.2322676,1.3679651,1.2227886,1.3314636,1.0793214,0.7158483,0.8416709,0.97291076,1.2244295,0.90934634,0.79403836,0.7594849,0.77922416,0.8464009,1.2238452,1.0901074,0.7433045,0.9272585,0.76092625,1.2053148,1.1013635,1.262849,0.77875644,0.75015354,1.12767,0.73665607,1.0599227,1.1644726,0.9050815,0.8465575,1.0578935,1.0246025,1.1475685,0.82536423,0.53238565,0.9280753,0.8556341,0.71269107,1.1451087,0.9900103,1.0548323,0.9849148,1.1500305,1.3246784,0.8684515,1.1025537,1.1357446,1.029806,1.273932,1.1452209,0.7400368,0.68692064,1.2270324,0.9159852,1.2736267,0.8918383,0.5342066,0.951505,0.89484644,1.3210981,1.3316469,1.3090378,0.95006526,0.8829523,1.0178739,0.71345115,0.0,1.0633676,0.8563805,0.8020216,0.9075813,0.9769039,1.1969591,0.789374,1.3451093,1.2038491,1.3161782,1.0821528,1.3309184,0.7751839,1.1060048,0.9312421,0.934723,1.2487906,1.2139429,0.7284242,0.9344377,1.2051864,1.0362837,0.8002832,1.248944,1.0198708,0.9289124,0.6531439,1.0448831
plate,1.0912726,1.0707097,1.0253894,1.1126823,0.95821977,0.7116871,0.9666896,0.9839281,0.93695766,0.7900255,0.71450126,1.028592,0.98907894,0.8739591,0.9770117,0.837685,0.7754661,1.0583916,0.7114197,1.0003058,0.86372614,0.96478784,0.8017785,0.9705237,1.1449782,0.79444534,0.75306684,1.0906528,1.108012,1.1435527,1.1169341,1.0855196,0.9096863,0.8234737,1.0882112,0.7679679,1.0529696,1.1852468,0.9319648,0.8423999,1.1630784,1.0810603,1.0662348,0.69430065,1.0528989,1.181409,0.98475784,0.9664568,1.0567982,1.109723,1.1159294,1.0921369,1.1960447,1.2712927,0.9278774,0.95538986,1.2098706,0.9991037,1.0841451,0.9131901,0.9899776,0.55789286,1.1518874,0.8793736,0.8051762,1.1196661,1.0103538,1.0538442,1.0413605,1.2093431,1.0861793,1.067237,0.92526567,0.7010768,0.88445854,0.8285662,1.0633676,0.0,0.97183186,1.1455153,0.71300346,1.0582234,1.1330624,0.98265094,1.1915398,1.0310109,1.1071655,0.686924,0.96356976,0.92195594,1.1526967,0.8430486,1.1592803,1.2086471,1.0373912,1.0177124,1.1108993,1.2354652,0.88581336,1.0926793,1.0086659,0.95907056,0.96473145,0.960556,0.98390406
pumpkin,1.292226,0.99082386,0.8362185,1.3282261,0.8414702,0.9736116,0.18201703,0.85561323,1.4175665,0.77451515,1.0217495,1.357096,0.98435694,1.3795793,1.0120244,0.71929425,0.7789075,1.0495882,1.1581376,0.93303657,0.74788713,0.98173946,0.87589043,0.69825387,0.78768885,1.1019344,1.0639435,0.94278413,1.114382,1.1818643,0.95244324,1.3486383,0.77253324,0.6270053,1.1694632,0.9117683,1.1004317,1.2119517,1.1452762,1.0202652,1.2094553,0.91492194,0.9797945,0.4987067,0.8609198,1.078497,0.8161833,0.64579594,0.8476889,0.8865209,1.1251388,0.9168538,1.1345571,1.2179937,0.80715394,1.0522261,1.2327714,1.062282,1.2718515,1.085515,0.94616914,0.9249268,1.2011913,0.791029,1.1997238,0.92447954,0.86621636,1.0436326,1.059942,1.3634439,1.2708384,1.2248467,0.86266375,0.7400323,0.99080306,0.8248161,0.8563805,0.97183186,0.0,1.1144035,0.7977485,1.3263804,1.0500911,0.6621624,1.2608316,1.3100564,1.3158944,1.1345909,1.2818741,0.84400487,1.1506542,0.462376,1.120463,1.2465042,1.3557798,0.87639487,0.968413,0.99133444,1.0842292,0.7968426,1.160553,1.0427773,1.1630071,0.71817994,1.1495801
purse,1.012115,1.1718627,1.0546223,0.9759157,1.1543214,0.91017336,1.0543098,0.7108227,1.138723,1.0835637,1.162576,0.91880953,1.1644455,1.0460843,0.734163,1.1033733,1.1571869,0.5802598,1.1861745,0.8725747,0.8481385,0.87225294,0.9044608,0.952699,1.0506525,1.0734047,0.74091357,1.1406598,0.81836987,0.9661064,0.8501668,1.116346,1.1212192,1.1874852,0.68445116,1.1194478,1.0549242,1.0260378,0.9342271,0.7877908,1.1698961,0.8967395,1.1657853,1.0838257,0.9440008,1.0301473,0.8677007,0.9708802,1.0898031,1.1614051,0.89222944,0.89061046,1.1328818,1.0060558,1.1443349,0.9956968,1.0757381,0.7875706,1.186574,1.1043159,0.8198192,1.0612991,0.97618544,1.3276113,0.82206523,0.9415168,1.1099403,0.88248247,0.8494195,1.0606198,1.0600508,0.86653024,1.1991389,1.2424356,0.85501444,1.151116,0.8020216,1.1455153,1.1144035,0.0,1.1415923,0.77469677,1.1881095,1.1041154,1.1002877,0.85500157,1.0882863,0.9250721,1.0148711,1.0785979,0.9446192,1.1784285,0.8060602,1.1224056,0.86651886,1.0134351,1.1786879,0.9175992,0.7063252,0.84117573,0.9539849,0.9069192,0.7710457,1.1930512,1.0212729
radio,1.2053609,0.93383324,1.0209451,1.3250479,0.957921,0.8729397,0.8036001,0.92475873,1.2806313,0.67096925,0.87174964,1.2603567,0.99269295,1.3227441,0.9667462,0.8395392,0.71980226,0.93837154,1.0337286,0.90458274,0.8180714,0.9224359,0.6867706,0.64547914,1.1098136,1.1502258,0.84501576,0.90272176,1.1643963,1.1744516,1.0896099,1.2473291,0.8824887,0.67401075,1.1078672,0.6659259,1.2000291,1.3344843,1.0294279,0.6873279,1.151973,1.0488279,0.9940769,0.63027155,0.96491444,1.0358982,1.0253936,0.965418,1.0490133,0.9677734,1.0479437,1.0153039,1.1442449,1.3097241,0.8286264,1.0354729,1.1754154,1.1315612,1.148986,0.8131952,0.86273444,0.63915247,1.1787949,0.74901813,1.1606096,1.0904197,0.8512682,1.0111979,0.9937864,1.2913508,1.1750355,1.2745006,0.8842735,0.74469995,1.0870236,0.7861191,0.9075813,0.71300346,0.7977485,1.1415923,0.0,1.0990899,1.1325458,0.8922652,1.2928369,1.1041929,1.1928,0.80652064,1.1896275,0.73246545,1.1270254,0.6496538,1.0743434,1.2620839,1.2405801,0.94104767,0.9430768,1.1761036,1.0005201,0.9329976,1.1167852,1.0483468,1.0032005,0.74758816,0.96583956
refrigerator,0.84520096,1.2355709,1.0914944,0.9010059,1.2686863,1.0969087,1.3135126,1.0709553,0.9144756,1.1375635,0.7910577,1.0059906,1.137054,0.9538742,0.9436338,1.2299206,1.2552714,0.8225893,1.0674764,0.80419016,1.092913,1.0792322,0.76320136,1.0736228,1.1160381,0.98791736,0.58463615,1.0869133,0.73337,0.8264624,0.9916421,0.7853213,1.2583153,1.3222249,0.7205936,1.050897,1.046184,0.9305273,0.55948484,0.70509934,1.0108978,0.9830783,1.2680128,1.1954863,1.0403539,1.1052493,1.1008217,1.2279958,1.2769921,1.0682195,1.002028,1.1324446,0.7019392,0.9735772,1.014032,0.75795543,0.826472,0.7548626,0.89683545,0.7751428,0.7645248,0.9748181,0.9748783,1.2690172,0.8559581,1.0573856,1.1488999,0.8417463,1.0667071,0.88133067,0.926058,1.0171977,1.2624167,1.2226622,0.9153345,1.175499,0.9769039,1.0582234,1.3263804,0.77469677,1.0990899,0.0,1.0254154,1.3751309,0.94698006,0.84798366,0.840954,0.7572338,1.018337,1.3231413,1.041665,1.319891,0.7742743,0.84616774,0.6806252,1.2152748,1.3147583,1.0886862,0.79188937,1.2035582,0.8983686,0.8246275,0.5247648,1.2715178,0.8787633
scarf,0.7701789,1.2086929,1.0770319,0.91250455,1.2508893,1.2697823,1.1196895,1.225481,0.59680617,1.3033336,0.8449496,0.772409,0.7028942,0.6793217,1.0102904,1.2337244,1.290948,1.064653,0.80451703,1.150361,1.2608879,1.1877464,1.3072214,1.0800649,0.74990624,0.9284279,1.2618904,1.1986094,1.00322,0.8239901,0.87863165,0.6515664,1.2778636,1.3281584,0.8925062,1.1748606,0.8308355,0.82959676,0.9015952,1.207302,0.6382778,1.1525248,1.1998388,1.2406945,1.1739173,1.123313,1.1452682,1.0950702,0.81855184,1.1469777,1.0679617,1.2263312,0.78185755,1.0930811,1.2408823,0.9774454,0.79208183,0.94689333,0.66130674,1.0092466,1.1881298,1.2858022,0.9805518,1.2705084,0.95278406,1.3202345,1.1461349,0.9587788,1.0951191,0.6346185,0.7905962,0.7686126,1.3337995,1.1980147,1.0856524,1.2002927,1.1969591,1.1330624,1.0500911,1.1881095,1.1325458,1.0254154,0.0,1.2175341,0.55142415,0.96045864,0.77267647,0.9878972,0.74025536,1.3582956,1.1152915,1.2502503,0.9454721,0.66105354,0.7027292,1.2735791,1.2091322,1.1753261,1.1294954,1.1295602,0.7441074,0.9236577,1.1333102,1.2430018,0.8452238
scissors,1.410995,0.73560196,0.8111481,1.3804724,0.611005,0.6791758,0.67268014,0.71219605,1.4189684,0.71059763,1.23171,1.3431666,1.25418,1.4323843,1.0182331,0.5167966,0.38806176,1.0348946,1.2571284,1.1039559,0.7049384,0.72129536,1.0534687,0.70020765,1.0165687,1.1817504,1.12378,0.7651604,1.1650795,1.3877112,1.0758647,1.3902007,0.6694718,0.43800384,1.2494931,0.80139697,1.0889032,1.1995331,1.3825028,0.9376014,1.2196884,0.9974107,0.8855389,0.66615546,0.68360734,0.93857074,0.8086935,0.5579532,0.8996347,0.8609072,1.0271947,0.83398044,1.2641892,1.171426,0.83479726,1.2856731,1.2613232,1.2637932,1.3919816,1.1470144,1.0673763,0.7703841,1.1924294,0.6804974,1.3022022,0.9101595,0.7527817,1.1279523,0.8430928,1.4597399,1.368676,1.2550256,0.55232906,0.54205376,1.0964087,0.76313186,0.789374,0.98265094,0.6621624,1.1041154,0.8922652,1.3751309,1.2175341,0.0,1.3583513,1.2220516,1.4369112,1.1120663,1.1699789,0.45259225,0.93978286,0.6187885,1.1637994,1.4319775,1.4110563,0.36718023,0.70245403,0.8674822,1.2201259,0.48817152,1.0755842,1.1563576,1.3075509,0.6278166,1.308261
