,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
face,1.1101347,1.1250266,1.1135614,0.8042966,1.0842265,1.1631687,1.1794616,1.2491512,1.0353107,0.78137296,1.218796,0.89900154,0.8420453,0.9206255,0.9638353,1.0656227,0.93020153,1.2061808,1.156688,0.91217935,1.19243,1.1494328,1.1310265,1.2280563,1.1869025,1.0673162,1.1767927,0.8864642,1.1175008,0.9989369,1.1049352,0.9095612,0.87136406,0.96038705,1.0216985,1.1080091,0.62886786,1.028046,1.2748337,0.996539,1.262104,1.0656372,0.85873634,0.90998447,0.9946496,1.2006106,0.76611304,0.96952516,1.1902797,1.0348713,1.0161313,0.0,1.0382019,1.0686319,1.1525255,1.0706236,1.2762121,0.9520559,0.9535785,0.7975999,1.245585,1.0966086,0.19285393,1.090638,0.91707784,0.9338571,1.062531,0.92552084,1.1336149,0.851014,1.2901592,0.9515987,1.2423412,0.9059884,0.975369,0.90896213,0.9640009,1.0764965,0.8941416,0.8672475,1.1526644,1.0514202,1.3242415,1.1790639,1.0805664,1.2149425,1.0094217,0.8494917,0.781429,0.87216085,0.83983195,1.1687821,1.2170086,1.2593066,1.1492937,1.1235917,1.0333302,1.1069866,1.2056069,1.1927278,1.0720975,0.94290537,1.1685684,1.1218784,0.84776115,1.0372449,1.0083338,0.9597437,1.0217758,1.1917002,0.61329496,1.0862246,0.9957382,1.3049538,1.003466,1.1115327,0.9868116,1.235085,0.8336126,1.0025489,1.0701066,0.9570099,1.3513091,0.93207824,1.1839244,0.8509747,0.5312289,0.8441793,1.2035029,0.98808324,0.9448764,1.1939952,1.2389411,0.92683846,0.97408044,1.1595713,1.1145024,0.83636504
finger,1.1084354,0.55458987,0.9053167,0.8764311,1.0873356,0.98069984,0.9775805,1.2949002,1.2104228,1.2709731,0.7916385,1.1824393,1.0991955,1.2128081,1.2679636,0.94273436,1.1173741,0.9632838,1.29912,1.3226081,0.9630421,1.2102154,1.3599876,0.94060236,1.2387114,1.1370571,0.4788326,1.1221741,0.9669401,1.1914544,1.0247512,1.320639,1.0628679,1.280839,1.0520414,1.1112809,1.1878242,1.2218856,0.6614734,1.3318694,1.0716605,1.2650502,1.157937,0.8649574,1.2303582,0.9223074,1.1312613,0.47390175,0.65912664,0.81828666,0.69778526,1.0382019,0.0,0.8872963,0.9972117,0.30408406,0.98273414,1.1063751,1.3058875,0.5967168,0.6131691,0.40201765,0.9816466,0.9089986,0.38389426,0.7613247,1.176996,1.0899199,1.1565493,0.9398002,0.9074141,1.298763,0.96339583,1.2147927,1.2337282,1.2558875,0.7580478,1.1203469,1.3199024,0.7138185,1.1844071,0.61920786,1.0873681,0.49571913,0.90167934,0.8088844,1.1852219,1.1777978,1.0383941,1.0155163,1.2182099,1.1207691,0.70769155,0.6554752,0.6886666,0.97567844,1.0039951,1.1675818,1.3043547,0.98021483,0.69267374,0.50924003,1.2400607,1.155869,0.5319481,1.1235993,1.0525414,1.2821257,0.9023484,1.0435375,1.0259404,1.1021799,0.9379388,1.1244718,1.1123849,1.2316434,1.2181695,0.6748516,1.0832582,0.93172616,0.8555787,1.2912037,0.9609818,1.1256745,0.50776935,1.3252099,1.1501025,1.3327657,1.231977,0.18861032,0.5839053,0.56624717,1.06378,1.0807693,1.3817989,1.1820668,0.5653402,1.202117
fish,0.94868684,0.9712039,0.7981256,1.3043141,0.81804407,0.9311333,0.64733315,0.9499093,1.1951531,1.2831074,0.5467564,1.2561067,1.2949381,1.1459936,1.1936556,0.69438773,1.0633758,0.75048196,1.0023007,1.2328664,0.8873018,1.0065811,1.0007131,0.53641105,1.0611063,0.81712186,0.6975809,1.03442,0.96482694,1.1960292,0.8262296,1.2895498,1.1614133,1.1785357,1.1634692,1.0898635,1.2403921,1.1626424,0.6064368,1.2668278,0.8660796,1.1018741,1.1414334,0.9169077,1.1452448,0.8585826,1.2781914,1.0317825,0.6209335,0.9042872,0.8630755,1.0686319,0.8872963,0.0,0.69463265,0.8937504,0.7427809,0.69500417,1.0740049,0.87113583,0.7249645,0.7254336,1.1142244,0.8149868,1.2147021,0.74371624,0.9668466,1.1709352,1.1559144,1.1760777,0.7463143,1.1533074,0.6844312,1.1547614,0.9854698,1.2372475,1.1258484,1.0571945,1.1769809,1.0739572,1.0197228,0.7833555,0.8437472,0.8674682,0.7722108,0.6758429,1.1431963,1.1644366,1.2649305,1.2384435,1.2084904,1.0320562,0.60514474,0.6914082,0.4908769,0.7970811,1.02503,0.8636581,0.9694806,0.92295116,0.7963488,0.88775885,1.1299021,1.1000469,0.901176,1.0042028,1.198502,1.1724889,1.1320628,0.9601764,1.2713287,1.063817,1.2160895,0.9077767,1.1764696,0.9127882,1.2643518,0.6317052,0.9205721,0.840813,1.0717973,1.0884145,0.7272217,1.1400872,0.7680609,1.2434824,1.2918825,1.2814318,1.0468142,0.84701693,0.9021117,0.7926946,0.8816529,0.96747804,1.1975442,1.0874496,0.7011231,1.106882
flower,1.0252362,0.9259028,0.5946803,1.3945866,0.64289963,0.7740244,0.6339461,0.7851822,1.4316789,1.4197669,0.50820696,1.5013568,1.4433641,1.1606073,1.3607221,1.0361779,1.06602,0.37240648,0.88650495,1.2119985,0.83030844,1.0838354,1.0342412,0.66707486,0.920564,0.60639095,0.74651307,1.1938396,1.0382106,1.1252867,0.7134972,1.2421825,1.1786233,1.2090042,1.1754863,0.9629378,1.393839,1.1896424,0.43941247,1.2687013,0.5863758,1.118171,1.1648723,0.8982667,1.1851869,0.9492304,1.3137174,0.9034435,0.5211574,1.1460636,0.91012895,1.1525255,0.9972117,0.69463265,0.0,0.94876975,0.63476115,0.80673647,1.1232909,0.7545008,0.7243724,0.8526889,1.1583868,0.621273,1.2913983,0.48662466,1.2136979,1.3747578,1.0912356,1.4347372,0.590577,1.1637576,0.4342755,1.1759851,1.2068821,1.2180815,1.3531332,1.0319281,1.2053754,0.9695366,0.82882476,0.55041873,0.8885471,0.76581657,0.6375767,0.5006974,1.1731392,1.2313322,1.4241306,1.4186089,1.3134086,0.850072,0.49029815,0.5076412,0.6819846,1.0395173,1.0021582,0.4507134,0.9207443,0.94943064,0.77858186,0.8483789,1.058997,1.0924321,0.9561029,1.0184225,1.1955496,1.2211376,1.186128,0.74811935,1.4086554,1.1011599,1.2734141,0.7405304,1.2404346,1.2221458,1.3168529,0.66144013,0.9538584,0.5484796,1.2819196,1.2477545,0.6122171,1.2409611,0.7005976,1.1958103,1.3307357,1.3427079,0.9413414,0.8668913,0.86744237,0.92542166,1.019449,0.86295205,1.2988886,1.0154852,0.53107,1.171342
foot,1.0206953,0.38251317,0.9453762,0.8921613,1.0714067,1.0156674,0.84715617,1.1608552,1.2336174,1.3384862,0.8078256,1.2717018,1.1595594,1.3029518,1.2471218,1.0064449,1.1961036,0.89411443,1.2608802,1.3779023,0.7772779,1.1043826,1.3069516,0.769156,1.0663236,1.096288,0.54083484,1.0974212,0.9779104,1.1830763,0.9276651,1.2909214,1.0608628,1.2841595,1.0922824,1.0652006,1.2865915,1.1822195,0.72765636,1.342886,0.9931769,1.2167133,1.1600726,0.90539604,1.2004743,0.947498,1.1153044,0.61093724,0.7207495,0.95964324,0.80667555,1.0706236,0.30408406,0.8937504,0.94876975,0.0,0.9061631,1.1167594,1.3296689,0.67870975,0.5498122,0.6488824,1.0014873,0.8622035,0.5446234,0.8366785,1.1482637,1.1754584,1.010813,0.92539984,0.8827298,1.3430679,0.85107285,1.163348,1.2567755,1.2750175,0.7819397,0.92693114,1.3416061,0.8210957,1.091169,0.714877,0.97772855,0.6180177,0.7792263,0.8517321,1.1512012,1.1289101,1.0759925,1.0295925,1.258441,1.0585579,0.7457851,0.6913421,0.8010955,0.89703345,0.97510856,1.0783646,1.2515497,0.9404855,0.7066091,0.59562415,1.188843,1.1584336,0.6549103,1.0727063,1.0780867,1.2860336,0.9445185,1.0147542,1.0978601,0.89941365,0.9436292,0.9294396,1.1345108,1.229637,1.2461753,0.54807657,1.0860461,0.9157582,0.6817674,1.2881787,0.94057596,1.1546179,0.660394,1.2949768,1.1821301,1.4068413,1.1509588,0.15452683,0.67402595,0.72719306,0.9370548,1.1230148,1.4406134,1.069238,0.63202673,1.2475721
fork,0.925295,0.88913494,0.789647,1.40621,0.85312027,0.82585406,0.5966185,0.749045,1.2815301,1.4468671,0.6291909,1.3760474,1.5147234,1.1698207,1.2787406,0.93666524,1.0482585,0.63118917,0.8079655,1.165948,0.7616872,0.8984674,1.0168462,0.6331416,0.8848276,0.70356405,0.7283511,1.3054867,1.0684294,1.0929112,0.7089474,1.2840793,1.2140899,1.2086155,0.9327438,0.9425042,1.4870858,1.112741,0.4629451,1.2672188,0.62771887,0.90897125,1.2324681,1.0535326,1.201021,0.7405904,1.4198301,0.96956575,0.7293463,1.2184342,0.9369863,1.2762121,0.98273414,0.7427809,0.63476115,0.9061631,0.0,0.8056844,1.0724028,0.89816827,0.7140853,0.91492116,1.3357873,0.7211176,1.2249672,0.76202106,1.0586604,1.3589318,0.9752127,1.4212444,0.2509514,1.0835155,0.516731,1.1367462,1.122799,1.1249943,1.3443102,0.74580765,1.1628212,1.0817435,0.8333932,0.88190377,0.6488838,0.80800116,0.76123565,0.6836375,1.0755382,1.3418876,1.5100887,1.4295623,1.2497933,0.88028604,0.47820616,0.4062817,0.80051166,1.0171705,0.9948071,0.8557948,0.6690307,0.80256796,0.8478696,0.9731048,0.86037546,0.98683584,1.1983871,1.0504972,1.1266584,1.2113147,1.1534351,0.6391235,1.496844,0.8751339,1.3244967,0.4134946,1.1697654,0.9247423,1.2807106,0.6788225,1.0479574,0.76172924,1.1517307,1.2687478,0.09573543,1.1406996,0.86387867,1.2941148,1.4264046,1.2658294,0.74399686,0.9467471,0.96527046,0.7129003,0.88925517,0.9208971,1.1028533,0.83860165,0.73913,1.221149
frog,0.7267461,1.0747197,0.7090816,1.3091788,0.6311314,0.89380866,0.70683056,0.96358746,1.2711635,1.2082677,0.93739575,1.2803627,1.1180931,0.7957207,1.1897823,1.0352683,0.8447114,0.9455061,0.99659353,0.99285424,0.8377141,1.1643991,1.0978097,0.65265614,1.1569707,0.85937107,0.9343796,0.980459,1.2237178,1.0053129,0.8334706,1.2614683,1.0444913,1.2153106,1.1242113,0.9365817,1.1482984,1.0182098,0.85966957,1.1470665,0.9255049,1.0548706,0.7177179,0.57851744,1.2857707,1.0385765,1.2623278,1.0706844,0.8398289,1.1389654,0.8684729,0.9520559,1.1063751,0.69500417,0.80673647,1.1167594,0.8056844,0.0,1.0990098,0.98129267,0.902848,0.870262,1.0294559,0.7331136,1.2209219,0.7860756,1.0150073,1.1402786,1.1343604,1.1929463,0.8756155,1.1195804,0.9154912,0.96750486,0.95278925,1.0064481,1.1478313,1.130161,1.0527357,1.0480367,0.85014164,0.9900108,1.0137827,1.1005013,0.83817685,0.81574035,1.198483,0.9539798,1.2713294,1.2905746,0.9475082,0.94505775,0.9287137,0.96208423,0.78066814,1.0920433,0.8702155,0.90264857,0.92022663,0.9365343,0.74635804,1.080298,1.0317919,1.0784886,1.0665199,1.1105258,1.0193576,1.122248,1.0253756,0.7784241,1.2483788,0.9853215,1.2987984,1.0008854,1.1751853,1.1615942,1.1739143,0.9710913,0.86162126,0.71866715,1.180745,1.1380363,0.8376081,1.093643,0.99164367,1.1667162,1.0897605,1.0996393,1.0016459,1.096318,1.0065506,1.0875384,1.1611874,0.46178603,1.00086,1.1962512,0.9806386,1.1355249
glass,1.0933211,1.1593919,1.1103847,0.97274095,1.0417613,0.97216946,1.157222,1.0120455,0.78799427,0.8221308,1.3758689,0.8147603,0.98024356,0.9040618,0.8479689,0.83283925,1.0613704,1.1652235,0.70662624,0.91522586,1.1942196,0.9381619,0.5835496,1.2149892,1.0728427,1.1347532,1.3648323,0.9815123,1.3087108,0.8880942,1.05536,0.9297222,0.92813426,0.7901195,0.6400097,1.0068213,0.9227028,0.9222044,1.3069202,0.95419276,0.9461074,0.6851849,1.0120608,1.3019962,0.9212732,1.2910886,0.89474493,1.2161525,1.2741468,1.0533918,1.1119841,0.9535785,1.3058875,1.0740049,1.1232909,1.3296689,1.0724028,1.0990098,0.0,1.2736024,1.3293519,1.175517,1.0297494,1.1878697,1.0805653,1.2768583,0.79555964,1.0168073,0.87005603,1.0547054,1.1510687,0.74670696,1.1640373,0.88292724,0.57795143,0.7758049,1.1738883,1.0794455,0.8433222,1.0896453,0.9906992,1.243959,1.1205279,1.3279604,1.1715384,1.2155315,1.0311636,0.8634765,0.9396574,1.0536263,0.84707105,1.0136224,1.2689781,1.2606001,1.1550095,1.2936214,1.1115134,1.0142376,0.8780105,1.0153489,1.1669459,1.3011414,1.0349656,1.0808351,1.1602495,1.140326,0.93010414,0.401298,1.1974092,1.0139368,0.9298045,1.0618275,1.127261,1.0406588,0.9380616,0.7429855,0.7170819,1.3573036,0.717978,1.2126594,1.1829684,0.39162838,1.0233603,0.741312,1.2091398,0.8874034,0.89329886,0.7063925,0.74724764,1.3783164,1.219206,1.1256727,1.206526,1.1314174,0.7246932,1.059095,1.3366337,0.7201656
glasses,1.153523,0.9540366,0.85440207,1.2786388,0.8867432,1.0244515,0.82892025,1.1343433,1.4319842,1.3308601,0.5530094,1.336746,1.3502169,1.2041882,1.435093,1.0717723,1.1336873,0.5897924,1.2523232,1.3282765,0.9425192,1.2839336,1.3464885,0.8290518,1.099233,0.8631178,0.6603184,1.1063757,0.9604392,1.373388,0.8161141,1.2655517,1.0549221,1.3361112,1.1208584,1.12111,1.2065779,1.3056285,0.5189817,1.3362304,0.88049865,1.2213887,1.1458738,0.84472156,1.1717328,0.88459563,1.2286998,0.37160808,0.5946242,0.99338293,0.5172629,0.7975999,0.5967168,0.87113583,0.7545008,0.67870975,0.89816827,0.98129267,1.2736024,0.0,0.7924366,0.62070274,0.7369195,0.76999944,1.0039592,0.33803266,1.2560017,1.1478987,1.2223163,1.1884184,0.7773698,1.2597167,0.70000035,1.3169376,1.3746228,1.2827474,1.1563776,1.1027004,1.2768757,0.6900447,1.1194407,0.3319834,1.1078256,0.41109222,0.68035877,0.73458576,1.1658862,1.1947498,1.2687413,1.1112586,1.3242376,1.1963551,0.51761293,0.56398845,0.70566285,1.0415014,1.0220195,1.0389498,1.2727958,1.0217894,0.8251207,0.31021202,1.2654757,1.1304415,0.4898944,1.035269,1.1669859,1.2669201,1.1342974,1.0220131,1.1158524,1.1861995,1.074164,1.1715435,1.195925,1.2666192,1.341893,0.59048045,0.93901694,0.6112123,1.155573,1.309802,0.9253503,1.185672,0.69141996,1.2364646,1.1089611,1.4137214,1.1512104,0.40512633,0.5400657,0.79828024,1.1556289,0.96733123,1.4440616,1.1587981,0.26568478,1.2077657
glove,0.961251,0.60293347,0.894521,1.0275443,0.86272085,0.8135816,0.77191854,0.91418487,1.2094071,1.2698367,0.5996333,1.2432752,1.1475232,1.2408084,1.0230554,1.1035624,1.2020645,0.65426964,1.1665554,1.3210124,0.7650418,1.0945711,1.186322,0.6350806,0.99921966,0.77744436,0.7168548,0.90563864,0.8776511,1.1897047,0.8986991,1.2514498,1.1555511,1.1831044,1.0293734,1.0763061,1.2862527,1.2157277,0.6382854,1.2986429,0.77617204,1.265907,0.93813545,0.7518004,1.2510991,0.92051125,1.2763598,0.85890317,0.7081955,1.0331575,0.83795476,1.245585,0.6131691,0.7249645,0.7243724,0.5498122,0.7140853,0.902848,1.3293519,0.7924366,0.0,0.661736,1.2351327,0.7119138,0.81009954,0.6401955,1.2237748,1.0210501,1.0751569,1.0483204,0.7890841,1.2786777,0.6952532,1.1294627,1.2692819,1.3514652,0.67130864,1.0961558,1.2109556,1.0981331,0.9759927,0.72402173,0.41737998,0.7431303,0.7938728,0.75249726,1.1666057,1.1347011,1.1894805,1.0991361,1.3217511,0.9796429,0.6492897,0.62929535,0.79283345,0.6497004,1.0018876,0.9266453,1.123468,1.0192019,0.78050065,0.79027355,0.8776373,1.1041474,0.89572114,1.0566442,1.1276696,1.3385215,0.9362266,0.8863562,1.2433174,0.8952725,1.0009786,0.76977414,1.2321603,1.1342028,1.2110978,0.5200481,1.0902706,0.76359415,0.567698,1.3847396,0.6971196,1.2152436,0.66800666,1.2514511,1.3330846,1.4879389,1.0851027,0.5593495,0.8894368,0.68242323,0.5348679,0.9792535,1.4163886,0.99698025,0.6556585,1.313688
gum,1.1525362,0.78607565,0.7386497,1.1086606,0.8569767,0.8222964,0.82053477,1.2333168,1.3109534,1.3915449,0.80654955,1.3253222,1.1908982,1.1900859,1.3297359,0.97228825,0.9290542,0.78525597,1.1283996,1.1679554,0.89115083,1.251745,1.2087684,0.93605834,1.2691455,1.0186474,0.5336363,1.2626708,1.2036922,1.1265637,0.9464766,1.4813414,1.1792595,1.2216789,1.0393682,1.0253956,1.3463324,1.1116995,0.57505417,1.3380067,0.9322912,1.0860116,1.2068903,0.7869131,1.3724166,0.9492893,1.3027782,0.5742717,0.57102597,0.9576017,0.6516127,1.0966086,0.40201765,0.7254336,0.8526889,0.6488824,0.91492116,0.870262,1.175517,0.62070274,0.661736,0.0,1.0924594,0.7832854,0.70277214,0.6866713,1.21826,1.2578028,1.1082419,1.1379161,0.86920387,1.3821571,0.92279446,1.1868808,1.086757,1.1528704,0.84742343,1.1710069,1.2534714,0.7095392,1.0009756,0.5371343,0.9931953,0.5971477,0.87988484,0.63079214,1.2874019,1.1926253,1.2333928,1.2522141,1.09256,0.96606964,0.679146,0.67233837,0.5556882,1.062093,0.8746658,1.1390283,1.0814848,0.9933092,0.7152012,0.63028467,1.1793368,1.1193612,0.5795497,1.1387254,1.0647702,1.2363358,1.0075413,0.9722947,1.2589562,1.0751046,1.1659682,1.0610851,1.2095046,1.2375627,1.3271065,0.6942601,0.9532171,0.77368015,0.95165145,1.1951115,0.8474135,1.1922607,0.5702938,1.3418486,1.3371251,1.2835038,1.0386988,0.46210468,0.51246244,0.5162313,1.1271563,0.847691,1.1945381,1.3101432,0.5820881,1.3029342
hair,1.114896,1.1322292,1.1626719,0.7617129,1.1180284,1.2077391,1.231881,1.2784362,1.0130161,0.80004543,1.1893754,0.8682606,0.8149371,0.9607176,1.0282251,1.0922264,0.9629139,1.2166784,1.1999382,0.9383194,1.242288,1.1468716,1.15104,1.2254277,1.1918981,1.0791056,1.1588308,0.8461398,1.0045002,1.0024235,1.1590154,0.89897287,0.8504931,0.9427297,1.0222247,1.1770501,0.5717942,1.0617478,1.2688615,0.9552353,1.2989614,1.1209389,0.886006,0.90321386,0.91639274,1.1957116,0.6891449,0.8819039,1.2130412,0.93473244,1.0109595,0.19285393,0.9816466,1.1142244,1.1583868,1.0014873,1.3357873,1.0294559,1.0297494,0.7369195,1.2351327,1.0924594,0.0,1.1437522,0.83306473,0.8919084,1.0658191,0.8960952,1.1310544,0.81524444,1.3193336,0.95108557,1.2629706,0.99013346,1.0037799,0.9503199,0.90949583,1.1000168,0.90113044,0.84278923,1.2101959,1.0498075,1.3580555,1.0740982,1.0742741,1.2486731,0.9772018,0.85500395,0.7148496,0.795752,0.8560153,1.2151554,1.227025,1.2542504,1.1571618,1.1176615,1.041844,1.0400095,1.2763917,1.1770918,1.149205,0.859162,1.1912253,1.083946,0.80053556,0.99147666,0.9977718,0.9502548,0.97252303,1.1731734,0.5318034,1.102011,0.9487364,1.3249378,1.0062268,1.1286098,0.9905316,1.2193637,0.8931147,1.0606419,1.0171678,0.9529562,1.4003932,0.986051,1.1746702,0.8183422,0.43825597,0.8791513,1.2677323,0.9111702,0.9082161,1.1601603,1.260478,0.9925102,1.0298651,1.0861994,1.0712519,0.86032903
hamburger,0.9526686,0.8480671,0.63823104,1.2439368,0.73584783,1.0379596,0.50557613,0.9115962,1.4931061,1.4137608,0.7734686,1.4251714,1.2363331,1.0618709,1.3512361,1.2719877,1.1957259,0.68225026,0.77665824,1.3405304,0.27382588,1.2007954,1.0824858,0.74921024,1.1138514,0.8126745,0.6978167,1.1142462,1.2584063,0.92151016,0.8565356,1.3539648,1.1544299,1.1357802,1.2567542,0.6633102,1.3728411,0.8046516,0.7366044,1.3491229,0.7814003,1.061528,0.8896223,0.70915544,1.4062636,1.0596886,1.3632812,0.91432637,0.46547955,1.1457987,0.90584856,1.090638,0.9089986,0.8149868,0.621273,0.8622035,0.7211176,0.7331136,1.1878697,0.76999944,0.7119138,0.7832854,1.1437522,0.0,1.1479595,0.67961615,1.3670031,1.3271391,1.05484,1.3336883,0.85837734,1.3653734,0.8122754,0.7905326,0.9957763,1.0808892,1.1630259,1.2358787,1.2891133,1.0669186,0.47541958,0.72305036,0.8130785,0.9118067,0.9046731,0.46414536,1.2544488,1.0567521,1.4197923,1.3798845,1.333801,0.5098496,0.7886406,0.7792165,0.5292881,1.0882858,0.43670326,0.92194396,0.65033436,0.9160951,0.47883654,0.8156316,1.0668648,1.2371826,0.91672015,1.1317523,0.67903143,1.177804,1.212446,0.96601504,1.3349432,1.1385252,1.2791471,0.7125523,1.356376,1.275702,1.4204346,0.81476545,0.98210335,0.5509516,1.2190858,1.2372957,0.66466707,1.2597389,0.76994896,1.3591977,1.3277401,1.2130916,0.960551,0.7989902,0.8887547,1.0251223,1.1241654,0.8669388,1.1626632,1.3037472,0.69089466,1.3547451
hand,1.0857921,0.61026216,1.1994774,0.40806794,1.2324619,1.1336298,1.3048487,1.2501762,0.8844737,0.922215,1.2790658,0.83359814,0.65076566,1.1329134,0.9332657,1.0316695,0.95127404,1.3440344,1.1807673,0.97986305,1.1770718,1.0546838,1.1504023,1.2131063,1.2435664,1.2832751,0.98905575,0.8991744,1.0140461,0.87711847,1.2169132,1.0505731,0.9001704,0.92649734,0.95985043,1.1104996,0.8578569,1.016728,1.2017194,0.9414938,1.2856692,1.1330041,0.956397,0.9431018,0.9877932,1.1311072,0.8129939,0.8110857,1.2215939,0.88209873,1.0042739,0.91707784,0.38389426,1.2147021,1.2913983,0.5446234,1.2249672,1.2209219,1.0805653,1.0039592,0.81009954,0.70277214,0.83306473,1.1479595,0.0,1.2118087,0.9472162,0.9438452,0.9932752,0.7417828,1.2385354,1.0902917,1.3595383,0.9970235,0.9748061,0.9800331,0.5102888,1.0997963,1.016413,0.8743985,1.2338654,1.1637914,1.1644386,0.88898987,1.2214714,1.2219785,1.0590076,0.9994559,0.64893156,0.8518787,0.8420274,1.1393335,1.2318896,1.0760865,1.1254818,1.0488361,0.9571117,1.144643,1.2357212,1.1159352,1.109745,0.9265244,1.019209,1.0418835,0.90330637,1.0452235,0.8383334,0.9846082,0.72614497,1.0687286,0.7036472,0.9884792,0.8369783,1.1100379,1.0286717,1.1225905,0.8944256,1.1260195,1.0793991,1.2982924,0.6677075,0.9768815,1.2004033,0.92828804,0.97433156,1.0091356,0.85116386,0.94555956,1.2250271,0.5807059,0.88612986,0.7217772,1.1086683,1.1369101,1.0036042,1.0839685,1.1397321,0.9913498
hat,1.1179008,0.9683629,0.67843276,1.4390258,0.61687475,0.8317227,0.6746286,1.0015118,1.528234,1.41106,0.40421093,1.4568758,1.4315509,1.1462358,1.4213202,1.0749171,1.0280255,0.3272395,1.1387144,1.2753453,0.89063716,1.2789173,1.2488279,0.72175,1.0663148,0.5792209,0.681352,1.1113015,0.93901,1.4033794,0.72558343,1.3532026,1.1228706,1.3566914,1.2066538,1.0840956,1.3170096,1.3323596,0.36031044,1.3728184,0.69206583,1.2215366,1.1303246,0.70633876,1.2903328,0.9032479,1.3178883,0.55128187,0.43781573,1.121978,0.70207703,0.9338571,0.7613247,0.74371624,0.48662466,0.8366785,0.76202106,0.7860756,1.2768583,0.33803266,0.6401955,0.6866713,0.8919084,0.67961615,1.2118087,0.0,1.3121598,1.234046,1.2171637,1.3422151,0.6615702,1.2897842,0.48922664,1.3028088,1.3116653,1.3035858,1.2679434,1.1249601,1.2424372,0.8458675,0.99590045,0.26669276,0.9897097,0.52378964,0.5184598,0.52645934,1.1973482,1.2577941,1.389369,1.2971323,1.3865461,1.0896668,0.4112314,0.44939625,0.6606543,1.0571877,1.0709741,0.93124795,1.1659263,0.9969488,0.72611314,0.49769992,1.1764944,1.1255844,0.66596633,1.0773704,1.2626681,1.2632687,1.1717154,0.89746463,1.3015511,1.1488997,1.2127812,1.0622294,1.2016866,1.2759199,1.3677354,0.4929819,0.9379293,0.393749,1.2646452,1.3200189,0.7745135,1.2953877,0.5803715,1.2758567,1.2345592,1.4458206,1.0379905,0.5798409,0.7024342,0.8783859,1.0863663,0.68533635,1.4155657,1.1204996,0.25469017,1.2445188
hose,0.8370143,1.1576829,1.1789665,0.90224874,1.1061299,1.0116936,1.2313774,0.9093568,0.6915102,0.85867167,1.2087408,0.7679396,0.8491547,1.0158876,0.8665471,0.731673,0.95727855,1.3013058,1.0647656,0.8615675,1.3033963,0.696632,0.8200714,1.0472856,0.99566245,1.1420462,1.1798419,0.9948777,0.9239303,0.9994667,1.0516828,0.8031141,0.9622814,0.94930726,0.8833723,1.1488203,0.8804094,1.0053854,1.1775185,0.678766,1.1940813,0.95945364,1.066281,1.1583408,0.80328053,1.0362102,0.9438517,1.1514813,1.3490179,0.9539092,1.1889702,1.062531,1.176996,0.9668466,1.2136979,1.1482637,1.0586604,1.0150073,0.79555964,1.2560017,1.2237748,1.21826,1.0658191,1.3670031,0.9472162,1.3121598,0.0,0.84587085,1.024571,0.942402,1.0727504,0.73011804,1.1542593,0.98746634,0.84557617,0.93156326,0.9273234,0.83988017,0.79402703,1.0948955,1.2237201,1.347486,1.133523,1.0632149,1.2100081,1.3192133,1.021631,0.9557085,0.8640197,0.9501535,0.82618606,1.1911697,1.1960411,1.1745723,1.1853436,1.0293219,1.2106764,0.9886206,1.0972307,0.9286858,1.2772117,1.1949118,0.91336334,0.89631015,1.2311332,1.037818,1.0365689,0.80568755,0.86072755,0.7950321,0.97236997,0.9190568,1.0151123,0.97651863,0.7274791,0.8327425,0.6302049,1.1981667,1.0112646,1.3572091,0.8803183,0.7872436,1.0677283,0.53176224,1.1717974,0.68381333,0.9664991,0.88293004,1.0526769,1.2490319,1.1607436,0.97161096,1.0208977,1.0053586,0.842031,0.71212244,1.2869551,0.8351431
