,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
sandwich,0.958584,1.0913919,1.0851521,0.75064075,1.1549581,1.2106171,1.0861375,1.1693527,0.96628326,0.9448113,1.3237789,0.9087046,0.71035296,0.86738044,0.92801344,1.0860065,1.0403663,1.2785305,0.90162253,1.0100765,0.557904,1.1909904,1.0611506,1.1619117,1.1689113,1.1817243,1.1233028,0.9475014,1.2377408,0.59084237,1.1224483,1.0053838,0.99485874,0.9181496,0.9398236,0.6393304,0.9723499,0.4215933,1.2974157,0.9608639,1.21343,0.95053923,0.8041374,1.0500878,1.1110129,1.2876022,0.9709891,1.1044629,1.125639,0.9847801,1.1352001,1.0083338,1.0525414,1.198502,1.1955496,1.0780867,1.1266584,1.0193576,0.93010414,1.1669859,1.1276696,1.0647702,0.9977718,0.67903143,0.8383334,1.2626681,1.0365689,1.0376046,0.9875349,1.0184513,1.2544184,1.1175935,1.3292884,0.6752428,0.7623205,0.78110796,0.97357434,1.2078398,0.9691464,1.0859098,0.5518666,1.2109107,0.99121314,1.2502737,1.2373997,1.083707,1.0421135,0.7811723,0.9447378,1.0031035,0.8081802,0.68521595,1.2792747,1.26051,0.9993618,1.1335542,0.30780613,1.1310235,0.61358666,0.9838921,1.0150143,1.1923885,1.1141784,1.0343739,1.058278,1.0997206,0.0,0.8224833,1.0755517,1.1359156,0.9289041,1.0822378,1.0532813,1.0592492,1.1638101,1.0072018,1.0099411,1.3101964,1.0437769,1.1301988,0.9807484,0.8431287,1.1674292,0.9689331,1.2112235,1.0123774,0.9566808,0.70514095,1.0215532,1.1565924,1.1174498,1.1191927,1.1212425,1.1295712,0.7472123,1.2609062,1.2435527,1.0464376
sauce,0.9935028,1.168599,1.1767815,0.88433254,1.119887,1.0931457,1.1639826,1.0613447,0.79883575,0.81546575,1.3715861,0.796481,0.7869948,0.89638555,0.8576542,0.81340826,0.9997441,1.2985637,0.8001361,0.92074513,1.1982226,0.9600255,0.6119495,1.2553719,1.1639355,1.2389051,1.3538221,0.9662684,1.2176296,0.7720018,1.172793,0.9273997,0.9437734,0.8946096,0.83557165,1.070238,0.8470185,0.92084485,1.3771552,0.9019755,1.0818201,0.762833,0.9840935,1.2362549,0.97267395,1.2639447,0.8619137,1.1436782,1.249437,0.97474307,1.188435,0.9597437,1.2821257,1.1724889,1.2211376,1.2860336,1.2113147,1.122248,0.401298,1.2669201,1.3385215,1.2363358,0.9502548,1.177804,0.9846082,1.2632687,0.80568755,0.8924277,0.8887759,0.9793271,1.2768414,0.8428587,1.3547897,0.8286831,0.37937284,0.81480485,1.0130227,1.104415,0.8472494,1.0345078,1.0576695,1.2913287,1.1103287,1.2847694,1.213577,1.2023978,1.0020659,0.8446539,0.8494626,0.9255101,0.7655343,1.0390527,1.3797237,1.336471,1.0583767,1.1905385,0.9886915,1.0775447,0.91752267,0.9867565,1.1899254,1.2789432,0.9572322,1.0340595,1.1621249,1.1261085,0.8224833,0.0,1.0977952,1.0195868,0.83884084,0.9588262,1.0268964,1.1141176,0.9265162,0.8214256,0.7630121,1.3124775,1.0046748,1.2428467,1.0668631,0.3308651,1.200392,0.80844104,1.2939007,0.87152827,0.8147064,0.72825265,0.84010196,1.3400753,1.1598477,1.2650708,1.1516377,1.1580417,0.66044945,1.0907545,1.3615922,0.8534682
scarf,0.87011945,0.9235456,1.2307105,0.74780476,1.100158,1.1860195,1.1939237,0.9786728,0.8895016,0.8124421,1.0503483,0.824526,0.75747526,1.0863087,0.80756366,1.0672662,0.90684307,1.2225448,1.1818316,0.9030939,1.2199306,0.8809794,0.9994037,1.1549262,1.0719877,1.1080523,1.0712801,0.9321958,0.8653934,1.0253445,1.1344697,0.90084136,0.7635866,0.9525001,1.068055,1.1919525,0.7764213,1.0941228,1.1175643,0.77732295,1.2013152,1.1034172,0.9203252,0.8164492,0.91505945,0.993479,0.61640817,1.0572878,1.3040069,0.8351623,1.1767676,1.0217758,0.9023484,1.1320628,1.186128,0.9445185,1.1534351,1.0253756,1.1974092,1.1342974,0.9362266,1.0075413,0.97252303,1.212446,0.72614497,1.1717154,0.86072755,0.5928637,1.02354,0.54516953,1.2028508,0.9398592,1.3389325,1.0153588,1.124769,1.0328135,0.5004299,0.9470153,0.893281,1.0549927,1.2497025,1.2750268,1.023516,0.9044984,1.2937533,1.2773179,0.9934086,0.95625067,0.59001243,0.5924316,0.937493,1.163312,1.247537,1.1709418,1.219068,0.79516125,1.1010343,1.0323807,1.2795968,0.9939659,1.2286211,1.0599543,0.6856263,1.0733238,1.1565294,0.9993377,1.0755517,1.0977952,0.0,1.0420187,0.7044809,0.8517851,0.56275666,1.0399561,0.9080431,1.198645,0.92531705,1.1370778,1.0437088,1.1789409,0.70100665,1.1135764,1.2177378,0.9217221,1.2144163,0.806124,0.7895589,1.0131034,1.2011241,0.9889932,1.0668763,0.9115443,0.7857111,0.9108294,1.0402249,0.9018072,1.2189322,1.0739275
scissors,0.9339905,0.98267007,0.7378274,1.2705456,0.6956878,0.66229725,0.8921756,0.7933534,1.1692784,1.2562336,0.89500153,1.2265835,1.2569762,1.0729737,1.203292,1.025514,0.9361594,0.8766968,0.93089956,0.960491,1.0156871,0.94935095,0.9531548,0.71414334,1.0132629,0.89091265,0.96303797,1.2042274,1.0640267,1.0816945,0.7675141,1.1138207,1.1036965,1.2029095,1.0296568,1.0831681,1.2421107,1.2014468,0.74372256,1.0473442,0.8188968,1.009253,1.0861429,0.94938606,1.1423992,0.8889671,1.2434642,0.9360304,0.947751,1.177307,0.93379235,1.1917002,1.0435375,0.9601764,0.74811935,1.0147542,0.6391235,0.7784241,1.0139368,1.0220131,0.8863562,0.9722947,1.1731734,0.96601504,1.0687286,0.89746463,0.7950321,1.1691235,0.94041073,1.264875,0.6453414,0.9688172,0.7654159,1.1497772,1.0686761,0.95521045,1.1817439,0.86837035,1.0417383,1.010871,0.98434925,1.0351,0.92732996,0.8443469,0.8390739,0.9075021,1.185938,1.176907,1.2390008,1.2784278,0.9512486,1.0346385,0.8763856,0.7712642,0.9894767,1.1556023,1.1297433,0.88717633,0.95014966,0.953987,0.92910486,1.0863398,0.7715532,0.87827563,1.190051,1.0627947,1.1359156,1.0195868,1.0420187,0.0,1.2994945,0.7835802,1.2573665,0.7242786,1.1091391,1.108387,1.0569133,0.8529488,1.0365956,0.93099225,1.0944234,1.0874912,0.61733806,0.97376496,0.7975956,0.983179,1.1849307,1.1777444,0.83423764,1.0524566,1.0351567,0.9563962,1.0400789,0.75565374,1.056887,0.78102916,0.9739881,1.162455
shirt,1.0961163,1.0786855,1.312958,0.41651762,1.3095316,1.3393896,1.4651978,1.3593761,0.64279693,0.4152429,1.3463475,0.44792783,0.52841026,0.9060086,0.63987637,1.0902202,1.0292081,1.4143424,1.2930126,0.93878806,1.3922061,1.0765611,1.1569903,1.326246,1.220421,1.2739621,1.326899,0.6650069,0.8630833,0.9588898,1.326908,0.6426893,0.57115746,0.7921822,0.9043418,1.2021924,0.32557297,1.0404087,1.4917263,0.82984746,1.4471046,1.1473346,0.8237288,1.1261998,0.69489145,1.3026206,0.27934766,1.1170266,1.4351895,0.7544307,1.2228286,0.61329496,1.0259404,1.2713287,1.4086554,1.0978601,1.496844,1.2483788,0.9298045,1.1158524,1.2433174,1.2589562,0.5318034,1.3349432,0.7036472,1.3015511,0.97236997,0.39318693,1.1601753,0.36123753,1.4799385,0.7502328,1.4659737,1.0272354,0.97399265,0.99097174,0.68094206,1.1527452,0.7928205,1.0095968,1.324758,1.2638736,1.2761062,1.1094213,1.3548644,1.4525205,0.87090194,0.76214933,0.2730307,0.29620337,0.79764783,1.2830447,1.4249759,1.444509,1.3012531,0.9589058,1.1453496,1.1181315,1.351371,1.189455,1.3199561,1.1128249,1.1161371,1.0842037,0.9510225,0.9602772,0.9289041,0.83884084,0.7044809,1.2994945,0.0,1.1335818,0.5086436,1.4107761,0.8061323,1.0083938,0.6786574,1.4077907,0.89424944,1.3347646,0.84679675,0.86518276,1.5278771,0.88393337,1.291703,0.7159657,0.22109365,0.6474363,1.350781,1.1237186,1.1059737,1.1826637,1.0407457,1.2635801,0.9072849,1.07069,1.3188593,0.7178726
shoe,0.91429436,0.86238843,1.1205525,1.1046193,1.0599385,1.0313258,1.0835259,0.69210577,0.92119426,1.0080173,1.0027488,0.97443616,1.1091225,1.0402181,0.8766868,0.98065966,0.9476696,1.0853978,0.9948673,0.87938565,1.0847826,0.8503701,0.8744426,0.9031211,0.836523,0.94279975,1.1595201,1.0938483,0.9792384,0.9409405,0.9859078,1.0131488,1.0430385,1.0464779,0.8181595,1.1153406,1.0741918,1.0612375,1.1034812,1.0040455,0.9743811,0.861693,1.0490818,1.0597265,1.0303279,0.8934361,1.0125093,1.0861835,1.2404182,1.1037803,1.0341314,1.0862246,1.1021799,1.063817,1.1011599,0.89941365,0.8751339,0.9853215,1.0618275,1.1861995,0.8952725,1.0751046,1.102011,1.1385252,0.9884792,1.1488997,0.9190568,0.9777603,0.9354756,0.9240792,0.979878,1.0241516,1.0743771,1.0408973,1.009136,1.0209601,0.89585936,0.8951762,0.8714463,1.0418396,1.0700905,1.2454165,0.8185389,1.1553884,0.95695406,1.1734807,0.910395,0.9765912,1.0259682,1.0363338,0.9793295,1.0639665,1.1386235,1.0844892,1.1674376,0.9284396,1.1067913,0.98624843,1.0006192,0.93900526,1.1054596,1.1618394,0.6401972,0.7412156,1.2483765,1.0736352,1.0822378,0.9588262,0.8517851,0.7835802,1.1335818,0.0,1.0088497,0.8634137,0.99067473,0.94275916,1.0581665,0.5741709,1.1145928,1.1066794,0.57490104,1.0371234,0.92670316,0.949741,1.1424389,0.84796923,1.0654821,1.0967762,0.80506337,1.0013908,1.098856,1.0588492,0.7829654,0.97435397,0.9517484,0.7565995,1.1852632,1.0971882
shorts,1.0422411,0.9256573,1.2516447,0.6654301,1.2193242,1.1710696,1.3311821,1.1352848,0.81441444,0.7200464,1.0893788,0.7579266,0.7665565,1.0787247,0.7589406,1.0655947,1.0974164,1.2599373,1.2280043,1.0104369,1.2441664,0.9055051,1.0722544,1.2278451,0.950994,1.1448658,1.1706791,0.8282711,0.7433382,1.0227519,1.2097067,0.7115114,0.7375707,0.91309464,1.0292155,1.1519759,0.7667809,1.0657709,1.2801739,0.8549876,1.2281911,1.0798354,0.9736175,0.99885297,0.73429286,1.0305272,0.49843943,1.0529568,1.3025072,0.74224216,1.1113685,0.9957382,0.9379388,1.2160895,1.2734141,0.9436292,1.3244967,1.2987984,1.127261,1.074164,1.0009786,1.1659682,0.9487364,1.2791471,0.8369783,1.2127812,1.0151123,0.47333127,0.97888875,0.40809202,1.3008267,0.9112588,1.2758236,1.007101,1.1297446,1.0742428,0.59987104,0.9788182,0.83679354,0.8994482,1.244114,1.2276937,0.9816374,0.9314782,1.2651985,1.3183072,0.8342462,1.012448,0.5148489,0.2462095,1.0129853,1.1853571,1.2703979,1.2869449,1.2637368,0.76943505,1.1502447,1.0123322,1.2869229,1.1023219,1.2018688,0.99196154,0.8538829,0.99044454,1.0605785,0.8797984,1.0532813,1.0268964,0.56275666,1.2573665,0.5086436,1.0088497,0.0,1.1749588,0.86753607,1.0782614,0.9214668,1.1950234,1.0472821,1.2540982,0.671332,1.0321214,1.3368795,1.0152081,1.1409214,0.7941664,0.71799135,1.0073427,1.2006369,1.0189645,0.99181956,1.0482098,0.6872223,1.2240204,1.0886115,0.90970993,1.2013013,0.94157827
shovel,0.98329896,0.790649,0.8881191,1.1534636,0.935961,0.83026356,0.6669728,0.64692295,1.0962927,1.3794806,0.8730277,1.2217038,1.3256932,1.2275854,1.1928773,1.0498168,1.1446774,0.7652422,0.6646746,1.093351,0.707689,0.55494815,0.69152075,0.8157688,0.72088397,0.83418417,0.9066029,1.2387906,0.9711435,0.91837156,0.9452923,1.0974928,1.2151237,0.9057773,1.1247474,0.8248587,1.4023805,0.89617854,0.79484975,1.0399109,0.67445797,0.9610719,1.1159735,0.99260014,0.98996365,0.81868696,1.2711003,1.1725824,0.91936237,1.1923784,1.135361,1.3049538,1.1244718,0.9077767,0.7405304,0.9294396,0.4134946,1.0008854,1.0406588,1.1715435,0.76977414,1.0610851,1.3249378,0.7125523,1.1100379,1.0622294,0.97651863,1.332443,0.67821836,1.3550615,0.5917672,1.0876317,0.71039677,0.86831903,0.92347157,1.0150764,1.0866941,0.71109664,1.0540171,1.2171463,0.75517905,1.1700065,0.5975583,1.0836172,1.002569,0.8126332,0.9466177,1.1584839,1.3652277,1.3360138,1.2128272,0.72237843,0.8532059,0.7345005,0.9221364,1.0051104,0.9526585,0.71780777,0.6612598,0.94773644,0.9052875,1.1823394,0.71986115,0.9857864,1.3327229,0.9287426,1.0592492,1.1141176,1.0399561,0.7242786,1.4107761,0.8634137,1.1749588,0.0,1.181508,0.8457598,1.1743591,0.8740244,1.158463,0.91299754,0.9478729,1.0924655,0.33833474,0.97852397,0.94085485,1.0877213,1.4091897,1.1882082,0.7957317,1.0978589,1.133422,0.8205135,0.79996765,0.96900207,1.029332,0.59404707,1.0812117,1.1397595
shower,0.92117506,1.1548907,1.2203134,0.88505685,1.1920682,1.086985,1.2147876,0.9909246,0.566867,0.69312537,1.1806021,0.6758361,0.8168514,1.0161518,0.6612548,0.84620625,0.9232061,1.2165314,1.1696264,0.8522064,1.3189232,0.82944596,1.0216962,1.2113622,0.9145199,1.104568,1.040641,0.8873839,0.8272833,1.1090527,1.1804891,0.63890475,0.83883756,1.0301441,0.7397295,1.1845449,0.81776655,1.143324,1.1648418,0.7455273,1.2273865,1.0220631,1.1148403,1.0990423,0.5590477,0.8907069,0.8164085,1.1719469,1.2348559,0.9582985,1.1321054,1.003466,1.1123849,1.1764696,1.2404346,1.1345108,1.1697654,1.1751853,0.9380616,1.195925,1.2321603,1.2095046,1.0062268,1.356376,1.0286717,1.2016866,0.7274791,0.7371452,1.1544288,0.77805877,1.0980101,0.7494683,1.1569705,1.1634784,0.9567932,0.97017944,0.84888816,0.9405106,0.9666544,1.0917584,1.2772676,1.188873,1.10815,1.0055428,1.191515,1.2320336,0.80884284,0.8641786,0.7661188,0.75622654,0.8782642,1.1994828,1.1111956,1.1977698,1.1818451,0.92540985,1.305239,1.0754908,1.2299622,0.9195623,1.1997532,1.0563883,0.96128947,0.8588263,1.1169277,0.96255225,1.1638101,0.9265162,0.9080431,1.1091391,0.8061323,0.99067473,0.86753607,1.181508,0.0,0.8596476,0.59992635,1.148595,0.9115262,1.2344263,0.895315,0.9731111,1.2052232,0.8035592,1.0935373,0.96516764,0.869012,0.89732516,1.112604,1.1700894,1.1315894,1.1033134,0.86160654,0.9908589,0.8965299,0.90213835,1.1434245,0.6838081
sink,1.1476502,1.2151268,1.1906421,1.0090257,1.2443427,0.9954347,1.1545713,0.8851427,0.4627146,0.8759103,1.064099,0.57912797,1.045906,1.0806941,0.82863164,0.70304275,1.0871881,1.1336689,0.6346526,0.9131021,1.1637609,0.8221941,0.6040095,1.0333855,0.6230859,0.9342742,1.1215225,0.93243617,0.7290667,0.9529642,1.1450456,0.83660525,1.0530264,0.76981217,0.9239812,1.0466849,0.96554404,0.95041573,1.2120674,0.8777534,0.9145042,0.72098637,1.1633347,1.3888865,0.6895661,0.7350304,0.9766886,1.2410762,1.2200863,0.9716537,1.1435953,1.1115327,1.2316434,0.9127882,1.2221458,1.229637,0.9247423,1.1615942,0.7429855,1.2666192,1.1342028,1.2375627,1.1286098,1.275702,1.1225905,1.2759199,0.8327425,0.9257478,0.8262199,1.047833,0.92565894,0.91505784,0.96744615,0.9077474,0.73507035,0.91800404,1.1259514,1.0318956,0.86197853,1.2101784,1.1176323,1.2540282,0.7863905,1.2947541,1.0779383,1.1792495,0.5447509,1.0785851,1.045772,0.9603184,0.93494505,1.128304,1.034231,1.1016555,1.0494355,0.84270906,1.1437529,1.0126764,0.6606169,1.0626633,1.3285837,1.3063511,1.0429429,0.6557502,1.1848975,0.68375635,1.0072018,0.8214256,1.198645,1.108387,1.0083938,0.94275916,1.0782614,0.8457598,0.8596476,0.0,0.77471566,1.0694126,0.9762452,1.2445945,0.94644624,0.7154556,0.85118175,0.80853415,1.1608487,1.0166554,1.073834,0.82975256,0.7337387,1.3188072,1.2634552,1.0427889,0.8259834,1.2665663,0.74833137,0.77486813,1.2519635,0.86849123
slide,1.0319123,1.0935326,1.2912455,0.67857736,1.2348984,1.1244723,1.3883336,1.0217507,0.3305291,0.41804397,1.3707101,0.47496444,0.5468673,0.8358675,0.5320018,0.99509156,0.801377,1.3413415,1.095027,0.6588983,1.390197,0.89044684,0.8869199,1.2664897,0.94721997,1.1478119,1.3823488,0.79274255,0.83087504,0.9618381,1.2643943,0.63001937,0.8360788,0.8395244,0.86873657,1.2278993,0.51290417,1.0955642,1.3679681,0.41373086,1.2480044,1.0551255,0.8847706,1.1314921,0.7287414,1.1798698,0.67896336,1.2369841,1.4430215,0.91045207,1.2293645,0.9868116,1.2181695,1.2643518,1.3168529,1.2461753,1.2807106,1.1739143,0.7170819,1.341893,1.2110978,1.3271065,0.9905316,1.4204346,0.8944256,1.3677354,0.6302049,0.60894644,1.1355875,0.6599319,1.2477349,0.6016719,1.2992644,1.0541093,0.88329804,0.8225414,0.83981514,1.0094068,0.77196074,1.1771924,1.2695386,1.3260901,1.1234447,1.2439668,1.3199524,1.4262426,0.8582787,0.8898977,0.4981358,0.7416257,0.65819687,1.2541987,1.3333783,1.3384345,1.3593087,1.0282478,1.2618091,1.1107746,1.1792331,1.1508249,1.387964,1.3053678,0.9359276,0.8930126,1.1926198,0.98452514,1.0099411,0.7630121,0.92531705,1.0569133,0.6786574,1.0581665,0.9214668,1.1743591,0.59992635,0.77471566,0.0,1.3390201,0.84096,1.3605198,0.9452949,0.7798979,1.258683,0.77014875,1.3254931,0.65015584,0.694497,0.566975,1.133933,1.289652,1.26021,1.177006,1.0246358,1.0119152,0.7189668,0.8803212,1.3649808,0.6645987
slipper,0.99296385,0.7114182,0.81743944,1.448733,0.9085358,0.89558876,0.6920061,0.77610064,1.3084903,1.4150296,0.29821974,1.3287196,1.4817829,1.2394882,1.2671764,0.908918,1.1654072,0.43747306,1.1250764,1.3470695,0.8261589,1.093263,1.1787653,0.5267889,0.8857169,0.7306682,0.62324995,1.0901725,0.76581943,1.3646123,0.77385545,1.3620446,1.2258229,1.3525654,1.0936732,1.15292,1.4253895,1.3479778,0.39208603,1.4059453,0.70388615,1.1515834,1.2170181,0.9120475,1.228043,0.68003035,1.3599248,0.7146849,0.54398173,1.0156044,0.68762505,1.235085,0.6748516,0.6317052,0.66144013,0.54807657,0.6788225,0.9710913,1.3573036,0.59048045,0.5200481,0.6942601,1.2193637,0.81476545,1.1260195,0.4929819,1.1981667,1.1917679,1.1354706,1.1975265,0.5537795,1.3308971,0.4558934,1.3548102,1.3323934,1.4006246,1.1557654,0.9938559,1.2580591,0.9600311,1.069543,0.4379177,0.725769,0.5589639,0.44247532,0.66546816,1.0553446,1.2428914,1.3897614,1.2626696,1.4432219,1.1013855,0.3568452,0.39548796,0.65082777,0.7829599,1.1364168,0.9352636,1.131268,0.8816682,0.747031,0.5815497,1.0138355,0.9570303,0.715869,1.080239,1.3101964,1.3124775,1.1370778,0.8529488,1.4077907,0.5741709,1.1950234,0.8740244,1.148595,1.0694126,1.3390201,0.0,1.0689166,0.72220093,0.86678654,1.3602589,0.67078435,1.275442,0.6175467,1.2828677,1.4030033,1.5587999,0.91701716,0.43376815,0.73838466,0.7722161,0.75206345,1.0074955,1.4838614,0.90895075,0.32039845,1.31486
snow,1.029837,1.1785047,0.9870656,1.0715799,0.92875695,1.1059417,1.0290272,1.0305156,1.0076116,0.9359776,0.9956367,0.92634606,1.0864114,0.9729821,1.006581,1.112962,0.94544077,0.9837135,1.1442614,1.0115626,1.102393,1.0650302,1.1247634,0.9307266,1.1317666,0.93465096,1.0960041,0.8069478,1.0501392,1.1499083,0.9978292,1.0764401,0.9075566,1.0301602,0.76261336,1.0847275,0.9783647,1.0897593,1.0051135,0.9539681,1.1175766,1.053083,1.0027531,0.87878424,0.9262694,1.1261771,0.87384933,1.0613075,1.0257381,0.9770158,0.9905821,0.8336126,1.0832582,0.9205721,0.9538584,1.0860461,1.0479574,0.86162126,0.717978,0.93901694,1.0902706,0.9532171,0.8931147,0.98210335,1.0793991,0.9379293,1.0112646,0.9533911,1.2431571,0.94117695,1.0074023,0.95279384,0.9919349,1.1085414,1.0462095,1.0556524,1.065344,1.1413277,0.82857555,1.0926857,1.082352,0.9532115,1.1718105,1.0375476,1.0413892,1.0583711,1.0136561,0.91166186,0.9866504,1.0040407,1.0136658,1.1427308,0.95725954,1.0328287,0.9982745,1.1363928,1.0787057,1.0434778,1.1102004,0.9727087,1.0484985,0.9661064,1.1394204,1.0907644,0.9588665,0.989971,1.0437769,1.0046748,1.0437088,1.0365956,0.89424944,1.1145928,1.0472821,1.158463,0.9115262,0.9762452,0.84096,1.0689166,0.0,0.96401376,1.1227165,1.0399258,1.0386379,1.0810311,1.018856,0.91886085,0.9560986,0.9197361,1.0884764,1.0661244,1.095146,1.0556868,1.1774769,0.8391601,1.0519325,1.1364973,0.9582209,0.9024157
soap,1.1075648,1.0043938,0.6350639,1.3876071,0.575635,0.80669963,0.5019713,0.9817663,1.453881,1.409869,0.6089197,1.4656725,1.4013939,1.05481,1.3664484,1.200997,1.0515352,0.43032455,0.9651576,1.2262241,0.7301165,1.2431461,1.154847,0.7768009,0.99494725,0.70674676,0.6940936,1.1782457,1.1017537,1.2178485,0.76097757,1.3293389,1.0724173,1.306464,1.2112391,0.8437654,1.3524086,1.0921742,0.5260507,1.3364613,0.6589176,1.1245623,1.0984395,0.7315372,1.3193734,0.94239354,1.3551685,0.77124166,0.40752006,1.1999384,0.8421053,1.0025489,0.93172616,0.840813,0.5484796,0.9157582,0.76172924,0.71866715,1.2126594,0.6112123,0.76359415,0.77368015,1.0606419,0.5509516,1.2982924,0.393749,1.3572091,1.300842,1.0320187,1.3542331,0.7552126,1.2703087,0.5709777,1.0555892,1.1884269,1.148005,1.24981,1.0383424,1.2750051,0.9585142,0.7545088,0.456738,0.97919685,0.8054255,0.6675998,0.3973859,1.1812611,1.0563916,1.4340632,1.3145299,1.3450059,0.8559649,0.5912817,0.6209836,0.6691805,1.1615689,0.91882944,1.0196542,0.9685653,1.0126618,0.5680823,0.7268173,1.1523621,1.1320132,0.8400581,1.0513307,1.1301988,1.2428467,1.1789409,0.93099225,1.3347646,1.1066794,1.2540982,0.91299754,1.2344263,1.2445945,1.3605198,0.72220093,0.96401376,0.0,1.277718,1.268122,0.76096416,1.1867838,0.7174536,1.3312808,1.2880282,1.3394688,0.9643375,0.8027897,0.8262533,0.9676184,1.114133,0.64900774,1.313052,1.1483101,0.5195514,1.2777464
sock,0.87187326,0.8066552,1.2727659,0.63229024,1.248499,1.0467727,1.1649005,1.0095644,0.7496965,0.85265416,1.1241853,0.78625125,0.78677833,1.1898313,0.71258646,0.98395735,1.1010966,1.2139096,1.2174227,1.0230254,1.1311488,0.8589943,1.023902,1.0444378,0.913579,1.1845999,1.0874414,0.8631231,0.80464685,0.93404657,1.221531,0.8596119,1.0546213,0.9387855,0.83371025,1.137002,0.89071333,1.00777,1.1910446,0.9243917,1.1677942,1.0712066,0.97808534,1.0085826,0.8976923,0.99808747,0.8622205,1.0707334,1.2814008,0.9526953,1.1288152,1.0701066,0.8555787,1.0717973,1.2819196,0.6817674,1.1517307,1.180745,1.1829684,1.155573,0.567698,0.95165145,1.0171678,1.2190858,0.6677075,1.2646452,0.8803183,0.73950434,0.93596315,0.6009791,1.1843245,1.0275502,1.2086403,1.0101888,1.0174533,1.1074125,0.38509572,0.96258926,0.9690912,1.0863869,1.2235109,1.2425269,0.64286596,1.028721,1.2016128,1.2897298,0.9388795,0.8184005,0.7349333,0.6508211,0.92801917,1.1614723,1.1830102,1.1588047,1.1515429,0.6611744,1.1151601,1.0616575,1.2156543,1.00268,1.1936946,1.1222938,0.7978296,0.906478,1.0448467,0.9141394,0.9807484,1.0668631,0.70100665,1.0944234,0.84679675,0.57490104,0.671332,0.9478729,0.895315,0.94644624,0.9452949,0.86678654,1.1227165,1.277718,0.0,1.1155741,1.1794144,0.9559696,1.0805246,0.88647604,0.96653634,1.1213744,1.1344924,0.8270496,1.0731244,0.8454796,0.5218626,1.1815946,1.074164,0.80193055,1.2018347,1.1049045
soup,1.1078414,1.1759052,1.1631534,0.88430697,1.097657,1.1007826,1.215435,1.1069872,0.734154,0.81695616,1.3715789,0.78865457,0.8067505,0.941035,0.8743165,0.87029195,1.0043913,1.2721273,0.62316096,0.8567585,1.2138472,0.9502174,0.4600861,1.2620292,1.0933297,1.2691131,1.3250277,1.0021994,1.2291338,0.7244195,1.1430049,0.8749813,0.98843867,0.76874197,0.9359857,0.91416323,0.85752773,0.76422393,1.4043949,0.90432966,1.0586057,0.73581153,1.0086317,1.2824903,0.9692257,1.3031783,0.826347,1.2406241,1.2763736,0.8804836,1.1218288,0.9570099,1.2912037,1.0884145,1.2477545,1.2881787,1.2687478,1.1380363,0.39162838,1.309802,1.3847396,1.1951115,0.9529562,1.2372957,0.9768815,1.3200189,0.7872436,0.9543561,0.6987244,0.94122756,1.3361874,0.8672139,1.3494699,0.7556549,0.41889215,0.65010655,1.0269427,1.1423157,0.8657197,1.0895468,0.94653535,1.3174182,1.2216998,1.3752191,1.1388135,1.2153752,0.94848007,0.87911433,0.8152265,0.9057022,0.73761666,0.94036824,1.4078795,1.4027408,1.0827249,1.2205341,1.0013293,1.0790138,0.86268085,1.0848559,1.2465587,1.3301208,1.0312684,1.0834956,1.128199,1.1111121,0.8431287,0.3308651,1.1135764,1.0874912,0.86518276,1.0371234,1.0321214,1.0924655,0.9731111,0.7154556,0.7798979,1.3602589,1.0399258,1.268122,1.1155741,0.0,1.2248632,0.7402355,1.2418895,0.892601,0.8302393,0.6959639,0.83738303,1.3639045,1.1816969,1.198954,1.1911805,1.183294,0.63266766,1.0446831,1.3990362,0.8353436
