,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
necklace,0.99875504,0.74320626,0.8120227,0.9519114,0.9817209,0.9960231,0.8527265,0.9792712,1.3900166,1.3977457,0.67509127,1.2733259,0.9781429,0.8798902,1.2124716,1.2952188,1.14431,0.89792156,0.83994037,1.2449307,0.5643082,0.88507444,0.977358,1.2384799,0.91724074,1.0275185,0.93622774,1.2056081,1.1146693,0.8843111,1.3008039,0.99936914,1.0254406,0.96577877,0.9381668,0.67614996,0.9606738,1.3422823,0.5412626,0.7831603,1.3588294,0.8868062,0.947278,1.1905122,1.1161958,1.1806519,1.1178685,0.9892739,0.8874069,0.54469216,0.96099627,1.1449169,0.76490617,1.0567598,0.64734024,0.86729014,0.9010051,0.88700926,0.8908691,0.93782085,1.0707362,0.7013774,0.8101221,1.2049435,0.74946266,1.0430803,0.8150067,0.9715531,0.846418,1.0014108,0.9656442,1.2158743,1.250772,0.9390541,1.1400974,1.0014304,1.1159469,0.8890347,1.1277269,1.0839616,0.9348854,1.1242107,0.72084767,1.0021392,0.79779255,0.85697496,0.0,0.66929924,0.90982556,1.2063687,1.1453533,1.0581454,1.0041604,1.2282015,0.86693573,0.79999423,0.9355419,0.7581216,0.88780147,0.72292477,0.9956367,1.0081964,0.98325837,0.9378101,0.8935014,0.8966139,0.99530995,1.2325566,1.1717087,0.8603351,1.0573992,0.6778513,1.0921956,1.0227923,0.93738884,1.044197,0.79444027,1.2946455,1.1487601,1.2804282,0.75281185,1.1648135,0.86109364,0.9641096,0.94003457,1.1092553,0.8507312,1.1654531,1.128041,1.2781525,1.3822122,0.9324233,0.6470225,0.78234977,1.2247201,0.90737635,1.1574049,1.1116679,1.2800164,1.1245917,1.067903,1.0701993,0.627388,1.3109934
nose,0.98193353,0.8712362,0.65771294,1.2871412,0.7781229,0.7238536,0.8169863,1.0023526,1.4310539,1.4394662,0.51160306,1.2476928,1.3396379,0.6871215,1.4150193,1.2899201,1.205867,0.5590948,0.72686005,1.2806022,0.98670644,0.76302207,0.9345484,1.2454544,0.7094261,0.8050033,0.8550967,1.2408023,1.1434916,0.6608384,1.3109385,0.8371089,1.2629954,0.7119838,1.0939455,0.8994688,0.9638862,1.4017863,0.95615894,0.5266584,1.3456771,0.5603537,1.1037455,1.1513922,1.2221363,1.2138453,1.1055123,1.2689757,0.8025209,0.80076134,0.7991682,1.1381416,0.556084,1.015462,0.6852602,0.74153686,0.7094664,1.0011151,0.7616837,0.8740376,1.2681268,0.6397166,0.9213388,1.2002755,0.9305925,1.0235285,0.7652893,1.1569734,0.56808144,1.0298951,0.86029553,1.2024119,1.3499992,0.95700264,1.2876863,1.0922973,1.1951171,0.56965363,1.1465225,1.342197,0.63236594,1.0247483,0.70462525,1.071474,0.44756216,1.01744,0.66929924,0.0,0.8411305,1.1672119,1.152222,1.3458943,1.2791376,1.2802026,0.71780604,0.68580437,0.8295169,0.81073993,1.0790911,1.0094073,0.824335,0.8326087,0.8761055,0.87127006,1.0504152,0.73807037,0.9294833,1.2315028,1.2445965,0.72549164,1.0866553,1.2142086,1.1110437,1.2946899,1.0207667,1.1708908,0.72803116,1.2895248,0.98703474,1.2880483,0.694255,1.1423868,0.653614,1.1089149,0.96575916,1.0790383,0.7429042,1.1710092,1.358123,1.2242241,1.4212062,0.83834934,0.60025537,0.6662822,1.2604275,1.0982869,1.1030604,1.1839073,1.2412155,1.0406817,1.0130469,1.0495002,0.4170817,1.2409781
orange,0.92778355,0.92756295,0.2959628,1.181803,0.4814366,0.5392902,0.5092985,1.0482204,1.2491381,1.3781803,0.9153558,1.3773398,1.253953,0.94771284,1.3454902,1.2505628,1.1113056,0.9158741,0.7733896,1.1004789,1.0721556,0.97122073,0.9230278,0.99544173,0.99414647,1.0470415,0.52445185,1.2153399,1.2592933,0.81080127,1.2835033,0.88403904,1.2047364,0.7777605,1.0913901,0.80718243,0.7607008,1.3095002,1.0892068,0.7203712,1.3043263,0.8344592,0.90008944,1.0900171,1.0156131,1.2796826,1.1196593,1.2989872,0.98556215,0.83892214,0.35794246,1.1139683,0.9722545,1.1180772,0.82624674,0.73320156,0.94941986,1.1560866,0.8330531,0.6322268,1.0929817,0.98920625,1.1457907,1.2441063,0.7603885,1.1993229,0.6542281,1.0980403,1.0032631,1.0047752,0.93768626,1.078563,1.3188581,0.973092,1.2926164,0.9805081,1.3128012,0.7871048,0.92895013,1.222041,0.973147,1.2121954,0.93372893,0.8532118,0.71982944,1.0277,0.90982556,0.8411305,0.0,1.2284896,1.0669457,1.312849,1.3005131,1.0978408,0.83560336,0.813418,0.9451473,0.47745538,1.1320783,1.0963702,1.0834422,0.54783213,0.8622718,0.6920147,1.2360005,1.0046803,0.53995824,1.2502604,1.197816,0.8935122,1.19952,1.1719054,0.8643017,1.2940221,1.1702132,1.2104758,0.8557229,1.1949798,0.96364117,1.1392434,0.97701657,1.1642005,0.6596886,1.0531486,0.8067975,0.8767452,0.40724164,1.2471393,1.2489237,1.2414083,1.2331606,0.56674486,0.79745764,0.9026779,1.1135669,1.1273654,0.92506677,0.9788662,1.2457793,1.1805999,1.1311839,1.1845516,0.8199792,1.2466455
oven,1.1832473,1.2606575,1.3472947,0.9370414,1.3049675,1.2556889,1.2355609,1.0662941,0.55398726,0.58872217,1.0815312,0.75740796,0.8931247,1.2556069,0.7134768,0.7439261,1.0186727,1.1949382,1.0969286,0.84553057,1.2529757,0.9930531,0.7504426,0.8277757,0.6935691,1.0681391,1.2481602,0.7945094,0.42165875,1.2045019,0.52672416,1.0138991,0.9015589,1.0764692,0.89614934,1.3235552,1.2246379,0.65576684,1.2608452,1.2928038,0.6068362,1.1387601,1.015101,1.0075878,1.101283,0.2842108,0.41357744,0.93620974,1.2547914,1.0173591,1.2776544,0.98299605,0.9879352,0.95146644,1.2301127,1.1765002,1.2485223,1.0882528,1.1091466,1.2718725,1.0076917,1.1054431,1.0992025,0.9173105,1.1909046,0.93210137,1.0750858,0.9932123,1.2442393,1.1019053,1.1353937,0.8963283,0.79336524,0.998402,0.8573251,0.86453116,0.60414255,1.077882,1.0530891,0.9717995,1.0613629,1.0386329,1.1113003,1.0246136,1.2772117,0.7732177,1.2063687,1.1672119,1.2284896,0.0,0.9944331,0.85274,0.6971971,0.8904281,1.1112088,1.1663588,1.1770253,1.2393963,0.94595486,1.2323948,1.1341285,1.0898684,1.1612101,1.3394028,0.96068937,0.7965325,1.151183,0.20161676,0.93554294,1.2874929,1.0307155,1.0114552,1.0382506,0.8237494,1.1041087,0.90655273,1.2060379,0.75688726,0.5518362,0.984022,1.2301939,0.9451051,1.2336578,0.9187252,0.9385226,1.0267098,1.2653997,1.0003785,0.8260859,0.9686394,0.74462426,1.2148461,1.2995665,1.1334289,0.97379786,0.7102978,1.0850213,1.0011363,0.9405744,0.9902267,0.9727984,0.68717784,1.1951332,0.6052108
owl,0.84602106,1.141409,1.1903658,0.8692111,1.0198354,1.0548337,1.0880951,1.121341,0.82113206,0.7929436,1.2772985,1.1214234,0.74241424,1.0204035,0.85298127,1.028217,1.0198971,1.1663699,1.192294,0.8716457,0.9199306,1.2335532,1.2273393,0.6856922,1.3041929,1.2375399,1.1689276,0.22992301,1.1033791,1.2152535,0.9195151,1.220315,0.98253673,1.2438296,1.0141346,1.0278133,1.0766085,0.79019535,0.96301746,1.3094106,0.9253779,1.2098337,1.0048014,0.31896514,0.7779684,0.9143574,1.0812484,0.8699643,1.0271425,1.0529602,0.97659737,0.81162244,1.0937845,0.8325609,1.1561384,1.1335539,1.0821407,1.0646518,1.2117927,1.0521667,1.013745,1.0547434,1.1158156,0.93856645,0.9967789,0.8027405,1.1114525,0.8890841,1.1277063,1.1295514,0.96364325,0.9751507,0.8832653,1.0891727,0.91354305,1.1959802,1.0514339,1.2462345,0.87101626,0.7622531,1.1781871,1.0853814,1.0886805,0.4692378,1.1678646,1.2069831,1.1453533,1.152222,1.0669457,0.9944331,0.0,0.8477825,0.9300841,0.89959335,1.302624,1.3084886,1.0960408,0.9965099,1.1435695,1.1307861,1.1216768,1.2659168,0.9621282,0.98485124,1.1033603,1.2354522,1.0718834,0.98693496,0.9406924,1.018733,0.96334654,1.0009855,1.1186694,0.8523707,1.0252341,1.0224608,1.181048,0.89481205,1.2028518,1.0459255,1.2237136,0.6997352,1.0291731,0.9276998,1.2529551,0.96916837,1.1711493,1.0559589,0.8144598,0.8847495,0.8160316,1.1417308,1.1092212,1.042803,0.7788716,1.173282,1.0129111,1.012592,0.97671556,1.1130109,1.1259195,1.0856984,1.214841,0.8792977
pajamas,1.2233028,0.9905056,1.4355627,0.44197285,1.2880933,1.307935,1.404141,1.3550472,0.52564573,0.36480415,1.2829213,0.89133894,0.21726131,1.4863665,0.20758754,0.6551567,1.0561517,1.4495882,1.4651296,0.9808814,0.9092413,1.3881567,1.3941178,0.93857116,1.400199,1.3956743,1.2516147,0.5724011,0.8748903,1.4923842,0.7596742,1.2124127,0.5010088,1.2138274,0.9395162,1.2304604,1.2686734,0.48338032,1.0219426,1.4524455,0.8149018,1.4885659,1.1793532,0.9169141,0.9185111,0.8072262,1.0272362,0.40528035,1.4349492,0.8993338,1.3221405,0.914388,0.8923303,0.7865341,0.93440115,1.312042,1.4359809,0.90395427,1.3337098,1.4308984,0.92439353,1.0395358,0.7586129,0.83908576,0.9885454,0.73653597,1.2564639,0.5906046,1.2385172,1.1954885,1.32932,0.8855033,0.3177327,1.3845189,0.17969596,0.9855574,1.0420927,1.4618907,0.90997934,0.30944282,1.3996198,1.2538223,0.8665321,0.8089304,1.2977538,0.9178182,1.0581454,1.3458943,1.312849,0.85274,0.8477825,0.0,0.3113643,0.9067505,1.3895813,1.381314,1.1264853,1.1164305,0.9654516,1.1332133,1.3424346,1.3790015,1.3533993,1.1801677,0.97005713,1.3951592,1.1899474,0.8801342,0.8041377,1.5193313,0.86418176,0.5378959,1.1247184,0.20536202,0.89195037,0.55939364,1.4427781,0.75321066,1.0479655,0.9049218,1.1736896,0.7256242,1.333488,0.6471448,1.1633556,1.2621602,1.3292375,1.0701503,0.37513435,0.8455708,0.6706838,1.31634,1.0535529,1.0142267,0.846025,0.7878147,1.1791657,1.0231572,0.9055059,1.2945745,1.310626,1.2590942,1.2859179,0.75302255
pants,1.1928204,0.9692537,1.450835,0.5322256,1.3617108,1.3237886,1.3250414,1.4495811,0.6638109,0.50342107,1.1493785,0.8282491,0.52374613,1.4292979,0.39652383,0.6700441,1.1713836,1.3545294,1.4542838,1.0773479,0.96840376,1.1718427,1.2501585,0.86157924,1.1596813,1.3212218,1.2079186,0.6704356,0.68005186,1.4216145,0.7971269,1.1245263,0.34850788,1.1173093,0.966511,1.2473803,1.2039297,0.5903588,1.0133475,1.3632122,0.92465806,1.4343275,1.173104,0.97636956,1.1252843,0.6088711,0.97188705,0.37506795,1.433021,0.79302895,1.3254422,0.89663815,0.8686095,0.8140012,0.98580134,1.193207,1.43641,0.87855244,1.3460324,1.3869414,0.9538194,0.9810528,0.83277667,0.79994833,1.1829165,0.7408159,1.1643775,0.7745977,1.2296069,1.241115,1.1989006,0.9980502,0.3939463,1.3548197,0.33160686,1.0322613,0.8954611,1.3088164,0.9550676,0.5289879,1.2135907,1.1144264,0.9281946,0.8447542,1.2671387,0.7756597,1.0041604,1.2791376,1.3005131,0.6971971,0.9300841,0.3113643,0.0,1.0000608,1.3305054,1.3213904,1.1254623,1.146973,0.9969801,1.1223395,1.2435589,1.410361,1.2559445,1.232627,0.8874792,1.3793882,1.2558599,0.7064049,0.84419954,1.4518702,1.0258266,0.47675788,1.1169446,0.34152186,0.8900197,0.4559583,1.2735691,0.8947437,0.9262875,0.9364403,1.1105998,0.8943856,1.264622,0.72221386,1.1616511,1.0883167,1.3747988,0.9810289,0.43615544,0.87059337,0.8068323,1.4119868,1.0715812,1.0425049,1.0282508,0.64706707,1.332084,1.0939256,0.87118053,1.1366314,1.2546084,1.1039802,1.2282872,0.7679375
paper,1.0408868,1.2563831,1.1974584,0.77896845,1.1655498,1.1972644,1.2930436,0.9992074,0.6262722,0.7155564,1.4330583,0.94398105,0.7451732,1.2913576,0.8039088,0.8493223,0.15592611,1.2589359,1.1682562,0.28109646,1.1666187,1.3076344,1.1433924,0.94544077,1.2782876,1.2044594,1.1120017,0.8685995,1.0383594,1.1781986,0.6809995,1.2540065,0.9031343,1.3398674,0.9698026,1.1554646,1.0803436,0.7505095,1.1966996,1.3555906,0.58890635,1.2756523,0.867126,0.8541956,0.71251076,0.85141945,0.9004421,0.900038,1.2339404,1.2463086,1.2050185,0.7744962,1.1431706,0.89204097,1.2780211,1.3193743,1.1347773,1.064166,1.1952788,1.029418,0.8992957,1.1891056,1.3129773,0.82845306,0.8591701,0.8473152,1.2358402,0.8510087,1.2912745,0.94268966,1.1126398,0.7109046,0.8431651,0.9881089,0.86606634,1.11852,1.032427,1.3464024,0.9163493,0.8784615,1.261706,1.0825948,1.0431721,0.9666108,1.3517079,1.2004323,1.2282015,1.2802026,1.0978408,0.8904281,0.89959335,0.9067505,1.0000608,0.0,1.2102425,1.2534595,1.0803827,1.191437,1.1737616,1.1070522,1.1055888,1.059008,1.0916096,1.2366357,1.0014273,1.1071976,0.95458245,0.8492701,0.8173125,1.267422,0.89689815,1.0042311,0.94287246,0.88430214,1.041439,0.99601614,1.3831854,0.80602556,1.0659366,0.7983678,1.3248104,0.8445287,1.3586537,1.1147269,1.1997422,1.2214733,1.1292381,0.9544945,0.85860896,0.7216461,0.34929824,1.0744661,1.3477161,1.326401,0.74041516,1.1266855,0.6729375,0.6488064,0.7692479,1.0720669,1.0278903,1.0556368,1.3896511,0.6954335
pen,0.786354,0.897858,0.67641544,1.3619921,0.8708788,0.80677915,0.81401193,0.83388007,1.2399641,1.4137163,0.41969073,1.0383377,1.4285643,0.6760942,1.3843541,1.1908846,1.0570605,0.6255451,0.67016804,1.2391099,1.1190119,0.41568303,0.7377391,1.1118925,0.5834619,0.71119976,0.7277645,1.379092,0.9683523,0.7049016,1.1765596,0.7617681,1.3299756,0.67691594,0.8539808,1.0632954,0.82923436,1.4172592,1.0598199,0.34658766,1.2369043,0.5949385,0.91790324,1.325319,1.2710142,1.1344161,0.8262194,1.4107018,0.6831425,0.94000983,0.8523741,1.200917,0.9708331,1.3039137,0.769242,0.71051246,0.70592165,1.0772948,0.25659716,0.80015826,1.1905577,0.8700018,0.8687744,1.2616565,1.0568109,1.3100687,0.87990326,1.1646143,0.7934775,1.0086387,0.87788206,1.2183015,1.4119813,0.86171246,1.4228135,0.6270124,0.88433987,0.45375085,1.1821214,1.3775002,0.5097452,1.0352334,1.0240569,1.1930568,0.589505,0.80478513,0.86693573,0.71780604,0.83560336,1.1112088,1.302624,1.3895813,1.3305054,1.2102425,0.0,0.046747208,1.0657501,0.9846761,0.96659815,1.037349,0.87900615,0.47132832,0.8522846,0.9787905,1.0142858,0.75112104,0.97075063,1.0227998,1.3254006,0.7534379,1.2262853,1.2465012,0.7047644,1.3765583,1.1049258,1.2239592,0.61957264,1.3040107,0.7282492,1.1977049,0.7729236,1.2498074,0.81849253,1.0730504,0.4571492,0.96962476,0.6661869,1.1744883,1.3772213,1.2110491,1.2934155,0.8892666,0.7812274,0.6608616,1.0578274,0.88910526,1.1474091,1.0916598,1.2955849,1.0631428,0.9749389,0.60163116,0.59699726,1.2970266
pencil,0.76445204,0.83515644,0.7057981,1.3469856,0.8807742,0.79299206,0.79492116,0.8396125,1.2914317,1.4412177,0.4149617,1.074463,1.433219,0.72895956,1.3933696,1.2008955,1.0683986,0.6961694,0.6978115,1.2554126,1.1025057,0.3823135,0.74082255,1.1399629,0.59474415,0.73995775,0.7096844,1.4002135,0.9677244,0.7024983,1.2010055,0.7367985,1.3267636,0.6345546,0.8305292,1.0577434,0.7541393,1.4289615,1.0632977,0.34128702,1.2503932,0.6486357,0.9115629,1.3413519,1.2368646,1.1743715,0.84017193,1.4039301,0.738182,0.87618625,0.8084121,1.2222723,0.9281426,1.2942353,0.70484924,0.6826132,0.7542825,1.0354476,0.2792226,0.77162987,1.1531609,0.8070698,0.8550636,1.2899078,1.0098548,1.2857018,0.85255885,1.1204519,0.79504216,1.0167094,0.8843554,1.230023,1.4256256,0.88643706,1.4080253,0.5796422,0.8892158,0.44015855,1.1749285,1.3527406,0.49744868,1.0867262,0.9754355,1.1809299,0.6210841,0.767635,0.79999423,0.68580437,0.813418,1.1663588,1.3084886,1.381314,1.3213904,1.2534595,0.046747208,0.0,1.0819341,0.9393351,0.91204154,1.044662,0.9063388,0.53947985,0.86664206,0.96322054,1.0017929,0.77085555,0.99252045,1.076401,1.3654478,0.8044872,1.2605947,1.2016938,0.6939924,1.3718857,1.0550799,1.2020657,0.5863763,1.3379846,0.7318161,1.2126895,0.7240019,1.265872,0.8360794,1.0591521,0.42254025,1.0375081,0.71388394,1.187256,1.3775184,1.2202334,1.3447207,0.8311608,0.72858775,0.69349277,1.0727992,0.86519957,1.1343286,1.1032748,1.3098688,1.0903105,0.9930866,0.62256,0.60500246,1.334836
penguin,1.1141535,0.8179773,0.87090933,1.2297544,0.8543723,0.761747,1.0068748,0.8282269,1.2270937,1.2279046,1.0488878,1.1663084,1.0977199,0.79057026,1.1503,1.201547,1.0271533,0.8353794,0.8558543,1.0707141,0.89450777,0.8826879,0.9509379,1.301758,0.91238964,0.843277,0.9818018,1.2442493,1.1110761,0.8127614,1.1303937,1.010748,0.94246835,1.0058618,1.192895,0.7825974,0.8711215,1.2589607,0.8692221,0.9918068,1.1076028,0.8312953,1.0597365,1.0204619,0.98435223,1.1752584,1.1392528,0.9644834,0.78972673,1.2026347,0.88555396,1.094086,1.1145867,1.1596639,1.1086156,1.0132655,0.8521613,0.91012293,1.1325619,1.0151511,1.1140659,1.1459165,0.9646645,1.0944806,1.0194261,1.1760504,1.0716038,1.2523377,0.786627,0.861204,0.9214028,1.1166518,1.0033118,0.91137767,1.0528321,1.1784843,1.1352888,0.86104286,1.0933594,1.1335535,0.7622174,0.7657995,1.0899215,1.1462181,0.95576453,0.84512055,0.9355419,0.8295169,0.9451473,1.1770253,1.0960408,1.1264853,1.1254623,1.0803827,1.0657501,1.0819341,0.0,1.0156425,1.0770844,0.81357026,0.9590002,0.9654338,0.90177274,0.8265537,0.8967706,0.79261684,0.7997347,1.1365377,1.0940298,0.72734165,1.1071656,0.9878422,1.0930697,1.1547279,0.9238651,1.0819654,0.92073774,1.1239002,1.1281679,1.0534145,0.8205465,1.1701732,0.88906753,1.0466675,1.1722243,0.8710933,0.8361585,0.8285002,1.1376017,1.0763193,1.2200147,0.8502668,0.9662972,1.1147822,1.1208738,0.9034365,0.9405182,1.1655393,1.0810883,0.78139555,0.8555002,0.94776696,0.9632688,1.1499863
pickle,1.1143924,0.75574195,0.49591202,1.0640806,0.6276698,0.7785224,0.6221968,1.1785325,1.2664104,1.316967,0.9334364,1.3967481,1.0104029,1.126751,1.2827193,1.2583432,1.2326279,0.9897432,0.89214504,1.156565,0.7982839,1.0961623,1.133028,0.9955496,1.1895981,1.103865,0.80315524,1.1173322,1.3461735,1.0140874,1.3631661,1.0750767,1.1655773,0.9297014,1.0841639,0.6797296,0.8182491,1.2182294,0.8318595,0.84702736,1.3599126,0.9445591,0.97598886,1.0056493,0.98923796,1.2815309,1.2128364,1.233422,1.1327223,0.61951756,0.4559015,1.1103039,0.8124577,0.8564021,0.5301528,0.893825,1.0560408,0.98255014,0.9949803,0.87354773,0.9705074,0.8023312,0.94122213,1.1940571,0.62407345,0.94078046,0.671015,0.82721746,0.9165907,1.1232613,1.1043082,1.2007983,1.210185,1.1013453,1.1659124,1.0524939,1.3228306,1.0187163,0.9233851,0.95910376,1.1176033,1.2118291,0.6332108,0.6684795,0.71265244,1.1013261,0.7581216,0.81073993,0.47745538,1.2393963,0.9965099,1.1164305,1.146973,1.191437,0.9846761,0.9393351,1.0156425,0.0,1.1439419,0.9701897,1.1065373,0.84216565,1.1065197,0.5954579,1.2689645,1.0461098,0.7815592,1.3110352,1.112724,1.0713557,1.0573928,1.040855,1.0991582,1.0744156,1.0157974,1.0508164,0.9386204,1.1986771,1.1912137,1.2288117,0.9321898,1.0908289,0.65136385,0.9980861,0.95258045,0.9695936,0.6202854,1.2307024,1.117398,1.2523434,1.227274,0.820241,0.5025956,0.6779586,1.0277842,1.18594,1.0954162,1.0895128,1.2285173,1.1964892,1.1332757,1.274703,0.7168352,1.2431115
pillow,0.732789,0.9506657,1.0987389,0.97761256,1.0553329,1.014026,0.86598295,0.7606883,1.0512259,0.85178065,0.8221581,0.9759763,1.0782328,0.8689479,0.7514702,1.0351377,1.0482248,1.0124277,0.92822206,1.1208675,0.9945812,0.89109045,0.73736155,1.0343541,0.71939445,0.9310667,1.0550117,1.1165934,0.7358385,0.8429996,1.0834683,0.8261142,1.1701564,0.79548544,0.9792405,1.0169624,0.9769332,0.71190786,1.014237,0.90830636,1.0119396,0.9562888,1.003594,1.119814,1.0517222,1.0205662,0.9085069,1.0442437,0.88185674,0.8691582,1.0191053,1.0517799,1.048419,1.221298,1.0732336,0.7530504,0.89139605,0.9238367,0.9173848,0.8103169,0.9699685,1.0335776,0.7528457,1.1739457,1.1091835,1.205039,0.9354429,1.1733644,0.9164759,0.9438016,0.8929176,1.1139135,1.1730515,0.8832272,0.9353321,0.7919339,0.8988946,0.88150454,1.0261008,1.0034133,1.0175653,1.0585178,1.195822,1.1563537,1.1044896,0.53526324,0.88780147,1.0790911,1.1320783,0.94595486,1.1435695,0.9654516,0.9969801,1.1737616,0.96659815,0.91204154,1.0770844,1.1439419,0.0,1.1016105,0.91411304,0.97061753,0.91655445,1.0584328,0.86203146,0.90999687,1.1714547,0.9250116,1.129422,0.90983224,1.1271493,0.86177087,1.0026271,1.1176969,0.9886959,0.96006745,0.70029485,1.0765401,0.7758181,1.1521108,0.8997763,1.0963826,0.98329043,0.79013824,0.7881153,1.1041434,1.1297959,1.0763875,1.0556893,1.1545027,1.1935861,0.9192464,1.0688064,1.0542938,1.230001,0.56846225,1.0826268,1.061007,1.1235981,1.0123974,0.9740201,0.962499,1.0792356,1.1785872
pizza,1.1054405,0.80942464,0.9186924,1.0265075,0.97007704,0.9669701,1.0527819,0.8489422,1.3305731,1.2824308,1.0217292,1.0965737,1.1446064,0.74219036,1.2419472,1.1696932,1.0744686,0.8652322,0.8190378,1.1663641,0.34549797,0.9242474,0.9885914,1.2887226,1.0192541,0.86337966,0.9557065,1.2383782,1.247854,0.82651365,1.1348705,1.0530162,0.9421214,1.047653,1.0105774,0.35818195,0.93370247,1.2577195,0.23925126,0.9872385,1.1913366,0.8628366,0.90456593,1.0841504,0.9869912,1.1971073,1.1690526,0.9346077,0.67642754,1.1397347,1.0194756,1.1728108,1.1948291,1.2035007,1.0212727,1.0163496,0.7985084,0.8929087,1.0921065,1.0376275,1.1167479,1.1415918,1.0227658,0.99133015,0.95757395,1.1800034,1.0235204,1.16645,0.9412017,0.91198194,0.9921465,1.1727865,1.2026987,0.81654835,1.1688017,1.1715655,1.083542,0.94519126,1.1173928,1.1527895,0.8785299,0.8103821,1.1220412,1.1930445,0.914218,1.0771496,0.72292477,1.0094073,1.0963702,1.2323948,1.1307861,1.1332133,1.1223395,1.1070522,1.037349,1.044662,0.81357026,0.9701897,1.1016105,0.0,0.86140937,1.109671,0.97503203,0.76405805,0.93970203,0.9003408,0.81744117,1.1918395,0.8775393,0.716317,0.7253287,0.85876226,1.2197819,1.2138073,0.9195944,1.0649064,0.94537765,1.0425595,1.3049827,1.0879804,0.8372992,0.9969876,0.99788445,1.1557189,1.1466722,0.92661494,0.8828703,0.86827487,1.1644211,1.1122323,1.2255099,0.98949385,0.93768793,1.0487611,1.1849483,1.0847424,1.0294979,1.1239984,1.0401607,0.81762266,0.80426514,1.0101569,0.93772465,1.1983907
plant,0.96349955,1.1291716,0.7832235,1.2851821,1.0179335,0.96233857,0.90775347,0.8484074,1.287832,1.2491243,0.7802767,0.893487,1.3643248,0.63620794,1.3170452,1.1678581,1.0539254,0.6589644,0.7978636,1.1716781,1.004855,0.85015225,0.89333355,1.0667787,0.83020306,0.6813853,1.1380098,1.1754904,1.0976514,0.7663022,1.1137295,0.8340927,1.1060688,0.92715335,1.2191137,0.8716065,1.0275887,1.2189102,0.89131564,0.7610464,1.1455529,0.68909204,0.85739565,1.0842422,1.1034933,1.0744781,1.1320189,1.1746188,0.64440846,1.1493983,1.0271324,1.0874326,1.1379199,1.1569289,1.1207227,0.7472607,0.34128153,1.0543894,0.7713678,0.7839687,0.9823885,1.0447271,1.0540454,0.6322638,1.2112371,1.0756409,1.0349488,1.2936394,0.82137316,0.90252507,0.7675396,1.0608826,1.2298658,0.82185704,1.2932693,1.1849622,0.92109495,0.7202218,0.8205695,1.3772178,0.8588636,0.786502,1.1929939,1.2475612,0.85357994,1.1126411,0.9956367,0.824335,1.0834422,1.1341285,1.1216768,1.3424346,1.2435589,1.1055888,0.87900615,0.9063388,0.9590002,1.1065373,0.91411304,0.86140937,0.0,0.9718551,0.82051075,0.93738127,1.1035956,0.9315046,1.0752317,1.1320941,0.95501703,0.5864246,0.9380525,1.2170546,1.0978761,1.320666,1.080522,1.1995612,0.6751498,1.1487162,1.0743963,1.0660108,0.96763724,0.9736211,0.8875253,1.3011354,1.0671036,0.9001707,0.90812624,0.97702134,1.2467734,1.0589894,1.1915807,1.0954835,1.0601308,0.9975698,1.2242262,1.1380167,1.0961756,1.0713602,0.6009024,0.82155657,0.80847883,0.9314008,0.9025241,0.9868443
