,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
sandwich,1.0505016,1.2000463,1.1554012,0.88527465,1.1358156,1.1402124,1.1573799,1.1476014,0.8164839,0.8543636,1.2496575,0.8222344,0.7920091,1.0680807,0.8534495,0.7466571,0.94768065,1.1566424,0.99488765,0.9405854,0.81179166,1.2987101,1.2509305,0.98652685,1.316526,1.1032898,1.1506695,0.8706528,1.2360823,1.1302187,0.91414565,1.1122801,0.95426613,1.1607057,1.0624535,0.95825934,1.1099352,0.9095269,0.8315999,1.2234967,0.9896881,1.1140772,1.0144296,0.9453143,1.0214292,1.0133538,1.0451318,0.99142754,1.0271965,1.1178392,1.1410863,0.9015629,1.0158956,0.89374906,1.174113,1.0370256,1.0913329,1.106038,1.0794485,1.0795217,0.9723792,1.10249,1.2061185,0.7023369,1.0445975,0.93911237,1.155724,0.9563415,1.215596,1.0552226,1.1230919,0.947152,0.80337733,1.0743079,0.8389777,1.1046127,1.0926228,1.2561396,0.71508235,0.9464086,1.2242188,1.1076239,1.0166856,0.9887001,1.157376,1.2644861,1.0573992,1.0866553,1.19952,1.0307155,0.96334654,0.86418176,1.0258266,0.89689815,1.2262853,1.2605947,1.1071656,1.0573928,1.1271493,0.7253287,0.9380525,1.1878096,1.073532,1.019703,1.1384326,1.1388124,0.94180363,1.0667002,0.46746218,1.1224343,0.0,1.0926886,1.1101825,0.838406,1.0462819,1.0067255,1.1811566,0.78687435,1.1032035,0.94363856,1.2031554,0.69849104,1.1079093,1.1561977,1.1596463,1.1296834,1.1292006,1.1071918,0.8996189,0.8441781,0.8249595,1.1093372,1.2124252,1.0655617,0.9863541,1.2057045,1.0683516,0.9526013,0.7750424,1.1388763,1.0261812,1.2711579,1.1409812,0.86042196
scarf,1.116837,0.8407332,1.2614195,0.4717241,1.2043184,1.2417834,1.1555135,1.1398293,1.0023048,0.84668297,1.168744,1.079027,0.6522246,1.2557986,0.6441766,0.9603101,1.0423197,1.2946867,1.3030117,0.995357,0.7978134,1.0941346,1.1376601,0.96822953,1.1425831,1.2523547,1.0618696,0.9698057,0.87028795,1.2366203,0.96589226,1.1852875,0.5515703,1.1607165,0.89469844,0.95638835,1.0081445,0.83902746,0.7918587,1.2769849,0.9870326,1.3454429,1.0369339,1.0147386,0.969737,0.9280551,0.9773946,0.49841094,1.2198634,0.88005924,1.2567933,0.97792065,0.99458194,1.014634,1.0136673,1.2291504,1.2271328,0.8102745,1.2703493,1.1957662,0.91142094,1.0167956,0.8149483,0.97410834,0.96788675,0.8998239,1.1126199,0.90881497,1.12824,1.0659922,1.1390795,0.9564768,0.71874857,1.2279848,0.60855025,0.93076366,0.9879712,1.2802055,1.0724835,0.62552583,1.120774,1.1392995,0.94062006,0.96079695,1.3003783,0.74924606,0.6778513,1.2142086,1.1719054,1.0114552,1.0009855,0.5378959,0.47675788,1.0042311,1.2465012,1.2016938,0.9878422,1.040855,0.86177087,0.85876226,1.2170546,1.3569299,1.1516964,1.1101551,0.7052156,1.1866478,1.03971,0.9645432,1.0269914,1.2533808,1.0926886,0.0,1.0195411,0.6420938,0.8412182,0.64587635,1.1775966,1.0367136,1.1927269,0.916059,0.986781,1.0757965,1.2388251,0.72668594,1.0392277,1.115426,1.207517,0.9579445,0.7136764,1.0075966,1.0050567,1.1298237,1.0487183,1.1521785,1.0283173,0.682215,1.0673661,1.0089499,1.0079519,1.0896416,1.1314933,0.9978333,1.183924,1.0183746
scissors,0.697954,0.9472524,0.91956925,0.99076945,1.0239458,1.0506912,0.93373597,1.0178075,0.9111066,1.0624138,1.0781212,0.91520286,1.0748403,0.99556583,1.0261174,0.8499197,0.8697711,1.144217,1.0832785,0.9600858,1.3359474,0.84499687,1.075996,0.7831491,1.0880061,1.0265758,0.73196125,1.1274914,0.88506454,1.0285903,1.0075488,1.091835,1.1920884,1.0295342,0.7820623,1.1731021,0.8110322,1.1019462,1.2553596,0.91155034,1.028128,1.1672645,0.9969153,1.0796831,1.1042374,1.0802197,0.83703166,1.1543398,1.0047166,1.0826479,1.0349958,1.0209354,1.1364573,1.2425262,1.0692363,1.0579373,1.0983297,0.8755408,0.7295928,0.72593427,0.97959316,1.0727401,0.91724104,1.1192931,0.9783312,1.2119743,1.0186342,0.93058383,1.1834143,0.93092084,0.90571326,0.8017367,0.9640978,1.1284916,1.1283629,0.504707,0.97649205,1.0417167,0.95066243,0.8977015,0.83419216,1.0474201,1.126815,1.1218781,1.1802043,0.9804825,1.0921956,1.1110437,0.8643017,1.0382506,1.1186694,1.1247184,1.1169446,0.94287246,0.7047644,0.6939924,1.0930697,1.0991582,1.0026271,1.2197819,1.0978761,0.8624647,0.7875092,1.1572536,0.78597426,0.9713597,0.9311477,1.0688722,1.0690395,1.0003172,1.1101825,1.0195411,0.0,1.1480762,0.82044554,1.09089,0.88735384,1.0859686,0.9688592,0.76745903,0.8019906,1.1481113,1.112464,0.81930345,0.4902348,0.8891195,0.9482931,0.9961122,1.1134297,0.96991646,0.90615016,0.7700889,1.1328659,1.1644404,0.81019807,1.012562,0.9131701,0.81214726,1.112985,1.1052911,1.1344038,0.8035588,1.0353013,1.1411124
shirt,1.2341051,1.1001991,1.4028502,0.5102137,1.283416,1.32328,1.3705585,1.4477801,0.53801745,0.41346478,1.2612503,0.903862,0.2914256,1.5070341,0.32425606,0.7151539,1.0496503,1.4275746,1.4780273,0.97016233,0.98875034,1.3678881,1.4079511,0.86856484,1.4016396,1.392532,1.2394698,0.5721969,0.8941152,1.4933746,0.7381767,1.2220658,0.49116093,1.2403407,0.94811255,1.2904314,1.2824823,0.5282496,1.1004826,1.4223108,0.8407924,1.4804728,1.137996,0.9044687,1.0300795,0.7401736,1.0378712,0.502924,1.4816988,0.8182935,1.302924,0.87171286,0.7926813,0.543678,0.91300976,1.3192515,1.431971,1.0061675,1.3779776,1.4117047,0.94967973,0.8824968,0.97026485,0.85879314,1.0269154,0.5915004,1.2404964,0.6063169,1.2750967,1.213979,1.2722615,0.87287533,0.29912406,1.3758733,0.24734569,1.0721335,1.0269779,1.4622598,0.8953973,0.49142623,1.360577,1.2361819,0.69929934,0.7803059,1.2680185,1.033508,1.0227923,1.2946899,1.2940221,0.8237494,0.8523707,0.20536202,0.34152186,0.88430214,1.3765583,1.3718857,1.1547279,1.0744156,1.1176969,1.2138073,1.320666,1.3584676,1.304507,1.196975,0.9982586,1.3810419,1.209682,0.8359078,0.838872,1.5166299,0.838406,0.6420938,1.1480762,0.0,1.0104448,0.5551655,1.4506446,0.7807572,1.0159254,0.9246253,1.2935698,0.76558775,1.2673644,0.7994132,1.2313147,1.2139462,1.3161907,1.102853,0.2710209,0.7452322,0.63116777,1.3825741,1.0574225,1.0159305,0.8606629,0.900583,1.2139816,0.9984297,0.8470495,1.2682902,1.2793077,1.2619365,1.2541721,0.7114797
shoe,0.99952626,0.43765986,1.1288476,0.8543285,1.0409943,1.0935416,1.1917917,0.9348597,1.1088972,1.0930424,1.1568534,0.9642064,0.87938565,0.9859654,1.0065432,0.93593574,0.973453,1.1408002,1.0598062,1.05117,0.9964841,1.1043425,1.1005917,1.1473285,1.1430538,0.8974562,1.247449,1.077441,0.9958546,1.0460329,1.1086116,1.1567689,0.9536319,1.1536275,0.9865132,1.0227214,1.0276575,1.116813,0.98673433,1.2244627,1.0547079,1.132407,1.0191977,1.068129,0.95684344,1.1827232,1.0258088,0.97457194,0.9494816,1.0859686,1.0895255,1.0505184,1.0503894,1.0696511,0.9513681,1.1994523,1.0292697,0.08782303,1.1147332,1.0818552,0.9510779,1.0576686,0.5411538,1.0477825,0.946779,1.0114746,1.0953796,0.9147202,0.84387296,0.9607825,1.0607457,1.1563382,0.8504844,1.0655752,1.0411167,0.9582792,1.0646863,1.1679773,1.087646,0.58289766,1.0610086,0.8216664,0.9794119,1.0703658,1.2042332,1.0049064,0.93738884,1.0207667,1.1702132,1.1041087,1.0252341,0.89195037,0.8900197,1.041439,1.1049258,1.0550799,0.9238651,1.0157974,0.9886959,0.9195944,1.080522,1.1261686,1.0128341,0.95813006,0.72467816,0.8542093,1.0117927,1.1593219,0.94797003,0.98823124,1.0462819,0.8412182,0.82044554,1.0104448,0.0,0.78192437,1.149662,1.0993723,1.2558641,0.9533655,0.26348197,1.0616764,1.1816775,0.626704,1.0074451,0.9991215,1.1071069,0.78512144,1.0917275,1.0233358,1.1007785,0.93920743,0.8763772,1.1560445,1.1030291,1.0352347,1.0347228,1.165968,1.0529668,0.8514917,0.8992456,1.0191126,1.0171807,1.1360579
shorts,1.1799663,0.7896774,1.2955399,0.6371914,1.2182399,1.2316222,1.2565356,1.2133739,0.87987214,0.7048816,1.1484706,0.95577186,0.69682753,1.3036411,0.63544214,0.91047394,1.0686382,1.2621009,1.2735542,1.001969,0.9941671,1.1735519,1.1745225,0.95466036,1.1542394,1.1853931,1.1767406,0.9053041,0.88664436,1.2869688,0.9986692,1.1176978,0.7079171,1.1517684,1.0147461,1.1843452,1.1506333,0.6993789,1.0520856,1.2900231,0.92158127,1.2841657,1.0667874,0.97072774,0.93650097,0.9116719,0.9687458,0.63498425,1.2911749,0.8432773,1.1863658,0.8381753,0.8517649,0.8080601,0.86725414,1.216128,1.2559627,0.8020301,1.2639277,1.2874002,0.88726217,0.91762376,0.8606324,0.96441364,1.0515084,0.83829653,1.180824,0.77835083,1.1429256,1.1101676,1.1211253,1.0692735,0.7450402,1.2073193,0.5420972,1.0632097,0.98671454,1.274548,0.99412614,0.66059625,1.1870565,1.0159756,0.8234255,0.94064003,1.2161897,0.93877906,1.044197,1.1708908,1.2104758,0.90655273,1.0224608,0.55939364,0.4559583,0.99601614,1.2239592,1.2020657,1.0819654,1.0508164,0.96006745,1.0649064,1.1995612,1.2558165,1.1923568,1.0631337,0.8646551,1.1715935,1.1287476,0.9369895,0.9510014,1.2986121,1.0067255,0.64587635,1.09089,0.5551655,0.78192437,0.0,1.2518018,0.9481209,1.0741079,0.9799739,0.9751467,1.0173607,1.2334697,0.8370501,1.1558319,1.1604282,1.2359855,0.9388822,0.7340244,0.82006186,0.92518646,1.231476,0.985093,1.121737,1.0199624,0.87710917,1.1584702,1.0718045,0.9512389,0.98154205,1.1115848,1.1048247,1.184154,0.917168
shovel,0.6756567,0.9804865,0.6937071,1.3874853,0.8232583,0.8406197,0.52072215,0.9359588,1.4596348,1.4083239,0.4611748,1.0981247,1.4926889,0.5052725,1.4273046,1.2647315,1.2584713,0.6082827,0.7411519,1.3751333,0.98644555,0.55910146,0.7911361,1.047267,0.648415,0.7445872,0.7337114,1.302054,1.0912212,0.7044193,1.3652699,0.64538777,1.2773466,0.61674905,1.0895716,0.88813174,0.82049465,1.2911329,0.91466117,0.36680478,1.3541133,0.6334852,1.0333277,1.1277232,1.1478064,1.2783751,1.2251886,1.3376606,0.60108054,0.8788146,0.8185358,1.0399945,1.0528929,1.3399342,0.9137375,0.38959754,0.6957006,1.1274556,0.629666,0.5538775,1.0801163,0.9168513,0.8301929,1.1169323,1.1435512,1.3052038,0.73199654,1.3234043,0.7294574,0.89853376,0.7005963,1.1979712,1.4051117,0.88593537,1.3792418,0.8809031,1.0210444,0.57978946,1.096204,1.3836272,0.64614236,0.8833975,1.1564708,1.2400454,0.67321575,0.90672964,0.79444027,0.72803116,0.8557229,1.2060379,1.181048,1.4427781,1.2735691,1.3831854,0.61957264,0.5863763,0.92073774,0.9386204,0.70029485,0.94537765,0.6751498,0.79943776,0.71103716,0.9020478,1.0268086,0.8785554,1.0434453,1.281711,1.1928362,0.5284605,1.1811566,1.1775966,0.88735384,1.4506446,1.149662,1.2518018,0.0,1.261441,0.9186406,1.1386386,0.761261,1.2238612,0.5817418,1.1527089,0.7086465,0.80110306,0.78641236,1.0313944,1.3052113,1.2621627,1.4414873,0.8711945,0.8326442,0.79391724,1.1725365,1.0134596,1.0815991,1.1442938,1.1730729,0.93878996,0.94405866,0.9198931,0.6320777,1.3602052
shower,1.1129487,1.1881484,1.269044,0.80697453,1.1402484,1.1991099,1.2169445,0.9289097,0.5639393,0.4918487,1.3758171,0.8082301,0.66899073,1.2516346,0.6539422,0.7286346,0.9328027,1.303277,1.1515067,0.7246429,1.0246037,1.3007638,1.1243787,0.82905245,1.2305365,1.213121,1.1731812,0.7278824,0.96377546,1.3014307,0.683767,1.2281995,0.95126474,1.2596445,0.96849626,1.165125,1.1652792,0.5865685,1.1029257,1.3505025,0.59707785,1.2797854,0.9530212,0.8875761,0.85111934,0.755319,0.7959736,0.90931976,1.2198472,1.2304037,1.152287,0.8797406,1.0394598,0.87642044,1.2169162,1.222162,1.2382584,1.148162,1.1899612,1.2056422,1.0132602,1.2224283,1.183248,0.84760576,0.9925582,0.9109446,1.1878946,0.86617893,1.329382,0.9503963,1.1360449,0.90699315,0.7743144,1.0921242,0.7534456,1.097117,0.9172191,1.3550638,0.94623655,0.8638762,1.2854936,1.0840265,1.0755094,0.94792825,1.25737,1.1981381,1.2946455,1.2895248,1.1949798,0.75688726,0.89481205,0.75321066,0.8947437,0.80602556,1.3040107,1.3379846,1.1239002,1.1986771,1.0765401,1.0425595,1.1487162,1.1645025,1.1217285,1.1057925,0.9376295,1.1498979,1.0492995,0.8336177,0.77827346,1.2594655,0.78687435,1.0367136,1.0859686,0.7807572,1.0993723,0.9481209,1.261441,0.0,1.0252681,0.9008621,1.2817572,0.8349793,1.2508135,1.010019,1.198713,1.1169618,1.2162201,0.8844994,0.74281704,0.7944566,0.65482426,1.1192377,1.2632236,1.1761609,0.7975851,1.1547914,0.9627305,0.79835963,0.92255515,1.0469234,0.9435766,1.0668015,1.3247292,0.750185
sink,0.9655949,1.1688198,1.1513805,1.1483289,1.1789895,0.9182218,0.9665522,0.97722995,0.6623752,0.90040344,0.65801376,0.7641988,1.1111026,1.1180916,0.9005463,0.7310449,1.0658015,0.9226074,0.7608939,1.0463902,1.2408892,0.7682134,0.6319907,0.98368275,0.45507497,0.9795081,0.9572952,1.0176817,0.54246193,0.9503012,0.82795596,0.56615394,1.0784831,0.61632854,0.9128221,1.3029932,1.0893352,0.94229585,1.2965722,0.80467254,0.91851187,0.80397475,0.96478516,1.2305152,1.2639265,0.6554293,0.5629559,1.1191849,1.1381468,0.9470707,0.9892325,1.1103009,0.9617402,1.0683202,1.0607156,0.6666159,1.1165481,1.2745266,0.71360016,1.0599576,1.1057466,1.0362719,1.0627557,1.0270027,1.1698251,1.0804152,1.0726509,1.088643,1.0426956,1.152514,1.0813122,1.0022273,1.0276543,1.0116923,1.0253452,0.6774282,0.7603717,0.55186987,1.0493231,1.1777201,0.83668417,1.1948171,1.0610268,1.032995,0.96035993,0.5709104,1.1487601,0.98703474,0.96364117,0.5518362,1.2028518,1.0479655,0.9262875,1.0659366,0.7282492,0.7318161,1.1281679,1.1912137,0.7758181,1.3049827,1.0743963,0.63793063,1.1052918,1.2443497,1.1503685,0.9157292,1.1309911,0.48505908,1.0508959,1.1928447,1.1032035,1.1927269,0.9688592,1.0159254,1.2558641,1.0741079,0.9186406,1.0252681,0.0,1.0887778,1.1196738,0.9787312,1.0266279,0.93471926,0.6503018,1.0707945,1.1059549,1.2593284,1.043932,1.1161197,0.95671856,1.0726526,1.089699,0.85362303,1.0674102,0.5768225,1.1779821,0.9761172,1.0980513,1.1979218,1.0775919,0.7974128,0.98729426,0.9212684
slide,1.0380325,1.1619421,1.2058716,0.86462927,1.0955275,1.172039,1.1565518,1.052607,0.77749157,0.77246547,1.3142974,0.4553718,0.97201735,1.2325207,0.8432915,0.5081123,0.8434739,1.235475,1.2972152,0.867451,1.2518892,1.1259601,1.1771855,0.9741493,1.2596312,1.0237261,0.97643757,0.971281,0.86240494,1.2917268,0.7975013,1.1649585,0.7671721,1.2543967,0.9324086,1.1896933,0.978534,0.8567853,1.2043383,1.2267736,0.7115265,1.3068516,1.0805721,0.9828834,1.0107247,0.91932166,0.980954,0.7876428,1.2186143,1.268042,1.2617182,0.8943751,1.2066076,1.0549861,1.235202,1.3156104,1.1993614,1.036798,1.2283866,1.1458452,0.85169864,1.2382485,1.1291707,0.6881481,1.1482152,1.0167173,1.1492425,0.98016626,1.2586837,0.93239355,1.0543256,0.5955731,0.71236306,1.2319751,0.83979315,0.91459775,0.8063151,1.3180711,0.88971615,0.8246374,1.1013885,0.813463,1.0418085,1.10868,1.3109884,1.1987064,1.2804282,1.2880483,1.1392434,0.984022,1.0459255,0.9049218,0.9364403,0.7983678,1.1977049,1.2126895,1.0534145,1.2288117,1.1521108,1.0879804,1.0660108,1.1908296,1.0474707,1.1340466,0.9216038,1.1869717,0.9862011,0.9563113,0.7487745,1.1956877,0.94363856,0.916059,0.76745903,0.9246253,0.9533655,0.9799739,1.1386386,0.9008621,1.0887778,0.0,1.1779685,0.8788671,1.2656515,1.0986078,1.0474598,0.9210165,1.1811379,0.72354895,0.9477855,0.68200797,0.7153784,1.0231851,1.3425698,1.3189535,0.7835381,1.1314175,0.73994267,0.7075887,0.5725927,0.80728763,0.9116268,0.96599966,1.3261081,0.70291966
slipper,0.93957126,0.31971574,0.8509208,1.135932,0.8540747,0.87190217,0.9109988,0.7747771,1.4062238,1.4072359,0.6945096,1.1057544,1.2272003,0.62930185,1.2938658,1.1473428,1.1859764,0.7651363,0.76643175,1.3312433,0.9247863,0.7979553,0.852258,1.3244417,0.7867938,0.6830387,1.0309981,1.3428183,1.0323503,0.74292684,1.3141668,0.9117295,1.1542181,0.82462,1.056723,0.85443336,0.9309054,1.3994205,0.8852737,0.77031857,1.3474619,0.7392389,1.0624175,1.264235,1.1362896,1.36713,1.0859252,1.1949822,0.6468479,0.94950014,0.9029745,1.2107937,0.98277175,1.2279134,0.7647479,0.8915745,0.8192872,0.34906167,0.8793526,0.93185437,1.1639051,0.88201654,0.4646033,1.2553725,1.0279971,1.1819856,0.8498312,1.1387112,0.5469109,0.92359114,0.9819805,1.2787008,1.1703035,0.91270983,1.2702911,0.8236942,1.1414888,0.7662803,1.227125,0.9590215,0.7805643,0.80173516,1.0004932,1.2062874,0.7802262,0.8809031,0.75281185,0.694255,0.97701657,1.2301939,1.2237136,1.1736896,1.1105998,1.3248104,0.7729236,0.7240019,0.8205465,0.9321898,0.8997763,0.8372992,0.96763724,0.8757013,0.9161142,0.78886914,0.73365307,0.64585876,1.0482402,1.2902162,1.1735842,0.6589812,1.2031554,0.986781,0.8019906,1.2935698,0.26348197,0.9751467,0.761261,1.2817572,1.1196738,1.1779685,0.0,1.1901746,0.8612086,0.6947465,0.76952696,0.87061465,0.8974502,0.9012573,1.314369,1.2888579,1.446305,0.7264779,0.6059968,0.89379895,1.3082355,0.98720735,1.0960749,1.2886935,1.3152542,0.8479165,0.88802296,0.9599034,0.6238758,1.4306964
snow,1.0914029,1.2164643,1.2360411,0.8719785,1.1095494,1.0740366,1.1762253,1.1531179,0.6755653,0.6772272,1.160196,0.6826382,0.75825226,1.1538196,0.6936123,0.68097043,0.9797404,1.1887541,1.1969824,0.92809033,0.95898694,1.2271684,1.2595924,1.0435545,1.26607,1.1573336,1.1456625,0.559204,1.0180122,1.2424891,0.80734366,1.0403482,0.8681477,1.1342393,0.9863709,1.0685617,1.1556661,0.8076603,0.97593373,1.2202356,0.8808038,1.198988,1.0701556,0.74418443,1.0024731,0.9107832,1.0278859,0.8432395,1.1229384,1.1066253,1.0662862,0.92535275,0.98551595,0.88809323,1.1041261,1.0947297,1.1064817,1.1369694,1.1927242,1.1958206,1.0553755,1.0785191,1.1471864,0.72720504,1.0691493,0.8344048,1.1546353,0.9606732,1.1690733,1.1563382,1.1588546,0.83256114,0.68394095,1.1763514,0.7831428,1.0926983,1.0019953,1.1713264,0.8685082,0.8857701,1.2227473,1.1485668,1.0252731,0.7714859,1.110311,1.1768216,1.1648135,1.1423868,1.1642005,0.9451051,0.6997352,0.7256242,0.8943856,0.8445287,1.2498074,1.265872,1.1701732,1.0908289,1.0963826,0.9969876,0.9736211,1.2199936,1.1410491,1.0249456,1.2116123,1.1840911,1.1210554,0.96120346,0.711025,1.2155656,0.69849104,1.0757965,1.1481113,0.76558775,1.0616764,1.0173607,1.2238612,0.8349793,0.9787312,0.8788671,1.1901746,0.0,1.1553938,1.0405803,1.1994523,1.1325516,1.2521038,1.1067947,0.8298674,0.89002556,0.72515005,1.174243,1.1397984,0.99428684,0.9656608,1.0872499,1.047875,0.88750833,0.8228494,1.1746204,1.1257539,1.2155378,1.1759665,0.771349
soap,0.87940377,0.99777657,0.58367646,1.2678258,0.6447732,0.7684779,0.34271824,1.0258214,1.4078734,1.3595469,0.57192564,1.2809477,1.3187153,0.6563827,1.3794725,1.3112279,1.3149025,0.4924699,0.6582098,1.3208946,0.9125527,0.84336287,0.9274809,1.005119,0.81863594,0.7796212,0.7661163,1.2345762,1.2862269,0.6172831,1.3711469,0.7516123,1.2559404,0.6497205,1.2087958,0.744355,0.89675945,1.2574022,0.8744153,0.46005726,1.411831,0.53589404,1.1388423,1.0834768,1.1612687,1.2844024,1.3015593,1.2570585,0.7485408,0.86593235,0.65807223,1.1942267,0.9071245,0.9796911,0.84679615,0.49867952,0.7421166,1.1254729,0.87154067,0.5924212,1.1577348,0.74639344,0.94687337,1.2375581,1.0262575,1.1029454,0.54562616,1.3063816,0.56846917,1.0204057,0.9589323,1.179872,1.2988459,0.856706,1.280407,1.1767637,1.2663369,0.70125854,1.1114849,1.2986872,0.8818293,0.91553295,0.97342026,1.0124141,0.42838836,1.0695368,0.86109364,0.653614,0.6596886,1.2336578,1.0291731,1.333488,1.264622,1.3586537,0.81849253,0.8360794,0.88906753,0.65136385,0.98329043,0.99788445,0.8875253,0.748557,0.9388679,0.7283689,1.1468943,0.9574798,1.0523549,1.3319002,1.1816052,0.6351855,1.1079093,1.2388251,1.112464,1.2673644,1.1816775,1.2334697,0.5817418,1.2508135,1.0266279,1.2656515,0.8612086,1.1553938,0.0,1.1854049,1.0160098,0.73598164,0.72939634,1.1168835,1.1982185,1.26418,1.3882061,0.8797095,0.73788846,0.57827103,1.1931413,1.1663538,1.080065,1.23618,1.2619436,0.9840001,1.0274601,1.1748229,0.44836706,1.297327
sock,0.938715,0.6087596,1.1277641,0.6692931,1.109191,1.0633005,1.1592607,1.0389804,0.8705801,0.858822,1.0921656,1.0822179,0.7249256,1.1236546,0.6901021,0.93469656,1.1629632,1.2543973,1.1729101,1.1091955,0.9758965,1.0674865,1.0341023,0.98919505,1.0012589,1.2278394,0.99048513,0.8248953,0.74819005,1.2613959,1.0595279,1.138474,1.0121151,1.0127008,0.7660996,1.1381403,1.0038037,0.8999189,1.0690993,1.1865776,1.0564468,1.2121985,1.0755136,1.0706025,1.0469359,0.9378318,0.90453005,0.8696561,1.0706837,0.8805447,1.0694845,0.9978277,0.9355828,0.9551391,0.791028,1.1346537,1.2543087,0.66105896,1.0788283,1.1663047,1.0294336,1.1087441,0.5308031,1.1530071,0.9490198,0.9743803,1.1067119,0.7584158,1.064215,1.1334515,1.0853454,1.0545772,0.8636726,1.1985924,0.8642433,0.8329187,1.036651,1.090222,0.96911067,0.49809903,1.0270302,1.245457,0.8823856,0.8250094,1.1810153,0.6537969,0.9641096,1.1089149,1.0531486,0.9187252,0.9276998,0.6471448,0.72221386,1.1147269,1.0730504,1.0591521,1.0466675,0.9980861,0.79013824,1.1557189,1.3011354,1.1056094,1.0870281,1.0456418,0.96435726,1.0842397,0.9727827,0.8567711,1.0413307,1.1972076,1.1561977,0.72668594,0.81930345,0.7994132,0.626704,0.8370501,1.1527089,1.010019,0.93471926,1.0986078,0.6947465,1.0405803,1.1854049,0.0,0.89363027,1.0218688,1.0580786,1.1704869,0.9182009,1.1117591,1.0888811,1.032913,0.7354368,0.8969706,0.99536693,0.6574573,1.221209,1.1488059,1.1890768,1.2589808,1.2454408,0.97410154,1.1244712,1.0678514
spoon,0.80539215,0.8747412,0.81181717,1.1705486,0.89786625,0.9162789,0.8729004,0.9449368,1.0373467,1.2178961,0.7349567,0.98214674,1.2437782,0.9607625,1.1566527,0.93858874,1.0819213,1.0075678,0.7930627,1.1782013,1.2681352,0.70007664,0.72881633,0.91979426,0.7545372,0.9057182,0.76040816,1.2291195,0.84443593,0.9149168,1.0818464,0.88029575,1.2246528,0.80149245,0.83071494,1.1699178,0.9060065,1.1916949,1.2064298,0.68325084,1.1466292,0.90287155,0.9156357,1.2875705,1.2015344,1.0832319,0.6852797,1.3201362,0.9709433,0.883415,0.87937516,1.1443537,0.9758339,1.2706535,0.8358023,0.79994076,0.9921451,1.0492684,0.48221582,0.8161303,0.99489164,0.9421609,0.8284736,1.1625464,0.9111099,1.2325866,0.9296296,0.99002695,1.0352029,0.99222314,0.9827433,1.0439254,1.235806,1.0544766,1.1990774,0.07964194,0.94635373,0.7572796,1.0929756,1.0669954,0.8099737,1.2066807,1.0054431,1.1473887,0.93201673,0.7908825,0.94003457,0.96575916,0.8067975,0.9385226,1.2529551,1.1633556,1.1616511,1.1997422,0.4571492,0.42254025,1.1722243,0.95258045,0.7881153,1.1466722,1.0671036,0.57074976,0.92429,1.0617496,0.9730059,0.82416785,0.93131375,0.9602983,1.2032121,1.0088367,1.1596463,1.0392277,0.4902348,1.2313147,1.0074451,1.1558319,0.7086465,1.198713,0.6503018,1.0474598,0.76952696,1.1994523,1.0160098,0.89363027,0.0,0.9920207,0.8010078,1.1945922,1.1914569,1.2334558,1.136286,0.7293348,0.8893463,0.8745167,0.953834,0.84687656,1.0083125,0.98094696,1.2774179,1.1966418,1.0814472,0.7109125,0.8612439,1.2585616
