,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,raisin,refrigerator,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
bread,0.8523709,0.8085284,0.75919485,1.0011371,0.9135144,1.0086476,0.6294727,1.1382301,0.94904685,0.99115926,1.0706085,0.93951213,0.7085228,1.207067,0.9447193,1.0800889,1.0424037,1.2594333,0.87257385,0.950915,0.0,1.2681346,1.1305618,1.2159071,1.1647735,0.7958228,0.98806185,1.2117859,1.2185712,1.2804782,1.1517361,0.79652214,0.9708947,0.7883309,1.1662796,1.0257502,1.061959,1.0599852,1.0964409,0.89302623,1.2129161,1.0512167,1.0865853,1.0889738,0.9159071,1.205904,1.0915505,0.9010836,1.1432036,0.93122065,1.1910294,1.0317514,0.8054272,0.8645915,0.96288675,0.8490758,0.96056646,1.2510388,0.9284245,0.9798802,0.9828349,1.3364778,1.309116,1.3495722,0.82061815,0.7316903,0.72118723,1.0574895,1.1498694,1.0042979,0.8719142,0.63924634,1.0546197,1.1550264,0.84644675,0.85697436,0.960812,1.181334,1.147387,0.72312,1.0244511,1.040575,1.0346773,0.17127478,1.1670675,1.0798458,0.8045734,1.1345644,1.1109729,0.96265006,0.96633554,0.98496693,1.1341403,1.0796756,0.8968864,1.0821472,1.0484993,0.72046065,1.2506138,0.9936483,0.9519013,0.9977466,0.9658914,1.135757,0.9769255,0.92981493,1.0463628,1.165853,1.0056608,0.80959177,1.2063949,1.3240151,1.0585729,1.1038033
bucket,1.30037,1.0135676,1.3186951,1.1484194,0.9767243,0.8329555,1.14362,0.5248907,1.2341034,1.426393,0.9014733,1.3542805,1.4520547,0.7623991,1.4395301,1.1011056,0.99208564,0.3653468,0.7393462,1.0698868,1.2681346,0.0,0.9755383,0.3612951,1.0186288,1.2208991,1.2699175,0.7675097,0.48424548,0.74016905,0.7766559,1.2068173,1.4394939,1.2520287,0.6526882,1.0308269,0.4256792,0.85006404,0.9588332,1.0310109,0.9890135,1.0418929,0.5738876,1.3750086,1.0454173,0.80973065,0.69564176,0.9978038,0.72942007,1.0082741,0.91738576,0.96466744,1.1722345,0.98993534,1.3640497,1.3087829,1.0789306,1.1290491,1.0888906,1.443186,1.3958316,0.60842353,0.64929855,0.49626726,1.0339015,1.3784775,1.3118621,0.71279925,0.6317329,0.8960861,1.1321899,0.9566383,1.2044204,0.9766275,1.5110662,1.4761055,1.2177844,0.7205539,0.7609806,1.0859369,0.8999179,0.89951205,0.77317095,1.1430018,0.79810655,0.9799805,1.2275095,0.7158844,0.8806077,1.4909532,1.2189429,1.0815096,0.64555633,0.8061968,1.2360251,0.666042,1.0034671,1.1164572,0.59494585,0.8406164,0.9377117,1.252217,1.2947633,0.5101265,0.8910914,1.0099125,0.89915764,0.64266336,0.70355093,1.1050165,0.6722936,0.57832783,0.78792506,1.1666584
butterfly,1.1300473,1.04216,1.2267653,1.1497241,1.0404346,0.97290576,1.2315913,0.86557543,1.2945111,1.1196787,0.9872816,1.2430791,1.1124462,0.7247374,0.9147311,0.96133375,0.92905706,0.9501518,0.9733862,1.124911,1.1305618,0.9755383,0.0,1.0789632,0.9953376,1.2572424,1.1130289,1.1176558,0.7233683,0.9409407,0.9358425,1.2819257,1.1784102,1.2165812,1.0168042,1.1869394,0.9949121,0.76583785,0.88872063,1.0507566,1.2211248,1.1137178,0.9871853,0.9838963,1.1769549,0.4827314,0.96378875,1.055077,0.82914805,0.63102984,0.97230846,1.1111137,0.8743281,1.024026,1.2385025,1.2341377,0.94834,0.98134166,1.1343,1.0076578,1.2423329,0.802902,0.96260494,0.9871101,1.0651729,0.9854059,1.125239,1.010031,0.66143906,1.1294125,0.93079746,0.99490976,1.096193,0.1880824,1.1055806,1.2173551,1.0083579,0.9960788,0.990653,1.2157063,0.8778871,0.95524585,0.8692664,1.0494773,0.7089083,1.0215656,1.0714202,1.1423372,0.8832345,1.0664767,0.7962639,1.1269615,0.8015783,1.1663747,1.1771121,0.8816112,0.89520067,1.0697386,0.8386892,1.0452719,1.1358039,1.0856711,1.2038395,0.9586288,1.1325867,1.1727114,1.1538422,0.6152128,0.84795696,1.0370308,0.94974214,0.9630282,1.0171865,1.1045825
can,1.2622344,1.1706052,1.2782708,1.1027389,1.135408,0.9722942,1.1584599,0.71928084,1.0867239,1.2243853,0.8811514,1.1381719,1.3428705,0.90920734,1.2716304,1.111584,1.0663656,0.72486275,0.7142867,0.84077,1.2159071,0.3612951,1.0789632,0.0,1.072407,1.1030409,1.1872524,0.61044455,0.7213093,0.69025356,0.7928125,1.146907,1.2164664,1.2057254,0.8050853,0.82946765,0.6123685,0.7362383,1.0013525,1.0223908,0.7226325,0.8619689,0.8594288,1.3218961,1.1265688,0.89847964,0.91672057,1.0285494,0.99711514,1.1921785,0.86228657,1.0708454,1.2074172,1.070712,1.314715,1.2813648,1.0743152,1.1221809,1.0316813,1.338295,1.2264645,0.6980431,0.63375497,0.6316708,1.0239179,1.2983568,1.2818782,0.9800465,0.7603011,1.0127676,1.1311402,1.0745419,1.0997565,1.0238509,1.4122771,1.2555714,1.1508706,0.8588369,0.92288816,1.0683888,0.86548483,0.9471419,0.796154,1.1633949,0.7722478,0.75280386,1.1786999,0.6275282,0.92354035,1.3896806,1.1366633,0.96291906,0.7965511,0.7472544,1.1068306,0.93708026,0.91172975,1.0183891,0.8234113,1.0434928,0.771453,1.2068373,1.2033783,0.74940914,1.0162984,1.1070534,0.9996815,0.7509861,0.9461317,1.030797,0.6635921,0.5724075,0.991574,1.053245
car,1.0461715,1.2135444,1.196315,1.0492085,1.0437553,1.1080873,1.1835922,1.1515527,0.8508085,0.84857714,1.172522,0.76126635,1.1483762,1.128165,0.882765,0.6638875,0.76828027,0.9999527,1.008304,0.7919936,1.1647735,1.0186288,0.9953376,1.072407,0.0,1.3186911,0.905495,1.0314709,0.9377077,0.99297035,1.067908,1.1933149,0.92737705,1.3946495,1.1407611,0.88939095,1.0373795,0.93944514,1.0307268,1.2340672,0.9315641,0.40173572,1.1235691,0.8901359,1.1950655,1.0180975,0.8970874,1.234713,0.9711681,0.94383687,0.8113774,1.1381027,1.2199959,1.1797416,1.0109919,0.9433374,1.2363566,0.8184382,1.1296175,0.9049251,0.9801809,0.9332878,1.0348083,1.0060332,0.90410554,1.238772,1.0471122,1.08072,1.1406677,1.3104149,1.1613159,1.1972169,0.25297868,1.0319179,1.0047495,1.2287625,0.7363707,1.02721,1.1205969,1.1703054,1.1391705,0.90467095,0.90205204,1.1515307,0.8780931,0.6547826,1.3076634,1.0300775,0.87618,0.9258775,1.1086632,1.1372806,1.0378911,0.8828718,0.78172666,1.1065385,1.2616239,1.0255188,0.955991,1.1320055,1.1116936,1.221274,0.80962676,0.99681646,1.2714808,1.2706084,1.0584484,1.1149869,0.86921597,0.8331559,1.006828,0.9635745,1.1533021,0.7661929
carrot,0.8363979,0.8840885,0.74213743,1.0540218,0.9995051,1.1418496,0.6788129,0.9524404,1.0121416,1.0192996,0.7029427,1.0160881,0.9626504,1.1424915,1.1160094,1.1497068,1.1885933,1.1748165,1.2549593,1.1120085,0.7958228,1.2208991,1.2572424,1.1030409,1.3186911,0.0,1.0364765,1.0811795,1.2504189,1.0577346,0.82259154,0.74109447,0.9143483,0.51737154,0.7196324,1.1124339,1.1068592,1.2989202,1.138582,1.0424914,0.955694,1.1555501,0.96449137,1.1316543,0.7592977,0.99873817,1.2087983,0.74307567,0.9269961,1.0693436,1.2726783,0.7335684,1.0172719,0.99998355,0.78197867,0.9947015,0.7881303,1.2099316,0.8266207,1.0993651,0.8477608,0.9792218,0.983572,1.0961283,1.0343409,1.0034628,1.0411447,0.96904635,1.2456217,0.73353523,0.90486634,0.77745277,1.1952536,1.3412395,1.0496453,0.677725,1.1328405,0.7860811,0.7824874,0.5942813,0.8745021,1.1160924,1.2904453,0.90894103,1.3149838,1.0619076,0.6693621,1.13613,1.0034059,0.9955021,1.0729722,0.99407065,0.99388343,1.0265772,1.127201,0.90074027,1.0112679,1.0888933,0.9790666,0.87715805,0.861722,0.7852785,1.0575362,0.9643657,0.6760711,0.6964385,1.0618411,1.3068166,1.0954905,1.2218204,1.1835268,1.0002601,0.73945063,1.1697317
cat,0.57778317,1.1853116,0.86222184,0.9043833,1.1039113,1.1116972,0.89469343,1.3751549,0.62923515,0.67338574,1.2008253,0.7489451,0.67701435,1.1907816,0.5223297,0.9645484,1.1763711,1.3059943,1.1721437,1.0428323,0.98806185,1.2699175,1.1130289,1.1872524,0.905495,1.0364765,0.0,0.9877299,1.2014633,1.0259076,1.1796179,0.795689,0.7388451,0.9446006,1.3436534,0.8196933,1.3242961,1.2040205,0.6345212,1.0524782,0.7593464,0.92792404,1.1230491,0.5964332,1.3149972,1.2010535,1.1995045,1.2290184,1.2476226,1.1265577,0.98913145,1.174267,0.9518113,1.248257,0.79795146,0.96604544,1.0987843,0.5199051,0.8619225,0.6176691,0.7231564,1.2363703,1.0776685,1.1628971,0.9729407,0.8298703,0.77180886,1.2627369,1.0894887,1.3860743,1.0705897,1.1298821,0.8536117,1.1254426,0.63466185,0.80602413,0.93970865,1.32077,1.311115,1.0621023,0.99646634,1.0729315,1.1996046,1.0402051,1.1021298,1.0388811,1.0314404,1.0480635,1.188467,0.6222625,1.1046542,1.0046457,1.2655306,0.9044115,0.72489965,1.3696963,1.0629803,0.99217397,1.2656516,1.1853749,0.9438743,0.89625704,0.8190861,1.3292599,1.3385913,1.0660264,1.1273947,1.1344936,1.3091097,0.9693757,1.0639125,1.1579521,1.2862233,0.742139
chair,1.1120002,1.365311,1.1703298,0.9738848,1.2533022,0.96666837,1.2160759,0.78838515,0.90765965,0.9204425,0.93571424,0.7901138,1.0760287,0.9852917,0.9688968,1.0547969,1.0245875,1.002334,1.0993569,0.9944454,1.2117859,0.7675097,1.1176558,0.61044455,1.0314709,1.0811795,0.9877299,0.0,0.9008534,0.8883616,0.8294345,1.006767,0.8966489,1.186642,0.9874045,0.7103889,0.9957148,1.0285237,1.0064728,0.9243389,0.65076184,0.88948107,1.0662519,1.1270046,1.16765,0.97826016,1.1093898,0.85022897,1.1445944,1.2655809,0.913252,1.1336936,1.0846707,1.234153,1.1351429,1.1388636,0.8937492,0.9892713,1.0362782,1.1420867,0.99425083,0.825773,0.59162563,0.70302725,0.9619042,1.0776203,1.2707393,1.1504198,0.72160363,1.022618,1.2673707,1.2137967,1.0193077,1.0483187,1.1608673,0.9282639,1.0709982,0.9245465,1.0654294,1.0237116,0.7043998,1.0603461,1.1402757,1.2264069,0.6943481,0.88106173,1.2818236,0.7093127,0.8890104,1.1826254,0.93824637,0.9191965,0.8565255,0.70549583,0.86575437,1.1745789,0.9079935,1.2214882,0.9275124,1.2313924,0.7712816,0.9306616,1.0213404,0.9972792,1.1169778,1.1561029,1.0971673,0.75544953,1.108429,1.2009237,0.5669449,0.5028806,1.1185521,0.97779936
clock,1.2524927,0.8245948,1.3288879,1.2354031,0.7515774,0.61455446,1.3083525,0.65923333,1.305123,1.4164425,0.87633866,1.3831204,1.3821284,0.65164196,1.3540306,1.0054989,0.96659416,0.63256705,0.9245968,1.2037565,1.2185712,0.48424548,0.7233683,0.7213093,0.9377077,1.2504189,1.2014633,0.9008534,0.0,0.84096074,0.8132883,1.2981005,1.4277818,1.2275252,0.7844945,1.1815441,0.73488927,0.9847766,0.9754561,1.1617396,1.0537856,1.1493547,0.6074348,1.2034837,1.0364448,0.691331,0.7915141,0.9855277,0.7344959,0.7819235,0.89095867,0.90547025,1.0588337,0.950979,1.2655537,1.3581092,0.9204582,1.0702167,1.170712,1.2313414,1.4064968,0.66371095,0.82904893,0.5507627,1.1941681,1.2323878,1.2403367,0.7262255,0.6169161,0.83617437,0.8352027,0.85458595,1.1832756,0.79438895,1.438901,1.4160036,1.1846099,0.7855015,0.874689,1.2396605,0.8606188,0.911833,0.9897702,1.0581632,0.70984983,0.8933708,0.9632662,0.86345625,0.9549918,1.3020105,1.1543593,1.1662226,0.746188,0.9759813,1.2807081,0.63140094,0.98113567,1.2155223,0.63741875,0.83500993,1.0278788,1.2342072,1.3858733,0.66473573,0.9028175,0.9722572,1.094378,0.6307444,0.72585547,1.1948122,0.7697239,0.59240717,0.77641636,1.1415497
closet,1.0913136,1.1328733,1.1837019,0.8748467,1.1244284,0.9152445,0.94687694,1.1233886,1.1168606,1.1324433,1.0342772,1.0835173,1.246594,0.81172585,1.1288399,1.0156168,1.0449865,0.8708973,0.9711081,1.1480689,1.2804782,0.74016905,0.9409407,0.69025356,0.99297035,1.0577346,1.0259076,0.8883616,0.84096074,0.0,0.8349624,1.0266953,1.1945845,1.1690822,0.73256767,1.1156316,0.8436096,0.8973967,1.0674375,1.276208,0.83528465,1.0410576,0.90421367,1.1263942,1.0948396,0.8267782,0.94429564,0.9892642,0.879037,1.0609939,0.89088,1.1057241,1.2162732,1.2518215,1.15848,1.1761739,1.1933433,0.9669148,0.9825964,1.1558361,1.205371,0.5281906,0.68370724,0.6543859,1.0963168,1.2273922,1.2919387,1.040788,0.7614778,1.016801,1.0064263,1.1840614,1.0117177,0.9759249,1.2346244,1.2424064,1.0142335,0.74328923,0.73465204,1.1502222,0.99224097,0.87636644,0.99425834,1.2031423,0.94864964,0.99109167,1.1174748,0.88101006,0.7232909,1.209652,1.1184638,1.0026783,0.78621686,0.86635214,1.148175,0.9859272,0.9620198,1.1541065,0.82849264,1.0719332,0.94777167,1.0434481,1.142638,0.87056124,1.0559858,1.1219648,0.96902984,0.71949446,1.0568498,1.1623421,0.95195836,0.76131594,1.061933,1.0349176
comb,1.1963676,0.9544153,1.1319702,1.2007382,1.1021948,0.92403466,1.1681553,0.7635908,1.2865467,1.2977302,0.6438086,1.2728008,1.387822,0.92447484,1.2789747,1.0530839,1.098503,0.7825618,1.0855598,1.200784,1.1517361,0.7766559,0.9358425,0.7928125,1.067908,0.82259154,1.1796179,0.8294345,0.8132883,0.8349624,0.0,1.0709689,1.3019187,0.8718568,0.60973966,1.3089745,0.7647445,1.0886087,1.1244248,1.2789111,1.0010098,1.1137304,0.65504754,1.1173652,0.8881633,0.55738604,0.8785423,0.74137604,0.62794423,1.0525649,1.2125841,0.9022862,1.2841702,1.0974953,1.088991,1.2688725,0.98008746,0.9677942,0.97716707,1.2368665,1.2745407,0.5936445,0.6678622,0.60259086,1.1964333,1.3391197,1.2529986,0.82845825,0.8284198,0.7482853,0.93548805,1.0155747,1.1758496,1.0991465,1.3318969,1.1439813,1.2400137,0.7130743,0.71695864,1.0298012,0.8715736,0.912251,1.0634502,1.1005292,1.0928748,0.9810071,0.9169683,1.0285875,0.8695259,1.22457,1.1742707,1.0789948,0.80263865,0.9005444,1.3235159,0.6948346,1.0958169,1.208761,0.51805913,0.90300834,1.0293577,0.9769894,1.2362369,0.73228765,0.7053469,0.82098585,1.1060065,0.88395876,1.0788717,1.2569337,0.8171475,0.7360149,0.64252925,1.1224442
corn,0.96299803,0.94004196,0.699278,0.75027776,1.1090944,1.0911964,0.6126444,1.1664326,0.88074243,1.0682199,1.1024048,0.96928674,0.81230116,1.102112,1.0838174,1.0849527,1.276789,1.2178855,1.150516,1.232294,0.79652214,1.2068173,1.2819257,1.146907,1.1933149,0.74109447,0.795689,1.006767,1.2981005,1.0266953,1.0709689,0.0,1.028635,0.49992365,1.0427417,1.050562,1.1953849,1.1938983,1.0044999,0.9120067,0.9090583,1.0455027,1.0930325,0.8945419,0.8870616,1.2365108,1.1955727,0.8515731,1.0475436,1.2354181,1.0526243,0.93166876,0.9293553,0.9785958,0.82017976,0.7921746,1.0062453,0.9209117,0.7377322,0.9834965,0.88308394,1.0716827,1.0146363,1.1720768,0.989269,0.87228614,0.86671257,1.1347977,1.2190118,0.9564658,0.9541077,1.1089554,1.1222739,1.2845882,0.84673154,0.69486344,1.1522703,0.99995804,0.9785149,0.6531023,1.1122484,1.119054,1.2547231,0.90731573,1.1897423,1.0955927,0.77562463,1.055857,1.0033683,0.917557,0.8872473,0.7451476,1.0477881,0.907264,1.0685551,1.1215389,1.0040226,0.9735919,1.1029735,0.97110516,0.82709146,0.8011619,1.0585,1.2335436,0.92853624,0.9045956,0.81492734,1.2827266,1.3018446,1.1805142,1.0515224,1.0442181,1.0390879,1.1188998
couch,0.6827844,1.2751431,0.85733795,0.9161787,1.1733241,1.2894781,1.0354483,1.3109972,0.4304881,0.16048706,1.1540813,0.38838434,0.5636146,1.2959384,0.32532132,0.94380844,0.96052265,1.3896704,1.1735083,0.73832077,0.9708947,1.4394939,1.1784102,1.2164664,0.92737705,0.9143483,0.7388451,0.8966489,1.4277818,1.1945845,1.3019187,1.028635,0.0,1.0377665,1.4330988,0.6355506,1.412558,1.0890875,0.9825467,0.9190812,0.69249374,0.7475871,1.4150549,0.7766212,1.2277976,1.346092,1.3061295,1.2413075,1.4636621,1.2244368,1.0017872,1.1033609,0.9928321,1.239159,0.7522181,0.8082993,0.9919211,0.8968682,0.9233556,0.6190716,0.39796847,1.4904423,1.2176111,1.3494394,0.99179876,0.80422986,0.92607474,1.309941,1.2734699,1.3450494,1.1780653,1.161921,0.6894561,1.0833604,0.53955853,0.4577067,0.6458304,1.3723916,1.3384893,1.1585124,0.8990868,1.1811179,1.1279786,1.0386585,1.1254641,0.96940047,1.1367958,0.9161485,1.2185444,0.5561054,0.885849,1.0100881,1.4060638,0.9919538,0.52995634,1.4680871,0.99041235,0.8973885,1.5075879,1.2963525,0.9990907,0.70018435,0.44936872,1.3578379,1.334924,1.1973584,1.1951009,1.2744133,1.2743251,0.7959546,1.2209011,1.2330189,1.3728943,0.7324022
cracker,0.8775976,0.7581953,0.5420487,1.0224217,1.0761461,1.1440959,0.6650977,1.0254773,1.0626824,1.1328757,1.039301,1.1138233,0.76106787,1.1117043,1.1494415,1.2059145,1.2648549,1.1327231,1.2283598,1.2335781,0.7883309,1.2520287,1.2165812,1.2057254,1.3946495,0.51737154,0.9446006,1.186642,1.2275252,1.1690822,0.8718568,0.49992365,1.0377665,0.0,0.92178535,1.1183797,1.199359,1.2647638,1.0842614,0.88040996,1.0734403,1.2147927,1.0501224,0.8443537,0.6805863,1.155657,1.2057431,0.80414075,0.9284945,1.1862669,1.2129422,0.7428237,0.89689755,0.8258819,0.70447254,0.800194,0.7918606,1.0503495,0.7305193,0.92790747,0.8595619,1.0858954,1.0715184,1.2349821,1.0606803,0.8302088,0.7973714,1.0159075,1.1984266,0.74331695,0.8393092,0.99680287,1.2507471,1.2859459,0.83509326,0.6491876,1.210181,0.9030454,0.93505895,0.6189103,1.1248593,1.1768222,1.2990458,0.895603,1.2557108,1.1578665,0.5298988,1.098525,1.1322663,0.8571439,0.93615603,0.8481313,1.136321,1.1525091,1.1792237,0.9633551,0.98672014,1.0037838,1.1067479,0.775088,0.89118475,0.6453279,1.1321062,1.2026803,0.68472266,0.56983626,0.95929587,1.2750598,1.279333,1.2142589,1.1971493,1.0857004,0.80009615,1.2188315
crayon,1.300961,0.836664,1.2480941,1.2097838,1.0076287,0.9504893,0.95237964,0.53306365,1.5021114,1.4222298,0.5946028,1.406616,1.5325186,0.79332596,1.4957545,1.106768,1.0534654,0.40292895,1.1115279,1.281419,1.1662796,0.6526882,1.0168042,0.8050853,1.1407611,0.7196324,1.3436534,0.9874045,0.7844945,0.73256767,0.60973966,1.0427417,1.4330988,0.92178535,0.0,1.444623,0.5163145,1.1864471,1.2015342,1.3116412,1.1773216,1.2351875,0.552384,1.3013846,0.75493747,0.49807954,0.6705525,0.6589624,0.3887037,0.99613804,1.2418609,0.7579161,1.3035057,1.068151,1.2597713,1.3332796,0.91628194,1.1870058,1.1640946,1.404738,1.3981838,0.29317713,0.73346925,0.49489862,1.1354802,1.45121,1.3985388,0.40516692,0.78599346,0.548838,0.9804789,0.7631118,1.2179294,1.1376461,1.5337555,1.2970965,1.300509,0.11544359,0.22185028,0.8613254,0.79505473,0.8640169,1.1153274,1.0941895,1.1077995,0.98552924,1.0067743,1.164562,0.7293967,1.4006797,1.1882039,1.175219,0.6372442,0.97041744,1.4539001,0.313484,1.071714,1.3317789,0.41038883,0.5696712,1.1972256,1.1912813,1.3832717,0.3617714,0.51576006,0.66040975,0.85562134,0.8280562,0.76481545,1.3742228,0.8500385,0.6198355,0.34435403,1.2839117
crib,0.76104045,1.3553538,1.042529,0.98897296,1.0960271,1.1622572,0.97150123,1.0081482,0.50409275,0.6341561,1.1675324,0.59151363,0.6506703,1.2515441,0.6860609,0.98615706,0.7810454,1.3055747,0.9096892,0.3860247,1.0257502,1.0308269,1.1869394,0.82946765,0.88939095,1.1124339,0.8196933,0.7103889,1.1815441,1.1156316,1.3089745,1.050562,0.6355506,1.1183797,1.444623,0.0,1.2582033,0.9440661,0.82732826,0.63383245,0.7105149,0.7382895,1.3724136,0.9465283,1.38697,1.4437604,1.2541578,1.3705732,1.4395467,1.1041368,0.87274003,1.3145511,0.92819554,0.9631459,1.0645685,0.92480403,1.2465897,0.91132367,0.87456155,0.88450646,0.81578094,1.3768013,0.93518734,1.2710751,0.6283937,0.79080784,0.8481688,1.4040282,1.2355536,1.5041409,1.2759464,1.2305626,0.86506885,1.0443484,0.7202107,0.88740814,0.7787501,1.4223114,1.3459506,0.9234826,1.11376,1.1540774,0.8938165,1.0517967,0.82067835,0.85001093,1.275713,0.6986455,0.9563031,0.94111097,0.83336914,1.018116,1.2091951,0.83176315,0.5097959,1.5063306,1.012925,0.8757932,1.437574,1.3472667,0.7544414,1.069849,0.54433715,1.284486,1.5041062,1.2710271,0.9763089,1.2072673,0.87415934,0.53129196,1.0475593,1.0181453,1.4860392,0.72179514
cup,1.4433092,0.8130139,1.2721221,1.199786,0.9155275,0.8477886,1.1247065,0.59592295,1.3218086,1.3812993,0.7990817,1.3839314,1.5376278,0.86925507,1.4068997,1.085189,1.0964547,0.39203942,0.3858431,1.0894998,1.061959,0.4256792,0.9949121,0.6123685,1.0373795,1.1068592,1.3242961,0.9957148,0.73488927,0.8436096,0.7647445,1.1953849,1.412558,1.199359,0.5163145,1.2582033,0.0,0.84623206,1.0061749,1.2096944,1.2760286,1.1725883,0.4088335,1.3230945,0.93255514,0.7166401,0.67532325,0.88301337,0.617342,1.0176302,1.0299289,0.88765615,1.2544622,1.0986499,1.3179219,1.337505,0.9834863,1.1919447,1.2692561,1.3896687,1.4068348,0.64109707,0.9002236,0.56234884,1.103382,1.4624482,1.371089,0.4645989,0.74467325,0.75639623,0.9217564,0.7219501,1.1944703,1.0038322,1.5023723,1.4789693,1.3022811,0.68298614,0.5881776,1.0485551,0.91608375,0.93491673,0.6771932,0.96375555,0.96743673,0.95165163,1.0351677,1.0241905,0.8450456,1.4045358,1.2674851,1.1968306,0.605911,0.82547635,1.2359353,0.4349543,1.1569154,0.91861963,0.46295774,0.7547717,1.205659,1.275877,1.240245,0.4419204,0.7023769,0.8461084,0.90263957,0.74732447,0.6946037,1.035505,0.8629011,0.86703235,0.5440336,1.2306737
dish,1.1639073,1.0494335,1.143005,1.0402404,1.0474516,1.0550556,1.1537662,1.0367718,0.9947298,1.061223,1.150187,1.0221916,1.1188359,0.99139625,1.0275221,1.0186399,0.89310145,1.0537692,0.5135202,0.7981484,1.0599852,0.85006404,0.76583785,0.7362383,0.93944514,1.2989202,1.2040205,1.0285237,0.9847766,0.8973967,1.0886087,1.1938983,1.0890875,1.2647638,1.1864471,0.9440661,0.84623206,0.0,1.004969,1.0142777,0.9793608,0.8655962,1.0863943,1.1782014,1.1628345,0.99675184,0.98913294,1.2425416,1.0983411,0.93067944,0.65628725,1.1925961,1.0370225,0.9220534,1.1945992,1.0683465,1.1420734,1.1076273,1.0925666,1.1666446,1.17402,0.94764805,0.9578368,1.0719287,0.82623893,1.0564189,1.0202852,1.1677899,0.8934406,1.2426866,0.91715604,1.136797,0.9997739,0.7183125,1.1645412,1.306787,0.9652144,1.1592162,1.1424783,1.0590446,1.0898306,0.9521413,0.2024982,0.9970714,0.70348066,0.9328953,1.0305594,0.8128531,0.91502714,1.1703013,0.8755863,0.9451753,0.83688605,0.8027197,1.023488,1.1064547,0.9941269,0.63589835,1.0706967,1.1973052,1.0954282,1.1726034,0.99875957,0.98665446,1.24104,1.3172193,1.0918607,0.8102068,0.9381502,0.7121031,1.0020012,1.083074,1.2613012,1.0613523
dog,0.7591916,1.126856,1.1342952,0.9008362,0.96570975,0.98972154,0.98975074,0.89334404,0.9806598,0.94312274,1.140037,1.0975336,0.9301806,0.8199414,0.78983104,1.0966461,0.99051476,1.0296581,0.8615561,0.9691315,1.0964409,0.9588332,0.88872063,1.0013525,1.0307268,1.138582,0.6345212,1.0064728,0.9754561,1.0674375,1.1244248,1.0044999,0.9825467,1.0842614,1.2015342,0.82732826,1.0061749,1.004969,0.0,0.6900229,1.0249132,1.0651915,0.9778904,1.0313959,1.1271715,1.1482095,1.002268,1.1688597,1.1573033,0.80514514,0.9922625,1.0646889,0.7621931,0.96367866,1.157996,1.0138686,1.0858853,0.83078265,1.137902,1.0832483,1.046498,1.1463113,0.9791807,1.107211,0.95068294,0.82775176,0.8635491,1.0893136,0.84395075,1.1705726,1.0592252,1.0343887,1.0997484,0.80724335,0.928434,1.1087283,1.033292,1.2328705,1.1414545,1.0506715,0.8481699,1.043732,0.97950685,1.0837537,0.932209,1.0401753,1.0930954,1.000133,1.0077969,1.1279479,0.910222,0.9942403,0.99937105,1.1495705,0.9579183,1.0758611,0.9110025,1.0363251,1.0851434,1.0955391,0.92741656,1.159311,1.0287671,1.1227342,1.1055462,1.0282222,0.8715299,0.878414,0.80357623,0.9539949,0.9656988,1.035089,1.1254423,0.9831002
doll,0.8341585,1.0867065,0.90405047,0.8165318,0.8855778,0.9623599,0.8133827,0.7939253,0.8865484,1.0163153,1.1542728,1.0013776,0.6279737,1.0309285,1.0109898,1.1170502,0.852886,1.1617821,0.96850234,0.78183454,0.89302623,1.0310109,1.0507566,1.0223908,1.2340672,1.0424914,1.0524782,0.9243389,1.1617396,1.276208,1.2789111,0.9120067,0.9190812,0.88040996,1.3116412,0.63383245,1.2096944,1.0142777,0.6900229,0.0,1.0548683,1.0623132,1.2216618,1.1331387,0.92133427,1.3528664,1.0835409,1.0582525,1.2860031,0.85688126,1.0282791,1.0602067,0.49259245,0.5955497,1.0764878,0.6835305,0.98331535,1.1713454,0.86914,1.1199746,0.94290054,1.3573165,1.0492443,1.3251464,0.76396406,0.5519689,0.6769908,1.2342895,1.1272969,1.0788771,1.1973712,1.0388417,1.1723661,0.9439888,0.7875445,0.8943882,0.9169087,1.3128889,1.2107027,0.7534851,1.0146484,1.0889869,0.9784547,0.96776414,0.95388585,1.1567047,1.1020684,0.90782464,1.027486,1.1280049,0.6709218,0.8174466,1.119944,1.185191,0.9162281,1.2379596,0.77167255,0.9632758,1.3030777,1.0569273,0.8564385,1.0280951,0.8825013,1.2263339,1.0548925,1.0160685,0.6916797,1.1364944,0.7742697,0.8559233,0.99243975,1.1100396,1.2373397,1.031942
