,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
carrot,0.98699653,0.8068472,0.7837797,0.92298883,1.190489,1.0853701,0.6673365,1.2736742,1.10781,0.9374112,1.1779621,0.7461945,1.1941673,0.980751,1.1552076,1.1620238,0.95031345,1.2598104,0.9898145,0.9490878,1.257844,1.0315186,1.1670706,1.1523647,1.0809951,1.124655,1.1599157,0.0,1.0572385,1.0266355,0.83283657,1.1964362,0.7507973,0.8307344,1.202182,1.1515644,1.1674567,1.0369796,0.69042796,1.3026814,1.0843828,1.1456866,1.249043,1.1987671,1.1181749,1.0780222,0.9136041,1.0705525,0.7416478,1.0073088,0.9606264,0.41618967,1.0118519,1.1440322,0.56165165,0.5942407,1.1122586,1.1655477,1.2020776,0.6606165,0.818732,0.938446,0.90982044,1.0069406,0.814948,0.69764054,1.2113322,0.7639994,1.0366877,1.2248051,0.8607115,0.795526,1.12152,0.93275,0.91021746,1.2914431,1.0087672,0.8531575,0.83421147,0.73552275,1.0810094,0.5137563,0.53248847,0.84684706,1.1718602,1.2613568,0.8717168,0.8659295,1.2095631,0.714872,0.7175597,1.0668098,1.0164733,1.1454436,1.0912676,1.0135264,1.010731,0.80614066,1.1900403,0.88963157,1.2552605,1.00835,1.2575841,1.1467869,0.86128074,0.94978714,1.0219336,0.91338587,0.8569304,1.1405442,1.1194197,1.0646372,0.78226644,1.1474346,0.9588461,0.8259226,0.8617662,1.2018878,0.82396007,1.2044702,0.9035659,1.297254,1.1563774,0.5685612,0.6874928,0.88130945,1.0382358,1.0839831,1.1405833,1.2013572,0.9361207,1.1765001,1.1801195
cat,0.9032111,1.1475111,1.304115,0.89331853,1.1825383,1.2967556,1.156605,1.3667852,0.8131157,0.6522418,0.80106336,1.3276511,0.8595562,0.87340045,0.7534189,0.73547375,1.1323532,1.1095915,1.376122,1.3683015,0.9838116,0.7634696,1.1592969,1.3892441,0.86581916,1.3228877,1.0771477,1.0572385,0.0,1.216705,1.0377672,0.86407125,1.1528435,1.1331879,1.0487127,1.1487008,0.8107551,0.96432734,1.4073763,1.0139676,1.4150615,0.8508395,0.5034404,0.9245509,0.82704353,1.2187486,0.8842315,0.64241993,1.0436381,0.555723,0.87765574,1.198902,0.8885136,1.1842428,1.2150265,1.2267224,0.8946265,0.9318827,1.0187578,1.1077722,1.061902,1.2225263,0.8488243,0.96820754,0.9938124,1.2582564,0.7892773,1.1719289,0.7417869,1.1436324,0.82923186,1.1908145,0.9858512,1.3083131,0.6537416,0.8257028,1.0546217,0.73887044,1.1243321,1.2437873,1.0844103,1.216574,1.0818053,1.1297388,0.9775133,0.729668,0.9404435,0.8456787,0.8715409,1.2924314,1.4044896,0.7045088,1.000283,0.50503665,1.0754795,1.0603873,1.153337,1.3485197,0.76349306,0.78958964,1.1835736,1.2972736,0.9651092,0.6334594,1.35224,0.7896535,1.2898742,0.9237754,1.2418323,0.8682118,1.1127476,0.88781244,1.3521303,0.71386,1.2366865,1.1048973,1.2653434,0.8600085,1.196498,1.1261231,0.76905775,0.8790019,1.2826382,1.1969268,1.1520673,1.0052198,1.1433215,1.289765,1.0968034,1.0926849,1.2009231,0.89280504,0.8180246
chair,1.0955989,0.9302386,1.1734478,1.1363803,1.1359489,1.0160075,1.2065663,0.7393346,0.96265984,1.1687407,0.9109019,0.6106997,0.7414222,1.159279,1.1203465,0.95055175,0.7342021,1.1139576,0.74917096,0.7246079,1.1649324,1.0472233,0.91961473,0.59936225,1.1767522,0.41512978,0.7750143,1.0266355,1.216705,0.0,1.0296012,0.7379544,0.9053739,0.7946404,1.2068051,1.0902241,0.9690475,1.2350546,0.79752797,0.76395446,0.7663687,1.1202137,1.2798662,1.1814319,0.6754914,0.56165195,0.65389884,1.2784127,1.2614818,1.2211506,1.2879622,1.1095979,1.0317707,0.9285192,1.1286744,0.9242687,1.209823,1.1350843,1.1101418,1.0961598,0.9340195,1.2248163,1.1974971,1.1699402,1.2461015,0.8823989,1.1212374,0.85583985,1.0281879,1.1379442,0.772205,0.84036547,0.59722376,0.5693059,1.235922,1.1572142,1.264071,1.3381493,1.1235591,1.0073081,0.76851416,0.94144243,1.1572564,1.1535146,0.7048131,1.2559533,0.84344864,0.87750304,1.2869475,0.8198868,0.76105106,0.9794437,1.129878,1.173507,0.735402,1.1499461,0.8430607,0.8398212,1.1412853,1.2927359,0.66297364,0.6733126,0.5602684,1.116796,0.9323832,0.97822315,0.81347215,0.84062546,0.60061723,0.8304268,0.6121967,1.0822778,0.7896781,1.2326584,0.86617994,0.72507685,0.85425925,1.122913,1.1045473,0.89414847,0.94809884,1.0995831,1.0647836,1.0558611,1.0142709,1.2778155,0.5156641,1.0699574,1.0741986,0.6620319,0.7335594,0.9364703,1.1531422
clock,0.9925579,0.9903185,0.6565926,1.2929782,0.9898765,0.9153079,0.8271963,1.0445656,1.2629974,1.0161513,1.2908897,0.58866704,1.2523329,1.1660546,0.887824,1.3866757,0.86807424,1.3036388,0.562613,0.61377335,1.4350333,1.130194,0.89273477,1.0011531,1.1072869,1.0112227,1.0495564,0.83283657,1.0377672,1.0296012,0.0,1.29979,1.0693008,0.9130945,0.84361947,0.9737298,1.2366645,1.315653,0.59358,1.3976046,0.68357146,0.99184203,1.0061332,1.0344398,1.1443716,1.1766127,0.9713509,0.9829475,0.5849949,1.1130174,1.037907,0.7814578,0.72481036,0.8795731,0.7796978,0.8265306,0.88765997,1.0933654,1.3064532,0.67090654,1.113725,1.2370943,0.92981434,0.91602695,1.2126237,0.537861,0.99917406,0.82043546,1.139363,1.1693192,1.1853662,1.1179934,1.1736695,0.53258526,1.1142406,1.2375431,1.1761955,1.2712815,1.204672,0.46113265,1.0199107,0.70978945,0.6089918,0.58992255,1.0693003,1.0263338,1.2260909,1.1757433,1.3116987,0.510196,0.7725952,0.82184774,0.978321,1.1003056,1.0896268,1.1543044,0.6768016,0.5598906,0.93121445,1.002625,1.1454332,0.7183391,1.2692299,0.8711868,0.9880077,1.1916542,0.6854367,1.2518822,0.71228564,1.0990894,1.1434612,1.3128215,0.39226508,1.1876206,0.5906416,0.9540265,0.63654006,1.212288,0.81841695,1.2416227,1.1285033,1.3583926,1.0150774,0.6251623,0.6686253,1.2861929,0.9273738,0.9370616,1.2633342,1.2039694,0.7527771,1.2173607,1.1604017
closet,1.1316187,1.2073256,1.4728308,0.8221722,1.1620435,1.2083328,1.3214065,0.9551817,0.46259785,1.0929707,0.5336239,1.2724233,0.4823407,0.8229266,1.2150333,0.58477145,1.0229461,0.8468717,1.2532511,1.2295741,0.65511197,0.8572564,1.0562502,0.8716165,1.063768,0.7855999,0.9686403,1.1964362,0.86407125,0.7379544,1.29979,0.0,1.0400393,1.0083023,1.2452152,1.2403642,0.6023367,0.73935676,1.3692529,0.40884924,1.1132158,1.2027695,1.1478473,1.1186723,0.38150167,0.581176,0.8231307,1.1469182,1.4053817,0.9021878,0.9362173,1.3731992,1.338248,1.087591,1.3098518,1.2102941,1.2785876,1.114111,0.69507545,1.1696507,1.1640893,1.0878233,0.9784258,1.1293132,1.0219504,1.3553354,1.1873199,1.0100819,0.7325608,0.9191204,0.7558763,0.96179366,0.3429801,1.1406248,0.94442225,0.85042334,1.1601164,0.97998077,0.9876145,1.340729,1.0162723,1.2648405,1.3281729,1.4122338,0.56563187,1.1219851,0.7277925,0.8013009,0.8024547,1.309159,1.2743297,1.2457247,1.2542105,1.1080189,0.9697003,0.984225,1.1496379,1.3252487,1.187897,1.1272547,0.9063934,1.1397685,0.33070207,1.1816099,1.1120445,0.72919965,1.1546882,0.8645197,1.2258635,0.5921166,0.68631494,0.7067483,1.3416436,0.8858656,1.3620546,1.1008105,1.321501,0.7501154,1.324403,0.8313102,0.7194983,0.54950213,1.2083627,1.4526855,1.1281128,0.96057826,1.1291382,1.2317985,0.8043358,0.5626662,1.1595316,0.5797374,1.0384372
coffee,1.2527174,0.870997,0.9078262,1.0584837,0.9339215,0.84704757,1.0387017,1.0205126,1.147364,1.1120116,1.2274803,0.9336296,0.9992577,1.1810544,1.1317595,1.1832793,0.9701608,1.0771701,0.8176171,0.7612555,1.0842998,1.0242113,0.9294366,0.73268276,1.0892563,0.65212226,1.0439539,0.7507973,1.1528435,0.9053739,1.0693008,1.0400393,0.0,0.86031723,0.90257466,0.9965014,1.2217261,1.0734034,0.8582613,1.1244986,0.604036,1.1254231,1.1708226,1.0648632,1.0170262,0.7537911,1.1128749,1.0946674,0.93875426,1.1808544,1.0280361,0.79087126,1.0993674,1.0276867,0.8848325,0.89715886,1.185375,1.1591668,0.94363505,0.8256985,0.9314491,0.8445923,1.0685477,0.9732465,0.8988856,0.97777367,1.1291215,0.880578,1.1466728,0.7851108,1.144963,0.8875688,1.092463,0.850117,1.0505986,1.1628016,1.0191443,1.0262879,0.95256364,0.902479,1.0505896,0.8264539,0.6715501,0.88459015,0.96084917,1.0999851,1.0303291,1.1615577,1.1749154,0.91165876,0.76424795,1.0588074,0.96715903,1.1340321,1.0721601,1.0838597,1.0495445,0.96487576,1.1455221,1.0989944,1.038691,0.85126907,0.95752144,1.0750272,0.94468635,1.1674466,1.0304226,1.1557906,0.96593004,1.0369219,0.8581337,1.1523379,0.89282036,1.1729063,0.8826202,1.0387523,0.82833046,1.0730625,0.9835124,1.1039131,1.1953672,1.1744516,0.8145222,0.7639417,0.88799036,1.0177932,0.9561449,0.9487372,1.0414138,0.9565384,0.76942575,1.0410334,1.1049056
comb,0.8231687,0.9698724,0.8975323,1.1680641,1.1025714,0.9826388,0.9854277,0.8304912,1.0523096,1.0444834,1.2114077,0.6997156,0.9605212,1.1437681,1.0338246,1.1392503,0.78105485,1.027166,0.8049949,0.7639102,1.166775,0.9821862,0.823054,0.8713041,0.9882086,0.82951653,1.0488783,0.8307344,1.1331879,0.7946404,0.9130945,1.0083023,0.86031723,0.0,1.0195692,0.98610073,1.2304704,1.0788332,0.6550771,1.0405546,0.8504671,1.0263003,1.1712407,1.2977505,0.97300684,0.7130965,1.0327587,1.086808,1.1154563,1.041643,1.1814718,0.94717824,0.86869717,0.9541223,0.9234387,0.72936296,1.004123,1.0451117,1.1491168,1.0175189,1.083235,0.95032954,1.1494108,1.0445613,1.1355447,0.9234189,1.0111881,0.7397053,1.2070078,1.1876814,1.1154008,0.7923944,0.9422153,0.65073967,1.1381112,1.2269818,1.0839877,1.127784,1.0708178,0.8456589,0.9571037,0.8942411,0.9366475,1.0136542,1.0971575,1.2137964,1.0650427,1.2063854,1.1936915,0.69685405,0.7362932,1.0365832,1.0711282,1.0861651,0.96825224,1.1132692,0.8393918,0.7409944,1.028735,1.19227,1.1028516,0.79337764,0.9555149,1.0761702,0.8262867,1.1977087,0.6783258,1.1719551,0.7852232,0.9799978,0.8541074,1.1825452,0.6746392,1.168606,0.89781356,0.858109,0.76391155,1.189779,1.0114833,1.0076699,1.1044116,1.2330654,1.124758,0.9497685,0.8638418,1.0781426,0.89892846,1.0284911,1.0439665,0.98885846,0.90572757,1.016125,0.98685163
cookie,1.0948459,0.9181341,0.75394547,1.2126305,0.5634843,0.64457303,0.9351346,0.83631,1.1962557,1.0538872,1.2477436,1.1610299,1.249152,1.135525,0.880248,1.1964242,1.0508684,1.0078112,0.91590905,0.84859407,1.0373088,1.055883,0.8671082,0.8910817,1.0096214,0.9724201,1.08062,1.202182,1.0487127,1.2068051,0.84361947,1.2452152,0.90257466,1.0195692,0.0,0.6279581,1.2488077,1.0748626,1.0688901,1.2213023,0.8580632,0.8847508,0.8874226,0.9027578,1.2410622,1.035057,1.1578252,0.92288345,0.7726135,1.1120577,1.0864067,1.1373742,0.942526,0.98629844,1.1100432,1.0637445,0.9192168,0.8462042,0.9304621,1.1008761,1.1107018,0.8823703,1.1578846,0.895275,1.1294211,1.1119224,0.9040177,1.0387719,1.187576,0.874172,1.316771,1.2306343,1.3494921,0.93902117,1.0845995,1.0084798,0.6766922,1.1348823,1.1186744,0.99637836,0.89628214,1.0778204,0.9454105,0.65529674,1.2520165,0.81209993,1.2303832,1.3249475,1.0083057,1.0771238,1.0633649,0.89863014,0.8291118,1.0048558,1.0358852,1.1294299,1.0312431,0.94747454,0.92258626,0.9112534,1.0322214,1.0047516,1.2616012,0.8985452,1.0822123,1.297483,0.91270506,1.1943268,1.0896518,1.1730506,1.0820932,1.11022,0.9576325,1.1033245,0.7266309,1.0266107,0.86839604,0.97074455,0.8911234,1.0299597,1.3324311,1.1376135,0.5841572,0.98352325,1.0514017,1.1020699,0.87279624,0.6908127,1.0195744,1.0310978,0.8511331,1.1185473,0.91772854
corn,0.87982047,1.0427475,0.68111354,1.3146706,0.7397913,0.72627234,0.63201183,0.76823175,1.2611823,1.1837156,1.2894592,0.9471597,1.3391869,1.2546159,0.7963746,1.2909799,0.9415767,0.99931717,0.76152015,0.84393984,1.1284649,1.1511445,0.598938,0.92093825,0.91275525,0.95021135,1.1255423,1.1515644,1.1487008,1.0902241,0.9737298,1.2403642,0.9965014,0.98610073,0.6279581,0.0,1.3059036,1.1908077,0.7032435,1.2380023,0.84317744,0.81017387,0.93208563,1.0250075,1.2847469,1.0502012,1.2186936,0.9901001,0.9504759,1.0970798,1.204992,1.0733286,0.7346177,0.80604076,1.1201762,0.8499647,0.7419175,0.81959045,1.0417655,1.1144309,1.0275583,1.1018704,1.2642663,1.0138572,1.2287041,1.1046321,0.84486234,1.0208532,1.1535754,0.98855484,1.3562757,0.9664799,1.278707,0.89683837,1.1785952,1.0382236,0.84497976,1.2050259,1.0734227,0.9240785,0.96387637,1.0782305,1.0713587,0.7065927,1.2586764,0.82578933,1.3545535,1.3957093,1.0907092,0.77855027,0.7505979,0.7816595,0.84902596,1.0382665,1.0457368,1.2132045,0.86543536,0.88438135,0.90904385,0.99503076,0.8495735,0.95342404,1.284082,0.88663983,0.8663645,1.3758038,0.9288328,1.2202771,0.81070393,1.2416968,1.2006513,1.1296204,0.9219769,1.1041799,0.6472531,0.9597832,0.77390957,1.0623945,0.72108394,1.0502012,1.3232148,1.1801143,0.52510387,0.91096926,1.0111622,1.0987386,0.80498266,0.74748874,1.1033766,1.0666447,0.88066816,1.1691858,0.9214132
couch,1.0514684,1.058689,1.4342403,0.5161799,1.2755487,1.3766187,1.2136885,1.2001413,0.50433946,1.0412354,0.06426978,1.3683736,0.50781333,0.60081095,1.3647816,0.2809986,1.1364444,0.9546659,1.4447275,1.4057982,0.6639617,0.73863286,1.3307018,1.2721534,1.1469547,1.2559137,0.9514217,1.1674567,0.8107551,0.9690475,1.2366645,0.6023367,1.2217261,1.2304704,1.2488077,1.3059036,0.0,0.74987876,1.4959681,0.5588651,1.3848852,1.3240376,1.158721,1.0294954,0.5742589,1.0743437,0.8025812,1.0777903,1.2058531,0.9141158,0.5604732,1.2009743,1.4533272,1.3022121,1.0887207,1.3123705,1.3409948,1.1941432,0.86711395,1.066774,1.133688,1.0768214,0.61400676,1.1132205,0.8572814,1.1948042,1.2926168,1.2268859,0.4194752,0.99438214,0.3384409,1.0701357,0.6303127,1.4093517,0.63010514,0.7689512,1.0680425,0.7926468,1.0025476,1.3227391,0.94397855,1.2092035,1.1901702,1.3517683,0.6514896,1.0908387,0.4840349,0.36767113,0.6472637,1.4565129,1.5069016,1.3612616,1.0844018,1.0840034,0.588852,0.74591255,1.3586453,1.3916638,1.2832658,1.0266602,1.0670408,1.2986867,0.63883644,1.3129411,1.3489058,0.34716237,1.301051,0.45666724,1.2685663,0.79314137,0.9113897,0.63807106,1.4787494,0.786193,1.4089279,1.2266145,1.4952592,0.8510873,1.4445543,0.95045364,0.36083937,0.474913,1.3592508,1.2763054,1.2376124,0.7855916,1.1338706,1.2809901,0.7694737,0.9426184,1.4373801,0.6573314,1.1136156
cracker,1.0635481,1.2194898,1.3110853,0.6631888,1.071331,1.1513684,0.97846335,1.0539994,0.5944389,1.0118043,0.7177137,1.402077,0.7018947,0.55235934,1.3372848,0.6379684,1.1941962,0.68495727,1.326622,1.2759602,0.44847238,0.8161576,1.2275225,1.0503206,1.0723226,1.2306402,1.0209357,1.0369796,0.96432734,1.2350546,1.315653,0.73935676,1.0734034,1.0788332,1.0748626,1.1908077,0.74987876,0.0,1.3730717,0.6571839,1.2452779,1.2729651,1.1911514,0.94411045,0.796868,0.9132545,0.9572079,1.1512529,1.2034589,0.9658498,0.8598876,1.1590043,1.4296916,1.2475632,1.1445924,1.1720192,1.2624791,1.1267462,0.67168057,1.1455743,1.0264,0.5738306,0.9556483,1.1241229,0.6884737,1.352474,1.2810096,1.1260579,0.8110733,0.83944124,0.82966185,0.82819486,0.81987095,1.4361362,0.9180662,0.8125106,0.8843722,0.7147125,0.66882163,1.3144624,1.0734682,1.180383,1.1822305,1.2472192,0.9139139,1.127368,0.73912585,0.7958535,0.55583334,1.375392,1.2883905,1.3689771,1.121713,1.124115,1.0271754,0.67106444,1.3501925,1.2072699,1.2834548,1.0251037,1.0981412,1.252579,0.7624792,1.3202517,0.80184877,0.7110163,1.1731372,0.8627223,1.3420322,0.816292,0.8829429,0.549887,1.3715317,0.8976495,1.354687,1.1515148,1.3101374,0.8246431,1.3286167,0.75701416,0.75328565,0.4454012,0.97485954,1.3424145,1.0538136,0.5588039,1.2910413,0.9287546,0.53702295,0.8851748,1.2737173,0.82027864,1.086007
crayon,0.7835279,1.0048587,0.40260023,1.3767725,0.9664748,0.7469108,0.570852,0.8716055,1.4251487,1.2008675,1.5249379,0.16799486,1.3539696,1.3511136,0.92647606,1.535971,0.6005376,1.1645766,0.30525815,0.4185109,1.4600792,1.2552397,0.7785035,0.8499127,1.0296222,0.8311517,1.1092777,0.69042796,1.4073763,0.79752797,0.59358,1.3692529,0.8582613,0.6550771,1.0688901,0.7032435,1.4959681,1.3730717,0.0,1.4357679,0.557554,0.93155956,1.2235718,1.2619188,1.33636,0.9602304,1.1287171,1.1374044,0.83656436,1.2700747,1.3255583,0.6220003,0.6020054,0.75489867,0.69232315,0.5293898,0.84047234,1.0303676,1.411382,0.77192354,0.9082005,1.1263199,1.2554176,0.9831421,1.2817616,0.4510684,0.9964111,0.7629432,1.3597891,1.2754734,1.334811,0.7096834,1.1436971,0.30343986,1.2977068,1.3528426,1.1547172,1.3555387,1.1194261,0.2688383,1.0007043,0.65254396,0.73501736,0.56174237,1.235526,1.1691101,1.3139695,1.3817194,1.4635341,0.07432985,0.16895634,0.8773923,0.996295,1.2068632,1.0664625,1.2818656,0.60676205,0.28495383,0.98635304,1.1668338,1.0219021,0.5479364,1.3349801,1.0371714,0.6404058,1.44736,0.6234933,1.2645733,0.41962945,1.2995692,1.1034721,1.3466511,0.2323004,1.2993969,0.42621803,0.6798748,0.435601,1.3653393,0.5916593,1.2289214,1.3872352,1.5047147,0.8718308,0.571964,0.5816513,1.2090176,0.8206002,0.7783937,1.1455656,1.1806091,0.6089519,1.3208125,1.1887753
crib,1.1550857,1.1627091,1.4975504,0.85934865,1.1276735,1.1989614,1.2908576,0.6680128,0.5591755,1.1553893,0.46533352,1.324348,0.649605,0.69635725,1.2754289,0.5222542,1.1333221,0.59897697,1.2683201,1.2546029,0.43009996,0.8545966,1.0565095,0.83528733,1.0141466,0.8286593,0.8448055,1.3026814,1.0139676,0.76395446,1.3976046,0.40884924,1.1244986,1.0405546,1.2213023,1.2380023,0.5588651,0.6571839,1.4357679,0.0,1.1409401,1.2368851,1.1485653,0.8611477,0.57274777,0.65349394,0.95762396,1.1441149,1.4252084,1.0662732,0.97171587,1.4131608,1.4181652,1.127898,1.307451,1.3366598,1.2562343,1.0888186,0.5890392,1.2764312,1.1163359,0.8873082,0.9897507,1.131603,0.9833166,1.3437657,1.2213988,1.1356759,0.8066429,0.81744945,0.79940677,1.0617716,0.42833674,1.3052691,1.0256909,0.7552439,1.0607415,0.967815,0.99864316,1.4363633,0.92101824,1.3965836,1.401567,1.4240696,0.59625894,1.0400709,0.79097724,0.78003573,0.63196814,1.4131858,1.3227663,1.3194338,1.1712277,1.1749889,0.8815401,0.779109,1.2320986,1.2886498,1.2266828,1.1895823,0.7921219,1.1065961,0.39936578,1.2385982,1.0662812,0.7914137,1.1467909,0.88976115,1.2780516,0.6490254,0.7878837,0.55312616,1.4216845,0.78520906,1.3798394,1.1862682,1.416631,0.71413743,1.3906,0.48026776,0.7376567,0.43280768,1.1063042,1.4959514,1.3070837,0.8772459,1.0347543,1.0031217,0.70951796,0.62664276,1.2903602,0.6039753,1.0137203
cup,1.2079927,1.0101105,0.7516109,1.3280556,0.8489982,0.69860923,0.89829993,0.66716444,1.2915126,1.2647862,1.4005357,0.57155323,1.1909484,1.2427299,0.99669725,1.4306842,0.7915162,1.0818031,0.2343862,0.29463816,1.1956583,1.1387205,0.8185332,0.36550033,1.1285589,0.42467153,1.0343444,1.0843828,1.4150615,0.7663687,0.68357146,1.1132158,0.604036,0.8504671,0.8580632,0.84317744,1.3848852,1.2452779,0.557554,1.1409401,0.0,1.0495892,1.1904768,1.0468628,1.1884832,0.891774,1.0263492,1.157945,0.91502273,1.3751031,1.3049803,0.9996194,0.8819909,0.70259756,0.99850166,0.91370714,1.0242344,1.0737225,0.9224855,1.0006847,0.9952451,0.95872915,1.3121743,1.0892503,1.2480443,0.8130381,1.0709172,0.9166669,1.3212769,0.5490252,1.3841372,1.0721375,1.0176064,0.5032936,1.346555,1.1451769,1.117327,1.3562559,1.0842917,0.61421293,0.83740264,0.9543453,0.9742786,0.67943704,0.96355987,1.0634098,1.2772529,1.3784528,1.3563526,0.5566672,0.63171715,0.97923833,1.0614601,1.272207,1.0594864,1.1297588,0.7016077,0.4905926,1.0575229,1.1130841,0.8672486,0.6395245,1.0272208,1.053343,0.7981954,1.4042671,0.73147446,1.3370651,0.7124365,1.0963941,0.8950192,1.2369268,0.48093832,1.2710731,0.5102263,0.91648215,0.5232409,1.068829,0.8700996,1.0253971,1.389328,1.2596574,0.6282427,0.86563057,0.7400537,1.277941,0.7387629,0.76046777,1.0737,0.9110165,0.57294726,1.1613142,1.1534274
deer,0.6616163,1.0943854,0.88440037,1.3508301,0.879921,0.8692055,1.1181381,0.9583055,1.3776035,0.79028356,1.3537123,0.9544037,1.3193135,1.3465235,0.2892053,1.3821099,0.9700581,1.0172644,0.9304445,1.1075847,1.2292659,1.2143301,0.9021898,1.132035,0.5248313,1.0835598,1.0572643,1.1456866,0.8508395,1.1202137,0.99184203,1.2027695,1.1254231,1.0263003,0.8847508,0.81017387,1.3240376,1.2729651,0.93155956,1.2368851,1.0495892,0.0,0.29520178,0.92872226,1.2777604,1.1278299,1.1401215,0.81827617,1.0749213,0.6196563,1.2776797,1.1880082,0.4194073,0.8037826,1.2002372,1.0865732,0.3342203,0.27272862,1.217511,1.0530128,1.1293843,1.2571743,1.2701956,0.8781957,1.3298242,1.022757,0.11640358,1.0188382,1.252502,1.1262418,1.3897415,1.2086649,1.2422367,0.93711525,1.2206296,1.0846971,1.0882936,1.2642461,1.1530875,1.0474854,1.1176146,1.1342762,1.15506,0.94066215,1.2554654,0.6986624,1.3740242,1.3729589,1.1687504,0.90459204,0.9051102,0.34015954,1.1133655,0.49548352,1.1114421,1.2647663,0.76669145,1.0943799,0.14508748,1.0028195,0.8266451,1.0161244,1.2361622,0.24339008,1.0152456,1.3820201,0.91750246,1.3490388,0.96265113,1.1329157,1.3220848,1.2655865,1.000948,0.86324835,0.8789304,1.009599,0.9774362,1.190237,0.6753217,1.0483603,1.2822063,1.2900627,0.8731738,1.1117017,1.1250435,1.3378469,1.0150337,0.9414044,1.2116346,1.1142805,0.86467135,1.2609667,0.38517493
dog,0.7602855,1.1526971,1.031546,1.2525046,0.9348014,0.99623984,1.1644405,1.0983429,1.2853062,0.5909102,1.2175349,1.1692792,1.2008868,1.2302997,0.34604234,1.1779746,1.0805587,1.0205419,1.1349369,1.2418877,1.1109809,0.96773726,1.0559127,1.2294514,0.66871375,1.1835624,1.0363485,1.249043,0.5034404,1.2798662,1.0061332,1.1478473,1.1708226,1.1712407,0.8874226,0.93208563,1.158721,1.1911514,1.2235718,1.1485653,1.1904768,0.29520178,0.0,0.6910161,1.1962285,1.2081554,1.0838542,0.6394601,0.9993695,0.47921157,1.1329234,1.2867832,0.5122666,0.9316051,1.2534149,1.2811534,0.42036426,0.53828824,1.1342801,1.1058903,1.0956295,1.198348,1.1599269,0.85120755,1.2217599,1.1585577,0.20962775,1.160692,1.1448886,1.0094773,1.2869513,1.3121002,1.2538118,1.1862913,1.0332227,0.8501451,1.0089908,0.95618314,1.1243621,1.2308968,1.0449908,1.2575356,1.1937437,0.9945428,1.1587888,0.5834581,1.2864293,1.2492528,1.0539088,1.1682593,1.1748607,0.35686594,1.0686455,0.30442655,1.082521,1.1286433,0.9515693,1.2417848,0.16368091,0.84500253,0.94348544,1.08071,1.1746782,0.20180374,1.2011456,1.2297941,1.0904542,1.2509544,1.2172676,1.0237688,1.3257356,1.1799496,1.2164749,0.7244327,1.0792056,1.1936184,1.1531653,1.0481927,0.8816679,1.0130875,1.169988,1.1660868,0.98984414,1.225984,1.2895677,1.2438083,1.0398723,1.0184923,1.1680171,1.1800658,1.0922942,1.1431733,0.48383415
doll,1.0651559,0.9563957,1.0491847,1.1124972,0.8913414,1.0175273,1.055244,0.78266156,1.2237194,1.0794072,1.0578393,1.2336751,1.1949817,1.0800923,0.888934,0.949896,1.2423582,0.842682,1.0796126,1.1540532,0.9672411,0.9179106,0.92728657,1.0655396,0.96814007,1.0952839,0.9628947,1.1987671,0.9245509,1.1814319,1.0344398,1.1186723,1.0648632,1.2977505,0.9027578,1.0250075,1.0294954,0.94411045,1.2619188,0.8611477,1.0468628,0.92872226,0.6910161,0.0,1.2023284,1.1413945,1.0522554,0.85939586,0.81161356,1.1040827,1.0583899,1.1182646,1.0123181,0.9078865,1.0561014,1.2232124,0.8212749,0.96248233,0.89870405,1.0674977,0.84919256,0.98419344,1.0531787,0.6970826,0.91475356,1.0537145,0.9738548,1.1983956,1.0682462,0.7678753,1.1551726,1.2853342,1.2025613,1.2332393,1.00256,0.56893337,0.94959795,0.7874303,1.0753495,1.1980358,0.9196197,1.2100301,1.1578043,0.8938458,1.1649495,0.75469875,0.9323704,1.0893043,0.9885076,1.2477505,1.1489444,0.87016416,0.92016333,1.0184522,1.001586,0.6734542,0.97739494,1.1354226,0.921562,0.78257775,0.8085892,1.0780201,1.17204,0.76395696,1.0395484,1.0637053,1.1040034,1.095424,1.233234,0.9027207,1.2299876,1.0116056,1.2123464,1.0148835,1.0903147,1.20037,1.0966215,0.9774117,0.9762046,0.81681454,1.0636408,0.9515536,0.87560207,1.0394499,1.26407,0.9893637,0.9439551,0.84374976,1.0217947,0.98387504,1.0470021,1.0280324,1.0342768
