,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
gum,1.0863308,0.9202503,1.0250615,0.8780444,0.8719786,0.87553126,0.97252446,0.92328906,0.9244906,1.0037152,1.0739423,1.2277542,1.0365117,0.7813879,1.2213709,0.98130167,1.1584673,0.619684,1.1258209,1.0272092,0.5994246,1.0381925,1.0824293,0.7409886,1.0681106,1.0059004,0.94359696,0.938446,1.2225263,1.2248163,1.2370943,1.0878233,0.8445923,0.95032954,0.8823703,1.1018704,1.0768214,0.5738306,1.1263199,0.8873082,0.95872915,1.2571743,1.198348,0.98419344,1.0949168,0.95306337,1.0852848,1.1075934,1.0654829,1.193003,1.0393015,0.89373845,1.2553726,1.1030054,0.9483513,0.97072214,1.1457194,1.1517984,0.7970475,1.1294179,0.8322513,0.0,1.0897192,1.0609744,0.64818716,1.1933632,1.2337313,1.0239041,1.1143378,0.7799717,1.0768616,0.82555366,1.0919223,1.2681832,1.0890087,0.9970557,0.65003127,0.7713727,0.7136497,1.1638165,0.9571493,1.064262,0.9889646,1.1114732,1.1159005,1.0747985,0.9402508,1.069071,0.7316084,1.2204099,1.0590391,1.2984872,0.8426906,1.1439495,0.96166277,0.80004394,1.1973064,1.0444603,1.2409797,1.052213,1.0364755,1.1097164,0.9921456,1.2893261,0.6894754,1.0406684,0.98357415,1.0149341,1.2823238,1.059592,0.8957155,0.79735947,1.105215,0.99133414,1.1190267,0.9615794,1.0059012,0.9614917,1.1578467,0.74400437,1.0812291,0.82118076,0.76213354,1.0899521,0.9920453,0.62223,1.1072552,0.7027103,0.77455753,1.0029516,1.1270478,1.0300249,1.1169058
hair,1.0891263,0.9838488,1.2022969,0.66948676,1.2328235,1.3005891,1.0572988,1.3544841,0.8149295,0.8631144,0.68822634,1.1814342,0.8416979,0.762467,1.286018,0.77590185,1.0843308,1.1000825,1.2765362,1.3465153,0.96577144,0.95966065,1.1691983,1.3665664,1.1730398,1.3238459,0.92065185,0.90982044,0.8488243,1.1974971,0.92981434,0.9784258,1.0685477,1.1494108,1.1578846,1.2642663,0.61400676,0.9556483,1.2554176,0.9897507,1.3121743,1.2701956,1.1599269,1.0531787,0.7863982,1.2224447,1.0260894,0.99143696,0.93989575,0.9548875,0.2695412,0.8348433,1.2722929,1.1487998,0.8753249,1.0814596,1.273837,1.1845477,1.0034379,0.525331,1.182893,1.0897192,0.0,0.93195426,0.7444387,0.6991473,1.2453314,1.0789815,0.5773325,1.0725924,0.68912464,1.0730788,0.9459466,1.2171948,0.66659254,1.0061476,0.9928224,0.88036656,0.99320793,1.0133893,1.2874026,0.75134933,0.69390416,1.1437953,0.8893809,1.0622815,0.84949,0.6521362,0.8073594,1.2236578,1.2834833,1.2092018,0.8847197,1.0497407,1.1051028,0.8993534,1.0976706,1.2668368,1.2229491,0.8928537,1.2331502,1.2165954,0.95270973,1.2227919,1.2701845,0.5038289,1.2420299,0.80500764,1.15929,0.9449521,1.1042185,0.92133695,1.188124,0.865973,1.2448657,1.1948965,1.2927606,1.002284,1.1743283,1.1310118,0.6211939,0.84992313,1.3613949,0.88594073,0.9874673,0.8730773,1.3447957,1.2876803,1.1038688,1.0719929,1.1976905,0.8268559,1.1052848
hamburger,0.9206014,1.0026233,0.8189528,1.1896608,0.9362809,1.0142981,0.90273285,1.0657592,1.2357534,0.92244524,1.1473085,0.9978376,1.2013891,1.0862328,0.9457179,1.1225066,1.0311092,0.89674014,1.0150547,1.1433312,1.0434321,1.117096,1.1117312,1.1499677,0.83414507,1.1771927,1.092857,1.0069406,0.96820754,1.1699402,0.91602695,1.1293132,0.9732465,1.0445613,0.895275,1.0138572,1.1132205,1.1241229,0.9831421,1.131603,1.0892503,0.8781957,0.85120755,0.6970826,1.2556236,1.0881678,1.0757098,0.84849036,0.8085347,0.9647412,1.0515,0.9383805,0.92171705,1.0532424,0.9564939,1.0546546,0.80018455,0.9670964,1.1359332,0.83290386,1.0476161,1.0609744,0.93195426,0.0,1.0437521,0.69023156,0.8931952,1.0540806,1.0949411,1.0540298,1.1577355,1.196127,1.2340864,0.9971642,1.018946,0.9974918,0.9413732,1.000526,1.0492953,0.8833506,1.187685,0.9849852,0.91700864,0.7617278,1.2013199,0.8784601,1.1461899,1.1676706,0.9435093,0.98701966,1.0051844,0.8065041,0.8596974,0.91118085,1.0808668,1.1630094,0.9922831,1.0267248,0.87325615,0.79463243,1.0294111,1.003087,1.1960003,0.860179,0.97175264,1.1561122,1.0572592,1.043777,1.130993,1.165146,1.2495818,1.0870436,1.0099666,0.96337855,1.0232083,0.96337754,1.1191798,1.0763655,0.80212986,1.0651213,1.0660101,1.0798575,1.0319676,0.91029966,1.0794809,1.0044188,1.1642365,0.8939878,1.0603089,1.146664,0.93904036,1.1452315,1.0414351
hand,1.1603843,0.8538933,1.201566,0.40592372,1.2034568,1.2719471,1.0070637,1.2497222,0.81668866,0.94949204,0.85579455,1.3510025,0.90584254,0.78763247,1.3063742,0.7914305,1.2388449,1.0118304,1.3706784,1.2944338,0.88517696,0.75073814,1.2138915,1.2542223,1.2168373,1.242754,1.0399162,0.814948,0.9938124,1.2461015,1.2126237,1.0219504,0.8988856,1.1355447,1.1294211,1.2287041,0.8572814,0.6884737,1.2817616,0.9833166,1.2480443,1.3298242,1.2217599,0.91475356,0.9454631,1.1126946,0.9357435,1.08232,0.91613156,1.0433885,0.6808182,0.44344848,1.3544557,1.2425487,0.6136365,0.82555413,1.3507622,1.2586917,0.963299,0.8837312,0.7322135,0.64818716,0.7444387,1.0437521,0.0,1.1405802,1.3087889,1.1312191,0.8572255,0.93762743,0.7882873,0.82233703,1.0224761,1.364425,0.6183094,0.93559366,0.92315555,0.57049143,0.71573293,1.1316569,1.0957547,0.79532105,0.7426076,1.2390306,1.0494385,1.1857704,0.63856256,0.771706,0.85076725,1.2858474,1.1721921,1.312382,0.9652333,1.0726639,1.1123409,0.5618125,1.2850807,1.292177,1.3025773,0.9695985,1.190442,1.3268638,1.0451874,1.2674078,1.0154042,0.6460825,1.2052871,0.79783976,1.2249209,0.95298314,0.9702874,0.8411752,1.2355235,1.0384248,1.3290877,1.0426072,1.0486976,0.9980035,1.1583753,0.9457483,0.765512,0.80880487,1.2073036,0.6190099,0.92572737,0.3912564,1.2636034,1.2203474,0.9039807,1.0802624,1.2328045,0.9329191,1.1237531
hat,0.9270742,0.96530706,0.606069,1.2360327,1.0113328,0.9339687,0.7251909,1.0739796,1.4401286,0.99285,1.2984755,0.37435007,1.2950183,1.1225635,1.0727206,1.355389,0.8459977,1.2161244,0.5932128,0.7115364,1.4035711,1.2487445,1.0685022,1.0757124,1.0974461,1.0477221,0.97217256,0.69764054,1.2582564,0.8823989,0.537861,1.3553354,0.97777367,0.9234189,1.1119224,1.1046321,1.1948042,1.352474,0.4510684,1.3437657,0.8130381,1.022757,1.1585577,1.0537145,1.2468367,1.1746931,1.0093082,1.0554265,0.7068924,1.1944299,0.93480194,0.5462556,0.82622266,0.9069161,0.622867,0.79894793,0.9569734,1.1077527,1.3768394,0.39762795,0.9332832,1.1933632,0.6991473,0.69023156,1.1405802,0.0,1.0666167,0.88018703,1.1503528,1.205458,1.1127721,1.0517235,1.169569,0.58356965,1.1229339,1.2861737,1.135323,1.20725,1.0139914,0.40890574,1.1146643,0.5037768,0.5479444,0.6720953,1.1292945,1.0739696,1.1297596,1.1182866,1.3122175,0.4871099,0.6010568,0.9204483,0.93423074,1.1620574,1.0027959,1.1880822,0.71313727,0.5608407,1.0128745,1.0052626,1.0688143,0.70077753,1.274792,1.0236262,0.90509653,1.1455362,0.8399675,1.0808481,0.6317516,1.1912584,1.2213619,1.3624176,0.47423452,1.1473639,0.63297117,0.84021056,0.739557,1.33972,0.6738653,1.2419055,1.0925462,1.412746,1.0916647,0.5672691,0.7224972,1.2191782,1.0057166,0.966899,1.2255721,1.2601401,0.75645936,1.2606776,1.2375109
horse,0.63567334,1.1023031,0.95063984,1.3233305,0.90097064,0.88165,1.1682513,1.0272611,1.3314389,0.6404988,1.3157022,0.96998197,1.2508898,1.3323679,0.36656177,1.3291669,0.95002145,0.9996075,0.98041487,1.1330314,1.191022,1.181889,0.9453862,1.1325527,0.52099943,1.0795295,1.037929,1.2113322,0.7892773,1.1212374,0.99917406,1.1873199,1.1291215,1.0111881,0.9040177,0.84486234,1.2926168,1.2810096,0.9964111,1.2213988,1.0709172,0.11640358,0.20962775,0.9738548,1.2440448,1.134197,1.1434247,0.82901704,1.1046351,0.42913544,1.264491,1.2242004,0.46302247,0.8462721,1.233186,1.1400598,0.3672104,0.4090842,1.2314876,1.1088129,1.1379879,1.2337313,1.2453314,0.8931952,1.3087889,1.0666167,0.0,1.0150495,1.2340398,1.1043549,1.3383508,1.217548,1.2375822,0.98230344,1.1935755,1.0658305,1.0753739,1.2055289,1.1207271,1.0900929,1.111755,1.1648359,1.1571851,1.0353143,1.2032166,0.76366276,1.3935769,1.3181458,1.1183966,0.974066,0.95708114,0.3405547,1.0992948,0.3149873,1.1200984,1.2887193,0.80585325,1.1516377,0.03705561,1.0774398,0.85076404,1.0113621,1.1650451,0.28759497,1.0423064,1.3512611,0.9455255,1.3027769,1.0169568,1.1598227,1.2913527,1.2158895,1.0513153,0.7825486,0.9603971,1.0272595,1.0263917,1.1804557,0.7741915,1.0418954,1.2573987,1.2331741,0.92172414,1.1555918,1.2041528,1.3323555,1.0296273,0.95573956,1.2264898,1.1606206,0.9028953,1.2212924,0.32505316
hose,0.9145684,0.9851062,0.9187613,1.1494547,1.0639306,0.9794185,0.93908864,0.8886026,1.09738,0.9979653,1.2200278,0.7908069,1.0683506,1.0968665,0.9928614,1.1957333,0.84553236,1.0025563,0.9189759,0.80407554,1.1526561,1.0343702,0.77376664,0.9177035,1.0097435,0.82724965,1.0031288,0.7639994,1.1719289,0.85583985,0.82043546,1.0100819,0.880578,0.7397053,1.0387719,1.0208532,1.2268859,1.1260579,0.7629432,1.1356759,0.9166669,1.0188382,1.160692,1.1983956,1.0684242,0.7971966,1.066217,1.1541924,0.9802763,1.0659838,1.1168811,0.89072573,0.84487617,0.96768814,0.9757532,0.68345976,0.96953773,1.0335037,1.0803481,0.80899394,1.0897876,1.0239041,1.0789815,1.0540806,1.1312191,0.88018703,1.0150495,0.0,1.2167397,1.2155211,1.1432896,0.8421269,1.0381606,0.722415,1.1696298,1.1712935,1.137303,1.2060255,1.0546837,0.8991464,0.9673807,0.80812764,0.79866475,0.99372375,1.1249068,1.1809659,1.1282394,1.1515021,1.1033126,0.7979856,0.8693726,0.9756775,1.0601224,1.1181295,1.051252,1.189682,0.85494506,0.7419816,1.0133898,1.0877854,1.010992,0.72739184,1.0537093,1.0422814,0.73111045,1.1939901,0.57010746,1.1319474,0.7841912,1.0601572,0.88211834,1.2053919,0.64715475,1.1220765,0.8903237,0.8424957,0.8239959,1.1357694,0.96043485,1.1162242,1.1450014,1.1818074,1.020318,0.92153794,0.77267206,1.1962695,0.8650393,1.035474,1.1159394,1.0162067,0.82726634,1.1371838,1.0354601
jacket,1.0709894,1.1052977,1.313094,0.62087417,1.2635434,1.3258057,1.087812,1.3283373,0.62573254,1.0243229,0.41349292,1.3073354,0.5998493,0.6535517,1.2596633,0.5483809,1.1346154,1.0193397,1.3175733,1.4435076,0.81607956,0.90867317,1.1977334,1.3129253,1.0922985,1.2855713,1.0039504,1.0366877,0.7417869,1.0281879,1.139363,0.7325608,1.1466728,1.2070078,1.187576,1.1535754,0.4194752,0.8110733,1.3597891,0.8066429,1.3212769,1.252502,1.1448886,1.0682462,0.62358534,1.1637197,0.83613855,0.9842706,1.1054665,0.9096833,0.56732404,1.1083845,1.3553542,1.2208763,1.0526384,1.1930925,1.2794807,1.1545829,0.88321805,1.0047604,1.106888,1.1143378,0.5773325,1.0949411,0.8572255,1.1503528,1.2340398,1.2167397,0.0,0.9834418,0.45311093,1.0230483,0.7910223,1.328294,0.7674726,0.9125947,1.0543886,0.83753204,1.0095123,1.2085025,1.1524973,1.0617709,1.0719712,1.2075146,0.7857794,1.0741035,0.6803816,0.40912378,0.6960837,1.346461,1.4023979,1.1842532,1.0797852,1.0308651,1.03313,0.873094,1.2686613,1.410894,1.2417836,0.92418474,1.0744218,1.3525858,0.74168295,1.2162621,1.2966746,0.27815115,1.3024957,0.6297682,1.2511867,0.7979122,1.0569097,0.7398816,1.3788092,0.8686926,1.3081706,1.1901493,1.428737,0.8169484,1.2925459,1.0788151,0.3041458,0.58099484,1.2770684,1.1406456,1.1696061,0.78077304,1.1359571,1.2589148,0.9412964,0.9804635,1.3030127,0.70635426,1.1098657
jar,1.2097507,1.1020187,1.1707072,0.95876455,0.90947354,0.9790981,0.97818047,0.92723,1.0040472,1.0594957,1.015928,1.2714074,0.9872324,0.95797884,1.0751739,1.009642,1.1906592,0.8919619,0.8518208,0.99242973,0.7357142,1.0408108,1.0155255,0.6550064,1.0377271,0.7924371,0.97677946,1.2248051,1.1436324,1.1379442,1.1693192,0.9191204,0.7851108,1.1876814,0.874172,0.98855484,0.99438214,0.83944124,1.2754734,0.81744945,0.5490252,1.1262418,1.0094773,0.7678753,0.97270143,1.0509053,1.0339991,0.9925175,1.0410023,1.1769348,0.95559865,1.2199575,1.1683649,1.0384319,1.1495064,1.2379929,1.0760351,1.0263015,0.5110166,1.1155732,0.9725019,0.7799717,1.0725924,1.0540298,0.93762743,1.205458,1.1043549,1.2155211,0.9834418,0.0,1.136231,1.1452003,0.9452316,1.2403101,1.0729021,0.7841516,0.8937855,0.8969103,0.89155954,1.2407436,0.95361435,1.162548,1.1596489,1.0097737,0.8394849,0.95270145,1.0372738,1.0385746,0.9321228,1.2907097,1.2336684,1.1073457,1.0671709,1.1043773,1.0676169,0.7821485,1.1119668,1.1291918,1.1100948,0.86027056,0.833936,1.1068566,0.9047899,1.0958734,1.068351,1.027504,1.1279151,1.08213,1.2394632,0.8931319,0.9857276,0.9030874,1.212364,0.9925932,1.0792305,1.18399,1.0848615,0.7900964,1.1608454,0.77358174,1.0919023,0.82005155,0.8157624,1.2158651,1.1665738,0.89905465,1.029944,0.8853581,0.8641628,0.80883336,1.1178403,0.91049033,1.0450416
jeans,1.0950018,0.8149862,1.3756449,0.50636834,1.3170035,1.371561,1.1729834,1.3168751,0.49302375,0.95447594,0.28927732,1.2157907,0.5137061,0.68475825,1.4110906,0.3816104,1.0886102,1.1550683,1.4053905,1.297307,0.9070526,0.7551882,1.3263891,1.2019644,1.2379403,1.1506749,0.9105662,0.8607115,0.82923186,0.772205,1.1853662,0.7558763,1.144963,1.1154008,1.316771,1.3562757,0.3384409,0.82966185,1.334811,0.79940677,1.3841372,1.3897415,1.2869513,1.1551726,0.5981697,1.0241379,0.6697185,1.1417037,1.0331417,0.89206094,0.720469,0.9616722,1.418596,1.3528622,0.9120361,1.0742025,1.4357848,1.2862896,1.0127405,1.0468446,0.9838284,1.0768616,0.68912464,1.1577355,0.7882873,1.1127721,1.3383508,1.1432896,0.45311093,1.136231,0.0,0.8548893,0.7248403,1.2493609,0.6338755,1.0156429,1.1115662,0.78922856,0.9639153,1.2130291,0.93003315,0.96241385,1.0692763,1.299365,0.71642184,1.2666688,0.35011673,0.12348473,0.85662794,1.3172975,1.3169997,1.3439747,1.0536362,1.0565094,0.73385257,0.7681888,1.3282061,1.3050327,1.3324637,0.97692597,1.140985,1.2740732,0.7056937,1.3597777,1.2783101,0.2696278,1.2465001,0.26925623,1.1119528,0.8159802,0.7486105,0.70854515,1.3108953,0.9770363,1.3717939,1.00344,1.3456149,0.96512735,1.3718936,1.0914315,0.34043372,0.72762525,1.3944333,1.068307,1.0858727,0.7539389,1.0231127,1.36084,0.91340536,0.99234563,1.2827371,0.767462,1.1959304
knife,0.8814382,1.0486612,1.0105271,0.8026277,1.2450404,1.1442611,0.8537151,1.0239835,0.8123188,0.9766724,1.0477078,0.92638004,0.76910233,1.0297569,1.1101239,1.0878553,1.0080023,1.03598,1.0983785,0.868172,0.9594751,0.95472485,0.85681593,0.913189,1.1032503,0.9100439,0.9470634,0.795526,1.1908145,0.84036547,1.1179934,0.96179366,0.8875688,0.7923944,1.2306343,0.9664799,1.0701357,0.82819486,0.7096834,1.0617716,1.0721375,1.2086649,1.3121002,1.2853342,0.79755366,0.67347115,1.0355129,1.1855646,1.1334062,1.1614461,1.0694425,0.77585894,0.93060476,1.1771605,0.71735,0.49952185,1.1163249,1.1723449,1.1080428,1.0384032,0.8258096,0.82555366,1.0730788,1.196127,0.82233703,1.0517235,1.217548,0.8421269,1.0230483,1.1452003,0.8548893,0.0,0.7530186,0.8959667,0.9899764,1.1737552,1.0634059,0.9013379,0.9123103,1.0785987,0.9106633,0.8395973,1.0180314,1.2407477,0.8720103,1.3232055,0.94838196,0.90848094,1.1269201,0.7821685,0.65574235,1.1728125,1.080084,1.1134727,1.0114769,1.0056775,1.0664912,0.9026035,1.2391063,1.1544939,1.0318768,0.8833395,0.87402725,1.2463274,0.6926315,0.9759655,0.8017096,0.95421827,0.65496707,1.0101132,0.5718538,0.9449153,0.83321774,1.2092311,1.1834198,0.7643666,0.7197385,1.0706582,1.0958526,1.0797824,0.9855524,1.0590482,1.1362778,0.88069385,0.8693192,0.6485858,1.0277537,1.1906468,0.7489448,0.77284276,1.0368453,1.0398009,1.21928
ladder,1.0676497,1.2420268,1.3694409,0.8778059,1.2793493,1.2043045,1.2240427,0.9919466,0.57748663,1.089823,0.59419405,1.0600148,0.529465,0.94938886,1.2067866,0.7516812,0.95326686,0.9604393,1.1430458,1.075309,0.79904854,0.98060524,0.98152184,0.86620533,1.117045,0.81239647,0.95540136,1.12152,0.9858512,0.59722376,1.1736695,0.3429801,1.092463,0.9422153,1.3494921,1.278707,0.6303127,0.81987095,1.1436971,0.42833674,1.0176064,1.2422367,1.2538118,1.2025613,0.41613162,0.71294034,0.7462579,1.0983846,1.3499807,1.0738211,0.9858253,1.1901475,1.1855714,1.1249793,1.1522241,1.0438197,1.2623769,1.1872194,0.8439667,1.1384288,1.1157715,1.0919223,0.9459466,1.2340864,1.0224761,1.169569,1.2375822,1.0381606,0.7910223,0.9452316,0.7248403,0.7530186,0.0,0.9509351,0.9508435,1.0010824,1.1781942,1.0535765,0.90307003,1.2403228,0.96926504,1.1267155,1.2516146,1.3914683,0.553993,1.2055242,0.7616929,0.75537825,0.9617092,1.1181604,1.1401892,1.23013,1.2117832,1.1459348,0.9371148,0.9760757,1.0497459,1.1279671,1.2360224,1.1685077,0.9815275,1.0259908,0.45446467,1.2299676,1.0220743,0.78479373,1.0110233,0.9024309,1.0016551,0.57870126,0.59906566,0.76778316,1.1064577,0.98218286,1.2655602,1.0128013,1.1325492,0.7873963,1.2911494,0.8628299,0.7904777,0.6678262,1.2582256,1.3094459,1.0356339,0.9224364,1.1037484,1.218327,0.77271533,0.50934327,1.2074871,0.6071418,1.1469722
lamp,0.94998646,1.0021585,0.621533,1.4006883,0.92200524,0.7191583,0.9215025,0.8483056,1.2739788,1.1791856,1.4289834,0.3106376,1.1426601,1.3838418,0.88671327,1.4712647,0.53356785,1.217283,0.3729365,0.4033345,1.4512272,1.1912448,0.7815458,0.73616624,1.0859754,0.63247573,0.9650933,0.93275,1.3083131,0.5693059,0.53258526,1.1406248,0.850117,0.65073967,0.93902117,0.89683837,1.4093517,1.4361362,0.30343986,1.3052691,0.5032936,0.93711525,1.1862913,1.2332393,1.0821291,0.79895574,1.0615155,1.1081799,0.8414279,1.26828,1.282231,0.8626851,0.64931333,0.7233973,0.8664137,0.71114326,0.9172539,1.0218203,1.3052357,0.83718747,1.1467223,1.2681832,1.2171948,0.9971642,1.364425,0.58356965,0.98230344,0.722415,1.328294,1.2403101,1.2493609,0.8959667,0.9509351,0.0,1.3241897,1.3480897,1.2436137,1.5104045,1.2403945,0.45793736,0.9943747,0.71270216,0.79359853,0.65230423,1.097945,1.1287084,1.2357311,1.3130443,1.4331999,0.32297504,0.46285588,0.8552121,1.0987096,1.1866891,1.0500401,1.3111881,0.56518304,0.40201354,0.95753974,1.2103448,1.047553,0.50823516,1.0715748,0.980411,0.82257754,1.385395,0.564928,1.2845019,0.4583497,1.0934334,0.87099373,1.4139972,0.2791227,1.2871593,0.43554586,0.7885655,0.48215675,1.1916922,0.75020087,1.2358315,1.3516525,1.4163404,0.9392641,0.74001247,0.6415431,1.3946719,0.8055827,0.86778885,1.1810737,0.95253474,0.57012033,1.1199249,1.1760316
leg,0.9979336,0.8438773,1.204633,0.49592698,1.2341228,1.3595185,1.049021,1.3129624,0.7272934,0.91606826,0.6583543,1.3215549,0.8863535,0.8702743,1.1929464,0.68533653,1.1977658,1.166619,1.3558366,1.3051076,0.95696324,0.65727115,1.201654,1.3729856,1.1390966,1.3150902,1.1793984,0.91021746,0.6537416,1.235922,1.1142406,0.94442225,1.0505986,1.1381112,1.0845995,1.1785952,0.63010514,0.9180662,1.2977068,1.0256909,1.346555,1.2206296,1.0332227,1.00256,0.8831017,1.2065375,0.95613146,0.929208,0.95736635,0.9017714,0.56639117,0.7943964,1.2339666,1.2230418,0.7345177,1.0108626,1.2523712,1.1488435,1.0432523,1.0005498,1.0539808,1.0890087,0.66659254,1.018946,0.6183094,1.1229339,1.1935755,1.1696298,0.7674726,1.0729021,0.6338755,0.9899764,0.9508435,1.3241897,0.0,0.93284327,0.9553814,0.6886352,0.9643038,1.1103195,1.0772861,0.9618122,0.87411404,1.1658821,0.9679884,1.0244819,0.72084117,0.63793516,0.89842594,1.2341365,1.2894619,1.1871198,0.9278296,0.94669425,1.0162488,0.85220855,1.225753,1.260117,1.1636016,0.90101945,1.2514713,1.3083788,1.0862436,1.1255864,1.3103684,0.65154517,1.2720865,0.6354621,1.198443,0.9825539,1.0308272,0.8868166,1.2824901,0.8497776,1.2775344,0.9673495,1.2446679,0.9169017,1.1871284,1.0978653,0.76272583,0.881853,1.2953144,0.7604979,1.0645025,0.8024938,1.2251111,1.3373358,0.95400673,1.1283514,1.2451098,0.91723144,1.0815762
meat,0.97264385,1.1402059,1.2708715,0.92951417,0.9988862,1.1342971,1.1206417,0.91011494,0.8858972,1.030085,0.7638087,1.2978455,0.92698544,0.8696009,1.0617079,0.69205767,1.1497556,0.8711015,1.2395173,1.1652173,0.8104849,0.81997824,1.0415423,1.0998131,1.0457053,1.0993953,1.0018209,1.2914431,0.8257028,1.1572142,1.2375431,0.85042334,1.1628016,1.2269818,1.0084798,1.0382236,0.7689512,0.8125106,1.3528426,0.7552439,1.1451769,1.0846971,0.8501451,0.56893337,0.97089756,1.0398378,1.0265958,0.9294864,1.1817065,0.9314973,0.9559258,1.2711334,1.1770611,1.0390462,1.1894432,1.2303263,1.0009749,0.90345854,0.8335494,1.1770267,0.9189461,0.9970557,1.0061476,0.9974918,0.93559366,1.2861737,1.0658305,1.1712935,0.9125947,0.7841516,1.0156429,1.1737552,1.0010824,1.3480897,0.93284327,0.0,0.9191448,0.6334652,0.99223876,1.3065159,0.92084837,1.3080686,1.2212783,1.2405138,0.9757819,0.7995037,0.88188,0.9554019,0.8298955,1.3182331,1.2599218,1.1219276,1.0258809,0.97633964,0.8642885,0.774509,1.2086078,1.1762278,1.0591456,0.97017604,0.9274134,1.1417462,0.9583489,1.0245681,1.0700462,0.91326296,1.1564478,0.917231,1.1833794,0.9835358,1.0291939,0.78890336,1.31632,0.9382682,1.248256,1.1971691,1.1679643,0.87145835,1.2626383,0.7943843,0.9305177,0.73637825,1.0451748,1.2532201,1.1998262,0.8911672,1.0255828,0.9850611,0.8427291,0.9616863,1.2192607,0.89351326,0.9271218
melon,1.0631058,1.0264614,0.6748637,0.99146706,0.6337003,0.711931,0.9273603,1.061785,1.1012386,0.95210975,1.097013,1.1987966,1.1027488,1.0148544,1.0994712,1.0757229,1.1539872,0.85112965,1.1253749,1.1286478,0.8031918,1.1284244,1.0329634,1.0172229,0.98171556,1.1229013,1.0668588,1.0087672,1.0546217,1.264071,1.1761955,1.1601164,1.0191443,1.0839877,0.6766922,0.84497976,1.0680425,0.8843722,1.1547172,1.0607415,1.117327,1.0882936,1.0089908,0.94959795,1.1358837,1.1431556,1.135022,0.9189914,0.9276626,1.1283517,0.9626661,1.0614785,1.125082,0.9033673,1.0892915,1.1264883,1.0223259,1.0271586,0.84999394,1.1451768,0.9584248,0.65003127,0.9928224,0.9413732,0.92315555,1.135323,1.0753739,1.137303,1.0543886,0.8937855,1.1115662,1.0634059,1.1781942,1.2436137,0.9553814,0.9191448,0.0,0.7953465,0.8805922,1.1395631,1.106262,1.1460195,1.0444326,0.83147395,1.1223631,0.93973285,1.0481397,1.0863374,0.77453816,1.2236261,1.1171231,1.059613,0.5643667,1.0162656,1.0205079,1.0549705,0.9779796,1.0895782,1.0960037,0.87363493,1.0512383,1.1188269,1.1161585,1.0545924,1.0018648,1.1001003,1.1307651,1.0345976,1.2191187,1.0859098,1.0785491,0.9635658,1.1890862,0.9956307,1.099824,1.0797354,1.1049345,0.9372933,0.69881374,0.9487722,1.098313,0.9663655,0.7940513,1.0604697,1.2038096,0.9533917,1.1195898,0.7084299,0.9203949,1.0105915,1.143677,1.0610564,0.988181
mitten,1.1007109,1.0243268,1.0826708,0.7097616,1.0797371,1.1410393,0.93405735,1.2252944,0.79527056,0.82508296,0.78755474,1.3388855,0.83033144,0.85191023,1.233984,0.74801123,1.2328209,1.072621,1.4393498,1.2726619,0.84753704,0.8028883,1.3064585,1.2447875,1.1211544,1.285641,1.0767106,0.8531575,0.73887044,1.3381493,1.2712815,0.97998077,1.0262879,1.127784,1.1348823,1.2050259,0.7926468,0.7147125,1.3555387,0.967815,1.3562559,1.2642461,0.95618314,0.7874303,0.97020096,1.118362,0.97338635,0.8185925,0.9229147,0.8597244,0.7868973,0.8753925,1.2495058,1.2077733,0.86033595,1.0933874,1.1860679,1.2249451,0.87210166,1.0813078,0.54790735,0.7713727,0.88036656,1.000526,0.57049143,1.20725,1.2055289,1.2060255,0.83753204,0.8969103,0.78922856,0.9013379,1.0535765,1.5104045,0.6886352,0.6334652,0.7953465,0.0,0.6860183,1.226932,0.84551626,1.1149138,0.9643766,1.1686519,0.98422337,1.083677,0.58070505,0.7758957,0.9005166,1.3677756,1.2652012,1.2081034,0.9223019,0.8669529,0.9614229,0.75047624,1.3249345,1.2936845,1.1883547,0.72973466,1.1458422,1.3179069,1.0568976,1.109991,1.0663908,0.77232075,1.3678669,0.8042449,1.2751362,0.97169757,0.96158785,0.7663013,1.3956492,1.0193819,1.3263166,1.0880748,1.1476339,0.8838899,1.0864977,1.0037464,0.7964138,0.860477,1.1631552,0.9572143,1.082238,0.5545858,1.1090456,1.1203163,0.79103005,1.0847735,1.3652995,0.9754963,1.1156218
