,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
rooster,1.0922636,0.8124006,0.73979336,0.96252126,1.3088804,0.8710406,0.97248256,0.7664951,1.097302,1.307373,1.2932268,0.88636476,1.1376328,1.2111796,1.0618486,1.2631088,1.0560254,1.0254061,0.886133,0.9033349,1.0787468,0.98397726,0.98238045,1.0088811,0.36209238,1.0479424,1.1023505,0.8196279,1.1207594,1.0699507,0.8152576,0.89223665,1.1939104,1.1211131,0.9256563,0.9459127,1.1974161,1.152853,0.85812265,1.1746154,0.9224981,0.9003671,1.0188712,0.9178025,0.9749157,1.0459938,0.98214024,1.2308694,0.9177029,0.9070758,1.1630898,1.1251626,0.9635343,0.70143425,0.6876268,1.0103545,0.91510034,0.67812383,1.0061171,1.0163753,0.98866606,1.0000068,1.0447811,1.1055593,1.0907444,1.1562843,0.84217906,0.96455836,1.21598,1.2367294,1.0119205,1.2055275,1.0399252,0.8996955,0.90202844,0.9290637,0.6609946,1.0480038,1.0567484,1.1510067,1.0216123,1.0875173,0.9960603,0.969537,1.0403116,0.8715774,1.083078,0.873316,1.0775106,1.2069569,1.3002347,1.0786406,1.1385894,1.1304735,0.83251405,0.8742392,0.98299474,0.92569196,1.0153484,0.9872286,0.5586901,0.90350735,0.9205795,0.8803723,1.1064737,0.8799913,0.8492729,1.1272993,1.0494905,0.0,1.2011693,1.1500996,0.817022,1.1904895,0.81068575,0.9976956,0.8233973,1.0918334,1.0281748,1.2696605,0.88195425,1.0427362,0.9143046,1.0248365,0.9820429,0.38955712,1.1630526,1.1733263,1.2376658,1.0006796,0.96413743,0.9627683,1.0894872,1.0886775,0.8621683,1.0911775,1.0321898,1.124525,0.95003366,0.9124942,1.0691183,0.94481
sandwich,0.6632576,1.3254466,1.1371839,1.0533036,0.63610744,1.0946724,1.1403248,1.0312588,0.9779004,0.9588407,0.8720795,1.3399258,0.9257085,0.675421,0.9429882,0.81750023,1.1153698,1.0631151,1.3901968,1.3107134,1.0425153,0.44176257,1.2055068,1.2385926,1.2292513,1.1770871,1.1696603,1.2413006,0.9641601,1.2338406,1.1514263,1.3255842,0.985805,0.981025,1.2034624,1.0199537,0.9288567,0.38337266,1.390824,0.953459,1.3360322,1.0406363,0.798127,0.87960273,0.8635105,1.0300586,1.2976204,0.8230641,1.218807,1.114423,0.92403156,0.8690367,1.0844933,1.3284771,1.3024173,1.0592107,1.1565645,1.2523112,0.9536994,0.9203906,1.2561587,0.73023844,0.8658823,0.9065303,0.35250497,0.5650314,1.348771,0.95352155,0.93125373,0.9131373,0.97082895,0.8766904,1.2340232,1.2729714,1.3566078,0.7652801,0.8395953,1.0078151,0.5298242,0.7534549,0.91475105,1.0408976,0.57466227,1.2804557,1.1442063,1.3024442,0.89513075,0.99721634,0.95545256,0.8226747,0.70211154,0.9200331,0.896274,0.66397166,1.2969054,1.2610003,0.9078019,1.0717354,1.004553,0.6286649,1.2730842,1.3108981,1.0251935,1.186779,0.9757678,1.3395462,1.1253827,1.0301845,0.7708845,1.2011693,0.0,0.8716753,1.1467742,0.88215184,1.2721121,0.8912519,1.3889279,0.94361395,1.2085139,0.9649762,1.2786198,1.1770358,1.256506,0.8050217,1.2882712,1.3093511,0.94891167,0.8829632,0.8886518,1.187555,1.1534262,1.1918833,0.8724813,1.0794849,1.1986761,0.98941296,0.8581481,1.2122056,1.3224096,1.2662266,1.0114143,0.9463697
scarf,0.6912595,1.1698663,1.2573905,0.89846736,0.571439,1.2760693,1.3330138,1.1882313,1.1122473,0.96386033,0.57503957,1.1880558,0.8580544,0.5991834,0.9999281,0.60494936,1.2367561,1.1163852,1.3981894,1.4645004,1.088227,0.9284118,1.2626055,1.3053132,1.2036798,1.2474134,1.1984719,1.2189308,0.87114596,1.0371145,1.2399802,1.4051299,0.74986434,0.5377991,1.2731988,0.92180943,0.5075399,0.6610937,1.4202577,0.8869933,1.4462278,1.101001,1.009248,0.8859746,0.91772467,0.8731639,1.1967431,0.6000571,1.1476827,1.3380835,0.6451894,0.6538355,1.0412657,1.3498544,1.3644724,1.0961794,1.3535484,1.301365,0.963478,0.9351931,0.9815797,0.870679,1.0786537,0.51210237,0.8660783,0.77439535,1.2830179,1.0540162,0.8803082,0.48330176,1.0606827,0.590825,1.2893143,1.2357918,1.4395235,1.0504327,1.0879457,0.9233161,0.7537056,1.0388099,0.89373296,0.75736165,0.73091424,1.2808554,1.0618573,1.10303,0.72057754,1.209788,0.940215,0.6854976,0.5317902,0.5721864,0.90740806,0.86272913,1.3560421,1.2043432,0.931871,1.1660975,0.9885725,0.7094803,1.3129637,1.4989889,1.1357441,0.9862512,0.99557006,1.2725511,1.1328739,1.0266535,0.9374335,1.1500996,0.8716753,0.0,1.2505727,0.4497879,1.3538232,0.6834128,1.3836774,0.8500218,1.2159576,0.8473598,1.3333825,1.0536281,1.3772899,0.9429427,1.3977852,1.2196859,0.8573266,0.41414756,0.76731014,1.308202,1.1162374,1.0856009,1.0286813,0.9669624,1.3285453,1.1792285,0.980541,1.0599364,1.2666571,1.273875,0.9197365,0.94140875
scissors,1.0975865,0.88442004,0.8315941,1.1268066,1.3185849,0.85857606,0.81534624,0.7468666,0.89331865,1.2595533,1.3636303,0.8372357,1.169071,1.1462841,0.9281127,1.2315335,1.0343664,0.84271,0.8850492,0.8133745,0.9979606,1.1649687,0.646418,0.9829679,0.5978809,1.0472889,0.8056879,0.89615774,1.1857505,0.9984007,0.8443002,0.8110871,1.2846391,1.2246249,0.8221965,0.88514364,1.3545551,1.1926404,0.68347645,1.2087338,0.8797841,0.9094055,1.1188818,1.051022,1.008773,1.2706448,0.9597292,1.2156653,0.95892674,0.9175621,1.0488755,1.3203721,0.97842014,0.66569376,0.73274094,0.9491544,0.46972597,0.61210287,0.9765176,1.0882378,0.96570206,0.9905475,0.9247723,1.3163867,1.1420099,1.0635084,0.88791627,0.95378697,1.0462798,1.2188755,1.0111544,1.2181454,0.5415915,0.72668517,0.6837195,1.007558,1.0098754,1.0827832,1.0936567,1.0113505,1.1230291,1.050493,1.2976327,0.91631997,0.84366167,0.6984477,1.2007077,1.0713015,1.1530348,1.176505,1.240674,1.2759886,1.060168,1.1955602,0.6204832,0.6674683,1.071167,0.8299633,1.0152159,1.0212287,0.66049314,0.76423895,0.884956,0.94788057,0.8606448,0.7403165,0.9051365,1.2107599,1.2178068,0.817022,1.1467742,1.2505727,0.0,1.2459339,0.83028835,1.2937944,0.6382444,1.3292117,0.93923557,1.2174528,0.7828685,1.0722089,0.90545917,1.0363603,0.5664602,0.733876,1.088186,1.2871289,1.1894057,0.7758881,0.9622557,0.8833287,0.66979396,0.9458871,0.77107126,0.9512306,1.1025449,1.1712254,0.74914247,0.6639202,1.2193565,1.0331879
shirt,0.7920781,1.2871596,1.2875694,1.0975426,0.4788893,1.2587366,1.3749516,1.2218122,1.1998541,0.7952499,0.3317042,1.3334109,0.7010901,0.46703553,1.0953912,0.371512,1.0867461,1.0654016,1.4215136,1.5487777,1.0577174,1.0632306,1.3978951,1.4391758,1.305165,1.3361409,1.1638902,1.3306229,0.79207397,1.0513697,1.3413856,1.3478689,0.5552192,0.19759053,1.3774613,0.83732975,0.36505497,0.7165929,1.4433712,0.8717941,1.5187011,1.2097316,1.0391445,1.1142465,1.0583696,0.75700235,1.2670274,0.4055959,1.2568759,1.3742163,0.35503203,0.6709485,1.1058066,1.4356012,1.442526,1.2681402,1.3299987,1.3318138,1.0933114,0.77400446,1.0930768,0.96378875,1.0425621,0.51828307,0.8770733,0.64463204,1.3214579,1.1731768,0.8370397,0.10395646,1.1820301,0.36077207,1.2849767,1.355191,1.4764454,0.9681889,1.0007968,0.9697901,0.7786116,0.93802047,0.89499044,0.9560295,0.8820932,1.307555,1.1839349,1.2616808,0.8897014,1.216438,0.8727219,0.5630247,0.36685055,0.40922648,0.7417922,0.8804339,1.404482,1.196698,1.0234418,1.2763898,1.1647601,0.854728,1.4447286,1.549093,1.2653999,0.9921639,0.9422639,1.3980882,1.2421033,0.88527197,0.8833372,1.1904895,0.88215184,0.4497879,1.2459339,0.0,1.377351,0.5670065,1.5015373,0.6683067,1.1924306,0.5279043,1.4430434,0.87410736,1.5200794,1.0164437,1.4803767,1.3187647,0.7498642,0.18296838,0.54474705,1.3577812,1.243284,1.2454444,0.9915696,1.0645796,1.3723453,1.23748,0.92572856,0.7982018,1.3892428,1.4209617,0.76147366,1.0112888
shoe,1.2443571,0.6538019,0.6174411,0.8459983,1.2913878,0.8093008,0.8680372,0.72516406,1.0862468,1.3925418,1.4071267,0.56443644,1.3123478,1.3935097,1.1070633,1.4296129,0.7029017,1.0855644,0.48692524,0.49230987,1.3189354,0.9602636,0.8560895,1.0070843,0.7135212,1.1303911,1.0190047,0.47918642,1.0481321,1.135741,0.69819105,0.6053537,1.4577445,1.3355069,0.6750397,0.96133536,1.3548756,1.281068,0.36178195,1.3650367,0.564502,1.1357534,1.1173258,1.0389979,1.1018407,1.3657768,0.94807756,1.3123637,0.55519336,0.7194212,1.2572898,1.1563603,0.66002685,0.45590693,0.5707413,0.76496834,0.6983851,0.69061023,1.1298004,1.2909616,0.68825376,1.0707893,0.959211,1.2055217,1.0788629,1.2210361,0.47395867,1.1143049,1.3501155,1.3733723,0.93980783,1.2344908,0.89672387,0.8911989,0.7537948,0.97288483,1.0059913,1.3016677,1.2659285,1.2945819,1.1791068,0.94316685,1.1958163,0.42574257,0.9149152,0.5069884,1.034453,0.8799445,1.2858083,1.2507994,1.3718647,1.2261404,1.3333774,1.1948462,0.39586437,0.65356946,0.8318475,0.99631244,0.9591102,1.1236697,0.72668374,0.4418683,1.0787288,0.73636746,1.2237719,0.7676399,0.6917243,1.3973005,1.1551826,0.81068575,1.2721121,1.3538232,0.83028835,1.377351,0.0,1.01311,0.61432076,1.3133798,0.9368738,1.2479126,0.27613938,0.96588165,0.51194865,1.1271162,0.68263406,0.66091764,1.2726722,1.3735415,1.4070635,0.7497401,0.56171334,0.5508972,0.9324586,1.0566394,0.7996409,1.0389493,1.2248099,1.1259717,0.92421126,0.56938404,1.3307037,1.2311003
shorts,0.97958726,0.91157794,1.0948716,0.8042741,0.5684598,1.2841917,1.3569845,1.182884,1.2653805,0.9995901,0.6626484,0.9000756,0.7246947,0.8157906,1.3334347,0.7353107,1.0946223,1.2202187,1.2149879,1.2921381,1.1870025,0.93989986,1.3620957,1.16085,1.0961548,1.2053016,1.2727519,0.96210563,0.8800123,0.87374085,1.3390712,1.3374286,0.8103725,0.7310201,1.138452,0.7989852,0.5638149,0.8288723,1.1935413,0.9624476,1.3179295,1.2483115,1.0272154,1.0818672,1.0903561,0.73830235,0.9507227,0.6187533,0.8697605,1.3257108,0.859601,0.86892647,0.6916444,1.1215159,1.349153,0.8664434,1.1409451,1.2903597,1.1352593,1.0022187,0.850862,0.8583555,1.0264261,0.7220998,0.91048974,0.6094692,1.0750897,1.2032962,1.0495837,0.7089682,1.2315184,0.48496246,1.2835127,1.2123094,1.3774506,0.9730388,1.0059367,1.057689,0.7667472,1.1123681,0.93057233,0.8964391,0.7870566,1.0866206,0.9820189,0.9150959,0.71977806,1.2122737,0.8101132,0.92003363,0.72499746,0.3752994,1.0912411,1.0890006,1.0714726,0.98110616,0.62677324,1.3060305,0.86174405,0.7065901,1.3070861,1.393404,1.298286,0.88093626,1.0780644,1.1389296,1.0206537,0.89787924,0.9596346,0.9976956,0.8912519,0.6834128,1.2937944,0.5670065,1.01311,0.0,1.3157188,0.73728,0.98297095,0.84531415,1.0558457,0.94150656,1.260481,1.0418961,1.4152002,1.1802574,1.0021709,0.7385695,0.84664726,1.3468133,0.8600414,0.9549342,0.868832,0.96121067,1.4097047,1.1701014,1.1157132,0.9334296,1.190465,1.1316686,0.95573467,1.0964022
shovel,1.3513209,0.65437096,0.7838877,0.9118923,1.4764905,0.8216392,0.58234125,0.7919714,0.9267199,1.2548442,1.6016198,0.5520784,1.3755178,1.6282946,0.99953234,1.5520954,0.7590654,1.1335229,0.25511384,0.39141202,1.1871998,1.2281332,0.38339353,0.55265117,0.7858837,0.66231924,0.8245154,0.6288549,1.1064879,0.7904651,0.6296716,0.3852402,1.3370416,1.3825009,0.697171,1.0922153,1.5408695,1.4717572,0.34358764,1.3385582,0.28601176,1.0239074,1.1376375,1.1424142,1.16055,1.1932135,0.79693246,1.4208364,0.58366185,0.6977529,1.2967062,1.3527615,0.822266,0.56062436,0.3560114,0.7657902,0.4785173,0.83150095,1.0998062,1.300846,0.7641897,1.2095371,1.1532246,1.355408,1.3238504,1.3949875,0.41935742,1.0855724,1.2287573,1.5089712,0.8872533,1.4335375,0.47029436,0.5662969,0.30022258,1.1632311,1.1430459,1.1432226,1.4643362,1.1127613,1.0530164,1.0923761,1.4470582,0.5223851,0.6041961,0.501056,1.1828892,0.88714075,1.1673669,1.3494041,1.6297799,1.393099,1.4139833,1.3271172,0.46228147,0.79465425,1.053697,0.8851898,0.9242567,1.3206251,0.5143832,0.34986484,0.94495493,0.90259224,1.0236034,0.6155071,0.81552833,1.0388508,1.2160808,0.8233973,1.3889279,1.3836774,0.6382444,1.5015373,0.61432076,1.3157188,0.0,1.367614,0.734838,1.4045782,0.5057869,0.9108735,0.4440291,1.2315013,0.31028485,0.6291804,1.1857548,1.4841814,1.5016755,0.7619853,0.6873641,0.77315193,0.93741614,0.75667393,0.80914736,1.0017792,1.1684479,1.0649053,0.42230755,0.43478113,1.2007544,1.1788925
shower,0.9901964,1.2109939,1.3480625,1.1265512,0.7298489,1.275636,1.3084418,1.2650121,1.058598,0.564922,0.5138302,1.2060416,0.4396628,0.82989067,1.1038651,0.6463532,1.0092235,1.1020738,1.2609715,1.323998,0.86499923,1.181918,1.2545898,1.0320945,1.2191823,0.9074818,0.96732664,1.3696365,0.8755354,0.80405337,1.2302464,1.246994,0.37456346,0.74035585,1.23403,1.0015575,0.5249793,0.9377899,1.3921282,0.57767314,1.3019238,1.1324385,0.9734459,1.101535,1.1745188,0.28229785,0.8872973,0.74257374,1.2693839,1.3158741,0.8922329,0.870647,1.2665744,1.2845527,1.3521156,1.1970176,1.411027,1.2981555,1.057838,0.78894603,1.2044513,1.0772202,1.1898375,0.81603,1.0014305,0.9903156,1.3378438,1.136413,0.7326031,0.6778062,1.1450957,0.5602278,1.1759032,1.0031843,1.2666976,1.0769628,1.0690621,0.8630661,0.9420438,0.7059361,0.75159264,1.1381507,0.902427,1.354213,1.0269296,1.3375194,1.0520151,1.1850026,0.4727499,0.8283403,0.7580072,0.6548538,0.9010102,0.98871,1.3351203,1.1952205,1.0470233,1.252815,1.0215205,0.8325025,1.338586,1.372554,1.1814568,1.2299892,0.8300706,1.1082319,1.1538967,0.4874019,0.9430329,1.0918334,0.94361395,0.8500218,1.3292117,0.6683067,1.3133798,0.73728,1.367614,0.0,0.761821,0.61564213,1.4283973,0.934813,1.2320907,1.0463322,1.3112023,1.294231,0.64236593,0.71102524,0.70520484,1.2621536,1.3329606,1.2640293,1.2440926,0.9508491,1.2947922,1.0179907,0.85330755,0.80997866,0.96268874,1.3275084,0.48698813,1.02982
sink,1.2462451,0.8428902,1.2028997,1.0890169,1.1887125,1.184344,0.92270815,1.1028055,0.932981,0.62733924,1.0862988,0.58177525,0.57945603,1.3171029,1.2602074,1.0919672,0.7744186,1.0726217,0.7364437,0.5649879,0.8657013,1.253324,0.91718477,0.62358874,1.1724131,0.5910287,0.6815098,1.0563207,0.90440243,0.53723675,1.0256975,0.8359809,0.87385476,1.159466,0.69623387,1.0790554,1.07047,1.3380501,0.84427655,0.8299492,0.70502293,1.1385314,0.94617456,1.3040221,1.4305153,0.6349282,0.24159068,1.133276,1.0597179,1.0708433,1.1763914,1.2175615,1.0647845,0.73545575,0.9873801,1.0116829,0.80968565,1.1304301,1.1754205,1.1069614,1.1016405,1.2696341,1.1767994,1.2208874,1.1878784,1.272237,0.9197174,1.1180634,0.9159382,1.1926265,1.0500697,1.0631001,0.69263035,0.58293897,0.5934621,1.1752069,1.2461339,1.0908372,1.3528004,0.87684685,0.8214917,1.1596587,1.2724048,1.0517266,0.6790573,0.9347625,1.2750175,1.0828441,0.48799527,1.2224612,1.265211,1.06501,1.1733047,1.2103959,0.70952535,0.7060395,1.0214809,1.1593821,0.81914645,1.0876389,0.9598607,0.66363716,1.1223507,1.1723887,0.90753335,0.52464545,1.1023628,0.54946685,1.1819543,1.0281748,1.2085139,1.2159576,0.93923557,1.1924306,0.9368738,0.98297095,0.734838,0.761821,0.0,0.89483833,0.9696154,0.82127786,0.7035881,1.286921,0.77582216,1.1848474,0.9474355,1.255348,1.0205022,1.0046103,1.1479589,0.89145,1.1327841,0.74493665,1.1575912,0.6741528,0.97873807,0.8983188,0.5972169,0.87846416,0.80657756,1.1255577
slide,0.75950426,1.25507,1.3285844,1.2149237,0.65733665,1.191792,1.1970956,1.0975503,1.0908828,0.44407433,0.41410112,1.2865235,0.48596835,0.57186186,1.0899051,0.5348987,0.9508616,0.93781155,1.3535216,1.3663155,0.7816459,1.1483594,1.2739527,1.2345805,1.3331956,1.0902752,0.8962388,1.3342485,0.8545772,0.90645957,1.2923315,1.289421,0.59525913,0.6226839,1.2160981,0.85229194,0.53399765,0.88904583,1.3282876,0.54761225,1.3852212,1.1460087,0.9368318,1.1532583,1.1563202,0.776753,0.970244,0.5304621,1.2887926,1.230948,0.64238536,0.8636264,1.2677922,1.3530073,1.406566,1.2349925,1.2586896,1.2878923,0.9676598,0.79436624,1.2742108,1.1325797,0.98883796,0.86808723,1.0192546,0.8985247,1.409303,1.0871391,0.728471,0.49110252,1.2344394,0.60554105,1.092891,1.1454153,1.2925568,0.9114162,1.021099,0.9525663,0.93917704,0.8323773,1.0007801,1.1018152,1.0328635,1.3419359,1.1017276,1.3637625,1.143295,1.1607319,0.8163428,0.71167934,0.53826463,0.6819112,0.64069986,0.8712712,1.3092651,0.9738599,1.1957077,1.2107612,1.0832288,0.9050742,1.3704355,1.3718107,1.1815133,1.0537453,0.88138306,1.296659,1.3146563,0.7907647,0.810156,1.2696605,0.9649762,0.8473598,1.2174528,0.5279043,1.2479126,0.84531415,1.4045782,0.61564213,0.89483833,0.0,1.3999674,0.8971246,1.3698956,1.0753509,1.2195213,1.3434656,0.81211054,0.61142594,0.55203444,1.1950618,1.3492861,1.2335124,1.0462371,1.0284545,1.190031,0.9053627,0.9762082,0.7715508,1.1886156,1.460485,0.7820788,0.960837
slipper,1.3915344,0.47079587,0.6494115,0.7630375,1.2446758,0.82172143,0.7533452,0.88028485,1.0611154,1.4257295,1.4927233,0.43839836,1.4642293,1.485729,1.1317601,1.4812536,0.7200381,1.13765,0.36128247,0.46537006,1.3455834,1.0375159,0.6696843,0.88277197,0.74200827,0.9786374,1.0821255,0.3735373,1.1344614,1.0708858,0.7951288,0.5424373,1.5185621,1.4182321,0.58859336,1.1002133,1.444913,1.2845243,0.20989221,1.4816163,0.44610727,1.1334348,1.2908235,1.1019719,1.0689949,1.443119,0.9018436,1.3809447,0.4146558,0.68125737,1.2963934,1.2209041,0.42061496,0.47928554,0.5089579,0.4679761,0.60670835,0.7810471,1.1409531,1.4811052,0.5965323,0.83482933,0.9640571,1.2436254,1.1847526,1.1845522,0.33706665,1.136793,1.3819889,1.4319344,0.9179783,1.3017423,0.784551,0.82475364,0.5636808,1.2082819,1.1481982,1.2759563,1.1199907,1.3351492,1.3184823,0.9092793,1.3005611,0.24289805,0.7753037,0.3235922,0.9595756,0.89467824,1.3886497,1.3484967,1.3827472,1.2502694,1.4329717,1.2895316,0.30163002,0.68381685,0.8088608,0.94155806,0.93850434,1.2024109,0.711247,0.44746757,1.0673153,0.80824476,1.2230078,0.7251369,0.6607357,1.4067125,1.2272477,0.88195425,1.2786198,1.3333825,0.7828685,1.4430434,0.27613938,1.0558457,0.5057869,1.4283973,0.9696154,1.3999674,0.0,0.9170194,0.45201564,0.8670366,0.6278739,0.5991421,1.2894889,1.4514022,1.511212,0.70199883,0.24004543,0.38875455,0.7932799,0.92389643,0.8186959,1.127438,1.280109,1.1676517,0.81253886,0.39443636,1.4197106,1.2266438
snow,1.1318626,0.96645457,1.1505166,0.9689364,1.0185626,1.123313,0.95199084,1.122972,1.1777534,0.7460431,0.945062,0.83866423,0.88288087,1.1377014,1.0550971,0.9568622,0.96529675,1.2507536,0.87302923,1.0372323,1.1939878,1.115536,0.84263307,0.97021943,1.0795505,0.94605404,1.0243176,0.98693335,0.43830895,0.8671561,1.0274001,0.8920388,0.8237382,0.8613821,0.9371971,0.9021402,1.037037,1.0867499,0.9330699,1.1720959,0.9837973,1.130015,1.1146842,1.1243291,1.3277284,0.86478865,0.8288113,1.0113693,0.8248036,1.1165147,0.67031384,1.1001279,0.91005796,0.9450273,1.0095733,0.76781845,0.91993165,1.142778,1.1341318,0.99963385,0.9810998,1.2135642,1.2524843,1.0202113,1.180065,1.0984532,0.92580056,1.1693277,1.045932,0.9224425,1.0459696,0.8125277,0.9653156,0.90736157,0.7498615,1.1214902,1.0710624,1.1692722,1.2258621,1.0189315,1.0650173,0.989544,1.1293955,0.93539435,0.756241,0.81718236,1.1236067,1.1599488,0.9924076,0.81241333,0.9785234,0.7726599,1.1016924,1.1283197,0.934726,1.0317892,1.0710714,1.1446458,0.9378498,1.0314257,1.002946,1.0351665,1.1229329,1.0149794,1.0621758,0.96253246,0.9893722,0.82265854,1.052456,1.0427362,1.1770358,1.0536281,1.0722089,0.87410736,0.96588165,0.94150656,0.9108735,0.934813,0.82127786,0.8971246,0.9170194,0.0,0.8880175,1.2282138,1.0378445,1.0008347,1.0415639,1.033594,1.1055279,1.1330795,0.89824283,0.8801426,1.0728827,0.7795435,1.3267653,1.271719,1.029706,0.7694623,0.8684343,0.9781389,0.7945571,1.0943742
soap,1.3481547,0.69219565,0.68726575,0.7839484,1.4483911,0.68870276,0.5034649,0.8350937,0.97588855,1.2378055,1.4859968,0.61438406,1.2814453,1.5464239,1.0043255,1.4149265,0.7537737,1.119173,0.33667076,0.27278268,1.1849806,0.9317988,0.58989847,0.6227436,0.89423573,0.7267626,0.94771594,0.6542684,1.0848165,0.8920352,0.5820805,0.49739128,1.3938205,1.4350686,0.6413496,1.3294792,1.4610994,1.2925925,0.43045247,1.3298727,0.29689574,1.0144849,1.0835588,1.0506805,1.1935385,1.2305816,0.7482349,1.4707569,0.67027724,0.4924041,1.3945743,1.2103529,0.8341006,0.4765035,0.5275917,0.7957572,0.73623955,0.78255475,1.1841342,1.3101583,0.87345695,1.1464913,1.0804665,1.3314521,1.1305557,1.4470122,0.51833093,1.0869094,1.333365,1.5206044,0.80447716,1.4183127,0.778649,0.68568254,0.3920554,1.2067436,1.0670881,1.1180114,1.3781887,1.1865892,1.1731501,1.1241359,1.2534513,0.5125526,0.61480415,0.6243584,1.181018,0.7662865,1.2152972,1.3235189,1.5287069,1.4259919,1.3850796,1.2472446,0.4847458,0.87814677,0.94433486,0.92047644,0.82185847,1.2377828,0.6725433,0.2712158,0.9405135,0.9001083,1.1403562,0.61890256,0.7170061,1.1478785,1.196105,0.9143046,1.256506,1.3772899,0.90545917,1.5200794,0.51194865,1.260481,0.4440291,1.2320907,0.7035881,1.3698956,0.45201564,0.8880175,0.0,1.1583345,0.530559,0.76599616,1.232014,1.4987023,1.4539728,0.6428919,0.6663765,0.65436405,1.1178051,0.7458031,0.8001882,0.8908955,1.1589881,1.162375,0.6726547,0.44408357,1.2115664,1.2281661
sock,0.88517916,1.0406555,1.0656357,1.0036336,0.7923441,1.0090438,1.093956,0.9570904,0.8405123,1.0726154,0.9605458,1.2820408,1.1228803,0.6599158,0.9762499,0.8896675,1.2200305,0.7536763,1.1897624,1.196997,0.82801205,0.855217,1.0475047,0.9731429,1.011044,1.0162257,1.1528525,1.0965194,1.2639418,1.1341213,1.0626566,1.1782572,1.1154968,1.0691314,1.111207,1.0646715,0.99669224,0.75219226,1.1432115,0.8871103,1.1245152,0.9739831,1.0094774,0.9268694,0.59179634,1.1384745,1.2733175,1.014009,1.1436749,1.0601132,1.0199265,1.0366858,1.0166987,1.1624867,1.1422737,0.8898268,1.1771504,0.95696175,0.9477871,0.93044984,1.2036117,0.142034,0.6700007,1.0781826,0.8705691,0.82868564,1.2121142,0.99269766,1.0562226,0.9377815,0.7575693,1.0036043,1.1363366,1.1653222,1.230542,1.0659182,1.0257827,0.73053706,0.22395986,1.0187894,1.0687973,1.0806819,0.92167085,1.1761851,1.025893,1.1687882,1.0140946,1.0622627,1.1401334,1.0420225,0.64006996,0.90797985,0.7928094,0.8847884,1.2142835,1.1236914,1.0314997,0.99056214,0.9606253,0.90382653,1.1107253,1.1986629,0.99905545,1.0388427,0.9037058,1.2014463,1.0917997,1.1843181,1.0616158,1.0248365,0.8050217,0.9429427,1.0363603,1.0164437,1.1271162,1.0418961,1.2315013,1.0463322,1.286921,1.0753509,0.8670366,1.2282138,1.1583345,0.0,1.1302848,1.0834258,0.9324595,0.91776747,0.8540814,0.9381084,0.940527,1.0691043,0.84354347,0.9634016,0.79064786,0.94923097,0.9932723,1.1873769,1.0794266,1.0220622,1.1114277,0.94773805
spoon,1.2741262,0.87217975,0.82207227,0.92212653,1.3939098,0.7770997,0.57187474,0.8174014,0.88351965,1.1487894,1.471141,0.79832083,1.2668746,1.4739571,0.9320364,1.3960423,0.75849646,1.0114449,0.5385999,0.4637503,1.0824144,1.1243541,0.51851344,0.7078769,0.8409444,0.7277775,0.7155811,0.77027476,1.2494738,0.91567147,0.5515126,0.6259403,1.3502102,1.3736035,0.77581745,1.1196767,1.4925553,1.4298812,0.505707,1.1902049,0.5121654,0.95172626,0.99934286,1.1271213,1.1476446,1.2585566,0.80625725,1.3888298,0.78979313,0.6457864,1.2369883,1.3198236,0.9029477,0.67930084,0.54936093,0.8828377,0.3048842,0.7757398,1.0369186,1.2568524,0.90134,1.171335,1.0989571,1.3866174,1.2507784,1.3096323,0.69218814,0.990825,1.0877007,1.4397564,0.898828,1.4089023,0.17242396,0.57757163,0.40608168,1.1543163,1.1518103,1.1512542,1.3903613,1.007472,1.1206757,1.0627012,1.4601977,0.7102004,0.72176236,0.72864807,1.195505,0.8917391,1.1677793,1.3262455,1.5005252,1.469208,1.2882292,1.2150276,0.50359225,0.7160759,1.0530002,0.81382656,0.9268166,1.320081,0.5894438,0.42174757,0.8622366,1.0007055,0.9410702,0.7253455,0.9086618,1.1276462,1.2374537,0.9820429,1.2882712,1.3977852,0.5664602,1.4803767,0.68263406,1.4152002,0.31028485,1.3112023,0.77582216,1.2195213,0.6278739,1.0378445,0.530559,1.1302848,0.0,0.75928026,1.1367794,1.4693723,1.3871465,0.6811528,0.80580527,0.8741456,0.8954027,0.82677245,0.76848733,0.8379215,1.1644728,1.128178,0.54373384,0.47570336,1.231342,1.1434653
