,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
elephant,0.661684,1.2720315,1.2941474,1.1966786,0.7302623,1.2516538,1.2626729,1.1462011,1.0846455,0.8252091,0.58891433,1.2353723,0.8047349,0.55421567,0.8620819,0.48210555,1.056603,1.0895474,1.3571315,1.4395342,1.1252813,1.043211,1.2485774,1.4380524,1.1555709,1.3094476,1.0592258,1.2909048,0.6411917,1.0991585,1.1935713,1.2655141,0.7673011,0.3794102,1.2489244,0.76610386,0.73503447,0.70618623,1.3352895,0.9696429,1.4405451,1.0961759,1.0836711,0.9942952,1.0904772,0.9938037,1.238105,0.54538906,1.1387299,1.3237561,0.0,0.974501,1.1231824,1.2926998,1.2845259,1.116595,1.1211565,1.2065568,0.9819596,0.886407,1.1654212,0.920475,1.075005,0.91079205,0.9371151,0.8109844,1.2894845,1.0431435,0.8970574,0.30540347,1.1520281,0.48066866,1.1045103,1.2418044,1.3090287,0.9576733,1.0318171,1.1049397,0.82501185,1.0488372,1.0089874,0.9653452,0.9325056,1.2648115,0.9769694,1.146245,1.0676447,1.2681543,1.0205151,0.35380226,0.45214713,0.53360283,0.8029248,0.8525842,1.2765067,1.1037618,1.1540738,1.0848945,1.07451,0.87807053,1.2496611,1.4235747,1.0954652,0.9827839,0.87516797,1.2882534,1.1723522,1.0553246,0.8604543,1.1630898,0.92403156,0.6451894,1.0488755,0.35503203,1.2572898,0.859601,1.2967062,0.8922329,1.1763914,0.64238536,1.2963934,0.67031384,1.3945743,1.0199265,1.2369883,1.2056154,0.74102736,0.567825,0.7748112,1.2240949,1.1933454,1.193647,1.0408056,0.9024724,1.3427522,1.2785753,0.97406423,0.899263,1.2893486,1.2509742,0.8600807,0.9276175
face,0.96987295,1.0883837,1.0524629,0.93862754,0.701678,1.053931,1.1871831,1.0553832,1.1967458,1.0198259,0.66617775,1.1230242,1.0427036,0.7830139,1.0270667,0.8529367,0.999341,0.99803203,1.2216647,1.249954,1.015801,0.9351809,1.2652898,1.2852693,1.2183257,1.2168506,1.1517391,1.1005583,1.038802,1.3063812,1.173191,1.157217,0.9069929,0.796366,1.2160071,1.0929942,0.6381838,0.87698627,1.2470591,1.0519667,1.2384514,1.0359799,1.0287386,0.9925198,0.91568357,1.0287704,1.2692459,0.72009075,1.1562636,1.1187488,0.974501,0.0,1.0194309,1.1551809,1.2615724,1.1458627,1.2275927,1.036227,0.9784062,0.9178913,0.70706177,1.0936754,1.0426179,0.13882208,0.7609525,0.8232774,1.0403174,1.0304502,0.9727763,0.75732124,1.0127265,0.87540495,1.3277295,1.3352644,1.3223624,0.96213764,0.9036473,0.9181451,0.94809717,1.0079981,0.89191425,0.77482724,0.8354658,1.0495319,1.3553631,1.2279775,0.5444376,0.9949095,1.0625162,0.9789223,0.80962485,0.9341935,0.80396676,0.84499395,1.2426566,1.2535163,0.885224,1.1105591,1.2029179,1.0160111,1.2778003,1.2341396,1.0928688,1.0510197,1.1809379,1.2570784,1.1179533,1.0964845,0.99257255,1.1251626,0.8690367,0.6538355,1.3203721,0.6709485,1.1563603,0.86892647,1.3527615,0.870647,1.2175615,0.8636264,1.2209041,1.1001279,1.2103529,1.0366858,1.3198236,1.2082931,1.0861647,0.6015903,0.86589456,1.1577104,1.0109723,1.0468366,1.11094,1.293144,1.0943983,1.1527526,0.88955975,0.961322,1.4403878,1.2668784,0.92655885,0.9670273
finger,1.3371186,0.5584829,0.601609,0.51184106,0.82003176,0.95212936,0.9614985,1.064574,1.3006027,1.351216,1.282889,0.5781916,1.3137602,1.2341427,1.3419967,1.3275874,0.91683936,1.2430049,0.77430934,0.8788827,1.3728521,0.83079123,0.96922016,1.037033,0.83568144,1.1238085,1.2320454,0.34557414,1.1428715,1.0900911,1.0381786,1.0065745,1.3250029,1.2157973,0.8115188,1.013561,1.225492,1.0412872,0.556691,1.4464186,0.8613248,1.2115971,1.2208695,1.2372088,1.0622662,1.2698075,0.996993,1.1583909,0.38585168,0.8449141,1.1231824,1.0194309,0.0,0.7764142,0.8650857,0.4778086,0.6530514,1.0572262,1.1347498,1.3758433,0.52092385,0.91159743,0.9310112,0.9248126,1.0188364,0.600373,0.59336185,1.1699994,1.3267453,1.2183352,1.0579216,1.0754534,0.8914116,1.0392263,0.8748263,1.1265845,1.0845697,1.2243546,1.00301,1.2983103,1.2965564,0.6209495,1.0368326,0.44761628,0.99507827,0.36080885,0.5505156,0.92852294,1.268462,1.248383,1.1516178,0.9984374,1.3163066,1.2181908,0.6309978,0.7902867,0.45694327,1.0669746,1.0978931,1.0903986,0.9521368,0.9562539,1.1714263,0.78023607,1.3291736,0.96730864,0.6807369,1.2851156,1.1767092,0.9635343,1.0844933,1.0412657,0.97842014,1.1058066,0.66002685,0.6916444,0.822266,1.2665744,1.0647845,1.2677922,0.42061496,0.91005796,0.8341006,1.0166987,0.9029477,0.7042279,1.3291278,1.2099168,1.346089,1.029927,0.1600951,0.44789273,0.5363394,1.0787615,1.1246499,1.298011,1.2476017,1.1522398,1.0548261,0.63271403,1.2672968,1.1631994
fish,1.2699262,0.65934443,0.6900388,0.8920631,1.486191,0.7854266,0.7429314,0.77453685,1.0626363,1.3977493,1.4257894,0.4090743,1.3254447,1.4450138,0.9974972,1.3488533,0.64675415,0.9560109,0.47355074,0.3854943,1.2249441,1.1268969,0.859321,0.8786433,0.65865666,0.99705476,0.96325195,0.5479394,1.1070455,1.0237808,0.76717144,0.5263686,1.4157802,1.3723783,0.6548645,1.0628238,1.3539762,1.3827333,0.34134698,1.3895156,0.49375165,0.96068704,1.1840378,0.98488986,1.1430297,1.278616,0.7537281,1.3765808,0.72124296,0.76238436,1.2926998,1.1551809,0.7764142,0.0,0.49789762,0.893809,0.6356706,0.5081897,1.0629537,1.3077078,0.74298316,1.1200025,1.0746855,1.2260655,1.176131,1.38608,0.4328667,0.9927309,1.305866,1.4141779,0.97901005,1.3163706,0.8662774,0.84095395,0.51538724,1.1728522,1.0605463,1.1892056,1.364692,1.2596331,1.1464843,1.0357995,1.2924957,0.54939455,0.7720127,0.54353523,1.091311,0.8799506,1.2871507,1.3403456,1.4865453,1.3119435,1.2704604,1.2747011,0.37036014,0.61929536,0.9570006,0.85931325,0.85049903,1.2149097,0.5786597,0.39570558,0.9205933,0.8417386,1.1618915,0.6343597,0.74402785,1.2647662,1.2241814,0.70143425,1.3284771,1.3498544,0.66569376,1.4356012,0.45590693,1.1215159,0.56062436,1.2845527,0.73545575,1.3530073,0.47928554,0.9450273,0.4765035,1.1624867,0.67930084,0.7472419,1.2788093,1.4240868,1.4282352,0.7401955,0.73796207,0.5562303,0.9980851,0.91667455,0.8146013,1.0700452,1.0971068,1.1599352,0.86374074,0.5643505,1.2074063,1.1488991
flower,1.2892509,0.7594947,0.7239981,0.99546486,1.4436201,0.74601495,0.62447125,0.88735384,0.88132447,1.3405082,1.4877614,0.66120774,1.4392842,1.4789829,0.8940295,1.4485013,0.65561265,0.985845,0.3048048,0.44993156,1.1950274,1.1359677,0.5600535,0.8140252,0.69928163,0.8737376,0.91364664,0.60300416,1.1375711,1.0505908,0.61430055,0.40670598,1.3145883,1.3440151,0.8431854,1.1652523,1.4497278,1.3434436,0.33102673,1.3209455,0.36674392,0.98585165,1.1151584,1.0574205,0.9971528,1.2818933,0.9490818,1.3942815,0.7124516,0.65686387,1.2845259,1.2615724,0.8650857,0.49789762,0.0,0.9228943,0.63727695,0.7465855,1.1247029,1.2173313,0.829382,1.1428515,1.1133637,1.2690234,1.2974074,1.3733275,0.39544392,1.0645385,1.2243893,1.4353787,0.91151667,1.4627059,0.748654,0.7464775,0.45477408,1.1082689,1.0996608,1.1754107,1.389173,1.1837771,1.1128573,1.1073781,1.3210319,0.43800265,0.80421895,0.6352156,1.1817747,0.7652823,1.3366411,1.318727,1.4888365,1.4095242,1.2962725,1.2025315,0.49022388,0.810251,1.2304797,0.8151713,0.9782691,1.2654598,0.20778012,0.38349164,0.921874,0.91074777,1.154166,0.81003505,0.8119957,1.202604,1.1389712,0.6876268,1.3024173,1.3644724,0.73274094,1.442526,0.5707413,1.349153,0.3560114,1.3521156,0.9873801,1.406566,0.5089579,1.0095733,0.5275917,1.1422737,0.54936093,0.46868527,1.1847008,1.3976771,1.4223334,0.7841852,0.7038174,0.7668829,0.9966777,0.93172693,0.753868,1.1051881,1.0584987,1.0120807,0.6955806,0.5954037,1.1789281,1.1655705
foot,1.199082,0.55719143,0.88528675,0.7990471,0.8822398,1.0541284,0.96783143,1.0137507,1.0798309,1.1759399,1.3007817,0.7100768,1.2128704,1.3269943,1.164883,1.2948487,1.1620512,1.2278752,0.81958807,0.90883714,1.2107743,0.921094,0.67039543,0.8297997,0.8650637,0.880587,1.1430721,0.698893,1.0128635,0.8794038,1.0137187,0.9557947,1.2330201,1.1827763,0.7312989,1.0696417,1.2436128,1.062621,0.74558026,1.2874544,0.8711219,1.1078357,1.2046132,1.0094126,1.0626085,1.1642469,0.8906122,1.122117,0.49636292,0.9710369,1.116595,1.1458627,0.4778086,0.893809,0.9228943,0.0,0.85975343,1.0691534,1.065866,1.3584496,0.7628966,0.8717845,1.1079732,1.1071714,1.0074418,0.9261017,0.76603436,1.1186025,1.2299018,1.2666941,1.008795,1.0655607,0.91174626,0.7973529,0.81428146,1.0999217,1.0424055,1.1162344,0.93769777,1.2002091,1.2479535,0.812001,1.0827743,0.73411703,0.705826,0.5086029,0.84371084,1.0812554,1.1622267,1.1632742,1.224105,0.9157976,1.3349046,1.2658942,0.73570776,0.9360353,0.76579785,1.015368,0.8684263,1.041181,0.9439563,0.9524086,1.0831114,0.92227256,1.0378138,0.7637488,0.74025977,1.1052186,1.0561868,1.0103545,1.0592107,1.0961794,0.9491544,1.2681402,0.76496834,0.8664434,0.7657902,1.1970176,1.0116829,1.2349925,0.4679761,0.76781845,0.7957572,0.8898268,0.8828377,0.75168455,1.213053,1.2814608,1.3506229,0.9858648,0.31908107,0.70197964,0.9117631,0.79412305,1.0925138,1.1226504,1.25722,1.1370739,0.749936,0.66085154,1.2550305,1.1509866
fork,1.2450318,0.8376544,0.86013114,0.87702215,1.2638164,0.95686615,0.7920501,0.85469174,1.0640166,1.2110184,1.4551704,0.6353085,1.2707025,1.3190634,1.1108708,1.3927552,0.7119879,1.0249557,0.65271956,0.63910013,1.1703758,1.0317509,0.6375029,0.9259436,0.8041698,0.9511979,0.8777365,0.67475295,1.1040078,1.1026281,0.7574559,0.7775093,1.3580792,1.3327825,0.83498794,0.89195764,1.4809952,1.2349777,0.50957394,1.3227519,0.71377534,1.0844635,1.0138433,1.2382792,1.1980433,1.3246927,0.81753165,1.2764553,0.70173347,0.88403827,1.1211565,1.2275927,0.6530514,0.6356706,0.63727695,0.85975343,0.0,0.8488173,1.070892,1.194513,0.80051166,1.1395602,1.0046217,1.2257898,1.1035324,0.9246105,0.7190293,1.0852507,1.0688299,1.3827512,0.9761863,1.3245862,0.27734888,0.73649627,0.55787325,1.0832404,1.1768303,1.221894,1.2835863,1.0900487,1.1163322,0.8536221,1.3504597,0.699,0.8834752,0.6194413,0.99374354,1.0352798,1.1606884,1.2840825,1.3553557,1.3404558,1.215488,1.1680634,0.4174083,0.6459508,0.87198794,0.96841997,1.0635213,1.1450136,0.61956894,0.60335517,1.0297532,0.99774945,1.1270995,0.78906596,0.9363304,1.180413,1.2108809,0.91510034,1.1565645,1.3535484,0.46972597,1.3299987,0.6983851,1.1409451,0.4785173,1.411027,0.80968565,1.2586896,0.60670835,0.91993165,0.73623955,1.1771504,0.3048842,0.7834191,1.2802498,1.403849,1.337178,0.8998734,0.70831084,0.6393389,0.5224844,1.0048007,0.9872343,0.99265456,1.1433809,1.0768366,0.7579298,0.547647,1.2202528,1.0623711
frog,1.0730612,0.79926866,0.66744053,1.0833379,1.4356968,0.6862285,0.85225874,0.5902086,0.9959596,1.3792096,1.268189,0.8821857,1.3111119,1.1534517,0.715866,1.2297307,0.9554408,0.74892795,0.84133387,0.7688765,1.0027122,1.0982578,0.95984125,0.97703516,0.49168485,1.0964351,0.91905206,0.8580157,1.1908293,1.1380453,0.7704786,0.7343124,1.3926206,1.22795,0.84829944,1.0607538,1.2467746,1.288023,0.7344072,1.2212187,0.8131306,0.6813735,1.1924593,0.63686204,0.59516627,1.3457012,1.0705308,1.3707334,0.9960628,0.78357077,1.2065568,1.036227,1.0572262,0.5081897,0.7465855,1.0691534,0.8488173,0.0,0.86050624,1.0946177,0.8277544,1.0127655,0.9095634,1.159338,1.0819896,1.2865885,0.7457788,0.7412121,1.2451583,1.2811302,1.0232818,1.3021936,0.9730311,0.9521701,0.86225057,1.0052586,0.83601356,1.06828,1.1460913,1.1682887,1.1251097,1.1143394,1.1408602,0.85538423,1.0609825,0.93349427,1.050083,0.94223696,1.3177984,1.2258005,1.3204707,1.3452643,0.9988102,1.023873,0.7671024,0.8534139,1.0711138,0.6749784,0.99322987,1.2217723,0.6629398,0.6862712,0.66212815,0.8679682,1.0847205,0.8136676,0.8620432,1.3632936,1.1319016,0.67812383,1.2523112,1.301365,0.61210287,1.3318138,0.69061023,1.2903597,0.83150095,1.2981555,1.1304301,1.2878923,0.7810471,1.142778,0.78255475,0.95696175,0.7757398,0.7142505,1.1593264,1.2246356,1.2092757,0.6869608,0.95352983,0.96529096,1.0830398,1.1260723,0.38860857,0.9597861,1.0932524,1.1346859,1.0116072,0.8092458,1.2590573,0.9562233
giraffe,0.8985201,1.0670112,1.1800535,1.1082038,1.054769,1.1280153,1.1385833,1.0307229,0.94994193,1.0888429,1.0221492,1.1419516,1.0746768,0.8460274,0.8888942,1.0309328,1.0561082,0.8870685,1.1710538,1.2079309,0.9183753,1.088263,1.0696825,1.1147497,0.8564081,1.0734518,0.96728235,1.10128,1.1305187,1.0780339,1.0891883,1.0671921,1.0507743,1.0417017,1.0651141,0.98792255,1.0102463,0.98206717,1.1350079,0.9336734,1.1912558,0.6053672,1.0625536,0.7086022,0.8637131,1.0983918,1.1290383,1.0066187,1.0817232,1.1572049,0.9819596,0.9784062,1.1347498,1.0629537,1.1247029,1.065866,1.070892,0.86050624,0.0,1.0374677,1.0323116,1.0273006,1.0099493,1.050622,0.975507,1.0662704,1.1155728,0.58082455,0.9935536,1.0300125,1.0839292,1.0502138,1.073989,1.0606886,1.1424779,1.0520707,1.0968201,0.9142879,0.9956614,0.97901225,1.0965581,1.0573165,1.024328,1.1517237,1.1516538,1.0708236,1.0132924,1.1468661,1.1083702,1.021066,0.9890674,1.0604935,0.87166965,0.8848792,1.1289049,0.98708254,1.1627903,0.628381,1.0283124,1.0258265,1.0752292,1.1315827,0.62380713,1.0287126,0.8604466,1.0793679,1.1753187,1.0989953,0.9740874,1.0061171,0.9536994,0.963478,0.9765176,1.0933114,1.1298004,1.1352593,1.0998062,1.057838,1.1754205,0.9676598,1.1409531,1.1341318,1.1841342,0.9477871,1.0369186,1.0217177,1.0460782,0.9884498,1.0280837,1.0209827,1.0969908,1.0769076,1.0951526,1.1352264,0.92359155,0.9591148,1.0125804,1.0988519,1.0624186,1.0992709,1.131504,0.35667062
glass,0.8337897,1.375088,1.1527231,1.1165923,0.8672504,1.0793798,1.2030149,0.9870616,0.9915044,0.7653885,0.77840745,1.4258121,0.743901,0.6846255,1.0087323,0.7491384,1.1308246,0.7528913,1.2925036,1.2431283,0.73714495,0.9553032,1.1724379,1.0320035,1.0955846,1.1422331,1.0473813,1.3057648,0.9008715,1.1300635,0.92580193,1.2153081,0.7253887,0.8046236,1.2019329,0.8530717,0.8643724,0.8289859,1.4227672,0.73947,1.2504683,1.0154332,0.64417523,1.0123361,0.99926424,0.7613038,1.1268724,0.932091,1.3715076,1.1541027,0.886407,0.9178913,1.3758433,1.3077078,1.2173313,1.3584496,1.194513,1.0946177,1.0374677,0.0,1.3070166,1.0127175,0.8770267,0.89882374,0.9170493,0.8885774,1.441543,0.9975156,0.8211359,0.818444,0.87650853,0.90154153,1.1041106,1.1504815,1.3370299,0.75855786,0.9162391,0.7704811,0.8315096,0.80919385,0.6980775,1.1462824,0.80503213,1.4072874,1.2929784,1.4927158,1.0850403,1.0169096,0.7680602,0.8280175,0.78601676,0.87102544,0.6405302,0.8601957,1.4208841,1.229864,1.1014678,1.1482109,1.1854206,0.6934833,1.1082767,1.2320161,1.0475271,1.1989803,0.94600695,1.2315011,1.2495713,0.76520896,1.0360085,1.0163753,0.9203906,0.9351931,1.0882378,0.77400446,1.2909616,1.0022187,1.300846,0.78894603,1.1069614,0.79436624,1.4811052,0.99963385,1.3101583,0.93044984,1.2568524,1.1901064,0.900309,0.7829112,0.5087696,1.1506734,1.4621539,1.3495681,1.0675659,1.2119601,1.054585,0.828027,0.85012424,0.76050436,1.1726438,1.323005,0.7164296,0.947536
glasses,1.3636672,0.5894803,0.7636641,0.7507494,1.1425041,0.99279463,0.97576344,1.0737113,1.2216822,1.3519361,1.2070372,0.48154354,1.3003902,1.3118138,1.1521037,1.3519619,0.7897024,1.1843939,0.72578436,0.8968872,1.2686299,1.1482776,0.93736374,1.0346932,0.8167314,1.0878156,1.1010703,0.53054875,1.0577091,1.0942228,1.0587444,0.7811029,1.2195132,1.0840878,0.8893198,0.99467486,1.1093798,1.2326576,0.60889614,1.3320763,0.8296204,1.0763564,1.2727451,1.1113975,1.0352286,1.195015,1.022689,1.1605407,0.44009495,1.0072894,1.1654212,0.70706177,0.52092385,0.74298316,0.829382,0.7628966,0.80051166,0.8277544,1.0323116,1.3070166,0.0,1.1512157,1.0572586,0.6605477,1.2012503,1.014535,0.43395126,1.0905573,1.2383341,1.1541167,1.092638,1.119174,1.0215666,1.0097699,0.87537056,1.0900288,1.0992622,1.2211287,1.2547765,1.1901104,1.1594812,0.589304,1.1295443,0.42782718,1.0398846,0.44357407,0.48393047,1.0590765,1.2307963,1.23321,1.2732465,1.086122,1.2467402,1.1987257,0.6967659,0.85610807,0.7743249,1.0012535,1.1017549,1.1539797,0.93115884,0.8755229,1.0659078,0.8629944,1.19625,0.84854764,0.78707707,1.2257202,1.0984658,0.98866606,1.2561587,0.9815797,0.96570206,1.0930768,0.68825376,0.850862,0.7641897,1.2044513,1.1016405,1.2742108,0.5965323,0.9810998,0.87345695,1.2036117,0.90134,0.76284266,1.277424,1.1130098,1.3484151,0.96021533,0.4801917,0.5838614,0.8293762,1.1146313,1.0171835,1.2686791,1.1318974,1.0546119,1.0462605,0.7243856,1.189827,1.1027764
glove,0.8305151,1.0207369,1.0205923,0.93306625,0.75432575,1.0431614,1.1213237,0.93520606,0.8721069,1.1632957,0.94114435,1.1601474,1.0765018,0.6464241,1.0024174,0.81307536,1.2477497,0.92474777,1.1832432,1.2166741,0.9966011,0.7469442,1.125733,1.0274833,0.9732618,1.109144,1.1755302,1.0129815,1.1915647,1.0666735,1.0790678,1.2037717,1.1512285,1.0145028,1.1408075,0.95900816,0.9589418,0.6216177,1.1278133,0.9573836,1.1397015,1.1130219,1.0439723,0.9552914,0.67718494,1.1513064,1.2759697,0.9355508,1.0590006,1.095938,0.920475,1.0936754,0.91159743,1.1200025,1.1428515,0.8717845,1.1395602,1.0127655,1.0273006,1.0127175,1.1512157,0.0,0.67674315,1.1023173,0.8185237,0.706376,1.128604,1.1145705,1.1082134,0.8979721,0.8697065,0.861763,1.1545589,1.225664,1.2632174,1.044292,0.9971243,0.8461034,0.1223104,1.0878621,1.0692872,1.071753,0.81070006,1.1210732,0.8453033,1.0656748,0.95120794,1.0867248,1.1547997,0.92815423,0.6026423,0.7716559,0.936916,0.8981717,1.1719332,1.0923709,0.9256415,1.1008732,0.7907931,0.8038376,1.1217287,1.2489411,1.1223888,0.97196865,0.83230925,1.2169677,1.0424945,1.2284559,1.0490375,1.0000068,0.73023844,0.870679,0.9905475,0.96378875,1.0707893,0.8583555,1.2095371,1.0772202,1.2696341,1.1325797,0.83482933,1.2135642,1.1464913,0.142034,1.171335,1.0913516,0.87956357,0.94445723,0.9596389,1.0267859,0.8786473,1.0352771,0.7340369,0.7967847,0.9254724,1.0383542,1.0384465,1.2500106,1.088634,0.95858735,1.1761632,1.0499841
gum,1.0440437,1.0552557,0.6957245,0.8724452,1.0243148,0.61490023,0.8670301,0.702871,0.98638844,1.0960613,1.117074,1.1744766,1.1245728,0.82738173,1.0984503,1.0851617,1.1141014,0.80745536,1.0581486,0.9536075,0.8711499,0.88314986,1.1506283,0.9681601,1.0187497,1.1261529,1.046808,0.923378,1.2777905,1.2544048,1.0238754,1.012416,1.2335634,1.0887141,1.0289204,0.95620894,1.170178,0.88585895,0.9654414,1.0178876,0.9715807,1.041118,0.9298925,1.0957495,0.79878575,1.2786181,1.2002841,1.1125908,1.0965883,0.8260163,1.075005,1.0426179,0.9310112,1.0746855,1.1133637,1.1079732,1.0046217,0.9095634,1.0099493,0.8770267,1.0572586,0.67674315,0.0,1.0993739,0.92996955,0.7864629,1.1117778,1.0389246,1.1274568,0.9796777,0.7772323,1.111423,1.1293414,1.1665574,1.1700083,0.8609012,0.89608926,0.9741664,0.6458529,1.0782657,1.1101215,0.92192435,0.9774743,0.972405,1.2427603,1.129982,0.94269675,0.8529566,1.1793128,1.1007288,0.7963174,1.1214991,0.8379281,0.9374281,1.0844485,0.9535901,0.8629084,1.0653319,1.1729171,0.9511334,1.1009889,1.0083085,1.076232,1.0056674,0.9562816,1.1034794,0.9436008,1.261727,1.0176806,1.0447811,0.8658823,1.0786537,0.9247723,1.0425621,0.959211,1.0264261,1.1532246,1.1898375,1.1767994,0.98883796,0.9640571,1.2524843,1.0804665,0.6700007,1.0989571,1.0345854,1.1102401,1.0246778,0.90296876,0.5772997,1.0329776,0.97671753,0.63918376,1.206526,0.5225662,0.6544618,1.0418955,1.1705073,1.257371,0.8722153,1.1923685,0.9141364
hair,0.9826486,1.0635551,1.097733,0.9115522,0.6252816,1.1567067,1.2668353,1.1646342,1.2473181,1.016621,0.63564014,1.0815811,0.971226,0.76434964,1.0807803,0.8479461,1.0280107,1.0560117,1.2477713,1.359334,1.0855718,0.99243194,1.2933922,1.3259299,1.2016279,1.2625351,1.1904864,1.0872316,0.9449316,1.2471985,1.2816381,1.2122018,0.77732813,0.68970776,1.2676958,1.0217786,0.5727567,0.8533276,1.2751813,1.0393142,1.3208692,1.1089625,1.0603656,1.0369369,0.94310087,0.9109474,1.2586005,0.7073844,1.0685879,1.2267773,0.91079205,0.13882208,0.9248126,1.2260655,1.2690234,1.1071714,1.2257898,1.159338,1.050622,0.89882374,0.6605477,1.1023173,1.0993739,0.0,0.83737326,0.72691494,0.9886529,1.1169897,0.9520629,0.6646499,1.0432241,0.7919805,1.3324469,1.3033376,1.3582487,1.0213772,0.9367217,0.96092045,0.94075614,0.98608136,0.8803035,0.71675503,0.7890972,1.0477501,1.3758374,1.1419356,0.51438284,1.0601931,0.99577427,0.91767776,0.75985724,0.82340634,0.83199424,0.85881287,1.2665286,1.2493085,0.8467269,1.185365,1.2382766,0.96549773,1.2565938,1.3599443,1.1788791,1.0753173,1.1684685,1.2876198,1.0792267,1.0298371,0.96988446,1.1055593,0.9065303,0.51210237,1.3163867,0.51828307,1.2055217,0.7220998,1.355408,0.81603,1.2208874,0.86808723,1.2436254,1.0202113,1.3314521,1.0781826,1.3866174,1.1732385,1.0263467,0.4349568,0.8335279,1.2969465,0.96298474,1.0141004,1.0245146,1.3089728,1.2362585,1.2697501,0.9112457,0.88978666,1.387558,1.281107,0.8500438,0.99800324
hamburger,0.689283,1.2464918,0.98569345,0.94989324,0.65713453,1.052756,1.2170649,0.86369956,1.0351435,1.0850118,0.89455694,1.2655408,1.010388,0.71432483,0.97799015,0.8321426,1.0795386,0.9983447,1.3300406,1.2119008,1.0104477,0.45345652,1.2546816,1.2555265,1.1052439,1.261677,1.196507,1.1588097,1.0099138,1.3182328,1.0009737,1.2993274,1.0392901,0.9650331,1.1729841,0.99074817,0.91704196,0.55921185,1.3262408,1.0413679,1.2670314,1.0878247,0.8262494,0.84968877,0.91529375,1.0639862,1.2716316,0.854172,1.2452486,1.0642903,0.9371151,0.7609525,1.0188364,1.176131,1.2974074,1.0074418,1.1035324,1.0819896,0.975507,0.9170493,1.2012503,0.8185237,0.92996955,0.83737326,0.0,0.65852845,1.3161874,0.9921314,1.0151105,0.9071095,0.90267766,0.86244047,1.2056144,1.3105774,1.4203215,0.84188783,0.73251414,0.9106542,0.61746925,0.95242137,0.90492135,0.98703474,0.607916,1.248939,1.2381468,1.3156562,0.8489262,0.95480347,1.0175819,0.8883992,0.84364784,0.9762353,0.8378432,0.7564677,1.2462239,1.2152591,0.6856481,1.0906051,1.0352464,0.8184514,1.2464464,1.1882273,1.0745847,1.0917543,1.0763321,1.2329873,0.99115586,1.1191325,0.9250243,1.0907444,0.35250497,0.8660783,1.1420099,0.8770733,1.0788629,0.91048974,1.3238504,1.0014305,1.1878784,1.0192546,1.1847526,1.180065,1.1305557,0.8705691,1.2507784,1.2511605,1.041301,0.8851125,0.88127065,1.1417143,1.0917364,1.1000655,0.9960055,1.2130487,1.1328342,0.96990645,0.9349119,1.1695074,1.3826323,1.2242326,1.0854137,0.9931112
hand,0.85044265,1.1135908,0.94328755,0.8775631,0.42540354,1.1331753,1.2918715,1.031295,1.203248,1.0233053,0.8352821,1.2476466,0.8961079,0.5554906,1.2152445,0.84193647,1.1738611,1.0414033,1.422704,1.4629474,1.1006409,0.6233562,1.3359511,1.2949803,1.1468678,1.328721,1.2176168,1.0250264,0.9978661,1.2061847,1.2570603,1.4311755,0.99963695,0.8261748,1.2682747,0.8576528,0.85390925,0.5321384,1.329977,1.036201,1.4475486,1.1656365,0.8702109,1.0976198,0.8235985,1.0123726,1.3063654,0.7244763,1.0213165,1.2310407,0.8109844,0.8232774,0.600373,1.38608,1.3733275,0.9261017,0.9246105,1.2865885,1.0662704,0.8885774,1.014535,0.706376,0.7864629,0.72691494,0.65852845,0.0,1.3036246,1.0985011,0.98779446,0.77497125,1.0823662,0.75084776,1.0777144,1.3297226,1.4348507,0.8557622,0.9023501,0.9724363,0.5269371,1.0079553,0.9880003,0.7735508,0.6663078,1.1809213,1.3144624,1.0996495,0.59268814,1.0837035,0.9555241,0.89552885,0.55860794,0.7538247,0.8385291,0.8197011,1.2953196,1.1250325,0.6229905,1.1970022,1.2028415,0.80555403,1.2793198,1.5009375,1.2032853,0.9384709,1.1467375,1.3879449,1.0297703,1.0664327,0.9146702,1.1562843,0.5650314,0.77439535,1.0635084,0.64463204,1.2210361,0.6094692,1.3949875,0.9903156,1.272237,0.8985247,1.1845522,1.0984532,1.4470122,0.82868564,1.3096323,1.1836743,1.0962603,0.7349789,0.75746655,1.2722285,0.804412,1.0182388,0.43967545,1.2566655,1.2353367,1.1270016,0.9701746,1.0608983,1.3361773,1.2196728,1.004921,0.98255783
