,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
clock,0.7550075,0.859921,0.59567,1.3827906,0.6906345,0.6148797,0.70409614,0.90117383,1.3280518,1.0611784,1.4093046,0.97029984,1.3156893,1.4049097,0.6526449,1.3767292,1.2309175,0.60429174,0.6992411,1.271462,0.9041097,0.958122,0.7027215,0.6950855,0.52514815,0.69772905,0.98481464,1.0989894,0.0,1.2336969,0.78873885,0.878839,1.2369509,1.414438,1.191458,0.46154225,1.4051123,0.48838913,1.1125966,0.95267504,1.2214605,0.9201226,1.3556828,0.6231005,0.8480334,0.7265939,0.63491917,1.0358031,1.021618,0.8939026,0.74986565,1.166987,0.74075234,0.98194355,0.8569157,1.1092355,1.090945,1.2981758,0.59358454,1.0605024,1.2263838,1.1013275,1.0748413,1.454495,0.8716732,1.211358,0.39144182,1.1363662,0.99458987,1.1805108,1.0962881,1.3303407,1.1624521,1.1580622,0.46103156,0.69439983,0.6836223,0.55227387,0.58180577,0.90398335,1.3708644,1.3540833,1.3097515,0.80787516,0.76732945,0.892239,1.0225372,0.99039966,1.0034405,0.8998634,0.83390325,1.2707181,0.93520796,0.65822,0.9822637,1.137097,1.0390118,1.2806369,1.1168162,1.4230123,1.2157099,1.2689334,0.78769296,1.24967,0.88822925,1.3741128,0.51709026,1.2640862,0.7457011,0.7119147,1.180171,1.3809373,1.3911835,1.1761268,1.439259,0.3912335,0.65765035,0.51012045,1.2763665,0.6890456,0.8542967,1.3691666,1.0883676,0.84841406,0.4521078,1.2170439
closet,1.2060858,1.1075644,1.217957,0.9539205,1.0116361,1.0420223,1.1665094,0.99910283,0.8671174,1.0941619,0.7938866,1.0658784,0.88043875,0.9601146,1.1630455,0.81391114,0.9521174,1.0615157,1.2145045,0.95053095,1.1366261,0.9471589,1.0942081,1.1832411,1.0866787,1.1520813,1.0949701,0.9414107,1.2336969,0.0,1.1185787,1.1169972,0.8520455,0.8442141,0.9734997,1.2412555,0.8032645,1.1611283,1.0837624,1.0060067,0.685153,0.82534456,0.75793374,1.1346483,1.040111,1.1980242,1.1580602,0.86146176,1.1499994,1.2165524,1.1905975,0.96289194,1.1879656,1.1641072,1.0647962,0.9351814,1.1206602,1.0130371,1.2148566,1.0610732,0.83343226,0.85436034,0.85513616,0.8777647,1.2258087,0.7662824,1.1480653,0.9987914,1.0812216,0.9998202,0.84839386,0.9013299,0.9050102,1.0291226,1.1953999,1.0337938,1.0246059,1.1175525,1.1808805,1.0284008,0.9006206,0.8717645,0.9417739,1.0819283,1.0852122,0.9902341,1.0877157,0.90247786,1.1823349,1.0995822,1.0799271,0.78750396,1.0484804,1.2391028,0.8267977,1.0274642,1.0226259,0.899835,1.0132873,0.8154175,0.9964408,1.0318584,1.0709447,0.82147366,1.046365,0.91760874,1.2403483,0.96507657,1.1716293,1.2174085,1.0937573,0.6981391,0.82101804,0.9791602,0.93489033,1.2586844,1.1981363,1.2121314,0.9449771,1.0226525,1.0779307,0.9618987,0.84159446,0.82481533,1.2640417,0.800557
coffee,0.94171566,1.0083809,0.72333986,1.2378504,0.67157835,0.6666113,0.63812613,1.0636746,1.1573403,1.1844368,1.2679852,1.1438241,1.1410078,1.0928522,0.8219298,1.149724,1.0392522,0.86271495,0.86132276,1.1186566,0.84097326,1.0297278,0.81388396,0.96790224,0.94582516,1.0223563,1.1202309,1.1250153,0.78873885,1.1185787,0.0,0.95010746,1.1777537,1.3009512,1.0100566,1.0108514,1.250134,0.7059679,1.0142869,0.88978213,1.1843929,0.8792279,1.261513,0.7714447,0.8768385,1.0423949,0.95097727,1.0545747,0.9005356,1.0156549,0.72169495,0.94378966,1.0911454,0.9980798,0.78730637,1.1054323,0.8730068,1.0629879,1.0210944,0.9013958,1.1532979,1.2751358,0.91140693,1.3611195,1.0046569,1.207988,0.91466725,1.1501548,0.9393747,0.760678,0.88494855,1.0590273,1.1407124,0.9636161,1.0129104,1.0104185,0.96219593,0.7574971,0.99737495,1.0265754,1.2987666,1.3220421,1.1140491,1.0121343,0.96480703,0.8986431,1.0322801,1.0012938,0.97007275,0.88688403,0.8103596,1.0733147,0.8938223,0.98953825,1.0138468,1.0655879,0.8752883,1.2441119,1.0057908,1.2955928,1.0043538,1.2515023,1.0951922,1.079256,1.0330539,1.2332001,1.0470623,1.190301,0.6877383,0.7757255,0.90400904,1.3024057,1.2079619,1.0723194,1.1353229,0.7084004,1.0166117,1.0165471,1.1035547,0.99997014,0.7941384,1.0037842,1.1049926,1.0558954,1.0077407,1.1477447
cookie,0.7188462,0.9052733,0.9225931,1.1026032,1.02689,0.9933635,0.8848777,1.0769266,1.1857972,1.0501654,1.1942124,0.9515801,1.0767249,1.1079578,0.9006891,1.1351852,1.0424861,1.0387658,0.86346114,1.159692,0.6220529,0.9356997,0.8708001,0.87040454,0.90498555,1.1272913,1.070637,1.1893889,0.878839,1.1169972,0.95010746,0.0,0.9637881,1.1891414,0.5778911,0.870023,1.2893442,0.9960837,1.0543251,1.1520665,1.1830784,1.0134556,1.2165405,0.9050099,1.0788119,0.8269461,0.727837,1.193224,0.9029147,1.0286984,0.79479384,1.1990144,0.8989941,0.93836635,0.8409017,1.10018,0.79900664,1.1179894,0.9275939,1.0384246,1.1546183,1.087554,1.0543543,1.1107626,0.88482785,1.2139338,0.95949143,1.0053437,0.70264906,1.0009686,1.0922036,0.896923,1.220709,0.53533995,0.9171221,0.8154195,0.94242996,0.97316337,0.95794433,0.98923105,1.0530889,1.1131142,1.1241941,1.0326512,1.0857993,0.8300396,0.45563012,1.1143768,0.61973953,0.9856926,1.0542749,1.2879257,1.0138402,0.78678733,1.0700097,0.9175848,0.94245446,0.9612151,1.089701,1.21096,1.2052932,1.0634271,1.0324304,1.2242712,1.0006777,1.2366915,0.83271635,1.029515,0.7520555,0.9992878,1.181622,1.2499228,1.2253247,1.174234,1.1359197,0.8086032,0.82800955,0.8369323,1.1118459,0.80933046,1.1678464,1.0536147,1.0945598,1.1589062,0.97767216,1.158448
corn,1.1911528,1.0649858,1.2326387,0.7831489,1.217741,1.2237675,1.0836952,0.8839521,0.9752361,0.96454084,0.87154317,0.9594924,0.60356915,0.9896595,1.2837216,0.8656844,0.96957695,1.2199492,1.1506361,0.9665142,0.8912668,1.145177,1.0892029,1.1679626,1.1788994,1.1546383,0.9795811,0.9118427,1.2369509,0.8520455,1.1777537,0.9637881,0.0,0.875242,0.7349762,1.1507133,0.8883623,1.2408887,1.1224282,1.1971776,0.80026996,0.98023516,0.8945097,1.1760838,1.219716,1.0019169,1.1959411,1.1087902,1.0396669,0.96279335,1.316716,0.9283643,1.1124773,1.0601919,0.9176595,0.9781388,0.9705589,0.8049862,1.3039498,1.0954229,0.8514584,1.0278405,0.96893054,0.7610105,0.90661836,0.8276458,1.2438687,0.7632705,0.7590374,0.9571606,1.0093285,0.89417684,0.98508936,0.7825161,1.145899,1.1387999,1.187052,1.2200971,1.1728805,0.96870214,0.7797415,0.83737785,0.970021,1.0158943,1.0151219,1.0711367,0.78634596,1.0568174,0.9060268,1.187594,1.0348346,1.0086355,1.0005174,1.185025,0.9515881,0.9259758,1.0238485,0.9131953,1.0653956,0.7545095,1.1001098,0.93246704,0.8856972,0.9368838,1.0609492,0.9852028,1.1773,0.8936232,1.0992779,1.0667506,1.1313329,0.8495726,0.9259833,1.0265143,0.8063444,1.2464403,1.0721743,1.1284297,0.80605936,1.1656481,1.3166494,0.87048644,0.7765336,1.0676867,1.2420913,0.82845765
couch,1.2458005,1.0243593,1.4359126,0.80262053,1.2985871,1.3751998,1.421293,1.0493208,0.69817734,0.85180897,0.19366467,1.1557099,0.5557176,0.7001214,1.347904,0.47020096,0.8910541,1.3923004,1.338156,0.76102567,1.1351401,1.1047943,1.3940927,1.2605425,1.4401174,1.2276607,0.9737117,0.6884648,1.414438,0.8442141,1.3009512,1.1891414,0.875242,0.0,0.84899586,1.5036727,0.5155919,1.4685409,0.91393363,0.9842209,0.69267297,1.0619701,0.57035005,1.2885935,1.0283678,1.316325,1.3391298,0.93877566,1.1298567,1.1596665,1.331078,0.8916421,1.1773584,1.0540746,1.264699,0.7708953,0.96912616,0.89876914,1.2177405,1.0681261,0.8004676,0.8303945,1.0879267,0.4632243,1.2447702,0.6995743,1.4033358,0.92892253,1.1030833,1.0740346,1.0552881,0.70854837,0.784339,0.9524851,1.349858,1.2349814,1.3443244,1.3044914,1.282838,1.1161433,0.5634416,0.6961014,0.7615241,1.2703848,1.3105729,0.96807444,1.0973094,0.98677117,1.1300346,1.1983404,1.2502056,0.73888224,1.0834312,1.2147796,1.0485718,0.7065093,1.0941803,0.81128585,1.099494,0.55288756,0.8126355,0.5347253,1.1560425,0.70209783,1.0993936,0.5056523,1.3673338,0.7386409,1.3796403,1.3617206,0.8994805,0.6002571,0.641165,0.92108536,0.562963,1.4602056,1.2988392,1.3050988,0.9845858,1.2487665,1.1861204,0.8319503,0.999822,1.1433647,1.3857803,0.7513243
cracker,1.1127841,1.1287682,1.223506,0.93069,1.224225,1.2341169,1.0919303,1.1008415,0.9994419,0.97412467,0.8509424,1.2976074,0.9535775,0.86727506,1.1083599,0.8655769,0.9735354,1.3072238,1.1447312,0.97031784,0.45799053,1.2266032,1.2334981,1.2210351,1.3642735,1.2725377,1.0750039,1.2510939,1.191458,0.9734997,1.0100566,0.5778911,0.7349762,0.84899586,0.0,1.3758482,0.90729845,1.2909379,0.8334167,1.0693837,0.94707733,1.193526,0.9491531,1.1698842,1.0961337,1.1745397,1.1984469,1.0212566,1.0557858,1.0406706,1.0810268,0.90459776,1.1439059,1.0240629,1.0324247,0.85171527,0.44003677,0.89048916,1.2788305,0.97317135,0.8857398,1.1248453,0.93559116,0.90870094,1.1347289,0.9094025,1.3279977,0.8483578,0.5873756,0.8645442,0.9939861,0.7274102,1.0017425,0.1793096,1.2425625,1.2273831,1.3371181,1.181668,1.231476,1.271873,0.8950039,1.0539466,0.8940561,1.2130954,1.2163547,1.1154349,0.44512367,1.0157753,0.52084565,0.99849975,1.1783028,0.95225424,1.1314179,1.2345864,1.1141757,0.89166325,0.8509333,0.92614996,1.1321707,0.87670666,0.9897527,0.8359786,0.98423696,0.9533865,1.2224314,0.9866318,1.324571,0.97497976,1.1049232,1.2242311,1.084568,1.006793,1.0294966,1.0584916,0.6551877,1.1948423,1.2069407,1.1654987,0.895687,1.2411156,1.2259904,0.68693423,0.941664,1.3538288,1.3903928,0.9230972
crayon,0.54961133,0.8463707,0.497136,1.324571,0.8953805,0.77685076,0.6877486,0.84933937,1.3561851,1.120146,1.5325574,0.57487106,1.1711215,1.5178505,0.56871974,1.4430318,1.2412812,0.49171185,0.49349588,1.4092175,1.0248437,0.76505667,0.56511307,0.67996895,0.28230286,0.6444597,0.9389137,0.9259329,0.46154225,1.2412555,1.0108514,0.870023,1.1507133,1.5036727,1.3758482,0.0,1.5258181,0.44619846,1.2472926,1.1314739,1.2998676,0.90529466,1.4322336,0.7536594,1.0511539,0.43773478,0.3917603,1.1132709,0.956304,0.7869885,0.7136764,1.448992,0.5966042,0.8384485,0.83946055,1.2237238,1.2954497,1.2805586,0.40594983,1.1444653,1.1873686,1.043419,1.1940932,1.4137169,0.43499368,1.2304852,0.28461647,1.1592737,1.0989738,1.3178642,1.1922987,1.3728683,1.2708517,1.319461,0.281749,0.40980387,0.46341455,0.71281624,0.39112484,0.75287914,1.3567772,1.2248318,1.4278252,0.46107483,0.43740284,0.7086196,0.97921735,0.9769866,1.0687302,0.9894973,0.8145612,1.3430418,0.9411699,0.47318625,0.9966157,1.2152436,1.170843,1.1903801,0.88485205,1.4907291,1.3506206,1.267161,0.6074624,1.3641047,0.6192517,1.4088163,0.16548872,1.2778492,0.7006262,0.51648146,1.2719507,1.3472607,1.4042238,1.2513813,1.6332215,0.4824443,0.47018707,0.36437237,1.0755768,0.3812487,0.9678294,1.4627314,1.0854794,0.6316506,0.17486751,1.3153486
crib,1.3244907,1.2275361,1.4271107,0.7874427,1.20902,1.2846138,1.3821526,0.7004743,0.3987187,0.847985,0.38536406,1.2708597,0.8075067,0.59162587,1.2682159,0.56147826,0.68530583,1.3050056,1.3181994,0.5017561,1.2476792,1.0608065,1.2952492,1.3355196,1.4078565,1.1131576,1.0666837,0.8287251,1.4051123,0.8032645,1.250134,1.2893442,0.8883623,0.5155919,0.90729845,1.5258181,0.0,1.3656352,0.9456776,0.97366434,0.6790489,0.9367194,0.76502925,1.280277,1.1044753,1.4084904,1.413613,0.94036543,1.1798916,1.1826613,1.3082165,0.6010854,1.3439606,1.1836312,1.2225058,0.981599,1.0067521,0.9032505,1.3520775,0.96707946,0.731077,0.91630524,0.92285323,0.6843477,1.2941417,0.60705966,1.382687,1.0290757,1.1716691,1.012255,0.9596936,0.8211169,0.78376424,1.0159767,1.4137509,1.3660202,1.416405,1.2541751,1.2854488,1.1228507,0.81612027,0.8895613,0.55534774,1.2295647,1.2541307,1.2192944,1.1704868,1.061977,1.1364007,1.1090491,1.3251793,0.6182268,0.96741,1.3686602,0.9530812,0.8569585,1.0061799,0.9750351,0.985424,0.7063,0.5610541,0.81972665,1.2097452,0.6433995,0.9917415,0.3522436,1.4933192,0.8773448,1.3667527,1.3989801,0.62814504,0.6606788,0.7039656,0.8144621,0.4188326,1.3711505,1.4644158,1.3973111,0.9348519,1.3763663,0.9860623,0.72007275,1.0884387,1.095277,1.4574568,0.6567767
cup,0.8863553,1.0002131,0.48470038,1.3677258,0.7878049,0.58128613,0.7127436,0.819458,1.1696718,1.2096701,1.4997681,0.84353125,1.1644934,1.4881797,0.7811043,1.4263644,1.26676,0.18233049,0.37813896,1.3151205,0.9653597,0.86462325,0.30445737,0.8616812,0.2395258,0.67142195,1.0741978,0.9328904,0.48838913,1.1611283,0.7059679,0.9960837,1.2408887,1.4685409,1.2909379,0.44619846,1.3656352,0.0,1.2270935,1.0047439,1.177671,0.9807376,1.3835392,0.62855405,1.0743355,0.7824059,0.6102646,0.96419454,0.9903422,0.9938957,0.8820896,1.1448969,0.9149862,1.0125763,0.9412885,1.2114339,1.1259156,1.3320959,0.5844392,1.1504352,1.2859607,1.1820595,0.7956205,1.5384748,0.8500037,1.1394168,0.3176331,1.181366,1.072244,1.1082664,0.7752407,1.3770626,1.1072295,1.2361078,0.45704257,0.52507234,0.7490918,0.6240338,0.3998716,0.7434575,1.465291,1.3643682,1.403481,0.8463676,0.8237193,0.8436476,1.0767515,0.8276829,1.0358332,0.9832845,0.84310627,1.2291535,0.86365914,0.7111479,0.7391057,1.3256204,1.1216906,1.3456752,1.1828499,1.4732815,1.2107104,1.381645,0.7804289,1.2111228,0.5385936,1.3051157,0.4738866,1.2927978,0.7263259,0.63311124,1.0364432,1.306682,1.3652967,1.2423053,1.4437143,0.3524016,0.7748699,0.6435478,1.2436337,0.5018567,0.8034292,1.241159,0.9996983,0.66594756,0.38926852,1.2112879
dog,0.94331264,1.1879771,1.1032193,1.1079603,0.9864296,1.0391947,0.95215213,1.1017756,1.0858883,0.78947496,0.87525636,1.2907281,1.1028545,0.80098397,0.7707047,0.8639134,0.84027326,1.1945202,1.2286557,0.874637,1.0171535,1.1675962,1.2066823,0.8965098,1.2922187,0.99776214,0.7763344,1.2120045,1.1125966,1.0837624,1.0142869,1.0543251,1.1224282,0.91393363,0.8334167,1.2472926,0.9456776,1.2270935,0.0,0.6506772,1.0874537,1.1456691,1.0187314,1.0917107,0.7656752,1.2747715,1.070951,0.8644592,1.0950274,1.1006974,0.7115069,0.97602195,1.1847878,0.8940467,1.118277,0.9405086,0.9582183,1.0989681,1.1143266,0.49241155,1.0336813,1.017748,1.0530682,1.097524,1.210502,0.9540304,1.1638813,1.1257024,0.99507576,1.0033268,1.0171696,0.8914698,0.8992461,0.9008856,1.2144843,1.2178737,1.1475093,1.0070351,1.1881132,1.1701858,1.0791777,1.1341051,0.8127265,1.048859,1.0699526,1.033118,1.0456767,0.9077558,1.0843706,0.299994,1.129661,0.9823943,1.0216959,1.2351818,1.1158745,0.9614987,0.59701097,0.942557,0.97595346,1.0569903,0.92332554,1.0794773,1.1735648,1.0092278,1.231135,1.0262802,1.2381115,1.0184222,1.1183201,1.202666,0.9729134,0.94343996,1.0792098,0.94383025,0.9225646,1.1294264,1.2543492,1.13622,1.0596254,1.1956644,0.69994915,1.0050402,1.0752044,1.1943822,1.2049565,0.9909758
doll,1.1374576,0.9335379,1.0056415,1.2539374,0.8859684,0.957762,0.8952407,1.1025772,1.0459446,1.1265192,0.9029604,1.1634289,1.1355385,0.85210115,0.97107565,0.91942495,0.8074102,1.001938,1.1373639,0.8043646,1.0027846,1.1447526,1.0569978,1.0410556,1.1452171,0.9755464,1.0729759,1.0523968,0.95267504,1.0060067,0.88978213,1.1520665,1.1971776,0.9842209,1.0693837,1.1314739,0.97366434,1.0047439,0.6506772,0.0,1.099413,1.0142626,1.0328308,0.9554755,0.40541685,1.1483488,1.1701031,0.8947782,0.9425187,0.9845479,0.8731211,1.1104801,1.0833689,0.9285203,1.0571527,0.8329699,1.0041114,1.0510244,0.87787396,0.80248356,1.0908134,1.0535587,0.9899485,1.2374227,1.1388764,0.9084953,1.0529504,1.1101208,1.0446789,1.036233,0.8859683,0.9787278,0.9087489,1.0542973,1.1240516,1.0746361,0.9965398,0.9304816,1.0909415,1.0319304,1.0404555,1.2737322,0.8824514,0.98372674,0.9654622,0.9579442,1.1565213,0.90373135,1.1139189,0.78361183,0.9145773,0.9169767,0.92606014,1.2036958,0.9842748,1.151561,0.85115373,1.0903981,1.0036396,1.1342703,0.8557486,1.1610688,1.1110955,0.94976246,1.1759915,1.1104071,1.1402887,0.9152896,1.0473207,1.1591218,1.0703396,0.91242,1.1583109,1.0216238,1.0220095,1.0042344,1.0711066,1.0494359,1.0250901,1.0602139,0.4844913,1.0706067,1.0727986,1.0017389,1.0879252,1.1016532
door,1.2491052,1.1295724,1.3714676,0.91136897,1.2373329,1.190655,1.297986,0.8813844,0.64448756,0.91590315,0.7778203,1.0517716,0.6461487,1.0159802,1.2298555,0.89878345,1.011822,1.160012,1.14651,0.9111141,1.14802,0.6822276,0.94811046,1.1015238,0.9734971,0.8143168,0.9700636,0.6748177,1.2214605,0.685153,1.1843929,1.1830784,0.80026996,0.69267297,0.94707733,1.2998676,0.6790489,1.177671,1.0874537,1.099413,0.0,0.94564134,0.7233182,1.2922356,1.1903937,1.2600768,1.208104,0.83228207,1.1841412,1.1622312,1.305668,0.8819427,1.1502829,1.2578671,1.3878677,0.88646865,1.0360171,0.99738353,1.3055365,1.0815289,0.88629156,0.9377003,0.99088997,0.8088437,1.061984,0.47196972,1.0373182,0.84176415,1.0773103,1.1269952,0.97383195,1.0818222,0.74765444,1.0512522,1.311167,1.2889638,1.1905596,1.2570723,1.2143427,0.7203021,0.94260126,0.79225826,0.9202502,1.0819002,1.0764611,1.2104698,1.1273147,0.63375026,1.1956857,1.1010664,1.2268912,0.8695883,1.018542,1.2880443,0.43715703,1.0599861,1.1292809,0.97669077,1.0585713,0.72095287,1.1310217,0.933698,0.91545016,0.73694646,0.89747274,0.704895,1.3757569,1.0626774,1.2684623,1.1517583,1.0025594,0.6642654,0.85585743,1.0096356,0.8138771,1.3245516,1.3163037,1.2967293,0.9518702,1.2768766,1.3138571,0.9537765,0.71377456,0.6659123,1.2857034,0.22741342
drawer,0.8848835,1.006917,1.0332565,1.1147264,0.98480594,1.0667217,0.88395745,0.88937473,0.93333,1.189714,1.0253367,0.9118402,0.79602623,1.1517429,0.9946306,1.1332341,0.9280403,1.0356077,0.9712704,0.9294441,1.0775044,0.96859163,0.9028508,1.0375994,0.9379566,1.0429028,1.1492144,0.76229143,0.9201226,0.82534456,0.8792279,1.0134556,0.98023516,1.0619701,1.193526,0.90529466,0.9367194,0.9807376,1.1456691,1.0142626,0.94564134,0.0,1.1829925,1.0986695,0.9413999,0.9100095,0.98812455,1.0028713,1.0721121,1.0494916,0.9192368,1.0727373,0.9280742,1.0726441,0.92579377,1.0947224,1.1303337,1.012417,1.0179099,1.0395509,1.0309602,1.0724585,1.0034981,1.1032757,0.92854375,0.98868173,0.9046219,1.1709957,1.1248507,1.0395321,1.0181797,1.0063102,0.9970879,1.1604928,1.028665,1.0404592,0.8994256,0.9529613,1.0663292,0.7120544,1.1053156,1.0728555,1.0094144,0.88220906,0.8821156,0.98167753,1.0865258,1.038716,1.0620592,1.0614685,1.0690023,0.98537564,0.6730226,0.9564075,0.87994593,0.9738917,0.9517671,1.0451653,0.89343715,1.1928754,1.0669006,1.1243817,1.0026653,0.9856827,0.91659874,1.0897827,0.9777236,1.099716,0.8819251,0.8250636,1.0743287,0.9978789,1.1361327,1.0417112,1.0772488,0.97368693,0.9332209,0.9772831,1.1061329,1.0164206,0.94222856,1.0448442,1.137659,0.8904772,1.002107,1.0370417
dress,1.2488585,0.9385247,1.348252,0.6012205,1.2751935,1.3264458,1.3016592,1.2123682,0.78282064,0.8472969,0.6416327,1.0880054,0.8289186,0.65162116,1.347079,0.7488599,1.0099691,1.3185035,1.3358775,0.8495404,1.2018712,1.1096399,1.3550057,1.2117391,1.3231369,1.2031729,1.0021775,0.8139545,1.3556828,0.75793374,1.261513,1.2165405,0.8945097,0.57035005,0.9491531,1.4322336,0.76502925,1.3835392,1.0187314,1.0328308,0.7233182,1.1829925,0.0,1.2869239,1.1064404,1.1926987,1.3310034,0.96455944,0.9818163,1.0942394,1.3544357,0.89512,1.0345912,1.1666895,1.1800947,0.7591642,1.0663937,0.82028186,1.235023,1.0932107,0.9401709,0.52693045,1.0920278,0.4070378,1.2119945,0.8435775,1.3750422,0.8430248,1.1087677,1.0142232,1.0575938,0.8019674,0.8710613,1.0252604,1.2809608,1.2180474,1.0738058,1.2570647,1.2431327,1.078147,0.5004059,0.4461807,0.84162414,1.3182162,1.324988,1.2398645,1.104428,1.0696023,1.1454479,1.2142231,1.1851102,0.73480505,1.1749825,1.1891967,1.0698112,0.869913,1.103723,0.7326207,1.1070758,0.3086242,0.9227916,0.6200471,1.0515293,0.6713089,1.177463,0.6529876,1.3077828,0.71550393,1.260637,1.3198681,0.9152569,0.65632564,0.48420042,0.90174854,0.7043828,1.4340272,1.1567901,1.2252365,0.91000795,1.253648,1.2622616,0.8737268,0.9467581,1.0755857,1.3485931,0.8114303
egg,1.0664535,0.7112087,0.64826727,1.3481195,0.5792886,0.2946704,0.8412323,1.0166484,1.0888938,1.0012931,1.2634084,0.90851533,1.2016691,1.198598,0.9597999,1.2436095,1.2511749,0.6795631,0.83379745,1.2462387,0.99426425,1.0796953,0.7761194,0.8137309,0.72190505,0.9339338,0.8979356,1.1840504,0.6231005,1.1346483,0.7714447,0.9050099,1.1760838,1.2885935,1.1698842,0.7536594,1.280277,0.62855405,1.0917107,0.9554755,1.2922356,1.0986695,1.2869239,0.0,0.97011286,0.701018,0.8288022,1.0834908,0.73694664,0.8158975,1.0283035,1.1023762,0.8414234,0.8992452,0.7237545,1.071051,1.0966973,1.0790201,0.70029855,1.152985,1.170109,1.155236,0.8786321,1.2560842,1.0356536,1.2239852,0.64556265,0.98915833,1.0727168,0.9464635,0.91868746,1.2268823,1.2012315,1.1373962,0.58707273,0.7495512,0.8601367,0.66015863,0.7592995,1.1247699,1.1818068,1.2970169,1.2743154,1.0097721,0.95968527,0.8118296,1.0266503,1.0687048,0.99968076,0.9781728,0.6218535,1.2275616,1.1376221,0.720584,1.0156054,1.2108128,1.1654156,1.2798502,1.151129,1.2791777,1.0247564,1.1421585,1.0909474,1.1719716,0.8574682,1.1165512,0.68030345,1.0408888,0.81509906,0.8559068,1.0798218,1.3149865,1.2263482,1.0847718,1.2864089,0.4563297,0.6013547,0.7559942,1.0680196,0.8224005,0.8743014,1.2148417,1.1373156,1.0054774,0.6387814,1.241388
face,0.91568756,0.9464221,0.9199924,1.1670561,0.8397473,0.9621783,0.8184804,1.180971,1.1432068,1.0717809,0.9685783,1.1423993,1.2387275,0.9086245,0.8473071,0.9851506,0.8652362,1.09356,1.1371398,0.91217047,0.9794766,1.0596997,1.0654811,0.9393296,1.0844563,0.96743804,1.0163615,1.1522548,0.8480334,1.040111,0.8768385,1.0788119,1.219716,1.0283678,1.0961337,1.0511539,1.1044753,1.0743355,0.7656752,0.40541685,1.1903937,0.9413999,1.1064404,0.97011286,0.0,0.9962497,1.0057285,0.9478318,1.073863,1.0907549,0.7043531,1.08616,0.9047718,1.0335567,1.0088525,0.72737455,1.0403818,1.0821383,0.80170095,0.84640354,1.1094062,1.065952,1.1282307,1.1974914,1.1366448,1.1397281,1.0778692,1.1169579,0.97218597,1.0789144,1.0559629,0.93742245,1.0820247,1.0754552,0.9940444,1.0523672,0.9474227,0.95922333,1.0121927,1.0042964,1.0247576,1.1738325,0.9302833,1.025646,1.0454016,0.981395,1.1082071,1.0022786,1.098629,0.81561464,0.8883584,1.058322,0.9179241,0.99051833,1.1222087,1.0237211,0.7960919,1.0020576,1.0222085,1.1645209,0.97048515,1.0536369,1.1989002,0.9942299,1.2233504,1.1429507,1.0306714,1.0109903,0.8821514,1.1718869,1.0888559,1.09303,1.0787487,1.0718294,1.1307199,1.0240382,0.92979276,0.9572582,1.1410403,1.0286053,0.6747272,1.164134,1.0931427,1.1136819,1.0015954,1.1237868
finger,0.8009436,0.59130484,0.61900973,1.0418524,0.994076,0.8868546,0.7590726,1.1997694,1.2074687,1.095734,1.3732061,0.65553254,1.2038405,1.2679862,0.8987438,1.441811,1.2896101,0.8801739,0.8571255,1.3497945,0.9714445,1.013134,0.84809446,0.8019593,0.6679931,0.9686897,0.9600469,1.0851766,0.7265939,1.1980242,1.0423949,0.8269461,1.0019169,1.316325,1.1745397,0.43773478,1.4084904,0.7824059,1.2747715,1.1483488,1.2600768,0.9100095,1.1926987,0.701018,0.9962497,0.0,0.71073794,1.2205099,0.6290896,0.49848866,0.9500209,1.3524392,0.46318406,0.8658583,0.64208144,0.95818645,1.1672772,0.676257,0.5186957,1.2062608,1.2361586,1.052386,1.2337103,1.1007745,0.6978509,1.2689264,0.71706486,0.7788737,1.0744158,1.0869281,1.268353,1.1722554,1.3627025,1.096701,0.35077775,0.7516644,0.6687535,0.9090967,0.6154805,0.90862244,0.95289147,0.9930843,1.3202661,0.97224295,0.9165958,1.0188622,0.80977917,1.1325918,0.95841783,1.1788542,0.74736226,1.3451408,1.1190915,0.533799,1.2178106,1.1072347,1.1310955,1.0538403,1.1018429,1.1653975,1.305207,0.92416334,0.7509687,1.2446024,0.9245231,1.2957623,0.35682046,0.9329405,0.67542225,0.6977415,1.2744757,1.2820189,1.202968,1.1941273,1.4599872,0.7996944,0.1472171,0.44860178,0.9433041,0.7892543,1.1801312,1.3377218,1.1643777,1.0766839,0.51423043,1.2236254
