,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
shoe,1.2883371,1.0263809,1.1885407,1.0153682,0.93890786,1.0609049,1.1706086,0.8938453,0.7249198,0.9222992,0.6565337,1.2339734,1.0929309,0.690679,1.1047437,0.6707213,0.85979044,1.0915416,1.2165112,0.73813796,1.125239,1.1700306,1.2779316,1.2514635,1.3857024,1.1598489,1.0534033,1.0719956,1.2157099,0.9964408,1.0043538,1.2052932,1.1001098,0.8126355,0.9897527,1.3506206,0.5610541,1.2107104,0.92332554,0.8557486,1.1310217,1.0669006,0.9227916,1.0247564,0.97048515,1.305207,1.3394291,1.0154388,0.91352385,1.0348608,1.1525888,0.7342414,1.2502366,1.0243571,1.008796,1.0005335,0.95197046,0.9212751,1.0626649,0.9830999,0.7840833,0.9972411,0.8406586,0.8970709,1.2560401,0.9433645,1.2942804,1.1431617,1.1544178,0.95653474,0.9014125,0.7325468,0.8074831,1.0546143,1.2345847,1.1676,1.1715457,1.0670874,1.1938779,1.2836297,1.005397,1.0405985,0.779406,1.1313719,1.1372083,1.0695071,1.2121888,1.2228127,1.089389,1.0281332,1.1535728,0.48159397,0.92817557,1.2414368,1.1816164,0.81346905,1.0207295,1.0041463,0.8224359,0.9112823,0.0,0.98669904,1.2763505,0.8778328,1.1524111,0.71145594,1.2299464,0.71644014,1.2326443,1.2409899,0.69584525,0.91311604,0.83221066,0.8031113,0.6575887,1.0760554,1.2273448,1.2954568,0.9457303,1.1669142,0.6518764,0.7761998,1.1919379,1.1085639,1.236476,1.0500233
shorts,1.0325211,0.84643936,1.192085,0.6635975,1.2298915,1.3032947,1.2411596,1.2707903,0.78255343,0.9271972,0.6747866,1.0487411,0.8882052,0.797981,1.2445091,0.9519814,1.0120525,1.3993213,1.2866147,0.8803599,1.0990278,1.2473607,1.367631,1.1299556,1.346143,1.2176006,1.0385857,0.9244527,1.2689334,1.0318584,1.2515023,1.0634271,0.93246704,0.5347253,0.8359786,1.267161,0.81972665,1.381645,1.0794773,1.1610688,0.933698,1.1243817,0.6200471,1.1421585,1.0536369,0.92416334,1.1743374,1.1035767,0.95705444,0.93332887,1.1749389,0.8899566,0.8739116,0.99117815,1.0267222,0.6375032,1.0144254,0.75259316,1.0173091,1.15306,0.87926877,0.7536458,1.2215909,0.41197836,1.152225,0.97406805,1.3140328,0.72396207,1.0765902,0.98627985,1.2289332,0.7747605,0.9462866,0.8998686,1.0966996,1.2170209,1.2371482,1.277775,1.127688,1.1510159,0.6359281,0.5777067,0.8649906,1.3067269,1.317267,1.1900201,0.952701,1.1729403,1.0914961,1.3186364,1.0630465,0.9149,1.1798294,0.8986262,1.2669275,0.8539067,1.089188,0.7567549,1.0946387,0.5640187,0.98669904,0.0,1.087035,0.819766,1.0985727,0.67514193,1.1144361,0.80999804,1.1172663,1.224755,0.92057353,0.7274837,0.7057325,0.97867006,0.82920676,1.3976444,0.90583754,0.9948132,0.9682371,1.2784364,1.2919153,0.97936267,1.047641,1.2742994,1.230353,0.962788
shovel,0.8815747,0.9549084,0.92802024,0.97171944,1.2805896,1.1310639,0.8567723,0.9714811,1.1810037,1.1195562,1.2869707,0.8447152,0.8469103,1.3399323,0.9168995,1.317005,1.2807713,0.86367774,0.9315491,1.3011699,0.83147085,0.90552956,0.8734728,0.8231526,0.6815502,0.87708175,0.97977823,0.7745644,0.78769296,1.0709447,1.0951922,1.0324304,0.8856972,1.1560425,0.98423696,0.6074624,1.2097452,0.7804289,1.1735648,1.1110955,0.91545016,1.0026653,1.0515293,1.0909474,1.1989002,0.7509687,0.8524124,1.0910308,0.90913653,0.7982809,1.0845348,1.2301146,0.89295536,0.9906375,1.0464271,1.083418,0.9069285,0.9981476,0.88751864,1.1822033,0.98812336,1.1086261,1.0559185,1.1421182,0.5835113,0.8166932,0.6117917,0.8640805,0.9269084,1.1153723,1.0475703,1.1888009,1.0011307,0.9796669,0.72959757,0.8905059,0.9168564,0.9222503,0.771633,0.81596833,1.0881648,1.0074252,1.3066401,0.7824645,0.71806884,1.0526578,0.8829284,0.8988385,1.0243492,1.1538334,1.0332607,1.0597371,1.0673863,0.9042512,0.84634995,1.0908275,1.1157358,1.126446,0.92277133,1.0707492,1.2763505,1.087035,0.0,1.1687169,0.9095475,1.1390158,0.7016057,1.061019,0.9557647,0.58827615,1.2585447,0.9508983,1.2371418,1.1125724,1.2018588,0.8982774,0.73538375,0.69823956,0.87744296,0.8825558,1.1919199,1.0985608,0.8999722,0.71191764,0.70029473,1.0362656
shower,1.2252008,1.1291938,1.309413,0.8725242,1.2052811,1.2258871,1.3018184,1.050708,0.53588146,0.9789901,0.68002737,1.1981037,0.9829159,0.7615627,1.1813397,0.8860904,0.84858835,1.1915317,1.190684,0.68903995,1.1743033,1.2068834,1.2276303,1.2154559,1.2741926,1.1296883,1.0996858,0.95226777,1.24967,0.82147366,1.079256,1.2242712,0.9368838,0.70209783,0.9533865,1.3641047,0.6433995,1.2111228,1.0092278,0.94976246,0.73694646,0.9856827,0.6713089,1.1719716,0.9942299,1.2446024,1.2789149,0.92552114,1.1309891,1.1143138,1.1953497,0.87328583,1.1573571,1.2107556,1.1929237,0.78384346,1.0225137,0.92994237,1.2831383,0.9194108,0.8363495,0.84827924,0.97613996,0.7466295,1.2661535,0.7845449,1.2431178,0.9653883,1.163413,1.0057927,0.96377295,0.96976,0.86313057,1.0584464,1.2661804,1.2822157,1.1929891,1.1739148,1.2176646,1.1452869,0.86039853,0.8596151,0.7124151,1.1988312,1.1848783,1.2954794,1.093751,1.0109321,1.1043402,1.104743,1.1663986,0.8432044,1.0763685,1.2171268,0.96502626,0.90957105,1.0659764,0.9905945,1.1112976,0.685898,0.8778328,0.819766,1.1687169,0.0,1.0003577,0.64505714,1.3520044,0.98140574,1.2443408,1.2761868,0.8534142,0.82677716,0.6968789,0.93829095,0.67699945,1.2665918,1.2859004,1.2577878,0.9674406,1.2899706,1.1170008,0.8007305,0.90436614,1.089353,1.3238702,0.82503235
sink,0.7806208,1.0879453,0.9044748,1.1180724,1.1193722,0.85967153,0.9976798,0.7714926,0.6229247,1.0151676,1.183099,0.56838137,0.71738327,1.3113643,0.90613604,1.2451679,1.189525,0.6436502,0.39967686,1.1767132,1.116198,0.7489353,0.5342902,0.7921934,0.43151015,0.7692697,0.82185024,0.7016315,0.88822925,1.046365,1.0330539,1.0006777,1.0609492,1.0993936,1.2224314,0.6192517,0.9917415,0.5385936,1.231135,1.1759915,0.89747274,0.91659874,1.177463,0.8574682,1.2233504,0.9245231,0.4702624,1.0584172,1.1241229,1.2194312,1.0059841,1.1231272,1.0052817,1.1533251,1.223784,1.1898897,1.1995858,1.2532461,0.7796154,1.16549,1.1529913,1.1332407,1.0049953,1.1696802,0.7957629,1.0969615,0.43950927,1.0783206,0.9938859,1.2737508,0.9984416,1.3223977,1.0435551,1.2722775,0.7395007,0.620331,0.96125746,0.94344926,0.6418381,0.71849954,1.20062,1.091559,1.2506695,0.9138477,0.91476774,0.73903215,1.112032,0.92675537,1.0933629,1.0917679,1.0586442,1.0919355,0.84487796,0.71472245,0.5930055,1.152127,1.2483872,1.2286965,1.1415529,1.2223182,1.1524111,1.0985727,0.9095475,1.0003577,0.0,0.8992715,0.6101111,1.2867169,0.99901456,0.7677525,0.9918684,1.0700859,1.1325107,1.2328248,1.2540911,0.6912277,0.9335556,0.8696785,1.2109456,0.6364035,1.1483686,1.1615727,0.9461026,0.6985253,0.6457903,0.9680783
slide,1.2991245,1.1613845,1.3373195,0.7015747,1.1845129,1.1438812,1.3706275,0.98983926,0.3512106,0.7381573,0.47365355,1.1943095,0.8794294,0.6404721,1.2762269,0.6757378,0.9119359,1.2928076,1.2929724,0.67262673,1.1826572,1.0316592,1.3020086,1.2486036,1.294642,1.1261941,0.9765946,0.86569893,1.3741128,0.91760874,1.2332001,1.2366915,0.9852028,0.5056523,0.9866318,1.4088163,0.3522436,1.3051157,1.0262802,1.1104071,0.704895,1.0897827,0.6529876,1.1165512,1.1429507,1.2957623,1.3399127,1.0779641,1.1355288,1.1688184,1.3769859,0.67090756,1.1894746,1.1539507,1.2151041,0.9224532,0.99637854,0.90165025,1.2908356,1.0819691,0.7009728,0.8555378,1.021326,0.6307372,1.2216294,0.7483137,1.2738295,0.9194948,1.124148,1.0292506,1.0040464,0.85164374,0.9661262,1.0885707,1.2773323,1.2823668,1.3368695,1.2407048,1.2097671,1.1897565,0.7221848,0.8010292,0.6948369,1.2131355,1.2233859,1.1902866,1.1859943,1.1472888,1.1933081,1.1626596,1.250453,0.80857843,1.1321162,1.2666292,0.97165316,0.8509487,1.1500716,1.008386,0.9465146,0.63510096,0.71145594,0.67514193,1.1390158,0.64505714,0.8992715,0.0,1.3498684,0.9358465,1.3134834,1.313666,0.6127275,0.82272214,0.58090115,0.82906723,0.55380446,1.3103423,1.301296,1.2858634,0.92335796,1.3032395,1.0983998,0.82734424,1.0622393,1.0922753,1.333549,0.6637244
slipper,0.6258709,0.7436946,0.4043277,1.2625356,0.90529335,0.7623329,0.70809,1.0377777,1.2900041,1.0419606,1.443542,0.5859307,1.172271,1.4668177,0.68616164,1.426435,1.3694048,0.5073028,0.51791453,1.4637904,1.0445561,0.8947214,0.68142843,0.69925743,0.38222885,0.7389114,0.8036788,0.94150555,0.51709026,1.2403483,1.0470623,0.83271635,1.1773,1.3673338,1.324571,0.16548872,1.4933192,0.4738866,1.2381115,1.1402887,1.3757569,0.9777236,1.3077828,0.68030345,1.0306714,0.35682046,0.39648592,1.1726,0.836796,0.81727505,0.8134506,1.4392722,0.55210274,0.875697,0.87492657,1.1368197,1.2799276,1.2087646,0.25485575,1.2086915,1.3491652,1.0293361,1.2097243,1.2718096,0.7072375,1.326134,0.35479707,1.0800134,1.0585895,1.3012602,1.22004,1.2990276,1.2888987,1.2649465,0.12188387,0.37210858,0.5360276,0.70029974,0.30594808,0.8340222,1.2068919,1.1015104,1.490411,0.8802256,0.85610914,0.7289758,0.9145575,1.0512804,1.0520978,1.0792329,0.77190876,1.329837,0.97419494,0.3363158,1.1585336,1.133725,1.210015,1.1426233,1.1670704,1.3952049,1.2299464,1.1144361,0.7016057,1.3520044,0.6101111,1.3498684,0.0,1.1295259,0.685708,0.6893661,1.2728502,1.3221596,1.2999706,1.2798363,1.6106256,0.4822771,0.30545676,0.25531173,1.2577214,0.3818221,1.0052669,1.4538682,1.0972645,0.85749227,0.13831484,1.3562046
sock,1.2081128,0.61021906,1.280044,0.7333101,1.1857028,1.2024399,1.1507962,1.1338302,0.9500678,1.0365745,0.79558945,0.97732306,0.94389194,0.8249834,1.296766,0.72671884,1.0624213,1.1774307,1.3994917,1.0249023,1.0049564,1.0386561,1.2048534,1.1149832,1.2400701,1.3223894,1.0968719,0.94250715,1.2640862,0.96507657,1.190301,1.029515,0.8936232,0.7386409,0.97497976,1.2778492,0.8773448,1.2927978,1.0184222,0.9152896,1.0626774,1.099716,0.71550393,1.0408888,1.0109903,0.9329405,1.2764199,1.047809,0.41528547,0.80281556,1.2313464,1.0022247,1.0437603,0.66531444,0.9339347,0.99578536,0.99598086,0.6405433,1.1487048,1.1442766,0.92135525,0.92233217,0.9379064,0.66794956,1.019124,0.9372576,1.3589895,0.69616413,1.0698937,0.94757986,0.9114052,0.5683556,1.0300736,0.966924,1.2264336,1.0325394,1.0488633,1.2347333,1.2808094,1.0924376,0.5355536,0.75219595,1.0305687,1.1785975,1.1729231,0.9097926,1.0313396,1.1506431,1.0745277,1.1609354,1.0344331,0.86184657,1.0833924,1.2417412,1.120462,0.8161382,1.0981053,0.9044886,0.9704838,0.73044217,0.71644014,0.80999804,1.061019,0.98140574,1.2867169,0.9358465,1.1295259,0.0,1.1853068,1.1801491,1.0412712,0.9143199,0.8421976,0.98209685,0.9260145,1.2783186,0.7877734,1.1891418,0.74752116,1.0240179,1.0844374,0.99480003,1.0864987,1.1113572,1.279321,1.0899218
soup,0.7447846,0.79176116,0.58093596,1.1825594,0.8604318,0.841763,0.48933542,1.1450427,1.2325393,1.1709666,1.4067158,0.89532185,1.1943396,1.3175372,0.861898,1.364953,1.213738,0.83678615,0.8302868,1.256231,0.9268532,0.96468425,0.7789522,0.7959873,0.7451949,0.91345274,1.0314355,1.1137586,0.7457011,1.1716293,0.6877383,0.7520555,1.0992779,1.3796403,1.1049232,0.7006262,1.3667527,0.7263259,1.1183201,1.0473207,1.2684623,0.8819251,1.260637,0.81509906,0.8821514,0.67542225,0.80156934,1.1033489,0.9048216,0.87957615,0.73793787,0.9890762,0.77585125,0.99129033,0.7245923,1.096131,1.0536443,1.1201174,0.7918438,1.117485,1.219661,1.125675,1.0532839,1.285148,0.9881593,1.2798655,0.78233564,1.0743881,0.8310568,0.9141317,1.0843091,1.1755587,1.2090299,1.006588,0.71241975,0.8912796,0.7521461,0.8680484,0.7310858,0.8883289,1.2648003,1.1324928,1.2732081,1.0080234,1.0188376,0.95842147,0.8236731,1.0399915,0.8541798,1.0116534,0.79769605,1.3375556,0.9673032,0.6859429,1.1552068,1.105273,0.94457746,1.0776286,1.0853589,1.3284729,1.2326443,1.1172663,0.9557647,1.2443408,0.99901456,1.3134834,0.685708,1.1853068,0.0,0.7696066,0.9745297,1.2980349,1.1951787,1.2000633,1.3708647,0.6338694,0.67624176,0.6446978,1.1733518,0.9032853,0.9540454,1.1802483,1.1280255,1.0065795,0.70927715,1.1832367
spoon,0.82658744,0.97397363,0.797266,1.1387057,0.9106937,0.79192376,0.7790234,0.9232233,1.2305402,1.1967715,1.4637861,0.6155846,0.874559,1.464747,0.80622315,1.3888249,1.2998413,0.79368055,0.7111618,1.3808889,0.9466552,0.8665632,0.6526153,0.7994565,0.59974515,0.79669666,0.94195175,0.83788514,0.7119147,1.2174085,0.7757255,0.9992878,1.0667506,1.3617206,1.2242311,0.51648146,1.3989801,0.63311124,1.202666,1.1591218,1.1517583,0.8250636,1.3198681,0.8559068,1.1718869,0.6977415,0.7096312,1.0858047,0.8927756,0.6692569,0.92471063,1.1450689,0.8186889,0.8145014,0.8144163,1.221532,1.0119183,0.9217943,0.8921815,1.1839914,1.0508881,1.231477,1.0175955,1.3096586,0.45611602,1.1390733,0.57884663,1.0381261,0.979458,0.99682766,1.0749521,1.2555351,1.0222844,1.1545135,0.8030212,0.81736416,0.7869072,0.7407781,0.8992908,0.721336,1.2839062,1.1590127,1.4183816,0.61845154,0.5580108,0.7882552,1.0391923,0.9245826,1.0209141,1.0171345,0.8576479,1.1319896,0.8099169,0.7358335,0.93732274,1.029096,1.1251808,1.1647328,0.8019543,1.3865657,1.2409899,1.224755,0.58827615,1.2761868,0.7677525,1.313666,0.6893661,1.1801491,0.7696066,0.0,1.165639,1.1263204,1.3664012,1.077939,1.38694,0.6708345,0.7491369,0.84065884,0.82016665,0.8118232,1.0111545,1.1668279,1.0598854,0.65883857,0.6365341,1.1997557
sprinkler,1.1417972,1.2021636,1.1307546,0.8249443,1.030157,1.092079,1.1117122,1.0543271,0.6491297,0.7735374,0.80645514,1.2435751,1.1497567,0.7931876,1.1114235,0.87098795,0.9428888,1.0694953,1.1648724,0.7934348,1.2707965,1.0097724,1.1678039,1.1630766,1.2360741,1.0153921,1.0268688,1.1289629,1.180171,1.0937573,0.90400904,1.181622,1.1313329,0.8994805,1.084568,1.2719507,0.62814504,1.0364432,0.9729134,1.0703396,1.0025594,1.0743287,0.9152569,1.0798218,1.0888559,1.2744757,1.2557073,0.9952181,1.1874287,1.15869,1.1014382,0.4189337,1.100783,1.1676507,1.008893,1.0618988,1.0648057,0.97741276,1.2041873,0.9568625,0.8202183,0.9499154,0.90975463,0.868493,1.247381,1.0218548,1.1889727,1.0558844,1.1152253,0.9007931,0.8374909,0.93878007,0.8456683,1.1086648,1.2302092,1.2607236,1.2237672,1.1270618,1.090361,1.224303,0.9431951,0.9499223,0.8138379,1.1279452,1.1889523,1.267585,1.2382691,1.164418,1.1495417,0.99692595,1.1499331,0.9075167,1.0411189,1.1548802,1.11935,0.939162,1.0089716,0.9952024,0.83434737,0.8699055,0.69584525,0.92057353,1.2585447,0.8534142,0.9918684,0.6127275,1.2728502,1.0412712,0.9745297,1.165639,0.0,0.8890419,0.716235,0.83934915,0.78347296,1.0697395,1.3511355,1.1947656,1.0304086,1.2822878,0.87119484,0.8837217,1.0703545,1.1184119,1.2131373,0.8992854
stroller,1.2010195,1.100278,1.3593255,0.871599,1.2091084,1.3185654,1.2680748,1.0528146,0.8155464,0.9946967,0.71137506,1.0720367,0.6157391,0.9742548,1.2845584,0.84338546,0.95759416,1.240883,1.2900109,0.8798325,1.2044439,1.0935462,1.2105215,1.1099318,1.2717862,1.0274471,1.0046637,0.59162074,1.3809373,0.6981391,1.3024057,1.2499228,0.8495726,0.6002571,1.006793,1.3472607,0.6606788,1.306682,0.94343996,0.91242,0.6642654,0.9978789,0.65632564,1.3149865,1.09303,1.2820189,1.2994527,0.87632984,1.1397576,1.1504457,1.2456251,0.85157454,1.2288514,1.1560102,1.2168541,0.88521624,1.05154,0.95012635,1.1981232,1.0445601,0.86113167,0.8002991,0.978073,0.6518411,1.1293911,0.50310344,1.2425562,0.9073932,1.1046038,1.0253557,0.9562,0.84868896,0.41451973,1.0356814,1.3587339,1.2832601,1.266398,1.197658,1.2903287,0.9180979,0.8606975,0.65856147,0.92326254,1.1186235,1.1514841,1.1466523,1.1360735,0.88866687,1.2126532,1.1943911,1.0767981,0.63179463,1.0139023,1.1739902,0.93801767,0.9186466,1.0166603,0.83262336,0.8971884,0.67839783,0.91311604,0.7274837,0.9508983,0.82677716,1.0700859,0.82272214,1.3221596,0.9143199,1.2980349,1.1263204,0.8890419,0.0,0.80718637,0.9149592,0.8085364,1.4140096,1.2902739,1.2755804,0.91838235,1.2848781,0.96382356,0.9032072,0.83124775,0.77683187,1.3080244,0.80989766
sweater,1.266182,1.0602515,1.2838806,0.5340673,1.1613232,1.2375424,1.3268617,1.1466788,0.7290468,0.7896253,0.6741029,1.0518208,0.9564676,0.6185773,1.3248084,0.76126057,0.95882016,1.2861762,1.2652873,0.8113392,1.2841902,1.053145,1.3545036,1.2790473,1.3429668,1.2195795,0.9832826,0.9751081,1.3911835,0.82101804,1.2079619,1.2253247,0.9259833,0.641165,1.0294966,1.4042238,0.7039656,1.3652967,1.0792098,1.1583109,0.85585743,1.1361327,0.48420042,1.2263482,1.0787487,1.202968,1.2739425,1.0736951,1.1523458,1.1948502,1.347305,0.6407407,1.0583707,1.1594794,1.1309916,0.8731713,1.1343848,0.8536333,1.2094196,1.090008,0.7968761,0.60948914,1.0633329,0.4382816,1.2336073,0.95545894,1.4200909,0.9404188,1.1469558,0.93780196,1.0022602,0.771311,0.9047845,1.0407689,1.2619903,1.1909388,1.0569781,1.28965,1.200553,1.1159183,0.51908326,0.5363519,0.7808142,1.2738628,1.283663,1.2492211,1.0969435,1.1537535,1.0933895,1.1884801,1.1426876,0.84095955,1.1653436,1.1737157,1.1616737,0.9321845,1.1238503,0.69761455,1.0079813,0.35467815,0.83221066,0.7057325,1.2371418,0.6968789,1.1325107,0.58090115,1.2999706,0.8421976,1.1951787,1.3664012,0.716235,0.80718637,0.0,0.79359496,0.68804526,1.3756244,1.2295755,1.2767096,0.9318431,1.2017095,1.2178328,0.804859,0.84018385,1.1718458,1.3370149,0.8169534
swing,1.1365129,1.2199365,1.0957093,0.8061361,0.88641953,0.96508586,1.1631097,1.0620815,0.965179,0.9541689,0.7939731,1.2652884,1.1424148,0.7124769,1.2042395,0.81166047,0.8686728,1.2202451,1.1044604,0.7861095,1.2138363,1.0170467,1.3187772,1.195297,1.3686849,1.1945176,1.1414808,1.2596903,1.1761268,0.9791602,1.0723194,1.174234,1.0265143,0.92108536,1.0584916,1.2513813,0.8144621,1.2423053,0.94383025,1.0216238,1.0096356,1.0417112,0.90174854,1.0847718,1.0718294,1.1941273,1.2285277,0.99275696,1.1211045,1.0178144,1.128367,0.7552041,1.0990133,1.0718108,0.91098213,0.97801054,0.987162,0.79868454,1.2928283,0.9611049,0.6092075,0.97335994,0.9556019,0.8995121,1.1403182,0.8954738,1.2743944,1.0550778,1.1457529,0.76455396,1.0071484,0.9672115,0.90255624,1.0401356,1.1925132,1.1917477,1.1788756,1.0930188,1.1811626,1.294774,0.86921525,0.9984707,0.75467694,1.0314524,1.0082608,1.3045033,1.1311013,1.1342725,1.0086498,1.0447276,1.146952,0.9648714,1.083567,1.1644886,1.1559594,0.9789816,0.9902704,0.9085418,0.62614614,0.78372097,0.8031113,0.97867006,1.1125724,0.93829095,1.2328248,0.82906723,1.2798363,0.98209685,1.2000633,1.077939,0.83934915,0.9149592,0.79359496,0.0,0.6194104,1.215895,1.2950588,1.2139238,0.645059,1.2078583,0.89140755,0.6416956,1.035763,1.1654254,1.2647486,0.91874516
table,1.3376398,1.302933,1.3885494,0.6690874,1.1652012,1.2739909,1.3533492,0.9286464,0.7370249,0.91140133,0.35778844,1.3713794,0.8395749,0.39084995,1.3505437,0.39428288,0.5762079,1.41455,1.19929,0.4583577,0.92871237,1.2030369,1.4231591,1.4030795,1.6258025,1.3023081,1.1890974,1.0992517,1.439259,0.93489033,1.1353229,1.1359197,0.8063444,0.562963,0.6551877,1.6332215,0.4188326,1.4437143,0.9225646,1.0220095,0.8138771,1.0772488,0.7043828,1.2864089,1.1307199,1.4599872,1.4676448,0.89500123,1.1912913,1.165972,1.2707705,0.71408576,1.3644545,1.1535462,1.1329763,0.9200007,0.6638999,0.7797313,1.488856,0.9191154,0.6997734,0.9643781,0.9101373,0.6772597,1.2961366,0.7660947,1.552495,1.035054,0.96504253,0.7728891,0.95835435,0.7387145,0.8918665,0.7098657,1.4885472,1.4043318,1.474092,1.2435224,1.3656982,1.3417621,0.7461768,0.9431659,0.430008,1.2007477,1.2234371,1.2525871,0.92764366,1.0979123,0.7172961,1.0999831,1.329181,0.76822656,1.0960472,1.432872,1.0452375,0.8262596,0.9286337,0.9246799,1.0071208,0.5933039,0.6575887,0.82920676,1.2018588,0.67699945,1.2540911,0.55380446,1.6106256,0.9260145,1.3708647,1.38694,0.78347296,0.8085364,0.68804526,0.6194104,0.0,1.3874469,1.5566554,1.4737933,0.85484403,1.4112521,1.0802816,0.33145475,1.0565113,1.4115592,1.5651264,0.7262009
tape,0.8108794,0.86250424,0.52820456,1.4495292,0.69178164,0.49751616,0.62233174,0.84990937,1.1526794,1.1487966,1.4407866,0.8979913,1.1881491,1.4309214,0.65276766,1.3232527,1.2605472,0.44733393,0.5438117,1.3645407,0.90967524,0.95775735,0.47480154,0.77894485,0.46673644,0.676839,0.9753888,1.0342455,0.3912335,1.2586844,0.7084004,0.8086032,1.2464403,1.4602056,1.1948423,0.4824443,1.3711505,0.3524016,1.1294264,1.0042344,1.3245516,0.97368693,1.4340272,0.4563297,1.0240382,0.7996944,0.6342828,1.1072918,0.90147066,0.883166,0.73996,1.1696254,0.8998568,0.90555906,0.8300872,1.2580057,1.0397933,1.3234835,0.5932225,1.0806952,1.3111756,1.236707,0.9126321,1.5135506,0.8341614,1.2218213,0.38788903,1.2568398,0.9554877,1.123222,0.96640867,1.301979,1.1894817,1.1137681,0.52576905,0.47497737,0.7365066,0.54532063,0.56587285,0.9204254,1.4023172,1.4360845,1.4187577,0.8400947,0.80907506,0.6957048,0.972891,1.0014096,0.8489343,0.8921468,0.7900061,1.2929455,0.9029085,0.6959657,0.957276,1.2592646,1.0826461,1.3756566,1.086712,1.5358098,1.0760554,1.3976444,0.8982774,1.2665918,0.6912277,1.3103423,0.4822771,1.2783186,0.6338694,0.6708345,1.0697395,1.4140096,1.3756244,1.215895,1.3874469,0.0,0.7373496,0.6165546,1.2436465,0.5093819,0.71813077,1.2556393,1.1584108,0.8028567,0.38471174,1.3107336
toe,0.77967346,0.4283558,0.63048714,1.0950865,0.9760948,0.82323635,0.7525723,1.2105486,1.2112132,1.1029096,1.4086503,0.646479,1.1730871,1.3225486,0.88902867,1.4424577,1.3802099,0.84282947,0.9155567,1.4413857,0.93870044,0.99576026,0.8324221,0.70000553,0.61799484,1.0112972,0.87842864,1.0010873,0.65765035,1.1981363,1.0166117,0.82800955,1.0721743,1.2988392,1.2069407,0.47018707,1.4644158,0.7748699,1.2543492,1.0711066,1.3163037,0.9332209,1.1567901,0.6013547,0.92979276,0.1472171,0.68926024,1.2125169,0.49643105,0.52312315,0.94259727,1.4044641,0.4326163,0.8029785,0.70779073,0.90279335,1.2080879,0.79555345,0.44318628,1.2520213,1.3077991,1.0514562,1.2106503,1.1204941,0.7203891,1.3054106,0.649907,0.7814194,1.0407586,1.1308212,1.226352,1.1213391,1.3557882,1.1533078,0.35920036,0.6742534,0.62367177,0.8456477,0.6728654,0.8754694,0.9449077,0.9866229,1.4290957,1.0428872,0.9724087,0.9004404,0.8538325,1.1215849,1.0050502,1.1664758,0.6908128,1.2939267,1.1056,0.48683417,1.1821446,1.0799977,1.1879584,1.0998,1.1886685,1.1932958,1.2273448,0.90583754,0.73538375,1.2859004,0.9335556,1.301296,0.30545676,0.7877734,0.67624176,0.7491369,1.3511355,1.2902739,1.2295755,1.2950588,1.5566554,0.7373496,0.0,0.39851576,1.0398784,0.71597546,1.1416316,1.4087154,1.1426086,1.0188353,0.49718636,1.3139207
tooth,0.6670301,0.79823345,0.48267823,1.2221695,0.90165776,0.83574104,0.6910693,1.0557674,1.2613707,0.9966305,1.344301,0.8614474,1.2269578,1.3596122,0.7688689,1.3914294,1.3287985,0.7379074,0.780989,1.3822494,0.9928814,1.0195566,0.83003557,0.7182657,0.5850178,0.8259163,0.8975086,1.036487,0.51012045,1.2121314,1.0165471,0.8369323,1.1284297,1.3050988,1.1654987,0.36437237,1.3973111,0.6435478,1.13622,1.0494359,1.2967293,0.9772831,1.2252365,0.7559942,0.9572582,0.44860178,0.6182798,1.1366193,0.958101,0.796075,0.80650145,1.3363316,0.48300773,0.95820284,0.79944104,0.9832587,1.2075813,1.1899935,0.35827255,1.1236356,1.2583094,0.9938391,1.2311,1.2049549,0.86110806,1.1990513,0.503065,1.1108453,1.0247307,1.2239776,1.2609129,1.2393858,1.2754767,1.1213183,0.23611784,0.60623705,0.63386893,0.77298105,0.47719616,0.9270265,1.1757525,1.0613179,1.3885988,0.99997264,0.97460836,0.9574236,0.7875017,1.0440161,1.0279465,1.0537181,0.8410789,1.326997,1.0612613,0.45028824,1.1950165,1.1320257,1.1262559,0.98881334,1.205891,1.2897986,1.2954568,0.9948132,0.69823956,1.2577878,0.8696785,1.2858634,0.25531173,1.1891418,0.6446978,0.84065884,1.1947656,1.2755804,1.2767096,1.2139238,1.4737933,0.6165546,0.39851576,0.0,1.2353077,0.636632,1.0310559,1.4044467,1.0827442,1.0014827,0.3553667,1.283776
