,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
jeans,0.6656793,1.4372344,1.1270599,0.54515123,1.3719945,1.4137467,1.2671664,1.274508,0.708375,0.44421226,1.2573385,0.8913239,0.42675602,0.6416596,0.4548337,1.1338738,1.4487411,1.4715762,0.9372382,1.4261023,1.2806844,1.2694778,1.2580575,1.0915384,1.0613513,1.226154,0.63439107,0.6062988,0.9419775,1.5025585,0.6448498,0.86921936,0.97846484,1.3932122,0.6799684,1.157659,1.4686033,0.6256037,1.4744705,0.92325217,1.0096202,1.0839641,0.8818264,1.0254774,0.34226596,0.9920427,1.4176179,1.1854516,0.8022981,1.0540458,0.8105318,1.1997375,1.3381042,1.0292239,1.4156215,1.1874071,0.6729435,1.1822107,0.9965315,1.4817495,0.69945514,1.047186,0.74001735,1.1724073,1.204596,0.916079,0.8519693,1.1964613,0.0,1.2760352,0.62068886,1.3667555,0.8268324,1.1572075,1.0550147,1.1791534,0.7241089,1.2512136,0.77763325,1.1597884,1.3411531,1.1830693,0.95881236,1.1665585,1.3747749,0.8328512,0.8429874,0.32109404,0.10015941,0.77228713,1.4043658,1.44929,1.1389687,1.1482856,1.0968733,1.1911724,1.4257421,1.3345406,1.099095,1.0709229,0.7319797,1.395335,1.1411675,0.85934496,1.1738331,0.38141644,1.3037919,0.2412622,0.7841731,0.20459032,1.4268179,0.6918507,1.0876901,0.44776005,1.3150712,0.83791,1.3606544,1.2711322,1.3019667,1.4028556,1.4466848,1.403511,0.7344265,0.36487508,0.6012275,1.4354734,1.0234733,1.244036,0.9545315,1.0703428,1.5305331,0.8346011,1.2811369,1.2579263,0.96158594
knife,1.2748988,1.0695003,1.1734496,1.0876696,1.0602423,0.9292072,0.8543395,0.743606,1.1171547,1.3046571,0.6458647,0.83106565,1.3656706,1.2311187,1.2748424,0.89110327,0.7585467,0.7625432,0.9628178,0.95159113,0.6246841,0.71388626,0.89097726,0.7689932,0.80436397,0.81340754,1.2138848,0.9404526,0.99060744,0.81082267,1.1865853,1.089612,0.8305777,0.98779577,1.1321201,0.9568566,0.53408056,1.2767494,0.73092955,1.169728,1.2366143,1.1996866,0.94079554,0.8288827,1.3381319,1.0662265,0.95688486,0.84820217,1.3054981,0.93281996,1.1476556,0.9167158,0.90271974,0.96147287,0.30854785,1.1589807,1.2225618,0.9485329,1.0037531,0.9202509,1.2708862,1.246942,1.0382735,0.9921652,0.9920032,0.61481786,1.2269342,0.89817584,1.2760352,0.0,1.0090199,0.7071923,1.0395061,1.0177666,1.134584,0.7972918,1.4067631,0.5127047,1.1921065,1.1278251,0.9902025,0.74392545,0.97573555,1.0760942,1.0706036,0.80489504,1.2940106,1.3716412,1.2505139,0.9749187,0.46511543,0.45933592,1.0061606,0.94887733,0.8223307,1.0288336,0.81992143,0.78625715,1.0206989,1.3003185,0.94312847,0.57232285,1.0073967,1.0410933,0.9251994,1.3341901,0.6555517,1.3841921,1.0423619,1.2460508,0.6019382,1.2528661,0.7549264,1.2348964,0.78261954,1.2520111,0.98837954,0.96379733,0.8380324,0.29423565,0.7022142,0.93628895,1.1106033,1.2375815,1.1881753,0.80627227,0.98474205,0.87337506,0.70562387,0.87571263,0.9333666,1.0481808,0.4094031,0.8566794,1.0507847
ladder,0.86319494,1.5972438,1.3076229,0.70686114,1.4464493,1.4473697,1.3780477,0.7970451,0.6621021,0.46791643,1.3563868,0.47519034,0.6873343,0.73087823,0.6589857,0.9000342,1.3792204,1.2743235,0.5911571,1.3918916,1.1458615,1.1693006,1.1743464,1.0647324,0.85418415,1.1284369,0.78790736,0.15148777,1.0421748,1.3316208,0.4552424,0.71102345,1.0294638,1.3826656,0.40889955,1.1964793,1.4795594,0.23677951,1.3395474,0.678544,1.0392588,0.9924906,0.5571714,0.5506791,0.6592954,1.158628,1.4342301,1.2351491,0.88031816,1.2503686,0.96969473,1.2092451,1.0696427,1.1232468,1.1830733,1.2424097,0.6547548,1.3702669,1.1739353,1.4185121,0.8758738,1.177311,0.91057575,1.2519693,1.1555924,0.65422666,1.1010058,0.99102163,0.62068886,1.0090199,0.0,1.1674836,0.9266429,1.0363933,0.97631717,1.049801,0.8850658,1.1038198,0.5824422,1.1500795,1.5035112,1.1770762,1.2101507,1.3034518,1.4979267,0.6795824,0.80924916,0.6306984,0.61747146,0.6957561,1.3985978,1.3566525,1.0916637,1.1954654,1.2795873,1.1003289,1.2125049,1.0846841,1.1022558,1.2772037,0.637431,1.0611811,1.1933082,0.5495097,1.0920082,0.7708019,1.227832,0.5854535,0.97806656,0.6993879,1.2961199,0.72822165,0.856907,0.5649756,1.4847486,0.6845752,1.468077,1.3817594,1.225709,1.1780728,1.2387956,1.4556284,0.5251163,0.5753098,0.46512645,1.4787841,1.2580003,1.405152,0.95509,1.128151,1.4713147,0.6547503,1.0215029,1.4206653,0.6732722
lamp,1.4668796,0.6998239,1.1007192,1.3277903,0.8299645,0.4500867,0.9685858,0.6945246,1.0698678,1.3441738,0.5255323,0.96989226,1.4005246,1.3552775,1.3501403,1.0617368,0.5244431,0.6521065,1.1337693,0.86088663,0.60010827,0.65768266,0.7332126,0.6490506,0.9494835,1.0410112,1.019809,1.0776525,1.1605102,0.4904318,1.173628,1.2720413,0.8666454,0.82301056,1.184571,1.0322102,0.5324773,1.3072358,0.56063926,1.1738945,1.0930052,1.2844331,0.89465606,1.0069236,1.4002193,0.9740529,0.699083,0.7552711,1.3011763,0.9361423,1.1176126,0.89121956,0.79379404,1.0287403,0.6009383,1.2868116,1.3432592,0.69780356,1.2413557,0.9133721,1.2503705,1.2037573,1.2165729,0.8386745,0.92951053,1.0094129,1.1323372,1.0238831,1.3667555,0.7071923,1.1674836,0.0,1.1266234,1.0363264,1.1812415,0.9364792,1.4996338,0.6110199,1.2212117,1.1341193,0.5561018,0.8453896,0.8685799,0.8136449,0.7389395,1.0041918,1.3207463,1.4455419,1.3349564,1.1886699,0.49440515,0.4996009,1.1251312,1.1661017,0.6631198,1.0873625,0.55669004,0.82143855,1.0605947,1.0907676,1.3248782,0.581141,0.7854285,1.1201175,0.87424684,1.2630076,0.92791647,1.4040387,1.2918314,1.3377179,0.5931444,1.239423,0.8541287,1.3082113,0.62281704,1.1131068,0.717631,0.8717549,0.72401947,0.6325896,0.67703676,0.7880799,1.3650175,1.2994984,1.2982132,0.64716524,0.9623207,0.72315145,1.1140708,0.9922311,0.9444433,1.2867125,0.59987456,0.67528427,0.68997216
leg,0.93025535,1.1366681,1.0162867,0.56362563,1.1919947,1.181261,1.2373334,1.1116061,1.0351138,0.91821575,1.0006361,1.028171,0.77108514,0.98941517,0.88186467,1.1031646,1.2044996,1.282356,1.0708153,1.0655384,1.0700568,1.0334147,1.0991874,1.0440127,1.0591244,0.98789465,0.95731395,0.92714167,0.79547817,1.2841603,0.9615305,0.9810718,0.87125176,1.1468285,0.97462225,1.0013537,1.1154897,0.9497064,1.200277,1.1429003,1.1742516,1.0887523,0.944125,1.0907601,0.7771187,0.87734437,1.1213553,1.0293921,0.93387455,0.6721064,1.0382857,1.0435045,1.1522251,0.7433982,1.102015,1.1609766,0.94865996,1.0414337,1.0214591,1.1594006,0.8514149,1.1664118,0.7791519,1.1179419,1.0735034,0.9189351,1.039721,1.0435668,0.8268324,1.0395061,0.9266429,1.1266234,0.0,1.0600086,1.0282834,1.0180554,0.9764943,1.0583736,0.9497182,1.0759997,1.1370163,1.0862843,0.6914918,0.88685215,1.1203774,1.0453207,1.0138154,0.8527303,0.7819269,0.98585343,1.1155982,1.1467731,1.0588137,1.0678601,1.0334241,1.0329764,1.2089969,1.2104236,1.0477116,0.91554475,0.9960122,1.1962433,0.898534,1.0238346,1.0494444,0.9033504,1.1924856,0.79051125,1.0061646,0.76557076,1.1996133,0.9702942,1.189337,1.0342301,1.0931668,1.0370512,1.1766834,1.1394712,1.0595438,1.1497046,1.137988,1.1117804,0.9970754,0.88197845,0.99473006,1.2696202,0.706376,0.9697969,0.9236629,1.0499371,1.2443392,1.084186,1.070018,0.9393172,0.99178296
meat,1.0162387,0.8991946,0.7512922,1.1301739,1.0505786,1.1200014,0.82939875,0.95019585,1.1795145,1.1916485,1.0454569,1.0458488,1.2288555,0.9241747,1.1177262,0.92288494,1.1083628,1.0231438,1.0357797,0.7585,1.1631849,1.0907854,0.9948532,1.0736808,0.8695922,0.88005483,1.1257182,1.0566114,0.7654606,1.1109108,1.2246144,1.0186213,1.0982159,0.9494352,1.0406498,0.6797596,0.99422,1.1681739,1.149718,0.82742405,0.99662614,0.9348997,1.2098459,1.0264393,1.1563325,0.99153197,1.0614965,1.0593295,1.0698898,0.96711427,0.9767422,0.83080435,0.8335825,0.94242585,0.96350026,0.8164392,0.83163255,1.01037,0.8078344,0.8550633,1.1098416,0.81882256,1.0234339,1.1277568,0.8174343,1.0720676,0.94897634,0.9895232,1.1572075,1.0177666,1.0363933,1.0363264,1.0600086,0.0,0.9289448,1.2488754,0.9850969,1.2155412,0.8375068,0.75301087,1.0523993,1.0610132,1.054785,1.0045732,0.8440335,1.2044853,0.99171966,1.2052932,1.1406192,1.0911305,0.9817123,0.9407853,1.1127641,0.67818534,0.98511505,0.35792816,1.0950841,0.78247166,0.82658625,0.8541842,1.1000198,1.075942,0.95918703,1.1590163,0.7824305,1.061248,1.101966,1.1240621,1.0365745,1.182005,1.0704283,1.2257044,1.1165974,1.0876052,1.0298492,1.0419985,1.0205337,0.907943,1.016046,0.96409565,1.000005,0.98717314,1.0109468,1.1209127,1.1099341,1.034043,0.99842024,1.0163791,0.9348911,1.1284578,0.9540803,0.99486226,1.1552641,1.0257442,1.1227746
melon,0.8340437,0.9303417,0.8958614,1.0427799,0.89745027,1.1545271,0.887066,1.1918218,1.0432146,0.94644564,1.3057464,1.1249378,0.92197275,0.93190265,0.95652235,0.93188137,1.1735206,1.0526506,0.9730201,0.8670294,1.2869804,1.1951771,1.1284744,1.2776242,1.0804937,0.84957594,1.1469247,1.070581,1.0727625,1.0655667,0.98977554,0.7744263,1.0731127,0.88812345,0.99093235,0.8992394,1.2341988,0.9375513,1.1696191,0.78567183,1.0702643,0.9183633,1.1331108,0.9864855,0.93518406,1.0877461,0.8935817,1.1511213,0.8745078,1.0726897,1.0215976,0.9854134,0.9879837,1.0188208,1.1191331,0.74886876,1.0504415,1.1966368,0.93458194,0.8443896,0.9291943,0.8831544,1.0922832,1.1051819,1.0681214,1.0963272,0.9942546,0.8762731,1.0550147,1.134584,0.97631717,1.1812415,1.0282834,0.9289448,0.0,1.007102,0.8027568,1.2795935,0.95911884,0.7853552,1.1545854,1.124413,1.1858773,1.0740508,0.9235667,1.0799663,0.7670753,0.92088526,1.0668931,0.98866856,1.274726,1.2247994,0.9396393,0.7682484,1.2995026,0.8346219,1.084232,0.93735355,1.0850364,0.74055666,0.8891594,1.1028413,1.0376396,1.0129188,1.1563503,1.0467556,1.1248796,1.0011928,0.8565204,1.0309626,1.2080278,0.94885904,1.0752248,1.0598229,1.1883289,1.0360905,1.0396178,1.0442966,1.0461757,1.0313576,1.1165817,1.0454208,0.8531818,1.0236906,0.9121228,1.0924006,1.0665456,1.1489929,0.9906629,1.0668124,0.9098859,0.857572,1.2768165,1.2128582,1.1155741
milk,0.9342884,1.1527537,1.2051011,0.983412,0.9298374,0.92580664,0.98845756,0.93195885,0.8096373,1.0243531,1.0389451,0.8614822,1.0017606,1.2062488,0.9945376,0.8563178,0.92233974,0.80916643,0.7844131,0.9810061,0.9309346,0.80119944,0.860801,1.0219083,1.1207123,0.8713534,1.1517645,1.0126703,1.1582625,0.91634727,1.0123111,0.9253737,0.9165406,0.997678,1.0061706,1.2111859,1.0478461,0.9473779,0.76813793,1.0487134,1.1403602,0.9503837,0.9153362,0.90072775,1.0942128,1.1546758,0.87621987,1.1589867,1.1300689,1.1335223,1.0051003,0.97591686,0.9867315,1.0356919,0.8572799,1.010072,1.1909758,1.2085507,0.9280479,0.9524571,1.0745286,1.1115369,1.0580791,1.0105263,1.0009327,0.9100023,1.0094789,0.6990409,1.1791534,0.7972918,1.049801,0.9364792,1.0180554,1.2488754,1.007102,0.0,0.9646394,0.7216973,1.249968,0.9939905,1.1724051,0.6263188,1.1075158,1.181218,1.1248244,0.8023999,1.1200174,1.0602633,1.1525612,0.80050534,1.0591694,1.0392549,0.7776194,1.1268108,1.1596458,1.066111,0.90731424,0.8544099,1.0274358,1.1347765,0.79920995,0.9419081,1.2624426,0.8176392,1.1853073,1.1771026,0.84014213,1.1670194,1.0037053,1.1233263,0.77400565,0.95565045,0.69873106,1.1116226,1.1683868,1.121629,1.1641308,0.9688089,0.83299303,0.8194593,0.8990363,1.0160861,1.0082848,1.1538043,0.9550084,0.9485615,1.1580285,1.090583,0.9376368,0.6226624,0.9443965,0.8766389,0.8461252,1.1701252,0.92402935
mitten,0.25600857,1.2417526,0.8286582,0.7041132,1.072149,1.3167548,1.0704927,1.3757606,0.83003795,0.621425,1.4479206,1.0123593,0.60000485,0.5685118,0.52319306,1.0178014,1.5351765,1.3391626,0.9307124,1.1599967,1.472553,1.447068,1.1694384,1.4882244,1.1489756,0.81871986,0.8714949,0.937382,0.8657326,1.4141276,0.90221524,0.7689774,0.96501654,1.2100503,0.79159725,1.0532243,1.566607,0.6574506,1.4855989,0.86440325,0.88633215,0.46660995,1.1669686,1.1118354,0.70612466,1.107928,1.1731936,1.3227618,0.7786107,1.0899006,0.7670107,0.8112451,1.242013,1.1052829,1.4248272,0.54350704,0.74561876,1.3707194,0.48999417,1.0850191,0.8247457,0.646902,0.74393463,1.1128806,1.1619881,1.1059629,0.6960771,1.0520679,0.7241089,1.4067631,0.8850658,1.4996338,0.9764943,0.9850969,0.8027568,0.9646394,0.0,1.3601613,0.8981169,0.85536087,1.3809881,1.0455538,1.1757668,1.1494334,1.1256592,1.1202316,0.4968068,0.5736084,0.8007729,0.7937093,1.58298,1.5845023,0.8992085,0.9744145,1.3883867,1.0002562,1.4370437,1.1909113,1.0595139,0.76298916,0.76863134,1.4636524,1.1642504,1.0173068,1.1852385,0.75975305,1.1783698,0.71791494,0.7423963,0.7710411,1.4044607,0.78162324,1.0715915,0.7641194,1.4526632,0.947338,1.4359299,0.99021316,1.2437519,1.3479872,1.255403,1.2228978,0.6270568,0.7935513,0.6859964,1.373548,1.131136,1.3150277,0.8687606,0.9041519,0.9749535,0.742241,1.5328894,1.4426539,1.1127985
mop,1.3043667,0.967158,1.152096,1.2092087,0.9266846,0.5422049,0.9824922,0.7504514,1.1151145,1.3070104,0.42080665,0.901037,1.3661805,1.2807336,1.2909102,1.1076753,0.69067454,0.77847254,1.0427129,1.0609282,0.2566384,0.60061646,0.8678818,0.5056426,1.0413284,0.90392107,1.0617518,1.042695,1.1723454,0.77157426,1.0582892,1.2555552,0.8942068,1.0320097,1.0996203,1.2042402,0.5868073,1.1907384,0.6305922,1.2453722,1.1040909,1.2253186,0.70655036,0.8591677,1.3456736,1.0091625,0.9465138,0.6784297,1.2840474,0.9987342,1.2070391,0.9338959,0.9009187,0.98319906,0.62995857,1.1954724,1.2794633,0.93824816,1.1533377,1.0503135,1.2724273,1.1983505,1.2013514,0.89020187,1.0145388,0.74921954,1.1099494,1.0681974,1.2512136,0.5127047,1.1038198,0.6110199,1.0583736,1.2155412,1.2795935,0.7216973,1.3601613,0.0,1.2531624,1.2197729,0.85694516,0.7168078,0.89014316,0.9911924,0.974795,0.7956259,1.2871212,1.3052112,1.1921351,1.1724114,0.6070192,0.6374397,0.9469349,1.1400138,0.68501574,1.2295665,0.64274645,0.9988473,1.0627536,1.2596456,1.1288042,0.67031777,0.84140617,0.8812814,0.99306506,1.188531,0.79184616,1.3430611,1.2700604,1.1904261,0.4925133,1.2013643,0.8648211,1.2580996,0.8165238,1.2000489,0.8571128,0.83639336,0.78625727,0.63240457,0.7196991,0.8736808,1.2095494,1.2577999,1.2913501,0.8323388,1.0257443,0.869129,0.94557464,0.78920615,0.9692046,1.2253367,0.25937223,0.83125985,0.761869
motorcycle,0.9132455,1.3038089,1.0892662,0.95290834,1.1975803,1.2940502,1.2701144,1.0223638,0.9767072,0.7974567,1.2521883,0.8540045,0.9417647,0.6607108,0.8729216,1.0264566,1.1914043,1.2026682,0.91401964,1.2293757,1.2044929,1.1561934,1.1634139,1.0750351,0.5558822,1.1726888,0.7706269,0.66912735,0.8917992,1.1891168,0.78454125,0.73456514,1.0334588,1.1844769,0.71655387,1.0110134,1.3099604,0.7083749,1.2222816,0.79148257,0.8462077,0.9995635,0.91099423,0.90836036,0.83298135,1.1212081,1.3064214,1.1480722,0.8954462,1.2140449,1.0247095,1.049407,0.9057303,1.0988587,1.3006778,1.0214822,0.60733104,1.2192904,1.0527889,1.112282,0.93326664,1.079452,1.0221828,1.1158109,0.93217355,0.7822381,0.99421746,0.9901033,0.77763325,1.1921065,0.5824422,1.2212117,0.9497182,0.8375068,0.95911884,1.249968,0.8981169,1.2531624,0.0,1.076668,1.2682885,1.2980524,1.2567596,1.1042979,1.2636018,0.9912742,0.75267243,0.7702751,0.7488227,0.97849935,1.2832241,1.275985,1.0866789,1.0720152,1.1192822,1.0217626,1.1680464,1.1694,0.81923103,1.1313025,0.75394326,1.0570054,1.0790032,0.8630927,0.8179311,0.6820595,1.1865394,0.71963096,0.89898086,0.8049438,1.2622328,0.94597626,1.0971874,0.8059226,1.2366643,0.5795543,1.1632494,1.2454312,1.1814038,1.2896738,1.0252444,1.2916738,0.5480342,0.7277695,0.87952715,1.2105055,1.1813793,1.2687702,1.0496271,1.2298391,1.1792648,0.9708467,1.1781548,1.2795334,0.9486328
muffin,0.85135174,0.8967184,0.8608146,1.0676601,0.88836455,1.0949199,0.74080855,1.0874258,0.88122386,1.0770802,1.2887156,1.1023406,1.048174,1.0229956,0.93001485,0.9340542,1.1766412,0.8918773,0.9372232,0.26950312,1.3089664,1.1907402,0.96814954,1.354179,1.1120844,0.8563012,1.1343722,1.1917322,0.80445087,0.87239933,1.1434553,0.887801,1.0122123,0.40978575,1.1091543,0.54039264,1.1976318,1.1226193,1.1311698,0.8755566,0.9249929,0.87811106,1.2562654,1.1515442,1.0827628,1.1933733,0.59704787,1.2457906,1.0541772,1.1620811,0.91409135,0.9838686,0.93913233,1.1598761,0.94307756,0.75649166,1.0363145,1.2795464,0.8747992,0.87048686,1.1378516,0.7900523,1.0417223,1.213409,0.9607121,1.1882205,0.88214314,0.7590298,1.1597884,1.1278251,1.1500795,1.1341193,1.0759997,0.75301087,0.7853552,0.9939905,0.85536087,1.2197729,1.076668,0.0,1.1801449,0.88086694,1.2910441,1.2307972,0.70778096,1.1223745,0.8307644,1.0834966,1.2030303,0.95335424,1.2565142,1.1398008,0.93232524,0.5100607,1.2589611,0.53073585,1.1308881,0.6411555,0.9427245,0.75189936,0.99931234,1.093421,1.250924,1.1345277,1.1310714,1.11408,0.9673047,1.1100943,1.0023977,1.1831069,1.1320301,1.1208013,0.9904743,1.04233,1.2432764,0.9816173,1.0586767,1.0053011,0.89961463,0.88246226,1.0291219,0.8986567,1.1063018,1.0873668,0.9468391,0.9657475,1.216336,1.2350081,1.0790342,0.9348097,0.8630208,0.7988993,1.3098896,1.2658596,1.1707677
nail,1.4285266,0.21340066,0.8400092,1.3874795,0.6122616,0.42616677,0.8269199,1.0005453,1.4171048,1.4623389,0.6016042,1.3766603,1.4090569,1.3073772,1.4573704,1.2009445,0.26641,0.7555065,1.4405856,0.7604134,0.7051562,0.73353773,0.9289228,0.73839164,1.0721393,1.0358597,1.1601948,1.4755144,1.1311563,0.58469033,1.3608001,1.397224,1.129258,0.70992255,1.4114623,0.83747077,0.24304664,1.5225718,0.43551052,1.2482108,0.92328537,1.2011702,1.2502227,1.3346698,1.3587521,0.7786719,0.66886663,0.6558406,1.1567429,0.7227706,1.1776096,0.86946946,0.8101013,0.9399258,0.88128996,1.094101,1.3497682,0.20055348,1.1315947,0.6597489,1.1380347,0.9730193,1.2514179,0.6238259,0.9618888,1.2688593,1.153258,1.2231269,1.3411531,0.9902025,1.5035112,0.5561018,1.1370163,1.0523993,1.1545854,1.1724051,1.3809881,0.85694516,1.2682885,1.1801449,0.0,1.0534959,0.6529311,0.51467097,0.5111454,1.3212441,1.2567663,1.4192331,1.353827,1.4273791,0.3068663,0.33184242,1.1613435,0.98711795,0.51502377,1.046586,0.55918837,1.0760301,0.9911796,0.8285977,1.5080223,0.8613056,0.63513947,1.4390771,0.749887,1.1604897,0.9060835,1.4143564,1.2328315,1.3569381,0.641334,1.2949988,1.2373736,1.3261182,0.15909511,1.1935614,0.27444148,0.73832154,0.8872774,0.92220616,0.73892295,0.56779027,1.4646442,1.4035738,1.4617311,0.5140036,0.66459405,0.2987764,1.1029373,1.1435778,0.6268453,1.5202341,0.7875936,0.25249815,1.1609246
napkin,1.0348866,1.0660093,1.2178425,1.1918485,1.032289,0.9139519,0.64017695,0.7457484,0.919448,1.140913,0.7032959,0.7531965,1.1727163,1.2167568,0.83662903,0.9869169,0.9433077,0.79529655,0.854123,0.7780893,0.7435061,0.7609035,0.7926761,0.7622174,1.0852315,0.9066124,1.08268,0.9927494,0.96742576,0.8935821,1.1561947,1.2081819,0.87464726,0.8727792,0.9860915,0.9263458,0.8569862,1.1132103,0.82948524,1.1767696,0.902343,1.024647,0.9547374,0.8370657,1.3114659,1.0175084,0.8543382,0.98144823,1.4132007,1.0295647,1.1269009,0.9493155,0.94521016,0.99016553,0.7398392,0.87655926,1.3370165,1.1068331,0.6332524,0.9417413,1.3991662,1.1474264,1.1306741,1.0237776,1.0357772,0.92649674,0.72908527,1.0388416,1.1830693,0.74392545,1.1770762,0.8453896,1.0862843,1.0610132,1.124413,0.6263188,1.0455538,0.7168078,1.2980524,0.88086694,1.0534959,0.0,0.9847912,1.0859789,1.0520165,0.92033833,1.2665917,1.2526002,1.1510801,0.89939606,0.8849567,0.86638796,0.9860124,0.8887472,0.7455945,0.98147625,0.8272236,0.8048079,1.1176953,1.2171043,0.78988594,0.76763797,1.0125797,1.015766,1.0843277,1.2650545,0.7585906,1.28369,1.0007945,1.0891876,0.7925827,1.2376282,0.76804847,1.2218252,0.9566432,1.1882814,1.0231191,0.7543071,0.7240087,0.7555288,0.8952185,0.85057634,1.1375732,1.1949823,1.1897283,0.8728785,1.048722,1.0208818,1.018423,0.09985936,0.90047395,1.0612462,0.7334076,1.0173886,0.94964164
necklace,1.2628787,0.8002251,0.92848045,0.89274883,1.1763669,0.8947091,1.0784655,1.0620075,1.1666799,1.2788881,0.6387329,1.2152749,0.8321629,1.173125,1.2069968,1.2746286,0.96123075,1.2206968,1.3131821,1.0367047,0.81104285,0.9322711,1.0665754,0.77798223,1.1993648,1.0956256,1.0652306,1.1635759,0.9199891,1.2007984,1.1883237,1.3222215,0.95341456,1.1071093,1.2826302,0.829667,0.7395555,1.2807629,1.01042,1.3272505,1.1121074,1.2388234,1.0426143,1.1968664,0.8947715,0.42027068,1.0659702,0.76435304,0.8752094,0.36398113,1.1663889,1.1095996,1.1415612,0.78261304,0.9965239,1.2734445,1.0484945,0.4363476,0.9624461,1.0579056,0.714207,1.1440402,0.7320488,0.75442314,1.0839747,1.0106816,1.1149577,1.2884691,0.95881236,0.97573555,1.2101507,0.8685799,0.6914918,1.054785,1.1858773,1.1075158,1.1757668,0.89014316,1.2567596,1.2910441,0.6529311,0.9847912,0.0,0.38696253,0.93781114,1.175498,1.2179005,1.0601401,0.915068,1.2043047,0.67663026,0.8098438,1.1970859,1.0537483,0.67777467,1.0752853,1.0575064,1.2206621,1.0149341,0.86575973,1.244391,1.2337091,0.54960835,1.231529,0.8470078,1.0651617,1.1583823,0.92144287,1.0832343,0.8949577,0.9912787,1.1212344,1.2390535,1.194103,0.6628498,1.2990265,0.8756952,0.8492623,0.9416102,1.0936704,0.97174495,0.96093047,1.22901,1.0091684,1.3075165,1.0921276,0.34254313,0.36631,0.8278992,1.0886892,1.224915,1.3267775,0.9358807,0.3248496,1.1151776
nose,1.2869809,0.62781215,0.88978976,1.1868029,0.88395125,0.779988,1.0500426,1.1081153,1.3425492,1.3802295,0.804144,1.2787318,1.1529411,1.1778488,1.3162005,1.2289844,0.8588486,1.0764842,1.3464937,0.9052857,0.90893376,0.907724,1.0476079,0.8402065,1.023189,1.0455347,1.1296034,1.282357,1.0303564,1.0034763,1.2866478,1.2269304,0.9583454,0.92139107,1.3274305,0.7441658,0.6804986,1.3491981,0.88921607,1.3325404,1.0169294,1.180932,1.1961362,1.2246494,1.1627839,0.36444867,0.8760812,0.7945127,0.94474036,0.5011984,1.212165,0.995764,1.0258178,0.8260985,1.0586771,1.0989941,1.0817575,0.39870197,0.9400517,0.7789339,0.8397038,1.0870596,0.9373675,0.6458914,1.025892,1.1296763,1.0591811,1.181482,1.1665585,1.0760942,1.3034518,0.8136449,0.88685215,1.0045732,1.0740508,1.181218,1.1494334,0.9911924,1.1042979,1.2307972,0.51467097,1.0859789,0.38696253,0.0,0.7659321,1.2456396,1.1395309,1.2380368,1.140814,1.3077412,0.6629812,0.8073205,1.1244987,1.0210435,0.7886011,1.082431,0.9610368,1.2399852,0.9249604,0.76730824,1.3168232,1.113917,0.40752614,1.3257878,0.7272018,1.1009372,1.0620284,1.1762843,1.0234936,1.1192893,0.964117,1.2016281,1.2929316,1.3161914,0.5587357,1.2475913,0.75937605,0.7380097,0.84620637,1.113976,0.75503385,0.8275741,1.1744024,1.1543694,1.4032986,0.8340018,0.42240793,0.41303194,0.9127393,1.1377069,0.9355752,1.392004,1.0145513,0.34994745,1.1937879
