,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
soup,1.2529302,0.8700247,1.1689702,1.1501418,0.86165166,0.7492846,0.9829837,0.848019,0.9090353,1.29004,0.79221714,1.0170348,1.1984874,1.204614,1.2644161,1.1299636,0.83125246,0.64933765,1.0707877,0.7268251,0.79736924,0.7302462,0.8777338,0.7781764,1.009201,1.0684062,0.9289124,1.1025243,1.0208509,0.66301197,1.1920456,1.0347232,1.0310216,0.7759663,1.1130693,1.0368466,0.906326,1.2208627,0.7412229,1.0783191,0.9261213,1.0939428,0.9195174,1.0168544,1.2980889,0.8994477,0.76476896,0.9525318,1.2135838,0.95813304,1.1347591,1.110683,0.9392439,1.0577075,0.83683646,1.1324655,1.1346045,0.93317425,0.99338603,0.9953754,1.159267,1.2521987,0.9386917,0.8688482,1.0623826,0.9256155,1.1355349,0.8382017,1.3019667,0.8380324,1.225709,0.72401947,1.0595438,1.016046,1.0461757,0.83299303,1.2437519,0.78625727,1.1814038,0.89961463,0.8872774,0.7240087,0.9416102,0.84620637,0.9493012,1.0288894,1.1416221,1.2808456,1.2440677,1.1265968,0.8705344,0.89766675,0.9542216,0.9664729,0.8889884,0.9472433,0.76459813,0.6865983,1.1263376,1.1270605,1.0328124,0.66487855,0.87928873,1.0402092,0.9361714,1.2690402,0.99699473,1.2972877,1.0956844,1.2085948,0.88859695,1.1349446,0.8093721,1.2351815,0.8920893,1.0353096,0.9171289,0.87132317,0.0,0.7681627,0.72116673,0.9792327,1.1663938,1.1950407,1.1909622,0.81110185,0.99990916,0.9040681,1.1086038,0.8337579,0.99572533,1.0518821,0.859612,0.8731005,0.8824583
spoon,1.2293164,0.9375777,1.1227188,1.1870375,0.8963505,0.84389544,0.72908366,0.75200033,0.9972513,1.332855,0.78213054,1.0684277,1.342116,1.2487023,1.3110833,0.9380102,0.746228,0.5019187,1.050346,0.7425355,0.7988796,0.7865917,0.84610945,0.91081685,0.9511539,0.8368419,1.2396317,1.0975926,1.0280838,0.57903194,1.197908,1.1250741,0.9085808,0.75247556,1.2115235,0.935115,0.6508565,1.3342171,0.71335334,1.0191185,1.1443963,1.1006501,1.0689389,0.977996,1.3651803,1.1544833,0.769599,0.97181374,1.2750797,1.077219,1.1234645,0.9113907,0.78570527,1.0334696,0.10985935,1.0215139,1.2885422,0.9844949,1.0589674,0.8652985,1.3066132,1.1450937,1.1348983,1.0538367,0.9501244,0.8334667,1.0802939,0.83702725,1.4028556,0.29423565,1.1780728,0.6325896,1.1497046,0.96409565,1.0313576,0.8194593,1.3479872,0.63240457,1.2896738,0.88246226,0.92220616,0.7555288,1.0936704,1.113976,0.91840345,0.86436486,1.2311995,1.374527,1.3956152,1.0922172,0.6025263,0.53714985,0.9814319,0.8775463,0.9406074,0.8556395,0.76246566,0.46690476,1.0138319,1.1594411,1.0712898,0.58436096,1.1157038,1.1229602,0.9254748,1.3514574,0.69273037,1.4243503,1.0776212,1.342714,0.537364,1.182801,0.6122452,1.2739525,0.83017343,1.2560506,0.9009141,0.9285023,0.7681627,0.0,0.67459655,0.86005056,1.2357281,1.3469782,1.1287419,0.74042696,1.1089906,0.96486413,0.91368324,0.8692447,0.80678874,0.90711564,0.623978,0.94919777,1.0387216
sprinkler,1.2816682,0.7951495,1.0757587,1.2610056,0.67985904,0.685737,0.9120616,0.9060947,1.2394665,1.4109508,0.7307479,1.0803889,1.4036819,1.2099457,1.3860646,1.0107645,0.64979064,0.7382754,1.1307316,0.8643993,0.735656,0.8147796,0.82328284,0.86065805,0.7531655,0.8823792,1.1956618,1.2211058,0.9543264,0.61512977,1.2553395,1.1379479,0.8436064,0.85790795,1.2020789,0.9695443,0.6239792,1.3337697,0.70854264,1.1024798,1.0500442,1.1499691,1.0626534,0.99632925,1.4201062,0.9323683,0.85543096,0.84329766,1.1982096,0.91140354,1.1615328,0.8671791,0.8136991,0.99847883,0.65031254,0.975247,1.1472697,0.8342756,0.99190295,0.55169994,1.2496315,1.1788096,1.0805436,0.88400966,0.91847986,0.99624985,1.1641631,0.88732195,1.4466848,0.7022142,1.2387956,0.67703676,1.137988,1.000005,1.1165817,0.8990363,1.255403,0.7196991,1.0252444,1.0291219,0.73892295,0.8952185,0.97174495,0.75503385,0.89686537,1.0244664,1.2223716,1.4136076,1.4459939,1.1844976,0.6215685,0.6051508,0.97733045,1.0540248,0.87738585,1.0553745,0.7771758,0.90941405,0.9732267,1.101181,1.1217415,0.6551422,0.8670263,1.1222721,0.8728796,1.2996519,0.7326072,1.4465952,1.016969,1.3583562,0.65766096,1.248573,0.9215034,1.3195238,0.71046245,1.0462896,0.77802193,0.8640225,0.72116673,0.67459655,0.0,0.93696225,1.1114743,1.3900092,1.3393576,0.6575011,0.9441389,0.746311,0.88179636,0.9301279,0.699286,1.271948,0.74404645,0.7658223,1.0302776
strawberry,1.2494509,0.44573897,0.8688395,1.3761115,0.5724945,0.5911454,0.77434856,0.9476886,1.3503263,1.4618511,0.76195705,1.2897453,1.3812,1.3145378,1.3599098,1.090485,0.57358706,0.82967865,1.2604911,0.7080283,0.8189176,0.6926005,0.76306295,0.8295821,1.1770935,0.84147304,1.3026764,1.3592603,1.1394836,0.62534636,1.3503242,1.2182341,1.1062822,0.59225833,1.3659878,0.9033716,0.4998104,1.4547758,0.5108136,1.2899591,0.98455316,1.0180185,1.2401164,1.210145,1.3175876,1.0203178,0.546771,0.7877873,1.1836135,0.82832015,1.0868361,0.8691287,0.8397212,0.96247166,0.8162593,0.90038013,1.3624005,0.7554891,1.0826033,0.6805775,1.2623197,0.931576,1.2295523,0.7615123,0.81090665,1.188585,1.0402086,0.94432193,1.403511,0.93628895,1.4556284,0.7880799,1.1117804,0.98717314,1.0454208,1.0160861,1.2228978,0.8736808,1.2916738,0.8986567,0.56779027,0.85057634,0.96093047,0.8275741,0.4890697,1.2025071,1.2381341,1.3362272,1.3761457,1.32247,0.6749697,0.68609035,1.0162492,0.91220665,0.78791547,0.91113156,0.75508904,0.97265655,0.918128,0.75359637,1.2630818,0.837052,0.8422463,1.3186518,0.80943716,1.2439517,0.64132196,1.3816423,1.1185808,1.3330333,0.55336225,1.3174096,1.1971215,1.3501735,0.5913708,1.2817152,0.6244414,0.77235854,0.9792327,0.86005056,0.93696225,0.0,1.3242136,1.2972329,1.3752534,0.5716449,0.8651332,0.6452981,1.0892261,0.886791,0.46862286,1.2889234,0.78478086,0.70201266,1.1902753
stroller,0.73894167,1.4530759,1.1550233,0.8596485,1.1860995,1.3511227,1.2534137,1.0600555,0.92119956,0.6418626,1.3273578,0.74677145,0.7292241,0.6030127,0.7142639,0.9581776,1.3680688,1.247922,0.7637133,1.3495476,1.2656336,1.208329,1.2222518,1.1456462,0.7476188,1.0516725,0.82926726,0.5352493,1.0303082,1.3341267,0.7251431,0.64287317,1.0467472,1.3698912,0.5006057,1.2312539,1.4749175,0.52959925,1.3390982,0.8064747,0.96686244,0.73909426,0.8734006,0.70264095,0.725021,1.1363542,1.3655424,1.2314589,0.83771574,1.2132177,0.9877025,1.0790441,1.0361032,1.151949,1.3012543,0.9736308,0.72380126,1.3593256,0.8660052,1.1298285,0.8284632,1.0611434,0.8922724,0.920798,1.089408,0.7008937,0.96680063,0.8953487,0.7344265,1.1106033,0.5251163,1.3650175,0.9970754,1.0109468,0.8531818,1.0082848,0.6270568,1.2095494,0.5480342,1.1063018,1.4646442,1.1375732,1.22901,1.1744024,1.4027225,0.8512759,0.7872911,0.6668693,0.7362069,0.87899256,1.4463038,1.4202994,0.96389216,1.1508799,1.2452385,1.1240709,1.3068609,1.1596361,1.0281878,1.1348985,0.38532907,1.0151032,1.095947,0.71200025,0.99225503,0.7706571,1.0575005,0.67592275,0.7391192,0.740534,1.3042355,0.84765875,0.9530307,0.7734895,1.3943696,0.8053013,1.3962076,1.35481,1.1663938,1.2357281,1.1114743,1.3242136,0.0,0.7059247,0.72717464,1.3445618,1.2149316,1.3332056,0.93773526,1.0109465,1.161953,0.76060164,1.2242079,1.4181848,0.9277039
sweater,0.7976675,1.462095,1.2129161,0.55915177,1.3329165,1.32724,1.3468835,1.134117,0.7185218,0.57799965,1.2649384,0.867381,0.42972523,0.7604059,0.6235411,1.0383452,1.3968302,1.3553565,0.8512994,1.365009,1.2257619,1.2390256,1.2547731,1.0835499,0.9884311,1.1982642,0.67268527,0.62701356,0.96491766,1.4167197,0.64983636,0.8289581,1.0267521,1.3465526,0.7966578,1.1650031,1.5117564,0.60563153,1.3850979,0.9149217,1.0062209,1.0485177,0.79760057,0.9192783,0.34957695,0.9751902,1.3105338,1.1847456,0.7476794,1.1340477,0.91753924,1.2945853,1.226891,1.1020373,1.3453362,1.2036526,0.524321,1.2533128,1.1007975,1.4279675,0.72775185,1.1096759,0.71810627,1.1458825,1.1556754,0.86776,0.92054623,1.1083417,0.36487508,1.2375815,0.5753098,1.2994984,0.88197845,1.1209127,1.0236906,1.1538043,0.7935513,1.2577999,0.7277695,1.0873668,1.4035738,1.1949823,1.0091684,1.1543694,1.3754711,0.83517003,0.8511155,0.31657386,0.32783878,0.7304286,1.4616745,1.4957025,1.0840572,1.1648808,1.2107506,1.1128944,1.3501313,1.195654,1.0746777,1.0800372,0.7028728,1.2777512,1.1136994,0.7612327,1.0909065,0.5605271,1.3340195,0.19119906,0.8990613,0.38334823,1.3628144,0.6708549,1.044613,0.58772105,1.4209672,0.76753587,1.3572028,1.3319814,1.1950407,1.3469782,1.3900092,1.2972329,0.7059247,0.0,0.66873586,1.4319043,1.100671,1.3397157,0.9692287,1.0878129,1.4922904,0.7633663,1.2619963,1.306534,0.94150656
table,0.6287205,1.4924288,1.2345653,0.59044814,1.2861385,1.3973124,1.297739,1.1903971,0.445917,0.2533586,1.5127897,0.69287753,0.46725023,0.6351236,0.4797359,0.7311799,1.4575796,1.1306989,0.5890216,1.289786,1.437008,1.4539758,1.2026011,1.4697776,1.0245947,1.1379745,0.7715607,0.5360754,1.0345238,1.2753533,0.56203425,0.64388436,0.9591416,1.2943926,0.59261894,1.2193568,1.5801872,0.41552627,1.4184973,0.5472509,1.1651336,0.94527143,0.8404833,0.80785,0.562658,1.2827863,1.2158029,1.2842257,0.76375544,1.3149173,0.5865042,1.1763923,1.3044536,1.1946614,1.1940408,1.1009784,0.6781799,1.4284966,1.198059,1.2703221,0.80282474,1.0947474,0.8195313,1.3334451,1.2440848,0.8983225,0.93348056,0.9281556,0.6012275,1.1881753,0.46512645,1.2982132,0.99473006,1.1099341,0.9121228,0.9550084,0.6859964,1.2913501,0.87952715,0.9468391,1.4617311,1.1897283,1.3075165,1.4032986,1.3822857,0.764531,0.67008686,0.49882656,0.6673452,0.3823011,1.5262178,1.4384189,1.0376863,1.1373322,1.5754899,1.0064698,1.3721089,0.8114148,1.1281672,1.115793,0.76466984,1.2849259,1.3645804,0.65299046,1.4396122,0.7146906,1.2220228,0.5679432,1.0160216,0.71364474,1.4181528,0.54092884,0.7125921,0.4523362,1.5625417,0.5536661,1.4503026,1.4673903,1.1909622,1.1287419,1.3393576,1.3752534,0.72717464,0.66873586,0.0,1.4100065,1.3652997,1.5116028,0.97736126,1.1139057,1.3867295,0.32820654,1.4213891,1.5326078,0.8134556
tape,1.3827801,0.44261903,0.8898469,1.5001051,0.36560595,0.5283438,0.60369897,0.7734153,1.2530842,1.4902487,0.69318163,1.1574839,1.5157288,1.4456527,1.3967705,0.8900529,0.41003895,0.3893236,1.1488448,0.7392523,0.7144083,0.48179042,0.7923017,0.6919821,0.95846695,0.9620308,1.4373355,1.3494465,1.2235545,0.43057227,1.4683895,1.0298357,1.0389535,0.5994097,1.3784748,0.9499465,0.41477716,1.5047019,0.38961637,1.2420307,1.0367882,1.139381,1.3196447,1.1172222,1.4696171,1.005556,0.5252477,0.7799143,1.3478835,0.96112967,1.2127922,0.8934339,0.80412555,1.0523131,0.769496,0.8892278,1.4165497,0.69442743,1.0055714,0.44548613,1.390982,0.9615904,1.3799112,0.79036945,0.8780277,1.2586017,1.0536153,0.7861772,1.4354734,0.80627227,1.4787841,0.64716524,1.2696202,1.034043,1.0924006,0.9485615,1.373548,0.8323388,1.2105055,0.9657475,0.5140036,0.8728785,1.0921276,0.8340018,0.50488144,1.1591228,1.3377383,1.4956391,1.4696376,1.308338,0.5034248,0.48413604,1.0283126,0.85692644,0.62801516,0.99920285,0.5202487,0.7613157,0.86908346,0.97682655,1.2837086,0.6228229,0.8666421,1.2717826,0.9609439,1.3142359,0.60442054,1.5530522,1.0512736,1.4157152,0.5261679,1.4067023,0.94460136,1.3813115,0.4762208,1.2227399,0.4829198,0.67750096,0.81110185,0.74042696,0.6575011,0.5716449,1.3445618,1.4319043,1.4100065,0.0,0.9810595,0.64833504,0.9943351,0.9449352,0.42695194,1.2028184,0.7026321,0.67541593,1.2842988
toe,1.2620437,0.68791735,0.7773985,0.88896143,1.0405476,0.97285604,1.0160937,1.1025465,1.29658,1.3276753,0.8101661,1.2849842,1.0262474,1.1823636,1.2789322,1.2289143,0.96642077,1.1917807,1.3627429,0.9061065,0.9326173,0.87180984,1.1007442,0.8376231,1.1726012,1.0141224,1.2014892,1.2176613,0.7789593,1.1781727,1.2897838,1.2821857,1.0600622,0.97777665,1.2957654,0.72126335,0.74858564,1.3607047,0.9892226,1.3288088,1.056251,1.0887481,1.1777495,1.2363927,1.0384284,0.49589497,0.90027803,0.8426721,0.9553073,0.12381673,1.2284434,1.084849,1.1107767,0.31297648,1.0016025,1.1648221,1.0664328,0.547382,0.77138925,0.8917508,0.8530321,1.0435017,0.6572817,0.8278597,0.97308075,1.1138991,1.1835064,1.2163959,1.0234733,0.98474205,1.2580003,0.9623207,0.706376,0.99842024,1.0665456,1.1580285,1.131136,1.0257443,1.1813793,1.216336,0.66459405,1.048722,0.34254313,0.42240793,0.8229312,1.3023489,1.2136636,1.1707981,1.0050598,1.2363892,0.7141721,0.8178022,1.2035531,0.93552655,0.74705195,1.0648177,1.0076463,1.2551737,0.92972887,0.7678361,1.2996414,1.1910002,0.63037175,1.3334455,0.8486254,1.1187931,1.1133503,1.0875561,0.80931056,0.96785825,1.0454341,1.1648194,1.3191042,1.2486417,0.57025754,1.2448455,0.8689634,0.8018049,0.99990916,1.1089906,0.9441389,0.8651332,1.2149316,1.100671,1.3652997,0.9810595,0.0,0.42274505,0.7391466,1.1654365,1.0224638,1.3698988,1.0014728,0.4304325,1.2476776
tooth,1.4014189,0.43143415,0.8199094,1.2835332,0.81497097,0.74042946,0.8867786,0.9778543,1.4395553,1.5096405,0.6394904,1.3937182,1.2937614,1.2353582,1.4293747,1.1986636,0.52182657,0.9953382,1.4829258,0.8367276,0.76891685,0.7215402,0.9229099,0.7255484,1.1355606,1.1205951,1.274461,1.3739033,1.0863603,0.80806446,1.3899064,1.3624063,1.0914803,0.80430675,1.4308994,0.72187245,0.35284042,1.498886,0.65298736,1.3225207,0.9410291,1.2173336,1.2322824,1.3024951,1.2925992,0.5425867,0.854452,0.74689615,1.0613608,0.45326394,1.2862277,0.8910987,0.88178086,0.85220945,0.86815405,1.1436219,1.2687193,0.26053298,0.9588514,0.69882596,0.9862151,1.015458,1.0386108,0.64209807,0.94143033,1.126018,1.2521508,1.2242169,1.244036,0.87337506,1.405152,0.72315145,0.9697969,1.0163791,1.1489929,1.090583,1.3150277,0.869129,1.2687702,1.2350081,0.2987764,1.0208818,0.36631,0.41303194,0.6923692,1.3323076,1.2362345,1.372302,1.2383476,1.4011705,0.35355228,0.4486652,1.1447543,0.98948264,0.5427778,1.0645198,0.7501509,1.1498929,0.93630695,0.87378883,1.3809147,0.9832689,0.58665556,1.4236931,0.6504225,1.1468441,0.9036439,1.3115036,1.0605133,1.245187,0.70643467,1.323623,1.3298566,1.3400518,0.28413188,1.3518866,0.5259967,0.67546743,0.9040681,0.96486413,0.746311,0.6452981,1.3332056,1.3397157,1.5116028,0.64833504,0.42274505,0.0,0.8537587,1.1534019,0.7686405,1.5160758,0.7791339,0.1773448,1.2592995
toothbrush,0.97808653,1.0485332,0.9483267,0.7224608,1.0761673,1.2104003,0.8934156,1.1112041,1.0493568,1.1285659,1.0542703,1.0784515,0.8507808,1.1387104,1.0474337,0.89459634,1.1237566,1.1598206,1.0557035,1.1147127,1.0656861,1.0535253,1.0436628,1.1501861,1.0565227,0.80466247,1.2027779,0.96204185,0.7970739,1.2415487,1.1275053,1.0022179,0.81441927,1.1895726,1.1139292,0.89636236,0.90191513,1.0904427,1.091395,1.0862968,1.2102071,0.9906874,1.1086718,1.1406944,0.9087391,0.9063314,1.1312485,1.1189601,1.0701292,0.6268022,1.0018016,0.94974935,0.98349303,0.914322,0.9743279,0.9021155,0.70704895,1.0175263,0.6700152,0.676844,1.0432668,1.096046,0.4858495,1.056336,1.0547587,0.9807802,1.1528413,1.0282797,0.9545315,0.70562387,0.95509,1.1140708,0.9236629,0.9348911,0.9906629,0.9376368,0.8687606,0.94557464,1.0496271,1.0790342,1.1029373,1.018423,0.8278992,0.9127393,1.0975221,1.1484053,1.0700606,0.94448394,1.0176754,0.8481513,0.8123853,0.8391564,1.1280946,0.81943923,1.0667329,1.0129458,1.065615,1.0911735,0.9303594,0.90802,0.9933717,1.2023922,0.993765,1.0398229,1.0189637,1.0906415,0.9306556,0.98890615,0.94336575,0.9515153,0.9923965,1.0450716,1.1159835,1.0149674,1.0508693,1.1585095,1.1943635,1.0161649,1.1086038,0.91368324,0.88179636,1.0892261,0.93773526,0.9692287,0.97736126,0.9943351,0.7391466,0.8537587,0.0,1.0584152,1.0063858,0.9235264,0.9703548,0.9565565,1.1702318
towel,0.878813,1.1357181,1.2565484,1.1780994,0.9514263,0.97528744,0.679173,0.8245393,0.9409555,0.9930985,0.8244228,0.7949248,1.0446209,1.1398014,0.7038842,0.95735115,0.9985223,0.8608147,0.84555,0.9388904,0.8172941,0.8552444,0.8650713,0.86339295,1.0972735,0.88101035,1.030021,0.9688077,1.0755163,0.95715874,1.0448867,1.0974901,0.8654234,0.9813058,0.9206584,1.1060637,0.9689525,0.97950333,0.8939495,1.0854485,0.96221375,0.95936733,0.92668086,0.85466605,1.1704042,1.0579648,0.9522588,1.0406257,1.3140912,1.1627648,1.0706408,0.95643103,0.97574866,1.0151001,0.8831752,0.8095818,1.2714852,1.2060025,0.7207579,0.9275617,1.3127098,1.1357977,1.15697,1.0217118,1.0173603,0.9077678,0.6355649,0.97623235,1.0703428,0.87571263,1.128151,0.9922311,1.0499371,1.1284578,1.0668124,0.6226624,0.9041519,0.78920615,1.2298391,0.9348097,1.1435778,0.09985936,1.0886892,1.1377069,1.1114146,0.89184046,1.1862776,1.0481467,1.0305341,0.907245,1.0411546,1.0155842,0.96256644,0.98851067,0.8940761,1.0359966,0.9198401,0.9293694,1.1158386,1.2040215,0.65763426,0.8270184,1.0578243,0.95870626,1.1383873,1.1594723,0.7779905,1.1594582,0.8764819,0.9503438,0.8546548,1.1169702,0.8529129,1.1526568,1.0487984,1.1476072,1.0857207,0.87624556,0.8337579,0.8692447,0.9301279,0.886791,1.0109465,1.0878129,1.1139057,0.9449352,1.1654365,1.1534019,1.0584152,0.0,0.8746548,0.9937527,0.7979618,1.1438371,0.9527698
toy,1.0659062,0.430874,0.65182716,1.5222373,0.34308708,0.7438396,0.5026978,0.9772455,1.4816574,1.4505923,0.96212023,1.2774787,1.4696549,1.311066,1.3936002,0.8806063,0.53802794,0.776474,1.2051718,0.67738414,0.9604921,0.75353086,0.7905712,1.005177,0.9234822,0.7240262,1.4401963,1.4405103,1.1536949,0.573202,1.4607835,1.1007171,1.1774659,0.56998503,1.2812176,0.92174405,0.5295899,1.4338516,0.5880283,1.1993148,0.8011421,0.5993062,1.41287,1.2277213,1.4210563,1.1207024,0.60066515,0.99249864,1.2496189,1.0161957,1.0604002,0.7576653,0.6978945,0.9834531,0.86050963,0.47812885,1.3793746,0.87318546,0.7738111,0.3319332,1.3571807,0.67828244,1.3518541,0.76906055,0.78005064,1.306184,1.0802948,0.8662771,1.5305331,0.9333666,1.4713147,0.9444433,1.2443392,0.9540803,0.9098859,0.9443965,0.9749535,0.9692046,1.1792648,0.8630208,0.6268453,0.90047395,1.224915,0.9355752,0.5194326,1.3009305,1.118845,1.4115744,1.5729465,1.3640349,0.70551825,0.6429368,0.83992684,0.78981614,0.8866119,0.9025035,0.65263456,0.9981081,0.8172476,0.7787343,1.1973839,0.66511065,0.9888367,1.3182333,0.83056206,1.3348656,0.48306632,1.5720385,0.9401948,1.5002189,0.65698934,1.395499,1.215301,1.3485038,0.560105,1.2238905,0.5833569,0.56205136,0.99572533,0.80678874,0.699286,0.46862286,1.161953,1.4922904,1.3867295,0.42695194,1.0224638,0.7686405,1.0063858,0.8746548,0.0,1.2645073,0.855604,0.8122781,1.3338815
tray,0.75553834,1.4335976,1.2008482,0.7215718,1.2101221,1.3174213,1.1309843,0.90055674,0.40600818,0.52619565,1.433895,0.70524704,0.5891274,0.8615193,0.61298376,0.48825085,1.4382044,0.8127136,0.43310374,1.1277994,1.3262101,1.2982961,1.1963639,1.3638301,1.0399878,1.0566792,0.9407191,0.6736014,1.0708663,1.1735805,0.7233294,0.60504234,0.9631289,1.1661769,0.80551064,1.1238062,1.5249888,0.5210876,1.2801493,0.63847667,1.2564588,0.9446291,0.8599709,0.65340304,0.7937,1.2078834,1.103482,1.2368404,0.9065452,1.2936189,0.6988257,1.1260834,1.2375458,1.2207365,1.0117025,1.0692087,0.6681067,1.4967668,1.1058764,1.0432359,0.97567165,1.0913361,0.79321176,1.3073108,1.2032583,0.9444896,0.89438164,0.75361896,0.8346011,1.0481808,0.6547503,1.2867125,1.084186,0.99486226,0.857572,0.8766389,0.742241,1.2253367,0.9708467,0.7988993,1.5202341,1.0612462,1.3267775,1.392004,1.277201,0.71194464,0.8297561,0.6893788,0.8722978,0.43815994,1.4782779,1.3871312,0.9571119,1.0042123,1.506309,0.8442992,1.3539171,0.49409264,1.1130593,1.1100981,0.6342997,1.118524,1.3014401,0.57733583,1.4339585,0.9448535,1.1958399,0.80214447,0.94902265,0.8700675,1.3191435,0.68123096,0.52295125,0.68719,1.5660329,0.798639,1.4179363,1.3661631,1.0518821,0.90711564,1.271948,1.2889234,0.76060164,0.7633663,0.32820654,1.2028184,1.3698988,1.5160758,0.9235264,0.9937527,1.2645073,0.0,1.332834,1.5386852,0.9361439
vacuum,1.4656568,0.9185494,1.1909083,1.3238072,0.9085783,0.6459987,0.870644,0.53673655,1.2690612,1.390036,0.4232602,0.8741351,1.47261,1.3905375,1.37336,1.0658475,0.46288288,0.78576505,1.0874112,1.0724453,0.16381711,0.3897851,0.8267065,0.33096528,0.94812846,0.9121107,1.1459225,0.94841397,1.2472178,0.71537185,1.0070412,1.2519226,0.97627765,1.0252957,1.0836539,1.1921126,0.4142661,1.1908118,0.42784357,1.2589803,1.0861691,1.2522035,0.61991346,0.83178097,1.3832556,1.0023036,1.0273334,0.6164998,1.356703,0.9931026,1.3058658,0.95599073,0.7193604,0.938545,0.60367006,1.2295731,1.3074231,0.83313346,1.2373228,0.9765281,1.3369408,1.2298168,1.2895752,0.8466811,0.9586952,0.7796678,1.2310276,0.9962303,1.2811369,0.4094031,1.0215029,0.59987456,1.070018,1.1552641,1.2768165,0.8461252,1.5328894,0.25937223,1.1781548,1.3098896,0.7875936,0.7334076,0.9358807,1.0145513,0.97259766,0.7750816,1.4361606,1.369167,1.1947713,1.2885706,0.45893562,0.48943603,1.016509,1.1295403,0.5349567,1.1960996,0.5139583,1.0379747,1.035473,1.3189015,1.1090821,0.5201382,0.83581805,0.8410921,0.78361994,1.2513528,0.69637245,1.3923285,1.2110507,1.2027696,0.3631022,1.2831271,0.99144167,1.2867184,0.65324074,1.2343564,0.75678945,0.84817433,0.859612,0.623978,0.74404645,0.78478086,1.2242079,1.2619963,1.4213891,0.7026321,1.0014728,0.7791339,0.9703548,0.7979618,0.855604,1.332834,0.0,0.73325694,0.7718291
watch,1.4782801,0.42641407,0.8557086,1.2757477,0.860397,0.7014213,0.8669247,0.8985086,1.4785047,1.4976871,0.5085989,1.3501331,1.3297622,1.3216707,1.434606,1.2181997,0.47338402,0.99554783,1.444708,0.8517685,0.6563074,0.7054641,0.91804034,0.624442,1.089655,1.0962267,1.208984,1.3849372,1.0634464,0.81696737,1.3978567,1.3808966,0.9878078,0.83949333,1.4235342,0.74922407,0.28886068,1.5148567,0.64081585,1.3769114,0.96862733,1.241148,1.2129625,1.2947924,1.3140206,0.44339883,0.87919265,0.5805206,1.1018282,0.5016352,1.2592375,1.0273015,0.9286168,0.8107648,0.8247006,1.1731324,1.2835312,0.12722719,1.0620905,0.7812104,0.9677277,1.0647799,1.0774273,0.58461666,0.9453625,1.1310533,1.1840678,1.2502544,1.2579263,0.8566794,1.4206653,0.67528427,0.9393172,1.0257442,1.2128582,1.1701252,1.4426539,0.83125985,1.2795334,1.2658596,0.25249815,1.0173886,0.3248496,0.34994745,0.6834227,1.2921506,1.3458686,1.4193987,1.2433538,1.4273442,0.29406255,0.38999033,1.1891154,0.98825586,0.4551252,1.0690554,0.6881963,1.206128,0.9555425,0.90012723,1.4397495,0.91802317,0.49790776,1.4425676,0.66399056,1.229657,0.9099456,1.3249929,1.1217881,1.2611811,0.740842,1.2987311,1.359513,1.3113446,0.22755277,1.2987547,0.47508335,0.7042688,0.8731005,0.94919777,0.7658223,0.70201266,1.4181848,1.306534,1.5326078,0.67541593,0.4304325,0.1773448,0.9565565,1.1438371,0.8122781,1.5386852,0.73325694,0.0,1.2505386
