,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,cat,chair,clock,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,face,finger,flower,foot,fork,frog,glasses,glove,gum,hair,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,mitten,mop,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,plant,plate,purse,refrigerator,scissors,shirt,shoe,shovel,sink,slipper,soap,strawberry,sweater,table,tape,toe,toothbrush,towel,toy,tray,vacuum,watch
gum,0.9426314,0.72149825,0.62562793,0.9709875,0.9099723,0.84429866,0.99856377,1.1741903,1.271985,1.0677489,1.2115347,1.1916027,1.2657968,0.9946774,0.66041267,0.8486663,0.56206894,1.2020564,0.9328715,1.0771115,0.9440647,1.2347494,1.0658761,1.3453622,1.4214293,1.1025202,0.72433054,1.408752,0.6659514,0.82804275,1.2788216,0.6716665,0.5856903,1.2638154,0.8932724,1.0972749,1.1782144,1.2202952,0.5305071,1.1322596,0.91375077,1.102267,1.236348,0.6547787,0.8279766,0.84891725,1.0102199,0.0,1.164188,0.98010665,1.0989659,1.1757023,1.2894521,1.0928748,1.3480333,0.9705289,1.3477284,0.73615074,1.194192,1.0762763,0.7247276,1.0540956,0.8237213,1.1741114,0.69713974,1.2704146,1.069751,1.4116598,0.7226374,0.92404425,0.8296466,1.281506,1.160167,0.5256924,0.86761844,1.091881,0.8566076,1.2743886,1.0544642,0.9356347,1.1555877,0.87367916,1.1059979,0.83281386,1.3138579,0.91309106,0.5009614,1.0666926,1.3382326,0.99118584,0.6125125,0.84645367,1.1867198,0.92305243
hair,1.1661187,1.1026895,1.1120559,0.89152855,0.96276206,0.9661975,0.9382033,1.0397909,1.0094849,1.0466598,0.9816911,0.85103804,1.048352,1.0887221,1.1573339,1.0633857,1.2211674,1.0797186,0.84481156,1.1155409,1.0209343,1.1146778,0.9966589,0.91905344,0.95880747,0.99116474,1.1143667,0.9101286,1.1153727,1.1551054,1.0402027,1.1504867,1.217886,0.89917916,0.9798401,1.1574566,1.0760573,0.7786823,1.1278758,0.4600879,1.0297942,1.0255209,0.68954015,1.1550596,1.1245193,0.96497536,1.1000345,1.164188,0.0,0.85039055,0.8204141,0.90882117,1.0001292,0.92443526,0.87094635,1.1239793,0.9399519,1.2015283,0.87551916,0.96418035,0.9857989,1.2304649,1.2008873,0.70967764,1.1132176,0.9773581,0.8992854,0.86851585,1.2653147,1.2254634,1.2462493,0.99719065,1.0265896,1.312674,1.0749221,1.0265083,1.1243402,0.7464676,0.99991614,1.1964351,1.179718,0.97971743,1.1287678,1.037545,0.7509744,1.0174811,1.2692599,0.8080491,0.8353469,1.274535,1.2257808,1.0706371,1.1276455,1.0807048
hand,1.0768844,0.90951824,0.7690586,0.79319036,0.9398181,0.71279204,0.91240376,1.1543165,0.9877996,1.19688,1.1648383,1.0656629,1.081099,1.1039994,1.0051111,1.1698236,1.0490266,1.1004215,0.8814411,1.0603518,1.1387864,1.1443665,1.1701413,1.0666268,1.0914645,1.0859563,1.1362926,1.1556593,0.90258306,1.1138374,1.2044767,1.1864281,0.9861524,0.7038549,0.6711451,1.1150867,1.0482606,1.074523,0.91368,1.00373,0.3566879,1.0876595,0.7654253,1.0429281,0.9085261,0.95900154,1.1839458,0.98010665,0.85039055,0.0,0.6784691,0.98680216,1.0333626,1.0060575,1.083566,0.9906371,1.0449221,1.1847024,0.881087,1.0436671,0.74978745,0.9872793,1.0345962,0.64702296,1.2025368,1.1912947,0.98773146,1.0367922,1.0859613,1.2635185,1.2596133,0.8117871,1.090439,1.031917,0.92637944,1.1836889,1.1462032,1.044457,0.9787585,1.1822759,1.291949,0.7637551,1.218048,0.9672586,0.9271487,1.0614471,1.1523114,0.42186642,1.0479871,1.0709151,0.9500438,0.96033955,1.1928662,1.0899045
hat,1.090516,1.008752,0.77517277,1.0264165,0.7720679,0.8040974,0.93031627,1.079958,0.9591074,1.1214294,0.80197686,1.0187026,1.1168026,1.0830845,1.2163546,1.1384667,1.0341234,1.1128448,1.0529709,1.0141315,1.038958,0.8990073,0.93880045,0.83015656,0.8377049,1.2012128,1.006554,0.896829,1.1352866,1.1511579,1.1359327,1.0969572,1.0782493,0.8144942,0.97817844,1.1508163,1.0825099,0.9978643,0.9886036,1.0441173,0.8321614,1.1151797,0.7695219,1.2120329,1.145183,0.9818541,0.8059553,1.0989659,0.8204141,0.6784691,0.0,0.8037257,1.067429,1.0022144,0.8340065,0.96840364,1.0772115,1.0814404,0.5348549,0.9939955,0.8802702,1.0712012,1.2029335,0.8032352,1.1695949,0.851538,0.9961037,0.82893074,1.1854234,1.1747019,1.2584363,0.8086991,1.092043,1.056186,1.0443083,1.0952793,1.0808703,1.0022856,1.0300971,1.1066115,1.0334443,0.9734042,1.1215551,1.0466065,0.9486233,1.0877584,1.1012845,0.8346414,1.0252416,1.1331207,1.1114806,1.0963075,1.0718248,1.0904291
hose,1.0397296,1.3770175,0.9405927,0.9398198,1.03563,0.97499007,1.021503,0.87420976,1.0690714,0.94073164,0.7588756,0.8671572,1.0269305,1.0037897,1.0880102,1.2415477,1.0501792,0.8644239,1.2586875,0.8496982,1.1988661,0.9537223,0.74890006,0.95105976,0.59678286,1.157203,0.74520016,0.90462327,0.9624494,1.3218173,0.86206496,1.177144,1.1173944,0.7688526,1.1008846,1.0344373,0.8120446,0.9062109,1.3104789,0.88301253,0.9047457,1.0824149,1.1887989,1.066553,0.9815986,1.1701934,0.8919514,1.1757023,0.90882117,0.98680216,0.8037257,0.0,1.0357966,1.0963587,0.9100876,0.75935423,0.6315572,1.0515094,0.7609197,0.74877334,1.2364434,1.139884,0.9632464,1.166584,1.337623,0.6170713,0.86351824,0.9261472,1.1550151,1.2062321,1.2499542,1.2059542,1.1516867,1.0833354,1.0897412,0.655357,1.1840067,0.87505543,1.0968275,1.085631,1.0016948,1.3557096,1.2600044,1.2807357,0.9647565,0.9516092,1.1597182,1.154588,1.015545,1.1908786,1.0833654,0.9897639,0.857919,1.1415604
jacket,0.8486574,1.2783668,1.1770719,0.8840394,1.0088567,1.0865312,1.3394994,1.0734624,0.56445146,0.6353399,0.79681385,0.86313254,0.065277934,0.97267956,0.96026325,1.3893547,1.1510309,0.8509367,1.1714971,1.0701973,1.3567022,1.2591646,0.9657077,0.7956013,0.6441305,0.8253374,0.9560316,0.4266622,0.8889383,1.3982351,0.63072526,1.3847148,1.1967647,0.7701169,1.0757213,1.20865,0.98036367,0.83407724,1.276767,0.999627,1.1307714,1.1654576,0.9523677,1.3936887,1.1035286,1.2840348,1.0977415,1.2894521,1.0001292,1.0333626,1.067429,1.0357966,0.0,0.95936954,0.8376751,1.0177214,0.75731224,1.4063729,0.7138088,0.9297812,1.3498235,0.70009005,1.1231741,0.9829711,1.2336686,0.85479236,0.8753734,0.766677,1.0280191,1.3797278,1.3394842,1.0111451,1.178494,1.2853632,0.94440866,0.9075915,1.1265496,0.7880555,0.9148819,1.3405805,0.8172404,1.3076441,1.1731417,1.2306398,0.64001715,0.8611061,1.3896227,1.170018,0.9467543,0.83287233,1.234577,0.88268554,1.1258134,1.2277082
jar,1.0284796,1.0110736,0.9993472,1.1031274,1.0356233,1.0060626,0.9085927,1.0100683,1.0067356,1.1075791,1.084049,1.0461607,1.0065404,1.0642033,0.8977916,1.0245175,1.0084623,0.79513115,1.0557221,0.94709665,0.9401862,0.8846786,1.0384705,1.0619013,0.9517958,0.9801889,1.1191256,0.9748398,1.125624,1.1224684,1.0539365,1.0403258,0.9572462,1.0124418,0.75095993,0.97250295,0.8191373,1.008913,1.0310755,1.0213436,1.1879842,0.9215002,0.88193583,1.096766,0.9299949,1.100399,1.1655054,1.0928748,0.92443526,1.0060575,1.0022144,1.0963587,0.95936954,0.0,1.0042965,0.99993104,0.92744315,1.2416509,1.0135121,0.8489812,1.1418,1.0338936,0.97917503,1.0212421,1.058495,1.1644144,1.0484893,1.1211082,0.9716555,1.0970846,1.1149876,0.90416336,0.9072576,1.066468,0.7922838,0.92805535,0.95993114,1.0536321,0.809579,1.2363288,1.1399609,0.9827717,1.0066384,0.99476016,1.0362697,1.092146,1.0310141,0.964371,0.98309886,1.036526,0.8406515,1.0027636,1.0009226,1.2223692
jeans,0.97655374,1.2154567,1.0077547,0.8404845,0.8526109,1.0794554,1.2033932,1.0797411,0.9032678,0.7140765,0.63892853,0.7207683,0.8411976,0.875652,1.1892575,1.2742155,1.3166565,0.9976449,1.2166184,1.120349,1.2399572,1.1199257,0.6976497,0.7733177,0.7073469,0.9749803,0.9348861,0.5740814,1.1098629,1.3295263,0.73947704,1.3965334,1.2567581,0.7665197,1.1773899,1.2500967,1.076519,0.7660841,1.3137482,0.904134,1.2027301,1.1377152,0.7662439,1.4208663,1.1735239,1.2737075,0.7366117,1.3480333,0.87094635,1.083566,0.8340065,0.9100876,0.8376751,1.0042965,0.0,0.9918322,0.7018603,1.3476963,0.58967465,1.0072242,1.337551,1.0546589,1.174795,1.0612621,1.2624842,0.71558803,0.70425284,0.50945294,1.2412612,1.2689283,1.2962675,0.9974817,1.1231257,1.429866,1.1446888,0.86544716,1.1546731,0.62052995,1.07363,1.3039715,1.0608072,1.3323195,1.0318253,1.2622569,0.625334,0.8232851,1.4723527,1.0838952,0.831686,1.1508693,1.356869,0.97673243,1.1503115,1.1430627
knife,0.8081854,1.1062945,0.81911224,1.0751162,1.0465125,1.1424512,0.8523228,0.80466914,0.9320296,1.0338122,1.118831,1.0192087,0.9766212,0.98793787,1.06576,1.1470313,1.0106103,0.9780845,1.1002737,0.8552385,1.0718611,0.9293379,0.9480131,0.96736425,0.8898359,1.1294794,0.9704313,1.1191857,0.9814578,1.0977025,1.0073692,1.1285084,1.1010582,0.787391,1.0436763,0.77025354,0.91669714,0.9760903,1.1644607,1.162332,0.9638707,0.93594146,1.0962936,0.8323271,0.9764843,1.0888424,0.98580134,0.9705289,1.1239793,0.9906371,0.96840364,0.75935423,1.0177214,0.99993104,0.9918322,0.0,0.9091557,1.0287392,0.9356248,0.95326704,1.1464891,0.78784764,0.9536721,1.1670473,1.1785944,0.92061365,0.91323507,0.9354906,0.8599869,0.9591671,0.98048437,0.97918314,1.011512,0.9857987,1.03357,0.8805622,1.0407485,1.0595697,1.0176637,1.014161,0.9042226,1.2210033,1.0236768,1.2038449,1.0759563,1.1493582,1.0157282,1.2192153,0.95031047,0.8168279,1.0590463,1.0883214,0.9124501,1.1199198
ladder,1.0692904,1.3841535,1.0968221,0.88797295,1.0907431,1.0718817,1.2157826,0.8112447,0.88558084,0.66637444,0.66964215,0.80743456,0.7481849,1.0240086,0.9750553,1.393229,1.1735685,0.64583415,1.2213883,0.7741597,1.3011158,1.0723205,0.8479651,0.81929564,0.2764814,1.0399269,0.89936775,0.653226,1.0045072,1.452574,0.45311612,1.3879135,1.2003243,0.6815382,1.0854933,1.1333036,0.62791705,0.90987754,1.3311605,0.9312205,1.0738317,1.0946525,1.0795604,1.2966509,1.0015644,1.2221048,1.061772,1.3477284,0.9399519,1.0449221,1.0772115,0.6315572,0.75731224,0.92744315,0.7018603,0.9091557,0.0,1.3196777,0.8045366,0.7285557,1.4110324,1.0331111,0.9587283,1.1979097,1.4202213,0.81339526,0.7531494,0.86510277,1.0774996,1.3943126,1.3626313,1.1178701,1.1161156,1.2616425,1.0088946,0.70717055,1.2490575,0.7669624,1.0082301,1.2332492,0.9656456,1.4081321,1.2305996,1.323729,0.7446787,0.77831495,1.392385,1.1880269,0.87030274,1.1552109,1.1800532,0.855616,0.8407756,1.2335575
lamp,1.1806309,0.6643578,1.0347418,1.1986024,1.060312,0.95597935,0.68850696,0.75016725,1.4046698,1.4345531,1.3531106,1.3822048,1.3950126,1.2144246,1.2101214,0.38225937,0.7861657,1.3532698,0.6435395,0.9191946,0.43408954,0.62558484,1.0878015,1.1229004,1.354296,1.1817206,1.0978962,1.4993356,1.0873841,0.42898285,1.3979441,0.37484545,0.8804276,1.3674778,1.0952077,0.60173035,1.1860437,1.306284,0.6924982,1.1847781,0.860874,0.76590455,1.2445604,0.4612676,0.9475988,0.6076415,0.8812948,0.73615074,1.2015283,1.1847024,1.0814404,1.0515094,1.4063729,1.2416509,1.3476963,1.0287392,1.3196777,0.0,1.4859715,1.1768059,0.57357776,1.182123,0.86054283,1.0147165,0.52737,1.1917253,1.4160955,1.0573151,0.95046884,0.43586516,0.46823102,0.9354524,0.6881374,0.6451797,1.1087999,0.9931492,0.7416312,1.4042284,1.133518,0.3005725,1.0249634,0.63572407,0.768274,0.6452145,1.5085671,1.4121963,0.410962,0.9798218,0.89133215,0.96773994,0.84836197,1.3713589,0.7046061,0.661517
mitten,0.94164336,1.3837318,0.90006995,0.7781877,0.81309247,1.0135953,1.3385738,1.2472343,0.693086,0.60574657,0.49295795,0.7579359,0.7054497,0.83576405,0.95631135,1.5513566,1.1983563,0.8693561,1.3962171,1.1521636,1.4861214,1.3423122,0.7417956,0.76818275,0.66419804,1.018072,0.7602642,0.5003803,0.9148541,1.5217134,0.69812095,1.5154284,1.1554506,0.51475596,1.0922127,1.3129313,0.95518327,0.6780782,1.2362107,0.7924187,1.0382526,1.3803239,0.8749906,1.495971,1.2246718,1.4115466,0.81427836,1.194192,0.87551916,0.881087,0.5348549,0.7609197,0.7138088,1.0135121,0.58967465,0.9356248,0.8045366,1.4859715,0.0,0.9439877,1.3676794,0.8935392,1.2705246,1.0468574,1.3759902,0.6445372,0.6643771,0.85747516,1.0937934,1.4515765,1.4612615,1.1869638,1.444229,1.290266,1.1369709,0.8607411,1.2420143,0.7021862,0.9982252,1.4390489,0.92837125,1.4884138,1.282268,1.3707261,0.60911095,0.6564751,1.4825753,1.1446555,1.0968702,1.0534027,1.3688357,0.72011197,1.29771,1.2174065
mop,1.1491421,1.1782272,1.0790257,1.1544455,1.0972184,1.121594,1.1713729,1.0112506,1.1144412,1.0473493,0.8990022,1.080263,0.97108465,1.1202326,0.89520454,1.064479,1.0002394,0.79525673,1.1487547,0.3587078,1.1054398,0.910232,1.0094757,1.1859678,0.7643712,1.0458589,1.03892,0.94166124,1.1434436,1.1144023,0.9908011,1.0422536,1.0404745,1.1312543,0.95515686,0.997847,0.7407934,0.9871553,1.0826815,0.9868234,1.0553426,0.99735254,1.0335683,1.0954597,0.95534056,1.051912,1.0801865,1.0762763,0.96418035,1.0436671,0.9939955,0.74877334,0.9297812,0.8489812,1.0072242,0.95326704,0.7285557,1.1768059,0.9439877,0.0,1.0897828,1.0436586,0.99135697,1.1913266,1.1011676,1.0721674,0.98534876,1.105773,0.8296982,1.0852028,1.0923773,1.0830773,1.0222207,1.0905246,0.89226663,0.8402413,0.93772507,1.0588119,0.9978544,1.0324869,1.1111257,1.047601,1.1694965,1.152008,1.0389847,1.0486891,1.0558378,0.8670956,1.0737971,1.0523864,0.9167628,1.0451669,0.45681047,1.1250408
nail,1.2527297,0.51462936,0.9814942,1.1994268,1.1051012,0.8985939,0.53293276,1.0812,1.357924,1.5157568,1.4216166,1.3621409,1.4202,1.1564339,1.191345,0.41755247,0.95604926,1.4661398,0.48791206,0.9247962,0.5300765,0.7596129,1.3103876,1.153914,1.4756444,1.1262131,1.3055089,1.4952177,1.117836,0.36666292,1.5453,0.53987825,0.80639553,1.2531862,0.90023786,0.8745266,1.2977501,1.3244251,0.49807686,1.1306503,0.7011218,0.8528871,0.85725677,0.637362,0.9911269,0.4833547,0.9437104,0.7247276,0.9857989,0.74978745,0.8802702,1.2364434,1.3498235,1.1418,1.337551,1.1464891,1.4110324,0.57357776,1.3676794,1.0897828,0.0,1.2398019,1.030175,0.69616413,0.54804873,1.3825713,1.384177,1.1364577,1.060094,0.60155106,0.6348742,0.7702466,0.7668019,0.78143907,1.0798992,1.372911,0.88401693,1.3473147,1.0460885,0.64937496,1.2681861,0.2388699,0.7854624,0.5295286,1.3629701,1.4041688,0.57960755,0.5225209,0.9705946,1.088889,0.77671385,1.3207333,0.8930217,0.58940065
napkin,0.55709994,1.1701691,1.0283695,1.0192031,0.9857152,1.0837218,1.199493,1.0467259,0.30473852,0.6847061,0.8843235,0.9223143,0.5924537,1.0868055,0.96505463,1.3356361,0.93090457,0.8103651,1.2013412,1.1348901,1.2177224,1.1812196,1.0287244,0.86131227,0.92987293,1.0245249,0.75626045,0.7983005,0.6204395,1.2359688,0.6584835,1.2545093,1.103726,0.7784542,1.0514259,0.9351094,0.9036654,1.0347695,1.1615366,1.1830902,1.0154448,1.070003,0.9724832,0.9599992,1.1401184,1.211331,1.159334,1.0540956,1.2304649,0.9872793,1.0712012,1.139884,0.70009005,1.0338936,1.0546589,0.78784764,1.0331111,1.182123,0.8935392,1.0436586,1.2398019,0.0,1.1443753,0.9610307,1.2365125,0.95276845,1.0011693,1.010599,0.3728289,1.0890682,1.1157318,0.84025383,1.131669,1.0388607,1.0659106,1.1199955,1.1027253,1.0854464,0.9416867,1.173896,0.35830224,1.2018547,1.0074525,1.2131922,0.941082,0.99628615,1.1942174,1.1105616,0.9988526,0.10035646,1.2358863,1.0611947,1.1520014,1.2176267
necklace,1.0337322,0.9266731,0.9416545,1.0708215,1.0534143,0.97911257,1.0079882,0.95772636,1.1591039,1.1786877,1.1972108,1.1577294,1.1364806,0.9844216,0.9881447,0.9055049,0.82274413,1.093655,1.01135,0.84203374,0.9160981,0.9952399,1.0511762,1.1607735,1.0990909,1.0379883,0.99272496,1.2525684,0.99068326,0.95366484,1.094664,0.8201315,0.8319086,1.1287993,0.83674145,1.0372901,1.077075,1.1789236,0.87216014,1.1203489,1.0503486,0.9762976,1.1693988,0.7651136,0.15084112,0.83978677,1.1125746,0.8237213,1.2008873,1.0345962,1.2029335,0.9632464,1.1231741,0.97917503,1.174795,0.9536721,0.9587283,0.86054283,1.2705246,0.99135697,1.030175,1.1443753,0.0,1.1530938,0.9206567,1.1393471,1.0784914,1.1617149,1.0489209,0.8860993,0.9210451,1.0379351,0.970561,0.81205547,0.85104316,1.0148113,1.0056807,1.1430793,0.97640246,0.83520025,1.1028768,0.9774368,1.0284704,0.97249323,1.1504955,1.0823891,0.7254406,1.1053878,1.1157966,1.1136369,0.3908429,1.0444624,0.83803535,1.0635896
nose,1.1054186,0.8992692,1.0776995,1.0626355,0.8965231,0.8842713,0.766848,1.0355828,0.9235606,1.2601542,1.1982768,1.1382878,1.0146111,1.2021434,1.2509301,0.90901744,1.2149389,1.1881688,0.6025709,1.2124028,0.7744528,0.91817445,1.175089,0.77502644,1.1716961,0.97635174,1.1734734,1.0017099,1.0338185,0.89270455,1.2001086,1.0696932,1.158218,0.8716592,0.8904973,0.9616065,1.1408477,1.011735,0.99400187,0.9516426,0.9594434,0.9182346,0.39672232,1.0393058,1.0904166,0.8409729,1.1340694,1.1741114,0.70967764,0.64702296,0.8032352,1.166584,0.9829711,1.0212421,1.0612621,1.1670473,1.1979097,1.0147165,1.0468574,1.1913266,0.69616413,0.9610307,1.1530938,0.0,1.0395707,1.2105055,1.2001235,0.873816,1.1550188,1.0287772,1.0707015,0.5619342,0.8297188,1.206837,1.1213776,1.2403314,1.0821207,1.0615875,0.8989107,1.0357115,1.0866772,0.5830329,0.94665444,0.8210541,0.9541689,1.2517428,1.1730484,0.56052965,0.8109247,0.9448261,1.1934252,1.2233565,1.1652294,1.018099
orange,1.1597254,0.59869564,1.1130191,1.2819057,1.0990437,1.0718921,0.68341064,1.0762528,1.3434991,1.3806642,1.274957,1.3010638,1.2736678,1.1522882,1.125848,0.35586053,0.90704376,1.3224254,0.6874518,0.9937833,0.60166097,0.799231,1.1112504,1.1657875,1.4357053,1.0723959,1.2322297,1.3304497,1.1688756,0.3214712,1.4315823,0.44596088,0.8603659,1.3678389,1.0262097,0.8791437,1.2599814,1.2487705,0.5635823,1.0853922,1.0418754,0.88955975,1.050152,0.7213781,0.9928255,0.7117692,0.718167,0.69713974,1.1132176,1.2025368,1.1695949,1.337623,1.2336686,1.058495,1.2624842,1.1785944,1.4202213,0.52737,1.3759902,1.1011676,0.54804873,1.2365125,0.9206567,1.0395707,0.0,1.3174198,1.3270843,1.1893557,0.9727064,0.532839,0.44296014,0.9377916,0.8053835,0.7451756,1.0589948,1.2174189,0.77696383,1.2952728,1.0028554,0.6339674,1.1574982,0.48577684,0.66322315,0.5004636,1.3506207,1.3381903,0.5009323,0.8582466,1.0917838,1.0134529,0.76415956,1.2487867,0.8925943,0.52052474
oven,0.845935,1.390157,1.0775497,0.78600574,1.0292761,1.0669686,1.3040798,1.0199326,0.68177545,0.5207387,0.47919095,0.7020154,0.7995295,0.7234148,1.10259,1.4124458,1.088113,0.7333943,1.3317065,1.0696117,1.3722777,1.1442864,0.7238188,0.91567886,0.6721631,0.9334895,0.8392091,0.58680844,1.0292966,1.3764274,0.46989048,1.3348451,1.2561218,0.8817583,1.2221923,1.1745306,0.8477629,0.73596025,1.34243,0.92628205,1.1115254,1.2383152,1.1007587,1.2996081,1.1704026,1.2928884,0.8893336,1.2704146,0.9773581,1.1912947,0.851538,0.6170713,0.85479236,1.1644144,0.71558803,0.92061365,0.81339526,1.1917253,0.6445372,1.0721674,1.3825713,0.95276845,1.1393471,1.2105055,1.3174198,0.0,0.768503,0.70062983,1.1941241,1.1642965,1.2649797,1.3438747,1.3108437,1.2392118,1.1153258,0.68157476,1.2826321,0.71316135,1.1011134,1.1573411,0.6333468,1.4931943,1.0770004,1.3820564,0.7134051,0.68850935,1.3154585,1.3085054,0.9858425,1.1022096,1.3392627,0.83651453,1.0902085,1.0804986
pajamas,0.8468778,1.3751992,0.8722103,0.5619555,0.95940375,0.9772643,1.2572497,1.1736132,0.81225604,0.515749,0.66394114,0.23636222,0.8139964,0.8044226,0.91937447,1.4423091,1.1596609,0.9080977,1.343935,1.1543388,1.4833547,1.4198085,0.91208583,1.0726119,0.863915,1.0343813,0.79096854,0.6733469,0.9354572,1.4391774,0.6618365,1.3706745,1.1212521,0.76280296,1.0587012,1.3459482,1.0451556,0.48344588,1.2517834,0.6808422,1.1066724,1.3863027,1.0713074,1.3380764,1.1070206,1.3567774,0.8865582,1.069751,0.8992854,0.98773146,0.9961037,0.86351824,0.8753734,1.0484893,0.70425284,0.91323507,0.7531494,1.4160955,0.6643771,0.98534876,1.384177,1.0011693,1.0784914,1.2001235,1.3270843,0.768503,0.0,0.98375833,1.1096853,1.374713,1.3456299,1.3602571,1.4525926,1.2706385,1.109174,0.93195534,1.2349967,0.2034179,1.1857401,1.4251184,1.040433,1.4774344,1.2506044,1.43908,0.3326925,0.46890175,1.3516321,1.2218282,1.2387096,1.1411115,1.2250167,0.67287177,1.3147132,1.15202
pants,0.93943477,1.1746811,1.21037,0.9753865,0.97053784,0.9766926,1.0288577,0.7766403,0.8387674,0.97857857,0.8943536,0.86661804,0.7993084,0.94726646,1.3362653,1.0933051,1.2974268,1.0813138,1.0025933,1.0675049,0.96294683,0.85572094,0.9833929,0.60848993,0.7949114,0.97254395,1.1393049,0.7221581,1.0884132,1.2156097,0.8937116,1.2496737,1.2749381,0.81608343,1.2067479,0.92845225,1.1697397,0.82973623,1.26813,1.0615191,1.0480393,1.0061786,0.9332733,1.2885772,1.1831881,1.0604081,0.98433363,1.4116598,0.86851585,1.0367922,0.82893074,0.9261472,0.766677,1.1211082,0.50945294,0.9354906,0.86510277,1.0573151,0.85747516,1.105773,1.1364577,1.010599,1.1617149,0.873816,1.1893557,0.70062983,0.98375833,0.0,1.3547977,1.1402414,1.2101159,0.8518572,0.9695253,1.328492,1.0693432,0.976601,1.1367059,0.758427,1.0444205,0.9638682,0.92073476,1.1627717,1.0608559,1.086575,0.6917838,1.119077,1.2855308,1.0030376,0.42719138,1.0556725,1.2864757,1.175291,0.9421796,1.1665862
paper,0.87631905,0.9647646,0.9830787,1.1353619,1.0529618,1.0861022,1.1371578,1.0174848,0.9204378,0.92662716,1.0685704,1.1220559,0.94120073,1.1148287,0.60638374,1.0495281,0.68042636,0.8000749,1.1123393,0.8823199,0.99786097,1.04516,1.0725201,1.1240487,1.0821518,1.0694577,0.83035856,1.1729279,0.6798347,1.0233636,0.99489063,0.91783834,0.85099775,1.1201082,0.89857256,0.8383087,0.76112413,1.1753417,0.9017408,1.1790973,0.95645416,1.0284909,1.1113155,0.72391266,1.0249898,1.089803,1.2256995,0.7226374,1.2653147,1.0859613,1.1854234,1.1550151,1.0280191,0.9716555,1.2412612,0.8599869,1.0774996,0.95046884,1.0937934,0.8296982,1.060094,0.3728289,1.0489209,1.1550188,0.9727064,1.1941241,1.1096853,1.3547977,0.0,0.9315207,0.9203253,0.98335505,1.0560389,0.6917135,0.9103453,0.9714191,0.94737947,1.2659285,1.0015473,1.0155029,0.72470534,1.0475607,0.9901705,1.0328536,1.2674179,0.9726179,0.7917446,1.0724367,1.1949686,0.3321774,0.926617,0.9318478,0.9708148,1.1281743
pen,1.1180514,0.62941504,1.1535966,1.425226,1.204912,1.3336716,0.6176212,0.82644135,1.3162853,1.3943436,1.3253834,1.323462,1.3800819,1.0995238,1.1889147,0.40005934,1.0097873,1.2728046,0.67981,0.9065337,0.50264865,0.5910327,1.0680557,1.141825,1.4147396,0.981286,1.225696,1.3856705,1.2483335,0.23146874,1.4306328,0.49128532,1.0296662,1.411813,1.1637254,0.602559,1.0939896,1.2166138,0.88905585,1.2355855,1.049727,0.63569736,1.0504112,0.46883148,0.98343766,0.6800966,0.8488176,0.92404425,1.2254634,1.2635185,1.1747019,1.2062321,1.3797278,1.0970846,1.2689283,0.9591671,1.3943126,0.43586516,1.4515765,1.0852028,0.60155106,1.0890682,0.8860993,1.0287772,0.532839,1.1642965,1.374713,1.1402414,0.9315207,0.0,0.18445653,0.7441602,0.6084429,0.8547864,1.1386981,1.2705263,0.72166705,1.3470106,1.0754827,0.4958471,0.96154165,0.52619624,0.31596506,0.6645525,1.4324783,1.3803706,0.54924667,0.85764813,0.9789005,0.8645986,0.8233105,1.3486825,0.7244719,0.58649015
pencil,1.1130793,0.654849,1.1717622,1.3960035,1.2276284,1.2735746,0.6708496,0.8541225,1.3248909,1.3348701,1.3084743,1.3529223,1.3130848,1.0470699,0.9855229,0.39518183,0.9307411,1.2031404,0.6809197,0.93106604,0.6291566,0.7406032,1.0329226,1.202378,1.4168177,0.9862827,1.18999,1.3774616,1.2129166,0.1387462,1.3959274,0.50066465,0.91123146,1.4204605,1.1345943,0.7290757,1.0944369,1.2870967,0.90758955,1.1958468,1.0060068,0.72452474,1.1275812,0.48017114,0.9858336,0.6489997,0.7819135,0.8296466,1.2462493,1.2596133,1.2584363,1.2499542,1.3394842,1.1149876,1.2962675,0.98048437,1.3626313,0.46823102,1.4612615,1.0923773,0.6348742,1.1157318,0.9210451,1.0707015,0.44296014,1.2649797,1.3456299,1.2101159,0.9203253,0.18445653,0.0,0.8802533,0.7088369,0.74437654,1.0841125,1.2734612,0.65831065,1.3568729,1.1304861,0.5123111,1.0177968,0.5625018,0.47945154,0.64504856,1.4314992,1.2708158,0.5830181,0.93219703,1.0712869,0.92271173,0.81290156,1.1964762,0.78042597,0.5050126
