,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
necklace,1.3066778,0.30741405,0.7457005,0.983293,1.1109555,0.92769825,0.9381751,1.0988286,1.285704,1.1072961,1.3445879,0.41180634,1.2392244,1.0414809,1.1592599,1.101897,1.1439184,1.1980884,0.89055914,1.0518286,1.3191053,1.1346978,0.82275695,1.0323763,1.042158,0.86315656,1.2021723,1.0168965,1.0866843,1.0726345,1.1833622,1.0903354,1.3176,1.1388355,0.8573096,1.1523716,1.0828263,1.2229459,1.1620736,0.64344573,1.3625414,0.92716444,1.0424963,1.294164,1.2350664,1.1355715,1.1117086,1.1186967,1.0246096,0.8484789,0.5445168,0.8350648,1.1407819,0.85878843,1.0637861,0.33115268,0.9555466,1.176367,0.3984787,0.6786074,1.1868454,1.1986287,1.2048236,1.2488934,0.4792416,0.6838651,0.8951491,1.001677,1.163668,0.6905458,0.6232693,1.076041,1.1796366,0.7573848,1.1097032,0.9652302,0.86888164,1.2426382,0.851027,0.50042224,1.0258873,1.1058253,1.2165015,1.083035,1.2636921,1.0613557,0.59223926,1.2027652,0.74436426,0.8700941,0.0,0.4761815,0.90865934,1.2686546,1.1615708,1.0993673,0.9116482,1.2944834,1.2389178,0.593092,0.66552347,0.86723363,0.8929215,1.0921402,0.65684927,0.8041054,1.1092602,1.0076504,1.136906,0.83495176,1.0378748,1.0827467,1.3325655,0.9871611,0.9763305,1.0639172,1.0098901,0.9789947,0.9407938,0.80497915,0.8260859,1.192196,1.262069,1.2117876,0.6410565,1.2310818,0.8038284,0.76578546,0.9874414,1.0811908,1.1778005,0.7099706,0.93718153,1.1496542,1.1281368,1.4359584,0.91083694,0.40355575,0.41164315,0.8718811,0.9442327,1.10819,1.411711,1.2470833,1.0795047,0.9711622,0.3012247,1.1658283,1.1197277
nose,1.217846,0.34440184,0.8588333,0.9833856,1.0917414,1.0273758,1.0756322,1.2134017,1.1424478,1.0697317,1.1855379,0.8354903,1.2092284,0.97728765,1.1646135,1.1207309,1.2333106,1.2429068,1.1045015,1.1834627,1.2448851,1.1216024,1.0564731,1.1877321,1.1645529,1.1051841,1.2206861,1.1080974,1.0441287,1.144875,1.0969309,1.1654885,1.1511376,0.9330316,0.86112964,1.1877367,1.0416275,1.1308379,1.1210155,1.0029676,1.2379311,1.0832825,1.073507,1.1272103,1.113501,1.019733,1.1547272,1.1159434,0.9873735,1.1087494,0.6539455,0.89907515,1.1232357,0.86875904,0.66192335,0.4443829,1.1810735,1.169606,0.6293642,0.94362384,1.1975354,1.0511843,1.007463,1.0101199,0.3462025,0.77521825,0.9781317,0.6336292,1.0645499,0.5865888,0.7672403,1.124192,1.0633769,0.8715372,1.1177292,0.96611243,1.0726385,1.1441327,1.1059963,0.70835984,0.992497,1.001451,1.1162698,0.9552669,1.0856276,1.135299,0.41290075,1.0215005,0.9002557,1.0685728,0.4761815,0.0,1.0879978,1.18208,1.0946513,0.96153754,0.94359803,1.1773236,1.117128,0.9547437,1.015407,0.9518825,1.0144581,1.0156429,1.0135477,0.996495,1.1637149,1.1509776,1.1206117,1.0474491,1.1511534,1.1488545,1.1937575,1.1225455,0.96782756,0.87180126,1.0877627,0.949347,0.97029483,0.8901554,1.0100582,1.118659,1.1919022,1.2038054,0.9340785,1.1683385,0.96861875,0.7623257,0.83302426,1.1055017,1.0343418,1.0567702,1.0733321,1.0847522,0.9610724,1.2167335,1.0602783,0.4494415,0.6148907,0.87985075,1.0944893,1.1650362,1.2104385,1.1694119,0.9594838,1.1402059,0.55534935,1.1170664,1.0910203
orange,1.359159,0.96193534,0.3825742,1.3355505,0.57912266,0.42368704,0.80498004,1.0156192,1.3665574,1.012978,1.3663226,0.640161,1.1867254,1.4427394,1.0318326,1.3678039,1.1267784,0.9899499,0.27697605,0.45252144,1.2395627,1.0860091,0.6724804,0.70640093,1.086838,0.8212336,0.9095626,0.82779455,1.1367981,1.3284912,1.1413747,0.55292153,1.3120055,1.2754517,1.0842466,1.0334013,1.1176069,1.2499843,1.1336656,0.28330255,1.365306,0.41138232,1.0015973,1.20434,1.2802533,1.162686,1.2067281,1.1497972,1.3520386,0.7324425,0.8083954,0.3579464,1.1699126,0.783226,1.1638011,0.88707376,0.5279023,0.905617,0.95229614,0.77614063,0.9289038,1.1991493,1.1288508,1.2606695,0.867942,1.1557026,0.8164252,1.2118584,1.1894677,1.2954613,0.43019688,1.0575486,1.2004678,1.2963921,1.1800171,1.3608317,0.9384076,1.308387,0.5552678,0.65111876,1.2327557,1.056415,1.0935192,1.3436053,1.0971477,0.9641439,1.0135148,1.1430407,0.21490288,1.1513001,0.90865934,1.0879978,0.0,1.2840866,1.055186,1.4006633,1.4009202,1.3206089,1.1758533,0.3794443,0.34687436,0.9224621,0.5983548,1.0468541,0.6740398,0.8602129,0.80837274,0.8166115,1.0070478,0.3202666,1.2482933,0.7776317,1.211253,0.9929397,1.184235,1.2781029,1.1622205,1.3002176,1.1818068,1.2403033,0.8300024,1.261282,1.0655594,1.1997373,0.40367997,1.1119184,0.7131866,1.1213627,0.894763,0.9104231,1.0684366,0.7381175,0.7669173,1.2682068,1.3577983,1.2965957,0.56541115,0.8301219,0.68779653,1.0095387,1.1787367,0.7068877,1.2868853,0.94393134,1.0831963,0.9015135,0.6567143,1.0663713,1.0813421
oven,0.9687058,1.2300354,1.4865658,0.71343374,1.3769232,1.3558309,1.3617439,0.98101217,0.3688619,0.9191658,0.53041935,1.187103,0.53875065,0.8679017,1.1892633,0.76797104,1.0177953,1.1950505,1.2327732,1.1559196,0.74595857,1.1082544,0.9614028,1.1794289,1.1654996,0.87361217,1.0568192,1.1076567,0.81873536,0.54919755,1.059468,1.1253235,0.34435976,0.7097466,1.1312509,0.8380338,1.1242485,0.6145054,1.1187668,1.366468,0.46906924,1.2584975,1.162162,0.8425312,1.1035024,1.2336466,0.38810378,0.58431524,0.6846551,1.2255377,1.2773602,1.4301908,0.6816532,1.2271985,0.94928956,1.3144828,1.3173369,1.1441908,1.2421596,1.2363074,1.3675766,1.0096579,0.91498333,0.69458437,1.2464365,1.3007464,1.4922659,0.9263455,0.7866192,1.0429492,1.3780334,1.2203783,0.5908972,0.7926917,0.90850115,0.66854036,0.8243259,0.6098453,1.0791872,1.2528983,1.0446761,1.072061,0.9037084,1.0043797,0.64844096,1.0626464,1.1904612,1.0870792,1.3453099,1.0838991,1.2686546,1.18208,1.2840866,0.0,1.0770986,0.7657251,0.6243031,0.82295054,0.8270829,1.3424432,1.3387896,1.2199082,1.3856024,1.2211628,1.2539824,1.341114,1.1295148,1.0818667,1.2346171,1.2581115,0.7920642,0.92839915,0.35036343,1.1937622,1.0308492,0.8552374,0.89479643,0.7494723,1.1228653,0.7913022,1.1310014,0.42834896,0.40093386,0.5794544,1.3952227,0.784636,1.3145437,1.1090746,1.2352029,0.8812032,0.9574155,1.2042629,1.1874866,0.8540653,0.7177452,0.67078197,1.406157,1.3901956,1.3710799,1.0668689,1.0205935,1.452711,0.8037777,0.9294773,0.82412714,0.75589985,1.3398918,0.56613696,1.1066408
owl,0.55592775,1.2038635,1.0524014,1.0608401,1.0046195,1.0919217,0.9895723,1.0730561,1.0038353,0.5888441,0.9840428,1.2279665,1.1566274,0.90588593,0.7221066,0.9271866,1.0379117,1.004649,1.1878331,1.256732,1.076677,1.0017071,1.2572808,1.2188332,0.82951987,1.3137796,0.9180263,1.1378325,0.752854,1.2095581,0.9941086,1.0606765,0.997227,0.9620169,1.1468735,1.0162026,1.0457773,1.1054997,1.0088377,1.1944411,1.0416086,1.2429616,0.8196645,0.99913955,0.6080203,0.69438344,1.1249567,1.176449,1.0140749,1.0511305,1.2278028,1.1165489,0.8750894,1.0004774,0.8352024,1.2015005,0.9490039,0.88820094,1.2442644,1.136245,0.6270141,0.9368956,0.90457034,1.0299948,1.0383421,1.0660158,1.1114091,0.9563622,0.9230438,1.0308623,1.0858023,0.80385125,1.0493883,1.0805525,1.1721703,1.0808529,1.2586201,1.0495266,1.2305381,1.2019868,0.793056,0.89352775,1.0590674,1.0030849,1.1038156,0.8829719,1.1068059,0.7893264,1.0910269,1.159018,1.1615708,1.0946513,1.055186,1.0770986,0.0,0.88888526,1.0718861,0.8752874,0.85273266,1.2048874,1.1917742,0.91151714,0.9899658,0.9281879,1.2028015,0.9941636,1.0260701,1.1828988,0.8319463,1.0354635,1.0969626,1.1679142,1.0910925,0.7579627,0.86982334,0.98795635,1.0253404,0.8680746,1.142348,1.0762455,1.2097576,0.99084175,1.1824219,0.88024366,1.1971952,0.75096273,1.1072419,1.2577313,0.9885239,1.1810826,0.7499092,1.166807,1.0352472,0.95984775,0.91084325,0.9138684,1.1136639,1.200444,1.1865016,1.2343832,1.1580344,0.95602983,0.9290706,0.9103899,0.9674179,1.2510417,1.176079,1.0169109,0.9314648
pajamas,0.6211945,1.1243027,1.4037286,0.5132875,1.2893225,1.4566228,1.2777264,1.3124483,0.5266273,0.99249756,0.41512597,1.3299013,1.0063531,0.256333,1.0948496,0.38397443,0.8820797,1.1723156,1.505198,1.5478128,0.96837616,1.2217711,1.3989389,1.3885623,1.1832974,1.4218816,1.1662772,1.3966905,0.7214355,0.74884766,0.9528397,1.448456,0.5361618,0.27383196,1.0552924,1.2040796,1.0716763,0.7558269,1.0971671,1.5516858,0.60280573,1.5814836,1.2383543,0.82398224,0.83901715,0.93766737,0.9102864,1.163141,0.1667583,1.4396297,1.3222262,1.4684384,0.7849426,1.2780094,0.5578774,1.0916684,1.2931659,1.2654253,1.113732,1.5134518,1.2207153,0.82224786,0.8754817,0.7078752,1.0609572,0.9790907,1.1706519,0.5328091,0.7607168,0.66945875,1.351215,1.1852174,0.7458135,0.45061088,0.93591535,0.26840758,1.2888811,0.74769497,1.5693558,1.4182638,0.7874024,0.88170505,1.043211,0.61309254,1.1371926,1.1214164,1.0594544,0.948461,1.4129621,1.205437,1.0993673,0.96153754,1.4006633,0.7657251,0.88888526,0.0,0.27591854,0.6085774,0.8010383,1.5782096,1.5412643,1.287008,1.3830822,1.2475748,1.3801248,1.0894039,1.4436758,1.3040754,1.2515187,1.2995663,0.91779745,1.4334652,0.8537513,1.2273148,0.7136009,0.3970908,1.097249,0.15415055,0.96384233,0.3958705,1.5431458,0.5395282,1.1030134,0.5539333,1.5198294,0.6924439,1.2953761,0.9672947,1.160065,1.2826312,0.85097575,1.3997239,1.3780216,0.7252864,0.10709357,0.45019096,1.4921893,1.1856776,1.2134397,0.88403106,1.014636,1.3596203,0.7664483,0.9602483,0.9180775,1.4311744,1.2959261,1.0115104,1.1261487
pants,0.817968,0.9775626,1.4199045,0.466972,1.4204134,1.4218664,1.2739793,1.2860272,0.53017575,1.0082881,0.5234456,1.1248976,0.85446507,0.4616946,1.212939,0.49592054,0.93571424,1.3219408,1.3892039,1.4563783,1.0432281,1.2307312,1.1816325,1.3039963,1.2235079,1.0879843,1.2217591,1.2251303,0.6145097,0.5412382,1.0138118,1.4320853,0.52895963,0.3985994,1.0293252,1.24289,1.1263809,0.6567088,1.1832056,1.4340037,0.6202084,1.4717767,1.2105569,0.9561842,0.9450581,1.1644616,0.7443887,1.059615,0.2114644,1.3186073,1.1801395,1.4228125,0.6650809,1.1737058,0.76225156,0.9591172,1.3176315,1.3269793,0.8636236,1.4327071,1.4166116,1.042507,1.0312724,0.7472826,1.0377614,0.9184731,1.3252087,0.66163474,0.84661824,0.72008437,1.2648072,1.1879337,0.79688716,0.30001652,0.8347506,0.064472914,1.0618067,0.73165464,1.381198,1.2103068,0.84509104,0.9896148,1.0608536,0.73755556,1.0775609,1.1187304,1.0239369,1.1028425,1.3656862,1.0735435,0.9116482,0.94359803,1.4009202,0.6243031,1.0718861,0.27591854,0.0,0.8250189,0.92358494,1.4392452,1.4215437,1.2575506,1.3736122,1.2693518,1.180616,1.1977224,1.3685313,1.2525105,1.2863309,1.2321924,0.85978794,1.3530332,0.84372497,1.1565701,0.8263967,0.54025245,1.1244246,0.3056175,0.8371419,0.19471937,1.3416522,0.46866477,1.0144314,0.56296057,1.3811086,0.8175281,1.20383,0.8158951,1.2474426,1.241096,1.0285848,1.2430222,1.3046439,0.74726707,0.3019858,0.7112241,1.483309,1.035056,1.1182051,0.9650027,0.9497022,1.5221887,0.9832514,1.0909212,0.90724087,1.181335,1.1567818,0.84601367,1.1837034
paper,0.5235557,1.2570825,1.4124773,0.7715121,1.2043164,1.4702243,1.2460754,0.95340806,0.6219081,0.98865896,0.49904025,1.4002529,0.9379467,0.4350739,0.7708806,0.56248057,0.70307505,0.42103457,1.4461088,1.3761175,0.51912105,1.0445945,1.365107,1.2259486,0.95457256,1.3883698,0.9892421,1.301651,1.0027761,0.94319826,0.87418145,1.2875216,0.7622634,0.7680452,1.0569675,1.0191431,0.94912577,0.923831,0.94214654,1.4636798,0.63839436,1.4868548,1.058943,0.6754649,0.8392935,0.8535134,0.885875,0.9489123,0.7456417,1.3867419,1.4355514,1.4703279,0.93430877,1.2329425,0.8576869,1.2873509,1.2070636,1.1022497,1.2913697,1.3517524,0.95703477,0.56800354,0.5304267,0.6818768,1.2604291,1.2582936,1.0186669,0.86736643,0.74983823,0.84630543,1.4708072,0.94502467,0.8757198,0.9539915,0.92438656,0.8001425,1.2375858,0.7797145,1.4264369,1.3466798,0.76063216,0.957095,0.8087386,0.84712553,1.0176308,1.0895509,1.15965,0.8917335,1.4102342,1.1266569,1.2944834,1.1773236,1.3206089,0.82295054,0.8752874,0.6085774,0.8250189,0.0,0.76498616,1.4788088,1.4366264,1.2496963,1.3520148,1.0171038,1.4716022,1.0869092,1.3298445,1.1028543,1.0216548,1.3912712,0.9525791,1.3488457,0.7210112,1.0742787,0.8082775,0.7572947,0.9563379,0.706735,1.1148797,0.89912635,1.4620447,0.82655746,1.0026501,0.6722939,1.5031087,0.715406,1.3197558,1.1447611,1.1366498,1.1786842,0.91927326,1.3277769,1.2292397,0.8628864,0.6304072,0.32684076,1.4349438,1.3679924,1.3334289,0.9199728,1.0225245,1.1411047,0.4965074,0.8120769,0.89528847,1.3731812,1.3817301,1.0318118,0.9855935
pastry,0.7512169,1.1080415,1.2298067,0.8401713,1.2461998,1.3392725,1.0239483,1.0833784,0.69695795,0.71598387,0.75868654,1.3142712,1.0869465,0.6419409,0.97772366,0.73199606,1.0327923,1.1334844,1.3708296,1.2242212,1.0252305,0.64805114,1.349289,1.3406771,1.0616856,1.4485116,1.1954384,1.1435333,0.92024016,1.1243162,0.667642,1.2932101,0.8716849,0.82837284,1.0372524,1.0277704,0.60297495,1.061065,0.57327765,1.3812026,0.9069018,1.3803382,1.0345913,0.59826016,0.9783339,1.0872612,1.0902885,1.0979251,0.89806527,1.3374215,1.2071425,1.219255,0.7126562,1.067276,0.98739576,1.2084968,1.1794221,1.0893924,1.2480025,1.2667805,1.1313937,0.9732589,0.9426973,0.8515639,1.2106862,1.087114,1.2467954,1.0007085,0.1570341,0.9728841,1.3971648,1.1267173,0.8243159,1.037782,1.1092107,0.9092053,1.1027796,0.94219697,1.2847874,1.2879444,0.9022019,0.9003087,0.96549034,0.7529876,1.0706431,1.1311891,1.0816637,0.3929397,1.2834365,0.82431006,1.2389178,1.117128,1.1758533,0.8270829,0.85273266,0.8010383,0.92358494,0.76498616,0.0,1.3983973,1.3581529,1.2236549,1.1387757,1.0785403,1.3687303,1.0276561,1.2364382,0.9538894,1.1230019,1.1800534,1.0528859,1.2900159,0.9833524,1.2155951,0.725986,0.86633176,1.0251554,0.8886255,1.0022179,0.9376495,1.2706139,0.78957427,0.84753406,0.73785055,1.3590941,0.6554681,1.2115695,0.9720843,0.99580455,0.969053,0.9657635,1.2981364,1.176925,1.1181829,0.844915,0.684818,1.2644303,1.2175335,1.2705638,1.1016073,0.81972754,1.3514011,0.5737127,0.8966004,1.0395094,1.333491,1.316687,1.0863378,1.075199
pen,1.4932404,0.7486719,0.43265516,1.3334949,0.71195304,0.46912205,0.7798679,0.8872386,1.5124378,1.1374352,1.5826473,0.3604589,1.1530977,1.6292703,1.0501114,1.501421,1.0969199,0.9405289,0.2123369,0.41671538,1.3106785,1.1487062,0.37487137,0.69250125,0.9975414,0.59292084,0.87027705,0.8179809,1.2127452,1.2746947,1.261376,0.5105086,1.479062,1.467539,1.1489172,0.87463534,1.1977365,1.3313816,1.2148197,0.045685887,1.5034702,0.35937768,1.0458039,1.431758,1.3794236,1.2286739,1.1831064,1.0437216,1.5119646,0.49092686,0.51827645,0.41544378,1.238412,0.7652691,1.272234,0.64207697,0.4818005,0.9160785,0.63477796,0.31450534,0.95643544,1.2208052,1.247576,1.3501561,0.6811782,0.9415094,0.73200095,1.2872301,1.3502393,1.2136759,0.2921635,1.085619,1.2281109,1.2742338,1.2481891,1.399441,0.500744,1.3799113,0.37942433,0.42797333,1.289032,1.1158243,1.2225585,1.4782809,1.0356507,0.8914065,0.9017999,1.3420701,0.25245804,0.98091257,0.593092,0.9547437,0.3794443,1.3424432,1.2048874,1.5782096,1.4392452,1.4788088,1.3983973,0.0,0.03847611,0.7626555,0.5758518,1.080256,0.38840908,0.79939234,0.69429386,0.78895247,1.0401304,0.41465056,1.1840799,0.58335406,1.3533642,0.8980067,1.2560141,1.4069188,1.0421135,1.4551935,1.0615656,1.2859648,0.5005734,1.4336354,1.032559,1.3573439,0.13356829,1.2597023,0.60850483,0.9751443,1.0035275,0.73621887,1.1622193,0.4483919,0.6979351,1.2872554,1.5303285,1.576623,0.51901364,0.5804339,0.48099762,0.8959451,1.1252282,0.72205114,1.5270964,1.0900822,1.131026,0.52371794,0.33244276,1.0984077,1.0888437
pencil,1.4577196,0.82731205,0.41178262,1.3318101,0.706987,0.47520673,0.7464161,0.89499885,1.4685824,1.1352888,1.5212467,0.37495983,1.1237663,1.6150413,1.0495514,1.4465183,1.0584257,0.8950173,0.2276808,0.3640337,1.2566555,1.1609708,0.39595914,0.6849829,0.98912364,0.6401652,0.84377694,0.8261513,1.2385947,1.2663898,1.2422866,0.5248452,1.4523284,1.4455601,1.1591426,0.93343365,1.1851386,1.3235929,1.2151117,0.03759992,1.4647214,0.3614987,1.0531359,1.3804891,1.377619,1.2264049,1.1619177,1.0315267,1.4829807,0.4839092,0.5865723,0.40198898,1.2525895,0.80439305,1.2676492,0.688583,0.47787786,0.92987937,0.67454916,0.41456687,0.9411716,1.1965914,1.2589608,1.3641005,0.7303538,0.97553796,0.7081835,1.2960904,1.3142731,1.2363286,0.32182622,1.1000353,1.2219957,1.2867752,1.26056,1.3720931,0.5312269,1.3638312,0.4214543,0.5237742,1.2822382,1.1452386,1.2332826,1.4596672,1.0722038,0.86528784,0.9580289,1.3281462,0.24726927,0.98507994,0.66552347,1.015407,0.34687436,1.3387896,1.1917742,1.5412643,1.4215437,1.4366264,1.3581529,0.03847611,0.0,0.7590999,0.5361365,1.1395651,0.414258,0.8296879,0.7342589,0.72753334,1.0533615,0.36243725,1.2024894,0.6037629,1.3437161,0.95939356,1.2384411,1.4169846,1.0645635,1.4380224,1.0918097,1.2706203,0.5363499,1.4173934,1.0237116,1.2915863,0.15263355,1.2211751,0.5613858,0.99461555,0.99052435,0.7538729,1.1336029,0.45953512,0.70263195,1.2656223,1.4919839,1.5110022,0.48129773,0.6372621,0.523191,0.8871689,1.1128262,0.6930058,1.4656209,1.0755492,1.1427599,0.5850996,0.41590023,1.1083279,1.0960279
penguin,0.9529873,0.9405872,0.8755592,1.3510175,0.8616557,0.73308885,0.8299339,1.0450249,1.3309225,1.0717666,1.3941364,0.79672194,1.2591089,1.3382876,0.83548,1.2695895,1.0874441,0.9421468,0.83633894,0.8472346,1.162269,1.1276028,0.8519793,0.79600126,0.527243,0.8363056,0.8160692,0.8756283,1.1607578,1.213968,1.1145846,0.7344978,1.3280497,1.3206584,0.9026764,1.0750406,1.0160093,1.2418315,1.13971,0.75720465,1.3658781,0.75841403,0.8685248,1.2327411,0.8283673,0.8635963,1.1637241,1.1705387,1.2690437,0.62198824,0.7793431,0.81280166,1.1841016,0.8844654,1.0901808,0.9813558,0.7513845,0.94911677,0.93258595,0.8085439,0.5620463,1.0227941,1.1179805,1.2821991,0.81769097,0.78924197,0.7912534,1.1518034,1.233066,1.1735872,0.65108156,0.8551267,1.0417839,1.1308748,1.1031532,1.240867,0.9634222,1.3034586,0.86879677,0.89235353,1.1038357,1.1275016,1.1375114,1.2075397,1.0981864,0.7098668,1.0732951,1.0723903,0.85347503,0.9467752,0.86723363,0.9518825,0.9224621,1.2199082,0.91151714,1.287008,1.2575506,1.2496963,1.2236549,0.7626555,0.7590999,0.0,0.7822141,0.99246985,0.78493357,1.0288938,0.8958213,0.8779261,0.7948411,0.80485857,0.97617435,0.8108742,1.1526875,0.8062933,1.1905773,1.3035259,0.7598705,1.249014,0.89092875,1.2410291,0.696352,1.3295026,1.1756172,1.21229,0.708386,1.1987618,0.74523044,1.1048679,0.8972598,1.0116947,0.7958735,0.67825526,0.8205683,0.95973635,1.2566774,1.3453463,0.61496556,0.90424937,0.8043505,1.0880182,1.0910277,0.6751906,1.209724,1.1260034,1.0278602,0.8536284,0.7960789,1.183085,0.96844333
pickle,1.2385858,0.88613474,0.23293984,1.3405128,0.64822716,0.4665041,0.35315531,1.1083413,1.4466339,1.107718,1.5101025,0.72125745,1.3138039,1.3993244,1.0036496,1.4421031,1.0695411,1.005315,0.66330564,0.52954674,1.2698667,0.95210004,0.75159353,0.73557645,0.9712189,0.93944204,0.9216447,0.7074066,1.1783421,1.403504,0.92750436,0.76270217,1.3828384,1.304147,0.9307982,1.0851574,0.909189,1.3993032,1.014242,0.5174196,1.5146353,0.627145,1.0028993,1.0993826,1.1764506,1.0535026,1.122346,1.1721988,1.3537743,0.7275957,0.69575566,0.26735395,1.2686844,0.7986289,1.1321223,0.76500255,0.6921967,0.7199476,0.8453841,0.7649512,0.6721713,1.2404956,1.2552199,1.236042,0.8629683,0.9441182,0.66991454,1.1765022,1.1678045,1.1776983,0.64909136,1.0318838,1.3273787,1.2896433,1.1087244,1.3335255,0.79595023,1.4050369,0.78056407,0.8677453,1.2234584,0.946629,1.1947155,1.2248799,1.1995099,0.8812815,0.95297503,0.8894494,0.6557181,0.99103725,0.8929215,1.0144581,0.5983548,1.3856024,0.9899658,1.3830822,1.3736122,1.3520148,1.1387757,0.5758518,0.5361365,0.7822141,0.0,1.07761,0.7299442,0.79010254,0.7006171,0.5943012,1.0041116,0.51080537,1.2553402,0.8163663,1.1690282,1.0112051,1.0849264,1.3256733,1.1026621,1.3568835,1.140987,1.2408093,0.72825086,1.3667184,1.1422614,1.3075882,0.59363353,1.2562888,0.30931425,0.99194425,0.7210765,0.8287246,0.9401099,0.69023824,0.7193762,1.2193406,1.3272008,1.4209558,0.37424183,0.7251174,0.68101233,1.001896,1.1057718,0.5900651,1.2048593,1.0424473,1.232064,0.9359685,0.6950588,1.2238648,1.121965
pig,0.7493816,1.0662389,1.0606552,1.1485815,0.8822358,0.9738031,0.9243077,0.95139146,1.2573779,0.90721977,1.1682998,1.1854439,0.9617127,1.08488,0.6331533,1.1482127,0.9785288,0.87566304,1.047207,1.1145917,0.958632,0.7872077,1.179227,0.9830941,0.8132976,1.0621428,1.0538677,0.88705623,1.0219332,1.1653455,0.91026765,1.0088375,1.2371337,1.1915593,0.9214027,0.8269676,0.8748926,1.0250765,0.8046725,1.1051285,1.1520512,0.9975282,0.60809684,1.0907652,0.49665415,0.67380726,1.2442472,0.9500194,1.2334187,1.0111845,1.0977042,1.0238359,1.0903655,1.0076531,1.1668904,1.0697925,0.97638315,0.9180531,1.1243432,0.9946841,0.6654243,1.0227146,0.81213945,1.1556939,1.1636037,0.86550015,1.0283167,1.1779225,1.15593,1.0434953,1.0581075,0.41500497,1.1232852,1.2078495,1.0050585,1.3129592,1.1882443,1.1037427,1.0482146,1.0140051,0.7377349,0.9710034,0.89376986,0.8047163,0.8979049,1.174122,1.0205488,0.9284983,1.041099,0.82073253,1.0921402,1.0156429,1.0468541,1.2211628,0.9281879,1.2475748,1.2693518,1.0171038,1.0785403,1.080256,1.1395651,0.99246985,1.07761,0.0,0.9849387,0.8882185,0.9272865,1.2073569,0.34743357,1.1745011,0.9901808,0.9328733,1.1371431,0.56775343,1.1206677,1.1679089,0.9603807,1.2441123,0.9437714,1.2024808,0.9589515,1.2437316,1.1861783,1.3199645,1.0452064,1.1774938,1.1299901,0.9245291,1.0764798,1.0824782,1.2085487,1.0729449,0.8326993,1.1143143,1.2899448,1.1339647,1.0517167,1.0041807,1.1323204,1.1162163,0.8179619,0.82912934,1.0787357,1.0576233,1.0855231,1.0578768,1.0953547,1.1269764,0.4612397
pillow,1.340329,0.8590667,0.6499474,1.2549264,0.7504355,0.48433018,0.7668867,0.9297211,1.3912804,1.0557944,1.3022132,0.37995207,0.9094701,1.3979902,1.111619,1.0946703,1.0290481,1.0193139,0.46093285,0.47845572,1.1975305,0.9879866,0.54263854,0.63120484,1.0224234,0.41971314,0.85815394,0.7300936,0.96953785,0.99096763,1.185495,0.736245,1.3290585,1.3196316,1.0068775,1.0736982,1.1996744,0.952726,1.1226121,0.40097308,1.2178826,0.4747584,1.0449014,1.3741131,1.1475612,1.0398917,1.1131525,0.9832758,1.2959375,0.46306247,0.6996411,0.5543655,1.1592381,0.9411788,1.3072035,0.7343056,0.536418,1.0090562,0.58782285,0.6770987,0.94546574,1.2631131,1.3168817,1.440295,0.8697996,0.6691556,0.8484664,1.2882988,1.3376745,1.1928113,0.4065659,1.1068016,1.3384762,0.9710694,1.073932,1.182137,0.84545606,1.2918631,0.5593463,0.66754955,1.2155726,1.0344368,1.2163731,1.1367681,1.1980675,0.86242527,1.0699099,1.3154056,0.5764134,0.6912884,0.65684927,1.0135477,0.6740398,1.2539824,1.2028015,1.3801248,1.180616,1.4716022,1.3687303,0.38840908,0.414258,0.78493357,0.7299442,0.9849387,0.0,0.7394805,0.7265486,0.8393232,1.08001,0.6316612,0.973865,0.5504239,1.2795727,0.8298602,1.1322381,1.3367583,1.2307618,1.3071066,0.9321669,1.0651311,0.62651044,1.3139381,1.0230385,1.2969831,0.39951754,1.2816759,0.58905095,0.8627429,1.1020745,0.9390747,1.2158725,0.40062904,0.8229821,1.1384485,1.3766819,1.52115,0.6395185,0.706054,0.6252758,1.1231296,0.75068974,0.73972523,1.4774084,1.2112721,1.0198789,0.69785017,0.5816773,0.9779035,1.1249491
