,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
rooster,0.7079882,1.1360998,1.0483735,1.2557882,0.9253732,0.8960842,0.9363549,0.9285076,1.3033594,0.91057634,1.243627,1.0176476,1.11291,1.2245119,0.56712896,1.2065161,0.9297915,0.9179998,0.87555385,1.1256831,1.1708803,1.065616,1.0674251,0.8710277,0.82692415,0.86986834,0.8540004,0.9882872,0.8042344,0.9771969,1.0934515,0.8761724,1.1399152,1.138882,1.1651644,0.969723,1.0038236,1.0553486,1.0766819,0.930767,1.1242704,0.9381265,0.6262669,1.250551,0.55302346,0.7054324,1.1497357,1.1261413,1.102466,0.74586457,1.0731186,1.00436,1.0985101,1.0357727,1.0662019,1.1198131,0.8215209,0.77681214,1.0862995,0.8442774,0.5883975,1.1032085,0.90177345,1.1679409,1.0720286,0.9810298,1.072324,1.0629444,1.2903812,1.2451631,0.7800333,0.45452034,1.2142271,0.8944443,0.9541781,1.227534,1.1195168,0.993796,0.90401024,1.0487599,0.7183092,1.1056924,1.0403534,1.2127026,1.1212884,0.8586787,1.1960729,1.0529872,0.9286293,1.1104162,0.9871611,1.1225455,0.9929397,1.1937622,0.7579627,1.2273148,1.1565701,1.0742787,1.2155951,0.8980067,0.95939356,0.8062933,1.0112051,0.56775343,0.8298602,0.93086797,0.733624,1.2175084,0.48280847,0.9117938,0.9979854,0.889392,1.1438258,0.0,1.1422396,1.0643642,0.96775186,1.1144813,1.0082179,1.2017236,0.8721675,1.1581709,1.2513416,1.188768,0.8713601,1.178123,0.92636925,1.2626325,1.1865547,1.1295162,1.0927482,0.8678558,0.82571745,0.80613625,1.1611849,1.247363,0.9867856,1.0401171,0.91986156,1.3133699,1.1600796,0.8438682,1.2392621,1.0419964,0.9949481,0.9422453,0.9222725,1.0545093,0.7220887
sandwich,0.81338316,1.0324059,1.104761,0.73395854,1.2108254,1.3267546,0.83056605,1.065552,0.89778847,0.83725905,0.85603714,1.1583757,1.1352792,0.6094749,1.0270851,0.6825476,1.0085043,1.095246,1.3205897,1.2102,1.0050988,0.6956235,1.2914068,1.2450627,1.1813993,1.2784066,1.1341059,1.1961093,0.9014657,0.9703854,0.62790495,1.3511398,1.0131564,0.91624254,0.9386627,1.0864575,0.79140997,1.0012239,0.7433069,1.2729045,0.9435075,1.31693,1.1243947,0.6192195,0.99468905,0.9751891,1.1436256,1.1840714,0.79318047,1.2290677,1.184662,1.1743116,0.9558909,1.1858293,1.0126742,0.9749651,1.1690111,1.0729724,0.94765157,1.1333627,1.1570029,0.8692061,1.0137662,1.0026784,1.1521584,0.90883696,1.0704396,0.99077266,0.75701845,0.68625796,1.2579768,1.1776983,0.90974593,0.8071716,1.0262583,0.82736874,1.0945045,0.9157887,1.3487808,1.063227,0.8687219,0.8420329,1.0720057,0.71426505,1.1527369,1.0757453,1.0895853,0.677088,1.2275589,0.91626394,0.9763305,0.96782756,1.184235,1.0308492,0.86982334,0.7136009,0.8263967,0.8082775,0.725986,1.2560141,1.2384411,1.1905773,1.0849264,1.1206677,1.1322381,0.8079983,1.201051,0.877311,1.2242097,1.1312321,0.976593,1.289224,1.090422,1.1422396,0.0,0.78093296,0.94778544,0.7647296,1.0364605,0.8312675,1.2050397,0.9693706,1.1596162,0.84688497,1.2629592,0.860742,1.1306314,0.94501495,1.1026057,0.97090805,1.0336165,1.1169837,1.1540499,1.0203826,0.75789356,0.8295429,1.199657,1.0622087,0.9471365,0.8595439,0.9065316,1.2026192,0.6206298,1.0494123,0.990525,1.316386,1.1406672,1.1588453,1.1641843
scarf,0.8526253,1.0182409,1.2610018,0.64178854,1.2253804,1.3233404,1.2488415,1.1898241,0.75158364,0.9829414,0.6804525,1.2948225,1.0554222,0.45166856,1.1393937,0.73217875,1.0204737,1.1970704,1.3199056,1.4191949,1.0920967,1.1356941,1.3532648,1.3164364,1.2449975,1.2986555,1.1375879,1.3301214,0.71426964,0.7799262,0.96395683,1.2861714,0.6787369,0.44799876,1.0951679,1.0507185,1.0710022,0.8592129,1.0251888,1.4125512,0.7454512,1.3968132,1.2048421,0.89146906,0.9541897,1.017318,1.0104538,1.175669,0.41942632,1.3167801,1.180296,1.3232877,0.840077,1.2352057,0.44915283,0.987388,1.2609859,1.1424186,1.0959021,1.2769173,1.2749093,0.92527264,0.95348465,0.63140404,0.96149594,0.98542684,1.1436564,0.33327657,0.81134915,0.67410266,1.1753833,1.1515393,0.86609447,0.59122396,0.9182804,0.5314336,1.1827964,0.7610358,1.3344074,1.2313738,0.911943,0.8618768,0.9887181,0.71286726,1.0087736,1.1262027,0.91940695,0.943138,1.2432474,1.2552757,1.0639172,0.87180126,1.2781029,0.8552374,0.98795635,0.3970908,0.54025245,0.7572947,0.86633176,1.4069188,1.4169846,1.3035259,1.3256733,1.1679089,1.3367583,1.1365713,1.2582592,1.2960429,1.219433,1.258352,0.99303937,1.2892964,0.92627907,1.0643642,0.78093296,0.0,1.0339607,0.3980196,0.9960302,0.6887959,1.3564149,0.6814848,1.0758511,0.7995335,1.36642,0.81240004,1.2977028,0.97610575,1.1001648,1.131926,0.9630292,1.3452737,1.236803,0.8349122,0.3261932,0.6582908,1.419617,1.0572706,1.1261724,0.8926718,1.1164563,1.3621206,0.8697735,0.97255605,0.95412856,1.308119,1.1300921,0.9201496,1.1408603
scissors,0.8387648,1.0742261,1.1265812,1.0302236,1.0520092,1.1096058,0.95171523,0.88113606,0.9891669,1.0758793,1.1080996,1.1984423,1.0772614,1.0130413,0.8787281,1.0397725,1.0090282,0.91634655,1.1594101,1.0565008,0.9639344,1.1278996,1.0656137,0.9559587,0.7820544,0.98890233,0.94871485,0.88890636,1.1370937,0.9043968,1.0149041,0.8980811,1.0991497,1.2022042,0.9099489,0.71244824,0.97803646,1.1245456,1.0895213,1.1180592,1.0563085,1.0435635,0.9549882,1.0448217,0.9781384,0.8765997,1.0162591,0.97094566,1.0931306,0.9113432,0.97105783,1.178504,1.0457714,1.1619362,1.170926,1.1317724,1.0407771,0.7906945,1.2058471,0.73398596,0.76124483,1.0198454,1.0530629,0.8731864,1.1398983,0.8409508,0.93905324,1.143091,1.0294385,0.88609684,1.1309822,0.9601637,0.62446123,1.0981501,0.8257387,1.1057464,0.6945815,0.9490936,1.0621897,1.1195773,1.1107172,0.9858183,0.9906555,0.8512725,0.73505306,0.85039043,1.1472417,0.99862283,1.2729608,0.9539968,1.0098901,1.0877627,1.1622205,0.89479643,1.0253404,1.097249,1.1244246,0.9563379,1.0251554,1.0421135,1.0645635,0.7598705,1.1026621,0.9603807,1.2307618,1.0414078,0.9154086,0.95870745,0.9855044,1.2002656,0.6847716,0.8924303,0.9234961,0.96775186,0.94778544,1.0339607,0.0,1.1291237,0.78326863,1.192386,0.6645854,1.1488218,0.8541579,0.9975669,1.043403,0.96455014,1.1165433,1.0481551,0.9810054,0.56351465,0.920189,1.0027089,0.94749165,0.9260413,1.1145113,1.0135195,0.9469628,1.1886438,1.0467687,0.6868306,0.9932623,0.91887933,0.94838464,0.9939613,0.95254874,0.78989655,1.1029208,1.1156898,1.0254796
shirt,0.7369106,1.0757867,1.3843496,0.5548064,1.3567661,1.4197068,1.2848693,1.263555,0.6285113,0.97605747,0.5707009,1.2436333,0.9775843,0.3672138,1.1326008,0.53159654,0.9916934,1.235711,1.3976789,1.4724956,1.0361787,1.196268,1.2920856,1.3945434,1.1663195,1.3044047,1.1127186,1.360549,0.6825514,0.72096527,0.9673159,1.3708632,0.569478,0.31181347,1.0900565,1.1875095,1.075119,0.78582585,1.1228231,1.4547048,0.6604895,1.4852428,1.1582043,0.88720846,0.8986213,1.0096883,0.8717055,1.0898473,0.19392073,1.3071663,1.29943,1.4214857,0.7739048,1.2862066,0.5739516,1.0821863,1.2960104,1.233651,1.104898,1.4186852,1.2694921,0.9253409,0.95282984,0.7208461,1.0124786,1.0551016,1.2705681,0.5524725,0.85068333,0.70734257,1.2838672,1.1180975,0.7876977,0.37956524,0.98420453,0.3534875,1.2528337,0.76595783,1.4348181,1.277939,0.7762222,0.87187696,1.0513831,0.8011597,1.12381,1.1005174,1.0263821,1.0158957,1.3261261,1.2021284,0.9789947,0.949347,1.3002176,0.7494723,0.8680746,0.15415055,0.3056175,0.706735,0.8886255,1.4551935,1.4380224,1.249014,1.3568835,1.2441123,1.3071066,1.1977276,1.3727349,1.2665006,1.2046808,1.2374278,0.9367253,1.3609941,0.8850136,1.1144813,0.7647296,0.3980196,1.1291237,0.0,1.0549884,0.4505394,1.4607246,0.5469681,1.090323,0.6201559,1.4495339,0.76787066,1.3116361,1.0653963,1.1845032,1.2672141,0.9350175,1.2891933,1.2817013,0.8229058,0.11970115,0.63072413,1.4764459,1.1758631,1.1384219,1.0188854,1.06845,1.4386004,0.86736256,0.99338484,0.78805006,1.3362023,1.2199553,0.91566634,1.1274871
shoe,0.9949227,0.93846965,1.1213843,0.95516515,1.0411284,1.0709549,1.003992,0.8792116,1.0639057,1.2005293,1.018425,1.103631,0.9180224,0.9283997,0.96350247,0.9056779,1.0271282,0.99233687,1.037715,1.0208888,0.9809588,0.9211253,1.1268553,0.9418235,0.9748487,0.854814,1.1122551,0.88737994,1.020365,0.8739552,0.9932621,1.0131449,1.1108836,0.9621449,0.95903563,0.93657315,0.99900013,0.926916,0.89767903,1.1202441,1.0031414,0.96943176,1.0423098,1.0695251,0.9155459,0.9345151,1.1478486,0.98579574,0.9734439,0.98742115,0.91082615,1.1137254,0.9983555,0.99539536,1.1158873,0.9674195,0.97698134,1.0384338,0.8152679,0.91474485,1.0076803,1.1244068,1.1952374,1.0399436,1.0340242,0.51773137,0.8944965,1.0563169,0.95255506,0.8666044,0.97717994,1.0538203,0.94706684,0.9194405,0.85796094,0.8392011,0.9748006,1.0067414,1.022756,1.0522039,1.0654135,0.97422713,0.9598346,0.71667373,0.8849519,0.9468765,0.9905434,0.9744233,1.1312561,0.7015091,0.9407938,0.97029483,1.1818068,1.1228653,1.142348,0.96384233,0.8371419,1.1148797,1.0022179,1.0615656,1.0918097,0.89092875,1.140987,0.9437714,0.9321669,0.9441546,0.9402756,1.0399826,1.0620944,1.1130078,0.57864773,0.84771085,1.1231849,1.0082179,1.0364605,0.9960302,0.78326863,1.0549884,0.0,0.90862817,0.8142542,1.1275343,1.0431311,1.0174274,0.8205019,1.1205971,1.0505252,0.61233145,1.0459858,1.0037835,1.1424533,1.0902178,1.0380697,0.93552625,1.0461355,1.1105677,0.9634165,0.8000077,1.0285687,0.90270776,0.7402909,0.99183303,1.0890223,1.1685317,1.0916278,0.97350097,1.008976,1.1522925,1.069789
shorts,0.94662815,0.8425257,1.2237422,0.5315222,1.2661437,1.2647023,1.1491889,1.2563527,0.70552754,1.0037906,0.6874716,1.0039753,0.95719314,0.4949876,1.1914524,0.6099163,0.9765844,1.2735001,1.2894187,1.3253443,1.073718,1.13545,1.1786057,1.2218874,1.1663502,1.1409787,1.2373259,1.2032679,0.82435346,0.77727365,1.0167949,1.3474779,0.7776712,0.5394012,1.0007365,1.1884836,1.0898005,0.82566977,1.0749433,1.2735842,0.83388895,1.3137004,1.160748,0.9579003,1.0619241,1.125143,0.9523523,1.101464,0.3654933,1.2740375,1.0700772,1.2445736,0.7914103,1.1444191,0.8392692,0.7804836,1.265213,1.3393352,0.79622656,1.3205497,1.358681,1.0412903,1.0188682,0.91173685,0.93441856,0.8262744,1.2222185,0.76687145,0.8535162,0.707695,1.1366287,1.1886737,0.9266607,0.5124581,0.9819418,0.19702184,1.1012211,0.93395716,1.3181305,1.0582631,0.8984044,1.0420499,1.0927011,0.75672317,1.1713287,1.1468842,0.92420536,1.0765703,1.1885571,1.0013257,0.80497915,0.8901554,1.2403033,0.7913022,1.0762455,0.3958705,0.19471937,0.89912635,0.9376495,1.2859648,1.2706203,1.2410291,1.2408093,1.2024808,1.0651311,1.1113948,1.3542233,1.1962463,1.2539583,1.1409585,0.9354253,1.2770237,1.0057019,1.2017236,0.8312675,0.6887959,1.192386,0.4505394,0.90862817,0.0,1.3054636,0.6893781,1.0928508,0.6658172,1.2139432,0.8800393,1.1146281,0.74261165,1.1581573,1.2141807,1.0635381,1.1733255,1.2387707,0.8995551,0.46492267,0.8173742,1.2894357,0.8644162,1.078799,0.9793408,0.90679216,1.3530117,1.0166134,1.0511873,1.100488,1.2285339,1.0084019,0.98730034,1.1477493
shovel,1.3847439,0.89115286,0.73093086,1.2448249,0.8323049,0.5939841,0.7426339,0.6777887,1.3271526,1.1507795,1.4445277,0.7693395,0.9823847,1.4470212,1.0471344,1.3875643,1.2362499,1.0264283,0.5739426,0.59836626,1.136045,0.93289566,0.51734316,0.64243865,0.95175165,0.5117117,1.0183034,0.5784188,1.2331518,0.99313647,1.0734785,0.6629407,1.2819049,1.4288422,0.97082037,0.8006609,1.033032,1.1551983,1.0086036,0.579074,1.2797532,0.49311388,0.9512076,1.2368056,1.2543466,1.0180109,1.0016711,0.9033485,1.413697,0.5063563,0.7033172,0.6597129,1.2179083,1.0029927,1.3723607,0.8925632,0.7974491,0.75207853,0.8497402,0.41602784,0.9089496,1.3036304,1.2994716,1.2342489,1.0338677,0.76930916,0.8786927,1.3870647,1.2816393,1.142233,0.716634,1.0619993,0.9657779,1.1863638,1.0206785,1.3622986,0.5424946,1.1429925,0.47500694,0.6561717,1.3700125,1.0222167,1.0199625,1.1879035,0.7456128,0.8970683,1.0677528,1.1643902,0.78358287,0.70872504,0.8260859,1.0100582,0.8300024,1.1310014,1.2097576,1.5431458,1.3416522,1.4620447,1.2706139,0.5005734,0.5363499,0.696352,0.72825086,0.9589515,0.62651044,0.9235675,0.5141427,0.7535176,1.0193661,0.82914597,0.88189834,0.65217525,1.1166551,0.8721675,1.2050397,1.3564149,0.6645854,1.4607246,0.8142542,1.3054636,0.0,1.259098,0.8912538,1.2634767,0.57748675,1.2678754,0.6956828,0.9142636,0.9752422,0.48063493,1.2178526,0.5899946,0.6879348,1.1464183,1.5153054,1.4827298,0.6043767,0.7889449,0.77656436,0.8515221,0.8785515,0.7864292,1.3259431,1.1912823,1.074663,0.37301922,0.83789134,0.9670096,1.1045547
shower,0.9109049,1.2331042,1.4494245,0.6538944,1.3594369,1.3945303,1.3102154,1.1017829,0.26120484,0.8567534,0.50214493,1.2571099,0.7787825,0.67899126,1.20275,0.66123044,0.97820175,1.2899852,1.24911,1.3339282,0.9028703,1.1083988,1.107142,1.2844453,1.256899,1.1096946,1.1350574,1.1618878,0.71675134,0.63299984,0.94094205,1.2550749,0.2539146,0.5121928,1.1114502,1.1432793,1.0619783,0.6472681,1.055402,1.407025,0.47520828,1.3326814,1.1200424,0.83571315,1.045562,1.1518825,0.51790595,0.8962037,0.48970056,1.2780468,1.2938935,1.4289017,0.66294634,1.2019695,0.7900795,1.2535717,1.3419499,1.2057371,1.1375573,1.4240087,1.395543,0.9964136,0.9449452,0.66885173,1.1493564,1.287976,1.4582512,0.7643157,0.79736304,1.0186951,1.3698773,1.1508347,0.73507,0.60074055,0.9547501,0.57060647,1.1331304,0.6482878,1.2188036,1.2288754,0.89713645,1.0166619,0.8513243,0.9702042,0.9439932,1.0801381,1.1385967,0.96920604,1.2814819,1.1168203,1.192196,1.118659,1.261282,0.42834896,0.99084175,0.5395282,0.46866477,0.82655746,0.78957427,1.4336354,1.4173934,1.3295026,1.3667184,1.2437316,1.3139381,1.2375445,1.214488,1.1814163,1.2032397,1.1575468,0.93129313,1.2288535,0.664859,1.1581709,0.9693706,0.6814848,1.1488218,0.5469681,1.1275343,0.6893781,1.259098,0.0,0.67772245,0.529255,1.4407688,0.7684189,1.263133,1.121148,1.152024,1.1754851,0.9484013,1.3149884,1.2602408,0.7425718,0.55357355,0.6490789,1.4048285,1.2829843,1.2996081,1.0879165,1.0127248,1.44882,0.8284036,0.9683172,0.82569075,1.0451677,1.3278866,0.6479145,1.1608727
sink,1.1479447,1.1846322,1.2115633,0.91892016,1.1760297,1.077457,1.2143536,0.80323064,0.44414747,1.0672723,0.7876798,0.95893914,0.58186615,1.1416487,1.170548,1.002218,1.0197538,1.0562323,0.97854346,0.64178413,0.7831093,1.0369698,0.8373114,0.9465045,1.1114854,0.74578536,0.9636587,0.83706313,0.9907876,0.76179695,1.1031015,0.8940957,0.7478857,1.0325089,0.9867096,0.80107003,1.0770493,0.76209,1.0827745,1.0695418,0.7185328,0.8661802,1.162802,0.8415692,1.2007234,1.2275988,0.65325004,0.55467,1.0814646,1.0092287,1.1123618,1.1206173,0.8874768,1.1626663,1.1055644,1.2189715,1.0790193,0.9588114,1.0737923,0.9618138,1.2452656,1.0712181,1.0834516,0.7314832,1.2097418,1.2122817,1.2799895,1.0933638,0.79543984,1.0868386,1.2081912,1.2499654,0.65783894,1.1578138,0.92409563,1.0215391,0.6958164,0.8409706,0.80413556,1.1127337,1.2370838,1.0504537,0.8783206,1.1150819,0.72418225,1.0094093,1.1636486,1.03608,1.1447525,1.0189875,1.262069,1.1919022,1.0655594,0.40093386,1.1824219,1.1030134,1.0144314,1.0026501,0.84753406,1.032559,1.0237116,1.1756172,1.1422614,1.1861783,1.0230385,1.2706258,0.8474559,0.7045408,1.2333367,1.1501492,0.9213748,0.6231739,0.6336168,1.2513416,1.1596162,1.0758511,0.8541579,1.090323,1.0431311,1.0928508,0.8912538,0.67772245,0.0,0.8398324,1.0807569,0.8434423,1.1154768,1.0439494,1.0327113,0.6137234,1.0593735,0.9809485,1.1229204,1.0221409,1.0586011,0.831411,1.0407795,1.2523661,1.273143,1.0167751,1.0390948,1.2150856,0.8142469,0.92883813,0.9455345,0.72314763,1.2288094,0.732785,1.1269621
slide,0.7631441,1.2610826,1.3819476,0.6964696,1.3714522,1.4495385,1.24902,1.0334187,0.42498636,0.7318084,0.44888204,1.2259961,0.8303506,0.6863823,1.0355283,0.5425068,0.94697124,1.0947838,1.3078735,1.2560866,0.8427987,1.2110956,1.0770947,1.2945915,1.1302773,1.2179277,0.96957624,1.2062845,0.6794412,0.7353901,1.0200313,1.2461123,0.5369133,0.6026277,1.2357779,1.0392643,1.1409308,0.82380754,1.1632787,1.3286002,0.49358833,1.3845241,1.1786118,0.82729,1.0483986,1.1690602,0.6740372,0.9442107,0.6687364,1.228986,1.2759855,1.389318,0.566826,1.2078335,0.94698185,1.2635629,1.2539295,1.1392443,1.2161855,1.2832718,1.2747446,0.85571706,0.9881201,0.7072538,1.2163984,1.2692608,1.3200878,0.953302,0.7159302,1.025017,1.3902757,1.1954366,0.58528197,0.74995625,1.076757,0.5397497,1.0429947,0.6504789,1.2769991,1.2588294,1.0401152,0.98930115,1.0512942,1.025046,1.0044954,0.92722905,1.189365,1.0249987,1.3022633,1.1412765,1.2117876,1.2038054,1.1997373,0.5794544,0.88024366,0.5539333,0.56296057,0.6722939,0.73785055,1.3573439,1.2915863,1.21229,1.3075882,1.3199645,1.2969831,1.2317075,1.2489617,1.0809345,1.2191774,1.1779494,0.85459757,1.2179163,0.77960587,1.188768,0.84688497,0.7995335,0.9975669,0.6201559,1.0174274,0.6658172,1.2634767,0.529255,0.8398324,0.0,1.3473842,0.49720657,1.2861404,1.1990921,1.180799,1.1142362,0.91052514,1.2659581,1.2889032,0.82054657,0.58616203,0.49150658,1.3492384,1.3224552,1.221417,1.0286089,1.0752023,1.3825758,0.7335078,0.78428775,0.88145065,1.0779688,1.275371,0.83967924,1.1530437
slipper,1.4396458,0.699909,0.44760156,1.3677862,0.6579088,0.4907856,0.7539034,0.9049672,1.4877815,1.157871,1.5426087,0.44116914,1.1374779,1.5876751,0.997684,1.4490789,1.1341252,0.9458998,0.24258769,0.40947068,1.2894846,1.1229278,0.5901349,0.6502015,0.9665619,0.59345204,0.8837152,0.8317634,1.1841424,1.2856662,1.2384014,0.4999231,1.5166562,1.4098452,1.1365738,0.933619,1.1596588,1.2939734,1.1701962,0.13993609,1.5133951,0.3358395,1.0372463,1.3981984,1.3017422,1.2003995,1.3053858,1.0914154,1.4622589,0.57613516,0.47615868,0.42495114,1.2067006,0.7366217,1.2393357,0.62959814,0.5018412,1.0160555,0.587738,0.45168632,0.9056066,1.2263978,1.2828965,1.3677874,0.67276096,0.8091178,0.69483376,1.2524726,1.3013642,1.2057071,0.22655547,1.0869884,1.2805967,1.2283165,1.2400211,1.3441176,0.6342157,1.4303524,0.5028379,0.5083176,1.2743577,1.1227043,1.2345704,1.3467224,1.1077143,0.8537152,0.88572514,1.2522752,0.2271092,0.92413086,0.6410565,0.9340785,0.40367997,1.3952227,1.1971952,1.5198294,1.3811086,1.5031087,1.3590941,0.13356829,0.15263355,0.708386,0.59363353,1.0452064,0.39951754,0.79022086,0.7610475,0.81561494,1.0440434,0.39203322,1.057507,0.49780226,1.4227684,0.8713601,1.2629592,1.36642,1.043403,1.4495339,0.8205019,1.2139432,0.57748675,1.4407688,1.0807569,1.3473842,0.0,1.2869312,0.58091664,0.9247473,0.9907845,0.86571574,1.1916322,0.57141864,0.7200853,1.2455701,1.4948301,1.5381881,0.41783506,0.50922275,0.50595486,0.99674803,1.0661352,0.63077223,1.4918799,1.1420683,1.2484744,0.67817163,0.3328215,1.2363108,1.1289028
snow,0.80218273,1.2208214,1.261193,0.78566957,1.1774133,1.295788,1.2403765,1.0770965,0.5773526,0.56813705,0.59453917,1.2065146,0.931337,0.7661937,0.9458455,0.6672711,0.9748763,1.0567514,1.2736698,1.1623482,0.9815628,1.024017,1.1878201,1.3210665,1.0871532,1.3205397,1.0569866,1.1456025,0.5922735,0.98782796,1.0365033,1.1340504,0.76726294,0.7981113,1.0507295,0.979247,1.0695784,1.0132474,0.94904876,1.248939,0.7995769,1.3601419,1.2006596,0.8491265,0.95472974,1.1679294,0.9060101,1.0123365,0.854408,1.2783651,1.1481442,1.2315848,0.5155649,1.0207545,0.9533471,1.2247972,1.0575082,1.1654309,1.1860992,1.1603456,1.2039565,0.9109332,0.96193206,0.7938042,1.1944504,1.2344551,1.182116,0.9686514,0.6411485,0.97814775,1.3403136,1.186523,0.6601669,0.97469276,1.1732187,0.77348506,0.9921518,0.7996013,1.0942593,1.2576998,0.9523092,0.9250915,1.0609751,0.9606256,1.009837,1.023649,1.1307198,0.9371068,1.1848122,1.1931624,1.2310818,1.1683385,1.1119184,0.784636,0.75096273,0.6924439,0.8175281,0.715406,0.6554681,1.2597023,1.2211751,1.1987618,1.2562888,1.1774938,1.2816759,1.1381484,1.2784486,1.0924716,1.1800026,1.1506646,1.1570703,1.2123386,0.9077465,1.178123,0.860742,0.81240004,0.96455014,0.76787066,1.1205971,0.8800393,1.2678754,0.7684189,0.8434423,0.49720657,1.2869312,0.0,1.3222446,1.1191365,1.0850192,0.97583723,0.95737386,1.2044675,1.142756,1.0044831,0.74019164,0.52653205,1.303673,1.2878957,1.2602991,0.97254556,1.1338396,1.3387749,0.80311096,0.8604709,0.85905594,1.2068232,1.2199402,0.87174225,1.0542259
soap,1.2666352,0.83906305,0.4305581,1.2378501,0.79382294,0.5082681,0.4036312,0.9920495,1.3389963,1.1756145,1.3909506,0.69090307,1.1962003,1.3344929,1.0653439,1.3036711,0.9690112,0.9459417,0.6424312,0.5637663,1.1540152,1.0477732,0.7639828,0.6050759,1.0114175,0.7149916,0.89813393,0.72363544,1.2007858,1.1446054,1.0198656,0.87075377,1.289073,1.2181522,0.8829792,1.2006841,0.9872957,1.2275894,1.1053734,0.56155425,1.3320268,0.5463334,1.0614004,1.1294537,1.1639087,1.0386128,1.0432967,1.11498,1.2322094,0.6802578,0.70246243,0.35997164,1.3190417,0.8967656,1.1377811,0.72181857,0.7711363,0.94190246,0.71770585,0.84254545,0.8290824,1.2044855,1.2579889,1.2446826,0.81053805,0.81903744,0.6695263,1.1386453,1.2284414,1.1414589,0.5811367,1.0563606,1.3176568,1.068018,0.992831,1.1903795,0.8341729,1.2909416,0.80662304,0.88212705,1.1915636,1.1910698,1.1362097,1.1973548,1.1948266,0.8665014,1.0321074,0.99934775,0.7136173,0.9717711,0.8038284,0.96861875,0.7131866,1.3145437,1.1072419,1.2953761,1.20383,1.3197558,1.2115695,0.60850483,0.5613858,0.74523044,0.30931425,1.1299901,0.58905095,0.8736904,0.800067,0.724358,1.0607253,0.51989347,1.1335369,0.75259995,1.1138959,0.92636925,1.1306314,1.2977028,1.1165433,1.3116361,1.0505252,1.1146281,0.6956828,1.263133,1.1154768,1.2861404,0.58091664,1.3222446,0.0,0.9605973,0.8798767,0.9538569,1.0047735,0.6724918,0.86082923,1.0331526,1.2617013,1.3780656,0.41046798,0.6904253,0.71270096,0.9925432,1.0669932,0.6010411,1.285058,1.1736108,1.239286,0.88016725,0.6853751,1.2033263,1.184823
sock,1.1293826,0.6321342,0.8784708,0.57118404,1.030111,1.0032578,0.9095061,1.1389779,1.0876038,1.1891992,1.045703,0.8991482,0.9391212,0.91851807,1.1477647,0.9611497,1.0988892,1.1786399,1.0802593,1.0110698,1.0994011,0.8803231,0.99234265,1.0547466,1.1178337,1.0431526,1.3195179,0.9377899,1.0259185,0.98808223,0.9369103,1.2267743,1.1343381,1.0556762,0.88021916,1.0519571,1.0285481,0.96129245,0.92231524,0.9855874,1.1259509,1.0190766,1.209331,1.0808374,1.0626624,1.0899806,1.0837922,0.96912694,0.9743291,1.1071999,0.7954307,0.9461672,1.0944546,0.90393746,1.1160442,0.45882618,0.91547483,1.1367784,0.4717036,0.96330315,1.1576674,1.1907017,1.1912324,1.0395769,0.88394535,0.3452344,0.77597415,1.0162269,0.9663286,0.42875844,1.0295746,1.2084807,1.0946628,1.0064443,0.96477854,0.77283704,0.860125,1.0857923,1.0559443,0.85327756,0.906478,0.9733719,1.0645999,0.5575974,0.95719147,1.2496939,0.7159287,1.0378047,1.027833,0.6855635,0.76578546,0.7623257,1.1213627,1.1090746,1.2577313,0.9672947,0.8158951,1.1447611,0.9720843,0.9751443,0.99461555,1.1048679,0.99194425,0.9245291,0.8627429,0.88921255,1.0838473,1.016917,1.1905537,1.1430678,1.0668995,1.0466484,1.1422609,1.2626325,0.94501495,0.97610575,1.0481551,1.0653963,0.61233145,0.74261165,0.9142636,1.121148,1.0439494,1.1990921,0.9247473,1.1191365,0.9605973,0.0,0.9325189,0.9558502,1.1412512,1.0166903,1.0496793,1.2517847,1.0829358,1.1588819,1.0427802,0.4049434,0.89567345,0.5994711,0.6854373,1.132459,1.1952225,1.2089003,1.1380705,1.0509986,0.8695827,1.0720618,1.0587271
