,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
knife,1.3880337,0.7309874,0.9900102,1.3157251,0.9179626,0.82900155,0.78254426,0.7393408,1.0788625,1.1963971,1.2587017,0.59979844,0.9113714,1.2753428,1.0726984,1.2707034,1.0690978,1.0124882,0.61245507,0.7084433,0.98244214,0.8765947,0.32008886,0.8209545,1.1078466,0.5693357,0.9979628,0.89484376,1.2888101,0.97085375,0.8531492,0.72615385,1.1963286,1.3473554,1.1738995,0.70368296,1.0146074,0.9432523,1.1219882,1.0510972,0.500841,1.1840345,0.72108626,1.1565324,1.0613375,1.235152,1.2002344,0.758544,0.7050673,1.3027312,1.1784393,0.8963591,0.9827378,1.327786,1.340575,0.9706841,0.9726455,0.8306239,0.95301414,0.21342784,1.1142341,1.2240641,0.8372418,1.1689954,0.9850565,1.3151276,1.2707267,1.2115638,0.874604,1.0156754,0.8580234,1.3045552,1.1637197,1.3170304,0.0,1.1322403,0.5799021,0.80881643,0.9386276,1.243793,1.1976807,1.44474,1.0954616,0.9688011,1.1307695,0.8451184,0.6622361,0.82300305,0.8623717,0.96239245,0.86102796,1.2577629,1.4079802,1.2932211,1.2422042,0.1713252,0.14852726,0.86054754,0.9780333,0.9053188,0.7429485,1.2470614,0.8249315,0.7074804,1.0195706,0.92558163,0.8395014,0.85450745,1.1263349,0.98736155,1.0481509,1.233269,1.2056984,0.43520927,1.3917688,0.97430056,1.129319,0.32660067,1.2352504,0.7133598,1.1186393,0.6520631,1.0628002,0.7483292,0.955474,1.0900139,0.34614217,1.1769414,0.9913768,0.9937431,1.3746464,1.2188859,1.3004096,0.80387557,1.0675896,0.91415143,0.8013831,0.9807539,0.6768651,1.0744653,1.1095905,1.3396561,0.54101807,0.79024565,1.0901141
ladder,0.7663537,1.3566946,1.3866402,0.77405024,1.3322734,1.3740264,1.3126892,1.0384452,0.6787547,1.0051215,0.5176349,1.394043,0.5248829,0.8533053,1.1495695,0.76468307,0.8025064,0.8867097,1.2545877,1.3070891,0.62278616,1.3287807,1.0376006,1.0213661,1.0546135,1.0974262,0.83316445,1.325969,0.9288496,0.20806384,1.354475,1.3220721,0.5410579,0.7568393,0.9321699,0.937669,1.1394401,1.3610806,0.43887568,1.0583239,1.4270742,0.3493471,1.2373646,1.0355206,0.8242426,0.9941807,0.9503494,0.6940622,0.72338754,0.5943662,1.0903724,1.3803935,1.4607428,0.9113991,0.98988837,1.3011194,1.2476664,1.0622578,1.1621716,1.2522893,1.2286572,0.7039484,1.3561507,1.0425516,1.428761,0.8984158,0.9612695,0.95303917,1.3471208,1.0952537,0.81051993,0.7136075,0.8528255,0.7335925,1.1322403,0.0,1.1838896,1.1927451,1.061176,1.0201609,0.6899391,0.9324403,0.95147973,1.293459,1.0869561,1.4597095,1.2248479,1.3816633,1.3903956,1.3643706,0.71268,1.0541501,0.7502897,0.7237706,0.8111769,1.3233385,1.301452,1.1483532,1.3226879,1.2404685,1.1566427,0.98514706,0.9742035,1.2279797,1.1058972,1.3186554,0.8905031,1.2372853,1.1881224,0.57043684,0.9867279,0.97787315,0.7545547,1.0527531,0.7766664,0.99835813,0.9699995,0.83285356,0.5274707,0.9062512,0.6556908,1.4457707,0.9721836,1.433473,1.1232406,0.99825144,1.2056153,0.8547326,1.2721447,0.56036437,0.69512963,0.8652532,0.5939479,1.4351643,1.0162277,1.3800431,1.406656,0.9088349,1.0712919,1.1403584,0.64457285,0.95925885,0.6515547,1.3644931,0.6291646
lamp,1.5559064,0.6406257,0.7869909,1.5213528,0.6446036,0.43537605,0.76091456,0.57856244,1.1823369,1.0379604,1.3472058,0.4394337,1.1289542,1.3116454,1.0353634,1.3941647,1.264358,1.1499245,0.38359284,0.53247166,1.1070861,0.67237514,0.672636,0.6950324,1.0410888,0.45136857,1.095669,0.8854283,1.203973,1.0949122,0.741724,0.33802992,1.2673144,1.459004,1.1413859,0.9529575,0.94047886,0.85000753,1.2518187,1.3063354,0.35609508,1.2586428,0.47613335,1.0777134,1.1145806,1.2470435,1.2039833,0.8428484,0.8661497,1.3851721,1.0966129,0.6785577,0.6937784,1.2407156,1.3105093,0.998283,1.0231066,0.59758514,1.0701828,0.45816612,1.0937712,1.3576334,0.5267482,1.3248606,0.80315554,1.2862656,1.267064,1.4072146,0.47828054,0.972231,1.1126916,1.4291909,1.2190167,1.5140214,0.5799021,1.1838896,0.0,0.75187343,0.92364407,1.3714586,1.2204227,1.5653529,1.151849,0.8341489,1.0494983,0.47338986,0.59062237,0.60624045,0.61360306,0.6336572,1.0347307,1.0986835,1.5142376,1.485027,1.380146,0.4052925,0.46646094,0.92986894,1.0484987,0.9261439,0.6109244,1.3175292,0.6727717,0.62153995,0.9217741,0.6545051,0.93468297,0.7265451,1.0581071,1.1449547,1.0402368,1.35263,1.2921484,0.8811146,1.4479415,1.1563709,1.2365583,0.6651888,1.3047241,0.90078026,1.1275309,0.43208265,1.0001724,0.7062364,1.1978248,1.1499685,0.35470617,1.2194486,0.8616179,1.1975027,1.427932,1.1676227,1.3915818,0.5090749,1.2216245,0.8134887,0.7077272,1.2661126,0.6924919,1.0038921,1.3243942,1.2541294,0.7540523,0.64416414,0.8994389
leg,1.3940363,0.39922392,0.9477963,1.0116789,1.0350022,0.9189133,0.9692834,0.97926736,1.2561245,0.9984736,1.3343012,0.5822429,1.1668926,1.1886637,1.1028341,1.2120064,1.2592065,1.2568614,0.79166555,1.0200627,1.2158308,0.85761535,0.66265094,1.0461814,0.9702365,0.6654453,1.1580077,0.5899361,1.0545402,1.08237,0.81242406,0.82312727,1.2323964,1.2716591,1.2170902,1.0001916,1.0623198,0.709741,1.2223217,1.0296465,0.6240998,1.2967355,0.9127048,1.0831739,1.3450035,1.2580522,1.2189213,0.91679174,1.0350529,1.1287308,1.0265865,0.69456816,0.8893334,1.118381,1.14561,0.6264638,1.0377747,1.0476885,0.4978329,0.80280423,1.257478,1.3416872,0.614166,0.94721895,0.96531165,1.0617684,1.3238909,0.9405431,0.8181905,1.0202615,1.1080421,1.2096572,1.1896785,1.0750276,0.80881643,1.1927451,0.75187343,0.0,0.9886978,1.1934161,1.2444996,1.0697091,1.1954811,0.67325246,0.81695104,0.7162366,0.8262151,0.43066013,0.5265661,0.96716917,0.89885294,1.1401855,1.1879326,1.0131177,1.297881,0.630708,0.68847895,1.0221735,0.7832327,0.93016106,0.7463524,1.1755977,1.0704654,1.0133264,1.020225,0.9494902,1.0312583,0.79840726,0.8763878,1.2472861,1.0409864,1.21822,0.9597301,1.0198945,1.1401856,1.0432131,0.7105092,0.84887594,1.2840075,1.0949435,1.1378206,0.60959744,1.1199186,0.8311,0.7383668,1.1401324,0.80751014,1.2497306,0.97993857,1.1326985,1.2312325,1.2420046,1.3845811,0.9483849,1.067403,0.5463159,0.55714136,1.1220775,0.77227145,1.2240449,1.3044178,1.2235228,0.9525664,0.5049628,1.067705
meat,1.0903864,0.96566045,0.88405526,1.1737208,0.9586462,0.9848893,0.9261107,1.0853078,1.062143,1.1986051,1.2008287,0.920615,1.1389613,1.1613837,0.78605366,1.1084509,1.1209286,1.0341046,1.0485305,1.0124273,1.0840721,0.8963668,1.072965,1.0885602,0.75059396,1.0550083,1.0427915,0.9506347,1.1759493,1.0474135,0.8677031,1.0225604,1.1943829,1.249088,0.9976442,1.1938108,0.7308091,0.8327306,1.1523538,0.83217514,0.9412059,1.1585226,1.0373868,0.8114431,1.1117402,0.9668294,0.98546165,1.0553509,1.0456288,1.1477039,0.80416167,0.91596746,0.8988436,1.1899506,1.1118249,0.8999735,0.7910253,0.8574312,0.9819901,0.97014755,0.7900157,1.0569891,1.0170848,1.0376971,0.89317775,1.1265297,1.0755415,0.9818727,1.0385835,0.7930014,1.1057012,1.2329255,1.0401607,1.1932666,0.9386276,1.061176,0.92364407,0.9886978,0.0,0.94552153,1.1130358,1.0586457,0.9832604,1.0715377,0.6638381,0.9671614,0.97685105,0.9292051,0.9260664,0.9424048,1.0935215,1.0374973,1.2346686,1.1742455,1.0792011,0.92217326,0.93987584,0.8824793,0.9872884,0.92078227,0.98583674,0.9144494,0.93030006,0.97395235,0.86130166,0.94820595,1.1276196,0.97902584,0.838552,1.0933166,0.6012742,0.98786414,1.2034117,0.94568,1.2511566,0.9450856,1.1105695,1.0063152,1.1716559,0.96677667,1.1605523,0.9491556,1.1017543,0.8983406,1.0821732,0.8984978,0.9390553,1.1478014,0.8788474,0.96333814,1.2318443,1.0938745,1.1928562,1.0116404,0.8676623,0.92177117,0.87816644,1.0164771,1.06613,1.0467733,1.0934792,1.0475976,1.0944903,0.9573189,1.0820556
melon,0.73498243,1.2685096,0.82774425,0.72908735,1.0611628,1.1806598,0.92987424,1.1469483,0.76023674,0.9428134,0.85441077,1.3338418,0.93194026,0.74936557,0.9176733,0.7264991,0.7853208,0.9870292,1.367912,1.0605943,0.99250406,1.0013186,1.232105,1.1650765,0.9744374,1.4344361,0.9726524,0.9631927,0.8787202,1.0394765,1.0966775,1.3659086,0.8885221,0.92934394,0.70049816,1.0730067,0.85055155,1.0529678,0.98101866,0.63843966,1.3986316,0.9784227,1.2722299,1.1055255,0.75481474,1.0357896,1.0314447,1.0620531,1.1149256,0.8512604,0.9574162,1.286579,1.0297426,0.92839587,1.0949128,1.1313789,0.87880075,1.0791138,1.0022196,1.2641212,0.889395,0.63728714,1.3755655,0.771402,0.8996692,1.0256038,0.65178466,0.78581226,1.3150265,1.2487885,0.91531616,0.93794906,0.85059,0.87551314,1.243793,1.0201609,1.3714586,1.1934161,0.94552153,0.0,0.90891206,0.51517415,0.8296336,1.2415661,0.6988015,1.3116412,1.1305379,1.3191084,1.2431521,1.0347686,1.0997853,0.8984073,0.8550785,0.8569396,0.68997085,1.3743902,1.3380339,1.0763116,0.50393414,1.2496073,1.1855773,0.6343,1.1472652,0.8829577,1.2439187,1.047389,1.1142334,1.3268654,0.9917074,1.0274857,1.0432663,0.72308266,0.9191131,1.0394317,0.91714,0.9436513,0.8158479,1.1145937,0.9456911,0.81666625,0.8849232,1.3980083,0.9780325,1.0348722,0.8213304,0.6730597,1.2751994,0.747123,1.0096014,1.1549941,0.97097766,1.0450261,0.797567,1.1471025,0.82930833,1.2182845,1.2036477,0.61332417,1.1514416,0.9870515,0.7281444,0.88116884,1.2794247,1.3119277,1.0649747
milk,0.87078524,1.3183881,1.1936322,0.8222256,1.1204505,1.1935009,1.1605619,1.1011986,0.7304231,1.0998087,0.7762622,1.335931,0.8117732,0.81178015,1.1955398,0.942839,0.8624357,0.6895729,1.010689,1.0393962,0.7040961,1.2025446,1.1755404,0.6028396,0.9847758,1.1418486,0.9500156,1.2381135,1.0623462,0.79821706,1.2425001,1.217272,0.852913,0.84011066,0.6696844,1.0161468,1.0167143,1.2626847,0.7902918,0.9181764,1.3214651,0.7448484,0.87050295,1.0557641,0.67929083,1.0359279,0.97897756,0.94872564,0.8921797,0.8246312,1.1119237,1.2711327,1.2283247,1.0448633,0.9466448,1.2619939,1.278808,1.0736694,1.2384932,1.2748908,1.1527984,0.57554644,1.3370504,1.2078328,1.136971,0.93887246,0.8026781,0.99410707,1.300015,1.0932906,0.97195053,0.85894096,0.4968137,0.9077742,1.1976807,0.6899391,1.2204227,1.2444996,1.1130358,0.90891206,0.0,1.0205507,0.89462614,1.2473578,1.1396121,1.3115308,1.250664,1.381257,1.363158,1.132191,0.8977871,1.0974717,0.88964665,0.935714,0.65050346,1.3191767,1.2797458,1.1679866,1.1723093,1.1940244,1.2577817,0.8102958,0.9474783,0.9398509,1.0761207,1.1558621,1.0158331,1.2335274,1.1549718,0.6123343,1.1491659,0.85726404,0.80928904,1.1128658,0.885727,1.1293988,1.1030526,1.0418224,0.7208036,0.842366,0.8609836,1.3988657,0.9406476,1.1379874,1.1008668,0.7712355,1.2437718,0.7337347,1.1027915,0.91018534,0.8170998,0.8852985,0.60591793,1.1168137,0.8711436,1.3238249,1.3702117,0.8833598,1.2189131,0.9657571,0.7186567,0.9027139,0.8927509,1.3703905,0.8605188
mitten,0.542957,1.2342632,1.2406918,0.4274752,1.2758152,1.4335036,1.2265078,1.2244118,0.8482123,0.77278876,0.73152834,1.4256341,0.9371978,0.7045746,0.9511997,0.5304325,0.80814433,1.0878903,1.5438375,1.4100637,1.1209241,1.277867,1.3394617,1.3497193,0.975829,1.4970609,0.9286307,1.011789,0.63733995,0.9214338,1.2670046,1.5160486,0.8099201,0.63950294,0.8244914,0.94441026,1.1161377,1.1350329,0.82965285,0.7842238,1.5606534,0.7680428,1.4931772,1.089917,0.9628861,0.92208874,0.8942718,1.1818302,1.2764294,0.5996234,0.92142975,1.2765635,1.1890945,0.67942023,0.80038786,0.906258,0.9509221,1.3137089,0.8009457,1.453785,0.96215594,0.7023633,1.3124876,0.2808751,1.1618863,0.73044646,0.81152153,0.47424227,1.267697,1.24599,0.8423809,0.63683534,0.90063035,0.46975088,1.44474,0.9324403,1.5653529,1.0697091,1.0586457,0.51517415,1.0205507,0.0,0.89085335,1.1278085,0.8257034,1.3661783,1.2845975,1.2068875,1.2150809,1.3676946,0.93997,0.7870861,0.44718796,0.45611727,0.7515024,1.5222223,1.510177,1.0897433,0.8942876,1.2865937,1.2372566,0.76611257,1.3529608,1.3415467,1.2863044,1.3009468,1.0291058,1.2759346,0.9079051,1.0625359,0.97222656,0.7733644,0.65784043,1.147047,0.5528605,0.7600653,0.51457065,1.2821732,0.8635522,1.0933741,0.86060566,1.4093033,1.0475912,1.2583836,0.6308143,0.96317536,1.4983565,0.6468469,1.261051,1.0185872,0.64299345,0.94784296,0.7703787,1.4567705,0.8855495,1.0820206,1.1084667,0.57902884,1.141881,1.0800824,0.81287056,0.8129759,1.3093097,1.2010169,1.0107346
motorcycle,0.7597145,1.3101597,1.1757969,0.9205894,1.0653355,1.1731132,1.0825282,0.99288225,0.75010717,0.7588241,0.8060792,1.2043642,0.99717396,0.8418658,0.9762057,0.8425181,0.70074433,0.79594684,1.1041232,1.0683461,0.9162457,1.2334039,1.1023421,1.0230203,0.8599841,1.2394516,1.0358969,1.259578,0.85940593,1.0798932,1.1825635,1.1245662,0.88069594,0.9456161,0.8565893,0.84005594,0.9798816,1.2389657,1.0435003,0.99242216,1.2403718,0.84039694,1.0944369,1.0049082,0.7728239,0.9423349,0.9417074,1.0660316,1.0044762,1.0522783,1.2348021,1.2339807,1.1971968,0.7905637,1.0499898,1.2514067,1.1512873,0.94881797,1.2654917,1.0927973,0.79450154,0.69374114,1.2997781,1.0508885,1.0905936,1.0968038,0.8408934,1.0067955,1.234972,0.99015707,0.94453233,0.87747157,0.8739163,0.98475266,1.0954616,0.95147973,1.151849,1.1954811,0.9832604,0.8296336,0.89462614,0.89085335,0.0,1.3024368,1.1422437,1.2892065,1.1049024,1.295145,1.3225305,1.1687466,1.0805027,0.8643261,0.8721372,1.0896277,0.68592435,1.1614387,1.1094128,0.9624677,1.0112965,1.1007645,1.2452569,0.8794076,0.9128356,0.9003699,1.0125506,1.2019982,0.97712535,1.1682086,1.1927843,0.9571177,1.0880878,0.9916142,1.0390564,0.811229,0.8803543,1.1090777,1.0833595,1.0194597,0.8945825,0.83236825,0.66020125,1.3047936,0.7823978,1.1801064,1.154712,0.8961283,1.0603417,0.7075334,1.0622901,0.983394,0.9341,0.8135531,0.6305437,1.1447132,1.1091111,1.3178654,1.1993328,0.74392,1.1644952,0.9004291,0.7388147,0.90813684,1.0465782,1.2917861,0.99371463
mouth,1.4169923,0.3580463,0.7714633,1.221967,0.894373,0.79436415,1.0554903,1.0327239,1.2994903,1.1757104,1.3347473,0.6225413,1.2542875,1.2612413,1.1724794,1.329076,1.3091238,1.2837815,0.80663896,0.9562742,1.2502979,0.83671236,0.9522382,1.0490406,1.0868477,0.7214421,1.1122962,0.5150478,1.1377898,1.2416296,0.69618255,0.79919004,1.1927282,1.1519717,1.1486201,1.2142675,1.0512141,0.5680444,1.2481457,1.0577947,0.5732006,1.276583,0.8337993,1.0332857,1.2809104,1.2805591,1.2888162,1.0790892,1.1634519,1.2117155,0.8167568,0.5585182,0.61942637,1.1892196,0.8045163,0.4573866,0.98026353,1.1047812,0.49243736,0.8545917,1.2190399,1.2840176,0.29520297,1.0801752,0.738672,0.80258673,1.3068627,0.93794554,0.6544277,1.1293948,1.0489678,1.1510869,1.2288413,1.1224666,0.9688011,1.293459,0.8341489,0.67325246,1.0715377,1.2415661,1.2473578,1.1278085,1.3024368,0.0,0.8056574,0.35805124,1.0028325,0.28389317,0.26733708,0.8636751,1.1677567,1.205088,1.1372732,1.0538985,1.3459234,0.7831475,0.8370247,1.1761398,0.9657604,0.9635446,0.85008883,1.0732256,1.1701407,1.0704236,1.1439081,0.8728055,1.2143599,0.577533,0.59475887,1.2199135,1.1011728,1.1350417,1.0897847,1.2221236,1.1146493,0.98230404,0.9169842,1.139678,1.2389857,1.2288898,1.3047496,0.45284766,1.1636076,0.72483134,0.9001246,1.2089572,0.9723574,1.2790014,0.9124016,1.1745315,1.1207267,1.1532276,1.3888898,0.84817684,1.0418314,0.32223427,0.41127062,1.1906575,1.0385661,1.1781335,1.3661219,1.0950408,1.1214448,0.34633803,1.1345748
muffin,1.1725583,0.7134985,0.7572169,0.99547386,1.0499719,1.0421207,1.0804875,1.154563,1.0397794,1.190343,1.2294735,0.9730862,1.1400818,1.1170384,0.9248069,1.098417,1.2115992,1.2674074,1.2169907,1.1631027,1.1878281,0.67650515,1.1382155,1.2363496,0.99279076,1.1197802,1.0307262,0.5108345,1.0579875,1.0731366,0.93353844,1.1048607,1.0776032,1.135164,0.85409474,1.2432009,0.72869015,0.74618363,1.1222967,0.6465419,1.0016235,1.2056552,1.1909765,1.0437378,1.0760033,1.1339251,1.1329205,1.0280275,1.107139,0.94178104,0.72611743,0.7457894,0.7397209,1.217411,1.0015073,0.7031988,0.8223573,1.1110957,0.78571504,1.054755,1.0861533,1.010981,0.86455005,0.8903814,0.85361254,0.94021153,0.882526,0.7719947,0.9577639,1.0885303,1.0647237,1.1656332,1.0835913,1.0837696,1.1307695,1.0869561,1.0494983,0.81695104,0.6638381,0.6988015,1.1396121,0.8257034,1.1422437,0.8056574,0.0,0.85138124,1.0537174,0.72170556,0.65911126,0.7653538,1.0980287,1.0850852,1.1038482,0.97119427,1.107843,1.1094147,1.1402501,1.1158844,0.7525251,1.0449816,0.9800847,0.69361305,1.2405176,1.0202936,1.1321009,0.7526608,1.2024411,0.9298219,0.71186006,1.1800101,0.8404767,0.86691964,0.96366364,1.1875895,1.1142532,0.9619387,0.86107004,1.024435,1.1018183,1.0321199,1.225573,0.93073815,1.2179406,0.9157383,0.8762331,0.90383166,1.1008258,1.1812027,0.8819442,1.233618,1.1549022,1.2013822,1.2541862,1.0986208,0.7724458,0.6623994,0.7706449,0.9944976,1.1280811,1.2412558,1.1005181,1.1591631,1.2441477,0.79590183,1.0600268
nail,1.5487056,0.4207226,0.5007925,1.3743887,0.48321646,0.3605883,0.82789195,0.9229316,1.4154968,1.1706002,1.5024878,0.44339806,1.4704924,1.3271115,1.04279,1.4571983,1.3915465,1.3149196,0.4385823,0.6651978,1.4062102,0.5412412,0.92530775,0.8697581,1.1058888,0.6343938,1.216126,0.5424445,1.2559426,1.4445362,0.6375387,0.40383023,1.4357558,1.2908243,1.1826266,1.2766074,0.9492912,0.50821376,1.4479892,1.116625,0.24987042,1.546874,0.5272968,1.101589,1.2987627,1.2412568,1.2889414,1.1954906,1.2203985,1.3793085,0.95057064,0.3585937,0.26220107,1.2633147,1.0255474,0.5018863,0.9042052,0.90282506,0.7883551,0.6497398,1.0535218,1.4341141,0.24233961,1.1596909,0.45150256,1.076007,1.246253,1.1261337,0.39868116,1.053543,1.3052273,1.3319523,1.3224552,1.3487854,0.8451184,1.4597095,0.47338986,0.7162366,0.9671614,1.3116412,1.3115308,1.3661783,1.2892065,0.35805124,0.85138124,0.0,0.7388016,0.3482318,0.28284585,0.48281515,1.3044629,1.0998092,1.3514531,1.3375582,1.4571204,0.55172926,0.64116156,0.9597261,0.8708247,0.8705202,0.7085967,1.1906954,1.0239207,0.89159906,1.006271,0.5677085,1.1837591,0.563316,0.6347199,1.363531,1.1018246,1.2352263,1.1696875,1.1530837,1.3160596,1.1161194,1.184859,1.1086309,1.3739933,1.2375734,1.3361912,0.2134139,1.1370218,0.4960549,1.0085219,1.2335557,0.7000672,1.3279254,0.72722983,1.3644793,1.323177,1.1745217,1.4810395,0.4778818,1.1372803,0.26708406,0.3511449,1.3073574,0.88254315,1.0178977,1.5305799,1.1432494,1.1480583,0.35704386,1.2475892
napkin,1.2760127,0.7654326,0.82884693,1.4374025,0.7791379,0.6888031,0.47686005,0.56203485,1.2431364,1.0258275,1.3151177,0.64785624,1.104851,0.9678552,0.8059715,1.0765954,1.3634584,1.1690693,0.51975054,0.48983425,1.0095675,0.462731,0.7079164,0.6783899,1.1854665,0.52677983,1.1423581,0.92680794,1.256326,1.1530852,0.7768276,0.66689235,1.3263637,1.4169731,1.3237455,0.955026,1.0086406,0.8552079,1.1311693,1.1257054,0.5968878,1.3687105,0.5322447,1.0075344,1.1421597,0.990318,0.8660475,1.0410508,0.7713239,1.274581,1.0162778,0.8179778,0.77457196,1.1732473,1.3883951,0.99968064,0.80274063,0.5566314,1.0114399,0.56351626,0.86836356,1.3937098,0.8240686,0.7811332,0.8508972,1.4469376,1.0354317,1.3449333,0.6896839,0.8813052,1.2752824,1.4113998,1.1441637,1.4416318,0.6622361,1.2248479,0.59062237,0.8262151,0.97685105,1.1305379,1.250664,1.2845975,1.1049024,1.0028325,1.0537174,0.7388016,0.0,0.78915346,0.8548645,0.6395298,1.1873295,0.9142958,1.4516017,1.4101081,1.3917832,0.58979607,0.6200383,0.7027712,0.8346056,0.8010335,0.3261239,1.1886637,0.6723046,0.69420016,0.81808317,0.6090231,0.63464034,0.680456,1.150127,1.2105157,0.8008675,1.2262377,1.2073227,0.79892,1.4582059,0.8621895,1.1957703,0.6651068,1.416239,0.9586172,1.3023605,0.54761386,1.1211379,0.6269225,0.88793993,1.0985078,0.43197513,1.245825,0.8831358,1.001976,1.4721351,1.2843753,1.4708631,0.5026847,1.2170527,0.84812987,0.84426093,1.3222129,0.21355021,0.8504722,1.3874071,1.2347648,0.85425633,0.8539014,1.192415
necklace,1.5552337,0.21496952,0.710264,1.3136328,0.8754307,0.6840717,0.89240193,0.8439721,1.4138813,1.1368552,1.5128539,0.40756035,1.3527448,1.2959956,1.1283154,1.3885796,1.383009,1.3525295,0.68003446,0.8335059,1.3266705,0.7197905,0.799803,1.0147117,1.0906973,0.55971915,1.2521513,0.48115456,1.231288,1.2404573,0.64072955,0.6518707,1.4047601,1.3087356,1.2267616,1.1292793,1.0169479,0.5257572,1.380305,1.1468452,0.38526273,1.4827762,0.74730945,1.0553267,1.3907558,1.3017519,1.2332811,1.0644742,1.1416087,1.3044741,0.83972293,0.44173002,0.6059323,1.2100086,1.014222,0.43969548,0.91414356,0.96181285,0.4996392,0.71408725,1.1799008,1.4491425,0.25224876,0.99160904,0.7315429,0.9765584,1.3788749,1.0245537,0.47960627,1.0120219,1.1093141,1.2563878,1.2766913,1.2312645,0.82300305,1.3816633,0.60624045,0.43066013,0.9292051,1.3191084,1.381257,1.2068875,1.295145,0.28389317,0.72170556,0.3482318,0.78915346,0.0,0.25756502,0.77958703,1.0852046,1.1851355,1.2817962,1.1495209,1.4700818,0.53937864,0.62546116,1.0284845,0.9560449,0.867808,0.6530522,1.2038982,1.0669186,0.94871,1.0266745,0.7653229,1.0484233,0.53551334,0.68990517,1.3557287,0.992679,1.271136,1.2156291,1.0849832,1.2341876,0.9373943,0.8842848,0.9276102,1.451437,1.2093306,1.3566737,0.2760027,1.2366455,0.6682502,0.86030966,1.2574223,0.6844196,1.3956203,0.8153589,1.1800817,1.2794161,1.2627666,1.5514061,0.7061249,1.1294723,0.2962463,0.32611746,1.2977016,0.8279773,1.150264,1.4645592,1.1703112,1.0587848,0.178141,1.2203605
nose,1.5237586,0.2952404,0.6637934,1.3298138,0.7776787,0.6242026,1.0228382,1.0111384,1.3274319,1.1294315,1.4661796,0.46927452,1.3119721,1.2772832,1.1126299,1.4159675,1.3779008,1.3236251,0.66518974,0.8846643,1.2793123,0.7324055,0.8394133,1.0436336,1.0796435,0.6230466,1.1333642,0.48514962,1.1035948,1.317742,0.7326448,0.51102984,1.2847064,1.3225868,1.1134448,1.2189957,0.8717203,0.61345845,1.3467538,1.103161,0.44516248,1.4437532,0.7504376,1.0717326,1.3031194,1.2610761,1.2268267,1.0204828,1.0809115,1.2988529,0.87763274,0.5063834,0.5270396,1.2492995,0.861481,0.5380414,0.93167067,1.0291387,0.56442696,0.67981696,1.138729,1.389377,0.19827741,1.0914143,0.68326867,0.8850976,1.3612398,1.0205774,0.51131487,1.059265,1.0932286,1.2831167,1.3391066,1.3085039,0.8623717,1.3903956,0.61360306,0.5265661,0.9260664,1.2431521,1.363158,1.2150809,1.3225305,0.26733708,0.65911126,0.28284585,0.8548645,0.25756502,0.0,0.7222422,1.1566626,1.1512666,1.3154573,1.2202649,1.4338095,0.6276072,0.70895815,1.0424438,0.8685287,0.920248,0.7710007,1.1651231,1.1109371,0.9325889,1.0324425,0.81550264,1.1430728,0.59666616,0.6282005,1.2912554,1.0633287,1.2490005,1.2119573,1.1800009,1.2565835,1.034889,0.9394721,1.0487187,1.3269043,1.1491253,1.3446994,0.34355807,1.1836176,0.70059764,0.9326916,1.211403,0.78646576,1.3162013,0.8606876,1.2570798,1.2587901,1.1920899,1.5142713,0.7576536,1.1272707,0.34435195,0.45147657,1.3039871,0.912231,1.1578224,1.4353923,1.2438513,1.0848824,0.2873342,1.0805801
