,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
blanket,0.3788532,1.3244339,1.4577429,0.5041705,1.3702036,1.4842954,1.2979512,1.182181,0.5473974,0.6047102,0.19857997,1.2829171,0.49950254,0.6482474,0.98948056,0.0,0.6235971,0.8395748,1.5263684,1.3419533,0.86097145,1.3656754,1.253839,1.3249333,1.1114067,1.3883528,0.87916094,1.2740042,0.5438409,0.66342455,1.3261647,1.375933,0.7025114,0.55202234,0.9733364,0.9866393,1.1953213,1.377011,0.45354617,0.93023384,1.5086774,0.5441209,1.4890978,1.1060749,0.97991246,0.83296293,0.90319157,1.0363933,0.9654917,0.56957334,1.1923345,1.4350115,1.3933501,0.42498642,0.9880137,1.2124424,0.98028266,1.3008028,1.0793798,1.3767675,1.1284391,0.88616544,1.4329584,0.6191755,1.392913,0.91589546,0.9507638,0.79961145,1.4520298,1.1550298,0.8387888,0.5738775,0.9929321,0.46017748,1.2707034,0.76468307,1.3941647,1.2120064,1.1084509,0.7264991,0.942839,0.5304325,0.8425181,1.329076,1.098417,1.4571983,1.0765954,1.3885796,1.4159675,1.4876893,0.86588895,0.7541488,0.4593948,0.5114912,0.5565641,1.4131253,1.3742008,1.1201131,1.0763139,1.1701088,0.9053183,0.89610875,1.2638006,1.2369851,1.1881646,1.362068,0.9660524,1.2821012,1.225633,0.96115685,1.1414541,0.8872448,0.6975061,1.1795559,0.5791103,0.8057238,0.66114837,1.1948596,0.6326124,0.8844151,0.61304986,1.4106727,0.7394901,1.4024926,0.7231262,1.1356109,1.4041579,0.9217888,1.4398674,0.927236,0.65005904,0.9230196,0.5060071,1.4842916,0.9566802,1.3354117,1.3416777,0.75708854,0.93543226,1.1859983,0.7040087,0.592625,1.1745567,1.3880594,0.87517786
boat,0.6675729,1.3830743,1.3492227,0.7029669,1.2270634,1.3324528,1.2064304,1.1900005,0.547539,0.7759626,0.43894053,1.2847509,0.5508959,0.8157778,1.1973727,0.6235971,0.0,0.6816243,1.3713133,1.1882776,0.7159368,1.4335654,1.2053843,1.1927644,0.99502546,1.3988694,0.8689136,1.3554087,0.74803865,0.8043215,1.2950854,1.2744956,0.746207,0.69505775,0.9099884,0.88235354,1.1590161,1.3524876,0.71952295,0.94944763,1.3827962,0.6128512,1.3681155,1.085108,0.89731234,1.0388501,1.0736375,0.9790198,0.8230963,0.81006336,1.1979654,1.3462633,1.3355379,0.6751205,0.9374573,1.2936822,1.2107687,1.2991743,1.2153422,1.2542307,1.116082,0.7385258,1.3138639,1.0674069,1.2394159,0.9189934,0.93923205,0.9204395,1.32741,1.2267643,0.67541456,0.65893275,1.0129625,0.6484353,1.0690978,0.8025064,1.264358,1.2592065,1.1209286,0.7853208,0.8624357,0.80814433,0.70074433,1.3091238,1.2115992,1.3915465,1.3634584,1.383009,1.3779008,1.3984565,0.6801324,1.0561912,0.6330627,0.7246154,0.4830256,1.2329938,1.1658282,1.2298472,1.0684723,1.2362349,1.3719227,0.86725384,1.2060219,1.0536546,1.2314774,1.3535757,1.0701914,1.4046779,1.1800053,0.881983,1.3567827,0.9302707,0.85834336,0.89813584,0.667534,1.113788,0.87806076,1.1250837,0.6713394,0.7142688,0.275694,1.3997161,0.6673745,1.3783638,1.1032885,0.92798835,1.2716789,0.7776817,1.3066828,1.0521342,0.66239405,0.6523418,0.3475176,1.3398409,1.0245577,1.3922623,1.2868842,0.632442,1.3095264,1.0421488,0.41919887,0.768183,1.0682375,1.3528459,0.85611075
book,0.7503598,1.3089812,1.2051057,1.0428705,1.0940897,1.1681514,1.0783358,0.90780985,0.9064483,1.0306239,0.7752364,1.2300179,0.77023435,0.8201509,0.97557974,0.8395748,0.6816243,0.0,1.0713824,1.0555004,0.4636531,1.3066978,1.1276534,0.90714127,0.7214437,1.2053642,0.949906,1.2597395,1.0989107,0.952874,1.186375,1.1359648,0.9553679,1.0232874,0.936952,0.7890214,0.9881143,1.3458215,0.94969934,0.9763215,1.1947889,0.71257293,1.0826697,0.8697045,0.8930459,0.87231636,0.7993336,1.0454288,0.76086324,0.98088986,1.187501,1.3293433,1.3488258,1.0081689,1.0143524,1.2293754,1.1711545,1.0489982,1.2016652,1.1073626,0.8653071,0.7943481,1.2754233,1.1611438,0.91640145,1.0723319,0.8613369,0.9468879,1.2847054,0.91420925,0.99225473,1.0239173,0.75669307,1.0641928,1.0124882,0.8867097,1.1499245,1.2568614,1.0341046,0.9870292,0.6895729,1.0878903,0.79594684,1.2837815,1.2674074,1.3149196,1.1690693,1.3525295,1.3236251,1.2367744,1.0685868,1.0221751,1.0062635,1.1157988,0.2905047,1.1191894,1.0372733,1.025739,1.1024457,1.006874,1.202465,0.75597066,0.9706696,0.98586035,0.8847413,1.2539696,0.940113,1.1412022,1.1682209,0.70743597,1.0490588,0.6741916,1.0529945,0.77746,1.0540712,1.0743355,1.1694874,1.0502939,0.9972953,0.94599247,0.7760123,1.3044086,0.85677767,1.243757,1.1315788,0.9108803,1.1541431,0.8734677,1.0364152,0.8422198,0.974906,0.79677594,0.58837485,1.111737,0.9833859,1.3540095,1.2606215,0.7431916,1.1688099,0.74835,0.63531923,0.9395298,0.9766721,1.3064084,1.0336165
bottle,1.5063301,0.7129301,0.6868437,1.5072807,0.55955374,0.40087008,0.60043967,0.6369326,1.3737037,1.2002387,1.5146183,0.5050672,1.3457341,1.2039886,1.0869079,1.5263684,1.3713133,1.0713824,0.0,0.42718774,1.0749592,0.6779064,0.6591527,0.34840548,1.0807575,0.30177987,1.1489159,0.8496388,1.3633435,1.2467505,0.7491683,0.30925077,1.3094704,1.4623039,1.2038103,0.9440372,0.97780025,0.8182272,1.355822,1.321764,0.27092814,1.394414,0.14388955,1.0589689,1.0993903,1.1785743,1.0742643,0.9577386,0.9524987,1.4168473,1.1547389,0.6792114,0.74827814,1.3709308,1.2914824,0.9644747,1.0033625,0.52915186,1.1011806,0.5119879,0.94224346,1.1906441,0.58440924,1.2431362,0.6323257,1.347821,1.2029773,1.3978658,0.4753008,0.9303974,1.3150729,1.4461393,0.92452425,1.5248712,0.61245507,1.2545877,0.38359284,0.79166555,1.0485305,1.367912,1.010689,1.5438375,1.1041232,0.80663896,1.2169907,0.4385823,0.51975054,0.68003446,0.66518974,0.61554706,1.1621666,1.166316,1.5374799,1.527762,1.4233572,0.45568365,0.5266149,0.7989099,0.9362791,0.820877,0.61590195,1.3414098,0.60151845,0.7005132,0.8585278,0.65299255,0.7432642,0.5822444,1.0846035,1.036421,1.0108426,1.3513098,1.2550546,0.8233539,1.4907742,1.13367,1.3442323,0.7365434,1.3548386,1.084433,1.2956705,0.39427936,1.1584941,0.5815443,1.1637661,1.0784206,0.36808664,1.1000329,0.7423193,1.0801368,1.4423612,1.1507444,1.4181881,0.36811984,1.2266028,0.77762,0.76465464,1.2909822,0.574283,0.74838763,1.4038277,1.2692019,0.6753962,0.6992831,1.1523921
bowl,1.4335111,0.84751046,0.6384167,1.5359868,0.52192146,0.43667614,0.42946398,0.636876,1.189565,1.2366759,1.4057841,0.66545975,1.1917953,1.043708,1.0652381,1.3419533,1.1882776,1.0555004,0.42718774,0.0,0.938856,0.65056527,0.8720356,0.3464387,1.0906006,0.5860219,1.0129113,1.0127833,1.4499899,1.1966306,0.795226,0.6169014,1.3164585,1.5044564,0.88262844,1.0087773,0.80244577,0.95645523,1.2528496,1.2619481,0.57125807,1.3467398,0.23282886,1.0866357,0.78335917,1.1872011,1.0228833,1.1179427,0.87419623,1.4281238,1.0811261,0.8536544,0.664495,1.3521543,1.3450239,1.04307,0.8650826,0.6171765,1.1404366,0.65992844,0.8742236,1.1035053,0.79756254,1.172482,0.62746763,1.4257586,0.9385132,1.3412069,0.5569741,0.9997656,1.0658678,1.4793391,0.8797158,1.4975874,0.7084433,1.3070891,0.53247166,1.0200627,1.0124273,1.0605943,1.0393962,1.4100637,1.0683461,0.9562742,1.1631027,0.6651978,0.48983425,0.8335059,0.8846643,0.489635,1.2084514,1.2244041,1.5477092,1.5147257,1.3577394,0.63370603,0.6676383,0.82702965,0.8387681,0.86746144,0.6159056,1.2488593,0.66024816,0.31133586,0.9508579,0.5168338,0.7644851,0.70586294,1.0070533,1.1572943,1.0349941,1.2363676,1.3690493,0.77667516,1.5336946,1.0112989,1.2465811,0.7478838,1.4008675,0.7375595,1.2222726,0.5685425,1.1166362,0.606242,1.1200087,0.86546314,0.39729917,1.0442942,0.7563885,1.0660187,1.4831748,1.1610239,1.3154445,0.18089426,1.1770816,0.9361814,0.8784205,1.2000569,0.7049065,0.5563742,1.0890884,1.1666557,0.90793496,0.92611927,1.2307254
box,0.9456664,1.1889814,1.2373996,1.0778079,1.198594,1.1914974,1.1653076,0.85155123,0.69295526,1.103552,0.6856078,1.1602507,0.3283012,0.7772903,1.1252192,0.86097145,0.7159368,0.4636531,1.0749592,0.938856,0.0,1.308321,0.99947166,0.73877275,1.0139565,0.94445145,0.8532517,1.2769815,1.1067724,0.61069274,1.1468211,1.1485596,0.72188735,1.1039503,0.89137924,0.8790685,0.9153309,1.359541,0.57307476,1.1116997,1.228334,0.47973937,0.9439759,0.9998018,0.86072445,1.0373788,0.85791326,0.6307933,0.24799788,0.9763994,1.1277466,1.3218809,1.388386,1.1001307,1.1418984,1.2867365,1.1390623,1.042667,1.13244,1.1343449,1.0865947,0.90265256,1.3177472,1.1660419,1.1533463,1.1618052,1.0159134,1.0913818,1.2664074,1.0948255,0.9279293,1.0625713,0.70243645,1.0829364,0.98244214,0.62278616,1.1070861,1.2158308,1.0840721,0.99250406,0.7040961,1.1209241,0.9162457,1.2502979,1.1878281,1.4062102,1.0095675,1.3266705,1.2793123,1.2161617,0.81791043,1.161179,1.0908792,1.071172,0.66588277,1.1465418,1.0709206,1.078496,1.1688151,1.0590053,0.9742719,1.0017473,0.9500566,0.8888305,1.0540254,1.203155,0.7937468,1.0620041,1.2204748,0.5648569,1.0896269,0.96351147,1.0743684,0.9111836,1.1132555,1.0408111,1.0525357,0.85919183,0.8565106,0.6939112,0.8199363,1.2689296,1.0010691,1.1932852,1.0049933,0.960376,1.0791266,0.8471672,1.1168799,0.6816045,1.070007,0.9018943,0.734192,1.0667794,1.0933717,1.3726664,1.3915637,0.92512083,0.98674875,0.74548256,0.5485197,0.9278743,0.7334398,1.3307967,0.8532085
bread,1.3657227,0.7874407,0.5934067,1.3616569,0.65573484,0.6158165,0.5259553,0.7098975,1.3932881,1.110238,1.5221195,0.8010174,1.4154824,1.2341172,0.8171406,1.3656754,1.4335654,1.3066978,0.6779064,0.65056527,1.308321,0.0,0.9137212,0.9014916,1.1304245,0.75708055,1.2234248,0.6233119,1.2711656,1.3807821,0.6303267,0.7463673,1.4102179,1.3457288,1.1773983,1.1897805,0.88824916,0.557833,1.4096138,0.67379224,0.6257743,1.5379971,0.69686526,1.0602101,1.0878373,1.0104284,1.0756788,1.2377825,1.1228034,1.3411539,0.78534436,0.53038716,0.4174651,1.2490128,1.2310429,0.81967545,0.8949533,0.78964543,0.9522363,0.7694305,0.91994447,1.2694292,0.7098744,1.0374169,0.68676305,1.2509449,0.7331182,1.1911588,0.58615226,0.9130577,1.2931787,1.4127071,1.194234,1.4211828,0.8765947,1.3287807,0.67237514,0.85761535,0.8963668,1.0013186,1.2025446,1.277867,1.2334039,0.83671236,0.67650515,0.5412412,0.462731,0.7197905,0.7324055,0.22326696,1.3296366,0.9211234,1.4123085,1.3868186,1.3762548,0.7381294,0.78201693,0.8403683,0.7148255,0.8084562,0.72580713,0.7688378,0.91845465,0.77141297,0.860129,0.2382636,0.9664684,0.7532854,0.89028347,1.3285652,0.8054839,0.8830929,1.1962802,1.004742,1.4079112,1.0317627,1.2316827,0.8516573,1.4470539,1.186654,1.4002025,0.5747655,1.197233,0.6213676,1.0088024,0.919193,0.6722067,1.2930816,0.71075416,1.2453241,1.387277,1.2927501,1.4648255,0.5163554,0.7905496,0.6514658,0.7337643,1.328239,0.7406831,0.96662694,1.3725469,1.2569486,1.1334381,0.7197201,1.3028347
broom,1.3287838,0.7313739,0.97625935,1.299581,0.92764163,0.8001921,0.85836565,0.7584876,1.1731082,1.0288187,1.2854254,0.7043272,0.9860461,1.2120728,1.1360067,1.253839,1.2053843,1.1276534,0.6591527,0.8720356,0.99947166,0.9137212,0.0,0.81747586,1.1385027,0.49184084,1.1586162,0.8974398,1.1411318,0.9071953,0.9165306,0.80492735,1.0510767,1.2741739,1.2384222,0.800825,0.99089694,0.95847654,1.0861872,1.1814203,0.6039073,1.1274563,0.79701793,1.0985142,1.1066309,1.1744663,1.084745,0.58517283,0.78475344,1.1689957,1.1394707,0.9078285,1.0427349,1.180703,1.2849234,0.988194,1.0430692,0.80562806,0.98765767,0.47962165,1.1337988,1.2223105,0.88703704,1.1761315,1.1414193,1.25806,1.3459395,1.2606395,0.78902733,0.956728,0.94852155,1.2167249,1.0919474,1.2299576,0.32008886,1.0376006,0.672636,0.66265094,1.072965,1.232105,1.1755404,1.3394617,1.1023421,0.9522382,1.1382155,0.92530775,0.7079164,0.799803,0.8394133,0.95321417,0.80210966,1.103968,1.3259295,1.1699436,1.3446715,0.3582487,0.37388146,0.8568956,1.0141348,0.8589948,0.6876574,1.3556806,0.77046055,0.9227536,0.958009,0.95731765,0.7734176,0.8607775,1.1269976,0.91151065,1.0136759,1.3244904,1.1452292,0.63181674,1.2828484,1.0141951,1.0143161,0.39310086,1.1468705,0.93973124,1.1331621,0.75729537,1.1115495,0.8716563,0.910677,1.1626732,0.4913056,1.1776545,0.9862577,0.850515,1.2958935,1.1657892,1.412014,0.9012977,1.1733445,0.9096244,0.93731326,1.1428411,0.5306738,1.0394877,1.2005641,1.2207803,0.44182205,0.8109292,0.9142709
bucket,1.3411825,0.95194155,0.9045123,1.3813516,0.70663404,0.64889973,0.7617701,0.7154287,1.0914608,1.3151699,1.2774975,0.8517649,1.0598147,0.95762753,1.1288501,1.3249333,1.1927644,0.90714127,0.34840548,0.3464387,0.73877275,0.9014916,0.81747586,0.0,1.0570444,0.4976058,1.0109518,1.1182431,1.4076543,0.98770535,1.0089773,0.75263804,1.1041822,1.3540688,0.7756057,0.95158714,0.8006589,1.0933244,1.0866995,1.2899444,0.7593702,1.089933,0.1610043,1.0642594,0.7628124,1.1654329,0.9581173,0.9133209,0.78846866,1.2232008,1.13518,1.0116469,0.94494635,1.397249,1.2802976,1.1429044,1.0347704,0.6804309,1.2190675,0.8142378,1.0041647,0.8521066,1.0144408,1.2098011,0.80204725,1.3489661,1.0264068,1.3231683,0.7070675,0.9875132,1.132252,1.3338625,0.4261173,1.3765644,0.8209545,1.0213661,0.6950324,1.0461814,1.0885602,1.1650765,0.6028396,1.3497193,1.0230203,1.0490406,1.2363496,0.8697581,0.6783899,1.0147117,1.0436336,0.74733055,1.0090195,1.2147869,1.42732,1.3704149,1.2076596,0.83365244,0.8617452,0.87580144,1.0724107,0.9274066,0.69489026,1.2847422,0.6499069,0.6190525,0.95599765,0.75005877,0.7180756,0.74972963,1.1135602,0.75932014,1.0385416,1.2622986,1.1546562,0.89107686,1.4039065,1.0642935,1.2618669,0.7597159,1.1903514,0.8276869,1.2225434,0.82468903,1.139113,0.71743727,1.1059994,0.97464657,0.61501426,0.89468306,0.8775434,0.90737224,1.3339546,1.0922755,1.1519762,0.4474954,1.1509253,1.0626478,1.0581018,1.1450422,0.70862097,0.6083126,1.0673758,1.0982072,0.6524929,1.1030816,1.0763257
butterfly,0.8868918,1.1527324,0.9704749,1.0293919,0.99192,1.0288392,0.9698341,0.9801823,1.1484052,1.0887018,1.0933297,1.131372,1.1810317,1.1350443,0.7211914,1.1114067,0.99502546,0.7214437,1.0807575,1.0906006,1.0139565,1.1304245,1.1385027,1.0570444,0.0,1.2263396,1.054068,1.0037938,1.1426997,1.1844617,0.957419,1.1012995,1.027488,1.0969641,0.97504896,0.9637476,0.99708825,0.99077326,1.233943,0.987299,1.0491511,1.0356135,1.0994062,0.7845389,1.087156,0.8363672,0.9302932,1.1662788,1.1049454,1.071009,0.9155432,1.006806,1.1024742,1.0970327,0.9529251,1.0966009,0.9627134,0.84303725,1.0268967,1.0630021,0.6485189,0.9559024,0.97681934,1.0592288,0.8664396,0.9601792,1.0074384,0.980938,1.0650189,0.73335326,1.0641651,1.1536018,0.9571658,1.1255051,1.1078466,1.0546135,1.0410888,0.9702365,0.75059396,0.9744374,0.9847758,0.975829,0.8599841,1.0868477,0.99279076,1.1058888,1.1854665,1.0906973,1.0796435,1.0538291,1.0726881,1.0318245,1.0796757,1.1556767,0.78020996,1.0221754,1.0117781,0.9130313,0.9717545,0.9136106,1.1894593,0.9385701,0.8543172,1.1127756,0.7828468,0.95139104,1.0778673,1.10503,0.9548056,1.0378392,0.7709861,0.91555077,1.0252584,0.877924,1.0899657,1.055242,1.1692554,1.1443692,1.1384857,1.1577752,0.98416984,1.1393034,0.9791197,1.0786722,1.2122096,0.8893539,1.1538075,0.9480692,0.79805696,1.0234038,1.0736107,0.948211,0.9615906,1.0199249,0.94037473,1.1454015,0.929805,0.8486493,1.2254345,0.87545115,0.9657635,1.0277138,1.1302392,0.9864998,1.1321458
can,1.5353293,0.4986338,0.8694445,1.4363717,0.81636274,0.614473,0.76304215,0.65558434,1.2347577,1.1958421,1.3740965,0.40303743,1.0646061,1.2546664,1.1682163,1.3883528,1.3988694,1.2053642,0.30177987,0.5860219,0.94445145,0.75708055,0.49184084,0.4976058,1.2263396,0.0,1.0625724,0.9284892,1.1750538,0.9001117,0.7717871,0.46301496,1.0847143,1.4108589,1.2843091,1.0091184,1.0350031,0.84485924,1.0787294,1.4263128,0.4085381,1.1607993,0.38976556,1.1080724,1.2652638,1.2141559,1.1034065,0.5716107,0.80218637,1.3170543,1.0913008,0.72484124,0.9343914,1.3074899,1.2970874,0.95664287,0.95929205,0.61811256,0.9141537,0.58277905,1.2009034,1.36839,0.6614273,1.1955644,1.0241132,1.2986313,1.4078493,1.4079959,0.496446,0.95181024,1.1476448,1.3261054,1.0204284,1.33034,0.5693357,1.0974262,0.45136857,0.6654453,1.0550083,1.4344361,1.1418486,1.4970609,1.2394516,0.7214421,1.1197802,0.6343938,0.52677983,0.55971915,0.6230466,0.79966813,0.87996864,1.258836,1.4279981,1.2719622,1.5028355,0.47572285,0.5620023,0.8501296,1.062832,0.8654041,0.390355,1.4659593,0.6642132,0.7815931,0.96207535,0.7365032,0.62237495,0.36740202,1.1561338,0.8383514,0.9233056,1.4777029,1.2967622,0.9708944,1.369865,1.012592,1.0055027,0.5791718,1.2362722,1.0139824,1.298344,0.40885925,1.2062893,0.6969224,1.0151109,1.2294767,0.3259244,1.3396606,0.93028355,0.7978878,1.3886266,1.1901431,1.4910308,0.62302667,1.2286092,0.7799111,0.8839123,1.4530164,0.44725657,1.0152572,1.4282198,1.2255342,0.4497311,0.694904,0.91051847
car,0.84994274,1.16649,1.1632825,0.8886742,1.1873312,1.1516378,1.1339059,1.1091707,0.84700453,1.0781767,0.77234876,0.9502048,0.71687114,1.0738006,1.0066622,0.87916094,0.8689136,0.949906,1.1489159,1.0129113,0.8532517,1.2234248,1.1586162,1.0109518,1.054068,1.0625724,0.0,1.0915432,0.72224826,0.77984023,1.0670354,1.0177021,0.7875979,0.94599164,0.8355217,0.8574189,1.0666344,1.0793936,0.6910943,1.1664329,1.1311284,0.69921947,1.1212304,1.0202054,0.92158556,0.9733882,1.0543863,0.9249766,0.9249021,0.8678919,0.9568544,1.1394562,1.2379918,1.0638684,0.88648045,1.2606106,0.7774877,1.0572324,1.0506994,0.8747376,1.0108868,0.86434585,1.1139448,0.98551935,1.0689533,0.8222634,1.0469183,1.0562365,1.1711179,1.0245056,0.86178714,0.9209645,0.90391093,0.82031894,0.9979628,0.83316445,1.095669,1.1580077,1.0427915,0.9726524,0.9500156,0.9286307,1.0358969,1.1122962,1.0307262,1.216126,1.1423581,1.2521513,1.1333642,1.1959972,0.8335645,1.084934,0.92513686,0.82769495,0.9173627,1.1073185,1.1208881,1.216858,1.0304706,1.048832,1.056766,1.0291038,1.1111541,1.014881,1.1025443,1.125606,0.9874778,0.9645623,1.0681953,0.82020223,0.94022447,0.97744405,0.9530199,1.1074834,0.8262251,0.93007314,0.8886956,1.0501829,0.83600235,0.9296403,1.0006258,1.1261287,1.0163965,1.1540732,1.1399419,0.9912512,0.974397,0.82284766,1.1951251,0.83949137,0.9645615,0.9852217,0.9048283,1.1297863,1.0096295,1.2821046,1.1605437,0.86647975,1.1214916,1.0847278,0.91518545,0.9546861,0.9789611,1.231229,0.8524612
carrot,1.3542061,0.58097804,0.67780495,1.1461645,1.0332421,0.82624483,0.90310013,1.0024117,1.3054609,1.1549416,1.4327829,0.690295,1.3097866,1.3544555,0.8815148,1.2740042,1.3554087,1.2597395,0.8496388,1.0127833,1.2769815,0.6233119,0.8974398,1.1182431,1.0037938,0.9284892,1.0915432,0.0,1.1543474,1.3195945,0.60150164,0.8464428,1.2855676,1.2239044,1.0958602,1.1285081,0.97758687,0.3951019,1.3329409,0.66605145,0.51065886,1.406263,0.9176594,1.1452615,1.2884407,1.2086117,1.275134,1.1124641,1.197128,1.2186209,0.74254704,0.5151669,0.642212,1.2439891,1.0379767,0.5601886,0.7517535,1.0415232,0.5412145,0.7825456,1.0707297,1.2575548,0.54310584,0.94534874,0.58133566,1.0005859,1.0875655,0.91398406,0.8295053,1.1269386,1.2098176,1.3128963,1.1554791,1.2010387,0.89484376,1.325969,0.8854283,0.5899361,0.9506347,0.9631927,1.2381135,1.011789,1.259578,0.5150478,0.5108345,0.5424445,0.92680794,0.48115456,0.48514962,0.6901801,1.1576173,1.0694164,1.2444096,1.1560106,1.2638934,0.71185774,0.7649096,1.0343446,0.58284867,0.89359117,0.86585224,0.88916576,1.2177969,1.0035515,1.0850284,0.6447691,1.2515016,0.7783159,0.76256776,1.3332863,0.9869367,0.9394094,1.0559846,1.1252041,1.2612677,1.0210423,1.0152794,1.0039021,1.356747,1.1884903,1.3680732,0.5971134,1.2657008,0.6442016,0.8484013,0.95485413,0.913184,1.1609037,0.76610446,1.3383615,1.3066127,1.3245192,1.4515693,0.8181945,0.85675406,0.48349786,0.41140413,0.90638196,0.9966291,1.1422236,1.3312006,1.2027636,1.1840541,0.4970227,1.2481177
cat,0.52426565,1.2075874,1.3359685,0.56046003,1.3069701,1.2970827,1.3552314,1.2266933,0.6298599,0.3998437,0.5684152,1.0364987,0.77784145,0.9600212,0.86838096,0.5438409,0.74803865,1.0989107,1.3633435,1.4499899,1.1067724,1.2711656,1.1411318,1.4076543,1.1426997,1.1750538,0.72224826,1.1543474,0.0,0.9154834,1.1833544,1.047331,0.7210289,0.6122745,1.0715698,0.96849924,1.2209231,1.1833595,0.759989,1.0554281,1.3139856,0.70747316,1.466183,1.0674977,1.1470523,0.65411526,1.055431,0.88688016,1.1491255,0.80903447,1.0664401,1.2102301,1.3022269,0.4093194,0.8215009,1.2475342,0.9234447,1.1913922,1.0459789,1.21718,1.0632012,0.96900296,1.179415,0.85445046,1.3772202,0.7327734,1.0911043,0.9500521,1.201567,1.049286,0.9409845,0.6244046,1.181265,0.5404147,1.2888101,0.9288496,1.203973,1.0545402,1.1759493,0.8787202,1.0623462,0.63733995,0.85940593,1.1377898,1.0579875,1.2559426,1.256326,1.231288,1.1035948,1.3815318,0.81094795,0.6196017,0.5010715,0.57166433,0.7778824,1.2784007,1.2981272,1.0462055,1.0419544,1.1017671,1.135235,0.9947022,1.2052308,1.281018,1.0798216,1.32613,1.0602522,1.1382837,1.232274,0.98595774,1.0681604,1.0474725,0.90053207,1.3547056,0.48245972,1.0002367,0.58182126,1.285187,0.68365234,1.0067009,0.6795695,1.239164,0.7317238,1.3155646,1.017741,1.1440156,1.262651,0.8967649,1.3421543,1.0770133,0.6618221,0.86493933,0.7078538,1.4878482,1.0496811,1.2642745,1.2320684,0.8601047,1.1141171,1.3688221,0.97732204,0.79140884,1.1535146,1.2164207,0.65460473
chair,0.8781226,1.1553036,1.4423856,0.78099513,1.3760523,1.3702741,1.3137188,1.0378484,0.5757878,1.021616,0.4823894,1.2109509,0.36557508,0.85453,1.2440978,0.66342455,0.8043215,0.952874,1.2467505,1.1966306,0.61069274,1.3807821,0.9071953,0.98770535,1.1844617,0.9001117,0.77984023,1.3195945,0.9154834,0.0,1.3223188,1.2900151,0.57528,0.7977943,0.94725776,0.9514535,1.169091,1.3703334,0.2620815,1.1977012,1.3485272,0.3541808,1.1950251,1.1324664,0.91083187,1.1256089,1.0140378,0.5374189,0.67454964,0.60604507,1.1662298,1.3723061,1.5048952,0.9305871,1.109869,1.2295192,1.1670748,1.1017647,1.0472178,1.1687336,1.3827205,0.80912423,1.3349891,0.97692984,1.5377742,0.9563579,1.1396816,0.9537687,1.2709224,1.1432452,0.65233207,0.69905144,0.83702433,0.65161234,0.97085375,0.20806384,1.0949122,1.08237,1.0474135,1.0394765,0.79821706,0.9214338,1.0798932,1.2416296,1.0731366,1.4445362,1.1530852,1.2404573,1.317742,1.4459163,0.57532775,1.1728731,0.7571016,0.60026854,0.921114,1.203796,1.2012181,1.1642975,1.3293217,1.2339188,0.88781023,1.1601808,1.0179477,1.1166723,1.1859065,1.3327146,0.8032839,1.1089255,1.2260578,0.5687041,0.9901444,1.1177986,0.84685075,1.0245615,0.7850807,0.88623893,0.75623983,0.6890314,0.5681058,0.73373985,0.7162096,1.30186,1.0175893,1.3813525,0.93507266,1.1164569,1.0517635,0.9494084,1.366576,0.4882347,0.747709,0.9925111,0.6968287,1.4348848,1.0549397,1.3134559,1.364278,0.96216375,0.9128521,1.2261827,0.68276405,0.93632156,0.5392632,1.3137867,0.60553837
