,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
oven,0.8782188,1.2113404,1.3966067,0.7557023,1.3943403,1.308922,1.3529131,1.1456574,0.43520224,0.63638467,0.9869512,0.5054171,0.88166136,1.1157235,0.8363528,0.59228617,1.1616186,1.1626118,1.0393043,0.7616408,1.4203205,0.5756329,0.90087235,1.1733059,0.70364773,1.0271583,1.2841766,0.66097176,0.6292852,0.9926082,1.1103185,0.43503618,0.8571346,0.7640525,0.82299876,0.94556254,1.2503464,1.1981483,0.7081113,1.4380422,1.2418361,0.5627584,1.1402794,0.95794594,0.94979113,1.049166,1.2577169,0.41648495,0.6243545,0.87999636,1.0357386,1.4342759,0.81982714,1.1530155,0.97100365,1.2975707,0.8942988,1.1562294,1.267666,1.1370764,1.1321464,1.333739,0.83900523,1.2453947,1.2432536,1.473924,0.9492352,1.0859873,1.1812508,1.1423564,0.752121,0.8124334,1.0088043,0.62975895,0.829038,0.76516503,1.06881,1.0178562,1.223643,0.9979728,0.9324546,0.99170077,0.7916554,1.033778,1.1617264,1.3071668,1.3151675,1.0583773,1.234515,1.236058,1.3203994,0.0,0.9832286,0.7579086,0.6440092,0.8658663,1.1801794,1.195938,1.277058,1.2428592,1.1741326,1.3216568,1.1103739,1.1344004,1.1838655,1.0626918,0.76542675,0.9473357,1.3101475,0.41326052,1.2411692,1.0226272,0.944698,0.8688126,0.7682151,1.091809,0.7343796,0.9075736,0.6194291,0.56094456,0.73402005,1.3200202,0.73877174,1.3418126,1.2413187,1.0169513,1.0942659,0.969244,1.2717034,0.757913,0.71811086,0.6785154,1.367461,1.346619,1.2514021,1.1194497,1.0032259,1.3985528,0.93217206,1.0653169,0.8701532,0.6766456,1.3041103,0.6022888
owl,0.97270805,1.176014,1.183754,1.0151283,1.0620232,1.2096549,1.0838519,0.87842786,0.86682767,0.7994201,1.0041144,0.7933489,0.8839161,1.0495619,0.76299024,0.80946255,0.9964274,1.0613844,1.0653886,0.92579997,1.0251613,1.0258918,1.0690848,1.0182284,1.0481701,0.9765523,1.156138,0.7788377,0.9214129,0.9271454,1.091428,0.8358591,0.8769777,0.97220683,0.9845378,0.94287616,0.9477826,0.96320623,0.7887434,1.0008625,1.1204073,0.7918742,1.11578,0.94776183,1.0008166,0.86821103,0.96965176,0.9235276,0.92142963,0.887054,1.0175155,1.2083434,0.8682902,1.1770091,1.0335183,1.2664037,1.0286807,1.0078732,0.9530662,1.1762793,1.103461,1.0334543,1.0003749,1.2072132,1.1318572,1.0816264,1.0239735,1.1303216,1.1197613,1.0588253,1.0797734,0.93747336,0.9843193,0.9327336,1.0838165,0.9160261,0.98431325,1.0877359,0.9746616,1.0762739,0.9807138,0.9558145,0.9244346,1.1207514,1.2275558,0.9657456,1.111126,0.8468853,1.1429142,1.1566284,1.1594183,0.9832286,0.0,0.83553654,0.9251426,0.9554246,1.07264,1.0795959,1.0982894,0.9977969,1.0078906,0.925194,0.97381616,1.0099267,1.0121275,1.2043488,0.94475687,1.1018277,1.1801267,0.9863535,0.95128095,0.9845733,0.8632426,1.0360773,0.9230762,1.0377898,1.0089729,1.0504172,0.86470425,0.9133207,0.9473855,1.1304892,0.72761846,1.0686878,1.1641948,1.0036318,1.100387,1.0321741,1.2778695,0.9546496,0.93030196,0.89961916,1.1755325,1.261384,1.1605929,1.1053675,0.7681397,1.1206491,0.9795095,0.98246264,0.9190343,1.054886,1.1124877,0.85638857
pajamas,0.5754915,1.0176383,1.4666566,0.40121198,1.3509108,1.4779434,1.253456,1.409346,0.5018982,0.38050568,1.3803408,0.7925387,0.16524982,0.9977161,0.47039545,0.86635655,1.1989506,1.4485912,1.2968408,0.9660848,1.3851745,0.9392403,1.3277136,1.2318513,1.3092854,1.273309,1.4624861,0.5445566,0.69582635,1.0161749,1.3516463,0.61260784,0.8327702,0.39640492,1.1060846,1.1420339,1.2365823,1.28594,0.6826521,1.3367617,1.5666486,0.5739904,1.4841502,1.149673,1.0380794,0.7061645,0.7838885,0.82685375,1.190083,0.35283113,0.95011985,1.4305726,0.7002828,1.0956234,0.54098326,1.2093614,0.823013,1.4460709,1.3697106,0.9845119,1.515461,1.148657,0.6744345,1.3506405,0.95479363,1.324582,0.6354854,0.75295806,1.2285935,1.0712934,0.7618493,0.57125026,0.98641855,0.3215232,1.2317933,0.68830943,1.5408537,0.9431317,1.2362118,0.77838457,0.97659653,0.5076173,1.260174,1.0272226,1.136361,1.2180967,1.3828237,1.0964618,1.2172554,1.1318831,1.4527063,0.7579086,0.83553654,0.0,0.25675577,0.6642441,1.5880507,1.5667834,1.3789836,1.2576972,1.3557599,1.2532077,1.2681766,1.3603455,1.1983176,1.0088459,0.76476735,1.5201294,1.3494327,0.91245246,1.2230045,0.986666,0.4866448,0.8647523,0.20831144,0.8481229,0.5609788,1.2865227,0.48267782,1.1979709,0.58957994,1.4267337,0.7372969,1.5038939,1.1088045,0.9943661,1.3739054,0.9118015,1.3763361,0.59819984,0.18685937,0.49035108,1.5162337,1.2399901,1.2026724,1.0479108,0.9454484,1.3266594,0.8429353,1.1209779,1.0309379,1.1859827,1.4180341,0.93996847
pants,0.6343152,0.80355144,1.381032,0.5103206,1.4304897,1.4920229,1.2852335,1.3320118,0.4523977,0.49144626,1.1458099,0.7200834,0.3927462,1.0700084,0.55250764,0.8896943,1.3159736,1.3833005,1.3972275,0.98658615,1.2539089,0.95106995,1.2201164,1.1840522,1.052355,1.2520458,1.1917479,0.47427768,0.5831306,1.1302539,1.4027258,0.6459292,0.93278694,0.3357805,1.1894423,1.0863075,1.3297877,1.243444,0.68456656,1.2821963,1.3813772,0.699334,1.432668,0.97366416,1.166096,0.8587918,1.0264263,0.7548574,1.1193119,0.42016304,1.0304706,1.3566267,0.5838094,1.0295442,0.83378506,1.0400503,0.9215717,1.3089597,1.4196508,0.70593095,1.4082532,1.2830606,0.8949026,1.1646045,0.8519308,1.4169958,0.71731144,0.783638,1.2011063,1.0686812,0.88612497,0.44670224,0.87328357,0.098383844,1.1273073,0.74252117,1.3896279,0.7172542,1.1708813,0.91142166,1.1478014,0.610945,1.221767,0.95315397,0.9774121,1.2783974,1.3039367,0.992318,0.9830662,1.1250298,1.4344381,0.6440092,0.9251426,0.25675577,0.0,0.88113487,1.4638934,1.479271,1.2317057,1.3550047,1.096696,1.2270305,1.2970293,1.4532478,1.2554374,1.0894328,0.71082175,1.3728918,1.1852882,0.94480586,1.282431,1.1492205,0.657301,0.95176476,0.31996012,0.7890296,0.30745757,1.1825342,0.56375676,1.1535984,0.821258,1.1802723,0.83509696,1.437859,0.8748724,1.1344728,1.3928866,1.0932518,1.2865359,0.6877605,0.24104893,0.7516298,1.5185461,1.0379581,1.0505922,1.1332436,0.84263754,1.4629397,1.0690084,1.1336621,0.8960032,1.0797455,1.2607682,0.9334647
paper,0.63776326,1.1671867,1.4293387,0.6779578,1.1553394,1.237307,1.1485294,1.1729832,0.68249273,0.58075255,1.3580954,0.7789604,0.67182994,1.0832047,0.7300955,0.8637301,0.43516874,1.3414826,1.0137728,0.53124666,1.3570311,0.9276154,1.1861333,0.8757763,1.3903861,1.1714542,1.416566,0.8593446,0.9313263,0.90933263,1.0872722,0.85922474,0.89452404,0.92053884,0.89881706,0.9015849,1.1433086,0.96333355,0.9210138,1.2150965,1.4030162,0.6376517,1.3305111,1.1873826,0.879766,0.83379185,0.90002906,0.8267313,0.8570113,0.9652843,0.999957,1.3618978,1.0683197,1.0711733,0.77543485,1.254966,0.6898676,1.2881448,1.223752,1.1253649,1.272539,0.86779034,0.69097805,1.3908484,1.1551942,0.9493154,0.8807136,0.83709365,1.367708,0.7975663,0.80304337,0.8068347,0.9660625,0.88502973,1.0166163,0.782905,1.3616134,1.1524061,1.0857868,0.8705534,0.7488376,0.68943346,1.1166,0.99917823,1.22163,1.1088793,1.3706294,1.1394632,1.3223276,1.2208881,1.274048,0.8658663,0.9554246,0.6642441,0.88113487,0.0,1.378921,1.3530335,1.2294656,1.2079983,1.496704,1.1103089,1.2055385,1.1023552,1.0359209,0.953573,0.918835,1.3702135,1.3835734,0.7429486,1.2088792,0.84711534,0.8541345,0.8046824,0.70507646,0.9920761,0.960244,1.2620772,0.79442275,1.0660441,0.5265675,1.461689,0.6790135,1.2990222,1.235049,0.8492087,1.2431688,0.7382535,1.1394252,0.7556446,0.7231007,0.4099772,1.2990842,1.3689852,1.2807496,0.94945943,1.1035029,0.97225267,0.59284306,0.9730513,0.98526937,1.2029531,1.4101074,0.9872194
pen,1.4612257,0.9478625,0.4239679,1.4765295,0.67189664,0.61553776,0.9583845,0.7201877,1.5351148,1.5425874,0.32256448,1.1923597,1.5997336,1.091649,1.3409969,1.1249287,0.7812333,0.25014126,0.933859,1.267048,0.8224255,0.9461196,0.6939356,0.84468615,0.5889159,0.44171405,0.43010366,1.3463055,1.279457,1.2767259,0.5637655,1.3321761,1.0341818,1.283232,1.1954924,0.9667128,1.0210768,0.84750676,1.3063673,0.82971334,0.1117332,1.4469459,0.40831447,0.85466707,1.1969008,1.3435355,1.2997947,1.1553774,0.9671519,1.3380897,1.1842326,0.6259303,1.1141955,0.9666002,1.328424,0.80814856,1.2294732,0.40964687,0.56859195,1.1307327,0.41035813,1.0387449,1.4556193,0.48630434,1.1367983,0.83459306,1.342495,1.3178288,0.6550036,1.0247531,1.2444477,1.3739142,1.2179434,1.3807511,0.7652762,1.3668509,0.26971298,1.0658673,0.78316176,1.414649,1.2389673,1.5834601,0.62074554,1.0191807,0.91302073,1.1316303,0.3652364,0.9364865,0.6263061,0.8919046,0.5508146,1.1801794,1.07264,1.5880507,1.4638934,1.378921,0.0,0.0356676,0.8565888,0.8824974,0.37856674,0.85848635,0.69764775,0.7441155,0.8544278,1.1943201,1.2671719,0.39021683,0.6353343,1.1662815,0.70140886,1.3134711,1.5276164,1.0848726,1.5308132,1.2134659,1.277769,0.540735,1.4260175,0.74745774,1.3310282,0.37045574,1.1291571,0.44021875,0.89529186,1.3513949,0.6007194,1.2083539,0.7952415,1.2734157,1.5526613,1.5195962,0.5818433,0.75921416,0.7864852,0.9436939,0.97054684,0.83727086,1.4128156,0.9497555,1.0297908,0.6288799,0.36532784,0.976864
pencil,1.4758583,0.9300827,0.4930724,1.4072676,0.691688,0.64711416,0.9162291,0.71769655,1.532142,1.550392,0.41859448,1.2085714,1.5723813,1.1151516,1.3317208,1.1324731,0.8050096,0.30744714,0.9187023,1.252351,0.8384247,0.8847098,0.7206831,0.8611076,0.63347787,0.55439097,0.4858536,1.3931652,1.2797794,1.2271907,0.52598065,1.3368015,1.04801,1.2892773,1.1530464,0.9457126,0.9980811,0.8427353,1.2971562,0.8078729,0.19574952,1.438061,0.43858403,0.83504206,1.1613455,1.3577569,1.2728522,1.18028,0.96987003,1.3357054,1.1768197,0.65885687,1.1439974,0.983107,1.3190486,0.7959738,1.2874358,0.488006,0.55181676,1.1395953,0.32927346,1.0625393,1.4082639,0.54378754,1.1023964,0.8436909,1.3510205,1.2512248,0.7064023,1.018587,1.1933137,1.3899646,1.2627628,1.4094793,0.7132048,1.3403074,0.3164075,1.0742003,0.7496289,1.403963,1.2032112,1.5555065,0.5603417,1.058745,0.9546061,1.0974743,0.44459748,0.90755624,0.64821064,0.9033537,0.5790004,1.195938,1.0795959,1.5667834,1.479271,1.3530335,0.0356676,0.0,0.8536458,0.8366889,0.44469732,0.8783627,0.6964499,0.73283637,0.837769,1.1699876,1.2462772,0.45792055,0.6905592,1.1765766,0.68267494,1.2563607,1.5263135,1.0219197,1.512821,1.2123673,1.306927,0.48960865,1.4031718,0.78047836,1.3042619,0.48182744,1.1311836,0.4932909,0.9052327,1.3078681,0.5236727,1.151876,0.79838085,1.2961552,1.5279207,1.4863529,0.6181404,0.7724199,0.8305545,0.8425549,0.9705187,0.85554236,1.3480769,0.9172355,1.1005598,0.5987551,0.4202516,1.0022684
pickle,1.3011534,0.7133789,0.7025978,1.2178564,0.92995024,0.8006973,0.5384525,0.92515665,1.3153028,1.3963671,0.9287406,1.2464812,1.2703234,1.0681802,1.3111408,1.3151675,1.015792,0.9672205,0.87278855,1.0546556,0.3482771,1.3187126,0.910688,0.9644127,0.93841714,1.1067705,0.71323115,1.3434536,1.3259106,0.7051008,1.0514216,1.3795724,1.1664072,1.1779987,0.9943627,0.9468961,0.69924545,0.68818897,1.3432649,0.35517323,0.7736521,1.4061935,0.88091743,0.9597009,0.9400283,1.1935209,1.134156,1.2646266,1.0387408,1.221153,1.087218,0.5665341,1.0113981,0.92351997,1.2081664,0.652244,1.2200513,0.92029417,0.94208014,0.7747712,0.83986723,0.9724731,1.09121,0.8206993,0.90609324,0.67819685,1.1487006,0.97472167,1.0689036,1.119499,1.3218246,1.1706035,0.944466,1.2553128,0.95582676,1.3052801,0.89917,0.98963094,0.808759,0.927963,1.0205255,1.1469628,1.10071,1.0353692,0.78909993,0.63861597,0.83974814,0.77463174,0.74189717,0.88152605,0.73225594,1.277058,1.0982894,1.3789836,1.2317057,1.2294656,0.8565888,0.8536458,0.0,0.89416665,0.81619966,0.4936248,0.9566093,0.81081915,0.974587,0.97175825,1.3047965,0.86442214,0.7021119,1.2691092,1.0986639,0.7875163,1.1896418,1.2687585,1.3112324,1.0745871,1.0902097,1.044882,1.3356798,1.1318464,1.3267971,0.72460794,1.1811751,0.6715187,0.750692,0.76333654,0.9354136,1.255659,0.7760296,1.3635266,1.3065852,1.3549014,0.7181306,0.64017826,0.6974418,0.99356675,0.95319784,0.916893,1.0652521,1.0302067,1.0246364,1.242155,0.8047271,1.2839464
pig,1.2470863,0.9995116,0.77004737,1.188812,0.84104526,0.87415016,0.8829165,0.8538322,1.330792,1.3272882,1.0045708,1.2620819,1.2127565,0.8949169,1.2547767,1.1313167,0.9891207,0.8630396,0.97749406,1.1838951,0.83680344,1.185009,0.98305875,0.92466956,1.0140382,0.95353734,0.8481864,1.2388839,1.2288262,0.97191834,0.85807,1.2335469,1.1283462,1.2511,1.0012944,0.90824103,0.91160005,0.86195934,1.1242939,0.79045415,0.91437614,1.2452482,0.83682156,1.0436522,1.0168071,1.0147867,1.0141238,1.23627,1.0622276,1.1350613,0.7548168,0.8626832,1.1603516,1.0157666,1.0089071,0.7987546,1.1417825,0.9530431,0.81725794,1.0073835,0.78047395,0.9608054,1.0149163,0.87125605,0.93606704,0.7995692,1.0433489,0.9466313,0.8788375,0.9727096,1.1325042,1.3415893,1.1171708,1.3356912,1.0174521,1.1995051,0.93887603,1.1690463,0.7645277,1.069906,1.0046991,1.1970657,0.96695673,1.1550368,0.95645106,0.85137427,0.82606894,1.0357876,0.8964287,0.76746446,0.8674704,1.2428592,0.9977969,1.2576972,1.3550047,1.2079983,0.8824974,0.8366889,0.89416665,0.0,0.91894567,0.9477222,0.8690808,0.90303224,0.8878398,1.0165987,1.1252896,0.8578334,0.8207582,1.1337053,0.7964349,1.0219989,1.0174066,1.1159079,1.242218,1.0171682,1.2878668,0.96951276,1.1963313,1.0759646,1.2107646,0.9065684,1.1975464,0.7681886,0.9910242,1.0520834,0.8799784,1.1131148,0.79126734,1.2174314,1.2809463,1.2313505,0.8498299,0.77722335,0.6786417,0.88476425,1.0883667,0.89069885,1.0736914,0.9420506,1.0782895,1.082165,0.777935,1.1058232
pillow,1.364917,0.653815,0.5070533,1.3857739,0.81757736,0.7742818,0.9236829,0.6973205,1.3917165,1.3136843,0.33848,1.0953864,1.3489224,1.1211438,1.014911,1.1740272,1.0039047,0.46218175,1.0987482,1.2466933,0.72631776,1.2141695,0.6457359,1.0375512,0.4523511,0.62896997,0.39902955,1.1430877,1.0675912,1.3100736,0.7762879,1.2699175,1.1035715,1.0173448,1.3201822,1.124406,1.0236841,0.8807201,1.0149047,0.8829051,0.3653093,1.3308483,0.5446476,0.85096496,1.3065999,1.2234138,1.123561,1.1094239,1.0770977,1.0239524,1.1984669,0.6471151,0.93694085,1.0413121,1.3673744,0.70472,1.244893,0.47199386,0.68161494,0.8495229,0.697171,1.1283878,1.5144377,0.546759,0.8437231,0.96517324,1.3087481,1.2199763,0.56638575,1.0688457,1.4441979,1.0449183,1.0567476,1.0605611,1.124519,1.3223214,0.43096507,0.8427402,0.83687913,1.3549685,1.2216601,1.3833033,0.89978254,1.0216405,0.8554158,1.0220034,0.5170117,0.6619407,0.53601927,0.90806717,0.73312217,1.1741326,1.0078906,1.3557599,1.096696,1.496704,0.37856674,0.44469732,0.81619966,0.91894567,0.0,0.8821731,0.75861824,0.9393193,0.93021715,1.2695608,1.0683975,0.41602933,0.67317474,1.1723312,0.74045205,1.3688358,1.3156636,1.4269068,1.3168696,1.1084696,0.87042695,0.7765289,1.3548241,0.84542483,1.4288323,0.34380984,1.1295261,0.60745686,0.5964114,1.4188982,0.9046321,1.4275292,0.8274296,1.2677771,1.3167311,1.5902784,0.723345,0.6151023,0.6826192,1.2121525,0.67314523,0.9573946,1.5811956,0.9592814,0.9375354,0.8886141,0.49672705,0.9422686
pizza,1.18293,0.87974006,0.8084583,1.1939604,0.9703079,0.9315351,0.6523421,0.84103453,1.3131104,1.32969,0.99071753,1.3100917,1.1905564,1.0233421,1.1411656,1.270184,0.9078156,1.0044906,0.9013641,1.1420414,0.19961274,1.2873597,1.0869006,0.86544627,1.1403128,1.030388,0.80554044,1.3169498,1.3009666,0.73598534,1.0345862,1.3290818,1.1418557,1.1772113,1.1749539,1.0221865,0.59598225,0.82651687,1.2943509,0.25831103,0.8028159,1.3836911,1.024472,0.976786,0.8205252,1.1084636,1.0681552,1.2599621,1.1832309,1.0785031,1.091689,0.7717072,1.1151835,0.90457094,1.186685,0.8301751,1.0325705,0.8483074,0.8691954,0.9167928,0.9076624,0.83517706,1.1398655,0.86820644,1.0013977,0.72555006,1.1820432,1.0145171,1.0634315,1.0119761,1.3034143,1.1068623,0.9085431,1.2681711,0.9695301,1.2190229,0.9525401,0.98079216,0.7450365,0.9519807,1.0762546,1.1034949,1.1244956,0.93486327,0.8687772,0.5897831,0.87215966,0.8460468,0.8069873,0.9131708,0.8412635,1.3216568,0.925194,1.2532077,1.2270305,1.1103089,0.85848635,0.8783627,0.4936248,0.9477222,0.8821731,0.0,0.981334,0.7072246,0.9150151,1.0606889,1.2835658,0.96491367,0.81466055,1.2386246,0.9586114,0.81073177,1.1088287,1.2370077,1.289596,1.0489429,1.183613,1.0549377,1.3375373,1.2434263,1.2860869,0.7834846,1.1281714,0.7440597,0.8856697,0.73200923,0.90998167,1.2181633,0.80591804,1.2656057,1.2543811,1.2585666,0.8485935,0.84164923,0.7670206,1.0150981,0.9407151,0.90607274,0.9107309,1.0127048,1.0046964,1.2610413,0.81513906,1.2625437
plant,1.1688752,1.1089845,0.81990814,1.250849,0.8825839,0.8792414,0.9547553,0.7461767,1.2380222,1.2490295,0.90020084,1.103516,1.2881699,1.053388,1.2340537,0.9148742,0.92613804,0.63234675,0.83655924,1.0893124,1.0152363,0.9552573,0.61495644,0.9463129,0.68542135,0.8082869,0.8899249,1.2031378,0.97209346,1.1660633,0.7484334,0.9902492,1.0589356,1.1057751,0.97140104,1.1153355,0.93126553,0.8759125,0.9442177,1.0457907,0.80419147,1.0352776,0.5992234,0.8533721,1.0954251,1.0677351,0.951427,0.89242923,0.9600126,1.0564994,1.1269292,0.9936557,1.1707696,1.2236539,1.1901296,1.1087023,1.1113565,0.825644,0.20907176,1.2326154,0.834981,0.92754436,1.2317743,1.0316422,1.0623771,1.0561557,1.1943941,1.2412173,0.81143034,0.94237804,1.2079943,1.215533,0.9139154,1.2961988,1.0909855,1.0245378,0.7095181,1.1668202,0.98348796,1.1383698,0.904575,1.3060603,0.71628654,1.0239539,1.2225947,0.93035513,0.9218873,0.91218495,1.0891788,1.1215127,0.9227856,1.1103739,0.97381616,1.2681766,1.2970293,1.2055385,0.69764775,0.6964499,0.9566093,0.8690808,0.75861824,0.981334,0.0,0.8812562,0.77846026,1.072723,0.97142154,0.6584915,1.0347599,0.8529563,0.6097329,1.1368432,1.1513932,1.1379626,1.2923981,1.1098328,1.2963967,0.6830208,1.1353862,0.8982639,1.2191391,0.94310707,1.1201282,0.7993179,1.1076577,1.0839789,0.79289997,1.0248338,0.649947,1.0574043,1.2496151,1.1715914,0.81333244,1.0824775,1.1400707,1.029203,0.93343854,0.90672535,1.1571923,0.78405297,0.98063445,0.7566963,0.92888576,0.748253
plate,1.3469101,1.1493621,0.8167265,1.221303,0.7663522,0.7032807,0.8731979,0.6992477,1.0960596,1.3006616,0.94431394,1.1945446,1.3021222,1.0127412,1.2443055,0.9139581,0.8975161,0.74673855,0.30493128,1.1122029,0.7512733,1.0733517,0.7100843,0.97417384,0.87432003,0.85243773,0.96414506,1.3064723,1.2003975,0.8558243,0.657918,1.2146553,1.0067815,1.3326193,0.77675176,1.107213,0.7214799,0.9602001,1.2273072,0.7849261,0.8305043,1.1624362,0.6619779,0.9158632,0.62611556,1.2127805,1.1775523,1.156324,0.939346,1.321001,1.1392647,0.7206575,1.1629993,1.1353146,1.2158151,1.0995957,1.1929797,0.8824054,0.7503225,1.2857691,0.75947297,1.0372516,0.9125446,0.9829679,1.2184279,0.84857786,1.2992456,1.1839358,1.0052712,1.1323689,1.0834554,1.3354924,1.0076561,1.4364293,0.7149822,1.2241116,0.69412184,1.2272016,0.9349711,1.0839086,0.88713455,1.3110753,0.8689332,1.1553527,1.1998601,0.77570647,0.82425827,1.0145404,1.0998328,1.1390529,0.69358706,1.1344004,1.0099267,1.3603455,1.4532478,1.1023552,0.7441155,0.73283637,0.81081915,0.90303224,0.9393193,0.7072246,0.8812562,0.0,0.96164405,1.0463489,1.1525578,0.7215916,0.97264373,1.0545143,0.88667583,0.6644663,1.2715179,1.0841402,1.3373265,1.1499562,1.3711467,0.7851949,1.1616865,0.5269785,1.1945333,0.88943964,1.0683624,0.6972804,1.11682,0.5855452,0.46705878,0.89761746,0.99397063,1.2018285,1.3517584,1.0000827,0.58576643,1.1064446,1.0712922,0.9225349,1.161067,0.93098974,0.4963168,1.0390584,1.1526186,0.9619834,0.93335253,1.070893
pony,0.86299735,1.2136657,0.99247897,1.319943,0.8368138,0.82931024,0.8606567,0.77071863,1.2679462,1.1944907,1.0504246,1.2228694,1.2625247,0.76440936,1.0850407,1.124572,0.7970176,0.90906346,1.005889,1.0813943,0.93501943,1.087342,0.9751631,0.93801045,1.011576,0.87534416,1.0378104,1.0186324,1.1414968,1.0589653,0.6796303,1.1165849,1.012785,1.203298,1.0911558,1.1089528,0.8879797,0.9604508,1.1180754,0.94767255,0.94680965,1.1475117,0.91378826,0.9065833,1.0286181,0.4709916,0.68084717,1.116112,1.1146729,1.1042237,1.1207403,0.9306571,1.2005689,1.0860186,1.0507182,1.2056749,0.97152114,0.78246593,0.6230834,1.2483474,0.90448964,0.56187385,1.2042693,1.043535,1.0812106,0.99086756,1.1788344,1.3263805,0.881905,0.32889932,1.0908061,1.1407311,1.0107177,1.2581918,1.1553437,1.1001136,0.9396175,1.1123095,0.9086665,1.0971677,1.0120604,1.3066335,0.98474026,0.6676964,1.1849649,0.91987664,1.0249207,1.0256479,1.1404511,1.1485723,0.87750435,1.1838655,1.0121275,1.1983176,1.2554374,1.0359209,0.8544278,0.837769,0.974587,0.8878398,0.93021715,0.9150151,0.77846026,0.96164405,0.0,0.99703854,1.0367347,0.77048147,1.0661421,1.0376819,0.45284247,1.093338,1.2134192,0.9852636,1.1759169,1.0318837,1.3124561,0.91881245,1.1494801,1.1242075,1.1517024,0.9859116,1.0111461,0.83219904,1.0906315,1.103042,0.98220885,0.9831986,0.82247496,0.91521275,1.1883548,1.1676227,0.8151289,1.1640005,1.1672502,1.1750898,1.0569587,0.73777586,1.0983577,0.73544127,1.1003065,1.0061672,1.0346695,1.0512273
