,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
raisin,1.3684988,0.7219111,0.6287492,0.7613467,1.169663,0.8243091,0.82549906,0.76424366,1.1602166,1.3517188,1.2059737,1.4414572,0.94751143,1.31723,1.1462493,1.1536325,1.409957,1.1871076,1.2477174,0.84461445,1.1414629,1.2508872,0.83081114,1.0411586,1.1272234,0.7712785,1.1969241,0.64479274,1.1495292,1.2326517,0.91647875,1.0995742,1.3394954,0.9512329,1.1649182,1.1065252,0.8182579,1.2903085,0.9520765,0.6977681,1.3931967,0.93481,1.1695255,1.3665806,1.0613132,1.2722666,1.1888009,1.1670122,0.5178118,0.48491848,0.9917489,0.323474,1.2297403,1.0187428,1.0205144,0.98286426,0.945461,1.2039914,1.249798,0.55038285,0.97976977,0.7508329,0.97389483,0.8889238,0.7888317,0.662406,1.0205101,1.2579677,1.2260612,1.1016829,1.1675773,0.9670628,1.2673798,0.8605806,0.732985,1.2559977,1.1100358,1.161085,1.1188736,1.0213288,1.0397135,0.33972347,0.9717806,0.52309436,1.173325,0.38926017,0.36686146,0.80366933,1.3682266,1.016968,1.2466596,1.1296755,1.33492,0.8480694,0.8048338,0.67400724,0.97964096,0.8756327,0.9800627,1.1087996,1.1282881,1.0927795,0.573045,1.3423214,0.9370463,0.0,1.3722498,1.0006404,1.0068007,0.9820947,1.1880503,1.0090892,1.0173291,1.1223196,1.2797501,1.3207426,1.3127291,0.6968478,1.2656025,0.7864769,1.024537,1.1073939,0.9575413,1.1219774,0.82016677,1.2358115,1.2139953,1.3999093,0.9111704,0.347947,0.4234572,0.91489136,1.27226,1.0101838,1.2876623,1.2519258,1.1117027,1.0867381,0.3796643,1.2151153
refrigerator,0.9393513,1.2431551,1.4583819,1.2603037,0.8062499,1.3396988,1.2917681,1.342917,0.8660269,0.4771729,0.95007724,0.5696289,1.0916189,0.5396265,0.83974004,1.1076058,0.742185,0.86303425,0.953727,1.1761785,1.0686408,0.6412443,1.340636,0.61225516,0.7841711,0.9774861,0.913939,1.3513682,0.7201574,0.6168138,1.2027336,0.9912198,0.26644886,0.8249564,0.96890205,0.9313022,1.3975508,0.6271055,1.2677096,1.3699441,0.4728632,1.087676,0.9475275,1.0020736,1.2132581,0.17228663,0.6285508,0.8043967,1.2011619,1.50109,0.9823066,1.3966079,0.88979554,1.2830465,1.1081725,1.1132522,1.1408001,1.1822171,0.5909634,1.3845335,1.2075396,1.3997195,0.9834662,1.2300291,1.0796093,1.3182329,1.0005301,0.57100976,0.7390599,0.8535112,0.7819371,1.1106871,0.62146205,1.1387484,0.96566606,0.9451593,1.066116,0.7276815,0.9791136,0.76722807,1.0388665,1.3174281,1.1886892,1.4563037,0.9610536,1.405889,1.3246933,1.3532747,0.16995275,1.1606476,0.84906715,0.7504605,0.79695034,1.293735,1.3205476,1.4106412,1.0766914,1.2878057,1.2886885,0.95072234,1.0300627,1.1404049,1.403992,0.8487756,1.0884961,1.3722498,0.0,1.0611198,0.9699226,1.2352707,0.81403786,1.1959974,0.83586085,0.9086627,0.41704434,0.5668968,0.5875685,1.4387963,0.72334266,1.2527018,1.0070568,0.9275309,1.1762631,0.94977164,1.2805662,0.9664738,0.81397176,0.64240324,1.3601044,1.4506224,1.4480728,0.9950088,0.8604919,1.3159615,0.7721256,0.78106666,0.99954104,0.5887559,1.4520978,0.4972154
rooster,0.8899429,0.96573794,1.1899955,0.94091994,1.0541428,1.2727365,1.1760733,1.0570656,1.0389706,1.1532769,1.0453922,1.1201599,1.0882276,1.0549316,0.9019159,0.74709105,1.0576805,1.051151,1.0665382,1.1073412,1.2324973,1.1273503,1.03449,0.9304819,1.0951308,0.8643074,0.93258107,0.98955834,0.7513302,0.8816277,0.9949423,1.1376982,1.0086362,0.6277683,1.0725964,1.0526311,1.0124109,0.98742515,0.85589105,1.1133425,0.98836887,1.178388,1.1712064,0.7068614,0.8387986,0.9793058,1.082664,0.86363256,0.6550579,1.17771,1.0940578,1.046132,1.1444426,0.782503,0.8923688,0.9046559,0.95523894,0.9005765,1.0189602,1.0348623,0.7377929,1.0941392,0.9840751,0.73150027,0.96655554,1.0367911,0.6338222,1.104702,0.96041465,0.92860025,1.0645058,1.0473777,0.9777604,1.0391846,0.9103392,0.63458383,1.0824175,0.97736263,0.82949615,0.97325927,1.1292434,1.1493783,0.8915472,1.1559794,1.005125,0.9363625,1.0198854,1.196739,1.0801315,1.0895532,1.0168935,0.9722849,1.0530246,1.0755177,1.1023237,1.1311158,0.7525679,0.8529458,0.7945691,0.96678895,1.1834,0.68625534,1.0105822,0.9255387,0.98426986,1.0006404,1.0611198,0.0,0.96200585,0.9586673,0.9390784,0.98969835,0.86859024,0.938089,1.1657025,1.2088608,1.1841998,1.0167547,1.0978713,1.1032665,1.005883,0.97695863,0.97232217,0.99702,1.0873823,0.8219298,1.0923674,1.2237703,1.3414261,1.0439744,1.0527173,0.8387822,0.93644965,1.2384243,1.1387794,1.0726237,0.9699854,0.99834883,1.0434104,1.0012031
scarf,0.82052267,0.71697,1.2728035,1.112851,0.34565145,1.268349,1.4286275,0.8952917,1.189481,0.91048914,1.0586368,0.8057853,1.3576117,1.0455813,0.42173302,0.97958916,0.7895206,0.99173045,1.0771936,1.4214518,1.3715167,1.0515954,1.1919165,1.1174165,1.2862527,1.1929567,1.1626161,1.1693696,0.9096992,0.90738994,1.3697448,1.293226,0.9228922,0.85493314,1.3040555,0.81018025,1.3158901,0.9495882,1.0259378,1.3522204,0.87320364,1.4520805,1.1373949,0.86525023,1.0334208,0.9671808,1.1268579,0.7504996,0.8191618,1.1853296,0.7830734,0.8388243,0.849677,1.387169,1.3436882,0.63599885,1.4004945,1.0967411,0.83642817,1.1785469,0.7249856,1.1918482,0.65786624,0.8663677,0.57032967,1.2192966,1.0170054,0.6677832,0.5430302,1.1044714,0.4538434,1.310411,0.90576315,1.4255278,0.94336706,0.9278864,0.9765612,1.075372,0.48720717,1.336021,0.95518947,0.9261842,1.115838,1.2272475,1.0786659,0.90811664,0.9152042,1.3416731,0.7942261,1.2062681,0.4504478,0.45061737,0.85819936,1.3484366,1.3359468,1.3070576,1.0968089,1.3103842,1.1259058,1.2533138,1.3036277,1.2168618,1.2624304,0.7547022,1.2764721,1.0068007,0.9699226,0.96200585,0.0,1.06964,0.44291526,0.87813896,0.4196185,1.2674587,0.8169349,1.0801541,0.79716575,1.02229,0.9395153,1.4007626,0.53114116,0.97138256,1.4125035,0.94565666,1.2744082,0.8755023,0.4894225,0.73088443,1.3886794,0.9472338,1.1309627,0.8843658,1.0231452,1.2957213,0.8885381,0.9665879,1.0507317,1.2138559,0.9465123,1.1479596
scissors,1.03524,1.0712215,1.0007701,0.90545684,1.1980244,0.8953466,0.9303696,0.7510727,0.8653556,1.1689765,1.1161922,1.3226289,1.0469208,1.1844707,1.3021557,0.76847947,1.2235343,0.98319954,0.94609725,0.8607665,0.8938793,1.1404736,0.98050845,0.82576764,0.9190096,0.94066995,0.944802,0.9024343,1.2230062,1.0540566,0.97645384,0.8491971,1.2307173,1.1810875,1.0423524,0.7367976,0.88560045,1.2712318,0.97532624,0.7557659,1.2900624,0.9065589,0.8591813,1.0899804,0.92831284,1.2119557,1.0984973,1.1633928,1.1115462,1.0693872,1.2479681,1.0693667,1.0859914,0.88532245,0.77764183,1.0049338,0.57748044,0.7454929,1.0738754,0.88014483,0.87020993,0.79969037,1.2546496,0.9066202,1.1175864,0.960943,0.994084,0.80191404,1.2893748,1.0822296,1.2426817,0.6410108,1.1117436,0.9237991,1.0412145,1.1556114,1.0130949,1.1394998,1.1183498,0.808214,0.74001867,1.0928648,1.0127155,1.0040324,1.0269667,0.83142096,1.1207232,1.028342,1.1870456,0.9086779,1.2623916,1.2717732,1.14551,0.70900154,0.7226982,0.92190886,0.9782229,0.9245156,0.8392474,0.9562231,0.96200377,0.83352995,0.8556285,0.8843839,0.7396833,0.9820947,1.2352707,0.9586673,1.06964,0.0,1.3131756,0.838598,1.2721974,0.51929176,1.1875985,1.0658971,1.0938531,0.8103788,1.0521691,0.8828225,1.0469773,1.0435323,0.5217923,0.5854504,0.9255223,0.8603895,1.3364236,1.1856425,0.7785437,1.0691394,0.95020443,0.67867446,1.0873203,0.745702,1.0823157,1.2119315,0.9026031,0.75633323,0.8497766,1.2585007
shirt,0.7548038,0.9484674,1.3682492,1.2463014,0.38022566,1.3315482,1.4544322,1.1238751,1.2498803,0.79606265,0.8420941,0.6033019,1.2925731,0.9558742,0.16222632,1.0283856,0.6721015,0.9538714,1.1113228,1.4580876,1.4016027,1.036627,1.2814109,1.1675568,1.2827493,1.2697791,0.959439,1.3463547,0.6474408,0.8250129,1.4025253,1.2863743,0.7611045,0.68065643,1.291091,0.95083433,1.4131005,0.7898855,1.150629,1.5066519,0.6762779,1.4874936,1.1969306,0.73980314,0.9863848,0.8019265,1.0825433,0.59975386,0.8629246,1.3119082,0.5430652,1.083936,0.77967507,1.3620933,1.3897678,0.79172266,1.5034089,1.1105409,0.6455167,1.3356009,0.8326631,1.3339906,0.49809003,1.0182198,0.66480374,1.2646691,0.8738598,0.72489095,0.1557846,1.146888,0.27494854,1.4726381,0.763892,1.4809041,1.0267127,0.80800843,0.9698431,1.0277445,0.4946565,1.3792,0.95621055,1.0843767,1.166669,1.3489597,1.1779294,1.2177702,1.0410706,1.4058572,0.6557776,1.1678582,0.1868347,0.29355228,0.8213059,1.4635041,1.4635063,1.4090606,1.1220648,1.3399322,1.1903718,1.2566329,1.3561871,1.214747,1.3664067,0.74956906,1.4104375,1.1880503,0.81403786,0.9390784,0.44291526,1.3131756,0.0,0.9996002,0.3885448,1.3264778,0.55417746,1.0240705,0.635516,1.2504339,0.8141727,1.496239,0.6658391,1.0454944,1.5412556,1.0192238,1.3036742,0.86653537,0.088085055,0.5933625,1.466857,1.1519595,1.3211519,1.0097792,1.0414542,1.4042648,0.87130135,0.8104484,1.0487248,1.2543204,1.2579565,0.94808495
shoe,0.94687223,0.7400979,1.1280849,0.9708029,0.9413079,1.0812727,1.1545985,1.0156258,0.9009603,1.1344272,1.0345523,0.9698182,1.1336716,0.9917137,0.99472564,0.9149309,0.8657511,1.0723398,0.9986138,1.0807725,1.0650434,1.0296918,1.0893468,1.0085764,0.9950964,0.9462652,1.0984147,1.120299,1.106435,0.86249816,1.125426,1.0751789,1.1449826,0.9656077,1.157597,0.91554815,1.0277139,0.9148429,0.9859246,1.1164305,1.0094376,1.0576823,1.0411447,0.82870835,0.90599287,1.169504,1.020632,0.9268373,0.9729366,1.0964739,1.0797024,0.8909324,1.0451032,1.0640855,1.0489395,0.29390085,1.0412679,1.0453846,1.1358428,1.0537245,0.6414063,1.0281556,1.0474054,1.0388161,0.8558521,0.9797044,1.0807476,1.0546129,0.91398364,0.95888615,0.83126605,1.0608819,0.99761313,1.1044438,1.0684453,1.0307155,1.060806,0.9870815,0.8321256,1.101022,1.1000475,0.9658043,1.0335348,1.11774,0.91032004,0.94521403,1.0184355,1.1546109,1.1302724,1.0689688,0.9362108,0.866688,1.0812517,1.1116717,1.1336588,1.1194974,1.0037258,0.92513144,1.0065037,0.9963264,1.1582439,1.0425558,0.9753626,0.54733944,0.9047874,1.0090892,1.1959974,0.98969835,0.87813896,0.838598,0.9996002,0.0,0.9125836,0.87148154,1.1495111,1.1924224,1.1244695,0.23152298,1.09476,1.149917,0.57012725,1.1108123,1.0363858,1.0686647,1.053335,0.73937345,0.99359053,1.0929815,1.0198365,0.7732563,1.0872896,1.0032737,0.7987616,1.0049059,1.0910329,1.148015,0.95381933,1.0171909,0.97320974,1.194546
shorts,0.91195333,0.57129043,1.2496474,1.2002887,0.33243424,1.301369,1.3661613,1.099838,1.2909104,0.86488473,0.96744657,0.70765024,1.0991919,0.86395323,0.45648324,1.0661238,0.74685514,1.0297886,1.2277378,1.4117956,1.4203621,1.0365016,1.2839566,0.9545494,1.2891107,0.9524609,1.0279026,1.2067802,0.48582882,0.8153173,1.3254542,1.3750926,0.8534167,0.6578431,1.1898493,0.9588286,1.4178274,0.81099176,1.1712837,1.3309902,0.8258352,1.4521455,1.2269766,0.84748745,1.1663716,0.7948736,1.031842,0.76721644,0.7381591,1.18278,0.885111,0.8515818,0.9667755,1.2190623,1.4698215,0.6347356,1.3499174,1.2852535,0.85076696,1.1197692,0.66598624,1.3154908,0.7368249,1.0279269,0.61294687,1.0963259,0.93753296,0.7215078,0.45508003,1.054033,0.25672585,1.2180606,0.9037271,1.322696,0.7283423,0.99784493,1.066591,1.1042453,0.46782064,1.2437449,0.9896068,1.0602634,1.19035,1.2054088,0.99105734,0.9601414,0.96240026,1.3586476,0.6340468,1.3808727,0.5136781,0.16382575,0.96174157,1.3231943,1.3315688,1.2648004,1.1012499,1.0952487,1.3051867,1.3402781,1.3312593,1.3093951,1.2639898,0.75458217,1.1963735,1.0173291,0.83586085,0.86859024,0.4196185,1.2721974,0.3885448,0.9125836,0.0,1.2758679,0.70596546,1.0125929,0.83427346,0.9509582,0.8648641,1.3192947,0.43386912,1.0309361,1.3561188,1.1449054,1.3091896,0.9698945,0.49939847,0.82027113,1.4835699,0.9213429,1.1499535,0.9339149,0.9925304,1.4677558,1.0066508,1.0071808,1.1366068,1.0889428,1.0251127,0.98603445
shovel,1.0661209,1.0662568,1.1319759,0.9923942,1.1921074,1.0438234,0.91769254,1.0781949,0.6424218,1.0191976,1.1585877,1.172895,0.9634045,0.9301717,1.3105307,0.98176163,1.1348627,1.0202553,1.0247293,0.71333766,0.6766001,0.9813486,1.0591432,0.5156374,0.583199,0.6539777,1.0736738,0.970607,1.2020314,0.7744633,0.9080846,0.7838751,0.98719865,1.0747095,0.95574373,0.860262,0.9756239,1.0445222,1.0368423,0.8132843,1.0509773,0.6266108,0.8535434,1.1475583,1.0743957,0.96771085,0.8795661,1.0526994,1.182643,1.1270285,1.3223319,1.1498685,1.2089125,0.89981395,0.73359734,0.98320895,0.39219117,1.1177523,0.9936569,1.0360657,0.9375346,1.0821247,1.31045,1.1874877,1.218552,0.96430576,1.1292163,0.87450266,1.2611637,0.90677553,1.2757664,0.55093986,0.9351803,0.75218403,0.94899845,1.19728,1.1549551,0.86735666,1.2177969,0.52051806,0.8574864,1.1897181,1.1204088,1.0534962,0.7947323,1.0681614,1.2706414,1.033082,0.94484293,1.0121473,1.3387482,1.2500099,1.1530424,0.7390609,0.7644881,1.087248,1.0384426,0.80330944,1.1965271,0.7414059,0.8098048,0.9624559,0.8526089,0.9137098,0.789642,1.1223196,0.9086627,0.938089,1.2674587,0.51929176,1.3264778,0.87148154,1.2758679,0.0,1.156705,0.8380096,0.99939495,0.9037909,1.0667647,0.93138385,1.0695391,1.0655911,0.33838105,0.8988851,1.0398229,0.9520634,1.3395317,1.1330811,0.8153066,1.1217915,1.0425838,0.6912521,0.8506717,0.9771148,1.0587023,1.1263783,1.0403528,0.4043947,1.1137898,1.0040116
shower,0.83990455,1.188434,1.3430367,1.3415389,0.63240254,1.2539628,1.3424855,1.2358823,0.99649453,0.4864812,0.78300565,0.5377793,1.1552811,0.76360404,0.67396533,1.0282617,0.7419276,0.9160243,1.0496532,1.3243184,1.2634087,0.82270455,1.2492762,0.9712776,1.2170413,1.2812018,0.9381746,1.323456,0.6150743,0.86423314,1.2879939,1.1288869,0.39868474,0.9592222,1.2228106,0.9628424,1.3112744,0.78954995,1.1775742,1.362568,0.5553951,1.3432498,1.1169581,0.8769333,1.1681646,0.3755107,0.8415427,0.88815546,1.1494293,1.3579897,0.8422612,1.2311456,0.76319164,1.2546289,1.2365158,1.0162562,1.3539305,1.0582035,0.61330974,1.2753792,1.1982603,1.3396995,0.82303834,1.1257058,0.9204135,1.3231243,0.9490874,0.5572331,0.60590553,1.1811601,0.56757045,1.2914863,0.6824,1.2874098,1.0792267,0.86376435,1.0528426,1.0451971,0.849079,1.2056886,0.9130058,1.1769876,1.1893854,1.2975732,1.1505383,1.3157043,1.1984426,1.3202688,0.39436036,1.084858,0.6189146,0.5985408,0.77161,1.3111694,1.3092856,1.3813226,1.0981246,1.3918647,1.172013,1.1509281,1.2147084,1.1774992,1.3295093,0.947656,1.2284446,1.2797501,0.41704434,1.1657025,0.8169349,1.1875985,0.55417746,1.1495111,0.70596546,1.156705,0.0,0.73475456,0.43384123,1.3638881,0.54470426,1.3813789,1.0239321,1.0675021,1.3781836,0.96431327,1.1687679,1.0207156,0.5598755,0.53178746,1.3340287,1.2781396,1.2917547,1.0246453,1.0569127,1.3029805,0.8499186,0.7183,1.0744474,1.0097377,1.2757686,0.72988516
sink,0.9043375,1.1781121,1.2214668,1.0693041,0.8903296,1.1898608,1.1079051,1.2521367,0.8007426,0.20118773,1.0063884,0.7868835,0.9455235,0.6857978,1.0103655,1.067383,0.8267271,0.7928517,1.0023823,1.1392224,0.5856745,0.7865326,1.0711135,0.9875417,0.8419962,1.2233132,0.9531666,1.270097,0.88085693,0.93040836,1.007714,0.85505456,0.7418069,1.1525984,0.7699179,0.95666003,1.1661807,0.90690255,1.0386468,1.1553034,0.8075266,0.9576892,0.6026783,1.0552852,1.2966155,0.6954293,0.69740105,1.012039,1.2547812,1.2520087,1.0584887,1.2687147,1.009469,1.0619494,1.0680971,1.1409614,0.89000106,1.1614918,0.65359294,1.1864226,1.240798,1.2211225,1.0893383,1.2044017,1.0102324,1.2955422,1.1083277,0.6711977,1.0803391,1.043675,1.0220473,0.85553384,0.933781,0.9548821,1.071819,0.94448555,0.95677865,0.8652997,1.0194542,0.95131075,1.072321,1.2149489,1.010509,1.2067634,0.7752025,1.2696918,1.2510267,1.1129471,0.5145706,1.2266078,1.0474039,1.0206157,0.8154199,1.0146303,1.0549577,1.2043726,1.0877029,1.1720959,1.1878713,1.0078927,0.41801602,1.1911529,1.2272834,0.9368005,1.0125425,1.3207426,0.5668968,1.2088608,1.0801541,1.0658971,1.0240705,1.1924224,1.0125929,0.8380096,0.73475456,0.0,0.72847587,1.269697,0.6451155,1.0701828,1.0693318,0.55750936,0.89122254,0.90506303,1.1956972,1.1660576,1.0166966,0.6425618,1.0076073,1.3272989,1.1736436,1.0036818,0.90168893,1.2710311,0.49684954,0.8219261,1.2065476,0.99307954,1.308253,0.78475225
slide,0.6353052,1.2115253,1.4187614,1.3770539,0.58025306,1.2500596,1.3913361,1.2429503,0.90266275,0.45046598,0.90538645,0.46233737,1.2604821,0.59687495,0.67899984,1.010738,0.6889011,0.7904552,0.8728721,1.3485503,1.2158729,0.5971657,1.2820044,0.944342,1.1628447,1.341973,1.0192268,1.3519094,0.8285196,0.630569,1.324234,1.1526877,0.61953163,1.1282011,1.210707,0.93123275,1.3443546,0.72012883,1.1797081,1.3796189,0.44318503,1.33487,1.0662484,0.8270805,1.1617265,0.63144934,0.67312205,0.85207224,1.2577748,1.4047717,0.8272017,1.3026133,0.6796838,1.3467127,1.2141335,0.99310935,1.2867538,1.0746593,0.6515982,1.3647983,1.1855423,1.4213784,0.8844843,1.0895141,0.98642004,1.3819914,0.99328786,0.4907673,0.67088586,1.2222431,0.64638054,1.2360227,0.39506686,1.2610114,1.1347038,0.8711901,1.1187251,1.029038,0.87100977,1.1386602,0.8243733,1.2139018,1.2218726,1.3438883,1.1039697,1.346226,1.2191508,1.3625078,0.50563633,1.0958757,0.62455165,0.7200122,0.643514,1.2982645,1.2803819,1.480396,1.1158987,1.4014281,1.2694969,1.0614436,1.15006,1.140502,1.3094469,0.80857265,1.2804588,1.3127291,0.5875685,1.1841998,0.79716575,1.0938531,0.635516,1.1244695,0.83427346,0.99939495,0.43384123,0.72847587,0.0,1.3695858,0.58489823,1.4220963,0.9735356,1.0048085,1.3212354,0.90597266,1.2651479,0.893259,0.5726154,0.3868146,1.3068845,1.3652772,1.321166,1.0174252,1.0324488,1.2297621,0.71127367,0.7042094,1.0425072,0.97178614,1.3340898,0.79039955
slipper,1.2652345,0.5129968,0.77187586,0.9739808,1.1358724,0.9519399,0.87703687,0.8943274,1.0351307,1.4023061,1.1775858,1.2819523,0.73865116,1.1338233,1.2944087,1.0678211,1.1534352,1.1698138,1.1355774,0.73804295,1.0479648,1.2005886,0.9714104,0.9784812,1.0449882,0.62930477,1.1211126,0.76179135,1.1274774,1.1086892,0.9005888,0.9976565,1.4107735,0.9808557,1.1273466,1.0699812,0.85360295,1.1211226,1.0199045,0.58996993,1.3572927,0.83566594,1.1587546,1.1006194,1.0384145,1.3403442,1.0901678,1.1712414,0.8025879,0.75390965,1.2125202,0.55420315,1.2392353,0.7550687,1.0427406,0.51647335,0.74388766,1.200069,1.4674454,0.50138825,0.6914493,0.84762466,1.158612,1.0467966,0.95188475,0.56390715,1.165479,1.3255548,1.1906139,1.0315672,1.0535526,0.68535817,1.2869077,0.7705289,0.79599,1.3270296,1.2364188,1.176123,1.1141989,0.96194804,1.0692799,0.7440655,1.0729358,0.5897369,0.8392141,0.50756705,0.72784674,0.9235304,1.3707337,1.0858653,1.2623649,1.0529561,1.3206334,0.6461257,0.6492935,0.714828,1.0431885,0.54665357,1.0256194,1.1004716,1.0800185,1.06643,0.68336594,0.89345646,0.6274858,0.6968478,1.4387963,1.0167547,1.02229,0.8103788,1.2504339,0.23152298,0.9509582,0.9037909,1.3638881,1.269697,1.3695858,0.0,1.246884,0.72411364,0.73490775,1.251648,0.7226279,1.2610197,0.9068574,1.0103952,1.2683104,1.444398,0.8339013,0.41063094,0.6144871,1.0186615,0.8996743,0.97041565,1.395926,1.3193759,1.0570179,0.9739867,0.51264966,1.3032699
snow,0.8184306,1.1722918,1.2487272,1.2462007,0.8150321,1.1641206,1.2240542,1.1891279,0.9202708,0.45601887,0.75288737,0.7378436,1.0899757,0.84117496,0.8445252,0.91151375,0.7716123,0.75447696,0.99918145,1.2549907,1.0890766,0.95169216,1.1441679,1.0593575,1.1895357,1.323313,0.8995806,1.3256924,0.55568343,1.0444511,1.0517974,1.0155017,0.8022684,1.1228791,0.97717977,0.94643474,1.1885178,1.0238901,1.0333861,1.230685,0.8055725,1.2769425,1.029216,0.89398587,1.1977587,0.67537814,0.9130728,1.0142192,1.2439648,1.2731402,0.9539237,1.2375047,0.9063239,0.9886361,1.0587313,1.0694351,1.0684377,1.0778854,0.66764814,1.2214004,1.1982015,1.2268782,1.004498,1.0926498,1.0282619,1.3280456,0.81502044,0.7006043,0.9087663,1.2091895,0.8051646,1.0922656,0.91050047,1.0589346,1.069789,0.8359338,1.0618354,1.0167974,1.0028263,1.0920177,0.9640416,1.1865065,1.0949866,1.2399931,1.0885894,1.2242444,1.2668097,1.2344148,0.6723635,1.0886339,0.80895543,0.82255244,0.76542115,1.132503,1.157908,1.2244549,1.0067738,1.2145414,1.1083728,1.02146,0.9877415,1.0400444,1.1770288,1.011657,1.1414614,1.2656025,0.72334266,1.0978713,0.9395153,1.0521691,0.8141727,1.09476,0.8648641,1.0667647,0.54470426,0.6451155,0.58489823,1.246884,0.0,1.2053053,1.0240718,0.8606262,1.1333594,0.9955548,1.1559756,1.0966513,0.84949887,0.55173707,1.2574785,1.277931,1.2073629,1.0275849,1.0059766,1.2823887,0.84656185,0.6493699,1.1066606,1.1141964,1.237695,0.7705768
soap,1.4861746,0.9011419,0.41764367,0.75152224,1.4899622,0.7173277,0.46215224,0.64594924,1.0343008,1.3410032,1.1149154,1.4954581,0.48018587,1.1429565,1.5497197,1.1629293,1.4024763,1.0558412,1.117858,0.4167453,0.7097196,1.1213547,0.70249516,0.8852956,0.89284694,0.6186961,0.9046047,0.4996103,1.174761,1.3447292,0.3972758,0.72482926,1.3184341,1.0549968,0.7449599,1.1824937,0.64423615,1.3096105,0.9738931,0.2867819,1.4756402,0.5075233,0.9520534,1.4756233,1.231465,1.195727,1.0284083,1.292743,1.1009057,0.6074088,1.3478456,0.8429982,1.326344,0.514526,0.70727015,1.3348833,0.5534861,1.1259822,1.3838465,0.52032596,1.1672537,0.6135096,1.3751783,1.0766528,1.383159,0.6053604,1.1828357,1.4449182,1.4786887,0.9736675,1.4350989,0.48386025,1.4267544,0.49564826,0.7148285,1.4181206,0.9975132,1.0798502,1.5285121,0.6525221,1.0402833,0.8986998,0.938464,0.4688447,0.8703766,0.72844565,0.9413309,0.4981585,1.352987,0.9601448,1.5537711,1.4256574,1.3430532,0.36567146,0.3425197,0.24268723,1.1529937,0.4627033,0.98479843,0.9242663,0.72650915,1.0159458,0.6813769,1.3858811,0.5777667,0.7864769,1.2527018,1.1032665,1.4007626,0.8828225,1.496239,1.149917,1.3192947,0.93138385,1.3813789,1.0701828,1.4220963,0.72411364,1.2053053,0.0,1.237825,1.1076735,0.5396503,1.2491322,0.7210379,1.261102,1.5076553,1.5491557,0.48118663,0.7712083,0.548341,1.06967,1.0492754,0.74111044,1.3744895,1.1832887,0.9844294,0.83357203,0.6965842,1.0596716
sock,0.8043357,0.5781493,1.2577864,0.9378598,0.45665717,1.2033514,1.2932913,0.9266576,1.0820826,0.98332816,1.0237334,0.77019197,1.2137755,0.8522625,0.6291864,1.0164077,0.6777704,1.140489,1.0256808,1.3688376,1.2478099,0.94287044,1.2200189,0.96994424,1.1149464,1.0435928,1.1154342,1.1067722,0.9439587,0.8152054,1.2478001,1.2780813,1.0025461,0.88273907,1.1182424,0.7263857,1.366988,0.8038321,1.0261657,1.299625,0.85456717,1.3275629,1.0057416,0.8456779,1.0728421,1.0219787,0.9621839,0.7607775,0.848438,1.1758908,1.0150893,0.8116248,1.0252386,1.2128102,1.3878299,0.4309224,1.2442818,1.1383795,0.961428,1.2676866,0.43094397,1.0397955,0.93351805,1.0238782,0.57039374,1.1466922,1.1423777,0.82005703,0.69633573,0.96970916,0.4808762,1.2374104,0.91648,1.3086112,0.87447107,0.98924905,0.8716415,0.9976828,0.42710042,1.1487145,1.0160086,0.99951094,1.1115751,1.282497,0.75338495,1.0044229,1.0210588,1.2923753,0.8859913,1.2884654,0.593603,0.503993,0.8715337,1.324837,1.32663,1.2598017,1.0557896,1.0247585,1.2163699,1.251002,1.2507089,1.2920749,1.1780144,0.6298489,1.2383115,1.024537,1.0070568,1.005883,0.53114116,1.0469773,0.6658391,0.57012725,0.43386912,1.0695391,1.0239321,1.0693318,0.9735356,0.73490775,1.0240718,1.237825,0.0,0.9930591,1.2948048,1.0424097,1.355379,0.9139962,0.71638006,0.8621572,1.2799273,0.864072,1.1848556,0.7474762,0.7609178,1.213614,0.9885172,1.1374614,1.0876626,1.0788859,1.0879152,1.1174421
