,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
blanket,0.5976716,1.1261288,1.4604875,1.2184687,0.6782478,1.3088748,1.4029455,1.2141652,0.847997,0.64931846,0.9058559,0.17044777,1.2355425,0.5621418,0.63425386,0.97818464,0.0,0.9462393,0.87615204,1.3881525,1.1443576,0.75438166,1.3128644,1.0057784,1.1240386,1.2812492,0.99083173,1.4055744,0.76115936,0.6595988,1.2193978,1.170862,0.6320123,0.8182513,1.1305801,0.90425044,1.3827378,0.44386315,1.1043589,1.4339799,0.36253357,1.3355018,0.9906961,0.62903625,0.97171026,0.74652743,0.7920942,0.62884957,1.1515057,1.4494673,0.9707168,1.3556877,0.8245307,1.1860845,1.2255746,0.81660485,1.2978996,1.0366454,0.85750425,1.3987801,0.70345044,1.370861,0.96456015,1.0572528,0.9888666,1.3539554,1.0013894,0.7862638,0.54685533,1.0631988,0.6506233,1.2829813,0.7245639,1.3027815,1.1315663,0.7768639,1.0268497,0.9687438,0.6349726,1.1830058,1.0948509,1.2247577,1.1513443,1.4139118,0.54629564,1.3438332,1.2706163,1.393188,0.64560443,1.1363488,0.5504863,0.68323565,0.6374788,1.3395413,1.362031,1.4407182,1.0137911,1.0532452,1.15504,1.0996376,1.1436894,1.0926704,1.3121006,0.5215589,1.2558532,1.409957,0.742185,1.0576805,0.7895206,1.2235343,0.6721015,0.8657511,0.74685514,1.1348627,0.7419276,0.8267271,0.6889011,1.1534352,0.7716123,1.4024763,0.6777704,0.970881,1.3526934,1.0160154,1.3929083,0.78126657,0.66468525,0.5669665,1.3427742,1.3839486,1.4112542,1.1331002,0.27199495,1.2452713,0.7958914,0.8067448,1.0076317,1.1111033,1.3955452,0.85189867
boat,0.90363634,1.1051533,1.2611814,1.2023175,1.0264275,1.0713103,1.1413561,1.1431096,0.9054824,0.7393844,0.76679593,0.93705946,1.0962789,0.87501526,0.9754928,0.95904404,0.9462393,0.0,0.87097436,1.1250993,0.948776,0.86935675,1.1269848,1.0829328,1.0529736,1.2033055,0.59034246,1.3025954,0.74578047,1.0265268,1.145367,0.9186181,0.987967,1.1281697,1.0780934,0.9753321,1.1138725,1.0020286,1.200906,1.1286495,0.92812014,1.1221449,0.90051883,0.8996197,1.0347655,0.9371945,0.88985837,1.0342072,1.2004981,1.2694856,0.926237,1.2521453,0.64069986,1.0703908,0.94956803,1.1629558,0.9790549,0.9772013,0.8409791,1.1881669,1.1390345,1.1752923,0.9624119,1.0216818,1.1611203,1.0732684,0.788464,0.9031074,0.9796336,1.0807731,0.9658959,0.9592106,0.99208707,1.0541558,1.1348718,0.88017154,1.1078098,1.0162537,1.0601846,0.9116902,0.98540753,1.1071008,1.0412933,1.2068698,1.1109259,1.1791748,1.2124029,1.2028111,0.72458714,1.0087107,0.97020245,0.9721789,0.94679636,0.9817384,1.0363791,1.1967925,0.9956937,1.0650637,1.0370653,0.9291177,0.973234,0.9462506,1.0983993,0.85179377,0.8764135,1.1871076,0.86303425,1.051151,0.99173045,0.98319954,0.9538714,1.0723398,1.0297886,1.0202553,0.9160243,0.7928517,0.7904552,1.1698138,0.75447696,1.0558412,1.140489,1.032887,1.0329758,1.006424,1.1107064,0.8387579,0.94516265,0.89925635,1.0943319,1.285072,1.1731913,1.1175047,0.9942406,0.97509897,0.8993083,0.6929012,0.812811,1.0019122,1.1642487,0.8427031
book,0.75087976,1.2523477,1.1973855,1.0987253,1.0769571,0.998337,1.074663,1.0800169,0.79423827,0.9229882,1.0215936,0.8501828,1.1041639,0.7973605,1.0557494,0.85297894,0.87615204,0.87097436,0.0,1.0615765,0.8865742,0.57518303,1.1375788,1.1365383,0.8865546,1.2012534,0.8027062,1.1124105,1.2712002,0.94724417,1.057425,0.87311494,1.0882717,1.2771028,0.95994425,0.85293174,1.1213807,0.9733321,1.070314,1.0831484,0.8199453,1.0341327,0.8110038,0.8978134,0.8032272,1.1106273,0.8379137,0.9814141,1.2312168,1.2272009,1.013131,1.2333484,0.5611788,1.1925176,1.0035913,1.0916767,1.0634818,0.66889554,0.94601214,1.2403142,1.1357431,0.773722,1.0519259,1.001248,1.038094,1.1810144,1.0020624,1.0207422,1.107825,0.8592392,1.1387863,1.0502144,0.9005367,1.1274154,1.3649137,0.80135316,0.9124945,0.8724078,1.0695591,1.099775,1.0711721,1.1581831,1.0815364,1.2298555,0.9979917,1.2613317,1.2502404,1.0684615,1.0359509,0.85213506,0.9373781,1.1810358,0.25417793,1.0699029,1.0587832,1.2402663,0.6814884,1.187298,0.85390186,0.9978706,0.88463664,0.8069507,1.1861893,0.88655293,0.9989334,1.2477174,0.953727,1.0665382,1.0771936,0.94609725,1.1113228,0.9986138,1.2277378,1.0247293,1.0496532,1.0023823,0.8728721,1.1355774,0.99918145,1.117858,1.0256808,0.96921325,1.1124326,0.9494581,1.042213,0.8222754,1.0415007,0.6429287,0.9679006,1.2741541,1.2744823,0.97088194,0.9713602,0.6713095,0.68441546,0.9252364,0.6693194,1.1033826,1.2302165,1.0694721
bottle,1.4556226,1.0644999,0.57217735,1.0469309,1.4821954,0.7252915,0.5213925,0.9762514,0.9783745,1.4509265,1.182542,1.4560788,0.44400668,1.2633054,1.4824839,1.239815,1.3881525,1.1250993,1.0615765,0.0,0.67495495,1.2493904,0.9130775,0.83026314,0.5850065,0.4549284,1.0498979,0.6308326,1.1826967,1.2340634,0.6241062,0.48539436,1.2472157,1.0035596,0.9255527,1.1858121,0.70983493,1.2770761,1.1008468,0.21899319,1.3959192,0.2002604,1.1449497,1.4214308,1.1850985,1.1538742,1.1901581,1.2138789,1.126538,0.7487806,1.2759753,0.95634973,1.2501659,0.5395771,0.58207035,1.3257099,0.47308534,1.182432,1.2988917,0.43925792,1.1851087,0.69757354,1.2692239,1.2151043,1.4339797,0.40279877,1.1430283,1.4498069,1.4016316,0.868388,1.4587052,0.51356184,1.29786,0.43526906,0.7548231,1.3915964,1.2441831,0.9142153,1.5847683,0.5997186,0.93579984,0.9445071,1.1720297,0.31804872,0.93249214,0.75708133,1.0045869,0.6038842,1.3186936,0.8626535,1.4937179,1.4285913,1.3207992,0.27838326,0.26723695,0.48788512,1.1705335,0.50934947,1.1248564,0.7491071,0.77068317,0.92688227,0.58535254,1.3102078,0.60033596,0.84461445,1.1761785,1.1073412,1.4214518,0.8607665,1.4580876,1.0807725,1.4117956,0.71333766,1.3243184,1.1392224,1.3485503,0.73804295,1.2549907,0.4167453,1.3688376,1.2730846,0.45669478,1.1693332,0.71457183,1.2807481,1.4454397,1.4326162,0.5271071,0.8415196,0.5534408,1.0219299,1.0381035,0.75235885,1.3820542,1.1526335,1.0326241,0.6290753,0.65953815,1.0195107
bowl,1.1483548,1.1399431,0.7215936,0.6114819,1.3564688,0.6612013,0.60669696,0.91457415,0.72383165,0.8803767,1.1299523,1.2264788,0.9190501,1.0299697,1.357107,1.1759903,1.1443576,0.948776,0.8865742,0.67495495,0.0,0.89975137,0.76029795,1.1396211,0.38676047,0.9215543,0.99127483,0.95249695,1.3360898,1.1331725,0.7430149,0.6249068,1.1900778,1.290501,0.56094056,1.068979,0.76379025,1.1524409,0.88391703,0.86976963,1.2052506,0.32664478,0.44839346,1.1779447,1.0634269,1.2606227,0.95950204,1.1672524,1.2585483,0.8003421,1.2411674,1.2036359,1.1572531,0.9258262,0.68198204,1.274327,0.7718711,0.9378002,0.8518875,1.0654043,1.1835647,0.7047066,1.3046507,1.2365569,1.2477347,0.9899339,1.2081565,1.2163031,1.4111979,0.6293812,1.4265537,0.8180211,1.2206764,0.7661818,1.2245504,1.0323265,0.68628967,0.7505785,1.2696604,0.8801757,1.1014719,1.1162215,0.8609792,0.94454986,0.87716293,1.2308989,1.2257348,0.6073381,1.174081,0.9669811,1.3616905,1.4249555,1.0562117,0.8415481,0.8593554,0.76274157,1.1142572,0.8342866,0.99679047,0.7360629,0.24496269,0.978489,0.9792024,1.0360181,0.74160373,1.1414629,1.0686408,1.2324973,1.3715167,0.8938793,1.4016027,1.0650434,1.4203621,0.6766001,1.2634087,0.5856745,1.2158729,1.0479648,1.0890766,0.7097196,1.2478099,0.62002575,0.65674525,0.94568014,0.8863011,1.1314988,1.3498251,1.0033334,0.28116608,1.192135,1.035921,1.0611318,0.9646403,0.61925364,0.66906774,1.01069,1.0087767,1.0096132,1.1892196,1.093657
box,0.8308911,1.1847358,1.3193128,1.0273634,0.90968895,1.1662862,1.2395514,1.1562176,0.59197146,0.64140046,1.1404009,0.59650844,1.1607373,0.17425883,0.9978641,0.983158,0.75438166,0.86935675,0.57518303,1.2493904,0.89975137,0.0,1.1894463,0.9070431,0.8042172,1.0809686,0.9131684,1.2535957,1.1603246,0.6144992,1.1105708,1.1035562,0.71995795,1.0886424,0.9172894,0.8333031,1.2364436,0.5621755,1.0831046,1.3049586,0.46182013,1.0315413,0.7974528,0.9104292,1.006226,0.76728505,0.15976918,0.81384444,1.2577347,1.3006982,1.064942,1.2899038,0.695925,1.3329405,1.1552553,1.0318654,1.1466058,1.0190172,0.8748901,1.3451746,1.0856167,1.1840663,1.0841216,1.1255546,1.0482662,1.3412621,1.1388261,0.83758694,0.9767525,0.793768,0.9928381,1.1165601,0.54107356,1.1713275,1.1306317,0.9425837,0.9351957,0.8168003,0.96363616,1.0597105,1.1737367,1.2170615,1.0610361,1.4018879,0.85315716,1.3345214,1.2398077,1.183445,0.7004287,1.1177192,0.9656169,1.0002854,0.5869312,1.2616227,1.2424196,1.340615,0.9395443,1.2303618,1.1024117,1.0079038,0.97512704,1.0452701,1.3233017,0.7455046,1.1003882,1.2508872,0.6412443,1.1273503,1.0515954,1.1404736,1.036627,1.0296918,1.0365016,0.9813486,0.82270455,0.7865326,0.5971657,1.2005886,0.95169216,1.1213547,0.94287044,0.9733912,1.209087,0.9891735,1.183835,0.82643586,0.9743137,0.68261576,1.0170113,1.3421204,1.4075282,1.072479,0.8439055,0.8904657,0.7387426,1.0310843,0.7309486,0.97094613,1.3659341,0.9102467
bread,1.1626716,1.0318848,0.59938467,0.6080867,1.2667265,0.73538136,0.7475134,0.6692482,1.0148468,1.13781,1.0443428,1.3766661,1.064064,1.3164535,1.2510448,0.9853559,1.3128644,1.1269848,1.1375788,0.9130775,0.76029795,1.1894463,0.0,1.303858,1.06225,1.0917507,1.0721016,0.7515224,1.2887566,1.3470819,0.64717937,1.0195105,1.2989873,1.1819681,0.84669447,1.1404893,0.12245715,1.3096135,0.2780037,0.8672528,1.3835206,0.8509051,0.84391207,1.1263088,0.9973504,1.3630848,1.1695583,1.2084312,1.0394831,0.5601785,1.1215297,0.9235338,1.176811,0.83626837,0.90162086,1.1210362,0.9631346,0.88843405,1.1503366,0.92970026,1.1242825,0.7814156,1.1590283,0.69923204,1.1116108,0.97681135,1.1546609,1.2580516,1.3094788,1.0046964,1.2929715,0.96229106,1.2266104,0.9194856,1.0943685,1.009595,0.75515085,1.12075,1.1615767,1.136057,0.99724114,0.95151156,0.19849223,0.7534405,0.9192372,0.9717737,0.9167551,0.4707657,1.334641,0.87994444,1.3054433,1.278083,1.149007,0.93322086,0.88813204,0.61178136,0.9862254,0.926535,0.5093974,1.0735084,0.6535193,0.9628371,0.690575,1.2592885,0.9649712,0.83081114,1.340636,1.03449,1.1919165,0.98050845,1.2814109,1.0893468,1.2839566,1.0591432,1.2492762,1.0711135,1.2820044,0.9714104,1.1441679,0.70249516,1.2200189,0.73196065,0.9003923,1.0450468,0.6782155,1.1808903,1.2634358,1.2377236,0.60322833,0.8802599,0.8213271,1.2103028,1.1735773,0.82187796,0.8974217,1.160584,1.0650711,1.2671137,0.90802133,1.2570059
broom,1.2171314,0.98936844,1.18235,1.1228687,1.0627755,1.2123592,1.062115,1.1935583,0.8521236,1.0160141,1.194212,0.98112696,0.80838275,0.69377154,1.199988,1.0399349,1.0057784,1.0829328,1.1365383,0.83026314,1.1396211,0.9070431,1.303858,0.0,0.8453563,0.5037452,1.110292,0.9466075,0.9485462,0.64293617,0.99327487,0.93064535,0.61925447,0.67052996,0.99463516,0.93766665,1.1973077,0.85481465,1.2419313,0.8241948,0.84948945,0.8964137,1.1532578,1.2390573,1.2263236,0.48789048,0.7672573,0.8723554,1.0465119,1.2437396,1.2703424,1.1178159,1.192236,1.0311271,0.90557384,1.0156686,0.60170287,1.3261905,1.1666347,0.95791763,1.0707059,1.3233013,1.2191434,1.1819206,1.2276838,1.0042222,1.1281108,0.70796925,1.0326153,0.87441266,1.0472587,0.596967,0.79333746,0.8013425,0.6245461,1.2932575,1.3096837,0.90252167,1.2247183,0.34679687,0.98690546,1.1351271,1.2307256,1.1006693,0.84798616,0.9169474,1.141949,1.2058147,0.765891,1.1511722,1.211702,0.9739902,1.1485639,0.80250114,0.8287515,1.0311264,1.0971649,0.92357725,1.2797153,0.82262665,1.0886813,1.0512029,0.97726476,0.9685334,0.86711085,1.0411586,0.61225516,0.9304819,1.1174165,0.82576764,1.1675568,1.0085764,0.9545494,0.5156374,0.9712776,0.9875417,0.944342,0.9784812,1.0593575,0.8852956,0.96994424,1.1613746,0.6107316,1.0241898,1.1053984,0.9948776,1.2067001,1.1870459,1.2113732,1.1021862,1.0742724,0.762095,0.79626656,1.2082968,1.1849204,1.1490011,1.0732157,0.12075484,1.0127327,0.73597455
bucket,1.142216,1.0896349,1.0341386,0.78070253,1.2457998,0.8883893,0.8005938,1.1161296,0.7944298,1.0766314,1.1573166,1.1410408,0.94764256,0.9511455,1.2166525,1.1962302,1.1240386,1.0529736,0.8865546,0.5850065,0.38676047,0.8042172,1.06225,0.8453563,0.0,0.5824215,1.0148201,1.0472561,1.2687377,0.82922494,0.96554554,0.6624043,1.0209049,1.0333911,0.6418892,0.9919699,1.0119357,0.9871134,1.0970193,0.96319556,1.0009799,0.24002665,0.7006253,1.1774838,1.0114015,1.0116125,0.9210519,0.9744066,1.1323907,1.0245618,1.208132,1.219149,1.0760372,1.0695955,0.8081475,1.1405272,0.8554399,1.0619313,0.78994316,1.1064689,1.0861307,0.8833653,1.2099786,1.2583487,1.2348244,0.91878206,1.129266,1.0725205,1.1945873,0.32321227,1.257273,0.92752236,0.9995894,0.84990114,0.970292,1.1086087,0.8996969,0.48158658,1.1855265,0.73125094,1.0789154,1.1434866,1.0216291,1.0681936,0.9301998,1.1982223,1.1986293,0.89229774,0.9708952,0.98879,1.2470357,1.2579403,1.0923245,0.9556173,0.97852165,1.006772,1.0540191,0.91468155,1.1727757,0.7236172,0.7268668,0.97505015,1.0501754,0.91479063,0.8093412,1.1272234,0.7841711,1.0951308,1.2862527,0.9190096,1.2827493,0.9950964,1.2891107,0.583199,1.2170413,0.8419962,1.1628447,1.0449882,1.1895357,0.89284694,1.1149464,0.96308666,0.7710971,0.9034469,1.0147994,0.9663022,1.256237,1.0247467,0.550509,1.1973516,1.1741194,0.9478326,0.9113197,0.71973485,0.9630435,1.099463,0.8834874,0.689155,1.1906807,0.986415
can,1.5178037,0.7099533,0.85597837,1.0378343,1.2789153,1.0390973,0.7826813,1.0597752,0.9501617,1.4424872,1.2628622,1.3156812,0.56426156,1.014536,1.3376598,1.2634134,1.2812492,1.2033055,1.2012534,0.4549284,0.9215543,1.0809686,1.0917507,0.5037452,0.5824215,0.0,1.0302119,0.6846162,1.0343707,0.8443766,0.8571955,0.8865354,1.1098819,0.63406146,0.9692766,1.0985211,0.94409895,1.0439017,1.1657605,0.5165391,1.2032279,0.47255075,1.2173349,1.3857043,1.1332543,0.94615054,0.9885565,1.0277706,0.8244051,0.8823379,1.3307291,0.8290596,1.2386954,0.79185283,0.9052361,1.0623152,0.5832403,1.4152629,1.2960916,0.52059484,0.95322293,1.0061843,1.2223108,1.2105048,1.2917638,0.52888215,1.1279366,1.2970641,1.1476138,0.61080396,1.1535002,0.53959715,1.1220365,0.5919095,0.52081925,1.448936,1.3299417,0.965041,1.369514,0.5471047,0.971379,0.9871581,1.1536937,0.6754215,0.83316505,0.6361561,0.94456583,0.9355439,1.086406,1.1030306,1.3980013,1.052274,1.4013133,0.60414845,0.6022607,0.7147976,1.1508297,0.49113822,1.2227441,0.925468,0.99567175,1.064302,0.79956406,1.1301305,0.55318475,0.7712785,0.9774861,0.8643074,1.1929567,0.94066995,1.2697791,0.9462652,0.9524609,0.6539777,1.2812018,1.2233132,1.341973,0.62930477,1.323313,0.6186961,1.0435928,1.2361392,0.51800066,1.1941893,0.9244988,1.007802,1.3418975,1.4975247,0.84844995,0.7622475,0.7663982,0.9323102,0.9087404,1.016794,1.401732,1.2809277,0.9544783,0.42217505,0.6652961,1.0080147
car,0.98282766,1.1264161,1.1770527,1.1511916,1.1321334,1.0914278,1.1057549,1.0713781,0.9224049,0.9991121,0.6996493,0.9534192,0.9870049,0.9104816,1.0573351,0.98717976,0.99083173,0.59034246,0.8027062,1.0498979,0.99127483,0.9131684,1.0721016,1.110292,1.0148201,1.0302119,0.0,1.1053474,0.79184306,0.9273381,1.0466951,0.9509325,0.98118037,1.0180427,0.9711133,1.0010108,1.1134002,0.9197367,1.1658019,1.028746,0.9292423,1.0778135,1.0635695,0.9340298,0.900792,0.9330271,0.9227336,1.0509199,1.1565571,1.2583705,1.0349472,1.2759384,0.5618471,0.9148176,0.9719359,1.1821464,0.9706338,0.9234597,0.8667868,1.0584673,1.0505672,0.9916012,1.016161,1.047903,1.2099812,1.063282,0.8090521,1.0971817,0.99213684,0.920617,0.97614783,0.9307916,0.9828077,1.0154358,1.1309667,0.9262657,1.006097,1.0391514,1.0983263,1.0524144,0.94264394,1.1907716,1.0005755,1.1632085,1.0660728,1.245836,1.2228509,1.1398609,0.8472601,0.9725821,1.0253394,0.9996727,1.0114722,0.91675615,0.9399854,1.1087158,0.93028206,0.9146465,0.8787085,1.0104682,1.0355952,0.9015899,1.1488087,0.9194081,0.7211721,1.1969241,0.913939,0.93258107,1.1626161,0.944802,0.959439,1.0984147,1.0279026,1.0736738,0.9381746,0.9531666,1.0192268,1.1211126,0.8995806,0.9046047,1.1154342,1.0991431,0.98163456,1.0372885,1.0974634,0.6958008,1.016617,1.0363164,1.0828763,1.2824469,1.1825898,1.1486433,0.99440217,0.864387,1.0253425,0.79540884,0.40577316,1.0618511,1.2016827,0.86566997
carrot,1.3270738,0.87976974,0.45900035,0.83253825,1.3161638,0.7670292,0.55664665,0.63597506,1.1617304,1.4122839,1.1733377,1.4827403,0.68553466,1.336992,1.3838277,1.0888802,1.4055744,1.3025954,1.1124105,0.6308326,0.95249695,1.2535957,0.7515224,0.9466075,1.0472561,0.6846162,1.1053474,0.0,1.2954814,1.3160447,0.7397226,0.9731939,1.3203257,1.0417029,1.026172,1.1351051,0.7267726,1.3281412,0.834885,0.4066968,1.4708177,0.7607805,1.1474378,1.3366634,1.0955317,1.2787924,1.2250054,1.2875972,0.87108517,0.5617656,1.2177119,0.61718655,1.2130187,0.67186064,0.8800068,1.1548723,0.7700956,0.9817656,1.3778604,0.5236716,1.0193437,0.63096035,1.1955158,0.833312,1.10026,0.65689635,1.1142634,1.2811499,1.3554003,1.0155792,1.2725155,0.7044926,1.3494816,0.6977892,0.81473315,1.2938023,0.9712536,1.1990826,1.2671518,0.86599255,1.0175841,0.78067195,0.8852888,0.49564946,0.95463765,0.62432516,0.7407982,0.45063937,1.41058,0.8908516,1.4073348,1.2853761,1.2840748,0.5784665,0.52358687,0.49367833,1.027637,0.6839858,0.86356056,1.0195366,0.88995993,1.0090747,0.75524694,1.3914721,0.84522825,0.64479274,1.3513682,0.98955834,1.1693696,0.9024343,1.3463547,1.120299,1.2067802,0.970607,1.323456,1.270097,1.3519094,0.76179135,1.3256924,0.4996103,1.1067722,1.0634407,0.7147972,1.1597372,0.6157035,1.182534,1.3749751,1.4558942,0.6987886,0.6073699,0.5199038,0.8325659,1.140848,0.733364,1.2527304,1.2438565,1.0411243,0.9286996,0.58678824,1.2227014
cat,0.9029439,1.0305294,1.2843134,1.3152931,0.77535045,1.2849219,1.2367641,1.2778113,1.137173,0.7542988,0.6664148,0.7627913,0.85931605,0.9202279,0.7586683,0.9927628,0.76115936,0.74578047,1.2712002,1.1826967,1.3360898,1.1603246,1.2887566,0.9485462,1.2687377,1.0343707,0.79184306,1.2954814,0.0,1.0042512,1.1507672,1.0808337,0.7723358,0.6764679,1.0454457,1.0456946,1.305744,0.9102166,1.1841199,1.1593242,0.8322903,1.3159823,1.2491603,0.75585467,1.1840739,0.6103262,1.0926131,0.88575935,0.871114,1.3028343,0.94417524,1.1789012,0.9828164,0.7836877,1.2039155,1.017068,1.073903,1.1830503,0.78248215,1.0117381,0.94846517,1.3143735,0.87979347,1.0458957,1.012032,0.99657494,0.60181975,0.8834504,0.671245,1.1549271,0.6573211,1.0709558,1.0267383,1.0224661,0.8220167,0.9013454,1.1582744,1.0846856,0.8251928,1.0223738,1.0100397,1.1524394,1.137967,1.1150025,1.0463738,1.0161948,1.0971593,1.3378465,0.61305654,1.2030506,0.76733035,0.5755507,1.0481575,1.0806144,1.1299926,1.1722236,1.0352402,0.9841203,1.1775299,1.1401317,1.2467602,1.0844086,1.1141708,0.93962103,1.0980656,1.1495292,0.7201574,0.7513302,0.9096992,1.2230062,0.6474408,1.106435,0.48582882,1.2020314,0.6150743,0.88085693,0.8285196,1.1274774,0.55568343,1.174761,0.9439587,1.0718926,1.1520181,1.1580417,1.2753476,1.0660437,0.76457274,0.90393853,1.4424741,1.1667932,1.0741075,1.0633037,0.9114945,1.4630699,1.1264582,0.71827227,1.1574371,1.037406,1.0651755,0.68623406
chair,0.85315406,1.0183171,1.4505749,1.1538866,0.77618897,1.3166468,1.3546543,1.3276503,0.739148,0.822015,0.9950013,0.4556707,1.2628723,0.46621788,0.8316597,1.0514988,0.6595988,1.0265268,0.94724417,1.2340634,1.1331725,0.6144992,1.3470819,0.64293617,0.82922494,0.8443766,0.9273381,1.3160447,1.0042512,0.0,1.3390967,1.2018818,0.572636,0.86227536,1.0554688,0.9201987,1.352721,0.3042624,1.2068493,1.3783005,0.36363357,1.120352,1.0643489,0.85023534,0.95922244,0.6246515,0.5798409,0.7623221,1.1292572,1.4515285,1.100763,1.2809358,0.89912635,1.3060739,1.0709046,0.7957252,1.1424356,1.1941352,0.90860367,1.3249545,0.87006783,1.4107132,1.0219975,1.1432222,1.0315554,1.2490942,1.0441624,0.74483454,0.7027592,0.773882,0.7117475,1.1290869,0.2685511,1.1446042,1.0650195,0.99796295,1.1243,0.9129209,0.8344383,0.9633546,0.97084373,1.2861372,1.1395022,1.4387879,0.91988873,1.3158463,1.305584,1.408637,0.6510248,1.1766722,0.8108566,0.73214513,0.97071147,1.327069,1.3355917,1.4507458,1.0154207,1.1049802,1.2292149,0.910676,1.1757097,1.0637817,1.2797508,0.53282034,1.0010558,1.2326517,0.6168138,0.8816277,0.90738994,1.0540566,0.8250129,0.86249816,0.8153173,0.7744633,0.86423314,0.93040836,0.630569,1.1086892,1.0444511,1.3447292,0.8152054,1.0297486,1.1245077,0.9677406,1.3050449,0.50464594,0.7983533,0.7200031,1.3108311,1.3197389,1.4420248,1.0122955,0.7665719,1.183076,0.8760557,0.9904331,0.8156222,0.6599964,1.3723787,0.7445976
chips,1.342141,1.0377754,0.6265707,0.7550702,1.406095,0.80397844,0.57375574,0.88982433,0.9637142,1.1660094,1.1259227,1.3442006,0.68231535,1.1224084,1.4077927,1.0699627,1.2193978,1.145367,1.057425,0.6241062,0.7430149,1.1105708,0.64717937,0.99327487,0.96554554,0.8571955,1.0466951,0.7397226,1.1507672,1.3390967,0.0,0.7574046,1.2558917,1.0080532,0.6951808,1.1543957,0.60820234,1.2474695,0.7977014,0.56777227,1.3409771,0.6564085,0.9396618,1.2812674,1.1241927,1.1797268,1.0177089,1.2523367,1.1303692,0.6345053,1.263674,0.95475525,1.2821455,0.5299562,0.7590671,1.2475109,0.63257843,1.0536067,1.299938,0.7583117,1.1849813,0.7730204,1.287245,1.086729,1.3179319,0.8305391,1.1104887,1.3524685,1.3888128,1.0563918,1.4144047,0.6992815,1.3303062,0.5666033,0.83635974,1.1577039,1.0708209,0.9697429,1.4289682,0.74851906,1.1705016,0.9295335,0.87379074,0.622726,0.78676426,0.8537513,0.959789,0.5361052,1.2912512,0.92824256,1.4587134,1.3850722,1.1120504,0.6176357,0.61316735,0.5274394,1.0102912,0.67034686,0.9189114,0.940737,0.73603773,0.890494,0.7101023,1.3691074,0.8864545,0.91647875,1.2027336,0.9949423,1.3697448,0.97645384,1.4025253,1.125426,1.3254542,0.9080846,1.2879939,1.007714,1.324234,0.9005888,1.0517974,0.3972758,1.2478001,1.0125887,0.66503006,1.1241251,0.78663427,1.3095248,1.4088801,1.3465633,0.6325927,0.8540266,0.6577257,1.0845981,0.91336316,0.8775964,1.2368295,1.0584322,1.047333,0.9670385,0.86985165,0.9983738
clock,1.1877468,1.2118645,0.9055906,1.0220106,1.3383483,0.82741946,0.63982195,1.1255716,0.8510072,1.0823779,1.1196451,1.2581954,0.6107642,1.1485713,1.3075013,1.0316528,1.170862,0.9186181,0.87311494,0.48539436,0.6249068,1.1035562,1.0195105,0.93064535,0.6624043,0.8865354,0.9509325,0.9731939,1.0808337,1.2018818,0.7574046,0.0,1.1001494,1.0924941,0.72551155,1.0163232,0.93875736,1.237332,1.1536129,0.623445,1.1975956,0.5417443,0.8673091,1.2427545,1.126245,1.03574,1.1173921,1.1240181,1.2092713,0.9937806,1.1253796,1.1819279,1.031902,0.75509894,0.7141652,1.2747076,0.6225308,1.0725813,0.9971792,0.84142303,1.2282829,0.7869332,1.1942295,1.2717714,1.3094076,0.74295515,1.0129708,1.159405,1.3101346,0.95750964,1.3485847,0.72159755,1.2115816,0.5758435,0.997577,1.1612083,1.0979367,0.7469201,1.402217,0.66688395,1.0224411,1.0484855,1.1323334,0.7497283,0.9705165,0.9864478,1.1642989,0.7877772,1.0897207,0.93334454,1.2964792,1.3555503,1.0679011,0.57361627,0.60270834,0.8466316,0.9957273,0.7967534,1.1589053,0.8274944,0.637131,0.9072675,0.8838575,1.1578753,0.7625042,1.0995742,0.9912198,1.1376982,1.293226,0.8491971,1.2863743,1.0751789,1.3750926,0.7838751,1.1288869,0.85505456,1.1526877,0.9976565,1.0155017,0.72482926,1.2780813,1.1432108,0.6439865,1.0015223,0.8882423,1.1659865,1.289313,1.1641132,0.6491051,1.1590302,0.8729428,1.0020941,0.9741875,0.8686832,1.0600379,0.94625574,1.0254313,0.79866827,0.9545201,0.86600614
