,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
boat,0.9845982,1.0207411,1.2820194,1.1182649,0.93816656,1.223935,1.1245334,1.217587,0.9853681,0.7600711,0.7071877,0.9832781,0.7264048,0.9265546,1.2191206,0.8063642,0.0,1.0334163,1.1956333,0.93158674,0.91523856,1.296765,0.9321167,0.9079386,1.0673133,1.0022404,0.5309079,1.216151,0.8693205,0.6511343,1.2308575,1.1318153,0.75469583,1.0992754,0.95664346,1.1500767,1.0232766,0.7222661,1.2988744,1.1490873,0.7059635,1.1231588,1.2030048,0.97416455,1.170377,1.1915157,0.69317645,0.6758926,0.9301139,1.2685568,0.89273936,1.1191936,1.1680497,1.05729,0.9722245,1.0842936,1.1462508,1.2588533,0.94434327,1.1637084,1.1236773,0.80755836,1.3727651,0.9266888,0.97927,1.013408,1.1252286,0.9324081,1.171661,0.9822877,0.8147033,1.1076512,0.77664495,1.0323883,0.8537903,0.8689419,1.0101522,1.0892143,1.0173041,0.84113336,0.91290253,1.2222131,1.0153031,1.1087453,1.076802,1.2850567,0.63088286,1.2133311,0.8980147,0.75729156,0.94620454,1.0708025,1.1457155,1.17676,1.2111249,1.0533992,1.2183027,0.8950541,1.0970882,1.2038014,1.1640465,0.9817402,0.8463955,1.1810392,0.737147,1.1702542,1.1182013,0.967761,1.0257727,0.83883524,1.0180824,0.76145756,0.9577676,0.87076485,0.59908164,0.79356545,1.1711998,0.87820554,1.1375698,0.98334557,1.0811762,1.1331513,0.9476948,1.2010586,0.85100806,0.9622104,0.8928174,1.1650236,1.2074113,1.2222972,1.0954559,0.9770745,1.2231128,0.9378144,0.7265834,0.9435597,1.1252549,0.6112821,0.90397024
book,0.9890222,1.0899514,1.0920565,0.8323833,0.8683661,1.0098094,1.1804805,0.89428604,0.79631203,0.7534523,0.8629181,1.2277826,0.7514452,0.7973547,1.1082665,0.8797541,1.0334163,0.0,1.1147754,0.871847,0.4028536,1.2590545,1.0737464,0.9850226,0.804939,1.2504454,1.023153,1.2321647,1.2770817,1.001631,1.0166738,1.0535619,1.0485184,0.92448634,0.842343,0.84569675,1.0850142,0.94892716,1.0795612,1.078526,0.7545314,1.1524264,0.92088383,0.88910013,1.1831375,0.7498382,1.0036128,0.77489924,0.97003514,1.1738777,1.1767485,0.90031743,1.2478311,1.1116102,1.0426068,1.2385771,0.9722629,0.8569677,0.7791624,1.2396859,1.1873813,1.1230586,0.59915996,1.1001163,1.0165468,0.8903477,1.3009679,1.0119312,1.0103194,0.9276234,0.97975165,0.86177623,1.0264581,1.0879173,0.8613411,1.1943077,1.1282375,0.8223946,0.9343473,1.028073,1.0166649,1.2424165,0.78953457,1.3558788,1.0700101,1.1637536,1.0040995,1.118072,0.9184767,1.1027582,0.44522238,1.1591989,1.0431652,1.1457294,0.926838,1.3036308,1.1545131,1.0376117,0.9218685,0.978817,1.2763965,0.8456285,1.0307381,1.2580521,0.8332815,1.1253687,1.0850025,0.9822885,0.8052237,1.0719175,1.0489132,1.1909884,1.1963924,0.82628953,0.96203613,0.80657434,1.2944738,0.9407265,1.2059608,1.1191496,0.8895753,1.1438417,1.0940553,0.9464602,1.0680335,0.99305433,0.57516783,1.0360101,1.3225272,1.1504649,0.7732539,0.9898685,0.67517155,0.6346623,0.9009769,1.1493516,1.3071679,1.0897558,1.1492004
bottle,1.277337,1.2623382,0.6751146,1.2817211,1.4747319,0.7545731,0.36968327,0.8263459,0.76926756,1.4755881,1.4664311,0.45570254,1.240979,1.385586,0.7976644,1.4919713,1.1956333,1.1147754,0.0,0.78920555,1.2972243,0.7092501,0.8447943,0.6401927,1.0362736,0.25699717,1.1551373,0.95609593,1.1781425,1.1372988,1.0985724,0.4358468,1.2440193,1.0061871,1.12693,0.97580165,0.8538337,1.3259909,0.97733384,0.3501333,1.4141346,0.104495585,1.0255651,0.92189544,1.0202127,1.3052747,1.0576428,1.1349971,1.422055,0.43748063,1.0925591,1.2066418,0.97799253,0.48372412,0.76791465,1.1877906,0.8676607,1.010358,1.2431287,0.7510617,1.1935351,1.0857031,0.7943655,1.2756335,1.3333863,1.4585309,0.5577076,1.1206264,1.009645,1.2241273,1.3163973,0.53895587,1.4448669,0.7021049,1.2222254,0.521451,1.2267499,0.7274076,1.4643351,1.2239027,1.1917548,0.39151,1.0033611,0.8026954,1.0482926,0.5524814,1.2469656,0.9240635,1.4443138,1.3972187,1.2873077,0.3604567,0.6631245,0.7708336,0.9344316,0.49803674,0.6494694,0.75903225,0.7531873,0.97039115,0.5609603,0.83372253,0.6085012,0.8925618,1.0618178,0.57790077,0.8986908,1.2564623,1.1066177,1.4211116,0.8465064,1.2006246,0.7186693,1.326676,1.0885313,1.3290329,0.43684125,1.2321701,0.25441378,1.3651321,1.2611833,0.808061,0.93341094,0.808671,1.123906,1.3618124,1.4043782,0.42600584,0.86559993,0.79244363,1.0809954,0.87454885,0.85001934,1.2031908,1.1191652,0.40801382,0.747303,0.9130604,1.0872409
bowl,1.1101156,1.2254592,0.8694037,1.0280277,1.1442729,0.7678456,0.7862487,0.8970189,0.60125226,0.9338373,1.1768093,0.9385046,0.95512164,1.115148,1.0257119,1.1712136,0.93158674,0.871847,0.78920555,0.0,0.8571018,0.93517184,0.98283374,0.42087448,1.0422649,0.91812325,0.9334395,1.148753,1.2531017,1.0123386,0.7681994,0.7929809,1.1457832,0.7936449,0.9244995,0.843028,0.9462004,1.1462982,0.8913176,0.9428786,1.061988,0.6428358,1.1271174,0.6085278,1.1993806,1.1292639,1.077173,0.9096969,1.2612095,0.7617982,1.1237178,1.1314964,1.207179,0.903318,0.9945838,1.2541277,0.68589115,0.9902049,0.7972284,1.1781998,1.1944857,1.0829114,0.8268886,1.286272,0.96437526,1.150537,1.0678545,0.96285933,1.1459762,1.011301,1.2341077,0.6721425,1.2670927,0.854905,1.0922772,0.8029081,0.9780492,0.87043476,1.1500856,1.1404016,1.1843427,1.0144448,0.8813682,1.2704228,1.1231004,0.86891603,0.9787628,1.1578243,1.2427979,1.3047576,0.9814464,0.97386146,0.9655769,0.98510396,1.0086427,1.0560993,0.850303,0.91129327,0.27736294,1.0742532,1.029061,0.91649413,0.77920663,1.1066966,1.0113593,1.0824116,1.1871587,1.1585062,0.95688516,1.273243,0.9439723,1.2360994,0.76468825,1.0334313,0.56835294,0.96715975,0.94284046,1.1022956,0.8278342,1.1283166,0.6104144,0.6336602,1.067292,0.8864734,1.1187202,1.2352127,0.9040227,0.6473887,1.1941917,1.1318953,0.9761882,0.92270595,0.78338134,0.40184832,1.0226861,0.9471276,1.2241106,1.1195792,1.1386496
box,0.8871215,0.9247687,1.2644804,0.8058218,0.735836,1.129648,1.3823211,1.0895238,0.7096774,0.4939233,0.54066133,1.4041283,0.2781328,0.78135264,1.2919049,0.7196944,0.91523856,0.4028536,1.2972243,0.8571018,0.0,1.4043481,0.96930194,0.7558752,0.9727999,1.2068852,1.0114253,1.2629982,1.1518159,0.6505865,1.0421546,1.3115602,0.70613825,0.9864869,0.84634393,0.9484505,1.1257582,0.6087861,1.121806,1.3453538,0.32523024,1.1854166,1.0555493,0.98281646,1.2075509,0.7891743,0.73810375,0.36018318,0.8481779,1.3367885,1.2307009,0.96911514,1.312619,1.3564093,1.1847315,1.1181928,1.1027519,1.0934184,0.7014673,1.3417594,1.075105,1.081415,0.96301967,1.0183566,1.0190072,0.83014506,1.3827603,0.9867831,1.2017963,0.82366586,0.81953055,0.9377079,0.85662365,1.1422782,0.5817182,1.2242523,1.0491806,0.789534,0.774163,0.87941784,0.9382923,1.4533794,0.7077178,1.3770027,1.1125135,1.3306996,0.7196637,1.2571206,0.7577316,0.83847594,0.6150819,1.3701656,1.2410089,1.2705907,1.1018566,1.421742,1.3764095,1.0649064,1.0725158,1.1703827,1.3913716,0.7864779,1.0749499,1.3358129,0.6098361,1.3445939,1.226367,0.9470603,0.83229715,0.91115767,1.1048533,1.0224857,1.0723475,0.76225996,0.71254563,0.72289187,1.4632841,0.96104836,1.4323492,0.8970497,0.8414778,1.1329345,0.90536785,1.1468998,0.84091014,0.9210566,0.5462382,1.2186575,1.3563926,1.229708,0.8200542,0.928205,0.7678758,0.60279083,0.98791325,1.1428005,1.4401863,0.9641332,1.1231635
bread,1.2653866,0.95866454,0.69878244,1.0804317,1.3193433,0.8962083,0.7347913,0.6919413,0.848407,1.5620431,1.4884567,0.79104394,1.3501881,1.2957585,0.6879956,1.3847401,1.296765,1.2590545,0.7092501,0.93517184,1.4043481,0.0,1.1169109,1.136058,1.0515665,0.85300016,1.2774241,0.6167935,1.0440592,1.3335254,0.5446464,0.8271351,1.41528,0.93275785,1.2816126,0.95087975,1.0068253,1.3372397,0.38412708,0.66386986,1.5517687,0.8050425,1.0306262,0.9192474,0.9016404,1.1411003,1.3855679,1.2960303,1.3559804,0.52254486,1.1309865,1.115154,0.5720235,0.84267014,0.9344531,0.8203529,0.6739502,0.9165906,1.313611,0.5858863,0.8676212,1.1686969,0.67874175,1.1418703,0.93661845,1.0640739,0.7210815,1.1973003,0.94814044,1.2680604,1.2763119,0.84612525,1.4139807,0.5623679,1.2877986,0.9161113,0.8533864,1.2030551,1.290705,1.2701498,1.0715578,0.55518246,1.027365,0.6827543,0.9805409,0.50796235,1.4275522,0.7600056,1.4121355,1.3788059,1.3207676,0.69951993,0.5597163,0.76563644,0.8986738,0.59225744,0.17150545,0.9730393,0.54685104,0.9598193,0.58223313,1.0789655,0.806606,0.5794545,1.4017442,0.5412344,0.5245241,1.1068175,1.0326974,1.3449258,0.8844515,1.2095839,0.80083203,1.4126806,1.3930163,1.3784702,0.47124672,1.2500737,0.6585344,1.0165615,0.87856925,0.5639392,0.984211,0.77363086,1.3218049,1.2973776,1.4354808,0.51774645,0.5588169,0.62560594,1.0971004,0.94375217,0.9681721,0.9408696,1.267475,0.988584,0.6083144,1.2720735,1.0347152
broom,1.1272689,0.9104047,1.1113398,1.302888,1.1528529,1.1306347,1.0005552,1.0218768,0.71450156,1.0384752,1.0281329,0.69821405,0.9015107,1.2555006,1.0773969,1.1556342,0.9321167,1.0737464,0.8447943,0.98283374,0.96930194,1.1169109,0.0,0.705201,1.1373374,0.54377425,0.9185433,0.9703251,1.0136648,0.69561434,1.1787884,0.9237977,0.8156901,1.0143598,0.8695664,1.0958753,0.7903525,0.9862456,1.1210378,0.697925,0.94182646,0.77985,1.080038,1.0923203,1.0372916,1.1953621,0.64970315,0.8454211,1.1246932,1.1462293,1.1030421,1.16998,1.0620956,1.0331638,0.96847516,0.912736,0.8488256,1.1545528,1.2175856,1.0777457,1.1370761,1.0618304,1.1302643,1.1930313,1.1678401,1.2372622,0.97246015,0.7588354,1.0558393,0.88364875,1.0172564,0.97421366,1.0293483,0.65463734,0.85878265,0.80227137,1.2003977,0.98990905,1.207574,0.9841234,1.1347401,1.0901725,0.9113066,0.9688948,1.1816146,1.1211016,0.75117385,1.113312,1.1141651,0.96017647,1.1162274,0.71670383,0.82696205,0.8363052,1.0390168,0.8871253,1.066737,0.87162745,1.0916833,1.030203,0.9141444,0.7974824,0.7811704,1.0572318,0.644601,1.0074116,1.1241632,1.227531,0.9498505,1.1296868,0.92703325,0.87143403,0.5242504,1.0747772,0.8657454,1.1279972,0.97344655,1.1362584,0.9362288,1.0007727,1.2198789,0.78151584,0.8406292,1.0981534,0.89173126,1.1665521,1.1236322,0.98222715,1.0220008,0.94577754,0.98333895,0.9071767,1.0743163,0.95983225,1.0922234,0.34985054,1.038966,0.8233921,1.1285979
bucket,1.0749372,1.05953,0.9412638,1.0735989,1.1935164,0.8087208,0.88573486,0.9989182,0.651842,0.96453595,1.034674,0.93313855,0.87630934,1.1260505,1.1371102,1.1597742,0.9079386,0.9850226,0.6401927,0.42087448,0.7558752,1.136058,0.705201,0.0,1.111372,0.5916099,0.9260317,1.0877072,1.0822768,0.6883927,1.0783503,0.8759741,0.9459359,0.8871777,0.90817606,0.9238752,0.93250906,0.9602966,1.0424875,0.9315578,0.8657796,0.42691356,1.1225297,0.69300926,1.1217588,1.0643864,0.8508835,0.8811345,1.1498333,0.9344015,1.1610575,1.177205,1.2206007,1.0069791,0.94422233,1.104797,1.0238526,1.0810966,0.77401245,1.2226549,0.98152894,1.1063735,0.9721039,1.2073234,1.0962751,1.1845925,0.9331951,1.0333816,1.1673926,1.0374151,0.93895626,0.5517087,1.0886796,0.9428339,0.949655,0.7904288,1.0415105,0.650689,1.0273073,1.0054357,1.0991788,1.1198925,0.8725566,1.1543635,1.1552488,1.0123863,0.8748822,1.1584039,1.1732477,1.0882939,1.1131572,0.98032385,1.0726292,0.91741514,1.158783,0.94538665,1.0913665,0.8003464,0.7799949,1.1384443,1.0113121,0.71707463,0.78738344,1.1627321,0.74660367,1.0411904,1.188273,1.1510464,1.0317507,1.1569178,0.82889754,1.0394884,0.5862782,1.1192088,0.67740715,0.98401004,1.0167044,1.1886775,0.86848426,1.026902,0.9873935,0.8107652,0.9245377,0.982195,0.8323567,1.2108942,1.0807172,0.78532547,1.1816745,1.0713552,1.0219527,0.8970436,0.7584566,0.8510884,1.1465662,0.6223862,1.2088931,0.96017784,1.1969571
butterfly,1.0109547,1.071916,0.90821755,1.1273586,1.0982797,0.9664335,0.964152,0.79862833,1.0274372,1.108834,1.204874,1.0786043,1.0612962,1.0371578,0.69090766,1.1186421,1.0673133,0.804939,1.0362736,1.0422649,0.9727999,1.0515665,1.1373374,1.111372,0.0,1.1441624,1.07811,1.1148832,1.1983874,1.1963273,0.9749718,0.8849927,1.1315106,0.96350986,1.014468,0.7631662,1.061041,1.1752231,1.0281557,1.0235428,1.1470746,1.0428257,0.7623484,0.8946154,0.940257,1.004257,1.0639852,1.0098935,1.1411786,1.0545453,1.0469395,0.9821382,1.1211411,0.9373754,0.8260536,1.121678,0.889373,0.58479697,1.026583,1.05164,1.1408736,1.0660156,0.9620625,1.0756888,0.961147,1.1051608,1.0770192,0.9767609,0.7115329,1.0032226,1.1155082,1.0440695,1.2078837,1.0419528,1.093103,1.038234,0.9668595,0.9793046,1.0652657,1.0992908,0.9775808,1.1179802,0.96212226,1.100097,1.0222526,1.0445293,1.1517205,0.7399074,1.154869,1.1935542,0.9178858,1.0283998,1.0435678,1.0461109,0.8211986,1.0950758,1.0274272,0.86869,0.93534195,0.75060165,1.1450315,1.0642161,1.0034606,1.0606151,1.0099826,0.88698965,1.0675908,1.1026864,0.8630801,1.1667457,0.98490006,1.147114,1.1153811,1.041263,1.1541506,0.9738417,1.0618472,0.9920009,1.069135,1.1944325,1.0059111,1.0422484,1.0493687,0.80606955,1.111631,1.0957328,1.060736,0.95889086,1.1622124,1.063695,1.0908127,1.0713326,0.8623034,1.0008942,0.92955667,1.0811267,1.00608,1.0289978,1.0401754
can,1.3291682,1.0558665,0.90444183,1.4483798,1.449039,0.9882505,0.5207062,0.98939687,0.7663307,1.413304,1.2661874,0.28911203,1.034541,1.3816378,0.9881431,1.404901,1.0022404,1.2504454,0.25699717,0.91812325,1.2068852,0.85300016,0.54377425,0.5916099,1.1441624,0.0,1.0772185,0.83391416,0.9440205,0.85127175,1.2374184,0.64011633,1.0068389,1.0685632,1.091772,1.1386364,0.6671593,1.1305394,1.0751656,0.34007454,1.2299559,0.25491893,1.1478448,1.0633452,1.0099366,1.3944316,0.76506567,0.92089343,1.3157413,0.6443881,1.0040593,1.2885165,0.9575011,0.6162589,0.9018521,1.0020596,0.93172,1.2557695,1.431747,0.79662704,1.2203666,1.0243621,1.098728,1.2190769,1.3513191,1.4441732,0.59040827,1.063392,1.0848821,1.1862774,1.1179882,0.7854999,1.2662833,0.59643483,1.1026626,0.41448748,1.2136717,0.9869483,1.4743266,1.1258374,1.1108725,0.54820657,0.9744506,0.6250344,1.0907377,0.7087884,1.0156784,1.0361981,1.335201,1.1279474,1.2943674,0.27099925,0.64626276,0.67515206,1.0881422,0.45958334,0.7988711,0.8211452,0.98253894,1.1212251,0.4431302,0.8315045,0.6279895,0.8841891,0.85007614,0.74063355,0.9891829,1.2561946,1.1431489,1.276216,0.9334643,0.88776237,0.58162665,1.2901075,0.9887653,1.3281257,0.51218194,1.2692063,0.42188907,1.1767374,1.3547959,0.83243316,0.8681066,1.0146347,1.0120939,1.2698966,1.4483494,0.6201197,0.82717645,0.81944436,1.1504346,0.83744,1.0819407,1.2235727,1.1773516,0.24198961,0.70837057,0.7240331,1.0697671
car,1.0277754,1.120038,1.2652979,1.0876641,0.93786716,1.1572562,1.1707557,1.1814264,1.0060483,0.616627,0.8613442,0.99828595,0.9433657,1.0281599,1.169368,0.9376453,0.5309079,1.023153,1.1551373,0.9334395,1.0114253,1.2774241,0.9185433,0.9260317,1.07811,1.0772185,0.0,1.191895,0.7848894,0.87188804,1.2137195,1.0770891,0.85433006,1.0612123,0.88191044,1.175104,1.0415474,0.9640039,1.2854528,1.1560539,0.8296795,1.1050096,1.0770892,1.013433,1.1091905,1.17706,0.7427554,0.8998151,0.9308833,1.3061113,0.6869633,0.98767734,1.2291694,1.1263618,1.0257766,1.1774677,1.1481146,1.1296753,0.8619355,1.0954058,1.2053373,0.700755,1.2670264,0.93684113,0.8147423,1.1195877,1.0690781,0.8261425,1.004693,0.9258515,0.8996989,1.1045821,0.79059434,1.083721,0.99846935,0.97481275,1.2018827,1.054758,1.0372158,0.7161976,1.0197897,1.1761441,1.1508465,1.1600944,1.0958939,1.2413712,0.46782523,1.1757139,0.9660685,0.8417772,0.99090695,1.1276078,1.193396,1.1326066,1.159894,1.0677114,1.2286367,1.0591477,1.0839427,1.0464965,1.1480131,0.97200227,0.8022268,1.1652839,0.73498785,1.1402178,1.2038734,1.0185993,0.914461,0.8713401,0.8665549,0.86358523,1.0500003,0.73795676,0.542089,0.7251851,1.0978414,0.67037773,1.0751615,1.0881892,1.0821302,1.1430392,1.1628805,1.2843047,0.8563882,0.9589972,0.8475649,1.1229088,1.2401384,1.2444171,1.1417226,1.153288,1.0395063,0.91600287,0.7251962,0.9923017,1.1496928,0.84853595,0.7267758
carrot,1.2907975,0.7343185,0.7210051,1.0862731,1.2018774,0.9179852,0.86186755,0.82965475,1.1908911,1.3688445,1.3412504,0.6918701,1.3116499,1.1835393,0.97768736,1.3054442,1.216151,1.2321647,0.95609593,1.148753,1.2629982,0.6167935,0.9703251,1.0877072,1.1148832,0.83391416,1.191895,0.0,0.90427125,1.29456,0.89998746,1.0904626,1.2745323,0.69374096,1.0366886,1.1193432,0.71479833,1.339314,0.6231145,0.55464333,1.4016908,0.98044413,1.1730894,0.9678582,1.0131949,1.0851793,1.2223525,1.3044295,1.1626841,0.64739907,1.0685724,1.0770981,0.38719904,0.8840157,1.2223516,0.57952,0.9732031,1.0922621,1.3020285,0.45848048,0.85938996,1.0346998,0.75120616,0.93757343,0.9933136,0.9077225,0.732036,1.2562697,1.0319818,1.2008367,1.1541759,1.1079706,1.118538,0.7895377,1.394152,0.9311414,0.7042986,1.3525565,1.0719302,1.1601758,1.0502907,0.54263115,1.0554514,0.3371973,0.90893155,0.4945169,1.3357221,0.9256364,1.24329,1.0825992,1.1724823,0.6176933,0.67878854,0.41907388,1.2047069,0.782614,0.7822021,1.2808843,1.0923607,1.1579361,0.46886498,1.3520548,0.9564065,0.4308926,1.3455446,0.8039296,0.69385564,1.0999768,1.1305069,1.1035937,1.1876302,0.85312784,0.9303984,1.3150492,1.3332167,1.2151726,0.6192841,1.1601743,0.70202243,0.71266115,1.0697143,0.8374478,1.0545835,0.9772537,1.3939028,1.1602726,1.360926,0.776896,0.46811545,0.3910327,0.92612326,0.99610835,1.0171478,1.1886194,1.2853718,1.0213947,0.46994215,1.2739629,0.9697771
cat,0.7403139,0.835922,1.2221389,1.0455606,1.0081203,1.2322258,1.1883361,1.1880603,1.1505958,1.021742,0.7359252,0.94064224,1.0369245,1.0206949,1.0824099,0.7335154,0.8693205,1.2770817,1.1781425,1.2531017,1.1518159,1.0440592,1.0136648,1.0822768,1.1983874,0.9440205,0.7848894,0.90427125,0.0,0.8465859,1.13409,1.2844206,0.86072993,0.98238915,1.1705856,1.2621369,0.865265,0.77777153,1.0855772,1.1779124,0.8864165,1.1776922,1.1489165,1.1580923,0.50530785,1.0050038,0.9088977,1.0962906,0.77630997,1.1701674,0.6094534,0.9634222,0.9925589,0.9954582,1.1181195,0.74879205,1.3533033,1.0580382,1.1430653,0.9486699,0.75189376,0.872116,1.2686598,0.7484517,1.0388249,1.0136417,0.7722648,1.2032285,0.9848996,1.2759132,0.64885956,1.271438,0.6322428,1.1060967,1.0487162,1.1067283,0.9093778,1.2295556,0.86397487,0.68548816,0.6444515,1.031234,1.1323483,0.8260567,1.1408504,1.0836254,0.9148431,0.87554216,0.872375,0.6630248,1.0872047,1.0503094,1.1871468,0.9077089,1.1464064,0.7229464,1.0993254,1.113386,1.3197758,1.0749575,0.8460659,0.9800844,0.9983286,0.9921368,1.000234,0.948942,0.94843125,0.8915692,1.2375481,0.71513593,0.8942406,0.6990502,1.0441321,1.056769,1.0786477,1.0599279,0.86930317,0.88340586,0.95010877,0.76925576,1.0939989,1.2296984,1.1371475,1.2844508,0.76389587,0.8057832,1.08621,1.1972928,0.8964049,1.0558057,1.2894373,1.0113294,1.2453668,1.2350677,1.1443003,1.1220695,0.92856133,0.96498734,0.8212724
chair,0.8936428,0.83809936,1.3620744,1.0461123,0.85051,1.2714432,1.2587487,1.315517,0.76146364,0.74858725,0.36050808,1.1416949,0.4539492,0.9388611,1.3171244,0.7021168,0.6511343,1.001631,1.1372988,1.0123386,0.6505865,1.3335254,0.69561434,0.6883927,1.1963273,0.85127175,0.87188804,1.29456,0.8465859,0.0,1.2319543,1.2219785,0.52956903,1.1361039,1.0138675,1.1609914,1.062965,0.28642297,1.3078393,1.243719,0.3248418,1.0516268,1.1610867,1.1254814,1.0681114,0.9950094,0.6187148,0.5301547,0.80663264,1.366739,1.1621351,1.155614,1.255536,1.221186,1.0261353,1.0005631,1.1233919,1.3402311,0.8846553,1.2952249,0.9696371,1.0989143,1.3877198,0.946096,1.1766574,0.99948704,1.1217827,0.8686975,1.1991894,0.86277676,0.55384636,1.0543994,0.7229064,0.9658284,0.30779672,0.91038126,1.0986011,0.9801158,0.913735,0.6153318,0.93026304,1.3464593,0.9249121,1.1854589,1.1646597,1.372573,0.6119702,1.2326471,0.7724863,0.6684134,0.960408,1.156127,1.2030063,1.2341961,1.2221625,1.0600765,1.2616024,0.8517098,1.2042898,1.2109525,1.2369106,0.6870516,0.9192046,1.3067093,0.5492633,1.1400093,1.2087054,0.93074656,0.99634725,0.78352,0.9247048,0.8431915,0.71222115,0.88118094,0.6653233,0.9695316,1.286351,1.1392428,1.2379339,0.84955,1.0506126,0.9699419,0.8917895,1.2850785,0.46407342,0.92498803,0.75678414,1.3308704,1.232669,1.3509076,1.0112189,0.96362233,1.2009172,0.96372986,1.0085984,0.79255974,1.2452023,0.6642334,1.197809
chips,1.0489522,1.0421411,0.9359828,0.867779,1.0359019,1.0238452,1.0720043,0.6525609,0.96903485,1.185522,1.1978365,1.1757952,1.1318907,1.0198572,0.82126284,1.1310422,1.2308575,1.0166738,1.0985724,0.7681994,1.0421546,0.5446464,1.1787884,1.0783503,0.9749718,1.2374184,1.2137195,0.89998746,1.13409,1.2319543,0.0,1.0632918,1.2075571,0.9008969,1.0028281,0.90147495,1.0465821,1.1332394,0.3657391,1.0829717,1.1732814,1.1385447,0.94545335,0.92757523,1.0085266,0.88093925,1.2286274,1.1358829,1.0931458,0.9224875,1.1777318,0.9595656,0.9989868,1.0829464,0.9212004,1.0478947,0.63707185,0.8061749,0.9393409,1.042892,0.8331361,1.1400064,0.7568228,1.0535414,0.85252964,0.9081214,1.1241331,1.1160246,0.99959993,1.0077041,1.1241689,0.88821554,1.1773432,0.77834815,1.0617125,1.204398,0.789471,1.0690132,0.9447247,1.0406373,0.9077073,1.091169,0.95376664,1.1308272,1.1446071,0.91061044,1.167706,0.8462297,1.1292603,1.1868725,1.0776399,1.1310091,0.89943224,0.9000126,0.90641737,1.1055825,0.68032074,1.0122092,0.5570337,0.97788864,1.1081429,1.1499734,1.1248401,0.96347356,1.1877112,0.89789623,0.9176643,0.9113617,0.90541744,1.1762912,1.1083907,1.2328305,0.9151776,1.0762286,1.1726208,1.1327835,1.0797627,1.101067,1.0381652,1.0314269,0.33717233,0.5586451,1.0695434,0.8744797,1.1677955,1.08932,1.0253326,1.0407512,1.0467279,0.84623617,0.91249144,1.0144576,0.92618966,0.5927831,1.1520047,1.2216303,1.0749888,1.2298101,1.0392034
clock,1.2477155,1.3540334,0.6497967,1.2761178,1.4486138,0.6146351,0.20576143,0.8707055,0.79610336,1.3752961,1.4800539,0.5939423,1.3158216,1.3077627,0.6450463,1.3566936,1.1318153,1.0535619,0.4358468,0.7929809,1.3115602,0.8271351,0.9237977,0.8759741,0.8849927,0.64011633,1.0770891,1.0904626,1.2844206,1.2219785,1.0632918,0.0,1.2381251,0.9034974,1.0642923,0.8157619,0.87893593,1.3767099,1.0808791,0.5390339,1.411159,0.5034905,0.9493231,0.952774,1.0074381,1.2210271,1.081755,1.1627201,1.4010943,0.5234819,1.0104772,1.0880584,1.1002381,0.6448066,0.76920223,1.297873,0.75607395,0.798343,1.1910918,0.8902204,1.2432559,1.0253474,0.8445049,1.2915838,1.1917324,1.4092679,0.6308925,0.91738164,0.88074654,1.1030452,1.3261874,0.7391808,1.4547365,0.8134128,1.1950072,0.4422227,1.270503,0.92174363,1.3732533,1.2399563,1.2285143,0.6161182,1.0980338,0.98314595,1.0240759,0.67014396,1.220394,0.8189312,1.4108403,1.4233048,1.2216105,0.5618505,0.74847615,0.92320865,0.7652788,0.56485456,0.7149713,0.82114863,0.70125985,0.81283265,0.7637532,0.91693187,0.70174503,1.0247006,1.0861739,0.6471263,0.9957804,1.2551161,0.8823774,1.4286357,0.87452084,1.2283179,0.8363601,1.2331969,1.0808669,1.1481782,0.613501,1.0905353,0.52014554,1.4222437,1.2244287,0.84124523,0.9274004,0.7287645,1.1912408,1.314057,1.336473,0.47853523,1.0659583,0.8868774,1.072991,1.0292053,0.78374124,1.1365275,1.064384,0.62800264,0.8587904,0.8860519,1.0178889
