,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
rooster,1.2187922,1.0656624,0.7560566,1.1968309,1.4601735,0.9361499,0.6353117,0.8023606,0.8966345,1.5586944,1.3800195,0.7805103,1.314989,1.3124982,0.5765306,1.4160784,1.1702542,1.1253687,0.57790077,1.0824116,1.3445939,0.5412344,1.0074116,1.0411904,0.88698965,0.74063355,1.1402178,0.8039296,0.948942,1.1400093,0.89789623,0.6471263,1.2797956,0.90025544,1.2477987,0.91388994,0.94119143,1.2162075,0.8968117,0.65127456,1.4028718,0.70718527,0.8216119,1.0208385,0.7874912,1.0577968,1.2047919,1.222502,1.2778975,0.69595623,1.0657276,0.98644906,0.8135407,0.78233796,0.78135586,1.0165017,0.9075966,0.79017496,1.3144202,0.5793878,1.0342106,1.1910524,0.81372476,1.0062459,1.2808869,1.2726511,0.52611077,1.1569524,0.7269174,1.2754049,1.0984977,0.8231784,1.3307172,0.761372,1.1861174,0.8283311,1.177827,1.1271338,1.3457314,1.1363481,1.0573565,0.60153717,1.2262923,0.73026955,1.1684203,0.67417425,1.3427813,0.6435073,1.3528439,1.278833,1.3829925,0.656226,0.7071238,0.8059288,0.8119322,0.53960276,0.57282954,0.8732455,0.92403674,0.75072634,0.7264107,1.0094804,0.7404241,0.8035577,1.1999675,0.0,0.66076547,0.98828954,1.0134255,1.3220738,0.8709885,1.156041,0.84518147,1.325655,1.4360248,1.3262508,0.55275035,1.2480592,0.5670439,1.1925038,1.1417232,0.8003956,1.0606807,0.7967608,1.1177555,1.229572,1.4499769,0.6574254,0.8029349,0.69180095,1.159318,1.1385077,0.89764166,1.2229545,1.1669716,0.8234534,0.6574757,1.0741398,1.1206523
sandwich,1.2237986,0.7594687,0.93866813,0.83920145,1.0040157,1.0738444,0.99712837,0.92211425,1.0638964,1.2433298,1.236016,0.95653874,1.2800385,1.0030513,0.94605833,1.1399268,1.1182013,1.0850025,0.8986908,1.1871587,1.226367,0.5245241,1.1241632,1.188273,1.0675908,0.9891829,1.2038734,0.69385564,0.94843125,1.2087054,0.9176643,0.9957804,1.2873474,0.9517393,1.1948742,1.0758669,1.0089463,1.2385453,0.85260963,0.84531474,1.2872075,1.0079252,1.1270728,1.0528084,1.096853,1.0845696,1.2977827,1.27944,1.0315269,0.8333082,1.0802916,1.0326332,0.49445856,1.0456765,1.0040631,0.7099863,0.9092335,1.1292862,1.0383571,0.6107504,0.79410225,1.1626929,0.74879813,0.899159,1.013621,0.7021807,0.8044394,1.2243382,1.0964662,1.205336,1.0943455,0.8984211,1.0464151,0.84771097,1.2294104,1.0712066,0.767173,1.1397455,1.0639607,1.0999651,0.9824119,0.7113475,1.0578667,0.56976414,0.98094594,0.8562671,1.2766193,0.86539876,1.093368,1.0630589,1.0756843,0.82351196,0.66733104,0.8537959,1.1249543,0.78665215,0.6810628,1.075787,1.0319703,1.1370082,0.7230503,1.0548904,1.024605,0.68412113,1.274704,0.66076547,0.0,0.9338602,0.9660008,0.9648056,1.0182804,0.8760011,0.95175385,1.245519,1.2838416,1.0795058,0.72812104,1.1534581,0.85708493,0.8106254,1.0900167,0.8836546,1.0910901,1.000168,1.2490022,1.0284673,1.2141993,0.8534275,0.5638372,0.7136482,0.880737,1.0192076,1.1037335,1.136894,1.1723714,1.0845351,0.6388122,1.2506574,1.050414
scarf,0.9530456,0.9728865,1.2377956,0.7388717,0.73491544,1.2297759,1.2785611,1.183178,1.1832548,0.86543965,0.767625,1.3248293,0.9991339,0.6044949,1.1471897,0.8053671,0.967761,0.9822885,1.2564623,1.1585062,0.9470603,1.1068175,1.227531,1.1510464,1.1026864,1.2561946,1.0185993,1.0999768,0.8915692,0.93074656,0.9113617,1.2551161,0.91012144,1.0699805,0.946829,1.1141378,1.1455173,0.8470082,1.0759594,1.323979,0.833789,1.3054792,1.0035261,1.0984374,1.1175745,0.8511785,1.0364777,1.0782279,0.53548825,1.2283862,0.94138247,0.63811463,1.0707817,1.300163,1.0769473,1.0292366,1.166198,1.1564418,0.7402433,0.99854034,0.96388525,0.9936956,1.1353985,0.5392264,0.93227744,0.743994,1.0220044,1.1610966,1.1043795,0.96835446,0.7211596,1.0044343,0.7020922,1.2430539,0.93971723,1.2733114,0.9832444,1.0680779,0.8250684,0.8953631,0.75939596,1.1605599,1.1624554,1.014572,0.9723904,1.2224966,0.9460496,0.89159,0.54229677,0.74488115,0.9485241,1.311002,1.2324512,1.2364706,1.1721176,1.2530534,1.0728277,1.1714698,1.140431,1.1443043,1.2174672,1.1598022,1.2364659,1.0780805,1.0289422,0.98828954,0.9338602,0.0,1.0990645,0.63360035,1.1686491,0.96494037,1.2113165,0.82363737,1.070326,0.9001477,1.2891793,0.9441867,1.2173841,0.92874503,0.77780116,1.1568171,1.1432078,1.1478841,0.9603733,0.45187664,0.8193592,1.3402892,1.0607932,1.1245999,1.0068749,1.1614212,1.2194421,0.9930881,0.96773577,1.336587,1.0412384,1.0014193,0.9957949
scissors,1.058491,1.0195358,1.126807,1.0547123,1.0891362,1.0310313,1.0864663,0.9146451,0.8188324,0.9295113,1.1777383,1.0512041,0.9086462,1.0518576,0.9764563,1.069499,1.0257727,0.8052237,1.1066177,0.95688516,0.83229715,1.0326974,0.9498505,1.0317507,0.8630801,1.1431489,0.914461,1.1305069,1.2375481,0.99634725,0.90541744,0.8823774,1.1958762,1.0491549,0.79411113,0.7769777,1.1537193,1.1493452,1.0066253,0.9238478,0.9831002,1.0908226,0.9564022,1.0044192,1.0908959,0.9655943,1.0912888,0.86812896,1.18271,1.1767535,1.102364,1.0420493,1.1355495,1.1117891,1.0189755,1.1104313,0.69554895,0.7808121,0.93892425,1.0908825,1.0172178,1.0683196,0.8563042,1.160395,0.9885185,0.9997168,1.0609512,0.7111898,0.88787365,0.70502484,1.0273682,0.9676632,1.1912047,0.71593267,0.92044574,1.0136621,1.1334937,0.99725085,0.9840765,0.96871287,1.0377029,1.217013,0.8747028,1.0547806,1.0533135,1.1868072,1.0651022,1.066903,1.1682856,1.1788546,1.022908,0.9539681,0.82870483,1.0829141,0.8961733,1.0627775,1.00938,1.0592315,0.9137226,0.94265646,1.2104865,0.8304947,0.9581586,1.1233274,1.0389332,1.0134255,0.9660008,1.0990645,0.0,1.1860387,0.8420578,1.0995888,0.8269057,1.0228848,0.9245496,0.75017005,0.9718628,0.96037054,1.1843987,1.1368916,1.0792284,0.7972158,0.7295594,1.0437449,1.0188335,1.1518427,1.0156901,0.8873551,1.2180846,0.97130096,0.76604486,0.93812484,0.69748646,0.77740717,1.022199,0.9972638,0.98062813,1.1465367,0.9708738
shirt,0.8144323,0.6906437,1.3723525,0.70027316,0.37787223,1.2802205,1.4356921,1.3398438,1.3015105,0.5733057,0.46131092,1.3396287,0.89998317,0.4527737,1.2916173,0.5645332,0.83883524,1.0719175,1.4211116,1.273243,0.91115767,1.3449258,1.1296868,1.1569178,1.1667457,1.276216,0.8713401,1.1035937,0.71513593,0.78352,1.1762912,1.4286357,0.7128079,1.2643626,0.9818275,1.2382739,1.1182661,0.6641135,1.278879,1.5079184,0.60779154,1.4112704,1.1455796,1.2084221,1.1538764,0.8719269,0.8880981,1.0653741,0.15866071,1.4018509,0.8786084,0.79289293,1.0176921,1.4212518,1.2635841,0.7720696,1.394634,1.3536824,0.7454388,1.1061914,0.82890475,0.9528863,1.3448827,0.5296143,0.90459853,0.6312733,1.1875216,1.0874455,1.2421485,0.87377816,0.57965434,1.1819158,0.2462362,1.4582181,0.82440054,1.4015243,0.91171265,1.0718347,0.64088255,0.75527436,0.861503,1.2889727,1.114527,0.9855686,0.99570787,1.3424637,0.6964804,1.1047304,0.24357313,0.2593832,0.8381895,1.4595346,1.3720593,1.2154977,1.3196466,1.2963519,1.3689375,1.2594333,1.4195433,1.2776531,1.2649146,1.0823996,1.4083731,1.1673403,0.87649095,1.3220738,0.9648056,0.63360035,1.1860387,0.0,1.2019196,0.46016783,1.2906941,0.72095674,0.9239307,0.71331203,1.4477059,0.8624631,1.360498,0.7321048,0.9423009,1.4067166,1.1565256,1.3593371,0.8264914,0.31895924,0.62314606,1.5324073,1.0084567,1.2365358,1.0566337,1.119031,1.3573878,1.0675886,0.9354181,1.3162175,1.1766533,0.97532314,0.9556687
shoe,0.84676373,0.966334,0.9347275,1.1320473,1.292095,0.7994081,0.95468897,0.9405638,0.69944376,1.2144101,1.1321918,0.97221434,1.0387641,1.2157657,0.8752646,1.0055957,1.0180824,1.0489132,0.8465064,0.9439723,1.1048533,0.8844515,0.92703325,0.82889754,0.98490006,0.9334643,0.8665549,1.1876302,0.8942406,0.9247048,1.1083907,0.87452084,1.2670076,1.1589667,1.0017768,0.80494016,1.1101756,0.9994864,1.009935,0.95345265,1.1463907,0.8455376,1.0428005,0.97787964,0.77929157,0.9897945,1.2985604,1.0293918,1.2145281,1.0482304,1.063126,1.0947789,1.0193472,0.8622385,0.9165453,0.87010455,0.9296746,0.76896346,1.1192505,1.0754175,0.74349314,1.0889168,0.8798663,1.1540481,1.0062689,1.1326879,0.73256487,0.8644409,0.9498911,1.0482919,0.8938748,0.9443668,1.0639808,0.81726044,1.006753,1.0096453,1.0547452,0.89020926,0.9819373,0.96957815,1.036805,1.0619038,0.8748795,1.0615009,0.9729096,1.0107334,1.1637895,0.9123317,1.1936551,1.1706626,1.1906047,0.946337,0.9273013,1.0373025,0.9517143,0.6858722,0.8941292,0.8427501,0.90809864,0.93393594,0.9637696,0.3662027,0.78096914,1.0265661,1.1993818,0.8709885,1.0182804,1.1686491,0.8420578,1.2019196,0.0,1.1135553,0.77348065,1.2425054,1.0971462,1.0721087,0.59641945,1.1193712,1.0034094,0.952217,1.2366917,0.91640466,0.7482944,0.88609695,0.71457,1.1873899,1.2749636,0.7416426,0.9093846,1.101697,1.1311312,0.7872983,0.73924863,1.0592704,1.1169319,0.82044566,0.9029435,1.190591,1.046881
shorts,1.0601928,0.5606664,1.2805898,1.0182663,0.78933895,1.2764578,1.189163,1.2290356,1.2464541,0.84250796,0.7760462,0.8555447,0.94502985,0.8414017,1.2926103,0.81077445,0.76145756,1.1909884,1.2006246,1.2360994,1.0224857,1.2095839,0.87143403,1.0394884,1.147114,0.88776237,0.86358523,0.85312784,0.6990502,0.8431915,1.2328305,1.2283179,0.91079223,1.0991939,1.0267485,1.2399681,0.8421116,0.88307846,1.257133,1.1188917,0.89090127,1.1657844,1.1585721,1.163693,1.0989432,1.104905,0.83515793,1.001266,0.6435722,1.2355528,0.79620063,1.04243,0.87244743,1.1912265,1.2745482,0.6317861,1.3108085,1.381408,1.0766346,0.9628746,0.86811304,0.9068243,1.2568157,0.8079624,0.97329694,0.84450245,0.993595,1.050822,1.1919792,1.0383519,0.7273099,1.188395,0.47249627,1.1868663,1.0495019,1.0595515,0.93577445,1.2041519,0.8430021,0.9422023,0.95069784,1.0992863,0.98440325,0.71885693,0.9626727,1.1914887,0.76181906,1.1555976,0.66089654,0.3654822,1.0018613,1.0547413,1.143914,0.8982556,1.2975549,0.932341,1.2789975,1.2158403,1.387876,1.2570587,0.9501747,1.0587248,1.2133288,0.99706835,0.87939364,1.156041,0.8760011,0.96494037,1.0995888,0.46016783,1.1135553,0.0,1.1470709,0.97317594,0.92960215,0.85797286,1.1527342,0.9403983,1.1349111,0.6458449,1.1703982,1.2838646,1.0589,1.302629,0.9731677,0.7409466,0.9999876,1.2634544,0.8550221,1.0014236,1.0683253,0.90435636,1.3383541,1.1482968,1.0506699,1.027437,0.9269096,0.8500134,0.8586596
shovel,1.1702482,0.94891703,1.0411813,1.2180537,1.2301955,1.0301914,0.87009627,0.9414607,0.6251738,1.1885157,1.1931773,0.80787045,0.9254731,1.3048167,0.9958117,1.2631491,0.9577676,1.1963924,0.7186693,0.76468825,1.0723475,0.80083203,0.5242504,0.5862782,1.1153811,0.58162665,1.0500003,0.9303984,1.0441321,0.71222115,0.9151776,0.8363601,0.9870257,0.9683087,0.84197974,1.0599668,0.99729115,1.0442944,0.8637425,0.6677113,1.0793267,0.67434746,1.220714,0.9006928,1.0557293,1.237258,0.864353,0.8479638,1.2957368,0.9476063,1.2338185,1.3708127,0.95440674,0.871949,0.89174175,0.89993536,0.5022399,1.1135727,1.0904089,1.10613,0.91150844,1.174142,1.0560552,1.2863004,1.1832819,1.1245828,0.9337508,0.775293,1.1371646,0.868041,1.0061096,0.8728316,1.2032789,0.33396757,0.9256327,0.67398804,0.9922508,0.9263464,1.2352049,0.91049176,1.143816,1.0742207,0.91526115,0.91028714,1.1807879,0.9739782,0.9981926,1.0269557,1.3468778,1.1974367,1.2440869,0.64654964,0.65125316,0.9289214,1.131958,0.8018207,0.7865874,0.8187492,0.7198316,1.1512237,0.9052253,0.7156637,0.6078156,1.0454817,0.8702158,0.84518147,0.95175385,1.2113165,0.8269057,1.2906941,0.77348065,1.1470709,0.0,1.2426717,0.78810155,1.2154961,0.79263246,1.2350272,0.85505307,1.0213054,0.9820871,0.2494331,0.7235465,1.0007976,0.88742006,1.3230786,1.312037,0.85867405,0.9932358,0.8750808,0.8309201,0.8786241,1.0677446,0.8906248,1.2157508,0.45510507,0.90445936,0.96875024,1.2496432
shower,0.89653766,1.1254652,1.27897,0.765237,0.61150247,1.1991454,1.3310724,1.2601807,1.1434002,0.4340955,0.6008178,1.3062097,0.85825187,0.46628797,1.1918781,0.7459384,0.87076485,0.82628953,1.326676,1.0334313,0.76225996,1.4126806,1.0747772,1.1192088,1.041263,1.2901075,0.73795676,1.3150492,1.056769,0.88118094,1.0762286,1.2331969,0.53252655,1.111257,0.98376125,1.0963963,1.1350996,0.7626449,1.2523552,1.4038327,0.57946885,1.3375695,1.0423992,1.2231898,1.2112355,0.77089405,0.7038146,0.9082707,0.60853195,1.3322397,0.92170477,0.776162,1.251489,1.2744982,1.0255792,1.2861648,1.1718543,1.1081961,0.7379012,1.2229807,1.1791902,0.85909307,1.2204328,0.8125905,0.89498436,0.8796661,1.2647319,0.877903,1.1512485,0.81451434,0.86749285,1.0999483,0.71118736,1.3478601,0.75213575,1.2301059,1.1025665,0.95696354,0.7965282,0.7765726,0.93811935,1.2703501,1.1475393,1.3098886,0.9813008,1.3320038,0.57342345,1.1820829,0.61356163,0.76742524,0.7247593,1.389363,1.3222015,1.2928066,1.1628636,1.4857745,1.3668804,1.0370905,1.1729994,1.1193768,1.3697355,1.1120225,1.2908094,1.2504406,0.6972208,1.325655,1.245519,0.82363737,1.0228848,0.72095674,1.2425054,0.97317594,1.2426717,0.0,0.73167855,0.7475583,1.4540181,0.7028246,1.2813267,1.0692415,0.8302766,1.2334073,1.1513723,1.2337618,0.7578304,0.7240475,0.4623924,1.4237788,1.309212,1.387337,0.9419733,1.249946,1.1095556,0.88306934,0.6931157,1.1900305,1.3205638,0.8861157,0.89516073
sink,0.9865354,1.1172881,1.3268743,0.98636276,0.7300401,1.1896996,1.1384888,1.2497605,0.88807094,0.399516,0.7090845,1.0267959,0.60462695,0.9687368,1.3730948,0.7765444,0.59908164,0.96203613,1.0885313,0.56835294,0.71254563,1.3930163,0.8657454,0.67740715,1.1541506,0.9887653,0.542089,1.3332167,1.0786477,0.6653233,1.1726208,1.0808669,0.68973076,0.9925675,0.78771436,1.2176336,1.0532234,0.808284,1.3051846,1.2388997,0.61933917,0.9644498,1.2186369,0.9111861,1.3170848,1.2267131,0.56570065,0.55436814,1.0122094,1.2497063,0.9899642,1.1617234,1.3058202,1.0515609,1.0883232,1.1750077,0.9139404,1.3124233,0.6228488,1.3423948,1.1980886,0.84552264,1.3263767,1.0889385,0.8791197,0.9654128,1.2930082,0.73364943,1.2863028,0.7013705,0.95509565,1.0276499,0.86983377,1.0025058,0.863983,0.80807805,1.060506,0.7502643,0.9706696,0.76151115,1.1287884,1.315275,0.8371998,1.2685434,1.0241718,1.3164322,0.3400936,1.4451358,0.9322077,0.86967444,0.7752205,1.1448442,1.2448785,1.2561216,1.2181509,1.2491258,1.3248405,1.0135804,0.8150159,1.2497649,1.2338362,0.9360403,0.7896144,1.3125942,0.518611,1.4360248,1.2838416,1.070326,0.9245496,0.9239307,1.0971462,0.92960215,0.78810155,0.73167855,0.0,0.7686559,1.3000399,0.8237701,1.1629772,0.9822708,0.84446096,0.8669637,1.0455735,1.2367234,0.8252094,1.054127,0.6546353,1.1867608,1.3129508,1.3678323,0.9016392,0.90465206,1.2417698,0.681635,0.85562706,0.93706733,1.3548911,0.7509722,0.9975458
slide,0.81355596,1.0738932,1.2024775,0.8116381,0.70473397,1.0028328,1.2592125,1.1877924,1.1222994,0.43956828,0.768383,1.3393605,0.8828335,0.6977014,1.1929832,0.6336117,0.79356545,0.80657434,1.3290329,0.96715975,0.72289187,1.3784702,1.1279972,0.98401004,0.9738417,1.3281257,0.7251851,1.2151726,1.0599279,0.9695316,1.1327835,1.1481782,0.9131764,1.1514369,0.773885,1.072513,1.210695,0.96418065,1.2379509,1.3044827,0.6179028,1.2512702,1.10249,1.0066612,1.2069814,0.8722935,0.95588696,0.9775603,0.7399719,1.331433,0.85806763,0.92993903,1.2523228,1.2605009,1.1147698,1.1694456,1.232073,1.0686728,0.60120296,1.2646492,0.90965784,0.8941618,1.0591433,0.9955421,0.7232722,0.8333382,1.2777485,0.8667529,1.1400007,0.78970385,0.815415,1.0819205,0.6626576,1.3632817,0.8890674,1.233706,0.99974865,0.96523136,0.61507595,0.9676629,0.9596649,1.3092809,0.8743371,1.2281042,1.0385605,1.2778736,0.7687458,1.1580544,0.68642205,0.7178272,0.7248283,1.3632638,1.3043774,1.2096851,1.1290836,1.3307569,1.3630136,1.1719309,1.1499858,1.1423757,1.3582631,0.93145686,1.3057082,1.283821,0.93047285,1.3262508,1.0795058,0.9001477,0.75017005,0.71331203,1.0721087,0.85797286,1.2154961,0.7475583,0.7686559,0.0,1.3940804,0.6937821,1.3602331,1.0650492,0.9536394,1.2774965,1.0304533,1.1946731,0.9834188,0.76680756,0.60367966,1.2528183,1.3498709,1.1857225,0.8122406,0.97677696,0.8280062,0.7661512,0.73157024,1.2143859,1.3238307,1.0243304,0.8890629
slipper,1.2552267,0.9949348,0.6426941,1.3500767,1.5569694,0.7394569,0.49060446,0.82390034,0.8131697,1.6080651,1.5707347,0.4305017,1.3109977,1.4693373,0.72705835,1.46339,1.1711998,1.2944738,0.43684125,0.94284046,1.4632841,0.47124672,0.97344655,1.0167044,1.0618472,0.51218194,1.0978414,0.6192841,0.86930317,1.286351,1.0797627,0.613501,1.4272984,0.9137382,1.2194301,0.9504874,0.8258935,1.419955,0.82789874,0.34021437,1.5999581,0.52106607,1.1122929,0.93424034,0.8109478,1.3384912,1.3440613,1.2027929,1.4854578,0.4266315,1.0016029,1.2134926,0.611507,0.56146073,0.9949094,0.8089756,0.77526015,0.9454635,1.5333334,0.45485073,1.0872412,1.0595857,0.78550184,1.1794034,1.2064574,1.3177538,0.38971794,1.0926024,0.9291756,1.2773566,1.3412058,0.9214867,1.4611611,0.51269114,1.3935851,0.60160744,1.0687118,1.1804161,1.4583312,1.2019812,1.0870068,0.28014827,1.0904667,0.46795964,0.9555123,0.461164,1.4553635,0.78360564,1.5225499,1.4307479,1.3802102,0.27989632,0.47028077,0.68390983,0.9715148,0.36146557,0.484618,0.99254113,0.79946524,0.98659337,0.3449546,0.921708,0.57362026,0.50901425,1.4529154,0.55275035,0.72812104,1.2891793,0.9718628,1.4477059,0.59641945,1.1527342,0.79263246,1.4540181,1.3000399,1.3940804,0.0,1.2641172,0.3699885,1.0327653,1.3804433,0.77791387,0.8460987,0.88102245,1.2063577,1.362766,1.6060404,0.2518562,0.49360466,0.62576246,1.1520954,0.8965826,0.84408087,1.2380532,1.2433565,0.6793931,0.37920165,1.1872368,1.0069634
snow,1.0096712,1.1554034,1.1841462,0.900929,0.8294673,1.0852959,1.1372174,1.1703682,1.0988901,0.5471214,0.88879716,1.1460013,1.0093861,0.79946053,1.120919,0.7683944,0.87820554,0.9407265,1.2321701,1.1022956,0.96104836,1.2500737,1.1362584,1.1886775,0.9920009,1.2692063,0.67037773,1.1601743,0.88340586,1.1392428,1.101067,1.0905353,0.8794393,1.0713819,0.90163136,1.035769,1.0498793,1.1049554,1.2080146,1.2015907,0.8910456,1.2156903,1.0339252,1.0497156,1.1400938,1.0499079,0.7706995,1.06704,0.85644543,1.190897,0.6002393,1.0502388,1.2048128,1.151371,1.0738285,1.1744082,1.1583893,1.0943664,0.85235167,1.2555094,1.1117926,0.2985505,1.1340306,1.0873184,0.8145838,1.0045552,1.2899373,1.0069919,1.0780709,1.0717958,1.0569226,1.1156937,0.8613317,1.2468402,1.0329556,1.0458387,1.0637147,0.9402734,0.90476406,0.9524935,0.9643159,1.1997933,0.9882267,1.2350919,0.9858434,1.1635814,0.802716,1.0445763,0.8463266,0.8790599,0.75858456,1.219729,1.243096,1.177864,1.0543724,1.188416,1.2124493,1.0999813,1.1024498,1.0580791,1.1830086,1.1169665,1.1885968,1.2179072,0.8796234,1.2480592,1.1534581,0.9441867,0.96037054,0.8624631,1.1193712,0.9403983,1.2350272,0.7028246,0.8237701,0.6937821,1.2641172,0.0,1.1713938,1.1640811,1.0347143,1.2402974,1.0461617,1.1153402,1.0743974,0.7964498,0.64428794,1.2049775,1.2784246,1.1757959,0.9475716,1.0342656,1.1120731,0.98534095,0.76979256,1.218823,1.2057855,0.8663963,0.44165945
soap,1.2971764,1.2024002,0.62385094,1.2946849,1.4832604,0.7856499,0.36034274,0.7836855,0.9379678,1.5017473,1.442133,0.38323635,1.3617122,1.3894672,0.75150627,1.4296222,1.1375698,1.2059608,0.25441378,0.8278342,1.4323492,0.6585344,0.9362288,0.86848426,1.069135,0.42188907,1.0751615,0.70202243,0.95010877,1.2379339,1.0381652,0.52014554,1.2304728,0.8011415,1.2277088,1.0868738,0.65595543,1.3633044,0.85196567,0.37052935,1.48192,0.38738012,1.0681787,0.9275125,0.94843423,1.3408515,1.1108953,1.2600894,1.3729627,0.36652613,1.0022751,1.1632926,0.86854243,0.43396872,0.77683514,1.0638245,0.9326442,0.95882916,1.3757255,0.6061535,1.1644996,1.0279862,0.7531651,1.1953337,1.1764349,1.4437966,0.4969746,1.2169306,1.0002998,1.3675219,1.3476685,0.7771694,1.349343,0.77598083,1.3576499,0.54921865,1.0871624,1.1371398,1.4860919,1.1377089,1.1192373,0.2965126,1.0662161,0.690662,1.1441642,0.44274294,1.3209424,0.8260763,1.399776,1.3105488,1.330354,0.35540545,0.6780227,0.50676286,1.0119307,0.47342825,0.65224165,0.87962615,0.776562,0.98982626,0.44553256,1.0600808,0.63378155,0.7728921,1.2196891,0.5670439,0.85708493,1.2173841,1.1843987,1.360498,1.0034094,1.1349111,0.85505307,1.2813267,1.1629772,1.3602331,0.3699885,1.1713938,0.0,1.2473258,1.1973484,0.8455925,1.072181,0.86401117,1.212003,1.3104986,1.4278853,0.41202366,0.7709007,0.7029394,1.170217,0.89086527,0.90173924,1.2389712,1.120616,0.6840227,0.6640611,0.9985931,1.0405364
sock,0.902224,0.35472727,1.0877292,0.921847,0.64320457,1.1110814,1.2892365,1.1467857,1.2247139,0.9010667,0.7633569,1.1424302,0.8381008,0.94259363,1.29966,0.81633604,0.98334557,1.1191496,1.3651321,1.1283166,0.8970497,1.0165615,1.0007727,1.026902,1.1944325,1.1767374,1.0881892,0.71266115,0.76925576,0.84955,1.0314269,1.4222437,0.9867522,0.8073951,1.0082121,1.162477,0.9722323,0.8435611,0.9735747,1.2645991,0.8675692,1.3061824,1.1769166,0.9784133,1.0572048,0.93512577,1.1467736,0.96829885,0.8170963,1.0801555,1.176826,1.0452187,0.5861802,1.2114589,1.3371028,0.36162364,1.152739,1.2366953,0.93891424,0.89519787,0.667107,1.1165689,1.0469598,0.768449,0.8575654,0.5284529,1.0054858,1.2053971,1.2165457,0.9996653,0.89704615,1.2356937,0.6311994,1.0713693,1.017643,1.1988825,0.6621907,1.1684624,0.6884339,0.8379201,0.96052027,1.0646842,0.9737567,0.7679769,0.90693045,1.101405,0.96652186,1.1643734,0.7921021,0.67341405,0.9404357,1.208725,1.0755233,0.9106183,1.2874694,1.1007203,1.1988062,1.2503188,1.2594627,1.2546932,1.0259262,1.0805349,1.1733186,0.7537781,1.1126708,1.1925038,0.8106254,0.92874503,1.1368916,0.7321048,0.952217,0.6458449,1.0213054,1.0692415,0.9822708,1.0650492,1.0327653,1.1640811,1.2473258,0.0,0.9896614,1.048701,1.0298177,1.1728997,0.9304838,0.9438,0.95518035,1.1554149,0.5415591,0.8705797,0.8601562,0.9435803,1.2262381,1.1181383,1.1561135,1.2238927,0.8918395,1.201004,1.0988138
soup,0.9411719,1.1032834,1.1176573,0.7726821,0.79287654,1.1387209,1.2310061,0.87129104,0.9865193,0.8522585,0.8605441,1.33558,0.9552214,0.849382,1.0468708,0.9006634,1.0811762,0.8895753,1.2611833,0.6104144,0.8414778,0.87856925,1.2198789,0.9873935,1.0059111,1.3547959,1.0821302,1.0697143,1.0939989,1.0506126,0.33717233,1.2244287,0.9392097,0.8712292,0.98019534,0.9883541,1.0506271,0.85934365,0.659974,1.3362045,0.8425768,1.2727153,1.0278273,0.8772225,1.1257408,0.8501046,1.0483888,0.9892673,0.8581009,1.1045505,1.1376238,0.89390236,1.174415,1.1777782,0.98929936,1.1443194,0.82499325,0.97800267,0.68221414,1.2076358,0.957283,1.1320891,0.9671635,0.9156621,0.82789326,0.8465246,1.3489904,1.0272574,1.132493,0.92017,0.9758537,0.94325465,0.94065815,1.0392222,0.9111924,1.3098545,0.8711629,0.9820264,0.84876907,0.8229092,0.8793224,1.2577662,1.016203,1.3133695,1.1480062,1.1056085,0.9094681,0.99806386,0.86958575,0.9879512,0.85549587,1.3708862,1.194379,1.0853626,1.0030344,1.3869034,0.8863742,1.0878088,0.5560552,1.0900139,1.2928128,1.1432794,1.1993561,1.1554828,0.9530625,1.1417232,1.0900167,0.77780116,1.0792284,0.9423009,1.2366917,1.1703982,0.9820871,0.8302766,0.84446096,0.9536394,1.3804433,1.0347143,1.1973484,0.9896614,0.0,0.683897,1.1571486,0.9829129,1.0050496,0.90461427,0.7218137,1.2978499,1.1939813,1.1633371,0.9178386,1.1158018,1.0713758,0.42751718,1.0005982,1.3188949,1.3200393,1.176344,1.0930527
