,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
soap,1.4561504,1.0279504,0.29385352,0.912122,1.4687719,0.41171807,0.48589486,0.9033295,0.86671907,1.3698047,1.2076652,1.4834075,0.5473305,1.4833946,1.3766649,0.7588855,1.1041578,1.1773376,0.31156826,0.5367514,1.4329655,0.47150123,0.6919189,0.9583101,0.613696,0.54419637,1.0733929,1.1706238,1.4132143,1.2200985,0.597175,1.2983706,1.1047508,1.0632074,0.99808586,0.52336526,1.388987,1.1104331,0.2504291,1.5652878,0.380602,1.2577922,0.9257301,1.2215672,1.0337934,1.264642,1.3250352,0.9578339,1.066984,0.51856464,1.2506287,1.1330231,0.8440262,0.81083286,1.0828584,1.0565356,0.53983283,0.8628907,0.82837796,1.3519499,0.66456383,1.4717014,0.6600113,1.235303,1.2779453,1.3582238,0.3970785,1.1296256,1.4507055,1.1713845,1.4397275,0.6688503,1.4154851,0.62190217,0.7082811,1.160834,0.9463982,1.0842324,1.5404862,1.1802877,0.96453696,0.44246435,0.26964712,0.7774877,0.97743696,0.6325314,0.4213673,1.4725714,0.8300402,1.4076631,1.4661331,1.3890735,0.3425517,0.33406252,0.5742494,0.7045743,1.0020909,0.62343025,1.1726142,0.9389563,0.74546486,1.036361,0.98320645,0.7805966,1.4907974,1.0064671,1.3442181,1.0713814,0.8505839,1.2452375,1.1929233,1.2385465,0.8564165,1.3994505,1.2353051,1.1623213,0.70557284,1.2191067,0.83036965,1.143935,0.48163867,1.0479854,0.0,1.4353614,0.84546876,0.6769602,1.0853103,1.3448763,1.393846,1.4150381,0.3148781,0.68077093,0.60113287,1.062887,0.95006895,0.5463567,1.4033443,1.1560724,1.1522174,1.0701216,0.5886631,1.1328334
sock,0.67325354,1.0392497,1.2901103,0.9263873,0.58039296,1.1760077,1.2301309,0.9750829,1.2206957,0.7872534,0.9544752,0.5989531,1.3393793,0.5733246,0.7052367,1.1303793,0.8333609,1.0187863,1.4063189,1.2561133,0.7233868,1.250421,1.1919701,1.1683546,1.2944587,1.3275236,0.79231787,1.0028669,0.76639026,0.8255608,1.3014239,0.87226,0.9916139,0.9754369,0.88392615,1.3783188,0.6716924,0.97266203,1.4085827,0.6374564,1.3543767,0.8099483,0.9684324,0.9502266,1.149876,0.83126134,0.6985612,1.2121979,0.97375894,1.1720195,0.7985368,0.98103845,1.0099524,1.0855366,1.1160953,0.923411,1.4081544,1.1248609,1.1885779,0.9762754,1.2282509,0.5498703,1.0770565,0.88342,0.8131795,0.7441857,1.3652349,1.0426654,0.72994995,0.9427198,0.5400247,1.3209299,0.7947868,1.1765152,1.2091755,1.005754,0.78940654,1.0732894,0.46576005,0.8895824,1.0095828,1.292043,1.3545556,1.1751444,0.9552065,1.1746811,1.2922745,0.68660897,1.1225668,0.6516143,0.6136412,0.76511085,1.4262934,1.4309239,1.2031409,1.2229731,1.1530461,1.2410126,0.9844314,1.212206,1.2690516,1.0971045,0.93554264,1.0181597,0.7127739,1.104991,0.86585546,0.91305935,1.2247276,0.9190372,0.75240815,0.9637516,1.0651652,0.75919116,0.8590963,0.86540014,1.2374909,0.91202796,1.115819,0.9697707,1.2543869,1.1088632,1.4353614,0.0,1.1034659,1.3749229,1.0311998,0.76488,0.74555045,0.69423527,1.3117816,1.0898441,1.224784,1.0045195,1.0582813,1.158996,0.7745799,1.0066117,0.96819013,0.924165,1.2891384,1.0056217
soup,1.1710441,0.99809486,0.67382765,1.0222224,1.2047814,0.79012525,0.70092285,0.95682704,0.97236586,1.1699651,1.0235687,1.2439458,1.0207739,1.1510947,1.1117576,0.89392865,1.2358488,1.001539,0.91117245,0.45336807,1.0635701,0.8963059,0.70039696,0.9535426,1.0276253,1.112332,1.1102456,1.2344401,1.2241814,0.9355513,0.80667585,1.1569144,0.613754,1.1761729,0.6634057,0.9621673,1.1932579,0.998756,1.0331942,1.195714,0.77643317,1.1198434,0.7402412,1.0732887,1.0021116,1.171837,1.0853399,1.0894837,1.0511928,0.63664556,1.1770148,1.1054817,1.1416512,1.0055761,0.8735095,0.9674928,0.981286,0.91543615,1.0825843,1.0156358,1.1315973,1.1588553,0.82711715,1.1565216,0.73497844,1.1377412,1.0684272,1.1571697,1.1853454,0.7647618,1.3074853,1.0672452,1.1776865,0.9315616,1.1066151,1.0969017,0.67982066,0.8264172,1.0491049,1.1031486,1.0762125,0.8423928,1.0058253,1.0702275,1.1488789,1.0309944,0.7169394,1.1378653,0.9944962,1.2038537,1.3521434,1.0890385,1.0428133,1.0632812,1.099977,0.66877484,0.9898743,1.1293077,0.9360029,0.8135761,0.5585188,1.0962354,0.99527466,0.8215273,1.1822573,1.0161955,1.0456291,0.9860663,1.0595603,1.1033697,0.67855597,1.0589944,1.0206652,1.2704092,1.0610687,1.1172423,1.0556854,0.9313428,0.8188586,1.187538,1.1091715,1.0908685,0.84546876,1.1034659,0.0,0.9967562,0.86836845,1.1313696,1.2013344,1.0128827,0.70005995,1.1152289,1.1550375,0.91822946,1.120656,0.7747022,0.73183113,0.91176546,1.1610521,1.1119466,1.1077546,1.0320511
spoon,1.4069076,0.8978454,0.84799045,1.1502343,1.4068912,0.89374346,0.85187745,0.9336083,0.48258358,1.1990743,1.2709378,1.4069743,0.60609293,1.1762469,1.4793876,0.9328392,0.9689057,1.1056702,0.49728245,0.70740783,1.2370129,0.71156037,0.6739385,0.9000937,0.41176474,0.6094952,1.1646233,1.0914644,0.89832723,1.3481351,0.62871665,1.0442299,1.1719313,0.81114674,1.2159873,0.715041,1.2454714,1.0712236,0.46067303,1.3131001,0.53695154,1.1448712,1.1984612,1.2358944,1.1147021,1.0076374,1.1110104,0.7890076,0.98429096,0.9808462,1.3274322,1.3737787,0.9276163,0.8708497,0.9820343,0.915677,0.14333928,1.0567518,0.8619181,1.1889515,0.83476454,1.4352301,1.0630653,1.4015862,1.3620031,1.285857,0.65863967,1.0307502,1.4186585,1.0827166,1.4847584,0.18746543,1.0138124,0.5352252,0.66258496,1.1342932,1.2338398,0.9175641,1.5588832,1.147781,1.0948368,0.738203,0.66168064,0.39530796,0.8485776,0.73864883,0.8305102,1.1737238,0.886711,1.559753,1.3384047,1.2864715,0.33399564,0.36235774,0.64818084,0.8365358,0.8208941,0.6212133,1.2710193,0.78957015,0.62455916,0.90847015,1.017891,1.0709772,1.1746037,0.9524433,1.1382593,1.1336733,0.8768985,1.1594968,1.2402711,1.2124233,0.6886361,1.4559866,1.0746633,1.1204863,0.30276978,1.1010017,0.67902434,1.021398,0.6165432,0.9945745,0.6769602,1.3749229,0.9967562,0.0,0.7067445,1.3861141,1.5228186,1.4661242,0.742638,0.87448704,0.71096635,0.9486596,0.5298178,0.9160514,1.3153621,1.0636296,1.091503,0.5448204,0.58275753,0.9824548
sprinkler,0.99247694,0.97215575,1.075356,1.0951204,1.0325625,0.9851004,0.8919388,0.7329638,0.97970086,1.0581276,0.9139679,1.0855026,1.1704009,1.0966221,1.0746915,0.9880074,1.1108711,0.95591027,1.0260054,0.8453203,1.0723969,1.2111177,0.88150173,0.9691281,1.065863,1.1412362,1.1652094,1.1267654,0.9488609,1.1004456,0.70033896,0.93105793,0.7342248,0.97948927,0.87305033,1.1731025,1.1279426,1.1002284,1.0988562,1.0922303,0.95065486,1.1935848,0.85045516,0.94537425,0.9236867,1.074814,1.0775878,1.0243237,1.1263796,0.8295344,0.9968699,1.076317,1.156775,1.1209478,0.8687501,1.0827299,0.86743563,0.80045766,1.1081934,0.8164473,1.0048662,1.0331062,1.0065558,1.070283,0.9945965,1.0266885,1.0737113,0.97291756,1.0741206,0.897826,1.1133097,0.9702509,0.9080538,0.9654508,1.1883563,1.1335355,0.942112,0.81571615,0.9881739,0.9844499,1.0884521,1.0897431,1.184354,0.97188556,0.9573056,1.1374199,1.0146285,0.7443908,1.0632919,1.0924081,1.1780112,1.0536062,1.0008172,1.0385855,1.1272877,0.9927223,1.1115519,1.2962612,1.0898484,0.88023376,0.8960785,0.99417335,1.0507743,1.0607253,0.93155396,1.0535394,0.94968194,1.0546125,1.0904517,1.0039815,0.9008212,1.0877819,0.5528261,1.0964155,0.9338018,1.0616605,0.8764553,0.96930194,0.95062965,1.130177,1.1376683,1.0507119,1.0853103,1.0311998,0.86836845,0.7067445,0.0,1.0324087,1.0869184,0.93940115,0.95039034,1.1577218,1.1262184,0.72913796,0.97593933,0.7998203,0.8615254,0.8978893,1.2214029,0.8092548,1.0381582,0.9872323
stroller,0.68020433,1.0818298,1.3444843,0.99181926,0.66914284,1.2421765,1.273325,1.2217381,1.2085236,0.94721544,0.8803754,0.6910608,1.2935009,0.82746047,0.7463935,1.117474,1.0872816,0.9409986,1.3233654,1.3771331,0.7999077,1.3098582,1.2793683,1.0772063,1.303315,1.1805333,0.9321428,1.0313582,0.71519625,0.8077015,1.3538033,0.8911544,0.95759225,1.1122999,1.0605019,1.3738176,0.70791054,1.1064193,1.410433,0.5999023,1.3340129,0.6165185,0.9400823,0.87369084,0.8057953,0.93847156,0.87734866,1.059756,1.0796475,1.2066813,0.7874533,0.6406314,1.0643518,0.99842703,1.0381945,1.0785552,1.4215152,1.0361042,1.0433195,0.63270843,0.9853814,0.5008061,1.15011,0.52445,0.94552565,0.7627989,1.02564,1.0605389,0.72270167,0.9243665,0.62629294,1.3847706,0.6795956,1.3249577,1.2017757,0.87396014,1.0548646,1.0401351,0.51937085,0.7806419,1.0901971,1.3111861,1.3141377,1.3617841,1.1066775,1.1736373,1.2996757,0.74982834,1.1825144,0.5890209,0.6776261,0.9057392,1.3656058,1.3656092,1.2771809,1.2883222,1.1546155,1.2344152,0.861281,1.1107891,1.312944,1.1418936,0.8758125,1.0896165,0.6630707,0.93074286,0.80500305,1.0985605,1.037557,0.9676343,0.774793,0.8015442,1.2168134,0.71014357,0.8256975,1.0180835,1.2772961,0.84685886,1.2073054,1.1046538,1.216579,1.0929694,1.3448763,0.76488,1.1313696,1.3861141,1.0324087,0.0,0.6518619,0.7529182,1.3768764,1.076176,1.2348359,1.1281147,1.227083,1.1911,0.8487729,0.89739794,0.7905969,1.030273,1.2439432,1.0342442
sweater,0.6147108,1.1426969,1.395554,1.0405779,0.451926,1.3413751,1.3716033,1.0903169,1.4337984,0.70062166,0.8008349,0.5811231,1.3475679,0.87442875,0.46081424,1.2266835,1.0222079,1.001735,1.4437732,1.4521172,0.8857598,1.4234667,1.4427596,1.1613653,1.4349698,1.3188134,1.0066854,0.8087128,0.8263255,0.89730597,1.3774954,0.8186432,1.0225276,1.0363675,1.0125245,1.3202941,0.7257126,0.9728912,1.4930854,0.6404026,1.4894689,0.9572391,1.0745606,0.7962769,0.85832363,0.86713934,0.9658216,0.94260025,1.1212327,1.2599754,0.6151234,0.47479445,1.087533,1.1949157,1.0021316,1.2261795,1.5375284,1.1147382,1.2379051,0.7931027,1.0175842,0.61879075,1.2689247,0.40466428,0.72431594,0.68688804,1.2535546,1.047336,0.15221804,1.0980755,0.32253277,1.4874814,0.7689269,1.3910465,1.2607806,0.78160346,1.0666046,1.1905539,0.55784005,0.8054487,0.9537683,1.4553457,1.3578687,1.4790434,1.0021486,1.2337464,1.3847243,0.6506356,1.2066379,0.26283985,0.39654773,0.7558654,1.4695094,1.4692178,1.2200766,1.2726429,1.2998121,1.3635119,0.8677093,1.1508651,1.2792714,1.2014618,1.0616567,1.1653403,0.6467837,1.1691828,0.83911425,0.964233,1.1226432,0.7782995,0.98541063,0.61271954,1.221682,0.09612012,0.9523697,0.8546127,1.431056,0.95791304,1.3058804,0.84337586,1.3602823,0.9206933,1.393846,0.74555045,1.2013344,1.5228186,1.0869184,0.6518619,0.0,0.5178653,1.4499896,1.1457579,1.1572529,1.0164702,1.3430136,1.3436217,0.76987183,0.96996534,1.0115817,1.21045,1.3021358,0.9803438
table,0.60691154,1.2213271,1.4044027,1.1730522,0.5098876,1.3090575,1.2347535,1.0644877,1.2795017,0.42812383,0.7253109,0.40702784,1.3963335,0.66672367,0.49820966,1.2748704,0.94734186,0.6330459,1.3706136,1.1330702,0.61233735,1.4666617,1.2233843,1.1093735,1.4865026,1.3168464,1.1978908,0.92272186,0.82756734,0.82988614,1.1775186,0.7909454,0.71315444,1.0477213,0.9537222,1.4381548,0.7021148,0.9687583,1.5422574,0.49602818,1.3528354,1.0014582,0.89928204,0.72496724,0.92834526,0.7867427,0.76106864,1.2250613,1.119154,1.1998593,0.6565192,0.757171,1.3731489,1.2688628,0.8122619,1.322906,1.4708229,0.94473845,1.2459852,0.69978493,1.3213978,0.7736895,1.1066813,0.75684327,0.5382284,0.82661843,1.466571,1.0814532,0.6202671,0.8880545,0.6460181,1.4816674,0.65422726,1.2614996,1.4749055,0.9455156,0.8748201,0.93901235,0.55840385,0.67150646,1.1919777,1.5001357,1.4543364,1.4666889,1.3437059,1.4723971,1.355973,0.46521133,1.2063382,0.4457993,0.81703585,0.40414572,1.5015926,1.5239401,1.4583027,1.2792552,1.2792954,1.5695969,0.7172566,0.9691226,1.018328,1.1789854,1.2570477,1.1537228,0.7734893,1.0939944,0.5666459,0.8355542,1.4146812,0.71694845,0.79751563,0.81295323,1.1386336,0.5817035,1.0354601,0.98353505,1.5373527,0.8836094,1.052943,0.8015477,1.560491,0.9149971,1.4150381,0.69423527,1.0128827,1.4661242,0.93940115,0.7529182,0.5178653,0.0,1.341149,1.4432967,1.4281627,0.9360563,1.3985415,1.0554537,0.3170697,0.8587952,1.0020443,1.1357539,1.5109037,0.8340632
tape,1.4552346,1.0307631,0.3633132,0.78952134,1.5018275,0.4095378,0.43420684,0.8445351,0.6731883,1.41709,1.1653416,1.484158,0.670388,1.3436034,1.3922747,0.7657691,1.0806525,1.0690193,0.45017433,0.25580055,1.2144449,0.4027772,0.44543064,0.9083193,0.64231265,0.6866535,0.9750888,1.343946,1.3796093,1.1131779,0.54977345,1.368035,0.8477175,1.1148375,0.7853356,0.68359804,1.3401492,1.0994524,0.468606,1.5166206,0.2916149,1.2888337,0.8154112,1.1461931,0.9621971,1.3727894,1.2095941,1.030154,1.1185052,0.4283576,1.3512889,1.2485127,0.9989418,0.95554644,1.1017517,1.097444,0.6328479,0.7705589,0.8248254,1.3345349,0.9199611,1.4065483,0.6486727,1.3748368,1.1316768,1.3986518,0.54070413,1.044439,1.5163989,0.9034574,1.507308,0.8040168,1.3759642,0.71116114,0.8138902,1.1246474,0.7205943,0.9670491,1.4254149,1.1599652,0.9870427,0.46847045,0.5307893,0.7523237,1.1023088,0.90298986,0.31013823,1.4188418,0.8454651,1.453177,1.5265366,1.3629025,0.56244427,0.5521612,0.7575624,0.73477024,0.90953815,0.72956777,1.1177933,0.9584131,0.64388096,0.95332247,1.0674334,0.61450773,1.4199729,0.9084186,1.3572062,1.1489048,0.93574184,1.2620373,0.8810501,1.253622,0.7842547,1.4742181,1.1076952,1.2360971,0.7332345,1.2072893,0.7711736,1.2827961,0.52614313,1.0699975,0.3148781,1.3117816,0.70005995,0.742638,0.95039034,1.3768764,1.4499896,1.341149,0.0,0.8667261,0.80961275,1.0872173,0.92695934,0.31558394,1.146531,1.1962538,1.2060763,1.1416081,0.7869951,1.2340993
toe,1.2940311,0.50975704,0.6370952,0.67929494,0.9968922,0.6557242,0.94324684,1.103059,1.1292346,1.440398,1.157588,1.4279519,0.8256847,1.3880442,1.265434,0.7510603,1.2040052,1.3189912,0.8439037,1.0689336,1.3996601,0.7081584,1.0889581,1.0804993,0.9053943,1.0107611,0.7439682,1.1584182,1.3071468,1.203495,1.1086522,1.3413079,1.2701342,1.1816329,1.19014,0.84691495,1.3482943,1.1387073,0.5881197,1.4945201,0.8508688,1.0031352,1.0853188,1.2964046,1.1218169,1.3497078,1.291647,1.0262516,0.9807416,0.74793375,1.0133852,0.95797724,0.06369281,0.83954453,1.2956297,0.6874468,0.7979466,1.1534679,0.89745164,1.2588383,0.41229093,0.9789958,0.786258,0.9431211,1.2524773,0.6221255,0.5723821,1.079354,1.1683403,1.2698748,1.0801426,0.8415318,1.3641163,0.949978,0.7102313,1.0637172,1.1919394,1.2067393,1.1579969,1.2811933,0.52441573,0.6249298,0.43300116,0.86833626,0.32562566,0.40917873,0.82076657,1.4033372,0.79994255,1.1710956,1.0803415,1.369333,0.7251611,0.6966642,0.6008346,0.9020203,1.0383517,0.6261684,1.2348235,1.2126721,1.0778266,1.0097378,0.6200065,0.8490828,1.3154602,1.0915301,1.4395658,0.9865023,0.67913866,1.1843834,1.1080028,1.0060463,1.1111746,1.1325551,0.97201663,1.0183238,0.71504414,1.2392699,1.152581,1.2082471,0.39629126,1.1801212,0.68077093,1.0898441,1.1152289,0.87448704,1.1577218,1.076176,1.1457579,1.4432967,0.8667261,0.0,0.34266454,0.9541996,0.9478569,1.047889,1.4557195,1.2373,1.1696279,1.1962035,0.41037536,1.2905438
tooth,1.3166933,0.8388579,0.67132753,0.76815796,1.1930039,0.7524637,0.97548777,0.99974,0.97202194,1.3383819,1.2156852,1.4446222,0.6742948,1.412652,1.1908088,0.93841976,1.0890902,1.2332569,0.7100114,0.91641074,1.4154105,0.6667429,1.0174869,1.0787034,0.82191163,0.75189686,0.81832296,1.017647,1.2710881,1.2928653,1.0268233,1.281133,1.2382326,0.9140508,1.1778839,0.6930624,1.3834066,1.0294169,0.39495838,1.441898,0.7553269,1.0407643,1.1451098,1.2925212,1.1733782,1.314438,1.3236598,1.0184472,1.0602987,0.8756982,1.144787,1.0005577,0.39242983,0.72574735,1.2415161,0.88381267,0.6572163,1.0637692,0.81151086,1.1706157,0.3761717,1.1616343,0.6937547,1.0201555,1.2498292,0.8770863,0.54957294,1.0283836,1.1699181,1.270225,1.1729137,0.6528966,1.3314466,0.82092416,0.75049955,1.0571985,1.1747794,1.2630589,1.2826504,1.2558839,0.42566514,0.7695856,0.32538152,0.8430021,0.4723338,0.4786967,0.82473344,1.304908,0.877056,1.2346624,1.1279188,1.3683255,0.57219267,0.5331104,0.6149063,0.812917,0.95960796,0.5619235,1.1482642,1.2007669,0.96287286,0.9900851,0.95364106,0.93497944,1.3041236,0.9626565,1.4262731,1.0825788,0.75758314,1.1680326,1.2530552,1.0428851,1.0078527,1.1270077,1.0758762,0.9745134,0.66711307,1.3199544,0.9794329,1.0811478,0.37538016,1.0863407,0.60113287,1.224784,1.1550375,0.71096635,1.1262184,1.2348359,1.1572529,1.4281627,0.80961275,0.34266454,0.0,0.8770821,0.9321476,1.0339572,1.403753,1.262636,1.110575,1.1526418,0.35717356,1.2421329
toothbrush,0.92427695,1.0195805,0.9669302,0.9760686,0.85871035,1.0785832,0.9953673,0.5212927,1.1502628,1.0630574,1.0252866,1.2105693,1.2605214,1.2495905,0.6924112,1.0137322,1.1802282,0.96735257,1.0653981,0.934954,1.1186956,1.1938822,1.0414096,0.9661454,1.1898415,1.2374669,1.0044566,1.0830735,1.1141628,0.90715057,1.156149,1.122612,0.9529804,0.7719898,1.0650489,0.9610408,1.1863093,0.55487853,1.0136625,1.1548322,1.0879748,1.28622,0.84968305,1.0234761,0.939681,1.2549187,1.1681128,1.0612024,1.0564092,0.9152772,0.9844548,1.0498906,0.8886802,0.98238444,0.844476,1.1013657,1.0123519,0.671106,1.095288,0.8379615,0.9544135,0.8334504,0.5842631,1.0626343,0.86945325,0.6144961,1.2176714,1.0590073,1.0367138,0.9444936,1.0465729,0.96418643,1.0787377,1.1855811,1.1630608,1.0685681,0.62679994,0.96010876,0.76989305,1.1087837,0.88931024,1.1159577,1.1386163,1.0715706,0.82703185,1.0511426,1.099705,0.9611996,1.0720267,1.0557891,1.0117135,0.9119234,1.0298265,1.0663891,1.059662,0.5568745,1.1618663,1.2544436,0.6730621,0.88277906,0.7890476,1.025829,1.0744207,0.99736404,1.0174477,1.2397796,1.0371853,1.1496693,1.1426002,0.759406,1.0577692,1.0700755,0.65036184,1.020936,1.0522802,1.0202353,0.85676575,1.095527,1.1795416,0.9983359,1.1397867,1.0920832,1.062887,1.0045195,0.91822946,0.9486596,0.72913796,1.1281147,1.0164702,0.9360563,1.0872173,0.9541996,0.8770821,0.0,1.0460757,0.83389384,0.7480528,0.99747574,1.1612195,0.9770462,1.0025195,1.1241049
towel,1.0689046,0.9200989,1.0238814,1.1391023,1.2330939,0.9961724,1.0200417,1.0482512,0.60209244,1.1866097,1.16872,1.0370029,0.716232,0.88375366,1.1572273,1.0104673,0.5251634,1.0410132,0.73679376,0.89182234,1.0320762,0.80959654,0.69753003,1.0032513,0.48231196,0.7633178,1.0437202,1.0745809,0.80486315,0.8832033,0.8118986,1.1368713,1.1582975,0.97272515,1.1741321,0.8896505,0.934312,1.0417066,0.73236704,1.0897114,0.71822965,1.0952603,1.1698198,1.0951402,1.0071704,1.0889773,0.9890654,0.70999265,0.96657234,1.1607032,1.2320321,1.4008695,0.99600375,0.7743973,1.0763494,0.7603822,0.56354636,1.1946818,0.90165585,1.2207657,1.0662556,0.9502102,1.0606449,1.424242,1.3401251,1.2168862,0.81972396,1.0401188,1.1855223,1.0096035,1.2177917,0.5854383,1.0614631,0.8267558,0.7015563,0.94020337,1.2037925,0.8536889,1.1086463,1.0931485,1.1011057,0.89731985,0.8429574,0.08060533,0.8969486,0.8801125,1.0153879,1.1820298,0.8629612,1.2820671,1.1233006,1.1089295,0.6048794,0.6299455,0.67683697,1.0495048,0.80647737,0.4968416,1.2752695,0.95670736,0.9422252,0.95904917,1.0066446,1.1233377,0.78884494,0.87723124,1.1382906,0.915411,0.9408061,0.98458654,1.2165189,1.2611744,0.93963706,1.3129573,0.82259226,0.9543325,0.47003424,1.0927833,0.75287414,1.127812,0.6670835,1.0801821,0.95006895,1.0582813,1.120656,0.5298178,0.97593933,1.227083,1.3430136,1.3985415,0.92695934,0.9478569,0.9321476,1.0460757,0.0,1.0279598,1.2981583,1.1319172,1.0729575,0.6874995,0.81713223,1.1091105
toy,1.131471,1.1248251,0.47277212,1.0212575,1.3945794,0.46771383,0.36150134,0.81338,0.82621145,1.3938491,0.9015064,1.3211702,0.921674,1.2803886,1.1808212,0.7467668,1.0645993,0.71922815,0.6239487,0.46378303,1.0464203,0.76052356,0.5817938,0.8168475,0.90714717,0.874151,1.199834,1.4314146,1.2673192,1.047309,0.6633709,1.3315637,0.7893555,1.0659978,0.8787039,0.91238236,1.2330741,1.0249741,0.69972754,1.3212681,0.5073817,1.3307921,0.59116644,0.8456154,0.6134863,1.4033754,1.1397419,1.0638505,1.172618,0.45979452,1.2710109,1.171107,1.1449221,1.0532764,0.9203631,1.2425467,0.8800478,0.38061476,0.9456824,1.2314304,1.073934,1.1626285,0.46276438,1.3017677,1.0830613,1.2923522,0.687336,0.97145283,1.4170315,0.75720716,1.4411247,1.0710797,1.2400389,0.9667549,1.0608971,1.0258113,0.62771565,0.86038184,1.1418993,1.1160586,1.0409513,0.6821418,0.75739014,0.9407092,1.2193317,1.0917879,0.5193756,1.2888751,0.89176595,1.293747,1.5125372,1.1476314,0.7430159,0.7616381,0.9659953,0.80926657,1.0044603,1.0499351,0.8863573,0.8605752,0.715889,0.8755985,1.1602753,0.729772,1.2615981,0.9789184,1.15013,1.1774367,0.99006367,1.0896847,0.916957,1.2245085,0.7007873,1.3981643,0.980619,1.2314595,0.8700636,1.1651818,1.0176824,1.3266101,0.79632014,1.1131599,0.5463567,1.158996,0.7747022,0.9160514,0.7998203,1.1911,1.3436217,1.0554537,0.31558394,1.047889,1.0339572,0.83389384,1.0279598,0.0,0.8827954,1.1027914,1.1448338,1.1003196,0.9770843,1.2208682
tray,0.7320866,1.2317373,1.27374,0.93432873,0.66637075,1.2963705,1.1268797,0.91036093,1.0860933,0.7135116,0.8970032,0.672907,1.4436078,0.73672336,0.60138166,1.1649693,1.0172509,0.5215187,1.4240156,0.798915,0.59240097,1.3330545,1.091099,0.95789504,1.4900444,1.2821065,1.034267,1.2025973,0.8453996,0.7724304,1.1468318,0.9542245,0.7091437,1.0432777,0.8069316,1.3071616,0.78161514,0.8018324,1.5261604,0.6711526,1.3093855,0.9852997,0.78529406,0.799839,0.8942218,1.0357524,0.7497573,1.2351737,1.1829221,1.0766388,0.9267536,0.9059262,1.3441963,1.2131864,0.7934426,1.3152668,1.344291,0.72749245,1.0541525,0.6646564,1.3143871,0.7598834,0.90650046,0.9191133,0.504977,0.7882433,1.4932253,1.0897723,0.8404223,0.7895952,0.84385467,1.3401322,0.7361511,1.2837956,1.4727683,1.0027465,0.6381149,0.93660563,0.56902015,0.7977968,1.1511629,1.4532096,1.5546255,1.3400377,1.316906,1.5421063,1.1977215,0.48511255,1.1251594,0.67586285,0.9255978,0.53567654,1.4976596,1.5219502,1.4770162,0.8914078,1.1248878,1.5164766,0.56256926,0.9334453,0.65900594,1.1480235,1.3502192,0.97508293,0.77129245,0.8480708,0.6841217,1.0653592,1.3678136,0.7829406,0.7041429,0.97270596,1.0122482,0.8397862,0.9419472,1.0731546,1.3459822,0.9457132,0.98082244,0.97497886,1.465411,1.0233101,1.4033443,0.7745799,0.73183113,1.3153621,0.8615254,0.8487729,0.76987183,0.3170697,1.146531,1.4557195,1.403753,0.7480528,1.2981583,0.8827954,0.0,0.8445328,0.97968054,1.1801199,1.5329934,1.0260963
tree,0.93854594,1.0909811,1.0865029,1.2113112,0.97788036,1.1202908,1.0779083,1.055076,1.0380288,0.93651664,0.96352184,0.8571074,1.1406207,0.86838186,1.0279341,1.0748931,1.0463493,0.9569233,1.1385517,0.9816918,0.89002645,1.1793859,0.9969778,0.9649045,1.1344591,0.97883236,1.1101252,1.059889,0.87198985,0.91741985,1.0060009,0.86628,0.9639826,1.0453264,0.9477099,1.0959277,0.879555,1.1033914,1.1985469,0.8031475,1.1365455,0.8941997,1.0755626,0.9269461,0.9857599,0.91079646,0.88090616,1.0219567,1.0981531,1.080481,0.86238384,0.97198474,1.2009006,1.0657449,0.565549,1.0537684,1.1001865,1.0402223,1.0095996,0.9218884,1.1640267,0.9923649,1.1344714,0.9011828,0.8164736,0.996532,1.2345377,1.0600415,1.0099676,0.9302969,0.996684,1.1263739,0.79009163,1.0621718,1.2024194,1.076271,0.99639934,0.88676023,0.9575528,0.90600276,1.110119,1.147255,1.1985909,1.184414,1.1842918,1.1300213,1.1061873,0.85779387,1.1102504,1.0218047,1.0278552,0.95273024,1.1535084,1.142936,1.2465518,1.0289676,1.014487,1.2360291,0.9641871,0.6039745,0.97202295,1.0944346,1.0012408,1.1080253,0.972214,1.0383703,0.8498327,1.0128957,1.1330163,1.0136445,0.85804015,0.95004827,1.0588453,1.0135496,1.0493759,1.0989604,1.111562,0.8285612,0.9693459,0.99259824,1.3294852,1.0158828,1.1560724,1.0066117,0.91176546,1.0636296,0.8978893,0.89739794,0.96996534,0.8587952,1.1962538,1.2373,1.262636,0.99747574,1.1319172,1.1027914,0.8445328,0.0,0.9317503,0.9372174,1.2019893,0.7565749
