,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jar,1.0568057,1.0148212,1.090122,1.0543774,1.1037056,1.0929692,1.0443805,0.9927405,0.86685,1.221955,1.0242927,1.103234,1.1745124,1.0258437,0.96253455,0.9811518,1.1742278,0.72828865,0.8790212,0.81816643,0.75241303,1.090539,0.4683038,0.8208852,0.8785054,1.141562,1.0306853,1.2896842,0.82987034,0.8320085,1.0115736,1.0767363,0.7111558,1.1061386,0.9322407,1.1422341,0.98482186,0.9398762,1.203398,0.92939705,0.72053504,0.8739599,0.91788864,1.0016918,0.81194305,1.1189234,1.0044621,0.90582335,1.0534759,1.0366886,1.1855088,1.1618819,1.2486463,1.1498353,0.84875304,1.0283674,1.2014455,0.8754963,1.0188794,0.90565443,1.3157377,0.9551855,0.8141477,1.1552106,0.81270516,1.125941,1.1391371,0.9112584,1.129466,0.0,1.1326005,1.2064271,0.88560617,1.1563406,1.0969567,0.84525824,0.7095889,0.5633874,0.9136034,0.9801336,1.1000615,1.1168749,1.2332847,1.0872788,1.2263339,1.2701477,1.0502683,1.0000248,0.88093716,1.1974773,1.0216271,1.0233322,1.1605048,1.1795641,1.0654335,0.93618083,0.98717725,1.200391,0.8055686,0.8166361,0.95324355,0.9042077,0.9901585,0.8574641,0.84976315,0.97485334,0.72046113,1.1554381,0.9985135,0.9945306,0.62056136,0.9944364,1.005634,1.1899879,0.9260666,1.0757544,1.0008976,0.93755007,1.1165878,1.2391396,1.1953281,1.1817768,1.1713845,0.9427198,0.7647618,1.0827166,0.897826,0.9243665,1.0980755,0.8880545,0.9034574,1.2698748,1.270225,0.9444936,1.0096035,0.75720716,0.7895952,0.9302969,0.91512555,0.8912152,1.2092661,1.1302261
jeans,0.5214315,1.092183,1.4017448,0.9000855,0.42231882,1.3111248,1.4262978,1.0737239,1.4655795,0.62894964,0.8349837,0.5000104,1.3306828,0.7931293,0.55037117,1.2639643,0.91427153,1.1213577,1.4930834,1.5131824,0.9352922,1.4413689,1.4662502,1.2273486,1.3656268,1.2963434,0.81979203,0.7472457,0.74680567,0.8937657,1.4051973,0.7109165,1.119378,1.0695674,1.0369371,1.3113893,0.6395173,1.0013608,1.4695566,0.62743044,1.5569799,0.7956925,1.1107498,0.8570254,1.1072142,0.7653996,0.9829268,1.0194473,1.0886534,1.3465312,0.5501076,0.7036955,0.99429435,1.0954739,1.0934262,1.1390045,1.5173126,1.1787727,1.1409662,0.7912671,1.100961,0.50008297,1.3065875,0.57407093,0.7929405,0.7007597,1.3017739,1.0244048,0.33591682,1.1326005,0.0,1.3942409,0.7561339,1.379601,1.1744027,0.8620715,1.0990397,1.2476679,0.48454165,0.8225238,0.98073524,1.4929843,1.39535,1.3684624,0.99227625,1.3211557,1.4430244,0.6098361,1.1810354,0.27938235,0.13698435,0.83722365,1.4735707,1.4578044,1.1675003,1.2472893,1.2399709,1.2424133,0.9764174,1.2167737,1.3819561,1.1837207,1.0177203,1.1177365,0.58820957,1.0740601,0.84232295,0.8811128,1.104608,0.86368895,1.0023283,0.8236034,1.197894,0.26205516,0.8934381,0.7462402,1.2935127,0.9151624,1.2071401,0.7588907,1.3026505,0.9187928,1.4397275,0.5400247,1.3074853,1.4847584,1.1133097,0.62629294,0.32253277,0.6460181,1.507308,1.0801426,1.1729137,1.0465729,1.2177917,1.4411247,0.84385467,0.996684,0.9599883,1.0267062,1.3330243,0.9652779
knife,1.4402435,0.8761449,0.84740186,1.0844842,1.2985023,0.9523772,0.9504916,0.93406945,0.5887096,1.0739517,1.2963924,1.3843517,0.5135116,1.1161869,1.4257872,0.99192536,0.9134877,1.1191684,0.5487213,0.781472,1.2257245,0.63437825,0.77621293,0.97400945,0.45063627,0.48876482,1.0115288,0.94221133,1.0176778,1.3280807,0.7550589,1.0518711,1.2755227,0.77036697,1.2361246,0.53804684,1.2369064,0.98335385,0.3549068,1.3336642,0.64032865,1.0255308,1.2580881,1.3611102,1.3090339,0.94660354,1.0527718,0.8530571,0.9250631,1.0995724,1.3161405,1.3570122,0.8477962,0.7096895,1.1152892,0.8803204,0.09118277,1.1100717,0.79827166,1.2725724,0.8362718,1.4805596,1.0355763,1.3897905,1.3728356,1.2414825,0.7239792,1.0836455,1.4026704,1.2064271,1.3942409,0.0,1.0997387,0.5237732,0.56406915,1.1384301,1.2422755,1.0408759,1.5833695,1.1564767,1.0625209,0.75996536,0.6249932,0.40247184,0.8332675,0.71545,0.860172,1.213556,0.9134339,1.487642,1.2289326,1.1764463,0.28861094,0.2811023,0.6034937,0.76670873,0.7542595,0.47368008,1.2150509,0.94316626,0.6399727,0.96151745,1.0503819,1.0511748,1.2581854,0.91153127,1.1810371,1.0996531,0.9125065,1.2003505,1.3266448,1.1980307,0.7476162,1.3940175,1.2168074,1.0811635,0.4264809,1.1488216,0.6083449,0.92537487,0.6267755,0.9360716,0.6688503,1.3209299,1.0672452,0.18746543,0.9702509,1.3847706,1.4874814,1.4816674,0.8040168,0.8415318,0.6528966,0.96418643,0.5854383,1.0710797,1.3401322,1.1263739,0.98572236,0.61858714,0.54388446,0.95345664
ladder,0.8509824,1.1533282,1.4539812,1.2715324,0.7524755,1.4068749,1.3605161,1.0957761,0.8473221,0.75894547,1.026142,0.56367886,1.2628757,0.46915627,0.94726574,1.235589,0.9475901,0.82023406,1.1994967,1.2416788,0.45479882,1.3437276,1.0739892,1.0033563,1.0111003,1.1203578,1.1542193,1.0630945,0.20034164,0.9802295,1.2460322,0.6754586,1.0862854,0.95927733,1.0910522,1.3075079,0.48545462,1.0246359,1.3995146,0.29079533,1.2139788,0.73296106,1.1549344,0.9310033,1.0122337,0.6638185,0.49328858,0.9797466,1.0915706,1.3442389,0.8548559,0.9836572,1.3179624,1.2617233,0.82521635,1.1354002,1.1556418,1.2002835,1.0421807,0.7148079,1.2135677,0.8783823,1.3407631,0.8953446,0.8879672,0.99094236,1.3156497,0.9995514,0.7853653,0.88560617,0.7561339,1.0997387,0.0,1.0761311,1.1954645,0.97046405,1.1295502,0.86114013,0.8747667,0.6335644,1.2233756,1.3465247,1.4214119,1.1692483,1.1994083,1.296258,1.3718985,0.5421301,1.2596684,0.82724905,0.72606605,0.7846873,1.2392501,1.2703533,1.2883213,1.2284119,1.0941669,1.2786863,0.96188474,0.82894945,1.0715939,1.0552161,1.0610886,1.2846711,0.68988395,0.9634323,0.5355954,1.1672868,1.1486313,0.9215577,0.8353803,0.88548064,1.0661522,0.8053334,0.93528897,1.100553,1.1628748,0.73743796,1.0550312,0.8573573,1.3486037,1.10716,1.4154851,0.7947868,1.1776865,1.0138124,0.9080538,0.6795956,0.7689269,0.65422726,1.3759642,1.3641163,1.3314466,1.0787377,1.0614631,1.2400389,0.7361511,0.79009163,0.8357595,0.6751974,1.3046558,0.7524493
lamp,1.4807109,1.0211562,0.7781788,1.1206297,1.3472557,0.6940557,0.6749032,1.1174543,0.672691,0.98390055,1.2695315,1.1924763,0.5754164,1.0180151,1.4068489,0.9928887,0.9937852,1.1390634,0.58604676,0.69503975,1.1291429,0.74113816,0.6695492,1.035975,0.57798195,0.6143717,1.148112,0.90201396,1.0473624,1.3185924,0.5466764,1.0010546,1.0321906,0.7662549,0.96513927,0.7895198,1.1253258,1.1943147,0.5755513,1.2008069,0.610921,1.11611,1.0280931,1.3372691,1.3122823,0.86877936,0.9356088,0.9174289,1.0283792,0.76031923,1.1835599,1.2779366,1.0100962,0.8641238,1.0509986,0.8691411,0.45658833,1.2177657,0.91404873,1.1905768,0.9143704,1.4547453,1.0214076,1.2889307,1.2381229,1.3028507,0.7103292,1.1205579,1.353936,1.1563406,1.379601,0.5237732,1.0761311,0.0,0.8382814,1.2596228,1.1585807,0.9609199,1.4484103,1.0650445,1.1418719,0.7010103,0.5829802,0.65855026,0.97863,0.6929389,0.7059829,1.2030798,0.95403844,1.4138131,1.3346425,1.0891058,0.55111784,0.5482811,0.821674,1.0636002,0.87235403,0.7136021,1.3018324,0.9222197,0.8369621,1.0632192,0.9550568,1.0591394,1.3542118,0.885141,1.1180615,0.9836524,1.0026463,1.2587433,1.0728115,1.1477599,0.983396,1.3427553,1.2187093,1.0424594,0.7727094,0.9757636,0.5867126,0.9707667,0.7996142,0.9452713,0.62190217,1.1765152,0.9315616,0.5352252,0.9654508,1.3249577,1.3910465,1.2614996,0.71116114,0.949978,0.82092416,1.1855811,0.8267558,0.9667549,1.2837956,1.0621718,0.98369426,0.7962012,0.7469547,0.7091857
leg,1.3182147,0.8676405,0.7769717,0.906928,1.2472401,0.9101965,0.9289683,1.0461984,0.7975228,1.2345665,1.1829604,1.3455389,0.50055635,1.1902357,1.3454509,0.8776293,0.97095,1.221967,0.686738,1.008695,1.17496,0.61940897,0.8822341,0.9952423,0.49877375,0.8168249,0.8606918,1.0281931,1.0658284,1.1547242,0.99460894,1.1210681,1.2382053,1.0124078,1.2068673,0.60284775,1.1906296,1.0612414,0.51463485,1.2245777,0.72349215,0.9350158,1.1998073,1.3098567,1.1497135,0.9829063,1.1413571,0.82876974,1.0301305,1.0221163,1.2015542,1.1878402,0.74194425,0.8363851,1.2121055,0.8366488,0.64543355,1.17908,0.87269753,1.2875817,0.9012205,1.3360581,1.079628,1.2461548,1.3008859,1.2458488,0.72288775,1.0667219,1.1937145,1.0969567,1.1744027,0.56406915,1.1954645,0.8382814,0.0,1.0625594,1.1541902,1.1420114,1.3905487,1.2345886,0.8586099,0.7346868,0.6439778,0.6620563,0.7130069,0.6536418,0.79322624,1.3445977,0.7537663,1.2783628,1.0143131,1.3273582,0.62723637,0.5531944,0.41387832,0.9151448,0.7723927,0.3790233,1.2973566,1.0924156,1.0579894,0.99245185,0.8455326,0.7386087,1.1945784,1.0240095,1.1756523,1.2002323,0.6393075,1.084351,1.1682795,1.0789868,0.96686655,1.2440466,1.1328641,1.0199991,0.574345,1.0954201,0.96840876,1.067799,0.654155,0.9522911,0.7082811,1.2091755,1.1066151,0.66258496,1.1883563,1.2017757,1.2607806,1.4749055,0.8138902,0.7102313,0.75049955,1.1630608,0.7015563,1.0608971,1.4727683,1.2024194,1.0105559,0.80663407,0.63475704,1.1358521
meat,0.7388313,1.0161839,1.1773115,0.9613047,0.9106446,1.1594307,1.1768465,1.1265994,1.0956016,1.0905894,0.9236725,0.92869735,1.1866823,1.0495665,0.7354131,0.9302186,0.89647055,0.878622,1.147383,1.2141416,1.010927,0.97094816,1.1939273,0.88494956,1.1366253,1.1285887,0.9066715,1.0047098,0.899645,0.8234606,1.1343235,1.100614,1.1356804,1.1157635,1.1233121,1.1507282,0.94780415,0.870662,1.1766615,0.9254698,1.1863093,0.91649675,1.0398549,0.741039,0.7513067,1.1899049,1.1867378,0.8416623,0.7645134,1.1382787,1.0552596,0.9590731,1.0675037,1.0473523,1.037285,1.0552374,1.1502794,0.8721524,1.0273958,0.9897735,1.1045393,0.784185,0.98150414,0.94742167,0.9333506,0.96367466,1.0527395,0.79606307,0.791141,0.84525824,0.8620715,1.1384301,0.97046405,1.2596228,1.0625594,0.0,1.0733052,1.1456531,0.86970973,0.91050434,1.1169934,1.0836295,1.1476343,0.99716216,1.0099609,1.2066131,1.083521,1.0086849,0.88042825,0.7921293,0.81388867,1.0177265,1.1424176,1.153045,1.0138731,1.1153286,0.8576879,1.0617242,0.74886996,1.1148328,1.0785128,0.81027234,1.0512713,1.0817722,0.6992641,1.0259792,1.0195262,0.9783089,0.9307879,0.7392896,1.0588462,0.82901204,1.1460446,0.79151285,0.9219252,1.0773007,0.94992834,1.1587981,1.3028889,1.0869756,0.9888446,1.0640798,1.160834,1.005754,1.0969017,1.1342932,1.1335355,0.87396014,0.78160346,0.9455156,1.1246474,1.0637172,1.0571985,1.0685681,0.94020337,1.0258113,1.0027465,1.076271,0.9360538,1.1997437,1.0936166,1.2132446
melon,0.9838762,1.1658522,0.7738749,0.80292434,0.9936297,0.8721796,0.7983546,0.5967771,1.1186632,1.0786372,1.049922,1.1451203,1.2617571,1.1374784,0.7127275,0.92843103,1.2057978,0.95146,1.0869169,0.73703134,0.92073846,0.9651571,0.8983114,0.9489488,1.215386,1.2038555,0.8649508,1.1977067,1.1696111,0.7347284,1.0409565,1.215122,0.76300716,0.9971334,0.72354037,0.92818165,1.1120135,0.6330244,1.1589401,1.0870448,0.9904019,1.1757929,0.7477735,1.0489411,0.96795577,1.2309866,1.0587206,1.181659,0.99433076,0.7141961,1.0778217,1.1439712,1.1599051,1.1090801,0.9692172,1.1336865,1.2524482,0.6553597,1.1586287,0.9130068,1.2571132,0.8996059,0.62731034,1.1542958,0.716217,0.9272106,1.2010653,1.0809451,1.0963963,0.7095889,1.0990397,1.2422755,1.1295502,1.1585807,1.1541902,1.0733052,0.0,0.99474,0.69076455,1.0990387,1.047509,0.9598033,1.188115,1.201079,1.1068422,1.1597577,0.79248023,1.0108395,0.9227354,1.0738463,1.0553013,0.94798094,1.2269099,1.2494006,1.146118,0.617654,1.162692,1.2701383,0.58993006,1.0474467,0.82866347,1.1082766,1.0171216,0.49422687,1.0514753,1.1110442,1.0465596,1.0918641,1.19698,0.8584629,0.70690155,1.1207367,0.8428457,1.1240556,1.0683724,0.93105495,1.1119263,1.0477045,1.1238145,1.0932109,1.2259653,1.077346,0.9463982,0.78940654,0.67982066,1.2338398,0.942112,1.0548646,1.0666046,0.8748201,0.7205943,1.1919394,1.1747794,0.62679994,1.2037925,0.62771565,0.6381149,0.99639934,1.0610338,1.2143524,1.2884917,1.18512
milk,1.154856,0.8803888,1.0774761,1.3658319,1.078534,0.99809337,0.92984253,1.0374789,0.72444963,1.0458131,1.0011057,1.0351784,1.0746837,0.87670624,1.1222976,1.0433507,1.0784813,0.71680117,0.75380486,0.8596385,0.82251495,1.0794305,0.47153622,0.9564863,0.8177263,1.0291957,1.2464743,1.2019686,0.9379676,1.0072231,0.76817524,0.9751646,0.72700596,1.0501511,0.8953386,1.1723194,1.0129741,1.0898502,1.1059058,0.9190821,0.7257229,1.0915852,0.9246065,1.0407822,0.992556,0.97548354,0.9122787,0.84409565,1.034821,0.91672415,1.0873718,1.1504076,1.2275151,1.2658788,0.8517045,0.9202152,0.9634927,1.1185304,1.0848682,1.0278875,1.2264332,1.1456952,1.0293181,1.116115,1.0907742,1.1420754,1.1067832,1.0299629,1.1683959,0.5633874,1.2476679,1.0408759,0.86114013,0.9609199,1.1420114,1.1456531,0.99474,0.0,1.1069664,1.0006005,1.1615899,1.0301512,1.1125182,0.85370994,1.2103102,1.0929072,1.0427178,0.9819036,1.072292,1.2036114,1.2459505,0.811332,0.9496745,0.9843184,1.0295345,1.074559,0.98480344,1.1814473,1.027487,0.77006143,0.9292111,0.9583409,0.9647834,1.0843623,0.9473877,0.9325256,0.7265879,0.9586099,1.0350511,1.0054417,0.89366066,1.0793663,0.9415236,1.2275093,0.9832051,1.0884246,1.0457573,0.7915828,0.91636753,1.1384661,1.2251229,1.1108062,1.0842324,1.0732894,0.8264172,0.9175641,0.81571615,1.0401351,1.1905539,0.93901235,0.9670491,1.2067393,1.2630589,0.96010876,0.8536889,0.86038184,0.93660563,0.88676023,0.99310446,0.75463843,1.1082075,0.9191184
mitten,0.34343338,1.1823015,1.3737218,0.8963943,0.5023228,1.2332032,1.2412534,0.9585934,1.4156647,0.8426298,0.71140164,0.627865,1.5503986,0.8303876,0.3943935,1.101736,0.993698,0.97430295,1.5756832,1.3264011,0.80243856,1.4636694,1.3434677,1.0673814,1.5665517,1.5078785,0.8556193,0.98558277,0.8521856,0.5646709,1.43928,0.9867095,0.7934535,1.0819829,0.8836725,1.4252002,0.73954594,0.864473,1.643574,0.6497195,1.5116147,0.87176895,0.8760012,0.64661884,0.8110236,1.0771267,0.91474867,1.2056197,1.0143466,1.1695173,0.7383641,0.8038047,1.0738883,0.9938969,1.0080098,1.1009868,1.6656897,0.86822397,1.1571879,0.60697716,1.241015,0.13131797,0.99304396,0.71167374,0.65714717,0.5117488,1.3276316,0.9812149,0.5782761,0.9136034,0.48454165,1.5833695,0.8747667,1.4484103,1.3905487,0.86970973,0.69076455,1.1069664,0.0,0.8874711,1.0411565,1.470921,1.5176121,1.3104815,1.055032,1.4111863,1.3646082,0.64208746,1.1158359,0.45050913,0.5609915,0.7440609,1.6364014,1.6488329,1.400395,1.1564423,1.1945047,1.417159,0.7336382,1.1651528,1.2733709,1.1071043,1.0196602,0.9952077,0.52466035,1.0493246,0.8985975,0.8850557,1.2050838,0.74593616,0.6934047,0.9068853,1.1503612,0.5960355,0.72925705,0.800398,1.2941837,0.95355916,1.2580564,1.0657988,1.3598866,1.1103588,1.5404862,0.46576005,1.0491049,1.5588832,0.9881739,0.51937085,0.55784005,0.55840385,1.4254149,1.1579969,1.2826504,0.76989305,1.1086463,1.1418993,0.56902015,0.9575528,1.0318158,1.2089591,1.482968,1.1556623
motorcycle,0.8305416,1.099206,1.2593725,1.1290033,0.8852363,1.1925361,1.2212443,1.0585659,1.0492079,0.76902044,0.9624156,0.6582246,1.1408798,0.69343686,0.89615107,1.1526431,0.8682414,0.8869995,1.1542287,1.0978369,0.7538739,1.1874493,1.1156112,1.0603985,1.1531323,1.0525641,1.0368733,0.91660845,0.6212822,0.9708576,1.0973997,0.86245346,0.90280753,1.0044335,1.0455352,1.1511433,0.67214316,1.0872322,1.2343216,0.6408003,1.1617501,0.9035823,1.0629746,0.9030514,0.9784334,0.8721045,0.80265296,1.1128756,1.048736,1.2314378,0.8596464,0.9982775,1.2528048,1.1389122,0.942285,1.1457479,1.1814862,1.0731579,0.9917858,0.84580463,1.2171144,0.91933316,1.2156982,0.9701235,0.86499953,1.0260886,1.2086104,0.9649449,0.8768583,0.9801336,0.8225238,1.1564767,0.6335644,1.0650445,1.2345886,0.91050434,1.0990387,1.0006005,0.8874711,0.0,1.1959668,1.2346523,1.2497561,1.16931,1.2564895,1.3020884,1.2237614,0.75808084,1.1326488,0.79678595,0.8902816,0.792812,1.2181813,1.2103775,1.2673345,1.1781895,1.0642494,1.2203876,1.0211476,0.98768187,1.0981821,1.0175,1.1233535,1.1723691,0.76782733,1.0024053,0.90280384,0.95867074,1.1731751,0.9359758,0.94856876,0.97610295,1.0129728,0.84016967,0.93107194,1.0740463,1.2014525,0.923813,1.0072397,0.8721049,1.2082045,1.0224588,1.1802877,0.8895824,1.1031486,1.147781,0.9844499,0.7806419,0.8054487,0.67150646,1.1599652,1.2811933,1.2558839,1.1087837,1.0931485,1.1160586,0.7977968,0.90600276,0.82620645,0.94639534,1.2644,0.8677393
mouth,1.1222465,0.8902334,0.79793644,0.84932876,1.0083675,0.8747043,1.0096556,0.9657563,1.0964144,1.2641745,1.0555966,1.226964,0.9501575,1.2249637,1.0290955,0.9257742,1.092745,1.1090806,1.0781978,1.0492115,1.1807586,0.92127335,1.106499,1.0185577,1.0819707,1.0626209,0.847195,1.1179985,1.2032084,1.1240941,1.1854467,1.2008889,1.0934817,1.0742322,1.0716614,0.9034625,1.2311493,1.0021695,0.8297478,1.2017193,1.0063474,0.99182856,1.0629488,1.1487744,1.0834315,1.2364607,1.1581182,1.1583642,1.155115,0.8625438,0.9971179,0.83013755,0.49152184,1.004385,1.1497729,1.0098426,1.062544,1.0597272,0.92694736,1.0969282,0.56961644,1.0322304,0.7828107,0.85255915,0.9959901,0.8193344,0.87710917,0.9991965,0.9849185,1.1000615,0.98073524,1.0625209,1.2233756,1.1418719,0.8586099,1.1169934,1.047509,1.1615899,1.0411565,1.1959668,0.0,0.96028286,0.73885995,1.1020244,0.5163704,0.673138,0.968937,1.1415613,0.90844804,1.0570083,0.99364406,1.2014256,1.0078517,0.97268105,0.8661709,0.85558325,0.9979118,0.8580173,1.0897348,1.1937693,1.0771533,1.0071912,0.9176559,0.86067414,1.1448923,1.0380608,1.2408309,1.121008,0.82335347,1.0573107,1.041506,0.9019309,1.0433449,0.98462427,0.98319566,0.9613389,0.98485726,1.1614621,1.16692,1.1071216,0.73444223,1.0796602,0.96453696,1.0095828,1.0762125,1.0948368,1.0884521,1.0901971,0.9537683,1.1919777,0.9870427,0.52441573,0.42566514,0.88931024,1.1011057,1.0409513,1.1511629,1.110119,1.0693775,1.1808684,0.62988967,1.215221
muffin,1.4342427,0.8134955,0.43289614,0.89655095,1.3591747,0.51231617,0.5520922,0.9761479,0.8346748,1.389591,1.1985812,1.4785242,0.5882102,1.309547,1.4943396,0.68041915,1.0856377,1.2345794,0.5481805,0.71246773,1.3084878,0.3436612,0.7686644,1.0092678,0.67091876,0.7340381,0.9003581,1.0864539,1.3454994,1.2730559,0.67900807,1.3181318,1.109427,1.0162172,0.8517286,0.68620527,1.3435261,1.1096413,0.4902439,1.5084405,0.56242645,1.2546656,0.9488825,1.1971,1.0473704,1.2429084,1.1643826,0.97160906,0.7735282,0.5667997,1.2083122,1.1527201,0.73844886,0.8540848,1.156772,0.7221329,0.6635406,0.9898242,1.013614,1.3813438,0.82322323,1.4071819,0.806956,1.2678607,1.2290351,1.1975142,0.5841409,0.9632268,1.434409,1.1168749,1.4929843,0.75996536,1.3465247,0.7010103,0.7346868,1.0836295,0.9598033,1.0301512,1.470921,1.2346523,0.96028286,0.0,0.46160758,0.7729567,0.8332412,0.45425355,0.3705864,1.4820181,0.8635421,1.4791131,1.4589903,1.3571365,0.55304885,0.5563869,0.7425908,0.87774456,0.87873316,0.66753644,1.1536752,1.0599747,0.86534095,0.85277164,0.73131186,0.74116534,1.4678377,1.1708515,1.3841696,0.994829,0.80438304,1.2735358,1.0649451,1.2322062,0.9555784,1.4183253,1.1603189,1.0707389,0.8095679,1.1744817,0.9382526,1.2208217,0.5686601,0.99354774,0.44246435,1.292043,0.8423928,0.738203,1.0897431,1.3111861,1.4553457,1.5001357,0.46847045,0.6249298,0.7695856,1.1159577,0.89731985,0.6821418,1.4532096,1.147255,1.1213307,1.12268,0.6159774,1.0803974
nail,1.4948094,0.8822582,0.37119025,0.99817896,1.3941491,0.42972654,0.6136091,1.1553677,0.88611066,1.3755655,1.1848986,1.454988,0.36221707,1.3750863,1.4425263,0.9030249,1.0123614,1.2311683,0.29093647,0.6534897,1.4280007,0.4702447,0.71353966,1.1237433,0.51078004,0.5270607,1.060703,1.0674051,1.3649142,1.3642361,0.6793998,1.284465,1.1701839,1.0314121,1.1390263,0.6724791,1.3892521,1.2902625,0.1454519,1.5239432,0.3612032,1.1827599,1.070313,1.3246578,1.1724095,1.2245922,1.2761699,0.9887657,1.0661529,0.65345764,1.2263074,1.1229087,0.58394516,0.7275625,1.2005241,0.89028156,0.5143874,1.1555539,0.8647281,1.425432,0.5815616,1.4105794,0.71553177,1.1845077,1.3681438,1.2208632,0.34107494,1.1074312,1.3768982,1.2332847,1.39535,0.6249932,1.4214119,0.5829802,0.6439778,1.1476343,1.188115,1.1125182,1.5176121,1.2497561,0.73885995,0.46160758,0.0,0.7028269,0.76444006,0.38660783,0.53023446,1.4752219,0.9347944,1.3737867,1.4197571,1.401629,0.27092654,0.23415232,0.48046523,0.99362296,0.9419813,0.4425735,1.329674,1.0416667,0.8919598,1.017589,0.8611779,0.8987123,1.4611984,1.0269958,1.4048295,0.9998239,0.8005302,1.2791253,1.2270398,1.1226931,1.0669831,1.331154,1.1990758,1.0807623,0.71508193,1.2078271,0.7538612,1.1382781,0.3584662,1.032241,0.26964712,1.3545556,1.0058253,0.66168064,1.184354,1.3141377,1.3578687,1.4543364,0.5307893,0.43300116,0.32538152,1.1386163,0.8429574,0.75739014,1.5546255,1.1985909,1.1335012,1.0313873,0.3796335,1.1189004
napkin,1.2411726,0.88736033,0.8733772,1.0872095,1.3297899,0.87747,0.8979062,1.0118247,0.5632266,1.1874036,1.2214471,1.1884193,0.61884964,0.9719701,1.2922797,0.9038304,0.6204699,1.0573397,0.61799186,0.757423,1.1087996,0.6716781,0.63409084,0.96265805,0.4293394,0.64858675,1.0589974,1.1001855,0.9591289,1.0076878,0.697082,1.1860037,1.1882578,0.9839397,1.1635813,0.7617106,1.0804718,1.0457655,0.5681792,1.2696888,0.59505326,1.1316037,1.1341841,1.1641724,1.0905544,1.1160178,1.0213896,0.7177645,0.96592146,1.0179238,1.314905,1.4513972,0.94399464,0.75863445,1.1180793,0.7621414,0.34951472,1.1436338,0.8353935,1.3348217,0.9966487,1.1550648,1.0070374,1.5133203,1.4232135,1.3019812,0.74774563,1.0671929,1.3373722,1.0872788,1.3684624,0.40247184,1.1692483,0.65855026,0.6620563,0.99716216,1.201079,0.85370994,1.3104815,1.16931,1.1020244,0.7729567,0.7028269,0.0,0.86259556,0.79172206,0.878451,1.2853073,0.793002,1.404249,1.2761003,1.1408885,0.4551944,0.47658634,0.5961311,0.96366644,0.7269647,0.42472363,1.2942019,0.9621527,0.81252015,0.94404656,1.0160886,1.0566523,0.9815363,0.83005756,1.2098526,0.92276084,0.92784685,1.0789301,1.27966,1.2927735,0.86945987,1.4293398,0.9366088,1.0091877,0.4000486,1.137286,0.645081,1.1252232,0.5647575,1.0398295,0.7774877,1.1751444,1.0702275,0.39530796,0.97188556,1.3617841,1.4790434,1.4666889,0.7523237,0.86833626,0.8430021,1.0715706,0.08060533,0.9407092,1.3400377,1.184414,1.0981491,0.72325146,0.71245855,1.0957761
necklace,1.188801,0.6140841,0.94763803,0.7936232,0.9032832,0.96410066,1.1359389,0.89737076,1.1428072,1.2933164,1.166786,1.3127677,0.9606143,1.2556597,1.0496777,0.8449584,1.1439967,1.2701375,1.0870308,1.2266761,1.2696092,0.910959,1.194872,1.0410386,1.0043103,1.2184248,0.76692826,1.0994318,1.0992568,1.1100254,1.1836013,1.2158006,1.2083802,1.0356148,1.187175,0.917581,1.2605007,0.92765033,0.81840414,1.3311872,1.0842661,0.9577918,1.1367435,1.2975379,1.1940639,1.219379,1.1990062,0.9709369,0.93307483,0.97865576,1.0294497,1.0258187,0.3440987,0.97453904,1.252526,0.6775885,0.8783824,1.1467377,0.9536089,1.1214551,0.475626,0.9909761,0.9097484,0.96427083,1.1843121,0.6747242,0.8277273,1.0242844,0.9224922,1.2263339,0.99227625,0.8332675,1.1994083,0.97863,0.7130069,1.0099609,1.1068422,1.2103102,1.055032,1.2564895,0.5163704,0.8332412,0.76444006,0.86259556,0.0,0.48898,1.057628,1.1917378,0.7912679,1.1357683,0.90804684,1.2160532,0.9050194,0.88085663,0.68362236,0.8847605,1.0196022,0.77388346,1.1985843,1.2672219,1.1224611,1.0178189,0.69656134,0.87819046,1.10108,1.0995165,1.3535115,1.0759412,0.7163312,1.0230173,1.1167219,0.95484096,0.90064585,0.9737189,1.0119973,0.87595356,0.7254879,1.1546644,1.2217993,1.1534063,0.657868,1.108953,0.97743696,0.9552065,1.1488789,0.8485776,0.9573056,1.1066775,1.0021486,1.3437059,1.1023088,0.32562566,0.4723338,0.82703185,0.8969486,1.2193317,1.316906,1.1842918,1.1193357,1.1262867,0.44494903,1.2556577
