,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,frog,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
closet,1.1908745,1.3133568,0.8701111,1.2852052,1.3371886,1.042684,0.89871764,0.6703461,0.48573333,1.3376307,0.6564508,0.88978225,1.2506185,0.8172846,0.81611943,0.9612243,1.3078725,1.321202,0.805796,1.2304324,1.0826328,1.1663706,1.1228577,1.2045102,0.9447003,1.0193828,0.799936,1.2554435,0.0,1.0607936,0.51996785,0.9928411,1.4206325,0.6312957,1.3242381,1.210388,1.149475,0.633731,0.9961025,0.87626433,1.0995952,1.0629203,0.87761486,0.8151124,1.2042508,1.3683702,1.1614053,1.2712898,1.2610766,1.24311,1.3154428,0.8318889,1.2747613,0.786979,0.99216646,1.3440464,1.1775632,0.9627314,0.6333938,0.95407563,0.96989405,0.8119553,1.0529908,1.1264235,1.1132,1.0632002,1.0984313,1.0823814,1.2405986,1.2026588,1.3707145,1.2759123,0.7122268,0.94250596,0.61857456,0.7843421,0.87394834,1.3964542,1.3744638,1.0652072,0.8067454,1.0885305,1.3384005,1.0655063,1.2536489,0.9856754,1.2521693,0.499164,1.0407465,1.1646186,1.0771794,1.0909461,0.7589601,1.1531694,1.1379144,0.9118246,0.63717276,0.9745757,0.7120968,1.3400056,0.8064308,1.1631205,1.1061914,1.40866,0.8968921,0.8737844,0.8555665,0.80772537,0.8647314,0.5047064,1.3818195,1.2373818,1.1580492,1.0247002,1.2054377,1.2380512,0.9478146,0.7186349,0.95322615,0.6705247,1.2474921,0.6664315
comb,1.0872871,1.2741643,0.757144,1.238923,1.2901024,0.93929803,1.0509143,0.84078056,0.8230101,1.1574373,1.0425333,0.6618765,1.2607405,0.81976366,0.8216851,0.93375707,1.316731,1.2574875,0.9776678,1.0912614,1.0324651,1.3811613,1.3767302,1.2554109,0.8405819,1.1011626,1.250963,1.1574153,1.0607936,0.0,0.90412784,1.0467072,1.1834747,0.9219547,1.3556623,1.3081174,1.3731678,1.1161715,1.0029016,0.985412,1.0972121,0.9960221,0.78757715,0.89179707,0.89628386,1.1494135,1.391495,0.93709093,1.1551609,1.0581837,0.94777524,0.80460197,1.0343627,0.874711,0.65908676,1.3380411,1.0504179,0.8505037,0.7487462,0.9592569,0.7593978,1.2198647,1.5398426,0.80677754,1.2764366,0.88852304,1.2371333,1.3081266,1.0352528,1.1613134,1.133305,1.2308285,1.2581619,0.83103335,0.7264195,0.7726334,0.9075888,1.1422778,1.181716,0.8471154,1.0702504,1.318572,1.3141246,1.1032909,1.1486804,0.99481386,1.2328142,1.041584,0.7857442,1.2023022,1.124225,0.8724617,0.70087993,0.7279897,0.9605545,0.7893194,0.8969853,1.0629778,0.9444432,1.0710579,0.9548844,1.2442046,0.72104514,1.1402118,0.81696707,0.9709058,1.0517123,0.74756294,0.9019404,0.82659996,1.3151281,0.9505073,0.8265061,0.84878373,1.2623266,1.2251021,0.9560118,0.97165424,0.74385655,1.0297883,0.9988035,1.2233598
couch,0.9400368,1.4844114,0.7733409,1.4622656,1.4466387,1.0535841,0.9279067,0.5357487,0.4217037,1.3802884,0.28180194,0.70635766,1.4152414,0.7180499,0.7476046,0.9355645,1.492825,1.4540044,0.77366674,1.2650177,1.1369013,1.3089364,1.0327786,1.1661828,0.8935703,0.9389289,0.51534665,1.3307633,0.51996785,0.90412784,0.0,1.066523,1.5783693,0.5045636,1.5108782,1.0495642,1.1119633,0.632756,0.9125385,0.70416975,1.0721878,1.0784639,0.9699907,0.7966298,1.3029829,1.4348947,1.3282304,1.3068414,1.384925,1.3304439,1.2520733,0.75748587,1.4005373,0.76370436,0.9607955,1.4278647,1.1418712,0.97271127,0.33790243,0.7936821,0.8624805,0.93952507,1.2647301,1.1536716,1.158104,0.89386517,1.2170597,1.1572905,1.3206393,1.1308377,1.4327025,1.4269916,0.789699,0.86775124,0.40833378,0.59862673,0.85146475,1.4536415,1.4853052,1.1022925,0.53012514,1.1885558,1.4447807,1.0261906,1.3963993,0.8272412,1.3571112,0.5034933,0.9797093,1.3036067,0.8790399,1.0870657,0.5391081,1.1423273,0.9456696,0.8534154,0.729336,0.9128685,0.55762607,1.3439744,0.7990117,1.3508534,1.1237622,1.3302485,0.9895817,0.8636756,0.6727692,0.53468287,0.9298203,0.43320525,1.5494039,1.3356432,1.1332104,1.0015019,1.1669933,1.3562789,0.9013807,0.8234884,0.9118274,0.56015795,1.3269514,0.73977196
cracker,1.0977407,1.0139884,1.0095369,1.0816354,0.997437,0.6836011,0.89236134,1.026417,0.9589172,1.1303737,0.96425176,1.0712264,1.1571568,0.9450756,1.0697919,0.7286954,1.0235486,0.9706441,0.79219544,1.0353304,1.041037,0.96248233,1.0830313,1.0777053,0.8778282,1.2505971,1.1262704,1.1587113,0.9928411,1.0467072,1.066523,0.0,1.0371946,0.9355375,0.9409548,1.0141124,0.9200769,1.0379224,0.79541856,1.0524974,1.1900823,0.79888415,1.0865612,0.9750779,1.0751436,1.0580918,0.96345556,1.1094195,0.8833934,1.1501288,1.1278062,1.0632617,0.61805904,1.0756704,0.94581157,1.084608,1.1597254,1.0220975,1.1275445,1.1665745,0.98353195,1.0514174,1.0499172,0.8740206,1.0793946,0.9534818,1.0092365,0.9206086,1.0741973,0.9700054,1.1762047,0.8403845,0.9063711,1.1684151,1.0820668,1.1433332,0.8621124,1.1779897,1.1554528,0.86879504,1.0374774,1.084371,0.8316127,0.9916488,0.96083593,1.0524944,1.1579498,1.0178235,1.0653466,1.2200636,1.0776876,0.9197567,1.1273291,0.97786266,1.1183542,1.0568494,1.0039368,1.0314258,0.9575755,1.1466811,1.1780987,0.994325,0.9534799,1.1390569,1.1307495,0.98867255,1.0649059,1.0619425,1.1090214,0.90007687,0.85998654,1.0702038,0.9516409,0.77665204,1.0979726,0.5438653,0.5530627,1.0906905,0.95074475,1.0656023,1.1639855,1.0353912
crayon,0.79955536,0.46340036,1.2962077,0.5627574,0.65956014,1.0810041,1.3203866,1.4312038,1.5844097,0.20927739,1.4449819,1.3612325,0.32399762,1.3550968,1.3957546,1.146961,0.21382844,0.45749915,1.34409,0.78112245,0.9662113,0.6601577,0.804264,0.76735497,1.1518252,1.0403645,1.2128583,0.44864738,1.4206325,1.1834747,1.5783693,1.0371946,0.0,1.5445745,0.20819259,0.9494368,1.0317582,1.3330746,0.99132204,1.3719225,0.97375464,1.1081347,1.2205129,1.2792978,0.5645549,0.39913,0.72565347,0.6663901,0.70555544,0.38776827,0.7960719,1.3538703,0.52684987,1.2631537,1.1810787,0.45276082,0.7236413,1.2154627,1.5567605,1.2794361,1.1104714,1.1606362,0.60039145,1.0150594,0.810546,1.3561127,0.7359823,0.8653538,0.35041618,0.71266747,0.25063348,0.59449774,1.2108841,1.1569089,1.5919236,1.4178832,1.2622844,0.16591012,0.12395513,1.0715309,1.2182467,0.8614572,0.41515982,1.1629361,0.8695943,1.1505907,0.34029984,1.4797142,1.2247945,0.7713456,1.221662,0.889172,1.5409306,1.0120956,1.0894992,1.2632942,1.21733,0.8692502,1.4610001,0.33762968,1.2536203,0.4208572,1.1167291,0.51627696,1.318596,1.2087258,1.2461855,1.4599751,1.2749904,1.6063813,0.25322556,0.55676675,0.9225781,1.0417014,0.63726217,0.6828886,1.2624481,1.3485868,1.2099346,1.4033427,0.3140443,1.2617573
crib,1.0584946,1.4375975,0.6520235,1.4182265,1.3715596,0.98138803,0.5615373,0.654217,0.11233759,1.4108112,0.7275805,0.87074196,1.3609004,0.7468076,0.69829893,0.6836697,1.4662375,1.3377414,0.38108015,1.1956567,1.1325513,1.1120471,1.1728096,1.2576839,0.92338145,0.9806771,0.9178108,1.3282936,0.6312957,0.9219547,0.5045636,0.9355375,1.5445745,0.0,1.4436722,1.1785423,0.91802603,0.8042723,0.8513955,0.8580805,1.2204871,1.1159757,0.8549513,0.8215244,1.3843211,1.4348991,1.1817368,1.4099764,1.174083,1.4357157,1.3909651,0.7149992,1.2206717,0.8913133,1.0025517,1.4408588,1.1030788,0.8999554,0.5004866,0.97709,0.9967723,0.98404765,1.344614,1.1304847,1.3026106,0.8472791,1.2297798,1.1358917,1.4011023,1.2378236,1.5057719,1.3298035,0.87468266,0.7772143,0.56353176,0.79000247,0.80395746,1.4699309,1.4932641,1.151209,0.746739,1.1640787,1.3325253,1.0217642,1.3320749,0.91572756,1.3641585,0.68401015,0.93564755,1.2402898,0.91218275,0.9568496,0.65261483,1.2406862,1.1055615,0.9488726,0.7962731,0.9755827,0.5923116,1.5090765,0.70148593,1.2446493,1.2031481,1.3811003,0.7800907,0.86248666,0.9281379,0.65536004,0.87998813,0.37183768,1.4510106,1.4823251,1.1122231,0.94802415,1.3288057,1.0626318,0.5558707,0.7960267,0.6766238,0.7629415,1.4063511,0.915339
cup,0.929509,0.38431925,1.3621185,0.456303,0.54346794,1.068555,1.1962458,1.3915595,1.523118,0.32227105,1.4483926,1.398253,0.38083446,1.3915961,1.3919088,1.0774708,0.10399628,0.28125197,1.2041681,0.8348479,1.139602,0.380679,0.6283189,0.6905598,1.332753,1.0333487,1.0974723,0.58249176,1.3242381,1.3556623,1.5108782,0.9409548,0.20819259,1.4436722,0.0,0.8600614,0.9025114,1.2361231,0.96608347,1.3160088,1.0121579,0.97313136,1.231647,1.2469906,0.72013026,0.56288385,0.64216065,0.8132157,0.76618737,0.5147362,0.8078477,1.380439,0.5193913,1.2546554,1.2330124,0.28103888,0.71300113,1.364461,1.5389497,1.2698892,1.3482141,1.1849461,0.39093626,1.0459646,0.75136095,1.2980204,0.81460196,0.7046673,0.44949675,0.71209866,0.37556493,0.5782748,1.0071342,1.2274923,1.5659217,1.435729,1.1720349,0.40683222,0.27645707,1.0619134,1.1784412,0.8021883,0.2686131,1.0832219,0.8172543,1.1022742,0.31946468,1.3351986,1.2651381,0.75766623,1.1752936,1.1048225,1.4917066,1.0362985,1.0728602,1.4525952,1.2515665,0.69990885,1.4702506,0.42951638,1.2445971,0.3884095,1.1106439,0.6394763,1.3098142,1.3020704,1.1465406,1.448514,1.3503716,1.5098298,0.19017869,0.6618867,0.9707898,1.1941577,0.6504421,0.56952107,1.091845,1.3571951,1.1942775,1.3789479,0.46641475,1.1927725
dog,0.66341794,0.7694758,1.2818089,0.7187889,0.7815683,1.0750158,0.9688076,1.3003389,1.1860075,0.9479323,0.91120887,1.2343357,0.79072833,0.9173341,1.2055131,1.0494629,0.80241,0.8768705,1.1536754,0.8184986,1.0578445,0.7775862,0.8220396,0.65087175,1.228254,0.941223,0.9145384,0.97658575,1.210388,1.3081174,1.0495642,1.0141124,0.9494368,1.1785423,0.8600614,0.0,0.63883805,1.2122362,1.1398708,1.0810395,1.0680101,1.0502775,1.1973673,1.1387776,1.1069579,0.76884276,0.6828442,0.8825463,0.6815436,1.0702251,0.6319958,0.9937676,0.9810382,1.2118418,1.186766,0.69565934,0.97189957,1.1104078,1.1168691,0.9291359,1.2345046,1.0662134,0.8485922,1.0961407,0.88856673,0.86212635,0.9438155,0.6647625,1.154721,0.7611952,0.9907993,0.84846646,1.0556535,1.0615647,1.2134244,1.1813647,1.1183511,1.0010147,0.9676795,1.1340578,0.82630837,0.7469816,0.8736049,0.46264648,0.7764383,0.89492047,0.94861263,1.2929442,1.0542892,0.78509706,0.91376805,1.0284064,1.2497567,0.7744755,0.8289621,1.1091347,1.3146766,1.1717446,0.9145149,0.9246291,1.0614934,0.9753429,0.7766638,0.891428,1.0766181,1.0638348,0.9465993,1.1423829,1.106179,1.1990641,0.82034045,0.97372425,1.0406141,1.1807301,0.7621611,0.63112384,1.0654331,1.1463464,1.1307462,1.1544147,1.1745266,1.1094102
doll,0.77209914,0.96607065,1.2009808,0.98278266,0.8187106,1.0283685,0.79857916,1.3408368,1.0761757,1.0551465,1.0612959,1.0971595,1.0136067,1.1417223,1.2287656,0.9448627,0.85758495,1.0340645,1.0155495,0.8654473,0.9462117,0.82923234,0.87095964,0.803649,1.2091353,1.0125048,0.8953254,0.98807424,1.149475,1.3731678,1.1119633,0.9200769,1.0317582,0.91802603,0.9025114,0.63883805,0.0,1.1144375,0.99570155,0.805799,0.9464726,0.9298216,1.3195558,1.0597194,1.0872945,1.0340949,0.46045482,0.9674355,0.787236,1.0483463,0.7061225,1.2848257,0.9195057,1.0647974,1.10675,0.7175583,0.8785253,1.2246878,1.0232577,0.88282543,1.3723559,0.89719236,0.78427184,1.1390023,1.0207413,0.4503178,0.9227965,0.64618754,1.1095684,0.7754495,0.9107455,0.8883521,0.89078206,1.0443518,1.0553182,1.0819039,1.0837306,1.0422468,1.0956656,1.110447,0.90029913,0.7210979,0.9328379,0.7820244,0.8463729,0.79750127,1.0425576,1.1597234,1.1152916,0.7393454,0.37801677,1.1212144,1.1115533,0.944558,0.8074805,1.2528121,1.2442875,1.2606591,1.0514773,0.9457654,1.082159,0.9605315,1.0545634,0.86629355,1.1497135,1.0833517,0.9485037,0.92284197,1.1573795,1.1254787,0.86434484,1.058291,0.9519628,1.1349239,0.7084483,0.6935588,0.90289164,1.2145362,1.053956,1.0702125,1.1457083,1.1329453
door,1.1127439,1.3456379,0.78936386,1.4065987,1.2684777,1.1627004,1.0838948,0.39172077,0.8282951,1.2365149,0.67273176,0.89149654,1.2502769,1.0745214,0.9886744,1.012184,1.2851366,1.2579261,0.943854,1.2035793,0.911232,1.1803937,0.8670069,1.1172893,0.95671743,0.8336739,0.6539803,1.1504774,0.633731,1.1161715,0.632756,1.0379224,1.3330746,0.8042723,1.2361231,1.2122362,1.1144375,0.0,0.6581805,0.75141734,0.97075546,1.0703827,0.9143154,0.9683228,1.1855934,1.3579353,1.2343073,1.1709212,1.2972558,1.2424374,1.273882,1.0285482,1.3132452,0.9036355,1.024985,1.3309832,1.0335494,1.0890653,0.76707035,0.85188735,0.98562646,0.69862,0.9076224,1.165144,0.90946186,1.0649507,0.937732,1.1083497,1.1611977,0.9906512,1.2055273,1.3212097,0.51447064,1.0136093,0.7759705,0.6859487,0.82709587,1.2292386,1.2677958,1.1147622,0.97663176,1.0626217,1.2133365,1.1150197,1.3654132,0.9636475,1.1198817,0.23680836,1.1130731,1.1611581,0.837637,1.1614127,0.7793266,1.2109147,0.98862517,1.0252199,0.36944342,0.8722763,0.90377074,1.2394681,0.9173059,1.2102268,1.172879,1.1618907,1.0727187,1.0200361,0.7240592,0.8198861,0.9634518,0.78189474,1.2998018,1.237126,0.9887809,1.011122,1.0206183,1.3765676,1.0287905,0.923084,0.82454777,0.63731873,1.1904604,0.47767854
drawer,0.9433168,1.2345202,0.83585936,1.3099849,1.1819847,1.0000447,1.01336,0.7870646,0.9087182,1.0235326,0.9641764,0.9309169,1.2011888,1.149931,1.1269044,0.5806358,1.0957944,0.9865968,0.806166,1.026402,1.045282,1.0202501,0.958242,1.0578872,0.9939902,1.1180885,0.8434973,0.9309237,0.9961025,1.0029016,0.9125385,0.79541856,0.99132204,0.8513955,0.96608347,1.1398708,0.99570155,0.6581805,0.0,0.96557385,1.0570693,0.9855788,1.1131418,1.062157,0.9944162,1.202626,1.1483604,1.032682,1.006663,1.0763514,1.1115673,1.266715,0.88129175,1.038687,0.9391234,1.1439077,1.0741233,1.1516002,1.05617,1.0914183,1.0706472,0.9655491,0.9669946,1.0342734,1.0161518,1.0233843,1.0116218,1.0505197,1.012788,0.78898364,1.064565,1.0752068,0.542632,1.1781468,1.0474391,0.9419791,0.626484,0.9192689,1.0777721,1.0195425,0.8344493,1.1279653,0.8980137,1.0202131,1.2792164,0.8971833,0.9627686,0.62810785,1.1978152,1.2102643,0.95679474,0.93897533,1.043924,1.004229,1.0450826,1.1721191,0.76178175,0.77005935,1.1819589,0.9925376,1.0949236,1.0828822,1.1488534,1.0336821,1.2374207,1.0627878,0.83902836,1.0061823,1.2622145,0.88926303,0.9376832,1.0746617,0.8429507,0.8763841,0.924159,0.9212213,0.7055666,1.237547,0.61788464,0.87387,1.0298275,0.9278604
dress,0.93869436,1.3311049,0.74539864,1.3834876,1.2311181,0.86474127,1.0664136,0.86191344,0.84708565,1.3610868,0.81983984,0.3739,1.3339071,0.92015195,0.8858738,1.0205086,1.3010782,1.4335837,0.92888206,1.2289525,1.1190506,1.2619094,1.0324025,1.1519649,0.88059634,0.99567544,0.85852396,1.3078599,0.87626433,0.985412,0.70416975,1.0524974,1.3719225,0.8580805,1.3160088,1.0810395,0.805799,0.75141734,0.96557385,0.0,0.80854887,1.0098685,1.0688152,0.87093127,1.0606025,1.3269445,1.1912163,1.0305547,1.2747765,1.2151151,0.9639928,1.0233928,1.2287192,0.73018557,0.8601874,1.3165652,1.0053126,1.1297567,0.65987366,0.5444329,1.0157996,1.0118241,1.2400844,1.057065,0.99930966,0.6001019,1.1439663,1.1220903,1.2019446,1.0247307,1.1878605,1.2018961,0.9002943,0.97835606,0.45022488,0.46479332,0.9689319,1.3689014,1.3857809,1.0612438,0.9340008,1.1403669,1.3836488,0.96140957,1.2606363,0.9369901,1.3246899,0.7120557,1.0314902,1.1743559,0.6100892,1.2227907,0.3968073,0.9772239,0.7482194,1.009399,0.8816021,1.147925,0.83726805,1.1772897,0.9367529,1.2474916,0.97708815,1.264441,1.0918003,0.9572246,0.8800899,0.386999,1.0878248,0.8072592,1.2905343,1.0841931,0.9031975,0.9529182,0.97936285,1.2339635,0.98639673,1.0436503,0.93701303,0.8813249,1.200251,0.96242994
ear,0.9698722,1.0681635,1.0299156,1.1242152,1.001777,1.1005664,1.1423653,1.1042804,1.2435367,1.0811809,1.102784,0.8740012,1.0866079,1.164072,1.1708488,1.1676276,1.0197319,1.1266806,1.1334782,1.0107689,1.0610411,1.1951785,0.89412916,1.0244498,1.0025303,0.7858695,0.9166124,0.9544275,1.0995952,1.0972121,1.0721878,1.1900823,0.97375464,1.2204871,1.0121579,1.0680101,0.9464726,0.97075546,1.0570693,0.80854887,0.0,0.8710623,1.096085,0.96303344,0.68074614,1.0438423,1.0828822,0.6653969,1.048562,0.6802793,0.7602663,1.1683968,1.0440441,0.75754035,0.79218215,0.9057751,0.81434894,1.2452306,1.0652455,0.86906046,1.0842445,1.0161469,0.9288966,1.0517532,0.81063104,0.8770883,1.037777,1.0110987,0.76190954,0.954871,0.7555475,1.058365,0.991261,0.968337,0.9642243,0.9060084,1.1081822,0.94840133,0.9843033,0.9184602,1.0545233,1.0343238,1.0628132,1.0115333,1.0261914,1.0576911,1.0287583,0.9962973,1.0729102,0.85773355,0.8126283,1.1595447,0.945865,0.9279479,0.92933375,1.1395488,1.1344517,1.073204,1.1436551,0.6685142,0.93790424,1.0373409,0.9939131,0.8551104,1.1396581,1.0954037,1.0159451,0.9634594,1.1163889,1.1654229,1.0410597,0.6252056,0.9285025,1.1151631,0.8551055,1.2157052,1.1796705,1.1691383,1.1267413,1.0394875,0.7298485,0.9723732
egg,1.1397254,0.92465866,0.96440774,0.97439766,0.7003356,0.70266044,1.0782273,1.0710835,1.1429535,1.1904119,1.070984,0.86521035,1.2671641,1.0930196,1.073002,0.94571215,1.0281308,0.9293282,0.948694,0.99461716,1.1741365,1.0522468,1.1153214,1.1752416,0.7411443,1.0764496,1.131149,1.1118649,1.0629203,0.9960221,1.0784639,0.79888415,1.1081347,1.1159757,0.97313136,1.0502775,0.9298216,1.0703827,0.9855788,1.0098685,0.8710623,0.0,1.0958254,1.0169345,0.7730582,1.0346394,1.1079235,0.9506071,0.97473466,1.0660056,0.84100884,1.1343566,0.6355331,0.9924413,0.61937004,0.95986056,1.1456465,1.1750336,1.049789,0.9974187,0.90198344,1.2387724,1.0614566,0.8320336,1.0137942,0.756567,1.1606379,1.0294387,0.90549016,0.99321306,1.0622706,0.8784345,1.0632579,1.1199447,0.98922706,1.0267789,0.85351306,1.1651169,1.2214253,0.63113725,1.0204147,1.0844146,0.9382995,0.96491456,0.87390286,0.98113525,1.1480143,1.0443244,1.0531782,1.0877619,0.890988,1.0549122,1.0131507,0.86365974,1.0266215,1.0363545,1.1202303,0.93691105,1.0402468,0.9363706,1.148709,1.155275,0.9246659,1.0392128,1.1129814,0.93812287,1.0106597,1.044081,1.1622746,1.0213711,1.0071005,0.78776336,0.9085407,0.7268234,1.0679873,0.9123472,0.81141543,1.1481277,1.2163202,0.99745625,1.0843236,1.0676125
elephant,1.1946859,1.1505873,0.8801309,1.08706,1.1107053,1.0710975,0.970771,0.7397375,0.7946232,1.1094364,1.0289196,0.955342,1.0792651,0.8593261,0.8738414,1.0346379,1.1932824,1.0992824,1.0575025,1.1036583,1.0162026,1.163095,1.1482248,1.1023253,0.97314113,0.76139736,1.1098347,1.0802188,0.87761486,0.78757715,0.9699907,1.0865612,1.2205129,0.8549513,1.231647,1.1973673,1.3195558,0.9143154,1.1131418,1.0688152,1.096085,1.0958254,0.0,0.9460913,1.1591587,1.1091696,1.1627204,1.1693838,1.0685215,1.1340497,1.1644919,0.8797803,1.1317325,0.99491435,1.0808871,1.17339,1.0697488,0.9328817,0.8535021,1.0892966,0.9079555,1.0101782,1.1169665,1.0378447,1.0290325,1.1516964,1.0487169,1.2132411,1.1330286,1.0944649,1.1633904,1.161458,1.0723622,0.6537949,0.85526764,0.9184083,0.8516084,1.1331669,1.0753281,1.0643413,0.99736834,1.087152,1.1255996,1.0955379,1.0759804,1.1354681,1.0129703,0.8916477,0.8291608,1.0981677,1.1625009,0.99556816,0.85266906,1.036275,1.0376697,0.9674372,0.8741929,0.9639234,0.96535814,1.1999165,0.6451249,1.0697695,0.9597566,1.07778,0.80399084,0.98476976,1.0917885,0.97476,0.9113288,0.8922864,1.2537211,1.1878109,1.1167037,1.0180743,1.0888216,1.2741249,1.0687368,0.86258674,0.9311726,1.0341111,1.0957478,0.8767153
face,1.1055435,1.1489465,0.87779933,1.1216977,1.1553782,0.9083413,1.0359551,0.8993533,0.79151565,1.2134818,0.88504016,0.84586716,1.191635,0.95753574,0.8221508,0.9851749,1.2220664,1.2228295,0.9329356,1.1112611,1.1880369,1.1935716,1.233187,1.1028448,0.8979876,1.1078869,1.0710648,1.1409262,0.8151124,0.89179707,0.7966298,0.9750779,1.2792978,0.8215244,1.2469906,1.1387776,1.0597194,0.9683228,1.062157,0.87093127,0.96303344,1.0169345,0.9460913,0.0,1.0511875,1.1711465,1.0436532,1.2442609,1.1156288,0.96314377,1.2465765,0.85692817,1.1411453,0.27957213,0.85560167,1.144059,1.0233164,0.9187781,0.85971105,0.9558587,0.90999573,1.103447,1.1894919,1.0175228,1.2031313,0.94330466,1.1444854,1.0801812,1.0568703,1.3981233,1.244372,1.0839236,1.0169852,1.0276953,0.7651281,0.8539315,0.9707793,1.2727239,1.2188878,1.006558,1.1412445,1.1030604,1.2225901,1.0044147,1.0726887,0.99671465,1.1519974,0.8799818,1.0013705,1.0735958,1.0529531,0.96731603,0.6664808,1.1171849,1.1735722,0.90629923,0.9917713,0.9988095,0.9424154,1.1658741,0.97200066,1.1529435,1.0635544,1.2732527,0.9908431,1.0029094,0.9703619,0.6465553,0.98555726,0.7670964,1.2295536,1.0405601,1.1793017,0.98978776,1.391446,1.0989428,0.93134123,0.8201102,0.93730056,0.8822377,1.0714177,0.90319365
finger,0.9127559,0.83860373,0.9957974,0.9503273,0.8904669,0.9259523,1.3311827,1.3033652,1.3772775,0.78407454,1.2981427,0.9041454,0.8776219,1.2604922,1.3345807,1.1518962,0.7683761,0.9005264,1.2880279,0.9124019,1.1862378,1.1168977,1.0398718,1.1510681,0.98713905,1.1497298,1.1976671,0.77268517,1.2042508,0.89628386,1.3029829,1.0751436,0.5645549,1.3843211,0.72013026,1.1069579,1.0872945,1.1855934,0.9944162,1.0606025,0.68074614,0.7730582,1.1591587,1.0511875,0.0,0.7730276,1.1225325,0.40437788,0.91242063,0.49084854,0.4983883,1.2348232,0.6660678,0.89695334,0.42526627,0.82209384,0.77929366,1.3087564,1.3012369,1.0546789,1.072735,1.2647614,0.96886486,0.8785105,0.95269746,0.8983745,1.1131215,1.1129546,0.37554932,0.87960714,0.501451,0.86093456,1.1955581,1.1618761,1.1484785,1.0010521,1.1493661,0.6209401,0.6628958,0.7135374,1.1458969,1.0590159,0.8927275,1.1014941,1.0081774,1.1842122,0.77756476,1.3021301,1.0804044,0.90550506,1.1092952,1.1589415,1.1476561,0.8078866,0.94463664,1.2075207,1.1414438,1.0338838,1.364437,0.34162188,1.2308089,0.87961185,0.77500045,0.69653183,1.298841,1.1950406,1.1423085,1.1482289,1.2933633,1.357741,0.73164713,0.097228944,0.92196685,1.0909718,0.84456044,1.0183674,1.1807306,1.2866591,1.1985921,1.3041334,0.42523575,1.1647892
fish,0.8269816,0.46611553,1.2275848,0.57498753,0.7258593,1.0069331,1.2557203,1.355703,1.4916706,0.4563579,1.2666435,1.3111839,0.3523624,1.1920385,1.202331,1.1962545,0.5462238,0.6210357,1.3219732,0.823826,1.0557096,0.802265,0.9090042,0.7896122,1.0409344,0.9370611,1.2702023,0.69959795,1.3683702,1.1494135,1.4348947,1.0580918,0.39913,1.4348991,0.56288385,0.76884276,1.0340949,1.3579353,1.202626,1.3269445,1.0438423,1.0346394,1.1091696,1.1711465,0.7730276,0.0,0.7132269,0.8367713,0.59115195,0.6632017,0.77002424,1.1243532,0.7567147,1.1541632,1.081874,0.61784714,0.8768405,1.0736326,1.410014,1.2152568,0.9901923,1.2190357,0.8357065,0.9039818,0.91195095,1.1210799,0.88825494,0.9215366,0.64988595,0.86716384,0.5797272,0.6614327,1.2373698,1.0961466,1.440122,1.3484159,1.2108685,0.50163466,0.45543468,0.97902215,1.1694405,0.60288703,0.6145302,1.0861489,0.69411844,1.171334,0.6188681,1.4233696,1.0310386,0.77791196,1.0947156,0.9631064,1.4175973,0.97315264,1.1210154,1.0755354,1.3493171,0.92553484,1.1796875,0.61629665,1.2417006,0.665277,0.94624734,0.639104,1.1425667,1.0561625,1.1739827,1.3729095,1.15797,1.523194,0.5923079,0.7339064,1.0234002,1.0673103,0.8147683,0.8599877,1.1971053,1.0865877,1.231564,1.3089511,0.6519245,1.1940743
