,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,frog,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
snow,1.0112487,1.2283292,1.002505,1.1986392,1.1330789,1.117808,0.8996396,0.7707129,0.57414305,1.1489775,0.9882516,0.9729218,1.0978192,0.7605513,0.93103164,1.0226011,1.2184997,1.2149947,0.9566986,1.1855346,1.1119239,1.208136,1.1906601,1.1326785,1.0015491,0.39745003,1.0320678,1.0418067,0.8064308,0.9548844,0.7990117,1.1780987,1.2536203,0.70148593,1.2445971,1.0614934,1.082159,0.9173059,1.0949236,0.9367529,0.93790424,1.148709,0.6451249,0.97200066,1.2308089,1.2417006,1.0875587,1.1637826,1.0207847,1.1785834,1.2188139,0.81736416,1.2178946,0.9543055,1.1234317,1.2365654,1.0098684,1.0206205,0.71481204,0.97673774,1.1012013,1.062001,1.1190773,1.1571238,1.0851678,1.0500283,1.0098051,1.1600465,1.1953633,1.0808332,1.2029804,1.1858453,1.0427037,0.2881453,0.72468615,0.82284683,0.97943324,1.1817262,1.1606758,1.1773376,0.82395536,1.1304764,1.1354991,1.0447963,1.1830963,1.1220953,1.0813084,0.8717529,0.92715096,1.0198895,0.9928369,1.0502359,0.7617315,1.1945791,1.1337693,1.123368,0.90302914,1.0398155,0.8608583,1.2423761,0.0,1.0694767,1.1591021,1.2061396,0.83219486,0.9133408,1.1295002,0.8276202,0.96193916,0.75172156,1.2692997,1.2858262,1.0140592,1.0529131,1.0406222,1.2282269,1.0479872,0.9347439,0.7965876,1.0696148,1.1745243,0.9307902
soap,0.95243925,0.5833335,1.2198398,0.61819077,0.7531471,1.1179094,1.1314834,1.2828133,1.2841432,0.508536,1.32738,1.2603269,0.44899535,1.2335851,1.2548423,1.0965538,0.44490945,0.56312454,1.1902645,0.96900094,1.0637115,0.69753265,0.7818289,0.7650817,1.2960978,0.9126178,1.1011114,0.8239959,1.1631205,1.2442046,1.3508534,0.994325,0.4208572,1.2446493,0.3884095,0.9753429,0.9605315,1.2102268,1.0828822,1.2474916,1.0373409,1.155275,1.0697695,1.1529435,0.87961185,0.665277,0.71089005,0.90112644,0.88603115,0.6750953,0.96203524,1.1370904,0.7434193,1.2217648,1.2765064,0.561457,0.87289613,1.129026,1.3546537,1.2247854,1.2932504,1.0886339,0.5489739,1.0154693,0.8722372,1.2916806,0.83819604,0.81105316,0.67100465,0.8155707,0.48835403,0.70067865,1.072558,1.046614,1.3937563,1.3726071,1.1663842,0.5430492,0.3805185,1.0756806,1.1540853,0.8111932,0.5504428,1.1419282,0.8924341,1.1453648,0.5313688,1.2690332,1.0992326,0.8499625,1.1392976,1.1581228,1.3806903,1.0861468,1.1147754,1.2921983,1.1931896,0.8500543,1.23397,0.66082764,1.0694767,0.0,1.0722042,0.80711704,1.118753,1.1921061,1.2720224,1.3588774,1.1106749,1.3431423,0.48886287,0.83510506,1.078672,1.2839599,0.76360494,0.81902385,1.1949756,1.1019814,1.1490476,1.3277204,0.5753131,1.0483869
sock,1.0854381,1.0799971,0.9861572,0.97514105,1.0609003,0.989671,1.0432314,1.1028461,1.1455082,1.1926948,1.0906625,0.8788741,1.085168,0.7769184,1.1002122,1.0601233,1.0937474,1.1161695,1.1513381,1.0590743,0.9724719,1.0166962,1.0477952,1.0615226,1.0361929,1.2016958,1.1476519,1.1482445,1.1061914,0.72104514,1.1237622,0.9534799,1.1167291,1.2031481,1.1106439,0.7766638,1.0545634,1.172879,1.1488534,0.97708815,0.9939131,0.9246659,0.9597566,1.0635544,0.77500045,0.94624734,1.1384262,0.5809516,0.9860074,1.0496145,0.3825729,0.84635556,0.99151224,1.0613008,0.7360982,1.051452,1.1333773,0.97154135,1.090882,0.9023568,0.9749772,1.0297465,1.1841769,0.91194826,0.90125877,0.69413596,1.0703069,1.0254645,1.0975192,0.85946435,1.034859,1.0896122,1.152478,1.0366099,0.94826156,0.87120926,0.9668224,1.1558396,1.1214869,0.91365796,1.0154378,0.991044,1.1869367,0.8939536,0.89875257,1.0879891,1.2043012,1.1715355,0.8904487,1.151144,1.0512426,1.1219995,0.9899518,0.27437878,0.76786315,0.7935177,1.1093869,1.2467716,0.9934027,0.88804364,1.1591021,1.0722042,0.0,1.0045617,1.0502245,1.0270388,1.0458758,1.0218723,0.99373037,1.1469239,1.1035234,0.6335768,0.9496481,1.0611664,0.8771172,1.0235387,1.1275581,1.0430261,1.101719,1.1477742,1.0389802,1.0880909
spoon,0.7774357,0.74647343,1.1505111,0.8160866,0.82152915,1.0995572,1.221254,1.2503343,1.4871013,0.54078436,1.235694,1.2665195,0.60577077,1.3074864,1.3539538,1.0998412,0.67572373,0.6904955,1.3399191,0.759739,0.93734187,0.83130515,0.739234,0.767989,1.2011111,0.9600773,0.97694045,0.58947736,1.40866,1.1402118,1.3302485,1.1390569,0.51627696,1.3811003,0.6394763,0.891428,0.86629355,1.1618907,1.0336821,1.264441,0.8551104,1.0392128,1.07778,1.2732527,0.69653183,0.639104,0.8393854,0.62586206,0.7731614,0.56589586,0.64451915,1.3950198,0.8844406,1.2312369,1.0490279,0.5812745,0.76365674,1.22883,1.3143864,1.2127131,1.1926203,1.0588055,0.7241495,1.0125241,0.91424906,1.0436993,0.8972598,0.8995056,0.59358156,0.58677393,0.40908504,0.8527142,1.0536441,1.0957679,1.3552322,1.1913533,1.1520268,0.37055367,0.49702007,0.96682215,0.8995007,0.8024069,0.6326403,1.113035,0.82805973,0.9649924,0.63266134,1.2992384,0.96646595,0.6966841,0.9564345,0.99922365,1.3474568,0.9160254,0.7962653,1.2338454,1.2520757,0.9673367,1.453372,0.4616722,1.2061396,0.80711704,1.0045617,0.0,1.253302,1.2403322,0.97570837,1.2786295,1.2352571,1.5126225,0.5853679,0.68573713,0.9682097,1.223633,0.57807547,0.95003444,1.2110293,1.3779407,1.1240234,1.196461,0.5748197,1.163394
sprinkler,1.1618776,1.04778,1.0516839,0.91491264,1.034309,1.0635126,0.60632986,0.9972881,0.79220366,1.2556627,0.972996,1.0583187,1.1395596,0.8523629,0.6463984,1.1602542,1.281372,1.1363343,0.9080478,1.0051272,0.7272014,1.1213429,1.1845016,1.0919622,0.9593645,0.91403496,1.1212801,1.108878,0.8968921,0.81696707,0.9895817,1.1307495,1.318596,0.7800907,1.3098142,1.0766181,1.1497135,1.0727187,1.2374207,1.0918003,1.1396581,1.1129814,0.80399084,0.9908431,1.298841,1.1425667,1.0983791,1.2894859,1.1496801,1.2620118,1.3256353,0.6349733,1.2341213,1.0467055,1.1468239,1.2432204,1.1348631,0.5452341,0.7871921,0.98067206,0.89130235,0.84829867,1.2311537,0.7013434,1.1542097,1.1020764,1.0646003,1.1678936,1.2394588,1.3445233,1.3202822,1.1596792,1.1989634,0.85137343,0.96730137,1.0429747,1.0997183,1.2782923,1.2731562,0.88264304,1.1635543,1.1505415,1.234615,0.92306316,0.9074868,1.0475906,1.2050976,1.0638632,0.7061628,0.844496,1.1115258,0.99334687,0.96826386,1.0889744,1.1080357,0.7472778,0.9473114,1.1512604,0.770379,1.3525639,0.83219486,1.118753,1.0502245,1.253302,0.0,0.86313784,1.09348,1.0654113,0.26802576,0.8606733,1.2924261,1.3398882,1.0467144,1.023876,1.3637952,1.2136898,1.0205215,0.5384063,1.0016948,0.9283018,1.2528703,0.99118143
stick,0.9940829,1.154296,1.053894,1.179406,1.1757585,1.0506754,0.9445361,0.9379807,0.86452484,1.1880643,0.7209221,0.97587335,1.1352297,0.76834583,0.8121655,1.0315962,1.2748281,1.2144084,0.90627384,1.2127886,0.72262305,1.0735575,0.9841392,1.0822592,0.91622174,1.0193263,0.9265983,1.1398358,0.8737844,0.9709058,0.8636756,0.98867255,1.2087258,0.86248666,1.3020704,1.0638348,1.0833517,1.0200361,1.0627878,0.9572246,1.0954037,0.93812287,0.98476976,1.0029094,1.1950406,1.0561625,1.1684248,1.2009577,1.1012126,1.23732,1.1795806,0.9248564,1.1344738,1.0488828,1.0678028,1.3051925,1.2686214,0.7649253,0.8039924,0.8760636,0.7481104,0.80745095,1.197072,0.9659523,1.0336326,1.0143576,0.85902816,1.0843143,1.2566841,0.9785018,1.2654796,1.2377846,1.0189208,0.9538388,0.9223137,0.98422474,0.9592004,1.1571387,1.2048075,0.96684664,0.84481406,1.0642608,1.1875242,1.0789204,1.1302096,0.88170856,1.211233,0.97618204,1.0819092,1.1273556,0.9064899,0.95142263,0.9714684,1.0127054,0.9622037,0.51152956,0.91455257,1.0541698,0.7183079,1.2646086,0.9133408,1.1921061,1.0270388,1.2403322,0.86313784,0.0,0.88468564,0.95818555,0.7715837,0.9127748,1.2540493,1.2035567,1.0428069,0.8122072,1.0023693,1.1272805,1.0382078,0.8634455,1.1356478,0.7994939,1.2664117,0.8872179
stroller,0.88162076,1.3008733,1.0401073,1.275382,1.2247972,1.1382558,0.9579082,0.8004445,0.9697752,1.1346676,0.6081727,0.9250996,1.2011442,0.9765817,0.9251632,0.8938652,1.1085263,1.1403906,0.9774131,1.1277597,1.0193021,0.9410771,0.72543633,0.87399065,1.1135182,1.0426917,0.44888043,1.0710114,0.8555665,1.0517123,0.6727692,1.0649059,1.2461855,0.9281379,1.1465406,0.9465993,0.9485037,0.7240592,0.83902836,0.8800899,1.0159451,1.0106597,1.0917885,0.9703619,1.1423085,1.1739827,1.1031917,1.0479329,1.1353773,1.0547274,1.0102576,1.1449714,1.2633178,0.94027704,1.0439302,1.0589815,1.0204382,1.1371298,0.75538474,0.88992023,0.95755994,0.7197014,0.9310069,1.1962517,1.0530196,0.9542582,1.1251572,0.84796214,1.1722494,0.8043387,1.0810269,1.2736762,0.6360612,1.2241216,0.91521466,0.81432307,0.8028723,1.0747935,1.2038672,1.1561203,0.73746914,0.996099,1.1486126,1.0131979,1.2093289,0.61991477,1.0475941,0.68287486,1.1521968,0.9504376,0.82900673,0.9227964,0.91735756,0.859879,0.76959443,0.8930488,0.9170543,0.822526,1.0707973,0.9874888,1.1295002,1.2720224,1.0458758,0.97570837,1.09348,0.88468564,0.0,0.91336954,1.1009723,0.84448564,1.1123953,1.0994568,0.95144916,1.0727837,0.8525686,1.1718274,1.0123459,1.058623,1.0318907,0.4973402,1.1557417,0.83532506
sweater,0.9702016,1.3939873,0.65080273,1.4081168,1.3143338,0.935713,1.0487012,0.7233677,0.5830014,1.3883339,0.7763848,0.5420642,1.3903533,0.8438584,0.8608068,0.9247702,1.4142468,1.4867251,0.82793075,1.2550141,1.1857626,1.3370895,1.1898882,1.2004374,0.8740711,1.0256306,0.9689622,1.3050934,0.80772537,0.74756294,0.53468287,1.0619425,1.4599751,0.65536004,1.448514,1.1423829,0.92284197,0.8198861,1.0061823,0.386999,0.9634594,1.044081,0.97476,0.6465553,1.1482289,1.3729095,1.2624817,1.181047,1.2399926,1.2456334,1.1009327,0.90460384,1.2467916,0.571543,0.7973002,1.3886914,0.97059655,1.0491225,0.5318159,0.64375204,0.960577,1.1049075,1.4298034,1.133188,1.1370826,0.6390872,1.2085567,1.2298403,1.2732203,1.1456378,1.2960116,1.2800007,0.99863297,0.82374036,0.2696212,0.5069294,0.9070634,1.4317622,1.4542999,1.123832,0.89699566,1.1955384,1.4299464,1.0275086,1.3095742,0.9891574,1.408392,0.725611,0.91364104,1.2718538,0.75036836,1.0388304,0.29550564,1.0570055,0.8937895,0.94036835,0.8303534,1.106647,0.73859954,1.3008382,0.8276202,1.3588774,1.0218723,1.2786295,1.0654113,0.95818555,0.91336954,0.0,1.0513912,0.63917506,1.4437551,1.1972655,0.9316838,0.91188323,1.1588887,1.2336454,0.89522624,0.9527393,0.7777622,0.85758996,1.2358773,0.98934954
swing,1.246526,1.0936003,1.0525119,0.96864533,1.0809968,1.1394764,0.68662167,1.0333679,0.8759052,1.2071922,0.84323657,1.1409981,1.1562643,0.79140365,0.7043843,1.2094557,1.2730746,1.1983145,0.9772292,1.0413282,0.4479041,1.1389004,1.1006854,1.0503743,0.8951005,1.0171344,1.0204824,1.1870047,0.8647314,0.9019404,0.9298203,1.1090214,1.2749904,0.87998813,1.3503716,1.106179,1.1573795,0.9634518,1.2622145,1.0878248,1.1163889,1.1622746,0.9113288,0.98555726,1.2933633,1.15797,1.1060027,1.2423486,1.2710104,1.2614925,1.3299737,0.4544767,1.3287556,1.0596538,1.1812035,1.2881222,1.2125024,0.40748167,0.89668524,0.92563844,0.79137117,0.5960093,1.1639986,0.7898791,1.0435356,1.1715704,0.8500986,1.1338339,1.2658372,1.3326472,1.2610977,1.1500342,1.1448878,0.94834965,0.9919623,1.0879083,1.15144,1.2569093,1.2266867,0.9383225,1.1966033,1.1045345,1.3144774,0.9621237,0.9123132,1.1055666,1.2515656,1.013489,0.757488,1.0048419,1.1317999,0.97842985,1.0257709,1.137069,1.0784996,0.5239467,0.8956316,1.266849,0.6451862,1.3993254,0.96193916,1.1106749,0.99373037,1.2352571,0.26802576,0.7715837,1.1009723,1.0513912,0.0,0.8839088,1.3512756,1.3192726,1.1113083,0.97454387,1.305455,1.2360015,1.1621025,0.361704,1.1106728,0.8178022,1.2323112,0.82865334
table,1.2208375,1.4816372,0.7569995,1.4386504,1.3822626,0.8827878,0.67136496,0.5939757,0.21175092,1.4934841,0.5594187,0.7189754,1.4555176,0.6994095,0.6238845,0.60615766,1.5080351,1.3491503,0.42661977,1.3040218,1.1763697,1.2547386,1.2588987,1.2864246,0.75197625,1.0177978,0.68221134,1.4751018,0.5047064,0.82659996,0.43320525,0.90007687,1.6063813,0.37183768,1.5098298,1.1990641,1.1254787,0.78189474,0.88926303,0.8072592,1.1654229,1.0213711,0.8922864,0.7670964,1.357741,1.523194,1.2877543,1.4135618,1.2916446,1.4807315,1.4279323,0.59347796,1.2128253,0.76468027,0.8535769,1.5136857,1.2355187,0.80476105,0.5531031,0.9102613,0.7699549,0.89418936,1.3076074,1.0905304,1.2013842,0.928945,1.2370541,1.1278133,1.4187107,1.4124355,1.6233141,1.3824264,0.85783726,0.91138715,0.4599303,0.71843565,0.7241317,1.5758733,1.5640504,1.0511895,0.8612685,1.2593955,1.374685,0.9635391,1.3465655,0.987203,1.4662335,0.5566262,0.99986845,1.3498704,1.014767,0.86884815,0.56484556,1.1999745,1.199935,0.8127166,0.7934084,0.84716904,0.5246824,1.5566788,0.75172156,1.3431423,1.1469239,1.5126225,0.8606733,0.9127748,0.84448564,0.63917506,0.8839088,0.0,1.558637,1.4349314,1.0786579,0.76109815,1.4929159,1.0754465,0.5489924,0.6649736,0.7928415,0.5343215,1.4520053,0.794582
tape,0.7744803,0.3791412,1.3177885,0.4737745,0.52964896,0.91863763,1.2083602,1.4183543,1.5248693,0.43902826,1.4233758,1.3305798,0.4664302,1.3291008,1.3307047,1.0467983,0.2730509,0.3642224,1.245665,0.6998061,1.0974772,0.4741763,0.7390485,0.674518,1.3529139,1.0954816,1.174563,0.47781515,1.3818195,1.3151281,1.5494039,0.85998654,0.25322556,1.4510106,0.19017869,0.82034045,0.86434484,1.2998018,0.9376832,1.2905343,1.0410597,1.0071005,1.2537211,1.2295536,0.73164713,0.5923079,0.59813833,0.740919,0.5976213,0.5396095,0.8216555,1.3688459,0.50366586,1.2927324,1.2487112,0.36413383,0.7971486,1.2896731,1.5842557,1.3019798,1.3189739,1.2048095,0.48775458,0.9255037,0.8764304,1.2799904,0.8410144,0.7064163,0.5169972,0.68646455,0.43635583,0.42797405,1.0643749,1.2353046,1.6136806,1.4561416,1.2049046,0.37057614,0.36423612,1.0219239,1.1522179,0.7950388,0.32903427,1.0371195,0.71041226,1.0618283,0.4230851,1.4506499,1.2085234,0.72377217,1.2013277,0.9995232,1.5355883,0.97001183,1.0564433,1.3705192,1.3006847,0.91470873,1.4684467,0.46332628,1.2692997,0.48886287,1.1035234,0.5853679,1.2924261,1.2540493,1.1123953,1.4437551,1.3512756,1.558637,0.0,0.67374176,0.9923374,1.2193587,0.6958976,0.46127677,1.0450001,1.3967483,1.1566474,1.4289944,0.5702782,1.2320541
toe,0.8855373,0.7725146,1.086941,0.8459493,0.8440124,0.9995225,1.3742085,1.3350067,1.4633913,0.7677792,1.3026772,0.9501979,0.8062633,1.2413719,1.3630254,1.2299731,0.6868207,0.8642038,1.3565693,0.89122176,1.1886742,1.0368165,0.9630783,1.0897746,1.0979763,1.1496074,1.1808115,0.74427056,1.2373818,0.9505073,1.3356432,1.0702038,0.55676675,1.4823251,0.6618867,0.97372425,1.058291,1.237126,1.0746617,1.0841931,0.6252056,0.78776336,1.1878109,1.0405601,0.097228944,0.7339064,1.0599796,0.28377306,0.86071944,0.4057895,0.3890704,1.242562,0.6833809,0.8852035,0.5227871,0.6958104,0.7786392,1.3167646,1.3692546,1.0134654,1.1313205,1.2655118,0.8938793,0.9361521,0.8786437,0.91676104,1.0837382,1.0288947,0.36373878,0.8293912,0.45836097,0.80526495,1.198751,1.2186706,1.2071309,1.0077517,1.1921372,0.6277467,0.6290174,0.8167498,1.1231093,1.0045106,0.8485705,1.0431538,0.9139623,1.1482698,0.7422643,1.3438542,1.0946314,0.87072116,1.1153861,1.1778218,1.1956019,0.64939356,0.8916324,1.2104402,1.1990745,1.049826,1.3934596,0.23683906,1.2858262,0.83510506,0.6335768,0.68573713,1.3398882,1.2035567,1.0994568,1.1972655,1.3192726,1.4349314,0.67374176,0.0,1.0191598,1.1861128,0.7572855,0.98630095,1.2679923,1.3272592,1.2634561,1.3289965,0.3891363,1.1836853
tooth,0.9953387,1.138161,0.9676701,1.1569083,0.9538085,0.9868154,0.93271005,1.0151869,1.1504456,1.0725169,1.095215,0.9011215,1.1900826,0.9754603,1.1177645,0.78705764,0.9915366,1.0809783,0.9599767,1.1388294,0.9395329,1.0379272,1.0524036,1.000491,0.9051553,1.062176,1.109727,1.0087123,1.1580492,0.8265061,1.1332104,0.9516409,0.9225781,1.1122231,0.9707898,1.0406141,0.9519628,0.9887809,0.8429507,0.9031975,0.9285025,0.9085407,1.1167037,1.1793017,0.92196685,1.0234002,1.1017112,0.9851279,1.0415289,1.0170565,0.84538597,1.1514728,0.87864,1.101832,0.82135844,1.06093,0.9725018,1.0991279,1.0125875,1.0079403,1.0494353,1.0022662,1.1545006,1.0074502,1.0006732,0.7993759,1.0367428,1.1271758,1.0307523,0.7220681,0.9939953,1.1199465,1.0197713,0.9899246,0.9801338,0.9378484,0.8297869,0.9361832,1.0580199,0.9656888,1.0279044,1.0945804,1.0053318,0.97063667,1.1327028,1.0313925,1.1286521,0.9800936,1.0336953,0.998739,0.87482953,0.9258058,0.9701888,0.94063735,0.8865322,1.0779458,0.98868513,1.0920149,1.0523918,0.9940541,1.0140592,1.078672,0.9496481,0.9682097,1.0467144,1.0428069,0.95144916,0.9316838,1.1113083,1.0786579,0.9923374,1.0191598,0.0,0.7742791,0.8458708,0.94240314,0.88814086,1.146282,0.86503994,1.0960126,1.0112387,1.0865417
toothbrush,1.24032,1.185922,0.81556934,1.2273635,1.0028999,0.575449,0.9250019,0.8824856,0.90444374,1.1618317,0.9428236,0.8682056,1.3018346,0.9715891,0.91793513,0.8056953,1.1985432,1.0840365,0.75930333,1.1061723,0.9349083,1.1355208,1.2781777,1.2336007,0.20717978,1.1976949,1.1435301,1.1919758,1.0247002,0.84878373,1.0015019,0.77665204,1.0417014,0.94802415,1.1941577,1.1807301,1.1349239,1.011122,0.8763841,0.9529182,1.1151631,0.7268234,1.0180743,0.98978776,1.0909718,1.0673103,1.2057534,1.2080948,1.1398174,1.2836325,1.2071196,0.98262924,0.7758195,1.0000455,0.7846557,1.3420043,1.1589173,0.8449329,0.969759,1.0505028,0.37924242,0.99284136,1.2847016,0.90009207,0.92308605,0.9204938,0.9770942,1.1751014,1.1426362,1.2164998,1.3151897,1.0054809,1.0585006,1.0591689,0.8981397,0.9450157,0.80703455,1.2038678,1.2533599,0.85253704,1.1346248,1.2465019,1.1082412,1.0689238,1.0805267,0.992411,1.2641134,0.89926255,1.1338385,1.2538396,1.0149426,0.49133176,0.9366986,1.019102,1.2149829,0.7309013,0.8381519,0.95000345,0.8372276,1.2980342,1.0529131,1.2839599,1.0611664,1.223633,1.023876,0.8122072,1.0727837,0.91188323,0.97454387,0.76109815,1.2193587,1.1861128,0.7742791,0.0,1.2936687,0.83981574,0.72851133,0.9762037,1.0135051,0.7498003,1.2424104,1.082585
towel,0.7226849,0.9255727,1.2249202,0.9767149,0.8897258,1.3481861,1.1648257,1.2499855,1.4041426,0.6716694,1.1250328,1.1273698,0.76909584,1.048804,1.4533606,1.0567236,0.6289462,0.89323455,1.3186789,0.9640721,0.81601465,0.7578311,0.5396352,0.74532354,1.3434441,0.85221255,0.77189004,0.78190696,1.2054377,1.2623266,1.1669933,1.0979726,0.63726217,1.3288057,0.6504421,0.7621611,0.7084483,1.0206183,0.924159,0.97936285,0.8551055,1.0679873,1.0888216,1.391446,0.84456044,0.8147683,0.8483821,0.6044476,0.87086356,0.80514777,0.48955476,1.4711292,1.0011308,1.3102016,1.1991813,0.6542983,0.8946872,1.3696811,1.074295,0.949723,1.3405362,0.8859761,0.6509857,1.2303632,0.6671352,0.9179509,0.66629696,0.8072865,0.89621854,0.12362635,0.51632935,0.9876276,0.8852415,1.0239823,1.1561522,0.9753941,0.9304702,0.5520575,0.6195389,1.1687777,0.61882085,0.79858816,0.7843158,1.0585034,1.0322523,0.8770805,0.66578007,1.1083341,1.2146208,0.8114092,0.73757064,1.2627983,1.2049497,0.7958368,0.62278605,1.3181715,1.146068,1.0777438,1.3089218,0.5737935,1.0406222,0.76360494,0.8771172,0.57807547,1.3637952,1.0023693,0.8525686,1.1588887,1.305455,1.4929159,0.6958976,0.7572855,0.8458708,1.2936687,0.0,1.0339214,1.3536835,1.4469217,1.1493375,1.2284527,0.8119805,1.0732415
toy,0.9263766,0.5910218,1.2571542,0.59732664,0.5789632,0.71866655,0.79011405,1.3767664,1.0765979,0.84976125,1.2258761,1.3018044,0.83622617,1.071197,1.1740642,0.6668223,0.6140172,0.5925036,0.746297,0.74063957,1.1260529,0.49967945,0.9537668,0.70382124,1.1082327,1.3170819,1.2200519,0.934436,1.2380512,1.2251021,1.3562789,0.5438653,0.6828886,1.0626318,0.56952107,0.63112384,0.6935588,1.3765676,0.9212213,1.2339635,1.2157052,0.9123472,1.2741249,1.0989428,1.0183674,0.8599877,0.5745649,0.997867,0.56796944,0.99855137,0.9614999,1.1423907,0.4213798,1.2617579,1.0835123,0.59316367,1.0384855,1.1111073,1.4062161,1.2738991,1.2174128,1.1715188,0.8241066,0.96707696,1.0624975,1.041533,0.9418035,0.65334135,0.97275686,0.94332105,0.9756087,0.5429143,1.0462463,1.1533343,1.3899505,1.4681022,1.0691512,0.9218391,0.9003339,0.97563136,1.0644848,0.8744468,0.5950292,0.77201396,0.6542409,0.9312263,0.92759883,1.4230428,1.1575916,0.9588498,1.2080387,0.7294632,1.4065683,0.9234321,1.1249083,1.2250123,1.2699059,1.0964473,1.0158641,0.9753723,1.2282269,0.81902385,1.0235387,0.95003444,1.2136898,1.1272805,1.1718274,1.2336454,1.2360015,1.0754465,0.46127677,0.98630095,0.94240314,0.83981574,1.0339214,0.0,0.56884277,1.2285295,1.0351114,1.2641107,1.0653651,1.2615299
tray,1.0929959,1.1043599,0.8428663,1.215716,1.0760776,0.7055213,0.63825375,0.89772,0.5813446,1.2823305,0.95262945,0.9176795,1.302913,0.89537543,0.89755845,0.41084146,1.2607058,0.97562057,0.31702065,1.0373684,1.2328051,0.92096007,1.1260276,1.1786453,0.86047363,1.224327,1.1041257,1.2244006,0.9478146,0.9560118,0.9013807,0.5530627,1.2624481,0.5558707,1.091845,1.0654331,0.90289164,1.0287905,0.7055666,0.98639673,1.1796705,0.81141543,1.0687368,0.93134123,1.1807306,1.1971053,1.09121,1.2633538,0.91117907,1.31049,1.2326605,0.9418568,0.760151,0.99537235,0.8231632,1.2045729,1.2288115,1.0788301,0.98189354,1.1561329,0.9792331,1.1743959,1.2160438,0.87597436,1.2017791,0.8579351,1.1865622,1.0029637,1.1898854,1.1334784,1.3479488,1.0456806,0.8976903,1.0914582,0.8849127,1.0774409,0.7174803,1.3091811,1.3843158,0.83215225,0.8969683,1.0695503,0.8748851,0.9086202,1.1027397,0.98969084,1.2953553,0.88883173,1.0112934,1.2336507,0.99993414,0.840921,0.9346333,1.099426,1.2033781,1.0833242,1.0069944,0.8741392,0.7249752,1.3352615,1.0479872,1.1949756,1.1275581,1.2110293,1.0205215,1.0382078,1.0123459,0.89522624,1.1621025,0.5489924,1.0450001,1.2679923,0.88814086,0.72851133,1.3536835,0.56884277,0.0,1.040679,0.7945074,0.99372655,1.3089832,1.104882
tree,1.282872,1.1254976,0.9579228,1.0332602,1.139465,1.0427333,0.7969439,0.84974295,0.7340357,1.253773,0.7377814,1.0362593,1.1219817,0.82566136,0.6327936,1.0712492,1.3030852,1.1684502,0.8706834,1.1443806,0.84370995,1.1379448,1.1690981,1.1151216,0.9122173,1.042017,1.0137277,1.2958395,0.7186349,0.97165424,0.8234884,1.0906905,1.3485868,0.7960267,1.3571951,1.1463464,1.2145362,0.923084,1.237547,1.0436503,1.1691383,1.1481277,0.86258674,0.8201102,1.2866591,1.0865877,1.0571388,1.3504007,1.1811299,1.271089,1.3982512,0.42600065,1.2931612,0.8704661,1.0591705,1.3194675,1.2186527,0.5081709,0.8821136,0.9283102,0.7984362,0.7386093,1.1335049,0.9178758,1.1286116,1.1413538,1.0782602,1.1534537,1.3180134,1.4514318,1.3792496,1.1583928,1.0319183,0.9942885,0.8691276,1.0293336,1.0062844,1.3335304,1.2571342,0.9747683,1.2381917,0.9586643,1.336535,0.9445559,0.99023396,1.1551175,1.2367494,0.8542709,0.8558521,1.0651441,1.1424378,0.9777672,0.8728212,1.2249424,1.2013445,0.629706,0.88677084,1.0493704,0.6226912,1.4717135,0.9347439,1.1019814,1.0430261,1.3779407,0.5384063,0.8634455,1.058623,0.9527393,0.361704,0.6649736,1.3967483,1.3272592,1.146282,0.9762037,1.4469217,1.2285295,1.040679,0.0,1.023958,0.7293659,1.2690356,0.59801006
