,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
knife,1.3732467,0.9108711,0.8076314,1.15421,0.69723177,0.8845937,0.94486356,0.9474039,1.1478436,1.2236995,1.389496,0.47019243,1.1647564,1.3357679,0.8381649,1.3933879,1.2849481,0.5796312,0.4930427,0.87978154,1.0500351,0.95338213,0.825697,0.7787659,0.8677691,0.7578294,0.77639955,0.8083197,1.0526196,1.1506264,0.9921345,0.61514956,1.1756622,1.0137683,1.2137091,1.3157374,1.1603762,0.24898714,1.3423737,0.46766657,1.0089229,0.879684,1.2548772,1.1402202,0.7710754,1.3789948,0.96465206,1.0312417,0.8818342,1.2531447,0.85197216,0.43521672,0.64825106,1.1287429,0.42732728,0.91450495,1.281109,0.59384197,1.1844654,1.3235252,0.8762946,1.2878035,0.9705966,1.1774445,0.6165905,1.0540036,1.1535496,1.3123834,0.0,0.9663377,0.51524085,1.1700671,1.4000806,0.86586845,1.1756157,1.157904,1.0438169,0.6111876,0.75584286,0.83847696,0.99389213,0.76147777,1.3847046,1.2265928,0.92650384,0.31065118,0.46908903,0.5649996,0.99789774,0.73627996,0.5550385,0.86658627,0.9031436,1.0280854,0.8246355,1.1436669,0.49673474,1.2824806,1.1920269,1.2083802,1.1597756,1.4334799,1.1752545,1.1735513,0.68932825,1.0240307,0.51122594,1.2876556,0.69980323,1.2962114,1.097842,1.0543562,0.314561,1.2306559,0.82975084,1.1384375,1.2881713,1.2317393,1.3226101,0.845102,0.89545244,0.78221554,0.92181206,0.6511416,0.9405961,1.1476407,1.2234818,1.17191,1.040944,0.8468635,0.5795526,1.1821004
ladder,0.8613118,1.1872718,1.2795022,1.003059,1.1987213,1.1948206,1.1888114,0.891572,0.76871175,1.13802,0.8669256,1.1813713,0.73465985,1.1450061,1.0054332,0.98150265,0.94075525,1.0461243,1.1762925,1.1538578,0.95126706,1.1504877,0.6220455,0.82460827,0.9648675,0.8402425,0.9603306,1.1652539,1.0359478,0.47634697,1.0107417,1.0243261,0.9250847,0.96054244,1.0568707,0.85320646,1.0730399,1.133232,0.7777513,1.1646562,1.0566615,1.052285,1.0859036,0.578349,0.9355294,1.011373,1.2759217,1.054598,1.2562438,1.1276112,1.2547822,1.1658869,1.1539322,1.0203003,0.9785651,1.1187437,1.1580683,1.2002878,1.0694344,0.8536863,1.1131861,1.0450828,1.0515487,1.1462822,1.2024399,0.50533414,0.8206039,1.0236629,0.9663377,0.0,0.87495136,1.0203518,1.0004032,0.67939305,0.87435544,1.1059248,1.1415613,1.2612752,0.972243,1.00843,1.2690796,0.8709482,1.0613194,0.9944119,0.93724537,1.0029069,1.0229024,1.1152111,1.0679797,1.007801,1.1395638,0.88246834,1.12677,1.055281,1.258396,0.8571227,1.0565599,0.79579884,0.95811826,0.93043077,0.90058047,1.0570418,0.9968917,1.0115011,0.7636129,0.87873614,1.1037678,0.7966993,1.2175906,1.0108725,1.0131454,1.2395813,0.87163675,0.8444555,1.2176101,0.77387977,1.0944004,0.60096794,0.767418,1.1829985,1.2500694,1.2002554,0.9135944,0.98087585,1.0540223,1.1120006,0.7290965,0.7162761,0.7917726,0.5364425,1.2843593,0.6227589
lamp,1.4662752,0.84102255,0.6843802,1.2505505,0.52571416,0.7099242,1.1701454,0.7580049,1.2554839,1.2137101,1.3983543,0.49807227,1.0876441,1.410018,0.7141993,1.4308044,1.4287684,0.6324329,0.36247653,0.8382491,1.0648559,0.95090145,0.88883334,0.649388,0.85627174,0.5146081,0.6615253,0.86333764,0.9223906,0.98558754,0.9890311,0.29285192,1.1858524,0.912964,1.2582364,1.2693363,1.238825,0.45959198,1.3213859,0.32429075,1.2350618,0.7278488,1.295927,0.88291615,0.8993447,1.3751035,0.8359654,0.9778492,0.8440617,1.3158078,1.0064254,0.47189516,0.655848,1.231787,0.61052394,1.0814428,1.3183001,0.56213385,1.2415038,1.3439188,0.85626423,1.2865324,0.895488,1.3889225,0.470164,1.1292406,0.973041,1.4296088,0.51524085,0.87495136,0.0,1.3081588,1.5067763,0.90591383,1.1913962,1.2097962,1.0380187,0.56056523,0.6170425,0.8482035,0.8542105,0.5971975,1.4032271,1.0940058,0.7003275,0.510712,0.7169692,0.79664123,0.9152322,0.7094729,0.55538493,0.7742299,0.9966127,0.957525,0.668635,1.2554543,0.31550235,1.0850425,1.1657245,1.2750522,1.4228762,1.3562272,1.2502964,1.0708374,1.055529,1.0283873,0.46836782,1.4526389,0.69874465,1.1655663,1.1159784,1.0033329,0.4687767,1.3856641,0.8128767,1.0763954,1.365907,1.1938697,1.2875108,0.6963439,0.95322686,0.8203095,1.364415,0.5844926,0.9513719,1.2966622,1.1572217,1.1726968,0.7128415,1.0728343,0.6190299,1.0262651
melon,0.7134739,0.97335756,0.85837317,0.8138188,1.1286888,0.84279513,0.5594171,1.1777425,0.8592406,0.98172224,0.9338376,1.2298578,0.95098174,0.8922806,0.99591106,0.7951227,0.92401934,1.0664138,1.2705355,0.91750896,1.0944824,0.89170134,1.0319389,1.2401457,1.1425617,1.2601486,1.2556071,0.8688525,0.98188436,1.0496656,1.0565306,1.2330086,1.1247215,1.0295467,0.8350227,0.87017,0.7752336,1.1580224,1.0419655,1.2656531,0.89316845,1.1592646,0.8316462,1.0207121,1.0169848,0.95980114,0.83091974,1.0641067,1.1400192,0.9546752,0.9813704,1.1584378,1.1204505,0.97603226,1.1626004,0.6988208,0.86601794,1.2300024,0.88597363,1.0105116,1.0861689,0.9187997,1.0830604,0.8020209,1.2317759,1.057964,1.0617625,0.7428454,1.1700671,1.0203518,1.3081588,0.0,0.63765055,1.0339266,1.1302993,0.9774163,0.9242662,1.1441486,1.013526,0.8763733,0.88127416,1.1024274,0.99584174,1.0643662,0.94432515,1.258582,1.2076,0.68261635,1.1328691,0.9252618,1.1499653,0.9929485,0.9378622,1.1278372,1.121981,0.87307584,1.2616112,0.9825172,0.87464535,0.988407,0.9260405,0.9447877,0.9589809,0.9492798,1.1123066,1.0014988,1.2404044,0.9157779,1.1767323,1.0015655,0.9875362,0.78951454,1.1202842,0.91889185,0.94822574,1.1608818,0.87921077,1.1046394,0.98839635,1.0184189,0.9884209,1.0852193,0.77737594,1.0658555,1.1545056,0.97696644,1.0611459,1.1096268,1.1559861,1.0236958,1.1295717,1.0451038
mitten,0.49188626,1.1330812,1.3396945,0.66593844,1.4083986,1.1517113,1.0013316,1.0285031,0.7150191,0.8397518,0.62340355,1.4479142,0.74362314,0.6012765,1.2798527,0.4851644,0.68850005,1.2006445,1.4901698,1.1687669,0.8124975,1.1066563,0.9911143,1.1384289,1.2614707,1.2582045,1.2585386,1.1634668,1.0460626,0.89145803,1.0378431,1.5086364,0.8787157,0.94803125,0.6678839,0.62230736,0.81108636,1.5397773,0.75444293,1.4937888,0.9608883,1.2451786,0.6184001,0.9849648,1.0029517,0.69660985,1.2457967,1.132528,1.2291262,0.803728,1.1560404,1.4809263,1.2680643,0.79447234,1.3972182,0.9554697,0.7286122,1.4773889,0.4420154,0.9318985,1.0270982,0.83019495,1.0963469,0.67087865,1.4557502,0.88471884,0.9904767,0.5351817,1.4000806,1.0004032,1.5067763,0.63765055,0.0,1.0077287,0.9708316,1.0145397,0.8729674,1.448688,1.1108426,1.1532524,1.1928668,1.1369426,0.670478,0.9355655,1.0903298,1.4511431,1.2929244,1.309657,1.1924419,1.0232497,1.3594924,1.236596,1.0977486,1.1987817,1.3697461,0.6407263,1.509464,0.80498457,0.72478014,0.72222567,0.6591799,0.7144779,0.6606205,0.87033606,0.97070646,1.0492903,1.3895159,0.7929528,1.2523637,0.8278049,0.79969627,1.0671222,1.4671516,0.7117452,1.1124278,1.0201381,0.729076,0.8259719,0.81440985,1.2340311,1.1824883,1.329313,0.6892934,1.128739,1.1353427,0.8673902,0.8805148,0.9820124,1.1104422,0.97156644,1.3930553,0.9457511
mop,0.9933266,0.9576297,1.1167787,1.1189058,1.1573234,1.100792,1.1230236,0.92774683,0.9662339,0.9821822,1.1221447,1.0413973,0.9775847,1.0996825,1.069707,1.0164516,1.0284532,0.9032775,1.0100161,1.0795058,0.9394531,1.1935469,0.0667904,0.93606234,1.0856042,0.81064177,1.1099403,1.06937,0.9857876,0.8040731,1.1033984,0.92482305,1.0225114,0.8819492,0.9257135,1.0061597,1.1272955,0.8792067,1.0965903,1.0490708,1.0390985,1.1306626,1.1002846,0.8391074,0.8811888,0.9505973,1.1247109,1.0846367,1.0717566,1.199019,1.0856522,1.0674652,1.0899456,0.91502345,0.78155404,1.0588863,1.2623508,1.077464,1.054545,1.1081948,1.0194772,1.143653,0.9492277,1.143279,1.0439724,0.79095125,0.74870014,1.0360179,0.86586845,0.67939305,0.90591383,1.0339266,1.0077287,0.0,1.1538717,1.0661575,1.0776869,1.0330249,0.6551773,0.7898778,1.1155775,0.8279148,1.061626,0.86601985,0.8865338,0.91581106,1.0263603,0.9004599,1.0874509,0.8910573,0.98108363,0.9911603,1.0883174,1.0768359,1.1885431,0.76856446,0.9682638,0.99257547,1.0376143,1.0572013,1.1891146,1.0897138,0.91193587,0.8038949,0.8461878,0.86560124,1.064094,1.1042385,1.0135309,1.0486702,0.9715344,1.0805616,0.7664043,1.165046,0.9876881,1.0556369,1.2889049,0.6390141,1.0903046,1.070694,1.0802385,1.0100043,0.9785577,0.64221185,1.1446494,1.1206887,1.0765014,0.988059,0.97725534,0.68417114,1.0331428,0.9786508
motorcycle,1.032124,1.1679503,1.1202483,1.0565524,1.0404698,1.1456707,1.1010144,1.0315791,1.0511656,1.0133432,0.8704171,1.1495357,0.9189789,0.93145645,1.0685767,0.9807427,0.64679396,1.1291751,1.1093475,1.151588,0.9174955,1.1420021,1.1670821,0.94395953,1.0437628,0.97686535,0.7549969,1.208054,1.1426816,0.8402888,0.902147,1.1821375,0.8777093,1.1310155,1.0466636,0.913154,1.0742582,1.1746322,0.84310985,1.1417704,1.0516467,0.9759905,1.0239428,1.0631182,1.179212,0.9288985,1.1131531,1.026643,1.092503,0.97929156,1.2575331,1.1527369,1.0218607,0.92228204,1.2693439,1.1172172,1.0303676,1.19942,1.0081956,0.7934293,1.0728629,0.99534214,0.9645387,1.1483009,1.1238941,0.68992263,0.9502157,1.0182482,1.1756157,0.87435544,1.1913962,1.1302993,0.9708316,1.1538717,0.0,1.0848507,1.1112229,1.2035863,1.1963544,1.305217,1.0586008,1.1824276,0.8980969,1.0092905,1.2007457,1.1917523,1.1635525,1.2508681,0.99757093,1.1768906,1.114815,1.1178561,1.1277598,1.027903,0.9888004,0.9421084,1.1621554,0.9635939,1.0649866,0.98960364,0.43672138,0.94939643,0.94848603,1.0686915,0.5928878,1.0501046,1.162069,0.7154744,1.2112896,0.99879116,1.1119314,1.1995919,1.2567763,0.39429796,1.1577985,0.12304747,0.9345948,0.91426253,0.8696549,1.064803,1.2664236,1.2444466,0.9409697,1.1820232,0.44413817,0.92321897,0.87872005,0.19444716,0.8794061,0.48283148,1.2700495,0.9505638
mouth,0.97005403,0.9816091,0.99632055,1.0129104,1.1624092,1.0916743,0.8681954,1.079901,1.0315539,0.96492076,1.0416473,1.0733522,1.1127735,0.96891016,1.1672742,1.034743,0.9563654,1.1797445,1.1976961,1.0688422,1.1366608,0.99375325,1.0865349,1.2467911,1.0680693,1.2311418,1.1227106,1.0647222,0.99374956,1.1208885,1.0375011,1.1772866,0.98485005,0.9293898,0.97872484,1.0444288,0.9268622,1.0824434,1.0316226,1.1807756,0.88847923,1.2422246,0.9601761,1.0921248,1.0648409,1.0163364,0.9954135,1.0254815,0.8894595,0.8297735,0.7394325,1.0809479,1.1155326,0.92556924,0.97810364,1.0763963,0.9578623,0.92241746,0.9687045,0.9706084,0.9959184,0.76604676,1.1020539,0.7581196,1.0609741,1.0676218,1.0766958,0.91445833,1.157904,1.1059248,1.2097962,0.9774163,1.0145397,1.0661575,1.0848507,0.0,1.0857908,1.0166696,1.1772693,0.91020083,1.0677931,1.1055138,0.98039883,0.9879097,1.1021172,1.0709196,0.9765239,0.99349767,1.1142619,1.1770102,1.0857158,1.0769638,1.0036281,1.0213082,1.0246187,1.0873233,1.1655016,1.0398792,0.99011356,1.0709038,1.0069408,0.9240254,0.9162069,0.88826853,1.1281319,1.070122,1.1485748,0.9735579,0.97034633,1.0152591,0.97225,0.9014918,1.1668572,0.9756261,0.9746569,1.1405575,0.8669294,1.0240015,1.0507623,1.1683674,0.73890793,0.30835223,0.92540586,1.2062008,1.1544236,0.96036965,0.9954658,1.0683677,1.1304615,1.142651,0.88294256,1.0238048
muffin,1.1053634,1.1301446,0.8617008,0.99259067,0.87983334,0.8452072,0.7214974,1.1668919,1.1920806,0.9884107,1.1816692,1.1201365,1.1863618,1.0654104,0.97936183,1.1088564,1.1087859,0.944147,1.04403,0.85119164,0.9830654,0.3909334,1.1023916,1.0483067,0.9404045,1.1229051,1.0041233,0.71690726,0.9556273,1.2010522,0.6815331,0.94048846,1.1745725,0.8864454,0.94559425,1.1425221,0.46426523,1.0408714,1.1912743,1.0352893,0.79422575,0.9038396,0.90123045,1.1863614,1.0600936,1.1700188,0.9214352,0.92473555,0.91531205,1.0811824,0.97681165,1.087213,1.0032902,1.0437598,1.0528692,0.78985745,0.95734984,1.103081,0.91812617,1.1784457,0.8469682,1.1183099,0.9424259,0.9218745,1.0386066,1.1834811,1.0716561,1.1264611,1.0438169,1.1415613,1.0380187,0.9242662,0.8729674,1.0776869,1.1112229,1.0857908,0.0,0.99325377,0.9472493,1.1066754,0.8221985,1.0751715,1.1641574,1.1161497,1.101647,1.0040518,0.92840356,0.9939412,0.87432534,1.0638477,0.7844385,1.0739328,0.84471154,0.92405236,0.90303,1.0197132,1.094175,1.0647418,0.97285986,1.0044959,1.0595299,1.1957533,1.0038509,1.1471984,1.0884988,1.0922748,1.1673095,1.1639339,1.0040498,1.0895514,0.9747511,0.9663701,0.98536676,1.1379325,0.7550579,1.1074263,1.1396999,1.1383765,1.0873592,0.8122087,0.99298525,1.0567136,0.97818494,1.0029801,1.0192007,0.89425504,1.0939198,1.0655475,1.0876045,1.2202258,1.0747731,1.15114
nail,1.4067473,0.7230536,0.46417713,1.2108657,0.41632956,0.53427464,0.9340075,1.1084521,1.4107366,1.0716131,1.4877905,0.3277626,1.348138,1.3944104,0.6798886,1.420911,1.3973025,0.84464824,0.2919975,1.009959,1.3360305,0.8443168,1.0461745,0.97545695,0.9158663,0.8792918,0.7538793,0.6182286,0.84411347,1.2873185,1.0479012,0.54090804,1.2434264,1.0084748,1.2318568,1.4097865,1.1930312,0.3120594,1.4476525,0.30393982,1.2999514,0.74604607,1.1313442,1.2287766,1.1828148,1.3470371,0.6450137,1.0417023,0.6202224,1.1813501,0.6312012,0.27402604,0.4989215,1.2181156,0.5874395,0.99946696,1.3363496,0.198596,1.2106488,1.2797928,0.98428124,1.0406908,1.0610945,1.1401126,0.23371875,1.3379205,1.0404916,1.3517666,0.6111876,1.2612752,0.56056523,1.1441486,1.448688,1.0330249,1.2035863,1.0166696,0.99325377,0.0,0.70674264,0.6807217,0.7716398,0.90810704,1.3699057,1.1030837,0.9732845,0.49746662,0.66161454,0.72245747,0.9698106,0.8437409,0.53382665,0.8578131,1.1014922,1.011367,0.44991612,1.2940423,0.37510115,1.3367164,1.1162404,1.3572342,1.4154667,1.2399747,1.293072,0.99297255,1.201592,1.0592802,0.4919569,1.3943905,0.51345193,1.2087562,1.1079881,1.0921826,0.6397008,1.3483666,0.6518068,1.1571718,1.2427814,1.2942297,1.4264197,0.8667646,0.5246985,0.46550447,1.3300076,0.6497981,0.9866259,1.3934681,1.289933,1.2864895,0.932304,1.2436943,0.14287746,1.2950358
napkin,1.2106838,0.68758696,0.8851173,1.1247303,0.9035114,0.8810555,1.0030936,0.8760979,1.1115625,1.2315764,1.3978616,0.8252629,1.1033311,1.198215,0.78740394,1.2372533,1.3073164,0.5181936,0.69681954,0.8752086,0.84335214,0.8920203,0.6900355,0.6633072,0.9006675,0.62619376,0.8379697,0.7871798,1.1226737,0.97949815,0.99082553,0.70421326,1.1529233,0.98707,1.1488624,1.1457403,1.095603,0.58197606,1.3972462,0.6977197,1.1380115,0.7763825,1.1536171,1.0476218,0.81610894,1.187125,0.9001746,1.0123229,1.0101529,1.3957744,0.97407395,0.78381693,0.8557955,1.0277486,0.6775176,0.8787813,1.3496186,0.8027296,0.8954593,1.4207604,0.83222723,1.3053114,1.079798,1.2406802,0.67751455,1.2517629,0.77307,1.2144154,0.75584286,0.972243,0.6170425,1.013526,1.1108426,0.6551773,1.1963544,1.1772693,0.9472493,0.70674264,0.0,0.7624166,1.0257994,0.6583885,1.2900167,1.0424007,0.65123403,0.6772162,0.7867017,0.77865493,0.90718055,0.48346537,0.69706815,0.95181173,1.0053394,0.99393076,0.9488469,0.77536345,0.71704394,1.1079241,1.0491213,1.2417241,1.3391337,1.2560463,1.0069801,0.7822273,1.0645882,1.0581275,0.83033204,1.3942034,0.60660803,1.2573292,0.7672828,0.9410299,0.64541316,1.3804132,0.72128385,1.0593123,1.380247,1.1821511,1.3147659,0.7898698,0.8726786,0.9587225,1.1856674,0.060002744,0.9662655,1.140264,1.2975571,1.1125274,0.78375036,0.9647499,0.7625103,1.206864
necklace,1.0506634,0.5979891,0.91702443,0.94697654,0.9680438,0.900643,0.9917774,1.1141096,1.1840335,1.0278242,1.3515568,0.84116924,1.2310367,1.0081506,0.82899344,1.163023,1.3117888,1.029653,0.845867,1.1051683,1.3176737,1.0162528,0.80564964,1.1509539,0.79573584,0.8849879,1.1133654,0.8445096,0.94679487,1.0412083,1.1080953,0.75635755,1.292793,0.97257894,1.0059373,1.2377695,1.1103082,0.7407287,1.3709613,0.90157384,1.2441543,0.8690034,0.96570784,0.9707217,0.97715914,0.9333501,0.89722824,1.0896988,0.7973379,1.1562893,0.68335366,0.7759706,0.9634165,0.99610496,0.6801334,0.85720634,1.2277193,0.6452085,0.9370947,1.2356507,1.0865102,0.879089,1.0623722,0.848657,0.64571285,1.1238835,0.820828,0.9228578,0.83847696,1.00843,0.8482035,0.8763733,1.1532524,0.7898778,1.305217,0.91020083,1.1066754,0.6807217,0.7624166,0.0,0.9626781,0.8059709,1.0204996,0.8925971,0.8587844,0.76249695,0.7849343,0.82052076,1.0934784,0.78220296,0.9788542,0.8522028,1.1695532,1.1089782,0.9656291,1.0008894,0.81216633,1.1109838,0.9165027,1.1882362,1.3225665,0.9985835,1.0514699,0.67712545,1.1983422,0.99945825,0.97573715,1.3822623,0.66709477,1.1232314,0.88304466,1.0551153,0.7066834,1.2713898,0.88281506,1.2536705,1.0774444,1.1208714,1.2660903,0.9366095,0.628067,0.7065906,1.1620675,0.76713866,1.2364445,1.4198465,1.23382,1.2700367,1.0476263,1.1127625,0.5715426,1.1402828
orange,1.2640728,0.77505875,0.35087717,1.1579685,0.44200987,0.42356825,0.8383976,1.1763268,1.3580799,0.9988856,1.3017128,0.94119805,1.35896,1.2127081,0.8153823,1.310213,1.1773696,0.87074924,0.8742578,0.8729402,1.0665972,0.7406769,1.1288805,0.9875454,0.85569346,1.0630707,0.9573548,0.61436296,1.0717974,1.3115592,0.9104817,0.76544833,1.178535,1.1074477,1.1321651,1.2883143,1.0273572,0.80739945,1.2509375,0.9065244,1.1026002,0.90352136,0.9756946,1.2999711,1.1521536,1.218957,0.36485112,0.8348208,0.7070133,1.0698278,0.87933195,0.91078305,0.8919283,1.0121664,1.0211093,0.79164237,1.0496291,0.8704216,1.0785868,1.2037988,0.9862743,1.1780565,0.4478463,1.099012,0.8258495,1.2334633,1.1421463,1.2533523,0.99389213,1.2690796,0.8542105,0.88127416,1.1928668,1.1155775,1.0586008,1.0677931,0.8221985,0.7716398,1.0257994,0.9626781,0.0,1.131886,1.2197435,1.1772435,1.1467979,0.94548655,0.96546954,0.86025167,0.7426245,0.9896137,0.73996145,1.0125821,1.0533271,0.79376686,0.46974277,1.1777934,0.9107427,1.2659559,1.0797721,1.1237928,1.179638,1.2625096,1.1035511,1.1357969,1.0712636,1.1573796,1.0940684,1.2439507,0.87330174,1.1254895,1.071991,0.8799633,0.9411906,1.1766833,0.5697204,1.061259,1.1957873,1.1091837,1.3503256,0.5602454,0.8577536,1.0092764,1.2214333,1.0321008,0.7600385,1.0644151,1.1984828,1.0901774,1.1358081,1.2247971,0.854537,1.2726469
oven,1.2294065,0.67521787,1.0807569,1.0813891,1.0969787,1.1138855,1.1611762,0.6716903,1.0348808,1.2493033,1.0951304,0.713252,0.78535163,1.1965932,0.969887,1.179878,1.1241009,0.6965276,0.7973721,0.94068927,0.8601733,1.0935043,0.83906806,0.8236696,0.9366688,0.4638886,0.86758053,0.98168904,0.9448471,0.66404146,1.1454315,0.6542173,1.058026,1.0227872,1.050417,0.9123907,1.1612843,0.85625,1.1024978,0.75900054,1.1602688,0.90246665,1.0658723,0.6946961,0.4616868,1.2428284,1.0691237,1.0768647,1.0162905,1.1914878,1.0110773,0.8712331,0.98029846,1.1196389,0.7434349,1.1431344,1.2076011,0.76985604,1.1317766,1.2282965,1.0591913,1.0749491,1.1429064,1.1248556,0.741152,1.1131873,0.7995646,1.15662,0.76147777,0.8709482,0.5971975,1.1024274,1.1369426,0.8279148,1.1824276,1.1055138,1.0751715,0.90810704,0.6583885,0.8059709,1.131886,0.0,1.2375449,1.0008681,0.65647674,0.8187104,0.9445185,0.89190114,1.0500002,0.5709695,0.82027394,0.8489449,0.9988902,1.0834203,1.0340488,0.9852371,0.620968,0.58235025,1.0386577,1.10094,1.2051164,1.1277122,1.1104056,0.87211907,1.089626,1.0649778,0.6376478,1.3266668,0.8802326,1.1391249,1.1307051,1.0699492,0.73989403,1.2323244,0.981268,1.070208,1.154063,1.1650497,1.0100288,0.9228683,1.0198481,0.9141162,1.3352295,0.688235,1.1174271,1.1210665,1.1457802,1.1273926,0.6375011,0.9093944,0.847451,0.9656949
pajamas,0.505,1.2441006,1.3751202,0.67936397,1.3407714,1.2482498,1.2560602,1.1359673,0.75049686,0.8011899,0.5626946,1.3096429,0.69856733,0.31606847,1.2811601,0.4508412,0.7689073,1.3752277,1.3555536,1.2496943,1.0058163,1.291571,1.0158104,1.1547849,1.2486405,1.2140191,1.1838238,1.3369982,1.0111057,0.8560794,1.1955298,1.441243,0.8154641,1.0899944,0.8523051,0.7046025,1.0736758,1.4849143,0.6597981,1.3561277,1.0190871,1.1761978,0.8724296,0.8132273,1.185453,0.081252694,1.3006105,1.1479774,1.3008761,0.64408535,1.2341238,1.3095682,1.1521788,0.92363256,1.4069115,1.2601054,0.75672585,1.3574047,0.8816323,0.630692,1.229984,0.7083884,1.114525,0.8707672,1.3556062,0.8576276,0.7863524,0.49019873,1.3847046,1.0613194,1.4032271,0.99584174,0.670478,1.061626,0.8980969,0.98039883,1.1641574,1.3699057,1.2900167,1.0204996,1.2197435,1.2375449,0.0,0.71757877,1.1635079,1.3736115,1.2286634,1.3829792,1.2375292,1.226233,1.3502791,1.0668359,1.129238,1.1972082,1.2640247,0.8750048,1.4215298,0.84695345,0.8895063,0.76925635,0.79952693,0.45102715,0.8855308,0.7444021,1.0746058,0.9049586,1.238529,0.645077,1.3093588,0.7276652,0.9815388,1.170659,1.4222373,0.78445107,1.3481846,0.9492566,0.54119855,0.654455,0.62716925,1.3592438,1.2370342,1.242207,0.87343967,1.263626,1.147089,0.92909926,0.6813912,0.9574758,1.01252,1.0452709,1.3595746,0.78878033
pants,0.7822758,0.94074905,1.1750579,0.9911885,1.2009281,1.239468,1.2248505,1.1891547,0.8163854,0.77935475,0.8572699,1.0457225,0.80276895,0.8870795,1.0756592,0.7778723,0.9326907,1.2595677,1.1217511,1.2876997,1.2164311,1.2105795,0.8948535,1.1814249,1.0899785,1.048592,1.1616262,1.0609072,0.7828742,0.808727,1.104175,1.115212,0.9826554,0.9454019,1.0800073,0.866133,1.1580511,1.2088208,0.88216734,1.1547621,1.0848336,1.1418186,1.0783031,0.84582055,1.066117,0.66928995,1.100997,1.150941,0.9972631,1.0332737,1.0113186,1.162378,1.2257049,0.9725509,1.0684977,1.2416815,1.0077604,1.0724506,0.9972217,0.8133437,1.252334,0.8171836,1.1693698,1.0444751,1.0506312,0.91864926,0.5126867,0.6843733,1.2265928,0.9944119,1.0940058,1.0643662,0.9355655,0.86601985,1.0092905,0.9879097,1.1161497,1.1030837,1.0424007,0.8925971,1.1772435,1.0008681,0.71757877,0.0,1.1069216,1.1279202,1.15601,1.0730519,1.1397817,1.0033784,1.2283707,1.118766,1.1861453,1.1104394,1.1550858,0.9934603,1.1217301,0.9677324,1.0211167,1.083288,1.0037496,0.4643383,0.9620614,0.5956224,1.1172323,0.82201165,1.0706455,0.89124763,1.0346847,0.83985096,0.93560374,1.1483946,1.105651,0.89562297,1.2167407,1.0559976,0.8213787,0.707476,0.80200744,1.1744404,1.0254189,1.0511236,1.1642016,1.0285271,1.2961175,1.1281228,0.9947908,1.1249646,0.9103819,0.98934156,1.0854717,0.8807043
paper,1.0552404,0.93100065,1.0325098,0.97865903,1.113682,0.98106194,0.97291297,0.6017825,0.9213185,1.2492329,1.1451495,0.9301479,1.0534785,0.96607316,0.9775254,1.1125726,1.0698855,0.7377701,0.83245295,0.7753673,0.8070084,1.0008216,0.874295,0.7879934,0.99353194,0.76842856,1.0451458,1.0118406,1.1247042,0.9625993,1.153796,0.75516224,1.0785416,0.99961376,0.99541605,1.0908697,0.99422455,0.902565,1.1345826,0.8031544,0.9764653,0.9611105,1.0970228,0.75113827,0.72503006,1.0792583,0.9645171,1.0516943,1.1248708,1.069471,1.0023892,0.9078117,0.96789783,1.1604867,0.8682302,0.9015228,0.9181321,0.9720556,1.0818311,1.1573298,0.73498344,1.1400008,1.1381496,1.0149904,0.9408346,1.1242274,1.0149469,1.0550684,0.92650384,0.93724537,0.7003275,0.94432515,1.0903298,0.8865338,1.2007457,1.1021172,1.101647,0.9732845,0.65123403,0.8587844,1.1467979,0.65647674,1.1635079,1.1069216,0.0,0.8871435,0.93254447,0.8178952,1.0539697,0.88079655,0.9848395,0.8847503,0.78781754,1.0736511,1.0568299,0.99844486,0.8096286,0.68699884,1.008487,1.0619017,1.1868792,1.0744164,1.1522202,0.97347903,1.1433208,1.0684837,0.77852464,1.1745137,0.99942774,1.1809154,1.0421228,0.7439294,0.8425683,1.2096679,0.9152757,1.1326442,1.1503314,1.1714984,0.914721,0.9435955,1.0260627,1.0541911,1.0271584,0.75503826,1.0890427,0.9081266,1.0559719,1.1325068,0.85148144,1.0410287,0.94630665,0.96095043
