,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
book,1.3886232,0.811802,0.88259983,1.2477828,0.8312257,0.9399303,0.9913453,0.7324538,1.1298192,1.2064806,1.2825525,0.7968837,1.0515958,1.1881638,0.7930026,1.3133976,1.1029735,0.0,0.74002934,0.76229155,0.5630255,0.8831906,0.93117356,0.5860236,0.7508339,0.6905395,0.7664255,0.8200291,1.1563965,1.0578096,0.93230736,0.72054017,1.0464528,0.9733986,1.1122762,1.1737156,1.0549817,0.5882022,1.255408,0.7080429,1.0388455,0.8133507,1.2170428,1.207056,0.6453953,1.3248732,0.87627155,0.9015068,0.98620963,1.2991781,1.0293057,0.8369096,0.8117241,0.95358676,0.7431827,0.9384128,1.1609982,0.86680955,1.0501614,1.3915796,0.71278626,1.3504581,0.94335765,1.2223938,0.7902092,1.2770731,1.1314225,1.3628561,0.5796312,1.0461243,0.6324329,1.0664138,1.2006445,0.9032775,1.1291751,1.1797445,0.944147,0.84464824,0.5181936,1.029653,0.87074924,0.6965276,1.3752277,1.2595677,0.7377701,0.65408885,0.77603686,0.82905245,0.8290111,0.6404729,0.615343,0.97696763,0.8815714,0.88730085,0.9094243,0.918997,0.7214317,1.1108327,1.2416207,1.1238116,1.2446055,1.3823714,0.9648865,1.0862064,0.989501,1.1149038,0.7429217,1.3021419,0.70908403,1.1899503,0.99323875,0.9397585,0.699426,1.3363154,0.842013,1.0477943,1.3184099,1.2976227,1.2103267,0.49480265,1.0411413,1.0197698,1.1480285,0.49762297,0.7600754,0.883184,1.3075781,1.0703622,0.88101083,0.9623484,0.8894771,1.2222087
bottle,1.4999896,0.8350709,0.6134797,1.2687775,0.44539863,0.7168348,1.0172907,0.85349786,1.3815008,1.0961486,1.4594723,0.20776457,1.2316461,1.3414919,0.7070075,1.4405566,1.3848205,0.74002934,0.0,0.90577716,1.1514225,0.89037263,1.0055867,0.7164026,0.9084984,0.6496897,0.65818965,0.7564989,0.9865114,1.1936425,0.99070907,0.50113755,1.2156162,1.0222034,1.2866884,1.3497223,1.2029266,0.27713257,1.3976147,0.100358605,1.1991378,0.71378064,1.2614095,1.1178015,1.0628368,1.3351,0.80607516,1.0332451,0.7976762,1.2570962,0.90850866,0.21219897,0.49777472,1.1314379,0.6835214,1.0172431,1.3259754,0.36139637,1.1462317,1.2857121,0.7202372,1.2385772,0.9852873,1.3221955,0.31531388,1.2922711,1.0397054,1.3571348,0.4930427,1.1762925,0.36247653,1.2705355,1.4901698,1.0100161,1.1093475,1.1976961,1.04403,0.2919975,0.69681954,0.845867,0.8742578,0.7973721,1.3555536,1.1217511,0.83245295,0.5045341,0.7179854,0.74965715,0.9784754,0.8054692,0.53806615,0.78832173,0.98944217,0.9924201,0.5520501,1.2104636,0.3224138,1.2192262,1.2220399,1.3177663,1.3564646,1.2976732,1.1778783,1.044908,1.10792,1.1297293,0.3220365,1.415921,0.5549699,1.2314001,1.0732808,1.036424,0.6437021,1.3587697,0.81988364,1.0502471,1.3090613,1.2861211,1.3627408,0.7923509,0.82382286,0.67578053,1.2639009,0.62532246,0.85861,1.2643685,1.2580299,1.15293,0.89058864,1.1394737,0.3431641,1.2369372
bowl,1.3012774,1.0511224,0.83779514,1.1751769,0.8523325,0.7486141,0.7987861,0.67891514,1.1361454,1.195458,1.2186499,0.98392427,1.2915382,1.0149326,1.0287633,1.2525433,1.115507,0.76229155,0.90577716,0.0,0.66622955,0.78615856,1.1277755,0.60205996,0.99439543,0.8935067,0.9661593,0.85689425,1.1799824,1.264723,0.85796726,0.80775654,1.0576922,1.0694492,1.0841829,1.1905041,0.89899355,0.90433276,1.1285776,0.80033696,0.55879617,0.9318583,1.0296581,1.1353278,0.8538711,1.2217336,0.7628108,0.9434942,1.0126086,1.2097758,1.1087984,0.98063844,0.9236166,1.0972601,0.9333811,0.8575938,0.7836665,1.0656842,1.1289979,1.2446055,0.6908565,1.2875564,0.8187957,1.1367128,1.0588456,1.2124975,1.1818837,1.3138725,0.87978154,1.1538578,0.8382491,0.91750896,1.1687669,1.0795058,1.151588,1.0688422,0.85119164,1.009959,0.8752086,1.1051683,0.8729402,0.94068927,1.2496943,1.2876997,0.7753673,0.9531356,0.9305156,0.82073784,0.886844,1.0446768,0.8300343,1.0131744,0.28845143,0.9433541,0.97296613,1.0462756,0.934033,0.978153,1.0498354,1.0233488,1.1313902,1.3050268,1.0686688,1.1775491,1.0883943,1.1340559,0.89570916,1.2427943,1.0203755,1.206209,1.0616958,0.37194043,0.78368175,1.2830305,0.7109915,1.0870156,1.21364,1.2179456,1.05876,0.64169973,1.1117982,1.009281,0.90746546,0.92742217,0.8146995,0.49904782,1.1538113,1.0168698,1.1570116,1.2518579,1.0378156,1.152095
box,1.1143774,1.1818608,1.2325234,1.0523878,1.1802974,1.1027651,1.1400696,0.5903287,0.78394413,1.1582255,0.8513833,1.2269702,0.8752253,0.79616076,1.2424521,0.9726297,0.7199911,0.5630255,1.1514225,0.66622955,0.0,1.0665361,0.95183,0.5018481,1.063133,0.8039048,0.93109816,1.1629705,1.2664504,0.9715059,1.0242219,1.1804714,0.6543983,1.1097913,0.96968544,0.8738034,0.9622698,1.1999218,0.78948736,1.1017175,0.85395116,1.0567681,0.9785824,0.9570237,0.4715792,0.9878063,1.1745538,0.99607414,1.2151587,1.081304,1.3073156,1.3135505,1.1529151,0.8489709,1.2092255,1.065062,0.70328856,1.3729742,0.88911986,1.1134665,0.6590008,1.2104962,0.83998775,1.094498,1.3149534,0.9663492,1.1173732,1.116862,1.0500351,0.95126706,1.0648559,1.0944824,0.8124975,0.9394531,0.9174955,1.1366608,0.9830654,1.3360305,0.84335214,1.3176737,1.0665972,0.8601733,1.0058163,1.2164311,0.8070084,1.1860248,1.1254961,1.2390242,0.98438394,1.0760108,1.0508292,1.155002,0.797985,1.0170687,1.2570589,0.7288128,1.195116,0.7633683,1.0584219,0.85439646,0.8970181,1.1571894,0.7562294,1.1598881,0.89903235,1.0268034,1.0117623,0.964863,1.1473961,1.0864407,1.0262697,0.88787466,1.1349968,1.0412002,1.013533,0.8661467,1.0680947,0.9639977,0.80797195,0.92126703,1.3298771,1.3050499,0.8497522,0.9010317,0.71351403,0.4337476,0.9890335,0.7719358,0.8975074,0.91677004,1.3263893,0.98605615
bread,1.1991405,1.0266851,0.75757754,0.9981012,0.8278129,0.8691666,0.41330576,1.142734,1.299019,1.1772242,1.3942792,0.98040205,1.388915,1.196399,0.8736804,1.3561728,1.2856104,0.8831906,0.89037263,0.78615856,1.0665361,0.0,1.202912,1.0368226,0.8821166,1.1033597,0.97079366,0.439301,1.0424758,1.3324962,0.57196695,0.867557,1.2999692,1.0223919,1.087821,1.3554535,0.23166358,0.7852945,1.3479073,0.9073998,0.7126754,0.8022696,1.0077311,1.2597237,1.0657454,1.2624851,0.7672368,0.9272329,0.9463025,1.108078,0.807728,0.8874956,0.8768676,1.1019862,0.87555426,0.59564805,1.0318842,0.9068011,0.9872133,1.2649418,0.83506596,1.1422555,0.85184884,0.8953756,0.91447055,1.3312676,1.051178,1.2090683,0.95338213,1.1504877,0.95090145,0.89170134,1.1066563,1.1935469,1.1420021,0.99375325,0.3909334,0.8443168,0.8920203,1.0162528,0.7406769,1.0935043,1.291571,1.2105795,1.0008216,0.8258062,0.76947016,0.7238401,0.8873021,1.0570909,0.47225368,0.9736979,0.73337454,0.89851713,0.7617277,1.0865073,0.9199221,1.1408886,1.0395476,1.1507561,1.1806988,1.2593424,1.1248504,1.1456943,1.1616418,1.2173553,1.0494903,1.2695036,0.8869786,1.2410835,0.9728614,0.9029407,0.81993437,1.2368983,0.7518393,1.1419507,1.2072229,1.2952766,1.2446955,0.79402727,0.79915535,0.89168024,0.92705077,0.9408642,0.97962713,0.9147765,1.2115607,1.1176685,1.0552768,1.2819347,0.904017,1.2369835
broom,0.9565163,0.9920216,1.1349952,1.0547036,1.1812676,1.0804254,1.1554385,0.9474373,0.898355,0.9996641,1.0796292,1.0305777,0.9214701,1.1191581,1.0839813,0.9995551,1.0376717,0.93117356,1.0055867,1.1277755,0.95183,1.202912,0.0,0.93764585,1.1112463,0.81331265,1.1246206,1.0864989,0.9859289,0.76866245,1.1358566,0.94271976,0.9919006,0.89069515,0.9544654,0.99186534,1.1352133,0.8821695,1.0776011,1.0377975,1.0880098,1.148177,1.1416695,0.730289,0.888028,0.9209994,1.1623592,1.1214519,1.0908365,1.177631,1.0879152,1.0576395,1.093854,0.9766815,0.8032265,1.1148859,1.2516518,1.0859692,1.0518824,1.0490761,1.0438021,1.1335309,0.9646734,1.1420848,1.0774512,0.7455116,0.7751729,0.9788606,0.825697,0.6220455,0.88883334,1.0319389,0.9911143,0.0667904,1.1670821,1.0865349,1.1023916,1.0461745,0.6900355,0.80564964,1.1288805,0.83906806,1.0158104,0.8948535,0.874295,0.89158374,0.97585714,0.89404577,1.1394103,0.8861646,0.9824904,0.9140103,1.1379379,1.120244,1.2231982,0.83179176,0.9844848,0.9862131,1.0152413,1.0722051,1.1770005,1.0872031,0.9544374,0.8258088,0.8333141,0.80124617,1.0284749,1.017721,1.055934,1.0536076,0.98614806,1.1095343,0.7544904,1.0984411,1.0157263,1.0626851,1.2548969,0.607287,1.0443624,1.1202538,1.0967079,1.0261034,0.92804646,0.6641171,1.2041776,1.177223,0.9537475,0.99912965,0.9520966,0.665727,1.0452355,0.8789547
bucket,1.2295773,1.0128073,0.9641891,1.2303365,0.7676018,0.88013726,1.2400666,0.6278939,0.92419654,1.1824449,1.0935935,0.9188488,1.0544407,1.0987636,0.9916669,1.1720525,0.9379818,0.5860236,0.7164026,0.60205996,0.5018481,1.0368226,0.93764585,0.0,0.92512536,0.5221325,0.71767783,1.1256932,1.2747566,0.98226345,0.94443494,0.8309305,0.74918956,1.1111984,1.1726747,1.0986617,1.1896993,0.8198594,0.96653944,0.69865894,0.985234,0.82367146,1.136725,1.0273631,0.7888861,1.1357173,1.0412589,1.0711477,1.1207746,1.2615048,1.3144429,0.8903666,0.8115244,0.9880154,1.0378686,1.1126444,0.9265455,1.0316072,1.0057794,1.240994,0.644766,1.3554972,0.88471264,1.3818322,0.9068933,1.0161276,0.9732335,1.2901328,0.7787659,0.82460827,0.649388,1.2401457,1.1384289,0.93606234,0.94395953,1.2467911,1.0483067,0.97545695,0.6633072,1.1509539,0.9875454,0.8236696,1.1547849,1.1814249,0.7879934,0.83974457,0.8804274,1.1591874,0.95674044,0.9176053,0.8118801,0.95683235,0.85470176,1.0413177,0.91519845,0.8027977,0.85003936,0.955919,1.1732457,1.0374953,1.0843289,1.2790956,0.97521496,1.0844878,0.8720906,1.0916518,0.75923103,1.1175431,0.8868621,1.239413,1.0373306,0.9420335,0.90482044,1.2045586,0.80515075,0.84242845,1.2989625,0.9368541,1.0587646,0.73108655,1.2851772,1.1929303,1.0559925,0.6612637,0.6457659,0.76600033,1.0885457,0.8742036,0.8252643,0.8970942,1.066427,1.088137
butterfly,1.2004404,0.8556009,0.9369354,1.2355931,0.892693,1.0496254,0.959691,0.9895185,1.1775444,1.059342,1.1948161,0.9796722,1.2238898,1.1488659,0.5028993,1.2736526,1.1749786,0.7508339,0.9084984,0.99439543,1.063133,0.8821166,1.1112463,0.92512536,0.0,0.9764333,0.95159763,0.87646115,1.082663,1.0705719,0.77306795,0.6866416,1.0535539,0.9783033,1.0731041,1.231828,1.0258864,0.8417835,1.1621776,0.96492106,1.1545427,0.76146215,1.0416924,1.1410861,0.941395,1.1979256,0.8875048,0.75104094,0.82558084,1.1920692,1.0329381,0.96336275,0.9691862,0.94864005,0.8183378,0.7024774,1.1853185,0.85449433,1.0488625,1.2133106,0.89992094,1.1634797,0.9241127,1.1698803,0.8853822,1.1704842,1.0462594,1.2731767,0.8677691,0.9648675,0.85627174,1.1425617,1.2614707,1.0856042,1.0437628,1.0680693,0.9404045,0.9158663,0.9006675,0.79573584,0.85569346,0.9366688,1.2486405,1.0899785,0.99353194,0.8374898,0.88976294,0.95563155,0.6431081,0.91803247,0.9388214,0.8613304,1.0732695,0.68134534,0.9164513,0.97240067,0.8325458,1.0663736,1.1210033,1.0455507,1.0860525,1.2140322,0.99914414,1.1600738,0.9995209,1.1273443,1.0427909,1.228255,0.8308532,1.0682596,0.96795624,0.98196465,0.81948924,1.1523813,0.9560954,1.0552528,1.2058613,1.174285,1.1991817,0.63331544,1.0488219,1.038696,1.1841424,0.9331646,0.92696726,1.1452484,1.1112251,1.0492712,1.0134349,0.9939786,0.9545126,1.1489087
can,1.3049638,0.7801321,1.0001162,1.1720523,0.81169295,0.9557123,1.2909261,0.7061203,1.1651475,1.2625487,1.2403362,0.66025436,0.9829692,1.2594404,0.86297756,1.3692415,1.1594944,0.6905395,0.6496897,0.8935067,0.8039048,1.1033597,0.81331265,0.5221325,0.9764333,0.0,0.69550526,1.1134756,1.008527,0.79395914,0.96648514,0.6998012,1.0476806,1.0863937,1.2399948,1.0564464,1.226204,0.74796325,1.1459765,0.60989773,1.1609448,0.6211941,1.1532743,0.77557933,0.78472984,1.1972272,1.0441164,0.95509374,1.0089011,1.3014312,1.1512734,0.7160748,0.82125115,1.0223134,0.9164956,1.076417,1.2977676,0.82026374,1.0495934,1.1901263,0.98797756,1.1634119,1.0242097,1.3336394,0.58336776,1.0373963,0.68662906,1.3628106,0.7578294,0.8402425,0.5146081,1.2601486,1.2582045,0.81064177,0.97686535,1.2311418,1.1229051,0.8792918,0.62619376,0.8849879,1.0630707,0.4638886,1.2140191,1.048592,0.76842856,0.7982589,0.9339016,0.99244505,0.9042703,0.58986014,0.8177863,0.694877,1.0590384,0.9461027,0.9235902,0.9874678,0.69673616,0.8388896,1.1041441,1.0920507,1.349901,1.2553029,1.0490031,0.85184765,0.9903927,1.0231819,0.7052236,1.2923485,0.7899052,1.235843,0.9637712,1.138025,0.81402004,1.3227782,0.95944464,0.8112767,1.2860172,1.0253055,1.2046593,0.8338604,1.0657661,0.99870056,1.3595803,0.61993444,0.7840885,1.1593019,1.0556535,0.8574433,0.6520872,0.91317636,0.9236079,0.92174804
car,1.31074,1.0367708,0.83190095,1.1211963,0.60487264,0.8761754,1.1528535,0.9331196,1.2160176,1.2045867,1.2364728,0.75470996,1.00405,1.2782824,0.79429317,1.2991608,1.1243613,0.7664255,0.65818965,0.9661593,0.93109816,0.97079366,1.1246206,0.71767783,0.95159763,0.69550526,0.0,1.0465477,1.1318837,1.0119692,0.9021957,0.7428198,1.0861013,1.098428,1.2107575,1.1370355,1.1712614,0.73790455,1.1968095,0.675442,1.1900412,0.74888265,1.1462647,1.0825615,1.0699867,1.198316,0.99381596,0.9044816,0.97567546,1.1561143,1.1230309,0.67566633,0.61625767,1.0778061,0.9465314,1.1628482,1.2522452,0.7697753,1.1173984,1.1573598,0.925352,1.0941516,0.9316915,1.2820704,0.64852095,1.0589857,0.89917034,1.3588254,0.77639955,0.9603306,0.6615253,1.2556071,1.2585386,1.1099403,0.7549969,1.1227106,1.0041233,0.7538793,0.8379697,1.1133654,0.9573548,0.86758053,1.1838238,1.1616262,1.0451458,0.7807746,0.8364452,1.0922679,0.8474128,0.79918915,0.68951756,0.82499814,1.05766,0.8923062,0.7504168,1.0668778,0.65938544,1.0905802,1.0998614,1.1489648,1.111051,1.2396994,1.043408,1.0824761,0.86500716,1.1542306,0.7815657,1.2030299,0.8155599,1.1330296,1.0676521,1.1611536,0.87788093,1.0729946,0.9579931,0.69586724,1.1784883,1.1234744,1.1821496,0.8846746,1.0455751,0.9202162,1.229255,0.7518816,0.65371495,1.1491132,0.9686776,0.81921405,0.45266593,0.88853866,0.87162596,0.99167454
carrot,1.218205,0.84241265,0.65458935,1.0179355,0.8620551,0.8399399,0.47023588,1.2014279,1.2680645,1.1125532,1.4433705,0.79746985,1.3349304,1.2608932,0.80456644,1.3688351,1.353611,0.8200291,0.7564989,0.85689425,1.1629705,0.439301,1.0864989,1.1256932,0.87646115,1.1134756,1.0465477,0.0,0.8680007,1.2671366,0.8118113,0.8383559,1.3142977,0.9300063,1.1866527,1.3516858,0.74910545,0.57764006,1.4299648,0.80019975,0.8134609,0.8785111,1.0919015,1.2444646,1.0867232,1.2819428,0.56764185,1.0246496,0.86775064,1.2236634,0.7192504,0.77827597,0.888765,1.1297839,0.6798895,0.6367576,1.1576095,0.73401356,1.001599,1.3365743,1.0402465,1.1402819,0.87170744,0.9624604,0.7968775,1.3245583,1.002965,1.1794463,0.8083197,1.1652539,0.86333764,0.8688525,1.1634668,1.06937,1.208054,1.0647222,0.71690726,0.6182286,0.7871798,0.8445096,0.61436296,0.98168904,1.3369982,1.0609072,1.0118406,0.70546055,0.7351671,0.519339,0.96052456,0.88374054,0.5357499,1.0293151,0.798237,0.9756599,0.7453977,1.1228303,0.76025987,1.2198234,1.072523,1.2525673,1.1898282,1.1941655,1.1737009,1.0730748,1.1717794,1.1317565,0.9165895,1.2925497,0.75596905,1.2226225,0.9406866,0.8834148,0.6498753,1.2342544,0.68848926,1.2152237,1.2211608,1.3176205,1.2910831,0.76385313,0.7003328,0.8237905,1.0159743,0.8006598,1.0358769,1.0348476,1.3221357,1.2240691,1.0732627,1.2155489,0.6782754,1.2933528
cat,0.87761694,1.0123937,0.98824906,0.95025235,1.0434248,0.98398,1.0470943,1.1433288,0.88690186,0.8041937,0.8922379,0.831758,0.9025738,1.0543308,1.0312642,0.8388092,1.0397311,1.1563965,0.9865114,1.1799824,1.2664504,1.0424758,0.9859289,1.2747566,1.082663,1.008527,1.1318837,0.8680007,0.0,0.97954035,1.1372185,0.9671166,1.1003947,0.7652198,0.919998,1.0089177,1.0124928,1.0493114,0.9085876,0.90575486,1.0771196,1.0401056,0.985765,0.7898272,1.19119,1.0530847,1.0599755,1.0357873,0.8851853,0.9610409,0.98138523,0.9218166,1.0859538,1.168454,0.9429254,1.1632512,1.0719857,0.8187846,1.1835665,0.8803299,1.2634872,0.7824969,1.2196366,1.0051384,0.89152974,0.9735673,0.8876506,0.9938445,1.0526196,1.0359478,0.9223906,0.98188436,1.0460626,0.9857876,1.1426816,0.99374956,0.9556273,0.84411347,1.1226737,0.94679487,1.0717974,0.9448471,1.0111057,0.7828742,1.1247042,1.0646869,1.1034513,0.9726077,1.0783268,0.90028113,1.0781915,0.98227453,1.1132758,1.0396235,1.0396945,1.1727487,0.91773236,1.0715046,0.86040777,1.0859426,1.092029,0.8973075,1.147248,1.0347053,1.2353942,0.693048,0.912487,0.9490274,1.1100624,0.72718704,1.1325094,1.1448224,0.9230995,1.0548152,1.1692228,1.1933153,0.84854376,0.9917689,0.9529692,1.1527455,0.9921205,0.8300867,1.1199274,1.1170862,1.27462,1.2251968,0.98640746,1.2130439,1.0063266,1.1432986,0.880617,0.88525647
chair,0.7844948,0.99160045,1.3717151,0.950256,1.3393855,1.3201299,1.3526824,0.90979975,0.7246515,0.9780191,0.61964244,1.1264416,0.29857355,1.0205674,1.0061792,0.7012901,0.86794037,1.0578096,1.1936425,1.264723,0.9715059,1.3324962,0.76866245,0.98226345,1.0705719,0.79395914,1.0119692,1.2671366,0.97954035,0.0,1.1247224,1.1035265,0.8046464,0.89673674,0.9737247,0.42467666,1.2040178,1.2903368,0.7194977,1.1925626,1.1806029,1.1077023,1.0796244,0.5861974,0.8797314,0.84049857,1.3197505,1.2172573,1.2243004,1.0860795,1.2058934,1.2278185,1.2125998,1.0305833,1.1241596,1.3472227,1.124464,1.1713792,1.0549892,0.83579755,1.2481207,0.9330928,1.1943394,1.0807428,1.1215239,0.6668353,0.6845721,0.74310684,1.1506264,0.47634697,0.98558754,1.0496656,0.89145803,0.8040731,0.8402888,1.1208885,1.2010522,1.2873185,0.97949815,1.0412083,1.3115592,0.66404146,0.8560794,0.808727,0.9625993,1.132982,1.157946,1.2586594,1.2112665,0.81101906,1.2093116,0.98844904,1.2408396,1.2119108,1.2710977,0.83358157,1.1315355,0.75385684,0.9704773,0.9676463,0.8375963,0.79186034,0.9638927,0.8534853,0.91315335,0.86587644,1.0506182,0.7768493,1.1333609,0.75185525,1.0804476,1.2489567,1.10845,0.78533906,1.3076937,0.7712283,0.93175215,0.7629043,0.46560264,1.1875108,1.2145456,1.2296865,1.1048554,0.98188764,1.1587417,1.1378531,0.84016347,0.8183981,0.7009504,0.6428858,1.26262,0.6359453
chips,1.2572939,1.0635586,0.892826,1.10039,0.89513206,1.0086428,0.61424494,1.057124,1.3077009,1.1150832,1.280554,1.1022689,1.2528021,1.1809555,0.9351688,1.2616395,1.1269221,0.93230736,0.99070907,0.85796726,1.0242219,0.57196695,1.1358566,0.94443494,0.77306795,0.96648514,0.9021957,0.8118113,1.1372185,1.1247224,0.0,0.96682584,1.1323231,0.95963776,1.117213,1.1950442,0.66854185,0.94391066,1.2728722,1.022886,0.6484784,0.89748424,1.1493747,1.1909004,1.0991544,1.1715186,1.0186468,0.87853724,0.96848714,1.1133616,1.0485017,1.0057172,0.84881616,0.94899124,0.9947018,0.8307376,1.1337721,1.0934962,0.9326663,1.1444743,0.85026616,1.1149462,0.8662531,1.0290133,1.0315777,1.1374614,0.96551496,1.1826831,0.9921345,1.0107417,0.9890311,1.0565306,1.0378431,1.1033984,0.902147,1.0375011,0.6815331,1.0479012,0.99082553,1.1080953,0.9104817,1.1454315,1.1955298,1.104175,1.153796,0.96815187,0.9517942,0.94684887,0.8683132,1.098713,0.8188367,0.85274696,0.7490805,0.86766696,0.9146216,0.99305713,1.0493852,1.0499523,1.0962098,1.1058625,1.0678129,1.1833055,0.9741647,1.1235256,0.95720637,1.1781414,1.1819724,1.1562716,0.970721,1.1122427,0.9003408,0.9663865,0.9493431,1.1002123,0.8553865,0.8757136,1.1678917,1.1511983,1.1560985,0.82592523,1.0199345,1.062839,0.9919381,0.9837709,0.88172936,0.8603445,1.0479718,0.85499644,1.027151,1.0830158,1.1383278,1.1052326
clock,1.4513364,0.8007616,0.64322126,1.2870154,0.51182485,0.7166836,1.0698702,0.7036659,1.3286477,1.1282036,1.4744314,0.6398762,1.2593424,1.4329658,0.58943653,1.4694636,1.3798921,0.72054017,0.50113755,0.80775654,1.1804714,0.867557,0.94271976,0.8309305,0.6866416,0.6998012,0.7428198,0.8383559,0.9671166,1.1035265,0.96682584,0.0,1.247143,0.9897631,1.163244,1.3848815,1.1514177,0.4871778,1.4169338,0.5125859,1.2029164,0.6700166,1.2230359,0.9759223,0.8560341,1.3987308,0.7615135,0.90631914,0.6283057,1.3345519,0.9063735,0.56770205,0.70357084,1.2202966,0.541873,0.9196918,1.3374276,0.5283253,1.2731779,1.3786788,0.8396251,1.2570888,0.8998132,1.2992761,0.5033973,1.2860668,1.029857,1.45566,0.61514956,1.0243261,0.29285192,1.2330086,1.5086364,0.92482305,1.1821375,1.1772866,0.94048846,0.54090804,0.70421326,0.75635755,0.76544833,0.6542173,1.441243,1.115212,0.75516224,0.56107664,0.749793,0.7404639,0.81999266,0.793978,0.57827663,0.83145905,0.91945326,0.8696624,0.6170063,1.197242,0.24264258,1.1118584,1.1719365,1.2596772,1.383701,1.3871074,1.235252,1.0959847,1.0644602,1.034767,0.6290877,1.5100203,0.6566498,1.1525087,1.1865509,0.9165529,0.44031656,1.3806689,0.7675797,1.0621083,1.3703166,1.2958972,1.3445406,0.5577332,0.87565994,0.8323003,1.406438,0.711611,0.9177454,1.2839465,1.246691,1.1676779,0.7878288,1.0601685,0.65200907,1.1386656
closet,0.80227256,1.1907881,1.198392,0.98305476,1.1948819,1.1901001,1.2181741,0.8716732,0.60595924,0.93161833,0.60668445,1.1662427,0.67964363,0.901448,1.208134,0.74396694,0.6381015,1.0464528,1.2156162,1.0576922,0.6543983,1.2999692,0.9919006,0.74918956,1.0535539,1.0476806,1.0861013,1.3142977,1.1003947,0.8046464,1.1323231,1.247143,0.0,1.0984172,0.97516745,0.65893096,1.164041,1.2847059,0.62043,1.2066989,1.0355784,1.2737393,0.9477659,0.914372,0.7910591,0.85087544,1.228185,1.1440437,1.1778207,0.8700092,1.2342402,1.2364699,1.0550089,0.9618993,1.307305,1.2465786,0.80576026,1.2500855,1.034755,0.7903763,1.0310676,0.9898964,1.0075557,1.1111947,1.2867767,0.7709904,1.0921662,0.92313445,1.1756622,0.9250847,1.1858524,1.1247215,0.8787157,1.0225114,0.8777093,0.98485005,1.1745725,1.2434264,1.1529233,1.292793,1.178535,1.058026,0.8154641,0.9826554,1.0785416,1.2249975,1.2061851,1.2463052,1.1448284,1.1707371,1.217447,1.0920392,1.0979407,1.1339676,1.2080991,0.8241558,1.2246284,0.8715926,1.0512632,0.89602476,0.7931584,0.8807514,0.9204098,1.0836574,0.91204494,0.84451944,1.0250602,0.6150797,1.2503002,0.91264725,1.0868059,1.0209489,1.307699,0.7647334,1.0895901,0.91569406,0.89083606,0.82475287,0.7094292,1.2327986,1.291533,1.1885189,0.9720771,1.1542742,0.9960134,0.78934413,0.7911395,0.901866,0.90029496,0.9242483,1.2572253,0.8408748
comb,0.9963023,1.0626764,1.0604792,1.0270395,1.1019288,1.0866021,0.9593393,1.0055658,0.9783287,0.67456406,0.9828028,1.0424033,0.83261895,1.0367016,1.0212204,0.8907753,1.0057322,0.9733986,1.0222034,1.0694492,1.1097913,1.0223919,0.89069515,1.1111984,0.9783033,1.0863937,1.098428,0.9300063,0.7652198,0.89673674,0.95963776,0.9897631,1.0984172,0.0,0.8982021,1.008929,0.9114518,0.9879317,1.0448004,1.012393,0.9766821,1.1368537,1.1021175,1.0457193,1.0411612,1.0633882,1.0884578,1.0559577,0.9340147,1.0922796,0.9559411,1.0344675,1.0401778,1.0323825,0.88104284,1.0527675,1.1225826,1.0064832,1.0136626,1.0071903,1.0368131,1.0580713,1.0986072,1.0120066,1.0485063,0.96892905,1.05552,0.98249876,1.0137683,0.96054244,0.912964,1.0295467,0.94803125,0.8819492,1.1310155,0.9293898,0.8864454,1.0084748,0.98707,0.97257894,1.1074477,1.0227872,1.0899944,0.9454019,0.99961376,1.0439715,1.1029552,0.9558533,1.1345528,0.9527743,1.0648452,1.0475378,1.0089972,1.0785253,1.1533467,1.0576801,0.962805,1.0898092,1.1060705,1.0470943,1.0328089,1.040222,0.998636,1.0866263,1.1282991,0.9268635,0.96237034,0.98695487,1.0343575,0.71221673,0.9271688,0.9640619,0.93514776,1.06373,1.0337745,1.1871918,1.1070732,0.9337738,0.9630217,0.9986087,1.0385938,0.8771535,1.0292022,0.98432696,1.1728733,1.057851,1.0639744,1.1083491,1.0829707,1.07529,0.963163,1.0755155
