,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mouth,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,spoon,stick,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
lamp,1.4185092,1.1117262,0.64237213,1.3414419,0.8680691,0.6834886,0.9005053,0.6250572,1.1362414,1.3245586,0.72050625,1.4021561,1.4487362,0.44062126,1.4927783,1.1525569,0.5152372,0.52013135,0.8578185,0.7407888,0.6377499,0.54958194,0.7204655,1.152719,1.1408273,0.5207294,1.2100164,1.219168,1.4357047,1.2874885,0.7144058,1.199553,0.4294417,0.833235,1.0272346,1.2655199,0.8733382,0.7638514,1.3905244,0.5872464,1.0514011,1.2034006,1.1494176,1.0628016,0.88339156,1.0368173,0.6262736,0.98335135,1.2476804,0.66149503,1.2023437,0.98251176,1.3492525,1.3519537,0.8553786,0.97616583,1.3175993,1.4349942,0.63903064,1.2620485,0.0,0.82759845,1.3119283,0.7523309,1.2906852,1.2991419,0.96840143,0.6971359,0.63072157,0.5926333,1.2083323,0.6381736,1.0310134,1.4308336,1.3574448,1.3068271,0.8571141,0.61480814,0.68149126,0.96547383,0.906075,0.4442019,0.8527089,1.1092502,0.8047068,1.1009539,1.0767299,1.4351645,0.7676246,1.4142509,1.003899,1.0234721,0.45324695,1.2223467,0.6734698,0.8370179,0.7341875,1.1751577,0.743596,0.7630357,1.4806441,1.4354187,0.6151294,0.98214483,0.60542774,1.1484047,0.6309335,1.017803,0.9917832,0.96324,0.95518345,0.58900297,1.0738317,1.1819582
leg,1.1931593,0.9498797,1.0588915,1.1937938,1.174495,1.0512202,1.1604769,1.0033722,0.8325915,1.096638,0.9503752,1.0118599,1.1767013,0.7643714,1.0232425,1.0496938,0.96506256,0.9026863,1.031913,0.97461516,0.8429899,0.6393577,1.003989,0.86908954,0.8865143,0.9971071,0.97810435,1.1551021,1.0647238,0.9467841,1.101195,1.1404159,0.92239046,1.0873284,0.8799425,1.2347822,0.64349097,0.6145798,1.1431437,1.0826688,0.8636519,1.1090655,1.0231471,0.7863661,1.0665592,0.8405542,1.103382,1.0108103,1.0468386,0.9711441,1.1407404,1.1883261,1.072497,1.1350272,1.0502658,0.6226703,1.0987731,0.9096776,1.0008676,0.9555372,0.82759845,0.0,0.9086994,1.0767325,1.103438,1.147908,0.9573784,1.1213828,0.7088874,0.878108,1.0967827,1.0315007,1.0230911,1.1588147,0.8280382,1.0975451,1.0494626,0.96153295,0.8958849,1.0804411,1.0285267,0.8798042,1.1037935,1.1038085,1.0735613,0.9722017,0.9441104,1.1065023,0.9556854,1.1370364,0.88631153,1.0467662,0.7674165,1.1753291,0.8968349,0.73976916,0.98122084,1.0529217,1.0788169,1.0782918,1.1457398,1.1578404,1.1788008,0.92026705,0.7607853,1.1015816,0.62383246,1.2976696,0.8104745,1.023903,1.0267764,1.0680887,1.0476598,1.1702063
meat,0.8617589,1.1146706,1.2228931,0.96383387,1.2850331,1.2174034,1.1224946,1.0828273,0.94500256,0.9332403,1.2314094,0.8145721,0.86114055,1.2785695,0.5706132,1.0603466,1.2745986,1.3302586,1.0028551,1.1618963,1.1705233,1.1727359,1.0908018,0.8829898,0.9242014,1.210152,0.94253886,0.9309839,0.7216339,0.100726485,1.3048003,0.9397755,1.3090713,1.2067614,0.9272786,0.99066097,0.8394651,1.1293865,0.7926638,1.2561002,0.84078217,0.9544116,1.0886987,1.0314342,1.0776608,0.96731985,1.2270046,1.0763333,0.9966828,1.1234152,0.9823676,1.249488,0.88275224,1.0137762,1.1961083,0.994008,0.8087966,0.6726826,1.2159307,0.8277707,1.3119283,0.9086994,0.0,1.2103994,0.9871456,0.9503787,1.0539222,1.1894479,1.0551906,1.1842847,0.9510592,1.1870292,0.95806396,0.7664821,0.5610502,1.0257039,1.1785159,1.2655014,1.0884612,0.9552654,0.99342906,1.3429973,1.0950587,0.985702,1.0590454,0.90298635,0.92068917,0.62195605,1.0324918,0.8163127,1.0138706,1.1847266,1.2589442,0.9863885,1.1445017,1.0577766,1.1678143,0.9488331,1.1980765,1.1089647,0.68297994,0.91696286,1.3415989,1.0853934,1.1694816,1.0619698,0.96224207,1.1598678,1.0236137,0.9340229,1.037605,1.2207531,0.92295265,1.01808
melon,1.1170491,1.0215625,0.64581144,1.2097582,0.72864765,0.5871631,0.4590882,0.67902064,1.2939451,1.2822993,0.95690525,1.4057543,1.2158188,0.78596467,1.3363514,1.1370858,0.8148308,0.696975,0.9440532,0.74405164,0.88492554,0.9204065,0.9183904,1.1123264,1.2393786,0.6089826,1.2461114,1.1259677,1.3216515,1.1809024,0.8304762,1.1316042,0.6633842,0.6614609,1.0155623,1.0640181,1.2618492,1.0491661,1.1831952,0.64554846,1.1288915,1.0248587,1.1751364,1.1236179,0.7378355,1.1061845,0.6873814,0.8704075,0.9876337,0.8759851,1.04339,0.81472754,1.2347834,1.2068753,0.83478534,1.1894381,1.2870195,1.3774667,0.60520273,1.2810667,0.7523309,1.0767325,1.2103994,0.0,1.0631089,1.1705614,1.1045138,0.8735104,0.8930242,0.72808,1.185114,0.78950703,1.1587437,1.2558417,1.2912703,1.1467527,0.9734308,0.9128032,0.7364367,0.83676124,0.94997346,0.5962058,0.8080225,1.063896,0.9181823,1.2022494,1.0591999,1.2184626,0.8227453,1.2833143,1.101765,0.79621285,0.85327345,1.1809012,0.9239474,1.0769498,0.67534286,1.0134947,0.5704556,0.6253163,1.2720904,1.3224969,0.6148962,1.0949923,1.0232252,1.0310909,0.944683,0.8215183,1.067565,1.0396445,1.1009365,0.8846123,1.2163134,1.1483766
milk,0.8117056,0.98188007,1.2577012,0.8720188,1.0258086,1.1064768,1.0077456,1.070187,0.8748713,0.9637593,1.2945926,0.8715706,0.7541585,1.234546,0.9193802,0.9317213,1.2686734,1.0508566,1.0923051,1.2244298,1.1332905,1.3013214,1.2145027,1.0125132,0.9243736,1.3293813,0.9456313,1.0567992,0.87712157,1.0138882,1.0782216,0.6890515,1.2203208,0.8707914,1.0175992,0.8973585,1.0991982,1.1351016,0.88777864,1.1545849,1.0754752,0.94683063,0.79528743,1.049378,1.0387225,0.8720554,1.1773571,1.1636617,0.70094365,1.3033421,1.0178046,0.974421,0.7909422,0.6166285,1.2968774,1.1119931,0.98769975,0.9124691,1.1107148,0.8020843,1.2906852,1.103438,0.9871456,1.0631089,0.0,0.9761979,1.1268144,1.1619623,1.2288047,1.2555726,0.96909237,1.1743758,0.760556,0.8522006,0.85076714,0.6930319,1.0383887,1.1815728,1.1554503,1.1917009,0.98384696,1.212698,1.1240637,0.86390376,1.1146189,0.7473128,1.0615084,0.87445307,1.1995517,0.8119847,1.1775329,0.83532745,1.28231,0.90209115,1.3430058,1.1477853,1.2154782,0.9634676,0.9707798,1.0714607,0.79763174,0.6586731,1.1972518,1.0154378,1.2953848,0.7772175,1.2434399,1.1163136,0.98626965,0.89972234,0.8963994,1.2968204,0.9307674,0.96721816
mitten,0.65683544,0.7091596,1.1875215,0.8868418,0.9953387,1.0736581,0.99422824,1.1988997,1.0760438,0.84438205,1.161981,0.87132454,0.76838136,1.2235523,0.8299092,0.8036454,1.2274586,1.323823,1.0473568,1.0732883,1.1779536,1.3296535,1.2016122,0.96622884,1.1087554,1.1619356,1.0757985,1.0501846,0.8278189,0.95579016,1.1448878,0.92864245,1.2451239,1.0637552,0.9769144,0.5793667,1.1810153,1.2332858,0.8371193,1.158048,1.2066379,0.91384387,0.9930641,0.9550709,0.95402944,1.0536896,1.1109726,0.8570259,0.8777713,1.3063493,0.15480697,0.69482005,0.9233171,0.8822476,0.6077446,1.1139561,0.87665623,0.8951754,1.2151092,0.96056914,1.2991419,1.147908,0.9503787,1.1705614,0.9761979,0.0,1.1232513,1.2240154,1.1002388,1.2727534,0.9519831,1.1505114,1.0268105,0.8684319,0.9550108,0.93420684,1.0647099,1.1853685,1.1932724,0.9829557,0.96316457,1.3391845,1.0560021,0.8273515,1.0859334,1.0017916,0.8843352,0.75912577,1.127587,0.9413373,0.9987935,0.94319516,1.3885375,0.98519677,1.2135789,1.2362309,1.0189056,0.21035403,1.1549077,1.1165025,0.91592616,0.8138566,1.0524774,0.9974694,1.2962408,0.98662955,1.1910487,0.38388062,1.0372196,0.97644705,0.9300379,1.2482413,1.0462854,1.0946962
mouth,1.2579772,0.8443756,0.6643964,1.1797328,1.0794055,0.9800751,1.030431,1.1142901,1.2441734,1.197551,0.75981,1.2448835,1.2886286,0.8314423,1.1949323,1.184838,0.7999915,0.8870609,0.8947607,0.7562361,0.83519363,0.838247,0.9542759,1.178044,1.2598308,0.89040923,1.1250229,0.999606,1.2175972,1.028523,0.849791,1.242856,0.85170335,1.1249962,1.1893281,1.2451991,1.1268784,0.76487404,1.1831703,0.8122864,1.0225708,1.0038865,0.72513103,1.1328228,1.1795516,0.6830549,0.98546964,1.1305628,1.1326873,0.56178755,1.1200356,0.8931442,0.95944095,0.9362201,0.8896625,0.93873894,1.0721788,1.0182071,0.91029596,1.2142283,0.96840143,0.9573784,1.0539222,1.1045138,1.1268144,1.1232513,0.0,0.5495267,0.99186456,0.7666489,0.67881024,0.71016675,1.2843959,1.1902235,1.0204167,1.1997907,1.0228102,0.81205237,0.8189852,1.2201841,1.1497953,0.82721555,0.75414556,1.2559042,1.0258137,1.2504811,1.0522435,1.2020888,0.7848309,1.1061443,0.6608896,1.155049,0.82679856,1.1675587,0.58347934,1.0283674,0.8386918,1.1087668,0.99291366,1.0260813,1.2328439,1.2965901,0.9729615,0.5679752,0.8418709,1.1270255,0.88159573,1.2013999,1.1464815,1.0702825,1.2579323,0.6733572,1.1177099,1.0955851
nail,1.3450174,0.8857899,0.16060102,1.3065768,0.81565225,0.77825093,0.9220649,1.0408695,1.4784391,1.3262753,0.53298426,1.4022403,1.4290843,0.7270974,1.4031383,1.3397713,0.27499568,0.53664684,0.95112705,0.5311419,0.6809221,0.78270054,0.8802831,1.237956,1.4348814,0.6267892,1.2133836,1.1997442,1.3325703,1.1473117,0.6468942,1.3636721,0.41939247,1.0346502,1.1742465,1.2516134,1.3478923,0.9840125,1.2522947,0.3431933,1.0504572,1.0288138,0.8922946,1.2221388,1.1937728,0.8174729,0.8121768,1.1524417,1.3180943,0.27397764,1.10599,0.8393618,1.1431392,1.1452088,0.716114,1.2606353,1.149715,1.3275036,0.8553121,1.3387775,0.6971359,1.1213828,1.1894479,0.8735104,1.1619623,1.2240154,0.5495267,0.0,0.9343085,0.7826817,0.7450089,0.26957893,1.3431916,1.3163714,1.3024477,1.2728696,0.95572674,0.6193416,0.6747867,1.1205857,1.2268763,0.5517237,0.4974274,1.2906154,0.9859718,1.3693311,0.9720377,1.3331734,0.55583674,1.256916,0.8360622,1.2756379,0.5336042,1.2100846,0.42130232,1.0652267,0.5826634,1.1519024,0.97549254,0.99192715,1.3666089,1.4380262,0.75838727,0.5601472,0.6392865,1.3212069,0.87199295,1.0466309,1.2158331,1.163595,1.347232,0.19236219,1.152738,1.1492957
napkin,1.2735648,0.91561323,0.8810588,1.1465508,1.0005835,0.8316172,0.9498346,0.86470455,1.1472968,1.318443,0.9355124,1.3471235,1.2307203,0.71663535,1.1837817,1.1376995,0.8376092,0.7682484,0.9543071,0.7568429,0.7050228,0.63315475,0.81991494,1.099751,1.0387065,0.8720704,1.3019321,1.2263759,1.3335481,1.0798295,0.81595826,1.266753,0.7294575,0.93767095,1.035165,1.2745681,0.8381679,0.7883866,1.2948625,0.741235,1.0314878,1.2533898,0.8780569,0.9212462,1.0183002,0.7374333,0.65173334,1.074822,1.1759458,0.73980707,0.8725946,0.82970244,1.3145291,1.0982852,0.63123065,0.99839175,1.278896,1.1138084,0.72750753,1.3287129,0.63072157,0.7088874,1.0551906,0.8930242,1.2288047,1.1002388,0.99186456,0.9343085,0.0,0.70117,0.96901745,0.90914804,1.0657189,1.3087418,1.0504539,1.1265658,0.885633,0.78843904,0.7923164,0.82748514,1.0893037,0.63873255,0.7624799,1.0594577,0.92848957,1.0750759,1.1509974,1.099643,0.74975336,1.3606851,0.8178442,0.8599647,0.76375586,1.2337066,0.7131017,0.90284926,1.0191134,0.8451915,0.84844375,0.8318323,1.3338983,1.3972602,0.8223146,0.74120617,0.6942385,1.0300198,0.123530865,1.0750167,0.9762773,1.1193684,0.9833195,0.7798593,1.2395617,1.0806766
necklace,1.3780687,0.928957,0.6868924,1.1030351,1.0365918,0.74542356,0.80012727,0.8055644,1.3642678,1.3254836,0.68843424,1.4498369,1.3070893,0.54574203,1.3829266,1.2061595,0.6851594,0.7920987,0.81859505,0.72190404,0.6635696,0.5592908,0.9195719,1.1960721,1.2040424,0.6552794,1.2894032,1.1801822,1.4172019,1.1618519,0.6275387,1.3708043,0.6271735,0.92577314,1.1284375,1.2646277,1.0246832,0.74649084,1.2695029,0.78536403,0.9437699,1.2165942,0.96480596,1.2107894,1.0357667,0.8253012,0.5563179,1.0290518,1.1653316,0.51931614,1.1214285,0.9991705,1.3236771,1.119961,0.7492386,0.82258,1.2250433,1.256431,0.5025831,1.3522159,0.5926333,0.878108,1.1842847,0.72808,1.2555726,1.2727534,0.7666489,0.7826817,0.70117,0.0,0.9787634,0.7481947,1.19948,1.3132329,1.1975529,1.3334031,0.7087655,0.5250906,0.6553228,0.8941337,1.1084156,0.63399506,0.8020842,1.0776678,0.94811636,1.2607522,1.1449504,1.2347475,0.61146027,1.312778,0.63283557,0.98350775,0.79199755,1.3018525,0.45747662,1.0186979,0.85774857,1.1745037,0.5941538,0.63182425,1.3463988,1.5120164,0.742854,0.77263737,0.8618654,1.0668876,0.68104696,1.1135266,0.9819044,1.1593437,1.0453173,0.5664233,1.2563696,1.1373097
nose,1.0621209,0.7341982,0.8285048,1.004555,1.08996,1.1123596,1.192467,1.2180827,1.1787963,1.0427151,1.0944722,1.0433873,1.0881912,1.0897502,1.0337442,1.114856,1.0684403,1.1622623,1.0269959,0.8997027,1.1255271,1.1721077,1.066648,1.0935358,1.2324687,1.0269408,1.1038717,0.91388357,1.0357928,0.94419444,1.1134152,1.12715,1.173555,1.1982536,1.1043111,1.0156373,1.1453912,1.0809196,1.1137809,0.9156264,0.96677744,0.8739027,0.5107276,1.015347,1.1894149,0.4703009,1.1476246,1.0879939,1.0307811,0.5900599,0.9063548,0.8389293,0.6678089,0.6251007,0.9123143,0.9540868,0.96731,0.91800004,1.127184,1.0226784,1.2083323,1.0967827,0.9510592,1.185114,0.96909237,0.9519831,0.67881024,0.7450089,0.96901745,0.9787634,0.0,0.905339,1.1400214,1.0598329,0.987708,1.0753248,1.1884056,1.0683368,1.0115663,1.1438328,1.1770599,1.1351974,0.604463,1.1627489,1.0470656,1.1275016,1.0151814,1.0000103,1.0029134,1.0246794,0.68387604,1.2084669,1.1348331,1.1221976,0.76790303,1.1833162,0.9816885,0.9853859,1.1416425,1.1481177,1.0918058,1.1269801,1.1150459,0.41183704,1.0483081,1.1916367,0.85905516,1.0828228,1.2072184,1.0997522,1.1887677,0.7696993,1.1400839,1.0193869
orange,1.3742027,0.86448306,0.24942827,1.3297714,0.8789263,0.55832016,0.7966912,0.9381624,1.4053693,1.3875902,0.5496366,1.4350923,1.4729831,0.7052964,1.4302626,1.3538082,0.39878178,0.5012606,0.91348165,0.35818648,0.58214235,0.64354587,0.88217217,1.2335346,1.3452482,0.62523925,1.2605746,1.1652169,1.3675827,1.1474191,0.67531705,1.3601162,0.44532317,1.0244066,1.1633066,1.2818465,1.2505641,0.80700445,1.3280219,0.39292467,1.0207736,1.094199,0.9924533,1.1719013,1.0858955,0.8878956,0.80175793,1.0872277,1.2925628,0.37907052,1.0321496,0.82831514,1.2393899,1.2131791,0.6445235,1.1658329,1.2536894,1.377162,0.7369231,1.3797226,0.6381736,1.0315007,1.1870292,0.78950703,1.1743758,1.1505114,0.71016675,0.26957893,0.90914804,0.7481947,0.905339,0.0,1.3187339,1.3939526,1.331574,1.337987,0.9482959,0.60156214,0.5545287,1.0142007,1.1605573,0.42211747,0.55521315,1.270881,1.0132847,1.3411691,1.0417084,1.3721753,0.6038345,1.356452,0.8241018,1.21462,0.5076241,1.285206,0.45861053,1.0407382,0.60044485,1.1059872,0.83855367,0.84875375,1.4420677,1.4794132,0.6902072,0.7044587,0.6107315,1.3167605,0.8340308,1.0003716,1.1049056,1.1605201,1.2779828,0.33444297,1.1775515,1.2007214
oven,0.880321,1.0952517,1.3896075,0.9958983,1.113223,1.1031706,1.1384265,0.6935066,0.68462634,0.8877562,1.2288015,0.7846615,0.9041303,1.2173316,0.88084567,0.865774,1.2135305,1.1353147,0.82085204,1.3166338,0.91416,0.9655616,0.9330922,0.9566761,0.62009877,1.1960831,0.75616,0.89912194,0.84790474,0.9794969,1.1971076,0.45271993,1.1173962,0.95114386,0.87943053,0.9201515,0.54185474,0.93194485,1.0048604,1.3516247,1.0274959,1.019771,1.1507857,1.0878186,0.87833875,1.2162855,1.1503677,1.0637062,0.860981,1.3555638,1.0933073,1.2171142,0.97765046,1.0822594,1.2323377,1.069417,1.0989887,0.90034884,1.1615142,0.8301021,1.0310134,1.0230911,0.95806396,1.1587437,0.760556,1.0268105,1.2843959,1.3431916,1.0657189,1.19948,1.1400214,1.3187339,0.0,0.9921503,0.8740854,0.8963612,1.046685,1.2052473,1.1518059,0.88060015,0.8235947,1.2071364,1.2684759,0.71767336,0.8685715,0.26019347,1.1581299,0.99306256,1.2329744,0.98592293,1.232255,0.7923956,1.0918714,0.8975882,1.2797112,0.9994301,1.2236564,1.0277753,1.0811553,1.0895028,0.8553699,0.7373326,1.0675489,1.3184478,1.2478899,0.9470762,1.0894228,1.0495067,0.74385566,0.8933997,0.47994578,1.3104105,0.84883857,0.99803483
pajamas,0.7744698,1.2103127,1.3906645,0.7055985,1.1050928,1.3144705,1.1897721,1.2276235,0.82640123,0.82811606,1.2264363,0.7409007,0.22082543,1.3239417,0.5583446,0.9264337,1.3322786,1.4174337,1.2322032,1.4450387,1.4110518,1.3893266,1.2065921,0.898703,0.8432925,1.3644063,0.79941404,0.9074377,0.695912,0.8229706,1.282695,0.83412904,1.4362733,1.1107461,0.97628766,0.54296196,1.0483395,1.3193021,0.12657392,1.410815,0.9743351,0.597212,1.1082108,0.9985971,1.0952826,1.1494656,1.2698357,1.1389563,0.9250756,1.3724868,0.93625593,1.1971436,0.6902665,0.87641954,1.3387074,1.0958087,0.35790026,0.6834217,1.3985924,0.7237943,1.4308336,1.1588147,0.7664821,1.2558417,0.8522006,0.8684319,1.1902235,1.3163714,1.3087418,1.3132329,1.0598329,1.3939526,0.9921503,0.0,0.71868,0.7465468,1.0861639,1.3213348,1.2823625,1.1139218,1.0342804,1.4958019,1.2497646,0.8160107,1.1573288,0.9188324,0.8873731,0.29405558,1.231968,0.34341586,1.2495129,1.0810461,1.409014,0.7287221,1.4425249,0.983331,1.247114,1.011573,1.3067851,1.2709925,0.40684772,0.57427424,1.311405,1.2651284,1.331532,0.8804656,1.2785244,1.085975,1.0868145,0.97354823,1.071165,1.3755374,0.8154054,0.6266929
pants,0.9138342,1.1265335,1.3926704,0.7571108,1.1882474,1.300693,1.2271883,1.2283278,0.6752105,0.898005,1.2159697,0.73605496,0.8378265,1.2400566,0.507064,1.0441117,1.359697,1.367163,1.1328605,1.3064222,1.2781656,1.1150181,1.1664855,0.9026196,0.7078456,1.3813102,0.8127772,0.9365289,0.69618094,0.60794073,1.327064,0.8687137,1.4049227,1.2383806,0.9641237,0.9993527,0.72698677,1.0457251,0.8438927,1.4279814,0.8161725,0.961606,0.90988874,0.95403504,1.1555793,0.9088851,1.3313956,1.148208,0.8677823,1.2540925,0.9645183,1.2739471,0.7709022,0.78243464,1.2933836,0.8954263,0.6930876,0.26251614,1.3160391,0.7123558,1.3574448,0.8280382,0.5610502,1.2912703,0.85076714,0.9550108,1.0204167,1.3024477,1.0504539,1.1975529,0.987708,1.331574,0.8740854,0.71868,0.0,0.8918741,1.1457943,1.2933245,1.2055243,1.0159395,1.0648239,1.4062039,1.2307622,1.0124246,1.1369596,0.80834997,0.99852395,0.69436,1.1361158,0.61446255,1.0527117,1.0814488,1.2492901,0.8502047,1.2545311,0.8977033,1.2613225,0.997345,1.2879303,1.2678297,0.5456575,0.792236,1.4504312,1.0046474,1.147221,0.9106134,1.017521,1.2800025,0.95315284,1.013506,1.0416433,1.3116539,0.8851502,0.8022728
paper,0.7478811,1.1705164,1.364811,0.70033085,1.0123308,1.2241273,1.1556706,1.1788605,0.76722276,0.7172239,1.1851077,0.6892785,0.6335828,1.1182343,0.7134962,0.5651597,1.2893629,1.1994797,1.1740812,1.3621638,1.3392428,1.3017577,1.1639748,0.99113536,0.7748007,1.3137673,0.80887383,0.9022831,0.75560725,1.0618677,1.0408046,0.7257687,1.3229738,0.98128426,1.0754077,0.9256004,1.0400329,1.1746874,0.7771634,1.2767879,1.1196287,0.9266606,1.019482,0.84709114,1.0239354,1.1345569,1.2007884,1.0600073,0.82752025,1.3884325,1.0859063,1.0968127,0.80933154,0.8028978,1.32969,1.0872045,0.8533281,0.85516864,1.2907376,0.6675979,1.3068271,1.0975451,1.0257039,1.1467527,0.6930319,0.93420684,1.1997907,1.2728696,1.1265658,1.3334031,1.0753248,1.337987,0.8963612,0.7465468,0.8918741,0.0,0.84618324,1.118708,1.2861114,1.1123793,1.0131704,1.2868866,1.3239425,0.86296797,1.0756437,0.78184545,1.0107896,0.7445352,1.3143489,0.7508518,1.190955,0.83461374,1.3222171,0.7508511,1.4206427,0.9695139,1.2233272,0.9852043,1.2032119,1.2444704,0.68769586,0.43150747,1.2614787,1.2271057,1.2142451,0.6584594,1.2026074,1.1069932,0.8930417,0.94879276,0.95676726,1.348459,0.7207177,0.8339628
pen,1.0632066,1.1021081,1.0096134,1.0040766,0.99973494,0.8934027,0.88918287,0.94047076,1.1640542,1.1098639,0.8278646,1.1348804,1.0984217,0.73816204,1.0583795,0.8966598,0.83830696,0.8562612,0.9921388,0.9123445,0.9258106,0.859949,0.9605903,1.1809133,0.97567636,0.897027,1.0846747,1.0242925,1.1815767,1.176311,0.20567769,1.0930227,0.8573005,1.029919,1.1838474,1.1514783,1.1811775,0.8480975,1.0954418,0.8957968,1.167483,1.2171514,1.1083528,0.97764474,1.082136,1.0716994,0.40824896,1.0481063,1.0180398,0.87774533,1.0077149,0.84189904,1.2219495,1.0930222,0.95799196,0.8292064,1.2042898,1.1217108,0.6141458,1.1360321,0.8571141,1.0494626,1.1785159,0.9734308,1.0383887,1.0647099,1.0228102,0.95572674,0.885633,0.7087655,1.1884056,0.9482959,1.046685,1.0861639,1.1457943,0.84618324,0.0,0.18191701,1.0238726,0.9625356,1.1426303,0.8542134,1.1211687,0.804696,0.9998618,1.1480564,1.1143762,0.95524293,0.81066704,1.2199973,0.87394536,0.76024956,0.9078922,1.0529046,0.8830272,1.156425,1.0796367,1.098894,0.75228083,0.8297615,1.1991682,1.0281365,0.9459845,1.084302,0.826316,0.5432276,0.98221517,1.0125856,0.71723264,1.1522015,0.9508275,0.7907385,1.1420938,1.0844609
pencil,1.3447338,1.0558343,0.6605389,1.1472139,1.004106,0.7528199,0.8522803,0.89979,1.3339332,1.321569,0.6107913,1.4091573,1.4015042,0.4946192,1.3429615,1.0804739,0.54598737,0.5953761,0.90569085,0.59891504,0.6829775,0.62556195,0.820623,1.2854509,1.1978952,0.6785629,1.1920445,1.1341658,1.410573,1.2469282,0.14698899,1.3226388,0.5599496,1.0205898,1.2420752,1.2982297,1.2167587,0.6534108,1.3006883,0.61842155,1.1247728,1.2568539,1.0385064,1.0448172,1.1439227,0.926778,0.33510548,1.0608729,1.2330748,0.54284096,1.0913533,0.83550835,1.3368087,1.1768528,0.78088707,0.7983041,1.3172019,1.3087207,0.4427361,1.3357377,0.61480814,0.96153295,1.2655014,0.9128032,1.1815728,1.1853685,0.81205237,0.6193416,0.78843904,0.5250906,1.0683368,0.60156214,1.2052473,1.3213348,1.2933245,1.118708,0.18191701,0.0,0.8116307,1.0237958,1.2155964,0.56960857,0.88224506,1.0512586,0.9231652,1.334482,1.1155767,1.2607107,0.6185639,1.3813431,0.7349216,0.9532252,0.61047333,1.2093549,0.5774387,1.0875927,0.8741774,1.1794053,0.64491785,0.7132393,1.4356308,1.3611846,0.804646,0.8402916,0.5807214,0.8088695,0.8335258,1.0746802,0.8047886,1.2091479,1.1319988,0.46649325,1.2066519,1.1650329
pickle,1.326752,0.9206741,0.569563,1.3153403,1.0073879,0.70732445,0.7460159,0.8552841,1.3310856,1.3275876,0.72821736,1.4141983,1.3478526,0.7362367,1.3933125,1.1761658,0.6055636,0.682036,0.9329203,0.6122623,0.68677294,0.64904106,0.8580737,1.2199633,1.2460196,0.8032298,1.3469152,1.1210407,1.3401685,1.0564917,0.7804435,1.3190149,0.5338855,0.87469095,1.1223953,1.2500674,0.99578565,0.7602186,1.2703941,0.69464815,0.89408636,1.1231338,1.0349189,1.2335559,0.8097625,0.89698184,0.86169255,1.0868529,1.119665,0.6157934,1.0680444,0.88643813,1.2790956,1.1869276,0.82849014,1.1292493,1.2804554,1.3213379,0.66995543,1.3540574,0.68149126,0.8958849,1.0884612,0.7364367,1.1554503,1.1932724,0.8189852,0.6747867,0.7923164,0.6553228,1.0115663,0.5545287,1.1518059,1.2823625,1.2055243,1.2861114,1.0238726,0.8116307,0.0,0.90774643,0.9593309,0.53232956,0.8688965,1.0962436,0.92099464,1.1905525,1.1775117,1.2100427,0.79475087,1.3523953,0.8938247,1.0621821,0.6965631,1.3300158,0.6678032,0.930925,0.77934283,1.1077898,0.71270895,0.7191267,1.3756303,1.468107,0.7960149,0.84426534,0.8287982,1.167143,0.7022512,1.1191267,1.0081294,1.0643457,1.0512737,0.6620011,1.1736301,1.1161748
pillow,1.0023642,1.0639699,1.0538605,0.9715647,0.8617066,0.7732868,0.7746598,0.8217817,1.135135,0.9131171,1.0429218,0.96922225,1.1059126,1.0962102,0.68630844,0.8577707,1.0434891,1.0520546,0.93140143,0.9139436,0.8490105,0.8952171,0.9472503,0.9573791,0.74803287,0.97070754,1.1570836,0.9727788,0.7729033,0.94245243,1.0925791,1.1265237,0.93888766,0.948715,0.87713844,1.0104755,0.9848569,1.0833153,1.0770111,1.07287,1.0074683,1.2080269,1.0974123,1.082793,0.84698725,1.0986781,0.9385233,0.8313871,1.1760266,0.9616405,0.78945607,1.080698,1.2186668,1.0591654,0.7564651,1.1509562,1.1535535,0.99295676,1.0094082,1.1874232,0.96547383,1.0804411,0.9552654,0.83676124,1.1917009,0.9829557,1.2201841,1.1205857,0.82748514,0.8941337,1.1438328,1.0142007,0.88060015,1.1139218,1.0159395,1.1123793,0.9625356,1.0237958,0.90774643,0.0,0.9095137,1.0061061,0.9214878,0.73647213,0.8802037,1.0409838,1.1936458,0.88958687,0.93882626,1.1885991,1.0480613,0.99715364,1.0669122,1.1112468,0.97781456,1.1106656,1.113572,0.8573043,1.0207965,0.96061397,1.0023494,1.1357908,0.8032007,1.0628508,1.1528409,1.17357,0.8918239,0.74682605,0.80061054,1.0230128,0.81174755,1.021952,1.1015927,0.9273395
