,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,ear,elephant,finger,fish,flower,foot,fork,frog,glasses,glove,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
glasses,1.329875,0.80056286,0.6598181,0.98057485,1.3312069,0.74014854,0.83383197,0.6339436,0.9045222,1.3649321,1.3464196,0.7369633,1.2649655,1.2613585,1.1646014,1.2573489,1.334531,0.45814335,0.5951669,1.3566668,1.0714736,1.0707653,0.7459785,0.89647007,0.9910389,0.26298046,1.0793824,1.1392202,0.63824916,1.133418,1.2267612,0.59809625,1.289741,0.8896272,0.3835311,1.4059006,0.64408505,1.1529953,1.23715,1.1562368,1.2023002,1.1479251,0.5080033,1.1600912,0.6627427,1.031588,1.0053431,1.1249361,0.57732177,1.176611,0.0,1.1134164,1.0687268,1.0138031,1.0590224,0.68691736,1.1284329,1.1108797,1.1799402,1.1975917,0.8763269,1.1991948,0.69379884,1.2044753,0.33010507,0.3748256,0.7159985,0.69174606,0.6310478,0.8870267,1.2745856,1.1606781,1.2451396,1.1037701,1.3084722,0.43517214,0.35924613,1.149518,1.165665,1.0297239,1.2630343,1.1345025,1.2909033,0.9680744,1.1950318,1.0046542,1.2627453,1.1183847,1.2261953,1.1486824,1.038016,1.3056059,0.34964108,1.0884361,0.9672753,1.1789185,0.74851024,1.1171621,0.86050546,1.2890496,1.2763945,1.4263426,1.0070306,0.45569074,0.37584025,1.1320093,0.63805944,1.3093358,1.321615,1.1300251,1.2570051,1.0863334,0.4805042,1.2888085
glove,0.99955434,0.49756515,1.212179,0.9007792,0.77351564,1.0533099,1.0828604,1.1289023,1.172205,1.1102118,0.8449951,1.0734888,0.9287423,0.8212285,1.103451,0.7684597,1.2118267,1.3560073,1.3629563,1.179202,1.0009884,1.0761081,1.1458418,1.016688,1.217011,1.0612744,0.5599696,0.96812665,1.3328738,1.0795671,1.0066868,1.1577284,0.77863103,1.1418471,1.2818154,1.0909843,1.27704,1.1228497,0.6576545,0.85641897,1.1012875,0.9128481,0.88885003,0.95873743,0.6461416,1.2310445,1.0732971,0.5897461,0.9245454,1.2915707,1.1134164,0.0,0.96449876,0.90834713,0.56039524,0.7053237,1.1336592,0.85930705,1.1180984,0.58829737,0.90568614,0.89819235,1.3391087,0.3013233,1.1811206,1.1722873,1.0283575,0.82486445,1.220135,1.1703384,1.0254049,0.99528706,0.6048073,0.6420145,1.2000759,1.2838383,1.3415456,0.70739007,1.1748425,1.1355369,1.164428,1.152474,0.82745373,0.97802824,0.9753731,0.88274,1.0301218,0.72505635,0.6701485,0.94643414,1.2719071,1.1210009,1.126759,0.97969306,1.1750962,0.22231692,1.0536051,0.9245274,0.87415624,1.081248,0.86835086,1.0480037,1.0876344,0.7505153,1.091768,1.1199929,1.1117369,1.0327755,1.1105405,1.0662377,1.1576247,0.7765322,0.71370417,1.1669617
gum,0.7388458,1.2036381,1.0704652,0.7643471,0.87160397,0.89801484,0.876844,0.95389515,1.1709354,0.95902383,0.9317064,1.2576306,1.0712357,0.8837848,1.074893,0.93672585,0.6267641,1.1865785,1.1758336,0.9124161,0.7317914,1.2531536,1.1403291,1.4082528,1.2099375,1.0669616,0.98417556,1.3583707,1.2052736,1.0691929,0.999535,1.0037667,0.9640887,0.831251,1.1367626,1.0195385,1.1914235,0.9732466,0.96252775,0.95690995,1.2055143,1.138544,0.9563881,1.014573,0.8977497,0.79202664,0.974994,1.1275157,1.1225922,0.7739869,1.0687268,0.96449876,0.0,0.8942829,0.55726177,1.10568,0.9762498,0.9983352,0.90539986,1.0238024,1.0163054,0.96027684,1.3470385,0.773262,1.1008867,1.0212038,1.2989063,0.9245021,1.1832732,0.96752405,1.2098615,0.9384948,0.9679755,1.1227728,0.6944114,1.226727,1.1813748,1.0659997,0.86392707,1.1492712,0.68440837,0.98569536,1.0684196,1.1802814,1.0942372,1.1190708,0.64007133,0.9253161,0.9237434,1.1442584,1.1592064,0.8797352,1.2293588,1.0631274,1.0551306,1.0855576,1.0842583,0.93343514,1.1257331,0.8032391,0.9572937,0.9926097,1.0594568,1.0885354,0.98074114,0.8665141,1.2564794,0.5944258,0.94851255,1.1307064,0.85357845,1.0801148,1.1129869,1.0646782
hair,0.8793655,1.0810353,1.2763336,0.9603214,0.6774248,1.1989756,1.2307266,1.2571216,1.1561631,0.80450475,0.6895119,1.4254489,0.72613716,0.87461543,1.2185327,0.79271007,0.93072706,1.3251648,1.4101171,0.9773634,1.0042822,1.1597085,1.3645904,1.2592577,1.054282,1.1853468,0.6133518,1.0009935,1.2764822,0.76298535,1.0746068,1.1282436,0.7299622,1.1156299,1.4102377,0.9048482,1.4385833,1.2250724,0.6630943,0.8289468,0.8737648,0.8204542,0.8167326,0.9512682,0.9626274,1.2735362,1.1218885,1.0818543,1.0563533,1.1783593,1.0138031,0.90834713,0.8942829,0.0,0.6782949,1.0380006,0.90489095,0.608953,0.9796142,0.72874296,1.0791038,0.68213385,1.3338218,0.75544596,1.2277327,1.1791048,1.5206318,0.9745984,1.2866153,1.1740406,0.93184114,0.9771012,0.61718047,0.7908945,0.8459401,1.3537736,1.3230212,1.2292708,1.0587332,1.0644306,0.9636955,1.027793,0.912866,1.1899115,0.93919694,1.1433741,0.85077363,0.57105196,0.85724115,0.96219176,1.2089839,0.97484785,1.3405542,0.78700686,1.2445358,0.79004,1.319561,0.9218322,1.3005807,0.9818859,0.60908294,0.74841595,1.3827345,1.1546916,1.1473866,1.1745688,1.4671539,1.0042315,1.1591532,0.7955932,0.93517655,0.9744779,1.123866,0.5778365
hand,0.92764217,0.9767645,1.2638001,0.70567673,0.5829911,1.1592616,1.1847205,1.1058528,1.2520632,0.8106006,0.6865577,1.4013735,0.9009287,0.7318324,1.1982622,0.754334,0.8612063,1.4613385,1.4365183,0.98816615,0.8410162,1.281793,1.3644078,1.4200869,1.3712335,1.0929636,0.6471646,1.1738544,1.4248034,0.9596018,1.0031163,1.1129155,0.72154385,0.9334806,1.4020609,0.92101645,1.4746083,1.0507723,0.7233902,1.0435398,1.0656338,0.88577235,0.76032317,0.9654918,0.49716866,1.2420328,1.0760161,1.0643839,1.093106,1.192121,1.0590224,0.56039524,0.55726177,0.6782949,0.0,1.0519114,1.0711281,0.76632595,0.92717886,0.7224982,0.89634955,0.79754776,1.4542342,0.546519,1.2326174,1.1204017,1.4547437,0.76461315,1.3384601,1.2073954,1.1751493,0.9830118,0.6299124,0.92354244,0.8423007,1.4531429,1.3523623,1.1780363,1.0890642,1.2386962,0.73831856,1.1161209,0.95226115,1.1999732,1.0563116,0.91979223,0.69881046,0.56389636,0.7961706,0.97918326,1.2643167,0.9988976,1.3726418,0.8964605,1.3209414,0.7130623,1.1370454,0.85583055,1.2058537,0.853457,0.73314553,0.8111043,1.3417302,0.94326264,1.047953,0.9898308,1.4167073,0.97005224,1.15366,1.0386246,0.9149599,0.9699092,0.9969788,0.94659495
hat,1.200414,0.5640889,0.8225427,1.0756996,1.1693377,0.7884002,0.8630469,0.92151284,0.9035944,1.2536169,1.133003,0.7998031,1.1268648,0.99282765,1.2074379,1.0283884,1.2225288,0.9156839,0.91495955,1.1952466,1.1896755,0.96861416,0.86709166,0.863329,1.0086752,0.7552577,0.81422937,0.9458205,0.8530517,1.0796585,1.0804933,0.9081791,1.0021342,1.1405888,0.8646673,1.2525959,0.89643896,1.0986321,0.90832174,0.9630439,1.1091592,1.1520962,0.89186203,1.0805755,0.78804505,1.0011144,0.92616403,0.882459,0.8428577,1.1472725,0.68691736,0.7053237,1.10568,1.0380006,1.0519114,0.0,1.0846659,0.7152944,1.1724986,0.9777795,1.0770057,1.1108233,0.9750526,0.7568822,0.76984537,0.80666107,0.74668324,0.8141609,0.8478027,0.90541697,1.1124812,1.1757973,1.0536138,0.92489445,1.2363838,0.83798915,0.9270457,0.804676,1.1884476,0.99846274,1.1801376,1.1551737,1.0094889,0.9379974,1.0868032,0.99210244,1.2731795,0.9344222,1.0699915,1.0833471,1.1366382,1.1908871,0.75939965,1.0318093,1.0418763,0.7662912,0.794709,1.219515,0.8465704,1.1274291,1.0059987,1.2087893,0.95545053,0.6376543,0.842019,1.275702,0.79762495,1.0407838,1.0901372,1.0942751,1.193398,0.90602714,0.70599973,1.2156541
horse,0.88116026,1.0477271,0.901272,1.0053368,1.1478674,1.0756794,1.0530282,1.0972928,1.0965483,1.220343,1.0909752,1.1516494,1.1056082,1.074576,0.6741921,1.1939764,0.8043843,1.1528348,1.1556392,0.98106575,1.1130714,1.1557765,0.9187833,1.2155315,0.92646164,1.1559271,1.1291897,1.1519154,1.1095809,1.0538825,0.9210221,0.954273,1.0244361,0.912877,1.1632953,1.1380728,1.1507813,0.96505964,0.53102785,0.7918898,1.121237,1.1681197,0.98726696,1.163523,1.0187132,0.736567,0.9739881,0.9756025,1.1142179,0.62861425,1.1284329,1.1336592,0.9762498,0.90489095,1.0711281,1.0846659,0.0,0.9804251,1.1001941,1.1606528,1.1773188,1.0566715,1.07759,1.0946807,1.1640737,1.0922458,1.1402987,1.0969609,1.1461022,0.85375357,1.0810144,0.8541169,1.144074,1.0463421,0.88427025,1.1150694,1.1571504,0.9854245,0.78739864,0.95229965,0.99793017,0.085415244,1.0741923,1.1029562,1.0315841,0.766394,0.8761267,1.0663631,0.8925704,1.1727831,1.1510906,1.0785217,1.130932,1.086579,1.0256747,1.0994934,1.0546051,1.1027151,1.0268075,0.97526795,1.0291411,1.0650352,1.0222883,1.1120968,1.1375872,1.0598067,1.118973,0.80767184,1.0579141,0.89290583,0.87370044,1.0941576,1.0851614,1.0297971
jacket,0.949344,1.0192806,1.26542,1.1327791,0.588496,1.1309513,1.173675,1.2535621,1.1692737,0.7967699,0.49774843,1.3527508,0.7302204,0.67818177,1.2562672,0.5744089,0.8504656,1.3486859,1.3394635,0.91547674,1.0928146,1.1871319,1.3042574,1.2944766,1.2457167,1.2520443,0.5257367,1.0097996,1.1909577,0.7587408,1.1367793,1.1905103,0.5290468,1.2586176,1.4104295,0.8641311,1.4606946,1.1220083,0.565976,0.9854802,0.88902646,0.9506881,0.98957247,0.83103997,1.0559573,1.1899488,1.1453507,1.139271,1.282042,1.1254265,1.1108797,0.85930705,0.9983352,0.608953,0.76632595,0.7152944,0.9804251,0.0,1.0076206,0.516361,1.1621335,0.8006678,1.3977301,0.597896,1.256941,1.2224911,1.4271615,0.9749171,1.3211246,1.181882,1.1036782,1.0840318,0.4131344,0.6423016,0.80658066,1.3453932,1.2927048,1.0639882,1.2207558,1.2458632,0.92040604,1.0868151,0.8139411,1.3581352,1.0132782,1.1534553,0.8074081,0.31147015,0.98149985,1.1077708,1.2561712,0.88767314,1.3743589,0.6762793,1.4041696,0.71304595,1.1737945,0.930178,1.3587809,0.8356355,0.44620878,0.6760901,1.3985813,1.1704205,1.1953499,1.1901696,1.4087499,0.94928735,1.2216531,0.9444285,0.8601594,1.0095226,1.1975367,0.78053534
jar,1.0255619,1.116539,1.0634035,0.92221,0.79802877,1.0519676,1.0421897,0.9850115,1.0963944,0.8174378,0.9575758,1.1732867,1.0946604,0.9618421,0.8709526,1.0090028,0.9383627,0.905593,1.0792015,0.8750561,1.091668,0.63424486,1.1608086,0.99749213,0.93057317,1.2392787,1.1419766,1.0768005,0.9032789,1.0351214,1.125189,1.1846827,1.0223448,1.1657524,1.127442,0.86304677,0.75870174,0.933735,1.1077602,1.108183,0.98258835,1.041891,1.2374921,0.9397062,1.2315811,1.1822299,1.073637,1.0765556,1.2040327,0.9605092,1.1799402,1.1180984,0.90539986,0.9796142,0.92717886,1.1724986,1.1001941,1.0076206,0.0,1.0474886,1.134431,1.0443019,1.0129571,1.0394083,1.2690171,1.0857139,1.1046164,1.1377771,1.0099499,1.1097786,0.9217736,0.8379839,0.9437458,1.0864995,0.9160169,1.1719508,1.1238501,1.1229527,1.055964,0.9169326,0.8433544,1.0893519,0.8956364,0.96875966,0.9078212,1.1062527,0.9092086,0.972776,0.95875484,0.787929,0.8440025,0.847732,1.2257321,0.94445765,0.72482413,1.1104271,1.1721808,0.7603915,1.2083081,0.9817234,0.921099,0.81890345,0.9662779,1.2105281,1.2749474,0.74221385,1.0833347,0.8904636,0.87096506,0.9734944,0.8995743,1.2038622,1.12588,0.95231444
jeans,0.93662184,0.8960769,1.4064424,1.0552189,0.5592457,1.2167096,1.2008674,1.2401725,1.1830574,0.64798784,0.43657154,1.230435,0.5032117,0.5289472,1.2854484,0.23885286,0.9705486,1.4338751,1.3923345,0.9946993,0.83522516,1.1483767,1.3505147,1.1687859,1.2906435,1.264529,0.42848974,0.9305228,1.3242563,0.90901554,1.2420263,1.2863374,0.5175864,1.25151,1.4344897,0.81736135,1.510881,1.2173591,0.61587536,1.117088,0.8465846,0.822111,0.9773631,0.61702776,1.0345803,1.2769706,1.3483799,0.9290322,1.158025,1.2719023,1.1975917,0.58829737,1.0238024,0.72874296,0.7224982,0.9777795,1.1606528,0.516361,1.0474886,0.0,0.9406744,0.87411875,1.4374068,0.4605201,1.2265621,1.3247172,1.3434958,0.93575835,1.3172482,1.257663,1.1441417,1.0876796,0.22996998,0.33079374,0.8745721,1.4031678,1.3417399,0.9359003,1.2216921,1.3163617,0.96329117,1.2231672,0.6907964,1.2561585,1.0732343,1.2239901,0.8168846,0.38512427,0.8594471,1.0421312,1.266722,0.8782817,1.3717246,0.7054198,1.4894456,0.49578828,1.137399,0.9084721,1.1159023,0.8441274,0.5753355,0.6876104,1.3775847,1.1293126,1.1949586,1.1819727,1.3670611,1.1168821,1.2343587,1.0312576,0.9497481,0.9428884,1.124949,0.8545128
knife,1.0955348,1.0372162,1.2015643,1.0297195,1.0738078,1.1101034,1.1051534,0.9470347,0.8853022,0.85439545,0.94761574,0.89815396,0.82906026,0.9092099,1.0858363,0.9166552,1.124795,1.058433,0.8853023,1.1443056,0.86538726,1.0670216,0.8974238,0.9701416,1.1667109,0.90266675,0.82800967,0.99504507,1.0162805,1.129325,0.85641456,1.1067917,1.0431502,1.0307906,0.86113846,0.915074,1.1117365,1.1150184,1.0246223,1.1691091,0.9643191,0.88726616,0.84483933,0.9750697,0.90161854,1.0397232,1.0262266,0.9568994,0.7975218,1.0400258,0.8763269,0.90568614,1.0163054,1.0791038,0.89634955,1.0770057,1.1773188,1.1621335,1.134431,0.9406744,0.0,0.82103986,0.96622485,0.89225537,0.80413175,1.0794488,1.0159152,0.7580581,1.0336156,1.1478622,1.0803938,0.9873115,0.99456394,1.0660229,1.004533,0.9292358,0.88634676,1.1523714,0.9463163,1.0832524,1.0799342,1.1358265,1.0668155,0.9114155,1.0489097,1.0509882,0.9584319,0.9295728,0.9272093,0.90456516,0.8938589,1.0432839,0.80062103,1.1593382,1.1074973,1.0463158,0.6647085,0.77932584,1.0921633,1.1486356,1.122051,1.1070826,1.1107668,0.9426388,0.81901,0.80153966,1.0158639,1.137048,0.9853147,1.0715759,1.1592894,0.7499013,0.8687891,1.0982723
ladder,0.7723398,1.0948524,1.3355455,1.1315185,0.632431,1.2701106,1.2592043,1.3085709,1.0228406,0.68993664,0.653996,1.3552527,0.67044437,0.8640407,1.2459372,0.858232,0.96548605,1.3438253,1.3340877,0.8358141,1.0095136,1.0124544,1.2935348,0.9945992,1.2727674,1.2711267,0.7609464,0.62739843,1.2678257,0.5597616,0.84709203,1.2744082,0.60166025,1.2456996,1.3381343,0.54060924,1.358504,1.1394374,0.7826508,0.8727141,0.5679505,0.59931076,1.0603287,1.0406067,1.0551862,1.2398858,1.0629506,1.0771652,1.1524757,1.2294153,1.1991948,0.89819235,0.96027684,0.68213385,0.79754776,1.1108233,1.0566715,0.8006678,1.0443019,0.87411875,0.82103986,0.0,1.1475174,0.7572535,1.2550163,1.2304636,1.3224827,1.0467238,1.3264807,1.2315434,0.73021686,1.0166435,0.7183341,0.9178465,0.8368859,1.2963239,1.2807212,1.0648831,1.1571863,1.0427021,1.0061896,1.0871171,0.853719,1.1071267,0.7569101,1.0842563,0.91170466,0.7074285,0.85090387,0.9125991,0.99317676,1.0413952,1.3734026,0.9187324,1.2407475,0.7653216,1.1651583,0.88590604,1.2890835,0.9407942,0.77623653,0.5519105,1.2559996,1.2276392,1.2518004,1.0269518,1.2732747,1.0132358,1.0287441,0.9742429,1.0110067,0.69031596,1.1429086,0.58886343
lamp,1.301064,0.9342551,0.74534225,1.0095729,1.3878088,0.78106236,0.809935,0.72620475,0.76928675,1.2659508,1.472619,0.6056812,1.2150865,1.353034,0.8493216,1.4090805,1.2663655,0.35195887,0.5383401,1.1837933,1.10148,0.76760614,0.6262306,0.62494594,0.7142869,0.7277946,1.3492916,0.83625805,0.4228996,1.0241511,1.0857418,0.73012394,1.4370662,0.8454193,0.4499638,1.2075937,0.3941896,1.0281813,1.365783,1.1653545,0.944164,1.0349746,1.1226692,1.1030328,1.0870888,0.8709304,0.9936619,1.0440058,0.74147457,0.954201,0.69379884,1.3391087,1.3470385,1.3338218,1.4542342,0.9750526,1.07759,1.3977301,1.0129571,1.4374068,0.96622485,1.1475174,0.0,1.4986355,0.6969402,0.6612689,0.5783045,0.9454318,0.5501312,0.7929591,0.9636683,1.0730554,1.4741787,1.257102,1.2711344,0.42941225,0.4699465,1.0500124,0.99546325,0.74405104,1.1901641,1.013062,1.3115497,0.69896436,1.0578556,1.0170891,1.3779674,1.4283988,1.177006,0.93558306,0.68663967,1.2392116,0.48992622,1.1042296,0.57483256,1.3494339,0.75453854,1.0678977,0.83591443,1.297007,1.3886395,1.3051672,0.7053329,0.7969285,0.81191623,0.9023289,0.6068655,1.2911602,1.0095326,0.99762183,1.2315106,1.1070712,0.8295448,1.109351
mitten,0.8100537,0.80229676,1.2880402,0.96679753,0.65541035,1.0899295,1.0522023,1.2838783,1.2892239,0.8124735,0.55146194,1.2740192,0.7661927,0.5770238,1.31332,0.5723722,1.0480192,1.5162778,1.4687767,1.0282121,0.91066265,1.1362255,1.2745173,1.1843865,1.3916633,1.2413832,0.4709975,0.99250257,1.3980366,0.9529822,0.9352133,1.3012877,0.51730883,1.295171,1.48228,0.85748994,1.4940499,1.1566052,0.60765445,0.86120176,0.9398375,0.89259297,0.9257524,0.8534459,0.89772695,1.1908801,1.0540501,0.85132927,1.1652074,1.1845703,1.2044753,0.3013233,0.773262,0.75544596,0.546519,0.7568822,1.0946807,0.597896,1.0394083,0.4605201,0.89225537,0.7572535,1.4986355,0.0,1.2498305,1.3232853,1.2983081,0.8570336,1.4046645,1.1803646,1.0763601,1.0450834,0.41103113,0.67532897,0.94306684,1.4784552,1.4697626,0.7418268,1.155986,1.2397871,1.0058094,1.1537964,0.690426,1.1947112,0.9205305,1.0511525,0.78901315,0.4780041,0.8393003,1.0222698,1.3039637,0.96994823,1.4136324,1.0290173,1.3737159,0.42383093,1.0592278,0.76757836,1.0840944,0.842787,0.688786,0.76892316,1.2573662,1.0449711,1.1909447,1.1178646,1.3008935,0.8736035,1.202097,1.0576189,1.0350659,0.7276435,0.98681813,0.9934815
mouth,1.2994668,0.87397957,0.7518096,1.0052849,1.4059435,0.7568028,0.8000317,0.7639924,0.7706839,1.2802786,1.3372453,0.53889173,1.138944,1.2810966,1.1341931,1.2518754,1.3042231,0.6006935,0.5859211,1.2841926,0.96820533,1.0387106,0.6748283,0.8188298,1.0088942,0.33475405,1.1101984,1.0269876,0.65313596,1.1223537,1.0752982,0.70553285,1.3085165,0.85744184,0.45682818,1.2992196,0.73354137,1.058645,1.3121799,1.118299,1.144125,1.1625471,0.6471174,1.1021752,0.8170111,0.87491095,0.8698685,1.070795,0.5954006,1.0575306,0.33010507,1.1811206,1.1008867,1.2277327,1.2326174,0.76984537,1.1640737,1.256941,1.2690171,1.2265621,0.80413175,1.2550163,0.6969402,1.2498305,0.0,0.5827428,0.6264684,0.8351192,0.5687874,0.9155967,1.2198684,1.1718161,1.3359762,1.1232542,1.2850085,0.5023048,0.49634182,1.0594236,1.0156349,1.0320629,1.2092459,1.1141539,1.2604971,0.9594596,1.1943331,0.91905063,1.3082571,1.3008374,1.2494744,1.2476975,0.99874765,1.2096717,0.38546163,1.1617944,0.96700925,1.2535645,0.59147376,1.1500276,0.76356363,1.2084265,1.340351,1.3842932,0.9229147,0.62930703,0.31875026,1.1972857,0.60678357,1.2796307,1.219838,1.1462659,1.1869795,1.0499271,0.6617928,1.2481796
nail,1.4357563,0.71866107,0.43010128,0.8366359,1.3517078,0.5264722,0.5875333,0.54075325,1.0329937,1.4860407,1.4509294,0.730491,1.4204543,1.349635,1.0180056,1.3205242,1.3338566,0.4179814,0.49291134,1.3937206,1.0792563,1.0380431,0.6793674,0.9336071,0.8237549,0.29611987,1.2700877,1.2268133,0.57669055,1.169541,1.2118256,0.37585926,1.3870317,0.7027762,0.34407747,1.4703412,0.4665584,1.174892,1.3236508,1.0131406,1.3881553,1.2574327,0.7921478,1.1664617,0.5587523,0.9840278,0.8979893,1.0636847,0.6804408,1.1105314,0.3748256,1.1722873,1.0212038,1.1791048,1.1204017,0.80666107,1.0922458,1.2224911,1.0857139,1.3247172,1.0794488,1.2304636,0.6612689,1.3232853,0.5827428,0.0,0.61040896,0.86320317,0.70443696,0.6561694,1.3321431,1.1186075,1.4109371,1.2167132,1.379642,0.47662717,0.41390085,1.0103788,1.0802264,1.0264106,1.2641327,1.1086692,1.3983085,0.9391615,1.3068051,0.9169231,1.3194232,1.279046,1.2451563,1.0798849,1.0714967,1.2541212,0.3588252,1.1028996,0.74829406,1.1939098,0.91362643,1.221615,0.68802285,1.2847915,1.3314629,1.466599,0.63495797,0.25671935,0.40678966,1.0498036,0.5373978,1.2875584,1.1881479,1.2233341,1.2185152,1.1723509,0.46008432,1.3433511
napkin,1.268121,0.7118278,0.55684173,1.063098,1.5127801,0.7391324,0.737828,0.6523762,0.72260773,1.4243095,1.5880729,0.38728613,1.351825,1.34753,0.8577927,1.4211159,1.3589051,0.48254442,0.44744694,1.137855,1.0538368,0.63791955,0.632232,0.45646882,0.76607144,0.5260764,1.3750398,0.8871022,0.5206427,1.2836624,1.036396,0.68421274,1.445187,0.85937345,0.41715598,1.3638885,0.32924443,0.86417747,1.4283221,0.99825406,1.1465787,1.1801507,1.0456185,1.2527518,0.90423375,0.8738165,0.87241644,0.8910836,0.7338273,1.0427246,0.7159985,1.0283575,1.2989063,1.5206318,1.4547437,0.74668324,1.1402987,1.4271615,1.1046164,1.3434958,1.0159152,1.3224827,0.5783045,1.2983081,0.6264684,0.61040896,0.0,0.9758712,0.5620132,0.6432324,0.9679782,1.1136589,1.4813745,1.1836798,1.4225438,0.46755916,0.5661169,0.6992266,1.0383947,0.88451076,1.3329265,1.0624952,1.0610628,0.6619828,1.1014442,0.85657644,1.3650174,1.5306745,1.2195745,0.89684546,0.82735705,1.2793647,0.39055336,1.2372772,0.5797464,1.1437825,0.68929106,1.2427869,0.55869144,1.3175014,1.4164034,1.4360144,0.50696343,0.58135355,0.71901035,0.9752975,0.11584985,1.1438208,0.9242249,1.1814421,1.2712009,1.0341682,0.63189787,1.436162
necklace,1.1954995,0.71995807,1.0488403,0.7469302,1.0720251,0.9117114,0.94606626,0.92485505,0.8903617,1.2356904,1.2443327,1.0003184,1.2003357,0.8649622,1.0707275,1.0429173,1.2044288,1.0399287,1.114438,1.254627,0.90470046,1.1498419,0.781042,1.0507547,1.1936778,0.6731208,0.95525223,1.1514709,0.89356786,1.1711074,1.0653352,0.78070307,1.2053492,0.7775515,0.84760576,1.2439401,1.0832337,1.0850632,1.078239,1.1776078,1.1255201,1.0560424,0.5674743,0.9425789,0.5905666,1.1051404,1.1366119,0.9495002,0.6201309,1.1821213,0.69174606,0.82486445,0.9245021,0.9745984,0.76461315,0.8141609,1.0969609,0.9749171,1.1377771,0.93575835,0.7580581,1.0467238,0.9454318,0.8570336,0.8351192,0.86320317,0.9758712,0.0,0.97400475,1.0158352,1.2833447,1.1347854,0.98640907,0.96474415,1.1694565,0.94743764,0.93801,1.1132414,1.0788287,1.1057421,1.0071476,1.1014218,0.9835101,1.0566711,1.2134874,1.043465,1.1209449,0.7903877,0.94731444,1.0522462,1.1450816,1.3228558,0.8585937,1.1447271,1.0397133,0.9271713,0.7312874,0.8439441,0.9329557,1.1891947,1.1026057,1.2725832,1.1573148,0.6735867,0.6432731,0.9223931,1.0024127,1.2256975,1.1191225,1.0802428,1.1855294,0.90109885,0.58833164,1.2518891
nose,1.2512693,0.9326976,0.7630907,1.12731,1.360549,0.78069115,0.8329212,0.864807,0.67057216,1.2026062,1.355365,0.48935467,1.2057036,1.3718786,0.9542524,1.2963178,1.1352139,0.39631742,0.59815794,1.1002493,1.1885954,0.85963345,0.7529899,0.63307065,0.77273494,0.65207994,1.2468901,0.9483542,0.5744908,1.0972608,1.1443799,0.88450336,1.3128661,0.9857307,0.43671954,1.2447329,0.4281248,1.0139414,1.3464087,1.1129416,1.0241059,1.1488036,1.0886132,1.11664,1.0427866,0.94215095,0.9639106,1.0770094,0.7643219,1.0297142,0.6310478,1.220135,1.1832732,1.2866153,1.3384601,0.8478027,1.1461022,1.3211246,1.0099499,1.3172482,1.0336156,1.3264807,0.5501312,1.4046645,0.5687874,0.70443696,0.5620132,0.97400475,0.0,0.8957093,1.0621929,1.075288,1.3536035,1.1882019,1.2023693,0.35552692,0.44804937,0.9724774,0.99654293,0.8564267,1.174918,1.0820744,1.2177045,0.8189008,1.1047994,1.0293893,1.2882307,1.3933018,1.2176096,1.0381579,0.8426089,1.1200342,0.5342103,1.0777533,0.7181678,1.2363133,0.6909679,1.1963395,0.79617727,1.2140199,1.3081886,1.3118265,0.8156355,0.7971604,0.8059159,1.0454091,0.645849,1.221575,1.0556353,1.0277233,1.0965334,1.2104669,0.89750165,1.1943594
orange,1.156731,0.8591407,0.38497043,0.8752831,1.2438974,0.5962888,0.48584515,0.57224804,1.0104895,1.3382945,1.4055564,0.80494386,1.3172002,1.2249599,1.0127848,1.2958156,1.1906573,0.7114587,0.57421625,1.2086195,0.9245745,0.9352249,0.8277772,1.0011764,0.86462235,0.83700484,1.2290472,1.1060576,0.66056854,1.140316,1.0366875,0.60609215,1.3230126,0.67893356,0.7095019,1.3519125,0.6845218,0.8752067,1.1370885,1.0053561,1.2687287,1.2483175,1.0837781,1.1822797,0.9078788,0.76096076,0.89692175,1.1027873,1.0295944,0.8492116,0.8870267,1.1703384,0.96752405,1.1740406,1.2073954,0.90541697,0.85375357,1.181882,1.1097786,1.257663,1.1478622,1.2315434,0.7929591,1.1803646,0.9155967,0.6561694,0.6432324,1.0158352,0.8957093,0.0,1.1600767,1.1660893,1.3500535,1.1591725,1.2187899,0.7352515,0.7294746,0.9409158,0.76247907,0.9897943,1.0193347,0.82725406,1.2468883,0.939495,1.2533957,0.9635513,1.1531472,1.3013717,1.2571229,1.143746,1.0306916,1.1935339,0.6842098,1.1454355,0.83462065,1.2325809,0.8532834,1.1711951,0.75985456,1.1626961,1.2698388,1.2952275,0.6940192,0.7516371,0.82941294,1.1004143,0.61924964,0.9606487,1.0586547,1.0166267,1.1233552,1.1006129,0.87263584,1.2523053
