,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
spoon,1.2709346,0.73927236,1.0995543,1.0466442,1.2049357,1.0028803,0.7938503,0.83482623,0.93811786,1.1775793,1.4901625,0.7281103,1.1553991,1.432981,0.7916577,1.3012713,0.989027,1.0740173,0.62887305,0.31848156,1.2421162,0.66068166,0.47615397,0.78194445,0.9344871,0.59297234,0.8160825,0.81716454,1.1001036,0.8428484,0.67134327,0.9396614,1.2455921,1.175128,0.9937515,1.3030728,1.4444135,1.1720612,0.5530156,1.1384311,0.47635186,1.1254637,1.0042273,1.077693,1.0312381,1.2049923,0.6770136,1.349936,1.0750952,1.3580271,0.8809491,0.7820883,0.8644867,1.0967482,0.23553419,0.9404652,1.1828337,0.74937356,0.9457495,0.99990416,0.6273382,1.3523822,1.1550055,0.7957608,0.8653304,1.2289661,1.3475606,0.5416424,1.4515969,0.099650145,1.2020748,0.40083992,1.2084448,1.3664055,1.1493547,1.0916708,1.3067932,1.0151654,1.1956317,0.7935479,0.5757231,0.8178922,0.9545924,1.0384003,1.2357798,1.4768317,1.3877048,1.2091113,1.298197,0.40835595,0.4189685,1.1559354,1.0083178,1.269047,0.6933125,0.9649105,0.45335835,0.7040337,1.285743,0.8161136,0.7333582,1.0732573,1.070023,0.9565274,0.96964335,1.0811949,1.4475249,0.82146037,1.3482547,0.65405744,1.2953964,0.70982176,1.348304,0.59133255,1.1722364,0.6445397,0.8535793,0.72938347,0.0,1.0439177,0.91359854,0.8443427,1.3714539,1.2782805,0.6686405,0.69048274,0.8772688,0.41303533,0.59296083,0.8869023,1.1037519,1.0821905,0.72907233,0.6631956,1.204083
sprinkler,0.9001967,1.0083015,1.1590708,1.0451998,0.6577295,1.0468642,1.2581129,0.7527169,0.9260103,0.94723624,0.9206194,1.2537577,0.999492,0.91525567,1.1500963,0.95518273,0.88974655,0.9906748,1.2191908,1.2424232,0.89480895,1.1773121,1.0215021,1.1715387,1.0360385,1.2065697,1.0930221,1.2190889,1.0854967,1.1290172,1.1784755,1.1606851,0.9891172,1.0915352,0.7677476,0.9915817,0.9993005,0.72274923,1.1697382,0.92711675,1.29918,1.0571363,0.96687484,1.110126,1.0031959,0.91107965,1.1261731,0.94877255,1.0910106,1.0111028,1.1860567,1.1679215,0.96941745,1.0100772,1.0172919,0.8270325,0.80458665,1.0805703,1.1428847,0.9735233,1.2330211,1.0534354,0.9719954,1.2771124,1.0308163,0.596049,1.0078185,1.1348491,0.91260016,1.0518886,0.8000353,1.20222,0.93606526,0.98900306,0.9276864,1.0134653,0.92561173,1.2038114,1.0333469,1.3016357,1.0267111,1.2056082,1.1046112,1.0585475,0.88664424,0.8840597,0.9937951,0.97257096,0.94471496,1.1763277,1.1031749,1.0132273,1.0265882,0.921651,1.0837971,0.95494777,1.1219901,1.0984077,1.0064695,1.077996,1.158244,1.063387,0.8188076,1.138407,1.0648836,0.5109297,0.9196434,0.90201586,0.97495294,0.7573497,0.84227026,1.1954131,0.70091426,1.138537,0.5213124,1.1781204,0.9785966,1.0698608,1.0439177,0.0,1.2340059,1.042766,0.99670345,0.9010187,1.059241,1.2201573,0.95818543,0.90330976,1.0780255,0.8016232,0.91243356,1.0467724,0.86850584,1.2495286,1.0497053
strawberry,1.186605,0.9475332,0.42981136,1.1808143,1.1481429,0.75001395,0.42043245,0.66646034,1.2705781,1.4232814,1.4312677,0.7085334,1.448788,1.1766354,0.92435527,1.3762152,1.2303485,0.9714346,0.6123908,0.9163406,1.1908369,0.51438963,1.0375578,1.2205768,0.90921295,0.9138976,1.0368309,0.45697725,1.1469368,1.1595526,0.6177282,1.1754177,1.1922606,1.3082983,1.3101761,0.77753866,1.3784157,1.1755959,0.49890995,1.3019482,0.69146544,1.1151348,0.86331093,1.2872071,1.323662,0.8609589,0.83172464,1.3020844,0.74226296,1.1292803,0.62050784,0.60607564,1.1343657,1.0473819,1.0192268,0.73387456,1.119275,0.907121,0.79592216,1.0822893,0.59636337,1.1929345,1.1009374,0.55048466,0.8476012,1.1884547,1.260073,1.0392592,1.314966,0.84260446,1.3924825,0.75142336,1.2709769,1.28406,1.0086316,1.2480255,1.1793715,0.65129894,0.69807214,0.5320782,0.71454,0.753222,0.55030566,1.3428593,0.9519124,1.3277322,1.2731318,1.1943047,0.8726143,0.6872479,0.7654153,1.1399179,0.724125,0.9280069,0.9845178,1.1910821,0.8251544,0.63137203,0.88150454,0.8525356,0.6679308,1.377823,1.0742257,0.8383129,0.92927647,1.3331343,1.3431208,1.0788834,1.2654109,1.0682235,1.2450404,1.1653422,1.3851533,0.66971374,1.3348951,0.78487045,1.1409903,0.9774572,0.91359854,1.2340059,0.0,0.8011303,1.2876264,1.4405339,0.7308819,0.6487309,0.74233484,1.1124024,0.885997,0.7396242,1.1658015,1.0521371,1.0986189,0.6038946,1.2558794
stroller,1.1930851,0.79635966,0.9519341,1.0762362,1.1735373,1.1268406,0.74704105,0.78161174,0.9705985,1.1996465,1.2592642,0.77556086,1.0638964,1.2110109,0.9947683,1.2240398,1.0151815,0.99641854,0.66454905,0.91299206,1.059584,0.7537057,0.9374231,0.8091247,1.0233037,0.5932407,0.8624854,0.7799839,1.1339588,0.7632837,0.79358596,0.89319783,1.1420157,0.94318193,1.1133119,1.0812045,1.1790955,1.0754477,0.6863467,0.9328965,0.6707427,1.1206695,0.87353086,0.9153446,1.1113582,1.0489651,0.87584335,1.1449561,0.87400687,1.1954572,0.79071814,0.7638292,1.0595553,1.0037777,1.040899,0.95296496,1.140712,0.9944653,0.9590586,0.97735506,0.7843802,1.214304,1.1483203,0.71033317,0.9970596,1.1237191,1.3044415,0.8078048,1.1544569,0.80919915,0.9739371,0.7832737,1.1466227,1.1298536,1.2206568,1.0282656,1.1809559,0.8032245,1.0846164,0.8054144,0.7728129,0.8275646,0.9757791,1.0679809,1.1737633,1.260424,1.1496702,1.1847214,1.170731,0.77826595,0.81356215,1.1294415,1.2027471,1.0574857,0.74233603,1.1032115,0.94815844,0.68622446,1.2420306,0.7333784,0.6479427,1.110395,1.1090748,0.96833974,0.89406025,1.0943111,1.2687619,0.9445959,1.15781,0.8459345,1.1480579,1.1346071,1.1726297,0.66355777,1.2469347,0.69387734,0.9587658,1.0098485,0.8443427,1.042766,0.8011303,0.0,1.2892294,1.2131774,0.6437305,0.78959656,0.87962484,1.126344,0.70206267,0.67005277,1.2831975,1.165359,0.503726,0.75556743,1.1862085
sweater,0.85129017,1.2200713,1.2490304,0.8136612,0.7485486,1.1730852,1.3829647,1.2789972,1.1125774,0.6746747,0.4094798,1.3394189,0.87739646,0.5884439,1.2736945,0.7010201,0.9895884,1.071953,1.4536538,1.3238275,0.9043298,1.315609,1.3438709,1.0913533,1.1792448,1.3938105,1.1850386,1.1521112,1.0328062,1.2123568,1.3229672,1.1784643,0.62497205,0.9391118,0.89680576,1.0338643,0.50612414,0.8592971,1.4360825,0.9988099,1.4587221,1.0164684,1.2049613,1.0299954,0.8951041,0.87176466,1.1533493,0.63433766,1.0523826,0.5399651,1.134351,1.3086746,1.0769223,0.8956698,1.1934837,1.2632765,0.9781619,1.1170589,1.0455763,1.0323609,1.4286098,0.5636691,0.7660438,1.268454,1.2820256,0.9179244,0.040018916,1.2090254,0.40010673,1.4013802,0.9562939,1.4947991,0.742669,0.6585596,0.8896728,0.9102053,0.80713433,1.1343663,1.0817564,1.3014432,1.3807684,1.1011955,1.2512927,0.79240483,0.93907005,0.31690526,0.37201893,0.8111023,0.95463324,1.398266,1.3910068,0.98211306,1.0033436,0.98463166,1.3542746,1.005406,1.3291122,1.4598392,0.9787215,1.2593989,1.3548164,0.7458144,1.0527519,1.1961044,1.1465883,0.85772216,0.2397734,1.106227,0.44498217,1.1744202,0.6802994,1.0306295,0.5553819,1.3824096,0.83038867,1.2756538,1.1315577,1.1584144,1.3714539,0.99670345,1.2876264,1.2892294,0.0,0.65318185,1.3805846,1.3184115,1.2352262,1.0704672,1.4039198,1.3170712,0.8613272,0.9376107,1.2772607,1.3815844,0.8786411
table,0.7814449,1.3710837,1.3276316,0.8536937,0.6926266,1.0770199,1.4824712,1.2873484,0.80698967,0.4836406,0.46855664,1.4697406,0.3259012,0.7873711,1.1740357,0.74635834,0.9197954,0.8467247,1.4797621,1.1562837,0.63588977,1.432362,1.1942343,0.94581103,1.1817703,1.2966611,1.1742486,1.4556487,0.9195257,0.7084102,1.442641,0.866356,0.89502746,0.35333794,0.836264,1.0966656,0.48741734,0.8127212,1.5709314,0.5179429,1.4105712,0.95084953,1.1984317,0.80894953,0.6522287,0.9442467,1.2522492,0.712003,1.3197414,0.86758935,1.4498868,1.4603422,0.96246177,1.2105218,1.2230784,1.2562354,0.69006014,0.9504382,1.3267517,1.1792442,1.5464455,0.8705208,0.9415147,1.5371407,1.2817283,0.79831225,0.6600213,1.0813202,0.71581805,1.3848084,0.46544135,1.3161414,0.74151295,0.74261487,0.81465,0.82178974,0.96994704,1.3919595,0.9702513,1.4449172,1.2961096,1.4087886,1.3071164,0.64479876,0.95651853,0.64713806,0.81290776,0.6741811,0.9419888,1.5165963,1.4638412,0.8746412,0.97262,0.91238636,1.3451895,0.8488263,1.0703677,1.4572759,0.9298607,1.3818069,1.3910705,0.6300037,1.0437607,1.1544285,1.1467075,0.6341251,0.6670257,1.0394218,0.74139166,0.98917294,0.7226798,0.83999234,0.47475773,1.5121,0.70912963,1.2615988,1.1593657,0.99081063,1.2782805,0.9010187,1.4405339,1.2131774,0.65318185,0.0,1.302674,1.5664066,1.3930026,1.1065416,1.3307582,1.1715351,0.44551766,0.9379613,1.0464195,1.5471838,0.71793675
tape,1.2843145,0.8747221,0.7421976,1.071832,1.2025771,0.690987,0.54095244,0.82098764,1.1016918,1.2858824,1.3500242,0.73104763,1.2209558,1.3147037,0.87012666,1.1763628,1.13072,0.9955056,0.58229506,0.5063616,1.1363406,0.78309417,0.79536545,0.82225543,0.91041255,0.6393839,0.8636807,0.94377446,1.0629588,1.0302399,0.61586684,1.0467081,1.2208568,1.242172,1.1409559,1.0540732,1.3097303,1.2207388,0.5373592,1.1228366,0.48440498,1.0817072,0.9899001,1.2027409,1.2469264,1.0423172,0.8082013,1.1785024,0.84208405,1.3422751,0.9312921,0.84103847,1.1421447,1.1680176,0.8699647,0.86829007,1.0633225,0.8128905,0.9727669,1.0218118,0.60170555,1.3763502,1.3131458,0.7677983,0.8689295,1.1711104,1.3444785,0.62733465,1.3717468,0.6856474,1.2699761,0.61949027,1.1155535,1.3034874,1.178278,1.0703703,1.2286897,0.90716124,0.9523344,0.69654435,0.7302342,0.9440383,0.8161839,1.2162329,1.0751905,1.4024758,1.4228008,1.1682725,1.1341244,0.6840481,0.75283885,1.0625491,1.1152676,1.0503653,0.73118615,1.2392957,0.63867444,0.70183927,1.1016253,0.90937656,0.59984624,1.293901,0.98074275,0.90912724,0.97861385,1.2306011,1.4124794,0.69755477,1.408724,0.89256185,1.3093739,0.9621643,1.2587602,0.5177072,1.0939153,0.73284256,0.8251017,0.93793225,0.6686405,1.059241,0.7308819,0.6437305,1.3805846,1.302674,0.0,0.76048535,0.8227328,0.9081019,0.70536655,0.5418911,1.1133116,1.0474579,0.85730374,0.7235338,1.2318703
toe,1.3179699,0.2993526,0.86414695,1.0487367,1.2347902,1.0435873,0.5409701,0.8092233,1.1250421,1.4657454,1.4719592,0.5504018,1.3725915,1.2607945,0.9756276,1.2949195,1.1172183,1.2224112,0.4665544,0.8127302,1.4419856,0.45133132,0.82252014,0.967331,1.0552864,0.6327239,0.9924807,0.42292225,1.1523885,1.0060859,0.61421317,1.0351473,1.1883357,1.2670257,1.2732849,1.0855132,1.4092029,1.2756034,0.3871873,1.4245355,0.5152406,1.1529785,0.9274625,1.0779201,1.3292605,1.1732005,0.3962494,1.2440534,0.7217911,1.1043211,0.28623086,0.6848499,1.1570544,0.57838947,0.75602084,1.1105423,1.2886336,1.0199976,0.62304187,0.57266456,0.3972535,1.059037,0.7654604,0.42958575,0.76215994,1.3012009,1.3353107,0.99515957,1.2327144,0.594545,1.3772708,0.70361507,1.0745943,1.3152437,1.1295369,1.1288718,0.7978985,0.60455585,1.1570884,0.4233926,0.67908263,0.50791645,0.8736992,1.3821834,1.2029825,1.3381413,1.1583549,1.3420104,1.2839618,0.4832533,0.548992,1.2122972,1.0547478,1.2268609,0.67326075,1.2203779,0.8767107,0.59131604,1.2272931,0.63484573,0.6602341,1.3721792,1.0562067,1.0241266,0.98031783,1.4676808,1.4026415,1.0148381,1.1122842,0.941924,1.3023381,1.1286424,1.5580094,0.42844933,1.3078363,0.7232775,0.48556077,1.0451231,0.69048274,1.2201573,0.6487309,0.78959656,1.3184115,1.5664066,0.76048535,0.0,0.46666986,0.8579563,0.618941,0.9649478,1.4515586,1.1333895,0.9509485,0.42429686,1.2500217
tooth,1.335247,0.64856267,0.90536517,1.1438572,0.9684378,1.0812292,0.71146303,0.7976167,1.1216575,1.2690275,1.2706794,0.55479884,1.2746847,1.2017217,1.1265181,1.2008829,1.0709707,1.1749979,0.5942842,0.9473048,1.3115919,0.5948318,0.9890945,1.0066158,1.1018213,0.7863606,1.0483302,0.5683169,1.1817625,1.1223936,0.7382891,1.2132483,1.0208924,1.1910772,1.1337812,1.0519421,1.2853906,1.1690023,0.44197893,1.2751746,0.68521947,1.1677544,0.998129,1.1444821,1.1854999,1.0876501,0.75746477,1.2045236,0.6647725,1.0842963,0.52941525,0.6564446,1.2503641,0.74751896,0.8806891,1.1091722,1.1919156,1.1857136,0.67312276,0.67529786,0.6172005,1.0295453,0.89782053,0.60426664,0.90633166,1.1463733,1.2451501,1.068035,1.1806042,0.7528951,1.2274716,0.8652919,1.1046673,1.178211,1.1329238,1.1361167,0.89644945,0.5668604,1.1905843,0.47450602,0.79043114,0.58892643,1.0160459,1.2175853,1.169666,1.1876049,1.1005927,1.2490524,1.1816885,0.5538072,0.6166078,1.1464992,1.0806171,1.0755002,0.86118,1.284674,0.9417005,0.72867227,1.2412956,0.74116313,0.7157949,1.2777482,0.9080755,1.1336268,0.94916517,1.2226045,1.2060511,1.0383813,1.1531329,0.93888885,1.1359185,1.0808316,1.321624,0.5581265,1.037875,0.9747737,0.7702383,1.1619099,0.8772688,0.95818543,0.74233484,0.87962484,1.2352262,1.3930026,0.8227328,0.46666986,0.0,0.8807553,0.8129772,0.9437733,1.3777801,1.0607923,0.9757946,0.45927775,1.1596733
toothbrush,1.2631187,0.7799885,1.1828401,1.0672569,0.9790344,1.0209656,1.0609622,1.0161912,1.0259361,0.8752148,1.2077295,0.92864466,1.0515636,1.2564633,1.1013691,1.1564147,0.89210737,1.1087278,0.99654114,0.7974655,1.159502,0.99388707,0.66353977,0.94574493,1.067493,0.9472297,1.0569384,0.83692956,1.1767612,1.0202458,0.98373836,0.9953656,1.0588793,1.0684304,0.83782625,1.1719161,1.1942405,1.0924039,0.78319645,1.1107877,0.9607012,1.1778828,1.0722212,0.9029559,0.7822154,1.1150211,0.9018613,1.226649,1.1040813,1.0514605,0.7912787,1.0141687,0.9231512,0.85880697,0.29856586,1.0773865,1.1472449,0.9773308,0.9468564,0.7575796,0.9725816,1.1226279,0.76314217,1.0598037,1.086022,1.0657488,1.0784498,0.84149206,1.0025667,0.4476416,1.0299168,0.7740069,1.0813661,1.0875934,1.0185704,1.0665876,0.95101297,1.0557098,1.1484144,1.0652075,0.77876794,0.81837827,1.1077625,0.9670502,1.1758006,1.1471493,0.99560744,1.0601579,1.1241133,0.6190908,0.55949575,1.0224057,0.93589586,1.152432,0.9454531,0.97367513,0.7707107,0.99729323,1.1753558,0.91162664,1.0728887,0.9366426,1.0259074,1.1945521,0.94479823,0.8695055,1.1075594,0.9326168,1.0412832,0.6100645,1.1458256,0.8841463,1.138511,0.89175415,0.9653614,1.0631487,0.80952716,1.0419743,0.41303533,0.90330976,1.1124024,1.126344,1.0704672,1.1065416,0.9081019,0.8579563,0.8807553,0.0,0.8668931,1.0948641,1.0279307,1.0361711,0.8299491,0.9684962,1.089831
towel,1.0563688,0.6293804,1.077761,1.092049,1.4171985,1.1244745,0.81160927,0.77137625,0.82122576,1.3122203,1.3150995,0.64998907,1.0488373,1.2587544,0.8946915,1.0008279,0.9431646,0.9924613,0.6309217,0.73053217,1.1868582,0.74159503,0.75143635,0.813612,0.9858685,0.45750868,0.77088326,0.8394545,1.0218694,0.78990436,0.7128879,0.83534133,1.2465289,1.0444211,1.1286814,1.2291185,1.2052704,1.2098459,0.59201896,1.1100647,0.6084829,1.03232,0.947743,0.8779867,1.1587322,1.1375749,0.7311403,1.1756222,0.98005694,1.3762493,0.8509064,0.68488175,1.0028697,0.91239786,0.71324265,0.91873395,1.1753536,0.93255174,1.0170511,0.72402036,0.54672235,1.4038295,1.2142508,0.75741124,0.7373779,1.2602863,1.4173715,0.81958926,1.2461574,0.58096063,1.1541107,0.6747265,1.0892584,1.1543264,1.2304434,0.99315244,1.0219727,0.82857823,1.251859,0.84647435,0.211303,0.80488217,1.0503232,1.1212736,1.1549832,1.4162624,1.2385681,1.0149835,1.2784004,0.6277685,0.5637855,1.1366551,1.0865461,1.2276573,0.36817944,1.066246,0.56978345,0.63980466,1.3412473,0.7136558,0.68511295,1.1739037,0.9978943,0.98882097,0.8795023,1.3280896,1.4340973,0.85338855,1.261647,0.8380242,1.3167368,0.9769092,1.4161633,0.57954293,1.2182556,0.516002,0.65178573,0.91266245,0.59296083,1.0780255,0.885997,0.70206267,1.4039198,1.3307582,0.70536655,0.618941,0.8129772,0.8668931,0.0,0.89038813,1.2407366,1.1078229,0.774924,0.6684363,1.1830592
toy,1.008708,1.0409498,0.7598479,1.1853646,1.0257787,0.79846615,0.7791937,0.7207282,1.1211627,1.3740594,1.289409,0.90765446,1.1451876,1.1783234,0.7856064,1.2132756,1.1124091,0.6767766,0.66287345,0.8846887,0.85131437,0.8612884,0.91337067,1.0740811,0.96259636,0.7921604,0.75466335,1.0097129,1.0454712,0.9254763,0.8207475,1.0296767,1.1886785,1.173806,1.1897706,0.93307793,1.1979674,1.1980166,0.68301195,0.8597325,0.70904845,1.0516596,0.69817483,1.2147999,1.2597475,1.0536454,1.0481014,1.2291149,1.0911336,1.3347502,1.0654583,0.8791397,1.0626075,1.2303627,1.072699,0.64268804,0.70901525,0.89341503,1.1202065,1.1663263,0.7163789,1.2925797,1.2877423,0.83586216,0.8591157,0.9022279,1.2868752,0.96713424,1.3489747,0.87664914,1.0765812,0.8065014,1.1466446,1.2680457,1.2494104,0.99810827,1.229815,1.0184746,0.92401195,0.80567956,0.8816601,1.0992217,0.8157191,1.2709243,0.89531493,1.2987902,1.4392459,1.070361,0.9956888,0.87381,0.9371854,0.9537084,1.0786418,0.90937173,0.87948614,1.1042781,0.88125867,0.72528017,1.0413791,0.9230517,0.50970685,1.3222338,1.0775439,0.7701907,1.0249739,0.94521236,1.3508112,0.6159818,1.3982644,0.92259574,1.2607303,1.1546785,1.0365521,0.59431237,1.0317695,0.79008067,1.0358198,0.9373143,0.8869023,0.8016232,0.7396242,0.67005277,1.3170712,1.1715351,0.5418911,0.9649478,0.9437733,1.0948641,0.89038813,0.0,0.9568417,1.0589621,0.6606095,0.85133433,1.1823162
tray,0.9089755,1.2895977,1.0420538,0.74710274,0.79689133,0.7651585,1.2831341,1.1723961,0.8400238,0.7694505,0.8513378,1.4634187,0.7715144,0.7377585,1.1554781,0.9402383,0.98179984,0.65080804,1.3984013,0.9048523,0.5254421,1.3495429,1.1526076,0.8692665,1.0348724,1.2449238,1.128871,1.3950022,1.0267833,1.0543344,1.3140019,1.011265,1.0472734,0.8011395,0.847841,1.0000125,0.87866247,0.83484524,1.4772668,0.6900958,1.2637033,1.0571594,1.1155158,1.008444,0.7506099,0.87061304,1.1340188,1.0031906,1.276719,0.9840081,1.3260453,1.4090545,0.9579382,1.2167385,1.0960671,1.0466776,0.46236968,0.8569445,1.3153641,1.1750008,1.4183388,1.0623682,0.8578744,1.5142279,1.2202382,0.7395365,0.8775134,0.93941796,0.9372846,1.251377,0.74696183,1.2565511,0.8936123,0.8722943,0.72472686,0.84604645,0.99896175,1.3733774,0.6921621,1.3974218,1.1720313,1.3574612,1.08054,0.7347057,0.8475775,0.8760647,1.0512105,0.60717106,0.84751785,1.4266558,1.390387,0.86701083,0.6720615,0.9154655,1.3864193,0.9056296,0.7614322,1.386113,0.70819366,1.3656104,1.2908921,0.8369099,1.1895506,1.1535943,1.0950674,0.6645572,0.91039264,0.91725695,0.93447804,1.040285,1.0027286,0.6769327,0.65886164,1.4064335,0.977146,1.1503547,1.1414193,0.74891025,1.1037519,0.91243356,1.1658015,1.2831975,0.8613272,0.44551766,1.1133116,1.4515586,1.3777801,1.0279307,1.2407366,0.9568417,0.0,1.0605456,1.1138134,1.5100007,0.9302863
tree,1.0050378,1.1568758,1.0528066,1.0528431,0.91516364,0.98241544,1.0620675,1.0660839,1.1226436,0.9227261,0.893464,0.97205687,0.9881237,1.0055809,0.86218923,0.9166369,0.8489447,0.9210149,1.0203661,1.047472,0.9703482,1.069261,1.0476327,1.1196123,1.0080708,1.1273487,0.90465075,1.1177458,0.9840792,1.0266372,1.089077,0.97497964,0.890852,1.0072055,1.0601621,1.0634716,0.9691892,1.0730352,1.038789,0.9603351,1.0552232,1.0396547,1.0713081,0.9940532,0.9755269,1.1642455,1.1526757,0.9251029,1.0954493,0.9219902,1.1364595,1.0154593,0.91980094,1.1117831,1.0554796,1.048261,0.9848228,1.0118005,1.068075,1.1695879,1.0240383,0.95669806,1.0957426,1.0825031,0.9839875,1.0090942,0.8952633,1.1165416,1.0307019,1.0819607,0.94623697,1.0056157,1.0716099,1.0560939,1.0621015,1.0381595,1.1118165,1.0329964,1.0489801,0.9953109,1.1322377,1.0985765,1.0487039,0.98844814,0.9188588,0.93093777,1.0668789,0.9523674,1.0230837,1.0431675,1.0521711,1.0309467,1.0004427,1.0910797,1.0502111,0.8878258,1.0714369,1.1132984,1.023841,1.1841543,1.0658557,0.9028604,0.90177745,0.9826123,1.0451165,1.0427349,0.9007432,0.9588012,1.081212,1.0297172,0.99664205,1.0011166,0.95153415,1.041464,0.86854017,1.0955969,1.1044346,1.008211,1.0821905,1.0467724,1.0521371,1.165359,0.9376107,0.9379613,1.0474579,1.1333895,1.0607923,1.0361711,1.1078229,1.0589621,1.0605456,0.0,1.1206317,0.9891365,0.58322257
vacuum,1.048375,0.88149524,1.1641177,1.0803562,1.1171317,1.231194,0.9569341,0.94957346,0.8445463,1.0909913,1.1724775,0.915694,0.8732264,1.2562631,0.9158419,1.1836759,0.982386,1.0180906,0.71437377,0.9873604,1.0449948,0.97764194,0.6759767,0.7669349,1.0124806,0.5638381,0.82755697,0.9325308,0.9743028,0.58737624,0.90816593,0.7234622,1.1091021,0.88115126,1.011479,1.2209768,1.0812088,1.1146333,0.8030413,0.81119317,0.7678745,0.97872645,0.8567282,0.60606873,0.9141833,1.1096556,1.0489208,1.166603,1.105834,1.2490358,0.9755497,1.0685141,0.8772659,1.0090849,0.835728,1.103244,1.0580193,1.027068,1.0745653,1.0496969,0.9131601,1.2288964,1.1295561,0.9115444,1.0511625,0.99398136,1.2879126,0.85042137,1.1538395,0.7366588,0.73611474,0.6811062,1.092952,1.139509,1.367058,0.88590854,1.1747352,0.9269849,1.2347142,0.98919046,0.88762116,0.85189843,1.1771722,0.8868288,1.2252184,1.2520838,1.1437545,1.1556656,1.2456044,0.8239556,0.8442942,0.95279545,1.2167472,1.1609626,0.8273213,0.8777876,1.0295967,0.81229335,1.2596295,0.6342751,0.7105598,0.85762626,1.1713768,0.8491906,1.064316,0.9438068,1.2390236,0.8268065,1.1302699,0.7390269,1.0586005,1.0722255,1.0663595,0.77061737,1.0954398,0.78248096,0.97711015,1.0098085,0.72907233,0.86850584,1.0986189,0.503726,1.2772607,1.0464195,0.85730374,0.9509485,0.9757946,0.8299491,0.774924,0.6606095,1.1138134,1.1206317,0.0,0.9263398,1.007698
watch,1.4184241,0.7591517,0.82157576,1.1740217,1.2886207,1.0450805,0.50143856,0.717945,1.2093005,1.3423553,1.3984302,0.20423925,1.3363627,1.3416269,0.8606976,1.3109034,0.8907662,1.1319414,0.2240293,0.70015836,1.4300734,0.37583554,0.82866824,1.0278199,1.0122631,0.5164024,0.72918963,0.58286357,1.1380682,1.0118592,0.42314863,1.064324,1.1719985,1.2401968,1.2795453,1.0893059,1.4194359,1.3006841,0.17921877,1.4044152,0.34564376,1.1314167,1.0668347,1.1006124,1.2063175,1.2669306,0.7523303,1.2184212,0.73376703,1.1695275,0.57541335,0.3892064,1.1144649,1.0102257,0.6854744,0.98738056,1.2988876,1.0859237,0.61691535,0.98549414,0.20472944,1.1423143,1.168354,0.35063887,0.8065351,1.2889719,1.3723392,1.0156938,1.396302,0.48695153,1.351368,0.5720693,1.3241518,1.3760397,1.2862514,1.2509758,1.2544143,0.4755057,1.3340724,0.19590074,0.7045432,0.46249992,0.8442629,1.2965908,1.1895572,1.3991113,1.2995719,1.3777544,1.2849466,0.21957469,0.3425362,1.2534722,1.1216328,1.2135015,0.6438085,1.1853199,0.7496261,0.5818443,1.3024962,0.6879303,0.36208844,1.2665658,0.8536494,0.93240416,0.9338677,1.4133596,1.3787078,1.1019428,1.318039,0.9289753,1.2419302,0.8436824,1.5366874,0.33516037,1.166836,0.5898081,1.0528421,1.069919,0.6631956,1.2495286,0.6038946,0.75556743,1.3815844,1.5471838,0.7235338,0.42429686,0.45927775,0.9684962,0.6684363,0.85133433,1.5100007,0.9891365,0.9263398,0.0,1.1542631
