,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
jeans,0.8812907,0.9768945,1.3316693,0.8300872,0.7996764,1.3041567,1.4172127,1.3147645,0.99401486,0.6344588,0.467189,1.312191,0.7532666,0.5904167,1.3824247,0.66964465,0.88215446,1.1040462,1.4818451,1.4565918,0.9064045,1.388344,1.3571353,1.0564747,1.2431066,1.3018854,1.1984653,1.1238047,1.0459119,1.1093127,1.4784555,1.11536,0.7108121,0.80549705,0.8591936,1.0551639,0.49613512,0.82847846,1.4428298,0.9502802,1.564851,1.0035425,1.1414679,0.861712,0.80433834,0.92018586,1.2404639,0.6663293,1.1108317,0.6204424,1.0210196,1.3087101,1.111661,0.58883286,1.2725346,1.3523304,0.9912395,1.2700343,1.0643809,0.6875655,1.4292747,0.6920764,0.6366162,1.3156937,1.2985824,0.897521,0.5019264,1.247266,0.0,1.4435656,0.82101464,1.5776871,0.66260034,0.43047786,0.8621596,0.9863668,0.55688083,1.1354293,1.1086266,1.4025375,1.2273691,1.0174897,1.3715516,0.78255486,1.0396372,0.34399068,0.16906703,0.8580503,0.9494036,1.3935018,1.314294,0.9661146,0.9852481,1.0064758,1.1798483,1.0444632,1.360531,1.3493491,1.0230199,1.0521888,1.407177,0.77298826,1.0028577,1.2805631,0.8945722,0.8113694,0.39572,1.1062257,0.2692033,1.1173805,0.7148441,1.1396241,0.6512976,1.3394647,0.8444232,1.3758314,0.9101495,1.2589774,1.4515969,0.91260016,1.314966,1.1544569,0.40010673,0.71581805,1.3717468,1.2327144,1.1806042,1.0025667,1.2461574,1.3489747,0.9372846,1.0307019,1.1538395,1.396302,0.9232805
knife,1.3332734,0.74016815,1.0831741,1.1005737,1.1908822,1.0758034,0.7391548,0.7814932,1.0524534,1.2063612,1.5032072,0.5483361,1.1783918,1.4832759,0.8620759,1.3509481,0.89718854,1.0925122,0.49847835,0.44490004,1.2993639,0.5224639,0.45372593,0.8846702,0.979291,0.57016826,0.82530737,0.7006926,1.1654798,0.9221682,0.5981876,0.9676801,1.2502909,1.2131126,1.0370308,1.2549996,1.489709,1.1881616,0.35655844,1.2252445,0.442006,1.1858634,1.0715361,1.0634291,1.0266523,1.2056234,0.6903705,1.3691944,0.9714024,1.3281994,0.77576315,0.6679,0.92582905,1.0774559,0.1839844,0.990744,1.2539046,0.8513608,0.85197806,1.0049415,0.48817647,1.3127803,1.1651704,0.67377263,0.8225987,1.2193273,1.3844776,0.74002033,1.4435656,0.0,1.2231464,0.41980636,1.2162392,1.3767104,1.206662,1.1144483,1.3360465,0.84852105,1.299681,0.6197116,0.570872,0.70541465,0.9204565,1.133116,1.2909167,1.4884973,1.3683279,1.228624,1.3108808,0.20114732,0.22015321,1.2302636,1.0296638,1.296057,0.6613655,1.0136719,0.5133313,0.6861825,1.3262247,0.81810737,0.6088189,1.1411843,1.0053409,1.0127368,1.0005409,1.1297402,1.4650733,0.9284608,1.3407633,0.6364303,1.2788084,0.7244805,1.4107578,0.49090886,1.1065722,0.63383496,0.8905929,0.8286429,0.099650145,1.0518886,0.84260446,0.80919915,1.4013802,1.3848084,0.6856474,0.594545,0.7528951,0.4476416,0.58096063,0.87664914,1.251377,1.0819607,0.7366588,0.48695153,1.2189097
ladder,0.895254,1.1449863,1.3618436,1.030744,0.82419825,1.2835156,1.43129,1.2470438,0.70960844,0.5195832,0.61615705,1.3065791,0.41192275,0.9383212,1.2099046,0.8458604,0.8299103,0.8396723,1.2864318,1.3069984,0.6380139,1.3656285,1.0940684,0.95269,1.1774647,1.0850585,1.0903025,1.2784977,1.0379803,0.5850078,1.3569767,0.6555862,0.92080814,0.5170653,0.8339213,1.1592869,0.60821044,0.8365524,1.3389688,0.3530422,1.3368243,1.0819173,1.054978,0.44669855,0.6386687,0.99229217,1.3436606,0.81811416,1.3161163,0.94984293,1.2894458,1.3362515,0.8957139,1.0989922,1.1494164,1.2652732,0.71157724,1.2105429,1.2148819,1.0706316,1.3969456,0.94707346,1.0092164,1.3538182,1.2842269,0.7463289,0.9431338,1.1253587,0.82101464,1.2231464,0.0,1.184087,0.82250667,0.8453116,1.0270026,0.8798424,1.0164613,1.1678658,1.1485147,1.3335118,1.2173581,1.1748444,1.3238982,0.6776767,1.0768232,0.8028145,0.90819484,0.82727706,1.0950737,1.3025298,1.2407554,0.9562561,1.0276601,1.0748008,1.1720071,0.7978191,1.2754064,1.2999451,1.0578632,1.0951016,1.2586848,0.5576346,0.98950166,1.1823697,1.0167462,0.60976726,0.85830283,1.1077118,0.8664577,0.8857804,0.62975496,1.0037423,0.5986372,1.3761907,0.6781633,1.2148861,1.0516968,1.1099942,1.2020748,0.8000353,1.3924825,0.9739371,0.9562939,0.46544135,1.2699761,1.3772708,1.2274716,1.0299168,1.1541107,1.0765812,0.74696183,0.94623697,0.73611474,1.351368,0.5802304
lamp,1.2557687,0.88299096,0.9061424,1.2506526,1.3451042,0.87097096,0.51203007,0.8281638,1.0187902,1.2107135,1.4489381,0.57013386,1.1255678,1.4825293,0.6834218,1.2828908,1.0397602,1.0856516,0.42999804,0.5120592,1.26578,0.6278938,0.49708903,0.8991722,0.7867029,0.5969628,0.8282049,0.70854175,1.0235733,0.7234006,0.44042468,0.75810164,1.2449138,1.0978326,1.1587484,1.1403784,1.4029833,1.3441008,0.48330826,1.0752925,0.39216042,1.0435066,0.91466904,0.92009073,1.0490057,1.2017825,0.74080384,1.3373839,0.9524944,1.3412712,0.9566561,0.7398133,0.83699465,1.1438919,0.56134176,0.8984071,1.2203219,0.78510916,0.97559977,1.1505013,0.5298141,1.3432688,1.3913434,0.6188456,0.6939333,1.1523831,1.4500691,0.67744744,1.5776871,0.41980636,1.184087,0.0,1.3267446,1.4216769,1.29413,1.1416404,1.3923053,0.830993,1.1170214,0.613549,0.6694157,0.71501046,0.8107461,1.1559383,1.1683921,1.5518191,1.4733249,1.2669779,1.1892169,0.4591657,0.5172471,1.0502515,1.1733035,1.2343132,0.67146766,0.92257136,0.6842052,0.5363831,1.2359891,0.769401,0.63389206,1.1206182,0.9975061,0.78818154,0.92052805,1.2550489,1.5200126,0.88043404,1.4760854,0.8388364,1.3073642,0.82262874,1.4293185,0.55986345,1.2148654,0.6165885,0.9997414,0.93394965,0.40083992,1.20222,0.75142336,0.7832737,1.4947991,1.3161414,0.61949027,0.70361507,0.8652919,0.7740069,0.6747265,0.8065014,1.2565511,1.0056157,0.6811062,0.5720693,1.06975
leg,0.72263587,0.9948291,1.1845894,0.8466033,0.80471313,1.1491396,1.2768489,1.1995603,0.89889246,0.8784729,0.691236,1.3127916,0.6945948,0.7515388,1.1153871,0.6920512,1.0347036,1.1471562,1.2479025,1.1875274,1.0064226,1.1892909,0.9832813,1.0276122,1.1035492,1.20018,1.2346427,1.1852323,0.8669214,1.0235356,1.2952361,1.0895469,0.8636018,0.91190124,0.8780989,1.0811579,0.6579223,0.93722403,1.2740319,0.97774994,1.2848085,0.8750237,1.1390532,0.8724189,1.0482963,0.86955535,1.0317677,0.5720416,1.1250587,1.0478926,1.1909962,1.2503054,1.0314758,0.9212351,1.1687343,1.2158626,0.8746903,1.0548185,1.2205851,0.80237806,1.2340525,0.9399451,0.87264407,1.3090938,1.1700974,1.0573964,0.7588235,1.0760206,0.66260034,1.2162392,0.82250667,1.3267446,0.0,0.83311236,0.8217545,0.92448527,0.65210354,1.2704647,0.960998,1.2138555,1.1599154,1.2042282,1.1936665,0.9047254,1.0011843,0.66156614,0.7798194,1.0275185,1.0285512,1.2976923,1.2929401,1.0627856,0.9926816,0.91527426,1.0188489,0.9294767,1.2037011,1.2825658,0.85323954,1.1602544,1.2488788,0.8849024,1.1966069,1.09315,1.1224097,0.90167534,0.8327905,0.98403716,0.6548452,1.1878632,0.7988745,1.0672046,0.7078206,1.2214872,0.8972354,1.2230344,0.6700623,1.0227959,1.2084448,0.93606526,1.2709769,1.1466227,0.742669,0.74151295,1.1155535,1.0745943,1.1046673,1.0813661,1.0892584,1.1466446,0.8936123,1.0716099,1.092952,1.3241518,0.9251484
meat,0.82590806,1.1991227,1.2966185,0.9236692,0.8971862,1.2493715,1.4380019,1.3020988,0.8117853,0.64930856,0.64898545,1.2868162,0.82134545,0.6407855,1.2822909,0.73571616,0.8811967,1.0540035,1.4174602,1.300308,0.8430934,1.3501012,1.1929802,0.91819704,1.1242075,1.194215,1.0286666,1.1742151,1.0665895,1.0325189,1.4045352,1.0641398,0.71549666,0.8276675,0.80254185,1.0593234,0.6877635,0.8292016,1.4290776,0.85976964,1.4064758,1.0470446,1.0984205,0.9352446,0.7530968,0.88445705,1.3368711,0.71127987,1.2022247,0.71644163,1.2032908,1.3012981,1.0392901,0.8821796,1.2457868,1.2513113,1.019625,1.1642553,1.1714947,0.8135468,1.3502381,0.82517785,0.8151108,1.377042,1.1573846,0.84746563,0.7035562,1.0253791,0.43047786,1.3767104,0.8453116,1.4216769,0.83311236,0.0,0.91914904,0.8547171,0.5491936,1.1862886,1.0334932,1.3415554,1.2014837,1.154695,1.2972531,0.78792197,0.98147553,0.5049243,0.50988746,0.7465974,0.91862065,1.3639084,1.3215353,0.9538904,1.0580273,0.9138316,1.1467566,1.000177,1.2692766,1.2334507,0.95458204,1.1030415,1.2674048,0.826509,0.94994026,1.1786671,0.89603424,0.84006727,0.53004444,1.0353471,0.53469956,1.13577,0.7504832,0.9618842,0.7381488,1.3043401,0.8512869,1.1981559,0.98738164,1.1341132,1.3664055,0.98900306,1.28406,1.1298536,0.6585596,0.74261487,1.3034874,1.3152437,1.178211,1.0875934,1.1543264,1.2680457,0.8722943,1.0560939,1.139509,1.3760397,0.98207
melon,0.9726878,0.99703944,0.90183324,0.80148727,0.8935395,0.7243195,1.0818576,0.84155464,1.0784376,0.880914,0.9646242,1.3004746,1.1165588,0.78139126,1.1833854,1.0051895,1.0810535,1.0580771,1.3474689,1.042891,0.9888884,1.0148678,1.2413219,1.0280049,1.0156581,1.4075273,1.3412759,1.106514,1.0652068,1.2976751,1.1899863,1.2693236,1.032855,1.0841197,0.82372206,0.80604386,1.0167211,0.67910933,1.3281637,1.1240475,1.2832699,1.095538,1.2069929,1.1980909,1.0460814,0.73603266,0.8806818,0.8898335,0.84636045,0.81187266,1.0512534,1.1829945,1.0366907,1.0425085,1.099017,0.95566726,0.8984662,0.8791078,1.0635347,0.98073953,1.2771658,0.8262473,0.78560877,1.2983066,1.1530176,1.0389717,0.89059687,1.0937258,0.8621596,1.206662,1.0270026,1.29413,0.8217545,0.91914904,0.0,0.9349452,0.8336936,1.2093945,0.6681354,1.2163272,1.0267252,1.2021792,0.78596985,1.0310637,0.8587222,0.8401395,0.88997084,0.92863137,0.74287367,1.316998,1.2964936,1.0328298,0.7228785,0.77021617,1.3555017,1.0203507,0.9147712,1.3318218,0.516955,1.2872803,1.3657348,1.0614141,1.0266551,1.2160491,1.0455323,0.8009853,0.9057368,1.1970417,0.8300102,1.0292505,0.91733617,0.9739708,0.82584184,1.3935709,0.9798159,1.2266123,0.96103454,0.8937685,1.1493547,0.9276864,1.0086316,1.2206568,0.8896728,0.81465,1.178278,1.1295369,1.1329238,1.0185704,1.2304434,1.2494104,0.72472686,1.0621015,1.367058,1.2862514,1.0128478
milk,0.8914703,1.008512,1.1931814,0.8169917,0.93362576,1.0966583,1.1915319,1.1743343,0.89986247,0.95071405,0.97263664,1.1896348,0.9526796,0.9677418,1.066878,1.0159646,1.0591093,0.8854093,1.0029652,1.0230944,0.8267412,1.2129654,0.983876,0.5381556,1.003055,0.9788014,0.98909444,1.1864145,1.0000635,1.0383682,1.1202585,0.8930743,0.9467118,0.9439838,0.87219775,1.073358,0.975784,0.9535617,1.190707,0.92634696,0.98239714,1.0200799,1.0253608,0.93428624,0.9956443,1.0296983,1.08687,0.9843122,1.1366196,0.9637692,1.1816807,1.2267724,0.97911084,1.0575453,1.0403926,1.1351978,0.93026614,0.77216864,1.1695294,1.0114331,1.1466341,0.8594298,1.02731,1.2112958,1.0070292,0.9768803,0.9094165,0.8895876,0.9863668,1.1144483,0.8798424,1.1416404,0.92448527,0.8547171,0.9349452,0.0,0.9342324,1.1573904,1.0396297,1.2021292,1.0886152,1.1796528,1.1445224,0.890773,1.0337855,0.93689,0.9895131,0.7050549,1.1135541,1.1986467,1.1988543,0.9067763,1.0783464,0.965877,1.1446407,0.905495,1.0589397,1.2292649,1.012379,1.228981,1.1060407,0.8665273,1.1124256,1.080006,1.1591618,0.93513155,0.9191086,0.87375647,0.9824962,0.96487504,0.9340024,0.95931304,0.9184041,1.137698,1.0022707,0.98315185,0.88298464,0.9262651,1.0916708,1.0134653,1.2480255,1.0282656,0.9102053,0.82178974,1.0703703,1.1288718,1.1361167,1.0665876,0.99315244,0.99810827,0.84604645,1.0381595,0.88590854,1.2509758,1.0416659
mitten,0.8996787,0.72627056,1.1944047,0.8497072,0.95207155,1.1345153,1.2334425,1.0731786,0.8775878,1.0377146,0.920442,1.2216214,0.95859325,0.79631865,1.2845348,0.8128574,1.0650034,1.2362868,1.2856897,1.3179405,1.0917627,1.2070038,1.2237037,0.96088487,1.2166644,1.1484904,1.2176863,0.95272225,1.0617424,1.0607367,1.3575683,1.0543472,0.87731403,0.9397612,0.8779826,0.98848385,0.84345245,0.85731924,1.2832341,1.0855697,1.3386936,1.0417643,1.0248,0.97189784,1.0078113,0.882266,0.96733,0.8514975,1.0256472,0.685511,0.7593279,1.2163723,1.0744294,0.478145,1.2057817,1.1859632,1.04592,1.1858261,0.9504867,0.31834495,1.2089796,0.7104139,0.41622263,1.103281,1.1012189,1.0059285,0.8810117,1.215865,0.55688083,1.3360465,1.0164613,1.3923053,0.65210354,0.5491936,0.8336936,0.9342324,0.0,1.0836186,0.9444103,1.2371203,1.0174097,0.9870937,1.2133441,1.0158896,1.01913,0.66768485,0.5982553,1.0382801,0.9394497,1.2933295,1.243343,0.9281539,0.99028224,0.88074756,1.0011346,1.0255625,1.2788645,1.1617844,0.96651757,0.92361015,1.2455221,1.0508485,1.0498178,1.24674,0.9067488,0.9529949,0.7734869,1.0020483,0.53613806,1.158247,0.98712313,1.2058604,1.0023204,1.1372583,1.0558547,1.3117862,0.4876873,1.1858295,1.3067932,0.92561173,1.1793715,1.1809559,0.80713433,0.96994704,1.2286897,0.7978985,0.89644945,0.95101297,1.0219727,1.229815,0.99896175,1.1118165,1.1747352,1.2544143,1.0731272
mouth,1.2618332,0.8632728,0.708749,1.0722036,1.203643,1.0314066,0.511639,0.7967055,1.1271843,1.2441684,1.2739209,0.33981013,1.1936023,1.1644708,1.2129793,1.3353662,1.0045143,1.1062312,0.627173,0.9806804,1.2324264,0.6521538,1.124094,0.97646964,1.0534018,0.63878304,0.9996986,0.5103704,1.2362323,0.9904075,0.60281247,1.0263017,1.1734113,1.1151046,1.2729824,0.8851099,1.2548466,1.2087402,0.50671804,1.2023941,0.73729104,1.1581724,0.9679796,0.92914367,1.0824845,0.9633335,0.84892666,1.294941,0.5603987,1.0258733,0.5690978,0.54669476,1.143897,0.86451757,0.9170442,1.02248,1.2334526,1.1666981,0.66201776,0.87229174,0.64057064,1.0077511,1.0478586,0.49061096,0.84509385,1.0917898,1.1558429,1.1564175,1.1354293,0.84852105,1.1678658,0.830993,1.2704647,1.1862886,1.2093945,1.1573904,1.0836186,0.0,1.1331832,0.5995505,0.77248335,0.4648683,0.84239763,1.1918142,1.2195603,1.2179034,1.0352473,1.2105732,1.1564832,0.5893396,0.57018787,1.2017946,1.0191087,1.1455687,0.89362645,1.1693672,0.9351199,0.7142835,1.1907204,0.65922844,0.72404855,1.2509377,1.0520922,1.1305698,0.99595857,1.3168992,1.2193179,1.181526,1.1211218,0.92965114,1.1218785,1.0770824,1.3840154,0.6296787,1.2003546,0.85527635,1.070866,1.1086786,1.0151654,1.2038114,0.65129894,0.8032245,1.1343663,1.3919595,0.90716124,0.60455585,0.5668604,1.0557098,0.82857823,1.0184746,1.3733774,1.0329964,0.9269849,0.4755057,1.1237936
muffin,0.8940597,1.1607603,0.37789547,0.9904311,1.0384898,0.4419074,0.79902434,0.8895282,1.0382092,1.1965326,1.1879787,1.303735,1.1843287,0.79811835,1.0380285,1.1093673,1.2503349,0.91076773,1.2542646,0.99100035,0.8715099,1.0253514,1.2058835,1.1097524,0.8970675,1.2691276,1.2860794,1.0793588,1.0310851,1.2200907,1.0428141,1.1063216,1.1532189,1.091803,1.0612848,0.47392285,1.1074855,0.7396631,1.2774231,1.0111063,1.1670134,1.0046914,0.74136615,1.2110772,1.0807749,0.6116797,1.0079579,1.1583723,0.90504676,1.0459477,1.0592382,1.1518254,0.9841723,1.1496612,1.3057141,0.6829907,0.8515113,0.8440052,1.0678759,1.0709298,1.2196618,1.1023191,0.95930225,1.0842686,0.9869662,0.9648677,1.0656587,1.0134158,1.1086266,1.299681,1.1485147,1.1170214,0.960998,1.0334932,0.6681354,1.0396297,0.9444103,1.1331832,0.0,1.1712548,1.1267499,1.1609652,0.5012753,1.0867026,0.72112846,1.080203,1.151112,0.91976833,0.5042565,1.3688657,1.3597145,0.9090168,0.7601981,0.6230762,1.2994354,0.97917134,1.0302054,1.0895382,0.39670968,1.127634,1.2021271,1.182787,1.1235106,0.9523791,1.0107267,0.9300655,1.1251091,1.0297807,1.0894403,1.1504166,1.1290735,1.1666377,1.010235,1.268414,1.2713597,1.1890446,1.0659522,0.8201244,1.1956317,1.0333469,0.69807214,1.0846164,1.0817564,0.9702513,0.9523344,1.1570884,1.1905843,1.1484144,1.251859,0.92401195,0.6921621,1.0489801,1.2347142,1.3340724,1.1352806
nail,1.375262,0.8686992,0.74649715,1.1325908,1.1922786,0.98106796,0.47799468,0.7845924,1.2386742,1.3633068,1.3497984,0.40358245,1.3570256,1.2855189,0.87606514,1.3079696,1.0438188,1.0172925,0.19059348,0.71342,1.3133293,0.30234683,0.8642929,1.0592237,1.0316845,0.6706622,0.8936249,0.56877065,1.1248401,1.0781349,0.46960378,1.0573554,1.1323751,1.2405392,1.2592193,1.059256,1.3751528,1.2549663,0.18417609,1.3481183,0.31764817,1.1522368,1.0433596,1.1270977,1.2833719,1.2237194,0.7900076,1.1942093,0.8095291,1.1194068,0.62753594,0.53756523,1.1364398,1.0850166,0.85460186,1.0666854,1.2103897,1.0068457,0.67457795,1.0966918,0.2597096,1.090506,1.1590104,0.35991412,0.8738637,1.2827595,1.2673783,1.0148132,1.4025375,0.6197116,1.3335118,0.613549,1.2138555,1.3415554,1.2163272,1.2021292,1.2371203,0.5995505,1.1712548,0.0,0.8577131,0.53948,0.7907824,1.3145174,1.1191475,1.310393,1.3269527,1.2764434,1.2304896,0.3290937,0.53466094,1.2274204,1.1361945,1.1104722,0.8427999,1.2038493,0.8491311,0.70068187,1.1980189,0.8704768,0.40583783,1.2996128,0.909116,0.9373169,1.042612,1.4075303,1.3253889,1.0489924,1.2936234,0.9962348,1.234676,0.92744744,1.4021001,0.36093348,1.1663045,0.7090012,1.0442442,1.069686,0.7935479,1.3016357,0.5320782,0.8054144,1.3014432,1.4449172,0.69654435,0.4233926,0.47450602,1.0652075,0.84647435,0.80567956,1.3974218,0.9953109,0.98919046,0.19590074,1.1517003
napkin,1.1127052,0.7140572,0.9659154,1.1202878,1.354732,1.0234534,0.7318095,0.5082941,0.9216387,1.2628138,1.4247867,0.6378776,1.1279122,1.2961184,1.0645508,1.2397977,0.9973532,1.057315,0.6942482,0.7148514,1.2316004,0.6698009,0.85139257,0.8672923,1.0260475,0.61214983,0.9459715,0.70679605,1.1882534,0.9004709,0.7284788,0.94006443,1.2725571,1.0708508,1.1187974,1.1015261,1.3175788,1.1553291,0.5898339,1.1856197,0.6984728,1.1526629,1.020973,0.9835309,1.1265179,1.0142819,0.7201097,1.3091578,0.869722,1.3028672,0.8145953,0.6380788,1.0629666,0.91733694,0.6535431,0.8097511,1.1260287,0.89823496,0.94503427,0.79560536,0.66320276,1.3352745,1.1656613,0.7343379,0.70223325,1.2418723,1.3998251,0.9187878,1.2273691,0.570872,1.2173581,0.6694157,1.1599154,1.2014837,1.0267252,1.0886152,1.0174097,0.77248335,1.1267499,0.8577131,0.0,0.77323437,0.9328872,1.1606772,1.1497111,1.4165442,1.2154781,1.1283212,1.1279869,0.6144162,0.54093003,1.1282941,0.9248676,1.133833,0.6349746,1.1251236,0.37447286,0.62137353,1.2635884,0.7034172,0.795429,1.2306819,1.0353421,1.1244814,0.8012403,1.2267716,1.4510449,0.90378934,1.233896,0.74234056,1.2808893,0.9652993,1.4205208,0.61104697,1.234433,0.6412084,0.812003,0.90310353,0.5757231,1.0267111,0.71454,0.7728129,1.3807684,1.2961096,0.7302342,0.67908263,0.79043114,0.77876794,0.211303,0.8816601,1.1720313,1.1322377,0.88762116,0.7045432,1.2687095
necklace,1.3487186,0.68312836,0.92744094,1.0799071,1.2215924,1.1575328,0.66475797,0.9224411,1.085534,1.2973254,1.3352075,0.48807502,1.2331524,1.1140226,1.1703265,1.2897646,0.9930235,1.1056042,0.5439382,0.92172205,1.2969918,0.69897044,0.9572858,0.959553,1.060635,0.6739987,1.0716715,0.53263086,1.2910361,0.97786725,0.6411533,0.9898472,1.0861573,1.1131904,1.149459,1.0651703,1.2929695,1.1778759,0.4797008,1.2753729,0.6554516,1.2449354,0.9634121,0.9419993,1.0528771,1.1375821,0.85902905,1.2992926,0.857046,0.8914378,0.47349095,0.6742213,1.0593659,0.7427095,0.742887,1.1574917,1.2392256,1.1426147,0.5247536,0.79135495,0.6119429,0.9392186,0.87307155,0.4585718,0.92816156,1.1367325,1.1345761,1.0276393,1.0174897,0.70541465,1.1748444,0.71501046,1.2042282,1.154695,1.2021792,1.1796528,0.9870937,0.4648683,1.1609652,0.53948,0.77323437,0.0,0.9578087,1.1999655,1.2729669,1.1400095,0.94185615,1.1980836,1.236005,0.45229924,0.52487224,1.2127508,1.0109255,1.2689444,0.8243377,1.1179218,0.95974976,0.73313653,1.2372985,0.5428301,0.74587,1.2154787,1.0362849,1.1297209,0.83541036,1.1865407,1.158526,1.1303076,1.0062386,0.8938667,1.2663022,1.0441345,1.4237716,0.6024581,1.2580063,0.9147944,0.96871406,1.1542158,0.8178922,1.2056082,0.753222,0.8275646,1.1011955,1.4087886,0.9440383,0.50791645,0.58892643,0.81837827,0.80488217,1.0992217,1.3574612,1.0985765,0.85189843,0.46249992,1.1429019
orange,1.016298,1.0217652,0.23725307,1.0573783,1.1872902,0.534921,0.5694796,0.640645,1.2781962,1.3616507,1.3753407,0.8824481,1.3863819,1.0585951,0.9502617,1.3079371,1.1937333,1.021174,0.8462393,0.87465066,1.1557269,0.6330637,1.0599847,1.196256,0.8144451,1.0565195,1.1253492,0.812721,1.0664847,1.2012415,0.6552869,1.1326802,1.2327433,1.285662,1.2599423,0.4159912,1.3225985,1.0987958,0.8271873,1.2517147,0.8012264,1.0593073,0.7651715,1.2521935,1.247772,0.8891243,0.8174836,1.2558901,0.79186934,1.1043253,0.90881497,0.80159694,1.0415164,1.2017001,0.98874813,0.5538076,1.0448179,0.73718965,0.83576244,1.2355213,0.7913942,1.1195914,1.140828,0.724772,0.84430957,1.108614,1.182801,1.031129,1.3715516,0.9204565,1.3238982,0.8107461,1.1936665,1.2972531,0.78596985,1.1445224,1.2133441,0.84239763,0.5012753,0.7907824,0.9328872,0.9578087,0.0,1.3526685,0.725318,1.274019,1.3798982,1.1772155,0.59245497,0.88791436,0.92616105,1.1138299,0.8431437,0.6902799,1.1246182,1.077935,0.90324324,0.88521737,0.36005497,1.0039729,0.90038484,1.3511436,1.104053,0.8594124,1.06455,1.1516908,1.3204188,1.1326956,1.2937818,1.0771585,1.1734009,1.1773618,1.2613776,0.97689855,1.2442081,0.91127354,1.1331859,0.9453627,0.9545924,1.1046112,0.55030566,0.9757791,1.2512927,1.3071164,0.8161839,0.8736992,1.0160459,1.1077625,1.0503232,0.8157191,1.08054,1.0487039,1.1771722,0.8442629,1.1637454
oven,1.0064234,1.2402377,1.2892458,0.8975055,0.9540392,1.2064269,1.3674312,1.2755696,0.7189396,0.459396,0.69042283,1.2270736,0.65605533,0.9175947,1.1839597,0.88824964,0.8992568,1.0241472,1.2933502,0.9396314,0.8002982,1.317409,1.0285444,0.579317,1.123266,0.9654427,0.7643401,1.2771344,0.9926313,0.94071126,1.2468911,0.9071636,0.87448764,0.75736713,0.71050656,1.2308903,0.7529436,0.8449192,1.383935,0.71283233,1.1660178,0.9907003,1.197119,0.6415974,0.48691976,1.0157006,1.2104605,0.91037405,1.1616826,0.8727836,1.2589818,1.2818668,0.94350696,1.0346463,1.0482794,1.284296,0.98277974,1.0279498,1.1714808,1.0191001,1.3510876,0.93954587,0.9663122,1.3542824,1.2977574,1.0541546,0.81171966,0.7676214,0.78255486,1.133116,0.6776767,1.1559383,0.9047254,0.78792197,1.0310637,0.890773,1.0158896,1.1918142,1.0867026,1.3145174,1.1606772,1.1999655,1.3526685,0.0,1.1221013,0.8048079,0.695706,0.8144696,1.0978669,1.2471131,1.1794982,0.8766252,1.0361536,1.1202397,1.2140975,0.88063157,1.0242583,1.3140056,1.1310681,1.1693915,1.1955364,0.16670096,1.0914838,1.1806816,1.094349,0.94726026,0.73239636,1.0240673,0.7766938,1.1012979,0.6831498,0.592795,0.7333306,1.2963772,0.9478067,1.0150942,1.1297976,0.98826885,1.0384003,1.0585475,1.3428593,1.0679809,0.79240483,0.64479876,1.2162329,1.3821834,1.2175853,0.9670502,1.1212736,1.2709243,0.7347057,0.98844814,0.8868288,1.2965908,0.77294827
