,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jar,0.95141697,1.1144311,1.1655288,1.1072197,1.0990176,0.94754875,0.95355934,1.0125791,0.6636353,1.0227324,1.0411232,1.2135274,0.9543475,1.1086259,1.2881771,0.9684872,0.921378,0.83317184,0.8270093,0.5308594,0.68280274,1.0137378,1.0851011,0.55625105,1.226523,0.7877506,1.1909999,1.3601476,1.0266066,0.88875264,0.98456657,0.9491057,0.86538917,1.1158093,0.8694478,1.0442605,0.828727,0.969948,1.0682709,1.0300272,1.1850803,0.87417376,0.70592105,0.8031056,0.7993085,0.99817073,0.89208055,0.9038105,0.8754293,1.1754631,1.2326972,1.0601447,1.1367481,1.232688,1.0904679,1.2387598,0.9160135,1.2974561,1.0392448,1.0106784,1.1005524,0.59636605,1.3426769,1.1180811,1.0070691,0.9584873,1.1288583,1.0758644,1.1850305,0.8534961,0.9652191,1.123116,0.0,1.2393624,1.1084616,0.88333344,0.86004746,1.1611186,0.9488201,0.8863764,0.42790377,1.0222114,1.0384694,1.340036,0.9804848,1.2446091,1.0795581,1.3451343,1.121017,1.222476,0.8088861,1.0127709,1.1097662,1.2215757,0.8975781,1.1916578,1.1781756,1.118547,0.94908935,0.8973876,0.91468406,1.0437511,0.6932869,0.83229786,1.0367239,0.80027527,0.9499982,0.8049102,1.0307609,1.1420264,0.89045364,1.1246076,1.1217462,1.1881878,1.0973412,1.005767,0.8373394,1.0950996,1.3021184,1.0826005,0.7942231,1.0218713,0.6585773,0.83749354,0.7747743,1.0004922,1.0586371,1.0326053,1.1676627,0.814114,0.8136687,1.3108733,1.1733667,0.9544916,1.0705168,0.85985523,0.7716918,0.987703,1.0639457,0.80087173,1.2898884,0.953931
jeans,0.7380142,0.7658187,1.3740622,1.0307468,0.48877597,1.4517596,1.4909633,1.2437695,1.282428,0.6887018,0.5426037,1.2546936,0.8499199,0.38874054,1.0034187,0.6228061,0.79224634,1.2494419,1.5238922,1.4763618,0.9277036,1.4737084,0.93080807,1.3046118,1.4004964,1.3329761,0.78186214,0.86460245,0.78803784,0.95894617,1.3255997,1.4865936,0.8083481,0.6124886,0.8599489,1.0980942,1.3265296,1.3222675,0.50448465,1.0666083,1.4727569,0.8142172,1.5263021,1.203138,0.8357153,0.8288641,1.0463063,0.81675035,0.889604,0.3605215,1.0046885,1.4171553,0.7776862,1.014733,0.9634889,1.0704932,1.2589898,0.8689564,1.5113348,1.4135114,0.97511816,0.92788213,1.14829,0.547624,0.8669146,1.2170583,0.7786683,0.7338484,1.2764535,1.0225394,0.73369014,0.4146366,1.2393624,0.0,1.3951256,0.72098225,1.541275,1.0063418,0.8529692,0.97274715,1.1014867,0.61829025,0.99707085,0.96442366,0.86832154,1.3670735,1.1904386,1.1481166,1.3594142,1.3312726,0.7122842,0.83945715,0.4414069,0.104098916,0.8684845,1.435435,1.4529235,1.3308253,0.80067325,1.0658002,1.4472318,1.1694531,1.391397,1.1369569,1.2022464,0.782676,1.368623,0.72391236,1.2355714,0.58753955,1.1957204,0.40765786,0.81230617,0.21716219,1.3620064,0.9681643,1.2127926,0.53558123,1.2965696,0.79701686,1.4482174,0.6970272,1.0534247,1.5137594,1.1478999,1.0949495,1.4479938,0.8515582,0.2936591,0.7419654,1.5089719,0.96550477,0.9457911,0.9726521,1.178139,1.4014711,0.9912191,1.052812,0.7692749,1.1688204,1.3828242,0.9572966
knife,1.4566157,1.0758677,0.7143199,0.9256806,1.2622259,0.7912035,0.48155385,0.8780602,0.93732804,1.1559443,1.4285396,0.28954428,0.844062,1.5420806,0.652391,1.4707403,1.2575203,0.8985978,0.41569376,0.71637976,1.2763557,0.5219023,0.97488606,0.7229532,0.6269981,0.4889642,1.0687151,0.7012346,1.2774811,0.89480996,0.8089272,0.51532173,1.2813796,1.2596489,1.268884,0.8391109,0.94542336,0.8086374,1.4658191,1.1381519,0.21205223,1.3051517,0.40780056,1.0150951,1.2596486,1.2723563,1.2939692,1.1293788,0.95232874,1.4732814,0.96444654,0.68514705,1.39852,0.88940674,1.1517087,0.808678,0.84135675,0.9446741,0.14650393,0.78338087,0.96792424,1.3294735,0.7943871,1.3699782,1.2403128,0.9995058,1.3805172,1.2603842,0.79670024,1.117628,1.1248132,1.4588373,1.1084616,1.3951256,0.0,1.4364763,0.45021737,0.56959945,1.326702,1.2511371,1.2573084,1.5362177,1.1794051,0.90997875,1.3798399,0.5090802,0.45879674,0.60532767,0.5911334,0.7202255,1.1896017,1.2983971,1.4585321,1.3794396,1.2041956,0.13734764,0.15949363,0.5508742,1.3492434,0.89772904,0.57454205,0.8042679,0.70642626,1.0583979,0.92947304,1.2285012,0.46300948,1.2364047,0.8900383,1.3205552,0.8163315,1.4786264,1.0666462,1.3101649,0.5527946,1.1902965,0.38895023,1.3873491,0.39027578,1.2191267,0.6524155,1.0365204,1.2163292,0.3158226,0.7550475,1.1560873,0.57564867,1.3257856,1.4777889,1.4405711,0.55167556,0.8758634,0.85691684,0.909792,0.5575918,0.92198575,1.2174026,1.1100247,1.1744788,0.7213663,0.45258534,1.1750742
ladder,0.61385244,1.1507716,1.5007652,1.2398825,0.76289964,1.4765612,1.5130076,1.2864331,1.0479679,0.49739754,0.43467999,1.5027659,0.6437313,0.7539547,1.1295903,0.7591614,0.73807317,1.0819184,1.3780997,1.2419633,0.59078956,1.4310043,0.72715014,1.2342823,1.4704282,1.2964973,0.90571964,1.2179608,0.76314723,0.5653235,1.2517743,1.4389298,0.34250027,0.793743,0.44479024,0.82544863,1.2459764,1.2623029,0.47167772,0.97518927,1.5435263,0.3345384,1.4059924,1.1556476,0.89543706,0.7784432,0.92598283,0.42992008,0.77162963,0.7439592,1.2662356,1.5203974,0.8413651,1.2629585,0.85682464,1.2453817,1.0601529,1.2422911,1.4265332,1.3932831,1.0581329,0.57581556,1.3384292,0.9076645,0.77389514,1.1852545,0.77085316,0.9449221,1.4414685,0.9068801,0.49570704,0.67414176,0.88333344,0.72098225,1.4364763,0.0,1.3104889,1.2392704,0.79537284,0.9995571,0.7656078,0.73986197,0.8589134,1.283051,0.8280877,1.4917669,1.3593858,1.4589167,1.433773,1.5030823,0.62201375,0.83428097,0.6774699,0.66355467,0.83161193,1.4914026,1.4733973,1.4627962,0.73976934,1.1794707,1.3567584,1.1497062,1.2359529,0.96922785,1.3884866,0.84657097,1.3970573,0.48458874,1.1416085,0.7748329,0.9659789,0.6749229,1.0961163,0.8485032,1.3212247,0.7982743,1.1085098,0.46424186,1.5755141,0.7171802,1.4397867,1.0457861,1.0092975,1.3553834,1.0215554,0.85514855,1.4661732,0.5848997,0.65681434,0.39313275,1.5380857,1.3774176,1.158093,0.9075657,1.3754623,1.2218318,0.7947691,0.90913165,0.85396504,0.7547259,1.5380003,0.57400775
lamp,1.3230412,1.1322932,0.6854522,1.1336588,1.3150392,0.6000513,0.34954762,0.9049233,0.87269163,1.1046717,1.409821,0.5817361,1.0862395,1.4640474,0.7290021,1.380683,1.284618,1.0236654,0.43035114,0.59828496,1.2893348,0.6301162,0.93233955,0.6844125,0.564178,0.552216,1.2350936,0.9971268,1.1581677,0.8371124,0.7909615,0.3757646,1.1501094,1.2723093,1.2093067,0.939227,0.7714996,0.8360586,1.4384601,1.1238061,0.4891734,1.2565489,0.4294263,0.83282804,1.144013,1.1642735,1.103839,1.0051423,1.0412855,1.4201906,0.99003035,0.5596796,1.3503945,1.0831296,1.198142,0.9086285,0.6861739,1.0949152,0.3791132,0.6842826,0.9967454,1.1685063,0.92230445,1.3691231,1.1975778,1.1368322,1.3241925,1.3697443,0.7284101,0.9506126,1.1207942,1.4390888,0.86004746,1.541275,0.45021737,1.3104889,0.0,0.763751,1.2197928,1.205043,1.1115116,1.4202645,1.2454673,1.1145256,1.2589382,0.6628451,0.6127807,0.762118,0.6399662,0.73001415,1.210364,1.1257958,1.4780949,1.4733363,1.2413081,0.47264755,0.46850467,0.7071491,1.3298231,0.86881906,0.6904047,0.7278799,0.72132534,0.9424501,0.84315693,1.0562202,0.53613925,1.1881578,0.72382796,1.3680075,0.68670595,1.488226,1.0659733,1.4774263,0.54539555,1.1231034,0.6335958,1.3699939,0.6492504,1.2242906,0.64374083,1.1207108,1.0487869,0.39467853,0.7708977,1.1288363,0.6418881,1.2599683,1.5017526,1.3353262,0.4937222,1.0510209,1.0782737,1.0265572,0.661597,0.85794383,1.213388,0.9828116,1.2317784,0.6490728,0.6122527,1.0541507
leg,1.3232431,0.81749374,0.7912431,0.9792881,0.918975,0.89460003,0.6837303,0.9980091,0.97672653,1.203211,1.3226213,0.53867096,1.1262021,1.1950846,0.8557713,1.3349715,1.3402009,1.036249,0.5313215,1.0071441,1.3068037,0.78538024,0.9480769,0.8107985,0.713339,0.6030937,1.1560509,0.6502637,1.1827581,0.81153154,1.0296476,0.8705715,1.0896435,1.0913507,1.1760625,0.9594777,1.0465252,0.99623436,1.2506638,1.1763248,0.4953208,1.2736863,0.5765415,1.0554937,1.2355587,1.1711602,1.206406,1.0283703,1.156715,1.0803777,0.8632268,0.82491064,1.2745924,0.85876256,1.0967462,1.0101589,0.9065201,0.75534016,0.57220435,0.99060744,1.0743171,1.3146074,0.8513413,1.1044861,1.2056127,1.0617667,1.2444922,1.0780706,0.7976078,1.1387392,1.1577693,1.2205002,1.1611186,1.0063418,0.56959945,1.2392704,0.763751,0.0,1.177232,1.2310014,1.2675422,1.2673717,1.1403464,0.9622328,1.2198057,0.623778,0.5753887,0.56539446,0.7252959,0.7628519,1.1714859,1.161058,1.2225642,0.993997,1.2631731,0.51751393,0.517445,0.70647717,1.1293247,1.0504998,0.84642285,0.8437214,1.0847871,1.0195757,0.887242,1.0585667,0.6753899,1.1445165,0.82597506,1.2398888,0.94686186,1.2324739,0.915786,0.9442598,0.4672745,1.1436269,0.9277034,1.185856,0.46171242,1.2119054,0.84515715,0.8335017,1.2914464,0.7190511,0.9575099,1.1389819,0.5995643,1.2985852,1.2119496,1.387078,0.78232294,0.6879461,0.85699886,1.0401187,0.62814295,1.0500729,1.2968822,1.1167747,1.0663695,0.75994277,0.5215875,1.1143372
meat,0.31304246,1.1451529,1.3185719,1.1040072,0.6779643,1.2380683,1.4041142,1.2029674,0.924356,0.8577188,0.6772442,1.3290689,1.0472326,0.78143144,0.968729,0.44935334,0.87881625,1.132318,1.3394241,1.2576392,0.85766995,1.2671278,1.0419629,1.3264656,1.3491709,1.2897243,1.0873297,1.158149,0.5790647,0.98144114,1.1183774,1.2945263,0.7870103,0.99544233,0.686912,0.90507025,1.1519852,1.135229,0.6820001,0.4956612,1.4076227,0.7379413,1.3591728,1.0183861,0.8718984,0.67140234,0.9730491,0.94613487,1.021295,0.8502437,1.2277427,1.277466,0.9074673,1.1326323,1.0851533,1.0756681,0.9190912,1.0842057,1.2945373,1.2164547,0.74600834,0.74423164,1.2505391,0.8418219,0.8899692,1.1208984,0.8966141,0.7821356,1.2255381,1.004819,0.8809142,0.87615025,0.9488201,0.8529692,1.326702,0.79537284,1.2197928,1.177232,0.0,0.89142823,0.89709854,0.20659065,1.1264192,1.2515632,0.19527584,1.2800246,1.268685,1.2906473,1.2241157,1.340513,0.91060716,0.6464571,0.8051949,0.9063269,0.85807407,1.3775837,1.345995,1.2394164,0.67522395,0.9800365,1.2452846,0.9383959,1.2460675,0.7991346,1.1865585,0.79606766,1.2933152,0.8815418,1.1182083,0.8685773,0.9718538,0.8060249,0.92544544,0.9525642,1.2821242,1.0279396,1.245847,0.75096214,1.3782595,0.7867429,1.3434215,0.9484195,0.8443413,1.2810961,1.1893661,0.95032984,1.2443243,0.9878535,0.85190594,0.75332314,1.353482,1.2650483,1.1546328,1.004603,1.03851,1.2208153,0.9615587,0.95332515,0.96102357,1.0265851,1.3287406,0.92853975
melon,0.9820434,0.85353607,1.0194606,0.43541974,0.83343387,0.86008745,1.0523564,0.6460657,1.0610408,1.1249312,1.0744524,1.3054488,1.0558478,0.77761227,1.2894951,0.9238215,1.0743525,1.0514637,1.3127341,0.8723484,0.9036937,1.104907,1.0315478,1.0364159,1.2471211,1.2043447,1.2013441,1.0319202,1.128851,1.1723887,0.92706543,1.2547113,1.1548891,1.1548116,0.964331,1.0739679,0.8656981,0.8542603,1.0643616,0.9024396,1.206093,1.0519428,1.2097111,1.0436522,0.7360639,1.1243466,0.93236536,1.1581162,0.99625885,0.9657158,0.96644783,0.9186925,0.9783361,0.79968303,0.9732775,1.2595943,1.1788852,0.84138054,1.3081508,1.0726783,1.0557295,0.8304682,1.0964136,0.7980695,1.0784488,0.71370596,1.0336387,0.5964607,1.0390854,1.0756162,0.9505196,1.0960034,0.8863764,0.97274715,1.2511371,0.9995571,1.205043,1.2310014,0.89142823,0.0,0.82762897,0.75476784,1.0311508,0.96186364,0.86314297,1.1486706,1.1799271,1.1170331,1.0056216,0.9725928,1.060423,1.0126821,1.0255123,1.0287949,0.84888893,1.2755222,1.2501823,0.9167573,0.80890965,0.9922977,1.0608113,1.1802952,0.85032684,1.0107056,0.9378561,0.99591446,1.2977253,1.1084853,1.2455382,0.9796115,0.98401284,0.994189,1.0078005,0.9199228,1.2232859,0.9761896,1.1813713,0.9407278,1.2068899,1.1457026,0.9396143,0.7861725,0.557937,1.008812,1.0499668,0.9443275,1.1879566,1.0467522,1.0068148,0.8570716,0.9751592,0.9342588,0.88255614,0.6831915,1.1764778,0.9300621,0.7168454,1.0460149,1.1806482,1.2987337,1.2578729,1.1299055
milk,0.82845545,1.1427654,1.251564,1.1302252,1.0185115,1.1113081,1.2046204,0.9899769,0.78742677,0.964083,0.8871934,1.3420007,0.99024194,0.92581165,1.2692434,0.7998503,0.8831627,0.79016805,1.0514561,0.7101254,0.6836332,1.1106718,0.97404736,0.868043,1.2989239,1.0615398,1.1083071,1.3627157,0.9730548,0.9993627,0.8981463,1.1482579,0.8390193,0.9988383,0.8039345,0.9565151,0.97812027,0.96629107,0.8973609,0.89057404,1.3009326,0.81455266,1.0136716,0.92118746,0.84035873,0.9582593,0.8420464,0.9063647,0.9518075,1.0340883,1.274158,1.1704755,1.0118167,1.2653285,1.0563562,1.210568,0.9623703,1.2972362,1.1963794,1.0750473,1.0174103,0.6924735,1.3448687,1.0544364,0.95505995,0.93592274,0.94654286,1.0504148,1.2951035,0.81634676,0.8945641,0.94621736,0.42790377,1.1014867,1.2573084,0.7656078,1.1115116,1.2675422,0.89709854,0.82762897,0.0,0.9241078,0.9777683,1.3348899,0.8674825,1.3552794,1.1640122,1.4092886,1.2697296,1.2785447,0.8549143,0.9710508,0.9220697,1.0936506,0.7597695,1.3233814,1.31097,1.1442795,0.9375684,0.91175336,0.9845734,1.0923117,0.74884367,0.84243643,1.1656464,0.8218391,1.176777,0.7741245,1.0703437,0.97261995,0.9547266,0.9669295,1.1346109,1.0972471,1.2092005,0.9010486,1.0178558,0.91290617,1.429873,0.95613384,0.84975994,1.0800375,0.62211293,0.98275113,0.92143685,0.8975208,1.2186426,0.8903394,0.985736,0.73539007,1.1024132,1.3442116,1.2141316,0.90457344,1.1355805,0.93188983,0.66124773,0.93613607,1.0202819,0.9565782,1.4009554,0.9113295
mitten,0.25937694,0.95886695,1.3855556,0.9841245,0.53259444,1.2431463,1.4642526,1.1425594,1.1191647,0.8713824,0.6469001,1.4938165,1.1160005,0.5299311,1.0091678,0.4183408,0.87441283,1.1951046,1.5603241,1.4289386,0.8599961,1.4520485,1.0319588,1.403578,1.398783,1.4568448,1.0141851,1.1277015,0.5045482,1.1059266,1.223932,1.4253451,0.8226564,0.9410068,0.7731131,1.0103103,1.1719981,1.1809404,0.5925346,0.5529582,1.5823011,0.76487,1.5723603,1.067296,0.8347196,0.5523445,0.84807825,0.97224665,0.9916442,0.59418297,1.1123872,1.3282895,0.6908523,1.0322952,0.9468817,1.0292945,1.0558635,0.99283683,1.5157995,1.2180691,0.86691666,0.7539457,1.1984485,0.52991945,0.9351262,1.0033767,0.7305545,0.6158114,1.1828578,1.0243171,0.85659003,0.737703,1.0222114,0.61829025,1.5362177,0.73986197,1.4202645,1.2673717,0.20659065,0.75476784,0.9241078,0.0,0.9723189,1.1248945,0.22016966,1.3804826,1.407057,1.326448,1.3043878,1.3728604,0.90262395,0.6594134,0.67479706,0.67495316,0.78493065,1.5581877,1.5349343,1.3331039,0.6262596,1.0362731,1.4325699,1.0573462,1.3738897,0.82738924,1.1078739,0.7543357,1.4712557,0.88469946,1.117274,0.7753945,0.98431313,0.637728,0.83747834,0.708978,1.4398816,0.9521695,1.434207,0.68894494,1.4810276,0.82456166,1.4618156,0.86735505,0.8150452,1.4572145,1.1783723,0.8849222,1.3902147,0.91355884,0.64174664,0.73292583,1.4666061,1.1145395,1.0194232,0.9050513,1.2064427,1.2115476,0.90923667,1.0406017,0.9932866,1.1934106,1.4489579,1.0104585
motorcycle,0.96641207,1.1222382,1.0912027,1.0717802,1.0673428,1.0024017,1.0937839,0.90586054,0.9536472,1.053009,1.0186836,1.1367708,0.9719305,1.0173188,1.0381206,1.0424517,1.0193652,0.9013767,1.0918965,1.0417945,0.91607565,1.1479704,1.0179846,0.9374367,1.0911697,1.0688785,0.46650147,1.0489894,0.94036686,1.0825576,1.0392901,1.1362945,0.97931373,1.029871,1.006967,0.8706489,1.047404,1.001924,1.0030295,1.0103338,1.1390967,0.9307178,1.1110325,1.0714217,1.0744748,0.90887785,0.758746,1.1086919,1.0674735,1.0349845,1.0660366,1.1798251,0.8996918,1.1078932,0.5487965,0.7088078,1.0014168,1.0904671,1.1696391,0.82658815,0.9753626,0.77611995,1.0082829,0.7447463,1.0496156,0.6323416,0.88295794,0.9674171,1.0123614,0.9273362,1.1299025,0.9801023,1.0384694,0.99707085,1.1794051,0.8589134,1.2454673,1.1403464,1.1264192,1.0311508,0.9777683,0.9723189,0.0,1.0970118,1.0181757,1.1444054,1.097859,1.1031052,1.1898458,1.1275014,1.0660636,0.92732066,0.92019415,1.0095055,0.96287555,1.1331044,1.1973718,1.0996721,0.8694036,1.0610758,1.1365979,1.1068813,1.0867174,1.0133528,1.1117209,0.9647524,1.0272862,1.0579448,0.89079887,0.9050898,0.9919994,0.969006,0.9975567,0.919676,1.1260139,0.77535903,1.0833114,0.9852352,1.1373163,0.7377874,1.0615276,1.090653,1.0590534,1.1742644,1.0004311,0.90544754,1.1321998,0.5179746,1.0324186,0.940647,1.1019739,1.1226499,0.99229026,1.0221747,1.1184608,0.82315916,0.9605658,1.0624398,0.85219467,1.0815047,1.0740333,0.9947238
mouth,1.287211,0.65921307,0.6698909,0.6812898,1.0024664,0.95455897,0.9242054,0.9322398,1.3517647,1.1628385,1.2284563,0.78604424,1.2197205,0.991881,0.930862,1.2530615,1.133738,1.2047019,1.0392632,1.1928484,1.2799289,0.8671246,1.2197839,1.1151227,0.7031177,1.0988032,1.0382674,0.74215955,1.1649133,1.2850587,1.0367777,0.9852451,1.2894399,1.0404693,1.2789886,1.2549834,1.0218055,0.94414985,1.118066,1.0872871,0.7532743,1.3381283,1.031793,1.1413729,1.074844,1.128201,1.1947293,1.2590815,1.1029443,0.92105913,0.4396695,0.69060576,0.7011382,0.58880556,0.9684583,0.9429814,1.2633632,0.54804754,0.9582889,1.1182042,1.1258806,1.3118776,0.31829447,0.9656882,1.1293259,1.0217117,0.8516914,0.850915,0.764633,1.2280219,1.1255846,1.0666877,1.340036,0.96442366,0.90997875,1.283051,1.1145256,0.9622328,1.2515632,0.96186364,1.3348899,1.1248945,1.0970118,0.0,1.1772546,0.4821905,0.9936256,0.5417963,0.65391785,0.57518774,1.1166233,1.1643342,1.1139034,0.9487268,1.1574557,0.8298041,0.79411227,0.84741163,1.1017818,1.1718696,0.97393584,1.0782263,1.1148632,1.227372,0.81955796,1.2644032,1.083038,1.2182767,1.1531124,0.96347785,1.2816559,1.0384125,0.90662587,0.8503212,0.98606557,1.1069347,1.0894034,1.1798686,0.55408883,1.1894733,0.9540221,1.0443295,1.0969343,1.0726777,1.0807222,0.97025496,0.74716926,1.1199971,0.9501022,1.262059,0.9692308,0.39354467,0.61012065,1.0731725,1.0866835,1.1472851,1.1251531,1.1005257,1.0627062,1.3839313,0.5892131,1.2255635
muffin,0.33580428,1.1132617,1.2598425,1.1266509,0.71289355,1.1433804,1.358506,1.118043,0.9859682,0.9202555,0.78088295,1.3701894,1.1251422,0.7432129,1.0188597,0.52522635,0.8710977,1.130965,1.3775482,1.2607069,0.9057635,1.1998293,1.0422224,1.3292392,1.3162216,1.3414044,1.0612811,1.16388,0.5622148,1.0631852,1.0546252,1.3445526,0.8889009,1.0103154,0.74060595,0.9564501,1.0506694,1.035499,0.7592728,0.44358045,1.4117138,0.8322611,1.405448,1.0823336,0.8880235,0.6339151,0.8484542,1.0139623,1.0256844,0.82065177,1.1826591,1.2171981,0.84068286,1.163502,1.0220168,1.049851,0.9518994,1.0818104,1.3561879,1.1521195,0.7976917,0.78093886,1.1741644,0.8117405,0.903558,1.0480433,0.8363098,0.8573617,1.156547,1.0312846,0.87586075,0.88506013,0.9804848,0.86832154,1.3798399,0.8280877,1.2589382,1.2198057,0.19527584,0.86314297,0.8674825,0.22016966,1.0181757,1.1772546,0.0,1.288561,1.3017153,1.2362505,1.1656487,1.2601995,0.94563234,0.6734829,0.795414,0.8971089,0.9135472,1.3871002,1.3831279,1.2197146,0.6601354,1.05633,1.1793389,0.95962846,1.215656,0.7804047,1.0903497,0.8306966,1.3439072,0.93027544,1.0504957,0.86737156,0.97465104,0.8088427,0.9525166,0.91737777,1.2703903,1.0603589,1.3332185,0.7811552,1.3836517,0.8172605,1.3300138,1.0106725,0.8031518,1.317322,1.1066325,0.91651374,1.2624532,0.96901834,0.8497564,0.7944196,1.3540382,1.2530487,1.12932,0.9821627,1.1045352,1.1364973,0.9681457,1.0181077,0.9755828,1.1077671,1.3120675,1.0270429
nail,1.4936595,0.8928348,0.35692072,0.8449897,1.3187082,0.5551366,0.46104538,0.8916272,1.1572332,1.3674593,1.4779553,0.39987028,1.3319066,1.3768188,0.87012815,1.4520047,1.3497738,1.075649,0.42431498,0.942919,1.4787171,0.55488724,1.2493434,0.8894166,0.46475214,0.72664803,1.1755103,0.74840784,1.2899328,1.2250807,0.9801166,0.5730727,1.3639929,1.1796198,1.4212815,1.2298286,0.87473875,0.8496491,1.386488,1.1001284,0.26106572,1.5330793,0.47036552,1.0031083,1.2705634,1.2567056,1.2566106,1.2862628,1.3140506,1.3071945,0.5811088,0.35267007,1.0857767,0.67018247,1.064349,0.7971103,1.0100074,0.68234384,0.5044708,0.89422196,1.0739123,1.4317274,0.40128827,1.1743162,1.2415981,0.9710016,1.1699278,1.1474307,0.537487,1.1625512,1.4035783,1.3452733,1.2446091,1.3670735,0.5090802,1.4917669,0.6628451,0.623778,1.2800246,1.1486706,1.3552794,1.3804826,1.1444054,0.4821905,1.288561,0.0,0.66415656,0.37257564,0.31650162,0.3075682,1.4247551,1.2239957,1.3869464,1.3212423,1.322478,0.4053353,0.4032538,0.5027532,1.2383163,1.088567,0.74339044,0.93290067,0.99873424,1.0653347,0.7413076,1.3515604,0.6578971,1.4478965,0.92918676,1.2968265,1.2001833,1.3733487,1.0358474,1.2272296,0.5760925,1.202716,0.83282065,1.4356341,0.1644125,1.2210703,0.6804563,1.0820798,1.1449399,0.7414559,1.0969087,1.173111,0.24568605,1.2709839,1.3646158,1.5304965,0.5637825,0.48689032,0.7465322,1.2006468,0.71408254,0.99828035,1.2962656,1.1013275,1.1236099,1.164169,0.15279412,1.227354
napkin,1.4452512,0.9578366,0.75663584,0.9029916,1.2600663,0.9391968,0.60078657,0.73684347,0.72269225,1.2525346,1.4088149,0.41041458,0.8992426,1.3888568,0.711693,1.2864679,1.3967091,0.9339675,0.4127196,0.8115141,1.2868099,0.57551855,0.93867373,0.5579537,0.5923027,0.25454795,1.1820469,0.573154,1.241037,0.69810665,0.79970795,0.6831443,1.2832443,1.2732246,1.2418063,0.9127055,1.0148062,0.7762126,1.378643,0.9811601,0.4142207,1.2577863,0.3889141,0.944789,1.323303,1.2368621,1.1647675,1.010567,1.1031795,1.3877716,0.8602356,0.75461566,1.4839015,0.9101327,0.9892158,0.8022474,0.6617598,0.81081927,0.43193978,0.78177524,1.0130144,1.4723173,0.8587121,1.0960547,1.3091942,0.9812382,1.4170266,1.2427597,0.77270776,1.1840206,1.2626852,1.4465452,1.0795581,1.1904386,0.45879674,1.3593858,0.6127807,0.5753887,1.268685,1.1799271,1.1640122,1.407057,1.097859,0.9936256,1.3017153,0.66415656,0.0,0.5057532,0.750689,0.7488322,1.2350652,1.2286181,1.4767616,1.1681176,1.259361,0.41864526,0.46386296,0.46906316,1.2990272,0.59199286,0.6520858,0.5807781,0.8244366,1.0252557,0.77108514,0.96080124,0.5051193,1.1870908,0.7268598,1.3812597,1.0325227,1.5196383,0.99285,1.0805298,0.4013418,1.1780801,0.69360065,1.397654,0.45620465,1.3075786,0.5569242,0.8017133,1.172469,0.571255,0.8279514,1.2880971,0.6358955,1.266859,1.4432501,1.5520531,0.6630041,0.8127871,0.8722477,1.079001,0.07699573,1.0404637,1.3131897,1.2482148,1.1463041,0.6864251,0.527879,1.1821377
necklace,1.4831318,0.727188,0.5136119,0.7641221,1.1856117,0.853984,0.6274766,0.87915546,1.0002508,1.3553665,1.5502588,0.41967648,1.1779906,1.2237148,0.6721101,1.4803376,1.3952143,1.0789328,0.60801727,1.0723494,1.4206717,0.6750877,1.0882511,0.8205005,0.42491132,0.5313002,1.2397113,0.41997385,1.3235207,0.9715688,0.98365897,0.7077264,1.3697783,1.2103074,1.3864818,1.1324501,0.9811544,0.8752543,1.4405537,1.1253715,0.4094674,1.4678549,0.6276747,1.0166363,1.2960749,1.3105353,1.1628637,1.2260464,1.1898503,1.2176536,0.47298318,0.6132653,1.0856216,0.5439617,1.0082191,0.8928735,0.850285,0.46069747,0.57193804,0.90955853,1.1381682,1.444375,0.29784185,0.99423563,1.3186455,0.97619414,1.1670543,0.9633517,0.49393153,1.2868965,1.3220642,1.3431941,1.3451343,1.1481166,0.60532767,1.4589167,0.762118,0.56539446,1.2906473,1.1170331,1.4092886,1.326448,1.1031052,0.5417963,1.2362505,0.37257564,0.5057532,0.0,0.49373817,0.48198342,1.3634784,1.1901108,1.3901219,1.1395842,1.3314416,0.4443267,0.4267177,0.53394747,1.2023443,1.0157083,0.7960967,0.626105,1.0888814,1.1044337,0.65869784,1.097333,0.69517076,1.3716193,0.7610523,1.2859511,1.0925086,1.3781699,0.8799034,1.0041028,0.33378685,1.3148087,1.0182341,1.4274492,0.24230844,1.4159786,0.72521466,0.9629317,1.2488354,0.7313505,0.956898,1.2025838,0.513819,1.3017622,1.2842385,1.5844183,0.7754121,0.39853668,0.63919085,1.1697755,0.5452582,1.095223,1.3844553,1.2295609,1.1830269,0.9689851,0.2071116,1.2835081
