,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
scissors,0.87741566,1.1029067,1.148275,1.0898029,0.96680653,0.9615129,0.9878869,0.8198197,0.92694104,1.046667,1.1581943,1.1487362,1.1063808,1.1592119,0.88222474,1.0914053,1.0786239,0.8849845,0.99486655,0.80883795,1.0311304,1.0046862,0.63904303,0.9870019,0.90833044,1.0259304,1.0819061,1.1893727,0.99487996,0.97218555,0.8890029,0.92595935,0.9954458,1.1670468,0.9520739,0.7493357,1.03719,0.9071913,1.2556963,1.084646,0.8705708,0.98279935,1.0054097,0.8935313,0.96089756,0.9728826,0.82115245,1.0723795,0.9204758,1.1778065,1.223202,1.1174551,1.1837356,1.076987,1.1690438,1.0444471,0.74603677,1.12296,0.66686517,0.67677087,0.99828124,0.81903577,1.1393079,0.9876095,1.116549,0.8621392,1.1426194,0.968775,1.0053188,0.8017287,0.7511345,1.2075715,0.89045364,1.1957204,0.8163315,0.9659789,0.68670595,0.94686186,0.9718538,0.98401284,0.9547266,0.98431313,0.9919994,1.2816559,0.97465104,1.2001833,1.0325227,1.0925086,1.1663916,1.2261212,1.0563083,1.084936,1.1445124,1.2364023,0.9738072,0.79631484,0.7736019,1.0350468,1.0282243,0.96285653,0.9435791,0.85176885,0.8813095,0.888716,1.0598619,0.83638465,0.94571066,1.0764405,0.7186111,1.1264122,0.0,1.1812456,0.89818823,1.2707391,0.8339554,0.98657256,0.9478393,1.0229768,1.1231289,1.082098,0.95932835,1.0048817,0.95310235,0.5097418,0.6194425,0.81781214,1.1227075,1.088145,1.2408469,1.0372298,0.87495005,1.1797508,0.9024643,0.45227957,0.97111744,0.7076398,0.95091015,1.0991122,1.2290567,0.54267395,1.0741814,1.175254
shirt,0.63679016,1.0118957,1.3839474,1.2022226,0.59437,1.3318911,1.5371459,1.2923341,1.2960076,0.70811915,0.5242132,1.4430757,1.0059261,0.26737225,1.2271128,0.68173385,0.6968227,1.1980381,1.4984689,1.3867954,0.85553825,1.4788085,1.1072949,1.4430157,1.397635,1.5813155,0.77074337,1.1739795,0.8297311,1.1923358,1.2998348,1.4311833,0.7181147,0.3065756,0.85061985,1.0791647,1.2758467,1.3260232,0.53377485,1.0523063,1.5743316,0.7500573,1.5366747,1.1671573,0.853487,0.86358964,0.94938385,0.8740198,1.0525532,0.2944045,1.1180212,1.4015067,0.49380648,1.1499957,0.9560222,1.2067571,1.3133618,1.1625828,1.5380228,1.4079387,0.87214255,0.72397166,1.1972829,0.847755,0.6911859,1.229234,0.540833,0.8077822,1.307415,0.86124516,0.7553689,0.1341188,1.1246076,0.40765786,1.4786264,0.6749229,1.488226,1.2324739,0.8060249,0.994189,0.9669295,0.637728,0.969006,1.0384125,0.8088427,1.3733487,1.5196383,1.3781699,1.3635764,1.3636171,0.7189002,0.79178977,0.077016294,0.4363283,0.8251497,1.5746157,1.540895,1.4797243,0.7492589,1.305929,1.4296265,1.3122885,1.3230766,1.0882381,1.3049223,0.94093513,1.4642632,0.69303733,1.3291812,0.44167435,1.1812456,0.0,1.0830832,0.57670474,1.4966081,0.8824884,1.2888865,0.5435937,1.4913404,0.64632195,1.479908,1.0838529,1.0173523,1.5194345,1.2659602,0.8377501,1.386467,0.7626642,0.1580782,0.55325854,1.5277957,1.2083213,1.1827912,1.0574759,1.4945118,1.25948,0.8594251,0.77736866,0.7742786,1.2853563,1.4626802,0.79019535
shoe,0.91098535,0.66625017,1.038222,0.9289827,0.94942385,1.0501474,1.0248015,0.94517386,0.88255435,1.1017952,1.0218712,1.0263083,1.0823473,0.9464361,0.8140943,0.8926844,1.0630744,0.977385,1.132718,1.1643269,1.0118322,1.0835649,0.9149406,1.0333974,0.98009497,0.9718055,1.0227126,0.96685123,0.9672984,1.0141878,1.072764,1.0257317,1.1738279,1.0443581,0.97800523,1.0312564,1.0325053,1.0208414,1.0015156,0.9536931,1.0310228,1.0493344,1.1591915,1.0602416,0.95326215,0.98265076,1.0248964,1.1993139,0.9804215,1.0003036,0.9224424,1.0478917,0.99674064,0.84712297,1.02804,0.9528349,0.99744177,0.6813834,1.0517597,0.93340856,0.959025,1.0918252,0.86701554,0.71568334,1.132917,0.8599072,1.020862,0.87390184,0.86047935,1.0995723,1.0537306,1.0318351,1.1217462,0.81230617,1.0666462,1.0961163,1.0659733,0.915786,0.92544544,1.0078005,1.1346109,0.83747834,0.9975567,0.90662587,0.9525166,1.0358474,0.99285,0.8799034,1.0707663,1.065003,1.1224617,0.8948666,1.0557792,0.85546696,0.9555237,1.0073893,1.0192894,1.0528742,0.9190432,0.88427824,1.1208299,0.9363487,1.152339,1.0552877,0.95058405,0.72297966,1.0436833,1.2140675,0.95612395,1.0376986,0.89818823,1.0830832,0.0,0.8589829,0.95918906,1.0445155,1.1627789,0.989921,0.85781896,1.0652552,1.1018436,0.6783856,1.065906,1.0451142,0.9716472,1.0920783,1.0818882,1.0832771,1.0148104,1.1396676,0.9844472,0.6793341,0.8329831,0.97740865,0.902313,0.9349953,1.1148264,1.171122,1.0592649,0.9600991,0.9591162,1.2349485
shorts,0.9074611,0.703449,1.2627995,0.89039683,0.5326976,1.3905945,1.4005232,1.2150943,1.2219617,0.83114123,0.78357226,1.1963724,0.91911894,0.42224157,0.94400024,0.8055903,0.92771864,1.2159603,1.4254327,1.4261895,0.9661565,1.3831421,0.9433446,1.1490409,1.3045543,1.1960427,0.8230373,0.7345629,0.9061972,0.9870496,1.2682841,1.3912374,0.9358732,0.7979299,0.93313855,1.1126297,1.253659,1.2226796,0.6977531,1.0754495,1.3766272,0.9322056,1.3939755,1.1388873,0.9062177,0.925277,1.0741804,0.9214976,0.88302433,0.45955598,0.81738293,1.2467121,0.7658699,0.9138571,0.83149576,1.020158,1.202785,0.77513444,1.4208373,1.3945129,1.0637329,0.94529647,0.999123,0.5403484,0.99669707,1.0739872,0.77944803,0.7200581,1.2171967,1.0982348,0.87129617,0.64220315,1.1881878,0.21716219,1.3101649,0.8485032,1.4774263,0.9442598,0.9525642,0.9199228,1.0972471,0.708978,0.919676,0.8503212,0.91737777,1.2272296,1.0805298,1.0041028,1.2117614,1.1893249,0.79243666,0.9000673,0.63838,0.22870207,0.8721832,1.3467857,1.3577068,1.2069839,0.90920097,1.0423332,1.3617625,1.0797297,1.3012686,1.175194,1.1065302,0.81679463,1.26014,0.8198271,1.1528137,0.6626434,1.2707391,0.57670474,0.8589829,0.0,1.271885,1.0268037,1.2064855,0.786332,1.1876873,0.9131962,1.2464088,0.7539022,1.0094488,1.4163773,1.1117716,1.0850452,1.3687027,0.92319214,0.45847106,0.8924766,1.3907869,0.83009386,0.81075895,1.000233,1.1133267,1.4149625,1.0299355,1.1570866,0.89061266,1.198599,1.2558143,1.0051256
shovel,1.4213411,0.8836746,0.58719337,0.95539075,1.3185079,0.787467,0.49743468,0.87494534,0.77712756,1.359334,1.5089418,0.499215,1.1074619,1.4256649,0.84352493,1.4901459,1.4017406,0.97806084,0.34622514,0.8023836,1.379951,0.5671447,0.9296069,0.6397407,0.45872748,0.33589995,1.313179,0.6562537,1.2323048,0.71267295,0.90201235,0.6618606,1.2414403,1.2059969,1.2439721,0.9988954,0.93542236,0.86650234,1.4833529,1.163563,0.43053758,1.3311284,0.39240712,0.99955624,1.3293756,1.1905844,1.0378166,1.063129,1.2705395,1.3641208,0.82450104,0.6491055,1.3549688,0.82666963,1.106428,1.0606651,0.70932364,0.7631789,0.45172524,0.76036495,1.1633432,1.3732858,0.67306274,1.1477913,1.2811819,1.0722908,1.2511512,1.1929995,0.47191918,0.9700601,1.3100727,1.384886,1.0973412,1.3620064,0.5527946,1.3212247,0.54539555,0.4672745,1.2821242,1.2232859,1.2092005,1.4398816,1.1260139,0.98606557,1.2703903,0.5760925,0.4013418,0.33378685,0.57253116,0.62714916,1.3059825,1.2616128,1.4482569,1.2805634,1.4262209,0.463264,0.44971985,0.5986198,1.2722731,0.92921984,0.6476161,0.59728193,0.9550166,0.8946982,0.69881654,1.0061625,0.5446487,1.2722789,0.4206077,1.3602759,0.8339554,1.4966081,0.95918906,1.271885,0.0,1.2713177,0.94786996,1.4215574,0.3684137,1.3396361,0.61803955,0.9273895,1.2600124,0.49891824,0.9616464,1.1650947,0.47343636,1.2847164,1.4376762,1.5303226,0.61660576,0.7015832,0.96454453,1.1609606,0.40677226,0.9156334,1.3475946,1.1791788,1.1702741,0.52967393,0.3325023,1.1675794
shower,0.8871611,1.1520021,1.1331445,1.0937992,1.0494283,1.0630513,1.1263978,0.77990556,1.0712265,0.77007324,0.7704469,1.1902573,1.0390592,0.91422075,1.0770631,0.9675182,0.8659339,0.9938092,1.1785731,1.0564967,0.7703153,1.1489669,0.7720675,1.0996274,1.090342,1.2033008,0.73599726,1.1802564,0.93994063,1.0995148,1.0142901,1.1643739,0.84801835,0.92830163,0.9296775,0.82483107,1.0454324,1.1450356,0.8387007,0.9876244,1.1968324,0.7850939,1.1718961,1.0815314,0.9526462,0.96574575,0.9629404,0.9199498,0.96999085,0.8610193,1.1471145,1.1731108,0.91935897,1.2333357,0.8709679,0.8866048,1.1941762,1.1985414,1.2401683,0.9942388,0.9582791,0.9169816,1.1822467,1.0544564,0.92902124,0.9708419,0.9550598,1.1353391,1.2094026,0.94571614,0.90474844,0.8846649,1.005767,0.9681643,1.1902965,0.7982743,1.1231034,1.1436269,1.0279396,0.9761896,0.9010486,0.9521695,0.77535903,1.1069347,1.0603589,1.202716,1.1780801,1.3148087,1.2124052,1.1191509,0.89925027,0.9636992,0.841473,0.9390232,0.8592432,1.234731,1.2358751,1.1499434,0.93097526,1.1436521,1.1499538,1.3022871,1.0761331,1.1935072,1.1332548,0.9024481,1.2416172,0.9227801,1.2131729,0.81278366,0.98657256,0.8824884,1.0445155,1.0268037,1.2713177,0.0,1.1185118,0.81566614,1.2085382,0.6868797,1.0769962,1.0672029,1.061265,1.2027906,1.1347222,0.8757081,1.1800514,0.73966926,0.8796596,0.7970581,1.1046947,1.2040448,1.1585997,0.9681299,1.202672,0.89089906,0.90095997,0.9558537,0.75704527,1.177454,1.2715297,1.0145836
sink,1.2953678,1.269442,0.9995971,1.080757,1.1755145,0.9593544,0.7534969,1.0923301,0.91569084,0.71338195,1.1021775,0.5415395,0.57907134,1.391715,0.81226873,1.2079542,0.9593165,0.9417101,0.6383659,0.5344003,1.0098413,0.84102803,0.96487725,0.6124247,1.0088267,0.65138084,0.8294064,0.8748088,1.1497315,0.7848941,0.996853,0.73867667,1.0146732,1.1506267,1.0783222,0.8636679,1.0399718,0.93631524,1.1814013,1.1789861,0.6515436,1.0048685,0.5776258,1.0358078,0.86545825,1.1746418,1.2778007,0.89408153,0.68606955,1.3886628,1.2359449,0.954121,1.3040962,1.1459703,1.0804614,0.8079586,1.0266397,1.1924024,0.48148072,0.9951118,0.9689832,0.95876795,1.0951958,1.3066441,1.0104517,1.1304581,1.2807823,1.2607307,1.082149,1.039987,0.83565307,1.2872679,0.8373394,1.2127926,0.38895023,1.1085098,0.6335958,0.9277034,1.245847,1.1813713,1.0178558,1.434207,1.0833114,1.0894034,1.3332185,0.83282065,0.69360065,1.0182341,0.93116975,1.022105,0.7391271,1.126118,1.2783202,1.2293295,1.0244148,0.5549144,0.6122692,0.8533268,1.1972241,0.86011624,0.8647387,1.0154829,0.57636845,1.0520791,1.1287358,1.1910855,0.5414559,0.80474746,1.105887,1.1778591,0.9478393,1.2888865,1.1627789,1.2064855,0.94786996,1.1185118,0.0,1.0672811,0.81377476,1.0148264,0.78683805,1.1201501,0.9422501,0.5289627,0.7789018,1.1935663,0.8805673,1.0588773,1.307266,1.0215523,0.6844059,1.2022555,1.0498108,0.9508976,0.8386182,1.024632,0.9852304,1.0431143,1.0559675,0.7860702,0.8396796,0.95620745
slide,0.5841382,1.1009779,1.4700682,1.2444346,0.6106605,1.3281898,1.4813783,1.231627,1.1755636,0.41961843,0.38152218,1.4496764,0.79388475,0.59208333,1.1114347,0.6091123,0.5808731,1.1386045,1.4828013,1.276643,0.7137092,1.50672,0.8369825,1.2907392,1.4932983,1.446058,0.73709476,1.1338197,0.81955004,0.90969217,1.2781577,1.4730349,0.56797326,0.7191108,0.6533866,0.9220562,1.321948,1.3566699,0.44531012,1.0309868,1.4877853,0.5401361,1.4907383,1.2196354,0.8066901,0.9107545,1.0509086,0.64121735,0.84888506,0.60072803,1.2495081,1.5247042,0.7592794,1.2185571,1.0835733,1.2072413,1.2527124,1.1257925,1.4663265,1.3433878,0.793849,0.6553651,1.3243153,0.9462764,0.60642284,1.1971567,0.8243661,0.90234554,1.370454,0.9314108,0.48546535,0.57096773,1.0950996,0.53558123,1.3873491,0.46424186,1.3699939,1.185856,0.75096214,0.9407278,0.91290617,0.68894494,0.9852352,1.1798686,0.7811552,1.4356341,1.397654,1.4274492,1.4073493,1.4747293,0.6330072,0.7710769,0.5451862,0.62230694,0.77504516,1.4381286,1.4849055,1.4364166,0.594603,1.1475337,1.4518495,1.281764,1.3125169,1.0226417,1.3699706,0.85803664,1.431206,0.5520005,1.3474332,0.69061315,1.0229768,0.5435937,0.989921,0.786332,1.4215574,0.81566614,1.0672811,0.0,1.5076839,0.6326834,1.5107937,0.9207042,0.99795175,1.4212265,1.1031525,1.012425,1.462611,0.743742,0.58369786,0.49480075,1.4936527,1.299161,1.1614575,0.83776855,1.402939,1.1568277,0.8972568,0.79542774,0.75931036,1.0471283,1.5137932,0.6392777
slipper,1.5624104,0.78677744,0.39259195,0.78745025,1.3234836,0.6470606,0.4243151,0.7952448,1.0139769,1.4158667,1.5297964,0.20740294,1.1889926,1.4570389,0.7305653,1.4978623,1.4109426,0.990111,0.35926622,0.92199516,1.4572072,0.4395582,1.1237108,0.76022303,0.3711589,0.47523093,1.1805156,0.5764348,1.2839806,1.0098413,0.9187996,0.5917595,1.4639577,1.2150432,1.3900061,1.1554784,0.8837106,0.81122434,1.4678056,1.1157737,0.17444086,1.5375247,0.4105929,1.0159982,1.3478314,1.2510295,1.2384995,1.3163753,1.27143,1.3568733,0.6361865,0.43841982,1.2670727,0.6652042,1.1066712,0.7846509,0.95092213,0.5627233,0.42191392,0.77782553,1.1325966,1.5678902,0.4489025,1.138771,1.3157015,0.9651053,1.2887726,1.1674157,0.45573306,1.2162108,1.4526035,1.4271517,1.3021184,1.2965696,0.39027578,1.5755141,0.6492504,0.46171242,1.3782595,1.2068899,1.429873,1.4810276,1.1373163,0.55408883,1.3836517,0.1644125,0.45620465,0.24230844,0.37207794,0.34289366,1.4532635,1.2642459,1.4714825,1.268273,1.3745515,0.27324224,0.27891672,0.42470038,1.3422456,0.97775024,0.6206921,0.8216193,0.96988773,1.122582,0.64195025,1.244465,0.53728247,1.5088946,0.78622776,1.3573511,1.1231289,1.4913404,0.85781896,1.1876873,0.3684137,1.2085382,0.81377476,1.5076839,0.0,1.3067912,0.63045204,0.91230965,1.2833748,0.6531113,1.0777103,1.2661829,0.2782563,1.3325955,1.4294252,1.6162368,0.52323794,0.4165691,0.77310514,1.2048774,0.5012895,0.93910384,1.3696215,1.1950412,1.1314952,1.0070134,0.10370624,1.3184879
snow,0.65988094,1.1823189,1.3166368,1.3190646,0.97241104,1.1748854,1.3496922,1.2049607,1.048089,0.6203248,0.44543242,1.1900008,0.89777195,0.8277389,1.0432675,0.6617544,0.7640883,1.1238117,1.2625297,1.1974229,0.87360436,1.2680264,1.02522,1.3527986,1.2973886,1.3347253,0.6423136,1.2215447,0.5727951,1.0505543,1.1779174,1.2094266,0.66408014,0.7813822,0.7513982,0.9769453,1.1509104,1.1874541,0.59546787,0.8726013,1.3520637,0.6789448,1.3278412,1.1849107,1.0313926,0.66457736,0.98424846,0.8695337,1.0605917,0.7853218,1.2572185,1.2657788,0.8415585,1.2532886,0.87899286,0.9259841,1.229665,1.2299051,1.3118161,1.1595544,0.69965196,0.72672975,1.2126539,1.1140522,0.7166208,1.1667014,0.79666984,1.1212398,1.2633777,0.7960153,0.94118947,0.7005977,1.0826005,0.79701686,1.2191267,0.7171802,1.2242906,1.2119054,0.7867429,1.1457026,0.95613384,0.82456166,0.7377874,1.1894733,0.8172605,1.2210703,1.3075786,1.4159786,1.2426344,1.310241,0.90630126,0.66335016,0.6128601,0.8065479,0.94207036,1.3325388,1.3605008,1.3118341,0.7886432,1.1103537,1.2549468,1.2688869,1.1728028,0.94432724,1.3602552,1.0684012,1.2375532,0.8962387,1.171265,0.7299592,1.082098,0.64632195,1.0652552,0.9131962,1.3396361,0.6868797,1.0148264,0.6326834,1.3067912,0.0,1.3364396,1.1471109,1.0302922,1.3676498,1.218421,0.95019746,1.2464533,0.721576,0.74056137,0.64014363,1.2966754,1.3176881,1.29166,1.1453823,1.2584791,1.1267462,0.94912773,0.90393376,0.7433503,1.1389751,1.2881678,0.8045236
soap,1.4770074,0.99447596,0.5083774,0.80004084,1.4036491,0.5621058,0.48983693,0.6992378,0.7850857,1.3772793,1.4873443,0.71675515,1.1672361,1.4197553,1.045199,1.3765439,1.3030986,0.7573267,0.44099808,0.5150905,1.1806538,0.5464771,1.0990272,0.43069297,0.6395301,0.5435856,1.2021644,0.98492795,1.3554407,1.0315346,0.7031269,0.6199286,1.3573117,1.2937533,1.2963929,1.0608251,0.7620024,0.6895553,1.4386835,1.0365947,0.520946,1.3783492,0.3690189,0.9098507,1.0748557,1.2689608,1.010825,1.311182,1.1330899,1.436448,0.9622099,0.48153806,1.3199356,0.928182,1.117557,0.95764065,0.89401025,1.0247049,0.56992203,0.6926,1.116532,1.2035254,0.9092031,1.2565851,1.2809691,0.76315796,1.3272128,1.2076423,0.74361765,0.9584528,1.3343666,1.4317663,0.7942231,1.4482174,0.6524155,1.4397867,0.64374083,0.84515715,1.3434215,0.9396143,0.84975994,1.4618156,1.0615276,0.9540221,1.3300138,0.6804563,0.5569242,0.72521466,0.74903584,0.52436644,1.248647,1.2712562,1.4516395,1.4288739,1.1633852,0.6013207,0.5952045,0.5592891,1.2732555,0.8048862,0.59122574,0.9503521,0.59770775,1.0355747,0.70379686,1.1272187,0.5788107,1.2599764,0.79292613,1.2870411,0.95932835,1.479908,1.1018436,1.2464088,0.61803955,1.0769962,0.78683805,1.5107937,0.63045204,1.3364396,0.0,1.0668703,0.8834045,0.47146165,0.90257806,1.1280035,0.5777993,1.2749184,1.4287256,1.3535047,0.35150784,0.87431145,0.9359581,1.020827,0.6187679,0.6951382,1.0978321,1.1869525,1.1915879,0.89108443,0.65350425,1.2773392
sock,1.0642552,0.5134833,1.1534774,0.67087793,0.7970566,1.0186002,0.9686059,1.0688754,0.9076645,1.0922412,0.9977724,1.0174971,0.8908476,0.92227453,1.0278977,0.8738559,1.159855,1.0645654,1.0848854,1.1529412,1.0169187,1.1518934,0.90838826,0.78945136,1.1984216,0.779436,1.196176,0.73235184,1.0026323,0.8203821,1.1263745,1.05628,1.1269152,1.0118095,0.99089277,1.0630922,0.9815917,1.0208486,1.0065835,1.1091373,1.0016309,1.0650849,0.98080885,1.0546061,0.9521701,1.0262425,1.0714041,0.9698809,0.9902447,0.96689385,0.93763053,1.0320318,1.2345376,0.7104799,1.0034755,1.1084547,0.97580415,0.6394827,1.1287804,1.0715529,1.1914102,1.1886148,1.1275744,0.58248544,1.2192814,0.8734642,1.1900902,0.7317641,0.8810026,1.0434829,0.9997655,1.0398841,1.0218713,0.6970272,1.0365204,1.0457861,1.1207108,0.8335017,0.9484195,0.7861725,1.0800375,0.86735505,1.090653,1.0443295,1.0106725,1.0820798,0.8017133,0.9629317,0.9232512,1.1268865,1.0879498,1.0035021,1.0546371,0.7390883,0.89836085,0.9924769,1.0239524,1.0109595,0.9115038,0.7782929,1.1183554,0.9330099,1.1918253,1.022241,0.9336269,0.85706747,1.035108,1.0736594,0.994685,1.189565,1.0048817,1.0838529,0.6783856,0.7539022,0.9273895,1.0672029,1.1201501,0.9207042,0.91230965,1.1471109,1.0668703,0.0,0.9460329,1.0666946,0.9418562,1.1968901,1.1147573,1.1000096,1.0271419,1.1015666,0.887519,0.6845989,0.7448549,0.72642875,0.7606622,1.0935442,1.1345185,1.2021072,1.0619197,0.9042936,1.1106639,1.1141357
soup,0.94381267,0.9837842,1.0464152,0.7458267,0.88339496,0.88678944,1.053628,0.9458457,1.0333554,0.9800609,1.0684652,1.2885094,1.088343,0.91539335,1.2252711,0.8483685,1.0088797,1.0503933,1.2163033,0.7188867,0.9523792,1.0454258,1.1027842,0.9546963,1.3020523,1.1828784,1.193429,1.2042177,1.0309596,1.1888818,0.8585455,1.0450436,1.0936213,1.1091849,0.98583484,1.1192399,0.8111687,0.88884807,1.0782473,0.85036075,1.2152033,1.056906,1.1210042,0.93740827,0.647588,1.0536104,1.010213,1.1333977,1.0118477,1.0495886,1.0991025,0.8244318,1.0128787,0.9547726,1.0611103,1.1350008,1.037459,1.0076884,1.1835506,1.1146733,1.002082,0.7020081,1.2272854,0.94327796,1.0658525,0.874809,1.05197,0.78979456,1.2149941,0.92252785,0.9582818,1.093006,0.6585773,1.0534247,1.2163292,1.0092975,1.0487869,1.2914464,0.8443413,0.557937,0.62211293,0.8150452,1.0590534,1.0969343,0.8031518,1.1449399,1.172469,1.2488354,0.9653982,1.061503,0.92804676,0.84152305,1.033569,1.0842586,0.8467328,1.2485118,1.2345002,0.9760648,0.8924769,0.9333679,0.996581,1.1092649,0.6545583,0.92267215,0.983005,1.0956273,1.1722784,1.0044843,1.2296579,1.0668075,0.95310235,1.0173523,1.065906,1.0094488,1.2600124,1.061265,0.9422501,0.99795175,1.2833748,1.0302922,0.8834045,0.9460329,0.0,0.91270834,0.96095544,1.0325755,1.1866238,1.1338407,1.0635247,0.8076701,0.88409674,1.0677652,1.0002992,0.7276247,1.1591208,1.0588547,0.6371255,1.0426568,1.2026103,1.25575,1.29941,1.0864598
spoon,1.4217905,1.0505149,0.7350178,0.84136593,1.2570789,0.7345254,0.5302791,0.71475804,0.8506274,1.2803653,1.5387957,0.64697737,1.031481,1.5032208,0.8841274,1.4611028,1.2909737,0.8361681,0.4717211,0.4030298,1.2687101,0.58584154,0.86766624,0.60809886,0.67324257,0.5641539,1.2862024,0.93113,1.3307587,0.928349,0.70307225,0.5857479,1.2708366,1.313458,1.2649648,0.9054736,0.90350825,0.72212553,1.556608,1.1241753,0.3720073,1.3288598,0.432077,0.95562005,1.039299,1.2752013,1.1069672,1.2289553,1.0409497,1.5183036,1.0573667,0.68970674,1.4289887,0.8713927,1.1947376,1.0170326,0.7930656,0.9880433,0.18577504,0.69114697,1.0607417,1.1173298,0.9243499,1.2970691,1.2742741,0.8708278,1.4097643,1.0778788,0.8539491,0.9748484,1.1007084,1.5125759,0.83749354,1.5137594,0.3158226,1.3553834,0.39467853,0.7190511,1.2810961,1.008812,0.98275113,1.4572145,1.1742644,1.0726777,1.317322,0.7414559,0.571255,0.7313505,0.7977896,0.7788575,1.1795748,1.2474514,1.4904789,1.5117788,1.193831,0.35228157,0.30183506,0.555923,1.2421947,0.82543135,0.5942515,0.8025447,0.45913422,0.9343453,0.8718346,1.1643579,0.55935395,1.2267323,0.7961842,1.3335711,0.5097418,1.5194345,1.0451142,1.4163773,0.49891824,1.2027906,0.5289627,1.4212265,0.6531113,1.3676498,0.47146165,1.0666946,0.91270834,0.0,0.6103248,1.0506396,0.6712647,1.3563763,1.5274231,1.2976387,0.46858007,0.9428258,0.86696076,0.6630529,0.6409017,0.7745103,1.0432184,1.1626085,1.3451726,0.6044598,0.6328429,1.2516015
sprinkler,1.1756344,1.0050544,1.1484103,0.99740607,0.9893744,1.0496349,0.9472058,1.0016234,0.85073984,1.0801891,1.2397383,1.0138607,0.9529747,1.2115192,0.8764013,1.1029235,1.0291725,0.89917225,0.96455246,0.8682442,0.9965557,0.9593326,0.8561985,0.7908653,1.0051146,0.8230232,1.0884888,1.0023223,1.1312271,0.9544343,0.8510832,0.79727006,1.0571587,1.2013545,1.0893162,0.8358103,0.9237256,0.81591517,1.2267603,1.110182,0.81955695,1.0569278,0.89857674,0.8670175,0.87190473,1.1194893,0.9919326,0.95494694,0.66374546,1.2342992,0.96462756,1.1197278,1.1895884,0.8902821,1.0114124,0.9893922,0.8904365,1.0300854,0.6490651,0.8785099,1.0731196,0.88532144,1.0068237,0.9974506,1.1217678,0.81724644,1.2285211,0.94596237,1.1622618,1.0207863,0.759765,1.2625554,0.7747743,1.1478999,0.7550475,1.0215554,0.7708977,0.9575099,1.1893661,1.0499668,0.92143685,1.1783723,1.0004311,1.0807222,1.1066325,1.0969087,0.8279514,0.956898,1.0426053,1.193769,0.89869535,1.0904723,1.2784792,1.173181,0.9799175,0.70721585,0.71720946,0.97831357,1.0693536,0.829481,0.86222786,0.89733243,0.8200794,0.97327036,1.0296187,0.8912279,0.91929895,0.9362856,0.9370835,1.1953366,0.6194425,1.2659602,0.9716472,1.1117716,0.9616464,1.1347222,0.7789018,1.1031525,1.0777103,1.218421,0.90257806,0.9418562,0.96095544,0.6103248,0.0,0.9729246,1.1543033,1.1472867,1.2543823,1.1743482,0.9043268,1.0262225,0.6367106,0.63514423,0.9057424,0.92307013,1.0636282,1.1555418,1.2321393,0.71731055,1.0336965,1.11632
stick,0.84686977,1.0705669,1.1415375,1.0959866,1.0708678,1.0618554,1.2034001,1.0102437,1.14052,1.1246732,0.97073686,1.2516226,1.1737775,0.8809777,1.1748481,0.9199549,0.95480657,1.0313832,1.1603377,1.0476012,0.9765022,1.1302565,0.92868036,1.1680934,1.0808614,1.3125194,0.9492326,1.3017647,0.8976653,1.2142159,0.99406815,1.1245745,0.9676967,0.9295541,0.9435927,0.86666715,1.0740182,1.0591635,0.98211026,0.99551827,1.154172,0.9388497,1.186903,0.99452585,0.94629884,0.81211865,0.8057952,1.0757275,1.0668675,0.8873855,1.0966747,1.1332455,0.6552766,1.1065685,0.8306644,0.9727417,1.129239,1.1468245,1.0836794,1.0295769,1.0608817,0.8808767,0.9408561,0.9547139,0.9610657,1.0025101,0.5238576,0.95950073,1.013861,0.9533192,0.9007637,0.8454839,1.0004922,1.0949495,1.1560873,0.85514855,1.1288363,1.1389819,0.95032984,0.9443275,0.8975208,0.8849222,0.90544754,0.97025496,0.91651374,1.173111,1.2880971,1.2025838,1.2651503,1.1212416,0.9797783,0.9890407,0.8588963,1.0891417,1.01666,1.1515653,1.1209375,1.2407817,1.1117685,1.143319,1.0693673,1.2056648,0.9992295,0.9182667,1.1306827,1.0390242,1.190983,0.9735041,0.9521116,0.7943901,0.81781214,0.8377501,1.0920783,1.0850452,1.1650947,0.8757081,1.1935663,1.012425,1.2661829,0.95019746,1.1280035,1.1968901,1.0325755,1.0506396,0.9729246,0.0,1.1051426,0.85474336,0.8654635,0.9353199,1.1704693,1.095928,1.0222584,0.82117236,1.2591416,0.89955294,0.81464225,0.926575,0.9724289,1.0646247,1.1617762,0.99269956
