,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
elephant,0.7689559,1.198992,1.3239093,0.7129782,1.3879678,1.4425843,1.145737,0.9777604,0.54774565,0.754409,0.46420014,1.2039926,0.53195006,0.72061753,1.0538305,0.5211053,0.8825885,1.1482842,1.3437395,1.3794694,0.9292388,1.3110224,1.2181964,1.3595494,1.0785171,1.288847,1.3081868,0.94646674,0.7420516,0.85066557,1.4387474,0.76357853,1.0522168,0.6851006,1.3043321,0.53886735,0.79015255,1.3544254,0.62444544,1.4126478,1.1210756,1.2144222,0.9720146,1.0330162,0.97530323,0.83790284,0.9014264,0.8269134,1.1062077,1.3670857,0.0,0.9404713,1.204807,1.0363252,1.3208447,1.2691941,1.096099,1.0215051,1.1402115,0.8844051,0.85182774,1.3568704,0.81942606,1.0818157,0.99412096,1.3196864,0.96683913,1.0511281,1.2326704,0.5851889,1.2997513,0.722546,1.3215262,0.5804961,0.7635811,1.1820786,1.1865584,0.9703015,1.0388112,0.9527162,1.2614503,1.2725583,1.1900914,1.4086868,0.91418713,0.7538381,0.84250337,0.678217,0.87168497,1.3044566,1.3084297,1.2428212,0.8964362,1.1319029,1.2266219,1.3572205,0.9490344,1.1388143,0.9013226,1.3157651,0.82513803,0.6410386,1.2995311,1.3217678,0.83179516,1.0092455,0.68115246,0.87155116,0.7888218,0.7908709,0.8583088,0.6195626,1.2562312,0.57251376,1.4111493,0.92359143,1.3061881,1.3136249,0.7882134,1.3011358,1.2850587,0.94044846,0.52044463,0.6857589,1.2725753,1.2077365,1.3244103,0.891487,1.0448872,1.2264652,1.0846766,0.9848677,1.2645785,1.0190285,1.2475054,0.7893861,0.6801442
face,0.94968003,1.0925072,1.2353809,0.7114122,1.1331145,1.1818326,1.0360578,1.0697826,0.8717526,0.94012904,0.73439324,1.325128,0.8584949,0.57483506,0.9955919,0.87364525,0.9679545,0.9888533,1.2469826,1.2038767,0.9463992,1.1105793,1.2860575,1.2611234,1.0692828,1.3066041,1.1720773,0.8991183,0.8521975,1.1474485,1.2016114,0.9191299,1.0404185,0.9498588,1.1209633,0.76126564,0.97088784,1.3460543,0.8228464,1.3014088,1.2267312,1.0142548,1.0629563,0.7604164,1.0132443,0.98699266,0.7541149,0.8700992,1.0431314,1.1374915,0.9404713,0.0,1.0912968,1.0292919,1.1572518,1.3144748,0.97070885,0.79487044,0.8054284,0.89839387,0.83509994,1.0818502,0.36642313,0.9707335,0.79154193,1.1907593,1.0546476,1.1586683,1.0315189,0.87904835,1.3154826,0.9764885,1.2248995,0.95535845,0.9294546,1.1348121,0.9810555,0.8949047,1.0254176,0.9152893,1.1870604,1.3900311,1.0968504,1.2120409,1.2029657,0.91980785,0.7849971,1.0032544,0.72090876,1.32316,1.333185,1.1379241,1.197137,0.9971793,1.0692611,1.2194513,1.0521103,1.1287284,1.0497901,1.2390164,0.953088,0.8728208,1.2240274,1.1945806,1.0308933,0.9551204,0.61055744,1.0799454,0.9686322,0.76761246,0.99422896,0.7726744,1.2751977,0.87267566,1.1648996,0.9840825,1.1201767,1.3212527,0.8039352,1.1939168,1.163996,0.9842784,0.91424865,0.7494184,1.1676164,1.0673221,1.2906572,0.8300397,1.3119526,1.078119,1.0637087,0.84101284,1.0690196,1.0877405,1.198026,0.83423483,1.0158596
finger,1.2920713,0.2970363,0.70832765,0.9180174,0.95996404,0.7566097,1.0583396,1.3589458,1.3694543,1.1077662,1.3195554,0.68705744,1.3280367,1.1274037,1.221338,1.2956426,1.1416594,1.0682466,0.83057314,1.1053842,1.3336809,0.5442612,1.0152481,1.0526178,1.0187331,1.0040169,0.962202,0.82166314,1.2401509,1.1394871,0.83464915,1.2248487,1.2682735,1.1830527,0.8311765,1.2548684,0.9742032,0.5250764,1.451504,0.79965025,0.96870005,1.1847793,0.96928453,1.0579065,1.1394165,1.172063,1.0498654,1.3131237,0.56674373,0.7768168,1.204807,1.0912968,0.0,1.015219,1.064196,0.80614626,1.1410359,1.0737069,0.47356057,0.67762,1.2153394,0.8429105,0.92956465,0.79546285,0.4391492,0.65126294,1.0798534,1.0988586,1.1675628,0.9604632,0.72857547,1.2255354,1.0327963,0.9238263,1.2614377,1.1411008,1.1763887,1.0586568,0.99086064,0.947018,0.48499614,0.80044544,0.25710678,0.7053665,1.1804872,0.9522249,0.91736996,0.94182676,1.1732901,0.6193041,0.5650443,1.0254273,1.1022563,1.1493509,1.1355848,1.088783,1.1037214,1.072898,1.2600168,0.86275697,1.2964017,1.1652336,0.94576806,0.9130762,0.9010958,1.1991085,1.0952652,1.0874909,0.8906591,1.1491526,1.2672698,1.3295329,0.42007256,1.2833191,0.7354163,0.828866,0.9338602,0.76707685,1.2136344,0.97330767,0.72092235,1.2411838,1.0713309,1.4061689,1.0714417,0.20396584,0.5983288,0.92093515,1.0482125,1.0651381,1.1341026,1.191524,1.0278558,1.1334324,0.34956807,1.2414021,1.0416524
fish,0.37910974,1.0684749,0.8323892,1.117684,0.9023731,0.76388675,0.9865984,1.1776237,1.1378336,0.92500275,1.0996393,0.9324607,1.132981,1.071659,0.7283605,0.93067455,0.77861553,1.0524725,1.0178125,1.0980828,1.1553555,0.91423756,1.0286894,1.0748196,0.65210676,1.1873248,1.0856397,1.1516519,0.8433955,1.2166065,0.9832921,1.2156236,0.94201505,1.0030817,0.91981095,1.1026428,0.903237,0.8683342,1.1755431,1.0724492,0.97326815,0.99722207,0.8388534,0.8169712,1.2335958,1.0783598,1.1513884,0.8561234,0.9446612,0.8709303,1.0363252,1.0292919,1.015219,0.0,1.124686,0.9773617,0.387955,0.86159855,1.0518548,0.9413705,1.0668248,0.8590201,1.0670003,0.9951283,1.0402296,1.0945957,0.8891273,1.0391889,1.0993744,0.9926618,0.8300206,1.1669204,1.0648497,1.0175481,1.061493,0.9401108,1.1514388,0.5273148,1.024583,1.0521859,1.0165616,0.9777687,0.96153677,1.0038675,1.2690973,1.1811585,1.0318744,1.039638,0.91670907,0.8958361,0.89773357,0.94506484,1.0773461,1.0561388,1.0115335,1.0617222,0.8086547,1.2210864,1.1285814,1.0255011,1.281169,0.9881942,0.9567499,1.0833175,0.82810485,0.9088299,1.1119888,0.9981592,1.1193813,1.0383179,1.0191545,0.9823568,0.97087586,0.984809,0.8685933,0.7882605,0.946782,0.9841956,0.99738044,1.0239427,1.0136387,1.1977096,1.1224265,1.1476684,0.9716186,1.0363114,0.8794488,0.7975006,0.9377562,0.84413743,1.0744989,1.0027986,1.1702703,1.1292136,1.0754771,1.2187629,1.1112591
flower,1.131299,1.0759147,0.7650913,1.3597665,0.8601228,0.72234195,0.9417268,0.9717346,1.2702484,1.1205924,1.3699024,0.74687415,1.3447393,1.3557764,0.7550987,1.3262165,1.014186,0.9638212,0.5862991,0.7764849,1.1237266,1.0305643,0.4847752,0.67064726,0.79006475,0.64037985,0.52169824,1.0055745,1.1503061,1.0328234,0.6203332,1.0764363,1.2296004,1.1641995,0.95911235,1.3352327,1.3971168,0.7527936,1.2815518,0.63124835,0.5365438,1.108879,0.9801305,1.1353683,0.84825563,1.1057951,1.2362254,1.1457732,1.1481423,0.9150062,1.3208447,1.1572518,1.064196,1.124686,0.0,0.66467535,0.9333707,1.1544801,1.0491335,1.3298862,1.0340377,0.91022134,1.259702,1.1370984,1.2657094,0.74978584,0.9431735,0.8240419,0.837008,1.4696367,0.7525644,1.0225866,0.49656606,1.2824625,1.1836749,0.9212169,0.82692957,1.2329398,0.7365223,0.9412991,0.91493565,0.59688246,1.008854,0.8220861,0.7808149,1.0400611,1.3950696,1.3812892,1.2525885,0.7274803,0.7637733,0.95739603,0.91764534,0.9209585,0.35261518,0.93187195,0.98059297,0.8531338,0.95452785,0.6564754,0.91097605,1.2084578,0.40578943,0.9026694,1.1901106,0.98304677,1.3434834,1.1383934,1.2782469,1.1530486,1.0880424,1.3702526,0.9215776,1.1056598,0.9148434,1.3865714,1.0368955,0.621795,1.1967926,0.75601494,0.80902827,0.84928393,1.3867236,1.304605,0.92100334,1.0169305,0.7486113,1.2413319,0.7271658,0.92954147,0.99812543,0.91531086,0.59434134,0.6891911,0.87424994,1.0188683,1.1978557
fork,1.3102791,0.91309553,0.51273596,1.4431281,0.8054626,0.6230026,0.95671916,0.9954144,1.3679376,1.1555994,1.5372329,0.45609444,1.4215777,1.4659284,0.9778932,1.3835199,0.8480971,0.8284552,0.5730258,0.6575409,1.2041277,0.8351544,0.604145,0.7499471,0.8528095,0.6590575,0.4641595,1.1227034,1.291829,0.9646658,0.6109563,1.2333465,1.1852345,1.0417323,0.86750203,1.510867,1.2974898,0.37665725,1.4562941,0.5523567,0.81498563,1.0423437,0.9936952,1.2685254,1.2246786,1.2042313,1.3552849,1.2444708,1.0105284,0.8185046,1.2691941,1.3144748,0.80614626,0.9773617,0.66467535,0.0,1.0369792,1.1546903,0.8472551,1.2210157,1.3075179,0.8433981,1.3924739,1.0471758,1.2087293,0.5695442,0.9182877,0.83665645,0.95779395,1.3675402,0.20515805,1.2218304,0.61694396,1.3109109,1.2729354,0.7390481,0.969652,1.300402,0.80062145,1.1398668,0.72360325,0.43960673,0.68137705,0.5542206,0.89651334,1.085454,1.4413309,1.3415654,1.3713433,0.3167414,0.28547037,0.75839335,0.9198331,0.9462922,0.87468123,0.54267764,0.97593063,0.89292645,0.8728932,0.45936966,1.2615795,1.3213551,0.65888476,0.7775964,1.2313184,0.79066634,1.5005672,0.9230408,1.2759557,1.2533638,1.051994,1.3445814,0.567004,1.2274894,0.8578949,1.2173412,0.9178296,0.04590392,1.2545437,0.78193027,0.7103363,1.0556515,1.365823,1.4310079,0.72747374,0.83594763,0.5683221,1.2200447,0.6559181,0.8062277,0.8999367,1.2127949,0.64868414,0.884028,0.52096367,1.3119783,1.131576
frog,0.3532709,1.2105575,0.85778177,1.1977444,0.76083225,0.79658794,0.9016853,1.0699089,1.213766,0.93670887,1.0466659,1.0688477,1.1390592,0.9880318,0.74437433,0.8920464,0.9095056,0.8634576,1.0419295,1.0767137,0.9819544,0.93922585,1.041527,1.03017,0.57348096,1.1097269,0.99092394,1.2365128,0.9085109,1.2051058,0.95173055,1.141312,0.96639866,1.0849711,0.95881945,1.071757,1.0740541,0.9756658,1.1468253,1.1320853,0.97581476,1.0512437,0.8485259,0.54691577,1.2467006,1.1377355,1.1652701,0.9284307,1.0685571,0.8576342,1.096099,0.97070885,1.1410359,0.387955,0.9333707,1.0369792,0.0,0.9618908,1.134476,0.9544333,1.0659386,0.70794505,1.0828036,0.941836,1.0772498,0.990414,0.76625985,1.0122645,1.0263864,1.2018583,1.0785446,1.188791,1.1244833,1.2567388,0.98094237,0.8900735,1.039449,0.55070484,0.9502606,1.0019809,1.1417677,0.9612149,1.1526346,0.9537387,1.2622609,0.98304886,1.093337,1.2056038,0.8016075,1.0600392,1.0633222,0.9903243,0.95236844,0.9159045,0.91839755,1.0510947,0.748263,1.1897728,1.0064301,0.9604262,1.2465491,1.0366187,0.8241139,1.0135856,0.85853326,0.9112636,1.1231738,0.9996145,1.2501155,1.1383524,1.1947434,0.9060508,1.1109968,1.0206914,0.77491295,0.87609404,0.9234041,1.0621805,1.100537,1.0838411,1.0428845,1.0778275,1.1547261,1.1251097,0.8816534,1.1210374,0.8754119,0.97348094,0.8999631,0.46994472,0.9992102,1.0362825,0.9917122,1.1202021,1.1729889,1.2021883,1.1567755
glass,1.0170369,1.122926,1.0311009,0.8490137,1.0092368,1.0056579,0.6071634,0.5274251,0.843202,1.2030907,0.94523686,1.4624782,0.9082571,0.83693826,1.1637423,0.98324394,1.0265388,0.9799746,1.3935866,0.792422,0.8879646,1.1321596,1.1415222,1.1533576,1.0419245,1.2165382,1.3207157,0.8877179,0.93392414,1.046844,1.3436832,1.0513173,0.8722997,0.9670084,1.1034292,0.92955726,0.8893898,1.412463,0.73422515,1.2906697,1.1924142,0.66823196,1.2434314,0.84132904,1.0654337,0.7907819,0.97700626,0.8471041,1.1097373,1.0349613,1.0215051,0.79487044,1.0737069,0.86159855,1.1544801,1.1546903,0.9618908,0.0,1.0759914,0.7567007,1.0343673,0.8505423,0.9102473,1.0182182,0.60187227,1.354989,1.1844978,1.1965126,0.89739704,0.86951244,1.0277023,0.8417351,1.1997709,0.9698266,0.999609,0.65653205,1.0234476,0.7060357,0.80880153,0.91741747,1.3595644,1.3869407,1.2470541,1.0680015,1.0964047,1.1937954,0.85425115,1.0141716,0.7899308,1.3568753,1.3490646,0.80291545,1.2824109,0.890141,1.057368,0.8686844,1.0902233,0.8623673,0.9479886,1.3315496,0.8830916,1.0372667,1.3200402,1.0946008,1.0358857,0.5318156,0.8343147,0.8978306,0.9990342,0.6166346,0.7671118,0.7971196,1.4008372,1.051348,1.0272729,0.8113247,0.89745784,1.1432576,0.74539226,1.1236043,1.3888485,0.9488544,1.0542265,0.6201859,0.92962486,1.1602126,1.3358059,0.47121894,1.3456123,0.9551787,0.7870894,0.9853539,1.20311,0.9757331,1.2782292,0.99624485,1.1420343
glasses,1.245029,0.48664808,0.7997393,1.1492373,1.0163281,0.91842353,1.1107659,1.3093339,1.3094989,0.99941444,1.2838919,0.708748,1.3171706,1.0927947,1.1106842,1.2741644,1.1455581,1.1262519,0.7713826,1.0551515,1.2540064,0.7425426,1.0534256,1.0882307,0.9385449,1.0469424,0.8895205,0.9479134,1.1351804,1.2073593,0.73907757,1.0927087,1.1882056,1.0844271,0.9671547,1.2413945,0.99939084,0.6329905,1.3607932,0.7781949,0.92412406,1.1384097,0.9383344,1.0309978,1.104063,1.1696998,1.1050875,1.1871037,0.45880604,0.9322249,1.1402115,0.8054284,0.47356057,1.0518548,1.0491335,0.8472551,1.134476,1.0759914,0.0,1.0146054,1.139155,1.0520296,0.6987202,0.6976447,0.8519509,0.5496883,1.0025717,1.0817403,1.1633948,1.0191625,0.8858688,1.1868078,0.9044038,1.0040201,1.2218181,1.1789172,1.1193987,1.2388585,0.8564553,1.1387699,0.51185125,0.9397464,0.2628683,0.8338192,1.1856493,0.8752959,1.0142056,0.9507771,1.1775159,0.67627037,0.64558196,1.0977912,1.1476488,1.1077962,1.0866638,1.1078956,1.054491,1.1246597,1.1544255,0.80120486,1.2276027,1.1314244,0.92676544,0.9689308,0.97733355,1.1819117,1.0589758,0.98166496,0.94630086,1.1289247,1.2114972,1.310115,0.44636518,1.2451853,0.89211714,1.1037523,0.9774751,0.79158,1.1780612,1.0304691,0.6689796,1.0689859,1.0778989,1.362254,1.0146433,0.46696615,0.77625704,1.0883008,1.1130898,1.1442031,1.206524,1.1098529,0.9562893,1.1216518,0.41392154,1.1014457,1.0718247
glove,0.95036834,0.8239658,1.2307438,0.5670208,1.1259823,1.1491387,0.9920675,1.0820718,0.9647193,1.0380132,0.84324133,1.2150794,0.8699296,0.5940111,1.187773,0.8104508,1.1273946,0.9142014,1.3566508,1.3128047,0.89708656,0.9899109,1.2199465,1.1656969,1.1549478,1.2451736,1.4024585,0.88315564,0.99821776,1.1193153,1.3640565,1.0610484,1.0225985,0.98607224,1.0977821,0.8766429,0.8147351,1.1832119,0.8917612,1.357096,1.2333138,1.0074356,1.1243153,0.71448505,1.1510988,0.91919154,0.78986275,1.0266546,0.9376519,1.0745515,0.8844051,0.89839387,0.67762,0.9413705,1.3298862,1.2210157,0.9544333,0.7567007,1.0146054,0.0,1.1580219,0.85475826,0.9401079,0.88548434,0.3414116,1.2554845,1.1750654,1.1355219,1.1056789,0.6607545,1.0651067,0.964368,1.4129683,0.7318767,0.87675524,1.1345196,1.1324018,0.5683319,0.9893474,0.89846826,1.1912986,1.1186817,0.93882006,1.2260866,1.2039578,0.97648895,0.36479986,0.75853264,0.70832574,1.2010748,1.1708802,1.14439,1.0242897,1.0305083,1.2722878,1.2138406,1.139037,1.1105989,0.9972412,1.2792356,1.1138828,1.0100051,1.3587238,1.2498541,0.7550627,0.7703268,0.794569,0.7876374,0.77949643,0.7657984,1.1008686,0.7983537,1.0657514,1.0568748,1.1519214,0.29801875,1.1208938,1.2452291,0.89584106,1.1601734,1.2495234,1.0801822,0.87756217,0.9170645,1.1137568,0.7726363,1.0760993,0.47064078,1.0882331,0.9556162,0.9740862,1.130069,1.2592981,1.0796866,0.97282237,1.0908875,0.92510104
grass,0.969079,1.1580371,1.1251335,0.88709354,1.1473004,1.2593062,1.107577,0.9954123,0.7451902,0.936599,0.6992474,1.2296879,0.69748974,0.89698744,0.88513196,0.89589125,0.8586241,1.1368403,1.1585116,1.1211948,0.9177301,1.2238529,1.1623745,1.2560635,1.1395311,1.2129525,1.0460522,0.98939157,0.80901945,0.9399039,1.1534479,0.77133155,0.9403656,0.88750935,1.1642182,0.71338344,0.96356606,1.2635272,0.7118336,1.1806118,1.0962023,1.0305971,0.99093705,1.0233833,0.873163,0.9459534,0.88660455,0.79915935,1.1396741,1.1624478,0.85182774,0.83509994,1.2153394,1.0668248,1.0340377,1.3075179,1.0659386,1.0343673,1.139155,1.1580219,0.0,1.1794262,0.8861535,1.0925272,1.0532596,1.2895314,1.0866199,1.1509687,1.0406505,0.9481359,1.307431,0.8287705,1.15028,0.96187544,0.9437205,1.1394489,1.046083,1.0631216,1.0694915,0.8478122,1.1091169,1.3452339,1.2490885,1.2662032,1.0299975,0.9437833,0.9240016,0.9872497,0.9490441,1.2513833,1.2706877,1.1125866,1.1593678,1.0259643,0.87854755,1.202864,1.0573856,1.0596374,1.1933683,1.2180319,0.80121976,0.5460817,1.1195828,1.1000004,0.9949375,1.0742906,0.7285341,1.1918294,1.0264719,0.93439406,0.9414673,0.71748126,1.264965,0.807551,1.1757312,1.1722184,1.1008317,1.3128202,0.8631801,1.1752614,1.1005172,0.9897635,0.86738527,0.62883043,1.1658441,1.1908779,1.2153207,1.0570307,1.2686237,1.1602886,1.1197865,0.46861762,0.97377235,1.0224869,1.3020864,0.6100708,0.8930632
gum,1.1542009,1.0585488,0.8449394,1.2658228,0.55151486,0.51769423,0.86480343,0.963042,1.328922,1.0686654,1.3103659,1.0459659,1.3308666,1.1003243,1.0928578,1.2471268,1.0786551,0.75692177,0.95599073,0.7597529,0.9122248,0.43747663,1.0440056,0.8299521,0.9273863,0.9389856,0.9346036,1.1323423,1.174702,1.2307934,0.82340455,1.3555083,0.9182359,1.279022,0.2801839,1.3213835,0.9766931,0.8585826,1.2224998,0.85367346,1.066976,0.6575501,1.1123829,0.8757278,1.3071625,1.0820739,1.2688211,1.1449002,1.0310006,0.51933,1.3568704,1.0818502,0.8429105,0.8590201,0.91022134,0.8433981,0.70794505,0.8505423,1.0520296,0.85475826,1.1794262,0.0,1.2547433,0.9601158,0.81262934,0.8861737,0.98053664,1.1229248,0.7282951,1.3893547,0.839221,1.3322555,1.0055187,1.3812569,1.0407786,0.8684026,0.8756124,0.876163,0.93817914,0.8015673,0.9077646,0.8290198,1.0180398,0.6591625,1.2863388,1.0808526,1.1137335,1.4009156,0.88700175,0.9696119,0.94052607,0.8934586,1.1641839,0.89626276,1.0234704,0.6565255,0.96535087,0.99697506,1.0843579,0.86090493,1.3493224,1.1295354,0.9023625,0.9550096,1.1633205,0.84883356,1.3025689,0.9444732,1.3396217,1.1895138,1.1437628,1.063441,0.954488,1.1148968,0.6371136,0.8654536,0.855832,0.82341015,1.0774645,0.92857534,0.94621474,1.1571139,1.38576,1.1288233,0.57661283,0.84941316,0.6264921,0.91482246,0.9907386,0.49531716,0.77737767,1.211576,0.91198826,1.1817776,0.8988473,1.3263788,1.2079649
hair,0.9301998,0.91993964,1.2521586,0.63023466,1.22746,1.3063265,1.1163898,1.2154642,0.83149064,0.86971503,0.6783222,1.2677982,0.8408675,0.6435669,1.0643594,0.857218,1.0249113,1.1422684,1.2238756,1.3638766,1.0374362,1.1197813,1.3164604,1.3549343,0.99228996,1.3925545,1.241922,0.83335865,0.80472416,1.1514089,1.2132322,0.8796148,1.0963551,0.89726186,1.1934688,0.64517444,0.82768106,1.2747887,0.8754116,1.3175995,1.1976777,1.2005347,0.95846885,0.84545493,0.90259004,0.9837009,0.7697967,0.8894055,0.7759093,1.1908007,0.81942606,0.36642313,0.92956465,1.0670003,1.259702,1.3924739,1.0828036,0.9102473,0.6987202,0.9401079,0.8861535,1.2547433,0.0,0.93787664,0.7980368,1.0857569,1.0441203,1.1327184,1.1395359,0.66107124,1.343812,0.9398864,1.3006499,0.7402527,0.94372964,1.2810237,1.0781795,0.9747307,1.1157827,0.9925258,1.032041,1.4098032,0.9109212,1.284795,1.1311622,0.8897283,0.7637155,0.71636295,0.78267837,1.286066,1.2873323,1.3024861,1.1398089,1.0914989,1.0643538,1.3742082,1.0345519,1.2930996,1.135965,1.2156279,0.87240595,0.820061,1.2701061,1.2384998,0.90624833,1.1705436,0.51250446,1.0653585,0.74228835,0.86384416,1.020529,0.8311225,1.1233404,0.8681642,1.1633223,0.98043615,1.161766,1.4035022,0.85679746,1.24803,1.1349764,0.9837801,0.72499603,0.80450034,1.345897,0.88625664,1.2456743,0.8726284,1.3326623,1.2406228,1.1715245,0.8064123,1.1549718,1.072687,1.1086907,0.7928349,0.92867166
hamburger,1.0459387,0.81729317,0.9162786,1.1241746,1.0743852,1.0175725,1.0133646,1.0966873,1.152252,0.9686909,1.1458359,0.93806434,1.1103959,0.9928993,1.009269,1.1099029,1.0645759,0.90270233,1.0317326,1.100335,1.0262722,0.8342848,1.1069772,1.0600083,0.9324272,1.0725591,1.0077059,1.0685464,1.0469825,1.0965084,0.96102875,0.9632156,1.1782588,1.0143526,0.97325253,1.1393483,0.8341971,0.8833806,1.069032,1.0303684,0.9362763,1.1182185,0.9929757,0.8696153,1.0958816,1.0359056,1.050039,1.0740247,0.7115275,0.9785947,1.0818157,0.9707335,0.79546285,0.9951283,1.1370984,1.0471758,0.941836,1.0182182,0.6976447,0.88548434,1.0925272,0.9601158,0.93787664,0.0,0.8689775,0.7268242,0.9513961,1.1219106,1.0361139,0.9677421,1.042012,1.0454162,1.0083889,1.0652354,1.0905744,1.048815,1.0927261,1.0135278,1.0037721,1.0799246,0.86279154,0.93027866,0.74164116,0.9596274,1.1489048,0.91725093,0.87931657,0.91546047,1.0312651,0.94478583,0.94447684,1.086351,1.0510699,0.9839864,1.0853393,1.084608,0.94112825,1.2021898,1.0813677,0.92713654,1.1217417,1.1128995,1.0216238,0.95246166,0.9221139,1.1080552,1.0395278,1.040379,0.9557621,1.1625618,1.1236688,1.103905,0.8548846,1.1567787,0.8504691,0.9655786,0.87410676,1.0363499,1.1007063,1.0849305,0.9880686,1.0104085,0.9972661,1.1549742,1.1086712,0.83150846,0.9633833,0.9596615,1.0464368,1.034626,1.0766944,1.0658755,0.98123044,1.2194985,0.90052545,1.0455503,1.1172094
hand,1.113136,0.73053634,1.1907481,0.56832045,1.1395946,1.0996637,0.98942673,1.1351962,0.9943134,1.0617892,0.9274971,1.241791,0.94188243,0.7125727,1.2484611,0.94992995,1.1746705,0.92197335,1.3404562,1.2000345,1.0466425,0.89977556,1.2035179,1.2914152,1.1784279,1.2941091,1.325486,0.73409724,0.9712076,1.1381327,1.3029447,0.9869396,1.0327514,1.0243466,1.0382324,0.8967537,0.87628776,1.1980548,0.9851886,1.2658262,1.2385563,0.9150878,1.1104012,0.7789363,1.0372704,0.89434665,0.83641845,0.98553646,0.9428095,1.0655881,0.99412096,0.79154193,0.4391492,1.0402296,1.2657094,1.2087293,1.0772498,0.60187227,0.8519509,0.3414116,1.0532596,0.81262934,0.7980368,0.8689775,0.0,1.2020769,1.1681267,1.2071168,1.0953261,0.7280299,1.0252002,1.0008994,1.3235402,0.82983845,1.095128,1.1422417,1.1374643,0.71889424,0.95621294,0.8416784,1.0862498,1.2109262,0.8434707,1.1771622,1.1832072,0.98178,0.60740584,0.89289075,0.7616343,1.1925805,1.1473594,1.0280651,1.1236173,1.0260421,1.1664377,1.1648008,1.140359,1.0597731,1.0725346,1.3094912,1.0492108,0.9542641,1.3128242,1.2060702,0.9647554,0.76578325,0.7498591,0.9070201,0.85838085,0.7339775,0.9945693,0.9341285,1.032231,1.124801,1.0251089,0.63054574,1.0693744,1.1942132,0.8978492,1.1705261,1.2325063,1.058393,0.92510444,0.8882917,1.1506629,0.538228,1.0703404,0.49032092,1.2639127,1.0509137,1.0212213,1.0335615,1.216886,1.0781126,0.9168436,1.0086884,1.0314906
hat,1.2149814,0.6636843,0.62017816,1.4224873,0.736277,0.64999145,1.0629163,1.1424869,1.4503305,1.0581769,1.4903085,0.5366221,1.466775,1.395659,0.95000356,1.3746746,1.108249,1.0670884,0.44960934,0.7804508,1.2111037,0.6393938,0.82396936,0.71852887,0.80435395,0.65205663,0.62481475,1.0345681,1.2943236,1.037069,0.5202619,1.2500004,1.1955309,1.1705503,0.7808934,1.4636006,1.1385069,0.40947676,1.4691727,0.47789043,0.7385125,1.1349217,0.9001229,1.1042655,1.1950997,1.3244718,1.2362653,1.3056009,0.7614458,0.72817403,1.3196864,1.1907593,0.65126294,1.0945957,0.74978584,0.5695442,0.990414,1.354989,0.5496883,1.2554845,1.2895314,0.8861737,1.0857569,0.7268242,1.2020769,0.0,0.9647245,0.8712114,0.9693718,1.3551009,0.76868767,1.3508567,0.6619324,1.2407079,1.1529481,0.9802468,0.9860798,1.307129,0.87499344,1.0939882,0.43547595,0.567609,0.4593947,0.5755526,1.1139097,0.87061965,1.3353143,1.2364401,1.3964839,0.51365966,0.47058064,0.9749556,0.9898479,1.1158897,0.915912,0.84321034,1.058061,0.9702883,0.97335285,0.5119095,1.3423531,1.2858028,0.59666336,0.7976346,1.1232686,1.255321,1.4017755,0.9206506,1.1919966,1.4101851,1.3362594,1.4083624,0.3311323,1.2821791,0.6834525,1.160851,0.9502229,0.5256818,1.3916874,0.8559388,0.45280755,0.9880696,1.2692915,1.5179032,0.8202046,0.5916331,0.49442875,1.4504507,0.76667535,0.86808515,1.036758,1.2493457,0.76076865,0.9947409,0.36052966,1.2871215,1.131343
