,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
ear,1.2554886,0.7454705,0.750016,1.0847487,1.1419182,1.0154593,0.7032285,1.3779438,1.3011215,1.412517,0.82549775,1.3631043,1.2733929,1.3476181,1.3758776,1.0831246,1.2139841,0.7194386,1.1316688,1.3365532,0.79653066,1.1334901,1.2792963,1.0857363,0.7589309,1.0052831,0.50950885,1.1705191,1.2992628,0.8257173,1.1828882,1.2866066,0.9612779,0.9176273,1.2507408,0.9952977,0.6524074,1.4212177,0.7678394,1.2547519,1.2225146,1.0910375,1.1180973,1.216059,0.0,0.84545004,1.0000128,0.9822642,0.46896088,1.0686979,1.0292927,0.35218877,0.864036,1.1254493,1.1795855,0.44382155,0.9082163,0.9427161,0.9679837,1.2371505,0.7579295,0.87812173,1.0948902,1.127108,0.6738724,1.1230766,0.91072375,1.1976268,1.0101568,1.0551869,1.1202577,0.9859692,1.1380033,1.0595471,1.1574328,0.59053326,0.9949111,0.32420754,0.7142975,0.64347756,1.2324047,1.2686715,1.119451,1.0187637,1.2016284,0.7129245,0.72187865,0.87679034,0.66034865,1.0656816,1.0549178,0.67033315,0.88810414,1.2035823,1.2669766,0.900381,1.0681818,0.89102685,1.2751945,1.2732105,1.1816789,1.0808338,0.95104486,0.6647741,0.8707154,1.1270111,1.2360358,1.3166934,0.5971729,0.92374986,0.7817199,0.86568916,0.88397187,1.2644649,0.69488287,1.352636,1.1748105,1.4331105,1.009867,0.25996375,0.63014674,1.06108,0.89259225,1.0976938,1.3089628,1.1883024,1.1691669,1.0271556,0.5522244,1.189205
egg,1.189667,0.8498808,0.46389204,1.1681542,0.65537894,0.59897256,0.77199674,1.1694111,1.0845569,1.1228037,1.0529032,1.1953714,1.1038384,1.1611781,1.2038714,1.0223616,1.1028877,1.0197995,0.6753049,1.187984,0.82024574,1.1515346,1.0195829,1.0935776,1.0455112,1.0108688,0.87802714,1.1925317,1.0387295,0.9801923,1.1627887,1.1944747,0.65997446,1.0484712,1.2631857,1.0677857,0.9611001,1.0793163,0.8607901,1.2049078,1.167237,1.1981528,1.015688,1.1337366,0.84545004,0.0,1.0850856,0.9570988,0.82884514,1.0744895,0.93822044,0.96167547,0.95379096,1.0536987,0.91200095,0.9596541,1.104315,0.7491049,1.033766,0.837934,0.8905137,0.9778862,1.1310567,1.2095584,0.9598957,1.1988511,0.95514387,1.243645,0.91345954,1.0399309,0.60638183,1.0796939,0.98655826,1.0230173,0.84495634,0.78781855,0.961137,0.89864135,0.9248995,0.70923674,1.1238793,0.92415005,1.0655148,1.21691,1.0719819,1.0078961,0.9943122,0.9903781,0.6623909,1.1442263,1.0664713,1.0416826,1.0823858,0.58316636,1.1343074,0.6285124,1.3480358,1.0390235,1.1503136,0.96804744,1.069025,1.1928111,1.1911206,1.1525767,0.9771792,1.2587733,0.8713001,1.0668257,0.9889473,0.73693687,0.9774092,0.907336,0.7602785,0.9875293,0.7629466,1.1742805,1.2150204,1.1625869,0.84106904,0.8553323,1.0502323,0.9485984,1.0023547,0.9235027,0.88984585,1.067746,1.0735956,1.1277483,0.9107308,1.0912554
elephant,1.0238138,1.0708996,1.0989752,0.9777655,1.1794126,1.2051202,1.0159907,0.9803343,0.841807,0.97001725,1.0483848,0.97846127,0.963549,0.9913905,0.92738664,1.0325615,1.1140285,1.0393507,1.182168,0.95754635,1.1067379,1.0463854,1.0306816,1.012112,1.1373714,1.0614722,1.0146326,0.91207725,1.1905313,1.0233399,0.96505904,0.9435417,1.0661104,0.8235059,0.9448992,0.75430304,1.1094954,1.0225419,1.0849586,1.0577316,1.1132478,1.0189674,1.1596563,0.92908955,1.0000128,1.0850856,0.0,0.9481126,1.0935662,0.8696434,1.1799905,0.9858057,1.2588696,1.094424,0.8485529,0.9957177,0.90160716,0.9891685,0.9367842,0.8927256,1.0231111,1.1060599,1.1336114,0.71203935,1.006836,0.84444237,1.2303041,0.92486745,1.175325,0.9323451,1.0287093,1.079795,0.9085922,0.82134914,0.84291005,1.0468014,1.1465503,0.99897784,0.93930197,1.1096478,0.9248638,0.85903966,0.9933361,0.78906494,1.0542383,1.0785054,1.1371244,1.1687483,0.98723584,0.96023756,1.1494582,0.9400967,1.0131589,1.1962287,1.1053615,1.2165005,1.0091794,1.0681225,1.0122832,1.0051458,1.166252,0.82592964,1.1093954,0.866548,1.1018173,0.8428401,0.96485656,1.0425092,1.0073779,1.0335535,0.9657484,0.7773602,1.3365436,0.9686544,1.154399,1.111067,0.9127168,1.0098773,1.125662,1.064578,0.88795173,1.1495366,1.0807124,1.2461005,1.1934513,0.81801623,1.0137109,1.2229948,1.1309893,0.9125673
face,0.8603995,1.2885916,1.113785,0.85683995,0.94509923,1.1864464,1.1982858,1.0409838,0.8681938,0.83713955,1.1569172,0.9680027,0.80270517,0.8506316,0.9352799,1.09213,1.0291499,1.2887484,1.2576013,0.9663977,1.2198186,1.0037687,1.0720763,1.10634,1.2770762,1.1434495,0.85528183,0.971186,1.2068515,1.0845317,0.8704145,0.9423922,1.1721051,1.1067102,0.82343656,1.0614222,1.2488366,0.8734294,1.2919135,0.9658822,1.0457329,0.9860064,1.135825,1.0321465,0.9822642,0.9570988,0.9481126,0.0,0.9990519,0.9078431,1.1908599,0.88557434,1.3618762,0.9860995,0.8837271,0.7176418,0.91775376,1.0054369,0.2657665,1.0173305,0.8885919,1.1566296,1.0135635,0.7403803,1.2037637,0.77366066,1.3268654,1.074343,1.1674066,0.750798,0.96806175,1.1179396,0.97871274,0.82651633,1.0031737,1.0833744,1.221883,1.0899915,1.0347896,1.1919868,0.8941173,0.61803627,0.9439162,0.8098407,0.8629489,1.2570026,1.1995121,1.1436628,1.1538465,0.93630683,1.3023773,1.1273558,1.2601111,1.1386778,0.94946134,1.1302941,1.1949213,1.1197485,0.94578624,0.89574975,0.97785413,0.63467616,1.2600839,1.1972159,1.231544,0.98633516,1.1217179,0.9448226,1.2032148,1.1408827,1.2627437,0.9765899,1.3241527,0.88448924,1.1103332,0.96195394,0.72529155,0.880007,1.1374967,1.0731691,0.88245356,0.9328962,1.3291318,1.2027674,1.1395106,0.8870609,0.9013406,1.1915019,1.1668224,0.85912913
finger,1.133397,0.6049417,0.83641565,0.7586508,1.0025537,1.0519841,0.9523278,1.2834513,1.1531475,1.2943133,1.0763558,1.1754512,1.0941145,1.1749331,1.196308,1.1514201,1.1225984,1.0465869,1.1931146,1.1947542,1.0390577,1.1048553,1.1627729,1.0871919,1.082506,1.1462922,0.6210992,1.1365514,1.1435057,1.1080798,1.1486803,1.2092768,0.94361,0.89841557,1.1046985,0.92730385,0.860834,1.3067887,1.057254,1.195683,1.1316006,1.1074331,1.1002717,1.1109328,0.46896088,0.82884514,1.0935662,0.9990519,0.0,1.124434,1.111349,0.40271562,0.98673904,1.1750625,0.9971557,0.6980705,0.7519127,0.78088933,0.93929774,1.1724983,0.27996325,1.0455745,1.1939398,1.022424,1.0416306,0.84669834,0.95786405,1.1841162,1.1723427,0.9218061,0.9669054,1.0574661,0.7831881,1.1991296,1.1169621,0.7601458,0.99892074,0.601981,0.624718,0.8897998,1.1829737,1.217026,0.83698106,0.9116112,1.0375625,0.9689467,0.9536797,1.1046009,0.90895534,0.99689025,1.1296035,1.028471,1.0575906,1.1461542,1.1833415,1.0188088,1.0421028,1.0988519,1.2307205,1.2144803,0.9626043,0.9093929,0.9086029,0.85520446,1.0364529,1.1362449,1.1045165,1.1254987,0.8748852,1.077575,0.8103782,0.9840866,0.9312305,1.1997395,0.81160825,1.2366868,0.98344094,1.2298386,1.1557751,0.1632657,0.6022618,0.8160717,1.0752596,1.1380807,1.2946826,1.1610672,1.1088417,1.0873268,0.70097446,1.1273533
fish,0.7654547,1.1368425,0.9439955,1.0495481,1.042398,0.9342794,0.8728429,1.088898,1.1113008,1.0343548,0.7090647,1.2678311,0.8190527,0.94540787,0.89588153,1.0384427,0.73275506,0.88562316,1.0022029,1.0549203,0.94361687,1.0996336,1.0774522,0.922486,0.9438418,0.80717087,0.91156924,1.1471394,1.2377042,0.7904451,1.1723784,1.1470909,1.0525635,1.0361257,1.0864776,0.98845357,0.6953774,1.1990861,0.9138839,1.1954482,1.2457275,1.2025093,1.1610459,1.1660286,1.0686979,1.0744895,0.8696434,0.9078431,1.124434,0.0,0.9285566,1.0932287,0.8943112,0.8265908,1.0902885,1.0160395,0.8967313,0.9060376,1.0098647,1.0478103,1.1336327,0.7710622,0.96461755,1.1000167,1.0135007,1.1166427,0.9423827,1.168692,1.0268906,0.8711239,1.123765,1.069279,1.1475174,0.9207009,0.91436505,0.80685735,1.0531191,0.9708439,0.97905034,0.919828,1.1554801,0.8828353,1.1818973,1.1609449,0.8947841,0.70518863,0.6603679,1.0343066,0.852037,0.99583864,1.0163754,0.86292917,0.9889101,0.9694822,1.1507897,0.98659325,1.0760006,0.72485197,1.2249964,1.1122787,0.93620306,1.137191,0.97612506,0.98236454,1.0674996,1.1941054,1.0548271,0.961182,0.76605237,0.9985459,1.2284944,0.99066114,0.98252857,0.95782954,0.93492746,1.322727,1.1635913,1.141299,0.8041951,1.0957968,0.79723734,1.0543941,1.0430844,1.0159906,0.9718536,0.8982268,0.98402107,1.084828,1.0156969,1.0792197
flower,1.0934932,0.8862339,0.72196573,1.2582567,1.0441496,0.7887544,0.6307278,1.1068192,1.4086027,1.265604,0.70690686,1.374296,1.1745911,1.0690508,1.1422528,0.8342056,0.9467037,0.6035036,0.8718086,1.2488554,0.5510753,1.1594741,1.1309289,0.97265184,0.68380916,0.6667386,0.98567545,1.1399931,1.0444025,0.8046541,1.2568507,1.2520521,0.8309132,1.154393,1.3586595,1.2419504,0.638215,1.2569582,0.630603,1.0885673,0.93125224,1.138433,1.0714881,1.0252739,1.0292927,0.93822044,1.1799905,1.1908599,1.111349,0.9285566,0.0,1.2162315,0.652897,0.7935213,1.2512065,1.058593,1.1549433,1.0150198,1.2490904,0.91673386,1.2145205,0.7366196,0.84431195,1.3634946,0.88379914,1.4210521,0.68720114,1.1098572,0.81596184,1.1586539,1.0366259,1.0103695,1.2448525,0.82050896,1.0338806,0.82740533,0.9343476,0.9330026,1.2745641,0.65992045,1.2535644,1.04825,1.079921,1.3750007,1.2236106,0.574546,0.7001209,0.7079817,0.8146068,0.98806477,0.7857388,0.8256837,0.51376534,0.8434974,1.0718603,0.55619466,0.92802775,0.76320374,1.089122,0.95174134,1.0981046,1.3831117,0.7044495,1.1008062,0.6687518,1.2402865,1.2768089,1.1797028,0.74740005,0.78577936,0.87862885,1.0247644,0.7424037,1.0904832,0.63065946,1.1350311,1.3326274,1.3095814,0.70594764,1.0209888,1.1440092,1.2329855,0.77558494,0.63373286,0.97510177,1.0867643,1.0567362,0.66980517,0.76364464,1.2539982
foot,1.1235363,0.7960212,0.9096952,0.8328438,1.0724885,1.1608331,0.829437,1.2655563,1.0599177,1.2723997,1.0581551,1.1113666,1.1564527,1.1989639,1.3190669,1.1899712,1.2189271,1.1010168,1.2348936,1.1540409,1.0292782,1.13568,1.1946975,1.1271352,1.1223308,1.1463546,0.489568,1.0413954,1.2538273,1.0914956,1.0951108,1.1607524,1.0888625,0.9403747,1.0077525,0.96545637,0.8766646,1.2426174,1.087972,1.1287538,1.1154709,1.1224546,1.1774805,1.1280086,0.35218877,0.96167547,0.9858057,0.88557434,0.40271562,1.0932287,1.2162315,0.0,1.1032145,1.1575202,0.9857398,0.33632135,0.7172166,0.85830945,0.8206419,1.2111695,0.6069974,0.93950933,1.2366033,0.93632996,0.951961,0.8196256,1.0860653,1.1320691,1.2764661,0.8553815,1.1063799,1.1341386,0.8707764,1.131785,0.99744093,0.7811981,1.0952183,0.40582442,0.54149705,0.8935486,1.088939,1.1987926,0.9795313,0.73776084,1.0929471,0.9698933,0.9557264,1.1870117,0.8787764,1.0801592,1.2226009,0.8517853,1.1579653,1.21098,1.1658975,1.1046039,1.0523603,0.9608599,1.212713,1.1362286,1.0618148,0.8752779,0.9644242,0.7191887,1.1404333,1.0154386,1.1074266,1.2087489,0.7029344,1.0498799,0.85544264,0.76323855,1.0876421,1.1284148,0.91732293,1.2360337,0.96904045,1.1858168,1.073654,0.35089016,0.5464213,0.96594775,1.1092502,1.1798481,1.3461862,1.1952654,1.1378568,1.2217529,0.6992979,1.1690304
fork,1.2858559,0.6678854,0.84082144,1.2630711,1.1806777,0.73300403,0.6956933,1.1810848,1.2601566,1.4073834,0.5725028,1.3886518,1.3513479,1.1214914,1.1595794,0.91918856,1.0733286,0.53554094,0.6705277,1.3477068,0.5764892,1.0706892,1.0889599,1.0275573,0.4713139,0.7059481,1.0695047,1.2298394,0.8783742,0.72563636,1.3222299,1.3332871,0.8371768,1.0760674,1.4190946,1.20662,0.4887445,1.3700933,0.48231506,1.1953871,1.035149,1.1243249,0.955552,1.0304599,0.864036,0.95379096,1.2588696,1.3618762,0.98673904,0.8943112,0.652897,1.1032145,0.0,1.0207993,1.3244524,0.99741834,1.0805805,1.0881486,1.4193754,1.071296,1.1848302,0.7282866,0.9520041,1.3765695,0.6848197,1.4540718,0.29998136,1.1342982,0.63221776,1.2817926,1.15559,0.88048357,1.242485,1.0461131,1.2232305,0.7321965,0.55703187,0.6990195,1.2104741,0.5961556,1.2946597,1.3374195,1.1418407,1.3809239,1.2521946,0.4341973,0.5115364,0.65198815,0.7341162,1.1397513,0.4988569,0.74358785,0.6729572,0.7237373,1.1217548,0.7906659,0.92957985,0.78128314,1.1625459,1.1358162,0.955302,1.4129729,0.6475027,0.77817154,0.57330245,1.1674113,0.9450726,1.1274067,0.5849717,0.9430878,0.66826075,1.0956337,0.2561444,1.2931832,0.7646853,1.1794616,1.3677626,1.3794194,0.73880804,0.8463265,1.0987065,0.97756594,0.49082726,0.7847857,0.8796593,1.1439642,1.1207334,0.7327757,0.56672233,1.2606637
frog,0.48324096,0.981932,0.9310738,1.18634,0.9484299,0.90041953,0.9013442,1.1654754,1.274512,1.052289,1.0407518,1.257826,0.9526891,0.6863375,1.0087824,0.88823855,0.8368638,1.0278835,1.0606784,1.1994469,1.0232937,1.0495187,1.1102196,0.8113492,1.0852411,0.8812949,1.095011,0.800128,1.107623,0.9609367,1.2206786,1.1566949,0.80477107,1.1575127,1.2099869,1.183181,1.0490087,1.0389811,1.0610007,0.6186068,0.7483673,1.1508024,1.0694822,1.2497439,1.1254493,1.0536987,1.094424,0.9860995,1.1750625,0.8265908,0.7935213,1.1575202,1.0207993,0.0,1.1092205,1.0690675,1.0449216,0.9526442,1.1086407,0.8237323,1.1799473,0.83719486,0.27597106,1.2350941,1.1006371,1.2826792,1.1003965,1.1765656,0.9594187,0.94168156,1.1212131,1.0246288,1.2639184,0.7887974,0.9746474,1.1106981,0.97766757,1.1562269,1.009249,1.0919176,1.2508287,0.8208741,1.2218014,1.2744339,0.8833473,0.98010397,1.0527096,0.77279645,0.9311343,0.44150186,0.90253973,0.9978083,0.79307085,0.9729595,0.65789485,0.7896875,1.0280706,0.85629547,1.2055789,0.747005,0.9727417,1.225627,0.80240035,1.2719433,0.90653884,1.2545568,1.2816604,1.0821065,0.9459754,0.9199198,1.1685711,0.9933337,0.9693423,0.9880529,0.9198436,0.9592883,1.255033,1.1513002,0.83450776,1.1602254,1.0571022,1.1842256,1.0266873,0.6267526,1.0429316,1.0584023,0.93233526,0.904144,1.114088,1.1870574
glass,0.79953945,1.2216867,1.1104585,0.7462051,0.8198378,0.95136917,1.2466793,0.8207379,0.5832747,0.7029183,1.4159181,0.74413943,0.75673115,0.88062024,0.9194743,1.083207,0.94334984,1.357038,1.1021307,0.69645643,1.3490504,0.9561106,0.7716511,1.0448484,1.3669314,1.3213066,1.0738305,1.0527768,1.086475,1.2672691,0.80276537,0.88781923,1.0187507,0.9704361,0.8154736,0.86422896,1.4084103,0.6498148,1.1771607,1.0751629,1.138028,0.8669453,0.9525329,0.9248891,1.1795855,0.91200095,0.8485529,0.8837271,0.9971557,1.0902885,1.2512065,0.9857398,1.3244524,1.1092205,0.0,1.1128047,1.0360043,0.6608847,0.7911962,0.8573264,0.7384402,1.3560296,1.2074939,0.8338604,1.1985564,0.73866236,1.2912543,0.9400169,1.0455706,0.907446,0.7566414,0.98356706,0.68603134,1.0806506,0.8669448,1.2327151,1.0592625,1.3216202,0.980559,1.410099,0.6811962,0.7850502,0.92075634,0.84677577,0.7399869,1.417247,1.3786483,1.3387522,1.1324853,1.082343,1.3113396,1.2940321,1.2070906,0.9031066,1.0052985,1.3506866,1.1416253,1.2672181,0.7883326,0.96117395,0.7952523,0.78919107,1.2532303,1.2179427,1.328138,0.78987586,0.6309427,0.87199485,1.4102213,0.99127436,1.1907415,0.9550498,1.1416845,0.7069465,1.3153274,0.88145566,0.74976385,0.6386951,1.2768607,1.2229065,0.88187325,0.64622104,1.3013465,1.2641907,0.92978674,0.9689621,0.9888875,1.2788239,1.2973387,0.7337475
glasses,1.1750005,0.89993995,0.88907516,1.0526431,1.1161915,1.0402418,0.8566535,1.2700258,1.2248863,1.3369572,0.8662796,1.3227853,1.1975302,1.2139024,1.3269043,1.1164992,1.1642976,0.90779066,1.1164538,1.2668172,0.85077024,1.1542349,1.135236,1.1572773,0.95292366,0.96368045,0.51613224,1.07655,1.2891802,0.91787976,1.168715,1.1751578,1.1342003,1.0674932,1.1848496,1.1330118,0.704031,1.3292737,0.89576375,1.1246073,1.0961546,1.1618013,1.1758093,1.1676875,0.44382155,0.9596541,0.9957177,0.7176418,0.6980705,1.0160395,1.058593,0.33632135,0.99741834,1.0690675,1.1128047,0.0,0.8238473,0.959883,0.7406266,1.1970003,0.85861754,0.74872446,1.0931089,1.0212893,0.8661237,1.0465409,0.95073813,1.1906252,1.131914,0.9206416,1.19871,1.138447,1.1192223,0.95539594,1.0398145,0.6757045,1.1266258,0.3507223,0.8663471,0.7472005,1.2029923,1.082089,1.0444306,0.9884505,1.171201,0.75340724,0.77505255,0.9846937,0.8926776,1.0483489,1.1797568,0.69105077,1.0778012,1.1811968,1.1540215,0.96757483,0.9495982,0.91130894,1.2318529,1.1052521,1.0709949,1.0457199,0.9248135,0.7892971,0.9668192,1.1106026,1.235517,1.2463303,0.5813023,0.96091163,0.93996865,0.81968576,1.004124,1.0903525,0.8312696,1.2447059,1.1284859,1.3154713,0.85314155,0.54021144,0.6326687,1.0414493,1.0804136,1.0369982,1.309685,1.1488689,1.1039859,1.1002853,0.52183294,1.1800079
glove,0.9249176,0.88139915,1.073708,0.78300923,0.8485255,1.113287,1.0089339,1.0268378,1.0761182,1.1064199,1.1740386,0.9411475,1.0302005,0.9176854,0.92625517,1.0238019,1.1200385,1.2759856,1.1903082,1.011034,1.221261,1.2526937,0.88038754,1.0255526,1.2584834,1.0491676,0.7939121,0.8270397,1.0857776,1.3404293,1.0667198,1.0737983,1.0920895,1.1675525,0.8393016,1.101865,1.1018357,1.103879,1.3011279,0.89268893,0.83911324,1.192681,1.2806343,0.93904495,0.9082163,1.104315,0.90160716,0.91775376,0.7519127,0.8967313,1.1549433,0.7172166,1.0805805,1.0449216,1.0360043,0.8238473,0.0,0.74029046,0.8923669,1.1068789,0.6897609,0.86946315,1.1763589,0.7078589,1.1531234,0.608943,1.15172,1.1360295,1.4587195,0.59555316,1.0981836,1.1724252,0.55750084,0.823856,0.95748717,1.0869862,0.86664855,0.8799747,0.83412766,1.1772506,1.0509932,1.014179,0.91006684,0.6706299,1.0925915,1.1237413,1.1904933,1.199234,1.1635203,0.8566742,1.1010847,1.1323539,1.2552414,1.2257288,1.036191,1.2147148,0.6241368,1.0754622,1.1862025,0.8687511,0.96322614,0.6565132,0.78105223,0.683498,1.2680753,1.0151826,1.0630572,1.1375418,0.9922785,1.1852694,0.91803193,0.8913576,1.1666214,0.92138183,1.1049472,0.88495076,0.6989827,1.0558358,1.0548364,0.86106634,0.7394728,0.9314697,0.9762311,0.94932157,1.2421288,1.135252,1.0449766,1.2582889,1.07951,1.1297842
gum,0.8557719,0.9533464,0.59046143,0.8715231,0.5527704,0.7249049,0.88690937,0.9803241,1.0837455,1.1173791,1.24823,1.052614,1.0288119,0.9932804,1.0830673,1.1170529,0.91440713,1.2498971,0.9199758,0.8948246,1.1365509,1.2344077,0.8311033,1.0466037,1.2957275,1.110913,0.8003055,1.0982227,1.149154,1.2696338,1.1209936,1.1684699,0.87720674,1.0266011,1.0829145,0.9347673,0.96698636,1.0157377,1.1375662,1.1454291,1.1426594,1.2456068,1.098692,1.0855498,0.9427161,0.7491049,0.9891685,1.0054369,0.78088933,0.9060376,1.0150198,0.85830945,1.0881486,0.9526442,0.6608847,0.959883,0.74029046,0.0,1.020225,0.9841161,0.6016057,0.93507653,1.2555543,1.0551329,1.1345657,0.9038014,1.0489242,1.1813097,1.2734535,0.71588063,0.6838323,1.0563166,0.6407522,1.0037321,0.8348196,0.87837195,0.9384273,1.0597659,0.8356853,1.1111865,1.0907311,0.8633255,1.0071678,1.1189128,0.9066583,1.0932813,1.1016558,1.3195822,0.7223977,1.0919799,1.2400498,1.1067672,1.1293664,0.8859709,1.1558949,0.99933934,0.84658897,1.0154864,1.2588958,0.98211074,0.7980647,1.0284435,1.0691587,1.0309293,1.3074039,1.2106494,0.86722016,1.1384945,1.050177,0.9812541,1.151587,0.83580375,0.9102931,0.80384076,1.0047346,1.1329147,1.0250828,0.99509895,1.0858588,0.9765563,0.7195116,0.6271104,1.0836877,0.8432314,0.9446944,1.0940996,1.048754,1.2981137,1.0486221,1.1392623
hair,0.8489588,1.2915411,1.2077386,0.75540507,0.96366084,1.2429364,1.2719747,1.026563,0.80390716,0.8189578,1.2271954,0.81493723,0.80649424,0.8814545,0.9854179,1.0959373,1.1015848,1.3243468,1.3695909,0.8870341,1.2641008,0.95921636,1.0806483,1.1056793,1.34554,1.1943727,0.8582906,0.91747177,1.1583471,1.1805369,0.7601589,0.90107775,1.2052263,1.0824404,0.7078377,1.02076,1.3269209,0.80703294,1.3455566,0.9079226,0.9849043,0.9188061,1.1599383,0.9922367,0.9679837,1.033766,0.9367842,0.2657665,0.93929774,1.0098647,1.2490904,0.8206419,1.4193754,1.1086407,0.7911962,0.7406266,0.8923669,1.020225,0.0,1.0469683,0.8300785,1.2383536,1.0939252,0.5843893,1.2019356,0.6655687,1.3753805,1.0114853,1.24321,0.7849001,0.91650224,1.1286484,0.84938604,0.9463345,1.0283908,1.1247684,1.2614107,1.1151047,0.9933803,1.2543908,0.7910578,0.71352905,0.90266204,0.65740114,0.8828961,1.3400037,1.2633077,1.1945977,1.2336723,0.97744447,1.4181645,1.1567429,1.2776171,1.2101189,0.9054152,1.2360654,1.1160336,1.1916184,0.86755824,0.8942357,0.97103465,0.51767945,1.327671,1.1345401,1.2669296,0.8885819,1.1057141,0.96213424,1.2887576,1.1591196,1.242119,1.0060353,1.3958402,0.89305985,1.1901903,0.86210525,0.5271483,0.79369545,1.2781038,1.0090321,0.83957434,0.90032554,1.4142025,1.2719883,1.199811,0.8617273,0.91779524,1.1997834,1.2094842,0.7481602
hamburger,0.79626274,1.0529134,0.9499747,1.0053791,0.8710003,0.9053911,0.9570915,1.0161217,0.95380235,0.8975793,1.1604863,1.0658503,0.89780694,0.7797827,0.8685493,0.97000843,1.061456,1.1675105,0.98900926,1.1030846,1.0523653,1.0319802,0.98669744,0.9227982,1.2396669,1.0846184,1.2390532,0.960876,1.0615269,1.1033565,1.0684353,0.99463326,0.8236601,1.0040547,1.1248965,1.0174025,1.2790676,0.9248256,1.1808472,0.9095238,0.9523426,1.0944632,1.0567113,1.0011783,1.2371505,0.837934,0.8927256,1.0173305,1.1724983,1.0478103,0.91673386,1.2111695,1.071296,0.8237323,0.8573264,1.1970003,1.1068789,0.9841161,1.0469683,0.0,1.0269212,1.0869987,0.9268654,0.93114,1.1621627,1.0191208,1.106878,1.0454032,1.0106983,1.0559468,0.62677294,1.0928192,0.9095669,0.94181377,0.80637324,1.1623765,1.0745658,1.254914,1.1247413,1.1432753,1.0909276,0.58343786,0.9667114,1.1067454,0.98282415,1.2026825,1.2611012,1.043876,1.0508019,0.95514965,0.9558924,1.1238996,0.8994705,0.73905665,0.89240366,0.8560965,1.1330124,1.1002241,1.0555851,0.8764746,1.0296263,1.0405672,0.97806,1.1972569,1.0298989,1.0366781,0.93363625,0.899866,1.1660268,1.0809824,1.0547202,0.9161183,0.9623461,0.8270074,1.1262553,1.0185319,1.039566,0.94443333,0.9152092,1.2674396,1.129643,1.0027353,1.1605984,0.9572465,0.9861741,0.92985713,0.92601544,1.0603485,1.2321856,1.030034
hand,0.9305676,0.89583266,0.9726976,0.5560842,0.8087612,1.0901817,1.1733745,1.0132233,0.9322306,1.0060437,1.3197404,0.9697832,0.81521654,0.9475153,0.9495868,1.1873311,0.9323418,1.3583555,1.2286663,0.93064344,1.2794592,1.0939559,0.86564404,1.0456797,1.308326,1.3226968,0.8380887,1.0781106,1.1214848,1.3099463,0.98954487,1.031407,1.0121146,0.9626739,0.9435056,0.90671027,1.1848502,1.0126458,1.310375,1.102715,1.1023353,1.0495824,1.0593905,0.9990618,0.7579295,0.8905137,1.0231111,0.8885919,0.27996325,1.1336327,1.2145205,0.6069974,1.1848302,1.1799473,0.7384402,0.85861754,0.6897609,0.6016057,0.8300785,1.0269212,0.0,1.2817243,1.2287838,0.8375343,1.2115762,0.57757187,1.1213952,1.0569006,1.283212,0.7779522,0.8506104,1.049636,0.44250965,1.2030058,1.0354934,1.099636,1.0179844,0.9426352,0.84416544,1.2390736,0.9704361,1.018332,0.7743666,0.84088993,0.7625872,1.2482771,1.2042428,1.331882,1.1014817,1.0271664,1.2635102,1.286202,1.2546682,1.0428276,1.0984299,1.2071081,0.91347337,1.2854155,1.0531576,1.0449992,0.833704,0.69021165,1.1636248,0.95866215,1.2609605,1.0149419,0.87351966,1.0525492,1.2657313,1.2069659,1.0913023,0.9992842,1.0965714,0.94029117,1.1200479,1.1059368,0.7100671,0.9048953,1.3356059,0.590109,0.6665036,0.5191883,1.2174522,1.1909488,1.108051,1.0474443,1.0483885,1.252157,1.0324025,0.97739166
