,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,comb,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,ear,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
slipper,1.405539,0.2925489,0.9843929,0.63948584,0.43913198,0.7399112,0.9702092,1.4475373,1.103516,1.4041185,0.3981011,1.3525043,1.4031609,0.8058933,1.421704,0.563024,1.2101595,0.27689207,0.8319262,1.3807237,0.60334384,1.020174,1.0084165,0.7054443,0.92120916,0.6634506,1.2826272,1.2487831,1.1530396,0.8409643,1.0733817,1.2415864,1.2090329,1.3694627,0.89986145,0.24209094,1.5703124,0.345021,1.0727586,1.2999437,1.0193299,1.2868701,1.2975835,0.81163955,1.1157962,1.1429038,0.571862,0.4442767,1.085059,0.6892503,0.8414873,0.79438686,1.4073749,0.52631354,1.056216,0.65280133,1.1902218,1.0731864,0.5138696,1.2556517,1.3508468,1.4153142,1.417233,1.2597519,1.2930973,0.73272264,1.540895,0.74015796,1.2410476,1.2238852,1.2100291,1.0260738,0.19913328,0.8452345,0.5280671,0.41792327,1.4042618,1.3690923,1.3872377,1.1786473,1.3576148,0.2656808,0.1903323,0.95259506,0.43302274,0.9309399,1.1092993,1.1981374,0.39799267,0.8398826,0.6825192,1.4908617,0.94521016,1.1784445,1.3192143,1.3525875,1.031702,1.0191545,0.23791361,1.3278439,1.1686684,1.3921436,0.0,1.2454548,0.51855636,0.9716935,0.8254716,1.1961278,1.435286,1.5953789,0.6088674,0.3189003,0.31815857,1.1978006,0.6103348,0.77244616,1.4320846,1.2860217,0.81265,0.1283555,1.3190067
snow,0.9184257,1.272318,1.0861343,1.201941,1.3480513,1.1820385,1.0883758,0.72691655,0.7884457,0.6135149,1.1459672,0.89605665,0.75728524,1.0877987,0.7277243,1.1551659,0.8995925,1.2486979,1.2503247,1.0062699,1.3079157,1.0423535,1.2582641,1.3009071,0.90555245,1.2380816,0.8996552,1.053991,1.1234597,1.1142576,0.9891451,0.96080434,1.0715526,0.6933046,1.0579008,1.1978116,0.74520373,1.3089226,1.1103919,0.9281215,1.1126636,1.0216326,0.9774193,0.9984175,0.750921,0.92500937,1.1937804,1.1501133,1.0819923,1.0373297,1.2089097,1.1640502,0.88789034,1.1787258,1.0917842,1.0322436,0.9621638,1.017208,1.2954028,0.8670422,0.76167846,0.85810167,0.7593136,0.9699189,0.7221767,1.2236265,0.7722076,1.3101393,0.9801413,0.9776888,0.83819664,1.1173345,1.2723761,1.2763143,1.2019813,1.1619755,0.9418763,0.76692384,0.6648445,0.8838491,0.82270575,1.2237331,1.3177582,1.1275747,1.1698893,1.2271379,1.179667,1.0592176,1.2751404,1.1754148,1.2175368,0.88797057,1.1483672,0.9184603,0.7158809,0.7394006,0.95543724,0.998287,1.2843566,0.8190177,1.087503,0.7059573,1.2454548,0.0,1.2264107,1.0432204,1.2476263,0.7788913,0.71335876,0.6620053,1.2353312,1.2510145,1.16353,0.83329433,1.2648395,1.0489178,0.8866508,0.918831,1.0721523,1.3213286,0.889218
soap,1.3606567,0.4330637,1.0844338,0.71402323,0.43151903,0.5925336,0.62586987,1.4301375,1.2656269,1.361974,0.7195276,1.1304985,1.4487803,0.6700251,1.4628016,0.39025486,1.0061948,0.29445553,0.6602022,1.050494,0.6519851,1.1281457,0.6844353,0.5154878,0.82446265,0.99906605,1.2525215,0.9049788,0.94275314,0.81789327,0.84066194,1.1659814,0.9936751,1.3504362,0.84370226,0.39166164,1.3673842,0.24924868,0.8846803,1.1871119,0.872242,1.0416014,1.1120118,1.189245,1.2729018,1.3286728,1.015743,0.6810299,0.98969,1.0494593,0.7350108,0.78405976,1.3339078,0.9864395,1.1243466,0.836769,1.2607713,1.3509748,0.7686946,1.1512088,1.427468,1.2916636,1.4200144,1.2124609,1.4073366,0.6781923,1.3226151,0.5769616,1.078616,1.2335172,1.0529823,0.993345,0.6958916,0.75328827,0.9731526,0.54100037,1.2914779,1.3851475,1.462153,1.2883952,1.3449118,0.57530385,0.5422645,0.9961242,0.6274496,0.8996027,0.9945034,1.0921782,0.5255251,0.5046207,0.54488534,1.3140345,0.671524,1.2176085,1.176899,1.4191189,1.1385071,1.2025617,0.4218341,1.2333843,1.061698,1.2770302,0.51855636,1.2264107,0.0,1.0808327,0.76181996,1.2490244,1.4381351,1.3868972,0.4902258,0.7321578,0.82348573,1.1618016,0.65917706,0.48460424,1.2691741,1.2276243,0.7133173,0.55012536,1.241981
sock,0.93330294,1.2414695,0.719257,1.001827,1.0645378,1.0681009,0.9762968,1.1890408,1.0085704,1.046974,1.0922761,0.94591516,0.73321587,1.1748527,0.7765839,1.1732073,0.94723064,1.1720256,1.1290739,0.9476986,1.1289198,0.9082203,0.796648,0.9709663,1.1798636,0.9478865,1.0822409,0.96521753,1.1017966,1.0500506,0.87699354,1.0751741,1.105474,1.0786377,0.8722507,1.1326329,1.0516543,1.1368276,1.1113448,1.0425167,0.9153477,1.0524664,0.95824796,0.95885277,0.91456056,1.0674672,0.7401737,1.1086243,0.9060185,0.6547103,1.0839398,1.0911411,1.0084603,1.0715929,0.5407645,0.9482995,1.1334624,0.72646034,0.97301346,1.0747098,1.1618494,1.0062838,0.9672439,0.8703652,0.85901004,1.2009529,1.0523126,1.0869615,0.8616128,0.7261413,1.0414716,1.1351333,1.0710078,0.8806063,0.9297843,1.2558477,1.0962516,0.9388876,0.9092497,0.8158678,0.8589735,1.1518638,1.0658305,0.67023623,1.2929201,0.9914857,1.10787,1.0824347,1.1755565,1.0764136,1.0722992,1.1082572,1.0531961,0.7497876,0.812734,0.9730718,0.6039325,0.824216,1.1388658,1.2092428,0.9383142,1.033995,0.9716935,1.0432204,1.0808327,0.0,1.1907431,1.1351105,1.0279559,1.084345,1.0274959,0.6860615,1.003963,0.76439476,0.6939119,1.018757,1.0078791,1.1253976,0.7829765,1.1511909,1.1456205
spoon,1.2161576,0.7823056,1.1117494,0.7786001,0.750525,0.74611723,0.8076653,1.1668736,1.2362087,1.3880794,0.86130154,1.2257321,1.4106278,0.6980686,1.3954544,0.7196486,0.9803959,0.7585882,0.48777282,1.1210717,0.59364104,0.8768188,0.7942801,0.8831514,0.94898295,0.99066675,1.1930257,0.9287087,0.62667423,0.67348486,0.9969945,1.1070861,0.6860949,1.3888097,0.8591847,0.75669885,1.3154674,0.70281863,0.81325674,1.1163018,0.780377,1.2696557,1.0446918,1.2134153,1.2779489,1.2998563,0.9872823,0.7433826,0.9593632,1.044132,0.21965015,0.712498,1.1506062,0.9759564,1.1444719,0.90972424,1.290765,1.2537045,0.95259064,0.9812872,1.3481247,1.0988609,1.4214005,0.97440124,1.4731386,0.10332298,1.2368996,0.57240874,1.0629469,1.253498,1.1674628,0.8738373,0.904869,0.5761403,0.9768892,0.86777467,1.1709182,1.2837065,1.4342108,1.3758547,1.2509881,0.63284034,0.6266712,0.82179713,0.76938754,0.81639475,0.38857138,1.028475,0.73905194,0.7238512,0.80493456,1.2815068,0.76719046,1.2066925,0.98956853,1.4326228,1.1066735,1.249133,0.72217345,1.2367994,0.7962368,1.4017533,0.8254716,1.2476263,0.76181996,1.1907431,0.0,1.2367858,1.4194345,1.1755619,0.7198039,0.9060537,0.8816707,1.0623496,0.8065576,0.72790176,1.0477098,1.1797781,0.9593079,0.68638957,1.2684189
stroller,0.9386467,1.163948,0.9861954,1.1077443,1.246131,1.159078,1.2660927,0.94051147,0.9253637,0.7123655,1.1738989,0.99619824,0.83376765,1.0923775,0.787106,1.2133955,1.0121514,1.2428794,1.2984802,1.0130206,1.158473,1.1052142,1.3476446,1.3028575,1.065436,1.1870534,0.9515408,1.1278883,1.0997888,1.1412901,1.0446523,0.978293,1.0554031,0.65679884,1.1187267,1.2331939,0.85281396,1.2958789,1.0840099,0.9411532,1.074292,1.0195771,1.1096196,0.86080474,0.8791042,0.6456575,1.053812,1.2042583,1.1595677,0.9716575,1.3178346,1.1906765,0.8443912,0.9685054,1.0902983,1.2182174,0.6275327,0.9380435,1.0832336,1.0905097,0.69910675,0.9694995,0.5870013,0.9654487,0.7180934,1.303212,0.8765807,1.3005342,0.9840562,0.881797,1.0672418,1.1459025,1.0922257,1.3534985,1.0805507,1.132568,0.908412,0.88411117,0.7264737,0.8603829,0.8789827,1.251118,1.2590947,1.1364146,1.095732,1.2061703,1.2181313,1.0299441,1.1847129,1.2357008,1.1987374,0.93529975,1.1879834,0.9817434,1.0557834,0.7103456,0.97746265,0.9634738,1.270206,0.8777546,1.0953795,0.54880327,1.1961278,0.7788913,1.2490244,1.1351105,1.2367858,0.0,0.5565311,0.81707716,1.2352242,1.1816758,1.1108954,1.0853658,1.3979033,1.1946304,0.98766595,0.8345232,1.1639242,1.1527817,0.8336606
sweater,0.7749989,1.4454093,1.03736,1.3317181,1.5132244,1.2987542,1.3521812,0.6992111,0.7744256,0.48000455,1.3009884,0.8246408,0.41572988,1.3408868,0.47533417,1.4342935,1.0219252,1.4854081,1.4400766,0.9237569,1.4346566,1.1692122,1.3905764,1.3919911,1.1464928,1.1437196,0.80261433,1.0596857,1.1653217,1.261894,1.171807,0.9210354,1.0741911,0.4585932,1.253928,1.49232,0.65274143,1.5359097,1.2309268,0.8511547,1.1410011,0.8514933,1.0836426,0.8577415,0.46363926,0.6406938,1.1062973,1.4006907,1.1947771,1.0744442,1.4809716,1.3406761,0.733479,1.1715969,0.9814793,1.3436377,0.54023004,0.71329963,1.2474635,1.062629,0.47507364,0.816839,0.15187365,0.9346332,0.24287921,1.4999835,0.67317,1.5156941,0.99219376,0.8268959,1.0162815,1.1568866,1.3159314,1.4919958,1.1030167,1.3459527,0.7139367,0.6421162,0.19172573,0.4407618,0.7171942,1.4629688,1.4989898,1.1664262,1.3054986,1.2443699,1.2704754,0.99687696,1.3349862,1.3935523,1.3520147,0.6649966,1.2591249,0.813467,0.99577016,0.14421797,1.0699418,0.6706006,1.4438657,0.72953343,1.194687,0.5984049,1.435286,0.71335876,1.4381351,1.0279559,1.4194345,0.5565311,0.0,0.54829794,1.4783697,1.2921475,1.2930655,1.0169433,1.4441516,1.4488897,0.8735413,0.8045933,1.1515769,1.4604826,0.7258774
table,0.7835963,1.416812,1.0438995,1.3405751,1.452055,1.3633063,1.1119858,0.515747,0.93945086,0.42200434,1.4421022,0.5320127,0.64371574,1.3621379,0.57205737,1.3125869,0.65239596,1.4875288,1.1119584,0.58023703,1.3655213,1.1020815,1.1433954,1.2325888,1.0634909,1.3598905,0.8256068,0.6468613,0.959831,1.2254891,1.0037376,0.8557017,0.8679855,0.46915144,1.0869246,1.5142119,0.26989782,1.4844059,1.0946748,0.8464397,1.1286591,0.7572025,0.82213247,1.1275855,0.8144069,0.8836787,1.3361067,1.4095194,1.0069066,1.248751,1.2794298,1.3600235,0.7173865,1.3744361,1.1179186,1.1613066,0.8709955,0.916305,1.3917515,0.93323684,0.7807545,0.8108782,0.60931885,0.7912653,0.6528063,1.2909853,0.3843705,1.3417041,0.86293924,0.89661777,0.92032087,1.0831503,1.4888606,1.2875499,1.3461503,1.3027172,0.6506609,0.7401263,0.5521444,0.8458899,0.56142825,1.5374045,1.5899153,1.1225733,1.3657451,1.2084379,0.85640585,0.9877139,1.4267831,1.2717516,1.2043176,0.602508,1.2285061,0.9196238,0.8155644,0.62283665,0.9350536,0.97792846,1.5217087,0.7831806,0.99263114,0.6345422,1.5953789,0.6620053,1.3868972,1.084345,1.1755619,0.81707716,0.54829794,0.0,1.3884019,1.5381272,1.465223,0.9363071,1.4755051,1.2087848,0.45978534,0.8517022,1.1267955,1.6218927,0.6236782
tape,1.3606042,0.5077878,1.0784551,0.46143156,0.39377743,0.6957135,0.58133376,1.3399961,1.1656871,1.3509756,0.76064265,1.2330301,1.4386034,0.6874867,1.4360554,0.55274594,0.89844406,0.49292266,0.58992034,1.0492185,0.5636834,0.9897732,0.6344958,0.7405497,0.769829,1.0029814,1.2564759,1.0161558,0.93997836,0.6079097,0.97565436,1.1073527,1.0129259,1.3822618,0.8119717,0.45010102,1.3522451,0.3680309,1.0191463,1.1970646,0.8405153,1.3042433,1.0081328,1.1714532,1.3203928,1.2746352,1.0306929,0.63365835,0.932855,0.99655056,0.7031019,0.705476,1.2907604,0.8935884,1.0213158,0.6363571,1.2934742,1.3586178,0.75170517,1.1409342,1.4529841,1.2361292,1.4560456,1.0933492,1.5355406,0.6683732,1.3910704,0.54708093,1.1024563,1.1077635,1.0423088,0.89323694,0.7006706,0.6247703,1.0617633,0.71803194,1.2658132,1.2153571,1.4935648,1.4532685,1.2451279,0.67605466,0.6397091,0.8765545,0.7063869,1.0570157,0.8388853,1.0518744,0.6919489,0.5349874,0.50903714,1.3861773,0.76605576,1.1973993,0.94644994,1.5084895,1.0923934,1.2389559,0.60975415,1.274167,0.84036386,1.2813773,0.6088674,1.2353312,0.4902258,1.0274959,0.7198039,1.2352242,1.4783697,1.3884019,0.0,0.79272306,0.7739662,1.1216441,0.6975202,0.37024403,1.0313214,1.2761972,0.8060119,0.55310833,1.3427403
toe,1.2636411,0.6624812,0.6388673,0.6958662,0.68203425,0.8536446,0.97492516,1.4779923,1.2087706,1.438434,0.77194464,1.378664,1.2325845,0.8750349,1.3484648,0.80074906,1.2276229,0.6364017,0.99978185,1.389236,0.6019796,0.9782184,0.97412324,0.92080903,1.1118104,0.586272,1.2662585,1.2351332,1.1265442,0.8744873,1.0718883,1.2641405,1.1881986,1.3819972,0.897829,0.6356512,1.5407735,0.69888973,1.0829161,1.2342333,0.8794756,1.2295673,1.1757054,0.6678003,1.001652,0.9853372,0.23686314,0.8191011,1.0405635,0.60805696,0.8913768,0.9425818,1.2270039,0.5309037,0.86563647,0.8168622,1.0025928,0.6273571,0.5423571,1.1937804,1.1925374,1.2893649,1.2882581,1.1341472,1.1503532,0.8766995,1.4720132,0.8604738,1.0633463,1.0976413,1.2532094,1.013134,0.3526975,0.882696,0.42562562,0.7826859,1.3949475,1.2915022,1.2408447,1.0530907,1.2690816,0.60809356,0.42666602,0.9381874,0.83661324,0.845504,1.0959132,1.1714147,0.63827837,0.8586199,0.8818249,1.4406371,0.8148409,1.0402533,1.22618,1.1751499,1.0026628,0.916256,0.4573093,1.339483,1.1384861,1.3372645,0.3189003,1.2510145,0.7321578,0.6860615,0.9060537,1.1816758,1.2921475,1.5381272,0.79272306,0.0,0.36464465,1.0419466,0.680971,0.9202565,1.4111685,1.246491,0.9027232,0.42677593,1.2873853
tooth,1.2878997,0.5999845,0.901823,0.70018846,0.68528813,0.8317977,1.0171338,1.3638608,1.1316198,1.3233874,0.71420485,1.3496206,1.2570801,0.9319632,1.3202136,0.7888509,1.1831704,0.59749687,0.9672481,1.3258328,0.6582648,0.9398294,1.0972762,0.9756449,1.0692046,0.66486657,1.2928317,1.2603731,1.1256299,0.83727264,1.119039,1.1659406,1.1817956,1.3040867,0.74910873,0.4920485,1.4276716,0.70280576,1.1253588,1.3109009,1.0764956,1.2837707,1.1444063,0.7077808,1.0729191,1.0648656,0.4725678,0.710479,1.0394489,0.6329667,0.89000964,0.8726517,1.2646679,0.52807474,1.0998099,0.606987,1.1125693,0.90651345,0.62561965,1.0967366,1.2281809,1.2048824,1.2711897,1.1827279,1.2291234,0.81800693,1.4602876,0.8797435,1.1253579,1.1846049,1.2062824,0.9631046,0.3281001,0.864294,0.4981048,0.6918052,1.3601427,1.245589,1.292755,1.1891265,1.2122291,0.4873135,0.39074713,0.9877901,0.7306475,0.9784944,1.0562755,1.08877,0.6640742,0.9402832,0.7793495,1.4287658,0.97717005,1.1143447,1.1612777,1.2602282,0.9042497,1.0020547,0.45546067,1.2985282,1.140148,1.2618314,0.31815857,1.16353,0.82348573,1.003963,0.8816707,1.1108954,1.2930655,1.465223,0.7739662,0.36464465,0.0,1.059029,0.7640875,0.9245759,1.3424109,1.2366648,0.94439,0.35520947,1.2783494
toothbrush,0.85510504,1.2261163,0.8969182,1.1449252,1.1940439,0.9975832,1.0851933,1.0647523,1.064404,1.0871623,1.1635709,0.94659626,0.8493506,1.0997429,0.9140872,1.1494112,0.8940456,1.2200184,1.1847204,0.9959117,1.1410016,0.69127244,1.0068908,1.1423057,1.1195997,0.9356069,1.0602294,1.0571008,1.0174595,1.0507628,0.92297816,0.75586957,0.98843056,1.0736992,0.90936583,1.0345371,0.9420426,1.2334443,1.1106849,1.1050473,0.98408055,1.0238853,0.88376653,0.95646024,1.1243088,1.0447533,0.89157873,1.1065359,0.7823109,1.0807912,0.9323253,1.0421836,0.9106175,1.0561074,0.80334634,0.7618897,1.0910286,0.74826384,1.093981,0.7732333,1.0975295,0.77424896,1.0335838,0.89680326,0.99259806,1.0102361,0.8847952,1.0908474,0.9700746,0.8885555,0.9146556,1.0270904,1.1421745,1.0781909,0.9712429,1.2221024,1.0593374,0.9990627,1.0399839,1.0260236,0.82406425,0.9943934,0.95346576,0.9212044,1.2146033,0.9566346,1.0667098,1.0176046,1.1807424,1.1239653,1.1488395,1.0288329,1.0884494,0.7692895,0.3075307,1.0670341,0.98035187,1.021931,1.2119755,1.0757477,1.0508057,1.0123938,1.1978006,0.83329433,1.1618016,0.76439476,1.0623496,1.0853658,1.0169433,0.9363071,1.1216441,1.0419466,1.059029,0.0,0.9594024,0.9480989,0.9639492,1.0181432,0.8045418,1.2057266,1.119316
towel,1.1533973,0.7446142,0.90895677,0.815473,0.66142595,0.73730487,0.6600367,1.329966,1.0146759,1.4356091,0.5546937,1.1075644,1.1797884,0.8076165,1.1780627,0.70605844,1.1281961,0.6268993,0.80182624,1.1279223,0.78614104,0.9441732,0.63586515,0.5093812,0.98275644,0.81151664,1.1536425,0.96933115,1.015891,0.8822413,0.88180846,1.0410656,1.0935478,1.38294,0.7875479,0.62225974,1.4701685,0.5785783,0.9311656,1.0848196,0.9416331,1.1437048,1.029484,1.1417966,1.2204896,1.3932712,0.8245845,0.55858994,0.92658067,0.8290195,0.66089344,0.7639032,1.2909838,1.0174798,0.6773422,0.846398,1.3946384,1.1309392,0.79205513,1.0196111,1.4394305,1.1583424,1.3686193,1.1140549,1.270695,0.6668532,1.4057369,0.69062316,1.1728073,1.0570924,1.0304792,0.87271476,0.83718663,0.3506511,0.81643915,0.8581594,1.328578,1.1317297,1.4028003,1.1146216,1.2173209,0.5594023,0.5612162,0.5846765,0.809524,0.7474182,0.8771741,1.1273237,0.7435317,0.8014382,0.7778391,1.32393,0.8866265,1.0188012,1.0870318,1.3838943,0.9333916,0.9679805,0.5994559,1.272187,1.0285192,1.3813937,0.6103348,1.2648395,0.65917706,0.6939119,0.8065576,1.3979033,1.4441516,1.4755051,0.6975202,0.680971,0.7640875,0.9594024,0.0,0.8582989,1.2141631,1.2426035,0.6952824,0.67333925,1.3669012
toy,1.2443846,0.58581066,1.0979939,0.54400647,0.5318699,0.64932585,0.6279807,1.423907,1.2019736,1.2440989,0.9712601,1.2886883,1.3530836,0.61221236,1.3974743,0.62250036,0.68816674,0.54172504,0.6844121,0.97279567,0.6236275,0.9279426,0.74809355,0.9212536,0.8274067,1.1007669,1.2010484,1.0488968,0.8409374,0.75205576,0.7921761,1.1232753,0.87014204,1.3182137,0.7270058,0.52120364,1.1936041,0.5212764,0.88560236,1.066102,0.55552727,1.3439846,1.1317035,1.2774842,1.3554597,1.326903,1.1080328,0.7914648,0.83746946,1.0526623,0.7416274,0.6018124,1.2334144,1.0550288,1.0059495,0.643465,1.2998074,1.3471589,0.8258318,1.1363567,1.3935202,1.2122952,1.44715,1.1190565,1.5684645,0.71680033,1.2978008,0.672142,0.9808503,1.0434215,0.9176561,0.95384425,0.85963416,0.7896304,1.2311964,0.73809755,1.3724915,1.2314371,1.4378226,1.5614794,1.1048553,0.8108946,0.81504494,0.88954955,0.80136424,1.0613958,0.9174606,0.8771021,0.8304347,0.5883509,0.6267064,1.4540608,0.60673916,1.147007,0.75606716,1.5173627,0.87835085,1.4239794,0.7299439,1.3725812,0.9068047,1.1990258,0.77244616,1.0489178,0.48460424,1.018757,0.72790176,1.1946304,1.4488897,1.2087848,0.37024403,0.9202565,0.9245759,0.9480989,0.8582989,0.0,0.9700621,1.2223376,0.8707734,0.7354678,1.2744681
tray,0.98191935,1.2855332,0.98584926,1.140327,1.1687553,1.212943,0.9870222,0.60604006,1.0242633,0.79878557,1.2339274,0.60491174,0.83703727,1.2643194,0.8872297,1.2083894,0.65671337,1.3556066,0.7981517,0.42443377,1.2350695,1.0875924,0.823026,1.0498779,0.98092353,1.2622765,0.94057095,0.85962784,0.9164625,1.0344405,0.97896683,0.85539114,0.8838663,0.8916706,0.99857646,1.3548361,0.56344914,1.2607018,1.0934378,0.91274214,1.0615708,0.95489997,0.68249726,1.1171446,1.0890083,0.96875155,1.150864,1.2274419,1.0020543,1.1874223,1.0073661,1.2040408,0.634016,1.2083938,0.92346084,0.938655,1.0399752,0.8799542,1.2663043,0.9839589,0.97213376,0.8610604,0.9101493,0.6641226,0.9540778,1.0935032,0.81984675,1.0896002,0.9077398,0.88192284,0.906707,1.133407,1.3412524,1.0149771,1.2820177,1.2566378,0.73556924,0.86554515,0.8546926,1.0787606,0.6901543,1.3734804,1.4264878,1.1481546,1.346302,1.2356822,0.7364055,0.97494316,1.2988017,1.1010293,0.9487477,0.77674687,1.1148638,0.942817,0.7538811,0.945333,0.92956764,1.0630969,1.4052695,0.93366563,0.52127254,0.8029729,1.4320846,0.8866508,1.2691741,1.0078791,1.0477098,0.98766595,0.8735413,0.45978534,1.0313214,1.4111685,1.3424109,0.9639492,1.2141631,0.9700621,0.0,0.93608207,1.088291,1.4188893,0.90834886
tree,0.7013014,1.1929365,1.0446842,1.2282643,1.2222393,1.1312412,1.1610444,0.84910756,1.0144948,0.89902914,1.1474651,0.91625637,0.8810948,1.17156,0.9374584,1.0653795,0.95847523,1.1793677,1.180548,0.93702936,1.2780633,1.0839043,1.1280048,1.1923895,0.89862776,1.0643281,0.9371034,1.0277308,1.0659622,1.1767604,1.0505537,0.92185235,1.0434067,0.9272549,1.1352792,1.2262504,0.8122085,1.2135297,0.82934517,0.9631264,1.1394974,0.8091517,0.9942674,1.0641903,1.0289913,0.85104924,1.1428201,1.15658,0.96450883,1.1345932,1.147594,1.1206847,0.71485436,1.0903627,1.07391,1.1530584,0.8203886,0.89917463,1.1480366,0.88705075,0.6743156,0.8245183,0.85349226,0.95320225,0.88748056,1.1775342,0.7371875,1.1574887,0.9286915,1.0236769,0.972518,1.1301897,1.2241468,1.2473071,1.0715941,1.1275276,0.8408774,0.96238136,0.7881881,0.90807205,0.88422287,1.2090483,1.287053,1.2013614,1.1621413,0.9676252,1.1189041,0.9437487,1.2545737,1.1668603,1.2237753,0.7519948,1.0084814,0.97273654,1.0155829,0.8323221,1.0614302,0.9945943,1.2016613,0.8109565,1.0111657,0.7075495,1.2860217,0.918831,1.2276243,1.1253976,1.1797781,0.8345232,0.8045933,0.8517022,1.2761972,1.246491,1.2366648,1.0181432,1.2426035,1.2223376,0.93608207,0.0,1.1068854,1.2686555,0.38506937
vacuum,1.1077738,1.0083054,1.1569347,1.0754865,0.92900765,0.8832706,0.85436195,1.3066465,1.094884,1.1948311,0.7101526,0.8813591,1.0072954,0.954114,1.1053393,0.8611627,0.9626819,0.85806435,1.1626636,0.9481291,1.0198526,0.9221806,0.81541884,0.6873191,0.9864749,0.8404406,1.1756494,0.8030168,1.1804276,1.1291997,0.8409939,0.98894835,1.1633517,1.1065106,0.8850154,0.78966457,1.1039578,0.8123113,1.0377764,1.1207136,0.8474118,0.9438951,1.0177234,0.94400895,1.1197373,1.2918632,0.92757523,0.8421964,1.0600142,0.8093307,0.9928837,0.93363494,1.2176018,1.0217769,0.75076187,0.8716646,1.1925201,1.0862918,0.8946711,1.0329832,1.278049,1.0556971,1.05473,0.9637056,0.97965634,0.9163903,0.94723994,0.9677066,1.1136851,0.8281067,0.92302823,1.215677,1.0741042,0.86083734,0.8875544,1.1003363,1.0833279,1.2523696,1.1502242,0.88253015,1.115558,0.8376699,0.7809571,0.8229754,0.98477024,0.9390824,1.2171738,1.0575778,0.9621519,0.8647777,0.71065193,1.0735909,0.98980594,0.76059914,0.92122453,1.1284976,0.96098316,0.8871565,0.77413696,1.0504619,1.1691108,1.1059879,0.81265,1.0721523,0.7133173,0.7829765,0.9593079,1.1639242,1.1515769,1.1267955,0.8060119,0.9027232,0.94439,0.8045418,0.6952824,0.8707734,1.088291,1.1068854,0.0,0.8381159,1.1298308
watch,1.4152746,0.3139372,1.118879,0.57209253,0.45173234,0.7104381,0.95771056,1.465899,1.09501,1.4517025,0.44475865,1.4255173,1.4266746,0.7233137,1.461551,0.5528997,1.2278454,0.3226453,0.83127654,1.387023,0.4851581,1.0313417,1.0258201,0.7810863,0.91215736,0.56254464,1.246418,1.2667652,1.1435603,0.8122134,1.1051286,1.2550187,1.198927,1.4075146,0.95772153,0.30428278,1.5762887,0.38724697,1.0159887,1.2637838,0.9024626,1.331703,1.3109963,0.7855146,1.1777042,1.0688324,0.64722914,0.47468704,1.11388,0.7540672,0.7658777,0.7394311,1.3492393,0.41525555,1.0232102,0.7083599,1.1079227,1.1264343,0.4336369,1.2353919,1.3095387,1.3809714,1.4411764,1.258225,1.3778096,0.6328815,1.5378358,0.6798831,1.2420775,1.1561207,1.1644436,0.9503695,0.24345946,0.8062649,0.5168495,0.48406452,1.3854232,1.3487284,1.4463998,1.2349904,1.360729,0.29717064,0.20634973,0.92118406,0.4326439,0.88775754,1.0575466,1.143953,0.42130142,0.76595014,0.64932597,1.4883635,0.90105635,1.1734849,1.3144588,1.3881975,1.1206812,1.090718,0.24557471,1.2994041,1.1384925,1.4287825,0.1283555,1.3213286,0.55012536,1.1511909,0.68638957,1.1527817,1.4604826,1.6218927,0.55310833,0.42677593,0.35520947,1.2057266,0.67333925,0.7354678,1.4188893,1.2686555,0.8381159,0.0,1.348463
