,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,comb,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,ear,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
chips,1.053656,0.9812106,0.9038432,0.96976393,0.9306582,0.812387,0.8991422,0.889799,1.2052455,1.1561152,1.2611043,1.0596207,1.1969194,0.90237164,1.1760862,0.91890305,0.9380452,0.9923098,0.42591214,0.93003345,0.731675,0.97741795,0.80491835,1.0437901,0.9830812,1.1837665,1.1086352,1.0575515,0.0,0.87843263,0.91986734,0.9874112,0.08845961,1.1843926,0.88818836,1.0376716,1.0638572,0.94277555,0.95239884,1.0239005,0.98116136,1.0904145,1.0271598,1.2565156,1.2733064,1.1289268,1.1388352,1.0646349,0.82719016,1.1707948,0.7251634,0.91087145,0.98587066,1.1794193,1.1370864,0.99086934,1.1513063,1.160379,1.1480062,1.1068307,1.2133182,0.9947112,1.2092862,0.99373144,1.2988596,0.7141146,1.0979112,0.9384779,0.77552557,1.1519096,1.0793376,0.81291693,1.0902897,0.71758336,1.2639498,0.96066153,0.984139,1.062666,1.2582818,1.3107231,1.0558752,1.121095,1.0979828,0.9567494,0.9021102,0.9817166,0.3696761,0.99109435,1.0189711,0.9857383,1.0305938,1.0431982,0.8659822,1.1706175,0.96006083,1.2875495,1.0283059,1.2308295,1.0771986,1.1392316,0.8159334,1.1328868,1.1530396,1.1234597,0.94275314,1.1017966,0.62667423,1.0997888,1.1653217,0.959831,0.93997836,1.1265442,1.1256299,1.0174595,1.015891,0.8409374,0.9164625,1.0659622,1.1804276,1.1435603,1.1305623
clock,1.1589808,0.7806058,1.019473,0.6063953,0.6096388,0.892318,0.7440132,1.1576201,1.2246721,1.1802493,0.92500156,1.2726734,1.3410687,0.805943,1.2548859,0.8684843,1.027759,0.74231184,0.668017,1.1309669,0.7708438,0.7796068,0.8171841,0.8876912,0.96777666,1.0640045,1.1973317,1.0947686,0.87843263,0.0,0.986208,0.9690064,0.9053713,1.2296783,0.74897605,0.7406911,1.2543099,0.70303726,1.0283537,1.1817359,0.98151815,1.126998,0.97538185,1.183224,1.1448908,1.197284,1.009096,0.8468859,0.91403466,1.0569763,0.6292831,0.79399776,1.1476876,0.98648244,1.2132986,0.82292163,1.2110944,1.227756,1.0370964,0.98163235,1.2992883,1.0858226,1.2804596,0.9484751,1.3691716,0.671285,1.26905,0.56266886,1.0566481,1.28818,1.1333572,0.9843077,0.81575704,0.795619,1.0627652,0.8365376,1.1612233,1.1207533,1.2895497,1.3633832,1.1799803,0.7523538,0.7579219,0.9283166,0.84630954,0.90358305,0.76097906,1.073765,0.8020909,0.6946502,0.84641457,1.2311587,0.8230947,1.2075485,0.9957973,1.2873918,1.0676755,1.2758285,0.83002055,1.1996444,0.7559287,1.2114022,0.8409643,1.1142576,0.81789327,1.0500506,0.67348486,1.1412901,1.261894,1.2254891,0.6079097,0.8744873,0.83727264,1.0507628,0.8822413,0.75205576,1.0344405,1.1767604,1.1291997,0.8122134,1.170471
closet,1.1183531,0.9620402,1.0452042,1.0840337,0.912464,0.8715816,0.86327136,1.1273581,1.1601291,1.0401323,1.0445223,0.98676926,1.0101086,0.99493515,1.0733806,0.9956846,0.76990163,0.94375014,0.91553336,0.84671515,1.0340183,0.9727423,0.8756328,0.86912477,1.0414059,1.0487738,1.1129025,0.9218299,0.91986734,0.986208,0.0,1.0185299,0.90765285,1.0650663,0.8533487,0.9179163,0.9560652,0.946007,0.93154633,1.0238206,0.8980568,0.9600921,0.98929083,1.0934558,1.14385,1.1994953,1.1019466,1.003687,0.82155424,1.0444392,0.95420253,0.9517345,1.1716845,1.1648719,0.98373914,0.93400496,1.1656549,1.176394,1.0169398,1.0743645,1.1642232,0.97960955,1.0905466,1.1230828,1.1619587,0.986483,1.0753512,0.9548826,0.9797534,1.0162926,1.0729407,1.0494369,1.1141688,0.9281606,1.0956013,0.9683609,1.0830659,1.0317862,1.1524748,1.1221564,1.0051129,1.0542498,1.041817,0.9275973,1.0474674,1.0017046,1.0014976,0.94648325,1.0416424,0.8583554,0.9516509,1.0785967,0.90676016,0.9941016,0.86577404,1.2058799,0.963035,1.0907373,0.9961075,1.1198694,0.9225219,0.9844963,1.0733817,0.9891451,0.84066194,0.87699354,0.9969945,1.0446523,1.171807,1.0037376,0.97565436,1.0718883,1.119039,0.92297816,0.88180846,0.7921761,0.97896683,1.0505537,0.8409939,1.1051286,1.0685846
comb,0.91443783,1.1719416,0.99658686,1.2200446,1.1621692,1.0928607,0.97943646,0.8081231,1.0653989,0.8877885,0.96195614,0.7591146,1.051122,1.2216713,0.95846814,1.1326125,0.94708365,1.1610265,0.9939196,0.8943405,1.263224,0.9646481,1.0200156,0.90499556,0.9156337,1.1397722,0.8992976,0.88476425,0.9874112,0.9690064,1.0185299,0.0,0.9604529,0.90452,0.89621013,1.0947855,0.7953496,1.1495311,0.9967395,0.9828275,1.1896607,0.8855814,0.86184824,1.0338511,1.0223091,0.990114,1.2025558,1.022341,0.93933505,1.2053069,0.948149,1.1435229,0.91698784,1.1918019,1.0795738,0.9854399,0.9636623,1.0607084,1.1992505,0.80611163,0.94294274,0.79745525,0.9789703,0.9011229,1.00051,1.0381547,0.82389474,1.0462766,1.0280355,1.127329,0.8410814,1.0356947,1.2433472,1.0675609,1.072501,1.0878091,0.84102094,0.99441797,0.98020184,1.0031435,0.954805,1.0295103,1.1036158,1.0794468,1.1040044,0.97027856,1.0099009,1.0423311,1.1975212,1.0936513,1.0794736,0.88232946,1.0303632,1.039318,0.777516,0.9478533,1.0244868,1.1171135,1.1683997,0.896193,0.92272824,0.92637277,1.2415864,0.96080434,1.1659814,1.0751741,1.1070861,0.978293,0.9210354,0.8557017,1.1073527,1.2641405,1.1659406,0.75586957,1.0410656,1.1232753,0.85539114,0.92185235,0.98894835,1.2550187,0.86188054
corn,1.0528843,1.0229354,0.92224836,1.0311309,0.989731,0.84384894,0.91803586,0.84101933,1.2079976,1.0948814,1.2915196,1.0365107,1.14402,0.9679516,1.1122139,0.9379641,0.89242804,1.0391701,0.44969463,0.8868833,0.8305886,1.0076439,0.84170175,1.0742092,0.9647213,1.1936978,1.0527031,1.0448247,0.08845961,0.9053713,0.90765285,0.9604529,0.0,1.1349773,0.9482974,1.087666,0.9825709,0.99436235,0.943786,0.9724559,0.9944448,1.0687387,1.0360943,1.2210226,1.2424095,1.0866491,1.1494328,1.129225,0.8545442,1.1907251,0.80228513,0.97750145,0.956904,1.2223444,1.1365407,1.0240017,1.1280134,1.1227095,1.2083848,1.1121258,1.1496489,0.9702427,1.1148281,0.9844843,1.2360635,0.7931901,0.9981515,1.013454,0.8232434,1.1713555,1.0491354,0.88149524,1.1417973,0.804398,1.2933725,0.9894305,0.93911177,1.0248682,1.1728262,1.272882,0.986244,1.1751798,1.1592396,0.9743811,0.9524739,1.0513687,0.3950522,0.97388166,1.0681684,1.0420946,1.0712515,0.99170625,0.9180638,1.0976685,0.9686276,1.1915841,1.0338004,1.2286096,1.1394479,1.1237733,0.819595,1.0539092,1.2090329,1.0715526,0.9936751,1.105474,0.6860949,1.0554031,1.0741911,0.8679855,1.0129259,1.1881986,1.1817956,0.98843056,1.0935478,0.87014204,0.8838663,1.0434067,1.1633517,1.198927,1.0875621
couch,0.835218,1.3242888,1.1165646,1.2335916,1.4211371,1.2829536,1.2414677,0.682339,0.72427946,0.17123842,1.2584481,0.6391254,0.64335334,1.2509396,0.2748804,1.348468,0.9836516,1.4025322,1.3571824,0.8713121,1.3675119,1.197221,1.3450575,1.2700508,1.1072497,1.295152,0.77820945,0.7580924,1.1843926,1.2296783,1.0650663,0.90452,1.1349773,0.0,1.2038321,1.3960093,0.557012,1.4393322,1.1026539,0.82723224,1.1961294,0.775817,1.0065627,0.9694071,0.5732678,0.84424305,1.2790705,1.3021536,1.2060826,1.0647337,1.487188,1.3077158,0.883323,1.2160602,1.0975902,1.2700951,0.8125226,1.0162576,1.2970072,1.0503834,0.6402175,0.8695075,0.46533424,0.949345,0.44251812,1.4535613,0.52145696,1.446451,0.96964216,0.7871358,0.98519564,1.0216693,1.3182206,1.4136857,1.3045973,1.2275823,0.6893071,0.6129305,0.5008712,0.6780943,0.7990763,1.4349468,1.4912167,0.89057875,1.1948113,1.2359593,1.2712073,0.97096205,1.3280795,1.3312161,1.2275854,0.70516014,1.3369467,0.97655034,1.0354667,0.5595487,0.9157552,0.8259331,1.4290426,0.695743,1.1659669,0.5861845,1.3694627,0.6933046,1.3504362,1.0786377,1.3888097,0.65679884,0.4585932,0.46915144,1.3822618,1.3819972,1.3040867,1.0736992,1.38294,1.3182137,0.8916706,0.9272549,1.1065106,1.4075146,0.6922201
cracker,1.1176499,0.97105545,0.9368338,0.7881905,0.8562081,0.8775275,0.67799014,1.1931639,1.1069565,1.1752357,1.041843,0.92738575,1.2459165,0.90870976,1.1950012,0.8683851,0.94212127,0.89990056,0.81794775,0.9435521,0.8405746,0.8771494,0.88983667,0.8758544,1.0832084,1.1122519,1.2255127,0.87920344,0.88818836,0.74897605,0.8533487,0.89621013,0.9482974,1.2038321,0.0,0.8892959,1.054178,0.9075375,0.9194907,1.1475372,0.8717674,1.046906,0.946303,1.2059706,1.098253,1.3069377,0.98404855,1.030842,0.8661295,0.7020309,0.7893002,0.9289254,1.2538598,1.110592,1.1230538,0.8577754,1.2805015,1.1965448,0.98864293,1.0607916,1.3351765,1.0670435,1.2355161,1.0597928,1.2887452,0.80723697,1.1603361,0.79199564,0.9611454,1.1486592,1.1332449,0.93381864,0.9574601,0.7259125,1.0867673,0.9874735,1.233558,1.1509005,1.275564,1.277869,1.1411203,0.90035844,0.84459525,0.89568794,1.011227,0.98850477,0.877059,1.060953,0.9572779,0.79272383,0.7550253,1.2986653,0.8478798,1.1237679,0.87869,1.2960618,0.6018373,1.2008944,0.90185064,1.2372878,0.8982949,1.1123445,0.89986145,1.0579008,0.84370226,0.8722507,0.8591847,1.1187267,1.253928,1.0869246,0.8119717,0.897829,0.74910873,0.90936583,0.7875479,0.7270058,0.99857646,1.1352792,0.8850154,0.95772153,1.1215692
crayon,1.3932333,0.21752197,1.1062503,0.65154463,0.33914995,0.63916856,0.8492762,1.4073508,1.1973764,1.3827229,0.4721865,1.3331103,1.4832585,0.76842165,1.5141611,0.44659948,0.98993444,0.16940576,0.701707,1.2782717,0.6794915,0.92147505,0.8588413,0.6193687,0.75011104,0.86331266,1.3525076,1.1984464,1.0376716,0.7406911,0.9179163,1.0947855,1.087666,1.3960093,0.8892959,0.0,1.4748173,0.20753527,0.9871981,1.3679645,1.1061257,1.2672094,1.1900433,1.0662553,1.2593862,1.3148339,0.8400863,0.38635862,0.9300989,0.9936501,0.6951065,0.7151018,1.4375405,0.79431933,1.2415326,0.48374152,1.3104479,1.3176575,0.66899335,1.1060685,1.4182357,1.3213233,1.5036702,1.2789526,1.4902406,0.61479735,1.4913559,0.6263118,1.2349144,1.342181,1.1017787,1.0339245,0.42242068,0.8069325,0.7657007,0.36523217,1.3804686,1.3705273,1.4954467,1.386583,1.2853036,0.20819467,0.24308789,1.004841,0.39569938,0.94185627,1.0281824,1.0919416,0.47159123,0.7647702,0.6364564,1.444626,0.9144986,1.2480303,1.0854073,1.4895698,1.2179618,1.2233764,0.33999836,1.3221786,1.0759181,1.2990716,0.24209094,1.1978116,0.39166164,1.1326329,0.75669885,1.2331939,1.49232,1.5142119,0.45010102,0.6356512,0.4920485,1.0345371,0.62225974,0.52120364,1.3548361,1.2262504,0.78966457,0.30428278,1.2798946
crib,0.77769244,1.4241817,1.0569049,1.3863094,1.4592137,1.3435845,0.9825705,0.5466553,0.9398209,0.4428805,1.3883829,0.49651724,0.68104565,1.289573,0.60544693,1.2225456,0.64378226,1.4522358,1.1862166,0.569924,1.4224763,1.0871997,1.1073271,1.1718091,1.0127412,1.3233136,0.80855966,0.5936202,1.0638572,1.2543099,0.9560652,0.7953496,0.9825709,0.557012,1.054178,1.4748173,0.0,1.4430135,1.0183072,0.8185569,1.099079,0.7349009,0.80077124,1.1050966,0.8803663,0.9275177,1.3546119,1.4200022,0.9485224,1.2239488,1.2974964,1.2655376,0.7588461,1.333889,1.12137,1.2091238,0.8779826,1.0024565,1.304402,0.95800984,0.72020113,0.6633996,0.704654,0.91012955,0.7623479,1.3413825,0.36344677,1.2942436,0.8920125,0.89851284,0.9007249,1.1271584,1.4938473,1.2491709,1.3274739,1.2968185,0.61649907,0.73410475,0.6469425,0.9023352,0.59698975,1.5100377,1.5499041,1.1269027,1.408686,1.1107036,1.0968161,0.92906207,1.4167726,1.1173353,1.1278614,0.5664593,1.1507238,0.9188767,0.8306923,0.7433562,0.9129477,0.9897407,1.4788132,0.7387469,0.9745478,0.56645405,1.5703124,0.74520373,1.3673842,1.0516543,1.3154674,0.85281396,0.65274143,0.26989782,1.3522451,1.5407735,1.4276716,0.9420426,1.4701685,1.1936041,0.56344914,0.8122085,1.1039578,1.5762887,0.595404
cup,1.458655,0.24642038,1.1116252,0.63169724,0.27764308,0.6347369,0.62938035,1.3580267,1.2659737,1.4306418,0.552775,1.2950157,1.5249814,0.7420193,1.5509298,0.2824546,1.0259131,0.06879449,0.5067229,1.1664388,0.6130144,1.0705009,0.5291091,0.42709982,0.695015,0.95288336,1.3222778,1.0360277,0.94277555,0.70303726,0.946007,1.1495311,0.99436235,1.4393322,0.9075375,0.20753527,1.4430135,0.0,0.9153171,1.2708619,1.023527,1.1662716,1.1699932,1.1963255,1.28016,1.3343285,0.98379713,0.5570962,0.9647355,1.0492882,0.6679482,0.8052629,1.340919,0.8913982,1.1918532,0.7121962,1.3009399,1.3843367,0.7332918,1.1363864,1.4719272,1.3225856,1.5500917,1.1470995,1.5407176,0.60218376,1.4229887,0.50911844,1.1118466,1.3618636,1.1124454,1.0115398,0.51525754,0.6548047,0.8556004,0.3485284,1.2849615,1.396146,1.5210485,1.407608,1.3401461,0.39954543,0.3913113,1.0107876,0.47115213,0.9180941,0.8903495,1.2003592,0.48011982,0.6234679,0.605247,1.3087093,0.757275,1.3035505,1.2482541,1.5028033,1.2108259,1.223614,0.29879725,1.2646315,0.93524563,1.3391339,0.345021,1.3089226,0.24924868,1.1368276,0.70281863,1.2958789,1.5359097,1.4844059,0.3680309,0.69888973,0.70280576,1.2334443,0.5785783,0.5212764,1.2607018,1.2135297,0.8123113,0.38724697,1.2433119
deer,0.97191966,0.9244401,1.0720699,1.0934672,0.98781747,0.914008,0.80025023,1.1635994,1.0871003,1.0953976,0.9437493,1.0031787,1.1545405,0.7771623,1.1419251,0.8808597,0.94774437,0.90723276,0.9032899,0.9420816,0.9491788,1.0603269,0.9329159,0.8903582,1.0229474,0.98781174,0.97420245,0.8676118,0.95239884,1.0283537,0.93154633,0.9967395,0.943786,1.1026539,0.9194907,0.9871981,1.0183072,0.9153171,0.0,0.8433912,0.82075965,1.0019455,0.9849511,1.144439,1.1426637,1.1903589,1.1107104,0.9757274,0.8831345,1.04395,0.82434285,0.82289696,1.0548223,1.141974,1.0481423,1.0796442,1.1045582,1.1694427,0.9959984,0.99756616,0.88071394,1.1225655,1.2130673,1.1187608,1.26587,0.808002,1.0217632,0.89464515,1.0455692,1.1045293,0.9990538,0.9248545,1.1026471,0.8199419,0.9821119,0.9299772,1.1273706,1.1155747,1.225084,1.18908,1.1190007,0.9479219,0.9842311,0.9687533,0.99957615,0.7421141,0.9438578,0.8691408,0.96118355,0.8135209,0.9301369,1.0996177,0.8191334,0.99988884,1.1089501,1.2283118,1.0111222,1.1635633,0.9810027,1.1144273,0.99907786,1.0786514,1.0727586,1.1103919,0.8846803,1.1113448,0.81325674,1.0840099,1.2309268,1.0946748,1.0191463,1.0829161,1.1253588,1.1106849,0.9311656,0.88560236,1.0934378,0.82934517,1.0377764,1.0159887,0.92382675
dog,0.5634329,1.2095671,0.934579,1.0892488,1.2254089,1.1295161,1.0728968,0.9535276,0.918135,0.8692267,1.2045957,0.9418763,0.9344405,0.6861159,0.8389997,1.1374614,1.0540282,1.2289487,1.141832,0.9803301,1.0351609,1.2246628,1.059713,1.1793103,1.0516299,1.1889191,0.1129334,0.91301686,1.0239005,1.1817359,1.0238206,0.9828275,0.9724559,0.82723224,1.1475372,1.3679645,0.8185569,1.2708619,0.8433912,0.0,0.7493042,0.92531455,1.0772644,1.0985765,0.9313662,0.9583596,1.215347,1.1959962,1.0903263,1.0453581,1.1341597,0.88366985,0.786358,1.190313,0.7571843,1.2376455,0.86771107,1.0046592,1.1269959,1.0061932,0.7187096,1.0284009,0.8380117,0.90855306,0.81606686,1.1706494,0.72563505,1.1188871,0.92611015,0.8888343,0.9512059,0.88754255,1.248041,1.1089356,1.2194772,1.1634434,0.96511775,0.5711497,0.8258674,0.8751985,1.0074214,1.2969172,1.3569508,1.0832405,1.2127848,1.0842853,1.0750092,0.9274159,1.1951208,1.0431598,1.2025563,0.9366346,0.83415455,0.95372295,1.1218002,0.84036475,0.8439541,1.0579789,1.2621994,0.9126097,1.0114633,0.9413994,1.2999437,0.9281215,1.1871119,1.0425167,1.1163018,0.9411532,0.8511547,0.8464397,1.1970646,1.2342333,1.3109009,1.1050473,1.0848196,1.066102,0.91274214,0.9631264,1.1207136,1.2637838,0.8633316
doll,1.0106792,1.0248923,1.0489036,0.8172325,0.9796883,0.9727158,0.79469377,1.3875189,1.0426408,1.2108042,1.0247928,1.1467232,1.0731529,0.645281,1.1885715,1.06252,0.84513974,1.0266097,1.026773,0.9452853,0.670312,1.0190983,0.88471323,1.0891399,1.1548342,0.8795635,0.9595087,1.0034463,0.98116136,0.98151815,0.8980568,1.1896607,0.9944448,1.1961294,0.8717674,1.1061257,1.099079,1.023527,0.82075965,0.7493042,0.0,1.158865,1.1144164,1.0460163,1.1560155,1.1378112,0.93638694,1.0161017,0.9306413,0.89090157,0.9725439,0.72702366,1.0617757,0.9573191,0.6191927,1.0488142,1.0085939,1.0167853,0.75383294,1.133649,1.1801435,1.1664553,1.1029986,0.9370309,1.1625152,0.8973354,1.1005464,0.9469722,0.9511379,0.6399863,0.9066988,0.97293997,1.016708,0.84023786,1.040862,1.1228818,1.2627093,1.0634098,1.1133469,1.1187962,1.0264634,1.1138557,1.0528432,0.84476495,1.091743,0.8963166,0.988857,0.7888204,0.9615487,0.72488594,0.8213326,1.2877407,0.6036779,0.86727846,1.0540301,1.104447,0.83840966,1.1025711,0.94663006,1.2221773,1.053388,1.2646313,1.0193299,1.1126636,0.872242,0.9153477,0.780377,1.074292,1.1410011,1.1286591,0.8405153,0.8794756,1.0764956,0.98408055,0.9416331,0.55552727,1.0615708,1.1394974,0.8474118,0.9024626,1.2154773
door,0.89564264,1.2225056,1.0053694,1.3222582,1.1957229,1.225147,1.0451168,0.6737058,0.9622809,0.8635745,1.1330818,0.6394972,0.9840351,1.2222334,0.90430474,1.1413445,1.135497,1.1764212,1.1404362,0.8953033,1.2726828,1.0097895,0.95490843,0.69906497,1.1468258,1.0908684,0.88022554,0.6697395,1.0904145,1.126998,0.9600921,0.8855814,1.0687387,0.775817,1.046906,1.2672094,0.7349009,1.1662716,1.0019455,0.92531455,1.158865,0.0,0.7109388,1.1294972,0.9228054,0.946401,1.1805075,1.2868044,1.0672723,1.1580803,1.1896205,1.2916771,0.9103165,1.1638567,1.1405042,1.3155603,0.9144726,0.99919766,1.2294815,0.78467286,0.91126174,0.8086618,0.8407726,0.8738012,0.74165326,1.2539738,0.5284371,1.0026215,0.9432671,1.061647,0.92954046,1.0986118,1.2679136,1.1399264,1.1342194,1.1269172,0.67149377,1.0670286,0.8842971,0.69612104,0.995945,1.2541276,1.2403426,1.1877733,1.1824489,0.9613444,1.1222245,1.0777626,1.1785502,1.0585914,1.1029253,0.39589387,0.9890258,1.0855818,1.1022379,0.80334723,1.0852559,0.9191906,1.147875,0.43206346,1.0490452,0.9173751,1.2868701,1.0216326,1.0416014,1.0524664,1.2696557,1.0195771,0.8514933,0.7572025,1.3042433,1.2295673,1.2837707,1.0238853,1.1437048,1.3439846,0.95489997,0.8091517,0.9438951,1.331703,0.5555361
drawer,1.0007797,1.3222915,0.87981707,1.0871317,1.1442907,1.2515676,0.87741685,0.7293514,1.0444305,0.9823017,1.0257776,0.5992364,1.0121965,1.163065,0.9717683,1.0764638,0.8627239,1.2631395,0.888374,0.5916953,1.2735425,0.8831917,0.7724893,0.8309592,1.0062512,1.1311456,1.0767871,0.82953215,1.0271598,0.97538185,0.98929083,0.86184824,1.0360943,1.0065627,0.946303,1.1900433,0.80077124,1.1699932,0.9849511,1.0772644,1.1144164,0.7109388,0.0,1.0938154,1.1609346,1.0092615,1.014703,1.1354691,0.9943218,1.2317945,0.8611921,1.208263,0.9228722,1.1280413,1.0018715,1.0447088,1.1405151,0.9222621,1.2309439,0.7080569,1.1689057,0.73293763,1.0505238,0.8106357,1.0648389,0.93560284,0.83467615,0.92517704,0.93302584,1.0304763,0.8114668,1.0958881,1.2273668,0.9452632,1.1263834,1.2074664,0.63867664,1.1130828,1.100526,1.0721965,0.8221048,1.0979908,1.1718599,1.0296254,1.3131332,1.0646864,0.84612405,1.0227203,1.2084886,0.98803544,0.86858594,0.67440414,1.1442283,0.93489736,0.8237678,1.1082635,1.1016392,0.96771,1.3317991,0.8420887,0.6862736,0.9293698,1.2975835,0.9774193,1.1120118,0.95824796,1.0446918,1.1096196,1.0836426,0.82213247,1.0081328,1.1757054,1.1444063,0.88376653,1.029484,1.1317035,0.68249726,0.9942674,1.0177234,1.3109963,0.9582342
ear,1.0319651,1.0636675,0.92753834,1.0912154,1.1443733,1.0254838,1.3045423,1.1130195,1.0248426,1.0478204,0.89023423,1.1530178,0.8193332,1.127962,0.94764405,1.2297873,1.1258315,1.1230543,1.324561,1.1391714,1.0255778,1.0378001,1.2758278,1.1956089,1.2085706,0.63337034,1.0485663,1.2329284,1.2565156,1.183224,1.0934558,1.0338511,1.2210226,0.9694071,1.2059706,1.0662553,1.1050966,1.1963255,1.144439,1.0985765,1.0460163,1.1294972,1.0938154,0.0,0.8898664,0.70338726,0.589236,1.0198042,1.1429837,0.7275108,1.2651308,1.145425,1.0127636,0.57426083,0.8915207,1.0069436,0.7006059,0.61220473,0.7410062,1.0736898,0.7480968,0.9780539,0.8612862,1.132982,0.7861843,1.2366018,1.1126665,1.2229295,1.0711229,0.8201115,1.0476631,1.0948577,0.7371551,1.2693653,0.49265152,1.0688068,1.0168061,0.96724814,0.87731165,0.79460275,0.9630953,1.0096412,0.8950452,1.1123385,1.0455575,1.0128343,1.238229,1.0261334,0.9896057,1.2251621,1.037811,1.0807041,1.2246227,0.8192192,1.019182,0.7936948,1.0326482,0.6988944,0.88007927,1.0580921,1.168206,0.9963196,0.81163955,0.9984175,1.189245,0.95885277,1.2134153,0.86080474,0.8577415,1.1275855,1.1714532,0.6678003,0.7077808,0.95646024,1.1417966,1.2774842,1.1171446,1.0641903,0.94400895,0.7855146,1.1391249
elephant,0.90807354,1.2045133,1.0932968,1.1363127,1.2499657,1.1753894,1.2459637,0.82633364,0.7613983,0.62891626,1.1244576,0.903645,0.70338833,1.1705285,0.6411169,1.2265686,1.2294366,1.2149736,1.3163537,1.1357337,1.2015787,1.1289034,1.278729,1.1542877,1.0570526,1.087578,0.8506751,0.9725588,1.2733064,1.1448908,1.14385,1.0223091,1.2424095,0.5732678,1.098253,1.2593862,0.8803663,1.28016,1.1426637,0.9313662,1.1560155,0.9228054,1.1609346,0.8898664,0.0,0.88008255,1.0314906,1.2499859,1.1447562,0.85801166,1.3107765,1.2423193,0.99150395,1.0710703,1.0662575,1.2239304,0.7991525,0.9276664,1.1410825,1.0932391,0.63701636,1.0293347,0.5295606,0.9852441,0.38105094,1.3243511,0.85364985,1.2713906,1.0673748,0.9744101,1.0888535,1.0475426,1.075482,1.3042331,0.93614024,1.1275392,0.8684131,0.70568144,0.43430734,0.42131913,1.0057111,1.2050164,1.2224172,1.1206193,1.101579,1.1337142,1.258116,1.1339713,1.146128,1.2262092,1.2667054,0.85156536,1.214991,0.98638594,1.1145147,0.38785315,1.0065079,0.6082737,1.1571541,0.81780076,1.1467252,0.8297482,1.1157962,0.750921,1.2729018,0.91456056,1.2779489,0.8791042,0.46363926,0.8144069,1.3203928,1.001652,1.0729191,1.1243088,1.2204896,1.3554597,1.0890083,1.0289913,1.1197373,1.1777042,0.81172615
face,0.8557272,1.2249773,0.9873501,1.156552,1.2961092,1.2061062,1.2859101,0.79946434,0.8537354,0.8287267,1.1994507,1.0081073,0.8111759,1.3215485,0.8504446,1.2728238,1.1176889,1.2898052,1.2961193,1.0061136,1.176594,1.0397636,1.2702448,1.3070267,0.9903499,0.85818136,0.8177045,1.2101399,1.1289268,1.197284,1.1994953,0.990114,1.0866491,0.84424305,1.3069377,1.3148339,0.9275177,1.3343285,1.1903589,0.9583596,1.1378112,0.946401,1.0092615,0.70338726,0.88008255,0.0,0.91921,1.1954656,1.2031535,1.0107558,1.2728215,1.2422326,0.63294566,0.5661724,0.9879035,1.2325158,0.36747265,0.6839298,0.91491294,0.92409664,0.5871697,0.98421586,0.6971898,1.0054389,0.72224605,1.3437524,0.8997934,1.2637197,0.9723196,0.86659104,0.97818476,1.0477976,1.0040737,1.3759252,0.812395,1.14218,0.8278768,0.88859797,0.6920679,0.7705678,0.90193415,1.2562792,1.223427,1.2493298,1.1833032,1.2012731,1.1856508,1.0457761,1.2315301,1.2651949,1.2252016,0.75722206,1.2075841,0.96097434,1.0249714,0.5954133,1.0779597,0.9075171,1.2025325,0.796255,1.0428499,0.6968827,1.1429038,0.92500937,1.3286728,1.0674672,1.2998563,0.6456575,0.6406938,0.8836787,1.2746352,0.9853372,1.0648656,1.0447533,1.3932712,1.326903,0.96875155,0.85104924,1.2918632,1.0688324,0.83269215
finger,1.1501409,0.89445865,0.59660447,0.8875864,0.8975373,0.997309,1.1155714,1.2929187,1.1317495,1.3386694,0.84309125,1.2458141,1.0547241,1.0315244,1.2374989,1.0516723,1.1425006,0.93496317,1.0694492,1.2008926,0.815061,0.95631623,1.0288762,1.035553,1.2499864,0.5766805,1.2229613,1.2595406,1.1388352,1.009096,1.1019466,1.2025558,1.1494328,1.2790705,0.98404855,0.8400863,1.3546119,0.98379713,1.1107104,1.215347,0.93638694,1.1805075,1.014703,0.589236,1.0314906,0.91921,0.0,0.88735944,1.0343735,0.7088237,0.9867169,1.0407704,1.0138338,0.5703477,0.7820127,0.7967088,0.98948175,0.29465055,0.669859,1.1854831,1.1201897,1.1465777,1.1136857,0.93561035,1.0241054,0.9885448,1.3283789,1.05598,1.0855523,0.9965565,1.2164376,1.0973672,0.5347493,0.96506935,0.48139298,0.98116505,1.2420628,1.1771392,1.0960618,1.0262426,1.0280428,0.7492268,0.60496795,1.04209,1.0109053,0.91263896,1.0369046,1.0841173,0.7905156,1.0716624,0.9745362,1.2871319,1.0147022,0.8946885,1.1348177,1.051908,1.0275106,0.86455363,0.73847413,1.2708385,1.0411909,1.2265252,0.571862,1.1937804,1.015743,0.7401737,0.9872823,1.053812,1.1062973,1.3361067,1.0306929,0.23686314,0.4725678,0.89157873,0.8245845,1.1080328,1.150864,1.1428201,0.92757523,0.64722914,1.2136462
