,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sprinkler,0.84770286,0.975727,1.1817565,1.0759153,1.199715,1.1400124,1.150378,1.1332729,1.0670843,1.1127725,1.0280643,0.90127075,1.0780163,0.9254795,1.0903984,1.1441556,1.09504,1.1396284,1.1594609,0.91050804,1.0235087,1.0727608,1.0463253,1.0739884,0.9907322,1.1030366,0.78756607,0.92629975,0.96001184,1.1815909,0.97674346,0.9023096,0.8275082,1.0653054,0.9309195,1.0320227,0.87593853,1.191556,0.90490997,1.1257962,0.72198284,0.7634622,0.7935339,0.9484655,0.9780296,0.9324158,0.8797968,1.1202142,0.9701166,1.0391643,1.0779946,0.9105332,0.99611074,1.2017441,1.2385281,0.92752695,1.0778503,1.1323854,0.9553495,1.0755882,1.0277262,1.0881672,1.0287724,1.1637738,1.062701,1.0424422,1.0858877,0.8522223,1.0751892,1.1367596,0.82244897,1.1115363,0.9117483,1.0029857,0.89768106,0.8100939,0.8403509,0.9443159,1.1661718,1.0105094,1.1922436,1.0092376,1.1380206,0.97566545,0.96134394,1.1009796,1.0770049,1.0235612,1.2253866,1.2044075,0.90825844,1.1254863,1.0520285,0.9642821,0.9379386,1.0505378,0.72853816,1.1173903,0.9299619,1.041568,0.99067676,0.89174956,0.97182894,1.0671687,1.0662073,1.080571,1.0191826,1.0415268,1.0578753,1.0612961,1.072151,1.1483605,1.1473556,0.9496169,0.9543223,1.0261534,1.0036802,1.2387576,0.0,1.0588722,0.8009218,1.0877721,0.8585532,1.1669915,1.0594617,1.0513495,1.0989187,1.0417709,1.1708639,0.9517759,0.98967636,0.7177365,1.0418534,1.1714196,0.907807
strawberry,1.301785,0.92799234,0.32365787,1.3370067,0.59242,0.8118198,0.6125289,0.91814697,1.3507495,1.3080144,0.63474566,1.44225,1.1770192,1.0152097,1.358712,0.8149456,0.8221024,0.43058288,0.65306526,1.106053,0.65406144,0.9600801,1.2000428,0.6463138,0.7349166,0.5601813,1.1744891,1.1618726,1.1130652,0.6665425,1.2825274,1.3871833,1.3285669,1.1964809,1.0052983,1.3784667,1.3011302,0.37530708,1.4783869,0.47189397,1.3267341,0.96183765,0.96159697,1.2594662,1.2405984,0.868579,0.8670745,0.6612557,1.2607157,1.2175553,0.7546484,0.6522339,0.95863986,0.7653713,0.63225985,0.9982365,1.2864728,0.8285615,0.94294703,0.60016036,1.2529633,0.94031227,1.0716407,0.40742022,0.8332367,1.2754049,1.4042139,1.155477,1.3563806,0.67265415,1.4405718,0.94977516,1.1271955,0.9235124,1.1203561,1.2187272,1.0695771,1.0267632,0.40772855,0.8964271,0.70859164,0.83479667,0.3442675,1.2630144,1.1369276,1.3357306,1.3533555,1.1395638,0.51382875,0.58431065,0.9569757,0.4767766,1.0723373,0.97711957,1.0773435,0.9145808,1.0421622,0.59535015,1.1493522,1.0534046,1.3466274,0.8491194,1.1902891,0.9960992,1.2331245,1.3247437,1.0076779,1.1957736,0.93821305,1.2200546,1.0875646,1.246685,0.45252794,1.3140216,0.9562253,0.81287694,0.89503324,0.7166331,1.0588722,0.0,1.0724677,1.4339178,1.37697,0.6738583,0.60939634,0.48306304,1.1185029,0.7295859,0.5069871,1.1544807,1.1410563,1.103136,1.0108528,0.5303737,1.2051746
stroller,0.9806279,0.9315491,1.097905,1.2212906,1.0247452,0.9467023,0.80685496,0.9031543,1.1530397,1.0877528,1.084027,1.1007634,1.3491526,0.71951663,1.0923642,0.8458316,1.0164336,0.82832855,1.0746998,0.77502453,0.99657744,0.9762439,1.19042,0.7388464,0.6887552,1.1419302,0.5866743,0.7996805,1.037257,0.98514277,1.0726179,0.97845143,1.005454,1.1487901,1.1908989,1.1167054,1.260719,1.0830203,1.0017185,0.9006547,0.9406073,0.30855173,0.55120015,0.83552694,1.0466334,0.9105756,0.9764112,1.1144849,1.0745075,1.2106923,1.1781869,0.9290908,0.8470912,1.0768367,0.8655783,0.94785553,1.0992745,1.13615,0.89238447,1.1615858,1.1347291,1.1218344,1.2452985,0.8992806,0.57385176,1.2006665,1.0970953,0.9342716,1.1247264,0.8967187,0.9528656,0.94553524,1.1090945,1.2265913,0.9396575,1.0214913,0.7707838,1.132583,1.1794404,1.0825952,1.0456028,1.1518431,1.0334085,0.9546398,0.9231372,1.1496557,1.1014656,1.1046143,1.0702908,1.1324072,0.7540991,1.0301306,0.88107836,1.0422465,0.9115887,1.1427386,0.7058879,0.9515276,0.89511955,0.77056825,0.8764229,0.82334363,1.2829189,1.1187651,0.95115733,1.1202717,0.7616403,1.0153195,0.6202581,1.0864538,1.0857131,1.1916718,0.9983637,1.0188639,0.9624578,0.8420284,1.105477,0.851665,0.8009218,1.0724677,0.0,1.0872105,0.99211276,1.005765,1.1641804,1.1792827,1.2214036,0.9607688,1.0019642,0.9948889,1.0581973,0.9042188,0.58893317,0.95612794,1.049353
sweater,0.7509103,1.2138753,1.4749142,0.47000754,1.3612529,1.3120661,1.5196772,1.3334453,0.53282374,0.544628,1.3914341,0.47872806,0.6265068,1.1057925,0.5265443,1.2484429,1.2248551,1.5368726,1.4720287,1.0854084,1.5247595,1.2232424,0.8473853,1.4953985,1.322035,1.4062977,0.9491839,0.9478135,0.9939561,1.4124501,0.661024,0.35812896,0.7128315,0.9221935,0.98084474,0.3922068,0.8178206,1.5486742,0.47308683,1.5697994,0.77343595,1.2354143,1.0729842,0.7373136,0.9687344,1.3162508,1.1701789,1.4196842,0.54828537,0.60735214,1.1643854,1.336354,1.2935758,1.2641826,1.5125057,1.1466808,0.64037424,1.1395096,0.9166579,1.4501345,0.4327544,0.892575,0.7736695,1.4063902,1.2431808,0.876917,0.08414656,1.0596799,0.32498407,1.5213431,0.49696338,1.2590475,0.8895526,1.1420603,1.0343716,0.7006042,0.8603709,0.9483527,1.3741744,1.3780267,1.2370739,1.1313953,1.4838321,0.88690734,0.8298652,0.24209309,0.33328772,0.9515811,1.4820881,1.3860059,1.192683,1.4785737,1.0745518,1.2106684,1.0759981,1.2195493,1.0997612,1.3640519,0.96372765,1.2112147,0.52111673,1.2244368,0.8232039,0.84095305,0.9100372,0.12940371,1.2387409,0.65590197,1.3155957,0.79343367,1.0788283,0.81028277,1.5486314,0.6663662,1.2486373,1.3000048,1.2096152,1.5182028,1.0877721,1.4339178,1.0872105,0.0,0.57927144,1.5109785,1.303956,1.3599429,0.79331434,1.4568553,1.4258637,0.998255,0.7932805,0.8914559,1.2446716,1.4524263,0.70778275
table,0.7830481,1.1990304,1.5144464,0.7413025,1.3499656,1.1786424,1.470698,1.1422956,0.52150595,0.5565959,1.3416106,0.28672075,0.7293578,1.1559672,0.68918395,1.2699732,1.0055633,1.4664516,1.1740721,0.72307336,1.4578867,1.0937711,0.6785489,1.2740874,1.2641783,1.4941784,0.9618539,0.47879684,0.9991524,1.4241104,0.4547965,0.64295006,0.1627649,1.0636183,0.9334929,0.4024151,0.8145499,1.5250661,0.34771353,1.4302037,0.66055465,1.1978352,1.1579077,0.7085011,0.7739229,1.2585114,1.2345407,1.3379124,0.68371046,0.8594151,1.3639338,1.364565,1.1628675,1.4202812,1.4350307,1.1344815,0.8086067,1.3548323,1.199109,1.3865502,0.8906621,1.1679394,1.0027387,1.5452031,1.3792269,0.7839271,0.6206243,0.851055,0.73188287,1.3588243,0.38926804,1.033295,0.9340414,0.9943679,0.8883469,0.85528284,0.84879404,0.99327046,1.4792638,1.1651123,1.4551458,1.2605932,1.4434196,0.80932224,1.0322586,0.674983,0.7372747,0.8520218,1.4848254,1.4058387,1.1175628,1.4813404,1.0684664,1.0370662,0.99709743,0.8978934,1.0485878,1.3831793,0.80912685,0.94859767,0.5999315,1.2282033,0.78522485,1.0858991,0.8404336,0.6684129,1.1836641,0.93364024,1.1851069,0.8313247,0.7862561,0.7292075,1.5952474,0.6113236,1.2689666,1.2934704,0.99301004,1.3368571,0.8585532,1.37697,0.99211276,0.57927144,0.0,1.3321936,1.4621221,1.4638246,0.9037137,1.3743422,1.3421452,0.52050406,0.7974096,0.81832767,1.0756655,1.5358179,0.7159388
tape,1.2808449,0.84709466,0.4248731,1.4459739,0.36219728,0.5753689,0.39100027,0.7725797,1.3285865,1.3913784,0.9040391,1.4387218,1.137007,0.8763551,1.3465943,0.7307834,0.88273853,0.38877583,0.24617958,0.9733268,0.4935804,0.7938125,0.91858095,0.5581772,0.65434694,0.71896046,1.1699378,1.0595361,1.0044725,0.53717256,1.4171147,1.4623113,1.2206864,1.1879846,0.98384887,1.4250354,1.2060497,0.534422,1.5529702,0.20547926,1.2952833,0.92438555,0.96684575,1.3432316,1.1291881,0.72092247,0.99079573,0.28980565,1.3740407,1.2465575,0.9819956,0.83145344,0.9699364,0.9319821,0.5810902,0.9520075,1.2032342,0.9496633,1.2328135,0.55563486,1.3770729,1.0829864,1.3031883,0.57838166,0.86439145,1.2801862,1.5327903,0.79470724,1.4894869,0.6716142,1.568582,0.80819184,1.0404631,0.677584,1.0517234,1.3950833,1.2825522,1.133324,0.56682193,0.6834301,0.92746776,1.0824935,0.40266877,1.2053815,1.1398133,1.4364996,1.5110064,1.1124322,0.6409912,0.73008144,0.79428184,0.62647915,1.0008289,0.7889895,1.1623172,0.645956,1.0402039,0.47720706,1.1376938,0.92867374,1.3911082,0.8871056,1.0944344,1.1775545,1.1821033,1.4800556,1.0627234,1.3567499,0.7859634,1.2650926,0.9010013,1.1530436,0.6201214,1.2537638,0.7560945,0.71311474,0.8126355,0.5213244,1.1669915,0.6738583,1.005765,1.5109785,1.3321936,0.0,0.8909367,0.8226087,1.2277551,0.66300654,0.36503893,0.85058343,1.2021341,1.1033171,0.8472745,0.59741735,1.4192349
toe,1.4046335,0.36889434,0.61967874,0.9900462,0.8637083,1.0611274,0.87461555,1.0348017,1.3906415,1.2943166,0.6690049,1.3966118,1.2357174,1.0105885,1.3185766,1.0409087,1.0570432,0.6993627,0.98553884,1.2957246,0.6528101,0.9977402,1.3434403,0.84839654,1.0343869,0.57483333,1.1310674,1.2454847,1.1684957,0.7976388,1.3142252,1.3036828,1.3613797,1.0850738,1.0763874,1.3309047,1.1886175,0.5885911,1.5120282,0.73226684,1.3285043,0.996704,0.96807003,1.2786869,1.2318916,0.83648396,0.5396165,0.86068416,1.157285,1.0467455,0.21410745,0.8028453,1.0862119,0.2836609,0.7857951,1.138069,1.2672162,0.4552052,0.7453698,0.5760007,0.9456984,0.57407683,0.54146814,0.45188063,0.98456645,1.1836209,1.3208033,1.2262548,1.0285047,0.6870483,1.3608773,1.1296253,1.1973457,1.1026713,1.2274874,1.1550801,1.1018887,0.956525,0.39283812,0.8803381,0.4453833,0.5106609,0.65404177,1.2673373,1.1973784,1.3256598,1.0311267,1.210247,0.6387186,0.6418202,1.1068045,0.5999754,1.1036385,1.0742538,1.1922808,1.1475124,1.1242678,0.8319587,1.2681628,1.061187,1.4136257,1.0296093,1.1678009,0.61872494,1.2585804,1.2875798,0.78072226,0.8389627,0.92942053,1.1101236,1.2507303,1.3111328,0.2633742,1.3220942,0.71341014,0.6193844,1.0145386,0.8609063,1.0594617,0.60939634,1.1641804,1.303956,1.4621221,0.8909367,0.0,0.47168064,1.0001029,0.71379185,0.8961445,1.3982661,1.2426633,1.246849,1.0785954,0.33943653,1.2117121
tooth,1.2768697,0.84307396,0.48902166,1.2478398,0.7966159,1.0275086,0.7532444,0.97067934,1.2825613,1.2606239,0.5830891,1.3534181,1.2128787,1.0627049,1.2982389,0.9147402,0.9795128,0.5497065,0.8153595,1.3444958,0.6663157,1.0631154,1.2703601,0.7933452,0.8309489,0.5425119,1.0884231,1.3354508,1.1973474,0.6127237,1.2040652,1.3807011,1.4008074,0.86937153,1.0925183,1.3019813,1.1601443,0.3785019,1.3702518,0.5610461,1.3191762,0.9922216,1.0937912,1.2957782,1.3058705,0.93584555,0.69669104,0.85508776,1.1294119,1.0799521,0.74823564,0.73031735,1.0359492,0.5970079,0.6660795,1.0402626,1.0932872,0.46920943,0.8651165,0.5067129,1.0185622,0.6238025,1.0043489,0.31142795,0.8292942,1.1633053,1.3162241,1.2205309,1.1878741,0.6387905,1.313886,1.0825716,1.1346287,1.0527024,1.2632563,1.1767921,1.0733768,1.0313169,0.2749653,0.9300448,0.55614746,0.6413473,0.48556107,1.2956724,1.1579949,1.29999,1.168016,1.2449874,0.479293,0.5838056,1.0535542,0.5589372,1.0797207,1.1040366,1.1655393,1.1363717,1.1457714,0.80448824,1.2771285,1.1985515,1.3779896,1.0376809,1.2343632,0.7767504,1.1150515,1.285142,0.9229027,1.0794499,1.0504037,1.0232133,1.194763,1.1981536,0.29004282,1.1651901,0.9340731,0.87452936,1.0579076,0.8157568,1.0513495,0.48306304,1.1792827,1.3599429,1.4638246,0.8226087,0.47168064,0.0,1.0401322,0.7755155,0.74162084,1.4273272,1.1838149,1.1848924,1.17123,0.35017812,1.1754346
toothbrush,0.9747649,1.0480404,1.1819724,0.7220643,1.1806581,1.1304094,1.1992552,1.1220922,0.8782417,0.9973647,1.208128,1.0087955,0.73847497,1.1077793,0.85502666,0.8872058,0.9794745,1.2555456,1.1548662,1.0781347,1.1500143,0.89172196,0.76701903,1.3075018,1.2834654,0.93892723,1.206317,1.128142,0.9109704,1.2896969,0.96986794,0.93664527,1.0631291,0.90412503,1.0327991,0.95699286,0.8894048,0.945039,0.87118626,1.2737838,1.0467713,1.2710285,0.99715,1.1145798,1.0580289,1.0581093,1.0209626,1.1561863,1.0718261,0.89911735,0.7464144,1.0269859,1.136374,0.8882778,1.1712477,1.0612677,0.76628864,0.94171,0.87895447,0.9328892,0.8796871,0.9553613,0.4665026,1.2557616,1.2015265,0.77060103,0.84620947,0.9977446,0.8935198,1.071171,0.92287755,1.1422791,0.9347127,1.0268035,1.0661027,0.86253494,1.0240035,0.9111695,1.1198997,1.0316356,0.9602418,0.8286422,1.2528149,1.1281888,0.93294376,0.7173493,0.8639371,0.9621781,0.854068,0.58519286,1.0661983,1.2098963,1.1416886,1.0530171,1.082142,0.9768312,1.1200963,1.1745611,1.0698884,1.1786295,0.95679814,1.0621301,0.93544495,0.82345176,0.6602311,0.8023653,1.0752873,0.94869256,0.87516814,0.9897034,1.0673476,0.6146392,1.177454,1.0383401,1.1214302,1.2066827,1.0857172,1.0327083,1.0989187,1.1185029,1.2214036,0.79331434,0.9037137,1.2277551,1.0001029,1.0401322,0.0,1.1246133,1.0786611,0.8248716,1.0416536,1.1495292,1.2139254,1.0631336,1.0134052
towel,1.2026098,0.8113049,0.7436431,1.2293148,0.9466167,0.98178875,0.6371641,0.6249922,1.259924,0.99473655,0.6036321,1.2414349,1.1557016,1.1903602,1.0062442,0.94012463,0.81225014,0.63858116,0.6235816,0.841042,0.66480756,0.9095687,1.2361861,0.40424633,0.856444,0.642101,1.0840023,0.8927789,1.0285957,0.68752646,1.387625,1.2097745,1.2865605,0.994282,1.2066275,1.2360735,1.1937318,0.55375695,1.4009547,0.5902128,1.3326763,0.9491687,1.1218922,1.1834154,1.0673548,0.41227078,1.0611807,0.83092374,1.1147265,1.3724737,0.80703956,0.7985499,0.7866326,0.64203197,0.4750895,1.0942539,1.325453,0.9874566,0.9009553,0.9065373,1.4286072,1.0405598,1.111757,0.66150194,0.771034,1.1081364,1.4408052,1.1653708,1.3035266,0.43732876,1.4506987,0.9138685,1.0200437,1.0004193,0.9859128,1.2288803,1.2348201,1.1649233,0.79288936,0.19376671,0.69446814,0.9771783,0.6866305,1.10261,1.0812805,1.328549,1.247861,0.8825715,0.57907116,0.68105733,1.0804198,0.5664567,0.5228429,0.97052395,1.002129,0.8661301,1.0623947,0.9609201,0.923211,0.8796495,1.3181342,1.1224439,1.2839242,0.964992,1.0812083,1.4026635,0.79661274,0.97610253,0.7826125,1.1372857,0.83121765,1.1182128,0.525661,1.2373632,0.7263321,0.4602272,0.8484576,0.5266695,1.0417709,0.7295859,0.9607688,1.4568553,1.3743422,0.66300654,0.71379185,0.7755155,1.1246133,0.0,0.9116101,1.0281397,1.3014597,1.2986788,0.7959734,0.7137697,1.2785376
toy,1.18969,0.97589004,0.31441343,1.376394,0.12283337,0.5727235,0.45364678,0.81404054,1.386876,1.3687701,0.8947727,1.4707577,1.1742194,0.7434038,1.2863557,0.55636,0.7770805,0.35734105,0.5228641,1.1388675,0.6418568,0.8708212,0.897521,0.7260884,0.6330329,0.5661997,1.147442,1.1439209,1.1114941,0.59584856,1.3517374,1.4404545,1.3028572,1.1498357,0.9586479,1.3651516,1.3072748,0.39883208,1.5131872,0.3963176,1.2159338,0.89735085,0.7546806,1.3547292,1.2236749,0.9779982,0.99140364,0.4112203,1.4042659,1.2000937,0.98048806,0.66526765,0.95388806,0.97956336,0.6848101,0.7606621,1.1941295,0.9474882,1.1265376,0.48094022,1.3104386,1.0122352,1.2769165,0.5412671,0.8238692,1.3889208,1.4080532,1.0319579,1.437933,0.7923296,1.5331008,0.90616596,1.2041768,0.803447,1.1536071,1.224005,1.331508,1.0832133,0.48639756,1.0099605,0.93239087,1.0185667,0.2986027,1.3136674,1.0183029,1.2920864,1.4785831,1.2408516,0.5436888,0.5973631,0.85876405,0.6522489,1.0829661,0.95461434,1.0925478,0.9039006,1.0113401,0.2525035,1.222711,1.0194056,1.425805,0.6663321,1.192097,1.0380434,1.0887654,1.3649201,1.013656,1.3933666,0.76432705,1.2139353,1.1471369,1.0974971,0.63577974,1.2602513,1.0357733,0.9695417,1.0006404,0.68531793,1.1708639,0.5069871,1.0019642,1.4258637,1.3421452,0.36503893,0.8961445,0.74162084,1.0786611,0.9116101,0.0,0.96789247,1.0680863,1.0869627,0.92088556,0.5932849,1.3697577
tray,0.8745825,1.1441451,1.2353369,1.027032,1.0766938,0.94530946,1.0904094,0.8417448,0.87007856,0.8774941,1.1119225,0.7911329,0.73399013,1.0657401,0.8977562,0.95451546,0.6550437,1.1794313,0.667743,0.55252904,1.1716466,0.91521144,0.5189534,0.94458187,1.0533928,1.2757722,1.1071904,0.7715391,0.87863094,1.2211221,0.95021695,1.0529102,0.57375693,1.1576096,0.93171334,0.8619368,0.90902126,1.2168227,0.7757571,1.047627,0.95381916,1.1335875,1.0283117,0.9777198,0.7484013,1.0248995,1.2698884,0.9512191,1.113385,1.1016942,1.2540443,1.1938651,1.1120131,1.3144264,1.0865824,0.9316598,0.90790015,1.3908932,1.1465614,1.0955746,1.2004123,1.3472276,1.0549886,1.3821948,1.2095639,0.9731633,1.037844,0.7165526,1.0873129,0.99150056,0.9716888,0.963089,0.92225194,0.6540735,0.8305948,0.9579706,1.0083276,0.98823315,1.3807951,0.81260383,1.3041538,1.2698805,1.2108473,0.80717266,1.0584141,0.96172506,1.1206511,0.68559164,1.1826763,1.1331503,0.9327071,1.2286037,0.998297,0.8303285,1.0573868,0.5382604,0.9316224,1.1322638,0.8318225,0.7892631,0.8828095,1.021408,0.8185216,1.1737617,0.8853794,1.0433241,1.0539191,1.1235411,1.0039705,1.1752982,0.5178084,0.7935431,1.3754642,0.9027336,1.0607531,1.0663121,0.75201833,0.8575134,0.9517759,1.1544807,0.9948889,0.998255,0.52050406,0.85058343,1.3982661,1.4273272,0.8248716,1.0281397,0.96789247,0.0,1.0031635,0.92885387,0.9716793,1.3667551,1.0319096
tree,0.86103266,1.150786,1.168451,0.8609468,1.1001905,0.9908323,1.1915897,1.1653689,0.86628854,0.8898549,1.1884528,0.8162906,0.9108885,1.0441597,0.8853434,0.99805987,1.0280099,1.1639445,1.2302167,1.0536332,1.2142339,1.0623511,0.9702303,1.2072654,1.0640835,1.2393506,0.96589094,1.0078741,0.98525697,1.1458545,0.6978905,0.87091446,0.83841,1.0026525,0.99122244,0.78235817,0.9983914,1.218401,0.77161515,1.2090569,0.8457031,1.1012236,1.0237187,0.8998664,1.0126394,1.2399611,1.116732,1.1607803,0.85100555,0.8493172,1.1965251,1.0116901,0.71499157,1.2092026,1.2282796,1.0545535,0.9547557,1.1308295,1.1343365,1.2136164,0.88970566,1.1095804,1.0459229,1.1992826,1.0926254,0.9796076,0.7559091,1.019416,0.9326511,1.2793173,0.7971711,0.94755155,0.9839017,1.0271132,0.92837185,0.9606083,0.9859837,1.1013755,1.1771367,1.2201662,1.2400572,1.2288294,1.1456002,0.99329644,0.90950835,0.79590154,0.94286174,0.99350506,1.2077588,1.169397,1.0126235,1.2268254,1.1052316,1.056512,0.32272077,1.0918281,1.0311055,1.0350176,0.91594934,1.0822927,0.83038324,0.9755054,0.92291087,1.135428,0.9848943,0.8183947,1.0802099,1.0255508,1.1558385,0.9980821,1.0866333,0.90947735,1.2863399,0.83751553,1.1997616,1.2159753,1.1491423,1.2846162,0.98967636,1.1410563,1.0581973,0.7932805,0.7974096,1.2021341,1.2426633,1.1838149,1.0416536,1.3014597,1.0680863,1.0031635,0.0,0.9743986,1.1094673,1.2104524,0.69081724
truck,0.9307185,1.1311158,1.1606045,1.0878235,1.0872595,0.9829395,1.0720232,1.147057,0.9831354,1.0301898,1.1174967,0.8446051,0.9735748,0.98772615,0.99797374,1.0584223,1.0046724,1.1498647,1.1622103,0.962815,1.0978738,1.0200015,1.0356151,1.1937248,0.62526494,1.209925,1.0002235,0.9296476,0.9444125,1.0676904,0.9252597,0.86641663,0.813607,1.0311342,0.88067096,0.91084737,0.9173677,1.236118,0.8618204,1.1677593,0.79687566,0.97796774,0.84906703,0.86723757,0.9187404,1.174021,1.025931,1.0646285,0.9589964,0.88102746,1.1848552,1.0044656,1.0225569,1.3079752,1.1881113,0.97096455,0.98739946,1.1288486,1.1669292,1.0938982,0.92778724,1.1122639,1.1340365,1.2330433,1.0699935,1.0794746,0.9086832,0.9081766,1.0041746,1.2189229,0.8532405,1.011816,0.9002795,0.91043526,0.9374116,0.89972275,0.77728176,0.95655227,1.1624882,1.1746528,1.3289568,1.1497825,1.1555098,0.87465274,1.0207086,0.9707816,1.032298,0.96713555,1.2495834,1.2076439,0.9586312,1.1899008,1.0509372,0.92745525,0.9582889,0.9496903,0.86510247,1.0869792,0.8970694,1.1001537,0.8920283,0.9704297,0.84331554,1.1046282,1.0619307,0.9303372,1.0752715,1.1488571,1.1209948,1.0708306,1.0143411,1.073136,1.2762878,0.79832023,1.1348135,1.2181547,1.0586935,1.199782,0.7177365,1.103136,0.9042188,0.8914559,0.81832767,1.1033171,1.246849,1.1848924,1.1495292,1.2986788,1.0869627,0.92885387,0.9743986,0.0,1.0581275,1.2645315,0.85591257
vacuum,1.1968541,0.96796805,1.0086105,1.2749202,0.9317621,0.81340134,0.8129598,0.51068723,1.1359296,1.0653818,0.9852051,1.1644522,1.2648306,0.9848066,1.1921339,0.9388527,0.89445466,0.6622849,0.86438954,0.6738572,1.0333813,0.7231876,1.0408638,0.4498948,0.73645264,0.9577705,0.9136049,0.7722303,1.0713319,0.7327722,0.9519177,1.1418927,1.0814434,1.1668189,1.2200156,1.1540768,1.25348,0.8801913,1.0391802,0.7333194,1.067749,0.73434556,0.91323304,0.64634025,0.862164,0.7335839,1.1461909,1.0087659,1.176273,1.241724,1.0566435,1.120854,0.6507419,1.0449983,0.6305312,1.0691699,1.1862364,1.1614546,1.2254136,1.1207383,1.2291064,1.262188,1.292417,0.92150956,0.75227636,0.9972267,1.255698,0.85216796,1.2747262,0.7116006,0.91091895,0.5864365,1.2414187,1.262919,0.6982788,1.3522992,1.0492344,1.2244346,1.0779394,0.9652762,0.9676415,1.1586488,0.91064954,0.6735668,1.1625032,1.2928846,1.299603,1.0242634,0.8204137,0.88815624,0.87542695,0.9266151,0.8827553,1.1199092,0.8268669,1.0750313,1.051335,0.86540496,0.83098173,0.41179287,0.8136312,0.937696,1.29277,1.2427633,1.0183505,1.2350199,0.92606264,1.1458112,0.6387862,0.9176832,0.9061181,1.1492438,0.95599544,1.1735461,0.79657173,0.77863264,1.1415501,0.647115,1.0418534,1.0108528,0.58893317,1.2446716,1.0756655,0.8472745,1.0785954,1.17123,1.2139254,0.7959734,0.92088556,0.9716793,1.1094673,1.0581275,0.0,0.91412985,0.9347192
watch,1.4963243,0.57537615,0.47198534,1.1809875,0.6394572,0.8670748,0.62555933,0.84998304,1.4373031,1.3994762,0.69456327,1.5472167,1.2635227,1.0048296,1.3662198,0.7540689,0.954579,0.3451959,0.73840797,1.241361,0.58866453,0.9606575,1.2891142,0.61083186,0.7117168,0.62008786,1.0877684,1.2247233,1.2369189,0.58926666,1.3783807,1.4200495,1.4413216,1.1020015,1.1686473,1.4558914,1.3953979,0.31891108,1.5726253,0.3841985,1.4039067,0.86010104,0.95855784,1.2624493,1.2047578,0.9174538,0.62314665,0.7974454,1.2904526,1.1792513,0.541852,0.77365184,0.96713495,0.4128052,0.48881745,1.1754894,1.2489084,0.403368,0.90913403,0.48612577,1.1232651,0.72712743,0.87808424,0.21065354,0.8144632,1.2280912,1.4318478,1.1888375,1.2948862,0.45761192,1.4545679,0.94197947,1.3316545,1.1626396,1.2381569,1.3659935,1.1080908,1.1639066,0.2529111,0.90873975,0.34925592,0.651144,0.40273923,1.228245,1.1981404,1.4117894,1.2899938,1.2752712,0.38538653,0.4617344,0.942309,0.6082651,1.0644207,1.0855631,1.1474693,1.0858879,1.1818428,0.640261,1.2501578,0.94165,1.4013255,1.0030757,1.3063787,0.7231951,1.1468846,1.3918748,0.7925267,1.0785329,0.6707395,1.1440692,1.1744347,1.3539679,0.1653111,1.3460141,0.83749664,0.64466876,1.1456871,0.592915,1.1714196,0.5303737,0.95612794,1.4524263,1.5358179,0.59741735,0.33943653,0.35017812,1.0631336,0.7137697,0.5932849,1.3667551,1.2104524,1.2645315,0.91412985,0.0,1.2878838
