,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
belt,1.1391709,0.8635015,0.69993603,1.1516047,0.9705648,1.0517932,0.8010882,0.6103829,1.2856369,1.0907665,0.0,1.225965,1.2325047,1.081999,1.231416,0.8425924,0.6770493,0.7420268,0.7230646,1.0687171,0.88976747,1.0773253,1.1307194,0.65628266,0.7353862,0.5916381,1.074409,1.0808184,1.1901937,0.78422606,1.2301207,1.394608,1.2536006,0.9189504,1.0484548,1.2333908,1.1315628,0.5071471,1.3623381,0.71584785,1.3402674,0.9381805,1.0697277,1.1433023,1.0413733,0.87274134,0.96776944,0.990637,1.2085968,1.2489593,0.8478949,0.54478675,1.0463794,0.7185414,0.5237664,0.9327904,1.2651486,0.8852676,0.6678589,0.83134913,1.2641315,0.8307407,1.1034255,0.59259176,0.81493014,1.1309083,1.3446817,1.1238383,1.1516371,0.38533777,1.3551278,0.9966288,1.1376537,1.0471735,1.01707,1.0309654,0.965408,1.0112325,0.83530796,0.77709645,0.5277303,0.97979015,0.78293145,1.0250642,1.1951164,1.3426986,1.1159822,0.98096836,0.51150846,0.7368617,1.1041071,0.4997564,0.7981306,1.087379,1.102921,1.0591506,0.91337866,0.93486094,1.1494759,0.85920304,1.3036463,0.98414546,1.1939849,0.91685045,1.100745,1.3095987,0.75621974,0.9456441,1.147049,1.1399904,0.9026304,1.1796193,0.4726619,1.2170565,0.85254455,0.64893895,0.810257,0.5966273,1.0280643,0.63474566,1.084027,1.3914341,1.3416106,0.9040391,0.6690049,0.5830891,1.208128,0.6036321,0.8947727,1.1119225,1.1884528,1.1174967,0.9852051,0.69456327,1.104733
bench,0.6621381,1.2378986,1.5239074,0.604339,1.4696281,1.3357583,1.510488,1.1825539,0.3404386,0.27682757,1.225965,0.0,0.61844945,1.2017289,0.42494535,1.2844043,1.0485027,1.5491123,1.3083644,0.822911,1.5262839,1.2588865,0.7588172,1.3266499,1.3146183,1.4762839,0.90779936,0.5090488,1.0535324,1.4704041,0.4798445,0.5724323,0.34842843,0.94043577,0.99133337,0.13617742,0.78334296,1.5513518,0.31584835,1.5312374,0.6926375,1.2334267,1.2554529,0.6617925,0.7225502,1.2787229,1.2239187,1.4300666,0.4224447,0.8658503,1.3434225,1.3598984,1.2096295,1.359998,1.4995353,1.1145822,0.7983974,1.3209543,1.0248072,1.4761873,0.81617826,1.0509366,1.0065454,1.5076623,1.3349836,0.793607,0.479694,1.0362391,0.5067273,1.4181926,0.41676438,1.2023859,0.9480322,1.0793191,0.96797997,0.7427253,0.95573807,1.0409728,1.4826356,1.0980662,1.4103291,1.2693489,1.4838986,0.7941407,0.88111633,0.52450037,0.526749,0.8071689,1.5029938,1.4877511,1.2025614,1.4561003,0.75840706,1.2006645,1.0323597,1.175374,1.061775,1.4721397,0.8512388,1.0280423,0.5782696,1.3366113,0.85982627,1.0055487,0.83406484,0.57215935,1.1703908,0.8002273,1.3710766,0.69028944,0.8232098,0.6683619,1.567514,0.4597767,1.2562793,1.2847418,1.1126393,1.4653335,0.90127075,1.44225,1.1007634,0.47872806,0.28672075,1.4387218,1.3966118,1.3534181,1.0087955,1.2414349,1.4707577,0.7911329,0.8162906,0.8446051,1.1644522,1.5472167,0.71065915
bib,0.7999083,1.1060646,1.2556434,0.61788094,1.2381597,1.109324,1.2269832,1.0756872,0.6403246,0.74790806,1.2325047,0.61844945,0.0,1.2938952,0.56355447,1.0873747,0.79856765,1.3236339,1.045402,0.75121343,1.3249103,1.1396424,0.63358223,1.1677207,1.288824,1.3387545,1.2740543,0.9288791,0.92207485,1.2618043,0.82953703,0.75762975,0.7954933,1.0767598,0.87286264,0.64738894,0.72687596,1.293147,0.60897624,1.2479267,1.0219312,1.4798362,1.2244556,0.96925706,0.7986184,1.1703428,1.2099135,1.1043425,0.7787518,0.8508971,1.1129926,1.3394365,1.2987667,1.1671754,1.3542427,1.0311315,0.7746734,1.1518637,1.0541742,1.0864673,0.8844453,1.1190052,0.79872024,1.3313184,1.3249806,0.9668387,0.63750416,0.9024131,0.7681029,1.3237157,0.89543253,1.1728699,0.8777106,0.8712505,0.89611125,0.7854799,1.0276928,0.9847893,1.2251955,0.94023347,1.166504,1.1154264,1.277993,0.92656124,0.9507711,0.5055778,0.776146,0.69073486,1.2894366,1.2041887,1.1914705,1.3077458,0.81159216,1.0988915,1.1740001,0.959868,1.1018444,1.2975382,0.76778907,1.0904522,0.8548354,1.207605,0.74617815,0.9103426,0.7932948,0.63405126,1.1446904,0.9294498,1.2949939,0.94763285,0.8362577,0.6816027,1.3423941,0.81199074,1.0679287,1.1770067,1.0274445,1.313741,1.0780163,1.1770192,1.3491526,0.6265068,0.7293578,1.137007,1.2357174,1.2128787,0.73847497,1.1557016,1.1742194,0.73399013,0.9108885,0.9735748,1.2648306,1.2635227,0.9873428
bird,0.7249589,0.94378996,0.9137813,1.1787186,0.8088401,0.8369673,0.90831834,1.1961077,1.1992085,1.1961262,1.081999,1.2017289,1.2938952,0.0,1.1721734,0.8083427,1.0781015,0.91898507,1.0562528,1.1801535,0.86900663,0.91983855,1.0732388,1.1291472,0.9039873,1.015996,0.65907407,1.1241081,1.0416511,0.97760236,1.1302845,1.1422418,1.1292205,0.98227084,1.0912982,1.1939355,1.1228683,1.0328733,1.1521244,0.95396733,0.7303052,0.4952249,0.51956654,1.1212293,1.0934813,1.023137,0.8227916,0.90685093,1.1629874,1.0264572,1.022599,0.8173813,1.022299,1.0845046,1.0196114,0.4660836,0.9731031,1.0110003,0.88851565,0.9601644,1.0028054,1.0099266,1.0736194,0.91665775,0.7931373,1.0756925,1.1440672,1.064917,1.1285201,1.0908338,1.1419058,0.98204154,1.0476787,1.0034792,1.144359,0.8692439,1.1058196,1.1136576,1.0005424,1.1654123,1.1575364,1.0098433,0.9748238,1.1845318,0.7557701,1.1612105,1.1803342,1.0990794,1.0622233,1.0597179,0.540807,0.92921996,1.1061072,0.9413681,1.0514911,1.0489576,0.72097725,0.7911675,1.1333792,1.0818346,1.2084135,0.5041982,1.0736797,1.1517745,0.9256392,1.1457896,0.99085677,1.176147,0.77849543,1.1145495,1.1794138,1.1331191,0.9867519,1.0803682,0.9116205,1.0674527,1.042626,0.9623272,0.9254795,1.0152097,0.71951663,1.1057925,1.1559672,0.8763551,1.0105885,1.0627049,1.1077793,1.1903602,0.7434038,1.0657401,1.0441597,0.98772615,0.9848066,1.0048296,1.139494
blanket,0.6508346,1.2061862,1.4112253,0.55875117,1.3329539,1.182194,1.3012409,1.1336609,0.5925064,0.31183147,1.231416,0.42494535,0.56355447,1.1721734,0.0,1.0906421,1.0563705,1.4097407,1.2304889,0.93161166,1.4014874,1.1743875,0.7105801,1.2766372,1.2879196,1.3333172,0.9699718,0.7834511,0.96203566,1.3572512,0.78374827,0.5874221,0.74752134,0.93538296,1.0178187,0.28857625,0.8627554,1.3578812,0.61268926,1.4345348,0.89720815,1.2070826,1.1232041,0.9460065,0.91423017,1.2167325,1.1517711,1.354117,0.5006815,0.9271523,1.2181293,1.2237172,1.0795119,1.1639016,1.3256867,0.98154294,0.84916276,1.1823016,0.8558365,1.3430325,0.91220105,1.0909745,0.9221465,1.3525851,1.1385369,0.95105,0.48477012,1.1067446,0.581681,1.3488925,0.8047049,1.1864344,1.0451987,1.1216319,1.0792158,0.65303624,1.0866771,1.0323879,1.3550682,1.0215248,1.1378379,1.1492877,1.3870392,1.0277879,0.74023163,0.4209534,0.60677326,0.9228572,1.2857819,1.2568517,1.1686403,1.3609276,0.44760287,1.1667325,0.9656714,1.1190649,1.017365,1.371654,0.9183854,1.0810753,0.8575716,1.1896244,0.97813815,0.84087014,0.7620259,0.55778,0.9598808,0.7781434,1.2234864,0.80721843,1.0075551,0.77531195,1.4092234,0.6999859,1.2563632,1.1866137,1.1423992,1.3143356,1.0903984,1.358712,1.0923642,0.5265443,0.68918395,1.3465943,1.3185766,1.2982389,0.85502666,1.0062442,1.2863557,0.8977562,0.8853434,0.99797374,1.1921339,1.3662198,0.92355347
boat,1.1100677,1.0245671,0.81747115,1.1505511,0.68754125,0.77299154,0.7030322,0.8657092,1.1876767,1.1443756,0.8425924,1.2844043,1.0873747,0.8083427,1.0906421,0.0,0.7863368,0.681998,0.7524144,1.0828304,0.9138135,0.98500216,0.83139396,0.8777534,0.63475966,0.8555962,1.0750196,1.0121197,1.0477316,0.8265048,1.2803789,1.2428901,1.2577822,0.9990149,1.081418,1.2301241,1.301969,0.64694536,1.2656147,0.69145274,1.1520997,0.8502809,0.7306193,1.192018,1.1528811,0.99344915,1.1064678,0.9457283,1.2960525,1.1995212,1.0553772,0.5512696,0.95944333,0.9056917,0.7179314,0.95459116,1.0265367,1.034266,0.7890857,0.8668236,1.2494023,1.0135779,1.0654547,0.7059604,0.680846,1.1187319,1.2240801,1.0827498,1.2570598,0.7853112,1.3314164,0.89836717,1.2088412,1.0140569,1.1283898,1.0131856,1.075548,1.1027473,0.89014715,1.0012835,0.8129083,1.0985829,0.78943086,1.1923151,0.85261,1.1790155,1.2307637,1.0140665,0.61722153,0.73839045,0.8488808,0.88117355,0.9300046,1.0474238,0.97577643,1.0301341,0.9168723,0.7741188,1.0867382,0.9795968,1.2334162,0.82003695,1.1738696,1.0811672,0.828063,1.2405678,0.93823093,1.1560268,0.77904004,1.1703535,1.0105864,1.0475284,0.8533069,1.1503645,1.0349437,0.9332723,1.0316747,0.6789772,1.1441556,0.8149456,0.8458316,1.2484429,1.2699732,0.7307834,1.0409087,0.9147402,0.8872058,0.94012463,0.55636,0.95451546,0.99805987,1.0584223,0.9388527,0.7540689,1.1884255
book,0.94019747,1.0928168,0.9175107,1.1449468,0.9795415,0.96790534,0.82818174,0.5865102,1.2089181,1.1182724,0.6770493,1.0485027,0.79856765,1.0781015,1.0563705,0.7863368,0.0,0.7919571,0.78658974,0.63943875,0.9947739,0.9293542,0.93905526,0.7019193,0.7219293,0.9342855,1.2414927,0.9249512,1.0654725,0.9021439,0.97847056,1.3051922,0.9910036,1.1060278,1.0416238,1.110967,0.96404743,0.69586587,0.98787504,0.79696274,1.2456455,1.0707324,0.94304514,1.1086628,0.8797467,1.0231333,1.1858089,1.0570592,1.3285365,1.1329219,1.0423828,0.76951087,1.0390661,1.0166554,0.7775141,0.8209518,1.0918174,1.1436527,1.0700347,0.7523716,1.2959657,1.1034042,1.0974402,0.9442328,0.8458035,1.1809977,1.1923288,0.9683547,1.2474623,0.659654,1.2466134,1.0380093,1.1033387,0.9482886,0.7216778,1.0906028,1.1016876,1.1074997,1.0179495,0.78246486,0.97519326,1.2305304,0.92519504,0.8598951,1.143802,1.0510191,1.2956504,0.5003897,0.73194146,0.77431154,1.0380198,0.84800303,0.7724421,0.94352174,1.0457803,0.8815644,0.9414711,0.9681898,0.89728546,0.77624655,1.1214724,0.8845161,0.9999178,1.06161,0.8596939,1.1765753,0.8845401,1.249867,1.0051968,1.2147511,0.86647224,0.99209905,0.9631052,1.1218075,0.9051083,0.98473495,0.938829,0.7932564,1.09504,0.8221024,1.0164336,1.2248551,1.0055633,0.88273853,1.0570432,0.9795128,0.9794745,0.81225014,0.7770805,0.6550437,1.0280099,1.0046724,0.89445466,0.954579,1.1896436
bottle,1.3948987,0.8578242,0.37550402,1.467163,0.44298166,0.64899445,0.38380337,0.7564327,1.4562482,1.3716013,0.7420268,1.5491123,1.3236339,0.91898507,1.4097407,0.681998,0.7919571,0.0,0.5438839,1.076468,0.57108593,0.8873853,1.2382329,0.34318972,0.49492717,0.583358,1.0450684,1.1681551,1.1530612,0.4015348,1.3450087,1.4029932,1.3887153,1.1450827,1.1740574,1.4422607,1.3923742,0.2548231,1.5404927,0.111590564,1.3293062,0.7586322,0.8716547,1.1663944,1.2479631,0.75638175,0.98418766,0.62243605,1.3465247,1.267057,0.8875394,0.7305933,0.76934874,0.81453896,0.4037196,1.0687265,1.2836761,0.87500817,1.1560067,0.5741189,1.3085239,0.97643197,1.3111691,0.24307984,0.6989051,1.3178086,1.509339,1.0133803,1.4863,0.54331553,1.4643958,0.7407541,1.2577085,1.0499115,0.99215645,1.4782428,1.1771876,1.2364042,0.35453498,0.8636962,0.7176397,0.97531927,0.21113497,1.1134772,1.1618121,1.4647559,1.4860129,1.2141513,0.38725597,0.52207416,0.91593736,0.595922,1.0075806,1.0227207,1.0092202,0.9775853,1.0990357,0.49879456,1.1238747,0.9154545,1.3085535,0.92098105,1.3202398,1.0842991,1.303215,1.4545237,0.95141226,1.281646,0.65919507,1.1878849,1.103216,1.3328607,0.39912128,1.3089149,0.8629111,0.681998,1.0548675,0.55591077,1.1396284,0.43058288,0.82832855,1.5368726,1.4664516,0.38877583,0.6993627,0.5497065,1.2555456,0.63858116,0.35734105,1.1794313,1.1639445,1.1498647,0.6622849,0.3451959,1.2650892
bowl,1.2161899,1.0525235,0.508874,1.3695192,0.59284246,0.71060216,0.54876477,0.5463115,1.128952,1.2195194,0.7230646,1.3083644,1.045402,1.0562528,1.2304889,0.7524144,0.78658974,0.5438839,0.0,0.76659536,0.7234242,0.80054486,0.63172615,0.47585917,0.6997359,0.7992661,1.1836292,0.9503677,0.9912161,0.6491294,1.3228512,1.4772341,1.0927005,1.101495,1.0788671,1.3095906,1.2496214,0.570296,1.369554,0.2999419,1.2861338,1.0424136,1.1380192,1.2992777,1.0292025,0.7840409,1.1720297,0.49012542,1.3005888,1.2824223,1.0647318,0.8920509,1.0256296,0.9416729,0.47779882,0.96470773,1.0823873,1.0591592,1.1818962,0.7505325,1.425011,1.1905031,1.2765615,0.6717001,0.8987255,1.1851375,1.4827676,0.79481757,1.4438863,0.5478592,1.5117552,0.7978421,1.0876437,0.72342175,1.0561036,1.3585689,1.2153089,1.1265905,0.7464186,0.63865614,0.8918927,1.1119331,0.50672853,1.1276617,1.1495129,1.3689129,1.4428277,1.0114921,0.6272416,0.7635285,0.93731374,0.58764404,0.94818366,0.9002801,1.1857255,0.53617114,1.0645125,0.703012,1.0482044,0.8018347,1.2916684,0.9598488,1.1048336,1.1812177,1.1029203,1.4274354,1.0532755,1.2969744,0.8982863,1.221683,0.57582706,1.0135124,0.6525334,1.186306,0.8726424,0.81071067,0.723286,0.39057446,1.1594609,0.65306526,1.0746998,1.4720287,1.1740721,0.24617958,0.98553884,0.8153595,1.1548662,0.6235816,0.5228641,0.667743,1.2302167,1.1622103,0.86438954,0.73840797,1.3258786
box,0.95265454,1.1122767,1.2322712,1.1355824,1.2090906,1.0622519,1.0117824,0.6187383,0.8608298,0.9181861,1.0687171,0.822911,0.75121343,1.1801535,0.93161166,1.0828304,0.63943875,1.076468,0.76659536,0.0,1.1132877,0.92238337,0.8018048,0.4780649,0.99327934,1.2485528,1.0994859,0.65602094,0.8465473,1.1491086,0.8703111,0.98284626,0.6952672,1.2422686,1.0835767,0.95164144,0.96420014,1.1937026,0.69416964,1.0036453,1.0291588,1.0504738,1.0617474,0.761269,0.5787675,0.9448536,1.2639564,1.1260833,1.0631903,1.1331525,1.2288096,1.2396636,1.006032,1.1902533,0.9884173,1.0205953,1.0630803,1.2615273,1.152032,1.1688336,1.2520185,1.3387204,1.1640831,1.2732682,1.0473412,0.99324673,1.1109711,0.67007047,1.1444142,0.90964884,0.9231044,0.96059334,0.9800432,1.0102144,0.6894931,1.0833528,0.97788846,1.0841682,1.353049,0.7245158,1.203886,1.2011665,1.1620238,0.6257412,1.0948322,1.0838814,1.1554402,0.6045018,1.1788322,1.1577941,1.0245731,1.1420002,0.78251684,0.93803,1.0211312,0.81637794,0.9508119,1.1522114,0.43925124,0.5556667,0.75376225,1.0580466,0.99223995,1.1632129,0.8862557,1.1113305,0.94550514,1.127989,0.9147776,1.0506907,0.5759041,0.888553,1.1991102,1.0366396,0.92977226,0.97733283,0.9809343,0.8909018,0.91050804,1.106053,0.77502453,1.0854084,0.72307336,0.9733268,1.2957246,1.3444958,1.0781347,0.841042,1.1388675,0.55252904,1.0536332,0.962815,0.6738572,1.241361,1.066347
bread,1.2341089,0.8429507,0.46442986,1.3792484,0.6053524,0.8283928,0.3716938,0.99281496,1.4469898,1.5126688,0.88976747,1.5262839,1.3249103,0.86900663,1.4014874,0.9138135,0.9947739,0.57108593,0.7234242,1.1132877,0.0,0.8879969,1.3958185,0.7700386,0.8153696,0.52480865,1.100653,1.2547855,0.8244331,0.698346,1.388186,1.3954965,1.4063573,1.1593832,1.0092607,1.5381522,1.0035297,0.57936,1.5630325,0.54780245,1.2105466,0.8401519,0.951053,1.3895748,1.254661,0.7838943,0.76278085,0.53750944,1.3661556,1.1891006,0.74194574,0.7233074,0.8483209,0.761863,0.717356,0.9195591,1.2866938,0.78776515,1.0906453,0.61179215,1.2769413,0.8665136,1.0744271,0.61008614,0.79402983,1.2318435,1.4929619,1.005186,1.4384509,0.7179853,1.5045629,1.0546141,0.79090744,0.7217657,1.2475326,1.2963829,1.2318375,0.9592995,0.5744645,0.7802584,0.8373915,0.8270551,0.47292858,1.2632341,1.1653111,1.3819364,1.4405043,1.2108512,0.7218634,0.68266445,0.8955995,0.5756202,1.0878028,0.31799328,1.0609558,0.6448302,0.9720626,0.53750443,1.1888728,1.1104712,1.4216142,0.8026481,0.82207537,1.0869485,1.1470915,1.4808655,0.9094186,1.2647263,0.73516667,1.2425575,1.2366066,1.231656,0.50694823,1.3194251,0.7509694,0.9104606,0.75408256,0.7326652,1.0235087,0.65406144,0.99657744,1.5247595,1.4578867,0.4935804,0.6528101,0.6663157,1.1500143,0.66480756,0.6418568,1.1716466,1.2142339,1.0978738,1.0333813,0.58866453,1.3832062
broom,1.090491,0.9782393,0.88891006,1.1712261,0.90940976,0.7969284,0.92262673,0.87930405,1.1949903,1.2591692,1.0773253,1.2588865,1.1396424,0.91983855,1.1743875,0.98500216,0.9293542,0.8873853,0.80054486,0.92238337,0.8879969,0.0,0.994545,0.905491,0.9857472,0.9711025,1.0819416,0.9753707,1.0133127,0.8627428,1.066395,1.2397261,1.0636432,1.1339103,0.9667133,1.2582378,1.0532461,0.8224871,1.218181,0.8716699,1.0928335,0.9881091,0.97976285,1.1318883,0.9642606,0.9082526,0.9777739,0.79898304,1.2054523,1.150032,0.91846234,0.95776296,0.7185787,1.0415181,0.81135947,0.9390572,1.1566781,1.0472527,1.2190106,0.88037395,1.1913143,1.1526964,1.0644073,1.0560417,0.9521625,0.82655585,1.2521409,0.9005561,1.2744194,0.7835213,1.0851598,0.74458355,1.0447325,0.9593835,0.9381889,1.1891779,1.0747617,1.0052044,0.98884755,0.9022845,1.021833,1.1493621,0.93200976,1.1043494,1.1899681,1.2126437,1.3221735,0.9781566,0.7533512,0.6880956,0.8786479,0.82885575,1.0743253,0.91276646,0.8300109,0.84604645,0.9985447,0.88234884,0.9779618,0.86815405,1.157842,0.89051515,1.0358964,1.1396238,0.9445358,1.2251265,0.9639455,1.2495555,0.63899124,1.10498,0.9505654,0.9894182,0.9886896,1.1464763,0.798163,1.0129731,1.0931295,0.6473604,1.0727608,0.9600801,0.9762439,1.2232424,1.0937711,0.7938125,0.9977402,1.0631154,0.89172196,0.9095687,0.8708212,0.91521144,1.0623511,1.0200015,0.7231876,0.9606575,1.2096748
bucket,0.8306726,1.1784146,1.2083999,0.8087337,1.0366572,0.9901931,1.2522905,0.8670503,0.73630697,0.79451203,1.1307194,0.7588172,0.63358223,1.0732388,0.7105801,0.83139396,0.93905526,1.2382329,0.63172615,0.8018048,1.3958185,0.994545,0.0,1.125923,1.2183254,1.2205294,1.1149316,0.92068976,0.923812,1.2354732,0.9246964,1.0152521,0.6958754,0.9708356,0.85555065,0.7379359,0.91807556,1.177494,0.7468693,1.0680621,0.95926756,1.2500023,1.1067246,1.0795407,0.9519696,1.1526693,1.191493,0.9902844,0.9245871,1.0199677,1.2566178,1.1054627,1.2163017,1.2247152,1.260516,0.9372176,0.67223036,1.1892416,0.92580104,1.0472708,1.0420108,1.0992641,0.9991281,1.2896625,1.2256815,0.9834501,0.8740195,0.63286805,0.8656829,1.2315478,0.96166575,1.0957793,1.0199691,0.88894606,0.9463382,0.77170783,1.0201994,0.894037,1.2855192,1.1107978,1.1585042,1.1602529,1.2332752,1.0165601,0.9276896,0.78736544,0.9007069,0.9263028,1.1046473,1.1577889,1.0314413,1.2196451,0.9990157,1.1676972,1.1041154,0.9106784,1.0074847,1.1941,0.8866342,0.8758669,0.9321738,1.0800308,0.9269028,0.9912319,0.8242507,0.8496292,1.1103356,1.0892091,1.2143415,0.96132064,0.7637429,0.6865298,1.3355212,0.82582736,1.19414,1.1907223,0.9934321,1.0792748,1.0463253,1.2000428,1.19042,0.8473853,0.6785489,0.91858095,1.3434403,1.2703601,0.76701903,1.2361861,0.897521,0.5189534,0.9702303,1.0356151,1.0408638,1.2891142,1.0433637
can,1.3262548,0.888783,0.6895877,1.4199202,0.7836546,0.8547236,0.5557531,0.45937628,1.2331579,1.1665268,0.65628266,1.3266499,1.1677207,1.1291472,1.2766372,0.8777534,0.7019193,0.34318972,0.47585917,0.4780649,0.7700386,0.905491,1.125923,0.0,0.6255866,0.74285394,1.0398788,0.8819152,1.0740333,0.5581614,1.2066982,1.3034241,1.1954556,1.2058518,1.2556704,1.3194802,1.3335483,0.5243234,1.2567654,0.32427204,1.333607,0.8274546,1.0394487,0.9254398,0.920629,0.61086756,1.1435752,0.83232427,1.2554405,1.3123261,1.0087789,0.97633076,0.79990745,0.84244066,0.38890994,1.1204479,1.2696409,1.0266229,1.1506423,0.8918918,1.4047854,1.1618354,1.351558,0.53279465,0.7543808,1.1917707,1.4864333,0.91225713,1.4350727,0.44434553,1.3095791,0.7180579,1.2487779,1.0824119,0.8316965,1.4576817,1.165886,1.2846038,0.7580667,0.5734256,0.79095113,1.1004918,0.5269235,0.8233184,1.2000511,1.4674044,1.4010546,0.9396575,0.5777502,0.7258414,0.9778015,0.65336,0.7747757,1.0699053,1.0199043,0.9101248,1.0960556,0.77264166,0.76747,0.59200543,1.0780408,1.0387658,1.340957,1.174351,1.1822,1.4452844,0.8643896,1.1763009,0.6966992,1.1018845,0.7312423,1.1951973,0.5205444,1.3128452,0.795709,0.54991746,0.98394156,0.48829865,1.0739884,0.6463138,0.7388464,1.4953985,1.2740874,0.5581772,0.84839654,0.7933452,1.3075018,0.40424633,0.7260884,0.94458187,1.2072654,1.1937248,0.4498948,0.61083186,1.199439
car,1.2273321,1.0476623,0.73787093,1.3569359,0.70939666,0.7945818,0.5785675,0.7097485,1.2900141,1.257475,0.7353862,1.3146183,1.288824,0.9039873,1.2879196,0.63475966,0.7219293,0.49492717,0.6997359,0.99327934,0.8153696,0.9857472,1.2183254,0.6255866,0.0,0.88032466,0.9952813,1.0395441,1.1224794,0.63587844,1.2169565,1.269824,1.2081664,1.011198,1.1897033,1.3110127,1.3076434,0.60986537,1.2768044,0.5261905,1.1669173,0.7505938,0.7942745,1.0689238,1.1155927,0.9678625,1.1183243,0.9153247,1.2884239,1.1220582,1.0822555,0.6476156,0.84410733,1.0256124,0.47402966,1.0203233,1.1309574,1.0157999,1.0859339,0.8255632,1.1969142,1.1009673,1.3122785,0.59721965,0.6685619,1.2096844,1.2627897,1.097036,1.3571503,0.6131493,1.2849562,0.82023835,1.1193552,1.0860358,0.99644464,1.2568355,0.95255476,1.2128848,0.76369476,0.98756117,0.9628101,1.1131299,0.6369715,0.9878317,1.0400934,1.2700673,1.3408774,1.0983994,0.6594598,0.8099849,0.85562086,0.82607585,0.917199,0.98475236,0.9487758,0.98900574,1.0163745,0.7275622,1.0773588,0.8652783,1.1407545,0.88887244,1.2034775,1.1779758,1.1182153,1.2509016,0.90258646,1.2123172,0.8038063,1.2480499,0.99333334,1.224872,0.74698496,1.0847769,1.0107495,0.8321888,1.0156336,0.60188067,0.9907322,0.7349166,0.6887552,1.322035,1.2641783,0.65434694,1.0343869,0.8309489,1.2834654,0.856444,0.6330329,1.0533928,1.0640835,0.62526494,0.73645264,0.7117168,1.05292
carrot,1.2671806,0.8380716,0.43352163,1.3037468,0.6005401,0.9521016,0.54283977,0.80971426,1.3855808,1.3188488,0.5916381,1.4762839,1.3387545,1.015996,1.3333172,0.8555962,0.9342855,0.583358,0.7992661,1.2485528,0.52480865,0.9711025,1.2205294,0.74285394,0.88032466,0.0,1.1786808,1.2570924,1.0151716,0.7226654,1.3333138,1.3602698,1.4517884,0.9703921,1.0997248,1.3896928,1.1465017,0.34634328,1.5456345,0.65159494,1.3049089,0.95581263,0.9371955,1.3453243,1.3236365,0.65204406,0.8533038,0.6767729,1.3346498,1.1929865,0.687137,0.57737267,0.9359139,0.6819349,0.68557227,0.922228,1.2328756,0.77036923,0.89830536,0.60793304,1.205268,0.7111215,1.0715084,0.57821715,0.79930425,1.2304034,1.3829299,1.1066476,1.2157534,0.65312755,1.4496717,1.082697,1.0894256,0.92799747,1.1270362,1.2050767,1.2382174,1.0474256,0.5749179,0.8666299,0.65961534,0.76166403,0.5080764,1.248351,1.17173,1.3168447,1.1942859,1.2804004,0.45778096,0.4865005,1.0454297,0.42949188,1.0759374,0.9372861,1.1047045,0.9872121,1.0115236,0.5151856,1.2215413,1.0244216,1.3622447,0.80611706,1.2195491,0.94531596,1.1088754,1.3297113,0.92130524,1.0907259,0.93348926,1.0179911,1.2493829,1.0728673,0.4730817,1.3596644,0.9287505,0.82298934,0.9412702,0.73740405,1.1030366,0.5601813,1.1419302,1.4062977,1.4941784,0.71896046,0.57483333,0.5425119,0.93892723,0.642101,0.5661997,1.2757722,1.2393506,1.209925,0.9577705,0.62008786,1.29546
