,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bed,0.48711884,1.286741,1.4973221,1.1389785,0.5080827,1.2164826,1.2750471,1.357003,0.9930698,0.29797775,0.0,1.3226488,0.20051908,0.4557321,0.9722186,0.37544268,1.265309,0.69720674,1.5295773,1.3787005,0.85278845,1.3977594,0.96845907,0.93694705,1.308924,1.4690776,1.2357337,1.4269216,0.8796686,0.6301379,1.097575,1.2853799,0.6233999,1.37115,0.52710813,0.63900954,1.3049392,1.2621052,0.103346646,1.110621,1.514034,0.36495006,1.4872967,1.045366,1.190653,0.66030705,0.76996213,1.1862117,1.2685562,1.4511583,0.4689231,0.68911153,1.3354876,1.2809107,1.2213588,1.4238173,1.4006271,0.99262583,1.2068739,1.2265116,1.0546733,1.1280084,0.69592315,1.4688107,0.92853844,1.4294178,1.2483473,1.0551159,0.49141276,1.0778993,0.36925972,1.3935227,0.7098291,1.2363085,1.2181051,0.9283398,0.7573411,0.98228216,0.9784349,0.9810285,1.3900131,1.4002582,1.4240845,1.1259912,1.4034318,0.90714455,0.7898179,0.52908444,0.55252355,0.5650249,1.4785374,1.5283449,1.447629,0.9740703,1.0973734,1.1975653,1.2567496,1.1862059,1.4056079,1.046374,1.2382355,1.1513761,0.6399581,1.159994,1.0968118,0.9564059,0.90500873,0.4028535,1.0998763,0.6813836,1.1225518,0.620005,0.94460046,0.3613935,1.4646678,1.3894143,1.1168813,0.97786605,1.4344137,1.4115996,0.85128456,1.3948429,0.88456255,0.45527232,0.29107392,1.2149987,1.3770816,1.1544685,0.76513994,1.4549704,1.0079851,0.67266,0.76499707,0.74697626,0.9653455,1.46082,0.5038091
belt,1.4385655,0.8673166,0.54396397,1.2455982,1.3080995,1.061531,0.9852444,0.7265166,0.9759854,1.3294585,1.3226488,0.0,1.3643271,1.4255764,0.8919383,1.2048092,0.6436943,1.163698,0.4969651,0.8667296,1.1421618,0.8589233,1.1578158,1.207334,0.8383138,0.3515634,0.7176178,0.48769653,1.2024535,1.1963784,1.2292894,0.7244922,1.177906,0.43433326,1.2423005,1.1029389,0.93626994,0.5573201,1.3578578,1.1782835,0.2783193,1.307981,0.48839748,1.198094,1.1389377,1.1708068,1.1775771,0.97879034,0.82495904,0.69043404,1.2394382,1.2258574,0.61527854,0.6923865,1.019531,0.67571735,0.7811157,1.1785682,1.2077216,0.83858025,0.9529649,1.05126,1.2378652,0.72112805,1.2339035,0.42662036,0.8794213,0.99863285,1.2742414,1.1988282,1.2329257,0.709261,1.2825809,0.8100221,1.1521457,1.198849,1.3974874,1.0976667,1.1421583,1.2239945,0.39115536,0.58172536,0.4057743,1.0161377,0.55932707,1.1974884,1.2858167,1.1421065,1.1743748,1.3769242,0.23697722,0.39795393,0.31511676,0.8308758,1.1552095,1.0690584,1.012307,1.0699973,0.759408,0.9834165,0.74183863,1.1106809,1.2742937,1.0688591,0.84302324,1.2505481,1.1933358,1.2582108,1.0241506,1.1342624,1.1812284,1.0812261,0.937777,1.2879658,0.29113877,0.9047654,0.86946577,1.2615786,0.9553183,0.74782485,1.1442096,0.35754168,1.1066426,1.3175261,1.4589844,0.99095464,0.7348094,1.1238773,1.3509724,0.42937338,1.1644126,1.3849698,1.0670619,1.0719972,1.0909073,0.48289317,1.2107494
bench,0.5471085,1.0913801,1.512775,1.0504962,0.35651731,1.2671454,1.3211467,1.4128716,1.0924884,0.4195119,0.20051908,1.3643271,0.0,0.4980039,1.0353247,0.5917679,1.2911521,0.83934283,1.5255395,1.4018731,0.9372404,1.424072,0.8931159,1.0140682,1.2757487,1.4938341,1.2299392,1.3847537,0.85383,0.6846807,1.073273,1.3546574,0.7167509,1.391389,0.5123807,0.7198452,1.276824,1.3290013,0.10477507,1.0699949,1.5278666,0.52282876,1.5132947,0.9945861,1.0972955,0.7001144,0.87302744,1.1413778,1.2022548,1.4280465,0.56653565,0.7098081,1.2290701,1.3571861,1.2219563,1.3709993,1.4088061,1.0837419,1.1875702,1.1771404,0.9056721,1.1204613,0.6435728,1.4680111,0.7448349,1.410687,1.3156211,1.0094464,0.4802599,1.056587,0.30846322,1.3951513,0.7147571,1.316185,1.2212721,0.97567546,0.62662,0.9676319,0.93443817,0.98614585,1.3818719,1.4399874,1.391227,1.0272931,1.3649647,0.93038106,0.79958457,0.4679867,0.5300063,0.6102848,1.5122812,1.4837801,1.4981015,1.1773088,1.1433412,1.2061983,1.3246405,1.1788087,1.4159697,1.0734512,1.3483369,1.0172199,0.6745621,1.1394312,1.1073562,0.7635969,0.9016587,0.36616677,1.1008661,0.57734144,1.07848,0.7694586,1.0197951,0.2831236,1.4838452,1.4281161,1.037922,1.0184617,1.4091543,1.3440783,0.82727194,1.4254054,0.81161547,0.45706117,0.35111856,1.3021059,1.2677848,1.1010554,0.6520705,1.458419,1.0664172,0.7156449,0.81806767,0.7650651,0.989216,1.383259,0.54510957
bib,0.48150206,1.0960114,1.4538517,0.8748393,0.5353747,0.99583954,1.1654372,1.280739,1.1217885,0.6296063,0.4557321,1.4255764,0.4980039,0.0,0.96996653,0.6169378,1.2595519,0.46771383,1.5184059,1.3313754,0.85166645,1.2341294,1.1057404,0.8916558,1.2522221,1.5788043,1.3637706,1.4015056,0.9733368,0.95287615,0.9165683,1.3693933,0.88331574,1.447228,0.7368245,0.74791324,1.2794018,1.205688,0.5083282,0.9329515,1.532877,0.73772395,1.478539,1.0853842,1.1760101,0.969242,0.97527885,1.1020694,1.1625178,1.4102082,0.7371782,0.73391443,1.2285903,1.0700599,1.1130123,1.2648834,1.4386418,0.67447346,1.133231,1.0870792,0.830732,0.70318425,0.77398807,1.342027,0.67850125,1.3649327,1.2679626,1.1051714,0.6181075,0.85606426,0.49187082,1.4485626,0.8846566,1.4004073,1.1036862,0.82259566,0.42460752,0.92204356,0.8780314,0.9340925,1.418271,1.3204609,1.319732,0.9046012,1.3757472,1.0919645,0.65049756,0.5327502,0.6960894,0.19620776,1.5145628,1.5034362,1.4902124,1.1490465,0.97812134,1.2295854,1.0680845,1.2509578,1.3705798,1.0583583,1.3158451,1.0107538,0.8998072,1.0890249,0.99104524,0.9238107,0.6947112,0.5434751,0.8503797,0.707146,1.070487,0.86991817,1.1189972,0.6019893,1.4821653,1.3332841,0.9675649,0.83319986,1.286154,1.399811,0.87419236,1.4820682,1.0058933,0.6064039,0.52822125,1.0856167,1.2922155,0.7559885,0.57752573,1.479059,0.7752672,0.6728811,0.93392247,0.8249645,1.2174592,1.4219708,0.81273794
bird,0.83401084,0.9777952,1.019843,1.1699302,0.93907714,1.118738,1.1192185,1.0058154,1.207546,1.0346333,0.9722186,0.8919383,1.0353247,0.96996653,0.0,0.9270941,0.95014083,0.96111184,1.0860729,1.2650179,1.2187737,1.0199475,0.99781257,1.3082203,1.0111828,1.1021248,0.96436226,0.9110007,0.9444815,1.1338428,1.0400282,1.0418271,1.0075382,0.9917006,1.0976088,0.8006089,0.9496915,0.9226804,1.0308064,1.0519549,0.9115162,1.0269263,1.145708,0.9154114,0.8858032,1.1100615,1.21818,1.0450503,0.92309916,1.0908006,1.0075656,0.9992149,0.825314,0.8917674,0.9143878,0.8242322,1.025379,0.93656695,1.1754827,0.8920245,0.97259253,0.94524246,0.9481514,0.8764255,0.87979835,1.0094343,0.83368117,1.0360873,0.9990554,1.0699569,0.9574326,1.0288895,1.0617659,1.126337,1.2246814,1.1187495,1.0816997,0.8410705,1.0725818,0.97844625,0.95807207,1.0755937,0.8854319,0.9080846,1.0331141,1.1351181,0.92734015,0.8895557,0.9613705,0.9667331,0.9046444,0.9657711,0.92337966,0.88274586,1.007304,0.8991058,1.2082956,0.9026483,1.0659922,1.1079954,1.1108743,0.87846506,1.1524893,0.75439346,1.018909,1.107514,1.0581776,0.9656025,1.043348,0.98775864,1.1959751,1.0168905,1.1700369,0.98742616,0.8765447,1.1736993,1.0786585,1.1501596,1.1335824,1.003425,0.96573424,1.0164155,1.0710164,0.97382087,1.1177324,1.1504067,0.88961095,1.0545589,0.9673942,0.95520765,1.0859165,1.1773872,0.99925524,0.8703703,1.144578,0.93284786,0.92441964
blanket,0.53163385,1.195087,1.4236724,1.0357391,0.7881204,1.1709481,1.1855241,1.101531,0.8663613,0.74597275,0.37544268,1.2048092,0.5917679,0.6169378,0.9270941,0.0,1.0463852,0.79165506,1.4006166,1.2088585,0.9160564,1.1911252,1.0554659,1.0020854,1.222005,1.3067359,1.0144478,1.3725845,0.9557609,0.61414814,1.0192341,1.1607764,0.77769506,1.250993,0.72280514,0.6702961,1.2151387,1.1771939,0.40984988,0.9573123,1.3786643,0.60826105,1.358485,1.0090306,1.0659701,0.8901832,0.8433758,1.095264,1.2267649,1.4255549,0.71168685,0.93869716,1.3647586,1.0927888,0.9617688,1.2053392,1.1723475,0.91479313,1.1244085,1.194104,0.89918905,1.1139803,0.91497594,1.2574575,1.053155,1.2661479,1.0687296,0.89882386,0.71983254,1.072329,0.6198584,1.2497237,0.77899766,1.1132972,1.1733942,1.0083982,0.68119,1.0161338,0.9905027,0.9640171,1.430083,1.1065725,1.2851663,1.1440401,1.4089847,0.97619057,0.803692,0.66890335,0.79261106,0.7830287,1.3229455,1.3808101,1.3150258,0.4864174,0.9748345,0.91149265,1.1026603,1.0942972,1.297873,0.8791651,1.1554368,1.1330047,0.8501104,1.0851126,1.1108726,0.99055594,0.95826024,0.6895451,0.88957983,0.74784875,1.1230086,0.8730353,0.9785551,0.64722466,1.3861624,1.2648835,0.8845109,0.8999988,1.255118,1.2726928,0.8528639,1.31656,0.99112433,0.722564,0.6513699,1.1510173,1.3876746,1.0414501,0.92886806,1.1160429,1.0092577,0.8246726,0.83941334,0.86794126,1.0161266,1.4149146,0.75505924
boat,1.1830567,0.9356596,0.69134855,1.1447895,1.3191967,0.9254684,0.9246131,0.79908514,1.088311,1.2488091,1.265309,0.6436943,1.2911521,1.2595519,0.95014083,1.0463852,0.0,1.0937364,0.73279035,0.9152999,1.1728407,0.84142256,1.1374755,1.1143044,0.91609937,0.8104569,0.3099352,0.7587348,1.0701334,1.0812945,1.1208628,0.82336676,1.1816542,0.75864077,1.2253606,1.2135031,0.86402726,0.77379954,1.2391376,1.1746407,0.64303124,1.2286465,0.73966706,0.9970605,0.9481832,1.1819067,1.1764014,1.0583452,0.9527939,0.7817215,1.1351433,1.1332719,0.9083224,0.79071295,0.9016937,0.87280816,0.8534708,1.0139146,1.0536889,0.93797886,1.100151,1.0198185,1.1289068,0.71981794,1.2410152,0.7464032,0.77617383,1.0468252,1.1712686,1.0802627,1.2446433,0.8562323,1.2081767,0.87983096,1.0215359,1.1419705,1.2762758,1.0136977,1.0777925,1.0851705,0.6639979,0.88007313,0.8000998,1.0821941,0.73096555,1.1328878,1.1667147,1.2359083,1.1867518,1.26894,0.62206787,0.7169753,0.66890395,0.77719283,0.9798733,0.97621644,0.95758075,0.92982477,0.79553956,0.9998868,0.8280584,1.0475953,1.2148347,1.009662,0.905328,1.1482048,1.1369594,1.2407032,1.0074487,1.1276754,1.1197803,1.1909541,1.0587734,1.2440944,0.64591765,0.8602953,1.1492736,1.1427162,0.9437,0.8337593,1.1511836,0.6828136,1.0905507,1.2270082,1.3040059,0.8953161,0.91226727,1.1127133,1.2963389,0.81048334,0.97962314,1.2305572,0.88099545,1.0113919,1.0067284,0.75994766,1.1320412
book,0.79779226,1.146113,1.2070901,0.8421453,0.9924491,0.9672811,1.0294383,1.1090411,0.7742409,1.0004426,0.69720674,1.163698,0.83934283,0.46771383,0.96111184,0.79165506,1.0937364,0.0,1.1231811,1.0548838,0.35964894,1.0777632,1.0331248,0.8604461,1.0937767,1.1906127,1.0920955,1.295038,1.0882094,0.94135314,1.0141505,1.0191836,0.9874113,1.0947591,0.87897724,0.8543608,1.1890982,1.0577905,0.7572032,1.0088955,1.108149,0.78744096,1.0774446,1.0112845,0.9973217,1.074325,0.8370688,1.1445137,1.2104045,1.2911959,0.9492037,1.0365835,1.2055763,0.95504546,0.9495183,1.2098551,1.0471019,0.6379247,1.0062574,1.208743,0.9939681,0.49479294,1.1252959,1.1068125,0.9508172,1.2421567,1.0367223,0.95941055,0.9837362,0.8818526,0.9432228,1.006649,0.9647844,1.1212478,0.9973208,0.7657548,0.81400645,1.0371941,1.0796858,1.0933018,1.2664123,0.9662276,1.2654477,1.1499996,1.2706586,0.80802995,0.99941915,0.9921801,1.1173924,0.30618244,1.0901299,1.0448182,1.1923909,0.9275325,0.862216,1.0876384,0.8878742,1.0181701,1.1757439,0.80790013,1.0083274,1.18466,1.0134809,1.0019348,1.042444,1.0821153,0.70734996,1.0396099,0.8514291,1.0845554,1.0386006,1.044875,0.9151865,0.98439384,1.2849389,1.1181836,0.97693676,0.935381,1.0791743,1.1357712,1.0742217,1.181802,1.1177096,1.0392103,0.7469952,0.69166654,1.2696284,0.85747635,0.8507841,1.1728586,0.4793948,0.7511349,0.99541235,0.9983229,1.0408301,1.1962501,1.0174626
bottle,1.4857183,0.9233002,0.44775534,1.0394161,1.4736001,0.8680786,0.70237255,0.7251929,0.80818033,1.4625876,1.5295773,0.4969651,1.5255395,1.5184059,1.0860729,1.4006166,0.73279035,1.1231811,0.0,0.5923034,0.9420638,0.79143816,1.0621768,0.85932255,0.782825,0.255655,0.7119359,0.58442897,1.1597166,1.1798177,1.1631947,0.54859847,1.2783804,0.3409447,1.3564622,1.2536143,0.7959981,0.8463642,1.514716,1.166527,0.3839802,1.386067,0.1707533,0.9725594,0.84950197,1.201792,1.2195274,0.7992581,0.94886947,0.55549514,1.3073206,1.3338859,0.9120493,0.8871204,0.8329805,0.78733087,0.6513958,1.1482682,0.70684445,1.0451887,1.162706,1.0227047,1.3294542,0.56843144,1.4046144,0.51100755,0.6138846,1.0703402,1.4198214,0.77655005,1.538293,0.632507,1.2485296,0.6211147,0.9159421,0.8600843,1.4909776,1.2075918,1.2517681,1.2060843,0.48588133,0.6025557,0.69705284,1.2816544,0.5462255,0.9739806,1.3671792,1.4743384,1.4461529,1.4785246,0.4536488,0.48452425,0.42546117,0.8077475,1.0570513,0.8673461,0.8858292,0.7541514,0.5597946,0.83529466,0.5611009,1.1848441,1.1545936,0.9270189,1.1114587,1.1547357,1.184462,1.4938402,0.96735996,1.3523947,0.96823484,1.1224271,0.992188,1.3884898,0.47158968,0.6242119,1.118063,1.1938295,0.7381991,0.5895896,1.1781306,0.38557857,1.1105137,1.4777414,1.4864078,0.69087523,0.84598136,1.1183342,1.3744531,0.50626224,0.9769993,1.3420756,1.1390285,1.2596658,0.86210847,0.54486203,1.3490039
bowl,1.4397907,1.0593534,0.6011002,0.7178639,1.4450608,0.7220882,0.63456595,0.6829561,0.698711,1.2214609,1.3787005,0.8667296,1.4018731,1.3313754,1.2650179,1.2088585,0.9152999,1.0548838,0.5923034,0.0,0.7312851,0.57528913,0.9759996,0.648488,0.6407796,0.63556886,0.8968583,0.9201684,1.1802483,1.0126172,0.81029344,0.7003791,1.2017639,0.80998415,1.1839037,1.2483304,0.8557445,0.93977106,1.4015507,0.89831537,0.8316433,1.2261356,0.3689471,1.0217693,0.94838595,1.2268546,0.85993725,0.89107364,1.2313365,0.5506017,1.146139,1.3511411,1.2078816,0.99903584,0.99662673,1.0339966,0.63101596,1.0735998,0.4803776,1.1987516,1.2915573,1.0463177,1.4077474,0.80550617,1.3765222,0.90377307,0.90515006,0.92373747,1.4432135,0.8031002,1.4809239,0.6953213,1.2339026,0.68475395,0.52290463,0.88765913,1.3758826,1.2617164,1.1989875,1.0907184,0.89777166,0.656112,1.1275041,1.3206793,0.7737267,0.9537117,1.28871,1.5267854,1.4920266,1.2788988,0.79621094,0.7606652,0.73856306,0.8525364,0.7271053,0.9563554,0.27015638,0.8306811,0.64950126,0.8648897,0.6387711,1.1513324,1.0817047,1.0321162,1.0857941,1.238703,1.1143373,1.4970407,1.0898921,1.3449674,0.53886914,0.9968548,0.54838866,1.3107469,0.9117765,0.37109327,1.0645086,0.5886054,0.46069014,0.8528584,1.1373658,0.75330174,1.3441377,1.467659,1.1738275,0.5175923,1.1146847,1.0836035,1.3789463,0.8424353,0.92181516,0.8256051,1.1372837,1.3663356,1.0633458,0.91909593,1.3842134
box,1.0762488,1.174226,1.1583749,0.8479662,1.1509,0.99974674,1.0219983,0.99571717,0.4550808,0.9864329,0.85278845,1.1421618,0.9372404,0.85166645,1.2187737,0.9160564,1.1728407,0.35964894,0.9420638,0.7312851,0.0,0.9635736,0.99463564,0.62474895,0.9920125,0.89732444,1.0897145,1.2535414,1.0539396,0.7782351,1.0122062,0.9913818,0.87285715,1.0531732,0.79012513,0.926008,1.1798865,1.0378661,0.86560816,0.9650852,1.1317022,0.7184887,0.8879676,0.9592014,0.93831503,0.9268709,0.59827757,1.0382403,1.3697073,1.2056731,0.93139035,1.1889285,1.3388506,1.1183978,0.9751197,1.1502256,0.9630254,0.869079,0.8813874,1.305705,1.0469275,0.70225585,1.2418177,1.0648664,1.1652005,1.1949611,1.0905575,0.8752746,1.0637001,0.68774253,1.0929736,0.9101012,0.83196765,1.0282071,0.8812325,0.68844974,0.9828657,1.0387058,1.1920228,1.1679006,1.3210509,0.7810436,1.3285747,1.3072078,1.2320368,0.63900244,1.1719012,1.142899,1.1575222,0.71718276,1.1000149,1.055836,1.117385,0.9859337,0.84756327,1.0915279,0.77638245,0.9850616,1.0744796,0.62494886,0.8315818,1.2437497,0.83868974,1.0073934,1.1270057,1.1102122,0.79576284,1.1499084,0.8503747,1.1454966,0.9157374,0.94783175,0.6733385,1.0190392,1.2563975,0.9086107,0.950758,0.87176263,0.975261,1.0437901,1.077958,1.1054472,1.0110456,1.1140448,0.7393789,0.5928841,1.3234689,1.0156286,1.0253998,1.0414662,0.60556734,0.71798706,1.043277,1.0698061,0.8666948,1.2088792,1.0828619
bread,1.2977204,0.8404459,0.51654726,0.94618547,1.3210275,0.70917374,0.85571694,0.48903346,1.020932,1.4449787,1.3977594,0.8589233,1.424072,1.2341294,1.0199475,1.1911252,0.84142256,1.0777632,0.79143816,0.57528913,0.9635736,0.0,1.1549839,1.115854,0.938863,0.88347626,0.96747446,0.6294669,1.1552223,1.2085892,0.60790473,0.8941149,1.3585492,0.83673894,1.3881221,1.3135107,0.6658779,0.62070954,1.4097445,0.5608516,0.7032224,1.3827676,0.7676345,1.0459467,0.93440086,1.4008578,1.2035599,0.8553311,1.0368942,0.51171625,1.3558289,1.2778292,0.8955106,0.7684511,0.91317904,0.6932981,0.9094313,0.8590058,0.83778214,1.046209,1.0863082,0.91037834,1.3430281,0.47290152,1.2415575,0.8501382,0.9393493,1.0466611,1.3279765,0.93416786,1.3620057,0.79651916,1.2734417,1.0618021,0.5391133,1.0684043,1.1908423,1.1298523,1.1329682,1.1032888,0.74565136,0.60552794,0.91927314,1.1056365,0.51994044,1.1949995,1.2605402,1.3751817,1.3122451,1.217087,0.734107,0.712217,0.63598496,0.89182276,0.3815589,0.96023136,0.52009505,0.9699567,0.42588884,1.0432585,0.79920346,1.1130424,1.3041635,1.0336447,0.88481134,1.2991762,1.2609289,1.4114435,0.86686957,1.2707198,0.7287871,1.2515345,1.146348,1.4380023,0.6596483,0.36447835,1.064333,0.78662074,0.7569331,0.98244077,1.2419055,0.7246492,1.2656019,1.4209704,1.3218098,0.71805006,0.83179724,0.96496814,1.3870404,0.74185896,0.8648249,0.912164,1.1888148,1.1604799,1.2375822,0.8339734,1.4305854
broom,0.93540144,1.2245833,1.2282492,0.9058898,0.9815765,1.1095092,0.99525744,1.0475798,0.9412441,0.8342087,0.96845907,1.1578158,0.8931159,1.1057404,0.99781257,1.0554659,1.1374755,1.0331248,1.0621768,0.9759996,0.99463564,1.1549839,0.0,0.84962595,0.9640757,1.1055579,1.0897634,1.1996913,0.99867994,0.78523076,1.0602237,1.0086268,0.87911797,1.0251766,0.74313295,0.9182318,1.2473099,1.1403694,0.9733793,0.8513133,1.0364006,0.8528322,1.0824705,1.0290068,0.98469734,0.79665256,0.8765289,0.8836606,1.2131917,1.1466779,0.8850875,1.1343243,1.2187717,1.1270216,0.9334957,1.149982,0.8022397,1.1065562,0.9596001,1.2606448,1.1689626,1.0664659,1.0569316,1.257965,1.0302742,1.3208477,1.1446365,0.9197991,1.0617608,1.0093726,1.0721157,0.7628293,0.5794821,0.75225353,1.0364051,0.9124037,1.0456617,1.011549,1.0685972,0.83917487,1.2334883,0.99132544,1.2340122,1.17309,1.2386572,0.83633184,1.0567796,1.0490248,1.0471367,0.98363256,1.0313057,0.97030795,1.2013797,1.108102,1.0366261,0.80465627,0.9567467,1.0631872,1.2161303,1.0840881,1.0971696,1.1435357,0.7672206,1.0132133,1.0873177,0.9322675,0.7879298,1.0684832,1.2126696,1.1426721,0.7893323,0.9170844,0.74663013,0.8183953,1.2641656,1.1018801,1.0594714,0.8411772,0.7039579,0.9503711,0.75715786,1.1478238,0.8213248,1.0141526,0.7451879,1.1209929,1.250818,1.0707364,0.73188436,1.0057365,1.0246384,0.75528353,0.91678184,0.9945281,0.5409509,1.2381781,0.81967425
bucket,1.0370537,1.1948252,1.2027811,0.8739538,1.074412,0.8848256,0.8939401,1.1679995,0.6217487,0.83180326,0.93694705,1.207334,1.0140682,0.8916558,1.3082203,1.0020854,1.1143044,0.8604461,0.85932255,0.648488,0.62474895,1.115854,0.84962595,0.0,1.073179,0.8827945,1.048571,1.328384,0.97595197,0.85039234,1.0279855,1.0380839,0.8400295,1.0501446,0.8284152,1.0057653,1.2208058,1.2580287,0.97202575,1.0421333,1.270571,0.8285471,0.73893774,0.98914367,1.0537806,0.88935804,0.7147294,0.97719175,1.2673948,1.1524689,0.8176409,1.093467,1.3622868,1.1934667,1.1284134,1.2754228,0.9500233,1.0572147,0.73833877,1.2450544,1.0692834,0.97316265,1.1219734,1.1714158,1.0756389,1.1597141,1.1278892,1.0616708,1.0413961,0.48980218,1.0933956,0.9940137,0.9211651,0.9292613,0.90715885,0.6138119,0.930086,1.0550257,1.1033839,0.9657974,1.2949889,1.0319537,1.3203064,1.2416171,1.2406671,0.587829,1.1130514,1.0853409,1.1142887,0.9397854,1.2591631,1.1993195,1.2616564,1.0761539,0.9906206,1.0918683,0.789702,0.9943946,1.1264544,0.7875848,0.62193036,1.1650723,0.5837384,1.0410603,1.0897586,1.0148829,0.7727837,1.0739379,0.93871593,1.0740591,0.72207236,0.83662486,0.6713383,0.9833808,1.3530326,0.97521514,0.9851895,0.6674104,0.8157503,0.9930831,1.0321999,1.1881764,0.87470245,1.0107158,0.73675674,0.88165355,1.3281136,1.0555993,0.8835723,1.1745158,0.8559728,0.6739127,0.9965172,1.0558215,0.7568412,1.1844555,0.9757209
butterfly,1.2286875,0.9727863,0.75088286,0.83323544,1.3049455,0.860495,0.7396285,0.82672316,0.9390805,1.1975071,1.308924,0.8383138,1.2757487,1.2522221,1.0111828,1.222005,0.91609937,1.0937767,0.782825,0.6407796,0.9920125,0.938863,0.9640757,1.073179,0.0,0.7819558,0.9141576,0.90962094,1.1038492,1.0354491,1.048684,0.71020466,1.1802434,0.8893941,1.1433702,1.0835769,0.9267181,0.8482633,1.3305193,0.9553074,0.78857625,1.2117711,0.73159647,0.95313525,0.83654475,1.148343,1.0039421,0.9068355,1.1216731,0.7504831,1.1923859,1.2482245,1.0491939,0.8066912,0.9390616,0.91504544,0.6781286,0.9285367,0.7551627,1.0000556,1.1124036,0.9824705,1.2569604,0.91080505,1.2491834,0.80844486,0.8829632,0.80965173,1.2671299,1.0469191,1.3021399,0.7490494,1.2015371,0.71795076,0.79037523,1.0467101,1.2524532,1.1496304,1.0520738,1.1284305,0.92206955,0.7956543,0.9378339,1.1173246,0.9074205,1.0984257,1.1554174,1.32323,1.3036292,1.2418377,0.7358525,0.73872757,0.81003964,0.9308848,1.0685526,0.86475426,0.775716,0.8358811,0.82715845,0.79248387,0.8962471,0.97428066,1.20551,0.90298074,0.92874634,1.1486518,0.94803244,1.3039739,0.9788716,1.2426221,1.0269692,1.0059935,0.7916204,1.1863823,0.86735165,0.7203626,0.9090101,1.068237,0.752868,0.8396121,1.0925081,0.8364473,1.2740364,1.3124243,1.2684087,0.78803164,1.0337743,0.95227,1.2900839,0.7842777,0.952698,1.1903281,1.0341431,1.2503197,1.0434062,0.86593014,1.1974783
can,1.5803592,0.87349933,0.61943,1.1788185,1.4398242,1.0639077,0.8768416,0.7572904,0.63040614,1.3648615,1.4690776,0.3515634,1.4938341,1.5788043,1.1021248,1.3067359,0.8104569,1.1906127,0.255655,0.63556886,0.89732444,0.88347626,1.1055579,0.8827945,0.7819558,0.0,0.75316316,0.5743414,1.142242,1.0067372,1.2349305,0.5992737,1.071591,0.35789526,1.2160364,1.2025567,0.87997365,0.780183,1.4710518,1.2474432,0.41071582,1.2666514,0.29227978,1.0291249,0.95854056,1.0188193,0.9859153,0.79229355,0.8937812,0.6662129,1.251045,1.4002801,0.8131274,0.94621897,0.9574226,0.70122063,0.6089826,1.290117,0.95247734,0.95102096,0.9831998,1.1619376,1.3931158,0.68888843,1.3649664,0.4316615,0.79069436,0.9287145,1.4216949,0.96094126,1.4518054,0.5528709,1.1429558,0.6243366,1.0114087,1.0821186,1.4440994,1.2102637,1.2645816,1.2347214,0.5751155,0.41924596,0.5263983,1.1723557,0.68200314,0.8508017,1.3268286,1.3480946,1.3168969,1.4728118,0.4119479,0.49305302,0.42330348,0.76687574,1.1864076,0.91801274,0.9296716,0.8888624,0.7160617,0.73397887,0.60453904,1.15953,1.0448409,1.0131348,1.0456119,1.169774,1.1487393,1.4763588,0.9021447,1.2854406,1.0813818,0.9345439,0.72321886,1.3491088,0.44961149,0.73574173,0.85676664,1.2420021,0.750326,0.6534173,1.081017,0.459791,0.98743546,1.4586685,1.4443707,0.7965827,0.8097398,1.127817,1.3729777,0.32702446,1.116832,1.4258212,1.1768435,1.2566597,0.82317686,0.4791562,1.2798188
