,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
rooster,0.66151005,1.02763,1.0752889,1.0358597,1.1582206,0.97306246,0.97384405,1.061904,1.0173699,1.1652786,1.159994,1.0688591,1.1394312,1.0890249,0.75439346,1.0851126,1.009662,1.0019348,0.9270189,1.0321162,1.0073934,1.0336447,1.0132133,1.0410603,0.90298074,1.0131348,0.8169404,1.1645478,0.66866434,0.98979974,0.89211816,1.0187652,1.0868155,1.0848176,1.0430179,1.0552214,0.9740637,1.1389912,1.1281353,1.0246754,1.1055405,1.0071697,1.008395,0.4597746,0.44814146,1.0759228,1.1079588,1.0882058,1.0999441,1.1629577,1.0958622,1.1308109,1.1764961,0.834595,0.7557019,1.0070398,0.9789261,0.6628903,0.88469106,1.1026725,0.98654103,1.0145862,1.0058006,0.91824055,1.0919099,0.94038445,0.4981373,1.0738856,1.1715679,0.9266877,1.1902289,0.9659008,0.990179,1.00618,1.0837836,1.0407829,1.0091989,0.671235,1.1273565,0.83841497,1.1540298,1.0830044,1.1105645,1.1728754,1.1471373,0.9914493,1.0435811,1.1390845,1.1406581,1.0794567,1.0704256,1.0749876,1.1108925,0.9416389,0.94667685,0.7955406,1.1369708,0.44768935,0.9606733,0.78577435,0.97627056,0.9184264,1.116874,0.0,1.1671627,0.90770507,0.9425778,1.1571242,0.83180845,1.0375327,1.1036963,1.1577868,1.081073,1.135789,1.0346326,1.0355984,1.0863574,1.1015213,1.0223045,0.8829756,1.0429889,1.0685806,0.87117237,1.1009167,1.0629336,0.8460698,1.0885152,1.0456407,1.0962337,1.0728608,0.8209802,1.1223099,1.0043006,0.94749653,0.86664534,1.0588771,1.0644277
sauce,1.0730935,0.8122398,0.8308754,1.0859779,1.0696228,0.8088819,0.89945227,0.99758166,1.2002307,1.112516,1.0968118,0.84302324,1.1073562,0.99104524,1.018909,1.1108726,0.905328,1.042444,1.1114587,1.0857941,1.1270057,0.88481134,1.0873177,1.0897586,0.92874634,1.0456119,1.0278461,0.81865597,1.0644889,1.125363,0.9616287,0.92597955,1.1244574,1.0107089,1.0356367,1.1366401,0.89450026,0.7225896,1.0970263,0.9776782,0.8929119,1.1704758,1.0630214,1.1586527,1.2221756,1.0908891,1.0934448,1.1280868,0.75586545,0.86430275,1.0729264,0.98370004,0.77527297,0.6128286,1.0985781,0.9108996,1.1942238,0.9095309,1.1382167,0.78602266,0.98262864,0.8750189,1.0721644,0.95483804,0.95386416,0.89980996,1.1343611,0.9855054,1.0763602,1.0209115,1.0394377,1.1656188,1.193779,1.0914822,1.0071571,1.0648594,0.97130424,0.92460394,0.8919273,0.86116993,0.81703556,1.019236,0.79755116,0.71854544,0.81151915,1.1600323,0.9748806,1.04098,1.0382776,0.970944,0.9016912,0.92372465,0.9233903,1.1159425,1.0676817,1.1757077,1.0007406,1.1908501,0.91719764,1.1692963,0.97791934,0.89544487,1.2037165,1.1671627,0.0,1.1117586,1.1329225,1.0722848,1.0316252,0.98716956,1.1578764,1.1296862,1.1257473,1.182748,0.84348655,1.033035,0.97469485,1.0190389,1.1506338,1.1140867,1.175358,0.8786897,1.129843,1.1129943,1.1370815,0.99081933,0.82361734,0.8863014,1.1357098,0.92143345,0.9946599,1.1071756,1.0532451,0.9792472,1.2310082,0.93274087,1.0515139
scarf,0.8475183,0.94505644,1.3386383,1.016798,0.7812579,1.2154973,1.2129474,1.3479719,1.0979816,0.9277812,0.9564059,1.2505481,0.7635969,0.9238107,1.107514,0.99055594,1.1482048,1.0821153,1.1547357,1.238703,1.1102122,1.2991762,0.9322675,1.0148829,1.1486518,1.169774,0.91249245,1.2163782,0.76423943,0.89667356,1.0332103,1.2037108,0.93188465,1.1778563,0.8601087,1.0183148,1.0090567,1.2709212,0.80367875,1.0645645,1.3185546,0.9201646,1.2754611,0.8933038,0.9041955,0.74605083,1.0058882,1.0849471,0.90403926,1.2540979,1.0402749,0.8096892,1.0547237,1.2291707,1.058811,1.0895811,1.1533688,1.1516144,1.0515738,0.88252634,0.8087138,1.0885347,0.4844098,1.1941826,0.7220297,1.0241742,1.1216874,0.9833759,0.8295872,0.963795,0.8579415,1.129722,0.87080824,1.1448953,1.1947672,0.9992974,0.7193368,0.82150334,0.89849156,0.9044667,1.2228011,1.2463315,1.0772638,0.8838658,1.2701478,0.9202399,0.8623564,0.8168383,0.86562955,0.8850155,1.2970961,1.2459317,1.3237398,1.1057433,1.1203499,0.99670875,1.2444596,1.0924014,1.2744979,0.96514124,1.1907613,0.6638135,0.8282973,0.90770507,1.1117586,0.0,1.035597,0.7821446,1.0343992,0.82901955,0.96402913,1.0752894,1.0828784,0.97268486,1.2489917,1.2888502,0.98511225,0.9939478,1.1386863,1.0060166,0.9619569,1.2516295,0.6486404,0.7141359,0.84920466,1.3656609,1.0370308,0.9655885,0.76317096,1.1919414,1.2184595,0.9488499,0.8916538,0.85536206,0.8959519,1.1357074,0.76322603
scissors,0.8000358,1.2666421,1.3142563,0.877766,0.95418054,1.0792927,1.0961316,1.051838,0.8859855,0.87385005,0.90500873,1.1933358,0.9016587,0.6947112,1.0581776,0.95826024,1.1369594,0.70734996,1.184462,1.1143373,0.79576284,1.2609289,0.7879298,0.7727837,0.94803244,1.1487393,1.2099005,1.2929028,1.0602919,0.89729327,1.0659852,1.0789292,0.89169264,1.2259781,0.8204422,0.78137416,1.3190782,1.0781653,0.9524338,1.0051681,1.0656617,0.8719965,1.1553203,0.988463,0.9769106,1.0401509,0.8149309,1.1095271,1.2493335,1.3389956,0.80990624,1.0624193,1.1622741,1.0040591,0.98487836,1.2089857,0.826761,0.813352,1.0837243,1.096805,0.87718624,0.7025546,1.0632116,1.2200788,0.8667993,1.1585623,1.1619123,0.9099268,1.0668334,0.9404631,0.92950225,0.83984745,0.88566065,1.0813466,1.0504884,0.8579095,0.71882683,0.91643417,0.95186853,1.058455,1.3000828,0.9657925,1.1483579,1.0272088,1.3319981,0.89025813,0.8417721,0.8847624,1.0473373,0.7431986,1.0610576,0.99867946,1.2319272,1.1955417,1.0807025,1.1437534,0.99735457,0.9910971,1.2560815,0.787099,0.9982605,0.98948085,0.9648407,0.9425778,1.1329225,1.035597,0.0,1.0224723,0.8719831,1.1455443,0.9970144,0.9531383,0.8699524,0.78053623,1.236348,1.1773534,0.8323598,0.988599,0.7524899,0.9507411,0.73612636,1.2781657,0.87263876,1.0183368,0.8236305,0.96721363,1.2448987,0.8005547,0.50756514,1.1437815,0.611552,0.8800165,1.0935594,1.1110938,0.6962375,1.0443902,1.0696162
shirt,0.63526934,1.1291254,1.4472293,1.1501234,0.38407862,1.2703317,1.3239194,1.3438927,1.2403975,0.50663644,0.4028535,1.2582108,0.36616677,0.5434751,0.9656025,0.6895451,1.2407032,1.0396099,1.4938402,1.4970407,1.1499084,1.4114435,1.0684832,1.0739379,1.3039739,1.4763588,1.2170854,1.2352426,0.8662905,0.9525046,1.0805225,1.3703799,0.7871665,1.3797314,0.7539255,0.70513797,1.1852798,1.1995097,0.39686048,1.1515447,1.4738233,0.70851094,1.5369811,1.0791786,1.2235548,0.7374004,1.0684928,1.0275759,1.0375353,1.4050102,0.6756362,0.42386276,1.0933126,1.2360194,1.2517631,1.2559586,1.4715631,1.0757912,1.2714427,1.0042037,0.8455888,1.1731657,0.41991925,1.408488,0.6913576,1.2735448,1.2149712,1.1174269,0.20603871,1.0768629,0.27347177,1.4532157,0.8450563,1.3557811,1.3124219,0.9793169,0.6715757,0.84577113,0.83760947,0.9715458,1.2924042,1.4833715,1.196811,0.89157593,1.2839326,1.0400012,0.78821504,0.27035785,0.27190816,0.7197794,1.4648838,1.4807689,1.3965102,1.2355211,1.1501918,1.2682399,1.4002079,1.2412893,1.3785638,1.1287192,1.3844296,0.99821836,0.7240577,1.1571242,1.0722848,0.7821446,1.0224723,0.0,1.110526,0.3944415,1.1499916,0.8024955,1.1845529,0.48725414,1.3750782,1.4707322,1.0771688,1.0480492,1.4837664,1.4289387,0.84623927,1.3690472,0.7698235,0.12526685,0.5729741,1.4241184,1.1624738,1.1050562,0.7106314,1.4042857,1.2288042,0.85336924,0.81653106,0.62475455,1.101832,1.3463393,0.56705713
shoe,0.94154537,0.62205124,1.1516263,1.0174369,1.0230238,0.92070735,1.1495305,1.0025405,0.7804086,1.3030188,1.0998763,1.0241506,1.1008661,0.8503797,1.043348,0.88957983,1.0074487,0.8514291,0.96735996,1.0898921,0.8503747,0.86686957,1.2126696,0.93871593,0.9788716,0.9021447,1.0180687,1.0308963,0.92181754,0.93907565,1.0339594,0.9938039,1.17524,1.0758177,1.0688963,1.0551393,1.0246918,0.95560735,1.0795884,0.8948982,1.0398759,1.0167717,1.078464,0.8100507,0.7343198,1.1968479,1.0635102,0.9710753,1.0688463,1.1647286,1.1247429,1.1879566,1.0004392,0.9449077,0.9146274,0.53340423,0.9897266,0.82829374,1.0872859,0.9918878,0.46497834,0.74599445,1.2134166,0.8987274,0.9614444,0.74258316,1.0030601,1.0010493,1.0386815,0.7212841,0.88709086,0.88349384,1.0803229,1.2297926,1.0770899,1.086664,0.52728593,0.9489959,1.1062628,1.1697626,1.1160938,0.81741244,0.90950716,1.0603205,1.0917225,1.0696405,1.0360569,0.9265192,0.93285024,0.9867006,1.0400877,1.0064887,1.1200126,0.84587604,0.9968535,0.9232139,1.0754533,0.9592315,0.9146879,0.5735905,0.82581246,0.92288,1.2101958,0.83180845,1.0316252,1.0343992,0.8719831,1.110526,0.0,0.91918176,1.148491,1.2245604,1.2086239,1.1169574,0.9140074,1.0191276,0.5681382,1.1410208,1.0150993,1.0380758,1.1948812,1.0986739,0.8656385,1.1434584,1.1204005,0.7999183,0.849054,0.8228042,1.085753,0.84201026,0.7076385,1.1758496,1.2086636,1.0095333,0.9488388,0.8600724,1.240788
shorts,0.7688346,0.78399944,1.3662444,1.0481408,0.53567755,1.2131894,1.274343,1.2487977,1.1873206,0.78170687,0.6813836,1.1342624,0.57734144,0.707146,0.98775864,0.74784875,1.1276754,1.0845554,1.3523947,1.3449674,1.1454966,1.2707198,1.1426721,1.0740591,1.2426221,1.2854406,1.0666033,1.1231519,0.83440244,1.0003359,1.0639541,1.3377112,0.8623528,1.3110099,0.9152719,0.85988444,1.1260056,1.1821938,0.6273235,1.1730303,1.3941256,0.8406198,1.4028294,0.9931162,1.0492611,0.85510004,1.0706239,0.9486852,0.9378063,1.3122447,0.9380366,0.6973754,0.99065006,1.1904474,1.1862079,1.0820911,1.3302335,1.109049,1.1425799,0.9631916,0.63278234,1.1217204,0.68463624,1.2853405,0.75645816,1.1454235,1.1255616,0.9840474,0.5653974,0.99210614,0.41178155,1.345512,0.91176295,1.3111421,1.2187672,1.0307508,0.59930587,0.81549454,0.90665585,0.93187714,1.2433187,1.3150249,1.080698,0.9104842,1.2449274,1.0176703,0.87312436,0.459419,0.2999401,0.8829166,1.3785195,1.370733,1.3620342,1.0606581,1.1152918,1.1494894,1.3338188,1.0824158,1.2736753,1.0048362,1.2798449,0.9506182,0.86579716,1.0375327,0.98716956,0.82901955,1.1455443,0.3944415,0.91918176,0.0,1.13771,0.9444183,1.1503518,0.6938463,1.277904,1.3523788,0.86505854,1.0590714,1.3656405,1.2862122,0.989495,1.291287,0.8074932,0.4806702,0.84186584,1.3056101,1.0098612,1.036286,0.88806754,1.2145724,1.2145368,0.9758065,0.97991353,0.6905061,1.133137,1.2067511,0.79834735
shovel,1.1538372,1.1253328,0.9410349,0.83388877,1.0763947,0.9548009,0.88921326,0.93463796,1.0112891,0.96561426,1.1225518,1.1812284,1.07848,1.070487,1.1959751,1.1230086,1.1197803,1.0386006,0.96823484,0.53886914,0.9157374,0.7287871,0.7893323,0.72207236,1.0269692,1.0813818,1.0535105,1.1326375,1.0547307,0.9937572,0.79421824,1.0270306,0.97659546,1.0609637,1.0119793,1.1339787,1.0311747,1.1209906,1.0748777,0.8293046,1.1162189,1.0875735,0.91402966,1.0163513,0.968458,0.97926754,0.9514534,0.93727475,1.1593579,0.8986135,1.084786,1.0818621,1.1934952,1.1335953,1.014657,1.1813465,0.8368602,1.1008394,0.71831304,1.1596925,1.1472368,1.0752578,1.0922782,0.9726929,1.0643626,1.1842844,1.0834167,1.0769266,1.1000465,0.897366,1.142397,0.7855295,1.0193954,0.93938315,0.73508716,0.9145836,1.0765431,1.1168606,1.0923605,1.0497558,1.1249104,0.9561044,1.2068895,1.1515669,1.0099362,0.8919456,1.0816717,1.1887783,1.1235569,0.9900222,1.0882854,1.0090433,1.0780288,1.0914989,0.6432972,0.9861405,0.5612359,0.93563974,0.9086087,1.0435786,0.9130437,1.1322877,0.7960324,1.1036963,1.1578764,0.96402913,0.9970144,1.1499916,1.148491,1.13771,0.0,1.0509517,0.8645592,1.170285,1.2129374,0.75887954,1.1523286,0.45908296,0.582933,1.0162239,1.0325758,1.0710553,0.96569693,1.0843915,0.84110314,0.9018816,1.1444557,1.1007288,0.99766535,1.1653013,1.0589668,0.3973726,1.0380086,1.0389959,0.9258192,1.1165237,1.04579
shower,1.0007238,1.2453761,1.2111276,1.100767,0.89609927,1.2359341,1.1005611,1.1681912,0.84827733,0.39919823,0.620005,1.0812261,0.7694586,0.86991817,1.0168905,0.8730353,1.1909541,1.044875,1.1224271,0.9968548,0.94783175,1.2515345,0.9170844,0.83662486,1.0059935,0.9345439,1.2124951,1.1325895,0.94442654,0.7622886,1.112376,1.1515386,0.5554617,1.0859216,0.82642555,0.73580194,1.1798503,1.2267859,0.7824573,1.1200289,1.1972344,0.6237843,1.0500051,1.05676,1.1717944,0.6122551,0.6790545,0.8137009,1.2389938,1.0695093,0.6451105,0.9844906,1.2090926,1.2897034,1.235891,1.2047234,1.0391594,1.2258918,1.0715994,1.1910549,1.201754,1.3119994,0.954719,1.2428834,1.1229495,1.1467289,1.1600344,1.0540818,0.9047062,1.0725037,0.8478773,1.1325661,0.8004714,0.90693337,1.0823795,0.91922575,1.1288325,1.1704994,1.1044314,1.0239469,1.1201487,0.9924344,1.2183747,1.1460224,1.154747,0.79235876,0.88201463,0.830612,0.8073431,0.8979103,1.1755391,1.2575676,1.1126527,1.0177319,1.1326284,1.0754812,0.9909688,1.099322,1.2154212,1.0168861,1.0860369,1.155124,0.6106862,1.1577868,1.1296862,1.0752894,0.9531383,0.8024955,1.2245604,0.9444183,1.0509517,0.0,0.5991941,0.5983207,1.1757034,1.0757878,1.0858085,0.9995561,1.0658883,1.1895697,0.7140162,1.1080836,0.99746317,0.8024756,0.7264256,1.1287695,1.2566223,1.1378471,0.93678206,1.0341743,1.2403611,0.95469844,0.8620994,1.0167327,0.93551743,1.1894162,0.73075247
sink,1.2032537,1.2093804,1.1815991,0.92958,1.1717749,1.1807213,0.89662,1.0613275,0.59352416,0.648293,0.94460046,0.937777,1.0197951,1.1189972,1.1700369,0.9785551,1.0587734,0.9151865,0.992188,0.54838866,0.6733385,1.146348,0.74663013,0.6713383,0.7916204,0.72321886,0.9889285,1.2359021,1.0483236,0.71912193,1.1449476,0.86492074,0.690678,1.0285224,0.79931045,0.96455574,1.248698,1.1267189,1.0193262,1.1403097,1.0961475,0.7546046,0.79275966,1.1136433,1.1533747,0.6470976,0.327353,0.8602004,1.277855,1.0422721,0.89083093,1.2312328,1.2979155,1.1395214,1.1688161,1.2113919,0.7002081,1.1816163,0.8895975,1.2733216,1.2130775,1.211993,1.2377263,1.2423416,1.2190866,1.1173048,1.0793954,0.7333467,1.19804,1.0396098,1.1879253,0.7067981,0.8367164,0.574932,0.9501192,0.8833615,1.2699665,1.1085527,1.1621422,1.0217676,1.2229257,0.6959179,1.1751637,1.2493746,1.2893345,0.52992,1.1194265,1.1470829,1.1581312,0.958202,0.93677866,0.99295247,1.0801973,0.8671191,1.0382041,1.026384,0.57454985,1.0717667,1.2539294,0.820248,0.8687348,1.1605504,0.64144754,1.081073,1.1257473,1.0828784,0.8699524,1.1845529,1.2086239,1.1503518,0.8645592,0.5991941,0.0,0.8922013,1.2060493,0.90085095,0.99276394,0.8722389,0.6925176,0.88354117,0.8919495,1.0745441,0.99549663,1.1218507,0.8143111,0.9275979,1.3028316,1.0706625,1.060873,0.8918906,1.1483788,0.77571845,0.9686357,1.1362659,0.83879226,1.1466193,0.9251528
slide,0.6294142,1.237846,1.4209079,1.0108626,0.5244421,1.2492812,1.1835055,1.2034961,1.0295589,0.37120646,0.3613935,1.2879658,0.2831236,0.6019893,0.98742616,0.64722466,1.2440944,0.98439384,1.3884898,1.3107469,1.0190392,1.4380023,0.8183953,0.9833808,1.1863823,1.3491088,1.2783242,1.3292667,0.9292397,0.7357923,1.1184278,1.2984325,0.7016461,1.3100989,0.67730534,0.5628489,1.3567222,1.2765837,0.41182864,1.0703781,1.4067495,0.5787814,1.3863304,1.0331078,1.129022,0.7613262,0.85570824,1.0916744,1.2495136,1.3338803,0.42085767,0.7676152,1.268912,1.307929,1.2125893,1.2944539,1.2384287,1.0825593,1.1422013,1.1952975,1.0202335,1.2163026,0.7293503,1.4436882,0.9292661,1.3459659,1.22035,0.99943364,0.58533305,1.0714872,0.45198357,1.3312457,0.6026325,1.1253372,1.1764878,0.9660555,0.7883177,1.0723342,0.94587356,1.0054085,1.3353884,1.3322599,1.3315625,1.0578442,1.3190572,0.9291052,0.77264214,0.53815615,0.5989187,0.80892277,1.4136634,1.4468322,1.3541172,1.2094736,1.1864774,1.1573533,1.2315485,1.1096845,1.357749,1.0636728,1.3042197,1.076998,0.6889603,1.135789,1.182748,0.97268486,0.78053623,0.48725414,1.1169574,0.6938463,1.170285,0.5983207,0.8922013,0.0,1.4109793,1.336587,0.9983973,1.1048598,1.2899137,1.3016218,0.667002,1.3712862,0.91788733,0.57664025,0.5134704,1.2546731,1.2886674,1.029738,0.70723885,1.3310295,1.075855,0.8755336,0.75042474,0.95440274,0.9304486,1.333279,0.5611286
slipper,1.4373579,0.7056383,0.36009872,1.2867779,1.3380809,0.9548747,0.99954253,0.6191021,1.1151463,1.4443755,1.4646678,0.29113877,1.4838452,1.4821653,0.8765447,1.3861624,0.64591765,1.2849389,0.47158968,0.9117765,1.2563975,0.6596483,1.2641656,1.3530326,0.86735165,0.44961149,0.85143924,0.2406739,1.1999825,1.3379436,1.1201507,0.71050996,1.3549541,0.49266887,1.4069579,1.2829676,0.66479295,0.47248673,1.4995358,1.0497952,0.18906325,1.4570191,0.5322975,1.1510725,1.0686549,1.3611121,1.3361413,0.9759466,0.6382998,0.4652819,1.3288369,1.1832745,0.44193995,0.7450739,0.99602324,0.44208133,0.81287515,1.0976831,1.2005261,0.61311626,1.0028123,1.0116721,1.2181352,0.46189523,1.1892335,0.32580948,0.811975,1.0863148,1.3591003,1.1542665,1.357374,0.6801744,1.3780637,0.9448465,1.0577899,1.2781872,1.3992677,1.0618353,1.0310915,1.2179074,0.14755917,0.6172969,0.30469644,0.79276437,0.28277016,1.3547063,1.2442201,1.3098412,1.2550789,1.4379869,0.24059469,0.33341604,0.24940228,0.9361516,1.1311545,1.0702279,1.0280662,1.041004,0.5281557,1.0814043,0.7231392,0.9311333,1.4747436,1.0346326,0.84348655,1.2489917,1.236348,1.3750782,0.9140074,1.277904,1.2129374,1.1757034,1.2060493,1.4109793,0.0,0.7282425,0.96962965,1.320893,0.89106643,0.7339753,1.2224791,0.31140894,1.1992522,1.4407668,1.592854,0.88361084,0.4189211,1.0415026,1.3917633,0.46980458,1.0575624,1.5090024,1.2410717,1.1442908,1.164464,0.2818311,1.4018716
soap,1.3886827,0.8905533,0.37656724,0.80075186,1.4368961,0.52629286,0.56017184,0.502428,0.89115816,1.2998104,1.3894143,0.9047654,1.4281161,1.3332841,1.1736993,1.2648835,0.8602953,1.1181836,0.6242119,0.37109327,0.9086107,0.36447835,1.1018801,0.97521514,0.7203626,0.73574173,0.9091914,0.6925132,1.1830804,1.073123,0.82465863,0.7789733,1.3203044,0.829406,1.3751483,1.336498,0.63874656,0.7586957,1.4244059,0.81871825,0.7390758,1.3273252,0.5106473,0.9912586,0.8587416,1.3249173,1.049697,0.6654004,1.1091781,0.24798214,1.2508523,1.3117642,1.0397118,0.8819175,1.0157118,0.8732201,0.79835784,0.9396531,0.6277463,1.207942,1.1825929,0.95209974,1.380038,0.65090656,1.3891947,0.78750044,0.8402325,1.010179,1.4225302,1.0035932,1.4631429,0.82159126,1.292702,0.7922278,0.20054132,0.9121075,1.2799867,1.2312329,1.1971867,1.0482423,0.7297799,0.56139576,1.0666257,1.2599053,0.5670624,1.1348011,1.2721261,1.529586,1.455665,1.3093376,0.7649111,0.7689939,0.61962545,0.7902472,0.77605414,0.9914465,0.48814493,0.8335863,0.44978142,0.9488827,0.80967045,1.1024189,1.2898823,1.0355984,1.033035,1.2888502,1.1773534,1.4707322,1.0191276,1.3523788,0.75887954,1.0757878,0.90085095,1.336587,0.7282425,0.0,1.0609825,0.90781784,0.68989563,0.8403058,1.2791268,0.6831036,1.3679247,1.4700557,1.3197496,0.51440924,0.92819023,1.092534,1.4675697,0.73024225,0.76238096,1.0291346,1.1919913,1.2525902,1.1834617,0.85063326,1.4212215
sock,1.0483707,0.6030203,1.1862869,0.966716,0.81854534,1.0100731,1.140741,1.0491112,0.75065756,1.2141069,1.1168813,0.86946577,1.037922,0.9675649,1.0786585,0.8845109,1.1492736,0.97693676,1.118063,1.0645086,0.950758,1.064333,1.0594714,0.9851895,0.9090101,0.85676664,1.1639796,0.8969724,1.1143444,0.9774819,1.046055,1.0162132,1.1073456,1.0170811,0.9866325,0.880852,1.0867295,0.98706466,1.105,0.8921307,0.9442604,1.0633672,1.0915878,1.0940452,0.9988541,1.2000296,0.9489788,0.948193,0.90469635,1.0359832,1.0882205,1.2528907,0.71681106,1.0767765,1.0856684,0.62727296,0.77526784,1.0885934,1.1448499,0.94550484,0.348153,0.8620598,1.192315,1.1011821,0.7286378,0.7699696,1.2027619,0.7974024,1.0924374,1.0576558,0.8235427,0.861934,1.1062399,1.0840234,0.9938092,1.0632434,0.5786629,1.0689603,1.068561,1.1034542,1.0595182,0.7143337,0.7208046,0.82676244,1.1268196,1.1227622,0.9871748,0.7743828,0.9477935,0.98030007,0.91078335,0.87103564,1.0700215,0.8547138,1.1518704,0.9290024,1.0208759,1.1405838,1.0594732,0.8027738,1.0649076,0.8421109,1.2122256,1.0863574,0.97469485,0.98511225,0.8323598,1.0771688,0.5681382,0.86505854,1.1523286,1.0858085,0.99276394,0.9983973,0.96962965,1.0609825,0.0,1.0648961,0.8903939,0.9826753,1.0056411,1.1005065,1.0552568,1.1304133,1.1697354,1.0439794,0.74701,0.83226323,0.8465246,0.6784705,1.0044869,1.1991373,1.2198312,1.1686935,1.0759166,0.75973403,1.2576145
soup,0.92340136,1.1722093,1.1271286,0.75474316,1.0057131,0.9597231,0.9335569,1.0369924,0.9946059,0.90078187,0.97786605,1.2615786,1.0184617,0.83319986,1.1501596,0.8999988,1.1427162,0.935381,1.1938295,0.5886054,0.87176263,0.78662074,0.8411772,0.6674104,1.068237,1.2420021,1.1687077,1.2462064,1.034829,1.058838,0.6188631,1.0576278,0.948461,1.179595,0.93973196,1.0028547,1.0860966,1.1279645,1.014561,0.6699046,1.2856133,0.94438785,1.0223908,1.1103916,1.1548905,1.0394762,0.9191822,1.035023,1.218582,1.0838423,0.9273148,1.0101041,1.2678922,1.0465195,0.9725544,1.2117219,0.98975664,0.9422212,0.7610501,1.1408538,1.1480665,0.96386164,1.0091932,1.1275785,0.9712156,1.3525727,1.1590314,1.0487419,1.032483,0.8117091,1.0196826,1.0728959,0.99071,1.0399883,0.8407315,0.81946504,0.9176211,1.0638758,1.0301329,0.8124499,1.2836952,1.0723729,1.3213328,1.0959259,1.2033609,0.9692518,0.9376291,1.0884259,1.1035134,0.83595645,1.2126697,1.1955792,1.145418,1.0632447,0.5865803,0.8912833,0.54380524,1.1082194,1.1598624,1.1574299,1.0304085,1.1021135,0.8995789,1.1015213,1.0190389,0.9939478,0.988599,1.0480492,1.1410208,1.0590714,0.45908296,0.9995561,0.8722389,1.1048598,1.320893,0.90781784,1.0648961,0.0,0.6730687,1.1297123,0.9795874,1.2198745,1.1414838,1.0111699,0.8116367,0.9334178,1.2379726,0.9951116,0.90336,1.2513212,1.0255392,0.50640404,0.98858446,1.041006,1.1102612,1.3235772,1.0321985
spoon,1.3014386,0.99491704,0.8848427,0.8835159,1.3163657,0.960158,0.80542284,0.8191123,0.8827443,1.2570143,1.4344137,0.9553183,1.4091543,1.286154,1.1335824,1.255118,0.9437,1.0791743,0.7381991,0.46069014,0.975261,0.7569331,0.7039579,0.8157503,0.752868,0.750326,1.0391626,0.90724134,1.1952412,1.0310817,0.893353,0.7707374,1.1684767,0.87367785,1.1716805,1.177408,1.0031431,0.94815516,1.4710189,0.90789956,0.6891695,1.2471209,0.65389895,1.0746875,0.9502945,1.2441989,0.90342104,0.8329457,1.0961492,0.78768873,1.1856005,1.3898737,0.9742665,1.0244308,0.9012548,0.88556015,0.2585804,1.0647709,0.7083502,1.0323287,1.09251,0.9893464,1.3811923,0.85776174,1.1289822,0.9685598,0.9456367,0.7939122,1.4416522,0.82108045,1.4075785,0.24639392,1.1678019,0.6388836,0.80519366,0.96766734,1.2585276,1.2209659,1.1043947,1.032647,0.9632044,0.56543654,0.83852744,1.0795873,0.978049,0.9645425,1.1485994,1.3631978,1.396647,1.2015033,0.63794446,0.54446995,0.89872247,0.90117186,0.8680774,0.76734674,0.49782073,0.93491006,0.8826251,0.940836,0.84335566,1.0092286,1.0902202,1.0223045,1.1506338,1.1386863,0.7524899,1.4837664,1.0150993,1.3656405,0.582933,1.0658883,0.6925176,1.2899137,0.89106643,0.68989563,0.8903939,0.6730687,0.0,0.7527187,0.87532246,0.92482215,1.1187009,1.4434562,1.217706,0.7731319,0.97188294,0.8736104,0.9858833,0.73113334,1.0148295,0.9381683,1.2486504,1.3858777,0.8319983,0.7705635,1.3936162
