,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,mitten,motorcycle,mouth,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,penguin,pillow,plant,plate,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,sprinkler,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
glasses,1.246408,0.9658653,1.1153314,1.0114917,0.9478882,0.95149845,1.1758823,1.2341608,1.3142383,0.81586254,1.4051831,0.9483129,1.0972178,1.2496853,1.2146441,1.2100556,0.8662719,1.0425999,1.257214,0.7880563,1.0919197,1.0210726,0.95361733,1.1029482,1.0937374,1.3343953,1.0052569,1.1629895,1.1520724,1.2814953,1.1242414,0.76639724,1.2548368,0.8837467,1.0943131,1.0136715,1.18812,1.0280936,1.0089577,0.5799936,0.61733645,0.9933076,0.6342885,0.51362205,1.1569884,1.2110484,0.9982371,1.0751858,1.1993868,0.8807315,0.0,0.80963385,1.2019651,1.0861673,0.5100275,0.91265666,0.5240999,0.9236741,1.2371123,1.0628263,0.9886742,1.1172645,1.1070496,1.2495135,1.068107,1.1923853,1.0514317,0.3871857,0.54484624,0.96502984,0.43515313,0.74624854,1.1650528,1.0751498,1.021182,1.2182019,0.85094476,0.8645399,1.1151797,1.1113309,1.1100143,1.143098,1.13836,1.0545624,1.1828225,1.0078729,0.76291454,1.0005671,1.2392883,1.0093287,0.92935497,0.84283113,0.8958244,1.0953579,1.284771,0.6609304,1.0243254,1.1055181,0.8461948,0.95057994,1.0829023,1.1407169,1.3716147,0.8639105,0.4706406,0.46742404,1.1711282,1.0366814,1.2173536,1.2054994,1.1596535,1.254369,0.4238327,1.2065161
glove,1.2127602,0.92527133,0.9619723,0.8026991,0.6715799,0.86714107,1.031614,1.4010224,1.2920952,0.8534075,1.3117554,1.2091745,0.9467338,0.93676955,1.080529,1.1128044,0.90481436,0.88143396,1.2329543,0.7358748,1.0830162,0.7470457,0.65455973,1.0271504,1.1165724,1.1624223,1.0737299,1.3496113,1.1267738,1.340792,1.0880308,0.7528547,1.306034,0.92766494,0.9943729,0.8695721,1.3979967,1.082742,1.1005394,0.7223904,0.63454777,1.1292443,1.0618672,0.5577543,0.96650517,0.9866034,0.90321183,1.1226177,1.170574,1.0914662,0.80963385,0.0,1.3143394,1.0749424,1.0351124,0.7901361,0.77474254,0.8311311,1.2166073,1.1489667,0.82672334,1.0021455,1.1238871,1.3809704,0.99702394,0.82203865,1.1330466,0.8213482,0.71075165,0.79478,0.7101364,0.6510579,1.1804192,1.1917018,0.973655,0.98474157,0.7805116,0.8698595,0.9744726,0.8509675,1.0268723,0.97997534,0.82465184,0.9504677,1.3567047,0.8742974,0.7883768,0.8227651,1.2184486,1.0605166,0.7042616,0.76401174,0.8901597,1.0274512,1.2656019,0.7565985,0.9093003,0.71876895,0.8967919,0.85742,1.0889201,1.179295,1.3311483,0.8163221,0.55998474,0.7260759,1.236805,0.81713057,0.9291861,1.1024778,1.2700549,1.1986775,0.6903202,1.3527948
grass,0.742602,1.1287186,0.9087374,1.1562065,1.2249098,1.2212979,1.150991,0.7215228,0.67667776,1.1667135,0.71292865,0.85375774,0.9615133,0.91665584,0.9982202,1.0139279,1.1773429,1.1977854,1.0035198,1.2190721,1.1086649,1.2912834,1.3852476,0.9812708,0.8606521,0.91294515,1.068127,0.7678182,1.0425797,0.75121665,0.99083126,1.2947481,0.9501891,1.213923,0.90590173,1.0616329,0.84790194,1.195601,0.8582025,1.1757123,1.2525122,0.92581725,0.89165473,1.3307471,0.87351364,1.0015823,1.2571135,0.8981222,0.7392632,0.8622691,1.2019651,1.3143394,0.0,0.8846255,0.9726537,1.0019844,1.1550122,1.1452503,0.6661493,0.89000237,1.087657,0.94801784,1.1310221,0.86246955,1.156407,1.0713838,1.043359,1.1881154,1.2482933,1.3353201,1.303479,1.2487397,1.0232083,0.8305806,0.9979473,1.0354726,1.2951941,1.2684561,0.94110304,1.2277563,1.0477996,1.1197456,1.1789804,1.0301344,0.8524154,1.0716327,1.1598159,1.0745869,0.9905169,0.9215243,1.1755229,1.1682777,1.067583,1.03426,0.7240546,1.2553552,1.038724,1.0956688,1.3104664,1.088256,0.9771091,0.6144522,0.73007435,1.1744552,1.2822863,1.205824,0.9759622,1.3178706,1.0357435,1.0234206,0.5543761,0.843022,1.2280202,0.49754292
gum,0.9035322,1.2271061,0.8034123,1.0976529,1.1392949,1.236093,1.0312668,0.90198934,0.6966587,1.3041745,0.7524941,0.6946033,1.1736851,0.8377819,0.7250474,0.3950938,1.305064,1.3092533,0.77056205,1.0021263,1.1033967,1.306777,1.3329046,1.0454537,1.0160341,1.0981717,1.2463746,0.9056765,0.973009,0.82874453,0.8679417,1.2562512,0.7833135,1.3225843,1.0107422,0.80377287,1.0540521,1.0286558,0.7777883,0.96879226,1.0078886,1.062852,0.8130157,1.1800909,0.9331317,0.9333677,1.3017299,0.82966626,1.0011418,0.60342693,1.0861673,1.0749424,0.8846255,0.0,0.8933426,0.6542944,1.2387135,1.20117,0.77369446,0.9318503,1.1529171,0.73920196,1.0825958,0.85499036,1.4097898,0.87992376,0.92970234,1.0215627,1.1660357,1.3900189,1.2312664,1.0864909,1.0307211,0.7436869,0.94632924,0.76067185,1.3004005,1.3594414,0.9656367,1.2818732,1.2972724,1.1275666,1.0565774,0.93685937,1.0179628,1.316202,1.1115685,0.8428666,1.02039,0.8260106,0.81056833,1.0362463,1.2815886,1.3249755,0.7968495,1.316699,1.2062709,0.83571297,1.3513554,1.2611115,0.8871003,0.98102915,0.6397969,1.2111996,1.183163,1.1095212,0.7579315,1.3726441,0.72923476,0.9312425,1.0198209,1.1645567,1.2150975,0.8755548
hair,0.8676456,1.1819229,0.80970025,1.0750333,1.168103,1.1585848,1.2886192,0.9601041,0.91087466,1.1290739,1.0454619,0.6401448,1.1666301,0.9755726,1.1988169,1.070331,1.2161499,1.3371096,1.0681309,0.9900641,1.158219,1.3153751,1.2235008,1.0974054,0.8940094,1.2066178,1.2040654,0.82986724,1.035776,0.91989756,0.8957408,1.2612395,1.0020738,1.2252734,0.9579263,1.0301117,1.0256702,1.1321216,0.77782786,0.6504479,0.94200647,0.9699085,0.48002028,0.95289963,1.1151342,1.069284,1.2779254,0.9905875,0.9878262,0.7460018,0.5100275,1.0351124,0.9726537,0.8933426,0.0,0.69342315,0.7148526,1.1468343,0.9687485,0.60883635,1.190127,0.79879737,1.2172335,1.0134417,1.2922587,0.9097705,1.0573705,0.6844305,1.02418,1.3970045,0.9271442,1.0224916,1.0569675,0.86150765,0.784701,1.1994352,1.2823648,1.2763089,1.0410812,1.3457022,1.3023298,1.2665384,1.2322361,1.1176004,0.93084383,1.1772356,0.98775494,0.8393301,1.1133884,0.7364321,0.9442047,0.90389645,1.210527,1.2293079,0.96025026,1.140002,1.220003,1.1654931,1.2522744,1.2535433,0.7286601,0.9767687,0.96273386,1.2088431,0.885703,0.873705,1.0630717,1.4041646,1.190391,1.1942062,0.9037713,1.1510733,0.9633288,0.9371004
hand,0.80303395,1.3412805,0.3695224,1.009997,1.1571002,1.2686312,1.2974246,0.9413386,0.8076759,1.3916006,0.93719923,0.5921358,1.2773926,0.9901238,1.1784968,0.9153502,1.4425539,1.3892137,1.014413,0.9226968,0.9689677,1.3861825,1.2325884,1.2459201,1.0209149,1.1203017,1.2599533,0.92607445,0.8876349,0.9663186,0.6944998,1.3918529,0.9404961,1.4237189,1.0226829,0.9505791,1.085535,0.9737912,0.7262323,0.63116014,0.9433484,1.0223621,0.72381663,0.70589626,0.9751583,1.0245482,1.2690687,1.0834894,0.99052125,0.61512077,0.91265666,0.7901361,1.0019844,0.6542944,0.69342315,0.0,1.21879,1.335861,0.85959846,0.85413647,1.2595602,0.5234478,1.0139339,0.97216237,1.4050314,0.553191,0.94012564,0.7859362,1.0649328,1.4008503,1.0056331,1.0364063,0.95383817,0.7444258,0.7806202,1.092659,1.2764721,1.2859142,0.92201006,1.3526607,1.4043182,1.3408064,1.1735244,1.0368959,0.95111394,1.225504,0.95115495,0.80626553,0.9271176,0.62586915,0.77377737,0.84727407,1.3441205,1.3105377,0.88907707,1.3618362,1.3672202,1.0265201,1.2189369,1.36626,0.75780654,1.0921886,0.76694715,1.3554578,0.8292009,1.0197891,0.91790766,1.4052367,1.22484,1.1303104,1.0461117,1.2551482,1.1038568,0.9734105
hat,1.1723255,0.6394969,1.4011513,0.89272285,0.80439085,0.8454045,0.95498574,1.4132233,1.4516945,0.564553,1.4511935,1.274168,0.61201257,1.3572274,0.9926553,1.1490188,0.53435904,0.8118596,1.2736666,0.8848282,1.1939552,0.7502755,0.83470464,0.9385009,0.99412197,1.2391777,0.82351226,1.1755958,1.1721661,1.3825691,1.2524632,0.6000363,1.3742588,0.61877924,0.94230926,0.7831165,1.2593448,1.1700565,1.1155796,0.944345,0.7388885,1.0609405,0.8307458,0.77170926,1.0088423,1.0705738,0.76918036,0.8297903,1.1593373,1.2842803,0.5240999,0.77474254,1.1550122,1.2387135,0.7148526,1.21879,0.0,0.5614493,1.3581727,1.1257285,0.87887156,1.4155312,1.2182546,1.3524234,0.7332331,1.1930761,1.209411,0.81505835,0.6839539,0.76675296,0.6345736,0.6826084,1.2932174,1.270496,1.2216682,1.0963994,0.69273734,0.72024083,1.0455228,0.7762834,0.720013,0.88412666,0.9070171,0.99643946,1.2676289,0.7604754,0.80416775,1.1815853,1.1889044,1.2558432,1.1305699,1.0522459,0.8058996,0.91461694,1.3682599,0.45865917,0.78539807,1.0385619,0.79758936,0.5808842,1.1575121,1.0855337,1.5000126,0.6653315,0.63184935,0.74587643,1.3372092,0.78494626,0.96032023,1.1186242,1.0849891,0.9876965,0.52820253,1.2247169
horse,1.3364704,0.6264298,1.4134735,0.995588,0.8102336,0.78680676,0.7941387,1.3712757,1.4871075,0.60397077,1.4048138,1.388349,0.5929508,1.3537372,0.9106734,1.0639579,0.46983492,0.67808676,1.2235001,0.8741356,0.9641753,0.58634496,0.8158611,0.7707913,1.081789,1.0976237,0.7855483,1.2226384,1.086285,1.4265676,1.3224027,0.55854666,1.34597,0.54724365,0.9775394,0.89961886,1.1180751,1.1190947,1.2747288,1.1626855,0.98218197,1.0780293,1.1274962,0.8397964,0.9867321,1.0796504,0.5954094,0.89580584,1.1090736,1.3103817,0.9236741,0.8311311,1.1452503,1.20117,1.1468343,1.335861,0.5614493,0.0,1.3017745,1.2766685,0.7232007,1.3699343,1.0515125,1.1959394,0.67018604,1.3719926,1.1508946,1.0857966,0.86590225,0.5185692,0.78252184,0.84296006,1.2197099,1.3498002,1.1463083,0.9652494,0.6239504,0.5759698,1.0989773,0.6844082,0.48632407,0.7942531,0.79484314,0.826409,1.2049537,0.75880736,0.7663584,1.173506,1.0882902,1.3070607,1.2711848,0.93033963,0.69812125,0.845985,1.4298792,0.54506874,0.73140126,1.0196874,0.7599086,0.46786225,1.1661167,1.0483685,1.4581758,0.64984304,0.8435442,0.9052166,1.1870748,0.55263776,0.9324651,0.972176,1.0593209,0.9171497,0.73739594,1.2025968
hose,0.6773652,1.264683,0.8394525,1.0684155,1.1515448,1.1786292,1.065631,0.79862607,0.62237465,1.3255688,0.6394101,0.78440017,1.1321799,0.6604666,0.9404051,0.8522928,1.3695667,1.2711985,0.8848109,1.294644,0.81826246,1.3498523,1.4778712,1.1383294,0.9315227,0.9062643,1.1141765,0.71370757,0.8891126,0.7498803,0.81990135,1.3834455,0.6860925,1.3596978,0.9964562,1.0590643,0.9589481,0.95320606,0.8755993,1.0860381,1.3029523,1.0773046,0.8613058,1.3528339,1.0286416,0.91134804,1.2690356,0.9620568,0.6661025,0.70278394,1.2371123,1.2166073,0.6661493,0.77369446,0.9687485,0.85959846,1.3581727,1.3017745,0.0,0.91303277,1.3266803,0.82725763,1.0222445,0.6453452,1.1633184,0.8246964,1.0232347,1.1242917,1.3821651,1.4792364,1.4433851,1.3280917,0.8376857,0.85408616,1.0204091,1.011492,1.3219483,1.3167315,1.0294422,1.2502819,1.2456539,1.1311091,1.1114792,0.973067,0.8635666,1.3078942,1.205154,0.9596896,0.7676729,0.9742444,1.0566564,1.2371551,1.0896361,1.0948542,0.6260408,1.4561393,1.1928414,1.0062201,1.336394,1.316211,0.9072427,0.5254311,0.5796135,1.2581296,1.4740496,1.2981764,0.85700315,1.4498403,0.80403185,0.9318284,0.7030592,0.9052341,1.3574075,0.7356521
jacket,0.7354892,1.3150282,0.69238067,1.2338222,1.30007,1.2406186,1.1865021,0.67982244,0.62185496,1.2258503,0.74261534,0.5910022,1.2372893,0.69331104,1.1231064,1.0764332,1.3248179,1.3912183,0.9450742,1.1665395,1.1201156,1.3098488,1.1608946,1.1105587,0.8623003,0.9219237,1.2514699,0.66192853,1.0426198,0.6233441,0.772466,1.4214624,0.85463053,1.3511379,0.9542847,0.98603344,0.8960168,1.1335363,0.62598395,0.9704969,1.1476029,0.8380095,0.8156538,1.2703738,1.181509,1.0950769,1.3693712,1.1014752,1.009,0.7999764,1.0628263,1.1489667,0.89000237,0.9318503,0.60883635,0.85413647,1.1257285,1.2766685,0.91303277,0.0,1.169981,0.46053922,1.0375558,0.9806755,1.3635817,0.9114606,0.8032832,1.0778668,1.2332965,1.3579373,1.2409618,1.2710989,0.97944605,0.75022334,0.47402626,1.1689659,1.394922,1.4124371,1.0356543,1.3184423,1.2822299,1.2980809,1.113223,1.1887476,0.8157079,1.2675767,1.0833867,0.5879788,0.99059653,0.3748374,0.9747404,0.80822015,1.246564,1.1974139,0.6017411,1.3349786,1.3026488,1.2021241,1.2511935,1.3438694,0.23926449,0.9833157,0.7517613,1.3384153,1.2438896,1.1922874,0.81507087,1.3375556,1.2274631,1.1807249,0.9273656,0.9667773,1.270631,0.865144
jar,1.3423698,0.875962,1.1421533,0.94437146,0.79417443,0.87286353,0.7370924,1.1146449,1.2367378,0.8902213,1.110048,1.2842336,0.92000985,1.316426,1.0573487,1.1271679,0.7074021,0.6531913,0.88639265,0.90756416,1.098433,0.45159686,0.5242741,0.7704782,1.0877991,0.7466613,0.8141366,1.2636808,1.2108986,1.1937022,1.382026,0.8095062,1.1472176,0.6629214,0.9684587,0.7757311,0.8557093,1.0369796,1.1498489,1.13168,0.9883551,1.0052036,1.1446899,0.89566326,0.99905574,1.0824847,0.7965561,1.1120124,1.2516525,1.2092623,0.9886742,0.82672334,1.087657,1.1529171,1.190127,1.2595602,0.87887156,0.7232007,1.3266803,1.169981,0.0,1.2607545,1.0464268,1.1615734,0.7157569,1.2446043,1.184422,1.1128597,0.93255365,0.58150417,0.8383765,0.95999193,1.0618128,1.2040051,1.1296296,0.9112132,0.8276249,0.72352386,1.0326604,0.83213544,0.6191201,0.91412425,0.67491233,0.8342802,1.0256321,0.7893595,0.7421461,1.0741051,1.2269117,1.1708909,1.0500424,0.8184768,0.69373524,0.85053456,1.2899961,0.76118076,0.64725906,0.97569096,0.67053086,0.72491395,1.14989,1.151053,1.1274452,0.7156297,0.7865911,0.8736738,1.2251176,0.58066946,1.0120236,0.91965544,1.2067821,0.7985858,0.8573197,1.052368
jeans,0.69551706,1.4896231,0.38429773,1.2035718,1.2804949,1.3137629,1.3327086,0.6139382,0.5062461,1.4156187,0.62813413,0.45513856,1.3278008,0.5788555,1.1522985,1.0339462,1.5607877,1.5071828,0.9113278,1.0826011,0.8935389,1.4396843,1.1813402,1.1828517,0.8499154,0.8830822,1.4550666,0.7685926,0.8350697,0.5589391,0.7365929,1.5677419,0.7727743,1.6119764,0.89811665,0.94767797,0.9200067,1.0343604,0.60849065,0.90905,1.0738573,0.89308804,0.8317616,1.086583,0.9875368,1.1451484,1.4130242,1.1858609,1.1098528,0.64575213,1.1172645,1.0021455,0.94801784,0.73920196,0.79879737,0.5234478,1.4155312,1.3699343,0.82725763,0.46053922,1.2607545,0.0,0.88513964,0.8835335,1.5580733,0.6839713,0.7352325,0.97661775,1.2935557,1.4439441,1.253583,1.258379,0.9002922,0.65907395,0.31574696,1.1718433,1.5013039,1.5668459,0.9548961,1.376616,1.4722316,1.4387348,1.1917795,1.0377715,0.8225852,1.3643739,0.9560858,0.57262766,0.87150925,0.29329735,0.6655201,0.5765636,1.3321688,1.3412795,0.6248861,1.484408,1.4459627,1.0673369,1.2574326,1.4214296,0.38387167,1.0753351,0.66797644,1.4960248,1.2491329,1.2363398,0.6945935,1.4440389,1.238967,1.1819257,1.097503,1.1686753,1.2998142,0.9358332
knife,0.8983723,1.1895931,0.8652493,1.2870067,1.2551781,1.022235,1.0743337,0.60569096,0.8910087,1.1101813,0.9044312,0.95107186,1.1954628,0.96307105,1.0880439,1.1015081,1.1067817,1.0810521,0.8789011,1.0375981,0.7647233,1.0972953,1.0658412,0.952345,0.92483133,0.90630233,1.0712556,0.9704211,0.63435894,1.025327,1.031427,0.99973965,0.90791506,1.1383852,0.99026746,1.2204556,0.7620163,0.80551136,1.1101773,1.1904905,1.1342367,0.8474866,1.1402025,1.0192937,0.9782673,1.0732135,0.661791,1.1514708,1.1415107,0.89032483,1.1070496,1.1238871,1.1310221,1.0825958,1.2172335,1.0139339,1.2182546,1.0515125,1.0222445,1.0375558,1.0464268,0.88513964,0.0,0.92459357,0.9438895,0.98724794,0.79732835,1.075022,1.0759056,0.8783305,1.0008183,1.2040743,0.8498103,0.9836982,1.0078949,1.0445709,0.8471403,0.8083831,0.9976521,1.0942404,1.0373216,1.0524424,1.0469587,1.0057231,0.8338713,1.1417092,0.84357285,1.1256381,0.4689225,0.90175754,0.8788246,1.0401508,0.93439215,0.9620182,0.8912319,1.049079,1.2526643,1.0779527,0.52727455,1.1537863,1.0060604,1.1904142,0.90416014,1.1252053,1.1996322,1.0954435,0.34456283,0.9146483,1.2284378,1.0223129,1.1246763,0.8723551,1.0356785,0.9552705
ladder,0.7396971,1.211141,0.81858325,1.138245,1.2160063,1.119769,1.0182894,0.65661216,0.7356446,1.2999487,0.6686957,0.8130024,1.2293887,0.8514587,1.052326,0.9352239,1.245597,1.1793727,0.7872782,1.2174075,1.0087839,1.1373411,1.2755313,1.188344,0.95971954,0.6470851,1.1350743,0.6639719,0.90355116,0.69475365,0.8700636,1.3432245,0.6827787,1.1951079,0.9932207,1.0524197,0.62084424,1.0037743,0.92101955,1.2049586,1.3153174,0.9406207,0.9659441,1.3239206,1.1364034,0.83550036,1.1957068,1.0628445,0.72081053,0.88300556,1.2495135,1.3809704,0.86246955,0.85499036,1.0134417,0.97216237,1.3524234,1.1959394,0.6453452,0.9806755,1.1615734,0.8835335,0.92459357,0.0,1.0547829,0.9734864,0.9697255,1.1981171,1.3340728,1.2114828,1.3354845,1.3036215,0.68583244,0.840405,0.95461816,1.0725646,1.3230948,1.1714697,0.9879666,1.2680182,1.0327505,1.1233741,1.0003663,1.1243788,0.5927328,1.2454696,1.0921762,1.0446345,0.8493156,0.93997705,1.1023816,1.1750498,1.0875019,1.0508698,0.76207125,1.3955216,1.1040238,1.1207004,1.1749282,1.2830371,0.9223405,0.69902754,0.62324446,1.2828727,1.4084234,1.2941593,0.81809914,1.1649895,0.95809275,0.95003253,0.8281647,0.8319604,1.3769248,0.72380495
lamp,1.2443117,0.5159518,1.4153538,0.6985546,0.635518,0.81765896,0.70778406,1.2299633,1.4556121,0.7079471,1.3448412,1.4361911,0.6516961,1.3580594,1.0451871,1.1022537,0.50327975,0.4990459,1.0906839,1.0779208,0.99631315,0.5215903,0.7923385,0.82210135,1.0684009,0.91006136,0.39321232,1.2451458,1.0764081,1.3905492,1.3030607,0.58817756,1.2766707,0.45721376,0.9952198,1.0921746,0.9364031,0.85818964,1.3344845,1.1831936,1.1028847,1.053865,1.241987,0.98628867,1.0565163,0.70115536,0.50820386,0.9497408,1.0689113,1.3165381,1.068107,0.99702394,1.156407,1.4097898,1.2922587,1.4050314,0.7332331,0.67018604,1.1633184,1.3635817,0.7157569,1.5580733,0.9438895,1.0547829,0.0,1.3181566,1.2309575,1.177384,0.83534145,0.5274217,0.80871314,0.92344147,1.0940026,1.269351,1.3516072,0.8667002,0.5534837,0.38798273,0.9865765,0.6951834,0.46850723,0.5788605,0.7925451,1.039061,1.0742583,0.68201065,1.0014689,1.4715921,1.0123985,1.4621339,1.3516338,1.2680691,0.7469992,0.5402124,1.3654462,0.6799759,0.5915031,1.0444622,0.5016757,0.56040263,1.3609198,1.0278862,1.2682085,0.5531907,0.85010016,0.98392004,1.2483535,0.52933425,0.89964414,0.83822095,1.0529226,0.7469113,0.83191663,1.1251867
mitten,0.46815562,1.2630911,0.63552344,0.8818006,1.071023,1.053664,1.1701971,0.9473745,0.78734905,1.4563117,0.8161575,0.7670752,1.0805334,0.7708137,1.1232358,0.9695068,1.4920554,1.2428992,0.87125635,0.850644,0.99220616,1.2447393,1.0679444,1.1631261,0.9131925,1.0303777,1.2862364,0.8956815,0.85714245,0.8409951,0.5022432,1.461468,0.7802021,1.4473606,0.9010537,0.8491982,1.1344697,1.0513235,0.8980552,0.8220134,1.0331634,1.0814937,0.9495408,1.0990636,0.7823967,0.79116505,1.3159044,0.9178967,0.8814956,0.6881335,1.1923853,0.82203865,1.0713838,0.87992376,0.9097705,0.553191,1.1930761,1.3719926,0.8246964,0.9114606,1.2446043,0.6839713,0.98724794,0.9734864,1.3181566,0.0,1.0047692,0.9831939,1.2341213,1.323102,1.276046,1.0932415,0.7652375,0.8841912,0.8738972,1.1254513,1.3342118,1.4020636,0.8279396,1.1294731,1.3777723,1.1705298,1.0053431,1.0357472,0.98295575,1.1092322,1.0126983,0.76078016,0.8654334,0.8263017,0.61342585,0.9684992,1.3240622,1.2505164,0.8442953,1.4399221,1.2245228,0.85359526,1.1908649,1.3501883,0.84506816,1.0925466,0.7343502,1.3214171,1.1625891,1.2447578,0.91279745,1.2198684,0.9896262,0.96626693,1.1087297,0.99579155,1.3164258,1.0827525
motorcycle,0.9490255,1.2139894,0.83633304,1.1418483,1.1887015,1.1417471,1.1026413,0.7490804,0.84493357,1.1567862,0.9346712,0.7402468,1.2458234,0.8532221,0.9389704,0.97128946,1.1880183,1.2397481,0.9605668,1.1065892,0.85480255,1.1793777,1.1104727,1.1596017,0.9684747,1.074415,1.1000165,0.8769751,0.94032735,0.8811023,0.9758607,1.2108854,0.85772145,1.1800911,1.0724754,1.0381042,0.90330493,1.043307,0.8099497,1.1343818,1.1196098,0.8131728,1.0134677,1.0306237,1.1271522,1.0211926,1.1937102,1.1365008,1.0313002,0.76788956,1.0514317,1.1330466,1.043359,0.92970234,1.0573705,0.94012564,1.209411,1.1508946,1.0232347,0.8032832,1.184422,0.7352325,0.79732835,0.9697255,1.2309575,1.0047692,0.0,1.0619082,1.0894158,1.11452,1.1153176,1.156648,0.9781395,0.82416826,0.8891161,1.20191,1.230697,1.2196736,0.9988679,1.126972,1.2058158,1.127392,1.1210816,1.072612,0.832924,1.1417494,0.9492082,0.89820784,0.962366,0.620738,0.88171196,0.88923824,1.0868839,1.1564176,0.75692,1.1582571,1.1536293,0.9676613,1.1462357,1.2580512,0.74910474,1.0588263,0.8891894,1.1563175,1.2210927,1.1244437,0.6319515,1.1296899,1.0960002,1.0142486,0.99977106,1.1081259,1.120021,0.98340195
mouth,1.1638114,1.0448412,0.99416745,0.97986925,0.9279174,0.89448047,1.2489262,1.2479918,1.2102969,0.9802436,1.2775856,1.0001068,1.1350724,1.1196384,1.1199366,1.1544248,1.0769949,1.1213447,1.2087758,0.8050493,1.0067054,1.1292157,0.99162215,1.1441803,1.1208217,1.3747842,1.1227094,1.1485789,1.0354772,1.193566,0.9311635,0.8407444,1.1009562,1.0652211,1.1067717,1.0132983,1.2679379,0.999836,0.977271,0.4298848,0.56275344,1.1348338,0.7619568,0.5813887,1.119665,1.2107835,1.1223899,1.060936,1.058997,0.9908665,0.3871857,0.8213482,1.1881154,1.0215627,0.6844305,0.7859362,0.81505835,1.0857966,1.1242917,1.0778668,1.1128597,0.97661775,1.075022,1.1981171,1.177384,0.9831939,1.0619082,0.0,0.6109587,1.07087,0.52554303,0.67966366,1.1231897,1.0685459,0.97055644,1.1891867,0.9013176,0.94392574,1.0660636,1.1328692,1.2769119,1.1652656,1.1994581,1.0299731,1.2319603,1.0889397,0.8824221,0.8863473,1.1288931,0.9984109,0.84434676,0.8829432,0.97056466,1.1818656,1.203454,0.8952375,1.0814946,1.0454717,0.8908157,1.0507717,1.1050069,1.1297649,1.2988563,0.985506,0.5086787,0.4181453,1.1729734,1.1175873,1.1987996,1.2265314,1.1274829,1.2936823,0.645239,1.2365433
nail,1.3632259,0.52247345,1.1959687,0.83012474,0.620441,0.7873447,1.2503119,1.2878494,1.3628268,0.4772005,1.4897438,1.2910447,0.9062285,1.325016,0.932039,1.2713314,0.52162594,0.723013,1.3792409,0.69280154,1.1021053,0.91019934,0.80917335,1.0670238,1.2480844,1.3830154,0.83295643,1.2963188,1.1863079,1.4085984,1.0690327,0.36166513,1.3655775,0.6322408,1.2540116,1.1356583,1.2516223,1.1502546,1.194557,0.65772253,0.5609984,0.97942865,1.1225569,0.45609617,0.9828693,1.1106696,0.8065108,1.1493562,1.1212792,1.2119876,0.54484624,0.71075165,1.2482933,1.1660357,1.02418,1.0649328,0.6839539,0.86590225,1.3821651,1.2332965,0.93255365,1.2935557,1.0759056,1.3340728,0.83534145,1.2341213,1.0894158,0.6109587,0.0,0.7528634,0.27449822,0.46383756,1.3710816,1.1842144,1.1785176,1.060394,0.62119263,0.6267643,1.1469246,1.0712571,1.0001466,0.7943938,1.2432135,1.1210902,1.3776245,0.7879063,0.92896104,1.1344167,1.2535825,1.233429,1.0142739,1.0341481,0.85665333,1.0159479,1.3141937,0.32724845,0.84042263,1.0271773,0.8123751,0.72688645,1.342521,1.2460136,1.4399296,0.6456196,0.24194145,0.3997972,1.2346908,0.8213857,1.1902499,1.2429607,1.1612347,1.2441044,0.24530292,1.2601378
napkin,1.4837636,0.6680659,1.3703921,1.0142545,0.7963246,0.6750108,0.6549523,1.342282,1.5317695,0.529755,1.4048312,1.4239438,0.7736465,1.3676101,1.0161053,1.1288319,0.36259067,0.4573351,1.1354883,0.8249923,0.95668566,0.36476862,0.41888976,0.75360775,1.2629662,0.9799115,0.7146976,1.4002587,1.1010456,1.4344614,1.3403308,0.38880038,1.3872248,0.38759232,1.1421058,1.0679406,0.94640243,0.90045303,1.3882532,1.1497322,0.94674313,1.1034083,1.3852727,0.7358167,0.9891714,1.0426486,0.4106201,1.1363834,1.2080107,1.4684788,0.96502984,0.79478,1.3353201,1.3900189,1.3970045,1.4008503,0.76675296,0.5185692,1.4792364,1.3579373,0.58150417,1.4439441,0.8783305,1.2114828,0.5274217,1.323102,1.11452,1.07087,0.7528634,0.0,0.60613835,0.8714478,0.9905483,1.3536947,1.2295926,0.7412629,0.39087093,0.35071325,1.0186845,0.4672985,0.42986786,0.7187543,0.71657634,0.91007066,1.1478125,0.55645335,0.84357667,1.1605095,1.1505057,1.3812059,1.1427402,0.86599016,0.58698505,0.6675353,1.5063959,0.4356339,0.66962826,1.0113378,0.5070369,0.51606286,1.3482339,1.1950656,1.502079,0.61161923,0.68421435,0.7301612,1.1855955,0.038032293,1.0706303,0.9939114,1.2187111,0.9554435,0.69632506,1.2886338
