,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
chair,0.8585927,1.0392588,1.2964798,1.0636877,1.0726523,0.99821687,1.1101724,0.678523,0.71326387,0.737163,1.2281747,0.44952023,1.088234,0.99135274,0.87133086,0.905737,0.9917263,0.9831264,1.022476,0.7147006,1.3076968,0.9259793,0.79601955,1.0603212,0.70736086,1.0655929,0.9664105,0.7447077,0.0,1.3129667,0.83712155,0.5157206,1.0518632,0.6428818,1.0688274,1.2529085,0.479383,1.0676564,0.7854865,1.0978003,0.6579064,0.80297273,1.1491041,1.318543,0.9595003,1.2023934,1.2923905,0.94839126,1.1533641,1.0695406,1.2108141,0.9772292,1.2124107,1.2023535,1.0223327,1.2120005,1.0453509,1.1262499,1.2093656,1.0535288,1.0031534,0.9899545,0.9700464,1.0321788,0.44346726,0.9649624,1.0577614,1.0729077,0.98544765,0.9515977,1.0821352,0.99874157,1.3611774,0.7687954,1.176391,1.1329951,1.2693276,0.6775089,1.0124809,1.0942881,0.8897981,1.0339177,1.1570679,1.1082754,1.0712852,0.8360736,1.1641698,0.85113263,1.023645,1.2179097,0.8206883,1.083011,0.70505404,1.00449,1.0915363,1.0057809,0.97154975,1.1816046,1.0250897,1.0186878,0.94605386,0.8900919,0.81169236,1.2378708,1.0015949,1.2020624,0.88360834,1.155992,1.0593462,1.1704909,0.99267066,0.91549057,0.93798906,0.52918184,1.1880305,1.2118112,1.0169533,1.0702136,0.76173425,1.150961,0.9616528,1.0402092,1.0208532,0.73166144,1.3487172,0.8213698
clock,1.2778287,1.1037246,0.5580008,1.3087125,0.87500066,0.9620405,1.0928652,1.1544715,1.2591289,1.4017477,0.5970664,1.4311407,1.3085324,0.83605725,1.2625755,1.1466652,0.97416925,0.7121338,0.92473626,1.361093,0.58912253,1.2644587,0.9863789,0.81029296,0.8533609,0.7001606,1.043904,1.2368121,1.3129667,0.0,1.2161584,1.3503923,1.1467755,1.34388,0.9911957,0.5180644,1.4067422,0.5261055,1.2073704,1.0369686,1.3244355,1.1406351,1.1936173,0.53839517,1.0456489,0.93611306,0.6659067,0.86614794,0.9323396,0.64570796,0.79892516,1.0166835,0.81779253,0.6113695,1.090488,0.7484377,1.1726568,1.1682419,0.6184984,0.8270055,1.1852999,1.3690624,1.3993256,0.6633054,1.3731453,0.49850357,1.1633334,0.768716,0.5940807,1.3682922,0.81397045,1.2215046,0.50403225,1.1980479,0.84847426,0.6752296,0.6746213,1.3238697,1.1099421,1.2830398,1.3994124,1.2481794,0.60528195,0.66394794,0.8514214,0.81561846,0.89412487,1.0044203,0.951975,0.6395212,1.1486936,0.50687534,1.2836646,0.7266614,1.1994193,1.0944556,1.3732467,0.8107177,1.1421742,0.71170664,1.1850197,0.9071262,1.4080262,0.49278462,1.2083801,0.6210953,1.0477281,0.9338422,0.71040523,0.6679467,1.0144944,1.2038018,1.3869107,1.4208683,0.4453494,0.8978789,0.71551657,0.9511607,1.1555051,0.76221126,1.1448486,1.0993239,1.1111242,1.0718123,0.57088125,1.2397078
closet,0.98121077,0.91582763,1.2023454,1.0105902,1.0798992,1.0766355,0.95872927,1.059145,0.9405917,0.8500471,1.1330783,0.71836406,0.88719034,1.157508,1.0578903,1.1191337,0.7314056,1.0296429,1.062356,0.5802388,1.2500501,1.0293366,1.0077815,1.118743,0.96440476,1.1345584,0.9729853,1.0389311,0.83712155,1.2161584,0.0,0.7837025,1.0427132,0.7625475,0.9324999,1.1884242,0.74147487,1.1227787,1.008487,1.0105875,0.5762406,0.72752273,1.011712,1.1978749,1.1879351,0.95180696,1.0724639,1.0201359,1.0657042,1.2092485,1.039832,1.0075116,1.0836408,1.1599427,1.1252381,0.8983054,0.8883302,0.92780334,1.1599149,1.223609,0.9517273,0.98395884,0.89061487,1.1733096,0.8288508,1.240423,0.96299905,1.1274861,1.0816585,0.9751776,1.1395528,0.9799123,1.1622977,1.0507172,0.9813508,1.1013494,1.1787171,0.77099526,0.9602011,0.90581787,0.86295366,0.7148096,1.1903124,1.204124,1.0360262,1.1030258,1.1842114,0.9343333,1.069967,1.2100697,0.897819,1.0941219,0.7892056,1.254314,0.96355665,1.1113088,0.8525815,1.1392608,0.98196065,1.1083102,1.0598124,1.0379868,0.8611599,1.1810261,1.03188,1.214483,1.0131186,0.95947814,1.1721699,1.1729066,0.9718082,0.719134,0.92227244,0.7161187,1.2026124,0.9982472,1.0630151,1.0165815,1.0711201,1.056247,1.0008174,1.0061884,0.94017714,0.9651183,1.1161156,0.90213245
coffee,0.8802432,1.1772729,1.2275808,0.98791885,1.0539843,1.0447018,1.1250765,0.7495344,0.8079239,0.5045353,1.4161961,0.52978075,0.8256965,1.2015857,0.8314441,0.8472286,0.91611475,1.1265217,0.9860481,0.65927315,1.3824937,0.8621602,0.9521858,1.0557739,1.2143774,1.2388673,1.1420773,0.9539709,0.5157206,1.3503923,0.7837025,0.0,0.8494601,0.49542218,1.1317323,1.4391901,0.46476096,1.2572591,0.90182745,0.96923965,0.73648,0.89190125,0.9153907,1.3189821,1.0541239,1.3085607,1.3800979,1.0140268,1.3114934,1.2640423,1.2656846,0.91431403,1.2704539,1.4003191,0.95872784,1.220264,1.0168359,1.1165192,1.4268315,1.020904,0.7344825,0.86095375,0.8413491,1.260992,0.5268824,1.2344414,0.9496027,1.2792304,1.2101111,0.87271494,1.2094358,0.90340495,1.3461255,0.8366344,1.2755449,1.2327642,1.1438489,0.79605395,0.94359857,0.7784908,0.8819877,0.8168128,1.362047,1.316175,1.2706181,1.0768027,1.0834035,0.8969324,0.95676094,1.1449313,1.0263215,1.3687329,0.81492496,1.1580418,1.0447283,0.9375821,0.8949191,1.2700825,1.0157297,1.214051,0.833267,1.1008992,0.6451635,1.4309015,0.70911723,1.3596956,1.1403961,1.0486317,1.195755,1.3601662,0.873801,0.8823069,0.74989295,0.23086,1.356653,1.3020988,1.2303407,1.2059704,0.88370746,1.0682919,0.7844428,0.89020765,0.81251264,0.8353418,1.386189,0.7519837
comb,0.9440876,1.1067517,1.158538,1.0085262,0.97448725,1.0238179,0.8960318,0.8422909,1.0207435,0.77870977,1.2962693,0.8357438,0.837588,1.1881452,0.93931925,0.98908347,1.1454439,1.2128594,0.9424947,0.97046244,1.054766,0.7908527,1.0796971,1.0245004,1.3623631,1.1501285,0.87421036,1.0570759,1.0518632,1.1467755,1.0427132,0.8494601,0.0,0.88182896,0.78590137,1.277617,0.81964976,1.234383,1.0178975,1.0312927,0.86079204,0.9917553,0.93057233,1.1248872,1.0649037,1.1541632,1.1139127,1.0030324,1.1731713,1.1378106,1.0737318,1.0069188,1.1963924,1.3137761,0.95306534,1.03684,0.87800586,0.9849553,1.3196632,1.1493595,0.8535327,0.95902056,0.8403634,1.1843219,0.8089369,1.3184645,0.65202665,1.0634977,1.0183381,0.8618521,1.2255924,0.79153216,1.2032453,0.9886215,1.2688146,1.2976034,1.1506798,0.9626329,0.7304172,0.826676,0.84692854,0.92716855,1.2642096,1.2292005,1.1033418,1.2319522,0.961774,1.0381979,0.87149125,1.103194,1.0957284,1.2743871,0.98119867,1.2463006,0.91462576,0.86687016,0.9382282,1.24384,1.0144628,1.0663526,0.99537486,0.9723523,0.8132831,1.2749215,0.7464591,1.206829,1.1469462,0.79100746,1.1112319,1.2217923,0.8203909,0.80193555,0.80972046,0.847002,1.2441078,1.1673682,1.1988409,0.95435333,0.9964894,1.1398327,0.7976614,0.9948591,0.9238037,1.063376,1.3036419,0.9665117
couch,0.7550523,1.0844343,1.3116068,0.85625446,0.944923,0.9814392,1.1148194,0.95424837,0.8219062,0.1146971,1.3550087,0.40771633,0.67482674,1.2616858,0.5929521,1.0534017,1.1776525,1.3470567,1.2204858,0.7551861,1.4400172,0.7042588,1.1433688,1.1810861,1.3186859,1.1962948,1.1333619,0.7549505,0.6428818,1.34388,0.7625475,0.49542218,0.88182896,0.0,0.99803096,1.5525784,0.58679175,1.4744253,0.79385793,1.1191295,0.53661907,0.772496,0.8511434,1.3409882,0.9591711,1.2741661,1.2974137,1.1447276,1.2200736,1.5421641,1.2685435,1.0853703,1.2097173,1.3935024,1.013121,1.3123144,0.7668526,1.1350037,1.4124544,1.2743764,0.8672716,0.6531943,0.45630515,1.5324918,0.7260761,1.4493854,0.858244,1.3205178,1.2987659,0.7524804,1.2872632,0.66827536,1.33136,0.93037474,1.2338835,1.3312862,1.2673306,0.67010885,0.6786713,0.5853013,0.5366466,0.75696874,1.5699564,1.5306944,1.2612088,0.9840898,1.3022677,0.98955894,1.1930939,1.2245444,1.0288553,1.2424362,0.7112409,1.3603636,0.8714435,1.1117096,0.64935565,1.3093114,0.97077775,1.4509437,0.6352436,1.1225868,0.43488717,1.4745752,0.57210135,1.3804482,1.1508358,0.925012,1.4896088,1.2973031,1.0007576,0.7945957,0.50787187,0.40795845,1.4980683,1.215569,1.2120641,1.1781772,0.9514803,1.3289256,0.9951229,0.8843943,0.9117569,0.97754526,1.4083216,0.68081
cracker,1.0777084,1.0126426,1.0943449,0.9599114,1.122871,1.1675788,0.8940301,0.9553272,0.9889132,0.9156287,1.0639374,0.9805264,0.9431026,1.1581392,0.9635132,1.1433623,1.1975955,1.1832843,1.0871567,1.0937599,0.9801384,0.98046136,1.0802058,1.1758535,1.0503778,1.2071984,0.9137895,1.1158282,1.0688274,0.9911957,0.9324999,1.1317323,0.78590137,0.99803096,0.0,0.9782163,0.9531909,1.0896326,1.1460403,1.2488158,0.9709275,0.9631696,1.0494878,1.02018,1.0287756,0.95698327,1.025981,0.99994,0.8114903,0.96891654,1.100491,1.1578165,1.0370389,1.1286845,1.1435869,1.165616,0.99272513,1.0168172,1.0958154,1.2135556,0.8417967,0.95632684,0.86850166,0.9206701,1.0587056,1.0707662,0.7188618,0.9234535,1.0111525,0.8116294,1.1177093,0.5615494,1.0702987,1.0557673,0.9690561,1.0425777,1.0803682,1.0254649,0.65528935,0.9463363,0.90566224,0.97660977,0.97380835,0.9421592,0.91048586,1.0628946,1.1368958,1.0171477,1.0396414,1.104138,0.90421736,0.95904046,1.0559769,1.1918116,0.85063654,0.9697214,1.0171171,1.1752968,1.1676464,0.9560018,0.9901444,1.0422306,0.9927479,1.0348886,1.0248952,0.9918655,0.90235597,0.9057579,1.0254261,0.9454855,0.79411423,1.0760659,0.953378,1.0754898,1.097108,1.022887,0.93483824,0.99163944,1.0493565,1.2431062,1.0083498,1.0389783,1.0610025,1.12129,1.1035932,1.0540097
crayon,1.4001911,0.8948141,0.47217393,1.3137457,1.0784415,1.0683459,0.9753035,1.2937517,1.3267683,1.6359276,0.24885213,1.4387057,1.581535,0.6899246,1.2952253,1.0200473,0.80588806,0.53829825,1.0670472,1.4126463,0.3627534,1.4025891,0.9734672,0.9588072,0.5047702,0.5844111,0.8079037,1.2417111,1.2529085,0.5180644,1.1884242,1.4391901,1.277617,1.5525784,0.9782163,0.0,1.5302576,0.42139816,1.2936752,1.0958166,1.4823838,1.2662181,1.3076035,0.49138886,1.0894094,0.64479005,0.61390287,0.9770731,0.6450948,0.3832178,0.7174798,1.115459,0.6548111,0.35821402,1.1202211,0.6389853,1.3344141,1.0751767,0.3605168,0.7432179,1.2565222,1.4772675,1.567189,0.31558943,1.2932618,0.49695247,1.2645957,0.5959183,0.73872626,1.476236,0.71529275,1.4329228,0.36938858,1.3289701,0.6725642,0.57427233,0.5378784,1.4467198,1.4118179,1.5089306,1.4951004,1.4243362,0.12244624,0.16510928,0.7066281,0.8187316,0.8344605,1.1016998,1.0634872,0.5892027,1.0820581,0.5188824,1.3596609,0.6326949,1.1998899,0.90816355,1.4916446,0.65754974,1.076326,0.45345557,1.311701,1.0685598,1.5034778,0.11692572,1.50455,0.5069446,0.9803459,1.1691178,0.5165111,0.502231,0.97174484,1.2765633,1.5547708,1.6268592,0.24415737,0.67501503,0.55357873,0.730742,1.2501125,0.58734363,1.2405511,1.2634691,1.1506044,1.0121152,0.26823807,1.3942094
crib,0.85991037,1.1842242,1.4042954,0.8767061,1.0220367,1.0215638,1.0510782,0.51655126,0.49602586,0.52024794,1.4513054,0.5157892,0.7111097,1.2648195,0.80206895,0.88956606,0.91824317,1.2751899,0.92536813,0.38689977,1.5070889,0.78765154,0.7804794,1.0370755,1.1531335,1.2901529,0.97754246,1.0281835,0.479383,1.4067422,0.74147487,0.46476096,0.81964976,0.58679175,0.9531909,1.5302576,0.0,1.3479269,0.98065424,1.0462028,0.62682563,0.63942724,0.8671121,1.4523598,1.0404487,1.3634348,1.3742807,1.0775154,1.3839302,1.2709128,1.2066352,0.97587085,1.3198167,1.5163211,1.0450552,1.2411445,0.924166,1.1378585,1.5151092,1.2102381,0.7588118,0.75963783,0.7304903,1.2761091,0.55854714,1.2049763,0.8496531,1.2717255,1.2565289,0.76001453,1.2654922,0.7473548,1.4773195,0.7506122,1.3549522,1.3007922,1.3259925,0.59682274,0.83351237,0.8004475,0.81038487,0.6426959,1.4360719,1.3606586,1.3451439,1.1565909,1.1751487,0.93868715,0.93483096,1.3141533,0.84094644,1.3567712,0.668317,1.3321115,0.92477596,0.8818526,0.81115854,1.326037,1.1292622,1.2656624,0.6723807,1.085258,0.6372828,1.5525281,0.8023631,1.4619722,1.0980397,1.0118287,1.2266886,1.4492967,0.86199814,0.8649914,0.71939886,0.35464716,1.4785637,1.4054425,1.2499343,1.2239223,0.790736,1.1427141,0.6915928,0.8130654,0.86039793,0.87396306,1.4889272,0.7003887
cup,1.4645168,1.0645599,0.48713863,1.4052856,1.086732,1.0888078,1.1062113,0.8863135,1.1025641,1.5716602,0.5659886,1.3404737,1.5348624,0.8255026,1.3751941,1.0496842,0.81198245,0.16906035,0.7001787,1.1231829,0.50851583,1.3660291,0.60431457,0.8817167,0.37027204,0.65883493,1.0902331,1.2081937,1.0676564,0.5261055,1.1227787,1.2572591,1.234383,1.4744253,1.0896326,0.42139816,1.3479269,0.0,1.2164648,1.0381616,1.305879,1.282249,1.282721,0.60123205,1.136242,0.9436547,0.8960329,0.87841356,0.84212565,0.5468491,0.9665177,0.7724056,0.8769295,0.48704588,1.0247242,0.7678634,1.3382623,1.1613753,0.56124014,0.6564801,1.3539176,1.426018,1.5575227,0.5079311,1.2273053,0.4981991,1.3259437,0.64660275,0.5468762,1.4942641,0.7662302,1.3665069,0.5395454,1.1983212,0.99251515,0.59214824,0.5430969,1.2384412,1.3407184,1.4570243,1.5027508,1.4067166,0.4690619,0.48907864,0.7450096,0.73063004,0.7095015,0.98419636,0.86737686,0.5766315,1.0397835,0.56150687,1.1331906,0.5788174,1.3151001,1.2263634,1.4803543,0.80243695,1.1101098,0.42467725,1.1833578,0.9206841,1.4939797,0.4545731,1.4230065,0.6466762,0.9519149,1.1635884,0.5284048,0.69764143,1.2387689,1.2705977,1.4838487,1.428402,0.2222647,0.8877233,0.6662159,1.0467858,1.1562148,0.5898536,1.166759,1.264382,1.0946918,0.7731943,0.50464,1.3108621
dog,0.41612583,0.96902955,1.1534406,0.9531489,0.9207084,0.8988409,1.1188382,1.0406711,1.1614846,0.83761704,1.1894886,0.87473005,0.9894943,0.7085016,0.8066983,1.0925815,1.1413856,1.1469486,1.1706814,1.0033841,1.1490648,0.89767843,1.181136,0.9248911,1.1240239,1.0637261,1.172167,0.13373041,0.7854865,1.2073704,1.008487,0.90182745,1.0178975,0.79385793,1.1460403,1.2936752,0.98065424,1.2164648,0.0,0.7351072,0.9291637,1.1080142,1.0146921,1.0886757,0.93716323,1.1212728,1.0463897,1.0293616,1.0213645,1.2503006,0.90310925,1.0696822,1.0052739,0.99661577,1.0574497,1.1360492,0.76113796,1.0306057,0.99051595,0.8384093,1.117508,0.8536588,0.76583016,1.2509639,0.9404383,1.1627241,1.0517054,1.3121213,1.1818168,0.84657884,0.9118367,0.9112552,1.1975882,0.66822106,1.0747635,1.0155853,1.2063389,0.95163816,0.93098456,0.8329073,0.7878462,1.0972002,1.2936282,1.2849643,0.98105186,0.981929,1.0224904,1.0056496,1.2621003,1.0915866,0.75495446,0.9764573,0.98696643,0.6858271,1.0161706,1.0700879,0.8079196,0.91862047,0.9169321,1.2819586,0.97038335,1.2226448,0.96361405,1.1985382,0.9189922,1.091625,0.94535077,0.9584551,1.2302408,0.9387551,1.115742,0.7262905,0.8365045,0.9642184,1.2097921,1.0417346,1.1222448,1.0492555,0.6353062,1.0602907,1.225472,1.0642699,0.96758896,1.1458633,1.2085366,0.96977085
doll,0.7297293,0.9054651,1.1083868,1.1188108,0.9236359,0.8781235,0.9422524,0.89665836,1.1831591,1.1505945,1.1973097,1.2516928,0.9353031,0.9439737,0.9387747,0.893101,0.635811,0.9153999,0.8906925,0.83641315,1.0078849,1.146839,1.0000957,0.8271531,1.1327978,1.0700763,1.0838792,0.8632909,1.0978003,1.0369686,1.0105875,0.96923965,1.0312927,1.1191295,1.2488158,1.0958166,1.0462028,1.0381616,0.7351072,0.0,1.1455724,1.1777835,0.917921,0.8487571,1.2411292,1.0017112,1.0245836,0.9802581,1.0954055,0.9933483,0.5206512,0.8618171,0.9972724,1.064604,1.0249429,0.8364035,0.93197405,0.91158694,0.919921,0.77020913,1.0004246,0.97610164,1.1103084,1.0152286,1.06649,0.9829394,1.1182374,1.1846102,1.0617955,0.88839126,0.8750305,1.156147,1.190839,0.8216351,1.0554862,1.0810889,1.1148543,1.2631962,1.2017577,0.8864218,1.1500161,0.9440566,1.1157194,1.0912836,1.0345018,0.86826813,0.79677117,0.9398401,0.985536,1.0951915,0.84637475,1.0370582,1.1692957,0.6849873,1.1140664,0.87908554,0.9338299,0.7679775,0.8641853,1.0724478,1.1786401,1.2551037,1.1328819,1.1250765,1.1408291,1.0837679,0.9137079,1.0004536,0.9116498,0.882583,1.004981,0.85559523,0.98864967,1.0439694,1.0087354,0.9887724,1.2104827,0.98563397,0.83133876,0.48257118,0.91324437,1.029291,0.90749866,0.9832662,1.1214745,1.1059108
door,0.8136768,1.1020298,1.3445213,0.81811523,1.1022661,1.1106668,1.10644,1.0643392,0.8712044,0.63362795,1.3746976,0.46953595,0.7716583,1.1666623,1.0732973,1.1171651,1.1367304,1.129001,1.1480353,0.640644,1.4641424,0.68998975,1.1271122,1.0850382,1.0971469,1.191249,1.0159471,0.93652743,0.6579064,1.3244355,0.5762406,0.73648,0.86079204,0.53661907,0.9709275,1.4823838,0.62682563,1.305879,0.9291637,1.1455724,0.0,0.5651313,0.8968606,1.4558427,0.95515406,1.1799686,1.3559012,0.9368274,1.192441,1.344063,1.3407447,1.0164137,1.190618,1.3601199,0.9681287,1.2520218,0.7122358,1.0054734,1.4071965,1.276592,0.88501924,0.74944293,0.76151454,1.336551,0.5571971,1.2961173,0.88773626,1.2977341,1.2344836,0.85366493,1.2989204,0.7739012,1.3424448,1.053496,1.1347064,1.265023,1.2894967,0.37133574,0.7908759,0.7675936,0.60530967,0.7541969,1.4110403,1.3939471,1.2001741,1.2451775,1.1935585,0.83996266,1.1112585,1.2489977,0.9799534,1.234097,0.2893955,1.3413222,0.8721658,1.0302898,0.6354542,1.3720219,0.95186377,1.25587,0.76231635,0.88501954,0.63938826,1.4631377,0.7795697,1.3715658,1.0689263,0.9742643,1.2982045,1.2882618,0.9656589,0.67967486,0.62111616,0.58532465,1.4581724,1.184057,1.2044758,1.0032738,1.0976802,1.4084212,0.9900039,0.8342609,1.012332,0.73334557,1.3255364,0.5106634
drawer,0.96185875,0.93362224,1.3532197,0.7867789,0.98017985,0.9770529,1.017256,1.0027292,0.68675935,0.7583537,1.1949395,0.50001234,0.80557585,1.1499608,0.9974071,1.0883124,1.0196053,1.2614409,1.0781795,0.5991236,1.3511934,0.8057666,0.9969908,1.1046952,1.0151513,1.1498849,0.88873875,1.0748072,0.80297273,1.1406351,0.72752273,0.89190125,0.9917553,0.772496,0.9631696,1.2662181,0.63942724,1.282249,1.1080142,1.1777835,0.5651313,0.0,0.95477057,1.2100693,1.0135831,1.0146356,1.0983311,1.1609524,1.1680758,1.1266735,1.0663728,1.0286307,1.0428071,1.3573718,1.0314429,1.1082172,0.96784693,0.94192356,1.3210791,1.3879063,0.87146914,0.8512926,0.8312086,1.1230241,0.8898315,1.0958128,0.8729583,1.1827655,1.1244537,0.89685893,1.1576014,0.90575254,1.2765684,1.0303853,0.9693321,1.2070485,1.3232111,0.4066885,0.8827668,0.9739718,0.81922877,0.65426004,1.1513975,1.1298363,1.3022503,1.1067797,1.2708493,1.0608807,1.0202596,1.3062395,0.9499807,1.0509189,0.49078274,1.4018304,0.88409287,0.88575053,0.82571876,1.2055215,1.0415266,1.1481713,0.72851396,0.7014171,0.7507534,1.253943,0.91275775,1.2694751,1.0420494,0.94497144,1.1078823,1.2051691,0.8130928,0.8822565,0.8554022,0.70085955,1.2586176,1.1335664,1.1138867,0.9408889,1.0571877,1.2565144,0.8771275,1.0048696,1.0509211,0.97814286,1.2737787,0.91498536
dress,0.92454976,0.9968933,1.1735438,0.771235,0.84865344,0.86024916,0.9336487,0.9882217,0.92628783,0.8044301,1.242529,0.9338863,0.61984956,1.301739,0.9721557,0.99202424,1.0853822,1.2373298,1.0243129,0.9198011,1.2469532,0.88821036,1.0114404,1.1142895,1.322375,1.213915,1.0072284,1.0276623,1.1491041,1.1936173,1.011712,0.9153907,0.93057233,0.8511434,1.0494878,1.3076035,0.8671121,1.282721,1.0146921,0.917921,0.8968606,0.95477057,0.0,1.2193581,1.0283861,1.0932972,1.1747587,1.2163323,1.0937078,1.2840022,1.130647,0.9629108,1.0679013,1.1979896,1.0130863,1.054743,0.7935114,0.9321174,1.2483971,1.0704907,0.8334304,0.7165782,0.75505686,1.2987742,0.9832163,1.251748,0.9357527,1.1248395,1.1743022,0.7418963,1.21576,0.94047797,1.191283,0.93119806,0.9915556,1.2605969,1.1061611,0.95154166,1.0119692,0.66632843,0.7296998,0.82235557,1.3302723,1.3238459,1.1653941,1.2023318,1.0693285,1.1863953,1.0340757,1.1697958,1.0586522,1.3186319,0.97906846,1.2164515,0.9215861,0.95801485,0.5208659,1.1024116,0.664321,1.2678196,0.8837152,1.1106306,0.6851597,1.3118503,0.8455369,1.1099064,0.9283409,0.97669613,1.2350948,1.2146909,1.037778,0.8989038,0.6229722,0.838984,1.3012254,1.0535603,1.1984864,1.1025845,0.9860787,1.0831983,0.90543836,0.88161755,0.88574165,1.0489804,1.2045779,0.87061524
egg,1.3636878,0.8304712,0.49534315,1.2663615,0.80417675,0.8431927,0.9385946,1.2344875,1.3597747,1.4185054,0.5272433,1.4179456,1.3564665,0.92658544,1.295543,1.0944296,1.0256271,0.7167503,1.0749527,1.3757735,0.28903615,1.3177974,1.1429303,1.1112572,0.803503,0.83544534,1.0498924,1.0971754,1.318543,0.53839517,1.1978749,1.3189821,1.1248872,1.3409882,1.02018,0.49138886,1.4523598,0.60123205,1.0886757,0.8487571,1.4558427,1.2100693,1.2193581,0.0,1.1414953,0.717884,0.7966659,1.1513824,0.5940687,0.84634066,0.7245375,1.1562344,0.5013212,0.5179095,1.1999209,0.89694834,1.0687191,1.0047944,0.34368062,0.887632,1.2391198,1.2907352,1.3637247,0.8092132,1.402389,0.73477215,1.1936638,0.8008407,0.7712088,1.2311312,0.8813562,1.1800127,0.40994024,1.2644446,0.6841972,0.66154456,0.65051466,1.4063712,1.1317205,1.2803832,1.3138374,1.370174,0.6612315,0.6327537,0.61422586,0.8704004,0.92247623,1.1818964,1.109458,0.5599947,1.0135068,0.5645776,1.4040583,0.70990485,1.1995003,1.117783,1.3519464,0.73483086,1.0653077,0.78017914,1.1730425,1.1995443,1.4150937,0.3955291,1.3561954,0.496688,0.95775133,0.7965751,0.85526377,0.505922,1.1106853,1.1984398,1.3270668,1.4483984,0.36599994,0.6436223,0.77446306,0.89315087,1.2308203,0.6456581,1.2593627,1.2871083,1.117553,1.193224,0.4779148,1.3505403
elephant,0.91780823,1.2594165,1.0220298,0.80668885,1.1432612,1.130476,1.1663624,1.0544033,0.78988624,0.82996917,0.901514,0.86653316,1.0619332,0.85958594,0.8029825,0.93616545,1.2518301,1.1721205,1.2516713,1.1637027,1.1074998,0.8467942,1.0220138,1.2029297,0.98414856,0.80814004,0.9769437,0.90641165,0.9595003,1.0456489,1.1879351,1.0541239,1.0649037,0.9591711,1.0287756,1.0894094,1.0404487,1.136242,0.93716323,1.2411292,0.95515406,1.0135831,1.0283861,1.1414953,0.0,1.152014,0.99761814,0.9391238,1.0923615,1.1169204,1.1973102,1.1170673,1.0318695,1.0439179,0.7755449,1.1377109,0.9258965,1.1467648,1.0520557,1.0858401,1.0185179,0.7514471,0.85663295,1.1452593,0.97534513,0.9334863,0.8702511,0.9495172,1.0821698,0.97240186,0.9234562,1.0251781,0.9787646,1.0860671,1.0033983,0.9908763,1.0032934,0.8084541,0.91916454,0.9219795,0.75411165,1.0428734,1.0754879,1.0979725,1.030561,1.0220476,1.1649336,0.9779131,1.186537,1.0254915,1.0018023,1.0316361,0.8459478,1.0792046,0.9822993,1.1436099,0.82920974,1.0770973,0.99692243,1.1912977,0.7467555,0.910004,0.93754196,1.079977,0.7310558,0.9802982,0.88645333,1.2225943,1.2272066,1.0308343,1.1148126,1.0036473,0.90742695,1.0275546,1.1822956,1.1390215,0.87208736,0.79379296,1.0483906,1.2957362,1.1507874,0.84959835,1.1073016,1.0241424,1.0227232,0.8346787
finger,1.2423785,0.31675363,0.987344,0.83101904,0.99336433,0.96828073,0.94648147,1.2919338,1.2819439,1.3469849,0.7331686,1.247046,1.1252025,1.0003725,1.1933922,1.09144,1.0409144,1.0146186,1.1558933,1.2043811,0.7557836,1.2521346,1.1164439,1.0913689,0.8429642,1.0374391,0.7572919,1.0877928,1.2023934,0.93611306,0.95180696,1.3085607,1.1541632,1.2741661,0.95698327,0.64479005,1.3634348,0.9436547,1.1212728,1.0017112,1.1799686,1.0146356,1.0932972,0.717884,1.152014,0.0,0.77026296,1.0797614,0.37116987,0.830194,0.90407145,1.1427411,0.5456103,0.6607902,1.1235707,0.78004885,0.95649344,0.26053303,0.59184486,1.1144791,1.1762719,1.1469744,1.0551999,0.8779651,1.196939,1.0340766,1.1552813,0.97986966,1.0480679,0.9805897,0.96753,1.1697417,0.7672695,1.1945522,0.40939474,0.8611201,1.0466038,1.159728,1.190598,1.1685123,1.0752674,1.102122,0.6626147,0.64460814,0.8079784,0.95899844,1.1087983,1.0385686,1.1716554,1.0619869,1.0146551,0.9263118,1.1883912,0.97476274,1.055484,0.9691121,1.0377955,0.7816663,0.83196294,0.88647354,1.2585799,1.0402699,1.2076253,0.60158354,1.2668437,0.6049836,0.7393601,1.078907,0.92005354,0.80814373,1.0086643,1.0774093,1.173916,1.3740613,0.8240519,0.18897098,0.90963864,0.75779486,1.1958609,0.9799078,1.2316747,1.168813,1.1370611,1.2246746,0.62061083,1.1998916
