,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
fish,1.310823,0.56294525,1.2855215,0.91826564,0.85095227,0.8660545,1.3181663,1.3345735,1.4296081,0.42415822,1.282542,1.1867892,1.234778,1.2999651,1.0870254,0.9786791,0.4706471,0.63980085,1.3194447,0.6431528,0.9720681,0.99448645,0.54680467,0.81247276,0.92182463,1.1643058,0.82500947,0.62249035,1.4141482,1.0055884,0.57601285,1.0431828,1.2998779,1.0627561,0.37041777,1.3835895,0.65676975,1.2974118,1.1308469,1.0353961,1.1879671,1.1391742,0.92924654,1.0038923,0.79526687,1.2225718,1.2374861,0.8538448,0.0,0.8597752,0.9194224,0.95343184,1.0569242,1.2813799,0.8526696,1.2267085,0.99313253,1.1623471,1.2180792,0.35303998,1.2281529,1.2139423,1.200379,1.3051286,0.98409593,1.1783775,0.8413738,1.0444258,1.2435113,0.9326912,0.7119581,0.3766384,0.6427851,0.7547829,0.7894217,0.5922402,1.0441082,1.2020824,1.4015372,1.2688906,0.842088,0.34515226,0.5676354,0.39134908,0.6610993,0.77385145,0.9093948,0.9860429,1.0113125,1.1706684,1.3388923,0.8888817,0.9448927,0.96246606,1.3824131,1.340646,1.1955011,1.3087814,0.85795015,1.2563646,0.74908453,1.2033049,0.32562137,0.32698607,1.1581655,0.90060306,1.3238307,1.28152,1.3837781,1.3754016,0.9252042,0.7264931,0.41491884,1.1114907,0.6905653,1.0856469,0.97018397,1.0617905,1.0409191,0.7388559,0.37461817,1.1134058
flower,1.0272859,1.0218778,1.0860797,1.1165758,0.8596699,0.88992506,1.0017483,1.1872412,1.1005131,1.0344365,1.1744332,0.98383546,0.920971,0.9496388,1.0399308,1.020381,0.7983011,1.0080168,1.097531,0.8387407,0.91471136,1.0451093,0.91553205,0.84508914,1.1659156,0.999082,1.0311025,0.8085971,1.0192199,0.95632255,0.93579215,1.0095084,1.1719182,0.83610266,0.8972203,0.9677209,0.95405346,0.951896,0.96870875,0.92171776,1.0305848,1.1407557,0.93843436,1.1630636,1.1026628,0.96350986,1.0896949,1.1527538,0.8597752,0.0,1.0363555,1.0487641,0.8083384,1.1280234,1.157573,1.1465527,0.9796875,1.1052622,1.2332277,0.9777447,0.9990634,1.100098,1.0855955,1.249784,0.95198095,0.8802829,0.7776679,1.1526687,1.1254177,0.78753257,0.8520068,1.0287979,0.8730001,1.0140885,1.1777219,1.1132665,1.1229559,1.0391804,1.1132734,1.1692333,1.0401748,0.94380385,1.008106,0.84758514,0.9133114,0.94111615,0.16122413,0.9865372,0.9215721,1.0589137,1.0644624,1.0610703,1.0010909,0.76293254,1.096594,1.2168691,1.1304712,1.258523,0.92452437,1.0154855,1.1600325,1.0239055,1.0184355,0.8454335,1.1245182,0.9040234,1.1117569,1.0603625,1.1986992,1.0933181,1.0609537,1.0286703,0.86475015,1.1568481,0.8486982,0.9393797,1.0084205,0.92735744,0.9742056,0.86773026,0.86391455,1.0160795
foot,1.1458446,0.8493808,1.0013417,1.0302051,1.2031903,0.86597806,1.1591798,1.2602717,1.2219899,0.7371472,0.87942946,0.9962608,1.1258348,1.1420655,1.2888583,0.9194827,0.9833601,1.0779598,1.0372722,1.062175,0.9146936,1.1584271,0.85213137,1.1040499,0.65778035,1.0933987,1.030587,1.0161031,1.1780088,0.99409443,0.71876514,0.9719101,1.0843914,1.0990355,0.9109763,1.151142,1.0418599,1.234848,1.0562083,0.9681426,1.1563883,0.9280447,1.0056695,0.66202325,0.76778126,1.222773,1.0187877,0.5536653,0.9194224,1.0363555,0.0,0.9936748,0.9953654,0.8000105,0.6882511,0.93788064,0.8879098,0.84494174,0.6815165,0.7783931,1.1562309,1.006448,1.121729,0.88578475,1.195888,1.0844233,1.233163,0.69851863,0.94361275,1.1302321,0.9918894,0.78565663,0.9055082,0.7752867,0.63304496,0.7732314,1.1169957,1.0688041,1.1500257,0.8802628,0.7710237,0.9839103,0.9934374,0.8769021,0.7301407,1.0960879,1.0789639,1.0004553,1.182387,1.0795417,1.1115466,0.93089086,1.0407032,1.1516179,1.3234575,1.0656934,1.0774264,1.0254161,1.0658995,1.207204,0.93440694,1.2128379,0.7540047,0.8781855,0.9785364,1.1426996,1.1222825,1.0118939,1.0729871,1.2000039,1.0812347,0.42414033,0.72555524,1.1572546,0.9196586,1.0968161,0.78835785,1.2576573,1.1951162,0.7085576,0.8451835,1.1446636
fork,1.1912941,1.0664611,1.249022,1.0099953,0.8415115,0.837562,1.1099648,1.1931025,1.3127685,1.0384177,1.2407571,1.006628,1.1443503,1.2350569,1.1658816,0.92740804,0.89179707,0.6637984,1.1833177,0.86078036,0.91030765,0.812569,0.85574454,1.0533113,0.9776612,1.127952,0.87551594,0.8247091,1.198324,1.0897509,0.92842025,1.0220344,1.3123498,1.1211894,0.81006706,1.2168275,0.70927364,0.8211197,1.0819967,0.9632474,1.1161313,1.0858166,0.7769741,1.0922098,0.9162155,1.1828357,1.189058,0.8833679,0.95343184,1.0487641,0.9936748,0.0,1.1408331,0.9977989,0.96257865,0.95256025,0.9911751,1.2377205,0.9096368,1.0560632,1.1485744,1.2560403,0.88859165,1.2406219,0.46085542,0.9811589,0.8901446,1.0589268,0.9663931,0.9767697,0.90647125,0.9951321,0.65258956,0.7468194,0.9836249,1.0414501,1.0684415,1.094236,1.1381799,1.2799066,0.93320113,0.7606422,0.67269385,0.94372773,0.98339194,0.97923875,0.99358547,0.6024043,1.0059221,1.0912343,1.1500297,1.1038513,0.9490375,1.0084901,0.87610847,1.2497138,1.0456946,1.2082521,0.65481853,1.201283,0.93679446,1.1832466,0.9570254,0.9643839,0.94083613,0.4329257,0.8772137,1.2252102,1.198488,1.0375397,0.70284855,0.8855139,0.89640355,0.4312414,0.68933344,0.9506065,0.8605453,1.2127364,1.0565407,0.9597918,0.85643506,1.2347615
frog,0.8158161,0.87445843,1.0880892,0.6727057,0.9344616,0.7475441,0.91196334,1.1900973,1.0528313,1.0957376,1.2089584,0.81104326,0.80013674,0.9749,1.024365,1.0300722,1.1326394,1.0993432,1.0272284,0.95083,1.2552669,1.0655464,1.3149973,1.0214976,0.9672953,0.8914878,1.0961943,1.0957241,1.1553642,1.063417,1.0779892,1.0668447,1.1509414,1.0377342,1.0154732,0.97353536,1.1477704,0.7954476,0.8499967,0.8308564,1.3433278,1.1547318,1.0922713,0.9958986,0.7974794,1.0025828,0.9360977,1.0353606,1.0569242,0.8083384,0.9953654,1.1408331,0.0,1.0509809,1.0560691,0.8376555,0.50833356,1.0384436,0.97906095,1.1317818,0.5963265,1.1404755,0.8801823,1.0173101,1.0137482,1.2619603,1.1554264,0.8228532,0.8975048,1.0553551,0.9257697,1.0616084,1.0929147,1.1481447,1.003997,0.9368295,1.4000117,0.86127836,1.0891008,1.1222913,1.1244708,1.1506755,1.0952193,1.0170724,1.0203272,1.0611267,0.9481792,1.0123967,0.78603977,0.6778679,1.0345968,1.0661646,1.3409021,0.7549036,1.0354978,1.0627264,0.936624,1.1248484,1.056407,1.221039,1.2246662,0.9709209,1.132349,1.0522339,0.995243,1.0030043,0.9671638,1.0515783,1.0672003,1.098023,0.8995577,1.0351076,1.0987018,1.0006373,1.0826595,0.52839774,1.1318526,1.0165412,1.1042631,1.2592528,1.079448,1.1640956
glass,0.7361117,1.2367854,0.6577083,1.1871185,1.1780119,1.1146197,0.9693379,0.85192275,0.8003597,1.3389008,0.8748177,0.75272715,0.69093305,0.82375884,0.9908502,1.1247101,1.3424819,1.3402284,0.9233274,1.3335751,1.1500027,1.1694146,1.3458414,1.2126034,0.91744804,0.8609807,1.3963358,1.3549914,0.7230954,1.142213,1.1843251,0.7383884,0.9194385,0.9694565,1.4418857,0.8284508,1.2799313,1.0372273,0.8754015,1.1195718,0.9826374,0.98399186,1.2066398,0.7572877,1.1253363,0.9206662,0.6220697,0.8041116,1.2813799,1.1280234,0.8000105,0.9977989,1.0509809,0.0,0.71593034,0.8397491,0.77988505,0.53419995,0.39419752,1.2826568,0.9840801,0.8696586,0.9032957,0.6506816,1.1726344,1.022615,1.2510271,0.9769074,0.89160293,1.145209,1.2366495,1.1781392,1.3570904,1.0718381,0.8483754,1.252381,0.9504458,0.7740572,0.6979988,0.72599566,1.1286775,1.4275659,1.3903841,1.3848972,1.265228,1.2397807,1.2018961,1.1165073,1.1545912,1.0104172,0.9326572,1.3109231,1.1497737,1.2149322,0.87601274,0.6207564,1.0285248,0.76706547,1.1954652,0.90561,1.135486,0.9735285,1.3566331,1.3039896,0.99835795,1.2019559,0.6670322,0.91923285,0.63513625,0.7954259,1.2432739,0.8675056,1.235112,0.93684345,1.3383229,1.1511534,1.0553586,0.95201415,1.09844,1.2845702,1.3039322,0.88461924
glasses,1.1782635,0.6896206,1.0462031,0.92866987,1.0348608,0.9350464,1.2264122,1.2035073,1.2572448,0.7830685,1.223284,0.9973921,1.0349345,1.2205019,1.1983474,1.1116787,1.0170354,1.0900545,1.2730764,0.9373549,1.1212044,1.2128367,1.0170462,1.0601844,0.7214995,1.0452676,1.1893374,0.9404903,1.2009306,1.0491472,0.94012094,1.039136,1.2071525,1.0609006,0.8617046,1.2306312,1.1204108,1.1436918,1.0286024,1.0649945,1.1853228,1.1353595,1.1620841,0.6967664,0.80075324,1.1440089,0.7700127,0.6184535,0.8526696,1.157573,0.6882511,0.96257865,1.0560691,0.71593034,0.0,1.114008,0.95495963,0.60381305,0.8154264,0.6424619,1.1414459,1.0446187,1.2283196,0.98454785,1.0976328,1.2006631,1.1219301,0.81077456,1.104968,1.0917763,0.85614717,0.62393343,1.0599383,0.6219605,0.40205657,0.67700523,1.1892228,1.0290058,1.1968873,0.9843579,1.0936402,0.877794,0.8582834,0.810513,1.0394236,0.9881779,1.20725,1.0907693,1.0975702,0.91443866,1.1487539,1.0774621,1.1434468,1.0318441,1.2178994,1.032537,1.0998615,0.9283327,0.93548614,1.1660029,1.1384401,1.1121159,0.7040458,0.8789884,1.1868072,1.0582852,1.0341723,1.056317,1.0625429,1.2851706,0.96300393,0.47117734,0.79423124,1.172884,1.0583208,1.1214331,1.029221,1.1115223,1.1733675,0.9890612,0.7414706,1.1327858
glove,0.86534387,1.1467266,0.87627995,0.9495088,1.103535,1.0541548,0.908328,1.0464131,0.98237216,1.2723026,1.0131326,0.8977602,0.91012764,0.80838513,0.9558423,1.1256953,1.2098279,1.167833,0.9397792,1.1798742,1.1002289,0.86040705,1.2066082,1.1866342,0.77932525,0.96218246,1.2485355,1.2807506,1.0036457,1.0861151,1.2513582,0.97188133,1.05898,1.2117105,1.2497609,1.0471597,1.08694,0.8721409,0.95664823,1.0373683,1.0960503,1.0744364,1.0235443,0.80202436,0.95810467,0.97955716,0.96001875,0.7735627,1.2267085,1.1465527,0.93788064,0.95256025,0.8376555,0.8397491,1.114008,0.0,0.79869974,0.96074456,0.6009021,1.2942442,1.0015869,1.0685477,0.78436744,0.7745627,1.039393,1.1509297,1.1741421,0.8696223,0.15044731,1.1008091,1.2030838,1.1325505,1.1387962,1.1260093,0.98749405,1.164538,1.127243,0.91343427,0.64962566,0.9093767,1.0092406,1.2790909,1.2609879,1.2412393,1.0741575,1.1060835,1.1470366,1.0764396,1.067799,0.96426874,0.90213615,1.1646551,1.196395,1.1634642,0.83365,0.9152327,0.56869245,0.8896254,1.0397229,1.1135827,1.1771189,1.1259446,1.1947659,1.2802866,0.1752981,1.0850784,0.7230062,0.93825644,0.9008671,0.97100514,1.0616874,0.90307117,1.148026,0.7310698,1.1248796,0.9508574,1.255237,1.0525985,1.168022,1.2556324,1.2502813,1.1073904
gum,0.99692744,0.74600726,1.070013,0.6141366,0.9643738,0.7273322,0.7826076,1.1851511,1.1265155,1.0401628,1.2533503,0.55655104,0.98658836,1.017257,1.0551742,0.76179266,1.0707016,1.0297654,0.8092773,1.030132,1.3611666,0.9516494,1.3136756,1.0899422,0.91642946,1.1255448,1.1109558,1.1770821,1.1071613,1.1916989,1.1634811,0.78263927,1.2887415,1.040456,0.84777856,1.0160736,0.983995,0.74173987,1.134349,0.94472235,1.3224658,1.1011572,1.0646381,0.8886938,0.685372,1.1652629,0.9260091,0.84764,0.99313253,0.9796875,0.8879098,0.9911751,0.50833356,0.77988505,0.95495963,0.79869974,0.0,1.005418,0.6625419,1.0987161,1.059374,1.2540518,0.7747827,0.974271,1.0142995,1.2332608,1.2493905,0.78930867,0.8342401,1.1572486,1.011249,0.83842707,1.0649078,1.0743738,0.84702134,0.848485,1.3186914,0.9130659,1.044586,1.1422855,1.0269939,1.0164977,1.0495267,0.9638081,1.1350378,1.0874151,1.1651889,0.9325844,1.0954576,0.8381373,1.0562785,1.0890961,1.3402761,1.1132457,0.91812456,1.0300812,0.98218775,1.0851601,1.1923141,1.2122984,1.1864663,1.1071156,1.0781726,0.89005685,0.927551,1.0117573,0.88427734,1.113483,1.0450329,1.0372146,0.88766295,0.8985176,0.9542222,0.72203,1.0608408,0.36358202,1.0133033,1.1017797,1.1621639,1.333837,1.038219,1.1704851
hair,0.71248865,1.000186,0.577234,1.0538747,1.2701709,1.1450444,1.1418558,0.8011892,0.7889961,1.1013919,0.94888026,0.9332695,0.7376912,0.849599,0.96350414,1.2911279,1.3398776,1.4401448,1.1332567,1.2591242,1.1586497,1.3873421,1.3689761,1.1630045,0.89240617,0.8001703,1.4319131,1.2787805,0.79730976,1.1636612,1.1194494,0.8919267,0.91615164,0.92542,1.2656367,0.98921055,1.4159906,1.2616192,0.856852,1.2307132,1.0427504,1.0828309,1.2403533,0.612658,0.9687207,0.8108656,0.2980103,0.78625154,1.1623471,1.1052622,0.84494174,1.2377205,1.0384436,0.53419995,0.60381305,0.96074456,1.005418,0.0,0.6800871,0.8719857,0.9572435,0.78194314,1.160664,0.6493056,1.2894367,1.2491032,1.1867815,0.84549356,0.93800676,1.2227159,1.1797464,0.9252236,1.4460106,1.057547,0.71239674,1.0093441,1.125102,0.8470615,0.75645053,0.6703282,1.2273648,1.2749312,1.2809147,1.1986994,1.2582827,1.1510345,1.1663462,1.317617,1.1793178,0.8903818,1.0596678,1.33058,1.2982569,1.1540194,0.9375236,0.4977123,1.0609769,0.7585058,1.2190797,0.8630289,1.200838,0.8965827,1.1558901,1.2434583,1.0755819,1.3076552,0.88306284,0.986093,0.5068785,0.9461449,1.4155209,0.78422046,1.1334333,1.1786641,1.4107702,1.3156679,1.2873236,0.82748103,1.1125,1.2336522,1.1472721,0.89015025
hand,0.7959061,1.0872084,0.664024,1.0442053,1.1881087,1.074359,1.070769,0.9222478,0.94919246,1.2378889,0.96206397,0.73989195,0.77223873,0.8765693,1.0032074,1.1006086,1.4211802,1.3082248,1.014082,1.2830127,1.2289283,1.2625206,1.3967505,1.2774926,0.6841171,0.990768,1.3905983,1.3988206,0.94730735,1.1994059,1.1739583,0.76896304,1.0462471,0.96666634,1.2840711,1.031741,1.3451226,0.9775798,1.0123525,1.096109,1.0946457,0.97816795,1.2278042,0.6444782,0.91361904,1.0361621,0.7831193,0.41283214,1.2180792,1.2332277,0.6815165,0.9096368,0.97906095,0.39419752,0.8154264,0.6009021,0.6625419,0.6800871,0.0,1.2488673,1.0215228,0.96584135,0.9527287,0.6142869,1.1381972,1.1792475,1.2764083,0.7952987,0.6464007,1.2275202,1.3080451,1.0616179,1.3441075,0.94028383,0.75539833,1.1086348,1.1003957,0.7815744,0.62588966,0.8098413,1.101403,1.2990716,1.2543259,1.306482,1.2125297,1.209329,1.2727578,1.1440355,1.1634858,0.9939151,1.0532787,1.2475665,1.2504201,1.2550683,0.9008366,0.6473172,0.996265,0.7834924,1.1977186,0.9594803,1.1383513,1.0911244,1.2734988,1.2718376,0.7765333,1.1769998,0.5987879,1.0569347,0.65411305,0.9058629,1.1930856,0.6134938,1.1888851,0.7158503,1.3337655,1.0495135,1.1938796,1.053896,1.1672373,1.3630116,1.2051865,1.0096233
hat,1.3521299,0.3989656,1.2508311,0.8704024,0.96379817,0.94206774,1.3831847,1.3460038,1.4344056,0.29941326,1.3063912,1.260055,1.2600083,1.4095955,1.2512436,1.0042839,0.41265392,0.70079744,1.3700607,0.65403914,1.0643429,1.0565546,0.59188306,0.7949678,0.90178084,1.1948515,0.7966919,0.5618054,1.3925902,0.9689954,0.65068483,1.2581255,1.2530589,1.1381382,0.3957541,1.4178188,0.6543206,1.3573623,1.1575041,1.0079406,1.2368377,1.2645462,0.9071503,0.8931813,0.6991701,1.195575,1.1059597,0.7773801,0.35303998,0.9777447,0.7783931,1.0560632,1.1317818,1.2826568,0.6424619,1.2942442,1.0987161,0.8719857,1.2488673,0.0,1.2153397,1.0506496,1.2517107,1.2547812,1.117578,1.3211281,0.97787184,0.93529445,1.2921474,0.96735567,0.5954467,0.30890775,0.69026256,0.6886833,0.68100715,0.4072799,1.1386156,1.2088239,1.4165767,1.170557,0.9272387,0.378968,0.5753642,0.28198552,0.6946141,0.7473459,1.023361,1.0482833,1.0458843,1.1130929,1.3008304,0.83184797,1.0113974,0.9643219,1.437907,1.2203679,1.1616997,1.2036982,0.7397406,1.3010743,0.896888,1.1650339,0.19143748,0.37172985,1.2719831,1.0330935,1.4188197,1.1611556,1.2391527,1.4380145,0.9373694,0.56794953,0.35730302,1.3249838,0.7168305,1.089489,0.89251494,1.1507453,1.1398503,0.6405261,0.35686195,1.219806
horse,0.66250706,1.237701,0.9483878,1.1379753,1.058325,1.1041884,0.9927941,0.81885684,0.73274416,1.1224946,0.9309805,0.92746824,0.581316,0.8727147,0.93922275,1.0079767,1.2033896,1.1838504,0.9322592,1.195467,1.1088611,1.1006565,1.2514606,1.0453246,1.1290458,0.8565389,1.1740569,1.1049039,0.820641,1.101488,1.1694512,0.9647711,0.8234161,0.8386231,1.2368383,0.8789565,1.233596,0.9746222,0.8193065,1.0921113,1.0781238,0.9951731,1.1097155,1.0269827,1.2597191,0.7558138,0.89689404,1.1634514,1.2281529,0.9990634,1.1562309,1.1485744,0.5963265,0.9840801,1.1414459,1.0015869,1.059374,0.9572435,1.0215228,1.2153397,0.0,1.0278662,0.9895656,0.93857324,1.061058,1.0118337,1.0020264,1.1052095,1.0404843,1.0514591,1.1551273,1.260599,1.2182981,1.1261635,1.1535958,1.2536674,0.98051524,0.7771635,0.9295598,0.9580266,1.0519986,1.2228146,1.1561172,1.2614956,1.1556536,1.1247716,1.0352161,1.1623639,0.7420238,0.9663922,0.9970672,1.0678602,1.1115216,0.8195176,0.8184625,0.8579463,0.96106,0.96355295,1.1227753,0.9215965,1.072781,0.8005253,1.2447412,1.2209356,1.061099,1.106451,0.85771966,0.9904192,0.83584774,0.8505914,1.1449535,1.2577951,1.2435544,1.023618,1.1845081,1.0181009,1.1970121,0.8284563,1.0238428,1.2177447,1.2101518,0.9059867
jacket,0.8395475,1.1634138,0.6015605,1.2405336,1.1854538,1.2121308,1.0573392,0.759384,0.74426746,1.1461153,0.77043533,1.0003694,0.8904738,0.74951714,1.0576023,1.2114964,1.1488582,1.3290608,1.0473356,1.2325999,0.97449994,1.2601142,1.1193677,1.0990956,1.0011833,0.9532655,1.0910617,1.2353911,0.80587137,0.5345634,1.1184325,1.0905914,0.69752926,0.99281365,1.2717656,0.89497656,1.2708375,1.2348247,0.9895199,0.9565636,0.8332764,1.0735668,1.0428097,0.9567887,1.1505636,0.8862282,0.87092984,1.0731466,1.2139423,1.100098,1.006448,1.2560403,1.1404755,0.8696586,1.0446187,1.0685477,1.2540518,0.78194314,0.96584135,1.0506496,1.0278662,0.0,1.1532929,0.5958835,1.2794073,0.9699699,1.1740519,0.9615202,1.0857663,1.06194,1.1530789,1.1268302,1.1676395,1.0039575,1.1509788,1.1369798,0.9784951,0.9151792,0.5607301,0.45288455,1.1093271,1.2764084,1.2244207,1.180194,1.0557534,1.1429087,1.106498,1.3005257,1.1334462,1.0296848,0.6424187,1.0976994,0.92416704,1.0604966,1.0725503,0.44276106,1.0728204,0.56845254,1.1127713,0.7929604,1.1375587,0.919,1.1416775,1.2227292,1.0793663,1.2955668,1.0438447,0.5793295,0.45761776,0.9273407,1.350626,1.0178676,1.123014,1.2598704,1.1517093,1.265276,0.98467296,0.927135,1.0166837,0.8481183,1.1677338,0.8685555
jar,1.0557532,1.1109384,1.072063,0.87643504,0.8899101,1.0320195,0.7357797,1.0725261,1.0614221,1.2295662,1.0994904,0.90147257,1.0864955,0.9975069,0.94969463,0.99033785,0.76496047,0.7556037,0.76267886,1.0878229,1.1320828,0.5741161,1.0388151,1.0355742,1.0746878,1.0625297,0.9530304,1.0769447,0.9969978,1.0549811,1.1602563,1.0764538,1.0737385,1.1195571,1.1762065,0.88798267,0.5041502,0.6314133,1.04907,0.972134,1.041242,0.9853045,0.87242115,1.0327952,1.0183274,1.1250619,1.0699866,1.1222205,1.200379,1.0855955,1.121729,0.88859165,0.8801823,0.9032957,1.2283196,0.78436744,0.7747827,1.160664,0.9527287,1.2517107,0.9895656,1.1532929,0.0,1.1231055,0.8931532,1.00538,0.98874664,1.0649319,0.8365469,0.9825901,1.106928,1.18431,1.115012,1.1154518,1.1232487,1.1552166,0.9449526,0.97374743,0.9276415,1.1530316,1.045673,1.2310581,1.1783276,1.1755552,1.1612794,1.0333024,1.0648763,0.85262334,1.0106021,0.91100204,0.8249587,0.97964805,1.061538,1.0612428,0.8670949,1.1091015,0.83659357,1.0981929,1.0420183,1.0607024,1.0529417,1.0520393,1.2196648,1.0404011,0.83786076,0.91582906,0.7728001,0.93572074,1.0841401,0.7638524,0.7035304,1.2019534,1.241081,0.775676,1.1229429,0.71138096,1.0257517,1.0609283,1.0314337,1.1852663,1.2383162,1.0513445
jeans,0.5384277,1.2700946,0.46105492,1.1968501,1.3692265,1.1530432,0.94745636,0.6268072,0.59161866,1.0623051,0.6219385,0.7479822,0.6685757,0.5381108,0.92930806,1.2063257,1.48684,1.4298496,0.9802499,1.454702,1.1581979,1.3156251,1.3202753,1.3707578,0.83711094,0.8184773,1.3230553,1.4777908,0.7518599,1.1788183,1.1166222,0.7940278,0.64435375,0.9593986,1.3455982,0.8310984,1.5312855,1.1598738,0.87772024,1.2075918,1.0094622,0.85123336,1.2606499,0.772079,1.144169,0.80204266,0.8165719,0.9418605,1.3051286,1.249784,0.88578475,1.2406219,1.0173101,0.6506816,0.98454785,0.7745627,0.974271,0.6493056,0.6142869,1.2547812,0.93857324,0.5958835,1.1231055,0.0,1.336599,1.1041696,1.2953264,0.7270175,0.8367451,1.3216926,1.4116914,1.2013676,1.4128535,1.053774,1.0166467,1.1945541,0.9825913,0.7774488,0.4266045,0.14872944,1.1335375,1.4058468,1.3041822,1.4007282,1.0907396,1.3205686,1.3282175,1.2924659,1.169997,1.0420063,0.7654444,1.2959168,1.2436807,1.2853459,0.8749834,0.31859523,0.9117508,0.25188613,1.4365892,0.83200216,1.091566,0.9147562,1.2484185,1.4359722,0.8095132,1.3760482,0.7905281,0.7213689,0.40229058,0.8015979,1.3659325,0.9283622,1.2522587,1.0410596,1.373711,1.3103528,1.1428305,0.98137486,1.1635613,1.2035083,1.3009286,0.95057607
knife,1.2146312,1.0662266,1.3062235,0.9925774,0.85998976,0.66054976,0.94524676,1.2222874,1.2525051,1.0726938,1.2594244,1.0844785,1.186871,1.2540666,1.0703766,0.87577283,0.905467,0.61813223,1.1002872,0.6230212,0.8977057,0.84110487,1.0046743,0.88980144,1.1257275,1.1049564,0.8960671,0.880843,1.1813703,1.0397756,1.085734,1.1068223,1.2839683,1.0847778,0.819392,1.0950923,0.76994896,0.65906984,1.0662616,0.88630885,1.0769403,1.1355262,0.88256085,1.2246755,1.0665445,1.1791489,1.1392182,1.054721,0.98409593,0.95198095,1.195888,0.46085542,1.0137482,1.1726344,1.0976328,1.039393,1.0142995,1.2894367,1.1381972,1.117578,1.061058,1.2794073,0.8931532,1.336599,0.0,0.8681262,0.9218914,1.0991746,1.036126,0.8606124,0.78601474,1.1169349,0.8151015,0.92665315,1.092282,1.0702801,1.0733958,1.11805,1.2519071,1.3699971,1.0478818,0.82231724,0.7569815,0.8729125,1.1162844,0.87055224,0.8607862,0.27761412,0.89936113,0.99719757,1.0876899,1.0343262,0.9275106,0.8673612,0.93073255,1.2767384,0.953517,1.2363232,0.60383254,1.1341962,1.0626017,1.0774655,1.017887,0.97319055,1.0211315,0.02119714,1.0955951,1.17973,1.2329216,0.8809649,0.5992853,1.1293867,1.066826,0.6664592,0.8319516,0.8050332,0.9354713,1.1450657,0.93559974,1.0276268,1.0328729,1.2263161
ladder,1.0693275,1.4257593,1.0209192,1.3974824,0.99583954,1.1276526,0.74732876,0.95062673,0.84028435,1.1922457,0.61575675,1.0610075,1.0814378,1.0114436,1.0297343,0.7908876,1.085358,1.0913842,0.70433235,1.1160858,0.41144323,0.84357864,0.8621398,1.022408,1.1793599,1.014247,0.7776445,1.044069,0.6093198,0.77363765,1.0054499,0.8455782,0.72809196,0.9008113,1.1615053,0.5218178,1.0537223,0.9705967,0.991097,0.83536553,0.5110582,0.71558905,1.0089867,1.3154914,1.4050958,1.0481327,1.1805328,1.2869225,1.1783775,0.8802829,1.0844233,0.9811589,1.2619603,1.022615,1.2006631,1.1509297,1.2332608,1.2491032,1.1792475,1.3211281,1.0118337,0.9699699,1.00538,1.1041696,0.8681262,0.0,0.7790593,1.3162346,1.1144915,0.85310036,1.1490277,1.3977828,0.97753686,0.9937082,1.1868317,1.3599362,0.6625817,1.1292157,1.1129038,1.0390722,0.85586387,1.0853975,1.0054003,1.2381456,0.98907983,1.0180999,0.70356476,0.9541664,0.9260824,1.1395607,0.7370599,0.8751401,0.46731555,0.8917639,0.9159528,1.1910397,0.973063,1.0684392,0.884646,0.79959214,0.9449332,0.98806316,1.2356333,1.2286861,1.0113071,0.90056676,0.97882986,0.70622885,1.1680079,0.8991866,1.0760418,1.2749758,1.2276247,0.93839306,0.9790774,1.0772557,0.7796339,1.0152617,0.83345366,0.7154943,1.2264882,0.7509178
