,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
slipper,1.4215932,0.454229,1.3526161,0.8962977,0.9934534,0.8292993,1.2509141,1.3671517,1.476693,0.21209383,1.2022469,1.2737532,1.338084,1.4240737,1.3012505,0.9033873,0.3909998,0.56539905,1.2465739,0.666092,1.0022188,0.9233925,0.47468525,0.9084389,0.8573477,1.2171344,0.7162735,0.5432484,1.4507494,0.94609094,0.5745729,1.2353604,1.2576673,1.1826367,0.28808033,1.4263048,0.6082841,1.2512443,1.1788601,1.0505049,1.2774992,1.1274161,0.9071634,0.98128915,0.77405167,1.2849581,1.2724733,0.7800006,0.32562137,1.0184355,0.7540047,0.9570254,1.132349,1.3566331,0.7040458,1.1947659,1.0781726,1.1558901,1.2734988,0.19143748,1.2447412,1.1416775,1.2196648,1.2484185,1.017887,1.2356333,1.0330962,0.9544312,1.1786921,0.9976019,0.610614,0.33607185,0.5797732,0.6411865,0.78704363,0.43325126,1.0911663,1.270035,1.4348038,1.1956925,0.8463597,0.29188854,0.39114165,0.25550628,0.6917751,0.76458603,1.0522852,0.9110405,1.1058657,1.1411743,1.200101,0.7996165,1.0144129,1.068776,1.3780817,1.3450148,0.9377435,1.2394643,0.7882968,1.3400397,0.82346666,1.1861879,0.0,0.39059007,1.1336913,0.9330408,1.4019667,1.1685215,1.380871,1.4203681,0.754687,0.5829557,0.30262023,1.2316557,0.61142266,1.0103091,0.8173773,1.23337,1.2145845,0.5876542,0.30103445,1.3149079
soap,1.5174592,0.35547554,1.3258281,0.76203185,0.77659106,0.8102911,1.246967,1.4135408,1.4755807,0.49427587,1.3780127,1.2721697,1.3134537,1.4594162,1.1811624,0.9077946,0.2777608,0.5480245,1.2279171,0.55694795,1.1220638,0.9037874,0.60555935,0.719193,0.9425245,1.3016058,0.7350945,0.5018043,1.4163117,0.92512965,0.81159544,1.1787543,1.3990078,1.1116126,0.33975422,1.447921,0.42973697,1.1519678,1.2573152,0.9746113,1.2261333,1.2097594,0.9031581,0.9400727,0.6452118,1.2756763,1.2138426,0.83354914,0.32698607,0.8454335,0.8781855,0.9643839,1.0522339,1.3039896,0.8789884,1.2802866,0.89005685,1.2434583,1.2718376,0.37172985,1.2209356,1.2227292,1.0404011,1.4359722,0.97319055,1.2286861,0.888668,1.0278549,1.2616117,0.8868941,0.5160481,0.32737327,0.6447371,0.81487036,0.875359,0.45619088,1.1271104,1.235667,1.4412801,1.4037226,0.9297354,0.37399858,0.56663334,0.31863832,0.8197359,0.7389796,0.962379,0.90467304,1.0441438,1.0330284,1.3303375,0.83983505,0.97901016,1.0079904,1.3370373,1.3723873,1.2641218,1.3789539,0.87255687,1.2819932,0.9131766,1.2258171,0.39059007,0.0,1.2392213,0.8907124,1.3294182,1.3110462,1.3935258,1.3089683,0.78654885,0.748735,0.31647933,1.2115259,0.67527276,0.7990389,0.8320144,1.1221073,1.0267025,0.74546385,0.3136797,1.1957734
sock,0.9798937,1.1917343,0.96430534,0.981208,1.1040778,1.045395,0.8695654,1.0703825,1.0152842,1.1522914,0.96267146,0.9661346,1.0566458,0.83176684,1.0084554,1.0363892,1.1416926,1.0651011,0.93735754,1.1391008,0.9506985,0.8095634,0.9447855,1.2046231,0.7260179,1.00862,1.0718232,1.1469172,1.0374955,1.06191,1.1029634,0.969316,0.97786385,1.2071793,1.1177233,1.0253127,0.9917191,0.970448,1.0213772,1.0444273,0.9904977,1.0152669,0.9002167,0.92567044,1.0146303,1.0015714,1.0702826,0.83775115,1.1581655,1.1245182,0.9785364,0.94083613,0.995243,0.99835795,1.1868072,0.1752981,0.927551,1.0755819,0.7765333,1.2719831,1.061099,1.0793663,0.83786076,0.8095132,1.0211315,1.0113071,1.064187,0.931902,0.17545575,1.0836966,1.1977599,1.1263729,0.99482363,1.0772712,1.0349098,1.1356673,1.0513333,1.0016441,0.6962813,0.9053681,0.84818065,1.1326172,1.1202172,1.2143054,0.95890677,1.071616,1.0462823,1.063943,1.0897697,1.0115886,0.9314484,1.1324552,0.9924869,1.1721588,0.8449154,1.012341,0.6256374,0.9087675,1.0721608,1.1034008,1.0272993,1.1088263,1.1336913,1.2392213,0.0,1.0582714,0.84865767,0.9996272,1.004712,1.0054536,1.0521803,0.9268863,1.101472,0.7271,0.9993466,1.037293,1.1614752,1.0759891,1.1529175,1.0816191,1.2046115,1.0366079
spoon,1.25583,1.000432,1.3435891,0.97186667,0.83966047,0.61549675,0.98057395,1.2810497,1.321641,1.006812,1.293647,1.091666,1.2055295,1.2950621,1.1261249,0.8875661,0.8245468,0.56834793,1.1547139,0.5538223,0.9047219,0.8490052,0.94661134,0.8730929,1.1041167,1.1113224,0.83714515,0.82804835,1.2484823,1.0382497,0.9991001,1.137982,1.31667,1.1206863,0.74951106,1.131646,0.713285,0.70897037,1.0666392,0.873715,1.1078838,1.1530255,0.8782391,1.2383208,1.0310388,1.2095315,1.1741674,1.045471,0.90060306,0.9040234,1.1426996,0.4329257,1.0030043,1.2019559,1.0582852,1.0850784,1.0117573,1.3076552,1.1769998,1.0330935,1.106451,1.2955668,0.91582906,1.3760482,0.02119714,0.90056676,0.92364275,1.0682223,1.0783092,0.8580523,0.7049707,1.048136,0.7463783,0.89962703,1.0608821,1.0035152,1.0981935,1.1534137,1.3196025,1.3961517,1.041227,0.75937015,0.7179484,0.7702242,1.03645,0.84160864,0.8410935,0.24477398,0.9107938,0.99500775,1.1417867,1.0299325,0.9156162,0.8707464,1.0219738,1.3343774,1.0059185,1.2741838,0.5846947,1.1926688,1.037214,1.0994387,0.9330408,0.8907124,1.0582714,0.0,1.1394958,1.2143618,1.2923532,0.933053,0.5873251,1.0632081,0.9520597,0.736768,0.76593554,0.80290174,0.8693727,1.1708046,0.9535669,0.96943575,0.93330383,1.2495744
sprinkler,0.6965159,1.2949637,0.6992284,1.018597,0.9957433,1.1785063,0.9598322,0.7297035,0.76967996,1.3819095,0.7970967,0.84602463,0.7596433,0.78447044,0.8943436,1.1899192,1.344509,1.1708801,0.92104197,1.3488576,1.0863819,0.944716,1.3552711,1.2239059,1.0402664,0.92552763,1.2397103,1.268657,0.805732,1.2056632,1.2097454,0.81137955,0.8683195,0.9364868,1.3437016,0.85905933,1.2159607,0.7275702,0.9353691,1.1269805,0.9610898,0.8774259,1.1317159,0.9733121,1.1212956,0.8876032,0.8932202,0.99547046,1.3238307,1.1117569,1.1222825,0.8772137,0.9671638,0.6670322,1.0341723,0.7230062,0.88427734,0.88306284,0.5987879,1.4188197,0.85771966,1.0438447,0.7728001,0.7905281,1.0955951,0.97882986,1.0127859,1.0910397,0.8336685,0.994555,1.3297513,1.2817377,1.3530799,1.1055584,1.0870297,1.3359485,0.9552895,0.8814135,0.6381242,0.8466876,1.1690739,1.3465304,1.278924,1.4466496,1.291323,1.1995084,1.1111283,1.1276901,1.096675,0.9946773,0.93313307,1.2233726,1.1463287,1.1887006,0.56775534,0.7732655,0.8871894,0.91595703,1.1468741,0.88894403,1.024663,0.98060495,1.4019667,1.3294182,0.84865767,1.1394958,0.0,0.98933333,0.7455226,0.7098544,1.0269327,1.1533225,1.3244796,0.6260514,1.3187273,0.968216,1.1985345,0.93049455,1.0600444,1.3530118,1.2824941,0.9521121
stroller,0.7291143,1.3267608,0.8342899,1.3169838,1.2553756,1.1220105,0.7905869,0.8705437,0.81558824,1.0906742,0.67746615,0.8892637,0.8854878,0.8449933,1.0050988,0.9837959,1.1386735,1.3062308,0.7531114,1.2683287,0.8601222,0.98461556,1.035575,1.013684,1.0876604,0.88153934,0.9908592,1.251898,0.73130924,0.60836303,1.05385,0.9123119,0.700426,1.0289339,1.2843597,0.659411,1.2297949,1.0512064,0.8875565,0.9576517,0.7578436,0.86199075,1.0977399,1.0984262,1.3462926,0.96023214,1.029856,1.2495534,1.28152,1.0603625,1.0118939,1.2252102,1.0515783,0.91923285,1.056317,0.93825644,1.113483,0.986093,1.0569347,1.1611556,0.9904192,0.5793295,0.93572074,0.7213689,1.17973,0.70622885,1.1083046,1.03677,1.0520942,1.1074905,1.2324793,1.35958,1.1381366,1.0472071,1.084927,1.2996238,0.86230695,0.997771,0.8114759,0.6444887,1.0464981,1.3081253,1.2109615,1.3036772,1.0083474,1.1395154,1.0025227,1.1280016,0.9305382,1.0258018,0.46473914,0.8115855,0.9074751,0.995404,0.90455294,0.9023891,0.83363986,0.7547732,1.0197618,0.9504968,1.0262207,0.9831922,1.1685215,1.3110462,0.9996272,1.2143618,0.98933333,0.0,0.90367186,0.939201,1.1762757,1.1845021,1.2144419,1.0899825,1.1089458,1.0302324,0.91258156,1.0141373,1.0330739,0.7716323,1.2740698,0.8971418
sweater,0.6245595,1.2388773,0.475128,1.1730906,1.2389853,1.185902,1.0306398,0.48395395,0.4623754,1.2670088,0.7864819,0.8022361,0.6802393,0.5917518,0.85951525,1.2626381,1.4582326,1.4252971,0.98898774,1.4014618,1.2185003,1.3610432,1.5070374,1.2682796,1.0866542,0.85252947,1.378448,1.4057405,0.6466254,1.2091764,1.3266695,0.9278502,0.656572,0.802488,1.387807,0.84775907,1.4678924,1.0531727,0.9301956,1.1979706,0.96023625,1.0448755,1.253672,0.78698146,1.1236362,0.67468125,0.52668667,0.99454623,1.3837781,1.1986992,1.0729871,1.198488,1.0672003,0.63513625,1.0625429,0.9008671,1.0450329,0.5068785,0.65411305,1.2391527,0.83584774,0.45761776,1.0841401,0.40229058,1.2329216,1.1680079,1.1619859,0.9019912,0.91680664,1.183546,1.3777539,1.2005899,1.4964179,1.122145,1.1708938,1.2383411,1.0495148,0.77130187,0.37101972,0.42830932,1.2380693,1.4172144,1.3604676,1.3963553,1.2903607,1.2537041,1.297684,1.2942425,1.2251427,0.9820736,0.90117854,1.3233957,1.2876692,1.2532637,0.7595219,0.062252164,1.0527338,0.48030078,1.3936919,0.7387814,1.1964269,0.799325,1.380871,1.3935258,1.004712,1.2923532,0.7455226,0.90367186,0.0,0.5974544,1.3908405,1.1199309,1.3335495,1.0072805,1.4540613,1.2342262,1.2761097,0.8022841,1.0808972,1.3480033,1.3381634,0.83118236
table,0.7045628,1.3350654,0.76473737,1.1757348,1.150631,1.1638556,0.77012354,0.56671244,0.40960586,1.3567324,0.60833335,0.83874035,0.8292761,0.63449347,0.78715944,1.0755078,1.284323,1.037502,0.76888466,1.2443565,1.0568123,0.9708244,1.3730571,1.177586,1.2994595,0.8515011,1.0565411,1.3458174,0.5895653,1.2147956,1.2714696,0.9908047,0.6252035,0.888541,1.4065168,0.63170904,1.1091822,0.73390985,0.89534485,1.1716539,0.87421346,0.84426457,1.1739694,1.1216391,1.3025472,0.73927593,0.80623007,1.274723,1.3754016,1.0933181,1.2000039,1.0375397,1.098023,0.7954259,1.2851706,0.97100514,1.0372146,0.9461449,0.9058629,1.4380145,0.8505914,0.9273407,0.7638524,0.8015979,0.8809649,0.8991866,1.0130004,1.1545146,0.9649789,1.1050304,1.2924447,1.3597983,1.3722316,1.3237991,1.349332,1.340986,0.85601115,0.86634135,0.584921,0.82360977,1.1569242,1.3992624,1.3525069,1.3536367,1.3762252,1.1452153,1.115402,0.84971446,1.0935647,0.9996159,0.89070904,1.2474098,1.1066648,1.2014838,0.57628477,0.64153063,1.020564,0.8650144,1.3009994,0.74524117,1.0904248,0.810119,1.4203681,1.3089683,1.0054536,0.933053,0.7098544,0.939201,0.5974544,0.0,1.017974,1.4140534,1.3895879,0.9011982,1.343033,0.98831385,1.0711955,0.72693026,1.0086131,1.2719519,1.4200988,0.7575322
tape,1.3270993,0.8357771,1.436908,0.70509607,0.76135206,0.7689835,0.92300117,1.2804921,1.3129661,0.88475907,1.2237481,1.0701448,1.3221121,1.2807436,1.115642,0.7524049,0.75032526,0.31620133,0.9816229,0.6955141,1.1013358,0.5008365,0.7990161,0.92581904,1.0720404,1.1973187,0.6868048,0.72644585,1.2968259,1.0024991,0.91273975,1.1640497,1.2688826,1.0913827,0.76138943,1.1529733,0.48565435,0.46529746,1.1516424,0.9013845,1.2815475,1.0358708,0.90618885,1.195801,0.8561182,1.2544699,1.333609,1.0252696,0.9252042,1.0609537,1.0812347,0.70284855,0.8995577,1.2432739,0.96300393,1.0616874,0.88766295,1.4155209,1.1930856,0.9373694,1.1449535,1.350626,0.7035304,1.3659325,0.5992853,1.0760418,1.0219523,1.0729965,1.0707366,0.89273703,0.76521325,0.9421911,0.7158463,0.86117053,1.01402,0.79610276,1.0386688,1.1689413,1.3764764,1.4040248,0.9199917,0.7746419,0.7258564,0.8000518,0.9520792,0.85978234,0.9957484,0.4982555,0.925181,0.9852359,1.0730126,0.7671405,1.0180678,0.95844203,1.1065978,1.3956785,0.8306875,1.2461983,0.69565284,1.2433385,0.93467516,1.0781314,0.754687,0.78654885,1.0521803,0.5873251,1.0269327,1.1762757,1.3908405,1.017974,0.0,1.016182,0.93121403,0.8734628,0.74848425,0.66165364,0.8023947,1.2827213,0.9812036,1.0365095,0.85762924,1.3489425
toe,1.2345693,0.5911851,1.0666202,0.87774247,1.1029165,0.8949504,1.3109264,1.398868,1.4466724,0.71441174,1.2375296,1.0849799,1.1794168,1.2898068,1.3366092,1.1560924,0.8591565,1.0295897,1.3871288,0.8446958,1.0767136,1.265418,0.86123383,1.0798001,0.43177378,1.171628,1.0720007,0.92828876,1.4031974,1.0069714,0.8450308,1.0994956,1.2810893,1.1771114,0.7340008,1.3665798,0.98595816,1.234092,1.1197987,0.91746205,1.3065758,1.2557906,0.996617,0.5396171,0.61345065,1.2639797,1.0500234,0.27604663,0.7264931,1.0286703,0.42414033,0.8855139,1.0351076,0.8675056,0.47117734,0.90307117,0.8985176,0.78422046,0.6134938,0.56794953,1.2577951,1.0178676,1.2019534,0.9283622,1.1293867,1.2749758,1.2584529,0.6647109,0.8809487,1.0979961,0.78667027,0.45032948,0.8670926,0.5436057,0.45673954,0.5400851,1.3150854,1.0344973,1.1708729,0.999424,1.0196502,0.79477036,0.84266514,0.6376581,0.8200687,0.96862054,1.0573131,1.0572833,1.1458657,1.0792422,1.2562056,1.0774726,1.114345,1.0640574,1.3920264,1.0781716,1.1135768,1.0506777,0.84712535,1.2987947,1.159074,1.2283703,0.5829557,0.748735,0.9268863,1.0632081,1.1533225,1.1845021,1.1199309,1.4140534,1.016182,0.0,0.54375124,1.1769823,0.8786232,1.1156284,0.9185242,1.2707278,1.2425898,0.8126165,0.61771244,1.3017395
tooth,1.3995527,0.46068817,1.2981081,0.89490455,0.8742694,0.81444883,1.2759167,1.3993791,1.4700553,0.41756237,1.2802875,1.2303617,1.244367,1.4058057,1.3167504,0.96638286,0.40155017,0.71567637,1.3287342,0.7049093,1.0681626,1.0377245,0.59374166,0.7793251,0.8366131,1.2443436,0.77721167,0.5565487,1.4072188,0.92773616,0.73457515,1.0983863,1.3291445,1.162928,0.35523748,1.4092693,0.62198484,1.2863909,1.1917895,0.9767285,1.2356476,1.219018,0.91677773,0.91403365,0.6922323,1.2530754,1.1981069,0.71045196,0.41491884,0.86475015,0.72555524,0.89640355,1.0987018,1.235112,0.79423124,1.148026,0.9542222,1.1334333,1.1888851,0.35730302,1.2435544,1.123014,1.241081,1.2522587,1.066826,1.2276247,0.9961025,0.9274419,1.1427035,0.9197289,0.6061473,0.3317343,0.546764,0.71905094,0.85756814,0.51145667,1.17347,1.2198088,1.3592837,1.2172635,0.93664134,0.41135234,0.5535522,0.32600832,0.7387376,0.8156073,1.0036762,0.9488524,1.1453208,1.1410842,1.3307604,0.8837829,1.012558,1.0940487,1.3465191,1.3157303,1.1944089,1.2861316,0.8584272,1.3169535,0.95484936,1.2348462,0.30262023,0.31647933,1.101472,0.9520597,1.3244796,1.2144419,1.3335495,1.3895879,0.93121403,0.54375124,0.0,1.2592856,0.55066717,0.95577127,0.7653808,1.1773267,1.1018016,0.61709726,0.24676871,1.2349696
toothbrush,0.96620333,1.2189847,1.02666,0.93629533,0.9601409,0.88394904,0.89856756,0.90249026,1.0189234,1.1793995,1.0571842,0.7704568,1.013989,0.97474706,0.92959905,0.8511107,1.1731586,0.9259252,0.920523,1.1686786,0.96648794,0.75545967,1.075144,1.1676679,1.0817603,1.1397702,1.0232583,1.0457904,0.9685543,1.2018917,1.1208692,0.7316431,1.1410536,0.97358763,0.8943093,1.0696703,0.95157224,0.76513034,1.1682694,1.1027224,1.0106584,0.94980747,0.8507048,1.1084464,0.9859857,1.1018465,1.0830246,0.9709469,1.1114907,1.1568481,1.1572546,0.4312414,1.0006373,0.93684345,1.172884,0.7310698,0.72203,1.1786641,0.7158503,1.3249838,1.023618,1.2598704,0.775676,1.0410596,0.6664592,0.93839306,0.8940221,1.0878924,0.78429043,1.0207303,1.274543,1.1668352,0.9531191,0.9892345,1.0890396,1.2517539,0.95990324,0.97401506,0.853469,1.1533016,0.8859143,0.9133699,0.87062395,1.2455322,1.1409135,1.1254362,1.0822586,0.88947994,1.120191,1.0738143,1.0154172,1.0775908,1.0024745,1.1695687,0.48346394,1.063612,0.8420461,1.061785,0.90190315,0.9911734,0.8396528,1.1535958,1.2316557,1.2115259,0.7271,0.736768,0.6260514,1.0899825,1.0072805,0.9011982,0.8734628,1.1769823,1.2592856,0.0,0.9828826,0.81528795,1.1281875,1.0940608,1.07418,1.1978917,1.1780097,1.0724003
towel,1.2823528,0.8535512,1.3931646,0.9730141,0.88930213,0.83101517,1.0832682,1.3835976,1.3482844,0.7826587,1.1217628,1.1302519,1.3073559,1.2031515,1.2297182,0.6269929,0.5734057,0.71541107,1.0444633,0.64754283,0.81112444,0.9291058,0.5834948,0.742331,1.0487163,1.1911936,0.6367165,0.5557716,1.3113244,0.82671916,0.73383677,1.0587767,1.1792747,1.163279,0.5979239,1.2513248,0.61143136,1.0703735,1.1531786,0.8543578,1.0880336,1.0740746,0.6306074,1.2771959,0.91536343,1.3012434,1.4234674,1.0661005,0.6905653,0.8486982,0.9196586,0.68933344,1.0826595,1.3383229,1.0583208,1.1248796,1.0608408,1.4107702,1.3337655,0.7168305,1.1845081,1.1517093,1.1229429,1.373711,0.8319516,0.9790774,1.0105425,1.1242224,1.148987,0.80206597,0.6379542,0.8095112,0.018600702,0.9168385,1.0997912,0.8385937,0.9917426,1.1941721,1.2788886,1.2784655,0.70466447,0.5466211,0.56190693,0.5906334,0.5212519,0.7568275,0.78770167,0.72529346,1.0065049,1.1773539,1.0359899,0.63771856,0.7657889,0.9202867,1.2099117,1.4675515,0.9993524,1.2962012,0.589643,1.2851738,0.8142253,1.265133,0.61142266,0.67527276,0.9993466,0.76593554,1.3187273,1.1089458,1.4540613,1.343033,0.74848425,0.8786232,0.55066717,0.9828826,0.0,0.8819191,0.6389919,1.2412152,0.9679364,0.64043456,0.6276412,1.2541889
toy,1.207061,0.67184454,1.2962096,0.5810275,0.85021895,0.6926078,0.64722013,1.2672057,1.1719804,1.1051395,1.2867211,0.7616559,1.1636815,1.2003481,1.1747755,0.7306824,0.8239064,0.83416754,0.71981883,0.84929734,1.219779,0.7310698,1.1597732,0.92486584,1.053326,1.1581633,0.82294166,0.94905436,1.160239,0.9573473,1.2388581,1.0839224,1.2746615,1.114964,0.7872365,0.9698352,0.72375,0.52640647,1.1333598,0.7025155,1.2316539,1.1618016,0.9570939,1.1549666,0.74517334,1.2373278,1.0715121,1.065087,1.0856469,0.9393797,1.0968161,0.9506065,0.52839774,1.1511534,1.1214331,0.9508574,0.36358202,1.3156679,1.0495135,1.089489,1.0181009,1.265276,0.71138096,1.3103528,0.8050332,1.0772557,1.1175485,0.9601865,0.9882708,0.94432807,0.7737733,0.95900136,0.8885702,1.1108296,1.1051896,0.80051875,1.2536175,1.0269455,1.2007878,1.3998952,1.0817409,0.9261982,0.92392546,0.81742984,1.1383452,0.9271473,1.0469463,0.8071674,0.96880496,0.6676605,0.9258925,0.8740811,1.1757725,0.9001494,0.8089989,1.2847096,0.9724582,1.2802883,0.89887893,1.2479303,1.2606015,1.0882691,1.0103091,0.7990389,1.037293,0.80290174,0.968216,1.0302324,1.2342262,0.98831385,0.66165364,1.1156284,0.95577127,0.81528795,0.8819191,0.0,0.87925947,1.1721523,1.0964526,1.103247,0.974113,1.2805067
tray,1.2563437,0.951842,1.262031,0.9902225,0.9664646,0.82052064,0.90195465,1.2373306,1.1893532,0.8863292,0.8099699,1.1521828,1.2335217,1.2016883,1.1785822,0.7570721,0.71831584,0.75888395,0.9205741,0.84105325,0.8691331,0.83622825,0.7370676,0.85908073,1.0147263,1.1417928,0.5208931,0.9260045,1.1066808,0.75616604,0.7766931,1.0779212,0.9311631,1.2032771,0.84766746,0.95571667,0.69130147,1.0812013,1.1035514,0.8098139,1.0803216,0.9386243,0.85120386,1.1628846,0.92139065,1.2155668,1.2977082,1.0436996,0.97018397,1.0084205,0.78835785,0.8605453,1.1318526,1.0553586,1.029221,1.255237,1.0133033,1.2873236,1.1938796,0.89251494,1.1970121,0.98467296,1.0257517,1.1428305,0.9354713,0.7796339,1.0795192,0.9752574,1.2092793,0.934462,0.82813,0.9657999,0.6013975,0.96021056,1.0267593,0.8719131,0.9412474,1.2521465,1.3155981,1.0920489,0.8425426,0.847454,0.863902,0.812255,0.6890666,0.90316904,0.94536,0.58369553,1.0036288,1.1342957,0.90772617,0.7234553,0.67572427,1.0117171,1.2339237,1.2693536,1.0473272,1.0947545,0.7619258,1.2179236,0.81482834,1.2102594,0.8173773,0.8320144,1.1614752,0.8693727,1.1985345,0.91258156,1.2761097,1.0711955,0.8023947,0.9185242,0.7653808,1.1281875,0.6389919,0.87925947,0.0,1.2206705,0.8807704,0.61847264,0.8497832,1.0969906
tree,0.8482135,1.132377,0.83159614,1.1676078,1.026975,1.1922963,0.98589855,0.72063696,0.70503753,1.1563642,0.91811895,0.9882406,0.847844,0.8279242,0.57910275,1.1303513,1.1805295,1.2307879,0.9514926,1.1247445,1.0395784,1.1339557,1.1907138,0.91274196,1.1945776,0.9318173,1.275454,1.1254817,0.77778304,1.0931894,1.1134183,0.9727181,0.9241516,0.8800204,1.2148011,0.89210945,1.2270607,1.039892,0.9862701,1.1450664,0.8500786,0.96684265,1.1595237,1.0922605,1.1963366,0.67582047,0.79882324,1.2175692,1.0617905,0.92735744,1.2576573,1.2127364,1.0165412,0.95201415,1.1115223,1.0525985,1.1017797,0.82748103,1.053896,1.1507453,0.8284563,0.927135,1.0609283,0.98137486,1.1450657,1.0152617,0.912082,1.1588094,1.0388564,1.0541077,1.1438214,1.1551018,1.2628924,1.2429583,1.1713804,1.1755271,0.96374667,0.903734,0.78467,0.9556741,1.117943,1.1898721,1.214222,1.1546854,1.2360044,1.0456357,0.9083074,1.1969991,1.0336109,0.94383067,1.0606393,1.143323,1.0726413,1.0334411,0.806173,0.8113723,1.0730696,0.9406789,1.2402228,0.78120285,1.0384662,0.77895516,1.23337,1.1221073,1.0759891,1.1708046,0.93049455,1.0141373,0.8022841,0.72693026,1.2827213,1.2707278,1.1773267,1.0940608,1.2412152,1.1721523,1.2206705,0.0,0.7623291,1.2282083,1.1559734,0.31127006
truck,1.0730081,1.1714971,1.0924556,1.0813116,0.85470784,1.093465,0.997958,0.940099,1.0100056,1.1494651,0.9501947,1.1795621,1.06892,1.0329909,0.43976396,0.90636677,1.0172707,0.9666226,0.9012906,0.949068,0.91903347,0.9218918,0.94983095,0.497967,1.1954174,1.031309,0.91421634,0.95561665,0.9496607,0.85847044,0.9870548,0.9213179,0.9788029,0.9909341,1.1351762,0.90306735,0.97520244,0.9929943,1.0253402,0.9421642,0.8232287,0.923444,0.9658608,1.1660397,1.1187297,0.9736421,0.9985957,1.1740793,1.0409191,0.9742056,1.1951162,1.0565407,1.1042631,1.09844,1.1733675,1.168022,1.1621639,1.1125,1.1672373,1.1398503,1.0238428,1.0166837,1.0314337,1.1635613,0.93559974,0.83345366,0.83192414,1.1992844,1.1404935,0.74687994,1.0107594,1.2055848,0.95443535,1.0823948,1.1293051,1.2057759,0.8390647,1.0786856,1.1134557,1.1365104,0.9419218,1.0846509,1.119378,1.1617489,0.9674777,0.9587991,0.8839929,0.9498679,0.93246424,1.1228856,1.0028143,0.7547941,0.8324463,0.9032588,1.0413383,1.098366,1.0461867,1.079043,0.9213134,0.84454477,0.8434856,0.91785413,1.2145845,1.0267025,1.1529175,0.9535669,1.0600444,1.0330739,1.0808972,1.0086131,0.9812036,1.2425898,1.1018016,1.07418,0.9679364,1.0964526,0.8807704,0.7623291,0.0,1.052015,1.1049712,0.7858907
vacuum,1.3296874,0.9138156,1.2439061,1.1919807,1.0084428,0.90418047,1.1645246,1.3131142,1.3469194,0.62689143,0.8800048,1.3465098,1.3068309,1.3935765,1.3209449,0.9636294,0.4954357,0.8937229,1.1372428,0.85194445,0.46474296,0.92345744,0.34541476,0.96198356,0.8590088,1.0312783,0.5647718,0.63344836,1.1370069,0.6242509,0.6088755,1.0741796,0.98503757,1.1815959,0.6476736,1.0676895,0.7071499,1.3481934,0.96639764,0.87336326,0.745282,1.0055623,0.7547357,1.1391147,1.0486113,1.2774446,1.3239619,1.0059506,0.7388559,0.86773026,0.7085576,0.9597918,1.2592528,1.2845702,0.9890612,1.2556324,1.333837,1.2336522,1.3630116,0.6405261,1.2177447,0.8481183,1.1852663,1.2035083,1.0276268,0.7154943,0.86435366,1.0768182,1.2390296,0.92709905,0.7287644,0.8474549,0.6150025,0.6919944,0.97633475,0.8235297,0.8455126,1.2820663,1.3070521,1.0333116,0.7948042,0.6732262,0.71120673,0.6500052,0.7148526,0.9353431,0.74370146,0.9827598,0.941826,1.2254113,0.99746263,0.7490243,0.5270777,0.8207512,1.3046172,1.3516295,1.1567254,1.206537,0.6795994,1.1476866,0.826576,1.2492665,0.5876542,0.74546385,1.0816191,0.96943575,1.3530118,0.7716323,1.3480033,1.2719519,1.0365095,0.8126165,0.61709726,1.1978917,0.64043456,1.103247,0.61847264,1.2282083,1.052015,0.0,0.63609916,1.0336243
