,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
book,1.2749252,1.0689954,0.8486028,1.013392,1.1240782,1.0664124,0.9973826,0.83710575,0.8474573,1.14466,1.223639,0.62487763,0.98320425,1.2547513,0.7190844,1.1578665,0.63114953,0.0,0.56531143,0.6136046,0.61481947,1.1203506,1.0775597,0.7499401,0.98156095,0.64172184,0.6516456,1.2853937,1.1332366,0.9737771,0.8050017,1.2182444,0.9374396,1.2322928,0.84530914,0.8887087,1.2639039,1.175554,0.5662528,1.0185094,0.6764884,1.1255736,1.0109806,1.1601509,0.78188944,1.233296,1.2327256,0.8658404,1.0642778,1.2637763,1.0987198,1.3288172,0.67680305,0.6644934,1.2075648,0.72991663,0.7372903,1.2555525,1.1075202,1.2867787,1.2534833,0.6506796,1.3317327,1.239105,1.2903643,0.950747,1.2413341,0.95103884,1.2307557,1.0126172,1.4101468,1.0351044,1.0234206,0.7787219,0.82263213,0.8278136,1.2700441,1.0470551,1.0577928,0.87730867,0.73579276,1.1239007,1.2803617,0.857272,1.1168174,1.3227996,1.205483,1.4255068,0.76157427,0.5485651,0.58024925,0.8094679,0.93323517,0.82630044,0.63797307,0.8719159,0.718997,0.6250135,1.1614394,1.1195309,1.0055169,1.2088537,1.0207546,1.0329593,1.3526961,0.75411594,1.2153883,0.97909504,1.3570918,0.65693223,1.0794876,0.7618509,0.9562941,0.80978745,0.9456276,0.6719006,0.87469316,1.1792455,0.73833656,0.9293606,1.3543408,1.0881357,0.7168939,0.9536242,1.0755882,0.8884584,0.78534657,0.508345,0.7941319,0.9886235,0.69436586,0.9577427,0.9412307,1.1457777
bottle,1.5913308,0.78871095,0.38812602,1.1371989,1.4109685,0.92823285,0.9832029,0.49230522,0.9700817,1.3599473,1.4718231,0.34757936,1.3004845,1.5931385,0.6463625,1.3811451,0.7337926,0.56531143,0.0,0.1945194,0.9221105,1.1060889,1.2291948,0.59354234,1.1755004,0.40383577,0.7889889,1.1953641,1.184866,1.1109027,0.3575418,1.3268099,1.2203557,1.3799611,0.71866393,1.0679773,1.4685099,1.4431338,0.22086096,1.3406789,0.088572025,1.1656377,1.1192608,1.1037248,1.0531851,1.2214441,1.0623797,0.46800745,0.67400384,1.3671508,0.8744893,1.3259052,0.4508888,0.5160074,1.2131213,0.46265715,0.8771482,1.3376058,0.9458634,1.3813862,1.3114884,0.7520987,1.4112257,1.1889126,1.5388521,0.61344147,1.1717725,1.1911643,1.443718,1.0378879,1.5321242,1.003604,1.2411255,0.379031,0.7945145,0.7526015,1.4390494,0.95557463,1.0958108,0.3574003,0.6608254,1.0106636,1.1548414,0.42767608,1.2871709,1.2508692,1.4366552,1.435081,1.4132082,0.29674852,0.37334806,0.9973743,1.1769011,0.5833558,0.74280256,0.49328732,0.474038,0.40690422,1.1750579,1.1943612,0.9045718,1.4122715,1.0490139,1.2916214,1.4725783,0.81436807,1.189165,0.85763144,1.3230246,0.5209818,1.4014503,0.2779659,1.0367932,0.37757742,0.91080743,0.50584954,0.92637926,1.2202488,0.34263837,1.0611358,1.4895561,1.4914216,0.45507663,0.5482119,0.75545925,1.0340687,0.74313194,0.49618894,1.1577492,1.0676382,0.6679815,0.9213185,0.6280659,1.250932
bowl,1.6308655,0.7937089,0.36059904,1.0739303,1.434995,0.83190644,0.90431273,0.5132027,0.9094658,1.1957872,1.3972709,0.2714324,1.2281449,1.6524532,0.5633314,1.3127774,0.60160935,0.6136046,0.1945194,0.0,0.9743503,1.0802358,1.2099051,0.614838,1.1942191,0.34305024,0.8220554,1.100492,1.1559134,1.0875345,0.35722888,1.3865573,1.329412,1.4114381,0.6374411,1.105251,1.4589283,1.5037036,0.2626146,1.3433707,0.11771715,1.1422402,1.241429,1.17558,0.9238356,1.2939684,1.0835693,0.4049157,0.63240784,1.3934743,0.8681383,1.3056195,0.3573674,0.58451045,1.2511733,0.49521613,0.9033428,1.3942137,0.9570154,1.421165,1.24087,0.7606493,1.437269,1.2293948,1.574817,0.57536304,1.1919434,1.1742109,1.5250977,1.170236,1.5526028,0.92298555,1.3344831,0.30635703,0.73990417,0.95571923,1.4846368,0.94641477,0.9223459,0.35055125,0.62864935,1.0211514,1.1398603,0.3757671,1.1992369,1.2071624,1.5013107,1.4668592,1.4749918,0.25478,0.3376881,0.90302974,1.0830063,0.5770253,0.53906333,0.48868626,0.5376811,0.4296347,1.1977746,1.1915998,1.0161676,1.4487872,1.085656,1.3647931,1.4907275,0.8567659,1.155162,0.92148125,1.3648973,0.28154635,1.4240649,0.26899946,1.0416203,0.33471036,1.0509431,0.4358709,0.9682442,1.1781342,0.3532716,1.0726357,1.5450609,1.4557725,0.38960767,0.57888013,0.72111505,1.0485513,0.7183043,0.66262436,1.1570096,1.0458066,0.74035585,0.9882092,0.58036244,1.2547839
box,1.0959959,1.2188025,1.1824983,1.0350983,0.99844086,1.0989001,0.95112395,1.2524984,0.65626186,0.8296361,1.0445676,1.1284963,0.68571895,1.1354852,1.0892282,1.0777813,1.0103416,0.61481947,0.9221105,0.9743503,0.0,1.0958132,0.8687355,0.63744557,0.9694867,0.64731044,0.7815543,1.079408,0.96894056,0.73370796,1.0990462,0.86295897,0.7539927,1.074788,1.1102339,0.9122484,0.99355674,0.99726933,1.1451334,0.7836121,0.97394615,0.97962224,1.0042645,0.72476876,0.57460505,1.0725954,1.2098837,1.1416054,1.232337,1.1008067,1.2583135,0.9933903,1.1268715,0.87936485,1.1796608,1.1111803,1.049916,0.94024986,1.2395313,1.1851951,1.1941912,0.972994,1.2056345,1.1832763,1.1687187,1.2188592,1.1540165,0.94072986,1.024196,0.9928701,1.1674762,1.1660478,0.8882631,0.93479764,1.0798067,0.5820299,1.1210186,1.044196,1.0465608,1.2258301,0.92100966,1.3248017,1.0853646,1.1553817,0.78087133,1.2026726,1.054706,1.1442641,0.7220572,1.0850483,1.0704223,0.8774402,0.8640198,0.9709686,0.8397714,1.1181556,0.904796,0.74284357,0.7033714,0.88913774,1.0060378,1.1941203,1.1266028,1.1104,1.1084173,0.977103,1.0163925,0.9930403,0.8944009,0.81034255,0.95070267,1.2335424,0.9973763,1.0976815,0.8950157,0.97394985,0.8496167,1.1132394,1.1384342,0.76279753,1.0038626,0.7805851,0.98959786,1.2611763,1.3599796,1.1076024,0.98478186,0.7964139,0.48124933,1.0226756,0.81327355,0.5826673,1.2994946,0.9440666
bread,0.9785784,0.80427825,0.878371,0.6471215,0.9803811,0.87462616,0.9039345,0.7429716,1.1393641,1.2170506,1.1711385,1.0765762,1.2151878,0.96461135,1.1305695,1.0452178,1.1425452,1.1203506,1.1060889,1.0802358,1.0958132,0.0,1.1953865,1.0273621,1.0696621,1.1812522,1.1782278,0.8532506,1.0375,1.1910509,1.0810968,1.2727263,1.1996398,0.8813862,0.8708577,0.86105686,1.1878088,0.8779566,1.0536633,1.289794,1.0255831,1.0478247,0.72094256,1.2581339,1.0932715,0.9870069,0.8488622,0.81071246,0.98882747,1.0737704,0.59539324,1.2103585,0.89871454,0.97963774,0.7977007,1.0198609,0.9010922,0.93539166,0.9706023,0.6245954,1.0530076,0.60121286,1.0772781,0.9271932,0.6401509,0.995322,1.0865498,1.1552962,1.1010591,1.0390018,1.1087608,1.0516826,1.1404792,1.1862553,0.8471584,0.84615105,0.76613784,1.1827933,0.8696649,1.0461848,0.8480028,0.8873695,0.6727989,0.84972847,1.1477386,1.0403955,1.0819048,1.1031349,1.0910975,1.1527785,1.1023548,0.96587646,1.0570024,1.0541288,0.8114258,0.8126782,1.0812529,1.1618347,1.2383864,0.8714143,1.0790069,0.6227882,0.98488975,1.079587,1.1375666,0.91269284,1.0615952,0.87055874,1.1994016,1.1952965,1.1188351,1.020412,1.2582489,0.86980784,0.8401935,1.0672013,0.9770397,0.9944837,1.0941992,1.1319321,1.0913643,1.1793797,0.8571609,0.7453224,0.66076106,1.0027896,0.94905055,0.94270015,0.88924104,1.0611137,1.115413,1.1177974,0.87837535,1.2009726
broom,0.8624855,1.2636778,1.3484138,1.0146084,0.9423889,1.2072868,1.0624654,1.3050677,0.80699575,0.80313003,0.8098386,1.2069032,0.45568377,1.0432619,1.1643095,0.9222913,1.0778418,1.0775597,1.2291948,1.2099051,0.8687355,1.1953865,0.0,1.0663184,1.0739654,1.0264815,1.0568666,1.0084634,0.90629905,0.47267467,1.2651893,0.73334545,0.7938038,0.8638879,1.2064756,0.97224134,0.78300273,0.8876265,1.1850102,0.64514035,1.2866513,0.91964304,0.98097664,0.5950205,0.8057884,1.0762502,1.225748,1.297794,1.2807279,1.0975945,1.3224348,0.86218166,1.2419491,0.98362106,1.0682085,1.046188,1.1439519,0.99944043,1.2471752,1.0653406,1.160764,1.3161888,1.1281806,1.0197784,1.0260303,1.3958073,1.108962,0.46252185,0.99279386,1.0848073,0.89134705,0.82174385,0.5124819,0.98635304,1.2477423,1.0125846,0.94427663,1.0160767,1.0453584,1.3281677,0.9781368,1.1758364,1.1543245,1.301251,0.7553468,1.0849221,0.92449296,0.8517072,0.909305,1.0434351,0.9501662,0.89727575,0.96451545,0.99138594,1.1331292,1.2110791,1.1183133,1.145428,0.64680535,0.9680672,1.056543,1.0400598,1.0606482,0.80975854,0.9800104,1.1394373,0.95960814,0.8844516,0.81486803,0.959246,0.7084613,1.3516752,1.026364,1.2292062,0.9020689,0.9635942,0.8231126,0.5904174,1.2566592,0.87431264,0.8866929,0.6100998,1.3528959,1.3384173,1.2865341,0.94463843,0.913299,1.1403975,0.779547,1.0192778,1.1281023,0.58351064,1.3618987,0.8600245
bucket,1.3719051,1.0585786,0.97662246,0.87619597,1.2444456,0.79210126,0.76063013,0.996674,0.68115187,0.83595634,1.278166,0.8670395,0.9962832,1.3453143,0.93996507,1.2652318,0.8093313,0.7499401,0.59354234,0.614838,0.63744557,1.0273621,1.0663184,0.0,1.0336344,0.44514108,0.90681076,0.9678106,1.1473395,0.8729631,0.86099595,1.1183742,0.95942694,1.1282423,0.8656428,0.806316,1.2815897,1.2691151,0.90616316,1.0233542,0.60255164,1.1638651,1.0295055,0.99281263,0.8144228,1.1010861,1.1550145,0.9468989,1.1006339,1.2893877,1.079467,1.2197707,0.8336808,0.90160763,1.0771815,0.83147,0.97454107,0.92809755,1.2025009,1.24322,1.2865473,0.7382993,1.3382382,1.2748876,1.3088124,0.9949934,1.2169813,1.036824,1.2553673,0.64685905,1.3648387,1.1370806,1.0208479,0.693368,0.8934448,0.3669684,1.1845526,1.1105677,0.90733,1.0583462,0.7813573,1.190619,1.0476302,0.96540946,0.97666276,1.2544497,1.2450066,1.3083324,1.0644877,0.84987164,0.8281028,0.9258988,0.9267019,0.9159776,0.7441642,0.9466324,0.8772353,0.67605525,0.84793866,0.9958051,1.1631954,1.2241068,1.0464134,1.276469,1.3064686,0.79585075,1.0411832,1.0642284,1.2213247,0.62795925,1.096782,1.0236639,1.0836558,0.88841355,0.62723714,0.7281732,0.81008065,1.0529946,0.9544727,0.79534125,1.3168104,1.1185406,0.7030906,1.049127,1.1464741,1.1320058,0.77399886,0.6811705,0.91115797,0.9507225,0.8465315,0.7063304,1.027609,1.1429319
butterfly,0.84550035,1.1945052,1.2096422,0.9632429,0.9658797,0.90670586,0.8649706,1.1412971,1.0673516,0.9856624,1.0361449,1.1766849,0.9993079,0.91147304,0.87583315,1.037409,1.149205,0.98156095,1.1755004,1.1942191,0.9694867,1.0696621,1.0739654,1.0336344,0.0,1.1540582,1.0089583,1.0201283,0.98135704,1.0273327,1.0870647,0.93883586,0.9353552,0.96187127,1.008726,0.9719434,1.0098816,0.85031366,1.1783019,0.9367097,1.2009809,0.9799105,0.9673386,1.0549304,0.98899984,0.8734437,1.0502837,1.2036699,1.1278301,0.97736967,1.1639524,0.98211217,0.99129933,0.933712,0.9300892,1.0973573,0.69174206,0.9212324,1.069731,0.98864156,1.0662192,0.9091791,1.0066539,1.0665983,0.9817867,1.1654532,1.041453,0.9928498,0.8750651,0.9059407,0.99757475,1.1231201,1.0184118,1.0261747,1.0504098,0.99435765,0.93396485,1.0275296,0.8941754,1.182417,1.0544021,1.059747,1.0385816,1.2262331,1.1154159,1.0018015,0.9206722,1.0099996,0.75808966,1.198193,1.1759877,1.0082444,0.75612956,1.062011,0.94089234,1.1285166,1.03044,1.0643959,1.1289017,0.81183994,1.0104566,1.016431,1.0845202,0.7929559,0.9691714,0.9659074,1.0815352,1.1305146,0.99321353,1.1235297,0.9829239,1.1911985,0.95025975,1.1416416,0.9712669,1.0833099,0.9092141,1.0293267,1.1959336,0.96748996,1.0057901,0.9171086,1.0793083,1.1815515,1.1704676,1.0715538,1.0354824,0.9863084,0.92221504,0.9976372,1.0123686,1.0798203,1.1036472,0.95257497
can,1.5385234,0.7861737,0.7703161,1.0871503,1.3390235,1.0571653,1.0274194,0.788334,0.5998857,0.9678356,1.2699932,0.49250132,0.99320024,1.4955904,0.72939,1.2642978,0.66191065,0.64172184,0.40383577,0.34305024,0.64731044,1.1812522,1.0264815,0.44514108,1.1540582,0.0,0.8576757,1.0839925,1.1432648,0.8408723,0.7099074,1.1816999,1.1052358,1.2364746,0.8467064,0.9575212,1.2913306,1.4060042,0.56908476,1.0272276,0.32688653,1.1509154,1.2077928,0.9698633,0.80101335,1.1887865,1.0481467,0.8193284,0.8243859,1.3552659,0.9491862,1.3265822,0.68821865,0.70643306,1.18308,0.6738986,1.0519587,1.2924372,1.0282748,1.3471191,1.2877892,0.91145325,1.3444436,1.2668096,1.4874803,0.652086,1.1200147,1.0977947,1.3471352,1.1198893,1.3709207,0.9152742,1.1185532,0.45260125,0.8972475,0.74785286,1.305763,0.9981017,1.0455348,0.7025798,0.54057944,1.0550119,1.1101123,0.78034675,0.97799116,1.2569988,1.4205958,1.2452155,1.2543117,0.4979025,0.5731483,0.74743235,1.1140945,0.62604594,0.82644427,0.81038654,0.6705766,0.50122213,0.8946057,1.2117287,1.114195,1.3954209,0.99412996,1.3248602,1.333679,0.79279965,0.8856678,0.98210144,1.2585846,0.40919793,1.2374868,0.58496195,1.0742683,0.70902777,0.7725608,0.59613353,0.9801564,1.1691232,0.6593027,0.7811944,1.355093,1.2821507,0.6396454,0.7537971,0.9650399,1.1120955,0.6062193,0.78487873,1.0560268,0.9574635,0.8195311,0.74709576,0.8365145,1.1617217
car,1.1619176,1.1108179,0.97033226,1.0683641,1.1748105,1.0635014,0.9758001,0.8395467,0.87459135,1.0818009,1.1662586,0.7795869,0.9043041,1.2400303,0.8835785,1.1216781,0.70814514,0.6516456,0.7889889,0.8220554,0.7815543,1.1782278,1.0568666,0.90681076,1.0089583,0.8576757,0.0,1.2243233,1.0097277,0.87655485,0.889884,1.0736382,0.97379124,1.2685556,0.98676467,1.0045475,1.1241755,1.1143026,0.86659366,0.88734585,0.8930881,0.99797606,0.9998671,1.0562664,1.0099534,1.1884824,1.2777606,0.9820777,1.0826929,1.0828552,1.26343,1.0700582,0.9286434,0.8309343,1.2434611,0.9511902,0.83033335,1.1852236,1.115645,1.2401751,1.0986938,0.99535316,1.1967212,1.1326313,1.2603163,1.0925807,1.0183604,0.9122156,1.1183424,1.1186892,1.2216003,1.1283433,0.81932986,0.9421441,0.9620496,0.98167604,1.3058412,0.49603313,1.0452422,1.0376021,0.93547887,1.2758255,1.2705119,0.97847533,1.0066792,1.1923225,1.0672287,1.2472025,1.0384724,0.8883857,0.8787621,0.9574393,0.9385988,0.92440856,0.8544892,0.96273917,0.75169927,0.68535393,1.0139894,0.9930084,0.9056644,1.1670439,1.0613467,0.96577585,1.2033821,0.9762116,1.1971446,0.9594581,1.06815,0.8543278,0.9024592,0.9706092,0.85191715,0.89251375,1.1249384,0.8248776,0.82183576,1.1025687,0.96546566,0.79966676,1.180191,1.0207541,0.8199055,1.1073478,1.2295681,1.1395272,0.97897583,0.55625576,0.92312515,0.85374343,0.25566167,0.8862486,1.1363062,0.89724576
carrot,0.96893346,1.001655,0.9424181,0.97100556,0.98357254,0.94254667,0.9557366,1.0346597,1.1466357,0.969341,1.0610428,1.0899721,1.0309763,0.8392646,1.0399541,1.1317636,0.9674122,1.2853937,1.1953641,1.100492,1.079408,0.8532506,1.0084634,0.9678106,1.0201283,1.0839925,1.2243233,0.0,1.0421314,1.092417,1.0733198,1.1321568,1.1551256,0.82957333,0.9860245,0.9843476,1.0631307,0.85402215,1.1226919,1.226943,1.1257101,1.074075,0.9349204,0.8848639,1.0405351,0.99853176,0.89825535,0.91644305,0.99213046,1.135125,0.9409921,0.96530014,1.030719,1.1191654,0.81192994,1.0625643,1.0394241,0.94509774,1.0512184,0.8566309,0.8996929,0.97161657,1.0667279,0.94971174,0.86392325,0.9591001,1.0476464,1.1179929,1.0648351,1.2014575,0.8570962,0.7664051,1.0166383,1.067376,0.8184609,0.9764892,0.6630429,1.1274086,0.70617706,1.0822262,1.0072488,0.9187801,0.77472574,0.89215314,1.0181285,0.97434145,1.0432196,0.783203,1.0780041,1.1275903,1.0926112,1.1352136,0.97305685,1.0601064,0.985487,0.91607857,1.1929436,1.1009036,0.9456404,1.0564675,1.0625505,0.861626,0.894861,1.0825902,0.90723825,1.0431077,0.7638818,1.0769116,1.005454,1.0515239,1.0906954,1.1137406,1.0287098,1.0291723,0.8506751,1.0903006,1.0320768,0.7331116,1.0287164,1.1078544,0.9161332,1.0833797,1.0752815,1.0756053,1.0026119,0.83915,0.9492027,1.2130742,1.0137599,1.0015358,1.2002189,1.0454884,0.961923,1.116884
cat,0.57504094,1.2214719,1.243582,1.0877112,0.8837406,1.100894,1.0283203,1.2411375,0.7886046,1.0943507,0.58631754,1.1940596,0.7696856,0.92947,1.0207766,0.5030924,1.0827256,1.1332366,1.184866,1.1559134,0.96894056,1.0375,0.90629905,1.1473395,0.98135704,1.1432648,1.0097277,1.0421314,0.0,0.8082836,1.1704774,0.96746874,0.8901607,1.0534722,1.1030142,1.0879812,0.6770923,0.9554464,1.2846849,0.8195758,1.198296,0.0075849295,0.85897994,0.9003996,1.1460938,0.8911306,1.14732,1.2204794,1.1141541,0.9077108,1.2337493,0.9237226,1.1451455,1.0008745,1.0536993,1.2421621,0.9908687,0.9277628,1.1339653,0.9307033,0.75842094,1.1967742,0.940283,1.032785,0.95422786,1.1273543,0.88366854,0.95655537,0.9020333,1.0592299,0.9313588,1.1451013,1.016933,1.1153235,1.1752921,1.043276,0.84309757,1.0417054,0.885942,1.1769297,1.0394592,1.2208825,1.0495123,1.2255166,1.0194703,0.8534962,0.80420005,0.9776348,1.0589571,1.2578696,1.2647007,0.8145145,1.0091856,1.0111358,1.1740491,1.1677953,0.875577,1.0189764,0.93892586,0.9556156,0.77194583,0.98057127,1.192187,1.0858127,0.9714511,1.0729678,1.0682911,1.036822,0.8701073,1.2077767,1.1444645,1.1916281,1.0766882,1.1274829,1.0498539,1.1284568,1.0108173,0.991454,1.27498,0.96625006,0.90148926,0.80851597,1.1747367,1.2073346,1.2182809,1.1312463,1.0200405,1.0984137,0.94080853,0.9434012,1.0530472,0.80927956,1.2879548,0.83018565
chair,0.9780052,1.2483668,1.3173523,1.0809358,0.9524409,1.2205349,0.99497646,1.286641,0.54552597,0.72354317,0.748863,1.1666603,0.35436183,1.1551375,1.096803,0.8827869,0.965958,0.9737771,1.1109027,1.0875345,0.73370796,1.1910509,0.47267467,0.8729631,1.0273327,0.8408723,0.87655485,1.092417,0.8082836,0.0,1.2671405,0.8059032,0.51451445,1.1309963,1.2397848,1.0017425,0.6657634,0.9468025,1.2458719,0.4953527,1.1710811,0.8084678,1.0179362,0.6540633,0.9035672,1.0582833,1.2560453,1.264293,1.3353277,1.1457381,1.3568084,0.881057,1.2531291,0.90074635,1.1590077,1.1381236,1.1728537,0.93344635,1.2912855,1.205915,1.1721188,1.3541344,1.1839962,1.180522,1.1726452,1.2875578,1.0240601,0.60384595,1.0105567,1.0560745,0.9933721,1.0572733,0.44585013,0.881409,1.2425592,0.92101216,1.1008272,0.8490326,1.0817795,1.3451054,0.90272343,1.2595795,1.1823186,1.2625725,0.8027016,1.1806605,0.9813871,0.9754499,0.9979385,1.1489174,1.1144207,0.8201667,0.9256448,0.94469905,1.0223393,1.1622022,0.93123955,1.0228301,0.6724823,1.0724919,1.0753812,1.126122,1.0417895,0.9836272,1.0548432,0.9909041,1.0210748,0.9287259,0.86902523,0.9551263,0.71075326,1.3324251,1.0689534,1.2627223,0.95241654,0.95204014,0.88866615,0.8897588,1.2788483,0.60140514,0.93696624,0.32497603,1.1834393,1.3384185,1.3861265,1.2108302,0.86899173,0.9597778,0.73653173,0.92418677,0.9741325,0.37864834,1.4154516,0.7693728
clock,1.5233918,0.802858,0.49208933,1.0701975,1.3609433,0.73127323,0.9439166,0.5699939,1.1135644,1.318499,1.3871082,0.42709875,1.3578871,1.5305482,0.5639705,1.3015426,0.8266945,0.8050017,0.3575418,0.35722888,1.0990462,1.0810968,1.2651893,0.86099595,1.0870647,0.7099074,0.889884,1.0733198,1.1704774,1.2671405,0.0,1.3100649,1.323782,1.285875,0.59417164,1.0669999,1.4120935,1.3068321,0.40911913,1.3716269,0.31364405,1.1579921,1.2049891,1.1204331,0.92500395,1.191668,0.9762699,0.5203868,0.5310907,1.2087667,0.83348286,1.2596402,0.44252843,0.63245165,1.1973447,0.49762738,0.77466184,1.3452532,0.8355422,1.3345687,1.1515417,0.73737955,1.2919703,1.0645515,1.4697483,0.61779046,1.146843,1.2034918,1.4388859,1.0687869,1.5068066,0.95796657,1.3289906,0.37046313,0.74217325,1.042677,1.3766322,1.0072852,0.89418846,0.46898603,0.74357677,0.93083566,1.0763378,0.5174608,1.3262229,1.086424,1.3583448,1.4456528,1.3076419,0.42860365,0.50169355,0.9496687,1.0768987,0.58995706,0.67983055,0.6081338,0.6337998,0.52685064,1.2959541,0.9828275,0.9675479,1.3788781,1.0498068,1.2775174,1.4082052,0.9626071,1.2693844,0.9586386,1.268023,0.65040433,1.4424999,0.4314962,1.0608658,0.44226074,1.0716826,0.54513615,0.9351207,1.1710895,0.4433025,1.1564648,1.4608464,1.4692196,0.45770633,0.60035133,0.7606485,1.0778985,0.84236276,0.71845466,1.1736375,1.1316866,0.7636777,1.1696241,0.5791155,1.2137511
closet,0.71296376,1.2952647,1.3583237,1.114982,0.69182515,1.1104993,1.0569655,1.36306,0.9097222,0.5693403,0.64958847,1.3865058,0.77794105,0.7473755,1.2564586,0.7453897,1.3112218,1.2182444,1.3268099,1.3865573,0.86295897,1.2727263,0.73334545,1.1183742,0.93883586,1.1816999,1.0736382,1.1321568,0.96746874,0.8059032,1.3100649,0.0,0.76555824,0.8078136,1.2287656,1.0273843,0.61383003,0.8151605,1.3533013,0.58932143,1.3894672,0.96606064,1.1961651,0.6915519,0.9223165,0.88486516,1.0971714,1.3599037,1.2526212,0.8478987,1.3099444,0.59851754,1.4246964,1.2615194,1.0747991,1.3149214,1.3033932,0.8749399,1.180136,0.95555395,0.9385703,1.3435299,0.8709584,0.934702,0.85020554,1.3414387,0.8948778,0.866261,0.638856,0.8655372,0.7400018,1.0598043,0.7551758,1.1713195,1.2254622,1.0560145,1.0415014,0.9217966,1.2320505,1.2647303,1.2521952,1.1529689,1.1364597,1.365078,0.69354326,0.8553654,0.8085859,0.8142868,0.71653473,1.2995346,1.2483882,1.0521079,1.0047568,1.2935452,1.3443791,1.3399619,1.2409395,1.2387025,0.7082918,0.8663483,1.1669658,0.8838382,1.0215613,0.7217163,0.76912594,1.1839304,0.9785495,1.1328806,0.6690095,1.139796,0.53181136,1.3579458,0.95445,1.2698447,1.0842868,1.3161097,1.0255816,0.95011634,1.2473872,0.9283614,0.7095102,0.6135193,1.3513125,1.3646326,1.2356875,1.087068,1.2256969,1.2371863,0.9056167,1.0714126,1.1576353,0.8888839,1.3607838,0.7472621
coffee,0.82037485,1.1670728,1.391923,1.0880363,0.7619765,1.1392348,1.0300657,1.4193135,0.7975327,0.7353382,0.70886475,1.3756976,0.61120236,0.79170513,1.2160995,0.7903595,1.1287597,0.9374396,1.2203557,1.329412,0.7539927,1.1996398,0.7938038,0.95942694,0.9353552,1.1052358,0.97379124,1.1551256,0.8901607,0.51451445,1.323782,0.76555824,0.0,0.9369827,1.2711561,1.0231383,0.57271636,0.8678415,1.4243757,0.53111243,1.3126935,0.88987005,1.0214522,0.80500877,0.9642508,0.850302,1.1591151,1.3538446,1.3425841,0.9210329,1.314295,0.8100903,1.4489326,1.1600088,0.98014337,1.398675,1.2033466,0.8714372,1.2104845,1.0187312,1.0910453,1.2813553,0.9493123,1.0057597,0.9207604,1.2784181,0.9920965,0.7688428,0.7807122,0.80362886,0.74993014,1.1287694,0.66264915,1.2825646,1.290884,0.88234544,0.9588524,1.0263653,1.0560751,1.3928275,1.2412657,1.2107137,1.1603215,1.3599885,0.7120135,1.0279441,0.74393666,0.8120081,0.6708218,1.4065547,1.3838048,0.9733472,0.77196157,1.1857556,1.0868078,1.3362756,1.1816186,1.1588391,0.7081834,0.9403488,1.1089803,0.92117,1.0099664,0.8844249,0.8018705,0.9141748,0.86695135,0.9678366,0.7364281,1.1827619,0.71268225,1.391922,0.92752254,1.3775889,0.98646057,1.2439232,1.127754,1.0743318,1.3680524,0.7618904,0.7390448,0.32006103,1.2677057,1.3664327,1.3412874,1.2676082,1.1880558,1.0916665,0.7086706,1.0101585,0.99522007,0.7811566,1.362991,0.80761343
