,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
hose,0.9715116,1.2560585,1.2601817,1.0282104,0.8937021,1.2047561,1.0675864,1.2531909,0.7161553,0.71157694,0.7059839,1.203505,0.5503652,0.9920178,1.153086,0.77823293,1.0027843,0.95103884,1.1911643,1.1742109,0.94072986,1.1552962,0.46252185,1.036824,0.9928498,1.0977947,0.9122156,1.1179929,0.95655537,0.60384595,1.2034918,0.866261,0.7688428,1.1143293,1.0704222,0.95241874,0.82356477,0.7699454,1.1342115,0.58675176,1.2557036,0.9683042,1.0724186,0.8572649,0.97231084,1.0207483,1.2054082,1.2126623,1.2514131,1.036658,1.2562478,0.941316,1.1576332,1.0448622,1.149372,1.1504209,1.0492629,1.0001491,1.2083464,1.1657727,1.0573959,1.1369826,1.0804859,1.1142113,1.0445198,1.3478572,0.9770695,0.0,1.0071883,0.9527565,1.0282953,1.0541358,0.5119375,1.0018553,1.2697705,1.0322161,1.0157901,1.0105577,1.109996,1.2454951,1.0503638,1.1421152,1.2126997,1.2251344,0.97514987,1.0414505,0.87176645,1.0729995,0.90139836,1.0430908,1.0335466,0.84472656,1.0253882,1.098548,1.0556141,1.1989136,1.1191031,1.1043587,0.8752279,0.9503799,1.1605033,1.0060371,1.0905261,0.69554764,1.0021964,1.0376228,1.2071478,1.0801433,1.0781835,1.0570312,0.6753334,1.2781796,0.8661104,1.2342954,0.8845365,1.1163409,0.8345839,0.8232059,1.1952423,0.8771409,1.0394291,0.59414554,1.2491579,1.2430143,1.3031945,0.9486451,0.9791202,0.8488459,0.90129346,0.9528908,0.99520427,0.8128387,1.3053606,0.84181017
jacket,0.58919644,1.1808987,1.3818247,1.0993822,0.6631693,1.2111698,1.1853817,1.3905003,1.0645069,0.79435074,0.6334276,1.427269,0.8721214,0.3907951,1.2888072,0.6475139,1.2590508,1.2307557,1.443718,1.5250977,1.024196,1.1010591,0.99279386,1.2553673,0.8750651,1.3471352,1.1183424,1.0648351,0.9020333,1.0105567,1.4388859,0.638856,0.7807122,0.8134076,1.3287501,1.1132104,0.57413685,0.829207,1.4538883,0.78194773,1.4921131,0.8993399,1.023474,0.87022763,1.0901952,0.5389366,0.9873132,1.3559302,1.3446267,0.6479862,1.1301686,0.81282103,1.4538281,1.3684398,0.97187287,1.3938168,1.2683989,0.7900315,1.0697744,0.7798252,0.8486974,1.2804976,0.653234,0.94839156,0.6569996,1.2731426,0.60424507,1.0071883,0.0,0.79079133,0.38706803,1.1013318,0.93305916,1.4838586,1.2722423,1.1256588,0.8849326,0.94504565,1.2221171,1.3134148,1.2850225,0.9075869,1.0146399,1.3604376,0.7705779,0.91813797,0.5009068,0.4720893,0.7270781,1.4378043,1.4131539,1.0617613,0.9743403,1.3748186,1.3617858,1.3357909,1.3031149,1.3620638,0.7944139,0.9563473,1.0498161,0.7833518,0.8724026,0.7531984,0.28951985,1.0439656,0.70469815,1.1375313,0.69350326,1.3771912,0.66708326,1.3957715,1.0321124,1.3538375,1.091124,1.4117668,1.1273823,1.0230194,1.365321,0.940929,0.31395411,0.68072855,1.4048073,1.2724342,1.1713738,1.1235627,1.2349858,1.3735292,1.0049725,0.9875007,1.1625026,1.1348165,1.2893032,0.7580093
jar,0.85322464,1.207716,1.1967944,0.85521454,0.8385794,0.94598234,1.0150878,1.1432155,0.98754513,0.72582555,0.9001507,1.2566626,1.0912557,0.81564504,1.1510965,0.85805905,1.2345582,1.0126172,1.0378879,1.170236,0.9928701,1.0390018,1.0848073,0.64685905,0.9059407,1.1198893,1.1186892,1.2014575,1.0592299,1.0560745,1.0687869,0.8655372,0.80362886,1.0004098,1.1298411,0.80236334,0.95184153,0.88631797,1.2284576,0.8791412,1.1054205,1.0640208,1.1106131,1.0539141,1.1158113,0.8173153,1.1220597,1.1730802,1.1789131,0.8268075,1.1611073,0.952102,1.1297694,1.1137388,1.1007875,1.1210364,1.0378865,0.73173845,1.1747853,0.93575114,1.0615054,0.9800956,0.88300025,1.0253074,0.9172605,1.2802722,0.91669905,0.9527565,0.79079133,0.0,0.94963026,1.256136,0.9504857,1.1199547,1.1299791,0.7803146,1.0591834,1.1055816,1.2214066,1.1843634,1.2196732,1.162959,1.1278989,1.2046838,0.99800533,0.9986595,0.7631321,1.0555307,0.75331783,1.2214051,1.2149358,1.0409397,0.885565,1.1682754,1.0568447,1.1701003,1.1296096,1.0815052,0.92863005,0.96834296,1.1768198,0.8368947,1.0807166,0.96662265,0.8864251,0.96878564,1.136016,1.2156224,0.9540013,1.131123,0.78052926,1.2684755,0.94230145,1.095542,0.936852,1.1874496,1.0340106,1.0898949,1.1955186,0.8784251,0.9357253,0.84431213,1.1196055,1.1929312,1.1296637,1.0723028,1.1944755,1.0059075,1.019192,0.9627548,1.0302072,1.1038835,1.2384235,0.8885194
jeans,0.5244613,1.0412198,1.4056692,1.1612912,0.6524495,1.1605692,1.1492767,1.3717132,1.1624166,0.7387589,0.58207005,1.4056499,0.8244159,0.39212906,1.3295655,0.6933676,1.1920438,1.4101468,1.5321242,1.5526028,1.1674762,1.1087608,0.89134705,1.3648387,0.99757475,1.3709207,1.2216003,0.8570962,0.9313588,0.9933721,1.5068066,0.7400018,0.74993014,0.6460031,1.380916,1.1481045,0.452246,0.7452764,1.5070821,0.82743675,1.5411992,0.9315923,0.9251899,0.8490382,1.106262,0.6216895,0.98014593,1.3948824,1.2890959,0.72303915,1.1203797,0.6466547,1.4764495,1.4686513,0.76125634,1.4566342,1.3936234,0.8160572,1.087296,0.64305377,0.8363901,1.4195874,0.6499016,0.81253725,0.5746992,1.1675737,0.7509676,1.0282953,0.38706803,0.94963026,0.0,0.7894001,0.94892746,1.5765162,1.1832595,1.2145524,0.67249274,0.9019599,1.1703331,1.3395596,1.2864573,0.9566878,0.99845994,1.3884356,0.65538174,0.8502941,0.57748395,0.11633241,0.8089623,1.4888221,1.4743313,1.1124558,1.0051432,1.3872695,1.4446696,1.3986627,1.3833187,1.4351966,0.71625656,1.0168631,0.97569823,0.6963694,0.8141529,0.74723065,0.26233244,1.0742315,0.3880453,1.013852,0.5806279,1.3110414,0.7090236,1.3689339,0.8852569,1.4255195,1.0505549,1.4857695,1.302525,0.9544092,1.4158692,0.99881065,0.21383655,0.67442584,1.5187941,1.2616124,1.1252027,1.0053331,1.1850605,1.5310922,1.1007144,1.0213405,1.256665,1.157889,1.2612892,0.8591264
knife,1.1218758,0.8296717,1.1009973,1.1490752,1.0835022,1.2173586,1.2119244,0.92055833,1.176682,1.0013044,1.1131965,0.7292732,0.9396745,1.001746,0.9396072,1.1515986,0.739886,1.0351044,1.003604,0.92298555,1.1660478,1.0516826,0.82174385,1.1370806,1.1231201,0.9152742,1.1283433,0.7664051,1.1451013,1.0572733,0.95796657,1.0598043,1.1287694,0.73788035,1.0609806,1.0351928,1.1176485,1.054271,0.7821903,1.117143,0.9413154,1.1585255,1.12127,0.8999514,0.6967393,1.0341232,0.9132253,1.1182976,0.87772775,1.2875473,0.8768444,1.0759542,0.93290085,0.99960834,0.91839534,0.601761,1.1490113,1.1787833,0.9469756,1.0548133,1.0457295,1.1312418,1.1059976,1.0306883,1.0761904,0.8655889,0.9550407,1.0541358,1.1013318,1.256136,0.7894001,0.0,1.0233449,0.8712505,0.927746,1.1706765,0.951709,0.93473935,1.0646409,0.9949906,0.8701259,0.67521125,1.0697951,1.096815,0.8423009,1.0277115,1.2477143,0.6929418,1.0838786,0.65449727,0.64024353,1.1406907,1.0080638,0.7116102,1.036198,1.1045234,1.0222309,0.9254802,0.8730916,1.195861,1.1209403,1.0566183,0.6522671,0.749298,0.95724106,1.0314848,0.6428623,0.8013334,0.9602203,0.6909275,1.0922046,0.88494515,1.0254452,1.0031761,1.045182,0.63613355,1.1007729,0.75302076,0.95733756,1.1717395,0.99508923,1.1799518,1.1191972,0.9965719,0.7733496,0.7259719,0.80719745,1.2724848,1.0494142,0.98153615,1.1723586,1.0432055,0.82329124,1.0611565
ladder,0.8765704,1.3065397,1.3274474,0.91008484,0.9215286,1.2438886,1.1001433,1.1656754,0.8032123,0.6515648,0.80000186,1.2901217,0.5156467,0.95457274,1.2747788,0.9180564,1.0762308,1.0234206,1.2411255,1.3344831,0.8882631,1.1404792,0.5124819,1.0208479,1.0184118,1.1185532,0.81932986,1.0166383,1.016933,0.44585013,1.3289906,0.7551758,0.66264915,0.9661193,1.1880609,0.8780163,0.7900642,0.67955536,1.2431996,0.5037246,1.3646019,1.0344179,1.0556887,0.6359213,0.9691276,1.005053,1.262013,1.3068545,1.2830467,1.0161885,1.3522145,0.83036417,1.3485221,1.0765498,1.089629,1.159022,1.0445381,0.9307579,1.2318342,1.1040187,1.0825661,1.2067269,1.0706385,1.0888861,1.0075742,1.4465804,1.0052238,0.5119375,0.93305916,0.9504857,0.94892746,1.0233449,0.0,1.1104765,1.1434224,1.0235932,1.0813141,0.9272393,1.1792629,1.3295453,1.1031234,1.2455177,1.2135465,1.3174508,0.76698124,1.1151744,0.86714244,0.9681451,0.7854918,1.1801673,1.1420529,0.973091,0.9911676,1.1473866,1.1749794,1.2554271,1.1980393,1.2043082,0.6510216,1.0415709,1.1016947,0.88563967,1.031538,0.7694093,0.97259456,1.093584,1.0890753,1.0824407,0.84899193,1.0932573,0.40298474,1.4076083,0.9504929,1.2508488,0.97085947,1.1691896,0.89578956,0.81005746,1.2316467,0.8627579,0.9280609,0.50585634,1.3712177,1.3613261,1.358127,0.9070915,1.045168,0.93857694,0.8884245,0.9194197,0.9358866,0.67140007,1.4256165,0.7325586
lamp,1.5547497,0.8986136,0.6252824,1.1217211,1.3766605,0.8640621,0.8714626,0.71087086,0.94448876,1.0904466,1.3489283,0.49260366,1.1231724,1.684439,0.5409064,1.3209612,0.8237425,0.7787219,0.379031,0.30635703,0.93479764,1.1862553,0.98635304,0.693368,1.0261747,0.45260125,0.9421441,1.067376,1.1153235,0.881409,0.37046313,1.1713195,1.2825646,1.3909292,0.7670011,1.0214,1.4381266,1.3350348,0.436121,1.2566719,0.3106792,1.1046189,1.2416562,0.96919394,0.82569504,1.205397,1.0911367,0.6392955,0.6695078,1.3864572,0.96103215,1.2734568,0.46752596,0.52319014,1.2870579,0.39734983,0.8495102,1.2813026,0.97940165,1.5206102,1.2482942,0.894796,1.3920352,1.2774627,1.6152751,0.7030628,1.1203206,1.0018553,1.4838586,1.1199547,1.5765162,0.8712505,1.1104765,0.0,0.87141526,0.99594253,1.4421906,0.9787604,0.9939277,0.5896833,0.6416916,0.9650379,1.1514812,0.63113534,1.2051142,1.1171669,1.512258,1.4475535,1.3625283,0.32169008,0.37668657,0.8870219,1.1378659,0.48792613,0.71337146,0.6075379,0.5013649,0.5004748,1.074933,1.0761482,1.032571,1.4718428,1.0330559,1.19122,1.4937599,0.98445225,1.2570076,0.9761524,1.3347986,0.441732,1.33832,0.5185615,1.1239882,0.53630006,0.9889859,0.3744787,0.79846823,0.99994236,0.5286117,0.929756,1.5414444,1.3314419,0.50962484,0.7213541,0.88644767,0.9925908,0.72204196,0.7017255,1.1066403,0.9982937,0.8330506,0.7701951,0.7508074,1.1437451
melon,1.1934698,0.9074743,0.6821698,0.9334831,1.1084557,0.8033153,0.9506839,0.4550749,1.1184015,1.1786828,1.279108,0.7788813,1.2504206,1.1609646,0.7341702,1.2496603,0.7437141,0.82263213,0.7945145,0.73990417,1.0798067,0.8471584,1.2477423,0.8934448,1.0504098,0.8972475,0.9620496,0.8184609,1.1752921,1.2425592,0.74217325,1.2254622,1.290884,1.0139401,0.7402197,0.9324633,1.2844707,1.097763,0.70113534,1.3046076,0.7893408,1.1814463,1.0492524,1.1906686,0.93283486,1.204859,0.9837774,0.6983833,0.8538752,1.1701677,0.9009407,1.187676,0.7084203,0.9523516,1.022952,0.8326378,0.73707616,1.2140502,1.0206611,0.9911638,1.0186857,0.65926385,1.1621029,0.8987134,1.0778413,0.8024287,1.309958,1.2697705,1.2722423,1.1299791,1.1832595,0.927746,1.1434224,0.87141526,0.0,1.0466056,1.0358107,1.074933,0.8319402,0.8220282,0.93683094,0.9718693,0.987162,0.6927531,1.1149926,1.0866734,1.298959,1.1607969,1.0916258,0.76853305,0.75228196,1.138337,1.0653656,0.9937841,0.8304503,0.7220111,0.9966358,0.76225126,1.1922197,1.0771741,1.0127809,0.9560848,0.93595827,1.1420892,1.2624435,0.9208366,0.9741259,0.9738148,1.2407873,0.82387877,1.1833267,0.7761441,1.0113281,0.65134275,1.0065838,0.84414613,1.0511435,1.0664093,0.7562876,1.1414176,1.218808,1.2966539,0.7535424,0.8877467,0.8746541,0.8830513,1.0006669,0.82931155,1.145842,1.046932,0.8371069,1.2639935,0.76583827,1.2620264
milk,1.1228052,1.0743961,1.1089443,0.87862265,1.1292391,0.91330874,0.8157156,1.0528175,0.7678355,1.005698,1.230777,1.0705281,0.9590811,1.1409931,1.0718977,1.2064523,1.0163188,0.8278136,0.7526015,0.95571923,0.5820299,0.84615105,1.0125846,0.3669684,0.99435765,0.74785286,0.98167604,0.9764892,1.043276,0.92101216,1.042677,1.0560145,0.88234544,0.9318242,0.9332386,0.7840475,1.137497,1.0689471,1.0545857,0.9601879,0.8575295,1.0487018,0.8200243,0.90755326,0.8519213,1.0153346,1.0482883,1.0814843,1.2317744,1.1504025,1.0325918,1.1364337,0.98770654,0.91442907,0.98706615,1.0063711,0.937903,0.79000515,1.1519543,1.0318912,1.2484654,0.7603307,1.2009364,1.1433042,1.027625,1.1023114,1.1868231,1.0322161,1.1256588,0.7803146,1.2145524,1.1706765,1.0235932,0.99594253,1.0466056,0.0,0.95462054,1.1480209,0.9412751,1.19995,0.85285664,1.1511025,0.875227,1.1003292,0.9821623,1.2114184,1.0870866,1.1571593,0.91562545,1.0849164,1.0452696,0.97755873,0.955637,1.0084574,0.91296214,1.0349237,0.9416743,0.83114296,0.8685355,0.92503536,0.9752325,1.0914474,1.1265903,1.1319635,1.2127054,0.88137263,1.0360959,0.8929408,1.0466062,0.9412221,1.0743794,1.1719689,1.0923556,1.0611043,0.6290482,0.97130954,0.8415109,1.067169,1.1177837,0.9262165,1.1209009,1.0397724,0.9423651,1.0720639,1.1544027,1.1648701,0.8584899,0.6958277,0.77916944,1.0271552,0.9277545,0.69652724,1.1606023,1.1059561
mitten,0.6088921,0.9337914,1.3004384,0.9671385,0.7002977,1.0257978,1.0531815,1.2148391,1.0424972,1.1070523,0.85359156,1.3449706,0.971263,0.5235595,1.2797612,0.8560398,1.2213,1.2700441,1.4390494,1.4846368,1.1210186,0.76613784,0.94427663,1.1845526,0.93396485,1.305763,1.3058412,0.6630429,0.84309757,1.1008272,1.3766322,1.0415014,0.9588524,0.6536612,1.089658,0.991971,0.84922415,0.7030034,1.4022832,1.0355191,1.4184543,0.86184764,0.5413875,1.0341647,1.1222515,0.9280621,0.81221485,1.304918,1.1710862,0.849221,0.87397707,0.93227214,1.2475439,1.2123765,0.5367398,1.3088168,0.9861779,0.7904263,0.99416405,0.4383042,0.83341193,1.0079275,0.74712026,0.7808639,0.4445433,1.000848,1.0213056,1.0157901,0.8849326,1.0591834,0.67249274,0.951709,1.0813141,1.4421906,1.0358107,0.95462054,0.0,1.1888809,0.80646807,1.3006613,1.0351092,0.91474825,0.6881939,1.298403,1.0257431,0.9482555,0.6119131,0.66939694,0.84456503,1.4632237,1.4455285,0.9800334,0.97973114,1.1832933,1.2108443,1.2291878,1.2613819,1.34478,1.0447896,1.0239096,0.852948,0.73505896,0.9684206,0.9490176,0.75702393,0.83906066,0.74039567,0.9623953,0.9286978,1.4252342,1.0526087,1.2853975,1.0352445,1.3312007,0.6207019,1.3521363,1.0878962,0.9837662,1.3752568,0.9884113,0.71900815,0.9174,1.2524211,1.029925,1.0530206,0.9387494,0.9685952,1.2394551,0.96071565,0.9851688,1.3047888,1.0510949,1.0858032,1.0945153
motorcycle,1.0224816,1.0322262,1.0325464,1.1653303,1.0545889,1.1171019,1.0102996,0.95017236,1.0046495,0.97770536,0.95945805,0.85089225,0.9549756,1.0464852,0.9583018,0.9868017,0.93055457,1.0470551,0.95557463,0.94641477,1.044196,1.1827933,1.0160767,1.1105677,1.0275296,0.9981017,0.49603313,1.1274086,1.0417054,0.8490326,1.0072852,0.9217966,1.0263653,1.1440215,1.1091095,1.1610228,0.8861989,1.0659047,0.959234,0.96192676,0.9930299,1.0271121,1.0351291,1.0085585,1.1097121,1.0561166,1.1515952,1.0575248,1.046717,0.9717387,1.132801,0.92977667,1.0906795,0.9706956,1.1156154,0.9797964,1.0343529,1.1724464,1.0661685,1.0334799,1.0447023,1.2583642,0.99976444,0.99755037,1.0858772,0.9834062,0.88276345,1.0105577,0.94504565,1.1055816,0.9019599,0.93473935,0.9272393,0.9787604,1.074933,1.1480209,1.1888809,0.0,1.2247313,0.98190564,0.9609107,1.0842304,1.1700575,1.047241,0.9910518,1.0260223,0.9789317,0.9174628,1.1257333,0.9338703,0.9372933,0.99400926,1.0040545,0.8745049,1.079905,1.0390052,0.79427546,0.8253604,0.980944,1.0687187,0.97608364,1.0367836,0.9026234,0.9168949,1.0051949,1.0089545,1.0060489,1.0158408,0.96166575,0.90838164,0.8979991,0.9414769,0.98330456,1.0211773,1.1688004,0.8898601,0.99757,1.058992,1.0129044,0.8036611,0.9728999,0.97905916,0.9780977,1.0722378,1.1076822,1.1127216,0.94643265,0.86640966,1.1251788,0.88560444,0.6262013,0.81782967,1.0690337,0.89217246
muffin,1.0347099,0.990022,0.9003262,0.9339934,1.0947578,0.733798,0.7902397,0.98210114,1.00867,1.1797596,1.2547565,1.0375412,1.0665356,1.1200101,0.8289175,1.2405225,0.94101846,1.0577928,1.0958108,0.9223459,1.0465608,0.8696649,1.0453584,0.90733,0.8941754,1.0455348,1.0452422,0.70617706,0.885942,1.0817795,0.89418846,1.2320505,1.0560751,0.9143472,0.7140027,1.0575125,1.2304943,1.0292861,1.0908387,1.1584601,1.0177293,0.87975967,0.86887646,1.0727881,0.8881408,1.2111995,0.8906212,0.8190806,0.97484314,1.0616112,1.0051597,1.0472203,0.81148374,0.93149954,0.8957061,1.0987004,0.75499666,0.97226024,1.0137627,1.0816675,0.9268714,0.7678567,1.0606413,0.95033795,1.0713888,0.878107,1.2421932,1.109996,1.2221171,1.2214066,1.1703331,1.0646409,1.1792629,0.9939277,0.8319402,0.9412751,0.80646807,1.2247313,0.0,1.0599515,1.0524263,0.99239624,0.80498356,0.83427376,1.0888374,0.9832916,1.0870161,1.0914243,1.0389937,1.1162345,1.0834397,1.1297588,0.8288913,1.0320743,0.70052207,0.8273501,0.98438805,0.92080736,1.162906,0.9147308,0.84729373,1.1185871,1.1068344,1.213422,1.18489,0.9776819,0.9958506,0.8996995,1.0501039,1.0485255,1.2951577,1.0578799,0.94394046,0.8870592,1.0610803,0.96557117,0.8956647,0.84768593,1.0132754,1.1035099,1.1162521,1.099732,0.82421845,1.0771129,0.97963595,1.0659775,1.06385,1.0244652,0.92429584,1.0298536,1.041419,1.0267092,0.9128498,1.1986756
nail,1.4780748,0.589674,0.2171421,1.174748,1.3204643,0.82900566,1.0215524,0.59265417,1.2170482,1.3301284,1.3092805,0.4430493,1.3831471,1.3809522,0.75985676,1.2453825,0.88312775,0.87730867,0.3574003,0.35055125,1.2258301,1.0461848,1.3281677,1.0583462,1.182417,0.7025798,1.0376021,1.0822262,1.1769297,1.3451054,0.46898603,1.2647303,1.3928275,1.2909093,0.74737394,1.2177893,1.3568454,1.3779467,0.23033094,1.4306811,0.29836082,1.1612253,1.1962595,1.2201512,1.1629447,1.1916009,0.77931845,0.33350825,0.4203105,1.1181009,0.5672164,1.2024405,0.46896845,0.7945446,1.0673324,0.576861,1.0084759,1.3135469,0.65304613,1.2299869,1.047414,0.79107684,1.0700735,1.0783551,1.3420064,0.42202747,1.0543194,1.2454951,1.3134148,1.1843634,1.3395596,0.9949906,1.3295453,0.5896833,0.8220282,1.19995,1.3006613,0.98190564,1.0599515,0.0,0.928426,0.7374363,0.8937979,0.28576046,1.3320498,1.0209817,1.3697736,1.2847667,1.4144914,0.34619504,0.45561677,1.1072959,1.2577906,0.78682715,0.8762304,0.49321997,0.80641997,0.76728296,1.3548405,1.1543301,0.9567127,1.2927485,1.0134903,1.3064611,1.2796619,0.98206085,1.1338706,0.97614646,1.2428787,0.7023771,1.3652546,0.10305023,1.050687,0.4070984,1.1289939,0.7634134,1.1416173,1.1548271,0.18581522,1.2545717,1.3433272,1.5233295,0.5939486,0.33184433,0.43154895,0.89627403,0.9972342,0.89641654,1.3568026,1.0747174,0.972418,1.2790926,0.36941934,1.2099324
napkin,1.2303067,0.84282523,0.9345814,0.9963713,1.2012281,1.0851519,1.0212965,0.6719302,0.6771629,1.2319427,1.0871308,0.61237276,1.0624915,1.3137617,0.7712105,1.0457814,0.77806276,0.73579276,0.6608254,0.62864935,0.92100966,0.8480028,0.9781368,0.7813573,1.0544021,0.54057944,0.93547887,1.0072488,1.0394592,0.90272343,0.74357677,1.2521952,1.2412657,1.0649049,0.7009288,0.975339,1.1407459,1.1882895,0.6820898,1.1459742,0.60506284,1.0363599,0.8452612,1.1457509,0.99344486,1.1733102,1.0952318,0.94137007,0.93991077,1.412641,0.92555445,1.3952763,0.6258316,0.6205177,0.9573164,0.6731111,0.82114685,1.367934,1.0734031,0.9219324,1.1669922,0.89435303,1.4469362,1.1661104,1.1478134,0.8379754,1.193165,1.0503638,1.2850225,1.2196732,1.2864573,0.8701259,1.1031234,0.6416916,0.93683094,0.85285664,1.0351092,0.9609107,1.0524263,0.928426,0.0,1.0476881,1.1376698,0.912567,1.1741514,1.1949384,1.284332,1.2288207,1.297181,0.6286012,0.6310479,0.42977512,1.14185,0.59474665,0.87795484,0.84408015,0.64298683,0.7816106,1.1225293,1.0940831,1.0218246,1.0667177,0.9718538,1.191596,1.3583915,0.6119274,1.104195,0.95973295,1.3397455,0.72964907,1.2481977,0.78310204,1.2022942,0.76877356,0.5937946,0.602984,0.9423199,1.1265819,0.85220575,0.90038234,1.3653053,1.2858402,0.66000247,0.7491034,0.95527524,1.017248,0.076520085,0.73723334,1.0335753,1.061231,0.8350125,0.8766525,0.8937488,1.2556508
necklace,1.3016461,0.4911492,0.886183,1.0952202,1.1159271,1.078083,1.1255774,0.9760215,1.2920821,1.2356013,1.216518,0.7761504,1.300302,0.866475,0.9957447,1.1876419,0.97046304,1.1239007,1.0106636,1.0211514,1.3248017,0.8873695,1.1758364,1.190619,1.059747,1.0550119,1.2758255,0.9187801,1.2208825,1.2595795,0.93083566,1.1529689,1.2107137,0.90247196,1.1274455,1.0966997,1.2088513,1.1921468,0.7560356,1.3298686,0.8745157,1.2169616,0.9609245,1.1805751,0.8632108,0.90410286,0.37158012,0.947004,0.5903837,0.98647964,0.3681718,1.2773095,0.93119115,1.0680026,0.79344535,0.64932835,1.1885985,0.9021118,0.35459048,1.0329249,0.99646664,1.0024567,0.69903225,0.9975862,0.99091744,0.5482048,0.72274125,1.1421152,0.9075869,1.162959,0.9566878,0.67521125,1.2455177,0.9650379,0.9718693,1.1511025,0.91474825,1.0842304,0.99239624,0.7374363,1.0476881,0.0,0.6056872,0.91704345,1.1216828,1.1083273,1.1513661,0.8477683,1.1580708,0.7544347,0.7914131,1.2089366,1.1703695,0.82751477,1.1673363,0.92744285,1.0039073,1.0883902,1.2051162,1.143455,1.0482671,1.0886158,0.53955626,0.8857676,0.87226146,0.9430272,0.7573396,0.89517456,1.1890945,1.1180183,1.2518971,0.6966125,1.2133205,1.068465,1.0642078,0.8418486,1.016302,0.8938673,0.78891957,1.1298709,1.0257837,1.3701575,1.0158224,0.5453789,0.42065346,0.8827761,1.0292511,1.2317891,1.2148988,0.97601926,1.1813376,1.2388445,0.3807674,1.2330513
nose,1.1076312,0.5868059,0.94621104,1.0316024,1.0700109,0.8756576,0.9338885,1.1010565,1.2157116,1.2013386,1.2050765,1.0923606,1.1211003,0.9170761,1.171636,1.2228111,1.1818073,1.2803617,1.1548414,1.1398603,1.0853646,0.6727989,1.1543245,1.0476302,1.0385816,1.1101123,1.2705119,0.77472574,1.0495123,1.1823186,1.0763378,1.1364597,1.1603215,0.9066376,1.0976532,1.0745116,1.107901,1.0507557,1.1085016,1.3136237,1.0133678,1.0567826,0.7816267,1.0090144,0.9747602,1.0162023,0.35459626,0.9768288,0.7193593,0.7445587,0.40807414,1.0372754,1.023235,1.1382833,0.6855051,1.0281751,1.1498401,0.66810864,0.5481138,0.825932,0.9323157,0.9235388,0.7109756,0.85281664,0.78570545,0.6966016,0.9045985,1.2126997,1.0146399,1.1278989,0.99845994,1.0697951,1.2135465,1.1514812,0.987162,0.875227,0.6881939,1.1700575,0.80498356,0.8937979,1.1376698,0.6056872,0.0,0.96761304,1.1016369,0.95913315,1.0265269,0.90004027,1.0931364,1.1533068,1.1680111,1.2268457,1.0960829,1.0391388,1.1541603,0.9644726,1.1638117,1.189755,1.1037498,0.92240804,0.8766036,1.0418173,1.0160639,1.2708812,0.93145084,1.1183863,0.76754683,0.87570727,0.99393934,1.2447937,1.2517055,0.928028,1.1281501,1.0923691,0.9497731,1.1473733,1.0282156,0.96363056,1.0200684,1.09783,0.87388974,1.2016068,1.0182284,0.65580595,0.6684872,1.0130117,1.139312,1.2531037,1.1028934,1.0080429,1.2499908,1.0053037,0.66213644,1.1029513
orange,1.4317423,0.7097521,0.036466002,1.0562851,1.3171649,0.67449737,0.77912205,0.5003306,1.1805311,1.3433676,1.4047298,0.56680155,1.4126129,1.3888156,0.6963811,1.3242941,0.85827863,0.857272,0.42767608,0.3757671,1.1553817,0.84972847,1.301251,0.96540946,1.2262331,0.78034675,0.97847533,0.89215314,1.2255166,1.2625725,0.5174608,1.365078,1.3599885,1.3526791,0.6999738,1.1443383,1.4216146,1.3154769,0.36526906,1.4268582,0.3845209,1.2047933,1.0994402,1.2930336,1.1764724,1.2019068,0.9498846,0.0158571,0.6414385,1.1933424,0.7239461,1.2297201,0.4911582,0.73435336,1.1036785,0.68476963,0.9065652,1.3464191,0.8580836,1.1683086,1.069074,0.7040255,1.2255306,1.0134338,1.2974539,0.58264744,1.1486433,1.2251344,1.3604376,1.2046838,1.3884356,1.096815,1.3174508,0.63113534,0.6927531,1.1003292,1.298403,1.047241,0.83427376,0.28576046,0.912567,0.91704345,0.96761304,0.0,1.3372756,1.0186048,1.3732599,1.3232217,1.4823656,0.4919482,0.527058,1.1261538,1.2447242,0.8765152,0.5583786,0.1343354,0.7381052,0.7321019,1.3736551,1.1760567,0.9526387,1.2063835,1.1039755,1.3609269,1.3167057,0.9391931,1.2028975,0.9605021,1.3199407,0.7896991,1.3101623,0.31091726,1.0513729,0.3753637,1.147242,0.7577209,1.1333861,1.0555507,0.30046213,1.2438363,1.3688074,1.457075,0.446418,0.49407935,0.5711778,1.0271667,1.0046726,0.72695464,1.1875732,1.1418813,0.8694995,1.2442471,0.53554547,1.2865411
