,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
knife,1.4020804,0.72517824,1.0149312,0.89533305,1.0398349,1.0565163,0.99173576,0.82275844,1.1361071,0.9505218,1.2219021,1.2950697,0.6711436,1.0505279,1.2742356,1.1976409,1.2988064,1.1325126,0.8926067,0.7727142,0.87217516,1.123003,1.0490849,0.6335969,1.0345187,1.0278459,0.5785947,0.99402195,0.6266051,1.2780353,1.0912645,0.8629289,1.056402,1.1701175,0.98440564,0.62864727,1.0959073,0.97394204,1.3120549,1.0897799,0.47617137,1.2147298,0.80003965,0.77448153,0.9743332,1.315012,1.3511047,0.984194,0.7070162,1.1605421,0.83809316,1.0684887,1.127084,0.9837574,1.2212242,0.7261365,0.8651065,1.0523001,0.8543246,0.37942427,1.1975021,1.1576768,1.0566165,0.8522963,0.98908097,1.3203855,0.8846037,1.1101446,0.93824524,0.94752866,0.8157057,1.0786978,1.0006738,1.1356405,1.0583781,1.0835731,0.0,1.0098042,0.7208527,1.0976115,0.6896882,1.2074672,1.1097567,1.207225,1.1671137,0.85375655,1.1417999,0.82092124,0.61321336,0.6052495,0.853767,0.9249438,0.9696017,1.2479949,1.2504921,0.9925233,0.99450874,1.12727,0.2661209,0.3168097,1.203407,0.77995026,1.0555637,1.0693537,1.0968586,0.74468887,0.9946579,1.1975377,1.0343689,0.83391154,0.9893372,0.9271883,1.2568076,1.2460226,1.1693094,1.0900905,0.7718605,0.70394254,1.2402518,0.9762221,0.963937,0.68532944,1.0683197,0.7122232,1.1670674,0.72184753,1.0809981,0.92960876,1.0866982,1.2473253,0.49901688,0.88408256,0.81262535,0.8830857,1.3676201,1.0802019,1.1616482,1.2315423,1.0236256,0.8051472,0.68280005,0.49882543,0.75063115,1.1753185,1.0339705,1.2081443,1.1774905,0.81395364,0.76411873,0.7106956,1.1469725,1.0544475
ladder,0.79872,1.197503,1.4003575,1.1611648,0.8222283,1.3805417,1.3311234,0.98261344,1.1213753,0.5245735,1.0125878,0.62335944,1.3699349,0.4904493,0.80376095,1.2121662,0.80961406,0.7193358,1.0693824,1.307062,1.3440962,0.73349136,1.1702868,0.99984735,1.1032636,1.202001,1.0907651,1.1204566,1.1900736,0.96877754,0.56977624,1.3620145,0.4474231,0.962336,1.186809,0.8531556,1.0851902,0.97924995,0.629711,0.81042737,1.3219154,0.51438206,1.331092,1.2892122,0.94187003,0.9529752,1.0651311,0.5611955,0.7602686,0.7603985,1.2160157,1.3576397,0.9633986,1.2940388,0.898858,1.3011395,1.3874493,1.0473628,1.1715773,1.2881373,1.1864196,0.87342757,0.75483704,1.1929737,1.1657634,0.85649943,1.2282709,0.93750614,1.037564,1.4220113,0.76733434,1.1223339,0.5470416,0.72894865,0.84808695,0.7383063,1.0098042,0.0,1.278305,0.85447705,1.1686461,0.89189136,0.8604593,0.8894672,0.980457,1.149727,1.0047221,1.3520477,1.1854963,1.3052788,1.3011308,1.3894219,0.5738529,1.0521687,0.7795536,0.6762086,0.86555284,1.1900971,1.2089372,1.2747583,1.126967,1.0050421,1.1939503,0.91806966,0.9494085,1.1561146,1.0608926,1.1350548,0.9888187,1.3210714,1.0920749,0.4908843,1.2421337,1.1143036,0.87270087,1.2298504,0.9550997,0.8614899,0.7379272,1.0847384,0.9144379,1.2000381,0.5491178,0.9233569,0.4500929,1.3955269,0.82453376,1.350729,0.98404104,1.0488772,1.2870383,1.0007371,0.84212536,1.3403369,0.8293283,0.73183966,0.75582266,0.49795252,1.2978463,1.3633795,1.2894616,0.763232,1.2186356,1.1206498,0.76125264,0.92808765,0.95012355,1.1070824,0.8680404,1.4024063,0.75544727,1.0284586
lamp,1.4248469,0.9324159,0.5483573,0.9135488,1.4559329,0.44643295,0.4677807,1.0033906,0.81467324,1.2209994,1.3169386,1.5189284,0.39299536,1.344885,1.5425782,0.6659052,1.494214,1.2529949,0.9838555,0.3326217,0.38353068,1.3236442,1.1942749,0.41577482,0.5371268,0.6158115,0.44916058,0.6599263,0.9343329,1.160836,0.9571544,0.28003335,1.3344024,1.1358662,0.6016834,1.1691374,0.9642457,1.2119074,1.4982245,1.4427693,0.4381832,1.3319702,0.2991895,0.6365603,1.114984,1.1997259,1.0967551,1.0688847,0.95422256,1.5128729,1.0068058,0.5870545,1.2574489,0.63551813,1.3581977,1.0022175,0.5619273,0.77164936,0.92186964,0.42705894,0.8538299,1.1689068,1.3833108,0.99620175,0.9305395,1.2410394,1.02363,1.3312595,1.4065309,0.52074546,0.8152986,0.91415775,1.2640886,1.3782412,1.2269603,1.6064765,0.7208527,1.278305,0.0,1.4595946,0.94144315,1.2115602,1.2066305,1.4512247,1.0877206,1.138386,1.3920891,0.63006586,0.45680416,0.81539613,0.8678827,0.6621311,1.2321483,1.2909775,1.6253859,1.4682139,1.3164475,0.7033874,0.4484796,0.36994743,0.9075911,1.2010025,0.6655717,1.3564546,0.95377356,0.5023335,0.9052181,1.2103918,0.8352113,0.3415981,1.0012583,1.139915,0.92152953,0.7594511,1.2355173,0.76409066,1.2110147,0.9928837,1.5494657,0.98400587,1.2580448,0.4105662,1.1102172,0.5776007,1.4467611,0.497823,1.2808216,0.56762105,1.143511,1.0998411,0.4002639,0.6613226,1.1437242,0.55515957,1.1497418,1.453208,1.0451536,1.4453537,0.48302,0.83160007,0.89009225,1.2617975,0.55393404,0.7114015,1.1627944,1.1353619,1.0007693,0.8249203,0.66848195,0.49526477,1.1774272,1.158356
leg,0.75855476,0.79859185,1.2981958,1.132504,0.29104018,1.375701,1.3743775,1.1481242,1.2292681,0.8586485,0.8571093,0.70077854,1.4229498,0.7523694,0.51042956,1.2761531,0.7639648,0.91149616,1.1367102,1.4203212,1.5058789,0.911663,0.97429407,1.3211285,1.3522917,1.3281522,1.3752487,1.3006451,0.97853976,0.9288918,0.97182554,1.4303802,0.7920242,0.96736103,1.2033759,0.83811295,1.1492324,1.0364332,0.71434885,0.717833,1.4316196,0.84736395,1.4466774,1.3323689,1.077124,0.91109455,0.9417368,0.8587731,0.9924315,0.59876627,0.8872694,1.1833173,0.920715,1.3175637,0.7652118,0.78057325,1.4109977,1.2210692,0.71284693,1.3216412,1.3189169,0.9701043,0.69108635,0.9766866,0.98450726,0.9048194,1.0989399,0.7521087,0.43992078,1.3050933,0.950291,1.0558404,0.8806491,0.7505659,0.7958982,0.50930387,1.0976115,0.85447705,1.4595946,0.0,1.0426012,0.86503124,0.9703663,0.5269203,1.0701178,0.94506717,0.7553166,1.1821244,1.3628138,1.0653306,0.9174866,1.2327518,0.88458097,0.9607425,0.46395916,0.6104279,0.76191807,1.197837,1.3651228,1.3696606,1.0950981,0.860587,1.2847812,0.8989861,1.0290296,1.3849409,1.15865,0.7980834,1.1748633,1.3946061,0.9494664,0.90579534,1.1102823,1.1483923,0.8654693,1.0529736,0.77538013,0.9897918,0.57168305,0.9728513,0.7284328,1.2809908,0.9714523,1.225621,0.7765682,1.3179865,0.91868645,1.2377223,0.6296798,0.85608375,1.3833604,1.1943591,0.9165271,1.3519952,0.9962222,0.6778815,1.0735902,0.7108332,1.4731541,0.9253043,1.090099,0.8468791,1.3387585,1.3918898,0.9748137,1.0893863,1.0455583,1.174836,1.1458946,1.2790114,0.9204989,1.0191348
meat,1.2944026,0.62299544,0.8809835,0.8239583,1.0698363,0.9486778,0.84849155,0.90771335,1.0236263,1.1845026,1.1752722,1.2815511,0.6323442,1.1375301,1.1400635,1.1537412,1.2155296,1.1732287,0.952572,0.8886926,0.82362497,1.1392428,0.9560124,0.88536143,1.0269068,0.9776234,0.6212491,1.1083962,0.67719877,1.1513335,1.0551603,0.9430745,1.2375025,1.0596988,0.7112147,0.93015426,1.1815896,1.078001,1.1954918,1.1491629,0.6768097,1.2608025,0.8639735,0.735284,1.0272808,1.1952064,1.1109256,1.0672969,0.88619095,1.042975,0.8854166,0.9257768,1.1828206,0.8902706,1.1968471,0.7122274,0.6624646,0.9559193,0.7427144,0.7693522,0.9509091,1.1409656,1.2363935,0.85064316,0.83199275,1.2269275,0.86495274,1.1003187,0.90309906,0.88788897,1.1715541,0.9178735,1.0697033,1.1757632,1.1355735,1.0390164,0.6896882,1.1686461,0.94144315,1.0426012,0.0,1.0558046,1.1087205,0.9282588,1.2234026,0.8561694,0.9586118,0.8467002,0.6950619,0.5728938,0.67494327,0.74727064,1.1497849,1.1966035,1.1225457,0.9842321,1.05796,1.1486441,0.6031091,0.66675675,0.96934634,0.7948613,0.88108397,1.0917325,0.99584085,0.76735157,0.9721278,0.9342441,1.0452005,0.9640104,1.0526717,1.1496177,1.1178454,1.0805281,1.3155133,0.96711266,0.92317,1.0973597,1.1696088,0.96039623,0.82292354,0.8775704,1.2313489,0.9207227,1.2962464,0.80815214,1.2251666,0.81487656,1.0287218,0.99559337,0.6921623,1.0600822,1.014872,0.87340146,1.2892735,1.0621072,1.211739,1.2874315,0.9833177,0.75038934,0.7257229,0.99363583,0.7912121,1.1028701,1.0869747,1.1771069,1.141401,0.64197683,1.0511444,0.8190648,1.1589979,0.9897217
melon,0.85559416,1.0949271,0.83107936,0.75356644,0.8864872,0.9269364,0.88986605,0.55307305,1.0759676,1.0193782,1.1326022,1.0866184,1.2975872,1.1664791,0.8261182,1.1552925,1.0431672,0.9348557,0.956852,1.2261431,1.0283111,0.923627,0.70855623,1.2667321,1.1262671,1.0620229,1.2593513,1.2151142,1.0215303,1.0489525,1.1740004,1.0433295,1.1031933,1.047769,0.8996199,0.98250926,0.7426125,0.7548324,1.0836961,0.83969307,1.2038153,1.0258158,1.1662318,1.1254791,0.8507104,1.0129722,0.97583866,1.1438844,1.0564953,0.96589226,1.0436503,0.88648206,1.1961782,1.1030518,0.87151974,1.0443032,0.95566535,0.93150824,1.0792639,1.1113464,0.8068114,1.0044001,0.7952732,1.1166172,0.9205078,1.037269,0.71481246,0.972799,0.79171467,1.1588782,1.0732472,1.2079455,0.8093105,1.1203312,0.78512645,1.0033146,1.2074672,0.89189136,1.2115602,0.86503124,1.0558046,0.0,0.84315085,0.69401455,1.0713729,1.016085,0.7141286,1.1429458,1.1682098,1.1677722,1.1106985,0.8115508,0.96954334,1.0606871,0.93341154,1.0517989,0.7711051,0.8391136,1.2720404,1.2707005,1.0022008,0.6807829,1.0998539,0.73437715,1.0567179,0.74018204,1.1523672,0.74108833,1.0977391,1.260546,1.0392075,1.1033039,0.93882066,1.0983466,1.0431631,0.8989376,0.8710398,0.9348781,0.89143085,0.97631186,1.086892,1.2464721,1.1820426,0.9588457,0.9933323,1.2290884,1.0694242,1.0302893,0.82062614,0.62531674,1.1356281,1.2523906,1.0707117,0.9960534,1.0466448,1.0323511,1.0170577,0.83203554,0.8580519,1.1191095,1.0317452,0.82053757,1.1674569,0.9987953,0.6152412,1.139664,1.0728232,1.1030947,1.2097479,1.2675472,1.1464043,1.1500688
milk,0.8842133,1.2272348,1.2161903,0.9645614,0.90011036,1.1285871,1.136358,1.0080172,0.9552467,0.8309395,0.9809112,0.8508782,1.3103558,1.0105317,0.83562934,1.1085163,0.8444375,0.89061594,0.79958653,1.1556334,1.1521523,0.60735834,0.96605545,1.109117,0.8941298,1.1089511,1.1329844,1.1257523,1.1892157,0.99009264,1.0076699,1.1079234,0.84833765,0.97595483,1.1020951,0.9910009,0.9419142,0.99275684,0.8743068,0.87788254,1.2378285,0.7784,1.1446859,1.1684604,0.85528356,0.95978606,0.88139516,1.0398885,0.95240515,0.91884935,1.1939269,1.1226747,1.015159,1.1991968,0.92657125,1.2153625,1.2492199,0.9669683,1.1984332,1.1508261,1.004897,0.9455914,0.8182503,1.1505129,1.1591989,1.0031687,0.8938882,0.9593168,0.9821334,1.2582766,0.91089803,1.0769969,0.9462739,0.963621,0.6128968,0.92045695,1.1097567,0.8604593,1.2066305,0.9703663,1.1087205,0.84315085,0.0,0.948308,0.8520939,1.1250346,0.9652541,1.2942543,1.2305968,1.2360308,1.2751156,1.2235547,0.8082918,0.93721527,0.8795622,0.9991159,0.692821,1.0587132,1.230712,1.2493399,1.0210402,0.9977782,1.0849748,0.8026836,1.0316402,1.1053721,1.0282983,0.98060185,0.8533024,1.1590374,1.0810026,0.8451115,1.0352539,1.1304578,0.88793707,1.0113828,1.0354846,0.855249,0.87095827,0.99867064,1.1094143,1.1734487,0.84560335,1.0346488,0.84344685,1.3203871,0.9252929,1.1872293,0.9554006,0.94008565,1.2827463,1.0281109,0.98310345,1.1283531,0.82734454,0.9839443,0.9585041,0.7913748,0.9631103,1.2592623,1.2017654,0.7822743,1.1590457,0.88746756,0.8068171,1.0080513,0.87157756,1.1623155,1.0059125,1.2890005,1.0777895,1.068837
mitten,0.7064005,0.90640396,1.235983,1.0672247,0.6926757,1.1770852,1.1403055,0.8631413,1.123628,1.0378066,0.8962693,0.7791861,1.3914993,0.866637,0.5907221,1.2390652,0.6109736,0.89225376,1.1285648,1.4165508,1.4171352,0.91818917,0.9278571,1.3290268,1.1899763,1.2792699,1.282697,1.3369042,0.9839461,0.87645423,0.97166264,1.4120362,0.94180083,1.0318995,1.1625724,0.8672359,1.0368108,0.8636039,0.7112534,0.783627,1.3601213,0.9705209,1.4220804,1.2970579,1.0330129,0.8368516,0.8878506,1.0693696,1.1032841,0.6593585,0.92347294,1.0958648,0.9691374,1.201318,0.83748186,0.86944485,1.134964,1.0953519,0.7273202,1.3276026,0.9788852,0.99911886,0.83258307,1.0205218,0.5143469,1.1329943,0.86619115,0.7648131,0.5921056,1.0062268,1.0368228,1.0947878,0.8135304,0.6406066,0.83859396,0.48391116,1.207225,0.8894672,1.4512247,0.5269203,0.9282588,0.69401455,0.948308,0.0,1.1497347,0.9814508,0.7583351,1.2693508,1.1223842,1.0576342,0.93372005,1.1278157,0.9828773,0.92429686,0.5811782,0.5660507,0.87337124,1.1092234,1.3527949,1.4406166,0.9778988,0.69789296,0.99038595,0.9446008,1.0882168,1.2573671,1.0678437,0.7657198,0.95783854,1.3817871,0.90270644,1.0919863,1.090427,1.0128733,1.0548501,1.1420099,0.60764766,0.99049795,0.6376133,0.7007359,0.60311913,1.209395,1.1649098,1.2478741,0.914927,1.357206,1.0393987,1.1382113,0.551736,0.8320516,1.3443813,1.2161632,0.90402585,1.3081441,1.064177,0.6574752,1.1273082,0.8816637,1.2466977,1.0092323,1.0935282,0.877146,1.0413834,1.1791844,0.92033,1.2541201,1.1534396,1.0354507,1.1350586,1.342725,1.1519992,1.0465983
motorcycle,0.89489806,1.224973,1.1385809,1.1833233,1.0445522,1.0605705,1.141507,1.1861959,1.0567905,0.97348547,0.98329586,0.83923006,1.0977478,0.9071087,0.9640982,0.9052762,0.90217257,0.7078152,0.9377747,1.0668312,1.154393,0.9185018,1.1930459,1.0447134,0.9855304,0.93915474,1.1835973,0.68988514,1.2668715,0.91569716,0.97362417,1.0534818,0.944449,0.90865695,1.1358331,1.0704037,1.04243,1.0881506,0.8686634,1.0909737,1.1562532,0.85068345,1.1324828,1.1779345,0.9591227,0.8931107,0.91939217,1.0258732,1.1146245,0.9810852,1.2046988,1.212201,0.97903985,1.1170853,0.8957474,1.259295,1.1667764,1.0322803,1.2753192,1.1835251,0.9627673,0.9077043,0.98895025,1.0859883,1.1954502,0.52812636,1.1158491,0.9399833,1.106433,1.0600492,0.8381176,0.9029469,1.078652,0.9088198,1.0540099,0.98445153,1.1671137,0.980457,1.0877206,1.0701178,1.2234026,1.0713729,0.8520939,1.1497347,0.0,1.094767,1.0923673,1.1446053,1.2753576,1.2433646,1.191377,1.2173967,0.968321,0.96890354,0.97264534,1.0241464,0.9443336,1.1346737,1.1635264,1.1629645,0.9994613,1.2943021,1.1105186,0.90505445,0.9344606,1.2252313,1.0140151,1.148672,0.94773877,0.9155807,1.1246526,0.98791194,0.9325554,0.93691194,1.0086807,1.1308379,1.1329556,0.92200714,0.9263405,0.99434406,1.0648904,1.018844,0.91392416,1.0615382,0.8737143,1.098885,0.81075215,1.2103915,1.1363457,1.1589671,1.2232878,0.9046509,1.0000128,1.1047162,0.3278128,0.95273995,0.74538,0.86858726,1.0607026,1.2038956,1.2096072,1.081338,1.2311012,0.8618671,1.0455807,0.7631837,0.274041,1.1534727,0.89938205,1.0808997,0.86312306,1.0073104
mouth,1.2877886,0.62238216,0.77059305,0.8784573,0.9894735,0.9557117,0.9343338,0.8243946,1.2056619,1.2608294,1.1576546,1.2700447,0.8468752,1.2920675,0.9771009,1.2590169,1.2545545,1.2445236,1.1108766,0.95330876,1.0288055,1.2204442,0.9528427,1.1173631,1.2183583,1.1273334,0.9750326,1.1391631,0.82922053,1.2113844,1.3150985,1.0318619,1.1665329,1.1130148,1.1307591,0.98345155,1.172831,1.1349522,1.2145233,1.1186092,0.7608658,1.31216,0.9476028,0.7501455,1.1270921,1.2004586,1.2279164,1.1955593,1.041905,0.9959009,0.29169726,0.8710467,1.0630838,0.75314355,0.73309225,0.36984622,0.9806429,1.1861085,0.78321147,0.91845113,1.1162338,1.065215,0.9647225,0.44166464,0.934714,1.2148664,0.7909149,0.72353,0.686261,0.8029624,1.2278891,0.9624799,1.0903982,1.1759931,1.2051761,0.9930473,0.85375655,1.149727,1.138386,0.94506717,0.8561694,1.016085,1.1250346,0.9814508,1.094767,0.0,0.92597395,0.56786627,1.0053788,0.3952996,0.3663739,0.68839633,1.1516893,1.1429082,1.0109495,0.96116036,1.1188275,1.288549,0.84214115,0.87623173,1.1500293,0.59479094,1.2254468,1.1584035,1.188596,1.1163353,1.0064539,0.99904424,1.2371049,1.1055747,0.6103187,1.2171892,1.1462303,1.2348622,1.0917932,1.0409735,0.898939,1.1382356,0.97411835,1.0481559,0.84284997,0.98196274,1.2560344,1.2191856,1.2259543,0.6741878,1.2372844,0.93983144,1.1659353,1.0149554,0.8521247,1.0756636,1.0708861,0.74224365,1.2262672,0.9861199,1.1656609,1.3087697,1.051485,0.41417283,0.2539624,0.99347514,1.0438987,1.146083,1.2947869,1.1579943,1.1186652,0.82139117,1.2739046,0.627065,1.2354592,1.0526268
muffin,0.723989,1.099682,1.0788641,0.8847561,0.8235451,1.2136941,1.21357,0.9335774,1.0538752,0.90789163,0.5658725,0.9393768,1.3703456,1.1102173,0.85838485,1.2550361,0.9257243,1.0753629,1.2368084,1.3758345,1.2512785,1.0191672,0.3632471,1.3725982,1.3601732,1.1657956,1.4023995,1.3466183,0.968026,0.9644191,1.2922187,1.2279189,0.98743653,0.9639604,1.1018078,0.8177278,0.6903297,0.78596735,1.0377414,0.36481243,1.3663428,0.96183175,1.336766,1.257992,0.9456438,0.99786025,1.0678705,1.0371337,1.0517315,0.8023068,0.9399344,1.0711948,0.68399143,1.2538841,0.73528624,1.0038692,1.1753991,1.102593,1.1178522,1.2538495,1.0540457,0.93507254,0.6819267,0.92198515,1.1253352,0.9748934,1.0457597,0.75011265,0.7557039,1.1739402,1.0806937,1.0926335,0.82010096,0.9965229,0.75370336,0.86040485,1.1417999,1.0047221,1.3920891,0.7553166,0.9586118,0.7141286,0.9652541,0.7583351,1.0923673,0.92597395,0.0,1.081428,1.3892334,1.0203365,0.9453907,1.0211577,0.9973505,0.45087838,0.81394684,0.9226717,0.9013085,1.0734029,1.3050172,1.3558242,1.0323243,0.88674074,1.3293808,0.6246785,1.0833973,1.1266589,1.1112899,0.51012945,1.2654984,1.4278486,0.93403417,0.99631613,0.848921,1.1079293,0.6666207,0.96146894,0.89820117,1.0225322,0.8578236,0.94718254,1.0877837,1.2794576,1.0840864,1.1951034,0.9785156,1.2124648,0.78115356,1.2665308,0.8969858,0.7177632,1.2325987,1.2981166,0.93711984,1.20244,1.0828248,0.8827308,1.1357715,0.8842652,1.2896433,1.056879,1.0450208,0.8419526,1.4192446,1.3307976,0.922012,1.0906652,1.1329672,1.151604,1.3197049,1.2564561,1.0393513,0.86662483
nail,1.5159773,0.67041993,0.25214905,0.9850564,1.2125711,0.44696724,0.6125108,0.8397637,1.1324674,1.3590362,1.1463528,1.4171648,0.30417472,1.4602679,1.2857969,1.0469744,1.4017099,1.4046496,1.1206577,0.34563935,0.5821038,1.461242,0.9580732,0.92673314,1.0209874,0.99501187,0.6911107,0.867319,0.8277459,1.241281,1.3315997,0.63483304,1.3199755,1.0706867,0.8912124,1.197533,1.1180035,1.203258,1.39817,1.3011903,0.32791722,1.5282718,0.38230324,0.43733913,1.163523,1.2610985,1.2693262,1.2203631,1.2026304,1.2714369,0.51003355,0.56317365,1.0528798,0.63415295,1.0321661,0.51075846,0.60071737,1.1159712,0.8514888,0.730678,1.132692,1.1305435,1.3169501,0.6509192,0.88663644,1.1647878,0.8744853,0.97336435,1.0641083,0.46843892,1.2424649,0.96142066,1.3453418,1.2962315,1.4072132,1.2965807,0.82092124,1.3520477,0.63006586,1.1821244,0.8467002,1.1429458,1.2942543,1.2693508,1.1446053,0.56786627,1.081428,0.0,0.7219376,0.39975327,0.5083966,0.37301815,1.3506987,1.1713278,1.3046198,1.211255,1.3623198,1.0821738,0.526183,0.4954285,1.1691053,0.832609,1.0484078,1.276226,1.1961914,0.81601995,0.98678046,1.0330731,1.2755196,0.7240894,0.7570732,1.3391242,0.9712974,1.1227351,1.1006211,0.9694964,1.0916871,1.3180778,1.2764789,1.0981998,1.0594596,0.63278043,1.2747736,0.9492924,1.3777997,0.10306358,1.268889,0.7108602,1.2384808,1.0719672,0.4344467,0.9964674,1.2716997,0.4609763,1.3462907,1.1251283,1.184547,1.4885737,0.80804753,0.3290912,0.43160796,1.2060413,0.81309277,0.97360283,1.4422052,1.1450247,1.1781731,0.76416147,1.2382152,0.14501655,1.2501295,1.0692165
napkin,1.4576777,0.67712,0.72582155,0.8833335,1.4245546,0.7573433,0.6883465,0.8058803,0.64892447,1.2914613,1.4168811,1.420368,0.3910761,1.1717199,1.4115703,0.9184634,1.2492651,1.2516558,0.87968564,0.40190983,0.48129618,1.2292216,1.0773855,0.47798294,0.6220945,0.79531395,0.24991083,0.75506914,0.64104956,1.2677755,0.88029325,0.62291276,1.3220129,1.1440074,0.8345729,0.95744413,1.1118236,1.0205466,1.317987,1.3065481,0.3803993,1.3426461,0.40765262,0.5128993,1.1079028,1.2850416,1.1296695,1.0326426,0.95824194,1.2844179,0.91671443,0.7313348,1.3419027,0.82435834,1.4326248,0.7990094,0.5267621,0.72391206,0.5977852,0.4122311,0.93715256,1.2577746,1.4964812,0.98625755,0.52155745,1.3584505,0.7949574,1.3778335,1.2502712,0.58649564,1.2381638,1.0302505,1.2882658,1.2423096,1.1793085,1.3271143,0.61321336,1.1854963,0.45680416,1.3628138,0.6950619,1.1682098,1.2305968,1.1223842,1.2753576,1.0053788,1.3892334,0.7219376,0.0,0.6297747,0.8588612,0.70101154,1.1161102,1.3650577,1.4157296,1.1762698,1.2028241,0.7862245,0.39896452,0.41301882,1.0273619,0.87548566,0.3501014,1.3127339,0.9722988,0.4643504,0.8653203,1.1238675,0.7559846,0.48503488,1.1203254,1.1380076,0.96267503,0.9428703,1.3829637,1.0151958,0.9370417,1.1792164,1.4313414,0.74910486,0.8872801,0.47708923,1.2426593,0.6709125,1.4886979,0.5352758,1.3234754,0.50427616,0.8482158,1.2470678,0.37971342,0.88448614,1.1755059,0.62996936,1.3124164,1.3347523,1.161339,1.51296,0.6753994,0.68943834,0.74033535,1.1469452,0.059375226,0.82307965,1.0653306,1.3091466,1.1522679,0.56951964,0.771414,0.6348228,1.2746812,1.0415741
necklace,1.5593234,0.43350244,0.6351374,0.7097588,1.1517051,0.85393953,0.82492447,0.8495172,1.0642618,1.4201069,1.2399045,1.4967527,0.48806298,1.4244436,1.1138624,1.2221818,1.4148118,1.4097806,1.1457145,0.5942459,0.72337425,1.4093593,0.9549361,0.85283434,1.0417773,1.0283123,0.61676395,1.0598708,0.6880925,1.2936122,1.227385,0.8380159,1.3551934,1.1900052,1.0321897,1.0498729,1.2279499,1.2359267,1.3964844,1.2533549,0.49908614,1.5151801,0.6307328,0.60957795,1.1632288,1.3111122,1.2371716,1.184052,1.0730723,1.0095626,0.28621364,0.75109124,1.1461247,0.7324432,1.0534636,0.30040276,0.77975607,1.0047287,0.6396175,0.60319126,1.1653185,1.2086807,1.1516949,0.3591118,0.7634455,1.3446732,0.8508875,0.9048253,0.7738879,0.5346369,1.3154149,0.86479855,1.2161921,1.2192135,1.1972862,1.0942442,0.6052495,1.3052788,0.81539613,1.0653306,0.5728938,1.1677722,1.2360308,1.0576342,1.2433646,0.3952996,1.0203365,0.39975327,0.6297747,0.0,0.3630042,0.55791545,1.3035502,1.2457122,1.1364428,0.99669987,1.2913247,1.1741998,0.5190837,0.553614,1.2480175,0.54406327,1.0222119,1.2475435,1.1198428,0.8773466,0.98262113,1.0237952,1.0786465,0.9086587,0.7520008,1.2925458,1.1371319,1.1681265,1.2922544,1.0131286,0.84222203,1.1722794,1.1409711,0.9670125,0.7168037,0.557478,1.3706036,1.097881,1.4320235,0.3783474,1.3941144,0.86907977,1.1655918,1.1556485,0.4209882,0.96130574,1.1542752,0.63683015,1.407976,1.0342273,1.1853546,1.538335,0.95439,0.27578855,0.29922843,1.0481421,0.7388171,1.1484305,1.3200538,1.3097423,1.1902795,0.6150786,1.1188929,0.35318768,1.3205811,1.0230223
