,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
bear,0.5207942,1.2166255,1.2636055,1.1990786,0.82100713,1.258273,1.3269699,1.1801462,1.13164,0.75144625,0.0,0.65312135,1.3007903,0.92037153,0.8867395,0.8372819,0.6668595,0.9499774,1.2979836,1.3398046,1.3648816,1.0795983,0.75672644,1.3183682,1.3120178,1.1009979,1.4171543,1.1850162,1.1341704,0.57328695,1.1213964,1.3375889,0.8691331,0.8578953,1.2118111,0.9090555,0.7943983,0.7660402,0.8306714,0.48972148,1.360168,0.79203725,1.3773527,1.2682933,1.0583591,0.6119625,1.0534377,1.036957,1.2490156,0.860075,1.1383839,1.254534,0.20042187,1.1953043,0.93583494,1.2120188,1.1267138,1.2230376,1.2064731,1.3602834,1.1171786,0.7982608,0.8378864,1.1569294,1.2057827,0.7968149,1.3787845,0.8890466,1.030535,1.248323,0.94338125,0.7780287,0.94547373,0.731893,1.0211568,0.8054083,1.2219021,1.0125878,1.3169386,0.8571093,1.1752722,1.1326022,0.9809112,0.8962693,0.98329586,1.1576546,0.5658725,1.1463528,1.4168811,1.2399045,1.1549863,1.3095957,1.0812902,0.2216608,0.8053721,0.90208846,1.0538119,1.0654343,1.356164,1.3533306,0.907884,1.1561108,1.294353,0.88311416,0.97629845,1.4150469,0.84730864,0.71250284,1.2903353,1.3776963,0.97124296,0.9566834,0.9322245,0.92290765,0.432249,1.140174,0.937123,1.0613391,0.8574411,1.0129384,1.1108371,1.3073845,0.88409275,1.2563632,0.6691751,1.2372415,0.5358994,1.3221533,0.9545624,0.9461359,1.351716,1.1402774,1.0008613,1.3223625,0.866291,0.79415727,1.0221517,0.846933,1.3588858,1.238293,1.1899849,0.9620768,1.3808552,1.3231207,1.2072561,0.77554274,1.0404278,1.290059,1.2829791,1.214233,0.75513196,0.70230234
bed,0.5482464,1.3277154,1.5473248,1.3962228,0.5915397,1.4642712,1.5250803,1.3188139,1.0446461,0.36890292,0.65312135,0.0,1.4763653,0.28341687,0.5195049,1.210445,0.16631252,0.6579,1.0516536,1.5560329,1.5277518,0.63788843,1.0811235,1.289851,1.3089521,1.3307778,1.3731066,1.1708996,1.3274819,0.758243,0.6481149,1.4911735,0.38670826,0.8431958,1.2633759,0.8435847,1.0452424,0.8602603,0.1472863,0.6726227,1.565092,0.3232472,1.5672218,1.3982526,1.0016087,0.7505604,0.9356861,0.6832654,0.86919594,0.5818672,1.3433304,1.4442471,0.62817293,1.367843,0.8473479,1.4157231,1.4688994,1.2512445,1.2215492,1.5312086,1.267112,0.87717503,0.77465224,1.3257846,1.2943451,0.666317,1.3629328,0.87963337,1.0078069,1.4758141,0.82287025,1.1432246,0.8310238,0.4846965,0.96954376,0.42394733,1.2950697,0.62335944,1.5189284,0.70077854,1.2815511,1.0866184,0.8508782,0.7791861,0.83923006,1.2700447,0.9393768,1.4171648,1.420368,1.4967527,1.4001908,1.5507727,0.69481015,0.6110876,0.37087142,0.6041039,0.7204553,1.239127,1.5108272,1.5353442,1.1270752,1.1820934,1.029531,0.87454164,0.95630336,1.4059165,1.1248176,0.84215254,1.0737644,1.4080236,1.1325566,0.6511703,1.075053,1.1966976,0.63354075,1.2428266,0.989593,0.9299904,0.47473276,0.9933491,0.91511476,1.4723771,0.45289326,1.0816259,0.32633078,1.5094416,0.40424496,1.4006234,0.78003347,1.064371,1.6393147,1.2509252,0.8690835,1.5618488,0.77632535,0.52182245,0.9476438,0.29162443,1.436907,1.4692594,1.430692,0.9139737,1.3247063,1.2411934,0.87384963,0.77210397,1.0250258,1.266765,1.0912161,1.486879,0.636802,0.79531777
belt,1.5836678,0.69507277,0.39585346,0.95432824,1.4203274,0.47180277,0.5333057,0.85632855,0.8903747,1.3702749,1.3007903,1.4763653,0.0,1.3337274,1.4492602,0.88888675,1.3925426,1.2942805,0.9473307,0.19658935,0.3293112,1.4163423,1.1348732,0.59203994,0.6946308,0.7892209,0.31410056,0.63425475,0.80514467,1.235711,1.0984226,0.5640228,1.4173949,1.100143,0.75691605,1.1565804,1.1945584,1.1749374,1.4340494,1.4870458,0.1486125,1.495482,0.21950471,0.3643645,1.1733824,1.261006,1.200777,1.1979156,1.060333,1.3741689,0.82886064,0.6914276,1.2063463,0.55982035,1.2835416,0.73471105,0.4070661,0.9537503,0.84358054,0.46209216,0.9807934,1.2000635,1.5504539,0.8248534,0.7698962,1.2336428,0.9287427,1.2465689,1.2874522,0.43178344,1.2301278,0.89623654,1.3635743,1.3307819,1.4399412,1.383843,0.6711436,1.3699349,0.39299536,1.4229498,0.6323442,1.2975872,1.3103558,1.3914993,1.0977478,0.8468752,1.3703456,0.30417472,0.3910761,0.48806298,0.7131957,0.49744684,1.2989922,1.3134221,1.4706745,1.2999113,1.4175774,0.9936565,0.2740931,0.23968053,1.0852492,1.0561695,0.66465867,1.334809,1.0647793,0.56585443,0.9074368,1.1506468,1.0117322,0.38240933,1.049044,1.2806543,0.9435954,1.0454704,1.2891589,0.97055906,1.0934939,1.2141265,1.4468358,0.9572904,1.0259293,0.4098721,1.2612878,0.71335614,1.4625463,0.15440917,1.2964599,0.6098352,1.2299931,1.3098885,0.28812438,0.8448651,1.2583315,0.47074366,1.2938652,1.2772174,1.1185455,1.5807956,0.6116526,0.54002196,0.60150665,1.2587345,0.49589187,0.7870893,1.3381298,1.1152395,1.1235543,0.57024395,0.9578857,0.18346286,1.2446265,1.0181997
bench,0.7557471,1.1869794,1.5710101,1.3231858,0.7606142,1.4853833,1.4411322,1.3644276,0.91196036,0.40913403,0.92037153,0.28341687,1.3337274,0.0,0.7451799,1.188592,0.49128705,0.48277205,0.9616785,1.4098372,1.3282757,0.573824,1.2414892,1.0731889,1.1045885,1.3069177,1.0716295,0.9666661,1.1602058,0.8449394,0.33119845,1.4782757,0.41160846,0.9178662,1.1110289,0.7585098,1.2135043,0.9971335,0.25176716,0.84809124,1.4105171,0.34089577,1.3843727,1.3499888,0.84327793,0.84547967,0.9818696,0.53517604,0.5568656,0.7119125,1.3659031,1.4523919,0.9247755,1.3985515,0.9922476,1.383163,1.4594089,1.0916924,1.0638769,1.3142312,1.3237906,1.0110025,0.8405199,1.3106737,1.165122,0.7103857,1.2771739,1.0004945,1.0470098,1.413638,0.851089,1.1218425,0.74460196,0.6000768,0.84376097,0.5924263,1.0505279,0.4904493,1.344885,0.7523694,1.1375301,1.1664791,1.0105317,0.866637,0.9071087,1.2920675,1.1102173,1.4602679,1.1717199,1.4244436,1.3620158,1.5359025,0.520525,0.9646726,0.63815796,0.66962135,0.79659426,1.2219536,1.2754974,1.3121125,1.1344332,1.2092137,0.9679059,0.97274506,0.84093446,1.1311129,1.138109,1.0035346,0.9338198,1.1431426,1.2347703,0.51298916,1.1286556,1.1269516,0.8788298,1.1388395,1.0081171,0.9272269,0.6921471,0.9485765,0.84077185,1.2779357,0.53787655,0.83030164,0.472237,1.4561901,0.6720185,1.2578337,0.7559532,1.1535887,1.4269661,1.187809,0.8160734,1.4995668,0.79687,0.7073355,0.9186949,0.31388688,1.3238304,1.4516547,1.4281182,0.907076,1.1518034,1.1417398,0.6300546,0.8850648,0.9500431,1.0611612,0.7569973,1.4410489,0.58466405,0.97403383
bib,0.7337876,1.0716081,1.3157291,1.1737148,0.42513096,1.3655,1.3967144,1.1190572,1.2059789,0.7610668,0.8867395,0.5195049,1.4492602,0.7451799,0.0,1.3417869,0.5490502,0.86194503,1.0787631,1.4836287,1.5279615,0.7759389,1.055813,1.3715959,1.3287774,1.3209552,1.4045674,1.2733133,1.1190741,0.9880276,0.9886763,1.4366446,0.72398436,0.9272461,1.3178738,0.90805954,1.1027769,0.90157413,0.6068348,0.7691766,1.518859,0.7293657,1.5080884,1.3290936,0.95338714,0.9698822,0.8411704,0.8802832,1.1049882,0.36684024,1.0378519,1.2543577,0.8982123,1.3192823,0.65285623,1.0490959,1.4648741,1.245067,1.0044029,1.466757,1.2536013,0.8678794,0.65780854,1.0185206,1.1037412,0.84286845,1.1410723,0.64364356,0.65524423,1.3125936,0.9685353,1.0934303,0.87050796,0.49494576,0.88936603,0.37238216,1.2742356,0.80376095,1.5425782,0.51042956,1.1400635,0.8261182,0.83562934,0.5907221,0.9640982,0.9771009,0.85838485,1.2857969,1.4115703,1.1138624,1.091188,1.2780315,0.902977,0.8473234,0.15815413,0.50999874,0.7025643,1.1825515,1.4902024,1.5020373,1.1508577,0.84843475,1.2303126,0.74263346,1.1026216,1.4418805,1.2579737,0.8644328,0.9842249,1.4884608,1.1287622,0.844988,1.1815228,1.2375308,0.9301019,1.1500144,0.7940564,1.0217494,0.11848533,1.0929534,0.6342602,1.406321,0.8453233,1.270976,0.51845384,1.4236994,0.807956,1.3948945,0.8458729,0.99363774,1.5276649,1.2328203,0.9205625,1.4165323,0.97138226,0.37820143,1.0150242,0.62393296,1.4242613,1.1787995,1.1949819,0.85233784,1.3416888,1.2724257,0.9988613,0.9070168,1.0709487,1.2362496,1.2317798,1.3301015,0.81647825,0.81795686
bird,0.7594988,1.177856,0.90187967,1.0676324,1.3065364,0.7933092,0.79459286,1.0841743,0.892816,1.2447908,0.8372819,1.210445,0.88888675,1.188592,1.3417869,0.0,1.1600438,1.019636,0.91444737,0.7697001,0.7799032,1.1569531,1.1074717,0.88854855,0.72391343,0.5027723,1.0386088,0.70250374,1.0946242,0.42087615,0.95218086,0.79517037,1.224544,1.0466039,0.9584864,1.3026977,0.9175078,1.0742189,1.1462258,1.171005,0.91960305,1.0550457,0.8464323,0.93757874,1.0270057,0.42959672,0.71686316,1.1192634,1.2481203,1.2690048,1.213845,0.9209326,0.97045,0.84110326,1.1595397,1.238577,0.63784826,0.8150406,1.0400214,0.9168205,0.5014784,1.0233845,1.2237546,1.1280837,0.9203498,0.9807783,1.0634555,1.1674559,1.3242826,0.743649,0.99556845,0.64461833,1.1616768,1.159481,1.1267745,1.3758646,1.1976409,1.2121662,0.6659052,1.2761531,1.1537412,1.1552925,1.1085163,1.2390652,0.9052762,1.2590169,1.2550361,1.0469744,0.9184634,1.2221818,1.1489106,1.0165174,1.1841756,0.9419861,1.3702431,1.3445299,1.1852744,0.75481576,0.9703633,0.9263173,0.49188733,1.3979845,0.76855075,1.1420443,0.8446765,0.9508104,0.58744687,1.1803653,0.84210885,0.6777734,1.0665724,1.1547188,0.8466686,0.25115848,1.0768609,0.9752685,1.2502072,1.0036762,1.3342744,0.9368248,1.277267,0.7860482,1.1024754,1.0413156,1.195468,0.89939713,1.1244044,0.8465303,1.0705407,1.0786579,0.87546366,0.8375493,1.1595865,0.81644434,0.6903347,1.3378217,0.90865356,1.1889305,0.76217556,1.1012865,1.1640961,1.3374062,0.86562264,0.7035177,1.0853993,0.9347421,0.8403,1.0852565,0.8056245,0.945028,0.9361064,1.1020279
blanket,0.5447491,1.2924623,1.4773238,1.3234699,0.7101027,1.3423293,1.4164615,1.1789702,0.92773324,0.62291497,0.6668595,0.16631252,1.3925426,0.49128705,0.5490502,1.1600438,0.0,0.7206768,1.0182512,1.5056243,1.4681246,0.71374094,0.975088,1.3156685,1.2182652,1.243479,1.3728282,1.179058,1.2304336,0.784685,0.8094916,1.4204813,0.6692127,0.8996868,1.2426616,0.8061452,0.98975813,0.70600134,0.320535,0.6590153,1.4305921,0.5270803,1.5214658,1.3374112,1.0628464,0.75966847,0.8712912,0.97608036,1.0239524,0.59456176,1.3315496,1.3584651,0.678407,1.309164,0.95200455,1.3635731,1.2953552,1.1942091,1.1310738,1.4058412,1.1257188,0.83180463,0.9054012,1.3076627,0.983498,0.8472512,1.1779393,0.9829697,1.0243285,1.3212776,0.9210031,1.1129224,0.8496152,0.4747293,0.99271566,0.44309515,1.2988064,0.80961406,1.494214,0.7639648,1.2155296,1.0431672,0.8444375,0.6109736,0.90217257,1.2545545,0.9257243,1.4017099,1.2492651,1.4148118,1.3615189,1.4912857,0.852608,0.5772646,0.42348224,0.6383721,0.7745986,1.0996355,1.4216151,1.4654434,1.0581031,1.1289934,0.78195184,0.8879019,1.007457,1.3560213,1.0960335,0.72968674,0.8905319,1.3517762,1.1353921,0.9102523,0.9764313,1.166011,0.7285025,1.214775,0.80040574,0.924234,0.57863975,0.8117515,0.8480463,1.4151857,0.7384148,1.1486617,0.52645946,1.4521933,0.47722763,1.3195393,0.66716075,1.0376246,1.5567411,1.223065,0.9084731,1.4883249,0.84652555,0.61020446,0.9703422,0.5514701,1.3097377,1.4272641,1.3607326,0.8738636,1.0970198,1.1274756,0.95458627,0.9009875,1.0487356,1.2533526,1.172942,1.4467556,0.8714351,0.73498136
boat,0.7481411,1.2708842,1.3974831,1.1905878,0.95930475,1.2743548,1.2725322,1.1687047,1.027962,0.60824746,0.9499774,0.6579,1.2942805,0.48277205,0.86194503,1.019636,0.7206768,0.0,0.9047851,1.3468192,1.1795335,0.6519941,1.1918416,1.0908492,1.000476,1.1009691,1.2215394,0.82348776,1.2113945,0.90694463,0.7207279,1.3184108,0.71022475,0.86995876,1.029742,0.9240519,1.1241009,0.94389844,0.6837596,0.97279996,1.3219292,0.6131373,1.3257129,1.3281249,0.8166226,0.88466555,0.9582989,0.9088421,0.75471795,0.9027193,1.3588625,1.3822627,0.98766655,1.2450134,0.9623834,1.3803401,1.1406887,1.0786054,1.1739559,1.2126933,1.054146,0.97163457,0.8019158,1.2320338,1.1167625,0.6704545,1.1217743,1.0127757,1.0935103,1.308645,0.78708154,1.0231465,0.71820825,0.7127538,0.81836194,0.81384885,1.1325126,0.7193358,1.2529949,0.91149616,1.1732287,0.9348557,0.89061594,0.89225376,0.7078152,1.2445236,1.0753629,1.4046496,1.2516558,1.4097806,1.331977,1.4008191,0.7352865,1.0356752,0.87138104,0.85718274,0.7983315,1.1034801,1.239919,1.2617726,1.0022684,1.1961324,1.0420003,0.97839946,0.9291774,1.0668525,1.1559756,1.0552733,0.87481964,1.0811691,1.1946539,0.78250474,0.9409926,1.0287458,0.9207969,1.0860815,0.9766139,0.7970191,0.86189985,0.90272653,0.9467415,1.2205417,0.8304335,0.7933967,0.60265005,1.3684776,0.73795825,1.1731956,0.8587647,1.0017294,1.3092487,1.055487,0.81956524,1.363409,0.7105637,0.91519684,0.70458853,0.6045661,1.0724151,1.4256613,1.367039,0.9405374,1.2206855,1.0321398,0.70754665,0.81420004,0.79113865,1.2187302,0.82230055,1.3758283,0.7916136,1.0847437
book,1.0039189,1.114759,1.0366296,1.0065465,1.1489547,0.968318,0.9730981,1.0356752,0.7270446,1.1073983,1.2979836,1.0516536,0.9473307,0.9616785,1.0787631,0.91444737,1.0182512,0.9047851,0.0,0.9230103,0.9299236,0.42981428,1.031242,0.9876308,0.8247377,0.797235,0.8919441,0.85570526,0.9858805,1.1065223,0.98049337,0.9413811,1.0001843,1.0447255,0.8689779,0.9150521,0.9592029,1.0584062,1.0087346,1.0421599,0.83368313,0.8804204,0.9255644,0.8680389,0.82916284,1.0607245,0.72858095,1.1274819,0.7939897,1.1893964,1.1794908,1.1198097,1.3370047,1.0301375,1.0822862,1.151203,0.9108111,0.8311751,1.1446877,0.84323204,0.6549894,1.1469296,1.0980146,1.1551836,1.0051007,1.1806867,0.49521214,1.1741498,1.0466571,1.0026178,1.0533968,0.8862419,1.0898442,1.2170587,0.978226,1.1296304,0.8926067,1.0693824,0.9838555,1.1367102,0.952572,0.956852,0.79958653,1.1285648,0.9377747,1.1108766,1.2368084,1.1206577,0.87968564,1.1457145,1.2080348,1.0445783,0.9306569,1.1637318,1.131702,1.2342432,0.36592472,0.9426718,0.7969084,0.8192649,0.75790864,1.1322969,0.7947619,0.84628713,1.0210235,0.8131275,0.9909416,1.194557,0.773849,0.6918139,1.2008002,1.1037178,1.0181061,0.9511884,1.1241105,1.023766,1.1293584,0.7655658,1.1372515,1.0171032,1.1664191,1.0317904,1.0532844,0.8874784,1.0908508,1.0307004,1.1085045,0.7819196,1.0919772,1.1184254,0.9791258,1.0554262,0.9840731,0.9092364,0.94890064,1.2269773,0.9862157,0.86810744,0.7753725,1.1416696,1.0881612,0.8606324,0.7990405,0.5237859,0.69548786,1.0626186,0.9392923,1.0497476,0.9039015,1.0555582,1.1301672,1.1588179
bottle,1.5338047,0.81306565,0.34552377,0.9106177,1.4501501,0.41996443,0.50533015,0.8848014,0.77350473,1.4663335,1.3398046,1.5560329,0.19658935,1.4098372,1.4836287,0.7697001,1.5056243,1.3468192,0.9230103,0.0,0.30486166,1.3510159,1.0980123,0.57634926,0.4769349,0.7727807,0.33078825,0.5884859,0.8472918,1.2212776,1.0665972,0.47959185,1.3600318,1.1117692,0.8632005,1.2393658,1.1678993,1.2166184,1.4529555,1.4439914,0.24673903,1.4833916,0.085954964,0.36559117,1.0686834,1.2267209,1.1054403,1.1251252,1.1830406,1.390285,0.8543016,0.6298672,1.2726564,0.64706206,1.2843968,0.817343,0.53514177,0.7571645,0.90764874,0.54311717,0.9711471,1.1890329,1.3758597,0.8876369,0.7850312,1.2508035,0.86784554,1.2400626,1.3272808,0.3962307,1.2610463,0.8858052,1.4060378,1.3900049,1.1642399,1.4885647,0.7727142,1.307062,0.3326217,1.4203212,0.8886926,1.2261431,1.1556334,1.4165508,1.0668312,0.95330876,1.3758345,0.34563935,0.40190983,0.5942459,0.8227694,0.5157358,1.2575119,1.3486636,1.5249703,1.3636606,1.4131564,0.85162973,0.4242953,0.3630178,1.0470549,1.0811961,0.7096192,1.2601599,1.0041225,0.6009481,0.8725755,1.2331985,0.8817326,0.31646407,1.0368446,1.1963925,0.93594444,0.88309014,1.3131905,0.9134685,1.2184923,1.2499357,1.4726326,1.0004724,1.1012808,0.26785493,1.239324,0.79677284,1.494733,0.19458985,1.4373102,0.63106036,1.259464,1.2687721,0.2819429,0.77308774,1.2946361,0.39397907,1.2037833,1.3697712,1.0523652,1.5529583,0.54432845,0.58695936,0.69018924,1.2611194,0.46228743,0.65900797,1.2099961,1.1681005,1.0274831,0.6476757,0.81772834,0.24048102,1.2698,1.140072
bowl,1.5281162,0.85482943,0.4182676,0.5878879,1.5232028,0.4443333,0.4748329,0.82348883,0.6312031,1.2972364,1.3648816,1.5277518,0.3293112,1.3282757,1.5279615,0.7799032,1.4681246,1.1795335,0.9299236,0.30486166,0.0,1.2514946,0.92492425,0.635766,0.43311155,0.76491505,0.43756306,0.6313854,0.86527747,1.2043364,0.94114125,0.4745956,1.4682124,1.2155327,0.59422517,1.2829738,1.0137444,1.0627972,1.4455377,1.4127531,0.42217135,1.3697915,0.1918664,0.59236884,0.94331425,1.2145293,1.0302111,1.2218016,1.0076978,1.4570575,1.0046788,0.49549377,1.3262084,0.61150247,1.3595574,0.91166186,0.5337067,0.7507279,0.85192865,0.4916004,0.8977007,1.2581568,1.40682,0.97085553,0.8520834,1.2858434,0.8754355,1.3686314,1.3486755,0.52035546,1.2331457,1.0694598,1.3130012,1.4812979,1.0703771,1.5405133,0.87217516,1.3440962,0.38353068,1.5058789,0.82362497,1.0283111,1.1521523,1.4171352,1.154393,1.0288055,1.2512785,0.5821038,0.48129618,0.72337425,0.9155376,0.48016757,1.2092931,1.3173448,1.5772004,1.4645333,1.4231315,0.70326424,0.54620725,0.46619022,1.0508677,1.0861988,0.6118947,1.2153733,1.0644252,0.282592,0.92686284,1.039908,0.8730275,0.3485993,1.0672706,1.2336795,0.7934488,0.9099395,1.2436022,0.6762575,1.2579124,1.1686858,1.5363727,0.9279238,1.2028953,0.43725383,1.2455368,0.618961,1.4654948,0.40013957,1.3767507,0.5734877,1.1944646,1.0746502,0.30403936,0.90447307,1.1916333,0.47267967,1.2376897,1.4627991,1.0931759,1.4136992,0.26810753,0.71970713,0.77514505,1.322063,0.54373056,0.58988386,0.8827902,1.224643,1.0964206,0.74651885,0.8495242,0.48353428,1.3278856,1.1602942
box,0.78220725,1.3118036,1.428235,1.0939734,0.8428234,1.3527808,1.3237932,1.2155213,0.6722903,0.65058625,1.0795983,0.63788843,1.4163423,0.573824,0.7759389,1.1569531,0.71374094,0.6519941,0.42981428,1.3510159,1.2514946,0.0,0.99130785,1.1683745,0.91169786,1.0947251,1.0824828,1.1214573,1.1849463,0.9743289,0.7587523,1.2737093,0.61137366,1.0287422,1.0192351,0.82959175,0.9527194,1.036644,0.6191139,0.7473093,1.3709246,0.4577037,1.2616727,1.2715882,0.71663105,0.93913543,0.7831559,0.811437,0.58425707,0.8799483,1.3125504,1.3721395,1.0878822,1.2736701,0.9396012,1.3676459,1.4052632,0.9498223,1.2301598,1.2752229,0.9626859,1.0601355,0.7935275,1.2610676,1.1673131,0.992173,0.77452123,1.0472857,0.9666801,1.3757421,0.91786575,1.1446528,0.8318332,0.904123,0.61569375,0.83480394,1.123003,0.73349136,1.3236442,0.911663,1.1392428,0.923627,0.60735834,0.91818917,0.9185018,1.2204442,1.0191672,1.461242,1.2292216,1.4093593,1.3730183,1.4148082,0.5688336,0.9732614,0.799104,0.93226975,0.33103657,1.0547801,1.2804047,1.2991688,0.89788276,1.0784775,1.0067129,0.7158394,0.97668713,1.0874839,1.1420501,1.0246984,0.70199484,1.0599787,1.1985087,0.708917,1.1192738,1.1200346,0.9139672,1.0493603,1.0944698,0.77174073,0.813634,0.9723844,1.0429014,1.3549433,0.6771998,0.9560336,0.68853855,1.4777254,0.8992698,1.0615029,0.8847182,1.0190055,1.454354,1.1815023,0.8996948,1.3385273,0.8327267,0.9541193,0.95603406,0.46686703,1.02391,1.4393655,1.3392689,0.784165,1.1581717,0.71429574,0.4802143,0.99344623,0.9232603,1.1648346,0.85207677,1.4238616,0.93098,1.067483
bread,0.8824898,1.0162975,0.89311296,0.6950909,1.023337,1.0435799,1.1012243,0.80177075,0.76674545,1.0829252,0.75672644,1.0811235,1.1348732,1.2414892,1.055813,1.1074717,0.975088,1.1918416,1.031242,1.0980123,0.92492425,0.99130785,0.0,1.2423477,1.1758335,1.0209866,1.1838424,1.2360483,0.91090286,1.0248058,1.2861788,1.016323,1.155897,1.1081282,0.9477152,0.92527497,0.62739635,0.65279704,1.1425816,0.44568598,1.1116756,1.1323409,1.0713805,1.091067,0.9597927,1.0437577,1.0744247,1.180567,1.0977273,1.0022943,0.99071914,0.8519907,0.8378113,1.0191693,1.0135787,0.9961746,0.9327979,0.99790055,1.0163571,1.1120188,0.96335584,1.0036867,0.9683603,0.9903066,1.0550358,1.1693983,0.8988041,1.0284606,0.9813581,0.9967837,1.2017577,1.119117,1.0828713,1.2066939,0.8041216,1.0735358,1.0490849,1.1702868,1.1942749,0.97429407,0.9560124,0.70855623,0.96605545,0.9278571,1.1930459,0.9528427,0.3632471,0.9580732,1.0773855,0.9549361,1.0240605,0.8060794,1.1253366,0.57388765,1.0506068,1.128207,0.9642369,0.821208,1.1533906,1.1605608,0.9709258,0.8804353,1.0024071,0.53760266,1.204742,0.84778786,1.047645,0.4683259,1.0939617,1.1433648,0.9624869,1.2207108,0.72749496,1.0916922,0.81621563,0.8690707,0.99520624,1.0736324,1.1060245,0.8659831,1.1626104,1.0957775,1.1875352,1.1960472,1.1551775,0.97199374,0.97680926,0.9830371,0.9451471,0.6764957,1.0026572,1.2692834,0.9957056,1.0028015,1.2105521,1.1389189,1.1767495,1.0414411,0.9691557,0.9686274,0.8901808,0.99657077,1.0661434,1.1220464,0.8413114,1.1596026,1.2120155,1.124736,1.2403913,1.063049,1.2299409,0.9198689
broom,1.299975,0.94105583,0.9115978,0.99486464,1.3331003,0.84126925,0.7870673,1.0172895,0.7550316,1.1065999,1.3183682,1.289851,0.59203994,1.0731889,1.3715959,0.88854855,1.3156685,1.0908492,0.9876308,0.57634926,0.635766,1.1683745,1.2423477,0.0,0.70804876,0.7906652,0.37782115,0.83317894,0.8596839,1.1822056,0.7843965,0.6535222,1.1043243,1.1398004,0.8349336,1.0722605,1.0957924,1.1714748,1.2275279,1.26405,0.58111775,1.090597,0.5856747,0.69735134,1.05767,1.2118785,1.0367945,0.830702,0.892678,1.3173335,1.0337313,0.9075,1.297634,0.90500975,1.280932,1.0275671,0.8341105,0.7633723,0.91304135,0.5187942,1.0138731,0.9731884,1.3159413,1.0766861,1.0389504,1.0840273,1.1345296,1.2836115,1.2901878,0.8669009,0.90332615,0.96477216,0.9763347,1.2262652,1.1160227,1.3646514,0.6335969,0.99984735,0.41577482,1.3211285,0.88536143,1.2667321,1.109117,1.3290268,1.0447134,1.1173631,1.3725982,0.92673314,0.47798294,0.85283434,0.9982585,0.95110786,1.140542,1.2876965,1.3817884,1.2794124,1.2423955,0.9145829,0.5371206,0.4237656,1.0545987,1.183489,0.72002053,1.2693266,0.80634475,0.6808702,0.99835956,1.1917386,0.6935718,0.60106367,1.1676569,0.9973104,0.9382616,0.9043863,1.2519833,1.0107781,1.1446124,0.92911214,1.3719977,1.0813726,1.1397165,0.47760832,0.8969001,0.82489777,1.2530336,0.7726528,1.245831,0.787095,1.1538202,1.3019664,0.56363976,0.5658649,0.9051651,0.76153934,1.0072645,1.3466538,0.6666155,1.2746964,0.79504055,0.9173124,0.96821636,1.046397,0.56133986,0.80878305,1.0777386,1.0060291,0.930205,0.7633445,0.48233485,0.8024479,1.0642102,1.1030004
