,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bird,0.6215172,0.9969076,1.1682494,1.0524887,0.92710584,1.0585334,1.0327829,1.105215,1.0751652,0.94973576,0.9960188,0.8935155,1.2658167,1.0112066,0.88601285,0.0,0.82117,0.9538243,1.0946094,1.2744036,1.2973509,1.0035199,1.206243,1.0630443,1.1158429,1.2489629,1.1680611,0.98479646,1.010933,1.1258583,1.0652628,1.1323549,0.93556523,0.8411525,1.0563112,0.77179646,1.1696184,1.1702114,0.9465538,1.1611238,1.2401562,1.0234507,1.2712162,0.8987162,1.0092597,0.89149225,1.0100304,0.946766,1.0356711,0.8936036,1.0206692,1.1149074,0.9011824,0.90147024,1.0500023,0.85302544,0.93079436,1.0688975,0.76715827,1.2047715,0.853299,1.0053762,0.9317156,1.0988612,0.88516754,0.9670579,1.1176506,0.8087779,1.1607022,0.969494,1.0655129,0.8808245,0.8513918,0.94271207,0.8605343,1.194735,0.81357753,1.3058169,1.0833795,1.0762445,0.78028953,0.9888228,1.1035894,0.782558,0.9465691,1.0614238,1.0455917,1.1642814,1.0391053,1.0720093,1.1821065,1.1564249,0.8920077,0.8708023,0.84511113,0.9225521,0.8598293,1.2195749,1.2285113,1.0627965,1.0389472,1.0124518,1.1996518,1.0610086,1.2617736,0.9720734,1.0512396,1.0892671,0.9047376,1.2540865,0.93974626,1.0743829,0.9189358,0.732551,0.776958,0.99503297,0.8502429,0.8623343,0.90865767,1.1655295,0.9006531,1.1312528,0.9027018,1.1472982,0.86704254,1.1941602,0.8318518,0.93506867,1.2008817,0.715576,1.092288,0.9041098,0.9434835,1.061706,1.1609976,1.0239309,0.9490304,1.0171005,1.0459008,1.1492558,1.0804329,0.9801181,0.8201625,1.1929379,1.2012644,0.9947372
blanket,0.71916735,1.0779606,1.4399719,1.1287403,0.56834507,1.2266791,1.4420397,1.4746648,0.99436563,0.5911997,0.7716563,0.09783715,1.1977208,0.40723932,0.6065102,0.82117,0.0,0.86613846,1.077599,1.4787211,1.4533361,0.66771114,1.5507929,1.037703,1.1147486,1.1782002,1.1591642,0.9582714,0.56834173,0.6579116,1.2964191,1.4655114,0.6433217,0.62863576,0.7329147,0.6199786,1.4179399,1.3449244,0.26437414,1.3465626,1.4940754,0.625064,1.5105631,1.3146279,1.2497712,0.8117066,1.2444487,0.6834795,0.8759691,0.55518323,1.2376794,1.4651499,0.5842147,0.92401075,1.1370773,0.8164364,1.2897083,1.2113166,1.0083419,1.4996438,1.268684,0.91003144,0.9067421,1.3054409,0.95398647,0.7240045,1.3994211,0.7662966,1.5174584,0.88092893,1.3234234,0.8731604,0.7955494,0.8037343,0.5620727,1.2922271,0.31654656,1.35444,0.7800149,1.1161207,0.77734214,1.0443888,1.3266857,0.95808125,0.6592064,1.0628914,1.3869745,1.3812687,1.2090083,1.4037199,1.485105,0.93935424,1.1417022,0.48856962,0.38491583,0.63279325,1.2019778,1.4510019,1.4757218,1.4288925,1.1658463,0.9741743,1.5152296,1.2038993,1.484452,0.99755615,1.305068,1.3506323,0.7361051,1.3933036,1.1165793,0.7122586,0.7084922,1.0778633,0.45456922,0.9538138,0.38618833,0.8368313,0.6241089,1.1950452,0.48284596,0.85147834,0.3226536,1.373739,0.49033213,1.5386888,0.95922416,1.1247125,1.5067961,0.8513619,1.3750985,0.63566005,0.43276638,0.58802545,1.4326557,1.2881253,1.0190039,0.87663877,1.0372703,1.3408461,0.9162966,0.86473554,0.91905123,1.1789919,1.4601703,0.7061156
boat,0.81438816,1.1890776,1.2367189,0.8305362,0.99276465,1.0242347,1.0713375,1.1136644,0.8765224,0.8179829,1.1302204,0.80109566,1.121184,0.80161506,1.0180858,0.9538243,0.86613846,0.0,0.958393,1.1877993,0.9724497,0.85197103,1.1408892,1.0603043,1.076646,1.1651788,0.82526195,1.2121309,1.0052723,0.84823495,1.0367304,1.2239867,0.89824003,1.0647867,0.7901151,0.9841643,1.1109316,1.1178992,0.7820819,1.1080818,1.1249962,0.8020171,1.2141082,1.2912561,1.001192,0.9359581,1.0175259,0.95719486,0.8636029,0.9991486,1.296792,1.2132154,1.1016474,1.0181671,1.3103275,0.8191028,0.9932227,0.83657306,1.05208,1.1015589,1.0517952,0.8330827,0.73385024,1.257617,1.0511204,0.9470287,1.130249,1.0148069,1.0703315,1.1030208,1.268821,0.86193883,0.9379438,0.75289553,1.0707903,1.1166179,0.9453405,1.0880787,0.9576538,0.8363874,0.87198985,0.9692306,1.1493608,1.0155689,0.8375301,1.0478393,1.1053995,1.1520338,1.0638359,1.1793619,1.1763518,1.0383381,1.0278636,0.87028223,0.97158885,0.8517575,1.0861015,1.1415426,1.1944185,1.1385012,1.0914159,1.0194967,1.1068808,0.88461465,0.955988,0.98947024,1.2341528,1.2019017,0.9222337,1.1294737,1.2398155,0.9813437,1.0573812,0.92688406,0.9668244,0.93934166,0.8857817,0.95633715,1.0839522,0.91539097,1.0265229,0.6853545,0.77490157,1.1856297,0.9173017,1.1485744,1.1241333,0.8965365,1.0682744,0.81064737,1.0629004,0.8276682,0.8258506,0.7323625,1.0933636,1.2975107,0.94148296,0.8584791,1.1204222,1.0851829,0.72876734,0.71514094,1.0377833,1.0689403,1.1982751,0.8621794
book,0.8337017,1.1880496,1.0768627,1.0088449,1.1601326,0.9443679,1.025965,1.0119386,0.5886276,0.9534883,1.0805602,1.0158049,0.99589723,0.9281264,0.9865208,1.0946094,1.077599,0.958393,0.0,0.91991615,0.91709894,0.44943607,1.0101408,0.8775822,0.9204574,1.0691454,0.92474306,1.2059901,1.2342172,0.9639591,1.026873,1.034704,0.9104741,1.2077243,0.97886425,1.03049,0.9829679,0.94517905,0.9695067,0.95647174,0.95027614,0.7492554,0.9786978,1.0524503,0.8633665,1.0290272,0.7682336,1.1408759,0.7596009,1.1096121,1.0911417,1.1041635,1.1777251,1.0470358,1.1504793,1.0427941,1.1105306,0.9607022,1.097242,1.0175887,0.7267173,0.9148911,1.0374205,1.135731,1.0787483,0.889703,0.43778408,1.137303,1.0232422,1.0846248,1.0763466,1.0394412,1.0953647,1.0918763,1.1733983,0.906794,1.1700579,1.0171344,0.8846021,1.034927,1.1692352,0.9706254,1.041212,0.95696443,0.9874176,1.0854878,1.098193,1.1158296,0.9968181,1.0532598,1.1228023,0.95608693,0.9659926,1.0425762,1.2055395,0.42700547,1.0609642,0.98071426,0.97159827,1.0182071,0.9453328,0.59747374,0.98215914,0.93027437,0.81686854,0.89406276,1.0864477,1.0010968,0.9775927,0.9372576,1.0742874,1.0693657,1.1117886,1.0363308,1.1592869,0.8943121,1.1161482,0.877875,1.2046411,0.8165598,1.228163,0.92474055,0.93051165,1.0643785,1.0326343,0.9486399,1.0918632,1.0379716,1.022818,1.114948,1.091079,0.9729285,1.1010574,0.8984243,0.8097084,1.1786722,1.1321884,1.1088841,1.0199095,0.53923965,0.6169417,1.017682,1.0637941,1.0071535,1.0878878,1.0740644
bottle,1.3693883,0.9084564,0.60920846,0.9614158,1.3635983,0.86741364,0.6294344,0.78022075,0.8103422,1.3203638,1.1164188,1.5095563,0.62138087,1.414725,1.3053164,1.2744036,1.4787211,1.1877993,0.91991615,0.0,0.5838975,1.2555127,0.5486518,0.7776119,0.52091193,0.46375674,0.60561454,1.0858015,1.1231834,1.0208699,0.9035087,0.48391128,1.283864,1.0020635,1.1041563,1.328073,0.7695426,0.7408534,1.4502406,0.7450825,0.37825668,1.1485075,0.1554395,0.93868554,1.012812,1.2434208,0.89173234,1.1666998,1.1506858,1.276354,0.8472117,0.53682137,1.1830093,1.2583184,1.0409713,1.2154093,0.8203671,0.9113247,1.1912255,0.4893605,1.0690467,1.1758372,1.0949239,0.7729897,1.025922,1.2136198,0.67109454,1.342374,0.51324344,1.3486111,0.5355352,1.185835,1.2997091,1.1680143,1.061677,0.32634377,1.4717419,0.5551008,1.0846651,0.9810018,1.3050721,1.1834012,0.84179837,1.200269,1.3167019,1.1810701,0.84120506,0.53201973,0.47952837,0.6422472,0.55245167,0.8275633,0.9624504,1.3889035,1.3655201,1.3385103,1.1287637,0.54408824,0.54195094,0.7280687,1.049534,0.840354,0.57156426,0.85633457,0.66688746,1.0639863,0.8471708,0.6937213,1.1627941,0.5169384,1.0573013,1.0525239,1.238183,1.2112639,1.4345257,1.2060574,1.4497331,1.0730697,1.1269256,0.90352905,1.323471,1.1821678,1.4499857,0.5133372,1.3357372,0.56250864,1.1948354,1.084545,0.5315061,1.3336159,0.63873523,1.2791622,1.4753088,1.357642,0.6170244,0.83990383,1.0769465,1.0216159,0.5592401,0.6432371,1.221414,1.2278149,1.104253,0.6788813,0.47544062,1.2605385
bowl,1.3934599,1.0539993,0.6305618,0.7740961,1.465471,0.73178506,0.71037936,0.5348893,0.86639595,1.1361848,1.1848252,1.4674962,0.6267326,1.3090358,1.3377349,1.2973509,1.4533361,0.9724497,0.91709894,0.5838975,0.0,1.1287556,0.48486245,0.89487535,0.60926586,0.64261764,0.65725136,1.1208799,1.121092,1.1199983,0.663416,0.6248871,1.2676549,1.3211625,1.1699808,1.2303735,0.5560645,0.70462066,1.4646857,0.671077,0.570552,1.096662,0.3908726,1.0714107,0.6545487,1.2110183,1.0894516,1.2966951,0.9273808,1.4383789,1.0422543,0.5708569,1.2304302,1.2842515,1.1487198,1.2544994,0.878622,0.9594083,1.264956,0.4618473,0.98168564,1.0511063,1.0539889,0.9565762,1.1246054,1.2212588,0.6405491,1.4514802,0.592088,1.3449194,0.78404146,1.2145267,1.3468,1.1071652,1.3609719,0.7407109,1.540066,0.6374007,1.1775918,0.96627134,1.3961573,1.055295,0.63763726,1.2747056,1.2312065,1.1508445,0.7462305,0.6873944,0.6069596,0.84099567,0.5644679,0.89372754,0.9458543,1.4311187,1.5144942,1.2799442,0.915724,0.6682248,0.66410553,0.6400717,0.98375803,0.9619423,0.5899449,0.96623665,0.20705497,1.0773797,0.8863876,0.7704333,1.3239086,0.56893957,1.125398,1.1037496,1.1453037,1.289131,1.5078511,0.93919164,1.49104,1.0268044,1.3061353,0.6807082,1.3343276,0.6290811,1.3448653,0.65840864,1.1938446,0.4519149,1.2026029,0.69876987,0.40181106,1.3864057,0.7524837,1.2761673,1.4598923,1.1333021,0.26292163,1.0244166,1.1671079,1.1584698,0.7544695,0.70037955,0.8524872,1.2445271,1.2091985,0.99548054,0.69491565,1.2802011
box,0.76433396,1.2437047,1.3906786,1.0452253,0.89070165,0.9826978,1.2623196,1.3814456,0.64912844,0.55485135,0.99839365,0.5528775,1.2705421,0.45481908,0.7819824,1.0035199,0.66771114,0.85197103,0.44943607,1.2555127,1.1287556,0.0,1.4393318,0.95945007,0.78780085,1.1603926,1.1885839,1.1629281,1.1018097,0.6655942,1.2891386,1.3577322,0.5458942,1.0019746,0.6964145,0.9040312,1.2437173,1.1862862,0.54580843,1.169625,1.4199631,0.39932013,1.2492112,1.1970339,1.0104357,0.99661136,1.0655227,0.7302788,0.40332246,0.846735,1.2923367,1.4650996,1.0301229,0.9237452,1.2650594,0.77597904,1.4376447,0.9364965,1.0665104,1.4757683,1.036495,0.8277387,0.8220426,1.3924469,1.1420596,0.8416458,0.91050535,0.96442395,1.4615784,0.99120283,1.38669,0.87339854,1.0221132,0.84816045,0.98234713,1.0240089,0.80334556,1.2944899,0.6086532,1.023156,0.94081444,0.97409004,1.3252352,0.94808334,0.64161056,1.0244118,1.3160232,1.431062,1.3663235,1.3712707,1.5060304,0.691519,1.1076291,0.6837733,0.87804544,0.42517227,1.1006993,1.4193261,1.4216874,1.4173149,1.0623697,0.89206165,1.4091551,1.019967,1.1608171,0.96318364,1.3644216,1.1328869,0.6887522,1.266972,1.1407379,0.7014634,0.9744389,1.001547,0.91212124,0.8157602,0.78743607,0.81573206,1.0378174,0.8468866,0.8657237,0.6350842,0.5181494,1.4377573,0.89382654,1.2109449,1.0277311,0.9800822,1.4653804,0.92142236,1.287874,0.68099236,0.7178987,0.5577391,1.0324955,1.3964944,1.1054068,1.0317332,1.2887923,0.77706176,0.41524827,0.7968194,1.0072196,1.0357873,1.4435487,0.8089136
bread,1.351305,1.0243403,0.48075926,1.0542188,1.3892539,0.9946413,0.79469955,0.3340609,1.0128303,1.4613986,1.1000353,1.5980003,0.6294118,1.5204465,1.4391121,1.206243,1.5507929,1.1408892,1.0101408,0.5486518,0.48486245,1.4393318,0.0,0.933326,1.0037907,0.7614553,0.7676269,0.9499926,1.1632425,1.3355547,0.47427666,0.47681797,1.3771071,1.2647202,1.321694,1.3244852,0.1676597,0.35139835,1.5978011,0.28599834,0.35750234,1.4444313,0.48655534,0.86671466,0.77869546,1.240328,0.8783845,1.432299,1.2523056,1.43348,0.8353585,0.29701984,1.1607332,1.2939323,0.90067196,1.3139046,0.6091101,1.0368775,1.1770147,0.35506964,0.88172996,1.2348068,1.3301792,0.63595974,1.0390732,1.2531834,0.6974166,1.4038869,0.2559623,1.2670848,0.59479594,1.2634562,1.2404857,1.3978631,1.2849424,0.8200975,1.5412183,0.5368675,1.3201575,1.0842359,1.3591518,1.0786881,0.5400961,1.1554877,1.4889839,1.0785804,0.44130278,0.52275175,0.48338234,0.5916663,0.36276937,1.2005994,0.95646304,1.4966912,1.4545021,1.4491093,0.793519,0.48848146,0.41576564,0.34419352,0.9786367,0.89384365,0.13690102,1.0469549,0.3104849,1.0540398,0.50418115,0.8155556,1.3638724,0.49737096,0.8565154,1.362549,1.130068,1.2095466,1.4048729,1.2027485,1.5586542,1.232511,1.2549595,0.95142776,1.4736214,1.2683858,1.540766,0.45616072,1.2785134,0.47895658,1.1281471,0.89735246,0.36767805,1.3617339,0.72565097,1.4439859,1.5602875,1.440146,0.6203928,0.7607987,0.996353,1.1287675,0.61708057,0.7890713,1.2273633,1.3286273,1.1031057,1.0123034,0.44926238,1.4291394
broom,1.062145,0.9122079,1.0576429,1.0768441,1.1648029,1.1001089,1.0310155,0.8780793,0.7222473,0.9406643,1.0992413,1.0647229,0.814721,1.0231113,1.2176291,1.0630443,1.037703,1.0603043,0.8775822,0.7776119,0.89487535,0.95945007,0.933326,0.0,0.76476383,0.5814346,0.9181143,1.1856942,0.98173004,0.7967504,0.9322824,1.006442,0.9359187,0.91769856,1.0858796,0.98304963,0.9351232,0.90257007,1.1161346,0.9166429,0.87381345,0.69683,0.82265246,1.0620897,0.96124876,1.1906496,0.9742675,0.76027775,0.86957633,1.1235671,1.0752494,0.86442465,1.0914496,1.2312102,1.1872958,1.1584251,1.1683227,0.9705226,1.0925871,0.8727717,1.0431323,1.0189515,1.1320469,1.0757954,1.0255584,1.051246,0.8610666,1.1768298,0.95828664,1.2600101,0.95884234,1.0639843,1.1820868,0.9992476,0.9108961,0.9119086,1.2202178,0.8718562,0.6844853,0.8738421,1.1356595,1.0704966,0.8935866,1.1437225,1.1106007,1.1978126,1.0515522,1.0934981,0.7040912,1.0002193,0.96448874,0.6097498,0.9431366,1.1986282,1.1591114,1.036804,1.0597167,0.8824379,0.9252001,0.89905065,1.0816524,0.8238028,1.0354999,0.8539214,0.92658806,0.98199075,1.0138546,1.0355026,1.0009321,0.80965316,1.2201,0.5032113,1.0645771,1.1457682,1.1610472,1.0008737,1.1732413,0.8926588,1.0520079,0.9206509,0.97812694,0.9423876,1.0618112,1.013452,1.1347908,0.8922774,1.0526824,1.0106558,0.8883179,1.2308179,1.0446829,1.086528,1.2182797,1.1126882,0.9413346,1.0609019,1.0126551,0.9243838,0.6279908,0.8033973,1.0074477,1.1214567,1.0736678,0.6142964,1.008561,0.84973055
bucket,1.1448302,0.8723706,0.91290706,0.89869756,1.1332548,0.85661,0.8953526,1.020441,0.85258,0.95869786,1.1599796,1.1391829,0.79670215,0.9573172,1.0807886,1.1158429,1.1147486,1.076646,0.9204574,0.52091193,0.60926586,0.78780085,1.0037907,0.76476383,0.0,0.5202322,0.8896761,1.0534743,1.121859,0.6998988,1.1028205,0.86618745,0.9710994,1.0580586,0.95439726,1.2220001,1.041826,1.0330617,1.0640852,1.0572085,0.88195956,0.8800207,0.40289593,0.98934543,0.7941672,1.103476,1.0144101,0.97600585,0.81655,1.1119083,1.0272208,0.9849163,1.2200876,1.205373,1.1021713,1.235107,1.1174161,1.09115,1.015809,0.8237818,1.0483536,1.1155854,0.9118837,1.0559986,0.8332608,1.1958064,0.83610344,1.2444657,1.018638,1.168079,0.73558295,1.1173509,1.3424983,0.8992837,1.0833261,0.6641467,1.0976009,0.84820575,0.89237285,1.0588576,1.1512941,1.0224171,0.9460943,1.004157,0.99843556,1.1232938,1.1183897,0.997307,0.7313162,0.9546018,0.999325,0.57375795,1.1108899,1.1834862,1.064472,1.0876732,1.1050937,0.9219223,0.91083574,1.0059602,1.0619533,0.86035895,1.0101982,0.9442243,0.8740608,1.1333947,1.0324303,0.8339637,0.8480829,0.7992127,1.0694755,0.8178203,1.2647378,1.084038,1.0806262,0.97499067,1.170217,0.69996154,0.9449789,0.8759292,1.1613889,0.75627095,1.0711118,0.88642836,1.2758291,0.7768562,0.97225076,1.0534387,0.80608875,1.1325284,0.9506489,0.911098,1.1922352,1.0520549,0.54565614,1.0218868,1.1419865,0.99800766,0.75145173,0.70131373,0.9253073,1.2603692,1.0553765,0.74145854,0.9481958,1.1196846
can,1.4019225,0.73789424,0.90505797,1.0873963,1.2780432,1.1498032,0.99751896,0.94537324,0.8263179,1.2148226,1.1166669,1.2407773,0.2660805,1.0960503,1.3773215,1.2489629,1.1782002,1.1651788,1.0691454,0.46375674,0.64261764,1.1603926,0.7614553,0.5814346,0.5202322,0.0,0.5313541,0.9789436,0.75565267,0.7342258,0.91161543,0.6609181,1.172909,0.89782023,1.2121167,1.0758748,0.89479196,0.9354181,1.2337222,0.9530211,0.4856534,1.0182177,0.35670894,0.9567167,1.055585,1.1948117,1.1312852,0.8200876,0.88541365,1.2466471,0.8614529,0.75073594,1.0795196,1.3588752,0.97053736,1.2794373,0.8768354,1.0255214,1.174485,0.44093275,1.2102587,1.2253696,1.2838697,0.753683,1.0349052,1.1496493,0.930278,1.3236971,0.83527434,1.2801728,0.5312958,1.1694164,1.2520765,1.1427804,0.9497467,0.8263618,1.2332654,0.41958225,0.7787079,0.9066882,1.1686358,1.0824872,0.9369557,1.2277045,1.2864584,1.2026249,0.95032823,0.67386055,0.39441967,0.73057896,0.7134553,0.519634,0.991893,1.4289771,1.113482,1.3678496,1.2327133,0.46376073,0.48093903,0.8890853,1.0195668,0.73403347,0.82254916,0.9045936,0.83015156,1.0287054,0.8533394,0.9153458,1.1349432,0.34500813,1.0917408,0.6913678,1.1254078,1.2086221,1.262606,1.1288812,1.3593947,0.99037415,0.86808646,1.0127932,1.0961583,0.96469814,1.3167113,0.5326114,1.2310307,0.8212178,1.0694181,1.1570106,0.48851407,1.361695,0.86957276,1.2509959,1.4516442,1.4083424,0.7901144,0.7813176,1.0216298,0.89858633,0.31460762,0.95548195,1.3265115,1.2903347,1.0019934,0.55158365,0.56309366,1.0163052
car,1.3282466,1.137027,0.8809427,1.0677683,1.3691604,1.0651293,0.9883123,0.956033,0.83920175,1.1916087,1.0710075,1.1486576,0.42078793,1.0527107,1.3006263,1.1680611,1.1591642,0.82526195,0.92474306,0.60561454,0.65725136,1.1885839,0.7676269,0.9181143,0.8896761,0.5313541,0.0,1.0548536,0.80556065,0.89704394,0.91043997,0.7460552,1.1482174,1.0817617,1.112297,0.9341036,0.9320302,1.0214008,1.1456802,0.9960311,0.47303241,1.0532576,0.5815753,1.1885614,1.0971537,1.1551205,1.1896615,1.0460508,0.9513614,1.2405738,1.0342436,0.8736392,0.9896267,1.1922519,1.144226,0.9442668,0.6777438,0.9995316,1.3717135,0.47112733,1.1115482,1.058408,1.1616023,0.90316147,1.2171023,1.0159459,0.8956499,1.2917107,0.698908,1.3821876,0.75301886,1.1317514,1.0047646,1.137675,1.0495597,0.96936756,1.2441921,0.50296915,0.9252883,0.92592084,1.2383709,1.1532619,0.94063395,1.4326155,1.017241,1.2382783,0.9708748,0.579144,0.5227754,0.89409596,0.7002728,0.8459273,0.98108095,1.2902095,1.2117455,1.228553,1.1058414,0.50655884,0.57332224,0.88337874,1.012759,0.77840316,0.71226656,0.91681516,0.753868,0.9682878,0.8862157,1.0236021,1.2362126,0.40745103,1.0416634,0.94958496,1.0632701,1.1795878,1.333649,1.0835677,1.2777948,1.1303375,1.0971025,0.9855024,1.1005733,0.85755455,1.1675905,0.5575221,0.87807727,0.85628366,1.3674929,1.1688904,0.52055764,1.1613163,0.7576313,1.1241611,1.3257756,1.2786844,0.87542677,1.0541583,1.0700316,0.96225864,0.5689671,0.91412884,1.2245874,1.0774536,0.8390973,0.70352393,0.616192,0.9916487
carrot,1.1162031,0.85732603,0.81031144,1.1619282,0.8738363,1.0704341,1.116793,1.0162528,1.4381378,1.0896621,0.96195805,1.0641378,0.88846195,1.1047014,1.0086349,0.98479646,0.9582714,1.2121309,1.2059901,1.0858015,1.1208799,1.1629281,0.9499926,1.1856942,1.0534743,0.9789436,1.0548536,0.0,0.81782115,1.1865897,0.961545,1.0391232,1.0341092,0.9831557,1.1610518,0.9681631,0.97013456,1.1134636,1.086457,1.1021134,0.8460138,1.3995697,1.0603932,0.9125642,1.0340086,1.0855429,1.0995475,1.1452324,1.181848,1.0201116,0.6648647,0.8057114,0.9850439,0.9672107,0.4454425,1.0710905,0.555418,1.3632092,0.9062006,0.98046553,1.0137591,1.1357485,1.1663426,0.6554457,0.8688441,1.0533794,0.99240094,0.9339361,1.0018109,0.66492957,0.847708,1.0517794,1.0297351,1.162943,0.9865168,1.2007033,0.83836514,0.9525714,1.1991041,1.2523797,0.89394027,0.9040718,0.7805549,0.82948303,1.151838,0.69281375,0.8875347,0.72153735,1.0581114,0.8558741,0.6593571,1.1617965,1.2315419,1.0601015,0.7706835,1.0927483,0.95981073,0.91408706,0.7977233,0.9237314,1.0045394,1.0716264,0.80785847,1.3599112,1.1364839,1.1337703,0.600719,0.93854475,1.1761595,1.0595944,0.5713274,1.1352011,1.0287391,1.0369827,0.70111674,1.0180807,0.98902494,1.1901307,0.8067261,1.3059883,0.9813104,1.1023959,1.0335785,0.73317176,1.0174559,1.0426128,0.8478024,1.1905631,1.0494708,0.9128294,1.043136,1.1475368,1.0597409,1.1954046,1.1603323,0.66510975,0.7429613,0.82267356,0.8327688,1.2658322,1.3017982,1.2297192,0.724308,1.2255322,0.8867072,1.1507322
cat,1.1077352,1.0370852,1.1562608,1.1163226,0.92751855,1.1586672,1.2144479,1.2057884,1.1262196,0.8635233,0.8295781,0.62653005,0.6710025,0.90660405,0.99230653,1.010933,0.56834173,1.0052723,1.2342172,1.1231834,1.121092,1.1018097,1.1632425,0.98173004,1.121859,0.75565267,0.80556065,0.81782115,0.0,0.9061948,1.0836166,1.082359,1.0080972,0.8561473,1.0473139,0.7293158,1.1898154,1.2333785,0.8181124,1.2121865,1.0166538,0.96770394,1.115334,1.136761,1.2270898,0.8070582,1.287531,0.7960733,1.088333,0.9392223,1.0654045,1.1120831,0.48818088,1.0709708,1.053523,0.90050375,0.9103831,1.1060296,1.2299739,0.9587168,1.0897043,0.99192995,1.0927904,1.0467421,1.1386884,0.8471059,1.2578118,0.9612744,1.1128767,1.0498124,0.97088194,0.971707,0.70559144,0.99826485,0.7859124,1.135964,0.85905194,0.9170004,0.90357095,0.95407754,0.995627,1.189952,1.0595917,1.2114899,0.94098467,1.1345077,1.0111052,0.97546804,0.93322134,1.0930669,0.99513793,0.9757416,0.93839484,0.9903742,0.75286335,1.0842565,1.2957411,0.97813064,1.0171095,1.1463354,0.9387576,1.0664387,1.1516707,1.1066455,1.1972748,0.93064606,0.985942,1.1851625,1.1219665,0.8974737,1.1049185,0.80404294,0.67987055,1.1236376,0.9286351,1.0382584,0.87101215,1.1059223,0.8072641,1.2141526,0.61444026,0.9685601,0.8640802,0.95011866,0.60285133,1.2783065,1.2136786,1.1732521,0.98848933,1.0421959,1.0443937,1.0165493,0.9411875,1.0272671,1.245608,1.0904958,1.1517506,1.0155554,0.8534862,1.2452142,1.1947231,0.9313357,0.82780385,1.0282338,0.9955082,0.74142843
chair,1.0031335,1.0390266,1.3336878,1.0134323,0.9089496,1.2564983,1.2854533,1.3886986,0.7950356,0.8717864,1.0678468,0.58424544,0.9468972,0.28317285,0.88509524,1.1258583,0.6579116,0.84823495,0.9639591,1.0208699,1.1199983,0.6655942,1.3355547,0.7967504,0.6998988,0.7342258,0.89704394,1.1865897,0.9061948,0.0,1.3324018,1.1948144,0.68586695,0.81042826,0.5377244,0.9790934,1.289562,1.2347372,0.43698198,1.2178501,1.2679946,0.5042368,0.98643404,1.2412009,1.1815491,0.93088216,1.0494908,0.48232985,0.703748,0.8004729,1.2115749,1.3345202,1.0680225,1.076536,1.2304976,0.9535128,1.3675635,1.062307,1.095922,1.143333,1.3743695,0.9413686,0.8777003,1.2535714,0.97150475,0.88754815,1.2821971,0.96369916,1.3408611,1.0660695,1.1589811,0.91376305,1.0265229,0.7784445,0.76044464,0.97637737,0.79788446,1.0045875,0.3907938,0.90010726,0.91494596,0.9939878,1.2814844,1.0791401,0.8503063,1.113467,1.2822845,1.3238912,0.9964271,1.2710468,1.3816874,0.4897635,1.17038,0.8500817,0.71863675,0.8932301,1.1168684,1.1703154,1.2527959,1.3542708,1.0883319,0.7882868,1.2718081,0.8811317,1.180165,1.0001057,1.3391969,1.1883379,0.68963385,1.0428648,1.2099456,0.51695406,1.0688244,1.0862961,0.84036964,1.01114,0.7397288,0.9141917,0.79469454,0.9678726,0.8626412,0.7698028,0.75136715,1.2678938,1.0009824,1.3463356,1.0978025,1.0755955,1.1609155,0.99348927,1.2210813,0.69069993,0.7505487,0.55245054,1.2292476,1.2682691,1.060012,0.8985424,0.95067173,1.0520103,0.86047554,0.9994622,0.8992287,0.6408316,1.3024982,0.59692705
