,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jacket,0.87197536,0.9837225,1.2363827,1.2209656,0.83002216,1.1814928,1.14118,1.3373532,0.90237623,0.9439881,0.9745216,0.6710724,1.0887822,0.79328763,0.7900284,0.8605343,0.5620727,1.0707903,1.1733983,1.061677,1.3609719,0.98234713,1.2849424,0.9108961,1.0833261,0.9497467,1.0495597,0.9865168,0.7859124,0.76044464,1.2019051,1.0792128,0.8549556,0.18213475,0.8930045,0.767226,1.2142503,1.1621687,0.71928823,1.1488134,1.2002963,0.8482259,1.1710615,1.0433438,1.2268978,0.97093666,1.0382406,0.7783736,1.0373814,0.4994895,1.0752478,1.243111,0.90723103,0.99616575,1.1222676,0.9376944,1.0992343,1.0773005,1.0160934,1.2552285,1.2302698,1.0781715,1.0774437,1.1256713,0.96090376,0.8122003,1.253709,0.8232997,1.2699426,1.0537976,1.0246397,0.90035856,0.8926307,1.0048434,0.0,1.0287507,0.6461339,1.1315439,0.8426477,1.0607558,1.0076543,1.0828322,1.2917683,0.98406196,0.85705173,1.1011546,1.1415288,1.1621405,1.0131756,1.0879385,1.2337946,0.9542138,0.9618282,0.7124846,0.5526687,0.9722419,1.1185465,1.2196354,1.2473655,1.2323022,1.0699437,0.9942209,1.2536083,1.0645173,1.3560021,0.93929213,1.1886668,1.1652316,0.6720556,1.160775,1.0881648,0.8569617,0.94092673,0.8417991,0.6138418,1.0872493,0.6428668,0.8708614,0.5893986,1.086784,0.69974816,1.1840794,0.81509656,1.1566901,0.89872265,1.2707164,1.0141591,1.1318344,1.3057199,1.0181255,1.0546151,0.74445367,0.6827718,0.9495082,1.3104873,1.1233196,1.0089571,1.0529228,0.8377614,1.2073884,1.1427869,1.0001158,0.87038267,0.97278464,1.1853399,0.8848757
jar,1.1893206,0.9246062,0.82790077,0.77265865,1.1520067,0.8066565,0.6623833,0.8664114,0.82161826,1.1151265,1.0010657,1.2917349,1.0088742,1.2090782,1.1259134,1.194735,1.2922271,1.1166179,0.906794,0.32634377,0.7407109,1.0240089,0.8200975,0.9119086,0.6641467,0.8263618,0.96936756,1.2007033,1.135964,0.97637737,1.0259417,0.8061985,1.1528581,0.974116,0.9588155,1.1822172,0.8110198,0.7402869,1.2668501,0.7268485,0.86092603,0.99132735,0.508263,0.97482413,1.054758,1.1553776,0.91556597,1.0709927,0.96080035,1.1220539,1.1175914,0.8025224,1.0641855,1.1726447,1.2075362,1.1014612,1.1303165,0.8357023,1.096989,0.8497721,1.0694635,1.0056152,0.7497891,1.0889428,1.0564669,1.1052796,0.8642049,1.2122022,0.870044,1.2217371,0.973165,1.0748237,1.1639897,0.92989993,1.0287507,0.0,1.3464891,0.8319345,1.0557865,0.9051533,1.1649295,1.0582232,0.9506944,1.1412174,1.1462996,1.1376266,0.94059944,1.0296875,0.8221137,0.91583484,0.941014,0.82530737,0.9410524,1.17665,1.2845426,1.0975252,1.1199435,0.9284495,0.9854744,0.8948657,1.0302938,1.0030277,0.89264727,0.86051464,0.8130666,1.0237666,1.1564918,0.7135063,1.0843996,0.8780616,1.2491838,0.9849787,1.1381855,1.1125478,1.3157462,0.99141574,1.2418004,1.018088,1.1367297,0.77734345,1.1717007,1.0458515,1.2527254,1.0333922,1.1494448,0.7145252,1.1028792,0.84918904,0.8148898,1.1523616,0.7870908,1.1576848,1.2299826,1.0908421,0.6830301,1.0761632,1.1082593,1.0842179,0.919001,0.76110005,0.9417367,1.0563502,1.1404786,0.8584677,0.8897178,1.1282498
jeans,0.7491016,0.86053705,1.360032,1.1779124,0.47923392,1.2513857,1.4312348,1.4408267,1.2492464,0.7429867,0.8608595,0.37318397,1.2462572,0.5494202,0.59225297,0.81357753,0.31654656,0.9453405,1.1700579,1.4717419,1.540066,0.80334556,1.5412183,1.2202178,1.0976009,1.2332654,1.2441921,0.83836514,0.85905194,0.79788446,1.2156105,1.4444721,0.6841487,0.68191,0.854097,0.8489092,1.4409323,1.4072105,0.34252036,1.4124249,1.4667277,0.9237182,1.508117,1.1607506,1.2351829,0.7595478,1.097764,0.74309874,0.9539576,0.3936587,1.0602065,1.4739168,0.8196361,0.7950057,0.85266185,0.9271375,1.1566288,1.2417958,0.6479418,1.493277,1.2135001,0.9618832,0.99914086,1.162963,0.7347735,0.8897836,1.4149139,0.6814477,1.4606981,0.6166929,1.2173468,0.89717287,0.949371,0.88597775,0.6461339,1.3464891,0.0,1.3433385,0.90289354,1.2224731,0.5274274,0.880797,1.3030369,0.7170734,0.67120254,0.94159734,1.3620548,1.3099748,1.293206,1.3355265,1.4413369,0.92082477,1.1965789,0.5067564,0.13734818,0.70680225,1.1049842,1.3752856,1.3800633,1.4167205,1.1673534,0.9864724,1.4466765,1.223362,1.5334849,1.1440308,1.1266801,1.3513796,0.5973159,1.3940976,0.8999354,0.8120092,0.947074,0.8873089,0.30215633,1.019109,0.36771035,0.77972674,0.3649416,1.2288294,0.5777547,0.96370286,0.5341813,1.2832308,0.74417716,1.4963453,0.6476831,1.127582,1.5091369,0.71952486,1.3604003,0.5859786,0.3699069,0.733994,1.4644195,0.9927479,0.913908,0.81073385,1.091676,1.4329593,1.0432882,0.9623118,0.9462446,1.1394601,1.3748769,0.862608
knife,1.4099449,0.9032052,0.7738659,1.0918568,1.2626975,1.1370026,0.9619333,0.8375646,1.0122817,1.2467457,1.0135808,1.3627251,0.33271784,1.1913813,1.3741733,1.3058169,1.35444,1.0880787,1.0171344,0.5551008,0.6374007,1.2944899,0.5368675,0.8718562,0.84820575,0.41958225,0.50296915,0.9525714,0.9170004,1.0045875,0.88676286,0.5978344,1.2611784,1.1911182,1.2482252,0.9978823,0.6481011,0.65715235,1.3754117,0.6623938,0.23432136,1.2893407,0.5089693,0.8447759,1.1437436,1.2110302,1.1262906,1.1565307,1.0017046,1.3681283,0.93224466,0.6094234,1.0644767,1.3211179,0.9347862,1.2187456,0.7431749,1.0561249,1.2827938,0.22260618,1.0684444,1.2337172,1.2824724,0.6296476,1.1374289,1.1918815,0.9349772,1.3993297,0.6934912,1.2245127,0.625165,1.1355093,1.1532141,1.095469,1.1315439,0.8319345,1.3433385,0.0,1.0815256,0.83330667,1.2654893,1.1591275,0.8806829,1.2708963,1.1680939,1.1443498,0.93559235,0.56739515,0.5151025,0.63364077,0.67080253,0.889277,1.0090473,1.477351,1.3306581,1.3479457,1.1529028,0.14976525,0.21880382,0.75012434,0.9352779,0.96701735,0.6049794,1.0189624,0.7042781,1.0650371,0.77817523,0.8448396,1.2127618,0.4025389,1.0579314,1.049089,1.1347524,1.1663954,1.3493278,0.7826422,1.5106819,1.0659273,1.1516769,0.8171523,1.2798206,0.9824825,1.3153789,0.4370458,1.164229,0.8056672,1.1787552,1.145163,0.25204217,1.3062019,0.7358093,1.2204279,1.5040417,1.4007723,0.77213866,0.8364605,0.7992295,0.7164746,0.536601,0.9411859,1.2609465,1.2644559,1.1159822,0.5357672,0.32277596,1.2060311
ladder,0.96292317,1.1073023,1.3699088,1.1853372,1.0046504,1.2164696,1.2576979,1.29551,0.7501941,0.81849205,1.1065137,0.6579411,1.0051615,0.44099414,1.0132174,1.0833795,0.7800149,0.9576538,0.8846021,1.0846651,1.1775918,0.6086532,1.3201575,0.6844853,0.89237285,0.7787079,0.9252883,1.1991041,0.90357095,0.3907938,1.2357922,1.1795307,0.4412819,0.85084736,0.7167516,0.9165446,1.2239741,1.1493064,0.6424812,1.1488135,1.205231,0.43163896,1.1256446,1.1347963,1.1153843,1.014458,1.075219,0.37943912,0.60781914,0.88507974,1.2125726,1.3296529,1.0323756,1.0514398,1.2519647,0.88478315,1.321939,0.9841571,1.1007397,1.2167908,1.1905009,0.8794238,0.99252576,1.2302161,1.1745842,0.9108218,1.1721597,1.0037373,1.3279197,1.1664048,1.2465749,0.836714,0.95953894,0.8922303,0.8426477,1.0557865,0.90289354,1.0815256,0.0,0.7806089,0.9092491,1.1110765,1.2569566,1.1883725,0.8787086,1.1259254,1.2259583,1.2832714,1.0993611,1.2255442,1.3331234,0.55722475,1.0114837,0.98272514,0.8833201,0.8829824,1.0640197,1.1501746,1.2213261,1.301806,1.034983,0.9134515,1.306874,0.78541434,1.2192371,0.9743347,1.2829492,1.1915321,0.7889323,1.027007,1.1462927,0.43083644,0.97853935,1.0253506,0.97485626,0.9588145,0.8927841,0.9846445,0.9240734,0.9740922,0.79879653,0.82130814,0.7716781,1.292015,0.91890806,1.2795088,1.1290156,1.0065506,1.2286036,1.0300595,1.2330745,0.8582811,0.92249376,0.77373624,1.1972736,1.2788277,1.0246953,0.9195753,1.0198022,0.9721083,0.8124384,0.9217206,0.89478475,0.6115861,1.2741234,0.50299025
lamp,1.1093184,1.0924793,1.0904671,1.008072,1.0932006,0.92224056,0.88059086,1.0462849,0.84289753,0.95640707,1.0637993,1.067816,0.96415854,0.98643214,1.1394217,1.0762445,1.1161207,0.8363874,1.034927,0.9810018,0.96627134,1.023156,1.0842359,0.8738421,1.0588576,0.9066882,0.92592084,1.2523797,0.95407754,0.90010726,1.0633031,0.92401,0.91084605,1.0590038,0.88377476,0.84661543,1.0489383,0.9764941,1.1241449,0.9865252,0.9726301,0.8993301,1.0203365,0.7582949,1.057413,1.1982939,1.0964023,0.8432415,0.90524316,1.1277407,1.1273671,1.0405425,1.1328354,1.0992442,1.2997881,0.939416,1.2199783,0.71507186,1.2143931,0.8896744,1.0158653,0.98177445,0.82865614,1.1206627,1.2369951,1.1177318,1.1726629,1.1624677,1.0544443,1.2238417,1.1570662,0.35433257,0.9314653,0.8433696,1.0607558,0.9051533,1.2224731,0.83330667,0.7806089,0.0,1.0833733,1.107637,1.1551741,1.1341518,0.8890472,1.1356066,1.0820054,1.1541355,1.0214251,0.994254,1.1036589,0.9932752,0.9253047,1.1846218,1.2075619,1.03594,1.1476583,0.89142317,0.96431434,1.086896,0.97490305,1.1740004,1.1353832,0.7851441,0.96952856,0.9664676,1.2056012,0.90158373,0.9422477,0.90660655,1.2609955,0.8794861,1.0088636,0.836093,1.169485,0.7380953,1.1503022,1.0486453,1.2039295,0.8850508,1.020689,0.92518425,0.99543965,1.1806705,1.0890366,1.0569444,1.1509166,0.91122097,0.85491717,0.9845867,0.86382514,0.97120464,1.1387818,1.005442,0.9805844,1.2362,1.0688308,0.91220975,1.0801787,0.9551479,0.8798926,0.7804972,1.1128285,0.5914501,1.0350899,0.7456337
leg,0.8970483,0.7384583,1.2677516,1.0487936,0.54886293,1.237761,1.2883327,1.3012624,1.215256,0.8004683,0.8654874,0.7703781,1.2462358,0.7536328,0.8559073,0.78028953,0.77734214,0.87198985,1.1692352,1.3050721,1.3961573,0.94081444,1.3591518,1.1356595,1.1512941,1.1686358,1.2383709,0.89394027,0.995627,0.91494596,1.1835406,1.3224115,0.8077159,0.88968587,0.93075377,0.9519458,1.2908587,1.2347795,0.714197,1.2474777,1.3552377,0.9774989,1.3595676,1.0927248,1.1868137,0.87714595,1.0269557,0.7687797,0.9720825,0.7408384,0.9820767,1.2714167,0.87133396,0.796485,0.75929457,0.9727855,1.1420587,1.1163981,0.5842956,1.3604339,1.1997268,0.90858054,0.9397854,1.0567491,0.8795953,1.0331993,1.2927188,0.6903758,1.3293153,0.5152153,1.257902,0.84980035,0.94936454,0.9091495,1.0076543,1.1649295,0.5274274,1.2654893,0.9092491,1.0833733,0.0,0.80443895,1.2356671,0.7964512,0.93242115,0.8458606,1.2138231,1.1963038,1.3398703,1.160172,1.2729509,0.96884376,1.1599728,0.73696685,0.549111,0.8552833,1.0149628,1.2746284,1.2708836,1.2836142,1.11075,1.0684869,1.2789869,1.071962,1.3851744,1.1599734,1.1447635,1.2332994,0.899131,1.3191993,0.96522653,0.90667427,0.9278378,0.91893095,0.6884274,1.0603534,0.6487719,0.95656013,0.7184223,1.1905324,0.7655902,1.009105,0.8679378,1.195126,0.8755947,1.3085384,0.60126185,1.0105536,1.3697332,0.7254077,1.2620174,0.9330165,0.69345546,0.85929257,1.375103,0.7588385,0.71984696,0.76933545,1.2228708,1.347925,1.0207616,0.9390414,0.96248305,1.1106977,1.2255598,0.8045442
meat,0.8883477,0.7575569,0.9722279,0.61564475,0.68427926,1.0816481,1.0314204,1.0007681,1.047706,1.1107255,1.0011752,1.106373,1.1710794,0.9988433,1.0110976,0.9888228,1.0443888,0.9692306,0.9706254,1.1834012,1.055295,0.97409004,1.0786881,1.0704966,1.0224171,1.0824872,1.1532619,0.9040718,1.189952,0.9939878,1.0823401,1.2644192,1.1180291,1.0087591,1.0221767,1.0332024,1.0602432,1.0481101,1.0567,1.0656482,1.1840736,1.0609691,1.1128883,1.060644,0.9736365,0.9916651,0.7822901,1.0789361,0.90851605,1.0381633,0.97253925,1.1060032,1.2409317,0.9752793,0.8096593,1.0488974,1.0945611,1.0201247,0.5789102,1.0911607,0.9639606,1.0656236,0.8702198,1.0453275,0.57635796,0.95947456,0.92632693,0.97935194,1.1091586,0.5104065,1.1044326,1.0749418,1.0921497,1.067161,1.0828322,1.0582232,0.880797,1.1591275,1.1110765,1.107637,0.80443895,0.0,0.97660536,0.59828347,1.1513044,0.94104725,1.049975,1.1794184,1.0237273,1.0181379,1.1364123,1.0495995,1.1065078,0.94574636,0.9278705,0.95490956,0.893112,1.0660787,1.0771266,1.0457896,1.0172436,0.8415817,1.0539074,1.0638667,1.0653995,0.9544145,1.0333742,1.0057453,0.99644107,1.0937084,1.0770637,1.1010464,1.1634371,0.99834585,0.78587556,0.97364336,0.8543908,0.9066577,0.95236915,0.89431113,1.1338279,1.0052584,1.0069174,1.1185421,1.2000889,1.0294284,0.5568744,0.9027937,1.0586212,0.90957373,1.0833739,1.0419052,0.94192046,1.0334005,1.0874785,0.78820246,0.935705,0.9166744,1.027996,1.0435597,0.99899113,1.1353936,0.85438484,1.2232522,1.1793369,1.1042639
melon,1.1363903,1.0038294,0.55304015,0.91781616,1.2542161,0.81469715,0.7639153,0.22028077,1.1358495,1.2968774,1.1034174,1.4233303,0.83228415,1.3628136,1.3008507,1.1035894,1.3266857,1.1493608,1.041212,0.84179837,0.63763726,1.3252352,0.5400961,0.8935866,0.9460943,0.9369557,0.94063395,0.7805549,1.0595917,1.2814844,0.5110908,0.869629,1.327978,1.260972,1.2329769,1.1389387,0.6458969,0.749863,1.4107299,0.7996155,0.72810906,1.3414847,0.82008696,1.0490032,0.6060028,1.166833,1.0961409,1.3321418,1.1869526,1.3545223,0.9371511,0.524272,1.0943995,1.1524324,0.87869984,1.1645027,0.6562791,1.062168,1.096662,0.6891233,0.80744743,1.0880977,1.0131673,0.91415167,0.9447085,1.0910761,0.58553207,1.2230278,0.5916276,1.0725931,0.8935624,1.2317777,1.2126762,1.2246193,1.2917683,0.9506944,1.3030369,0.8806829,1.2569566,1.1551741,1.2356671,0.97660536,0.0,1.0502101,1.3328447,1.0049835,0.6789584,0.82163835,0.759846,0.94924057,0.43856335,1.1792917,0.96612084,1.3887293,1.2787368,1.2293445,0.84957516,0.7982808,0.7621472,0.23924851,0.97283983,0.95696074,0.6162572,0.95302075,0.54301614,1.0949366,0.48516202,0.8204046,1.2884253,0.80762964,0.87639403,1.1821944,1.1842666,1.1522996,1.163693,1.0575953,1.319499,1.1077881,1.1741767,1.0815481,1.3538721,1.0410998,1.2979679,0.8088985,1.1921377,0.5167115,1.0618846,0.88839513,0.64250183,1.2133847,0.89691186,1.2983084,1.3383586,1.2263747,0.7946364,0.88737476,1.0011193,1.1021049,0.8045425,0.92859113,1.1320996,1.201016,0.92704785,1.219814,0.8679285,1.2589397
mitten,0.48190922,0.8456418,1.0490284,0.9166925,0.6871351,1.0155139,1.034399,1.0694308,1.0844058,1.1302644,1.0967499,1.0559397,1.3142743,1.0637436,0.8327916,0.782558,0.95808125,1.0155689,0.95696443,1.200269,1.2747056,0.94808334,1.1554877,1.1437225,1.004157,1.2277045,1.4326155,0.82948303,1.2114899,1.0791401,1.073456,1.2183357,0.9349895,0.88927037,1.0431585,1.1261218,1.107049,1.0551333,0.94967407,1.0952226,1.2615658,1.1439261,1.223219,0.8256116,0.9137226,0.76648456,0.50338084,1.1004939,1.1143333,0.87283707,0.8600645,1.1416965,1.1880668,0.9734035,0.7963278,1.146065,1.0804778,1.0233798,0.47117138,1.2127948,0.6984991,1.0910188,0.97079784,1.0461292,0.4102372,1.1288493,1.0201887,0.8595966,1.1502825,0.55555034,0.9349782,0.9650975,1.0370581,1.1168426,0.98406196,1.1412174,0.7170734,1.2708963,1.1883725,1.1341518,0.7964512,0.59828347,1.0502101,0.0,1.0857028,0.8668855,1.0409501,1.2791219,1.0740012,1.0627775,1.235665,1.118733,1.0414968,0.844523,0.71173203,0.8728548,0.9046545,1.2182369,1.1476905,1.0810252,0.9743463,0.9287822,1.1295681,1.0429746,1.2095752,0.9938331,0.9655598,0.9795307,0.7936194,1.3199279,0.91605604,1.1555827,1.0699766,0.7478131,0.58675647,0.929924,0.841839,0.76134866,0.81377184,1.0763891,1.0758016,1.2375338,0.9360276,1.175604,1.2796841,1.1769674,0.51008165,0.9749785,1.2056286,0.6961847,1.1424623,0.8632485,0.89585656,1.0542533,1.1402628,0.87058866,1.0224131,0.938645,1.0452924,0.9227569,1.010303,1.0761157,1.0327305,1.1924314,1.2471359,1.1875502
motorcycle,0.9063543,1.2125818,1.3140078,1.0448662,0.827196,1.0114363,1.1956818,1.3675615,1.0353929,0.62392044,0.892768,0.5550628,1.2546922,0.63384664,0.6674135,0.9465691,0.6592064,0.8375301,0.9874176,1.3167019,1.2312065,0.64161056,1.4889839,1.1106007,0.99843556,1.2864584,1.017241,1.151838,0.94098467,0.8503063,1.2631285,1.3414292,0.64084274,0.9299923,0.8101549,0.7166548,1.3807375,1.2994127,0.59419173,1.2920527,1.3499244,0.64996225,1.3504641,1.1369212,1.1204398,0.9551766,1.1907163,0.8034338,0.8120661,0.6937139,1.2561414,1.426223,0.8492306,0.8792626,1.2639394,0.7823292,1.3134735,1.0308462,1.1386775,1.3900923,1.1392734,0.83741665,0.81611484,1.3034465,1.1629021,0.90288734,1.3114109,0.8635899,1.3445749,1.0216074,1.3016434,0.8655584,0.8030436,0.65794146,0.85705173,1.1462996,0.67120254,1.1680939,0.8787086,0.8890472,0.93242115,1.1513044,1.3328447,1.0857028,0.0,1.0281268,1.344214,1.2888186,1.3803395,1.3055507,1.4179994,0.83757997,1.0686449,0.709376,0.8103225,0.7085819,1.1104215,1.3038979,1.3692551,1.4117606,1.0881338,1.2344565,1.4237728,1.0709486,1.2968986,1.0315336,1.3327565,1.13033,0.5742138,1.2398884,1.1702,0.77381706,0.86233956,0.89404255,0.8535077,0.70499766,0.7099035,0.78987324,0.9291077,0.841728,0.6952829,0.69734156,0.4599713,1.3595116,0.75462735,1.3412228,1.1403743,0.9978722,1.3630179,0.7404162,1.099664,0.3300767,0.627959,0.6864064,1.1732078,1.3915861,1.1125263,0.89923817,1.3575287,1.0418345,0.6498356,0.78020036,1.1004416,0.80783844,1.252548,0.8017459
mouth,1.0944512,0.92496985,1.0149804,1.0475869,0.94518226,1.0524694,0.9863888,1.0457298,1.1935008,1.0035641,1.0273442,1.0811003,1.1712556,1.0423609,0.9200664,1.0614238,1.0628914,1.0478393,1.0854878,1.1810701,1.1508445,1.0244118,1.0785804,1.1978126,1.1232938,1.2026249,1.2382783,0.69281375,1.1345077,1.113467,1.0329145,1.1295284,1.01666,1.0750535,1.0766535,1.0207275,1.0406045,0.9593175,1.0179213,1.0276715,1.1206921,1.1351404,1.1431545,0.9012846,1.0082488,1.0411937,1.007441,1.0728731,1.0995392,1.015032,0.7016197,1.0467652,1.0848402,0.76360476,0.51207876,1.0379587,0.9765625,1.0800332,0.9079473,1.1479821,1.0523648,1.060026,0.90809447,0.6657239,0.95869464,1.0326376,1.0334018,0.6982703,1.1122731,0.6057594,1.0176548,1.038516,1.0189638,0.9402609,1.1011546,1.1376266,0.94159734,1.1443498,1.1259254,1.1356066,0.8458606,0.94104725,1.0049835,0.8668855,1.0281268,0.0,1.047096,0.91285455,1.3371484,0.81847495,1.0260285,1.1331946,1.1895801,0.9404562,0.9038681,0.94556516,0.9079589,1.0992056,1.0218041,1.0353388,1.0269016,1.1770796,0.98477584,1.0375286,1.116575,1.0897748,0.9314083,0.9050168,0.9922487,1.2015641,0.7176583,1.1552125,1.0307704,0.9867611,0.8520684,1.0758853,0.90049523,1.0232662,0.95343953,1.1699109,1.0065248,1.0832688,1.0302238,0.95867753,1.1290145,1.104223,0.8937104,1.0455003,1.178214,0.86814916,1.154573,0.93231434,0.9280281,0.98830664,1.1278892,0.7283032,0.75124395,0.9757119,1.2386924,1.1955436,1.0230002,1.006379,0.9019584,1.2091994,0.9725846,1.0465673
muffin,1.1624488,1.073209,0.6720331,0.9325347,1.352932,0.8746065,0.76049584,0.54338145,1.059484,1.3351364,1.1165968,1.4133261,0.84088516,1.4136641,1.248576,1.0455917,1.3869745,1.1053995,1.098193,0.84120506,0.7462305,1.3160232,0.44130278,1.0515522,1.1183897,0.95032823,0.9708748,0.8875347,1.0111052,1.2822845,0.5509393,0.64251345,1.2762272,1.1340675,1.2110696,1.2894421,0.5135534,0.734728,1.38986,0.6775094,0.7820424,1.3055818,0.7851831,0.8701669,0.77806085,0.9827589,0.883804,1.2801174,1.2114236,1.2344579,0.85120714,0.6459026,1.037917,1.148901,0.95694834,1.2854217,0.6059902,0.98244715,1.0269359,0.7005285,0.84156144,1.0501775,1.2316846,0.8874542,1.0048275,1.1278592,0.78649855,1.1587192,0.53195506,1.1780205,0.8155018,1.1224989,1.0728317,1.2976762,1.1415288,0.94059944,1.3620548,0.93559235,1.2259583,1.0820054,1.2138231,1.049975,0.6789584,1.0409501,1.344214,1.047096,0.0,0.75465584,0.7680816,0.78860843,0.5027979,1.1835203,0.8424572,1.2881348,1.2874973,1.2899034,0.8138751,0.8989805,0.82683885,0.59777844,0.8575112,0.93600416,0.55092424,0.966004,0.588286,0.98853767,0.6161144,0.8836108,1.2587337,0.8187354,0.884717,1.2684954,1.052982,0.9254849,1.2133467,1.2031119,1.3708001,1.1845527,1.1838046,1.0710354,1.2866538,1.2093108,1.4580283,0.76557714,1.1094825,0.61653227,1.0641986,0.7304945,0.7106112,1.2092168,0.8249258,1.3667343,1.3520845,1.2649916,0.81847286,0.8476199,1.1167884,1.3045826,0.8830778,0.90752906,1.1559397,1.1776564,1.0882617,1.1755317,0.84766746,1.2578692
nail,1.4588673,0.85911596,0.5055516,1.1606815,1.2966884,0.9643927,0.82614195,0.79748434,1.1969721,1.2980707,1.0411674,1.3862706,0.46904945,1.4648175,1.2653077,1.1642814,1.3812687,1.1520338,1.1158296,0.53201973,0.6873944,1.431062,0.52275175,1.0934981,0.997307,0.67386055,0.579144,0.72153735,0.97546804,1.3238912,0.8296206,0.4421221,1.3382394,1.1713377,1.3508459,1.2858166,0.8348377,0.9594468,1.3995696,0.9454851,0.2348094,1.4137311,0.47114766,0.86894715,1.055617,1.1888435,1.0826279,1.307183,1.2851844,1.3095546,0.57265115,0.42805165,1.0238285,1.0076598,0.5449196,1.1691405,0.45633525,1.0930083,1.1813986,0.47505957,1.0525312,1.1960377,1.4238918,0.32199645,1.0679168,1.1470472,0.7100029,1.1250774,0.4468379,1.0679134,0.3183248,1.232349,1.1549386,1.3458333,1.1621405,1.0296875,1.3099748,0.56739515,1.2832714,1.1541355,1.1963038,1.1794184,0.82163835,1.2791219,1.2888186,0.91285455,0.75465584,0.0,0.6408577,0.4657725,0.26813006,1.1969118,1.0614907,1.3523035,1.282993,1.3849114,1.0474753,0.39271253,0.29391158,0.7458381,1.0025791,0.9551671,0.4781295,1.14523,0.782908,1.1022999,0.59275544,0.8013258,1.3505142,0.48039544,0.6129594,1.3197508,1.0847479,1.2657986,1.3059864,1.299468,1.3718733,1.2326782,1.057071,1.1536279,1.2673452,1.1993089,1.4243817,0.08893621,1.1834457,0.62864625,1.1444561,1.2365,0.56365335,1.334753,0.69441956,1.349964,1.3638613,1.4569802,0.7729175,0.46051526,0.8194505,0.9920796,0.6744341,0.998864,1.4560345,1.2368463,1.0116029,0.96345025,0.16548622,1.278323
napkin,1.218594,0.7515027,0.6247114,0.99091023,1.2997195,1.0651897,0.8527523,0.66189843,0.80596614,1.398689,1.1100373,1.3344874,0.4100212,1.3465377,1.2716261,1.0391053,1.2090083,1.0638359,0.9968181,0.47952837,0.6069596,1.3663235,0.48338234,0.7040912,0.7313162,0.39441967,0.5227754,1.0581114,0.93322134,0.9964271,0.7609377,0.61868495,1.324111,0.95621467,1.2981975,1.2357651,0.72030544,0.83714813,1.3674688,0.80996734,0.4135368,1.1982945,0.421286,0.9987011,0.97077346,1.1223612,0.9055573,1.1997716,1.0787919,1.2669147,0.87620556,0.4977545,1.0876144,1.4279318,1.0056236,1.3388476,0.719622,1.0074598,1.0632068,0.31878388,0.97865105,1.2953701,1.3658161,0.7546023,0.7087178,1.250051,0.8106222,1.4558926,0.5126765,1.3245089,0.4306751,1.2806653,1.2653903,1.3679662,1.0131756,0.8221137,1.293206,0.5151025,1.0993611,1.0214251,1.3398703,1.0237273,0.759846,1.0740012,1.3803395,1.3371484,0.7680816,0.6408577,0.0,0.6508594,0.56529236,0.9163205,0.87060404,1.4168377,1.228455,1.3586879,1.1639988,0.4418224,0.45773947,0.6449754,0.991175,0.5341682,0.55353594,0.9512661,0.6414258,0.98160636,0.72417283,0.871707,1.2548542,0.3822074,1.0755055,1.0663892,1.1818411,1.2304417,1.1963847,1.1590359,1.3884257,0.9468136,0.9074716,0.9007807,1.3196242,1.1798472,1.3496499,0.46116728,1.1781366,0.6778753,0.998942,1.0638074,0.32771206,1.4313929,0.6641576,1.2968165,1.508347,1.5259788,0.7457227,0.7420757,1.1151382,1.0234228,0.1564349,0.83923537,1.412289,1.3530877,1.0899341,0.7801088,0.5535373,1.2610917
