,alligator,ankle,apple,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,coat,coffee,couch,crayon,crib,cup,dish,dog,doll,door,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
sink,1.0901948,1.0525801,1.1624299,1.0356611,0.83160424,0.8294021,0.96800405,0.7056883,1.0088899,1.0575767,0.941381,0.87919366,1.1696913,1.0297328,0.9422909,0.89099866,1.0415583,0.86784613,0.55108863,0.84208924,0.7240888,0.741765,0.73521626,0.92982507,1.1214129,0.62534976,1.0654885,1.1449275,0.9307369,0.9809731,1.0291933,1.0228426,0.81500643,0.831684,0.9640136,1.1517935,1.0906595,1.1800474,1.1312177,1.1842854,1.1325814,1.2346714,1.1305964,1.1368757,1.17608,0.8887199,0.75856805,1.0319372,0.6860424,1.1328688,0.8597865,1.1571687,0.9279132,1.1974003,1.0875834,1.0656071,1.0818887,1.058333,1.1951452,1.0861728,1.0925497,0.8489363,0.8310877,0.7693962,1.129693,1.041113,0.85001576,1.0271114,1.1037652,0.96016717,1.1885015,0.9822275,1.0768609,1.1751232,1.1240228,0.75843,1.0779464,1.178859,1.2052367,1.1220108,0.93261015,0.9335074,1.1732458,0.7098487,1.0884033,0.9266254,0.8715869,1.0673542,0.9678615,1.0486662,0.90602463,0.9057251,0.9746606,1.0808189,1.0457293,1.1581247,0.9140379,1.1349114,0.72464156,0.91472685,0.0,1.0386848,1.0040226,1.0077467,0.65713495,0.96480423,0.8347157,1.1076541,1.110742,1.1536726,0.97913736,0.8410976,1.227826,1.151039,0.9393836,0.9887796,0.8975169,0.7692292,1.065727,1.0106648,0.7534447,0.8736874,0.97504896,0.8719057
slide,0.92864436,1.1865447,1.2808591,1.1814384,1.3737365,0.99479634,0.85377306,0.6206158,0.80845386,0.7574637,1.4212377,0.6775716,0.9728773,1.3785484,0.89892745,0.36848593,1.3491783,1.3311105,1.1656337,0.82561374,1.1361425,0.88299936,1.2001644,0.75644684,1.0803221,0.98900145,1.3443496,0.93057823,0.9547069,0.8749414,1.4011059,0.6967772,1.2576702,0.98821163,1.0063219,1.1737572,0.8194089,0.82272667,1.3466539,0.9800645,1.1715962,0.82877135,1.1732228,0.66858053,1.2280008,1.2371808,1.1684033,1.0051315,1.1763685,1.3922434,1.2302264,0.3754698,1.2508638,0.93937683,0.98993486,1.4121939,1.0717987,0.48521626,0.60725015,1.1740717,0.42025757,1.3106716,1.0780045,1.4059918,1.0062097,0.8951016,0.9855652,0.31905866,1.0983095,1.1893885,1.3485425,1.2819544,1.4643317,1.1940293,1.2569237,1.0912858,1.2564495,0.7972175,0.79901564,0.82361615,1.4048107,1.3884711,1.1936988,1.1111237,1.0675604,1.3433616,1.1630712,1.2815902,1.1923726,1.2593528,1.1834037,1.043332,0.98230004,1.0309771,0.30797678,0.83964074,1.1352676,1.0814377,0.8223496,0.80499375,1.0386848,0.0,1.4692397,0.63303363,1.122397,0.86970603,1.1226553,0.5212053,0.84133524,0.42620373,0.88254565,1.1720351,1.3510351,1.2893507,0.7602713,1.2285075,0.5485787,1.0170277,0.8293798,0.6102002,1.0035157,1.2743328,1.3499551,1.0664302
slipper,1.3798428,0.6490242,0.45444632,0.6556096,0.5564228,0.9815771,1.2003511,1.3718445,1.2138078,1.3306471,0.39999628,1.2942213,1.1931732,0.4824127,1.2260231,1.2453426,0.42918158,0.36972702,0.7487018,1.2316813,0.9874541,0.7617903,0.50345373,0.97705543,0.9195509,0.9292345,0.68497497,1.3211122,1.3110012,1.3054214,0.249426,1.2415862,0.4556898,1.1298262,1.042344,0.79254544,1.4102942,1.292253,0.58978283,1.0327857,0.8995837,1.2700936,0.8980766,1.226615,0.4897645,0.8780883,1.0984439,0.90120804,0.9236294,0.39428318,0.44583273,1.384066,0.742412,1.3257565,1.0636103,0.28870988,0.93343943,1.4530743,1.252223,1.1733836,1.3002747,0.52362955,0.8861121,0.64570683,1.3338356,1.3097513,1.0423048,1.3392267,1.0901158,0.9267639,0.45509678,0.6994797,0.2900936,0.85661983,0.5502339,1.1723087,0.8708484,1.3196423,1.2265401,1.3117652,0.3907013,0.44778538,0.80868906,0.94695413,1.2604138,0.69049096,0.8246804,0.66212475,0.85508704,0.7858738,0.8725803,1.1718053,1.2506022,1.3210453,1.4200901,1.3632236,0.50641394,1.0357912,0.7723685,1.426902,1.0040226,1.4692397,0.0,1.3270018,1.1083869,1.171015,0.8258437,1.2629023,1.3509107,1.4213965,1.3817782,0.79681027,0.4473827,0.5408951,1.3758531,0.78896165,1.0096354,1.0649232,1.2888303,1.1518623,0.872085,0.7505269,0.26747692,1.1255027
snow,0.9079198,1.1553618,1.2077744,1.0822067,1.1976277,1.0060098,1.0517278,0.7582592,1.0068655,0.72692287,1.244917,0.9078445,0.87173164,1.1169161,0.68243134,0.6936862,1.101354,1.2259166,1.0783038,0.98806864,1.0482688,0.97508544,1.1214132,0.9387441,0.98533505,1.124348,1.1986234,0.8876413,0.98605186,0.9433525,1.2074518,0.85627055,1.1825458,1.1268207,1.062314,1.1705871,0.96982265,0.8525703,1.2116857,0.99537975,1.0722444,0.9640495,1.0765136,0.8369763,1.0921668,1.1786975,1.0219277,1.0513933,1.0855254,1.2010047,1.1742584,0.7153928,1.1446427,0.9882156,1.0080876,1.1978283,1.1209564,0.64133626,0.69864184,1.0879089,0.711939,1.2024623,1.0019147,1.1937886,0.9502825,0.9044895,0.9946297,0.76749456,1.0050602,1.0255625,1.2112075,1.0076023,1.2817258,1.0772762,1.1859304,1.0007429,1.132514,0.80490255,0.8921927,0.9842332,1.1575077,1.1397996,1.2139204,0.924572,1.0025721,1.1928918,1.2198434,1.1894943,1.0942693,1.0774565,1.1876479,0.9631374,0.8942747,0.96829563,0.84085107,0.9511169,1.1623132,0.9712255,1.0840459,0.7919058,1.0077467,0.63303363,1.3270018,0.0,1.0095029,0.95633906,1.0465064,0.84969777,0.95366883,0.80006874,0.93756616,1.0648518,1.2300798,1.1707977,0.851384,0.9129782,0.9464085,1.1216114,0.9655895,1.0518303,1.1243899,1.1126766,1.2840065,1.005219
spoon,1.0656192,1.0458374,1.1823096,1.0725046,0.9140611,0.98022634,0.88019955,0.97778606,1.132613,1.0777036,1.0159574,0.97842383,1.030046,1.134716,1.0083851,1.0954303,1.1448883,0.90278476,0.82090044,0.9699462,0.7880866,0.9409265,1.0694981,1.1226555,1.1652848,0.8982556,1.0049578,1.1176822,0.76985157,0.9953839,1.0496784,1.1480964,0.8487465,0.77482414,0.98803467,1.1123648,1.0649955,1.0384157,1.1373385,1.2646036,1.0220273,1.1189663,0.96935683,1.1668797,1.1716974,0.91839933,0.6278014,1.0063859,0.28017926,1.0781958,0.937375,1.0726475,0.8466295,1.0506778,0.8817392,1.1748705,1.1061325,0.9343116,1.1628428,1.0009717,1.1096089,0.7459947,1.0849923,0.9921594,1.0636463,0.9465891,0.8106433,1.1199749,0.8898437,0.9638329,1.2287776,1.0768826,1.1067934,1.0412349,1.215721,0.933504,0.99610925,1.113253,1.1027061,1.0997485,1.0382582,1.0618353,1.002151,0.9040456,1.0157226,1.0254079,0.8411166,1.0585737,0.9732886,0.9906678,1.0394013,1.0293988,0.9860769,1.0413674,0.9781451,1.0576698,0.9127124,1.1204616,0.80393755,1.0143104,0.65713495,1.122397,1.1083869,1.0095029,0.0,1.0013447,0.83025897,1.1085063,1.0807902,1.1143564,0.8816598,0.8885128,1.1601214,1.0769607,0.92382216,1.0724937,0.9855095,0.70497215,1.0523348,1.0498353,1.0193943,0.8302691,1.0070014,1.0853331
sprinkler,1.0350747,1.0309739,1.206718,1.0812073,1.1866206,1.1041073,0.90847176,1.0079666,0.9764923,0.9668366,1.1008295,0.7771172,1.0078441,1.1727939,0.8655474,0.636388,1.178531,1.1557269,1.0873051,0.87794733,1.1467298,1.0245874,0.9987035,0.9177165,1.0754873,0.64125574,1.0709665,0.97666353,0.8946028,0.88780296,1.2261001,0.4227035,1.1602777,0.9527985,1.0061911,1.1115094,0.95685863,0.92705506,1.2259972,1.1724449,1.1483055,0.9870943,1.1686074,0.9716397,1.190186,0.9983679,0.9916349,1.0702662,1.0569102,1.2406934,1.0598595,0.91458905,1.1835887,0.95477927,1.0771034,1.1989589,1.1257445,0.84558415,0.94765353,1.1091079,1.0157334,1.2090924,0.8641656,1.00054,1.0413804,0.98029155,1.0187452,1.0355312,1.0367476,1.0844779,1.2097925,1.0096484,1.1770316,1.1546097,1.2012981,1.0014231,1.0857753,0.99303406,1.0066904,0.9705934,1.1882312,1.1730255,1.1367961,0.89176154,1.0988878,1.0182029,1.0739467,1.1368787,1.1276923,1.0076946,0.96378374,0.9532379,0.95047927,0.97764087,0.960995,1.0579057,0.9724335,0.93058354,0.9086091,0.9097492,0.96480423,0.86970603,1.171015,0.95633906,1.0013447,0.0,1.0059083,0.3860749,1.0593853,0.41190696,0.92638296,1.1191617,1.2588466,1.1367337,0.9958971,0.95403045,0.9537715,0.9903654,0.74534106,0.89248717,0.86422324,1.0004183,1.1894426,0.87234193
stick,1.104179,0.99194664,0.94910514,0.99769384,0.827078,0.9148385,1.0869464,1.0294394,0.9815287,1.2062335,0.82616955,1.1107616,1.1398166,0.7821918,1.0772209,1.0367584,0.75709707,0.82694525,0.8231629,1.0018786,0.9300078,0.84144557,0.8255953,0.9802713,1.0310397,0.91702354,0.890353,1.2799945,1.1808712,1.2068682,0.6550367,1.0973285,0.8025049,1.0657911,0.9893969,1.0178543,1.2026942,1.1518599,0.9960665,1.0576369,1.0172452,1.1833253,1.0185907,1.0666796,0.76591444,0.78774536,0.85734946,0.767262,0.81264186,0.874334,0.9773635,1.0974543,0.9908094,1.1882632,1.0717378,0.9240471,1.096406,1.0418948,1.2425323,1.1829665,1.1221542,0.514651,0.7919908,0.8434779,1.1243804,1.0581098,1.1741891,1.1282674,1.0612913,0.90386105,0.9510736,0.9484948,0.80296385,1.0527902,0.9403034,1.128901,1.0413337,1.2197678,1.1761917,1.1327716,0.6456127,0.6474855,1.0130169,1.0218645,1.0816897,0.82098746,0.9957006,0.91381276,0.8297962,0.90303576,0.91790104,1.0760038,1.0136323,1.1005147,1.0977402,1.2750542,0.98416406,1.1121571,0.69157755,1.1484978,0.8347157,1.1226553,0.8258437,1.0465064,0.83025897,1.0059083,0.0,1.0838922,1.289207,1.1456122,1.2194362,1.0248936,1.0198097,0.9634188,0.99971807,0.965209,0.901787,1.0615405,1.0199534,1.0622494,0.88249874,1.0140045,0.714991,1.0821353
stroller,0.9605676,1.0366436,1.2241175,1.1045898,1.3055413,1.1355886,0.8178082,0.900054,0.9644696,0.80193275,1.337405,0.6065819,0.9554507,1.3368907,0.8993204,0.42366827,1.3017443,1.2332618,1.1441778,0.92650753,1.2215031,0.97147435,1.0897071,0.86144304,1.1359589,0.7733974,1.2381285,0.80051565,0.94410956,0.7585146,1.330901,0.24426508,1.1996635,1.0116888,1.0151016,1.1198101,0.91119194,0.8228906,1.2914371,1.1571121,1.184361,0.7904702,1.1542517,0.89061517,1.1861174,1.1165289,1.111284,1.0412931,1.0855693,1.337935,1.1152229,0.7814454,1.16678,0.89772516,1.0276319,1.2816135,1.08947,0.6772557,0.7349105,1.1183016,0.7224537,1.26718,1.0448402,1.2599263,0.99781764,0.959668,1.0565954,0.6730811,1.123907,1.2404845,1.2776701,1.1729481,1.3482947,1.2141324,1.2525353,1.1326852,1.2158545,0.82290006,0.84276825,0.90985066,1.3293967,1.3321078,1.1810025,1.0199507,1.1290302,1.1698354,1.1322749,1.145123,1.2100818,1.1021065,1.1221367,1.0813825,0.99255866,0.9794965,0.67501634,0.8130311,1.0221697,0.8762816,0.9228167,0.9476231,1.1076541,0.5212053,1.2629023,0.84969777,1.1085063,0.3860749,1.0838922,0.0,0.8893012,0.16004032,0.8658648,1.1508632,1.2601465,1.2781243,0.968332,1.1168957,0.8044274,1.0384346,0.81328416,0.6993463,0.98238343,1.2311226,1.2720239,0.96825844
sweater,0.83588064,0.91151917,1.3097904,1.4103376,1.4147418,1.2963604,0.8578395,0.6791214,0.9479622,0.67047966,1.2130249,0.6907423,0.55801123,1.3208716,0.962311,1.1097224,1.3639023,1.4629446,1.4650741,1.2133435,1.3040068,1.4760342,1.4285697,1.1331134,0.9152268,1.15715,1.3603129,0.47357643,0.86065716,0.6411051,1.4329175,0.9506601,1.5171162,1.2061424,1.0901074,1.1991837,0.6875547,0.6945057,1.3048631,0.7183342,0.90782,0.5231561,0.6666156,1.0049614,1.320992,1.3191209,1.0101775,1.3639803,1.1425899,1.1061803,1.3336802,0.841632,1.2942134,0.45657074,0.6945733,1.2655984,0.9249503,0.85341346,0.6778815,0.58498555,0.7423634,1.2769985,1.1461661,1.4187465,0.9202037,0.9965419,0.89128757,0.81355697,0.67810994,1.129775,1.1706284,1.0333649,1.1826612,0.85405326,1.3326862,0.6987314,1.0343627,0.49286234,0.54832155,1.0029422,1.3831421,1.3619815,0.7471425,1.080619,0.95140266,1.3775405,1.3924828,1.1670071,1.3413829,1.2359222,1.2916944,0.81771284,0.9838326,1.0293206,0.86802065,0.118980825,1.2195626,0.61779296,1.4587141,0.7038958,1.110742,0.84133524,1.3509107,0.95366883,1.0807902,1.0593853,1.289207,0.8893012,0.0,0.8512026,0.7605405,1.2939793,0.95730656,1.0149654,0.7024311,1.1230419,1.3973916,1.2128601,1.0265503,0.98515284,1.3092681,1.0930452,1.3338016,1.0730518
swing,0.8838023,1.1325006,1.2486308,1.1788199,1.3528426,1.1558253,0.80489945,0.8326516,0.9040951,0.7605859,1.3395606,0.6892214,0.93071777,1.3396174,0.89052427,0.4138772,1.3148997,1.3798542,1.2089238,0.89680004,1.2615447,1.0597987,1.2212127,0.8838113,1.0883076,0.9410764,1.2769194,0.81726396,0.93470615,0.803332,1.4248669,0.25982976,1.3110402,0.979227,1.028235,1.1351852,0.8332217,0.76249963,1.2862406,1.0893128,1.1458575,0.6672545,1.1517825,0.82350785,1.2331083,1.1504807,1.1446313,1.0678571,1.1509998,1.3726869,1.2823737,0.6057749,1.1977454,0.81256455,0.9933911,1.3691092,1.1315663,0.58030504,0.68666756,1.0931059,0.7233298,1.3537899,1.1016176,1.3155588,0.90440375,0.90669435,1.1050352,0.71899396,1.0860622,1.1941568,1.2715105,1.289066,1.4039721,1.1962922,1.262867,1.0946387,1.1742524,0.7841632,0.86294925,0.823874,1.3605531,1.3501995,1.2182751,1.0797988,1.0299921,1.2028284,1.1404402,1.2007082,1.2048965,1.1875355,1.1505399,1.0536035,0.94516826,0.93173796,0.620286,0.78675395,1.1630293,0.96771926,1.0118492,0.8692819,1.1536726,0.42620373,1.4213965,0.80006874,1.1143564,0.41190696,1.1456122,0.16004032,0.8512026,0.0,0.8690695,1.17298,1.3267784,1.309631,0.94427705,1.2196761,0.8419489,1.0415429,0.7437512,0.77191055,1.0245957,1.2900496,1.3519311,0.96958125
table,0.90309095,1.13132,1.3858029,1.2737255,1.3362597,1.2592484,0.68355995,0.71403545,0.9591522,0.5279788,1.2489593,0.4815039,0.8139474,1.2701046,0.621886,0.8722988,1.3434559,1.3391081,1.2831053,0.89208573,1.1702609,1.230433,1.2564021,1.1042073,1.0379616,0.7988251,1.1887505,0.7342165,0.17406154,0.37531042,1.4559078,0.7518969,1.3369663,1.0245401,0.93132937,1.181673,0.6639968,0.8449249,1.3175455,1.0697522,1.187855,1.0537683,1.168444,0.99408096,1.4131553,1.1393065,1.0911347,1.2274703,1.0716026,1.3447127,1.1971114,0.838236,1.241178,0.92978406,1.0557534,1.3810519,1.0650601,0.8489031,0.83217955,0.9055915,0.8503644,1.2929673,0.97996813,1.071745,0.9607539,0.9030665,0.90412235,0.8763788,1.005937,1.0278348,1.3639748,0.9211497,1.3695543,1.1838498,1.3288577,0.68589,1.0876849,0.7695498,0.7349367,0.87753564,1.4009033,1.3636498,1.0232737,0.55807835,0.89642674,1.1847936,1.1737282,1.1702157,1.227076,1.0771394,1.0044374,0.8058492,0.9955022,0.9570793,0.9284995,0.764053,1.1305723,0.84359926,1.1800554,0.67947006,0.97913736,0.88254565,1.3817782,0.93756616,0.8816598,0.92638296,1.2194362,0.8658648,0.7605405,0.8690695,0.0,1.2434314,1.3647721,1.1521254,0.7468599,0.91217035,1.1924659,1.0159575,0.9802437,0.8798777,1.1387283,0.8755671,1.4063008,0.95000505
tape,1.1707088,0.89110756,0.82216966,0.73402405,0.681107,0.66984636,1.1628209,1.2289196,1.1499369,1.2485198,0.8982022,1.2634505,1.1716437,0.9442819,1.1387856,1.0605669,0.89022577,0.781515,0.6382232,0.9926522,0.6963324,0.7682413,0.7994027,1.1060901,1.0637357,1.0630835,0.7203013,1.1649114,1.1736591,1.2134033,0.80812716,1.1145065,0.76634824,0.8968193,1.0354565,0.9267608,1.1629429,1.213485,0.7135493,1.0817966,0.79971695,1.0918895,1.0601566,1.0685599,0.8565206,0.9629478,0.93303,0.8910662,0.9175115,0.8775768,0.8840629,1.2097814,0.7264757,1.2301353,1.0745318,0.7939361,1.0121144,1.1391017,1.2218657,1.0764687,1.1336248,0.90046483,1.1401035,0.8480729,1.0802943,0.9589427,1.0147995,1.11323,1.0294966,0.9567002,0.8800711,1.0293145,0.8774598,0.9141985,0.6815504,1.0866427,0.8956745,1.1584806,1.2323334,1.134094,0.85276943,0.90528226,1.0648439,1.0409801,1.1283721,0.9543512,0.7151233,0.9329808,0.78622365,0.9545242,0.8931453,1.0550662,0.99836594,1.0896326,1.0502933,1.2961737,0.9111974,1.2198414,0.91171074,1.1737089,0.8410976,1.1720351,0.79681027,1.0648518,0.8885128,1.1191617,1.0248936,1.1508632,1.2939793,1.17298,1.2434314,0.0,0.8677594,0.92618597,1.1043297,1.0607696,0.8355112,0.7761964,1.1428589,1.1084927,0.9925899,1.0616663,0.85916275,0.9956574
toe,1.2938881,0.5437966,0.6185806,0.8811747,0.7951715,1.0777229,1.2230903,1.2996097,1.178722,1.2538772,0.6471806,1.3226935,1.0689299,0.66973984,1.308931,1.3357351,0.63774633,0.8445219,1.0964617,1.3744028,1.164967,1.0743067,0.96071815,1.2230282,0.9428235,1.2371074,0.98010963,1.0571878,1.3172655,1.2630413,0.47573543,1.2465854,0.83130133,1.2152152,1.1629235,0.77514654,1.2329705,1.1245854,0.6383395,0.88024503,0.5487945,0.9574539,0.26894295,1.1946313,0.72669256,1.1757723,1.0006658,1.1211112,1.0787251,0.37067693,0.8488079,1.2769108,0.75299287,1.0400496,0.49626815,0.5044067,0.9074583,1.348778,1.0963807,0.874264,1.2111497,0.69333255,1.2137753,1.0579854,1.1919333,1.1724247,1.0380397,1.2329963,0.6775766,0.93176174,0.42310745,0.73976254,0.4658438,0.39036757,0.6244324,1.1236658,0.702549,1.0937748,1.0397567,1.3222579,0.6498217,0.68413955,0.51177573,1.2531573,1.1992958,1.0632101,1.0388865,0.93218195,0.8802816,0.9991469,1.1334394,1.1110513,1.1416308,1.2912575,1.3012043,0.91858625,0.8928836,0.8792784,1.1789033,1.2316747,1.227826,1.3510351,0.4473827,1.2300798,1.1601214,1.2588466,1.0198097,1.2601465,0.95730656,1.3267784,1.3647721,0.8677594,0.0,0.40566254,1.231537,0.90150046,1.234503,1.1668756,1.2620492,1.2721388,1.1924583,0.90061367,0.6026056,1.133254
tooth,1.2222453,0.7209776,0.7513603,0.96800905,0.8237462,1.1358572,1.2010814,1.1738921,1.1563303,1.1733599,0.48692977,1.2071779,0.99383795,0.7355993,1.1470983,1.2818629,0.6797547,0.82397544,1.1223311,1.2664905,1.1489924,1.0604552,0.87666076,1.2270966,0.773952,1.0310911,1.0024738,1.071705,1.120602,1.0884967,0.58033466,1.2519969,0.8296149,1.1913311,1.1557293,0.91682315,1.1590259,1.0672883,0.7366291,0.97010064,0.85672784,1.1909431,0.63569975,1.0895886,0.7743828,1.1685749,1.0644683,1.153615,1.1177236,0.5515646,0.88108426,1.2299726,0.90949845,1.142331,0.8224156,0.6197716,0.89729285,1.3217573,1.1155257,0.9210248,1.1519473,0.8022746,1.0093524,0.93578595,1.2269871,1.1355957,1.0020778,1.1889187,0.75634956,0.81718266,0.6191427,0.6347172,0.5213913,0.62400275,0.8038246,0.9735177,0.75669456,1.0526443,0.9816923,1.2792541,0.6825218,0.7011936,0.6451105,1.0218046,1.1956693,0.9902257,1.0713465,0.99425405,1.0046791,0.9519249,1.0490296,0.89357984,1.1865396,1.2203549,1.2713354,1.0144295,0.9501811,0.91750664,1.1179726,1.1298003,1.151039,1.2893507,0.5408951,1.1707977,1.0769607,1.1367337,0.9634188,1.2781243,1.0149654,1.309631,1.1521254,0.92618597,0.40566254,0.0,1.0889752,0.8179966,1.2376211,1.1905313,1.2307763,1.2156554,1.0714265,0.76068664,0.6608523,1.1240329
toothbrush,0.86843574,1.1321087,1.3411217,1.3548127,1.2800231,1.0149032,0.8052976,0.7326833,0.9783782,0.7635286,1.2272824,0.8301329,0.7046412,1.2495265,0.9636316,0.9873861,1.2304605,1.3093596,1.2003673,0.92640364,0.9531316,1.2276642,1.2476472,1.1035839,1.0753943,1.0266291,1.2018276,0.8855041,0.7984274,0.8706088,1.2882571,1.0310673,1.3114516,1.0386424,1.0996768,1.219947,0.80138534,0.8629144,1.2446495,1.020288,1.0999178,0.91602135,1.030734,0.86447984,1.2175628,1.1412189,0.81672204,1.1686646,1.0650934,1.2467935,1.2218057,0.93804914,1.2111518,0.8131075,0.88507646,1.3330203,1.0637947,0.7108041,0.9199864,0.8711273,0.7049441,1.1549922,1.0538918,1.144719,0.91305834,0.915895,0.8651589,0.7517433,0.9092291,1.0637476,1.3290852,1.0046831,1.2868962,1.0934678,1.2552314,0.8614472,1.0928922,0.73008746,0.8859855,0.9150262,1.2381483,1.2079397,0.9751756,1.0018133,0.86414695,1.1747953,1.2519976,1.2727042,1.2849426,1.0513725,1.0738833,0.81387687,0.95731896,0.93028885,0.73456913,0.6620413,1.154663,0.9543115,1.127414,0.83442795,0.9393836,0.7602713,1.3758531,0.851384,0.92382216,0.9958971,0.99971807,0.968332,0.7024311,0.94427705,0.7468599,1.1043297,1.231537,1.0889752,0.0,1.0622967,1.108781,1.0523973,0.99074805,0.9576362,1.1143392,0.9748451,1.2793136,1.014593
towel,1.081685,0.98027736,1.0696688,1.0640515,0.95711964,1.0496604,0.90612507,1.039824,1.1529918,0.87136674,0.8360622,0.91993785,0.8395263,0.9404997,0.45637363,0.98837537,0.979221,0.9603381,1.0679336,0.99383396,1.0693424,0.9612001,0.81347615,1.120281,0.88102585,0.8525335,1.0188534,0.93265986,1.0291609,1.0534751,0.8681015,0.9767625,0.94772494,1.1068684,1.059177,0.9850716,1.0783356,0.83368015,1.067175,1.0816556,1.0519786,1.2566533,1.0570567,1.0517486,1.0101795,1.0491884,1.0476671,1.0944777,1.1052907,0.94132113,0.84467083,1.1890137,1.0929179,1.1899475,1.0981095,0.92227125,1.0521455,1.2579238,1.0273007,0.99514765,1.034631,0.929338,0.8337951,0.82557917,1.2144256,1.1600404,0.9296443,1.2235855,1.0786579,0.8667344,1.002641,0.26165116,0.8433555,0.99135005,1.0311216,0.92683697,0.95727015,0.90453213,0.71454287,1.0983492,0.913973,0.93288004,0.8075547,0.7461612,1.087281,1.0070701,1.1203728,1.0218,1.1604661,0.7246618,0.9248407,0.8363606,1.1182768,1.0678009,1.3286697,1.1041718,0.8728415,0.6197527,0.9179696,1.0261843,0.9887796,1.2285075,0.78896165,0.9129782,1.0724937,0.95403045,0.965209,1.1168957,1.1230419,1.2196761,0.91217035,1.0607696,0.90150046,0.8179966,1.0622967,0.0,1.0988374,1.1113727,1.1324217,1.0218147,0.95066047,0.78252405,0.9352402,1.0119615
toy,1.1538041,1.1383824,0.8675287,0.65682584,0.9182767,0.4986602,1.0159072,1.1535509,0.96747637,1.286771,1.1843855,1.1148725,1.2635666,1.0912565,1.0621438,0.47812653,1.0283641,0.73078066,0.55672663,0.7422619,0.67981374,0.29929864,0.77512527,0.73238987,1.2289959,0.8884308,1.0121257,1.35214,1.1517231,1.2602165,0.93737733,0.96659964,0.6872939,0.77716446,0.89564687,0.8922813,1.2570455,1.0570123,0.92573047,1.2299409,1.2798011,1.1586035,1.2846019,0.88911766,0.82394385,0.8379059,1.078452,0.44321954,0.932158,1.2314569,0.7026903,0.8530329,0.8446464,1.3018914,1.0930016,1.0220925,0.9493972,0.8551829,1.108536,1.3360555,0.7636722,1.0666015,1.0183176,1.0667628,1.1129495,0.98161685,0.9015421,0.7604089,1.1891764,1.1906165,1.1235598,1.2225218,1.18189,1.2429202,0.8808168,1.326262,1.2024021,1.1857647,1.1739095,0.97272205,1.0797372,1.0699484,1.2586792,1.0944114,1.1309164,0.93975866,0.7312521,0.9421622,0.8365419,0.8799505,0.9450674,1.3074551,1.0253252,1.0180877,0.47871727,1.3803456,0.84820354,1.2712797,0.3690964,1.2551758,0.8975169,0.5485787,1.0096354,0.9464085,0.9855095,0.9537715,0.901787,0.8044274,1.3973916,0.8419489,1.1924659,0.8355112,1.234503,1.2376211,1.108781,1.0988374,0.0,0.7840744,0.9291941,0.6458553,0.76251066,1.1756983,0.93922484,1.1406782
tray,1.1138233,1.1330743,0.99892384,0.88199407,0.8784128,0.7192176,0.97262806,1.1328087,1.0124719,1.1310486,1.1072505,1.0815458,1.1653048,1.1764431,1.0091963,0.9497036,1.1347594,0.9101934,0.6613138,0.8126222,0.64671695,0.7720598,0.94436365,0.99240327,1.209916,0.7947085,0.9088941,1.2442334,0.9553607,1.0695918,1.1213756,1.0464112,0.86883837,0.12341118,0.9669978,1.0439816,1.1503654,1.0851327,0.79127884,1.1923265,1.1135898,1.1540267,1.1174169,1.0410448,1.1221585,0.7242199,0.84370255,0.8819834,0.7669033,1.2235771,0.95747113,1.0870858,0.5863011,1.2157671,1.0144954,1.1759031,1.1409032,1.0548656,1.1098534,1.2046077,1.0566043,1.0000888,1.0979838,0.95113695,1.0860171,0.9160377,0.949609,1.0602149,1.0232476,1.0639291,1.1808213,1.2051924,1.2225223,1.0916721,1.0120823,1.1624926,1.1341249,1.1346817,1.2482458,1.0055861,1.103779,1.0928738,1.2063305,0.9715289,1.1126071,0.87815815,0.17639983,0.9711597,0.89497745,0.98584175,0.94810903,1.1689684,0.96981335,1.0355842,0.9588966,1.1743839,0.851166,1.2109994,0.79039943,1.1693739,0.7692292,1.0170277,1.0649232,1.1216114,0.70497215,0.9903654,1.0615405,1.0384346,1.2128601,1.0415429,1.0159575,0.7761964,1.1668756,1.1905313,1.0523973,1.1113727,0.7840744,0.0,0.977528,0.9409873,0.8236222,1.0828586,1.0178684,0.98293245
