,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slipper,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
cup,1.3889408,0.83046395,0.8837991,1.4486485,0.98157656,0.5520354,0.8314092,0.65235627,1.2837229,1.4818975,0.81257844,1.3813208,1.4057338,1.0950366,1.5299679,1.4032321,1.01119,0.22192788,0.42657095,0.90571886,0.6740894,0.51419795,0.5784543,0.7784874,1.0413667,0.7770225,0.7338453,1.0330262,1.2559254,1.1827784,1.1812057,0.8265617,1.2989578,0.820262,0.45936155,1.222246,0.0,0.9001783,0.9064613,0.80890834,1.1875224,0.82141024,1.2078934,0.9690454,1.1699171,1.2784398,0.94004214,0.9596877,0.8151331,0.81420267,1.014133,0.7842976,0.86039436,1.0966971,0.70185494,1.357002,1.3621311,1.3418099,0.58342797,0.8419473,1.2028927,1.327013,0.56172013,1.435571,0.82111377,1.2653724,0.908393,1.2306368,1.2913957,1.2831357,1.082552,1.2242904,0.67874146,0.92020816,0.64773095,1.0583487,1.050475,0.86034715,1.3607212,1.2583647,1.2880518,1.225978,0.48484737,0.48944002,0.9823888,0.9875283,0.8452693,0.67641693,0.76249856,0.5702542,1.2408875,1.0690287,0.9411163,0.89411026,0.90269923,1.1011028,0.8390876,0.7087,1.3741596,0.73690605,1.2663839,0.6326183,0.8110447,0.56281304,0.6394789,0.83143115,1.2254965,0.69852006,0.57155395,1.0513082,1.3210663,1.2309687,0.54969895,0.821641,0.75467443,0.94553626,0.97147936,0.4772563,0.7681325,1.1532364,1.0004244,0.65025204,1.2736425
deer,1.0121628,0.8655125,0.9776016,1.2388244,1.0411737,0.8601226,0.840039,0.9111188,1.2658739,1.272072,0.8355616,1.2369804,1.213929,0.84556746,1.261827,1.2034919,1.0759571,0.94463444,0.8657236,1.0622598,0.7717705,1.0053513,1.0420324,0.8545649,0.77910906,0.9230399,0.80035186,0.910028,1.0540898,1.1840279,1.1965162,0.9971784,1.2228094,0.8939594,0.9114169,1.2422204,0.9001783,0.0,0.76596093,0.7291655,1.1094075,0.8996247,1.1555488,0.9880461,0.90629345,1.2090598,1.0123147,1.0318896,0.80707055,0.9392441,0.86039406,1.0199306,0.8109368,0.99844295,1.0001757,1.19314,1.2344656,1.2206548,0.8228594,0.7652159,1.1005343,1.145462,0.8666793,1.2488346,0.95307803,1.2523282,0.8290663,1.1075954,1.1775539,1.2395809,0.9722957,1.1014773,0.90429014,0.98557615,0.7013278,1.1338525,1.096767,0.80575955,1.3295188,1.150467,1.2083192,1.1221575,0.9063576,0.8795147,1.0209856,1.0124782,0.8897577,0.7710999,0.74930274,0.89345795,0.917768,0.96890396,0.9313712,0.8573086,0.77880377,1.1739527,0.4291939,0.8115324,1.2037548,0.7861473,1.2436581,0.9027569,1.0697381,0.80989647,0.8765726,0.8651877,1.1951294,0.9011652,0.9031564,0.90230066,1.211776,1.3274966,0.78502214,0.8380579,0.8750334,1.1197374,1.0137712,0.8533582,0.92832506,1.10112,1.0221455,0.8040505,1.2254981
dog,1.0382975,1.0700905,0.9886145,1.3634014,1.084283,0.8513073,0.9897578,0.87582386,1.267599,1.2027056,0.9530696,1.2938099,1.3608013,0.39248466,1.2565713,1.1541786,1.155139,0.87489796,0.75142807,1.0888633,0.7196365,1.134059,1.1430684,0.7264553,0.17288995,1.0013787,0.88408786,0.98522806,1.1398773,1.1827347,1.242597,0.8867255,1.219418,0.86095715,0.80614436,1.2441145,0.9064613,0.76596093,0.0,0.6329671,1.1443796,1.0238883,1.1133937,1.0491873,0.9908903,1.2040087,1.0895028,0.7829304,0.7497261,0.86179113,0.92545104,1.0208014,0.9262969,1.0521047,0.96344644,1.1367791,1.2621179,1.3111321,0.6933009,0.6260129,1.1715524,1.0731466,1.0951879,1.2380517,0.8618945,1.2497714,0.9283472,1.222797,1.1708653,1.3697671,1.0694187,1.2786791,0.80955064,1.0409275,0.75377184,1.2220039,1.2585279,0.24769223,1.2849035,1.2644708,1.2528644,1.1700892,0.84833294,0.87569696,0.90596765,0.8579371,0.7583107,0.7185742,0.7107257,0.9058831,0.96722007,1.1587832,0.8503262,0.91731197,0.81939405,1.1706203,0.53408074,0.7612979,1.3092726,0.87887454,1.2888439,0.9152831,1.0822823,0.7813364,0.7544021,1.0680858,1.139862,0.8140663,0.76750195,0.94129467,1.1963933,1.2851301,0.76311934,0.93727803,0.8548014,1.0664155,1.0854771,0.82132566,0.98557734,0.9918904,1.1308382,0.79420996,1.091201
doll,1.100459,0.9452547,0.7518488,1.2553265,0.9448579,0.9479071,0.85215116,0.86582017,1.4520087,1.3533137,1.0641315,1.3266957,1.2174284,0.75855815,1.32072,1.3385106,0.8635158,0.7250292,0.8267068,1.0104918,0.70631903,0.83957624,0.93194246,0.770663,0.8376218,1.0596869,0.87934875,0.88089967,1.2239591,1.3113323,1.3322892,0.9791493,1.1705288,0.9385014,0.89614946,1.2101943,0.80890834,0.7291655,0.6329671,0.0,1.2252779,1.0574058,0.8712952,0.95613575,1.2035437,1.194503,0.9447052,1.1191326,0.8203797,1.0035545,0.66656727,0.9942194,0.9280994,0.97629195,0.7064137,1.1303397,1.1805065,1.1377523,0.7477593,0.6500316,1.28051,1.125325,0.8690369,1.274143,1.0055962,1.221847,1.0746018,1.0657054,1.3121741,1.0741749,1.0474675,1.1662301,0.92421937,1.0030143,0.89433736,1.0073006,1.2988803,0.68961626,1.287749,1.2016786,1.2381657,0.8963574,0.9217815,0.90152717,0.73137194,0.51702225,0.89417696,0.8345481,0.7979553,0.8128176,1.134247,0.9581767,0.5369449,0.91191566,0.8699125,1.3401294,0.6800593,0.6938696,1.2532129,0.76032645,1.2148863,0.9536923,1.1063328,0.7800925,0.8181761,0.9794425,1.2667074,0.96870774,0.8619983,0.81908804,1.262686,1.2327971,0.86223966,0.86569846,0.90460074,0.8997285,1.0223827,0.5006698,0.7563125,1.1347687,1.1319809,0.9091419,1.2375202
door,0.82246256,1.1341715,1.4084381,0.83537745,1.2172986,1.1180168,1.2519531,1.1103755,0.6140121,0.5219421,1.0883678,0.5374779,0.9164265,1.0794724,0.6526337,0.7462394,1.0613647,1.1809704,1.3402679,0.93851316,1.3676279,1.0082678,0.9328822,1.1505587,1.0378134,0.5552073,0.9937174,0.7488382,0.64917654,0.63693947,0.8421618,1.1526309,0.64540744,1.2728627,1.2749226,0.4856047,1.1875224,1.1094075,1.1443796,1.2252779,0.0,0.71143615,0.8962326,1.2841876,0.9635468,0.8669529,1.1957669,0.9944034,1.0742447,1.2511187,1.3021203,1.0875703,1.1577351,1.0267812,1.4237998,0.7905668,0.9986612,1.0108742,1.3210704,1.2246073,0.7586945,0.74703705,1.1395637,0.7446834,1.1835958,0.4664374,0.757159,1.1688243,0.9542385,0.8540708,1.0243833,1.0404752,1.2825177,0.95129675,1.221257,1.1466998,0.660346,1.1602235,0.7939346,0.7838415,0.6688161,1.0074004,1.2274785,1.2412661,1.2398661,1.2343448,1.1451364,1.2211096,1.0586717,1.292902,0.9189575,1.1024199,1.3939173,1.0978744,1.1778986,0.3333388,0.9450666,1.3954797,0.7662376,1.3241873,0.88508385,1.09803,1.0020326,1.374358,1.3326539,1.1569754,0.9807415,1.2927909,1.2702223,1.0329489,0.68676996,0.731625,1.387356,1.2698841,1.2360028,1.2398188,0.9030383,1.4250102,1.2793418,0.69656587,0.52911806,1.2681504,0.34332585
drawer,1.1491411,0.93573,1.1340361,1.2638559,1.0677329,0.8437274,1.0347677,0.7084928,0.9503975,1.0054867,0.8458079,0.9748357,1.2820672,1.0633684,1.1155154,1.0389597,0.83545136,0.87647784,0.76969695,0.69972783,0.95209473,0.8567418,0.79785913,0.8752354,1.1077702,0.49387848,0.6623727,0.7148202,1.1354709,0.7459042,0.96559393,0.92540115,1.0326414,1.0188452,0.9726607,0.9226096,0.82141024,0.8996247,1.0238883,1.0574058,0.71143615,0.0,1.1350381,1.0793923,1.0882342,1.1967978,1.0661161,1.0903918,0.9253507,0.8993747,1.1725816,1.0060555,1.0543046,1.126122,1.012106,1.301749,1.1757164,1.2416248,0.97757775,1.0092728,0.8795789,1.1276381,0.8200229,1.1264473,0.8207502,0.8898079,0.5713063,1.2098355,1.2119054,1.181639,1.1331104,1.2104691,1.089375,0.81423,0.87329334,1.2143226,0.7351552,1.017696,1.1856626,1.0349513,1.1349967,1.1728425,0.9014072,0.91950774,1.1274015,1.1322473,0.80252534,0.90534574,0.8949396,0.88836485,1.1903523,1.1112101,1.1262218,0.74878395,0.8200562,0.7839335,0.7013397,0.97349405,1.3031979,1.0671867,1.1497066,0.7186917,0.9334854,0.97329116,0.99488646,0.8791906,1.1922694,0.87736696,0.9918676,0.8772368,1.1922146,1.120818,0.8340206,1.0280603,1.0573777,1.1439341,0.847339,0.9340018,0.75340044,1.0513475,0.61225533,0.84945947,0.9803079
dress,0.8704537,1.1424387,1.0519954,0.7241988,1.034518,1.2896782,1.1264887,1.112406,0.97654957,0.73397315,1.2415408,0.8541966,0.6621498,1.077346,0.701925,0.9211748,0.7680498,1.1192935,1.3172433,1.0195768,1.2658737,0.91704214,0.90002036,1.1491455,1.1089119,1.0646143,1.1872883,0.94391394,0.8902195,1.0242281,1.0254897,1.1763948,0.8439778,1.1819562,1.2649189,0.7273485,1.2078934,1.1555488,1.1133937,0.8712952,0.8962326,1.1350381,0.0,1.1232029,0.9750351,0.8903301,1.0520251,1.1354148,1.1861329,1.171484,1.007382,1.0437146,1.1376579,0.9245757,1.090761,0.83498365,0.82047987,0.7781016,1.1797085,0.9506166,0.9881421,0.96592754,1.059821,0.8505771,1.1241032,0.85066473,1.1906768,0.97992766,1.009709,0.722667,1.0320699,0.9802476,1.1861424,1.017265,1.2554114,1.0092914,0.9364717,1.1286247,0.71861297,0.8609951,0.7950666,0.8400159,1.2635393,1.2463712,1.0296437,0.745376,0.99716055,1.2497677,1.1861327,1.2068892,0.9848903,1.0344863,0.9402764,0.901895,1.2247101,0.92001456,1.1015389,1.1375577,0.7580191,1.2390678,0.857614,1.1767664,1.0668018,1.2246014,1.2155323,1.1560705,0.99725074,1.2643325,1.1531729,0.9527426,0.8909097,0.7369887,1.3225772,1.1398602,1.1497734,0.9357537,0.96846527,1.1010448,0.9966932,1.0232155,0.98015904,1.1899141,0.8533108
egg,1.1067972,0.95774907,0.13059741,1.1717184,0.100348234,0.9140077,0.7888185,0.95416665,1.1930206,1.3252616,1.195356,1.3109274,1.1270689,1.110201,1.2984715,1.2225806,0.85686797,0.98943543,0.6988675,0.9323648,0.76455456,1.0139235,1.0591373,1.0089474,1.1912302,1.2090323,0.91025984,1.1416233,1.3404298,1.1365414,1.0876063,0.86452556,1.3023456,0.8656872,0.98019487,1.3286343,0.9690454,0.9880461,1.0491873,0.95613575,1.2841876,1.0793923,1.1232029,0.0,1.2591463,1.1319231,0.9777671,1.0826168,0.89163566,0.9522414,0.9363099,0.91025734,1.1120887,1.2893338,0.6743425,1.1949023,1.0382779,1.0619322,0.940465,0.8875681,1.1500086,1.2747897,0.83840454,1.2654859,0.9725399,1.2802445,1.0220722,0.38713098,0.81236786,1.2025442,1.1529316,0.7509407,0.8956957,1.02156,0.964453,0.51054865,1.1939737,1.0139716,1.2176669,1.3156574,1.085111,0.878801,1.0677608,1.0739712,0.9202858,0.96409935,0.99959433,0.97702116,0.97380334,0.7681097,1.2638233,0.6870384,0.62262416,1.1645826,1.0125293,1.3454467,1.0800499,0.9340147,1.3276818,1.0441988,1.2071279,0.8542359,0.8534409,0.9647739,0.62181807,0.83406144,0.819858,0.82376325,0.95959747,1.1195885,1.2847512,1.1241529,0.66582406,0.9640868,0.923169,0.9524891,1.0823065,0.6880821,0.78882945,1.0984759,1.3141918,1.0158147,1.2155265
elephant,0.8588552,0.9183383,1.2818991,0.9457238,1.2362428,1.1002228,1.0867965,1.1310304,0.9057626,0.7917034,0.9671532,0.8128451,0.9406215,0.9034304,0.79589796,0.85296744,1.1199015,1.2077384,1.2087382,1.2051859,1.2455577,1.1327103,1.0344831,1.1465855,0.6911484,1.033905,1.1439179,1.0299159,0.67258596,0.94267726,0.88628864,1.1028882,0.74476284,1.1367503,1.1297938,0.9878286,1.1699171,0.90629345,0.9908903,1.2035437,0.9635468,1.0882342,0.9750351,1.2591463,0.0,0.92265874,0.97306395,1.0206349,1.1423218,1.1121258,1.1395357,1.0331419,1.0430726,0.81204516,1.1938646,1.0061344,0.97396684,0.87240314,1.1627749,1.1267174,0.95308506,0.8299902,1.1147763,0.724576,1.1541951,1.0336301,1.0859618,1.1978154,1.0073891,0.9077951,0.9478807,1.0503997,1.0779054,1.0227333,1.0054909,1.117073,0.9841999,0.9907268,0.85337085,0.7898703,0.98896456,1.0997871,1.1111933,1.0893238,1.0708613,1.1232988,1.0251777,1.1596359,1.1433626,1.1495687,0.5925103,1.0373577,1.1660409,0.84794474,1.0101885,0.88591254,1.0043619,1.0865629,0.7798002,1.0143068,0.87453717,1.1238383,1.0774858,1.0500845,1.2249922,0.9156479,1.0412006,1.1443042,1.1202197,0.9661533,0.7901803,0.9213859,1.1560432,0.9607557,1.0737951,1.1585909,0.99791586,1.2280164,1.0689931,1.0273691,0.9195031,0.96388364,1.0098193
face,0.9092411,0.95110357,1.1092972,0.6641388,1.1061609,1.1930003,1.1623123,1.29957,0.85341,0.8449341,1.147154,0.8731963,0.50624037,1.1114862,0.77976257,0.8469825,1.0930555,1.2233689,1.3646563,1.1030139,1.2886164,1.1031927,1.1157475,1.2171828,1.0743835,1.1546826,1.2532538,1.0392549,0.93696284,0.9869609,0.84217334,1.1988566,0.83300245,1.251159,1.2361935,0.9094452,1.2784398,1.2090598,1.2040087,1.194503,0.8669529,1.1967978,0.8903301,1.1319231,0.92265874,0.0,0.823415,1.1039356,1.1586379,1.1915181,1.1828015,1.0376168,0.8114382,0.9685891,1.1990725,0.43215477,0.8733903,0.60498875,1.2062436,1.2361813,0.9794522,0.81568086,1.0303445,0.80308586,1.2066526,0.8539393,1.1560472,0.9347867,0.86552054,0.77714694,1.0894582,0.84698325,1.0364382,1.0864345,1.1057903,0.94311035,0.9727227,1.151697,0.633987,0.8478787,0.85746896,0.94013697,1.1953206,1.179858,1.123238,1.0243199,1.2908688,1.2989932,1.2015696,1.287183,0.9750601,0.8019889,1.0512004,1.1273495,1.1399174,0.8839593,1.2809422,1.2247308,0.47637606,1.2361168,0.7125139,1.2208927,1.1238424,1.2491987,1.2931752,1.0191039,0.8969627,1.2308333,1.1834712,1.123428,0.6966032,0.82271683,1.343149,0.8977548,0.935693,1.0063044,1.0497618,1.3277032,1.2612233,0.94379944,1.0224274,1.1181602,0.7504803
finger,1.1197845,0.60277134,0.83063674,1.0080215,1.0892793,0.7374934,1.051678,1.2945776,1.3320513,1.3064208,0.59015983,1.2521998,0.9818427,1.1970953,1.2250211,1.1832992,1.0843332,0.9880244,1.1274751,1.2475327,0.8774115,1.244193,1.2471815,1.083181,0.9575347,1.1173527,1.1634126,0.93980765,1.1019068,1.2140417,1.1611923,1.010256,1.1577438,0.8625205,0.7341324,1.3604865,0.94004214,1.0123147,1.0895028,0.9447052,1.1957669,1.0661161,1.0520251,0.9777671,0.97306395,0.823415,0.0,0.93291783,1.2117896,1.0301037,0.83283466,1.131316,0.5163148,0.60095054,0.7495843,1.0040483,1.1561906,0.44842577,0.8963187,1.0885102,1.1406308,1.0641067,1.0326598,0.9799247,1.0114245,1.2985739,1.1944628,0.9327514,1.2077011,0.8869753,1.0698355,1.0033168,0.56538165,0.6952537,0.577243,0.63085806,1.214248,1.1633229,0.99928594,0.9042538,1.2060112,1.1772313,0.65434146,0.5635245,0.99395716,0.95923036,1.1324205,0.80429995,1.2340395,1.1502547,1.1364228,0.5329841,0.7287475,1.2070267,1.0663593,1.3020706,1.1253347,0.8536223,0.9567314,0.7895938,0.94039446,1.1620957,1.2378483,0.54998624,0.97525734,0.79291797,1.1969999,0.9875471,0.822734,1.3109655,1.0246187,1.2683339,0.901695,0.22363937,0.5146617,0.8652994,0.70727265,1.0589944,1.0237207,1.1328076,1.2060102,0.56373286,1.2209678
fish,0.79193425,1.1560146,1.0497059,1.1112047,1.1049649,0.7021496,0.9992729,1.1311961,1.0411863,0.9945539,0.57086396,1.0034554,1.1894846,0.7990551,0.9479451,0.90813625,1.1396286,0.9031334,1.02621,1.1076331,0.9938782,1.1776204,1.1504567,0.91127956,0.6544939,1.1372836,1.1331888,1.0321319,0.96067995,0.94428605,0.9698219,1.1289968,1.0533208,1.0380764,0.5875458,1.0847657,0.9596877,1.0318896,0.7829304,1.1191326,0.9944034,1.0903918,1.1354148,1.0826168,1.0206349,1.1039356,0.93291783,0.0,1.1231718,1.100022,0.79028463,1.160082,0.843617,0.9047477,1.0663977,1.0414764,1.0725362,1.1575392,0.89356405,1.0891945,0.94656754,0.9666234,1.2403872,0.8931012,1.114081,0.9860903,1.0678648,1.0656836,1.0788598,1.0589278,0.89460427,1.0497667,0.61171603,0.9759412,0.7663168,0.87447524,1.0640345,0.8966082,1.0864576,0.99494785,1.0150024,1.1131644,0.6945609,0.70171195,0.9613364,1.1078418,0.86884713,0.7493366,1.1429882,1.0818381,0.96788764,1.0186968,1.2079122,1.1718626,1.0174234,1.0004641,0.99033964,1.1671985,1.066222,0.9019182,1.0755352,1.1940151,1.0302892,0.64301616,0.96103597,1.2391076,1.0688794,1.0551546,0.80366343,1.2310736,1.0191605,1.0792105,0.8678389,1.0549923,0.732111,1.0679526,0.9937564,1.1012783,1.1823505,0.8830535,1.1545448,0.9128216,0.9546433
flower,1.1609163,1.1438546,0.9256298,1.3105321,0.9098267,0.8805435,0.85919094,0.6728007,1.1989944,1.2091777,1.1746497,1.3202211,1.2525346,0.88762003,1.2579355,1.2153641,0.9743362,0.7961464,0.6445538,0.8965578,0.741487,0.85717773,0.9307813,0.7947205,1.0069119,0.9011899,0.69817567,1.0185874,1.2311844,1.1921978,1.1846405,0.7795387,1.2727779,0.81400204,0.87987274,1.0936407,0.8151331,0.80707055,0.7497261,0.8203797,1.0742447,0.9253507,1.1861329,0.89163566,1.1423218,1.1586379,1.2117896,1.1231718,0.0,0.81657404,0.97827446,0.96263736,1.1756728,1.4080476,0.8526747,1.2553196,1.0451227,1.2852173,0.8267243,0.5597838,1.1615349,1.3300828,0.8348745,1.4588003,0.81432337,1.1507812,0.6848315,1.0223418,1.0266328,1.371191,1.0658072,1.102594,1.0335543,1.0837634,0.95769554,1.2998109,1.1879494,0.6884797,1.3039606,1.4459596,1.1461937,1.1158249,0.9193253,0.94979626,0.74736714,1.0270059,0.7415941,0.9244065,0.08193576,0.7741947,1.1234723,1.2771645,0.94917727,0.8915007,0.8216815,1.1386127,0.7549208,0.64305913,1.3555906,0.9550339,1.3360279,0.7387984,0.9828016,0.9797284,0.802289,0.9638604,1.0196625,0.7360624,0.8694973,0.7651585,1.3135015,1.1837293,0.8170849,1.117126,1.0034661,0.8377322,1.1140437,0.7116169,0.86994874,0.85695076,0.9860857,0.9817305,1.0675495
fork,1.1612293,1.0542471,1.0064211,1.1658648,1.0255779,1.0126687,0.9417636,0.8302464,1.128928,1.2354436,1.0893463,1.2751777,1.1821158,0.9591254,1.2846932,1.1460665,0.9625192,0.92556703,0.6133411,0.97077835,0.77763546,0.9943494,1.0274353,0.901688,1.0570996,0.9445911,0.83117324,1.0133388,1.2885158,1.1275057,1.0873358,0.8341697,1.3180873,0.7926235,0.8966328,1.2309873,0.81420267,0.9392441,0.86179113,1.0035545,1.2511187,0.8993747,1.171484,0.9522414,1.1121258,1.1915181,1.0301037,1.100022,0.81657404,0.0,1.0508467,0.6316737,1.0303566,1.2014883,0.84727573,1.3162278,1.1740999,1.1333244,0.9740133,0.8221063,0.9436523,1.3008764,0.8346275,1.3768367,0.08324611,1.2192124,0.74271,1.0874757,0.83190125,1.3030565,1.0018948,1.1262836,1.0275536,0.9914179,0.9094841,1.2043368,0.99317497,0.8033001,1.2458401,1.2809039,1.156338,1.1130273,0.8245232,0.86412024,0.97792166,1.0467347,0.9753053,0.8356714,0.8146498,0.56743264,1.1407307,1.1661546,0.98499876,1.0112399,0.86628896,1.2115953,0.9769721,0.6554597,1.3439136,1.0288895,1.220579,0.67265904,0.76104057,0.9429741,0.82279694,0.9498011,0.77310187,0.09112966,0.92089885,0.93399394,1.3078628,1.161823,0.8265794,0.9847798,0.96675044,0.8239132,1.0234271,0.9065031,0.71604776,1.1008971,0.97745407,0.8074967,1.2518773
frog,0.8217185,1.0138707,0.7866851,1.1781082,0.99883974,0.80845505,0.7021543,1.0614378,1.3054879,1.28004,0.8058878,1.2828147,1.1840346,0.8948794,1.1546319,1.0806868,1.035037,0.9194596,1.0209188,1.0763834,0.8573611,1.004863,1.0546453,0.7395953,0.9746042,1.352302,1.0257759,0.9660888,1.1817217,1.2401462,1.2029332,1.1279278,1.2466085,0.98689836,0.85639524,1.2002461,1.014133,0.86039406,0.92545104,0.66656727,1.3021203,1.1725816,1.007382,0.9363099,1.1395357,1.1828015,0.83283466,0.79028463,0.97827446,1.0508467,0.0,1.0570471,0.7800243,0.87759817,0.68584883,1.0703415,0.9400547,1.0137931,0.8096602,0.885822,1.1012638,1.0413883,1.1156763,1.1023934,1.0974574,1.1785281,1.1784713,0.986763,1.0610722,1.0032221,0.72157115,1.029402,0.87277585,1.0736933,0.908147,0.81794214,1.3147202,0.98215586,1.2736061,1.1296186,1.109797,0.82502496,0.87678236,0.8744837,0.6051294,0.6439732,0.96505684,0.8811044,1.0326895,0.9661428,1.1325525,0.86704654,0.80652666,0.9463202,0.82828,1.3847324,0.9037518,0.83570117,1.1798149,0.6767774,1.1459516,1.1640345,1.1142219,0.7824899,0.8848012,1.1835417,1.0370309,1.0119624,0.9768715,0.963139,1.2295212,1.1972492,0.75528306,0.95534,0.91473633,0.8669183,1.0788047,0.68121105,0.9841099,1.0209601,1.2456152,0.981131,1.261879
glass,1.0669469,1.1415197,0.95193744,0.9943033,0.8810912,1.1639268,0.96506345,0.9020151,0.9482311,1.0655482,1.2178432,1.02892,0.9791897,0.9636931,1.0883766,1.0387843,0.89139193,0.88577825,0.7514579,0.90964955,1.0469682,0.76748455,0.8048802,1.0538441,1.1261264,0.9027143,1.0465957,0.99815667,1.1319453,0.99206436,1.0089931,1.032288,1.0210946,1.0413394,1.1464612,1.0140523,0.7842976,1.0199306,1.0208014,0.9942194,1.0875703,1.0060555,1.0437146,0.91025734,1.0331419,1.0376168,1.131316,1.160082,0.96263736,0.6316737,1.0570471,0.0,1.1766533,1.1862528,0.8623792,1.0822314,1.1199784,0.9906615,1.0769578,0.9556593,0.9526152,1.1380177,0.71350145,1.2278624,0.66207784,1.0753673,0.91849154,0.94001365,0.85713345,1.0356418,1.0193833,0.96272135,1.2005548,1.1532775,1.2059594,1.0636257,0.8768662,1.0322396,1.0911787,1.167002,0.91401005,1.0265336,1.1530505,1.1789552,0.9382947,1.0306488,1.1679041,1.1493111,0.97587574,0.62082285,1.1122836,1.1152735,1.1099279,0.9726713,1.1214367,1.0479548,1.0298928,0.9143763,1.0530262,1.2052145,1.0765995,0.8102449,0.6790805,1.1747425,0.9625846,1.0345201,0.8316785,0.68028045,1.0551486,0.92163444,1.0334678,0.8899509,1.0199041,1.1860447,1.1921659,0.9074408,1.155508,0.8719079,0.81286633,1.0314537,0.99925786,1.1310629,1.0456034
glasses,1.1609675,0.6213975,0.92614883,1.1894642,1.2088509,0.6562768,0.9114897,1.2149965,1.3478475,1.3062991,0.58036715,1.2907333,1.1360993,1.0733657,1.2373167,1.2029424,1.2409502,0.92055655,1.0659384,1.2931852,0.76845527,1.315735,1.3252103,0.82764447,0.783187,1.1547284,1.0301194,1.0295993,1.077175,1.233488,1.1558843,1.0553068,1.2304362,0.9121716,0.5870328,1.348467,0.86039436,0.8109368,0.9262969,0.9280994,1.1577351,1.0543046,1.1376579,1.1120887,1.0430726,0.8114382,0.5163148,0.843617,1.1756728,1.0303566,0.7800243,1.1766533,0.0,0.6906835,0.9615136,0.93858397,1.2278116,1.0042403,0.6593875,1.0629741,1.1044091,1.0146047,1.0667887,1.0533582,1.0436591,1.2477376,1.0786965,1.1684191,1.2727134,1.075671,0.9843511,1.1007652,0.39593387,0.8405518,0.40518034,0.82080984,1.2314918,0.9713704,1.1841588,0.9386843,1.2303134,1.1647707,0.57395864,0.518701,1.1097375,0.84514594,1.0264734,0.6473459,1.1499989,1.1672028,1.0033965,0.6771939,0.8067379,1.105786,0.72498053,1.2597114,0.96224844,0.89334804,1.0213666,0.66408503,0.9839351,1.1531364,1.3026481,0.5181533,0.97787946,0.925308,1.2536163,0.99753934,0.6521176,1.2820878,1.0856681,1.370213,0.75602037,0.4199561,0.38502395,1.0480117,0.86182654,1.0164863,1.1549542,1.1409183,1.1571982,0.4621178,1.137861
glove,0.9500631,0.69990396,1.2013257,0.82030755,1.3288183,1.042319,1.1047201,1.3475075,1.1074419,0.9641187,0.64364177,0.8542911,0.75310504,1.0336202,0.84034437,0.9988013,1.1711469,1.1247331,1.3219548,1.3144054,1.1080395,1.2004296,1.1702541,1.1887063,0.84486043,1.1141453,1.3524599,0.9353427,0.6392716,1.0457549,1.1293771,1.2836605,0.75598097,1.1820644,1.0094854,1.0955888,1.0966971,0.99844295,1.0521047,0.97629195,1.0267812,1.126122,0.9245757,1.2893338,0.81204516,0.9685891,0.60095054,0.9047477,1.4080476,1.2014883,0.87759817,1.1862528,0.6906835,0.0,1.0533525,0.8059625,0.98144335,0.69681394,0.98757297,1.247199,0.9159912,0.63570756,1.2144454,0.5565516,1.2177076,1.0092825,1.3724123,1.1088984,1.2560043,0.47046697,0.82326573,0.96842617,0.9137251,0.6287975,0.81139946,0.8101222,1.08848,1.1954911,0.8143314,0.47439706,1.0655736,1.1657454,0.9209613,0.87083375,1.0221227,1.0604813,1.0254985,0.97003204,1.3921616,1.2669622,0.81105584,0.7824609,0.9415111,1.0252415,1.1243714,1.0478367,0.9576812,1.0194895,0.6706606,0.7869087,0.72167206,1.3554349,1.1635755,0.7466754,1.0235739,0.9248414,1.2600938,1.2584265,1.0702578,1.1497203,0.71000576,1.1201135,1.1701095,0.57387507,0.882977,1.0625111,0.6019602,1.2972347,1.1167645,1.1381648,1.0482076,0.84334815,1.0396254
